English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
Graafian follicle,ग्राफ़ी पुटक,ગ્રાફ઼ી પુટક,ग्राफ़ी पुटक,ਗ੍ਰਾਫ਼ੀ ਪੁਟਕ,গ্রাফ়ী পুটক,ग्राफ़ी पुटक,ಗ್ರಾೞೀ ಪುಟಕ,ഗ്രാഫീ പുടക,க்ராபீ புடக,గ్రాఫీ పుటక,گرافی پٹک,গ্রাফ়ী পুটক,‍ଗ୍ରାଫିୟ ଫଲିକଲ୍‌,ग्राफ़ी पुटक
Gracilaria,ग्रेसिलेरिया,ગ્રેસિલેરિયા,ग्रेसिलेरिया,ਗ੍ਰੇਸਿਲੇਰਿਯਾ,গ্রেসিলেরিযা,ग्रेसिलेरिया,ಗ್ರೇಸಿಲೇರಿಯಾ,ഗ്രേസിലേരിയാ,க்ரேஸிலேரியா,గ్రేసిలేరియా,گریسلیریا,গ্রসিলরিযা,ଗ୍ରେସିଲେରିଯା,ग्रेसिलेरिया
Gradient centrifugation,प्रवणता अपकेंद्रण,પ્રવણતા અપકેંદ્રણ,प्रवणता अपकेंद्रण,ਪ੍ਰਵਣਤਾ ਅਪਕੇਂਦ੍ਰਣ,প্রবণতা অপকেংদ্রণ,प्रवणता अपकेंद्रण,ಪ್ರವಣತಾ ಅಪಕೇಂದ್ರಣ,പ്രവണതാ അപകേംദ്രണ,ப்ரவணதா அபகேங்த்ரண,ప్రవణతా అపకేంద్రణ,پرونتا اپکیندرن,প্রণতা অপকংদ্রণ,ପ୍ରବଣତା ଅପକେଂଦ୍ରଣ,प्रवणता अपकेंद्रण
Gradient of biodiversity,जैवविविधता प्रवणता,જૈવવિવિધતા પ્રવણતા,जैवविविधता प्रवणता,ਜੈਵਵਿਵਿਧਤਾ ਪ੍ਰਵਣਤਾ,জৈববিবিধতা প্রবণতা,जैवविविधता प्रवणता,ಜೈವವಿವಿಧತಾ ಪ್ರವಣತಾ,ജൈവവിവിധതാ പ്രവണതാ,ஜைவவிவிததா ப்ரவணதா,జైవవివిధతా ప్రవణతా,جیووودھتا پرونتا,জৈিিধতা প্রণতা,ଜୈବବିବିଧତା ପ୍ରବଣତା,जैवविविधता प्रवणता
Graft,निरोप,"લાંચ, રુશ્વત","कलम बांधणे, लाच घेणे","ਵੱਢੀ, ਰਿਸ਼ਵਤ","বৃক্ষেরকলম,জোড়কলম",लांच,ಕಸಿ,"കോഴ, അനുചിത ലാഭം","1. ஒட்ட வை, ஒட்டுக் கிளை 2. லஞ்சம்","1. అంటు,అంటుకట్టు (చెట్ల సం.) 2. అక్రమ సంపాదన",رشوت,"ভেঁটি,ঘোচ,উৎকোচ","କଲମ, କଲମ କରିବା",घूस
Grafting,"कलम बांधना, रोपण","કલમ બાંધના, રોપણ","कलम बांधना, रोपण","ਕਲਮ ਬਾਂਧਨਾ, ਰੋਪਣ","কলম বাংধনা, রোপণ","कलम बांधना, रोपण","ಕಲಮು ಕಟ್ಟುವುದು, ಕಸಿಮಾಡುವುದು","കലമ ബാംധനാ, രോപണ","கலம பாங்தநா, ரோபண","కలమ బాంధనా, రోపణ",قلم باندھنا، روپن,"কলম বাংধনা, রপণ",କଲମି କରିବା,"कलम बांधना, रोपण"
Grafting,निरोपण,નિરોપણ,निरोपण,ਨਿਰੋਪਣ,নিরোপণ,निरोपण,"ಕಲಮು ಕಟ್ಟುವುದು, ಕಸಿಮಾಡುವುದು",നിരോപണ,நிரோபண,నిరోపణ,نروپن,নিরপণ,କଲମି କରିବା,निरोपण
Gram-negative,ग्रैम-ऋणात्मक,ગ્રૈમ-ઋણાત્મક,ग्रैम-ऋणात्मक,ਗ੍ਰੈਮ-਋ਣਾਤ੍ਮਕ,গ্রৈম-ঋণাত্মক,ग्रैम-ऋणात्मक,ಗ್ರೈಮ-ಋಣಾತ್ಮಕ,ഗ്രൈമ-ഋണാത്മക,க்ரைம-ருணாத்மக,గ్రైమ-ఋణాత్మక,گریم-رناتمک,গ্রৈম-ঋণাত্মক,ଗ୍ରୈମ-ଋଣାତ୍ମକ,ग्रैम-ऋणात्मक
Gram staining,ग्रैम अभिरंजन,ગ્રૈમ અભિરંજન,ग्रैम अभिरंजन,ਗ੍ਰੈਮ ਅਭਿਰਂਜਨ,গ্রৈম অভিরংজন,ग्रैम अभिरंजन,ಗ್ರೈಮ ಅಭಿರಂಜನ,ഗ്രൈമ അഭിരംജന,க்ரைம அபிரங்ஜந,గ్రైమ అభిరంజన,گریم ابھرنجن,গ্রৈম অভিরংজন,ଗ୍ରୈମ ଅଭିରଂଜନ,ग्रैम अभिरंजन
Graminae,ग्रामिनी (पोएसी),ગ્રામિની (પોએસી),ग्रामिनी (पोएसी),ਗ੍ਰਾਮਿਨੀ (ਪੋਏਸੀ),গ্রামিনী (পোসী),ग्रामिनी (पोएसी),ಗ್ರಾಮಿನೀ (ಪೋಏಸೀ),ഗ്രാമിനീ (പോഏസീ),க்ராமிநீ (போஏஸீ),గ్రామినీ (పోఏసీ),گرامنی (پوئیسی),গ্রামিনী (পসী),ଗ୍ରାମିନୀ (ପୋଏସୀ),ग्रामिनी (पोएसी)
Gram-positive,ग्रैम-धनात्मक,ગ્રૈમ-ધનાત્મક,ग्रैम-धनात्मक,ਗ੍ਰੈਮ-ਧਨਾਤ੍ਮਕ,গ্রৈম-ধনাত্মক,ग्रैम-धनात्मक,ಗ್ರೈಮ-ಧನಾತ್ಮಕ,ഗ്രൈമ-ധനാത്മക,க்ரைம-தநாத்மக,గ్రైమ-ధనాత్మక,گریم-دھناتمک,গ্রৈম-ধনাত্মক,ଗ୍ରୈମ-ଧନାତ୍ମକ,ग्रैम-धनात्मक
Grana (granum),ग्रैना (ग्रैनम),ગ્રૈના (ગ્રૈનમ),ग्रैना (ग्रैनम),ਗ੍ਰੈਨਾ (ਗ੍ਰੈਨਮ),গ্রৈনা (গ্রৈনম),ग्रैना (ग्रैनम),ಗ್ರೈನಾ (ಗ್ರೈನಮ),ഗ്രൈനാ (ഗ്രൈനമ),க்ரைநா (க்ரைநம),గ్రైనా (గ్రైనమ),گرینا (گرینم),গ্রৈনা (গ্রৈনম),ଗ୍ରୈନା (ଗ୍ରୈନମ),ग्रैना (ग्रैनम)
Granal chloroplast,ग्रैना-युक्त हरितलवक,ગ્રૈના-યુક્ત હરિતલવક,ग्रैना-युक्त हरितलवक,ਗ੍ਰੈਨਾ-ਯੁਕ੍ਤ ਹਰਿਤਲਵਕ,গ্রৈনা-যুক্ত হরিতলবক,ग्रैना-युक्त हरितलवक,ಗ್ರೈನಾ-ಯುಕ್ತ ಹರಿತಲವಕ,ഗ്രൈനാ-യുക്ത ഹരിതലവക,க்ரைநா-யுக்த ஹரிதலவக,గ్రైనా-యుక్త హరితలవక,گرینا-یکت ہریتلوک,গ্রৈনা-যুক্ত হরিতলক,ଗ୍ରୈନା-ଯୁକ୍ତ ହରିତଲବକ,ग्रैना-युक्त हरितलवक
Grand period (of growth),समग्र वृद्धिकाल,સમગ્ર વૃદ્ધિકાલ,समग्र वृद्धिकाल,ਸਮਗ੍ਰ ਵ੃ਦ੍ਧਿਕਾਲ,সমগ্র বৃদ্ধিকাল,समग्र वृद्धिकाल,ಸಮಗ್ರ ವೃದ್ಧಿಕಾಲ,സമഗ്ര വൃദ്ധികാല,ஸமக்ர வ்ருத்திகால,సమగ్ర వృద్ధికాల,سمگر وردھکال,সমগ্র ৃদ্ধিকাল,ସମଗ୍ର ବୃଦ୍ଧିକାଲ,समग्र वृद्धिकाल
Granular leucocyte,कणिकीय श्वेताणु,કણિકીય શ્વેતાણુ,कणिकीय श्वेताणु,ਕਣਿਕੀਯ ਸ਼੍ਵੇਤਾਣੁ,কণিকীয শ্বেতাণু,कणिकीय श्वेताणु,ಕಣಿಕೀಯ ಶ್ವೇತಾಣು,കണികീയ ശ്വേതാണു,கணிகீய ச்வேதாணு,కణికీయ శ్వేతాణు,کنکیہ شویتانو,কণিকীয শ্তাণু,କଣିକୀଯ ଶ୍ବେତାଣୁ,कणिकीय श्वेताणु
Granule,कणिका,કણિકા,कणिका,ਛੋਟਾ ਦਾਣਾ,কণিকা,कणिका,ಹರಳು; ಕಾಳು.,കണികാ,கணிகா,కణికా,ریزہ۔ دانہ,কণিকা,ପୀତକାଭ କଣିକା,कणिका
Granulocyte,कणिकाणु,કણિકાણુ,कणिकाणु,ਕਣਿਕਾਣੁ,কণিকাণু,कणिकाणु,ಕಣಿಕಾಣು,കണികാണു,கணிகாணு,కణికాణు,کنکانو,কণিকাণু,କଣିକାମୟ କୋଶ,कणिकाणु
Granulosa cell,कणिकीय कोशिका,કણિકીય કોશિકા,कणिकीय कोशिका,ਕਣਿਕੀਯ ਕੋਸ਼ਿਕਾ,কণিকীয কোশিকা,कणिकीय कोशिका,ಕಣಿಕೀಯ ಕೋಶಿಕಾ,കണികീയ കോശികാ,கணிகீய கோசிகா,కణికీయ కోశికా,کنکیہ کوشکا,কণিকীয কশিকা,କଣିକୀଯ କୋଶିକା,कणिकीय कोशिका
Granulosa cell layer,कणिका कोशिका परत,કણિકા કોશિકા પરત,कणिका कोशिका परत,ਕਣਿਕਾ ਕੋਸ਼ਿਕਾ ਪਰਤ,কণিকা কোশিকা পরত,कणिका कोशिका परत,ಕಣಿಕಾ ಕೋಶಿಕಾ ಪರತ,കണികാ കോശികാ പരത,கணிகா கோசிகா பரத,కణికా కోశికా పరత,کنکا کوشکا پرت,কণিকা কশিকা পরত,କଣିକା କୋଶିକା ପରତ,कणिका कोशिका परत
Granum,ग्रैनम,ગ્રૈનમ,ग्रैनम,ਗ੍ਰੈਨਮ,গ্রৈনম,ग्रैनम,ಗ್ರೈನಮ,ഗ്രൈനമ,க்ரைநம,గ్రైనమ,گرینم,গ্রৈনম,ଗ୍ରୈନମ,ग्रैनम
Graphical representation,ग्राफीय निरूपण,ગ્રાફીય નિરૂપણ,ग्राफीय निरूपण,ਗ੍ਰਾਫੀਯ ਨਿਰੂਪਣ,গ্রাফীয নিরূপণ,ग्राफीय निरूपण,ರೇಖಾನಕ್ಷೀಯ ಪ್ರಾತಿನಿಧ್ಯ,ഗ്രാഫീയ നിരൂപണ,க்ராபீய நிரூபண,గ్రాఫీయ నిరూపణ,ترسیمی اظہار، گرافی اظہار,গ্রাফীয নিরূপণ,ଗ୍ରାଫୀଯ ନିରୂପଣ,ग्राफीय निरूपण
Gravitational force,गुरुत्वीय बल,ગુરુત્વીય બલ,गुरुत्वीय बल,ਗੁਰੁਤ੍ਵੀਯ ਬਲ,গুরুত্বীয বল,गुरुत्वीय बल,"ಕೇಂದ್ರಾಭಿವಲಕ ಬಲ, ಗುರುತ್ವಾಕರ್ಷಣ ಬಲ, ಗುರುತ್ವ ಬಲ, ಗುರುತ್ವಾಕರ್ಷಣೆಯಬಲ",ഗുരുത്വീയ ബല,குருத்வீய பல,గురుత్వీయ బల,مادّی کشش قوت,গুরুত্ীয বল,ଗୁରୁତ୍ବୀଯ ବଲ,गुरुत्वीय बल
Gravitropism,"गुरुत्व-अनुर्वतन, गुरुत्वानुवर्तन","ગુરુત્વ-અનુર્વતન, ગુરુત્વાનુવર્તન","गुरुत्व-अनुर्वतन, गुरुत्वानुवर्तन","ਗੁਰੁਤ੍ਵ-ਅਨੁਰ੍ਵਤਨ, ਗੁਰੁਤ੍ਵਾਨੁਵਰ੍ਤਨ","গুরুত্ব-অনুর্বতন, গুরুত্বানুবর্তন","गुरुत्व-अनुर्वतन, गुरुत्वानुवर्तन","ಗುರುತ್ವ-ಅನುರ್ವತನ, ಗುರುತ್ವಾನುವರ್ತನ","ഗുരുത്വ-അനുര്വതന, ഗുരുത്വാനുവര്തന","குருத்வ-அநுர்வதந, குருத்வாநுவர்தந","గురుత్వ-అనుర్వతన, గురుత్వానువర్తన",گرتو-انوروتن، گرتوانورتن,"গুরুত্-অনুর্তন, গুরুত্ানুর্তন","ଗୁରୁତ୍ବ-ଅନୁର୍ବତନ, ଗୁରୁତ୍ବାନୁବର୍ତନ","गुरुत्व-अनुर्वतन, गुरुत्वानुवर्तन"
Gravity,गुरुत्वाकर्षण,ગુરુત્વાકર્ષણ,गुरुत्वाकर्षण,"ਗੰਭੀਰਤਾ , ਆਕਰਸ਼ਣ ਸ਼ਕਤੀ",গুরুত্বাকর্ষণ,गुरुत्वाकर्षण,ಗುರುತ್ವ,ഗുരുത്വാകര്ഷണ,குருத்வாகர்ஷண,గురుత్వాకర్షణ,گرِے وِٹی۔ زمینی کشش,গুরুত্াকর্ষণ,ଗୁରୁତ୍ବାକର୍ଷଣ,गुरुत्वाकर्षण
Gravity potential,गुरुत्व विभव,ગુરુત્વ વિભવ,गुरुत्व विभव,ਗੁਰੁਤ੍ਵ ਵਿਭਵ,গুরুত্ব বিভব,गुरुत्व विभव,ಗುರುತ್ವ ವಿಭವ,ഗുരുത്വ വിഭവ,குருத்வ விபவ,గురుత్వ విభవ,گرتو وبھو,গুরুত্ িভ,ଗୁରୁତ୍ବ ବିଭବ,गुरुत्व विभव
Gray ramus communicans,धूसर संयोजी शाखा,ધૂસર સંયોજી શાખા,धूसर संयोजी शाखा,ਧੂਸਰ ਸਂਯੋਜੀ ਸ਼ਾਖਾ,ধূসর সংযোজী শাখা,धूसर संयोजी शाखा,ಧೂಸರ ಸಂಯೋಜೀ ಶಾಖಾ,ധൂസര സംയോജീ ശാഖാ,தூஸர ஸங்யோஜீ சாகா,ధూసర సంయోజీ శాఖా,دھوسر سنیوجی شاخہ,ধূসর সংযজী শাখা,ଧୂସର ସଂଯୋଜୀ ଶାଖା,धूसर संयोजी शाखा
Grazer,घासभोजी,ઘાસભોજી,घासभोजी,ਘਾਸਭੋਜੀ,ঘাসভোজী,घासभोजी,ಘಾಸಭೋಜೀ,ഘാസഭോജീ,காஸபோஜீ,ఘాసభోజీ,گھاسبھوجی,ঘাসভজী,ଘାସଭୋଜୀ,घासभोजी
Grazing food chain,चारण आहार शृंखला,ચારણ આહાર શૃંખલા,चारण आहार शृंखला,ਚਾਰਣ ਆਹਾਰ ਸ਼੃ਂਖਲਾ,চারণ আহার শৃংখলা,चारण आहार शृंखला,ಚಾರಣ ಆಹಾರ ಶೃಂಖಲಾ,ചാരണ ആഹാര ശൃംഖലാ,சாரண ஆஹார ச்ருங்கலா,చారణ ఆహార శృంఖలా,چارن آہار شرنکھلا,চারণ আহার শৃংখলা,ଚାରଣ ଆହାର ଶୃଂଖଲା,चारण आहार शृंखला
Great dane dog,ग्रेट डेन कुत्ता,ગ્રેટ ડેન કુત્તા,ग्रेट डेन कुत्ता,ਗ੍ਰੇਟ ਡੇਨ ਕੁਤ੍ਤਾ,গ্রেট ডেন কুত্তা,ग्रेट डेन कुत्ता,ಗ್ರೇಟ ಡೇನ ಕುತ್ತಾ,ഗ്രേട ഡേന കുത്താ,க்ரேட டேந குத்தா,గ్రేట డేన కుత్తా,گریٹ ڈین کتا,গ্রট ডন কুত্তা,ଗ୍ରେଟ ଡେନ କୁତ୍ତା,ग्रेट डेन कुत्ता
Green gland,हरित ग्रंथि,હરિત ગ્રંથિ,हरित ग्रंथि,ਹਰਿਤ ਗ੍ਰਂਥਿ,হরিত গ্রংথি,हरित ग्रंथि,ಹರಿತ ಗ್ರಂಥಿ,ഹരിത ഗ്രംഥി,ஹரித க்ரங்தி,హరిత గ్రంథి,ہرت گرنتھی,হরিত গ্রংথি,ସବୁଜ ଗ୍ରନ୍ଥି,हरित ग्रंथि
Green house,"पौधघर, ग्रीन हाउस","પૌધઘર, ગ્રીન હાઉસ","पौधघर, ग्रीन हाउस","ਪੌਧਘਰ, ਗ੍ਰੀਨ ਹਾਉਸ","পৌধঘর, গ্রীন হাউস","पौधघर, ग्रीन हाउस","ಹಸುರು ಮನೆ, ಗಾಜಿನ ಮನೆ","പൌധഘര, ഗ്രീന ഹാഉസ","பௌதகர, க்ரீந ஹாஉஸ","పౌధఘర, గ్రీన హాఉస",پودھگھر، گرین ہاؤس,"পৌধঘর, গ্রীন হাউস","ପୌଧଘର, ଗ୍ରୀନ ହାଉସ","पौधघर, ग्रीन हाउस"
Green house effect,"पौधघर प्रभाव, ग्रीन हाउस प्रभाव","પૌધઘર પ્રભાવ, ગ્રીન હાઉસ પ્રભાવ","पौधघर प्रभाव, ग्रीन हाउस प्रभाव","ਪੌਧਘਰ ਪ੍ਰਭਾਵ, ਗ੍ਰੀਨ ਹਾਉਸ ਪ੍ਰਭਾਵ","পৌধঘর প্রভাব, গ্রীন হাউস প্রভাব","पौधघर प्रभाव, ग्रीन हाउस प्रभाव",ಹಸಿರುಮನೆ ಪರಿಣಾಮ,"പൌധഘര പ്രഭാവ, ഗ്രീന ഹാഉസ പ്രഭാവ","பௌதகர ப்ரபாவ, க்ரீந ஹாஉஸ ப்ரபாவ","పౌధఘర ప్రభావ, గ్రీన హాఉస ప్రభావ",پودھگھر پربھاو، گرین ہاؤس پربھاو,"পৌধঘর প্রভা, গ্রীন হাউস প্রভা",ସବୁଜ ଗୃହ ପ୍ରଭାବ,"पौधघर प्रभाव, ग्रीन हाउस प्रभाव"
Green revolution,हरित क्रांति,હરિત ક્રાંતિ,हरित क्रांति,ਹਰਿਤ ਕ੍ਰਾਂਤਿ,হরিত ক্রাংতি,हरित क्रांति,ಹಸಿರುಕ್ರಾಂತಿ,ഹരിതവിപ്ലവം,ஹரித க்ராங்தி,హరిత క్రాంతి,ہرت کرانتی,হরিত ক্রাংতি,ହରିତ କ୍ରାଂତି,हरित क्रांति
Green scum,"हरित पृष्ठमल, हरित सतही मल","હરિત પૃષ્ઠમલ, હરિત સતહી મલ","हरित पृष्ठमल, हरित सतही मल","ਹਰਿਤ ਪ੃਷੍ਠਮਲ, ਹਰਿਤ ਸਤਹੀ ਮਲ","হরিত পৃষ্ঠমল, হরিত সতহী মল","हरित पृष्ठमल, हरित सतही मल","ಹರಿತ ಪೃಷ್ಠಮಲ, ಹರಿತ ಸತಹೀ ಮಲ","ഹരിത പൃഷ്ഠമല, ഹരിത സതഹീ മല","ஹரித ப்ருஷ்டமல, ஹரித ஸதஹீ மல","హరిత పృష్ఠమల, హరిత సతహీ మల",ہرت پرشٹھمل، ہرت سطحی مل,"হরিত পৃষ্ঠমল, হরিত সতহী মল","ହରିତ ପୃଷ୍ଠମଲ, ହରିତ ସତହୀ ମଲ","हरित पृष्ठमल, हरित सतही मल"
Grey heron,घूसर बक,ઘૂસર બક,घूसर बक,ਘੂਸਰ ਬਕ,ঘূসর বক,घूसर बक,ಘೂಸರ ಬಕ,ഘൂസര ബക,கூஸர பக,ఘూసర బక,گھوسر بک,ঘূসর বক,ଘୂସର ବକ,घूसर बक
Grey matter,घूसर द्रव्य,ઘૂસર દ્રવ્ય,घूसर द्रव्य,ਘੂਸਰ ਦ੍ਰਵ੍ਯ,ঘূসর দ্রব্য,घूसर द्रव्य,ಬೂದುದ್ರವ್ಯ,ഘൂസര ദ്രവ്യ,கூஸர த்ரவ்ய,ఘూసర ద్రవ్య,گھوسر درویہ,ঘূসর দ্র্য,ଧୂସର ଦ୍ରବ୍ୟ,घूसर द्रव्य
Gross calorific value,सकल ऊष्मीय मान,સકલ ઊષ્મીય માન,सकल ऊष्मीय मान,ਸਕਲ ਊ਷੍ਮੀਯ ਮਾਨ,সকল ঊষ্মীয মান,सकल ऊष्मीय मान,ಸಕಲ ಊಷ್ಮೀಯ ಮಾನ,സകല ഊഷ്മീയ മാന,ஸகல ஊஷ்மீய மாந,సకల ఊష్మీయ మాన,سکل اوشمیہ مان,সকল ঊষ্মীয মান,ସକଲ ଊଷ୍ମୀଯ ମାନ,सकल ऊष्मीय मान
Gross energy value,सकल ऊर्जा मान,સકલ ઊર્જા માન,सकल ऊर्जा मान,ਸਕਲ ਊਰ੍ਜਾ ਮਾਨ,সকল ঊর্জা মান,सकल ऊर्जा मान,ಸಕಲ ಊರ್ಜಾ ಮಾನ,സകല ഊര്ജാ മാന,ஸகல ஊர்ஜா மாந,సకల ఊర్జా మాన,سکل اورجا مان,সকল ঊর্জা মান,ସକଲ ଊର୍ଜା ମାନ,सकल ऊर्जा मान
Gross primary production,सकल प्राथमिक उत्पादन,સકલ પ્રાથમિક ઉત્પાદન,सकल प्राथमिक उत्पादन,ਸਕਲ ਪ੍ਰਾਥਮਿਕ ਉਤ੍ਪਾਦਨ,সকল প্রাথমিক উত্পাদন,सकल प्राथमिक उत्पादन,ಸಕಲ ಪ್ರಾಥಮಿಕ ಉತ್ಪಾದನ,സകല പ്രാഥമിക ഉത്പാദന,ஸகல ப்ராதமிக உத்பாதந,సకల ప్రాథమిక ఉత్పాదన,سکل پراتھمک اتپادن,সকল প্রাথমিক উত্পাদন,ସକଲ ପ୍ରାଥମିକ ଉତ୍ପାଦନ,सकल प्राथमिक उत्पादन
Growth curve,वृद्धधि वक्र,વૃદ્ધધિ વક્ર,वृद्धधि वक्र,ਵ੃ਦ੍ਧਧਿ ਵਕ੍ਰ,বৃদ্ধধি বক্র,वृद्धधि वक्र,ವೃದ್ಧಧಿ ವಕ್ರ,വൃദ്ധധി വക്ര,வ்ருத்ததி வக்ர,వృద్ధధి వక్ర,وردھدھی وقر,ৃদ্ধধি ক্র,ବୃଦ୍ଧି ଚକ୍ର,वृद्धधि वक्र
Growth factor,वृद्धि कारक,વૃદ્ધિ કારક,वृद्धि कारक,ਵ੃ਦ੍ਧਿ ਕਾਰਕ,বৃদ্ধি কারক,वृद्धि कारक,ವೃದ್ಧಿ ಕಾರಕ,വൃദ്ധി കാരക,வ்ருத்தி காரக,వృద్ధి కారక,وردھی کارک,ৃদ্ধি কারক,ବୃଦ୍ଧି କାରକ,वृद्धि कारक
Growth hormone releasing hormone,वृद्धि हॉर्मोन निर्मोचक हॉर्मोन,વૃદ્ધિ હૉર્મોન નિર્મોચક હૉર્મોન,वृद्धि हॉर्मोन निर्मोचक हॉर्मोन,ਵ੃ਦ੍ਧਿ ਹ੉ਰ੍ਮੋਨ ਨਿਰ੍ਮੋਚਕ ਹ੉ਰ੍ਮੋਨ,বৃদ্ধি হৌর্মোন নির্মোচক হৌর্মোন,वृद्धि हॉर्मोन निर्मोचक हॉर्मोन,ವೃದ್ಧಿ ಹೌರ್ಮೋನ ನಿರ್ಮೋಚಕ ಹೌರ್ಮೋನ,വൃദ്ധി ഹൌര്മോന നിര്മോചക ഹൌര്മോന,வ்ருத்தி ஹௌர்மோந நிர்மோசக ஹௌர்மோந,వృద్ధి హౌర్మోన నిర్మోచక హౌర్మోన,وردھی ہارمون نرموچک ہارمون,ৃদ্ধি হর্মন নির্মচক হর্মন,ବୃଦ୍ଧି ହୌର୍ମୋନ ନିର୍ମୋଚକ ହୌର୍ମୋନ,वृद्धि हॉर्मोन निर्मोचक हॉर्मोन
Growth inhibiting hormone,वृद्धि संदमक हॉर्मोन,વૃદ્ધિ સંદમક હૉર્મોન,वृद्धि संदमक हॉर्मोन,ਵ੃ਦ੍ਧਿ ਸਂਦਮਕ ਹ੉ਰ੍ਮੋਨ,বৃদ্ধি সংদমক হৌর্মোন,वृद्धि संदमक हॉर्मोन,ವೃದ್ಧಿ ಸಂದಮಕ ಹೌರ್ಮೋನ,വൃദ്ധി സംദമക ഹൌര്മോന,வ்ருத்தி ஸங்தமக ஹௌர்மோந,వృద్ధి సందమక హౌర్మోన,وردھی سندمک ہارمون,ৃদ্ধি সংদমক হর্মন,ବୃଦ୍ଧି ସଂଦମକ ହୌର୍ମୋନ,वृद्धि संदमक हॉर्मोन
Growth regeneration and ageing,वृद्धि पुनरुद्भवन और जीर्णन,વૃદ્ધિ પુનરુદ્ભવન ઔર જીર્ણન,वृद्धि पुनरुद्भवन और जीर्णन,ਵ੃ਦ੍ਧਿ ਪੁਨਰੁਦ੍ਭਵਨ ਔਰ ਜੀਰ੍ਣਨ,বৃদ্ধি পুনরুদ্ভবন ঔর জীর্ণন,वृद्धि पुनरुद्भवन और जीर्णन,ವೃದ್ಧಿ ಪುನರುದ್ಭವನ ಔರ ಜೀರ್ಣನ,വൃദ്ധി പുനരുദ്ഭവന ഔര ജീര്ണന,வ்ருத்தி புநருத்பவந ஔர ஜீர்ணந,వృద్ధి పునరుద్భవన ఔర జీర్ణన,وردھی پنردبھون اور جیرنن,ৃদ্ধি পুনরুদ্ভন ঔর জীর্ণন,ବୃଦ୍ଧି ପୁନରୁଦ୍ଭବନ ଔର ଜୀର୍ଣନ,वृद्धि पुनरुद्भवन और जीर्णन
Growth ring,वृद्धि वलय,વૃદ્ધિ વલય,वृद्धि वलय,ਵ੃ਦ੍ਧਿ ਵਲਯ,বৃদ্ধি বলয,वृद्धि वलय,ವೃದ್ಧಿ ವಲಯ,വൃദ്ധി വലയ,வ்ருத்தி வலய,వృద్ధి వలయ,وردھی ولیہ,ৃদ্ধি লয,ବୃଦ୍ଧି ବଲଯ,वृद्धि वलय
Guanine,ग्वानीन,ગ્વાનીન,ग्वानीन,ਗ੍ਵਾਨੀਨ,গ্বানীন,ग्वानीन,ಗ್ವಾನೀನ,ഗ്വാനീന,க்வாநீந,గ్వానీన,گوانین,গ্ানীন,ଗ୍ଵାନୀନ୍‌,ग्वानीन
Guanosine triphosphate (GTP),ग्वानोसिन ट्राइफॉस्फेट,ગ્વાનોસિન ટ્રાઇફૉસ્ફેટ,ग्वानोसिन ट्राइफॉस्फेट,ਗ੍ਵਾਨੋਸਿਨ ਟ੍ਰਾਇਫ੉ਸ੍ਫੇਟ,গ্বানোসিন ট্রাইফৌস্ফেট,ग्वानोसिन ट्राइफॉस्फेट,ಗ್ವಾನೋಸಿನ ಟ್ರಾಇಫೌಸ್ಫೇಟ,ഗ്വാനോസിന ട്രാഇഫൌസ്ഫേട,க்வாநோஸிந ட்ராஇபௌஸ்பேட,గ్వానోసిన ట్రాఇఫౌస్ఫేట,گوانوسن ٹرائیفاسپھیٹ,গ্ানসিন ট্রাইফস্ফট,ଗ୍ବାନୋସିନ ଟ୍ରାଇଫୌସ୍ଫେଟ,ग्वानोसिन ट्राइफॉस्फेट
Gullet,ग्रसिका,ગ્રસિકા,ग्रसिका,ਭੋਜਨ ਨਲੀ,গ্রসিকা,ग्रसिका,ಗಂಟಲು-ಶ್ವಾಸನಾಳ ದ್ವಾರ,ഗ്രസികാ,க்ரஸிகா,గ్రసికా,گرسکا,গ্রসিকা,ଗ୍ରାସନଳୀ,ग्रसिका
Gustatation,रससंवेदन,રસસંવેદન,रससंवेदन,ਰਸਸਂਵੇਦਨ,রসসংবেদন,रससंवेदन,ರಸಸಂವೇದನ,രസസംവേദന,ரஸஸங்வேதந,రససంవేదన,رسسنویدن,রসসংদন,ରସସଂବେଦନ,रससंवेदन
Gustatory cortex,रससंवेदी वल्कुट,રસસંવેદી વલ્કુટ,रससंवेदी वल्कुट,ਰਸਸਂਵੇਦੀ ਵਲ੍ਕੁਟ,রসসংবেদী বল্কুট,रससंवेदी वल्कुट,ರಸಸಂವೇದೀ ವಲ್ಕುಟ,രസസംവേദീ വല്കുട,ரஸஸங்வேதீ வல்குட,రససంవేదీ వల్కుట,رسسنویدی ولکٹ,রসসংদী ল্কুট,ରସସଂବେଦୀ ବଲ୍କୁଟ,रससंवेदी वल्कुट
Gustatory receptor,रससंवेदी ग्राही,રસસંવેદી ગ્રાહી,रससंवेदी ग्राही,ਰਸਸਂਵੇਦੀ ਗ੍ਰਾਹੀ,রসসংবেদী গ্রাহী,रससंवेदी ग्राही,ರಸಸಂವೇದೀ ಗ್ರಾಹೀ,രസസംവേദീ ഗ്രാഹീ,ரஸஸங்வேதீ க்ராஹீ,రససంవేదీ గ్రాహీ,رسسنویدی گراہی,রসসংদী গ্রাহী,ରସସଂବେଦୀ ଗ୍ରାହୀ,रससंवेदी ग्राही
