English,Hindi
Guava,अमरूद
Guinea grass,गिनी घास
Gall midge,पीटिका कीट
Grass hopper,टिड्ड़ा
Gundhy bug,गंधी कीट
Habit,"प्रकृति, स्वभाव, रूपगुण, स्वरूप"
Hail,"ओला, करकापात, करका"
Hairyvetch,रोमिलवैच
Halophyte,लवणमृदोद्भिद्
Harrow,हैरो
Harvest index,"तुड़ाई सूचकांक, कटाई सूचकांक"
Harvest,"कटाई, कटी फसल, तैयार फसल, उपज"
Harvesting,"तोड़ना, कटाई, तुड़ाई"
Hatch,"अंडे से निकलना, अंडा सेना"
Hay,सूखी घास
Haylage,सूखा चारा
Haystock,गंजी
Haze,धुंध
Hazy,धुंधता
Head (Agro),"बाली, सिट्टा, मुंडक, शीर्ष, सिर, सिरा"
Head (of channel),सिरा (नाली का)
Heading back,शीर्ष छंटाई
Hedge,बाड़
Hedging,अधिरक्षण
Helix,कुंडलिनी
Hematite,हेमैटाइट
Herb,"शाक, बूटी"
Herbarium,"वनस्पति संग्रह, वनस्पति संग्रहालय"
Herbicide,शाकनाशी
Heredity,आनुवंशिकता
Heretability,वंशागतित्व
Hermaphrodite,उभयलिंगी
Heterochromatic,विषमवर्णी
Heterofertilization,विषम-निषेचन
Heterosis,"संकरओज, हेटेरोसिस"
Heterosome,लिंगक्रोमोसोम
Heterotroph,परपोषित
Hexaploid,षड्गुणित
Hibernate,शीत निष्क्रियता
High density planting,उच्च सघनता रोपण
Hill (rice),"पिंडलक, हिल (धान)"
Histogram,आयतचित्र
Hitech horticulture,उच्च तकनीकी औद्यानिकी
Hive,"करंड, छत्ता"
Hoeing,"गुड़ाई, गोड़ना"
Holding,जोत
Home farm,निजी फार्म
Homeostasis,समस्थिति
Homestead,वासभूमि
Homogeneity,समांगता
Homogenous,"सजातीय, समांगी"
Homologus,समधर्मी
Homozygote,समयुग्मज
Hopper,"खुरलिका, खाद्यधानी, हापर"
Horizon,"संस्तर, क्षितिज"
Horticultural crops,औद्यानिक फसलें
Horticulture,"उद्यान विज्ञान, बागवानी, उद्यान कृषि, औद्यानिकी"
Horti-silvi pastoral farming,उद्यान वानिक पशुपाल्य खेती
Host,परपोषी
Hot water treatment,तप्त जलोपचार
Hull,"हल, छिलका"
Humidity,आर्द्रता
Humus,हयूमस
Husk,भूसी
Husker,छिलका निकालने वाली मशीन
Husking,छिलका उतारना
Hybrid,संकर
Hybridization,संकरण
Hydration,"जलयोजन, जलीयन"
Hydrology,जल विज्ञान
Hydrolysis,जल अपघटन
Hydrometer,"द्रवघनत्व मापी, हाइड्रोमीटर"
Hydrophilous,जल परागित
Hydroponics,जल संवर्धन
Hydrosphere,जल मंडल
Hydroscopicity,आर्द्रता-ग्राहयता
Hyperparasite,परात्पराजीवी
Hyperplasia,अतिवृद्धि
Hypha,"कवक तंतु, हाइफा"
Hypocotyl,बीजपत्राधार
Hypothesis,परिकल्पना
Hysteresis (water),शैथिल्य (जल)
Hazel nut,"हेजल नट, अखरोट का फल"
Hemp,भांग
Henbane,खुरासानी अजवाईन
Henna,मेंहदी
Hibiscus,गुड़हल
Hop,होप
Horse gram,कुल्थी
Horse-eye-bean,कवांच
Honeybee,मधुमक्खी
Hopper,फुदका
Horticulturist,उद्यानविद्
Hydrologist,जल विज्ञानी
In situ grafting,स्व स्थाने कलम-बंधन
In vitro,पात्रे
In vivo,जीवे
Indiscriminate,अविवेकपूर्ण
Insect,कीट
Insect pest,कीट पीड़क
Insectary,कीटालय
Insecticide,कीटनाशी
Insectivorous,कीटाहारी
Insolation,"सूर्यतापन, आतपन"
Insoluble,अविलेय
Instar (insect),"इन्स्टार (कीट), अंतरानिर्मोकीय अवस्था"
Insulator,रोधी
Integrated disease management,समेकित रोग प्रबंधन
Integrated nutrient management,समेकित पोषक-तत्व प्रबंधन
Integrated pest management,समेकित पीड़क प्रबंधन
Intensification,"सघनता, गहनता"
Intensive,"गहन, सघन"
Intercrop,"बीच की फसल, अंतराफसल"
Intercultivation (interculture),"अंतः सस्य कर्षण, निराई, गुड़ाई"
Interest,ब्याज
Internode,"पर्व, पोरी"
Interphase (cell division),अंतरा प्रावस्था (कोशिका विभाजन)
Interpolation,अंतर्वेशन
Inter-sterile,अंतर्बंध्य
Inventory,"विवरण, सूची"
Inversion,प्रतिलोमीकरण
Involucre,"चक्र, सहपत्र"
Ion,आयन
Irradiation,किरणन
Irrigation,सिंचाई
Iso alleles,समविकल्पी
Iso product curve,समोत्पाद वक्र
Isobar,समदाब रेखा
Isogamy,समयुग्मन
Isolation distance,पृथक्करण दूरी
Isoploid,समगुणित
Isoquant,समोत्पाद
Isotope,"आइसोटोप, समस्थानिक"
Indian birch,भोजपत्र
Indian blue pine,कैल
Indian cherry,लसौड़ा
Indian juniper,धूप
Indian kino tree,बीजासर
Indian laural tree,"सुरपान, सुल्तान चंपा"
Indian madder,साया
Indian maddler,मंजीठ
Indian podo phylum,पापड़ा
Indigo,नील
Italian millet,काकुन
Ivory tree,कुर्ची
Ivy gourd/little gourd,कुंदरू
Jaggery,"जैगरी, खंडसारी"
Japonica rice,जैपोनिका धान
Jassid,जैसिड
Javanica rice,जावाई धान (चावल)
Jelling,जेली बनाना
Jhum cultivation,झूम कृषि
Jumping gene,झंपक जीन
Junk DNA,अनुपयोगी डीएनए
Juvenile phase,वयस्कपूर्व प्रावस्था
Jacaranda,नीली गुलमोहर
Jackfruit,कटहल
Jamun,जामुन
Jasmine,"मोतिया, चमेली"
Jatti khatti,जट्टी/खट्टी
Jattrofa,रतनजोत
Jute,जूट
Jassids,जैसिड़
Kaolin,केओलिन
Kaolinite,"केओलिन मिट्टी, खडिया मिट्टी"
Kaolinite,"केओलिनाइट, केओलिन मिट्टी, खडिया मिट्टी"
Karyenchyma,केंद्रककाइमा
Karyodesma,केंद्रकबंध
Karyogamy,केंद्रक संलयन
Karyogram (idiogram),गुणसूत्र आरेख
Karyokinesis,सूत्री विभाजन
Karyology,केंद्रक विज्ञान
Karyolysis,केंद्रकलयन
Karyon,केंद्रक
Karyotype," केंद्रक प्ररूप , गुणसूत्रप्ररूप"
Kelp (algae),केल्प (शैवाल)
Kelvin cycle,केल्विन चक्र
Keratin,किरेटिन
Kernel,"गिरी, दाना"
Khaira disease,खैरा रोग
Kharif,खरीफ
Kidding,बकरी का ब्याना
Kinetochore,काइनेटोकोर
Kitchen garden,"शाक-वाटिका, गृह वाटिका"
Kleinfilter syndrome,क्लाइनफिल्टर संलक्षण
Klenow fragment,क्लिनो खंड
Knotching,खांच लगाना
Koch's postulate,कॉच अभिगृहीत
Koppen's classification (Climate),कोपन का वर्गीकरण (जलवायु)
Krebs cycle,क्रेब का चक्र
Kurtosis,"करटोसिस, ककुदता"
KVK (krishi vigyan kendra),के वी के (कृषि विज्ञान केंद्र)
Kadam,कदंब
Kale,केल
Kans grass,कांस घास
Karonda,करौंदा
"Kidney bean, rajmah",राजमा
Kiwifriut,कीवी फल
Knol khol,गांठ गोभी
Kodampuli,विलायती इमली
Kodo millet,कोदो
Kokam butter tree (mangosteen),कोकम
Khapra beetle,खपरा भृंग
L.D.50 (lethal dose 50),घातक मात्रा 50
Lab to land,प्रयोगशाला से खेत तक
Labile,अस्थिर
Labour,"श्रम, मजदूर, श्रमिक"
Lac operon model,लैक प्रचालक प्रतिदर्श
Lactation,दुग्ध स्रवण
Lactogenic hormone (prolactin),दुग्धजनक हॉर्मोन (प्रोलैक्टिन)
Lactose,लैक्टोस
Lagging strand,पश्च रज्जुक
Lambda cloning vector,लैम्डा क्लोनन संवाहक
Laminar air flow,पटलीय वायु प्रवाह
Lamp brush chromosome,लैंपब्रश गुणसूत्र
Land,"भूमि, जमीन, स्थल, प्रदेश"
Land capability classification,भूमि समर्थता वर्गीकरण
Land capability map,भूमि समर्थता मानचित्र
Land degradation,भूमि निम्नीकरण
Land equivalent ratio,भूमि तुल्यांक अनुपात
Land levelling,भूमि समतलीकरण
Land reclamation,भूमि सुधार
Landscaping,भूदृश्य कला
Land suitability,भूमि उपयुक्तता
Land use pattern,भूमि उपयोग पद्धति
Langerhans cells,लैंगरहैंस कोशिकाएं
Lapse rate,ह्रास दर
Larva,"लार्वा, डिंभक"
Latency,प्रसुप्तता
Latent,गुप्त
Latent infection,प्रसुप्त संक्रमण
Lateral,"पार्श्व, पार्श्विक, पार्श्वीय"
Laterite soils,लैटराइट मृदा
Latex,"लेटेक्स, असंस्कृत रबड़"
Lathyrism,"लैथिरस रोग, लैथिरसता"
Latin square design (LSD),लातीनी वर्ग अभिकल्पना (एल एस डी)
Lattice,जालक
Law of comprative advantage,तुलनात्मक लाभ नियम
Law of constant returns,स्थिर प्रतिफल का नियम
Law of diminishing returns,ह्रासमान प्रतिफल का नियम
Law of increasing retuns,वर्धमान प्रतिफल का नियम
Law of limiting factors,सीमित कारकों का नियम
Law of minimum,न्यूनता का नियम
Law of substitution,प्रतिस्थापन का नियम
Law of variable proportions,परिवर्ती अनुपात नियम
Layer,"दाब, परत, अंडे देने वाली मुर्गी"
Layout,अभिन्यास
Leachate,निक्षालित तत्व
Leaching efficiency,निक्षालन क्षमता
Leaching requirement,निक्षालन मांग
Leading strand,अग्रग रज्जुक
Leaf area duration,पर्ण क्षेत्र अवधि
Leaf area index,पर्णक्षेत्र सूचकांक
Leaf area ratio,पर्ण क्षेत्र अनुपात
Leaf miner,पर्ण सुरंगक
Leaf testing,पर्ण परीक्षण
Leaf,"पर्ण, पत्ती, पत्र, पत्ता"
Leaflet,समाचारपत्रक
Lease,पट्टा
Legume,शिंब फली
LEISA - (Low Energy Input Sustainable Agriculture),निम्न ऊर्जा लागत संधारणीय कृषि
Lenticel,वातरंध्र
Lento capillary point,लेन्टो केशिका बिंदु
Leptonema,"तनुसूत्र, लेप्टोनीमा"
Leptospirosis,लेप्टोस्पाइरता
Lero-morphic,शुष्करोधक आवारिकी
Lesion,विक्षति
Lethal mutation,घातक उत्परिवर्तन
Leucoplast,अवर्णीलवक
Level terrace,समतल वेदिका
Leveler (leveller),"करहा, समतलक, पाटा"
Levelling (of land),समतलन (भूमि का)
Ley farming,"ले कृषि, चरागाह में कृषि"
Liebig's law of minimum,लीबिग का न्यूनतम नियम
Ligation,बंधन
Light compensation point,प्रकाश समायोजन बिंदु
Light saturation intensity,प्रकाश संतृप्त सघनता
Light transmission ratio,प्रकाश संचरण अनुपात
Light trap,प्रकाश पाश
Liming,चूना मिलाना
Limitation,"सीमा, सीमा बंधन"
Limiting factor,सीमाकारी कारक
Limonite,लाइमोनाइट
Line,"रेखा, वंशक्रम"
Linear response,रैखिक अनुक्रिया
Linkage,सहलग्नता
Linkage group,सहलग्नी समूह
Linker,योजक
Lint index,रूई सूचकांक
Linters,रोम
Lipid,"वसा, लिपिड"
Lipolysis,वसा-अपघटन
Liquidation,परिसमापन
Lister, मेंडकारी
Lister,", लिस्टर (बक्खर)"
Listing,मेंड़ बनाना
Lithosphere,स्थल मंडल
Litter," बिछाली, , संशाव"
Live mulches,सजीव पलवार
Liverwort,लिवरवर्ट
Livestock,पशुधन
Local control,स्थानीय नियंत्रण
Locus,"संस्थिति, निधान, विस्थल"
Locust,टिड्डी
Lodging (crop lodging),"अवशयन, गिरना (फसल का गिरना)"
Lodicule,लॉडिक्यूल
Loess,"लोएस, चिकनी मिट्टी"
Logarthimic transformation,लघुगणकीय रूपांतरण
Long - day plant,दीर्घ प्रदीप्तकाली पादप
Long wave radiation,दीर्घ तरंगीय विकिरण
Loop,पाश
Lopping,कर्तन
Lumber,कटि
Lux,"लक्स, लूक्रस"
Luxury consumption (nutrient),विलासिता उपभोग (पोषक तत्व)
Luxury genes,विलासी जीन
Lycopene,लाइकोपीन
Lymph,लसीका
Lysimeter,लाइसीमीटर लिसजलमापी
Lysis of cell,कोशिकालयन
Lysogeny,लयजनन
Lysosome,"लयनकाय, लाइसोसोम"
Lysozyme,लाइसोजाइम
Lac tree,कुसुम
Lac,लाख
"Lady's finger, okra",भिंडी
Land caltrops,गोखरू
Lantana,लेंटाना
Lathyrus,खेसारी
Leek,लीक
Lemon grass,नींबू घास
Lemon,"लेमन, नींबू"
Lentil,मसूर
Lequorice,मुलैठी
Lettuce,सलाद
Lily,"कमलिनी, कुमुदिनी"
Lime,नींबू
Linseed,अलसी
Litchi,लीची
Little millet,कुटकी
Long melon,ककड़ी
Long pepper,"पीप़र, पिपलामूल"
Loquat,लोकाट
Lotus,कमल
Lurcerne,रिजका
Lac insect,लाख कीट
Lady bird beetle,सोनपंखी
Leaf miner,पर्ण सुरंगक
Leaf roller,पत्ती लपेटक
Leaf webber,पत्ती जाला कीट
Locust,टिड्डी
Macro evolution,गुरु विकास
Macroclimate,विस्तृतक्षेत्री जलवायु
Macromolecule,वृहदणु
Macromutation,गुरु उत्परिवर्तन
Macronutrient,प्रमुख पोषक-तत्व
Macropores,दीर्घ छिद्र
Maggot,"मैगट, कृमि"
Magma,मैग्मा
Magnesia,मैग्नीशिया
Magnesium,मैग्नीशियम
Magnetic stirrer,चुंबकीय विलोडक
Magnitude,परिमाण
Mahua cake,महुए की खली
Maintainer line,अनुरक्षक पंक्ति
Maintenance,"अनुरक्षण, संभाल, देखभाल"
Maize sheller,मक्का के दाने निकालने वाली मशीन
Male sterile,नरबंध्य
Malformation,"कुरूपता, कुरचना"
Malignancy,दुर्दमता
Malnutrition,कुपोषण
Malpractice,कुरीति
Malting,माल्टन
Manger,नांद
Mangroves,"मैंग्रोव, गरान"
Manometer,"मैनोमीटर, दाबांतरमापी"
Manometer,"मैनोमीटर, दाबांतरमापी"
Mantissa (of logarithm),अपूर्णांश (लघुगणक का)
Manure,खाद
Manuring,"खाद देना, खाद डालना"
Marginal,"सीमांत, उपांत"
Marginal cost,सीमांत लागत
Marginal land,उपांत भूमि
Marginal product,सीमांत उत्पाद
Marginal return,सीमांत आय
Marine,समुद्री
Marker (genetic),चिह्नक (आनुवंशिक)
Market,"बाजार, मंडी"
Marketable,"पण्य, विक्रेय, विपणन योग्य"
Marketable surplus,विपणन-योग्य अधिशेष
Marketed surplus,विपणित अधिशेष
Marketing,विपणन
Marsh,कच्छ
Mass flow,द्रव्यमान बहाव
Mass selection,"महा चयन, व्यापक चयन, समूह चयन"
Mass-spectrometer,द्रव्यमान स्पेक्ट्रोमीटर
Mast,"दंड़, मस्तूल"
Maternal inheritance,मातृक वंशागति
Mating,"मिलन, संगम"
Matric potential,मैट्रिक विभव
Maturation,"तैयार होना, परिपक्वन"
Maturity (crop),परिपक्वता (फसल)
Maximum available water,अधिकतम उपलब्ध जल
Maximum cropping,अधिकतम सस्यन
Maximum residue limit,अधिकतम अवशेष सीमा
Maximum sustainable yield,अधिकतम संधारणीय उपज
Maximum thermometer,अधिकतम तापमापी
Maximum water holding capacity,अधिकतम जलधारण क्षमता
Meadow orcharding,शाद्वल बागवानी
Mealy,चूर्णी
Mean deviation,माध्य विचलन
Mean life (nuclear),माध्य जीवन (नाभिकीय)
Mean sea level,माध्य समुद्र तल
Mean square,माध्य वर्ग
Measure,"माप, माप करना"
Measurement,मापन
Mechanical,यांत्रिक
Mechanical analysis (soil),यांत्रिक विश्लेषण (मृदा)
Mechanical impedence,यांत्रिक प्रतिबाधा
Mechanized farming,यांत्रिक कृषि
Median,"मध्य, मध्यस्थ, मध्यिका"
Medicinal plant,औषधीय पादप
Mediterranean climate,भूमध्यसागरीय जलवायु
Megagametogenesis,गुरुयुग्मकजनन
Megasporangia,गुरु बीजाणुधानी
Megaspore (macrospore),गुरु बीजाणु
Megasporogenesis,गुरुबीजाणुजनन
Meiosis,"अर्धसूत्रण, अर्धसूत्री विभाजन"
Mellow soil,नरम मृदा
Melting of DNA,डीएनए विरज्जुकन
Membrane filter,झिल्ली निस्यंदक
Mendelian inheritance,मेन्डेलीय वंशागति
Mendelism,मेन्डेलवाद
Mendel's law of inheritance,मेंडेल का वंशागति नियम
Merchandise,"पण्यमाल, विक्रेयमाल"
Mercury,"पारा, पारद"
Meristem,विभज्योतक
Mesoclimate,मध्य जलवायु
Mesoderm,"मध्यचर्म, मध्यजनस्तर"
Mesophyll,पर्ण मध्योतक
Mesophyte,समोद्भिद
Meso-pores,मध्य छिद्र
Mesosphere,मध्यमंडल
Messenger RNA (m-RNA),दूत आरएनए (एम-आरएनए)
Metabolism,उपापचय
Metabolites,उपापचयज
Metal dam,धातु बांध
Metamorphic rocks,कायांतरित शैल
Metamorphosis,कायांतरण
Metaphase,मध्यावस्था
Metastrus,अनुमदकाल
Metaxenia,"परागानुप्रभाव, मेटाजीनिया"
Meteorology,मौसम विज्ञान
Methaemoglobinaemia,मेटहीमोग्लोबिनीमिया
Method demonstration,विधि प्रदर्शन
Mica,अभ्रक
Micro basin,लघु द्रोणी
Micro fauna,सूक्ष्म प्राणिजात
Microbe,सूक्ष्मजीव
Microbial biomass carbon,सूक्ष्मजीवी जैवभार कार्बन
Microbial degradation,सूक्ष्मजीवी निम्नीकरण
Microbial insecticide,सूक्ष्मजीवी कीटनाशी
Microbiology,सूक्ष्मजीव विज्ञान
Microbiotic,लघुजीवी
Microclimate,सूक्ष्म जलवायु
Microenvironment,सूक्ष्म पर्यावरण
Microflora,सूक्ष्म वनस्पतिजात
Microgametogenesis,लघुयुग्मकजनन
Microirrigation,लघु सिंचाई
Micrometeorology,सूक्ष्म मौसमविज्ञान
Micronutrient,सूक्ष्म पोषक (तत्व)
Microplot,लघु क्यारी
Micropore,सूक्ष्मरंध्र
Micropyle,बीजांड द्वार
Microscopy,सूक्ष्मदर्शिकी
Microsporangium,सूक्ष्म बीजाणुधानी
Microspore culture,सूक्ष्मबीजाणु संवर्धन
Microspore mother cell,सूक्ष्मबीजाणु मातृ कोशिका
Microspore,"लघुबीजाणु, माइक्रोस्पोर"
Microtome,"सूक्ष्मकर्तक, माइक्रोटोम"
Microtopography,सूक्ष्म स्थलाकृति
Mid-season correction,मध्य-ऋतु सुधार
Migration,"प्रवास, प्रवसन"
Milk grain stage,दाने की दुग्धावस्था
Millepede,"मिलीपीड, गोजर"
Millets,"मिलेट (ज्वार, बाजरा, आदि)"
Milling recovery,"पेषण प्राप्ति, पेरना प्राप्ति"
Milling,"पेषण, दलना, कूटना, पीसना, पेरना"
Mineral nutrition,खनिज पोषण
Mineral soil,खनिज मृदा
Mineralisation,"खनिजीकरण, खनिजीभवन"
Minerals,खनिज
Minimum thermometer,न्यूनतम तापमापी
Minimum tillage,न्यूनतम कर्षण
Minor crops,गौण फसलें
Miotic index,समसूत्रणी सूचकांक
Missence mutation,अपार्थक उत्परिवर्तन
Mist irrigation,कुहासा सिंचाई
Mist,कुहासा
Mitochondria,"माइटोकॉन्ड्रिया, सूत्रकणिका"
Mitosis,समसूत्रण
Mitscherlich's law,मित्शेर्लिक का नियम
Mixed cropping,मिश्रित सस्यन
Mixed farming,"मिश्रित खेती, मिश्रित कृषि"
Mixed fertilizer,मिश्रित उर्वरक
Mixed grazing,मिश्रित चराई
Mixed sward,मिश्रित तृणमय भूमि
Model,"प्रतिरूप, निदर्श"
Modelling,प्रतिरूपण
Modified atmosphere packaging,संशोधित वातावरणीय पैकेजिंग
Moisture availability index,नमी उपलब्धता सूचकांक
Moisture deficit index,नमी ह्रास सूचकांक
Moisture equivalent,नमी तुल्यांक
Moisture regime,नमी प्रवृत्ति
Moisture release curve,नमी मोचन वक्र
Moisture retention,जल धारण-शक्ति
Moisture stress,नमी प्रतिबल
Moisture tension,नमी तनाव
Moisture,नमी
Molar solution,मोलीय विलयन
Molasses,शीरा
Mole drainage,मोल अपवाह
Molecular biology,अणु जैविकी
Molecular breeding,आणविक प्रजनन
Molecular hybridization,आणविक संकरण
Molluscicide,मोलस्कनाशी
Monetary advantage index (MAI),आर्थिक लाभ सूचकांक (एम ए आई)
Monoclonal antibody,एकक्लोनी प्रतिरक्षी
Monocotyledons,एकबीजपत्री
Monocrop (Monoculture),एकधा सस्यन
Monoecious,उभयलिंगी
Monogenesis," अलैंगिक जनन , एकोद्भव वाद"
Monohybrid,एकसंकर जनन
Monozygotic,एकयुग्मनज
Monsoon,मानसून
Montmorillonite,मॉन्टमॉरिलोनाइट
Moor,"मूर, ऊसर"
Mor,मॉर
Morgan unit,मॉर्गेन इकाई
Morphogenesis,संरचना विकास
Morphological adaptation,आकृतिक अनुकूलन
Morphology,आकारिकी
Mortgage,बंधक
Mottle,"चितकबरा, बहुरंगी, कर्बुरित"
Mottling,कर्बुरण
Mould,फफूंदी
Moulting,निर्मोचन
Mound culture,टीला खेती
Mound layering,ढेरी दाब
Mower,घासकर्तक
Mowing,घास काटना
Mucilage,"म्यूसिलेज, श्लेष्मक"
Muck soil,"मक, मृदा"
Muddy,"पंकसम, कीचड़युक्त"
Muffle,"मफल, ढांकना"
Mulch farming,पलवार खेती
Mulch tillage,पलवार कर्षण
Mulch,"मल्च, पलवार"
Mulching,"पलवारना, मल्च बनाना"
Mull,"अंतरीप, मल (ह्यूमस)"
Multi storey cropping,बहुस्तरीसस्यन
Multiple correlation,बहु सहसंबंध
Multiple cropping,बहु सस्योत्पादन
Multiple cropping index,बहु सस्योत्पादन सूचकांक
Multiple cross,बहु संकर
Multiple resistance,बहु प्रतिरोध
Multivariate,बहुचर
Multizygotic,बहुयुग्मनज
Mummification,ममीकरण
Mummified fruit,ममीभूत फल
Muscovite,"मस्कोवाइट, सामान्य अभ्रक"
Mushroom,"खुंबी, छत्रक"
Mutagen,उत्परिवर्तजन
Mutant,उत्परिवर्ती
Mutation,उत्परिवर्तन
Mutual inhibition,पारस्परिक संदमन
Mutualism,सहोपकारिता
Mycelium,"कवकजाल, माइसीलियम"
Mycology,कवक विज्ञान
Mycoplasma,कवक द्रव्य
Mycorrhiza,कवकमूल
Mace,जावित्री
Madar,आक
Madhuca,मुहुआ
Maize,मक्का
Makhana,मखाना
Mandarin,संतरा
Mango zinger,"आमा हल्दी, अमादि"
Mango,आम
"Margosa, neem","नीम, मारगोसा"
Marigold,गेंदा
Mastic tree,रूमी मस्तिकी
Merrill,बड़ा कांटा
Mesta,मेस्ता
Mint,पुदीना
Molucca bean,"करंघु, नकटमाला"
Monkey jack,बड़हल
Moringa,सहजन
Morning glory (convolvulus),हिरनखुरी
Mosambi,मौसम्बी
Moth bean,मोठ
Mulberry,शहतूत
Mushroom,खुंब
Musk melon,खरबूज
Musk,कस्तूरी
Mustard,सरसों
Myrtle,विलायती मैंहदी
Mapier grass,"हाथी घास, नेपियर घास"
Mealy bug,"मीली बग, गुजिया कीट"
Midge,"मशकाभ, मिज"
Mites,"चिचंड़ी, बरूथी"
Monkey,बंदर
Mosquito,मच्छर
Moth,"पतंगा, शलभ"
Meteorologist,मौसम विज्ञानी
Microbiologist,सूक्ष्म जीवविद्
Mycologist,कवक विज्ञानी
Nanotechnology,अतिसूक्ष्मप्रौद्योगिकी
Napiform,कुंभीरूप
Narcotic,स्वापक
Nastic movement,अनुकुंचनीय गति
National demonstration,राष्ट्रीय प्रदर्शन
Nationalization (of land),भूमि का राष्ट्रीयकरण
Natural,"प्राकृतिक, प्राकृत"
Natural erosion,प्राकृतिक अपरदन
Natural farming,प्राकृतिक खेती
Natural resources,प्राकृतिक संसाधन
Natural selection,प्राकृतिक वरण
Natural vegetation,प्राकृतिक वनस्पति
Neck (hort),वृंत
Necrosis,ऊतकक्षय
Nectar,मकरंद
Negative allelopathy,ऋणात्मक ऐलीलोपैथी
Nematicide,सूत्रकृमिनाशी
Nematode resistant rootstock,सूत्रकृमिरोधी मूलवृंत
Nematology,सूत्रकृमिविज्ञान
Neoteny,चिरडिंभता
Net assimilation rate (NAR),नेट स्वांगीकरण दर
Net gain,कुल लाभ
Net income (farm income),कुल आय (फार्म आय)
Net irrigation requirement,कुल सिंचाई आवश्यकता
Net productivity,कुल उत्पादकता
Net return,कुल प्रतिफल
Netting,"जाली लगाना, जाली से पकड़ना"
Neuron,"न्यूरॉन, तंत्रिकोशिका"
Neutral,"निष्प्रभावी, उदासीन"
Neutralism,उदासीनता
Neutralization,"उदासीनीकरण, निष्प्रभावीकरण"
Neutral soil,उदासीन मृदा
Neutron moisture meter,न्यूट्रॉन नमीमापी
Niche," निकेत , कर्मस्थिति, कर्मता"
Nicotine,निकोटिन
Night soil,"मल, विष्ठा"
Nitrate assimilation,नाइट्रेट स्वांगीकरण
Nitrate reduction,नाइट्रेट अवकरण
Nitrate toxicity,नाइट्रेट विषाक्तता
Nitre,"शोरा, नाइटर"
Nitrification inhibitor,नाइट्रीकरण संदमक
Nitrogen assimilation,नाइट्रोजन स्वांगीकरण
Nitrogen cycle,नाइट्रोजन चक्र
Nitrogen deficiency,नाइट्रोजन न्यूनता
Nitrogen fixation,नाइट्रोजन स्थिरीकरण
Nitrogenous,नाइट्रोजनी
Nobilization,उत्कृष्टीकरण
Noble cane,"पौंडा, मोटा गन्ना"
Nocturnal,रात्रिचर
Node,"गांठ, पर्वसंधि, नोड"
Nodulated plant,ग्रांथिल (मूल) पादप
Nodulation,ग्रंथन
Nodule,ग्रंथि
Nomadion,"घुमंतू, चलवाही, खानाबदोश"
Nomenclature,नाम पद्धति
Non allelic,अविकल्पी
Non capillary pore,अकेशिका रंध्र
Non competing crop,अप्रतिस्पर्धी सस्य
Nonsense mutation,निरर्थक उत्परिवर्तन
Non significant,असार्थक
Non-acid forming fertilizer,अनम्लकारी उर्वरक
Non-conjugation,अयुग्मन
Non-descript (animal),अज्ञातकुल (पशु)
Non-essential element,अनावश्यक तत्व
Non-homogenous,असमांग
Non-homologus," असमधर्मी , असमजात"
Non-polar compound,अध्रुवीय यौगिक
Non-renewable energy,अनवीकरणीय ऊर्जा
Non-selective contact herbicide,अवरणात्मक स्पर्श शाकनाशी
Non-selective herbicide,अवरणात्मक शाकनाशी
Non-symbiotic nitrogen fixation,असहजीवी नाइट्रोजन स्थिरीकरण
Normal distribution,सामान्य वितरण
Normal seedlings,सामान्य पौध
Normal solution,सामान्य विलयन
Normalising,सामान्यीकरण
Northern blotting,नार्दर्न शोषण
Notifiable disease,"सूचनीय रोग, विज्ञाप्य रोग"
No-till planting,बिना जुताई के बुवाई
Noxious weeds,अनिष्टकारी खरपतवार
Nuclear magnetic,नाभिकीय चुंबकीय अनुनाद
Nuclei acid,न्यूक्लिक अम्ल
Nucleobacter,न्यूक्लियोबैक्टर
Nucleolus,"न्यूक्लियोलस, केंद्रिका"
Nucleotide,न्यूक्लियोटाइड
Nucleus,केन्द्रक
Null hypothesis,निराकरणीय परिकल्पना
Nullisomic,शून्यसूत्री
Null-mutation,शून्य उत्परिवर्तन
Nurse cell,धात्री कोशिका
Nurse crop,"पोषक फसल, पोषक सस्य"
Nursery,"रोपणी, नर्सरी, पौधशाला"
Nut,"दृढ़ फल, गुठली, दृढ़कण"
Nutrient cycling,पोषक चक्र
Nutrient deficiency symptoms,पोषक न्यूनता लक्षण
Nutrition,पोषण
Nutritional value,पोषण मान
Nutritive value index,पोषण मान सूचकांक
Names of important plants related to agriculture,उभयनिष्ठ
Nagai camphor,ककरोंदा
Narcissus,नर्गिस
Nigella,कलौंजी
Niger,रामतिल
Night jasmine,रात की रानी
Nipa palm,गोफल
Nut grass,सागरमोथा
Nut sedge,मोथा
Nutmeg,जायफल
Nematode,सूत्रकृमि
Nut weevil,नट घुन
Nematologist,सूत्रकृमि विज्ञानी
Obligate aerobes,अविकल्पी वायुजीव
Obligate anaerobes,अविकल्पी अवायुजीव
Obligate parasite,अविकल्पी परजीवी
Obligate,अविकल्पी
Off-type plants,अवांछित पौधे
Oil cake,खली
Okazaki fragment,ओकाजाकी खंड
Olericulture,"शाकभाजी उत्पादन, शाकभाजी संवर्धन"
Oligogene,अल्पजीन
Oligonucleotide,अल्पन्यूक्लियोटाइड
Olive oil,जैतून का तेल
Omega-3-fatty acid,ओमेगा-3-वसीय अम्ल
