English,Hindi
Collateral clause,गौण उपवाक्य
Collation,"समाकलन, परितुलन"
Collective noun,"समुदायवाचक संज्ञा, समुदायवाचक नाम"
Collective number,समुदायवाचक वचन
Colligation,सहवर्तन
Collision,संघर्ष
Collocation,"सहसंबंध, अन्वित विन्यास"
Colloquialism,बोलचाल का प्रयोग
Colloquial language,बोलचाल की भाषा
Colloquial standard,"व्यवहार-मानक, बोलचाल का मानक"
Colloquial style,बोलचाल की शैली
Colon(:),"कोलन, द्विबिंदुल (:)"
Colonial language,विजित भाषा
Colonized language,विजित भाषा
Colonizing language,"स्वामिभाषा, विजेता भाषा"
Colour,छाया
Colour,रंग
Coloured hearing,रंजित श्रवण
Colouring,रंजन
Combination,संबंध
Combination,संयुक्त शब्द
Combinatorial,सांयोगिक
Combinatory phonetics,संयोजी स्वनविज्ञान
Combinatory variant,स्थानाश्रित परिवर्त
Comissive,प्रतिबद्ध
Comitative aspect,सहवाची पक्ष
Comitative case,सहवाची कारक
Comma,"अल्पविराम, कामा"
Command,समादेश
Command language application,समादेश भाषा अनुप्रयोग
Commemorative sign,स्मारक संकेत
Comment,कमेंट
Comment,टिप्पणी
Comment line,टिप्पणी पंक्ति
Common case,सामान्य कारक
Common core,समान क्रोड
Common gender,"समान लिंग, उभय लिंग"
Common language,सामान्य भाषा
Common noun,"जातिवाचक संज्ञा, जातिवाचक नाम"
Common syllable,उभयनिष्ठ अक्षर
Communication,संचार
Communication,संप्रेषण
Communication alternative,"संप्रेषण विक्लप, संचार विकल्प"
Communication chain,संप्रेषण शृंखला
Communication competence,संप्रेषण क्षमता
Communication slippage,संप्रेषण चूक
Communicative grammar,संप्रेषणपरक व्याकरण
Communicative method,संप्रेषणपरक प्रणाली
Communicative task,संप्रेषणपरक कार्य
Community language learning,सामुदायिक भाषा अधिगम
Commutability,क्रम-विनिमेयता
Commutation,प्रतिनिधान
Commutation test,प्रतिनिधान परीक्षण
Commutative law,क्रम-विनिमय नियम
Commutativity,क्रम-विनिमेयता
Compact language,संहत भाषा
Compact phrase language,संहत पदबंध भाषा
Compact sound,संहत स्वन
Comparatist,"तुलनावादी अध्ययनकर्ता, तुलनात्मक अध्ययनकर्ता"
Comparative,"तुलनात्मक, तुलन-"
Comparative case,तुलनावाची कारक
Comparative degree,"तुलन-कोटि, तर भाव"
Comparative grammar,तुलनात्मक व्याकरण
Comparative linguistics,तुलनात्मक भाषाविज्ञान
Comparative method,तुलनात्मक प्रणाली
Comparative philology,तुलनात्मक वाङ्मीमांसा
Comparative philology,तुलनात्मक भाषाशास्त्र
Comparative phonetics,तुलनात्मक स्वनविज्ञान
Comparative process,तुलनात्मक प्रक्रिया
Comparative reconstruction,"तुलनात्मक पुनर्निर्माण, तुलनात्मक पुनर्रचना"
Comparative transcription,तुलनात्मक लिप्यंकन
Comparison,तुलना
Compatibility,सहस्थिति
Compellative case,संबोधन कारक
Compensation,"प्रतिपूर्ति, प्रतिपूरण"
Compensatory lengthening,प्रतिपूरक दीर्घीकरण
Compensatory shortening,प्रतिपूरक हस्वीकरण
Competence,"सामर्थ्य, क्षमता"
Compilation of data,आधार सामग्री संकलन
Complement,पूरक
Complementary distribution,पूरक वितरण
Complementary relation,पूरक संबंध
Complementary term,पूरक शब्द
Complementation,पूरण;पूरकीकरण
Complementiser,पूरणकारी
Complement law,पूरक नियम
Complete,पूर्ण
Complete predicate,पूर्ण विधेय
Complete sentence,पूर्ण वाक्य
Complete verb,पूर्ण क्रिया
Completive aspect,पूर्ण पक्ष
Completive interjection,पूर्णतावाची विस्मयादिबोधक
Complex,"सम्मिश्र, जटिल"
Complex articulator,सम्मिश्र करण
Complex form,सम्मिश्र रूप
Complex mixed relational language,सम्मिश्र मिश्रित संबंधात्मक भाषा
Complex phoneme,सम्मिश्र रूपावली
Complex peak,सम्मिश्र शिखर
Complex phoneme,सम्मिश्र स्वनिम
Complex process,सम्मिश्र प्रक्रिया
Complex proposition,सम्मिश्र प्रतिज्ञाप्ति
Complex pure relational language,सम्मिश्र विशुद्ध संबंधात्मक भाषा
Complex sentence,सम्मिश्र वाक्य
Complex symbol,सम्मिश्र प्रतीक
Complex transcription,सम्मिश्र लिप्यंकन
Complex wave,सम्मिश्र तरंग
Complex word,सम्मिश्र शब्द
Complimentary relation,पूरक संबंध
Component,घटक
Componential analysis,घटकीय विश्लेषण
Components of register,प्रयुक्ति घटक
Composite transfer,सामासिक अंतरण
Composite word,"समस्त शब्द, सामासिक शब्द"
Composition,समास-रचना
Composition,संघटन
Compound,समास (सं.)
Compound,"संयुक्त, यौगिक, समस्त (वि.)"
Compound consonant,संयुक्त व्यंजन
Compounded flexion,"संयुक्त क्रियारूप, उपसर्गयुक्त क्रियारूप"
Compounding,समासीकरण
Compounding,"संयुक्तीकरण, आमिश्रण"
Compound internal boundary,समास अंतःसीमा
Compound marker,यौगिक चिह्नक
Compound name,संयुक्त नाम
Compound phoneme,संयुक्त स्वनिम
Compound predicate,समस्त विधेय
Compound sentence,संयुक्त वाक्य यौगिक वाक्य
Compound tense,संयुक्त काल
Compound verb,"संयुक्त क्रिया, समस्त क्रिया"
Compound word,"समस्त पद, समास, समस्त शब्द"
Comprehension,"बोधन, बोध"
Comprehension of speech,"वाग्बोधन, वाक्-बोधन; भाषा-बोधन"
Compulsory sandhi,नित्य संधि
Computational grammar,अभिकलनात्मक व्याकरण
Computational linguistics,अभिकलनात्मक भाषाविज्ञान
Computer,"अभिकलित्र, कंप्यूटर"
Computer-aided diagnosis,कंप्यूटर-साधित निदान
Computer-aided teaching,कंप्यूटर-साधित शिक्षण
Computer-assisted language,कंप्यूटर सहायता प्राप्त भाषा
Computer programming,अभिकलन क्रमादेशन
Concatenate,सशृंखलित
Concatenation,"शृंखला, क्रमबद्धता;सशृंखलन"
Concatinator,सशृंखलक
Concentration,संकेंद्रण
Concept,"संकल्पना, संप्रत्यय"
Concept driven,संकल्पना संचालित
Conceptional neuter,"संकल्पनात्मक नपुंसकलिंग, अनिर्दिष्ट नपुंसकलिंग"
Conceptual dependency network,"संकल्पना आश्रितता जालक्रम, संकल्पना आश्रितता नेटवर्क"
Conceptual dictionary,संकल्पनानुसारी कोश
Conceptual field,संकल्पना क्षेत्र
Conceptual framework,संकल्पनात्मक ढाँचा
Conceptual grid,संकल्पनात्मक ग्रिड
Conceptualism,"संकल्पनावाद, संप्रत्ययवाद"
Conceptualization,"संकल्पना-निर्धारण, संप्रत्ययीकरण"
Concession,अभ्युपगम
Concessive conjunction,अनुमतिवाची समुच्चायबोधक
Concessive subjunctive,अनुमतिवाची संभावनार्थक
Conclusive verb,भूतकृद्वाची क्रिया
Concomitant,"सहवर्ती, सहगामी"
Concomitant articulation,सहगामी उच्चारण
Concord,अन्विति
Concordance,"अन्वय, संगति"
Concrete,मूर्त
Concrete concept,"मूर्त संकल्पना, मूर्त संप्रत्यय"
Concrete meaning,मूर्त अर्थ
Concrete name,"द्रव्यार्थक संज्ञा, द्रव्यार्थक नाम"
Concrete noun,"द्रव्यार्थक संज्ञा,"
Concrete phonology,मूर्त स्वनिमविज्ञान
Concrete term,मूर्त शब्द
Concretization,मूर्तीकरण
Concurrent validity,समवर्ती वैधता
Condensation,"संसर्ग, संघनन"
Condensed relative clause,संघनित संबंधसूचक उपवाक्य
Conditional,"सप्रतिबंध, सोपाधिक, आश्रित; हेतुमद्-"
Conditional branching,सप्रतिबंध शाखन
Conditional clause,हेतुमद् उपवाक्य
Conditional mood,हेतुमद् वृत्ति
Conditional proof,सप्रतिबंध उपपत्ति
Conditional sentence,हेतुमद् वाक्य
Conditional sound change,"सोपाधिक स्वन-परिवर्तन, आश्रित स्वन-परिवर्तन"
Conditional stress,"सोपाधिक बलाघात, आश्रित बलाघात"
Conditional variant,"सोपाधिक परिवर्त, आश्रित परिवर्त"
Conditioned,"सोपाधिक, आश्रित"
Conditioned sound change,"सोपाधिक स्वन-परिवर्तन, आश्रित स्वन-परिवर्तन"
Conditioning,अनुबंधन
Conducting aphasia,चालन भाषाघात
Conduction deafness,चालन बधिरता
Conductivity,"चालकता, संवाहकता"
Configuration,"संविन्यास, संस्थिति"
Configurational language,संविन्यासक्रमात्मक भाषा
Configurative feature,संविन्यासी अभिलक्षण;संलयी अभिलक्षण
Conflation,संलयन
Conformation (of a language),भाषा संरचना
Conformative case,सादृश्यवाची कारक
Congener,"सजातीय, समजातीय"
Congener,संबंधी
Congenitally hearing impaired,जन्मजात श्रवण दोषग्रस्त
Congruence,सर्वसमता
Congruent,सर्वसम
Congruently patterned,अभिरचना समता
Congruently patterned,अभिरचना अन्विति
Conjoining rule,संयोजी नियम
Conjuctivity condition,संयोजकता प्रतिबंध
Conjugate,क्रियारूप बनाना
Conjugation,"क्रिया रूप, धातु रूप"
Conjunct,संयुक्त
Conjunct consonant,संयुक्त व्यंजन
Conjunction,समुच्चयबोधक
Conjunctive,संयोजक
Conjunctive adverb,संयोजक क्रियाविशेषण
Conjunctive ordering,संयोजक क्रमबंधन
Conjunctive pronoun,संयोजक सर्वनाम
Conjunctive relations,संयोजी संबंध
Conjunctive rule ordering,संयोजक नियम क्रमण
Conjunctivity condition,संयोजकता प्रतिबंध
Conjunct string,"संयुक्त रज्जु, संयुक्त माला"
Connecting vowel,संयोजक स्वर
Connection,संधि
Connective,"संयोजी, संयोजक; अनुयोजक; संबंधक"
Connective conjunction,संयोजक समुच्चयबोधक
Connectivity,संयोजकता;अनुयोजकता;संबंध
Connector,"संयोजक, योजक"
Connex (connected),योजित;योजक
Connex (connected set),संबद्ध समुच्चय
Connexity,संबद्धता
Connotation,"लक्ष्यार्थ, संपृक्तार्थ, गुणार्थ, इष्टार्थ"
Connotative meaning,"संपृक्तार्थ, गुणार्थ"
Consequence clause,हेतुमद् उपवाक्य
Conservation,संधारण
Consociation,सहवर्तन
Consonance,संवादिता
Consonance,सन्नाद
Consonant,व्यंजन
Consonantal anaptyxis,व्यंजनभक्ति
Consonantal digraph,"व्यंजन द्विवर्ण, व्यंजन द्विग्राफ़"
Consonantal group,संयुक्त व्यंजन
Consonantal trigraph,"व्यंजन त्रिवर्ण, व्यंजन त्रिग्राफ़"
Consonantal vowel,व्यंजनात्मक स्वर
Consonantal writing,केवल व्यंजन-लेखन
Consonant gradation,व्यंजन श्रुति
Consonantic element,व्यंजनांश
Consonantism,व्यंजन व्यवस्था
Consonantization,व्यंजनीकरण
Consonantoid,"व्यंजनक, व्यंजनाभ"
Consonant shift,व्यंजन परिवृति
Conspiracy,सहगमन
Constant reference,नियत निर्देश
Constituent,"घटक, अवयव, रचनांग"
Constituent phrase marker,घटक पदबंध चिह्नक
Constitute,अवयवी
Constraint,बाध्यता
Constricted,संकुचित
Constriction,संकोचन
Constrictive,संकोची;घर्षी
Constrictor (of the pharynx),संकीर्णक
Construct,रचना
Construct,परिकल्पना
Constructed language,"कृत्रिम भाषा, रचित भाषा"
Construction,रचना;निर्माण
Constructional homonymity,"रचनात्मक समानामता,"
Construct validity,निर्मित वैधता
Consubstantial,एकाधिकरणक
Contact,संस्पर्श
Contact dissimilation,"सन्निहित विषमीभवन, अव्यवहित विषमीभवन"
Contact dissimilation,"सन्निहित विषमीकरण, अव्यवहित विषमीकरण"
Contact vernacular,संपर्क अवभाषा
Contact vernacular,संपर्क भाषा
Contagion,"संसर्ग, संक्रमण"
Containment,धारण
Contamination,सम्मिश्रण;संपृक्ति
Contemporary,"समकालीन, समकालिक, समसामयिक"
Content,आशय
Contentive,आशयसूचक(शब्द)
Content word,पूर्णार्थ शब्द
Context,"प्रसंग, प्रकरण, संदर्भ"
Context dependent,प्रसंगाश्रित
Context free,प्रसंग निरपेक्ष
Context free phrase structure rule,प्रसंग निरपेक्ष पदबंध नियम
Context independent,प्रसंग मुक्त
Context of situation,स्थिति-संदर्भ
Context-restricted,"प्रसंग सापेक्ष, प्रसंग प्रतिबंधित"
Context sensitive,"प्रसंग सापेक्ष, प्रसंगा प्रतिबंधित"
Context sensitive rule,"प्रसंग सापेक्ष, नियम, प्रसंग प्रतिबंधित नियम"
Context senstive structure rule,प्रसंग सापेक्ष संरचना नियम
Contextual assimilation,प्रसंगाश्रित समीकरण; प्रसंगाश्रित समीभवन
Contextual identity,"संदर्भगत एकरूपता, संदर्भगत पहचान; प्रसंगसापेक्ष तादात्म्य"
Contextual imagery,सांदर्भिक प्रतिमावली
Contextuality,"सांदर्भिकता, संदर्भनिष्ठता"
Contextualization,संदर्भीकरण
Contextualized word,संदर्भीकृत शब्द
Contextual meaning,सांदर्भिक अर्थ
Contextual pronunciation,सांदर्भिक उच्चारण
Contextual sense,प्रसंगार्थ
Contextual theory (of meaning),"संदर्भ सिद्धांत (अर्थ का), संदर्भितार्थ सिद्धधांत"
Contextual variant,"सांदर्भिक परिवर्त, सोपाधिक परिवर्त, स्थानाक्षित परिवर्त"
Contiguity,"समीपता, सन्निधि, अव्यवधान, संलग्नता"
Contiguous,"समीप, सन्निहित, समीपस्थ, अव्यवहित, संलग्न"
Contiguous assimilation,"सन्निहित समीभवन, अव्यवहित समीभवन"
Contiguous assimilation,"सन्निहित समीकरण, अव्यवहित समीकरण"
Contingent proposition,स्यात् प्रतिज्ञाप्ति
Continuant,"प्रवाही, संतत"
Continuative,"प्रवाही, संतत"
Continuative conjunction,सांतत्य-समुच्चयबोधक
Continuous assimilation,सन्निहित समीकरण; सन्निहित समीभवन
Continuous consonant,अविच्छिन्न व्यंजन
Continuous script,"अविच्छिन्न लिपि, अविच्छिन्न लेखन"
Continuous spectrum,सतत स्पेक्ट्रम
Continuum hypothesis,सांतत्यक प्राक्कल्पना
Contoid,"व्यंजनध्वनि, व्यंजनक, व्यंजनाभ"
Contour,परिरेखा
Contour tone system,परिरेखा तान व्यवस्था
Contraction,संकुचन
Contraction rule,संकुचन नियम
Contraction rule,संलयन नियम
Contradiction,सर्व अस्त्य; व्याघात; व्याघातक निषेध
Contradictory sentence,विरोधात्मक वाक्य
Contradictory term,विरोधात्मक शब्द
Contrafactive,"प्रतितथ्यपरक, प्रतितथ्यात्मक"
Contrapositive,प्रतिपरिवर्तित
Contraries,विपरीतार्थक शब्द
Contrary,"विपरीतार्थक, विपरीत"
Contrary term,विपरीतार्थक शब्द
Contrast,"व्यतिरेक, वैषम्य"
Contrasting stress,"व्यतिरेकी बलाघात, वैषम्यात्मक बलाघात"
Contrastive distribution,"विषम वितरण, व्यतिरेकी वितरण"
Contrastive grammar,व्यतिरेकी व्याकरण
Contrastive linguistics,व्यतिरेकी भाषाविज्ञान
Contrastive meaning,"व्यतिरेकी अर्थ, विषमार्थ"
Contrastive pair,"व्यतिरेकी युग्म, विषम युग्म"
Control agreement priniciple,नियंत्रित अन्विति सिद्धांत
Controller,नियंत्रक
Conus elasticus,"प्रत्यास्थ शंकु, कोनस इलैस्टिकस"
Convention,रूढ़ि संकेत
Conventional,"रूढ़, रूढ़िगत;सांकेतिक"
Conventionalist,नियमवादी
Conventionality,रूढ़ि
Conventional sign,रूढ़ संकेत
Convergence,अभिसरण
Convergent,अभिसारी
Conversation,"संभाषण, बातचीत, वार्तालाप"
Conversational implicature,संभाषण निहितार्थ
Conversational postulate,संभाषण अभ्युपगम
Conversational simulator,वार्ता अनुकारक
Conversation analysis,"वार्तालाप विश्लेषण, संभाषण विश्लेषण"
Conversion,परिवर्तन
Co-occurrence,सहगामिता;सहस्थिति
Cooing,किलकना
Co-operative principle,सहकारिता सिद्धांत
Co-ordinate adjective,समानाधिकृत विशेषण
Co-ordinate bilingualism,समानाधिकृत द्विभाषिता
Co-ordinate clause,समानाधिकरण उपवाक्य
Co-ordinate construction,समन्वित रचना
Co-ordinating conjunction,समानाधिकरण समुच्चयबोधक
Co-ordination,समानाधिकरण
Co-ordination,समन्वय
Co-planar,"सहतलीय, समतलीय"
Copula,काप्यूला
Copulative compound,द्वंद्व समास
Copulative conjunction,संयोजक समुच्चयबोधक
Copying,अनुवृत्ति; अनुवर्तन
Co-reference,प्रति समुद्देश्य
Co-referential,प्रति समुद्देश्य-
Core grammar rule,कोर व्याकरण नियम
Core syllabification,बीज-अक्षरीकरण
Core syllable representation,बीज-अक्षर प्रतिरूपण
Core syntax,क्रोड वाक्यविन्यास
Corniculate cartilage,शृंगी उपास्थि
Coronal,जिह्वा-फलफीय
Coronal articulation,जिह्वा-फलकीय उच्चारण
Corpus,सामग्री; काया
Corpus planning,कायिक नियोजन
Correlation,"सहसंबंध, समसंबंध; अन्योन्याश्रय"
Correlative,"सहसंबंधी, समसंबंधी; अन्योन्याश्रित"
Correlative conjunction,सहसंबंधी समुच्चयबोधक; अन्योन्याश्रित समुच्चयबोधक
Correlatorgraph,सहसंबंधलेखी
Correspondence,"संवाद, संवादिता"
Correspondence theory,संवादिता सिद्धांत
Corresponding sound,"संवादी स्वन, अनुरूप स्वन"
Corrupt,"अवमिश्रित, अपभ्रष्ट, भ्रष्ट करना (क्रि.)"
Corruption,अवमिश्रण
Corruption,अपभ्रष्ट प्रयोग
Cost,अधिव्यय
Cotext,समपाठ
Cotextual,समपाठीय
Co-type,सह-टाइप
Countable,"संख्येय, गणनीय"
Countable noun,संख्येय संज्ञा
Counter agent,प्रतिकर्ता
Counter bleeding order,प्रति बाधाक क्रम
Counter example,प्रति उदाहरण
Counter factual,"प्रतितथ्यपरक, प्रतितथ्यात्मक"
Counter intuitive,प्रति-अंतः प्रज्ञात्मक
Counter intuitive analysis,प्रति-अंतः प्रज्ञात्मक विश्लेषण
Course,पाठ्यक्रम
Course ware,"प्राठ्य सामग्री, पाठ सामग्री"
Cover,"आवरक, आच्छादन"
Covered,आवृत
Covering grammar,आच्छादी व्याकरण
Covert category,अप्रकट कोटि
Covert structure,अप्रकट संरचना
Covert style,"अप्रकट शैली, अप्रत्यक्ष शैली"
Craesis (=crasis),एकादेश
Creak(y),काकलित;काकल रंजित
Creaky voice,काकलरंजित ध्वनि
Creation,सर्जन
Creative,सर्जनात्मक
Creativity,"सर्जकता, सर्जनात्मकता"
Creole,क्रियाल
Creole continuum,"क्रियोल सांतत्यक, क्रियोल कंटीनुअम"
Creolization,क्रियोलीकरण
Creolized language,क्रियोलित भाषा
Crescendo,आरोही
Crescendo,उत्कर्ष
Crescendo stress,आरोही बलाघात
Crest of sonority,"श्रव्यता की पराकाष्ठा, श्रुतिगम्यता की पराकाष्ठा, मुखरता का शिखर"
Crest phoneme,शिखर स्वनिम
Cricoarytenoid muscle,मुद्रिका दर्विका पेशी
Cricoid cartilage,मुद्रिका उपास्थि
Crico-thyroid ligament,मुद्रिकावटु स्नायु
Criterion,"कसौटी, निकष, मानदंड"
Cross over principle,"अतिक्रमण सिद्धांत, प्रतिबंध सिद्धांत"
Cross reference,"प्रतिनिर्देश, प्रतिसंदर्श, अन्योन्य संदर्भ"
Cross sectional,प्रतिनिध्यात्मक
Crude base,अंग
Crude word,स्थूल शब्द
Crum signalling,अवशेष संकेतन
Crying stage,रुदन अवस्था
Cryptography,कूटलेख विद्या
Cryptology,"कूटलिपि शास्त्र, कूटलेख शास्त्र"
Crypto-semantics,गूढ़ शब्दार्थविज्ञान
Cryptotype,गूढ़ प्ररूप
Cue,अनुसंकेत
Cueing,अनुसंकेतन
Culminative feature,चरमसूचक अभिलक्षण
Culminative function,चरमसूचक प्रकार्य
Cultivated speech,"परिष्कृत भाषा, शिष्ट भाषा"
Cultivation of language,भाषा का परिष्करण
Cultural borrowing,सांस्कृतिक आदान
Cultural code,"सास्कृतिक कूट, सांस्कृतिक कोड"
Cultural language,सांस्कृतिक भाषा
Cultural pluralism,"सांस्कृतिक बहुवाद, सांस्कृतिक बहुरूपता"
Cultural transmission,"संस्कृति प्रेषण, सांस्कृतिक प्रेषण"
Culture sentence,संस्कृति वाक्य
Culture word,संस्कृति शब्द
Cumulation,"संचयन, संचय"
Cumulative conjunction,संयोजक समुच्चयबोधक
Cumulative function,संयोजन-प्रकार्य
Cuneiform,कीलाकार; बाणमुख
Cuneiform,कीलाक्षर
Cuneiform script,कीलाक्षर लिपि
Curled up,प्रतिवेष्टित
Curly brackets,धनु कोष्ठक
Curriculum,पाठ्यचर्या
Cursive aspect,विकास पक्ष
Cursive writing,प्रवाही लेखन
Cut of a tree,"तरु काट, वृक्ष काट"
C.V. phonology,व्य. स्व. स्वनिमविज्ञान
Cycle,चक्र; आवर्तन
Cyclic,"चक्रीय, चक्रिक"
Cyclicity,चक्रीयता
Cyclic ordering,चक्रीय क्रमस्थापन
Cyclic rules,चक्रीय नियम
Dactyl,अक्षर भगण
Dactylogy,अंगुलिसंकेतविद्या
Damped wave,अवमंदित तरंग
Damping,अवमंदन
Dark 'l',पश्च ल
Dark vowel,पश्च स्वर
Darmesteter's law,डार्मेस्टेटर नियम
Data bank,"डाटा बैंक, आँकड़ा बैंक"
Data base,"आँकड़ा संचय, डाटा बेस"
Data base retrieval,"आँकड़ा संचय प्रतिनयन, आँकड़ा संचय प्रतिनयन, आँकड़ा संचय रिट्रीवल"
Data convention(s),"डाटा संकेत-रूढ़ि, आँकड़ा संकेत-रूढ़ि"
Data driven,आँकड़ा संचालित
Dative,"संप्रदान, चतुर्थी"
Dative case,"संप्रदान कारक, चतुर्थी विभक्ति"
Dative of purpose,"तदर्थ संप्रदान, प्रयोजन चतुर्थी"
Daughter-dependency grammar,अंगजा आश्रित् व्याकरण
Daughter node,संतति आसंधि
Dead language,मृत भाषा
Dead word,मृत शब्द
Deaf,बधिर
Deafness,बधिरता
Deaspiration,"महाप्राणत्व लोप, अल्पप्राणीकरण"
De-automatization,"विस्वचलीकरण, विस्वचलन"
De-autosegmentali-zation,अस्वायत्तखंडीकरण
Debugging,दोष मार्जन
Decadent,"अपकर्षी; हासोन्मुख, क्षयोन्मुख"
Decay dating,हासकाल निर्धारण
Decibel,डेसिबेल
Decidable set,निर्धार्य समुच्चय
Deciphering,"उद्वाचन, बीजलेखवाचन"
Decision procedure,"निश्चय प्रक्रिया, निर्णय प्रक्रिया"
Declaration,"घोषणा, , ऐलान"
Declarative,निर्देशक
Declension,"नामरूप, संज्ञारूप, विभक्तिरूप, शब्दरूप"
Decline,"नामरूप बताना, संज्ञारूप बताना"
Decode,"विकोड, कूटवाचन, विसंकेतन"
Decoder,विसंकेतक
Decoder,विसंकेतित्र
Decoding,"विसंकेतन, विकोडन"
Decomposition,अपघटन
Decompound,विग्रह करना
Deconstruction,"विसंबंधन, विसंरचना"
Decrement,"अपक्षय, हास"
Decrescendo (=diminuendo),स्वनापकर्ष; अवरोहण
Dedialectalization,"वि-बोलीकरण, बोली-समेकन"
Deductive proof,निगमन उपपत्ति
Deep dyslexia,गहन स्तरीय अपठन
Deep grammar,गहन व्याकरण
Deep representation,गहन चित्रण
Deep structure,"आंतरिक संरचना, गहन संरचना"
Deep subject,"आंतरिक कर्ता, गहन कर्ता"
Deep vowel,पश्च स्वर
De facto theory of meaning,शब्दार्थ तथ्यपरकता सिद्धांत
Defamiliarization,विसामान्यीकरण
Default,व्यतिक्रम
Default action,व्यतिक्रम क्रिया
Defective paradigm,विकल रूपावली
Defective verb,विकल क्रिया
Defective word,विकल शब्द
Defective writing,"विकल लेखन, न्यून लेखन, अपूर्ण लिखावट"
Deferred letter,आस्थिगत वर्ण
Definiendum,"परिभाष्य (पद), लक्ष्य (पद)"
Definiens,"परिभाषक, लक्षणक"
Definite,"निश्चायक, निश्चयवाचक"
Definite article,"निश्चायक आर्टिकल, निश्चायक उपपद"
Definite clause grammar,डेफिनिट क्लाजृ व्याकरण
Definite pronoun,निश्चयवाचक सर्वनाम
Definite vowel,स्पष्ट स्वर
Definition,परिभाषा
Definitive genitive,निर्देशन-संबंध
Deflexion,विभक्ति-हास
Deforestation,निर्वृक्षीकरण
De-formalization,विरूपीकरण
Degree,"मात्रा, कोटि"
Degree of comparison,"तुलना कोटि, तर-तम भाव"
De-habitualization,विअभ्यस्तीकरण
Deictic,निर्देशी
Deictic,स्थिति-निर्देशी
Deiotation,विआयोटाकरण
Deixis,"निर्देश, स्थिति-निर्देश"
De jure theory of meaning,शब्दार्थ विधिपरकतावाद
Delabialization,निरोष्ठ्यरंजन
Delative case,अवपाती कारक
Delayed auditory feed back,विलंबित श्रव्य प्रतिप्राप्ति
Delayed language development,विलंबित भाषा विकास
Delayed release,"विलंबित निर्मोचन, विलंबित मोचन"
Deletion,"लोप, विलोपन"
Deletion rule,लोप नियम
Deliberative key,विमर्शी धरातल
Deliberative subjunctive,विचारणावाची संभावनार्थक
Delicacy,सूक्ष्मता
Delivery (rhetorical),अभिव्यक्ति शैली
Delome,"युक्ति, डीलोम"
Delta symbol,डेल्टा प्रतीक
Demarcative feature,सीमाबोधक अभिलक्षण
Demarcative function,सीमाबोधक प्रकार्य
Dementia,मनोभ्रंश
Demi-beat,अर्ध ताल
Demographi trend(s),जनसांख्यिकी प्रवृत्ति (याँ)
Demonstrative,"निदर्सनात्मक, संकेत सूचक"
Demonstrative adjective,"संकेतवाचक विशेषण, निदर्शक विशेषण"
Demonstrative pronoun,"संकेतवाचक सर्वनाम, निदर्शक सर्वनाम"
Demonstrative sign,निदर्शक सकेत
De Morgan's law,द मार्ग नियम
Demotic language,जनभाषा
Demotic script,"जनलिपि, लोक लिपि"
Denasalization,निरनुनासिक्यरंजन
Denativization,अदेशीकरण
Denominative,नामजात
Denominative root,नाम धातु
Denotation,"मुख्यार्थ, अभिधेयार्थ, वाच्यार्थ"
Denotative,नामजात;वस्त्वर्थक
Denotative definition,वस्त्वर्थक परिभाषा
Denotative meaning,"मुख्यार्थ, अभिधेयार्थ;वस्त्वर्थ"
Density of communication,संचार घनता
Density of entries,प्रविष्टि घनता
Dental,दंत्य
Dental consonant,दंत्य व्यंजन
Dental spirant,"दंत्य घर्षी, दंत्य संघर्षी"
Dental stop,दंत्य स्पर्श
Denti-alveolar,दंत-वर्त्स्य
Denumerability,प्रगणनीयता
Denumerable set,"संख्येय कुलक, संख्येय समुच्चय, प्रगणनीय समुच्चय"
Deontic,आबंधी
Depalatalization,वितालाव्यरंजन
Dependency phonology,आश्रयता स्वनिमविज्ञान
Dependency preservation,आश्रयता परिरक्षण
Dependency representation,आश्रयता प्रतिरूपण
Dependent,आश्रित
Dependent clause,आश्रित उपवाक्य
Dependent phonetic change,आश्रित स्वन-परिवर्तन
Dependent substitute,आश्रित आदेश
Dephonologization,विस्वनिमीकरण
Deponent verb,डेपोनेन्ट क्रिया
Depreciation of meaning,अर्थापकर्ष
Deprivation (verbal),वंचन (भाषिक)
Depth hypothesis,गभीरता प्राक्कल्पना
Depth ordered structure,गभीरता क्रमित संरचना
Derivation,"व्युत्पत्ति, शब्द-साधन"
Derivational,"व्युत्पत्तिमूलक, शब्दसाधक"
Derivational affix,व्युत्पादी प्रत्यय
Derivational compound,व्युत्पादी समास
Derivational concept,व्युत्पत्ति संकल्पना
Derivational error,व्युत्पादी अशुद्धि
Derivational unity,व्युत्पत्ति एकता
Derivation ratio,व्युत्पत्ति अनुपात
Derivation tree,वाक्यविग्रह वृक्ष
Derivative,"व्युत्पन्न (शब्द), साधित (शब्द)"
Derivative,"व्युत्पादी, साधक"
Derivative adjective,व्युत्पन्न विशेषण
Derivative form,व्युत्पन्न रूप
Derivative term,"व्युत्पन्न शब्द, साधित शब्द"
Derived adjective,व्युत्पन्न विशेषण
Derived primary word,"व्युत्पन्न कृदंत, साधित कृदंत"
Derived secondary word,"व्युत्पन्न तद्धितांत, साधित तद्धितांत"
Derived structure,व्युत्पन्न रचना
Descendant node,वंशज आसंधि
Descending pitch,अवरोही स्वराघात
Descriptive adequacy,वर्णनात्मक पर्याप्ति
Descriptive adjective,वर्णनात्मक विशेषण
Descriptive dictionary,वर्णनात्मक कोश
Descriptive grammar,वर्णनात्मक व्याकरण
Descriptive linguistics,वर्णनात्मक भाषाविज्ञान
