Punjabi,Tamil
ਪ੍ਰਤੀਯੋਗੀ ਪਰਸਪਰ ਪ੍ਰਭਾਵ,போட்டி தொடர்பு
ਪੂਰਕ ਫਸਲ,துணை பயிர்
1. ਸੰਯੁਕਤ 2. ਗੁੰਝਲਦਾਰ,1.கலவை 2. சிக்கலானது
ਸੰਵਿਧਾਨਕ,தொகுதி
ਰਚਨਾ,கலவை
ਖਾਦ,உரம்
ਮਿਸ਼ਰਿਤ ਵਿਆਜ,கூட்டு வட்டி
ਗਣਨਾ,கணக்கீடு
1. ਕੰਪਿਊਟਰ 2. ਕੰਪਿਊਟਰ,1. கணினி 2. கணினி
1. ਇਕਾਗਰਤਾ 2. ਇਕਾਗਰਤਾ,1. செறிவு 2. செறிவு
1. ਆਪਟੀਮਾਈਜ਼ਰ 2. ਰੀਵਾਈਟਲਾਈਜ਼ਰ,1. Optimizer 2. Revitalizer
ਚਾਲਕਤਾ,கடத்துத்திறன்
1. ਸੰਰਚਨਾ 2. ਸੰਰਚਨਾ,1. கட்டமைப்பு 2. கட்டமைப்பு
1. ਅਨੁਕੂਲਤਾ 2. ਸੰਰਚਨਾ 3. ਅਨੁਕੂਲਤਾ,1. இணக்கம் 2. கட்டமைப்பு 3. இணக்கம்
1. ਏਕੀਕਰਣ 2. ਹਾਈਬ੍ਰਿਡਾਈਜ਼ੇਸ਼ਨ,1. ஒருங்கிணைப்பு 2. கலப்பு
ਸੰਜੋਗ,இணைத்தல்
1. ਜੋੜਨ ਵਾਲਾ 2. ਜੋੜਨ ਵਾਲਾ,1. சேர்க்கை 2. இணைப்பு
ਸੁਰੱਖਿਆ,பாதுகாப்பு
ਏਕੀਕਰਨ,ஒருங்கிணைப்பு
1. ਸਮੱਗਰੀ 2. ਸਮੱਗਰੀ,1. மூலப்பொருள் 2. தேவையான பொருட்கள்
ਖਪਤਕਾਰ,நுகர்வோர்
ਖਪਤ,நுகர்வு
ਗੰਦਗੀ,மாசுபடுதல்
ਕੰਟੂਰ ਲਾਉਣਾ,விளிம்பு நடவு
ਕੰਟੋਰ ਲਾਈਨ,விளிம்பு கோடு
1. ਕੰਟਰੈਕਟ ਫਾਰਮਿੰਗ 2. ਕੰਟਰੈਕਟ ਫਾਰਮਿੰਗ 3. ਕੰਟਰੈਕਟ ਫਾਰਮਿੰਗ,1. ஒப்பந்த விவசாயம் 2. ஒப்பந்த விவசாயம் 3. ஒப்பந்த விவசாயம்
ਨਿਯੰਤਰਿਤ ਵਾਯੂਮੰਡਲ ਸਟੋਰੇਜ਼,கட்டுப்படுத்தப்பட்ட வளிமண்டல சேமிப்பு
ਸਹਿਕਾਰੀ ਬੈਂਕ,கூட்டுறவு வங்கி
ਸਹਿਕਾਰੀ ਸਭਾ ਦੇ ਮੈਂਬਰ,கூட்டுறவு சங்க உறுப்பினர்
ਗੁਲਮਾਵਨ,குல்மவன்
ਘਣ,க்யூப்ஸ்
1. ਦਲਪੁੰਜ 2. ਕੋਰੋਲਾ,1. தல்புஞ்ச் 2. கொரோலா
1. ਕਾਰਟੈਕਸ 2. ਕਾਰਟੈਕਸ,1. கோர்டெக்ஸ் 2. கார்டெக்ஸ்
ਲਾਗਤ,செலவு
cotyledon,கோட்டிலிடன்
ਕ੍ਰੈਡਿਟ ਕਮੇਟੀ,கடன் குழு
1. ਉਧਾਰ 2. ਕ੍ਰੈਡਿਟ,1. கடன் கொடுத்தல் 2. கடன்
1. ਰਿਣਦਾਤਾ 2. ਲੈਣਦਾਰ,1. கடன் கொடுத்தவர் 2. கடன் கொடுத்தவர்
1. ਕਰੈਸਟ 2. ਸਿਰਾ 3. ਸਪਾਇਰ,1. முகடு 2. உச்சி 3. கோபுரம்
ਵਾਪਸੀ,திரும்பப் பெறுதல்
ਸਮੱਸਿਆ,பிரச்சனை
ਟੈਸਟ,சோதனை
ਨਾਜ਼ੁਕ,முக்கியமான
ਫਸਲ ਬੀਮਾ,பயிர் காப்பீடு
ਫਸਲ ਕਰਜ਼ਾ,பயிர் கடன்
1. ਫਸਲ 2. ਫਸਲ,1. பயிர் 2. பயிர்
ਕਾਸ਼ਤ ਖੇਤਰ,சாகுபடி பகுதி
ਪਾਰ ਅਸੰਗਤ,குறுக்கு இணக்கமற்ற
1. ਤਾਜ 2. ਸਿਖਰ (ਪੌਦਾ),1. கிரீடம் 2. உச்சம் (தாவரம்)
ਨਰਮ ਕਣ,மென்மையான துகள்கள்
ਛਾਲੇ,மேல் ஓடு
1. ਕ੍ਰਿਪਟੋਗਾਮ 2. ਗੈਰ-ਫਲੋਰੀਫਾਰਮ,1. கிரிப்டோகம் 2. புளோரிஃபார்ம் அல்லாதது
ਛਾਂਟੀ (ਫਲ),கொடிமுந்திரி (பழம்)
ਕਲਮ,பேனா
ਕਿਸਮ ਦੀ ਕਿਸਮ,சாகுபடி வகை
1. ਟ੍ਰੈਕਸ਼ਨ 2. ਖੇਤੀਬਾੜੀ 3. ਖੇਤੀ,1. இழுவை 2. விவசாயம் 3. விவசாயம்
1. ਕਿਸਾਨ 2. ਕਾਸ਼ਤਕਾਰ,1. விவசாயி 2. உழவர்
1. ਕਾਸ਼ਤ 2. ਕਾਸ਼ਤ 3. ਪਾਲਣ,1. சாகுபடி 2. சாகுபடி 3. வளர்ப்பு
1.ਸਰੋਤ 2.ਤਿਆਰੀ,1.வளம் 2.தயாரிப்பு
1.ਕੁੰਤਲਨ 2.ਕੁੰਚਨ,1.குந்தலன் 2.குஞ்சன்
ਆਸਣ,தோரணை
1. ਐਪੀਡਰਰਮਿਸ 2. ਛੱਲੀ,1. மேல்தோல் 2. க்யூட்டிகல்
1. ਕਲਮ 2. ਕੱਟਣਾ 3. ਕੱਟਣਾ 4. ਕੱਟਣਾ 5. ਕੱਟਣਾ,1. பேனா 2. வெட்டுதல் 3. வெட்டுதல் 4. வெட்டுதல் 5. வெட்டுதல்
1. ਕੀੜਾ ਸਰੀਰ 2. ਸਿਸਟ 3. ਗੰਢ 4. ਵਿਗੜਿਆ ਗੰਢ 5. ਨਿਓਪਲਾਜ਼ਮ,1. புழு கார்பஸ் 2. நீர்க்கட்டி 3. நீர்க்கட்டி 4. சிதைந்த கட்டி 5. நியோபிளாசம்
cytochrome,சைட்டோக்ரோம்
ਸੈੱਲ ਜੋੜਨਾ,செல் இணைப்பு
ਸੈੱਲ ਪ੍ਰਜਨਨ,செல் இனப்பெருக்கம்
ਸੈੱਲ ਜੈਨੇਟਿਕਸ,செல் மரபியல்
cytoplasmic ਡਿਵੀਜ਼ਨ,சைட்டோபிளாஸ்மிக் பிரிவு
ਸੈੱਲ ਜੀਵ ਵਿਗਿਆਨ,உயிரணு உயிரியல்
ਸੈੱਲ lysis,செல் சிதைவு
1. ਸਾਇਟੋਮੇਰ 2. ਸੈੱਲ ਸੈਗਮੈਂਟੇਸ਼ਨ,1. சைட்டோமியர் 2. செல் பிரிவு
cytoplasm,சைட்டோபிளாசம்
1. ਡੇਅਰੀ 2. ਡੇਅਰੀ,1. பால்பண்ணை 2. பால்பண்ணை
ਡੇਅਰੀ ਉਦਯੋਗ,பால் தொழில்
1. ਡੈਮ 2. ਬਰੀਡਰ,1. அணை 2. வளர்ப்பவர்
ਦਿਨ ਦਾ ਸੰਪੂਰਨ ਪੌਦਾ,நாள் முழுமையான தாவரம்
ਫੁੱਲ ਦੇ ਬਾਅਦ ਦਿਨ,பூக்கும் மறுநாள்
ਪੂਰੇ ਫੁੱਲ ਦੇ ਬਾਅਦ ਦਿਨ,முழு பூக்கும் மறுநாள்
ਅਕੁਸ਼ਲਤਾ,திறமையின்மை
decalcification,சுண்ணாம்பு நீக்கம்
1. ਡਿਸਲੋਜ 2. ਡਿਸਲੋਜ,1. அப்புறப்படுத்து 2. அப்புறப்படுத்து
ਸੜਨ,சிதைவு
ਪਤਝੜ,இலையுதிர்
1. ਦਸ਼ਮਲਵ 2. ਦਸ਼ਮਲਵ,1. தசமம் 2. தசம
ਘਟੀਆਪਨ,தாழ்வு மனப்பான்மை
ਅਨੁਰਾਨ (ਮਿੱਟੀ),அனுரன் (மண்)
ਵਿਪੁਸ਼ਪਨ,விபுஷ்பன்
ਬਿਲਿੰਗ,பில்லிங்
ਕਟਾਈ,காடழிப்பு
ਬਦਨਾਮੀ,அவமானம்
ਪਤਨ,சீரழிவு
ਭਾਗ ਦਿਨ,பகுதி நாள்
1. ਮਾਤਰਾ 2. ਹਿੱਸਾ,1. அளவு 2. பகுதி
dehiscence,விலகல்
ਭੂਸੀ ਨੂੰ ਹਟਾਉਣਾ,உமி அகற்றுதல்
ਭੂਸੀ ਨੂੰ ਹਟਾਉਣਾ,உமி அகற்றுதல்
ਡੀਹਾਈਡਰੇਸ਼ਨ,நீரிழப்பு
ਨਿਹਾਈਡ੍ਰਸ,நீரற்ற
ਮੰਗ,கோரிக்கை
1. ਵਿਨਾਸ਼ਕਾਰੀ 2. ਗੁਣਾ,1. டினாட்டரேஷன் 2. பெருக்கல்
ਖੰਡਨ,கண்டனம்
1. ਜਮ੍ਹਾ (ਮਿੱਟੀ) 2. ਜਮ੍ਹਾ (ਆਰਥਿਕਤਾ),1. வைப்பு (மண்) 2. வைப்பு (பொருளாதாரம்)
ਜਮ੍ਹਾ,வைப்பு
1. ਘਟਾਓ 2. ਘਟਾਓ,1. தேய்மானம் 2. தேய்மானம்
ਡੀਸਲੀਨੇਸ਼ਨ,உப்புநீக்கம்
1. ਪਾਣੀ ਸੁਕਾਉਣਾ 2. ਡੀਹਾਈਡਰੇਸ਼ਨ,1. நீர் உலர்த்துதல் 2. நீரிழப்பு
1. ਡਿਜ਼ਾਈਨ 2. ਡਿਜ਼ਾਈਨ,1. வடிவமைப்பு 2. வடிவமைப்பு
ਸੁੱਕਣ ਵਾਲਾ,உலர்
ਕਰਨਲ ਹਟਾਉਣ,கர்னல் அகற்றுதல்
ਡੀ-ਇੰਟਰਕਲੇਸ਼ਨ,இடைக்கணிப்பு
ਸੰਜੋਗ,இணைத்தல்
1. ਨਰ ਮੰਜਰੀ ਐਕਸਟਰੈਕਸ਼ਨ (ਮੱਕੀ) 2. ਬੱਲਰ ਐਕਸਟਰੈਕਸ਼ਨ,1. ஆண் மஞ்சரி பிரித்தெடுத்தல் (சோளம்) 2. பல்லார் பிரித்தெடுத்தல்
ਬੱਲਰ ਜਾਂ ਕੁੰਦਨ ਕੱਟਣਾ,பல்லார் அல்லது குந்தன் வெட்டுதல்
ਨਿਰਧਾਰਕ,தீர்மானிப்பவர்
devaluation,மதிப்பிழப்பு
de-vegetate,தாவரங்களை நீக்கும்
ਭਟਕਣਾ,விலகல்
ਡਬਲ,இரட்டை
ਨਿਦਾਨ,நோய் கண்டறிதல்
ਵੱਖਰੀ ਪਰਿਪੱਕਤਾ,வெவ்வேறு முதிர்ச்சி
ਵੰਡ,பிளவு
1. ਡਾਇਕੋਟਾਈਲਡਨ 2. ਡਾਇਕੋਟਾਈਲਡਨ (ਬੀਜ),1. டைகோடைலிடன் 2. டைகோடைலிடன் (விதை)
ਪਿੱਠ ਦੀ ਬਿਮਾਰੀ,முதுகு நோய்
1. ਫੈਲਾਅ 2. ਪ੍ਰਸਾਰ,1. பரவல் 2. பரவல்
ਪਾਚਨ ਸਮਰੱਥਾ,செரிமானம்
ਡਾਇਹਾਈਬ੍ਰਿਡ,இருகலப்பின
1. ਡੈਮ 2. ਡਰੇਨ 3. ਪਰਿਵਾਰ,1. அணை 2. வாய்க்கால் 3. குடும்பம்
ਮਾਮੂਲੀ,அற்ப
1. ਮੋਨੋਗੈਮਸ 2. ਮੋਨੋਗੈਮਸ,1. தனிக்குடித்தனம் 2. ஒருதார மணம்
ਡਿਪਲੋਇਡ,டிப்ளாய்டு
1. ਡਿਪਲੋਇਡ 2. ਡਿਪਲੋਇਡ,1. டிப்ளாய்டு 2. டிப்ளாய்டு
dipole,இருமுனை
1. ਕੱਢਣਾ 2. ਬਡ ਹਟਾਉਣਾ,1. பிரித்தெடுத்தல் 2. மொட்டு அகற்றுதல்
1. ਹਲ ਵਾਹੁਣਾ 2. ਕਤਾਈ,1. கலப்பை உழுதல் 2. நூற்பு
ਛੂਟ,தள்ளுபடி
ਕੀਟਾਣੂਨਾਸ਼ਕ,கிருமி நீக்கம்
1. ਫੈਲਾਅ 2. ਖਿੰਡਾਉਣਾ,1. சிதறல் 2. சிதறல்
1. ਖਿੰਡਾਉਣਾ 2. ਪਰਿਵਰਤਨ,1. சிதறல் 2. மாறுபாடு
ਵਿਭਿੰਨਤਾ,பல்வகைப்படுத்தல்
ਵਿਭਿੰਨ ਖੇਤੀਬਾੜੀ,பல்வகைப்பட்ட விவசாயம்
ਡੀਐਨਏ ਕਦਮ,டிஎன்ஏ படி
ਡੀ.ਐਨ.ਏ ਪ੍ਰਾਪਤਕਰਤਾ,டிஎன்ஏ பெறுபவர்
ਡੌਕ ਕਿਰਾਏ &#39;ਤੇ,கப்பல்துறை வாடகை
ਅਸਰਦਾਰ,பயனுள்ள
ਸੁਸਤਤਾ,செயலற்ற நிலை
1. ਮਾਤਰਾ 2. ਖੁਰਾਕ 3. ਖੁਰਾਕ,1. அளவு 2. அளவு 3. அளவு
ਡਬਲ ਸਿਗਮੋਇਡ ਕਰਵ,இரட்டை சிக்மாய்டு வளைவு
1. ਝੱਖੜ 2. ਖਿੱਚੋ,1. புயல் 2. நீட்சி
1. ਐਗਜ਼ੌਸਟ ਡਰੇਨ 2. ਗੰਦਾ ਪਾਣੀ,1. வெளியேற்ற வடிகால் 2. கழிவுநீர்
ਡਰੇਨੇਜ,வடிகால்
ਖਿੱਚ,இழுவை
1. ਦਵਾਈ ਦਿਓ 2. ਭਿੱਜੋ,1. மருந்து கொடு 2. நனை
ਕਾਸਮੈਟਿਕਸ (ਬੀਜ),அழகுசாதனப் பொருட்கள் (விதைகள்)
1. auger 2. ਘੱਟ ਨੁਕਸ 3. ਡ੍ਰਿਲ 4. auger,1. ஆகர் 2. ஆழமற்ற தவறு 3. துளை 4. துருப்பு
1. ਮੋਰੀ 2. ਡ੍ਰਿਲ 3. ਡ੍ਰਿਲ,1. துளை 2. துளை 3. துளை
1. ਡ੍ਰਿਲਿੰਗ 2. ਇੱਕ ਮਸ਼ਕ ਨਾਲ ਬਿਜਾਈ 3. ਇੱਕ ਮਸ਼ਕ ਨਾਲ ਡੋਲ੍ਹਣਾ,1. துளையிடுதல் 2. துரப்பணம் மூலம் விதைத்தல் 3. துரப்பணம் மூலம் ஊற்றுதல்
ਤੁਪਕਾ ਸਿੰਚਾਈ,சொட்டு நீர் பாசனம்
ਸੁੱਕੀ ਖੇਤੀ,உலர் விவசாயம்
1.ਧੂੜ 2.ਬੁਕਨੀ,1.தூசி 2.புக்னி
1. ਡਸਟਰ 2. ਸਕੈਟਰਰ,1. டஸ்டர் 2. சிதறல்
ਛਿੜਕਣ ਲਈ,தெளிக்க
1. ਬੌਣਾ 2. ਵਾਮਨ,1. குள்ளன் 2. வாமனன்
ਵਾਮਨ ਪਿਰਾਮਿਡ,வாமன பிரமிட்
ਵਾਮਿਨੀ ਭਵਨ,வாமினி பவன்
ਵਾਤਾਵਰਣ,சூழலியல்
ਅਰਥ ਗਣਿਤ,பொருளாதார அளவியல்
ਆਰਥਿਕ ਕੁਸ਼ਲਤਾ,பொருளாதார திறன்
ਸਥਿਤੀ ਦੀ ਕਿਸਮ,சூழ்நிலை வகை
ਵਾਧੂ ਪੱਧਰੀ,கூடுதல் அடுக்கு
ਨਰਮ,மென்மையான
ਮਿੱਟੀ ਵਿਗਿਆਨ,மண் அறிவியல்
1. ਬ੍ਰਿਜਿੰਗ 2. ਕਿਨਾਰਾ 3. ਸਟ੍ਰੈਂਡ ਕਲੋਜ਼ਰ,1. பாலம் 2. விளிம்பு 3. இழை மூடல்
ਭੋਜਨ ਦਾ ਹਿੱਸਾ,உணவு பகுதி
ਮੰਗ ਦੀ ਲਚਕਤਾ,தேவை நெகிழ்ச்சி
ਉਤਪਾਦਨ ਦੀ ਲਚਕਤਾ,உற்பத்தி நெகிழ்ச்சி
ਇਲੈਕਟ੍ਰੋਲਾਈਸਿਸ,மின்னாற்பகுப்பு
ਇਲੈਕਟ੍ਰੋਫੋਰੇਸਿਸ,எலக்ட்ரோபோரேசிஸ்
ਵਾਸ਼ਪੀਕਰਨ,ஆவியாதல்
1. ਡੀਕੈਪੀਟੇਟਰ 2. ਨਸਬੰਦੀ 3. ਡੀਕੈਪੀਟੇਟਰ 4. ਨਸਬੰਦੀ,1. சிரச்சேதம் 2. பிடிப்பவர் 3. தலை துண்டிப்பவர் 4. ஸ்டெரிலைசர்
1. ਵੀਰ ਬੰਦੀ 2. ਤੂੜੀ,1. வெயிர் பாண்டி 2. ஸ்ட்ராபாண்டி
ਭਰੂਣ,கரு
1. ਭਰੂਣ ਵਿਗਿਆਨ 2. ਭੌਤਿਕ ਵਿਗਿਆਨ,1. கருவியல் 2. இயற்பியல்
1. ਨਿਕਾਸ 2. ਨਿਕਾਸ,1. வெளியேறு 2. வெளியேறு
emulsifier,குழம்பாக்கி
ਅੰਤਰਜਾਤੀ,உட்புறம்
ਅੰਤਰ-ਪੁਆਇੰਟ ਡਿਵੀਜ਼ਨ,உள்-புள்ளி பிரிவு
ਅੰਤਰ-ਪਰਜੀਵੀ,உள் ஒட்டுண்ணி
ਐਂਡੋਸਪਰਮ,எண்டோஸ்பெர்ம்
ਉੱਦਮ,நிறுவன
ਕੀਟ ਵਿਗਿਆਨ,பூச்சியியல்
ਵਾਤਾਵਰਣ,சூழல்
1. ਐਨਜ਼ਾਈਮ 2. ਐਨਜ਼ਾਈਮ,1. என்சைம் 2. என்சைம்
ਕਲੱਸਟਰ ਗ੍ਰਾਫਟਿੰਗ,கொத்து ஒட்டுதல்
1. ਐਪੀਫਾਈਟ 2. ਐਪੀਫਾਈਟ,1. எபிஃபைட் 2. எபிஃபைட்
ਇਕੁਇਟੀ,பங்கு
ਖਾਤਮਾ,நீக்குதல்
ਜ਼ਰੂਰੀ ਪੌਸ਼ਟਿਕ ਤੱਤ,அத்தியாவசிய ஊட்டச்சத்துக்கள்
1. ਮਾਪ 2. ਜੰਪ 3. ਮੁਲਾਂਕਣ,1. அளவீடு 2. தாவி 3. மதிப்பீடு
ਚੁਸਤ,நேர்த்தியான
ਸੁਜਾਨਿਕ,சுஜன்னிக்
ਮੁਲਾਂਕਣ,மதிப்பீடு
ਭਾਫ਼ ਗੇਜ,நீராவி மானி
evaportranspiration,ஆவியாதல்
ਸਦੀਵੀ ਇਨਕਲਾਬ,நித்திய புரட்சி
1. ਸਦਾਬਹਾਰ 2. ਸਦਾਬਹਾਰ,1. evergreen 2. evergreen
ਵਿਕਾਸ,வளர்ச்சி
ਬੰਦ ਕਰ ਦਿਓ,துண்டிக்கப்பட்டது
ਪਰੀਕਸ਼ਯ (ਜਣਨ ਸ਼ਕਤੀ),பரீக்ஷய் (கருவுறுதல்)
ਸ਼ੋਸ਼ਣ,சுரண்டல்
1. ਖੋਜ 2. ਖੋਜ,1. ஆய்வு 2. ஆய்வு
1. ਐਕਸਟਰਿਊਸ਼ਨ 2. ਨਿਕਾਸ,1. வெளியேற்றம் 2. உமிழ்வு
ਆਈ,கண்
1. ਫੈਕਟਰ 2. ਕੰਪੋਨੈਂਟ 3. ਫੈਕਟਰ 4. ਸਰੋਤ,1. காரணி 2. கூறு 3. காரணி 4. வளம்
ਕਾਰਕ ਉਤਪਾਦਕਤਾ,காரணி உற்பத்தித்திறன்
ਵਪਾਰੀ ਦੀ ਛੋਟ,வர்த்தகர் தள்ளுபடி
ਫੈਕਟੋਰੀਅਲ ਬਲਾਕ ਡਿਜ਼ਾਈਨ,காரணி தொகுதி வடிவமைப்பு
ਵਿਕਲਪਕ,மாற்று
1. ਪੱਟੀ 2. ਪਾਲੀਹਾਰ,1. பட்டி 2. பலிஹார்
ਕੁੱਲ,மொத்த
ਖੇਤਰ ਦਾ ਮੁਲਾਂਕਣ,கள மதிப்பீடு
ਖੇਤੀ ਬਜਟ,பண்ணை பட்ஜெட்
ਖੇਤੀਬਾੜੀ ਕਾਰੋਬਾਰ,விவசாய வணிகம்
ਖੇਤਰ ਦੀ ਯੋਜਨਾਬੰਦੀ,கள திட்டமிடல்
1. ਕਿਸਾਨ 2. ਕਿਸਾਨ,1. விவசாயி 2. விவசாயி
1. ਖੇਤੀ 2. ਖੇਤੀ,1. விவசாயம் 2. விவசாயம்
ਟੱਕਰ,மோதல்
ਮਲਟੀਪਲ ਪ੍ਰਜਨਨ,பல இனப்பெருக்கம்
ਫਰਮੈਂਟੇਸ਼ਨ,நொதித்தல்
ਜਣਨ,கருவுறுதல்
ਖਾਦ,உரம்
ਖਾਦ ਵਰਤਣ ਦੀ ਕੁਸ਼ਲਤਾ,உர பயன்பாடு திறன்
ਰੇਸ਼ੇਦਾਰ,நார்ச்சத்து
1. ਫਾਰਮ 2. ਖੇਤਰ 3. ਸਥਾਨ,1. பண்ணை 2. பகுதி 3. இடம்
ਮਿੱਟੀ ਦੇ ਪਾਣੀ ਨੂੰ ਰੱਖਣ,மண் நீர் பிடித்து
ਖੇਤਰ ਪ੍ਰਦਰਸ਼ਨ,கள ஆர்ப்பாட்டம்
1. ਸਥਿਰਤਾ 2. ਫਿਕਸੇਸ਼ਨ 3. ਫਿਕਸੇਸ਼ਨ,1. அசையாமை 2. ஃபிக்சேஷன் 3. ஃபிக்சேஷன்
1. ਡੁੱਬਣਾ 2. ਗਰਭਪਾਤ,1. ஊடுருவல் 2. செறிவூட்டல்
ਵਹਾਅ ਚਿੱਤਰ,ஓட்ட வரைபடம்
ਭੋਜਨ ਮੁੱਲ,உணவு மதிப்பு
ਚਾਰਾ,தீவனம்
ਪੂਰਵ ਅਨੁਮਾਨ,முன்னறிவிப்பு
ਜੰਗਲ,காடு
ਜੰਗਲਾਤ,காடு வளர்ப்பு
1. ਤਾਦਪਰਨ 2. ਰੂਪ,1. டாட்பார்ன் 2. படிவம்
ਠੰਡ ਰੋਧਕ,உறைபனி எதிர்ப்பு
1. ਪਾਲਾ 2. ਝੁਲਸ,1. பாலா 2. ப்ளைட்
1. ਜੰਮਿਆ ਹੋਇਆ 2. ਜੰਮਿਆ ਹੋਇਆ,1. உறைந்த 2. உறைந்த
ਫੰਕਸ਼ਨ,செயல்பாடு
1. ਫਰੂਟ ਫਾਲ 2. ਫਰੂਟ ਫਾਲ,1. பழம் வீழ்ச்சி 2. பழம் வீழ்ச்சி
ਫਲ ਬਣ,பழங்கள் ஆக
1. ਧੁਨੀ 2. ਧੁੰਦ,1. புகைத்தல் 2. புகைத்தல்
ਉੱਲੀਨਾਸ਼ਕ,பூஞ்சைக் கொல்லி
ਐਂਟੀਫੰਗਲ,பூஞ்சை எதிர்ப்பு
ਉੱਲੀ,பூஞ்சை
1. ਖੁਦਾ 2. ਸੀਤਾ,1. குத் 2. சீதா
1. ਫਿਊਜ਼ਨ 2. ਫਿਊਜ਼ਨ,1. இணைவு 2. இணைவு
ਕਪਾਹ ਉੱਨ,பருத்தி கம்பளி
ਵਾਲਾਂ ਵਾਲਾ,முடிகள் நிறைந்த
1. ਰੁੱਖ ਦਾ ਫੋੜਾ 2. ਪਿਟਿਕਾ,1. மரப்புண் 2. பிடிகா
1. ਗੇਮੇਟਸ 2. ਗੇਮੇਟਸ,1. கேமட்கள் 2. கேமட்கள்
1. ਬਾਗ 2. ਬਾਗ,1. தோட்டம் 2. தோட்டம்
1. ਪੰਸਲ 2. ਹਾਈਡਰੋਮੀਟਰ,1. பான்சால் 2. ஹைட்ரோமீட்டர்
ਜੀਨ ਸੰਗ੍ਰਹਿ,மரபணு சேகரிப்பு
ਜੀਨ ਟੈਗਨ,ஜீன் டேகன்
ਵੰਸ਼ਾਵਲੀ,பரம்பரை
ਜੀਨ ਨਕਸ਼ਾ,மரபணு வரைபடம்
ਜੈਨੇਟਿਕਸ,மரபியல்
1. ਜੀਨੋਮ 2. ਸੰਗੀਨ,1. ஜீனோம் 2. சங்கீன்
ਸੰਜੀਨੀ ਸੰਗ੍ਰਹਿ,சஞ்சினி சேகரிப்பு
ਜੀਨੋਮਿਕਸ,மரபியல்
ਜੀਨੋਟਾਈਪ,மரபணு வகை
1. ਜੀਨ ਬਣਤਰ 2. ਜੀਨ ਦੀ ਕਿਸਮ,1. மரபணு அமைப்பு 2. மரபணு வகை
ਲਿੰਗ,பரம்பரை
1. ਜੀਨਸ 2. ਵੰਸ਼,1. பேரினம் 2. பரம்பரை
1. ਜਰਮ 2. ਕੀਟਾਣੂ,1. கிருமி 2. கிருமி
ਕੀਟਾਣੂਨਾਸ਼ਕ,கிருமி நாசினி
ਉਗਣਾ,முளைத்தல்
1. ਜਰਮਪਲਾਜ਼ਮ 2. ਜਰਮਪਲਾਜ਼ਮ,1. ஜெர்ம்பிளாசம் 2. ஜெர்ம்பிளாசம்
gibberellic ਐਸਿਡ,ஜிபெரெலிக் அமிலம்
ਇਕੱਠਾ ਕਰਨਾ,பொறுக்கி
ਤੁਸ਼,துஷ்
1. ਗਲੁਟਨ 2. ਪੇਟੂ,1. பசையம் 2. பெருந்தீனி
glycolysis,கிளைகோலிசிஸ்
ਵਧੀਆ,நைஸ்
ਸੁਨਹਿਰੀ ਇਨਕਲਾਬ,பொன் புரட்சி
1. ਵਰਗੀਕਰਨ 2. ਵਰਗੀਕਰਨ 3. ਪੱਧਰੀਕਰਨ,1. வகைப்பாடு 2. வகைப்பாடு 3. அடுக்குப்படுத்தல்
1. ਗ੍ਰਾਫਟਡ ਪੌਦਾ 2. ਪੇਨਮਬਰਲ ਪਲਾਂਟ,1. ஒட்டு செடி 2. பெனும்பிரல் செடி
ਕਲਮ ਅਸੰਗਤ,பேனா சீரற்ற
ਗ੍ਰਾਨਾ,கிரானா
ਦਾਣੇ,குருணையாக்கம்
ਹਰੀ ਖਾਦ,பச்சை உரம்
ਹਰੀ ਕ੍ਰਾਂਤੀ,பசுமைப் புரட்சி
ਵਿਕਾਸ ਅਤੇ ਵਿਕਾਸ,வளர்ச்சி மற்றும் வளர்ச்சி
1. ਮਸੂੜਿਆਂ ਦੀ ਬਿਮਾਰੀ,1. ஈறு நோய்
ਵਿਪਰੀਤ ਲਿੰਗੀ,வேற்றுபாலின
1. ਪ੍ਰਕ੍ਰਿਤੀ 2. ਕੁਦਰਤ 3. ਰੂਪਗੁਣਾ 4. ਦਿੱਖ,1. பிரகிருதி 2. இயல்பு 3. ரூபகுணம் 4. தோற்றம்
1. ਓਲਾ 2. ਕਰਕਪਟ 3. ਕਰਕਾ,1. ஓலா 2. கர்கபட் 3. கர்கா
ਰੋਮਿਲਵਾਚ,ரோமில்வாட்ச்
ਖਾਰੇ ਗੱਠ,உப்பு நீர்க்கட்டி
ਹੈਰੋ,ஹாரோ
1. ਵਾਢੀ ਸੂਚਕਾਂਕ 2. ਵਾਢੀ ਸੂਚਕਾਂਕ,1. அறுவடை குறியீடு 2. அறுவடை குறியீடு
1. ਵਾਢੀ 2. ਵਾਢੀ ਹੋਈ ਫ਼ਸਲ 3. ਮੁਕੰਮਲ ਫ਼ਸਲ 4. ਝਾੜ,1. அறுவடை 2. அறுவடை செய்த பயிர் 3. முடிக்கப்பட்ட பயிர் 4. மகசூல்
1. ਵੱਢਣਾ 2. ਵਾਢੀ 3. ਵੱਢਣਾ,1. பறித்தல் 2. அறுவடை 3. பறித்தல்
1. ਅੰਡਾ ਦੇਣਾ 2. ਅੰਡੇ ਦੀ ਤਾਕਤ,1. முட்டை இடுதல் 2. முட்டை படை
ਸੁੱਕਾ ਘਾਹ,உலர்ந்த புல்
ਸੁੱਕੀ ਫੀਡ,உலர் தீவனம்
ਗੰਜੀ,கஞ்சி
ਧੁੰਦ,மூடுபனி
ਧੁੰਦਲਾ,மங்கலான
