English,Malayalam
exhaustion (fertility),പരീക്ഷയ് (ഫെർട്ടിലിറ്റി)
exploitation,ചൂഷണം
exploration,1. പര്യവേക്ഷണം 2. പര്യവേക്ഷണം
extrusion,1. എക്സ്ട്രൂഷൻ 2. എമിഷൻ
eye (sugarcane/potato),കണ്ണ്
factor,1. ഘടകം 2. ഘടകം 3. ഘടകം 4. റിസോഴ്സ്
factor productivity,ഘടകം ഉത്പാദനക്ഷമത
factorage,വ്യാപാരിയുടെ കിഴിവ്
factorial block design,ഫാക്‌ടോറിയൽ ബ്ലോക്ക് ഡിസൈൻ
facultative,ബദൽ
fallow,1. പട്ടി 2. പലിഹാർ
family,മൊത്തത്തിലുള്ള
farm appraisal,ഫീൽഡ് മൂല്യനിർണ്ണയം
farm budgeting,കാർഷിക ബജറ്റിംഗ്
farm business,കാർഷിക ബിസിനസ്സ്
farm planning,ഫീൽഡ് ആസൂത്രണം
farmer,1. കർഷകൻ 2. കർഷകൻ
farming,1. കൃഷി 2. കൃഷി
fasciation,കൂട്ടിയിടി
fecundation,ഒന്നിലധികം പ്രജനനം
fermentation,അഴുകൽ
fertility,ഫെർട്ടിലിറ്റി
fertilizer,വളം
fertilizer use efficiency,വളം ഉപയോഗം കാര്യക്ഷമത
fibrous,നാരുകളുള്ള
field,1. ഫാം 2. ഏരിയ 3. സ്ഥലം
field capacity,മണ്ണ് വെള്ളം പിടിക്കൽ
field demonstration,ഫീൽഡ് പ്രദർശനം
fixation,1. ഇമ്മൊബിലൈസേഷൻ 2. ഫിക്സേഷൻ 3. ഫിക്സേഷൻ
flooding,1. വെള്ളപ്പൊക്കം 2. ഇംപ്രെഗ്നേഷൻ
flow diagram,ഒഴുക്ക് ഡയഗ്രം
food value,ഭക്ഷണ മൂല്യം
forage (fodder),കാലിത്തീറ്റ
forecasting,പ്രവചനം
forest,വനം
forestation,വനവൽക്കരണം
frond,1. ടാഡ്പാർൺ 2. ഫോം
frost resistant,മഞ്ഞ് പ്രതിരോധം
frost,1. പാലാ 2. ബ്ലൈറ്റ്
frozen (fruit & vegetable),1. മരവിച്ച 2. മരവിച്ച
fructification,പ്രവർത്തനം
fruit drop,1. ഫ്രൂട്ട് ഫാൾ 2. ഫ്രൂട്ട് ഫാൾ
fruit -set (fruit setting),ഫലമായിത്തീരുന്നു
fumigation,1. ഫ്യൂമിഗേഷൻ 2. ഫ്യൂമിഗേഷൻ
fungicide,കുമിൾനാശിനി
fungistatic,ആന്റിഫംഗൽ
fungus,കുമിൾ
furow,1. ഖുദ് 2. സീത
fusion,1. ഫ്യൂഷൻ 2. ഫ്യൂഷൻ
fuzz,പഞ്ഞി
fuzzy,രോമമുള്ള
gall (Hort),1. ട്രീ അൾസർ 2. പിടിക
gamete,1. ഗേമറ്റുകൾ 2. ഗെയിമറ്റുകൾ
garden,1. പൂന്തോട്ടം 2. പൂന്തോട്ടം
gauge (water),1. പൻസാൽ 2. ഹൈഡ്രോമീറ്റർ
gene bank,ജീൻ ശേഖരണം
gene tagging,ജീൻ ടാഗൺ
geneology,വംശാവലി
genetic map,ജീൻ മാപ്പ്
genetics,ജനിതകശാസ്ത്രം
genome,1. ജീനോം 2. സംഗീൻ
genomic library,സഞ്ജിനി ശേഖരം
genomics,ജനിതകശാസ്ത്രം
genotype,ജനിതകരൂപം
genotype,1. ജീൻ ഘടന 2. ജീൻ തരം
genus,വംശാവലി
genus,1. ജനുസ്സ് 2. വംശം
germ,1. ബീജം 2. ബീജം
germicide,അണുനാശിനി
germination,മുളപ്പിക്കൽ
germplasm,1. ജെർംപ്ലാസ്ം 2. ജെർംപ്ലാസം
gibberellic acid,ഗിബ്ബെറലിക് ആസിഡ്
ginning,പെറുക്കുക
glume,തുഷ്
glutinous,1. ഗ്ലൂറ്റൻ 2. ഗ്ലൂട്ടണി
glycolysis,ഗ്ലൈക്കോളിസിസ്
gneiss,കൊള്ളാം
golden revolution,സുവർണ്ണ വിപ്ലവം
grading,1. വർഗ്ഗീകരണം 2. വർഗ്ഗീകരണം 3. വർഗ്ഗീകരണം
grafted plant,1. ഒട്ടിച്ച ചെടി 2. പെൻബ്രൽ ചെടി
graft-incompatible,പേന പൊരുത്തമില്ലാത്ത
granna,ഗ്രാന
granulation,ഗ്രാനുലേഷൻ
green manure,പച്ചിലവളം
green revolution,ഹരിത വിപ്ലവം
growth and development,വളർച്ചയും വികസനവും
gummosis,1. മോണരോഗം
gynodioecious,ഭിന്നലിംഗക്കാരൻ
habit,1. പ്രകൃതി 2. പ്രകൃതി 3. രൂപഗുണ 4. ഭാവം
hail,1. ഓല 2. കർക്കപ്പട്ട് 3. കർക്ക
hairyvetch,റോമിൽ വാച്ച്
halophyte,സലൈൻ സിസ്റ്റ്
harrow,ഹാരോ
harvest index,1. വിളവെടുപ്പ് സൂചിക 2. വിളവെടുപ്പ് സൂചിക
harvest,1. വിളവെടുപ്പ് 2. വിളവെടുത്ത വിള 3. പൂർത്തിയായ വിള 4. വിളവ്
harvesting,1. പറിക്കൽ 2. വിളവെടുപ്പ് 3. പറിക്കൽ
hatch,1. മുട്ടയിടൽ 2. മുട്ട ശക്തി
hay,ഉണങ്ങിയ പുല്ല്
haylage,ഉണങ്ങിയ തീറ്റ
haystock,ഗഞ്ചി
haze,മൂടൽമഞ്ഞ്
hazy,മൂടൽമഞ്ഞ്
head (Agro),1. ബാലി 2. സിത്ത 3. മുണ്ടക് 4. ടോപ്പ് 5. തല 6. സിറ
head (of channel),തോടിന്റെ അവസാനം
heading back,മുകളിൽ അരിവാൾകൊണ്ടു
hedge,വേലി
hedging,കസ്റ്റഡി
helix,കുണ്ഡലിനി
hematite,ഹെമറ്റൈറ്റ്
herb,1. സസ്യം 2. സസ്യം
herbarium,1.ബൊട്ടാണിക്കൽ ശേഖരം 2.ബൊട്ടാണിക്കൽ മ്യൂസിയം
herbicide,കളനാശിനി
heredity,പാരമ്പര്യം
heretability,പാരമ്പര്യം
hermaphrodite,ബൈസെക്ഷ്വൽ
heterochromatic,ഹെറ്ററോക്രോമാറ്റിക്
heterofertilization,heterofertilization
heterosis,1. ഹൈബ്രിഡോസ് 2. ഹെറ്ററോസിസ്
heterosome,സെക്സ്ക്രോമസോമുകൾ
heterotroph,വളർത്തി
hexaploid,ഹെക്സാഡെസിമൽ
hibernate,തണുത്ത സുഷുപ്തി
high density planting,ഉയർന്ന സാന്ദ്രത നടീൽ
hill (rice),1. പിൻഡ്ലക്ക് 2. കുന്ന് (നെല്ല്)
histogram,ഹിസ്റ്റോഗ്രാം
hitech horticulture,ഹൈടെക് ഹോർട്ടികൾച്ചർ
hive,1.തൈര് 2. കൂട്
hoeing,1. കളനിയന്ത്രണം 2. കളനിയന്ത്രണം
holding,പിടിക്കുന്നു
home farm,സ്വകാര്യ ഫാം
homeostasis,ഹോമിയോസ്റ്റാസിസ്
homestead,മാതൃഭൂമി
homogeneity,ഏകതാനത
homogenous,1. ഏകതാനമായ 2. ഏകതാനമായ
homologus,സഹതാപം
homozygote,ഹോമോസൈഗസ്
hopper,1. ഖുറിക്ക 2. ഭക്ഷണ പാത്രം 3. ഹാപ്പർ
horizon,1. പാളി 2. ചക്രവാളം
horticultural crops,ഹോർട്ടികൾച്ചറൽ വിളകൾ
horticulture,1. ഹോർട്ടികൾച്ചർ 2. ഹോർട്ടികൾച്ചർ 3. ഹോർട്ടികൾച്ചർ 4. ഹോർട്ടികൾച്ചർ
