Odiya,English
ହାଇଡ୍ରୋମୋର୍ଫିକ୍ ମାଟି |,Hydromorphic soil
ହାଇଡ୍ରୋଫିଲିକ୍ କୋଲଏଡ୍ |,Hydrophilic colloid
ହାଇଡ୍ରୋଫୋବିକ୍ କୋଲଏଡ୍ |,Hydrophobic colloid
ହାଇଡ୍ରୋଷ୍ଟାଟିକ୍ ଚାପ ଅନୁପାତ |,Hydrostatic pressure ratio
ହାଇଗ୍ରୋସ୍କାପ୍ଟିକ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,Hygroscaptic coefficient
ହାଇଗ୍ରୋସ୍କୋପିକ୍ ଆର୍ଦ୍ରତା |,Hygroscopic moisture
ହାଇଡ୍ରୋସ୍କୋପିକ୍ଟି |,Hydroscopicity
ହାଇଗ୍ରୋସ୍କୋପିକ୍ ଆର୍ଦ୍ରତା |,Hygroscopic moisture
ହାଇପରବାରିକ୍ ଚାମ୍ବର |,Hyperbaric chamber
ହାଇପରଷ୍ଟାଟିକ୍ ଫ୍ରେମ୍ |,Hyperstatic frame
ହାଇପୋସୋମିଟର |,Hypsometer
ଆଲୋକ,Illumination
ଇମ୍ବିବେସନ୍ ଆର୍ଦ୍ରତା |,Imbibation moisture
ଅପରିପକ୍ୱ ମାଟି |,Immature soil
ପ୍ରଭାବିତ ଡକ୍ |,Impounded dock
ଜମି ରାଜସ୍ୱ ବୃଦ୍ଧି,Increment of land revenue
ସ୍ Independ ାଧୀନ ସ୍କାଫୋଲ୍ଡ |,Independent scaffold
ପ୍ରେରିତ |,Indurated
ପ୍ରାରମ୍ଭିକ ସମ୍ମାନ,Initial prestress
ପ୍ରାରମ୍ଭିକ ଟେନସନ |,Initial tension
ଆଭ୍ୟନ୍ତରୀଣ ଜଳପଥ ବନ୍ଦର |,Inland waterway port
ଇନସୁଲେଟିଂ ବୋର୍ଡ |,Insulating board
ମଧ୍ୟବର୍ତ୍ତୀ ବନ୍ଦର |,Intermediate port
ଆଭ୍ୟନ୍ତରୀଣ ଘର୍ଷଣ |,Internal friction
ଇଣ୍ଟ୍ରାଜୋନାଲ ମାଟି |,Intrazonal soil
ଆଇନ୍,Ion
ଆଇନ୍ ବିନିମୟ |,Ion exchange
ଲୁହା ପ୍ୟାନ |,Iron pan
ଜଳସେଚିତ ଜମି |,Irrigated land
ଜଳସେଚନ,Irrigation
ଜଳସେଚନ ବନ୍ଦ,Irrigation cess
ଜାମ୍,Jamb
ଜୋଗଲ୍ |,Joggle
ଜୋଗଲ୍ ପିନ୍ |,Joggle pin
ଜୁଲେ |,Joule
ଜମ୍ପର୍ |,Jumper
କିଲୋଗ୍ରାମ |,Kilogram
କିଲୋଗ୍ରାମ ଫୋର୍ସ |,Kilogram force
କିଲୋଗ୍ରାମ ଫୋର୍ସ ମିଟର |,Kilogram force meter
କିଲୋୱାଟ ଘଣ୍ଟା |,Kilowatt hour
ରାଜା ବନ୍ଦ,King closure
ରୋଷେଇ ଘର |,Kitchen
ସ୍ତମ୍ଭ,Laced column
ଲଗିଂ,Lagging
ଲାମେଲା ମୂଳ |,Lamella root
ଲାମିନାର୍ ପ୍ରବାହ |,Laminar flow
ଦୀପ ଗର୍ତ୍ତ |,Lamp hole
ଜମି ଅଧିଗ୍ରହଣ,Land accretion
ଭୂମି ସ୍ଲାଇଡିଂ |,Land sliding
ଲାଟେରାଇଟ୍ |,Laterite
ଲାଟେରାଇଟ୍ ମାଟି |,Laterite soil
ବହୁ ସଂଖ୍ୟକ ନିୟମ |,Law of large numbers
ଲେଆଉଟ୍ ଯୋଜନା |,Layout plan
ଲେଜର,Ledger
ଚୂନ ପ୍ୟାନ |,Lime pan
ଲିନଟେଲ୍ |,Lintel
ତରଳ ସୀମା |,Liquid limit
ଲାଇଭ୍ ଲୋଡ୍ |,Live load
ଲୋମ୍ |,Loam
ସ୍ଥାନୀୟ ନିଷ୍କାସନ ଭେଣ୍ଟିଲେସନ୍ |,Local exhaust ventilation
ଲୋକୋ ଅଗଣା |,Loco yard
ଲୋସ୍ |,Loess
ନିମ୍ନ ପ୍ଲାଷ୍ଟିକ୍ ସୀମା |,Lower plastic limit
କମ୍ ଉତ୍ତାପ ସିମେଣ୍ଟ |,Low heat cement
ମେସିନ୍ ମୋଲିଡିଂ |,Machine moulding
ମାକ୍ରୋଷ୍ଟ୍ରକଚର |,Macrostructure
ମୁଖ୍ୟ ମୁଖ୍ୟ ନିୟନ୍ତ୍ରକ |,Main head regulator
ମୁଖ୍ୟ ବନ୍ଦର,Main port
ମେକ୍ଅପ୍ ବାୟୁ |,Makeup air
ମାନସାର୍ଡ |,Mansard
ମାର୍ଶାଘାଇ ଅଗଣା |,Marshalling yard
ମାନସ,Masonry
ପରିପକ୍ୱ ତାପମାତ୍ରା |,Maturing temperature
ମେଜଜାନାଇନ୍ ଚଟାଣ |,Mezzanine floor
ଯାନ୍ତ୍ରିକ ବିଶ୍ଳେଷଣ |,Mechanical analysis
ଯାନ୍ତ୍ରିକ ଭେଣ୍ଟିଲେସନ୍ |,Mechanical ventilation
ମେଟ୍ରିକ୍ ସିଷ୍ଟମ୍ |,Metric system
ମାଇକ୍ରୋସ୍ଟ୍ରଷ୍ଟ୍ରକଚର |,Microstructure
ମିଲି ସମାନ |,Milli equivalent
ଲିଟର ପିଛା ମିଲି ସମାନ |,Milli equivalent per litre
ମିନେରାଲ୍ |,Mineral
ଖଣିଜ ମାଟି |,Mineral soil
ଛୋଟ ବନ୍ଦର,Minor port
ମିତ୍ରେଡ୍ ବନ୍ଦ |,Mitred closure
ମୋବାଇଲ୍ ମାଟି କୋଲଏଡ୍ |,Mobile soil colloid
ଆର୍ଦ୍ରତା ବିଷୟବସ୍ତୁ |,Moisture content
ଆର୍ଦ୍ରତା ଗ୍ରେଡିଏଣ୍ଟ୍ |,Moisture gradient
ମୋନୋଲିଥ୍ |,Monolith
ମୋନୋରାଇଲ୍ |,Monorail
ଜାତୀୟ ବନ୍ଦର ପରିଷଦ |,National harbour council
ପ୍ରାକୃତିକ ଶଯ୍ୟା |,Natural bed
ପ୍ରାକୃତିକ ସମାପ୍ତି |,Natural finish
ପ୍ରାକୃତିକ ବନ୍ଦର,Natural harbour
ପ୍ରାକୃତିକ ଭେଣ୍ଟିଲେସନ୍ |,Natural ventilation
ନାଭାଲ୍ ବନ୍ଦର,Naval harbour
ନ୍ୟୁଟନ୍ |,Newton
ଅଣ ୟୁନିଫର୍ମ ପ୍ରବାହ |,Non uniform flow
ଜଳ ହାର ଦଖଲ କରେ |,Occupies water rate
ତେଲ ରଙ୍ଗ |,Oil paint
ତେଲ କୂଅ ସିମେଣ୍ଟ |,Oil well cement
ଖୋଲା ଚ୍ୟାନେଲ ପ୍ରବାହ |,Open channel flow
ସର୍ବୋଚ୍ଚ ଆର୍ଦ୍ରତା |,Optimum moisture
ଜ Organ ବିକ ମାଟି |,Organic soil
ଓରିଏଣ୍ଟେସନ୍,Orientation
Orthogonal,Orthogonal
ଅର୍ଟଷ୍ଟାଇନ୍ |,Ortstein
ବାହ୍ୟ ସଙ୍କେତ,Outer signal
ଅକ୍ସିଡେସନ୍ |,Oxidation
ପାନ୍ଟ୍ରି |,Pantry
ପାରାପେଟ୍ |,Parapet
ପାରାପେଟ୍ କାନ୍ଥ |,Parapet wall
ପିତାମାତା ସାମଗ୍ରୀ |,Parent material
ପେବଲ୍ କାଷ୍ଟ ପ୍ଲାଷ୍ଟର |,Pebble cast plaster
ପେଡାଲଫର୍ |,Pedalfer
ପେଡୋକାଲ୍ |,Pedocal
ପେଡୋଜେନେସିସ୍ |,Pedogenesis
ପେଡୋଲୋଜି |,Pedology
ପେଡୋସଫିସର୍ |,Pedosphere
ପେନେଟ୍ରୋମିଟର |,Penetrometer
ପେଣ୍ଟ ଛାତ |,Pent roof
ପେପ୍ଟାଇଜିଂ ଏଜେଣ୍ଟ |,Peptizing agent
ବିଶ୍ଳେଷଣର ସମୟ |,Period of analysis
Perpend,Perpend
ପର୍ସପର୍ସନ୍ |,Persorption
ପିଆର୍ |,Pier
ପାଇଲଷ୍ଟର |,Pilaster
ପିଚ୍,Pitch
ଛାତ ଛାତ,Pitched roof
ସାଧା କଂକ୍ରିଟ୍ |,Plain concrete
ବିମାନ କୋଣ,Plane angle
ସମତଳ ପ୍ରାଙ୍ଗଣ,Plain yard
ପ୍ଲାନସୋଲ୍ |,Plansol
ପ୍ଲାଷ୍ଟିକ୍ ସ୍ଥିରତା |,Plastic consistency
ପ୍ଲାଷ୍ଟିକ୍ |,Plasticity
ପ୍ଲାଷ୍ଟିକ୍ ଇଣ୍ଡେକ୍ସ |,Plasticity index
ପ୍ଲାଷ୍ଟିକ୍ ସୀମା |,Plasticity limit
ପ୍ଲାଷ୍ଟିକ୍ ପରିସର |,Plasticity range
ପ୍ଲାଟି ଗଠନ |,Platy structure
ପ୍ଲିଣ୍ଟ୍ |,Plinth
ହଳ ମାଟି,Plough soil
ଘିଅ ପଥର |,Plum stone
ପୋଡଜୋଲ୍ |,Podzole
ସୂଚାଉଛି |,Pointing
ବହୁମୁଖୀ କାନ୍ଥ |,Polygonal wall
ଖୋଲା ସ୍ଥାନ |,Pore space
ବନ୍ଦର,Port
ସକରାତ୍ମକ ଭେଣ୍ଟିଲେସନ୍ |,Positive ventilation
ପ୍ରିରି ମାଟି |,Prairie soil
ସଠିକତା,Precision
ପ୍ରାଥମିକ କଣିକା |,Primary particle
ପ୍ରିଜାମେଟିକ୍ ଗଠନ |,Prismatic structure
ଉତ୍ପାଦକ କାର୍ଯ୍ୟ |,Productive work
ପ୍ରକଳ୍ପ ଯଥାର୍ଥତା |,Project justification
ପ୍ରତିରକ୍ଷା କାର୍ଯ୍ୟ |,Protective work
ସିଉଡୋ-ମାଇସେଲିୟମ୍ |,Pseudo-mycelium
ପୁଡଲ୍ |,Puddle
ପଗ୍ କରିବା |,Pugging
ପୁମିସ୍ |,Pumice
ପୁଞ୍ଚେନ୍ |,Puncheon
ପପୁଟ୍,Puppet
ପୁଟଲଗ୍ |,Putlog
ପୁଟ୍ଲଗ୍ ସ୍କାଫୋଲ୍ଡ |,Putlog scaffold
ପରିମାଣ ସର୍ବେକ୍ଷଣକାରୀ |,Quantity surveyor
କ୍ୱାରି ସପ୍ |,Quarry sap
କ୍ୱେ,Quay
ରାଣୀ ବନ୍ଦ,Queen closure
କୁଇନ୍ |,Quoin
ରାଫ୍ଟ ଫାଉଣ୍ଡେସନ୍ |,Raft foundation
ରାକର୍ |,Raker
Raking,Raking
ବନ୍ଧନ,Raking bond
ଫ୍ଲାସ୍ କରିବା,Raking flashing
ଶୀଘ୍ର ଭିନ୍ନ ଭିନ୍ନ ପ୍ରବାହ |,Rapidly varying flow
ପୁନରୁଦ୍ଧାରଯୋଗ୍ୟ ଦେୟ |,Recoverable payment
ଲାଲ ପୃଥିବୀ |,Red earth
ଲାଲ୍ ଲୋମ୍ |,Red loam
ନିୟାମକ,Regulator
ରେଗୁର କିମ୍ବା କଳା ସୂତା ମାଟି |,Regur or black cotton soil
ପରିଶୋଧ ଚୁକ୍ତି,Repayment contract
ଅବଶିଷ୍ଟ ସଙ୍କୋଚନ |,Residual shrinkage
ଅବଶିଷ୍ଟ ମାଟି |,Residual soil
ପ୍ରକାଶ କରନ୍ତୁ |,Reveal
ପିନ୍ ପ୍ରକାଶ କରନ୍ତୁ |,Reveal pin
ଟାଇ ପ୍ରକାଶ କରନ୍ତୁ |,Reveal tie
ରିଜ୍,Ridge
ରିଜ୍ କ୍ୟାପିଙ୍ଗ୍ |,Ridge capping
ନଦୀ,River
ରାସ୍ତା ସ୍ଥିର,Road stead
କଠିନ ପ୍ଲାଷ୍ଟର |,Rough plaster
ଅଳିଆ |,Rubble
ଅଳିଆ ଆବର୍ଜନା |,Rubble masonry
ଅଳିଆ ଆବର୍ଜନା |,Rubble walling
ଚାଲୁଥିବା ପରିମାପ |,Running measurement
ନିରାପଦ ବହନ କ୍ଷମତା |,Safe bearing capacity
ଲୁଣ ଗ୍ଲେଜ୍ |,Salt glaze
ନମୁନା ଆକାର,Sample size
ନମୁନା ବଣ୍ଟନ,Sampling distribution
ନମୁନା ତ୍ରୁଟି |,Sampling error
ବାଲି,Sand
ବାଲି ଶେଷ,Sand finish
ବାଲି ହାତ ତିଆରି,Sand hand moulding
ବାଲିଯାତ୍ରା |,Sanding
ପରିପୂର୍ଣ୍ଣ ମାଟି,Saturated soil
ସନ୍ତୁଳିତ ମାଟି ପେଷ୍ଟ |,Saturated soil paste
ସାଚୁଚରେସନ୍ ଏକ୍ସଟ୍ରାକ୍ଟ |,Saturation extract
ସାଚୁଚରେସନ୍ ଶତକଡା,Saturation percentage
ସସ୍ ଗମ୍ବୁଜ |,Saucer dome
ସ୍କାଫୋଲ୍ଡ |,Scaffold
ସ୍କିଷ୍ଟ୍ |,Schist
ସମୁଦ୍ର ବନ୍ଦର,Sea port
ଗୁପ୍ତ ଗୁଟର୍ |,Secret gutter
ଦ୍ୱିତୀୟ |,Second
ଅବତରଣ ବିଶ୍ଳେଷଣ |,Sedimentation analysis
ସେମି-କୃତ୍ରିମ ବନ୍ଦର |,Semi-artificial harbour
ସେମି ଜୁଆର ଡକ୍ |,Semi tidal dock
ସେନିଲ୍ |,Senile
ଶେଲ୍,Shale
ସିଟ୍ ଗଦା |,Sheet pile
ସଙ୍କୋଚନ ସୀମା |,Shrinkage limit
ବନ୍ଦ,Shuttering
ସିଆଲିଟିକ୍ ମାଟି |,Siallitic soil
ସିରୋଜେମ୍ |,Sierozem
ସିଲ୍ |,Sill
ସିଲ୍ଟ |,Silt
ଏକକ ଫ୍ଲେମିସ୍ ରକ୍ତ |,Single flemish blood
ଏକକ ଶସ୍ୟ ଗଠନ |,Single grained structure
କଙ୍କାଳ ମାଟି |,Skeletal soil
ସ୍କର୍ଟିଂ,Skirting
ଶୋଇବା କାନ୍ଥ |,Sleeper wall
ସାଇଡ୍ ଗୁଟର୍ |,Side gutter
ସ୍ଲାଇଡ୍ ନିୟମ |,Slide rule
ସ୍ଲିପ୍ ଡକ୍ |,Slip dock
ସ୍ମୋନିଜା |,Smoniza
ଭିଜିବା |,Soaking
ମୃତ୍ତିକା ସଙ୍ଗଠନ |,Soil association
ମୃତ୍ତିକା ଶ୍ରେଣୀ,Soil class
ମୃତ୍ତିକା ଜଟିଳ |,Soil complex
ମୃତ୍ତିକାର ସ୍ଥିରତା |,Soil consistency
ମୃତ୍ତିକା ପରିବାର |,Soil family
ମୃତ୍ତିକା ଫ୍ରେମ୍ କାମ |,Soil frame work
ମୃତ୍ତିକାର ଆର୍ଦ୍ରତା |,Soil moisture
ମୃତ୍ତିକାର ଆର୍ଦ୍ରତା ବୃଦ୍ଧି |,Soil moisture accretion
ମୃତ୍ତିକାର ଆର୍ଦ୍ରତା ଅଭାବ |,Soil moisture deficit
ମୃତ୍ତିକା ରୂପବିଜ୍ ology ାନ |,Soil morphology
ମୃତ୍ତିକା କଣିକା |,Soil particle
ମୃତ୍ତିକା ପର୍ଯ୍ୟାୟ |,Soil phase
ମୃତ୍ତିକା ପ୍ରୋଫାଇଲ୍ |,Soil profile
ମୃତ୍ତିକା ପ୍ରତିକ୍ରିୟା |,Soil reaction
ମୃତ୍ତିକା ଅଲଗା ହୁଏ |,Soil separates
ମୃତ୍ତିକା କ୍ରମ |,Soil series
ମୃତ୍ତିକା ସମାଧାନ |,Soil solution
ମୃତ୍ତିକା ଗଠନ,Soil structure
ମୃତ୍ତିକା ଗଠନ,Soil texture
ମୃତ୍ତିକା ପ୍ରକାର |,Soil type
ସୋଲମ୍ |,Solum
Sorption,Sorption
ସ୍ପଲ୍,Spalls
ନିର୍ଦ୍ଦିଷ୍ଟ ଆୟନ ପ୍ରଭାବ |,Specific ion effect
ବର୍ଗାକାର କୋର୍ସଡ୍ ଅଳିଆ ଆବର୍ଜନା |,Squared coursed rubble masonry
ସ୍କ୍ୱାର୍ଡ ନିୟମିତ କୋର୍ସଡ୍ ଅଳିଆ ଆବର୍ଜନା |,Squared regular coursed rubble masonry
ସ୍ଥିର ପ୍ରବାହ |,Steady flow
ଷ୍ଟେପ୍ ଫ୍ଲାସ୍,Stepped flashing
ସ୍ଥିରତା |,Stickiness
ଷ୍ଟିକ୍ ପଏଣ୍ଟ |,Sticking point
ପଥର |,Stone
ସ୍ଲପ୍ ହ୍ୟାଣ୍ଡ ମୋଲିଡିଂ |,Slop hand moulding
ଷ୍ଟ୍ରାପ୍ ହିଙ୍ଗ୍ |,Strap hinge
ଷ୍ଟ୍ରୋ ବୋର୍ଡ |,Straw board
ଷ୍ଟ୍ରିମ୍,Stream
ଚାପ,Stress
ଷ୍ଟ୍ରେଚର୍,Stretcher
ଷ୍ଟ୍ରେଚର୍ ବଣ୍ଡ୍ |,Stretcher bond
ଷ୍ଟ୍ରେଚର୍ ପାଠ୍ୟକ୍ରମ,Stretcher course
ବାକ୍ୟ,String
ଷ୍ଟ୍ରିଙ୍ଗ୍ ପାଠ୍ୟକ୍ରମ,String course
ଗଠନ କାରକ |,Structure factor
ସଂରଚନା ସୂଚକାଙ୍କ |,Structure index
ଷ୍ଟୁକୋ |,Stucco
ଅଧ୍ୟୟନ |,Stud
ଷ୍ଟାଇଲୋବେଟ୍ |,Stylobate
ଉପ ମାଟି |,Sub soil
ଉପ ଗଠନ,Sub structure
ସମୀକରଣ ବକ୍ର,Summation curve
ସୂର୍ଯ୍ୟ ମିକା |,Sun mica
ସୁପର ଗଠନ,Super structure
ସର୍ବେକ୍ଷଣକାରୀ |,Surveyor
S- ମୂଲ୍ୟ,S-value
ଚୋରାମାଲ,Swag
ସ୍ an ାନ୍ ବେକ,Swan neck
ତମ୍ବୁ,Tabernacle
ଟେବୁଲ୍ ହ୍ୟାଣ୍ଡ ମୋଲିଡିଂ |,Table hand moulding
ଟ୍ୟାଙ୍କିଂ |,Tanking
ଟେମ୍ପିଏଟୋ |,Tempietto
ତାପମାତ୍ରା,Tempering
ଟେମ୍ପଲେଟ୍ |,Template
ଟେମ୍ପଲେଟ୍ |,Template
ଟେପିଡାରିୟମ୍ |,Tepidarium
ଟେରାକୋଟା |,Terracotta
ଟେରା ରୋସା |,Terra rosa
ଟେରାଜଜୋ |,Terrazzo
ଟେଟ୍ରା ଶ style ଳୀ,Tetra style
ସୀମା ସୀମା ମୂଲ୍ୟ,Threshold limit value
ଗଳା,Throat
ପଥର ମାଧ୍ୟମରେ |,Through stone
ଜୁଆର ବେସିନ |,Tidal basin
ଟାଇ ବାର୍ |,Tie bar
ବିମ୍ ବାନ୍ଧ |,Tie beam
ବାଡ଼ି ବାନ୍ଧ |,Tie rod
ତିରସ୍,Tirs
ସହନଶୀଳତା |,Tolerance
ଦାନ୍ତ,Toothing
ଉପର ମାଟି କିମ୍ବା ଭୂପୃଷ୍ଠ ମାଟି |,Top soil or surface soil
ସମୁଦାୟ ପୋରୋସିଟି |,Total porosity
ଟ୍ରେସରୀ,Tracery
ଟ୍ରେନ୍ ପ୍ରତିରୋଧ |,Train resistance
ଟ୍ରାନ୍ସସେପ୍ଟ,Transept
ଗତିଶୀଳ ମାଟି |,Transitional soil
ଟ୍ରାନ୍ସମ୍ |,Transom
ପରିବହନ ମାଟି |,Transport soil
ଉପନଦୀ,Tributary
ଟ୍ରାଇଫୋରିୟମ୍ |,Triforium
ଟ୍ରାଇଗ୍ଲିଫ୍ |,Triglyph
କଟା ମାଟି |,Truncated soil
ଅଶାନ୍ତ ପ୍ରବାହ |,Turbulent flow
ଟୁରେଟ୍ |,Turret
ଟାଇମ୍ପର୍ ନମ୍,Tympar num
ଅନ୍ତିମ ବହନ କ୍ଷମତା |,Ultimate bearing capacity
ଅନ୍ତିମ ph,Ultimate ph
ଅଣସଂରକ୍ଷିତ ରାଣ୍ଡମ ପଥର ନିର୍ମାଣ |,Uncoursed random rubble masonry
ଅଣସଂରକ୍ଷିତ ସ୍କ୍ୱାର୍ଡ ଅଳିଆ ଆବର୍ଜନା |,Uncoursed squared rubble masonry
ଅଣ୍ଡରକ୍ରଫ୍ଟ |,Undercroft
ଅସମ୍ପୂର୍ଣ୍ଣ ପୋରୋସିଟି |,Unfilled porosity
ୟୁନିଫର୍ମ ପ୍ରବାହ |,Uniform flow
ୟୁନିଟ୍ ଫ୍ରେମ୍ ପ୍ରକାର ସ୍କାଫୋଲ୍ଡ |,Unit frame type scaffold
ଅଣ-ଉତ୍ପାଦନ କାର୍ଯ୍ୟ |,Unproductive work
ଅସନ୍ତୁଷ୍ଟ ମାଟି |,Unsaturated soil
ଅସ୍ଥିର ପ୍ରବାହ |,Unsteady flow
ଉପର ପ୍ଲାଷ୍ଟିକ୍ ସୀମା |,Upper plastic limit
ଉପତ୍ୟକା,Valley gutter
ଭାଲ୍ଟ |,Vault
ଭେଟାରିୟମ୍ |,Vetarium
ଭେଣ୍ଟିଲେସନ୍ |,Ventilation
ଭେଣ୍ଟିଲେଟର,Ventilator
ଭେରାମଦା,Veramdah
ଭେଷ୍ଟିବୁଲ୍ |,Vestibule
ଭିଲ୍ଲା,Villa
