Gujarati,Hindi
નેશનલ હાર્બર કાઉન્સિલ,राष्ट्रीय पोताश्रय परिषद
કુદરતી પથારી,प्राकृतिक तल
કુદરતી પૂર્ણાહુતિ,प्राकृतिक परिष्कृति
કુદરતી બંદર,प्राकृतिक पोताश्रय
કુદરતી વેન્ટિલેશન,प्राकृतिक संवातन
નેવલ બંદર,जल सेना पोताश्रय
ન્યુટન,न्यूटन
બિન-સમાન પ્રવાહ,असम प्रवाह
પાણીનો દર રોકે છે,उपभोक्ता जल दर
ઓઇલ પેઇન્ટ,तेल रंगलेप
તેલનો કૂવો સિમેન્ટ,तेल कूप सीमेंट
ચેનલ ફ્લો ખોલો,मुक्त पृष्ठ वाहिका प्रवाह
મહત્તમ ભેજ,अनुकूलतम आर्द्रता
ઓર્ગેનિક માટી,जैव मृदा
ઓરિએન્ટેશન,अभिविन्यास
ઓર્થોગોનલ,लाम्बिक
ઓર્ટસ્ટેઇન,ओर्टस्टीन
બાહ્ય સંકેત,बाह्य सिगनल
ઓક્સિડેશન,ऑक्सीकरण
પેન્ટ્રી,रसोई भण्डार
પેરાપેટ,मुंडेेर
પેરાપેટ દિવાલ,मुंडेर दीवार
પિતૃ સામગ્રી,मूल सामग्री
પેબલ કાસ્ટ પ્લાસ્ટર,बजरी प्लास्टर
પેડલફર,पेडल्फर
પેડોકલ,पेडोकल
પેડોજેનેસિસ,मृदा उत्पत्ति
પેડોલોજી,मृदा रचना विज्ञान
પીડોસ્ફિયર,मृदा मंडल
પેનેટ્રોમીટર,वेधनमापी
પેન્ટ છત,छज्जा छत
પેપ્ટાઇઝિંગ એજન્ટ,पाचक कर्मक
વિશ્લેષણનો સમયગાળો,विश्लेषण अवधि
પેપેન્ડ,खड़ा जोड़
શોષણ,आशोषण
પિયર,प्रस्तम्भ
પિલાસ્ટર,भित्ति स्तम्भ
પીચ,ढाल/प्रवणता
ખાડાવાળી છત,ढालू छत
સાદો કોંક્રિટ,अप्रबलित कंक्रीट
પ્લેન કોણ,समतल कोण
સાદો યાર્ડ,समतल यार्ड
પ્લાન્સોલ,प्लानसॉल
પ્લાસ્ટિક સુસંગતતા,सुघट्यता संसक्ति
પ્લાસ્ટીસીટી,पराप्रत्यास्थता
પ્લાસ્ટિસિટી ઇન્ડેક્સ,सुघट्यता सूचकांक
પ્લાસ્ટિસિટી મર્યાદા,सुघट्यता सीमा
પ્લાસ્ટિસિટી શ્રેણી,सुघट्यता पिरसर
પ્લેટી માળખું,पटली संरचना
પ્લિન્થ,कुरसी
ખેડાણની માટી,हल मृदा
આલુ પથ્થર,प्लम पत्थर
પોડઝોલ,पाडजोल
નિર્દેશ,टीप
બહુકોણીય દિવાલ,बहुकोणी दीवार
છિદ્ર જગ્યા,रंध्र अवकाश
બંદર,पत्तन
હકારાત્મક વેન્ટિલેશન,प्रभावी संवातन
પ્રેરી માટી,प्रशाद्वल मृदा
ચોકસાઇ,परिशुद्धता
પ્રાથમિક કણ,प्राथमिक कण
પ્રિઝમેટિક માળખું,प्रिज्मीय संरचना
ઉત્પાદક કાર્ય,उत्पादक कार्य
પ્રોજેક્ટનું સમર્થન,परियोजना औचित्य समर्थन
રક્ષણાત્મક કાર્ય,संरक्षक कार्य
સ્યુડો-માયસેલિયમ,आभासी माइसीलियम
ખાબોચિયું,पडल
પગીંગ,रौंदना
પ્યુમિસ,झाँवा
પંચોન,थूनी
કઠપૂતળી,पपेट
પુટલોગ,कड़ी
પુટલોગ સ્કેફોલ્ડ,धारण पल्लियों का पाड़
જથ્થો સર્વેયર,मात्रा सर्वेक्षक
ખાણનો રસ,खदान रस
ક્વે,भित्ति घाट
રાણી બંધ,मादा डेली/क्वीन क्लोजर
ક્વોઈન,कोनिया
રાફ્ટ ફાઉન્ડેશન,रैफ्ट बेड़ा नींव
રેકર,तिरछी टेक
રેકિંગ,रेकिंग
રેકિંગ બોન્ડ,तिरछी चाल
Raking ફ્લેશિંગ,नति जलरोधी झिल्ली
ઝડપથી બદલાતો પ્રવાહ,द्रुत परिवर्ती प्रवाह
વસૂલપાત્ર ચુકવણી,वसूलीयोग्य भुगतान
લાલ પૃથ્વી,लाल मिट्टी
લાલ લોમ,लाल दुमट
રેગ્યુલેટર,नियंत्रक/रेगुलेटर
રેગુર અથવા કાળી કપાસની માટી,रेगर या काली कपासी मृदा
ચુકવણી કરાર,वापस भुगतान ठेका
શેષ સંકોચન,अवशिष्ट संकुचन
શેષ માટી,अवशिष्ट मृदा
ઉઘાડી,बाह्य पक्ष
પીન જણાવો,बाह्य पक्ष पिन
ટાઈ જાહેર કરો,बाह्य पक्ष बंधक
રિજ,कूट
રિજ કેપિંગ,कूट मुंडेरी
નદી,नदी
રોડ સ્ટેડ,पोताश्रेय द्रोणों
રફ પ્લાસ્ટર,दानेदार प्लास्टर
રોડાં,ढोंका
રોડાં ચણતર,ढोका चिनाई
રોડાંની દિવાલ,ढोंका भित्ति
ચાલી રહેલ માપન,चालू मापन या मध्यवर्ती मापन
સલામત બેરિંગ ક્ષમતા,सुरक्षी धारण क्षमता/अनुमेय धारण क्षमता
મીઠું ગ્લેઝ,लवण परिष्कृति
નમૂનાનું કદ,प्रतिदर्श आमाप
નમૂના વિતરણ,प्रतिचयन वितरण
સેમ્પલિંગ ભૂલ,प्रतिचयन त्रुटि
રેતી,बाल
રેતી પૂર્ણાહુતિ,बलुई परिष्कृति
રેતી હાથ મોલ્ડિંગ,रेत हस्त पथाई
સેન્ડિંગ,बालू घर्षण
સંતૃપ્ત માટી,संतृप्त मृदा
સંતૃપ્ત માટી પેસ્ટ,संतृप्त मृदा लेई
સંતૃપ્તિ અર્ક,संतृप्ति निष्कर्षण
સંતૃપ્તિ ટકાવારી,संतृप्ति प्रतिशतता
રકાબી ગુંબજ,शराविका गुम्मद
પાલખ,पाड़
શિસ્ટ,शिस्ट
સમુદ્ર બંદર,समुद्री अथवा महासागरीय पत्तन
ગુપ્ત ગટર,गुप्त वाहिका
બીજું,सेकन्ड
સેડિમેન્ટેશન વિશ્લેષણ,सादन विश्लेषण
અર્ધ-કૃત્રિમ બંદર,सामि कृत्रिम पोताश्रय
અર્ધ ભરતી ડોક,अर्द्ध-ज्वारीय गोदी
સેનાઇલ,जरावस्था
શેલ,शेल
શીટનો ખૂંટો,चादरी पाइल
સંકોચન મર્યાદા,संकुचन सीमा
શટરીંગ,तख्ताबन्दी
સિઆલિટિક માટી,सियालिटिक मृदा
સિરોઝેમ,सीरोजेम
સીલ,देहली या सिल
કાંપ,साद
સિંગલ ફ્લેમિશ લોહી,इकहरी फ्लेमिश चाल
એક દાણાદાર માળખું,एकल कणीय संरचना
હાડપિંજરની માટી,अधकचरी मृदा
સ્કર્ટિંગ,अंचल
સ્લીપર દિવાલ,आधार भित्तियाँ
બાજુની ગટર,सर्पी वाहिका
સ્લાઇડ નિયમ,परिकलन पट्टिका
સ્લિપ ડોક,सर्पण गोदी
સ્મોનીઝા,स्मोनिटजा
પલાળીને,समतापकरण
માટીનું જોડાણ,मृदा समवाय
માટી વર્ગ,मृदा वर्ग
માટી સંકુલ,मृदा सम्मिश्र
જમીનની સુસંગતતા,मृदा संसक्ति
માટી કુટુંબ,मृदा परिवार
માટી ફ્રેમ વર્ક,मृदा सार
જમીનની ભેજ,मृदा नमी
જમીનમાં ભેજનું સંવર્ધન,मृदा नमी अभिवृद्धि
જમીનમાં ભેજની ઉણપ,मृदा नयी न्यूनता
માટી મોર્ફોલોજી,मृदाकारिकी
માટીનો કણ,मृदा कण
માટીનો તબક્કો,मृदा प्रावस्था
માટી પ્રોફાઇલ,मृदा परिच्छेदिका
માટીની પ્રતિક્રિયા,मृदा अभिक्रिया
માટી અલગ પડે છે,मृदा कणवर्ग
માટી શ્રેણી,मृदा श्रेणी
માટી ઉકેલ,मृदा घोल
માટીનું માળખું,मृदा संरचना
માટીની રચના,मृदा गठन
માટીનો પ્રકાર,मृदा प्रकार
સોલમ,सोलम
સોર્પ્શન,शोषण
spalls,कत्तर
ચોક્કસ આયન અસર,विशिष्ट आयन प्रभाव
ચોરસ કોર્સ્ડ રોડાં ચણતર,चौकोर रद्देदार ढोका चिनाई
ચોરસ નિયમિત કોર્સ્ડ રોડાં ચણતર,नियमित चौकोर रद्देदार ढोका चिनाई
સ્થિર પ્રવાહ,अपरिवर्ती प्रवाह
સ્ટેપ્ડ ફ્લેશિંગ,सोपानी जलरोधी झिल्ली
સ્ટીકીનેસ,चिपचिपापन
સ્ટિકિંગ પોઈન્ટ,चिपकन बिंदु
પથ્થર,पत्थर
સ્લોપ હેન્ડ મોલ્ડિંગ,गीली हस्थ पथाई
પટ્ટા મિજાગરું,पट्टक कब्जा
સ્ટ્રો બોર્ડ,गत्ता
પ્રવાહ,सरिता
તણાવ,प्रतिबल
સ્ટ્રેચર,पट्टी/स्ट्रैचर
સ્ટ્રેચર બોન્ડ,पट्टी/स्ट्रैचर चाल
સ્ટ્રેચર કોર્સ,पट्टी रद्दा
તાર,स्ट्रिंग
શબ્દમાળા કોર્સ,किंगरी रद्दा
માળખું પરિબળ,संरचना गुणांक
સ્ટ્રક્ચર ઇન્ડેક્સ,संरचना सूचक अंक
સાગોળ,स्टुको
સંવર્ધન,स्टड
સ્ટાયલોબેટ,आधार पीठ
સબ માટી,अवमृदा
પેટા માળખું,अधः रचना
સમીકરણ વળાંક,संकलन वक्र
સૂર્ય અભ્રક,सनमाइका
સુપર સ્ટ્રક્ચર,अधिरचना/ऊपरी ढाँचा
સર્વેયર,सर्वेक्षक
એસ-મૂલ્ય,S-मान
સ્વેગ,प्रठप्पा
હંસની ગરદન,हंस ग्रीवा
ટેબરનેકલ,मंडप
ટેબલ હેન્ડ મોલ્ડિંગ,मेज हस्त पथाई
ટેન્કીંગ,टैंकन
ટેમ્પીએટ્ટો,टैम्पीटो
ટેમ્પરિંગ,मृदुकरण
ઢાંચો,टैमप्लेट
ઢાંચો,आकार पट्ट
ટેપિડેરિયમ,टेपीडेरियम
ટેરાકોટા,टैराकोटा
ટેરા રોઝા,टैरारोसा
ટેરાઝો,टैराजो
ટેટ્રા શૈલી,चतुरभिकल्पना
થ્રેશોલ્ડ મર્યાદા મૂલ્ય,प्रभाव सीमा मान
ગળું,कंठ
પથ્થર દ્વારા,धुर पत्थर
ભરતી બેસિન,ज्वारीय बेसिन
ટાઈ બાર,तान छड़
ટાઈ બીમ,बंधन धरन
સળિયો બાંધો,तान दंड
તિર્સ,टिर्स
સહનશીલતા,उपेक्ष्य त्रुटि
ટૂથિંગ,दाढ़ा
ટોચની માટી અથવા સપાટીની માટી,पृष्ठ मृदा या ऊपरी मृदा
કુલ છિદ્રાળુતા,कुल सरंध्रता
ટ્રેસરી,अलंकरण
ટ્રેન પ્રતિકાર,ट्रेन प्रतिरोध
ટ્રાન્સેપ્ટ,ट्रानसैप्ट
ટ્રાન્ઝિશનલ માટી,संक्रमणीय मृदा
ટ્રાન્સમ,अनुप्रस्थिका
પરિવહન માટી,परिवाहित मृदा
ઉપનદી,उप नदी
ટ્રાઇફોરિયમ,गलियारा
ટ્રાઇગ્લિફ,ट्रिगलिफ
કાપેલી માટી,रुंड मृदा
તોફાની પ્રવાહ,विक्षुब्ध प्रवाह
સંઘાડો,टर्रेट
ટાઇમ્પર નંબર,डाट की भराई
અંતિમ બેરિંગ ક્ષમતા,अंतिम धारण क्षमता
અલ્ટીમેટ પીએચ,अंतिम ph
અનકોર્સ્ડ રેન્ડમ રોડાં ચણતર,बेतरतीब बेरद्दा ढोंका चिनाई
અનકોર્સ્ડ ચોરસ રોડાં ચણતર,बेतरतीब चौकोर रद्देदार ढोका चिनाई
અન્ડરક્રોફ્ટ,तहखाना
અપૂર્ણ છિદ્રાળુતા,अपूरित संरंध्रता
સમાન પ્રવાહ,सम्प्रवाह
એકમ ફ્રેમ પ્રકાર પાલખ,एकल ढाँचे की तरह का पाड़
બિનઉત્પાદક કાર્ય,अनउत्पादक कार्य
અસંતૃપ્ત માટી,असंतृप्त मृदा
અસ્થિર પ્રવાહ,अधीर प्रवाह
ઉચ્ચ પ્લાસ્ટિક મર્યાદા,ऊपरी सुघट्यता सीमा
ખીણ ગટર,द्रोणी वाहिका
વૉલ્ટ,चापछद
વેટેરિયમ,सायबान
વેન્ટિલેશન,संवाहन
વેન્ટિલેટર,रोशनदान
વેરામદાહ,बरामदा
વેસ્ટિબ્યુલ,ड्योढ़ी
વિલા,विला
