Malayalam,Punjabi
കന്വൂട്ടര്,ਕੰਪਿ computer ਟਰ
ഏകാഗത,ਧਿਆਨ ਟਿਕਾਉਣਾ
കണ്ടന്റർ,ਕੰਡੀਸ਼ਨਰ
മാര്ഗ്ഗം,ਚਾਲ-ਚਲਣ
കോൺഫിഗറേഷൻ,ਕੌਨਫਿਗਰੇਸ਼ਨ
അനുരൂപത,ਅਨੁਕੂਲਤਾ
ആശയക്കുഴപ്പത്തില്,ਉਲਝਣ
സംയോജനം,ਸੰਜੋਗ
കണക്റ്റീവ്,ਕੁਨੈਕਟਿਵ
സംരക്ഷണം,ਸੰਭਾਲ
ഏകീകരണം,ਇਕਜੁੱਟ
ഘടകങ്ങൾ,ਹਲਕੇ
ഉപഭോക്താവ്,ਖਪਤਕਾਰ
ഉപഭോഗം,ਖਪਤ
മലിനമാക്കല്,ਗੰਦਗੀ
കോണ്ടൂർ നടീൽ,ਕੋਟੌਰ ਲਾਉਣਾ
ബാഹരേഖ,ਸਮਾਲ
കരാർ കൃഷി,ਇਕਰਾਰਨਾਮਾ ਖੇਤੀ
നിയന്ത്രിത സംഭരണം,ਨਿਯੰਤਰਿਤ ਸਟੋਰੇਜ
കോ-ഓപ്പറേറ്റീവ് ബാങ്ക്,ਸਹਿਕਾਰਤਾ ਵਾਲਾ ਬੈਂਕ
സഹകരണക്കാരൻ,ਸਹਿਕਾਰਤਾ
ചെവിസിസ്,ਕਾੱਪੀਸ
വലം,ਕੋਰਮ
കൊറോള്ള,ਕੋਰੋਲਾ
Cuortex,ਕੋਰਟੇਕਸ
ചെലവ്,ਲਾਗਤ
കോട്ടിലെഡൺ (വിത്ത്),ਕੋਟੀਲਡਨ (ਬੀਜ)
ക്രെഡിറ്റ് സമൂഹം,ਕਰੈਡਿਟ ਸੁਸਾਇਟੀ
കീര്ത്തി,ਕ੍ਰੈਡਿਟ
കടക്കാരന്,ਲੈਣਦਾਰ
ചിഹ്നം,ਕਰੈਸਟ
കാശി,Crinkle
പതിസന്ധി,ਸੰਕਟ
മാനദണ്ഡം,ਮਾਪਦੰਡ
വിമര്ശിക്കുന്ന,ਆਲੋਚਨਾਤਮਕ
വിള ഇൻഷുറൻസ്,ਫਸਲੀ ਬੀਮਾ
വിള വായ്പ,ਫਸਲ ਲੋਨ
വിള,ਫਸਲ
വിളവെടുപ്പ് പ്രദേശം,ਕਰੂਪਿੰਗ ਖੇਤਰ
ക്രോസ്-പൊരുത്തപ്പെടുന്നില്ല,ਕਰਾਸ-ਅਨੁਕੂਲ
കിരീടം (പ്ലാന്റ്),ਤਾਜ (ਪੌਦਾ)
അപ്പക്കഷണം,ਟੁਕੜਾ
അപ്പത്തിന്റെമൊരിഞ്ഞപുറം,ਛਾਲੇ
ക്രിപ്റ്റോഗം,ਕ੍ਰਿਪਟੌਗਮ
കല്ല് (പഴങ്ങൾ),ਕੂਲ (ਫਲ)
കുള,ਕੂਲਮ
കൃഷിചെയ്യുക,ਕਾਸ਼ਤਕਾਰ
കൃഷി,ਕਾਸ਼ਤ
കൃഷിക്കാരൻ,ਕਾਸ਼ਤਕਾਰ
സംസ്കാരം,ਸਭਿਆਚਾਰ
രോഗശമനം,ਕਰਿੰਗ
കേവിംഗ്,ਕਰਲਿੰਗ
പവാഹം,ਮੁਦਰਾ
ഉപയാകൃതിയായ,ਕਟੀਲ
മുറിക്കൽ,ਕੱਟਣਾ
തൊലി,ਗੱਠ
സൈറ്റോക്രോം,Cytochromo
Cytogy,ਸਾਈਨੋਗਮੀ
Cretogenesis,Cytegeenesis
സൈറ്റോജെനിറ്റിക്സ്,ਸਾਇਟਾਈਜਨੇਟਿਕ
സൈറ്റോകിനിസ്,ਸਾਇਟੋਕਿਨੇਸਿਸ
സൈറ്റിയോളജി,ਸਾਇਟੋਲੋਜੀ
സൈനോളിസിസ്,ਸਾਈਂਟਾਈਸਿਸ
സൈറ്റോമിയർ,ਸਾਇਟੋਮਰੇ
സൈറ്റോപ്ലാസം,ਸਾਇਟੋਪਲਾਜ਼ਮ
കാബേജ്,ਪੱਤਾਗੋਭੀ
കള്ളിച്ചെടി,ਕੈਕਟਸ
കലണ്ടുല,ਕੈਲੰਡੁਲਾ
കാനറി പുല്ല് (ഫലാരിസ്),ਕੈਨਰੀ ਘਾਹ (ਤਾਰੀਆਂ)
കാന,ਕੈਨਨਾ
കപ്പരിസ്,ਕੈਪਾਰਿਸ
കാപ്സിക്കം,ਕੈਪਸਿਕਮ
കാരാംബോള,ਕੈਰਮਬੋਲਾ
കാരാപ്പ,ਕੈਰਾਪਾ
ഏലാമി,ਕਾਰਡਮੋਮ
മാംസവര്ണ്ണം,ਕੈਰੇਸ਼ਨ
കാരറ്റ്,ਗਾਜਰ
കശുവണ്ടി,ਕਾਜੂ ਗਿਰੀ
കാസിയ,ਕਾਸੀਆ
നായക,ਕੈਸਟਰ
കോളിഫ്ലവർ,ਫੁੱਲ ਗੋਭੀ
മുള്ളങ്കി,ਅਜਵਾਇਨ
ഖപായം,ਚੈਂਪੈਕ
ചെനോപോഡിയം,ਚੇਨੋਪੋਡੀਅਮ
ചെറി തക്കാളി,ਚੈਰੀ ਟਮਾਟਰ
ചെറി,ਚੈਰੀ
"ചിക്കൻ, ഗ്രാം","Chickpea, ਗ੍ਰਾਮ"
മുള്ളികൾ,ਮਿਰਚ
ചൈന ടർപ്പന്റൈൻ ട്രീ,ਚਾਈਨਾ ਟਰਪੇਨਟੀਨ ਟ੍ਰੀ
ച ow-ച ow,ਚੋ-ਚੋਅ
ക്രിസന്തമം,ਕ੍ਰਾਈਸੈਂਥੇਮਮ
"ചുഫ, എർത്ത് ബദാം","ਚੁਫੀਆ, ਧਰਤੀ ਦਾ ਬਦਾਮ"
സിക്കോറി,ਸਿਖਾਂ
കറുവ,ਦਾਲਚੀਨੀ
സിട്രൺ,ਸਿਟਰਨ
സിട്രോൻസെല്ല പുല്ല്,ਸਿਟਰੋਨਲਾ ਘਾਹ
ജസ്മിൻ കയറുന്നു,ਜਸਮੀਨ ਚੜ੍ਹਨਾ
ചൂള,ਲੌਂਗ
ക്ലസ്റ്റർ ബീൻ,ਕਲੱਸਟਰ ਬੀਨ
കൊക്കോ,ਕੋਕੋ
നാളികേരം,ਨਾਰੀਅਲ
കോഫി,ਕਾਫੀ
കൊളാസ്,ਕੋਲੇਸ
കൊളോസാസിയ,ਕੋਲੋਕੈਸੀਆ
"കൊളോസിന്ത്, കയ്പേറിയ ആപ്പിൾ","ਕੋਲੋਸੀਥਾ, ਕੌੜਾ ਐਪਲ"
സാധാരണ പർപ്പഴം,ਆਮ ਸੇਵਾ
മല്ലി,ਧਨੀਆ
പരുത്തി,ਸੂਤੀ
കൗപിയ,ਕਾਵਾਂ
ക്യൂബ്,ਕੁਬੇਬ
വെള്ളരിക്ക,ਖੀਰਾ
കുക്കർബിറ്റുകൾ,ਖਰਕੀ
കുമിൻ,ਜੀ
കറി ഇല,ਕਰੀ ਪੱਤੇ
കസ്റ്റാർഡ് ആപ്പിൾ,ਕਸਟਾਰਡ ਐਪਲ
കാപ്സ്യൂൾ ബോറർ,ਕੈਪਸੂਲ ਬੋਰਰ
കാറ്റർപില്ലർ,ਕੈਟਰਪਿਲਰ
സിട്രസ് സൈല,ਨਿੰਬੂ ਸਾਈਂ
കിക്കറ്റ്,ਕ੍ਰਿਕੇਟ
കാക്ക,ਕਾਂ
പുഴുവിനെ മുറിക്കുക,ਕੀੜਾ ਕੱਟੋ
പാല്ശേഖരണകേന്ദം,ਡੇਅਰੀ
ക്ഷീണം,ਡੇਅਰੀ
അണക്കെട്ട്,ਡੈਮ
ഡേ-ന്യൂട്രൽ,ਦਿਵਸ ਨਿਰਪੱਖ
പൂവിടുമ്പോൾ ദിവസങ്ങൾ,ਫੁੱਲ ਆਉਣ ਤੋਂ ਬਾਅਦ
നിറച്ച ദിവസങ്ങൾ,ਪੂਰੇ ਖਿੜ ਦੇ ਬਾਅਦ ਦਿਨ
വഴുതിവീഴുന്നു,ਡੀਬਲੋਸੋਮਿੰਗ
നിര്ണ്ണായകീകരണം,ਅਸਵੀਕਾਰ
പാനമായ,ਫੈਸਲਾ
അഴുകല്,ਵਿਗਾੜ
ഇലപന്തം,ਪਤਝੜ
ദശാംശ,ਦਸ਼ਮਲਵ
അപരാപ്തത,ਘਾਟ
ഡെഫ്ലോക്യൂളിറ്റ് (മണ്ണ്),ਡੀਫਲੋਕੁਲੇਸ਼ਨ (ਮਿੱਟੀ)
വസതിരൂപം,ਬਦਨਾਮੀ
വികോപനം,ਹੱਤਿਆ
വനനശീകരണം,ਕਟਾਈ
അപചയം,ਡੀਜਨਰੇਸ਼ਨ
അധalal അപലതം,ਨਿਘਾਰ
ഡിഗ്രി ദിവസങ്ങൾ,ਡਿਗਰੀ ਦਿਨ
ഡിഗ്രി,ਡਿਗਰੀ
വിജ്ഞാനം,ਡੀਹਿਸੈਂਸ
മാലിംഗം,ਦਹੁਣਾ
വീതിക്കുറയ്ക്കല്,ਡੀਹੁਸਕਿੰਗ
നിർജ്ജലീകരണം,ਡੀਹਾਈਡਰੇਸ਼ਨ
ഡെഹൈവേറ്റർ,ਡੀਹਾਈਡਰੇਟਰ
അവകാശം,ਮੰਗ
ഡിനാറ്ററേഷനുകൾ,ਗਿਰਾਵਟ
നിന്ദ്യമായ,ਘਟਨਾਵਾਂ
നിക്ഷേപം,ਜਮ੍ਹਾ
നിക്ഷേപം,ਜਮ੍ਹਾ
മൂല്യത്തകർച്ചയുള്ള ഡെസാലിനിവൽ,ਕਮੀ
അതിശയകരമായ,Desiccation
ചിതണം,ਡਿਜ਼ਾਇਨ
ഡെസേറ്റർ,ਡੈਸੀਕੇਟਰ
നാശം,ਨਿਰਧਾਰਤ
സമയപത്രി,ਡਿਸਿਕਰਿੰਗ
ദേശാനാപിസ്,Desynapis
പോക്കറല്,ਡੈਟਾਸਲ
വഴിപാട്,ਡੀਟਾਸਿੰਗ
നിശ്ചയദാർ,ਨਿਰਧਾਰਤ
വിലകുറയ്ക്കല്,ਦੀ ਘਾਟ
ആവിഷ്കരണം,ਠਹਿਰਾਓ
വതിചലനം,ਭਟਕਣਾ
നിയമാവലി,ਡਿਆਡ
രോഗനിര്ണയനം,ਨਿਦਾਨ
ഡിച്ചോമാമി,ਦੁਚਰਾ
ദ്വൈകമി,Dichotomy
ഡികോട്ടിഡൺ (വിത്ത്),ਡਿਕੋਟਾਈਲਡਨ (ਬੀਜ)
മരിക്കുക (രോഗം),ਮਰ ਜਾਓ (ਬਿਮਾਰੀ)
അഭിവൃദ്ധി,ਫੈਲਾ
ദഹിപ്പിക്കലിറ്റി,ਪਾਚਨਤਾ
Dihybrid,ਡਾਇਲਬ੍ਰਿਡ
ബൈക്ക് (ഡൈക്ക്),ਡਾਈਕ (ਡਾਈਕ)
നേര്മ്മയാക്കുക,ਪਤਲਾ
ഡൈയോസിയസ്,Dioeous
ഡിപ്പോയിഡ്,ਡਿਪਲੋਇਡ
ഡിപ്പോയിഡ്,ਡਿਪਲੋਇਡ
ഡിപ്ലോൺമ,ਡਿਪਲੋਨੀਮਾ
കൈശീര്ത്തി,ਡਿਸਬੋਡਿੰਗ
വിശദീകരിക്കുന്നു,ਡਿਸਕਿੰਗ
കിഴിവ്,ਛੂਟ
അണുനാശിനി,ਰੋਗਾਣੂ-ਮੁਕਤ
പതിക്കല്,ਫੈਲਾਅ
കീര്ത്തി,ਪ੍ਰਸਾਰ
വൈവിധ്യവീകരണം,ਵਿਭਿੰਨਤਾ
വൈവിധ്യമാർന്ന കൃഷി,ਵਿਭਿੰਨਤਾ
ഡിഎൻഎ ഗോവണി,ਡੀ ਐਨ ਏ ਪੌੜੀ
ഡിഎൻഎ റിസപ്റ്റർ,ਡੀ ਐਨ ਏ ਰੀਸੈਪਟਰ
ആവഞ്ചന,ਡੋਕੇਜ
പബലമായ,ਪ੍ਰਭਾਵਸ਼ਾਲੀ
പ്രവർത്തനരഹിതമായ,ਸੁਸਤ
ഡോസ്,ਖੁਰਾਕ
ഇരട്ട സിഗ്മോയ്ഡ് കർവ്,ਡਬਲ ਸਿਗੋਮਾਈਡ ਕਰਵ
ഡ്രാഫ്റ്റ് (ഡ്രാഫ്റ്റ്),ਡਰਾਫਟ (ਡਰਾਫਟ)
വറ്റിക്കുക,ਡਰੇਨ
ഡ്രെയിനേജ്,ਡਰੇਨੇਜ
വര്ണിക്കുക,ਡਰਾਅ ਕਰੋ
നനഞ്ഞ,ਖਾਈ
ഡ്രസ്സിംഗ് (വിത്ത്),ਡਰੈਸਿੰਗ (ਬੀਜ)
ഡ്രിൽ (n.),ਮਸ਼ਕ (ਐਨ.)
ഡ്രില്ലിംഗ് (എഞ്ചിന്),ਡ੍ਰਿਲਿੰਗ (ਏਜੀ. ਇੰਜੀਨੀਅਰ)
ഡ്രില്ലിംഗ് (അഗ്രോണമി),ਡ੍ਰਿਲੰਗ (ਖੇਤੀਬਾੜੀ)
ഡ്രിപ്പ് ഇറിഗേഷൻ,ਡਰਿਪ ਸਿੰਚਾਈ
ഡ്രൈവർഡ് കൃഷി,ਡ੍ਰਾਇਵਲੈਂਡ ਖੇਤੀ
പൊടി,ਧੂੜ
ദുണ്രന്മാര്,ਡੱਸਟਰ
പൊടിക്കുന്നു,ਧੂੜ
കുള്ളൻ,ਬੌਨੇ
കുള്ളൻ പിരമിഡ്,Dwarf ਪਿਰਾਮਿਡ
കുള്ളൻ,Dwarfing
ഡെയ്സി,ਡੇਜ਼ੀ
തീയതി,ਤਾਰੀਖਾਂ
ഡേ ജാസ്മിൻ,ਦਿਨ ਜੈਸਮੀਨ
ചതകുല,ਡਿਲ
ദിനനാത്ത് പുല്ല്,ਦੀਨਨਾਥ ਘਾਹ
ഡോഡീഡർ,ਡੂਡਡਰ
"ഡൂബ് പുല്ല്, ബെർമുഡ പുല്ല്","ਡੂਬ ਘਾਹ, ਬਰਮੁਡਾ ਘਾਹ"
തുല്കൂപ്പ്,ਬਰੂਸ
ഉണങ്ങിയ ഇഞ്ചി,ਸੁੱਕੇ ਅਦਰਕ
വണ്ട് മലിനീകരണം,ਮੋਹਰਿੰਗ ਬੀਟਲ
നീരഞ്ഞെടുക്കുക,ਡਰੋਨ
ഡക്ക്,ਬਤਖ਼
പരിസ്ഥിതിവിജ്ഞാനം,ਵਾਤਾਵਰਣ
സാമ്പത്തികസ്ഥരുടെ,Econometrics
സാമ്പത്തിക കാര്യക്ഷമത,ਆਰਥਿਕ ਕੁਸ਼ਲਤਾ
ഇക്കോടൈപ്പ്,ਈਕੋਟਾਈਪ
എക്ടോട്രോഫിക്,ਐਲੀਕਟ੍ਰੋਫਿਕ
ഷാഫിക്,ਏਡੋਫੇਿਕ
എഡാഫോളജി,ਐਡੀਫੋਲੋਜੀ
പതിക്കല്,ਐਡਜਿੰਗ
ഭക്ഷ്യയോഗ്യമായ ഭാഗം,ਖਾਣ ਵਾਲੇ ਹਿੱਸੇ
ആവശ്യകതയുടെ ഇലാസ്തികത,ਮੰਗ ਦੀ ਲਚਕਤਾ
ഉൽപാദനത്തിന്റെ ഇലാസ്തികത,ਉਤਪਾਦਨ ਦੀ ਲਚਕਤਾ
വൈദ്യുതവിശ്ലനങ്ങൾ,ਇਲੈਕਟ੍ਰੋਲੋਸਿਸ
ഇലക്ട്രോഫോറെസിസ്,ਇਲੈਕਟ੍ਰੋਫੋਰੇਸਿਸ
പൊലീസേഷൻ,ਕਪੜੇ
എക്യാസ്കറ്റർ,Emasculator
കായാൻസിംഗ്,ਤੇਜ਼
ഭൂണം,ਭਰੂਣ
സ്മൈഫോളജി,ਭਰੂਣ
ആവിർഭാവം,ਉਭਰਨ
എമൽസിഫയർ,ਇਮਲਸੀਫਾਇਰ
എൻവയോജനസ്,ਐਂਡੋਜੇਨਸ
എൻഡോമിറ്റോസിസ്,ਹੋਂਦ
എൻഡോപരസൈറ്റ്,ਨਿਰਦੋਪਿਤ
എൻഡോസ്പെർം,ਐਂਡੋਸਪਰਮ
എന്റർപ്രൈസ്,ਉੱਦਮ
എന്രുമോളജി,ਐਂਡੋਮੋਲੋਜੀ
പരിസ്ഥിതി,ਵਾਤਾਵਰਣ
എൻസൈം,ਪਾਚਕ
എപ്പികോട്ടിൽ ഒട്ടിക്കൽ,ਐਪੀਸੋਤੀਲ ਗ੍ਰਾਫਟਿੰਗ
എപ്പിഫൈറ്റ്,ਐਪੀਫਾਈਟ
ഇക്വിറ്റി,ਇਕੁਇਟੀ
ഉന്മൂലനം,ਖਾਤਮੇ
അവശ്യ പോഷകങ്ങൾ,ਜ਼ਰੂਰੀ ਪੌਸ਼ਟਿਕ ਤੱਤ
കണക്കാക്കല്,ਅਨੁਮਾਨ
എറ്റിയോലേഷൻ,ਈਟੀਓਲੇਸ਼ਨ
അപഹീന,ਯੂਗੇਨਿਕ
മൂല്യനിർണ്ണയം,ਮੁਲਾਂਕਣ
ആവാൻവിറ്ററി,ਈਵੈਪੋਮੀਟਰ
ഇവാപോ-ട്രാൻസ്പിറേഷൻ,ਈਵੋ-ਟ੍ਰਾਂਸਪਿ .ਸ਼ਨ
നിത്യഹരിത വിപ്ലവം,ਸਦਾਬਹਾਰ ਇਨਕਲਾਬ
നിത്യഹരിത,ਸਦਾਬਹਾਰ
പരിണാമം,ਵਿਕਾਸ
എക്സൂസ്,ਆਬਕਾਰੀ
ക്ഷീണം (ഫെർട്ടിലിറ്റി),ਥਕਾਵਟ (ਜਣਨ)
ചൂഷണം,ਸ਼ੋਸ਼ਣ
സൂക്ഷ്മപരിശോധന,ਖੋਜ
എക്സ്ട്രാഷൻ,ਬਾਹਰ ਕੱ .ਣ
കണ്ണ് (സുഗെയ്ൻ / ഉരുളക്കിഴങ്ങ്),ਅੱਖ (ਸੋਗਕੈਨ / ਆਲੂ)
ഭക്ഷ്യ ഏൻ,ਖਾਣ ਵਾਲੇ ਪਾਈਨ
"ആന അടി, യാം","ਹਾਥੀ ਪੈਰ, ਯਮ"
യൂക്കാലിപ്റ്റസ്,ਯੁਕਲਿਪਟਸ
മണ്ണിര,ਧਰਤੀ ਦਾ ਕੀੜਾ
ഇനോമനോളജിസ്റ്റ്,ਐਂਟਰੋਲੋਜਿਸਟ
പരിസ്ഥിതി പ്രവർത്തകൻ,ਵਾਤਾਵਰਣਕ
ഘടകം,ਕਾਰਕ
ഘടക ഉൽപാദനക്ഷമത,ਕਾਰਕ ਉਤਪਾਦਕਤਾ
തൊഴില്പരമായ,ਫੈਕਟੋਰੇਜ
ഫാക്റിയൽ ബ്ലോക്ക് ഡിസൈൻ,ਫੈਕਟੈਕਟਿਵ ਬਲਾਕ ਡਿਜ਼ਾਈਨ
ഭസ്ഥാനി,ਫੈਕਲਟੀਟੇਟਰਟੇਟਰੇਟਿਵ
വീഴുക,ਪਰਦਾ
കുടുംബം,ਪਰਿਵਾਰ
കാർഷിക വിലയിരുത്തൽ,ਫਾਰਮ ਮੁਲਾਂਕਣ
കാർഷിക ബജറ്റിംഗ്,ਖੇਤ ਬਜਟ
കാർഷിക ബിസിനസ്സ്,ਖੇਤ ਦਾ ਕਾਰੋਬਾਰ
കാർഷിക ആസൂത്രണം,ਫਾਰਮ ਦੀ ਯੋਜਨਾਬੰਦੀ
കൃഷിക്കാരന്,ਕਿਸਾਨ
കൃഷി,ਖੇਤੀ
ആസാധനം,ਸ਼ਮੂਲੀਅਤ
ക്ഷീണം,ਧੋਖਾਧੜੀ
അഴുകൽ,ਫਰਮੈਂਟੇਸ਼ਨ
ഫലഭൂയിഷ്ഠത,ਜਣਨ
വളം,ਖਾਦ
രാസവളം കാര്യക്ഷമത ഉപയോഗിക്കുക,ਖਾਦ ਦੀ ਕੁਸ਼ਲਤਾ
നാരുകളുള്ള,ਰੇਸ਼ੇਦਾਰ
വയല്,ਖੇਤਰ
ഫീൽഡ് ശേഷി,ਖੇਤਰ ਦੀ ਸਮਰੱਥਾ
ഫീൽഡ് പ്രകടനം,ਖੇਤਰ ਪ੍ਰਦਰਸ਼ਨ
പരിഹാരം,ਨਿਰਧਾਰਤ
വെള്ളപ്പൊക്കത്തിൽ,ਹੜ੍ਹ
ഫ്ലോ ഡയഗ്രം,ਵਹਾਅ ਡਾਇਗਰਾਮ
ഭക്ഷണ മൂല്യം,ਭੋਜਨ ਦਾ ਮੁੱਲ
തീറ്റപ്പുല്ല് (കാലിത്തീറ്റ),ਚਾਰਾ (ਚਾਰਾ)
പ്രവചിക്കുക,ਭਵਿੱਖਬਾਣੀ
കാട്,ਜੰਗਲ
വിരാമം,ਜੰਗਲਾਤ
വഴുതിവീഴുന്ന,ਫਰੌਡ
ഫ്രോസ്റ്റുകൾ പ്രതിരോധം,ਠੰਡ ਰੋਧਕ
ശൈതം,ਠੰਡ
ഫ്രീസുചെയ്ത (പഴവും പച്ചക്കറിയും),ਫ੍ਰੋਜ਼ਨ (ਫਲ ਅਤੇ ਸਬਜ਼ੀਆਂ)
ഉന്മേഷം,ਫਰੂਟੇਸ਼ਨ
പഴൻ ഇടിവ്,ਫਲ ਬੂੰਦ
ഫ്രൂട്ട് സെറ്റ് (ഫ്രൂട്ട് ക്രമീകരണം),ਫਲ-ਸੈੱਟ (ਫਲ ਸੈਟਿੰਗ)
ഉപക്കുറി,ਧੁੰਦਲੀ
കുമിൾനാശിനി,ਫੰਜਾਈਸਾਈਡ
തന്ത്രശാലിയായ,ਮਜ਼ੇਦਾਰ
കുമിള്സസം,ਫੰਗਸ
ചാടോ,Furown
സംയോജന,ਮਿਸ਼ਰਨ
ഫസ്,ਫਜ਼
അവ്യക്തമായ,ਫਜ਼ੀ
"പെരുംജീരകം, ആശംസകൾ","ਫੈਨਿਲ, ਅਨੀਸ"
ഉലുവ,Fenugreek
അത്തിപ്പഴം,ਅੰਜੀਰ
ഫിംഗർ മില്ലറ്റ്,ਫਿੰਗਰ ਬਾਜਰੇ
തീ ഫാർമിക് ബുഷ്,ਅੱਗ-ਲਾਲ ਝਾੜੀ
വനത്തിന്റെ തീജ്വാല,ਜੰਗਲ ਦੀ ਲਾਟ
ഫ്രഞ്ച് ബീൻ,ਫ੍ਰੈਂਚ ਬੀਨ
ചെള്ള്,ਫਲੀ
കുറുക്കന്,ਲੂੰਬੜੀ
ഫലം ഈച്ച,ਫਲ ਉੱਡਦੇ ਹਨ
പിത്തനം (ഹോർട്ട്),Gall (ਹੋਰਟ)
ഗെയിമമായ,ਗੇਮਟ
തോട്ടം,ਗਾਰਡਨ
ഗേജ് (വെള്ളം),ਗੇਜ (ਪਾਣੀ)
ജീൻ ബാങ്ക്,ਜੀਨ ਬੈਂਕ
ജീൻ ടാഗിംഗ്,ਜੀਨ ਟੈਗਿੰਗ
ജീരോളജി,ਵਾਹਨ
ജനിതക മാപ്പ്,ਜੈਨੇਟਿਕ ਨਕਸ਼ਾ
ജനിതഭാസങ്ങൾ,ਜੈਨੇਟਿਕਸ
ജീനിഹമായ,ਜੀਨੋਮ
ജെനോമിക് ലൈബ്രറി,ਜੀਨੋਮਿਕ ਲਾਇਬ੍ਰੇਰੀ
ജനീകാസ്,ਜੇਨੋਮਿਕਸ
ജനിതനായ,ਜੀਨੋਟਾਈਪ
ജനിതനായ,ਜੀਨੋਟਾਈਪ
ജീസ്,ਜੀਨਸ
ജീസ്,ਜੀਨਸ
ബീജം,ਕੀਟਾਣੂ
ഗർമ്മിയാകാവസ്ഥ,ਗਠੀਏ
മുളച്ച്,ਉਗ
ജെർംപ്ലാസം,Germpelsm
ഗിബ്ബെരെല്ലിക് ആസിഡ്,ਗਿਬਬੇਰੀਕਲਿਕ ਐਸਿਡ
ജിന്നിംഗ്,ਗਿਲਿੰਗ
ഭയം,Glumue
കുഴഞ്ഞ,ਸ਼ਾਨਦਾਰ
ഗ്ലൈക്കോളിസിസ്,ਗਲਾਈਕੋਲਸਿਸ
ഗ്നസ്,ਗਲੇਸ
സുവർണ്ണ വിപ്ലവം,ਸੁਨਹਿਰੀ ਇਨਕਲਾਬ
ഗ്രേഡിംഗ്,ਗਰੇਡਿੰਗ
ഒട്ടിച്ച പ്ലാന്റ്,ਗ੍ਰੈਫਟਡ ਪੌਦਾ
ഗ്രാഫ്റ്റ്-പൊരുത്തപ്പെടുന്നില്ല,ਭ੍ਰਿਸ਼ਟਾਚਾਰ-ਅਨੁਕੂਲ
ഗ്രന്ന,ਗ੍ਰਾਨਾ
കൃതം,ਗ੍ਰੈਨੂਲੇਸ਼ਨ
പച്ച വളം,ਹਰੀ ਖਾਦ
ഹരിത വിപ്ലവം,ਹਰੀ ਕ੍ਰਾਂਤੀ
വളർച്ചയും വികസനവും,ਵਿਕਾਸ ਅਤੇ ਵਿਕਾਸ
ഗംമോസിസ്,ਗਮਮੋਸਿਸ
ഗൈനോഡിയോസിയസ്,Gynovioleive
പിത്തസഞ്ചി,ਗੈਲ ਗਿਰੀ
വെളുത്തുള്ളി,ਲਸਣ
ഗെർബെറ,ਗਰਬੀਰਾ
ഗെർക്ക്,Gherkin
ഇഞ്ചിര്,ਅਦਰਕ
ഗ്ലാഡിയോലസ്,ਗਲੇਡੀਓਲਸ
ആട് കള (ഏജററ്റം),ਬਕਰੀ ਬੂਟੀ (ਏਜਰਾਥਮ)
ചെറുമധുരനാരങ്ങ,ਚਕੋਤਰਾ
മുന്തിരി,ਅੰਗੂਰ
ചെറുപയർ,ਹਰੀ ਗ੍ਰਾਮ
ഗ്രാമവകാശ,ਗ੍ਰੇਵੀਆ
നിലക്കടല,ਗਰਾਉਂਡ
പേര,ਹਰੂਦ
ഗ്വിനിയ പുല്ല്,ਗਿੰਨੀ ਘਾਹ
പിത്തസഞ്ചി,ਗੈਲ ਮਿਜ
പുല്ല് ഹോപ്പർ,ਘਾਹ ਹੌਪਰ
ഗുണ്ടി ബഗ്,ਗੁੰਡ ਦਾ ਬੱਗ
ശീലം,ਆਦਤ
ആഹാനം,ਗੜੇ
ഹെയിവിവിച്ച്,ਵਾਲਾਂ ਵਾਲੇ
ഹാലോഫൈറ്റ്,ਹੈਲੋਫਾਈਟ
ഹാരോ,ਹੈਰੋ
വിളവെടുപ്പ് സൂചിക,ਵਾ vest ੀ ਦਾ ਇੰਡੈਕਸ
വിളവ്,ਵਾਢੀ
വിളവെടുപ്പ്,ਕਟਾਈ
കിളിവാതില്,ਹੈਚ
വയ്ക്കോല്,ਸੁੱਕਾ ਘਾਹ
ഭേഹം,ਹੇਲੇਜ
ആഞ്ഞടിക്കല്,ਹਾਇਸਟੌਕ
മൂടല്മഞ്ഞ്,ਹੇਜ਼
മഞ്ഞ്മൂടിയ,ਹੁਸ਼ੀ
തല (അഗ്രോ),ਸਿਰ (ਐਗਰੋ)
തല (ചാനലിന്റെ),ਸਿਰ (ਚੈਨਲ ਦਾ)
തിരികെ തലക്കെട്ട്,ਵਾਪਸ ਜਾ ਰਿਹਾ ਹੈ
കുറ്റിച്ചെടി,ਹੇਜ
ഹെഡ്ജിംഗ്,ਹੇਜਿੰਗ
ഹെലിക്സ്,ਹੇਲਿਕਸ
ഹെമറ്റൈറ്റ്,ਹੇਮੇਟਾਈਟ
സസം,ਹਰਬ
ഹെരിബറിയം,ਹਰਬਰਿਅਮ
കളനാശിനി,ਹਰਬੀਸਾਈਡ
വംശപാരന്വരം,ਧਾਰਕ
പാരപാനം,ਇਸ ਨੂੰ
ഹെർമാഫ്രോഡൈറ്റ്,ਹਰਮਫ੍ਰੋਡਾਈਟ
ഹെട്രോക്രോമാറ്റിക്,ਹੇਟਰੋਕ੍ਰੋਮੋਮੇਟਿਕ
ഹെറ്ററേഷൻലൈസേഷൻ,ਹੇਟਰੋਫਰੀਕਰਨ
അറ്റത്തേക്കും,ਹੇਟਰੋਸਿਸ
ഹെറ്ററോസോം,ਹੇਟਰੋਸੋਮ
