Punjabi,Assamese
ਡਿਜ਼ੀਟਲ ਮੋਡੂਲੇਸ਼ਨ,ডিজিটেল মডুলেচন
ਡਿਜ਼ੀਟਲ ਮਾਨੀਟਰ,ডিজিটেল মনিটৰ
ਡਿਜ਼ੀਟਲ ਤਸਵੀਰ,ডিজিটেল ছবি
ਡਿਜੀਟਲ ਦਸਤਖਤ,ডিজিটেল স্বাক্ষৰ
ਡਿਜ਼ੀਟਲ ਸਵਿੱਚ,ডিজিটেল চুইচ
ਡਿਜੀਟਲ ਤੋਂ ਐਨਾਲਾਗ (D/A) ਕਨਵਰਟਰ,ডিজিটেলৰ পৰা এনালগলৈ (D/A) ৰূপান্তৰক
ਡਿਜੀਟਾਈਜ਼ੇਸ਼ਨ,ডিজিটাইজেচন
digitize,ডিজিটেলাইজ কৰক
ਡਿਜੀਟਾਈਜ਼ਰ,ডিজিটাইজাৰ
ਡਾਇਓਡ,ডাইঅ&#39;ড
ਸਿੱਧਾ,পোনপটীয়া
ਸਿੱਧਾ ਪਤਾ,প্ৰত্যক্ষ ঠিকনা
ਸਿੱਧਾ ਪਰਿਵਰਤਨ,প্ৰত্যক্ষ ৰূপান্তৰ
ਸਿੱਧੀ ਜੋੜੀ,প্ৰত্যক্ষ সংযোজন
ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ (DMA),প্ৰত্যক্ষ মেমৰি অভিগম (DMA)
ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ (DMA),প্ৰত্যক্ষ স্মৃতিশক্তি প্ৰৱেশ (DMA)
ਸਿੱਧੀ ਵਿਧੀ,প্ৰত্যক্ষ পদ্ধতি
ਨਿਰਦੇਸ਼,নিৰ্দেশনা
ਡਾਇਰੈਕਟਰੀ,ডাইৰেকটৰী
ਡਾਇਰੈਕਟਰੀ ਸਰਵਰ,ডাইৰেকটৰি চাৰ্ভাৰ
ਡਾਇਰੈਕਟਰੀ ਸੇਵਾ,ডাইৰেকটৰি সেৱা
ਅਯੋਗ,অক্ষম
ਅਸਮਰੱਥ ਸਿਗਨਲ,সংকেত নিষ্ক্ৰিয় কৰা
ਡਿਸਕਨੈਕਟ ਕਰੋ,সংযোগ বিচ্ছিন্ন কৰক
ਵੱਖਰਾ,বিচ্ছিন্ন
ਡਿਸਕ,ডিস্ক
ਡਿਸਕ ਪਤਾ,ডিষ্কৰ ঠিকনা
ਡਿਸਕ ਐਰੇ,ডিষ্ক এৰে
ਡਿਸਕ ਸਮਰੱਥਾ,ডিষ্কৰ ক্ষমতা
ਡਿਸਕ ਡਰਾਈਵ,ডিষ্ক ড্ৰাইভ
ਡਿਸਕ ਫਾਈਲ,ডিষ্ক নথিপত্ৰ
ਡਿਸਕ ਮੈਮੋਰੀ,ডিষ্ক মেমৰি
ਡਿਸਕ ਓਪਰੇਟਿੰਗ ਸਿਸਟਮ (DOS),ডিষ্ক কাৰ্য্যকৰপ্ৰণালী (DOS)
ਡਿਸਕ ਪੈਕ,ডিষ্ক পেক
ਡਿਸਕ ਸਰਵਰ,ডিষ্ক চাৰ্ভাৰ
ਡਿਸਕ ਸਟੋਰੇਜ਼,ডিষ্ক সংৰক্ষণ
ਡਿਸਕੇਟ,ডিস্কেট
ਡਿਸਪਲੇ ਫਾਇਲ,ফাইল প্ৰদৰ্শন কৰক
ਡਿਸਪਲੇ ਚਿੱਤਰ,ছবি প্ৰদৰ্শন কৰক
ਨਿਪਟਾਰੇ,নিষ্পত্তি
ਦੂਰੀ,দূৰত্ব
ਦੂਰੀ ਫੰਕਸ਼ਨ,দূৰত্বৰ ফলন
ਵਿਗਾੜ,বিকৃতি
ਵੰਡਿਆ,বিতৰণ কৰা হৈছে
ਵੰਡਿਆ ਡਾਟਾ,বিতৰণ কৰা তথ্য
ਵੰਡਿਆ ਸਰਵਰ,বিতৰণ কৰা চাৰ্ভাৰ
ਵੰਡਿਆ ਸਿਸਟਮ,বিতৰণ কৰা ব্যৱস্থা
ਵੰਡਣ ਵਾਲਾ,বিতৰণমূলক
ਦਸਤਾਵੇਜ਼,নথিপত্ৰ
ਦਸਤਾਵੇਜ਼ ਮੁੜ ਪ੍ਰਾਪਤ ਕੀਤਾ,নথিপত্ৰ উদ্ধাৰ কৰা হৈছে
ਦਸਤਾਵੇਜ਼ ਵਿੰਡੋ,নথিপত্ৰ উইন্ডো
ਦਸਤਾਵੇਜ਼,নথিপত্ৰ
ਡੋਮੇਨ,ডমেইন
ਡੋਮੇਨ ਨਾਮ,ডমেইনৰ নাম
ਡਾਟ ਮੈਟਰਿਕਸ ਪ੍ਰਿੰਟਰ,ডট মেট্ৰিক্স প্ৰিন্টাৰ
"ਥੱਲੇ, ਹੇਠਾਂ, ਨੀਂਵਾ",তললৈ
ਡਾਊਨ ਲਿੰਕ,ডাউন লিংক
ਡਾਊਨ ਲੋਡਿੰਗ,ডাউন লোডিং
ਘੱਟ ਸਮਾਂ,ডাউন টাইম
ਖਿੱਚਣਾ,ড্ৰেগিং কৰা
DRAM (ਡਾਇਨਾਮਿਕ ਰੈਮ),DRAM (ডাইনামিক ৰেম)
ਵਹਿਣਾ,ড্ৰিফ্ট
ਡਰਾਈਵਰ,ড্ৰাইভাৰ
ਸੁੱਟੋ,টোপাল
ਡ੍ਰੌਪ ਡਾਊਨ ਸੂਚੀ ਬਾਕਸ,ড্ৰপ ডাউন তালিকা বাকচ
ਡਰੱਮ ਡਰਾਈਵ,ড্ৰাম ড্ৰাইভ
ਡਰੱਮ ਪ੍ਰਿੰਟਰ,ড্ৰাম প্ৰিন্টাৰ
ਡਰੱਮ ਯੂਨਿਟ,ড্ৰাম ইউনিট
ਦੋਹਰਾ,দ্বৈত
ਦੋਹਰੀ ਘਣਤਾ,দ্বৈত ঘনত্ব
ਨਕਲੀ ਪਤਾ,ডামি ঠিকনা
ਡੰਪ,ভাণ্ডাৰ
ਡੁਪਲੈਕਸ ਸਰਕਟ,ডুপ্লেক্স বৰ্তনী
ਡੁਪਲੈਕਸਿੰਗ,ডুপ্লেক্সিং
ਡੁਪਲੀਕੇਟ,ডুপ্লিকেট কৰক
DVD R/W,ডিভিডি R/W
DVD ROM,DVD ROM
ਗਤੀਸ਼ੀਲ ਹਦਾਇਤ,গতিশীল নিৰ্দেশনা
ਗਤੀਸ਼ੀਲ ਮੈਮੋਰੀ,গতিশীল স্মৃতিশক্তি
ਗਤੀਸ਼ੀਲਤਾ,গতিশীলতা
ਈ.ਬੀ.ਸੀ.ਡੀ.ਆਈ.ਸੀ,ইবিচিডিআইচি
ਈ-ਕਾਰੋਬਾਰ,ই-ব্যৱসায়
echo,প্ৰতিধ্বনি
ਈ-ਕਾਮਰਸ,ই-কমাৰ্চ
ਸੰਪਾਦਿਤ ਕਰੋ,সম্পাদনা কৰক
ਸੰਪਾਦਕ,সম্পাদক
ਵਿਦਿਅਕ ਤਕਨਾਲੋਜੀ,শৈক্ষিক প্ৰযুক্তি
EEP ਰੋਮ,ইইপি ৰম
ਪ੍ਰਭਾਵੀ ਪਤਾ (ਫਲੋਟਿੰਗ ਪਤਾ),ফলপ্ৰসূ ঠিকনা (ভাসমান ঠিকনা)
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਸੰਚਾਲਨ ਪਤਾ,ফলপ্ৰসূ অপাৰেণ্ড ঠিকনা
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਵਿਧੀ,ফলপ্ৰসূ পদ্ধতি
ਪ੍ਰਭਾਵਸ਼ਾਲੀ UID (ਉਪਭੋਗਤਾ ਪਛਾਣ),ফলপ্ৰসূ UID (ব্যৱহাৰকাৰী চিনাক্তকৰণ)
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਪ੍ਰਸਾਰਣ ਸੰਚਾਲਨ,ফলপ্ৰসূ সংক্ৰমণ অপাৰেণ্ড
ਅੱਠ-ਬਿੱਟ ਬਾਈਟ,আঠ-বিট বাইট
ਈ-ਲਰਨਿੰਗ,ই-লাৰ্নিং
ਚੋਣ-ਅਲਗਰਥਮ,নিৰ্বাচন-algirthm
ਇਲੈਕਟ੍ਰਿਕ ਮੇਲਿੰਗ (ਈ-ਮੇਲ),বৈদ্যুতিক মেইলিং (ই-মেইল)
ਇਲੈਕਟ੍ਰਿਕ ਪ੍ਰਿੰਟਰ,বৈদ্যুতিক প্ৰিন্টাৰ
ਇਲੈਕਟ੍ਰੀਕਲ ਲੇਖਾ ਮਸ਼ੀਨ,বৈদ্যুতিক একাউণ্টিং মেচিন
ਇਲੈਕਟ੍ਰਾਨਿਕ,ইলেক্ট্ৰনিক
ਇਲੈਕਟ੍ਰਾਨਿਕ ਕਲੀਅਰੈਂਸ ਸਿਸਟਮ (ECS),ইলেক্ট্ৰনিক ক্লিয়াৰেন্স চিষ্টেম (ECS)
ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਟਾ ਇੰਟਰਚੇਂਜ (EDI),ইলেক্ট্ৰনিক ডাটা বিনিময় (EDI)
ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ,ইলেক্ট্ৰনিক ডাটা প্ৰচেছিং
ਇਲੈਕਟ੍ਰਾਨਿਕ ਫਾਈਲਿੰਗ,ইলেক্ট্ৰনিক ফাইলিং
ਇਲੈਕਟ੍ਰਾਨਿਕ ਫੰਡ ਟ੍ਰਾਂਸਫਰ ਸਿਸਟਮ (EFTS),ইলেক্ট্ৰনিক ধন হস্তান্তৰ ব্যৱস্থা (EFTS)
ਇਲੈਕਟ੍ਰਾਨਿਕ ਰਸਾਲੇ,ইলেক্ট্ৰনিক জাৰ্নেল
ਇਲੈਕਟ੍ਰਾਨਿਕ ਪ੍ਰਕਾਸ਼ਨ,ইলেক্ট্ৰনিক প্ৰকাশন
ਇਲੈਕਟ੍ਰਾਨਿਕ ਸਵਿੱਚ,ইলেক্ট্ৰনিক চুইচ
ਤੱਤ,উপাদান
ਈ - ਮੇਲ,ই-মেইল
ਈਮੇਲ ਖਾਤਾ,ই-মেইল ঠিকনা
ਏਮਬੈਡਡ ਸਿਸਟਮ,এম্বেডেড চিস্টেম
ਏਮਬੈਡਿੰਗ,এম্বেডিং
ਐਮੀਟਰ ਜੋੜੇ ਤਰਕ (ECL),এমিটাৰ কাপল লজিক (ECL)
ਖਾਲੀ ਸਟੈਕ,খালী ষ্টেক
ਖਾਲੀ ਸਤਰ,খালী ষ্ট্ৰিং
ਇਮੂਲੇਸ਼ਨ,অনুকৰণ
encapsulation,এনকেপচুলেচন
ਐਨਸਾਈਫਰ,encipher
ਇੰਕੋਡ,এনকোড কৰক
ਏਨਕੋਡਰ,এনকোডাৰ
ਐਨਕ੍ਰਿਪਟਡ ਡੇਟਾ,এনক্ৰেপ্ট কৰা তথ্য
ਐਨਕ੍ਰਿਪਟਿੰਗ ਫਾਈਲ ਸਿਸਟਮ,নথিপত্ৰপ্ৰণালীক এনক্ৰিপ্ট কৰা
ਇਨਕ੍ਰਿਪਸ਼ਨ,এনক্ৰিপচন
ਬਲਾਕ ਦਾ ਅੰਤ,ব্লকৰ শেষ
ਫਾਈਲ ਦਾ ਅੰਤ (EOF),ফাইলৰ শেষ (EOF)
ਆਖਰੀ ਉਪਭੋਗਤਾ,শেষ ব্যৱহাৰকাৰী
ਦਾਖਲ ਕਰੋ,প্ৰৱেশ কৰা
ਐਂਟਰ-ਕੁੰਜੀ,এণ্টাৰ-কি
ਐਂਟਰਪ੍ਰਾਈਜ਼ ਸਰਵਰ,এণ্টাৰপ্ৰাইজ চাৰ্ভাৰ
ਐਂਟਰਪ੍ਰਾਈਜ਼ ਸਿਸਟਮ,উদ্যোগ ব্যৱস্থা
ਹਸਤੀ,সত্তা
ਹਸਤੀ-ਰਿਸ਼ਤਾ,সত্তা-সম্পৰ্ক
ਦਾਖਲਾ ਸਮਾਂ,প্ৰৱেশৰ সময়
ਇੰਦਰਾਜ਼ ਵੇਰੀਏਬਲ,প্ৰৱেশ চলক
ਅਣਗਿਣਤ,গণনাযোগ্য
ਵਾਤਾਵਰਣ,পৰিৱেশ
ਯੁੱਗ,যুগ
EPROM,EPROM
epsilon ਬੰਦ,এপ্সিলন বন্ধ কৰা
ਬਰਾਬਰੀ ਕਰਨ ਵਾਲਾ,ইকুৱেলাইজাৰ
ਉਪਕਰਨ,সঁজুলি
ਸਮਾਨਤਾ ਵਰਗ,সমতুল্যতা শ্ৰেণী
ਸਮਾਨਤਾ ਸਬੰਧ,সমতুল্যতা সম্পৰ্ক
ਮਿਟਾਓ,মচি পেলাওক
ਗਲਤੀ ਠੀਕ ਕਰਨ ਵਾਲਾ ਕੋਡ,ক&#39;ড সংশোধন কৰাত ত্ৰুটি
ਗਲਤੀ ਸੁਧਾਰ,ভুল সংশোধন
ਗਲਤੀ ਖੋਜ,ভুল ধৰা পেলোৱা
ਗਲਤੀ ਹੈਂਡਲਿੰਗ,ভুল নিয়ন্ত্ৰণ
ਗਲਤੀ ਸੁਨੇਹਾ,ভুল বাৰ্তা
ਗਲਤੀ ਦਰ,ভুলৰ হাৰ
ਗਲਤੀ ਰਿਕਵਰੀ,ত্ৰুটি পুনৰুদ্ধাৰ
ਗਲਤੀ ਰੁਟੀਨ,ভুল ৰুটিন
ਬਚਣ ਦਾ ਕਿਰਦਾਰ,পলায়ন চৰিত্ৰ
ਈਥਰਨੈੱਟ,ইথাৰনেট
ਘਟਨਾ,কাৰ্যক্ৰম
ਘਟਨਾ ਲੜੀ,ইভেন্ট শৃংখল
ਘਟਨਾ ਨਿਯੰਤਰਣ,ইভেন্ট নিয়ন্ত্ৰণ
ਘਟਨਾ ਕਾਊਂਟਰ,ইভেন্ট কাউণ্টাৰ
ਅਪਵਾਦ ਹੈਂਡਲਿੰਗ,ব্যতিক্ৰম নিয়ন্ত্ৰণ
ਐਕਸਚੇਂਜਯੋਗ ਡਿਸਕ ਸਟੋਰੇਜ,বিনিময়যোগ্য ডিষ্ক সংৰক্ষণ
ਬੇਦਖਲੀ,বৰ্জন
ਵਿਸ਼ੇਸ਼ ਜਾਂ (XOR),একচেটিয়া বা (XOR)
ਚੱਲਣਯੋਗ ਪ੍ਰੋਗਰਾਮ,এক্সিকিউটেবল প্ৰগ্ৰেম
ਕਾਰਜਕਾਰੀ ਬਿਆਨ,কাৰ্য্যবাহী বিবৃতি
ਪੂਰੀ ਖੋਜ,বিস্তৃত অনুসন্ধান
ਮੌਜੂਦ ਹੈ,উপলব্ধ
ਨਿਕਾਸ,প্ৰস্থান
ਮਾਹਰ ਸਿਸਟਮ,বিশেষজ্ঞ ব্যৱস্থা
ਸਮੀਕਰਨ,অভিব্যক্তি
ਵਿਸਤ੍ਰਿਤ ਗ੍ਰਾਫਿਕ ਐਰੇ (XGA),সম্প্ৰসাৰিত গ্ৰাফিক এৰে (XGA)
ਵਿਸਤ੍ਰਿਤ ਉਦਯੋਗ ਮਿਆਰ (EIS),বৰ্ধিত উদ্যোগ মানদণ্ড (EIS)
ਵਿਸਤ੍ਰਿਤ ਮਸ਼ੀਨ,বৰ্ধিত মেচিন
ਵਿਸਤ੍ਰਿਤ ਮੈਮੋਰੀ,বৰ্ধিত স্মৃতিশক্তি
ਵਿਸਤ੍ਰਿਤ ਸ਼ੁੱਧਤਾ,বৰ্ধিত নিখুঁততা
ਵਿਸਤ੍ਰਿਤ ਛਾਂਟੀ,বৰ্ধিত সজাই পৰাই তোলা
ਬਾਹਰੀ ਕਾਲ,বাহ্যিক কল
ਬਾਹਰੀ ਗਲਤੀ,বাহ্যিক ভুল
ਬਾਹਰੀ ਫੰਕਸ਼ਨ,বাহ্যিক কাৰ্য্য
ਬਾਹਰੀ ਰੁਕਾਵਟ,বাহ্যিক বাধা
ਬਾਹਰੀ ਮੈਮੋਰੀ,বাহ্যিক স্মৃতিশক্তি
ਬਾਹਰੀ ਮੈਮੋਰੀ,বাহ্যিক স্মৃতিশক্তি
ਬਾਹਰੀ ਮਾਡਮ,বাহ্যিক মডেম
ਬਾਹਰੀ ਹਵਾਲਾ,বাহ্যিক উল্লেখ
ਬਾਹਰੀ ਖੋਜ,বাহ্যিক অনুসন্ধান
ਬਾਹਰੀ ਸਟੋਰੇਜ਼ ਜੰਤਰ,বাহ্যিক সংৰক্ষণ ডিভাইচ
ਕੱਢਣਾ,নিষ্কাশন
ਐਕਸਟਰਪੋਲੇਸ਼ਨ,বহিঃপ্ৰক্ষেপণ
ਚਿਹਰਾ-ਚਰਿੱਤਰ ਪ੍ਰਿੰਟਰ,মুখ-আখৰ প্ৰিন্টাৰ
ਅਸਫਲ-ਸੁਰੱਖਿਅਤ ਕਾਰਵਾਈ,বিফল-নিৰাপদ কাৰ্য্য
ਅਸਫਲਤਾ ਦੀ ਦਰ,বিফলতাৰ হাৰ
ਅਸਫਲਤਾ ਰਿਕਵਰੀ,বিফলতা পুনৰুদ্ধাৰ
ਗਲਤ ਕੋਡ,মিছা ক&#39;ড
ਗਲਤ ਗਲਤੀ,মিছা ভুল
ਪੱਖਾ-ਵਿੱਚ,ফেন-ইন
ਪੱਖਾ-ਬਾਹਰ,ফেন-আউট
fascimile I/O ਡਿਵਾਈਸ,fascimile I/O ডিভাইচ
ਫਾਸਟ ਫੋਰੀਅਰ ਟ੍ਰਾਂਸਫਾਰਮ (FFT),দ্ৰুত ফোৰিয়াৰ ৰূপান্তৰ (FFT)
ਘਾਤਕ ਗਲਤੀ,মাৰাত্মক ভুল
ਨੁਕਸ ਖੋਜ,ত্ৰুটি ধৰা পেলোৱা
ਨੁਕਸ ਨਿਦਾਨ,দোষ নিদান
ਨੁਕਸ ਸਹਿਣਸ਼ੀਲਤਾ,দোষ সহনশীলতা
ਫੈਕਸ,ফেক্স
ਫੈਕਸ ਸੁਨੇਹਾ,ফেক্স বাৰ্তা
FDC,এফ ডি চি
ਵਿਸ਼ੇਸ਼ਤਾ ਖੋਜ,বৈশিষ্ট্য ধৰা পেলোৱা
ਫੀਡ ਚੱਕਰ,ফিড চক্ৰ
ਸੁਝਾਅ,মতামত
ਫੀਡਰ,ফিডাৰ
ਪ੍ਰਾਪਤ ਕਰੋ,লৈ অনা
ਫਿਬੋਨਾਚੀ ਖੋਜ,fibonacci অনুসন্ধান
ਫਿਬੋਨਾਚੀ ਕ੍ਰਮ,fibonacci ক্ৰম
ਫਿਬੋਨਾਚੀ ਲੜੀ,fibonacci শৃংখলা
ਫਾਈਬਰ ਆਪਟਿਕਸ,ফাইবাৰ অপটিক্স
ਫਿਡੋ ਜਾਲ,ফিডো নেট
ਖੇਤਰ,ক্ষেত্ৰ
ਪੰਜਵੀਂ ਪੀੜ੍ਹੀ ਦੇ ਕੰਪਿਊਟਰ,পঞ্চম প্ৰজন্মৰ কম্পিউটাৰ
ਫਾਈਲ,ফাইল
ਫਾਇਲ ਪਹੁੰਚ ਵਿਧੀ,ফাইল অভিগম পদ্ধতি
ਫਾਇਲ ਵੰਡ ਸਾਰਣੀ,ফাইল আবণ্টন টেবুল
ਫਾਈਲ ਕੰਪਰੈਸ਼ਨ,ফাইল সংকোচন
ਫਾਇਲ ਦੀ ਨਕਲ,ফাইল কপি কৰা
ਫਾਈਲ ਲੇਆਉਟ,ফাইল বিন্যাস
ਫਾਈਲ ਅਭੇਦ,ফাইল মাৰ্জ কৰক
ਫਾਇਲ ਰਿਕਵਰੀ,ফাইল পুনৰুদ্ধাৰ
ਫਾਇਲ ਸਟੋਰੇਜ਼,নথিপত্ৰ সংৰক্ষণ
ਫਾਇਲ ਬਣਤਰ,নথিপত্ৰ গঠন
ਫਾਇਲ ਸਿਸਟਮ,নথিপত্ৰপ্ৰণালী
ਫਾਈਲ ਟ੍ਰਾਂਸਫਰ,ফাইল স্থানান্তৰ
ਫਾਈਲ ਟ੍ਰਾਂਸਫਰ ਪ੍ਰੋਟੋਕੋਲ (FTP),নথিপত্ৰ স্থানান্তৰ প্ৰটোকল (FTP)
ਫਿਲਟਰ,ফিল্টাৰ
ਅੰਤਮ ਰਾਜ,চূড়ান্ত অৱস্থা
ਲੱਭੋ,সন্ধান কৰা
ਸੀਮਿਤ ਰਾਜ ਮਸ਼ੀਨ,সসীম অৱস্থাৰ যন্ত্ৰ
ਅੱਗ ਦੀ ਕੰਧ,জুইৰ দেৱাল
ਫਰਮਵੇਅਰ,ফাৰ্মৱেৰ
ਪਹਿਲਾਂ ਆਓ ਪਹਿਲਾਂ ਸੇਵਾ ਕਰੋ,প্ৰথমে আহক প্ৰথমে পৰিবেশন কৰক
ਪਹਿਲੀ ਪੀੜ੍ਹੀ ਦਾ ਕੰਪਿਊਟਰ,প্ৰথম প্ৰজন্মৰ কম্পিউটাৰ
ਫਸਟ ਇਨ ਫਸਟ ਆਊਟ (FIFO),প্ৰথম ইন প্ৰথম আউট (FIFO)
ਪਹਿਲਾ ਆਰਡਰ ਤਰਕ,প্ৰথম ক্ৰমৰ যুক্তি
ਪਹਿਲੀ ਆਰਡਰ ਥਿਊਰੀ,প্ৰথম ক্ৰমৰ তত্ত্ব
ਸਥਿਰ ਭਾਗ,স্থিৰ বিভাজন
ਝੰਡਾ,পতাকা
ਲਚਕਦਾਰ ਡਿਸਕ,নমনীয় ডিষ্ক
ਫਲਾਪੀ ਡਿਸਕ,ফ্লপি ডিস্ক
ਫਲਾਪੀ ਡਿਸਕ ਡਰਾਈਵ (Fdd),ফ্লপি ডিষ্ক ড্ৰাইভ (Fdd)
ਵਹਾਅ ਚਾਰਟ,ফ্ল&#39; চাৰ্ট
ਕੰਟਰੋਲ ਦਾ ਵਹਾਅ,নিয়ন্ত্ৰণৰ প্ৰবাহ
ਫਲੱਸ਼,ফ্লাছ
ਫੋਲਡਰ,ফোল্ডাৰ
ਫੌਂਟ,ফন্ট
ਫੌਂਟ ਪਰਿਵਾਰ,ফন্ট পৰিয়াল
ਵਿਦੇਸ਼ੀ ਕੁੰਜੀ,বিদেশী চাবি
ਫਾਰਮ,প্ৰপত্ৰ
ਰਸਮੀ ਭਾਸ਼ਾ,আনুষ্ঠানিক ভাষা
ਰਸਮੀ ਸਿਸਟਮ,আনুষ্ঠানিক ব্যৱস্থা
ਫਾਰਮੈਟ,ফৰ্মেট
ਫਾਰਮੈਟਿੰਗ,ফৰ্মেটিং
fortran,fortran
fortran ਪ੍ਰੋਗਰਾਮਿੰਗ,fortra প্ৰগ্ৰেমিং
ਅੱਗੇ ਸਲੈਸ਼,ফৰৱাৰ্ড স্লেছ
ਚੌਥੀ ਪੀੜ੍ਹੀ ਦਾ ਕੰਪਿਊਟਰ,চতুৰ্থ প্ৰজন্মৰ কম্পিউটাৰ
ਟੁਕੜਾ,খণ্ড
ਫਰੇਮ,ফ্ৰেম
ਮੁਫ਼ਤ ਨੈੱਟ,মুক্ত নেট
ਮੁਫਤ ਸਾਫਟਵੇਅਰ ਫਾਊਂਡੇਸ਼ਨ,মুক্ত চফ্টৱেৰ ভেটি
ਮੁਫ਼ਤ ਸਟੋਰੇਜ਼,বিনামূলীয়া সংৰক্ষণ
ਮੁਫ਼ਤਵੇਅਰ,ফ্ৰীৱেৰ
ਅਗਰਾਂਤ,আগশাৰীৰ
ਸਾਹਮਣੇ ਪੈਨਲ,ফ্ৰন্ট পেনেল
ਫੰਕਸ਼ਨ,অনুষ্ঠান
ਫੰਕਸ਼ਨ ਕੁੰਜੀ,ফাংচন কি&#39;
ਫੰਕਸ਼ਨ ਦਾ ਹਵਾਲਾ,ফাংচন ৰেফাৰেন্স
ਕਾਰਜਾਤਮਕ ਨਿਰਭਰਤਾ,কাৰ্য্যকৰী নিৰ্ভৰশীলতা
ਕਾਰਜਾਤਮਕ ਟੈਸਟਿੰਗ,কাৰ্য্যকৰী পৰীক্ষণ
ਫਜ਼ੀ ਤਰਕ,অস্পষ্ট যুক্তি
ਫਜ਼ੀ ਸੈੱਟ,অস্পষ্ট ছেট
ਲਾਭ,লাভ কৰা
ਖੇਡ ਦਾ ਰੁੱਖ,খেলা গছ
ਪਾੜਾ ਅੱਖਰ,ফাঁক চৰিত্ৰ
ਕੂੜਾ,আৱৰ্জনা
ਕੂੜਾ ਇਕੱਠਾ ਕਰਨਾ,জাবৰ সংগ্ৰহ
ਕੂੜਾ ਇਕੱਠਾ ਕਰਨਾ,জাবৰ সংগ্ৰহ
ਕੂੜਾ ਬਾਹਰ ਕੂੜਾ (GIGO),জাবৰত জাবৰ বাহিৰলৈ ওলাই যোৱা (GIGO)
ਕਪਾਟ,গেট
ਗੇਟਵੇ,গেটৱে
ਆਮ ਪ੍ਰੋਗਰਾਮ,সাধাৰণ কাৰ্যসূচী
ਆਮ ਪ੍ਰੋਗਰਾਮ,সাধাৰণ কাৰ্যসূচী
ਆਮ ਮਕਸਦ ਕੰਪਿਊਟਰ,সাধাৰণ উদ্দেশ্যৰ কম্পিউটাৰ
ਆਮ ਮਕਸਦ ਕੰਪਿਊਟਰ,সাধাৰণ উদ্দেশ্যৰ কম্পিউটাৰ
ਆਮ ਰਜਿਸਟਰ,সাধাৰণ পঞ্জীয়ন
ਸਧਾਰਣਕਰਨ,সাধাৰণীকৰণ
ਸਧਾਰਣਕਰਨ,সাধাৰণীকৰণ
ਆਮ-ਉਦੇਸ਼ ਭਾਸ਼ਾ,সাধাৰণ উদ্দেশ্যৰ ভাষা
ਆਮ-ਉਦੇਸ਼ ਓਪਰੇਟਿੰਗ ਸਿਸਟਮ,সাধাৰণ উদ্দেশ্যৰ অপাৰেটিং sysem
ਆਮ ਮਕਸਦ ਰਜਿਸਟਰ,সাধাৰণ উদ্দেশ্যৰ পঞ্জীয়ন
ਪੈਦਾ ਕੀਤੀ ਗਲਤੀ,সৃষ্টি কৰা ভুল
ਬਣਾਉਣ ਫੰਕਸ਼ਨ,জেনেৰেটিং ফাংচন
ਆਮ ਵਰਗ,জেনেৰিক ক্লাছ
ਆਮ ਫੰਕਸ਼ਨ,জেনেৰিক ফাংচন
ਆਮ ਨਾਮ,জেনেৰিক নাম
gigo,gigo
ਗਲੋਬਲ,সাৰ্বজনীন
ਗਲੋਬਲ ਕੋਡ,গ্লোবেল ক&#39;ড
ਗਲੋਬਲ ਲਾਕ,গ্লোবেল লক
ਗਲੋਬਲ ਨੈੱਟਵਰਕ,গ্লোবেল নেটৱৰ্ক
ਗਲੋਬਲ ਨੈੱਟਵਰਕ,গ্লোবেল নেটৱৰ্ক
ਗਲੋਬਲ ਉਪਭੋਗਤਾ,গ্লোবেল ব্যৱহাৰকাৰী
ਗਲੋਬਲ ਵੇਰੀਏਬਲ,গ্লোবেল ভেৰিয়েবল
ਵਿਸ਼ਵੀਕਰਨ,বিশ্বায়ন
ਗੋਫਰ,gopher
ਗੋਫਰ ਗਾਹਕ,gopher ক্লায়েন্ট
ਗੋਫਰ ਸਰਵਰ,gopher চাৰ্ভাৰ
ਗੋਫਰ ਸਾਈਟ,gopher চাইট
ਗੋਫਰ ਸਪੇਸ,gopher স্থান
ਸੁੰਦਰ ਗਿਰਾਵਟ,graceful অৱক্ষয়
ਵਿਆਕਰਣ ਜਾਂਚਕਰਤਾ,ব্যাকৰণ পৰীক্ষক
ਵਿਆਕਰਣ ਸੁੰਦਰ ਨਿਕਾਸ,ব্যাকৰণ graceful প্ৰস্থান
ਸਮੁੱਚੀ ਗਿਣਤੀ,সৰ্বমুঠ
ਗ੍ਰਾਫ਼,গ্ৰাফ
ਗ੍ਰਾਫ ਦੀ ਸਾਜ਼ਿਸ਼,গ্ৰাফ প্লটিং
ਗ੍ਰਾਫਿਕ ਅੱਖਰ,গ্ৰাফিক চৰিত্ৰ
ਗ੍ਰਾਫਿਕ ਕੰਟਰੋਲਰ,গ্রাফিক নিয়ন্ত্রক
