Bengali,Telugu
চরিত্র ত্রুটি হার,అక్షర లోపం రేటు
চরিত্রের প্রকাশ,అక్షర వ్యక్తీకరణ
চরিত্র পূরণ,అక్షర పూరకం
চরিত্রের ফর্ম্যাট মেমরি,అక్షర ఫార్మాట్ మెమరీ
চরিত্র জেনারেটর,అక్షర జనరేటర్
চরিত্রের তথ্য হার,అక్షర సమాచార రేటు
চরিত্র নির্দেশনা,అక్షర సూచన
বৈশিষ্ট্য,లక్షణం
বৈশিষ্ট্যযুক্ত বিকৃতি,లక్షణ వక్రీకరణ
বৈশিষ্ট্যযুক্ত প্রতিবন্ধকতা,లక్షణ అవరోధం
চরিত্র কী,అక్షర కీ
চরিত্র মানে এনট্রপি,అక్షరం అంటే ఎంట్రోపీ
চরিত্রের অর্থ তথ্য সামগ্রী = চরিত্রের অর্থ এনট্রপি),అక్షర మీన్ ఇన్ఫర్మేషన్ కంటెంట్ = అక్షర మీన్ ఎంట్రోపీ)
চরিত্রমুখী,అక్షర ఆధారిత
চরিত্রের রূপরেখা,అక్షర రూపురేఖలు
চরিত্রের অবস্থান,అక్షర స్థానం
চরিত্র প্রিন্টার,అక్షర ప్రింటర్
চরিত্র পাঠক,అక్షర రీడర్
চরিত্র স্বীকৃতি,అక్షర గుర్తింపు
চরিত্রের সম্পর্ক,అక్షర సంబంధం
চরিত্র সারি,అక్షర వరుస
অক্ষর সেট,అక్షర సమితి
চরিত্রের আকার,అక్షర పరిమాణం
চরিত্র skew,క్యారెక్టర్ స్కేవ్
চরিত্রের স্ট্রিং,అక్షర స్ట్రింగ్
চরিত্রের স্ট্রিং ধ্রুবক,అక్షర స్ట్రింగ్ స్థిరాంకం
চরিত্র স্ট্রোক,అక్షర స్ట్రోక్
চরিত্র শৈলী,అక్షర శైలి
চরিত্র উপসেট,అక్షర ఉపసమితి
চরিত্র টেপ,అక్షర టేప్
চার্ট,చార్ట్
চার্ট তৈরি,చార్ట్ తయారీ
চার্ট পাঠক,చార్ట్ రీడర్
চ্যাসিস,చట్రం
চ্যাসিস অ্যাসেম্বলি,చట్రం అసెంబ్లీ
চেবিশেভ আনুমানিক,చెబిషెవ్ ఉజ్జాయింపు
বিট চেক করুন,చెక్ బిట్
বাস চেক করুন,బస్సు తనిఖీ చేయండి
কার্ড পরীক্ষা করো,కార్డ్ చెక్
চরিত্র পরীক্ষা করুন,అక్షరాన్ని తనిఖీ చేయండి
কোড পরীক্ষা করুন,కోడ్ తనిఖీ చేయండి
শর্ত পরীক্ষা করুন,చెక్ కండిషన్
ডায়াগনস্টিক পরীক্ষা করুন,డయాగ్నొస్టిక్ తనిఖీ చేయండి
অংকের চেক,అంకెను తనిఖీ చేయండి
সূচক পরীক্ষা করুন,చెక్ ఇండికేటర్
সূচক নির্দেশ পরীক্ষা করুন,సూచిక సూచనలను తనిఖీ చేయండి
কর্মসূচি পরীক্ষা করা হচ্ছে,తనిఖీ ప్రోగ్రామ్
চেক কৌশল,టెక్నిక్ తనిఖీ
পরীক্ষামূলক চাবি,కీ చెక్ కీ
নম্বর চেক করুন (= ডিজিট পরীক্ষা করুন),తనిఖీ సంఖ్య (= చెక్ డిజిట్)
দেখুন (= ডিবাগ),తనిఖీ చేయండి (= డీబగ్)
রুটিন দেখুন,దినచర్యను చూడండి
চেক পয়েন্ট,చెక్ పాయింట్
পয়েন্ট ডেটা সেট চেক করুন,పాయింట్ డేటా సెట్ చెక్
চেক পয়েন্ট ডাম্প,చెక్ పాయింట్ డంప్
চেক পয়েন্ট রেকর্ড,చెక్ పాయింట్ రికార్డ్
চেক পয়েন্ট পুনরায় চালু করুন,చెక్ పాయింట్ పున art ప్రారంభం
পয়েন্ট রুটিন চেক করুন,పాయింట్ రొటీన్ చెక్
চেক পয়েন্ট বাছাই,చెక్ పాయింట్ సార్టింగ్
সমস্যা পরীক্ষা করুন,సమస్యను తనిఖీ చేయండి
নিবন্ধন করুন,చెక్ రిజిస్టర్
রিসেট কী পরীক্ষা করুন,రీసెట్ కీని తనిఖీ చేయండి
রুটিন পরীক্ষা করুন,రొటీన్ తనిఖీ చేయండి
সারি পরীক্ষা করুন,వరుసను తనిఖీ చేయండి
সমাধান পরীক্ষা করুন,పరిష్కారాన్ని తనిఖీ చేయండి
যোগফল পরীক্ষা করুন,మొత్తం చెక్
মোট পরীক্ষা করুন,మొత్తం తనిఖీ చేయండి
শব্দ পরীক্ষা করুন,పదాన్ని తనిఖీ చేయండి
শিশু বিভাগ,పిల్లల విభాగం
চাইনিজ বাইনারি (কলাম বাইনারি),చైనీయుల బైనరీ
চিপ,చిప్
চিপ ক্যারিয়ার,చిప్ క్యారియర్
চিপ মাইক্রোপ্রসেসর,చిప్ మైక్రోప్రాసెసర్
চিপ প্রক্রিয়া,చిప్ ప్రక్రియ
চিপ রেজিস্টার আর্কিটেকচার,చిప్ రిజిస్టర్ ఆర్కిటెక్చర్
চিপ নির্বাচন করুন,చిప్ ఎంచుకోండి
পছন্দ ডিভাইস,ఎంపిక పరికరం
গোপনীয় কোড,సాంకేతికలిపి
সাইফার পাঠ্য (= এনসিফারড ডেটা),సాంకేతికలిపి వచనం (= ఎన్‌క్యూఫర్డ్ డేటా)
সার্কিট,సర్క్యూట్
সার্কিট বোর্ড,సర్క్యూట్ బోర్డ్
সার্কিট ব্রেকার,సర్క్యూట్ బ్రేకర్
সার্কিট কার্ড,సర్క్యూట్ కార్డ్
সার্কিট গ্রেড,సర్క్యూట్ గ్రేడ్
সার্কিট লোড,సర్క్యూట్ లోడ్
সার্কিট অর্ডার,సర్క్యూట్ ఆర్డర్
সার্কিট নির্ভরযোগ্যতা,సర్క్యూట్ విశ్వసనీయత
সার্কিট সুইচ,సర్క్యూట్ స్విచ్
সার্কিট-স্যুইচড সংযোগ,సర్క్యూట్-స్విచ్డ్ కనెక్షన్
সার্কিট বদল,సర్క్యూట్ స్విచింగ్
সার্কিট স্যুইচিং ইউনিট,సర్క్యూట్ స్విచింగ్ యూనిట్
সার্কিট ইউনিট সমাবেশ,సర్క్యూట్ యూనిట్ అసెంబ్లీ
বৃত্তাকার বাফারিং,వృత్తాకార బఫరింగ్
বিজ্ঞপ্তি তালিকা,వృత్తాకార జాబితా
বিজ্ঞপ্তি শিফট,వృత్తాకార షిఫ్ట్
সার্কুলেটিং রেজিস্টার,సర్క్యులేటింగ్ రిజిస్టర్
সঞ্চালন স্টোরেজ,ప్రసరణ నిల్వ
উদ্ধৃতি,ప్రస్తావన
ক্ল্যাডিং,క్లాడింగ్
ক্লাস,తరగతి
ক্লাস 5 অফিস,5 వ తరగతి కార్యాలయం
শ্রেণি শর্ত,తరగతి పరిస్థితి
শ্রেণিবদ্ধকরণ,వర్గీకరణ
পরিষ্কার অপারেশন,శుభ్రపరిచే ఆపరేషన్
স্পষ্ট,క్లియర్
পরিষ্কার অঞ্চল,స్పష్టమైన ప్రాంతం
সাফ ব্যান্ড (= পরিষ্কার অঞ্চল,క్లియర్ బ్యాండ్ (= స్పష్టమైన ప్రాంతం
চ্যানেল সাফ করুন,ఛానెల్ క్లియర్
উপাত্ত মুছে ফেল,డేటాను క్లియర్ చేయండి
পরিষ্কার প্রদর্শন,స్పష్టమైన ప్రదర్శన
পরিষ্কার মেমরি (= সাফ স্টোরেজ),క్లియర్ మెమరీ (= స్పష్టమైన నిల్వ)
সাফ সেশন,క్లియర్ సెషన్
সাফ স্টোরেজ,స్పష్టమైన నిల్వ
ক্লিপিং,క్లిప్పింగ్
ঘড়ি,గడియారం
ঘড়ি সার্কিট,క్లాక్ సర్క్యూట్
ঘড়ি কাউন্টার,క్లాక్ కౌంటర్
ঘড়ির ফ্রিকোয়েন্সি,గడియార పౌన frequency పున్యం
ক্লকিং,క్లాకింగ్
ঘড়ির বাধা,గడియారం అంతరాయం
ঘড়ির পালস,క్లాక్ పల్స్
ঘড়ি হার,గడియార రేటు
ক্লক রেজিস্টার (= টাইমার),క్లాక్ రిజిస్టర్ (= టైమర్)
ঘড়ি সংকেত,గడియార సిగ్నల్
ঘড়ি সিমুলেশন,గడియార అనుకరణ
ঘড়ির সময়,గడియార సమయం
ঘড়ি ট্র্যাক,గడియార ట్రాక్
শ্রেণিবদ্ধকরণ বন্ধ,క్లోజ్ వర్గీకరణ
বন্ধ অ্যারে,క్లోజ్డ్ అర్రే
বন্ধ ফাইল,క్లోజ్డ్ ఫైల్
বদ্ধ চক্র,నిర్భంద వలయం
বন্ধ লুপ (নিয়ন্ত্রণ) সিস্টেম,క్లోజ్డ్ లూప్ (నియంత్రణ) వ్యవస్థ
বন্ধ রুটিন,క్లోజ్డ్ రొటీన్
বন্ধ দোকান অপারেশন,క్లోజ్ షాప్ ఆపరేషన్
বন্ধ সাব্রুটাইন,క్లోజ్డ్ సబ్‌ట్రౌటిన్
ক্লোজড-ব্যবহারকারী গ্রুপ,క్లోజ్డ్ యూజర్ గ్రూప్
ঘনিষ্ঠভাবে মিলিত,దగ్గరగా కపుల్డ్
একটি টার্মিনাল বন্ধ,టెర్మినల్ మూసివేయడం
একটি ফাইল বন্ধ,ఫైల్ మూసివేయడం
ক্লাস্টার,క్లస్టర్
ক্লাস্টার বিশ্লেষণ,క్లస్టర్ విశ్లేషణ
ক্লাস্টার নিয়ামক,క్లస్టర్ కంట్రోలర్
ক্লাস্টার কন্ট্রোলার নোড,క్లస్టర్ కంట్రోలర్ నోడ్
ক্লাস্টার নিয়ন্ত্রণ ইউনিট,క్లస్టర్ కంట్రోల్ యూనిట్
ক্লাস্টার্ড ফাইল,క్లస్టర్డ్ ఫైల్
ক্লাস্টারিং অ্যালগরিদম,క్లస్టరింగ్ అల్గోరిథం
সমবেত হত্তয়া,సహకరించండి
প্রলিপ্ত কার্ড,పూత కార్డు
কোক্সিয়াল কেবল,ఏకాక్షక కేబుల్
কোবোল,కోబోల్
কোবোল চরিত্র,కోబోల్ పాత్ర
কোবোল প্রোগ্রামিং,కోబోల్ ప్రోగ్రామింగ్
কোডাসিল,కోడాసిల్
কোড,కోడ్
কোড অঞ্চল,కోడ్ ప్రాంతం
কোড চেইন,కోడ్ గొలుసు
কোড চেক,కోడ్ చెక్
কোডেড গাণিতিক ডেটা,కోడెడ్ అంకగణిత డేటా
কোডেড চরিত্র সেট,కోడెడ్ అక్షర సమితి
কোডেড রূপান্তরকারী,కోడెడ్ కన్వర్టర్
কোডেড দশমিক স্বরলিপি,కోడెడ్ దశాంశ సంజ్ఞామానం
কোড নির্ভর সিস্টেম,కోడ్ డిపెండెంట్ సిస్టమ్
কোডেড গ্রাফিক্স,కోడెడ్ గ్రాఫిక్స్
কোডেড ইমেজ স্পেস,కోడెడ్ ఇమేజ్ స్పేస్
কোড ডিরেক্টিং চরিত্র,కోడ్ డైరెక్టింగ్ అక్షరం
কোডড প্রোগ্রাম,కోడెడ్ ప్రోగ్రామ్
কোডেড উপস্থাপনা,కోడెడ్ ప్రాతినిధ్యం
কোডেড স্টপ,కోడెడ్ స్టాప్
কোড উপাদান,కోడ్ మూలకం
কোড এক্সটেনশন চরিত্র,కోడ్ పొడిగింపు అక్షరం
কোড ফ্রেম,కోడ్ ఫ్రేమ్
কোড হোল,కోడ్ హోల్
কোড-স্বতন্ত্র ডেটা যোগাযোগ,కోడ్-స్వతంత్ర డేటా కమ్యూనికేషన్
কোড-স্বতন্ত্র সিস্টেম,కోడ్-స్వతంత్ర వ్యవస్థ
"কোড-সংবেদনশীল সিস্টেম (= কোড-ইন- নির্ভরশীল
 পদ্ধতি)","కోడ్-ఇన్సెన్సిటివ్ సిస్టమ్ (= కోడ్-ఇన్- డిపెండెంట్
 వ్యవస్థ)"
কোড কী,కోడ్ కీ
কোড স্তর,కోడ్ స్థాయి
কোড লাইন,కోడ్ లైన్
কোড লাইন সূচক,కోడ్ లైన్ సూచిక
কোড পয়েন্ট অনুবাদক,కోడ్ పాయింట్ అనువాదకుడు
কোড অবস্থান,కోడ్ స్థానం
কোডার,కోడర్
কোড-সংবেদনশীল সিস্টেম (= কোড-নির্ভর সিস্টেম),కోడ్-సెన్సిటివ్ సిస్టమ్ (= కోడ్-ఆధారిత వ్యవస్థ)
কোড সেট,కోడ్ సెట్
কোড- স্বচ্ছ ডেটা যোগাযোগ,కోడ్- పారదర్శక డేటా కమ్యూనికేషన్
"কোড-স্বচ্ছ সিস্টেম (= কোড নির্ভর
 পদ্ধতি)","కోడ్-ట్రాన్స్పరెంట్ సిస్టమ్ (= కోడ్ ఆధారితమైనది
 వ్యవస్థ)"
কোড মান,కోడ్ విలువ
কোড শব্দ,కోడ్ పదం
কোডিং,కోడింగ్
কোডিং চেক,కోడింగ్ చెక్
কোডিং ফর্ম,కోడింగ్ రూపం
কোডিং স্কিম,కోడింగ్ పథకం
কোডিং শীট,కోడింగ్ షీట్
সহগ ইউনিট,గుణకం యూనిట్
সুসংগত মড্যুলেশন সিস্টেম,పొందికైన మాడ్యులేషన్ వ్యవస్థ
সুসংগত ফেজ শিফট কীিং,పొందికైన దశ షిఫ్ట్ కీయింగ్
কাকতালীয় সার্কিট (= এবং উপাদান),యాదృచ్చిక సర్క్యూట్ (= మరియు మూలకం)
কাকতালীয় উপাদান (= এবং উপাদান),యాదృచ్చిక మూలకం (= మరియు మూలకం)
কাকতালীয় ত্রুটি,యాదృచ్చిక లోపం
কাকতালিক গেট (এবং উপাদান),యాదృచ్చిక గేట్ (మరియు మూలకం
কাকতালীয়-বর্তমান নির্বাচন,యాదృచ్చిక-ప్రస్తుత ఎంపిక
ঠান্ডা দোষ,కోల్డ్ ఫాల్ట్
ঠান্ডা শুরু (= শুরু),కోల్డ్ స్టార్ట్ (= ప్రారంభం)
কোলেট,కోల్లెట్
কোলেটিং সিকোয়েন্স,కొల్లాటింగ్ సీక్వెన్స్
কোলেটিং বাছাই,సేకరణ సార్టింగ్
কোলেটর,కొలేటర్
সংঘর্ষ,ఘర్షణ
কলাম,కాలమ్
কলাম বাইনারি,కాలమ్ బైనరీ
কলাম সরানো,కాలమ్ కదలిక
সংমিশ্রণ,కలయిక
"সংমিশ্রণমূলক
 সার্কিট","కలయిక
 సర్క్యూట్"
"সংমিশ্রণমূলক
 যুক্তি","కలయిక
 లాజిక్"
"সংমিশ্রণমূলক
 যুক্তি উপাদান","కలయిక
 లాజిక్ ఎలిమెంట్"
সংমিশ্রণ হাব,కాంబినేషన్ హబ్
সংমিশ্রণ নেটওয়ার্ক,కాంబినేటోరియల్ నెట్‌వర్క్
"সংমিশ্রণ
 সার্কিট","కాంబినేటోరియల్
 సర్క్యూట్"
"সম্মিলিত
 বিতরণ
 ফ্রেম","కలిపి
 పంపిణీ
 ఫ్రేమ్"
সম্মিলিত মাথা,కంబైన్డ్ హెడ్
সম্মিলিত পড়ুন/লিখুন মাথা,కంబైన్డ్ రీడ్/రైట్ హెడ్
সম্মিলিত স্টেশন,కంబైన్డ్ స్టేషన్
কম্বাইনার,కాంబినర్
কমান্ড,కమాండ్
"কমান্ড এবং
 নিয়ন্ত্রণ ব্যবস্থা","కమాండ్ మరియు
 నియంత్రణ వ్యవస్థ"
কমান্ড চেইন,కమాండ్ గొలుసు
কমান্ড নিয়ন্ত্রণ প্রোগ্রাম,కమాండ్ కంట్రోల్ ప్రోగ్రామ్
কমান্ড ডাবল ওয়ার্ড,కమాండ్ డబుల్ వర్డ్
কমান্ড ফাংশন,కమాండ్ ఫంక్షన్
কমান্ড দোভাষী,కమాండ్ ఇంటర్ప్రెటర్
কমান্ড ভাষা,కమాండ్ లాంగ్వేజ్
কমান্ড তালিকা,కమాండ్ జాబితా
কমান্ড নাম,కమాండ్ పేరు
কমান্ড পয়েন্টার,కమాండ్ పాయింటర్
"কমান্ড
 প্রক্রিয়াজাতকরণ","కమాండ్
 ప్రాసెసింగ్"
কমান্ড প্রসেসর,కమాండ్ ప్రాసెసర్
কমান্ড পুনরায় চেষ্টা করুন,కమాండ్ రీటో
কমান্ড বিবৃতি,కమాండ్ స్టేట్మెంట్
কমান্ড সিস্টেম,కమాండ్ సిస్టమ్
মন্তব্য,వ్యాఖ్య
মন্তব্য ক্ষেত্র,వ్యాఖ్య ఫీల్డ్
মন্তব্য বিবৃতি,వ్యాఖ్య ప్రకటన
বাণিজ্যিক আবেদন,వాణిజ్య అనువర్తనం
বাণিজ্যিক চরিত্র,వాణిజ్య పాత్ర
বাণিজ্যিক নির্দেশাবলী সেট,వాణిజ్య సూచనల సెట్
সাধারণ এলাকা,ఉమ్మడి ప్రాంతము
সাধারণ ব্লক,సాధారణ బ్లాక్
সাধারণ ব্যবসায়-ভিত্তিক (সিওবিএল),సాధారణ వ్యాపార-ఆధారిత (COBOL)
সার্বজনীন বাহক,సాధారణ క్యారియర్
সাধারণ ক্যারিয়ার ব্যুরো,కామన్ క్యారియర్ బ్యూరో
সাধারণ কমান্ড ভাষা,సాధారణ కమాండ్ భాష
সাধারণ যোগাযোগ অ্যাডাপ্টার,కామన్ కమ్యూనికేషన్ అడాప్టర్
সাধারণ নিয়ন্ত্রণ,సాధారణ నియంత్రణ
সাধারণ নিয়ন্ত্রণ স্যুইচিং ব্যবস্থা,సాధారణ నియంత్రణ స్విచింగ్ అమరిక
সাধারণ নিয়ন্ত্রণ ব্যবস্থা,సాధారణ నియంత్రణ వ్యవస్థ
সাধারণ ত্রুটি,సాధారణ లోపం
সাধারণ ক্ষেত্র,సాధారణ క్షేత్రం
সাধারণ হাব,సాధారణ హబ్
সাধারণ ভাষা,సాధారణ భాష
সাধারণ ভাষা কোড,సాధారణ భాషా కోడ్
সাধারণ রুটিন,సాధారణ దినచర్య
সাধারণ বিভাগ,సాధారణ విభాగం
সাধারণ সফ্টওয়্যার,సాధారణ సాఫ్ట్‌వేర్
সাধারণ স্টোরেজ অঞ্চল,సాధారణ నిల్వ ప్రాంతం
সাধারণ টার্গেট মেশিন,సాధారణ లక్ష్య యంత్రం
সাধারণ ব্যবহারকারী সার্কিট,సాధారణ వినియోగదారు సర్క్యూట్
সাধারণ ব্যবহারকারী নেটওয়ার্ক,సాధారణ వినియోగదారు నెట్‌వర్క్
সাম্প্রদায়িকতা,కమ్యూనిటీ
ওয়ার্ড-প্রসেসিং সরঞ্জাম যোগাযোগ করা,వర్డ్-ప్రాసెసింగ్ పరికరాలను కమ్యూనికేట్ చేయడం
যোগাযোগ,కమ్యూనికేషన్
যোগাযোগ অ্যাডাপ্টার,కమ్యూనికేషన్ అడాప్టర్
যোগাযোগ মাধ্যম,కమ్యూనికేషన్ ఛానల్
যোগাযোগ সাধারণ ক্যারিয়ার,కమ్యూనికేషన్ సాధారణ క్యారియర్
যোগাযোগ নিয়ন্ত্রণ চরিত্র,కమ్యూనికేషన్ నియంత్రణ పాత్ర
যোগাযোগ নিয়ামক,కమ్యూనికేషన్ కంట్రోలర్
যোগাযোগ নিয়ামক নোড,కమ్యూనికేషన్ కంట్రోలర్ నోడ్
যোগাযোগ নিয়ন্ত্রণ ইউনিট,కమ్యూనికేషన్ కంట్రోల్ యూనిట్
যোগাযোগ ডেটা সিস্টেম,కమ్యూనికేషన్ డేటా సిస్టమ్
যোগাযোগ ইন্টারফেস,కమ్యూనికేషన్ ఇంటర్ఫేస్
যোগাযোগ লাইন,కమ్యూనికేషన్ లైన్
যোগাযোগ লাইন অ্যাডাপ্টার,కమ్యూనికేషన్ లైన్ అడాప్టర్
যোগাযোগ লাইনের বৈশিষ্ট্য,కమ్యూనికేషన్ లైన్ లక్షణం
যোগাযোগ লিঙ্ক,కమ్యూనికేషన్ లింక్
যোগাযোগ মিশ্রণ,కమ్యూనికేషన్ మిక్స్
যোগাযোগ মোড নিয়ন্ত্রণ,కమ్యూనికేషన్ మోడ్ నియంత్రణ
যোগাযোগ মডেম,కమ్యూనికేషన్ మోడెమ్
যোগাযোগ নেটওয়ার্ক,కమ్యూనికేషన్ నెట్‌వర్క్
যোগাযোগ কেন্দ্র,కమ్యూనికేషన్స్ సెంటర్
যোগাযোগ কম্পিউটার,కమ్యూనికేషన్ కంప్యూటర్
যোগাযোগ নিয়ামক,కమ్యూనికేషన్స్ కంట్రోలర్
যোগাযোগ স্যাটেলাইট,కమ్యూనికేషన్స్ ఉపగ్రహం
যোগাযোগ সুরক্ষা সরঞ্জাম,కమ్యూనికేషన్స్ సెక్యూరిటీ ఎక్విప్మెంట్
যোগাযোগ সফ্টওয়্যার,కమ్యూనికేషన్ సాఫ్ట్‌వేర్
যোগাযোগ সাবসিস্টেম,కమ్యూనికేషన్స్ ఉపవ్యవస్థ
যোগাযোগ টার্মিনাল,కమ్యూనికేషన్స్ టెర్మినల్
যোগাযোগ তত্ত্ব,కమ్యూనికేషన్ సిద్ధాంతం
সম্প্রদায় স্বয়ংক্রিয় বিনিময়,కమ్యూనిటీ ఆటోమేటిక్ ఎక్స్ఛేంజ్
সম্প্রদায় ডায়াল অফিস,కమ్యూనిటీ డయల్ ఆఫీస్
কমিটেটর পালস,కమ్యుటేటర్ పల్స్
কমপ্যাকশন অ্যালগরিদম,సంపీడన అల్గోరిథం
তুলনা করা,కంపాండింగ్
কম্প্যান্ডর,కంపాండర్
কম্প্যান্ডর মিসট্র্যাকিং,కంపాండర్ తప్పుగా మార్చడం
"সঙ্গী দোকান
 ব্যাকআপ","కంపానియన్ స్టోర్
 బ్యాకప్"
তুলনামূলক,పోలిక
তুলনামূলক তদন্ত,కంపారిటర్ ప్రోబ్
"তুলনা ইউনিট
 (= তুলনামূলক)","యూనిట్ పోల్చడం
 (= కంపారిటర్)"
"তুলনা
 অপারেশন","పోలిక
 ఆపరేషన్"
"তুলনা
 অপারেটর","పోలిక
 ఆపరేటర్"
তুলনা পরীক্ষা,పోలిక పరీక్ష
সামঞ্জস্যতা,అనుకూలత
সামঞ্জস্যতা পরীক্ষা,అనుకూలత పరీక్ష
উপযুক্ত,అనుకూలంగా
"সামঞ্জস্যপূর্ণ সময়
 শেয়ারিং সিস্টেম","అనుకూల సమయం
 భాగస్వామ్య వ్యవస్థ"
সংকলন,సంగ్రహం
সংকলন সহায়তা,సంకలన సహాయం
সংকলন,కంపైల్
সময়কাল সংকলন,కంపైల్ వ్యవధి
সংকলন পর্ব,కంపైల్ దశ
সংকলক,కంపైలర్
সংকলক-সংকলক,కంపైలర్-కంపైలర్
সংকলক পরিচালনা ব্যবস্থা,కంపైలర్ డైరెక్టింగ్ సిస్టమ్
সংকলক নির্দেশিকা,కంపైలర్ డైరెక్టివ్
সংকলক জেনারেটর,కంపైలర్ జనరేటర్
সংকলক ইন্টারফেস,కంపైలర్ ఇంటర్ఫేస్
সংকলক ভাষা,కంపైలర్ భాష
সংকলক বিকল্প,కంపైలర్ ఎంపిక
সময় সংকলন,కంపైల్ సమయం
সময় ডায়াগনস্টিকস সংকলন করুন,టైమ్ డయాగ్నోస్టిక్స్ కంపైల్
সময় বিবৃতি সংকলন করুন,సమయ ప్రకటనను కంపైల్ చేయండి
সময়কাল সংকলন,కంపైల్ వ్యవధి
সংকলন পর্ব,కంపైలింగ్ దశ
সংকলন প্রোগ্রাম (= অভিযোগকারী),కంపైల్ ప్రోగ్రామ్ (= కంప్లైయర్)
সময় সংকলন,సమయం కంపైల్ చేయండి
পরিপূরক,పూరక
পরিপূরক অপারেশন,పరిపూరకరమైన ఆపరేషన్
পরিপূরক অপারেটর,కాంప్లిమెంటరీ ఆపరేటర్
পরিপূরক বেস,కాంప్లిమెంట్ బేస్
পরিপূরক সংখ্যা সিস্টেম,పరిపూరకరమైన సంఖ్య వ్యవస్థ
পরিপূরক,కాంప్లిమెంటర్
পরিপূরক,పూర్తి
পরিপূরক অন-নাইন,కాంప్లిమెంట్-ఆన్-తొమ్మిది
এক উপর পরিপূরক,ఒకదానిపై పూరకంగా
পরিপূরক অন টেন,కాంప్లిమెంట్-ఆన్ టెన్
পরিপূরক অন-টু,కాంప్లిమెంట్-ఆన్-టూ
সম্পূর্ণ বহন,పూర్తి క్యారీ
সম্পূর্ণতা চেক,పరిపూర్ణత తనిఖీ
সম্পূর্ণ অপারেশন,పూర్తి ఆపరేషన్
সম্পূর্ণ রুটিন,పూర్తి దినచర్య
সমাপ্তি কোড,పూర్తి కోడ్
জটিল ধ্রুবক,కాంప్లెక్స్ స్థిరాంకం
জটিল ডেটা,సంక్లిష్ట డేటా
জটিল ডেটা টাইপ,సంక్లిష్ట డేటా రకం
জটিল সিদ্ধান্ত গ্রহণ সিমুলেশন,సంక్లిష్ట నిర్ణయం తీసుకునే అనుకరణ
জটিলতা তত্ত্ব,సంక్లిష్టత సిద్ధాంతం
জটিল সংখ্যা,సంక్లిష్ట సంఖ్య
উপাদান,భాగం
উপাদান ঠিকানা,కాంపోనెంట్ చిరునామా
উপাদান প্রসেসর,కాంపోనెంట్ ప్రాసెసర్
যৌগিক কনসোল,మిశ్రమ కన్సోల్
কমপোজিটেড সার্কিট,కంపోజిటెడ్ సర్క్యూట్
যৌগিক বাহ্যিক প্রতীক অভিধান,స్వర బాహ్య విభాగము
যৌগিক মডিউল,మిశ్రమ మాడ్యూల్
যৌগিক মডিউল ডেটা সেট,మిశ్రమ మాడ్యూల్ డేటా సెట్
যৌগিক অপারেটর,మిశ్రమ ఆపరేటర్
রচনা ফাইল,కూర్పు ఫైల్
যৌগিক অবস্থা,సమ్మేళనం పరిస్థితి
যৌগিক যৌক্তিক উপাদান,సమ్మేళనం తార్కిక మూలకం
যৌগিক বিবৃতি,సమ్మేళనం ప్రకటన
সংকুচিত,కంప్రెస్
সংক্ষেপক,కంప్రెసర్
সমঝোতা নেট,రాజీ నెట్
গণনাযোগ্যতা,కంప్యూటబిలిటీ
গণনাযোগ্য ফাংশন,కంప్యూటబుల్ ఫంక్షన్
গণনা,గణన
গণনীয় জটিলতা,గణన సంక్లిష్టత
গণনীয় ভাষাতত্ত্ব,గణన భాషాశాస్త్రం
গণনা মডেল,గణన నమూనా
গণনা স্থায়িত্ব,గణన స్థిరత్వం
গণনা সীমাবদ্ধ,కంప్యూట్ లిమిటెడ్
গণনা মোড,కంప్యూట్ మోడ్
কম্পিউটার,కంప్యూటర్
কম্পিউটার প্রশাসনিক রেকর্ড,కంప్యూటర్ అడ్మినిస్ట్రేటివ్ రికార్డ్
কম্পিউটার এর সাহায্যে নকশা,కంప్యూటర్ సహాయక రూపకల్పన
কম্পিউটার-সহায়ক ইঞ্জিনিয়ারিং,కంప్యూటర్-ఎయిడెడ్ ఇంజనీరింగ్
কম্পিউটার এডেড ম্যানুফ্যাকচার,కంప్యూటర్ ఎయిడెడ్ తయారీ
কম্পিউটার আর্কিটেকচার,కంప్యూటర్ ఆర్కిటెక్చర్
কম্পিউটার পাটিগণিত,కంప్యూటర్ అంకగణితం
কম্পিউটার আর্ট,కంప్యూటర్ ఆర్ట్
কম্পিউটার সহায়তা শিক্ষা,కంప్యూటర్ సహాయక విద్య
কম্পিউটার সহায়তা নির্দেশ,కంప్యూటర్ సహాయక సూచన
কম্পিউটার সহায়তা শেখা,కంప్యూటర్ సహాయక అభ్యాసం
কম্পিউটার সহায়তা ব্যবস্থাপনা,కంప్యూటర్ సహాయక నిర్వహణ
কম্পিউটার সহায়তা শিক্ষণ,కంప్యూటర్ సహాయక బోధన
কম্পিউটার ভিত্তিক অটোমেশন,కంప్యూటర్ ఆధారిత ఆటోమేషన్
কম্পিউটার ভিত্তিক শিক্ষা,కంప్యూటర్ ఆధారిత విద్య
কম্পিউটার ভিত্তিক শেখা,కంప్యూటర్ ఆధారిత అభ్యాసం
কম্পিউটার ব্যুরো,కంప్యూటర్ బ్యూరో
কম্পিউটার সার্কিটরি,కంప్యూటర్ సర్క్యూట్రీ
কম্পিউটার কোড,కంప్యూటర్ కోడ్
কম্পিউটার যোগাযোগ,కంప్యూటర్ కమ్యూనికేషన్
