Hindi,Bengali
संवलन प्रमेय,আবর্তন উপপাদ্য (= ফাল্টুং উপপাদ্য)
" निर्देशी, निर्देशांक , उपसहसंयोजकता",সমন্বয়
निर्देशक अक्ष,সমন্বয় অক্ষ
निर्देशांक ज्यामिति,স্থানাঙ্ক জ্যামিতি
निर्देशांक समतल,সমতল তুল্য
निर्देशांक,স্থানাঙ্ক
"निर्देशांक पद्‌धति, निर्देश तंत्र",তুল্য সিস্টেম
कोपर्निकस-निकाय,কোপারনিকান সিস্টেম
समतलीय,কপ্ল্যানার
समतलीय बल,সমতলীয় বাহিনী
समतलीयता,সমপ্ল্যানারিটি
असहभाज्य संख्या,কপ্রাইম সংখ্যা
"संशोधन गुणक, संशुद्‌धिगुणक",সংশোধনের ব্যাপার
सही हल,সঠিক সমাধান
सहसंबंध,পারস্পরিক সম্পর্ক
सहसंबंध गुणांक,পারস্পরিক সম্পর্ক সহগ
सहसंबंध आरेख,পারস্পরিক সম্পর্ক চিত্র
सहसंबंध फलन,পারস্পরিক সম্পর্ক ফাংশন
"सहसंबंध आव्यूह, सहसंबंध मैट्रिक्स",পারস্পরিক সম্পর্ক ম্যাট্রিক্স
सहसंबंधानुपात,পারস্পরিক সম্পর্ক অনুপাত
सहसंबंध-चित्र,কোরিলোগ্রাম
सहसंबंध-चित्र विश्लेषण,কোরিলোগ্রাম বিশ্লেষণ
"संगत होना, तदनुरूपी होना",অনুরূপ
संगति-नियम,চিঠিপত্র নীতি
संगत कोण,সংশ্লিষ্ট কোণ
संगत पार्श्व,সংশ্লিষ্ট পক্ষ
सहसमुच्चय,coset
"कोसाइन, कोटिज्या",কোসাইন
कोटिज्या नियम,কোসাইন আইন
लागत विश्लेषण,খরচ বিশ্লেষণ
लागत अधिकतमीकरण,খরচ সর্বোচ্চকরণ
गणनीयता-अभिगृहीत,গণনাযোগ্যতা স্বতঃসিদ্ধ
गणनीय,গণনার যোগ্য
गणनीय योज्यता,গণনাযোগ্য সংযোজন
गणनीय आधार,গণনাযোগ্য ভিত্তি
गणनीय आधार,গণনাযোগ্য ভিত্তি
गणनीय समुच्चय,গণনাযোগ্য সেট
गणनीयतः अनंत,গণনাযোগ্যভাবে অসীম
" गणित्र , फलक, काउंटर",পাল্টা
वामावर्त अपसव्य,ঘড়ির কাঁটার বিপরীত দিকে
प्रत्युदाहरण,পাল্টা উদাহরণ
सहप्रसरण,সহবাস
सहप्रसरण नियम,সহবাস আইন
सहप्रसरण आव्यूह,সহভেদাংক ম্যাট্রিক্স
सहप्रसरण विधि,সহবাস পদ্ধতি
सहप्रसरण विधि,সহবাস কৌশল
क्रैमर-नियम,ক্রেমারের নিয়ম
क्रैमर-राव असमिका,ক্রেমার-রাও অসমতা
उद्देश्य फलन,মানদণ্ড ফাংশন (=উদ্দেশ্য ফাংশন)
क्रांतिक कोण,সংকটপূর্ণ কোণ
क्रांतिक बिंदु,সমালোচনামূলক পয়েন্ট
फलन का क्रांतिक बिंदु,ফাংশনের সমালোচনামূলক পয়েন্ট
क्रांतिक मान,সমালোচনামূলক মান
क्रांतिक वेग,সমালোচনামূলক বেগ
व्यतिसहसंबंध फलन,ক্রস পারস্পরিক সম্পর্ক ফাংশন
"वेक्टर-गुणनफल, सदिश गुणनफल",ক্রস পণ্য
वज्रानुपात,ক্রস অনুপাত
अनुप्रस्थ परिच्छेदन,ক্রস সেকশনিং
गूढ़लेख,ক্রিপ্ট
"घन, क्यूब",ঘনক্ষেত্র
घन संख्या,ঘনক সংখ্যা
घनमूल,ঘনমূল
" घन, घनाकृति, घनीय, त्रिघात , त्रिसमलंबाक्ष, घनीय",ঘন
"घन, घनाकृति, घनीय",ঘনক্ষেত্র
त्रिघात समीकरण,ঘন সমীকরণ
घन इंच,ঘন ইঞ্চি
घन मीटर,ঘন মিটার
त्रिघात परवलय,কিউবিক প্যারাবোলা
घनमूल,ঘনমূল
त्रिघाती पद,ঘন শব্দ
लंबकोणिक समांतर,ঘনক্ষেত্র
"संचयी संकलित,",ক্রমবর্ধমান
संचयी वक्र,ক্রমবর্ধমান বক্ররেখা
संचयी बंटन फलन,ক্রমবর্ধমান বিতরণ ফাংশন
संचयी बारंबारता,ক্রমোযোজিত গনসংখ্যা
संचयी बारंबारता फलन,ক্রমবর্ধমান ফ্রিকোয়েন্সি ফাংশন
"संचयी बारंबारता आलेख, संचयी बारंबारता ग्राफ",ক্রমবর্ধমান ফ্রিকোয়েন্সি গ্রাফ
संचयी प्रायिकता फलन,ক্রমবর্ধমান সম্ভাব্যতা ফাংশন
"कर्ल, कुंतल",কার্ল
द्विप्राचल वक्र-कुल का कर्ल,সঙ্গতি কার্ল
सदिश का कर्ल,ভেক্টরের কার্ল
"धनुःकोष्ठक, धनुर्बधनी",কোঁকড়া বন্ধনী
धारा,বর্তমান
चलित बिंदु,বর্তমান বিন্দু
वक्रता,বক্রতা
वक्रता-प्रभाव,বক্রতা প্রভাব
वक्र,বক্ররেখা
वक्र रेखा,বক্র রেখা
वक्र अनुरेखण,বক্ররেখা ট্রেসিং
वक्रेखी अनंतस्पर्शी,কার্ভিলিনিয়ার অ্যাসিম্পটোট
वक्रेखी निर्देशांक,বক্ররেখা স্থানাঙ্ক
वक्रेखी समाश्रयण,বক্ররেখার রিগ্রেশন
"उभयाग्र, कस्प",cusp
"चक्र, आवर्तन , साइकिल , ढलाई चक्र, संचन चक्र",সাইকেল
चक्रीय विचरण,চক্রীয় প্রকরণ
चक्रीय सदिश गुणनफल,চক্রীয় ক্রস পণ্য
चक्रीय मांग,চক্রাকার চাহিদা
चक्रीय व्यंजक,চক্রীয় অভিব্যক্তি
चक्रीय समूह,চক্রাকার গ্রুপ
चकीय क्रमचय,চক্রীয় স্থানচ্যুতি
"चक्रज, साइक्लोइड",সাইক্লয়েড
"बेलन, सिलिन्डर",সিলিন্ডার
"बेलनाकार, सिलिन्डराकार, बेलनी, सिलिन्डरी",নলাকার
सिलिन्डराकार पृ्ष्ठ,নলাকার পৃষ্ঠ
"शून्य, सिफर",সাইফার
डिलंबर्ट-सिद्‌धांत,ডি&#39;আলেমবার্টের নীতি
अवमंदित सरल आवर्त गति,স্যাঁতসেঁতে সুরেলা ফাংশন
अवमंदन स्थिरांक,স্যাঁতসেঁতে ধ্রুবক
" दत्त, उपात्त , आंकड़ा, न्यास",তথ্য
दत्त उपक्रमण,তথ্য উৎপত্তি
न्यास संसाधन प्रणाली,ডেটা প্রসেসিং সিস্টেম
आंकड़ा संसाधित्र,ডাটা প্রসেসর
आंकड़ा पत्र,তথ্য তালিকা
दशभुज,দশভুজ
डेकाग्राम,ডেকাগ্রাম
डेकामीटर,ডেকামিটার
क्षयांक,ক্ষয় ধ্রুবক
क्षय वक्र,ক্ষয় বক্ররেখা
शिष्ट फलन,শালীন ফাংশন
डेसीग्राम,ডেসিগ্রাম
दशमक,decile
"दशमलव, दशमिक",দশমিক
दशमिक कोड,দশমিক কোড
दशमलव कोडित अंक,দশমিক কোডেড সংখ্যা
दशमिक प्रसार,দশমিক সম্প্রসারণ
दशमलव भिन्न,দশমিক ভগ্নাংশ
दशमलव संकेतन पद्‌धति,দশমিক স্বরলিপি
दशमलव अंकन पद्‌धति,দশমিক সংখ্যা পদ্ধতি
दशमलव बिंदु,দশমিক বিন্দু
दशमलव मापक्रम,দশমিক স্কেল
दशमलव पद्‌धति,দশমিক সিস্টেম
डेसीमीटर,ডেসিমিটার
कूटवाचन,পাঠোদ্ধার
निर्णय निदर्श,সিদ্ধান্ত মডেল
निर्णय सिद्‌धांत,সিদ্ধান্ত তত্ত্ব
निर्णय चर,সিদ্ধান্ত পরিবর্তনশীল
"कूटवाचक, विकोडक",ডিকোডার
"कूटवाचन, विकोडन",ডিকোডিং
वियोज्य समुच्चय,পচনযোগ্য সেট
ह्रासमान,হ্রাস
ह्रासमान फलन,ফাংশন হ্রাস
डेडेकिन्ड-कट,Dedekind এর কাটা
डेडेकिन्ड-प्रमेय,ডেডেকাইন্ডের উপপাদ্য
निगमन करना,অনুমান করা
निगमनिक रीति,ডিডাক্টিভ পদ্ধতি
सदोष,ত্রুটিপূর্ণ
परिभाषी समीकरण,সংজ্ঞায়িত সমীকরণ
निश्चित समाकल,নির্দিষ্ট অবিচ্ছেদ্য
निश्चित मैट्रिक्स,নির্দিষ্ট ম্যাট্রিক্স
" परिभाषा , स्पष्टता , निश्चय",সংজ্ঞা
विरूपण वक्र,বিকৃতি বক্ররেখা
विकृत पृष्ठ,বিকৃত পৃষ্ঠ
"अपभ्रष्टता, अपह्रास",অধঃপতন
परिवहन समस्याओं में अपभ्रष्टता,পরিবহন সমস্যায় অধঃপতন
" डिग्री, अंश , घात , कोटि , मात्रा, परिमाण , अंशांक",ডিগ্রী
अवकल समीकरण का घात,ডিফারেনশিয়াল সমীকরণ ডিগ্রী
"स्वतंत्रता की कोटि, स्वातंत्र्य कोटि",স্বাধীনতা ডিগ্রী
बहुपद का घात,বহুপদ ডিগ্রী
निष्कासित प्रतिवेश,মুছে ফেলা পাড়া
डेल्टा फलन,ডেল্টা ফাংশন
मांग और उपयोगिता वक्र,চাহিদা এবং ইউটিলিটি বক্ররেখা
मांग समीकरण,চাহিদা সমীকরণ
मांग फलन,চাহিদা ফাংশন
जनसांख्यिकीय अध्ययन,ডেমোগ্রাফিক অধ্যয়ন
जनसांख्यिकी,জনসংখ্যা
द-मॉयवर प्रमेय,De Moivre এর উপপাদ্য
" निरूपण करना , प्रमाण देना , निदर्शन करना",প্রদর্শন
" निरूपण , प्रमाण , निदर्शन, प्रदर्शन",প্রদর্শন
निरूपणात्मक ज्यामिति,প্রদর্শনমূলক জ্যামিতি
हर,হর
सघन समुच्चय,ঘন সেট
" घनत्व , सघनता",ঘনত্ব
प्रगणनीय समुच्चय,গণনাযোগ্য সেট
अपगामी अचर,প্রস্থান ভেরিয়েবল
आश्रित घटना,নির্ভরশীল ঘটনা
आश्रित यादृच्छिक चर,নির্ভরশীল র্যান্ডম পরিবর্তনশীল
परतंत्र चर,নির্ভরশীল পরিবর্তনশীল
परतंत्र विचर,নির্ভরশীল বৈচিত্র
अवनमन कोण,বিষণ্নতা কোণ
" व्युत्पत्ति, व्युत्पन्न , अवकलन",ডেরিভেশন
" व्युत्पन्न , अवकलज",অমৌলিক
व्युत्पन्न श्रेणी,প্রাপ্ত সিরিজ
व्युत्पन्न समुच्चय,প্রাপ্ত সেট
"अवरोही, अवरोहण",অবরোহী
अवरोही क्रम,অবরোহী ক্রম
अवरोही श्रेणी,অবরোহী সিরিজ
प्रक्षेपात्मक ज्यामिति,বর্ণনামূলক জ্যামিতি
वर्णनात्मक निदर्श,বর্ণনামূলক মডেল
वर्णनात्मक सांख्यिकी,বর্ণনামূলক পরিসংখ্যান
"अभिकल्प, डिजाइन, अभिकल्पना (सं.), अभिकल्पना करना, डिजाइन करना (क्रि.)",নকশা
प्रयोग की अभिकल्पना,পরীক্ষার নকশা
डेस्क परिकलित्र,ডেস্ক ক্যালকুলেটর
"पहचान, संसूचन",সনাক্তকরণ
" सारणिक, डिटर्मिनेंट , निर्धारक",নির্ধারক
सारणिक कोटि,নির্ধারক পদমর্যাদা
निर्धारित करना,নির্ধারণ
निर्धारणात्मक निदर्श,নির্ধারক মডেল
निर्धारणात्मक समस्या,নির্ধারক সমস্যা
विचलन,বিচ্যুতি
विचलन गुणांक,বিচ্যুতি সহগ
द्वि-आधारी प्रणाली,ডায়াডিক সিস্টেম
"विकर्ण कर्ण,",তির্যক
आव्यूह-विकर्णन,একটি ম্যাট্রিক্সের তির্যককরণ
"विकर्ण मैट्रिक्स, विकर्ण आव्यूह",তির্যক ম্যাট্রিক্স
विकर्णी समानता,তির্যক সাদৃশ্য
आरेख,চিত্র
आरेखी विधि,ডায়াগ্রামেটিক পদ্ধতি
आरेखी प्रस्तुतिकरण,ডায়াগ্রামেটিক উপস্থাপনা
व्यास,ব্যাস
समुच्चय-व्यास,একটি সেটের ব্যাস
व्यासतः सम्मुख,diametrically বিপরীত
"पाशकक्षेप, पासा फेंकना",পাশা নিক্ষেপ
द्विधा वर्गीकरण,দ্বিমুখী শ্রেণীবিভাগ
" द्विभाजन , अर्धक",দ্বিধাবিভক্তি
कोशक्रम,অভিধান আদেশ
अंतर कलन,পার্থক্য ক্যালকুলাস
अंतर समीकरण,পার্থক্য সমীকরণ
अंतर सूत्र,পার্থক্য সূত্র
अंतर विधि,পার্থক্য পদ্ধতি
समुच्चयों का अंतर,সেটের পার্থক্য
अवकलनीय,পার্থক্যযোগ্য
अवकलनीय वक्र,পার্থক্যযোগ্য বক্ররেখা
अवकलनीय फलन,পার্থক্যযোগ্য ফাংশন
" विभेदक, भेददर्शी , अवकल , अंतरात्रयी, अंतरात्मक , विभेदी",ডিফারেনশিয়াল
अवकल गणित,অন্তরীকরণ ক্যালকুলাস
अवकल गुणांक,ডিফারেনশিয়াল সহগ
अवकल समीकरण,আঙ্গক
अवकल समघात,ডিফারেনশিয়াল ফর্ম
अवकल सूत्र,ডিফারেনশিয়াল সূত্র
अवकल फलन,ডিফারেনশিয়াল ফাংশন
अवकल ज्यामिति,ডিফারেনশিয়াল জ্যামিতি
उच्चतर कोटि का अवकल,উচ্চ ক্রম ডিফারেনশিয়াল
अवकल खंड,ডিফারেনশিয়াল ভাগফল
अवकलन करना,পার্থক্য করা
"विभेदन, अवकलन",পৃথকীকরণ
अवकलन सूत्र,পার্থক্য সূত্র
सदिश का अवकलन,ভেক্টরের পার্থক্য
"विसरण, विसार",বিস্তার
"अंक, व्यास का द्वादशांश, अंगुलि",অঙ্ক
अंकीय अभिकलित्र,ডিজিটাল কম্পিউটার
अंकीय दत्त,ডিজিটাল তথ্য
" विस्तार, लंबाई-चौड़ाई, विमा , घात",মাত্রা
विमीयता,মাত্রিকতা
"विमाहीन, अविम",মাত্রাহীন
समीकरण विमा,একটি সমীকরণের মাত্রা
डायोफैन्टस का समीकरण,ডায়োফ্যান্টাইন সমীকরণ
नति कोण,ডুব কোণ
द्वियुग्मध्रुवी निर्देशांक,দ্বিপোলার স্থানাঙ্ক
द्विध्रुव,ডাইপোল
द्विपिरामिड,ডিপিরামিড (বাইপিরামিড)
डिरैक डेल्टा फलन,ডিরাক ডেল্টা ফাংশন
उभयनिष्ठ अनुस्पर्श रेखा,সরাসরি সাধারণ স্পর্শক
दिष्ट कोण,নির্দেশিত কোণ
दिष्ट रेखा,নির্দেশিত লাইন
दिक्-अवकलज,নির্দেশমূলক ডেরিভেটিভ
"दिक्कोज्या, दिक्-कोसाइन",দিক কোসাইন
उच्चिष्ठ की दिशा,ম্যাক্সিমা এর দিক
प्रक्षेपण दिशा,অভিক্ষেপের দিক
दिक्-अनुपात,দিক অনুপাত
नियामक वृत्त,পরিচালক চক্র
नियामक गोला,পরিচালক ক্ষেত্র
अनुलोम गुणनफल,সরাসরি পণ্য
" प्रत्यक्ष प्रमाण , प्रत्यक्ष उपपत्ति",সরাসরি প্রমাণ
अनुक्रमानुपात,সরাসরি সমানুপাত
नियता,directrix
अनुलोम योगफल,সরাসরি যোগফল
असंबद्‌ध समुच्चय,সংযোগ বিচ্ছিন্ন সেট
" असांतत्य , असातत्य , भंग",বিরতি
अवकलज का असांतत्य,ডেরিভেটিভের বিচ্ছিন্নতা
प्रथम प्रकार का असांतत्य,প্রথম ধরনের বিচ্ছিন্নতা
द्वितीय प्रकार का असांतत्य,দ্বিতীয় ধরনের বিচ্ছিন্নতা
असंतत वितरण,অবিচ্ছিন্ন বিতরণ
असंतत फलन,অবিচ্ছিন্ন ফাংশন
असंतत विचर,অবিচ্ছিন্ন বৈচিত্র্য
विविक्त,বিযুক্ত
असंतत बंटन,বিচ্ছিন্ন বন্টন
असंतत प्रायिकता बंटन,বিচ্ছিন্ন সম্ভাব্যতা বন্টন
असंतत यादृच्छिक चर,বিচ্ছিন্ন এলোমেলো পরিবর্তনশীল
असंतत प्रतिदर्श समष्टि,বিচ্ছিন্ন নমুনা স্থান
विविक्त समुच्चय,বিযুক্ত সেট
विविक्त समष्टि,পৃথক স্থান
विविक्त संस्थिति,বিচ্ছিন্ন টপোলজি
असंतत विचर,বিযুক্ত বৈচিত্র
विविक्तकर,বৈষম্যমূলক
विविक्तकर विश्लेषण,বৈষম্যমূলক বিশ্লেষণ (=বৈষম্যমূলক বিশ্লেষণ)
असंयुक्त,বিচ্ছিন্ন করা
असंयुक्त घटना,বিচ্ছিন্ন ঘটনা
असंयुक्त समुच्चय,বিচ্ছিন্ন সেট
असंयुक्त सम्मिलन,বিচ্ছিন্ন ইউনিয়ন
" वियोजन , तर्क-संगत योग",বিচ্ছিন্নতা
" परिक्षेपण , प्रकीर्णन",বিচ্ছুরণ
परिक्षेपण संचित्र,বিচ্ছুরণ চার্ট
परिक्षेपणांक,বিচ্ছুরণ ধ্রুবক
परिक्षेपण-आरेख,বিচ্ছুরণ চিত্র
परिक्षेपण-मैट्रिक्स,বিচ্ছুরণ ম্যাট্রিক্স (=কোভারিয়েন্স ম্যাট্রিক্স)
विस्थापन,উত্পাটন
प्रदर्श,প্রদর্শন
कन्सोल,প্রদর্শন ইউনিট (= কনসোল)
"असमरूप, असमान",ভিন্ন
क्षयकारी बल,অপব্যয়কারী শক্তি
दूरी-फलन,দূরত্ব ফাংশন
दूरी-मापांक,দূরত্ব মডুলাস
बंटन-निरपेक्ष,বিতরণ-মুক্ত পদ্ধতি
"वितरण-नियम, बंटननियम",বন্টনমূলক আইন
"अपसारित करना, अपसारित होना",বিচ্যুত
" अपसरण, अपसारिता , डाइवर्जेन्स",বিচ্যুতি
अपसरण प्रमेय,ভিন্নতা উপপাদ্য
अपसारी,divergent
अपसारी श्रेणी,ভিন্ন সিরিজ
विभाजित अंतर,বিভক্ত পার্থক্য
"भाज्यता, विभाज्यता",বিভাজ্যতা
"भाज्य, विभाज्य",বিভাজ্য
" भाग, प्रभाग , विभाजन",বিভাগ
विभाजन-कलन विधि,বিভাগ অ্যালগরিদম
विभाजन-वलय,বিভাগ রিং
द्वादशभुज,ডোডেকাগন
द्वादशफलक,dodecahedron
" प्रक्षेत्र , डोमेन, प्रांत , प्रदेश",ডোমেইন
फलन का प्रांत,একটি ফাংশনের ডোমেইন
परिभाषा-प्रांत,সংজ্ঞার ডোমেইন
अस्तित्व-प्रांत,অস্তিত্বের ডোমেইন
अभिभावी युक्ति,প্রভাবশালী কৌশল
डॉप्लर प्रभाव,ডপলার এফেক্ট
"बिन्दु-गुणनफल, अदिशगुणनफल",বিন্দু পণ্য
बिन्दुकित वक्र,বিন্দুযুক্ত বক্ররেখা
द्विशः अवकलन,ডবল পার্থক্য
द्विक चरघातांकीय बंटन,ডবল সূচকীয় বন্টন
द्विकुंडली,ডবল হেলিক্স
द्विशः समाकल,ডবল অবিচ্ছেদ্য
द्विशः समाकलन,ডবল ইন্টিগ্রেশন
द्विक सीमा,দ্বিগুণ সীমা
द्विशः प्रतिचयन आयोजन,ডবল নমুনা পরিকল্পনা
द्विक अनुक्रम,ডবল ক্রম
द्विक श्रेणी,ডবল সিরিজ
द्वि-अनुलग्नी संकेतन,ডবল প্রত্যয় স্বরলিপি
द्विक संकलन,ডবল সমষ্টি
अधोमुखी त्वरण,নিম্নগামী ত্বরণ
अधोमुखी विस्थापन,নিম্নগামী স্থানচ্যুতি
अधोमुखी गति,নিম্নগামী গতি
अधोमुखी वेग,নিম্নগামী বেগ
कर्षण,টানুন
कर्षण-बल,ড্র্যাগ বল
"द्वैती द्वैती,",দ্বৈত
द्वैत आधार,দ্বৈত ভিত্তি
द्वैत आंतरिक गुणनफल,দ্বৈত অভ্যন্তরীণ পণ্য
द्वैती रैखिक प्रोग्रामन समस्या,ডুয়েল লিনিয়ার প্রোগ্রামিং সমস্যা
" द्वि प्रचालन , द्वैती संक्रिया",দ্বৈত অপারেশন
द्वैत समस्या,দ্বৈত সমস্যা
द्वैत एकल कलन-विधि,ডুয়াল সিমপ্লেক্স অ্যালগরিদম
द्वैत एकल प्रविधि,ডুয়াল সিমপ্লেক্স কৌশল
द्वैत समष्टि,দ্বৈত স্থান
द्वैत चर,দ্বৈত পরিবর্তনশীল
द्वैत सदिश समष्टि,দ্বৈত ভেক্টর স্থান
मूक सूचकांक,ডামি সূচক
मूक पादांक,ডামি সাবস্ক্রিপ্ট
मूक अनुबंध,ডামি প্রত্যয়
मूक चर,ডামি পরিবর্তনশীল
अनुलिपि-प्रक्रम,সদৃশ প্রক্রিয়া
गतिकीय,গতিশীল
गतिकीय तंत्र,গতিশীল সিস্টেম
गतिक मांग फलन,গতিশীল চাহিদা ফাংশন
गत्यात्मक निदर्श,গতিশীল মডেল
गत्यात्मक प्रोग्रामन,গতিশীল প্রোগ্রামিং
गतिशील प्रोग्रामन उपगमन,গতিশীল প্রোগ্রামিং পদ্ধতি
गतिशील प्रोग्रामन प्रविधि,গতিশীল প্রোগ্রামিং কৌশল
"गतिविज्ञान, गतिकी",গতিবিদ্যা
कण-गतिकी,একটি কণার গতিবিদ্যা
दृढ़ पिंड गतिकी,অনমনীয় শরীরের গতিশীলতা
" भू, पृथ्वी, भूमि , मत्तिृ का, मदृा , भू संपर्कित करना, भूसंपर्क करना (क्रि.)",পৃথিবী
भूकंप तीव्रता,ভূমিকম্পের তীব্রতা
उत्केंद्रता,উদ্ভটতা
ग्रहण,গ্রহন
अर्थमितीय पूर्वानुमान,অর্থনৈতিক পূর্বাভাস
अर्थमितिज्ञ,অর্থনীতিবিদ
अर्थमिति,অর্থনীতি
अर्थशास्त्र,অর্থনীতি
"कोर, किनारा, अश्रि",প্রান্ত
अवमुख समुच्चय कोर,একটি উত্তল সেটের প্রান্ত
दक्षतांक,দক্ষতা ফ্যাক্টর
अभिलक्षणिक अवयव,eigen উপাদান
अभिलक्षणिक फलन,eigen ফাংশন
"आइगेन मान, अभिलक्षणिक मान",eigen মান
अभिलक्षणिक मान समीकरण,eigen মান সমীকরণ
"आइगेन वेक्टर, अभिलक्षणिक सदिश",eigen ভেক্টর
प्रत्यास्थ,ইলাস্টিক
प्रत्यास्थतांक,ইলাস্টিক ধ্রুবক
प्रत्यास्थ साम्यावस्था,ইলাস্টিক ভারসাম্য
प्रत्यास्थता,স্থিতিস্থাপকতা
प्रत्यास्थता-पृष्ठ,স্থিতিস্থাপকতা পৃষ্ঠ
"इलेक्ट्रॉनिक अभिकलित्र, इलेक्ट्रॉनिक कम्प्यूटर",ইলেকট্রনিক কম্পিউটার
" तत्व , अल्पांश , अवयव",উপাদান
प्रारंभिक स्तंभ संक्रिया,প্রাথমিক কলাম অপারেশন
प्रारंभिक घटना,প্রাথমিক ঘটনা
प्रारंभिक फलन,প্রাথমিক ফাংশন
प्रारंभिक संक्रिया,প্রাথমিক অপারেশন
प्रारंभिक परिणाम,প্রাথমিক ফলাফল
प्रारंभिक प्रायिकता नियम,প্রাথমিক সম্ভাব্যতা আইন
प्रारंभिक पंक्ति संक्रिया,প্রাথমিক সারি অপারেশন
"विलुप्त करना, विलोपन करना,",নিষ্কাশন করা
निराकरण प्रक्रिया,নির্মূল পদ্ধতি
"दीर्घवृत्त, इलिप्स",উপবৃত্ত
दीर्घवृत्तज,উপবৃত্তাকার
दीर्घवृत्तजीय,উপবৃত্তাকার
दीर्घवृत्तजीय पृष्ठ,উপবৃত্তাকার পৃষ্ঠ
दीर्घवृत्ताकार पिंड,উপবৃত্তাকার শরীর
अंतःस्थापन,এমবেডিং
उत्सर्जन,নিঃসরণ
आनुभविक न्यास,গবেষণামূলক তথ্য
मूलानुपाती सूत्र,গবেষণামূলক সূত্র
आनुभविक प्रायिकता,অভিজ্ঞতামূলক সম্ভাবনা
आऩुभविक संबंध,অভিজ্ঞতামূলক সম্পর্ক
रिक्त समुच्चय,ফাঁকা সেট
परिबद्‌ध,ঘিরা
"कूटलेखन, कोडन",এনকোডিং
अंतराकारिता,এন্ডোমরফিজম
अंत्य बिंदु,শেষপ্রান্ত
वर्गांतराल के अंत्य बिंदु,ক্লাস ব্যবধানের শেষ বিন্দু
ऊर्जा,শক্তি
ऊर्जा-संवेग घटक,শক্তি ভরবেগ উপাদান
प्रवेशी चर,পরিবর্তনশীল প্রবেশ করান
गणनीय समुच्चय,গণনাযোগ্য সেট
"गणन, गिनना",গণনা
"समान, बराबर, सम, तुल्य",সমান
"समता, समिका",সমতা
समप्रायिक,সমান সম্ভাবনা
सम प्रायिकता वरण विधि,সমান সম্ভাব্যতা নির্বাচন পদ্ধতি (=epsem)
समान करना,সমান করা
" समीकरण , समीकार",সমীকরণ
एकघात समीकरण,প্রথম ডিগ্রির সমীকরণ
द्विघात समीकरण,দ্বিতীয় ডিগ্রির সমীকরণ
त्रिघात समीकरण,তৃতীয় ডিগ্রির সমীকরণ
"विषुवत वृत्त भूमध्यरेखा, इक्वेटर, मध्यरेखा",বিষুবরেখা
समसंतत,সমপরিমাণ
समबाहु,সমবাহু
"साम्यावस्था, साम्य, संतुलन",ভারসাম্য
बल-संतुलन,বাহিনীর ভারসাম্য
संतुलन बिंदु,ভারসাম্য বিন্দু
तुल्यता,সমতা
तुल्यता-वर्ग,সমতা শ্রেণী
तुल्यता-संबंध,সমতা সম্পর্ক
"तुल्य, तुल्यमान (वि.),तुल्यांक (सं.)",সমতুল্য
तुल्य मैट्रिक्स,সমতুল্য ম্যাট্রিক্স
तुल्य समुच्चय,সমতুল্য সেট
अभ्यतिप्रायता,ergodicity
"त्रुटि, भूल, गलती, अशुद्‌धि",ত্রুটি
त्रुटि-विश्लेषण,ত্রুটি বিশ্লেষণ
त्रुटि कोड,ভুল সংকেত
त्रुटि गुणांक,ত্রুটি সহগ
वर्ग माध्य त्रुटि,গড় বর্গক্ষেত্রের ত্রুটি
प्रथम प्रकार की त्रुटि,প্রথম ধরনের ত্রুটি
द्वितीय प्रकार की त्रुटि,দ্বিতীয় ধরনের ত্রুটি
पलायन-प्रायिकता,পালানোর সম্ভাবনা
पलायन वेग,মুক্তিবেগ
ई. श्मिट लांबिकीकरण प्रक्रम,ই. শ্মিড্টের অর্থগোনালাইজেশন প্রক্রিয়া
बहिर्वृत्त,লিখিত বৃত্ত
"सारभूत, अनिवार्य",অপরিহার্য
वस्तुतः अद्वितीय,মূলত অনন্য
"आकलन करना, आकलित करना (क्रि.), आकलन (सं.)",অনুমান
आकलन विधि,অনুমান পদ্ধতি
यूक्लिडीय निर्देशांक,ইউক্লিডীয় স্থানাঙ্ক
यूक्लिडीय डोमेन,ইউক্লিডীয় ডোমেইন
यूक्लिडीय ज्यामिति,ইউক্লিডীয় জ্যামিতি
यूक्लिडीय n-समष्टि,ইউক্লিডীয় এন-স্পেস
यूक्लिडीय समतल,ইউক্লিডীয় সমতল
ऑयलर प्रमेय,অয়লারের উপপাদ্য
"मान निकालना, मूल्यांकन करना",মূল্যায়ন
सम,এমন কি
सम वक्र,এমনকি বক্ররেখা
सम फलन,এমনকি ফাংশন
सम अपवर्त्य,এমনকি একাধিক
सम संख्या,জোড় সংখ্যা
सम-विषम सममिति,জোড় বিজোড় প্রতিসাম্য
सम क्रमचय,এমনকি স্থানান্তর
"घटना, अनुवृत्त",ঘটনা
समपद,এমনকি মেয়াদ
"यथातथ, यथार्थ, बिल्कुल ठीक",সঠিক
यथातथ काई-वर्ग परिक्षण,সঠিক চি-স্কয়ার পরীক্ষা
यथातथ अवकल,সঠিক পার্থক্য
यथातथ समीकरण,সঠিক সমীকরণ
उदाहरण,উদাহরণ
विनिमय,বিনিময়
निश्शेष घटना,সম্পূর্ণ ঘটনা
अस्तित्व अभिगृहीत,অস্তিত্ব স্বতঃসিদ্ধ
अस्तित्व प्रायिकता,অস্তিত্ব সম্ভাবনা (= একটি অগ্রাধিকার সম্ভাবনা)
अस्तित्व प्रमेय,অস্তিত্বের উপপাদ্য
