Punjabi,Malayalam
ਫੈਕਟਰ ਦਾ ਫੈਸਲਾ ਕਰਨਾ,തീരുമാനിക്കുന്ന ഘടകം
ਫੈਸਲਾ,തീരുമാനം
ਫੈਸਲਾ ਲੈਣਾ,തീരുമാനമെടുക്കൽ
ਫੈਸਲਾ ਲੈਣ ਦੀ ਪ੍ਰਕਿਰਿਆ,തീരുമാനമെടുക്കൽ പ്രക്രിയ
ਘੋਸ਼ਣਾ,പഖാപനം
ਆਮਦਨੀ ਦਾ ਐਲਾਨ,വരുമാന പ്രഖ്യാപനം
ਘੋਸ਼ਿਤ ਮੁੱਲ,പ്രഖ്യാപിത മൂല്യം
ਸਹੁੰ ਬਾਰੇ ਐਲਾਨ ਕਰੋ,സത്യപ്രതിജ്ഞ ചെയ്യുക
ਡੀਕੋਡ,വിസങ്കേതനം
ਡੀਕੋਡ੍ਰੋਲ,ഡീകോൺട്രോൾ
ਸਜਾਵਟ,ആവര്ച്ച
ਕਮੀ,കുറയുക
ਫ਼ਰਮਾਨ,കൽപന
ਸਮਰਪਣ,സമര്പ്പണം
ਕਟੌਤੀਯੋਗ,കിഴിവ്
ਕਟੌਤੀ,കുറയ്ക്കല്
ਸਰੋਤ 'ਤੇ ਕਟੌਤੀ,ഉറവിടത്തിൽ കിഴിവ്
ਤਨਖਾਹ ਤੋਂ ਕਟੌਤੀ,ശമ്പളത്തിൽ നിന്നുള്ള കിഴിവ്
ਡੀਡ,പമാണം
ਗਿਰਵੀਨਾਮੇ ਦਾ ਕੰਮ,പണയത്തിന്റെ കരാർ
ਮੰਨਿਆ ਗਿਆ ਯੂਨੀਵਰਸਿਟੀ,കരുതലർ യൂണിവേഴ്സിറ്റി
ਖਰਾਬ,വികൃതമാക്കുക
ਹਕ਼ੀਕ਼ੀ,മാനസികം
Defalcation,മലിനീകരണം
ਮਾਣਹਾਨੀ,വിസമ്മതം
ਮੂਲ,കുറ്റം
ਡਿਫਾਲਟਰ,തകർച്ച
ਨੁਕਸਦਾਰ,കുറവുള്ള
ਬਚਾਅ,രാജരക്ഷ
ਬਚਾਅ ਪੱਖ,പ്രതിരോധ ഉപദേശം
ਰੱਖਿਆ ਉਤਪਾਦਨ,പ്രതിരോധ നിർമ്മാണം
ਬਚਾਓ ਪੱਖ,എതൃകക്ഷി
ਮੁਲਤਵੀ,മാറ്റിവയ്ക്കുക
ਮੁਲਤਵੀ ਖਰਚੇ,മാറ്റിവച്ച ചെലവ്
ਉਲੰਘਣਾ,എതിര്പ്പ്
ਘਾਟਾ,കമ്മി
ਘਾਟਾ ਬਜਟ,കമ്മി ബജറ്റ്
ਪ੍ਰਭਾਸ਼ਿਤ,നിര്വചിക്കുക
ਮੁਲਤਵੀ,വിസമ്മതിക്കുക
ਨਿਘਾਰ,അധalal അപലതം
ਡਿਗਰੀ,ഡിഗ്രി
ਡੀਜੂਰ,ദമ്പര്നം
ਦੇਰੀ,താമസിക്കുക
ਡੈਲੀਗੇਟ,പതിനിധി
ਸੌਂਪਿਆ ਅਥਾਰਟੀ,ഏറ്റെടുത്ത അതോറിറ്റി
ਵਫਦ,പതിനിധിസംഘം
ਸ਼ਕਤੀਆਂ ਦਾ ਵਫਦ ਹੋਣਾ,അധികാരങ്ങളുടെ പ്രതിനിധി
ਮਿਟਾਓ,ഇല്ലാതാക്കുക
ਹਟਾਉਣਾ,ദീപീകരണം
ਜਾਣਬੁੱਝ ਕੇ,കരുതിക്കൂട്ടി
ਵਿਚਾਰ ਵਟਾਂਦਰੇ,അപലപിക്കല്
ਕਮੀ,വിശദീകരിക്കുന്നു
ਸੀਮਾ,പവൃത്തി
ਸਪੁਰਦ ਕਰੋ,മോചിപ്പിക്കുക
ਡਿਲਿਵਰੀ,പസവം
ਮੰਗ,അവകാശം
ਮੰਗ ਨੋਟ,ആവശ്വാസ കുറിപ്പ്
ਹੱਦਬੰਦੀ,നിര്മതി
ਡੈਮੀ-ਅਧਿਕਾਰੀ,ഡെമി-ഉദ്യോഗസ്ഥൻ
ਲੋਕਤੰਤਰ,ജനാധിപത്യം
ਪ੍ਰਦਰਸ਼ਨ,വിശദീകരണം
ਨਿਰਾਸ਼ਾ,നാശ്ചരം
ਕਬਰਸਤਾਨ,കലഹം
ਇਨਕਾਰ,നിഷേധിക്കല്
ਸੰਜੋਗ,വിഭാഗത്തെ
Do ਨੂਵੋ,ഡി നോവോ
ਇਨਕਾਰ,നിഷേധിക്കുക
ਰਵਾਨਾ,വേര്പിരിയുക
ਵਿਭਾਗ,വകുപ്പ്
ਵਿਭਾਗੀ ਵਿਭਾਗ,വകുപകമായ
ਵਿਭਾਗੀ ਕਾਰਵਾਈ,വകുപ്പുതല പ്രവർത്തനം
ਵਿਭਾਗੀ ਜਾਂਚ,വകുപ്പുതല അന്വേഷണം
ਵਿਭਾਗੀ ਜਾਂਚ,ഡിപ്പാർട്ട്മെന്റൽ അന്വേഷണം
ਵਿਭਾਗੀ ਬੇਨਿਯਮਤਾ,ഡിപ്പാർട്ട്മെന്റൽ ക്രമക്കേട്
ਵਿਭਾਗੀ ਲਾਇਬ੍ਰੇਰੀ,ഡിപ്പാർട്ട്മെന്റൽ ലൈബ്രറി
ਵਿਭਾਗੀ ਲਾਪਰਵਾਹੀ,വകുപ്പുതല അശ്രദ്ധ
ਵਿਭਾਗੀ ਅਧਿਕਾਰ,വകുപ്പുതല അനുമതി
ਵਿਭਾਗੀ ਯੋਗਤਾ ਪ੍ਰੀਖਿਆ,വകുപ്പുതല യോഗ്യതാ പരീക്ഷ
ਰਵਾਨਗੀ,വേര്പാട്
ਨਿਰਭਰਤਾ ਸਰਟੀਫਿਕੇਟ,ഡിപൻഡൻസി സർട്ടിഫിക്കറ്റ്
ਨਿਰਭਰ,ആശയിക്കുന്ന
ਨਿਰਭਰ ਬੱਚੇ,ആശ്രിതരായ കുട്ടികൾ
ਤੈਨੁਸ਼,വിനസിക്കുക
ਡੀਪੋਨੈਂਟ,പപ്പോന്ദ്ദം
ਦੇਸ਼ ਨਿਕਾਲੇ,നാടുകടത്തല്
ਅਪਗ੍ਰੇਡ,ഉദാത്തൊരു
ਜਮ੍ਹਾ,നിക്ഷേപം
ਡਿਪੂ,ഡിപ്പോ
ਕਮੀ,മൂല്യത്തകർച്ച
ਉਦਾਸ ਕਲਾਸ,വിഷാദമുള്ള ക്ലാസ്
ਵਾਂਝੇ,കവരുക
ਡੈਪੂਟੇਸ਼ਨ,ആവരണം
ਡੈਪੂਟੇਸ਼ਨ ਭੱਤਾ,ഡെപ്യൂട്ടേഷൻ അലവൻസ്
ਡਿਪਟੀ,ഡെപ്യൂട്ടി
ਡੀਰ ਰਜਿਸਟਰ,ധൈര്യമുള്ളവർ
ਡਿ duty ਟੀ ਦੀ ਘਾਟ,ഡ്യൂട്ടിയുടെ ഡെറൽ
ਦਰੇਰਾ,ഉറിപ്പ്
ਡੈਗੋਗੇਸ਼ਨ,ദുരന്തം
ਅਪਮਾਨਜਨਕ,അവശിഷ്ടപരമായ
ਅਪਾਰੋਕਰੀ ਟਿੱਪਣੀ,അവഹേളനപരമായ പരാമർശം
ਵੰਸ਼ਜ,പിന്ഗാമി
ਵੇਰਵਾ,വിവരണം
ਯੋਗ,അര്ഹത
ਡਿਜ਼ਾਇਨ,ചിതണം
ਮਨੋਨੀਤ,പഖാപിക്കുക
ਅਹੁਦਾ,പദവി
ਭੇਜਣਾ,അയക്കുക
ਡਿਸਪੈਚ ਨੋਟ,അയണി കുറിപ്പ്
ਡੈਪਿਪਰ ਰਜਿਸਟਰ,പാസ്ചാർച്ച് രജിസ്റ്റർ
ਮੰਜ਼ਿਲ,ഉദ്ദിഷ്ടസ്ഥലം
ਵਿਖਾਵਾ,നിര്ഗതിയായ
ਵੇਰਵਾ,പതേകവിവരം
ਵੇਰਵਾ,വിശദമായ
ਖੋਜਿਆ,കണ്ടുപിടിക്കുക
ਨਜ਼ਰਬੰਦੀ,തടങ്കല്
ਉਚਾਰੇ ਹੋਏ,ഡിറ്റനോ
ਦ੍ਰਿੜਤਾ,നിശ്ചയം
ਨਿਘਾਰ,തടയല്
ਨੁਕਸਾਨ,ദോഷം
ਨੁਕਸਾਨਦੇਹ,ദോഷകരമായ
ਦੀ ਘਾਟ,വിലകുറയ്ക്കല്
ਤਬਾਹੀ,നാശക്കേട്
ਵਿਕਾਸ,വികസനം
ਭਟਕਣਾ,വതിചലിക്കുക
ਜੰਤਰ,ഉപായം
ਸ਼ਰਧਾ,ഭക്തി
ਨਿਦਾਨ,രോഗംനിര്ണയിക്കുക
ਚਿੱਤਰ,രേഖാലേഖം
ਡਾਇਰੀ,ഡയറി
ਹੁਕਮ,ശാസന
ਮਰਦਾ ਨਹੀ,ഇതര മരിക്കുന്നു
ਖੁਰਾਕ,പഥാഹാരകമം
ਹਜ਼ਮ,ദഹിപ്പിക്കുക
ਮਨਘੜਤ,അന്തസ്സോടെ
ਮਾਣ,പതാപം
ਡਿਜਸ਼ਨ,വ്യതിരിക്ത
Dilatory,ഹിച്ചഹം
ਦੁਬਿਧਾ,വൈഷമം
ਮਿਹਨਤੀ,അധാനശീലനായ
ਮਾਪ,പരിമാണം
ਡਿਪਲੋਮਾ,ബിരുദപതം
ਕੂਟਨੀਤੀ,നയതന്ത്ര്യം
ਕੂਟਨੀਤਕ ਛੋਟ,നയതന്ത്ര പ്രതിരോധശേഷി
ਸਿੱਧਾ,നേരിട്ട്
ਸਿੱਧਾ ਮੁਕਾਬਲਾ,നേരിട്ടുള്ള മത്സരം
ਸਿੱਧਾ ਇੰਟਰਵਿ.,നേരിട്ടുള്ള അഭിമുഖം
ਦਿਸ਼ਾ,സംവിധാനം
ਡਾਇਰੈਕਟਰੀ,മേല്വിലാസപ്പട്ടിക
ਸਿੱਧੀ ਭਰਤੀ,നേരിട്ടുള്ള റിക്രൂട്ട്
ਅਸਵੀਕਾਰ ਕਰੋ,അനുവദിക്കരുത്
ਅਪਾਹਜਤਾ,വികലത
ਅਯੋਗ ਵਿਅਕਤੀ,വികലാംഗ വ്യക്തി
ਅਯੋਗਤਾ ਲਾਭ,പ്രവർത്തനരഹിതമായ ആനുകൂല്യങ്ങൾ
ਨੁਕਸਾਨ,അസൗകരം
ਅਸਹਿਮਤ,വിസമ്മതിക്കുക
ਅਸਵੀਕਾਰ ਕੀਤਾ,അനുവദനീയമല്ല
ਅਸਵੀਕਾਰ,വിസമ്മതം
ਤਬਾਹੀ,അതാഹിതം
ਤਬਾਹੀ ਪ੍ਰਬੰਧਨ,ദുരന്ത നിവാരണം
ਭਾਂਡੇ,പിരിച്ചുവിടുക
ਵੰਡ,അസംബ്ലി
ਰੱਦ,ഉപേക്ഷിക്കുക
ਡਿਸਚਾਰਜ,ഒഴിവാക്കുക
ਡਿਸਚਾਰਜ ਸਲਿੱਪ,ഡിസ്ചാർജ് സ്ലിപ്പ്
ਅਨੁਸ਼ਾਸਨੀ ਕਾਰਵਾਈ,അച്ചടക്ക നടപടി
ਅਨੁਸ਼ਾਸਨੀ ਵਿਧੀ,അച്ചടക്ക നടപടിക്രമം
ਅਨੁਸ਼ਾਸਨ,അച്ചടക്കം
ਵਿਗਾੜ,വിവേകം
ਖੁਲਾਸਾ,പകാശനം
ਅਸੰਤੁਸ਼ਟ,അസംതൃപ്തിയുള്ള
ਬੰਦ,നിർണ്ണയിക്കുക
ਬੰਦ ਕਰੋ,നിറുത്തുക
ਵਿਵਾਦ,തരുക
ਛੂਟ,കിഴിവ്
ਖੋਜ ਕਰੋ,കണ്ടെത്തുക
ਬਦਨਾਮੀ,അപമാനിക്കുക
ਅੰਤਰ,പൊരുത്തക്കേട്
ਵਿਵੇਕ,വിവേകം
ਵਿਵੇਕਸ਼ੀਲ ਗ੍ਰਾਂਟ,വിവേചനാധികാര ഗ്രാന്റ്
ਵਿਵੇਕਸ਼ੀਲ ਸ਼ਕਤੀ,വിവേചനാധികാരശക്തി
ਵਿਤਕਰਾ,വിവേചനം
ਵਿਚਾਰ ਵਟਾਂਦਰੇ,സംവാദം
ਬੇਈਮਾਨ,ആത്മാര്ഥതയില്ലാത്ത
ਬੇਇੱਜ਼ਤੀ,അപമാനം
ਵਿਗਾੜ,ശിഥിലത
ਡਿਸਕ,ചകം
ਉਜਾੜਾ,സ്ഥാനഭാവം
ਬੇਵਫ਼ਾ,അവിശ്വസ്ത
ਖਾਰਜ,പുറംതള്ളുക
ਬਰਖਾਸਤਗੀ,പുറംതള്ളല്
ਬਰਖਾਸਤ ਕਰਨ ਦੀ ਪ੍ਰਕਿਰਿਆ,പിരിച്ചുവിടൽ നടപടിക്രമം
ਅਣਆਗਿਆਕਾਰੀ,ധിക്കരിക്കുക
ਵਿਕਾਰ,അവവസ്ഥ
ਅਸੰਗਤ,അചന്തരമായ
ਅਸਮਾਨਤਾ,അസമതം
ਡਿਸਪੈਚ ਸੈਕਸ਼ਨ,ഡിസ്പാച്ച് വിഭാഗം
ਡਿਸਪੈਂਸਬਲ,വിശദീകരിക്കാനാകും
ਫੈਲਾਓ,ചിതറുക
ਉਜਾੜੇ,സ്ഥലംമാറ്റി
ਡਿਸਪਲੇਅ,പദര്ശനം
ਨਾਰਾਜ਼ਗੀ,അനിഷ്ടം
ਨਿਪਟਾਰਾ,പങ്കുമാറ്റം
ਦਾ ਿਨਪਟਾਰਾ,പുറന്തള്ളുന്നു
ਸੁਭਾਅ,സ്ഥാനം
ਡਿਸਪੋਸੈਸ,പുറംതൊലി
ਵਿਵਾਦ,തര്ക്കം
ਅਯੋਗਤਾ,അഭാവം
ਅਣਡਿੱਠ,അവഗണിക്കുക
ਵਿਘਨ,വേര്പിരിയല്
ਅਸੰਤੁਸ਼ਟੀ,അസംതൃപ്തി
ਅਸਹਿਮਤੀ,വിയോജിപ്പ്
ਵਿਗਾੜ,അപമാനകരമായ
ਭਿੰਨ ਭਿੰਨ,പിത്തരുത്
ਭੰਗ,പിരിച്ചുവിടുക
ਭੰਗ,അലിയിക്കുക
ਦੂਰੀ ਸਿੱਖਣ,വിദൂര പഠനം
ਡਿਸਟਿਲਰੀ,ദൈർഘ്യമേറിയ
ਵੱਖਰਾ,വ്യത്യസ്തരായ
ਵੱਖ ਕਰਨਾ,വിവേചിക്കുക
ਭਟਕਣਾ,വളച്ചൊടിക്കൽ
ਪ੍ਰੇਸ਼ਾਨੀ,ദുരിതം
ਵੰਡ,വിതരണം ചെയ്യുക
ਵੰਡ,വിതരണ
ਜ਼ਿਲ੍ਹਾ,ജില്ല
ਜ਼ਿਲ੍ਹਾ ਕੇਂਦਰ,ജില്ലാ കേന്ദ്രം
ਪਰੇਸ਼ਾਨੀ,ശലം
Ditto,ഡിറ്റോ
ਡਾਇਵਰਸ਼ਨ,വതിചലനം
ਲਾਭਅੰਸ਼,ലാഭിക്കുക
ਵੰਡ,ഡിവിഷൻ
ਤਲਾਕ,വിവാഹമോചനം
ਡੌਕੇਟ,ഡോക്കറ്റ്
ਡਾਕਟਰ,ഡോക്ടര്
ਦਸਤਾਵੇਜ਼,രേഖ
ਦਸਤਾਵੇਜ਼ੀ ਸਬੂਤ,ഡോക്യുമെന്ററി തെളിവുകൾ
ਦਸਤਾਵੇਜ਼,പ്രമാണീകരണം
ਨਿਵਾਸ,വാസസ്ഥലം
ਨਿਵਾਸ ਸਰਟੀਫਿਕੇਟ,ഡൊമിസൈൽ സർട്ടിഫിക്കറ്റ്
ਪ੍ਰਭਾਵਸ਼ਾਲੀ,പബലമായ
ਦਾਨ,സംഭാവന
ਡੌਸੀਅਰ,ഡോസിയർ
ਸ਼ੱਕੀ,സംശയകരമായ
ਡੋਵ ਟੇਲਿੰਗ,ഡ ove ടെയ്ലിംഗ്
ਡਾਉਨ ਗ੍ਰੇਡ,താഴേക്ക്
ਡਰਾਫਟ,കരട്
ਖਰੜਾ ਜਵਾਬ,ഡ്രാഫ്റ്റ് മറുപടി
ਸਖਤ ਉਪਾਅ,കടുത്ത നടപടി
ਡਰਾਅ ਕਰੋ,വര്ണിക്കുക
ਦਰਾਜ਼,ഡ്രോക്കർ
ਡਰਾਇੰਗ,ഡ്രോയിംഗ്
ਸੋਕੇ,വരള്ച്ച
ਖੁਸ਼ਕ ਪ੍ਰਚਾਰ,വരണ്ട പ്രമോഷൻ
ਦੋਹਰਾ ਚਾਰਜ,ഇരട്ട ചാർജ്
ਦੋਹਰੀ ਨਾਗਰਿਕਤਾ,ഇരട്ട പൗരത്വം
ਬਕਾਇਆ,കുടിശ്ശിക
ਦੁਏ ਦਿਲਿਗੇਨ C ਏ,കൃത്യമായ ശ്രദ്ധ
ਬਕਾਏ,കുടിശ്ശിക
ਵਿਧੀਵੱਧ,ശരിക്കൊണ്ടാക്കുക
ਡੁਪਲਿਕੇਟ,പകര്പ്പെടുക്കുക
ਅਵਧੀ,കാലയളവ്
ਗੜਬੜ,ദരക്ഷകർ
ਡਿ uty ਟੀ,കടമ
ਡਿ uty ਟੀ ਭੱਤਾ,ഡ്യൂട്ടി അലവൻസ്
ਡਿ duty ਟੀ ਚਾਰਟ,ഡ്യൂട്ടി ചാർട്ട്
ਡਿ duty ਟੀ ਛੁੱਟੀ,നികുതി അവധി
ਡਿ uty ਟੀ ਕਮਰਾ,കടപ്പാട്
ਮਰਨ ਦਾ ਐਲਾਨ,മരിക്കുന്ന പ്രഖ്യാപനം
ਗਤੀਸ਼ੀਲਤਾ,ചലനാത്മകത
ਈਅਰਮਾਰਕ,പകാശിത
ਕਮਾਈ ਛੁੱਟੀ,സമ്പാദിച്ച അവധി
ਕਮਾਈ,വരുമാനം
ਈਕੋ-ਦੋਸਤਾਨਾ,പരിസ്ഥിതി സൗഹൃദ
ਵਾਤਾਵਰਣ,പരിസ്ഥിതിവിജ്ഞാനം
ਆਰਥਿਕ,സാന്വത്തികമായ
ਆਰਥਿਕ ਸ਼ੋਸ਼ਣ,സാമ്പത്തിക ചൂഷണം
ਆਰਥਿਕਤਾ,സമ്പദ്
ਆਰਥਿਕਤਾ ਕਲਾਸ,ഇക്കണോമി ക്ലാസ്
ਸੰਪਾਦਨ,എഡിറ്റിംഗ്
ਐਡੀਸ਼ਨ,പതിപ്പ്
ਸੰਪਾਦਕੀ,എഡിറ്റോറിയൽ
ਸਿੱਖਿਆ,പഠനം
ਐਜੂਕੇਸ਼ਨਲ ਕੈਰੀਅਰ,വിദ്യാഭ്യാസ ജീവിതം
ਵਿਦਿਅਕ ਸੰਸਥਾ,വിദ്യാഭ്യാസ ഇൻസ്റ്റിറ്റ്യൂട്ട്
ਵਿੱਦਿਅਕ ਯੋਗਤਾ,വിദ്യാഭ്യാസ യോഗ്യത
ਪ੍ਰਭਾਵ,ഫലം
ਅਸਰਦਾਰ,സഫലമായ
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਤਾਰੀਖ,ഫലപ്രദമായ തീയതി
ਪ੍ਰਭਾਵ,ഇഫക്റ്റുകൾ
ਕੁਸ਼ਲਤਾ,ഫലപ്ലയം
ਕੁਸ਼ਲਤਾ,കാര്യക്ഷമത
ਅਸਰਦਾਰ,കഴിവുള്ള
ਬਾਹਰ ਕੱ .ਣ,പുറത്താക്കൽ
ਵਿਸਤ੍ਰਿਤ,വിപുലീകരിക്കുക
Elapse,ഭീഷണിപ്പെടുത്തുക
ਚੁਣੇ ਗਏ ਨੁਮਾਇੰਦੇ,തിരഞ്ഞെടുക്കപ്പെട്ട പ്രതിനിധി
ਚੋਣ,തിരഞ്ഞെടുപ്പ്
ਚੋਣ ਕਾਲਜ,ഇലക്ടറൽ കോളേജ്
ਵੋਟਰਾਂ,വചയിതാവ്
ਬਿਜਲੀ,വൈദ്യുതീകരണം
ਇਲੈਕਟ੍ਰਾਨਿਕ ਮੀਡੀਆ,ഇലക്ട്രോണിക് മാധ്യമങ്ങൾ
ਐਲੀਮੈਂਟਰੀ,മൂലകം
ਯੋਗਤਾ,യോഗം
ਯੋਗਤਾ ਟੈਸਟ,യോഗ്യതാ പരീക്ഷ
ਖਾਤਮੇ,ഉന്മേഷം
ਭਾਸ਼ਣ,വാചാലത
ਸ਼ਰਮਿੰਦਾ,ശലപ്പെടുത്തുക
ਗਬਨ,വഞ്ചന
ਚਿੰਨ੍ਹ,മുദ
ਮੋਹਿੰਗ ਮੋਹਰ,എംബോസിംഗ് മുദ്ര
ਐਮਰਜੈਂਸੀ,അടിയന്തരാവസ്ഥ
ਐਮਰਜੈਂਸੀ ਰਾਹਤ,അടിയന്തര ആശ്വാസം
ਸੰਕਟਕਾਲੀਨ,വേര്പെട്ടു
ਪਰਵਾਸ,കുടിയേറിപാര്പ്പ്
ਜਲਦਬਾਜ਼ੀ,നീളമുള്ള
ਅਵਿਸ਼ਵਾਸੀ,എംപാനൽമെന്റ്
ਹਮਦਰਦੀ,സമാനുഭാവം
ਨੌਕਰੀ,നിയമിക്കുക
ਕਰਮਚਾਰੀ,തൊഴിലാളി
ਕਰਮਚਾਰੀ ਭਾਗੀਦਾਰੀ,ജീവനക്കാരുടെ പങ്കാളിത്തം
ਕਰਮਚਾਰੀ ਦਾ ਯੋਗਦਾਨ,ജീവനക്കാരന്റെ സംഭാവന
ਕਰਮਚਾਰੀ ਦਾ ਪ੍ਰੋਵੀਡੈਂਟ ਫੰਡ,ജീവനക്കാരുടെ പ്രൊവിഡന്റ് ഫണ്ട്
ਮਾਲਕ,തൊഴിലുടമ
ਰੁਜ਼ਗਾਰ,തൊഴില്
ਰੁਜ਼ਗਾਰ ਦਾ ਵਟਾਂਦਰਾ,തൊഴിൽ കൈമാറ്റം
ਰੁਜ਼ਗਾਰ ਨੋਟਿਸ,തൊഴിൽ അറിയിപ്പ്
ਰੁਜ਼ਗਾਰ ਦਫਤਰ,തൊഴിൽ ഓഫീസ്
ਸ਼ਕਤੀਕਰਨ,ശക്തിപ്പെടുത്തുന്ന
ਸਸ਼ਕਤੀਕਰਨ,ശാക്തീകരണ
ਦਾ ਵੇਰਵਾ,നടക്കുക
ਲਾਗੂ ਕਰਨ,നടന്നാൽ
En ਬਲਬ,En ബ്ലോക്ക്
ਨ੍ਰਿਤ,ഇകാഷ്
ਬੰਦ,അടക്കംചെയ്യുക
ਹੌਂਸਲਾ ਅਫ਼ਜ਼ਾਈ,ധൈരം
ਘ੍ਰਿਣਾਯੋਗ,കയ്യേറു
ਪ੍ਰੇਸ਼ਾਨ,ല്യൂബ്രൻസ്
ਸਮਰਥਨ,മേലൊപ്പുവയ്ക്കുക
ਐਂਡੋਮੈਂਟ,നിരോധനം
ਅੰਤ ਉਤਪਾਦ,അവസാന ഉൽപ്പന്നം
Energy ਰਜਾ,ഊര്ജം
ਲਾਗੂ ਕਰੋ,നിര്ബന്ധിക്കുക
ਰੁੱਝੇ ਹੋਏ,ഇടപഴകുക
ਵਾਧਾ,മെച്ചപ്പെടുത്തൽ
ਦਾਖਲਾ,പഴുതുക
En ਮਾਸੀ,En മാസിൽ
ਪੜਤਾਲ,അനേഷണം
ਦਾਖਲਾ,പേരെഴുതുക
ਦਾਖਲਾ (= ਦਾਖਲਾ),എൻറോൾമെന്റ് (= എൻറോൾമെന്റ്)
ਦਾਖਲਾ ਨੰਬਰ,എൻറോൾമെന്റ് നമ്പർ
ਰਸਤੇ ਵਿੱਚ,വഴിയിൽ
ਹੋਂਦ,ഉറപ്പാക്കുന്നത്
ਯਕੀਨੀ ਬਣਾਓ,ഉറപ്പാക്കുക
ਦਾਖਲ ਕਰੋ,പവേശിക്കുക
ਉੱਦਮ,എന്റർപ്രൈസ്
ਮਨੋਰੰਜਨ,വിനോദിപ്പിക്കുക
ਮਨੋਰੰਜਨ,വിനോദം
ਹੱਕਦਾਰ,സ്ഥാപകരം
ਹੱਕਦਾਰ,അർഹതയുണ്ട്
ਇੰਟਾਈਟਲਮੈਂਟ,അധികാരാവകാശം
ਪਰਵੇਸ਼,പ്രവേശനം
ਪ੍ਰਵੇਸ਼ ਕਰਨ ਵਾਲੇ,ചതിക്കുന്ന
ਦਾਖਲਾ,പവേശം
ਦਾਖਲੇ ਪੱਧਰ ਦੀ ਨੌਕਰੀ,എൻട്രി ലെവൽ ജോലി
ਗਣਨਾ,എണ്ണക്കല്ല്
ਵਾਤਾਵਰਣ,പരിസ്ഥിതി
ਰਾਜਦੂਤ,പ്രതിനിധി
ਮਹਾਂਮਾਰੀ,സാംക്രമികരോഗം
ਐਪੀਟੋਮ,ശീതനം
ਸਮਾਨਤਾ,സമതം
ਸੰਤੁਲਨ,സന്തുലിതാവസ്ഥ
ਉਪਕਰਣ,സജ്ജീകരണം
ਇਕੁਇਟੀ,ഇക്വിറ്റി
ਬਰਾਬਰ,തുലതയുള്ള
ਬਰਾਬਰ,വക്രത
ਖਰਾਬੀ,ഉന്ബങ്ങുക
ਇਰੱਟਾ,എറാറ്റ
ਗਲਤੀ,പിശക്
ਚੜ੍ਹਨਾ,വർദ്ധനവ്
ਐਸਕਾਰਟ,അകന്വടി
ਜ਼ਰੂਰੀ,സത്തായ
ਸਥਾਪਨਾ,സ്ഥാപനം
ਅੰਦਾਜ਼ਾ ਲਗਾਓ,വിലമതിക്കുക
ਅਨੁਮਾਨਤ ਲਾਗਤ,കണക്കാക്കിയ ചെലവ്
ਨੈਤਿਕਤਾ,നീതിശാസ്ത്രം
Itiquette,മരാദ
ਨਿਕਾਸੀ,ഒഴിപ്പിക്കല്
ਪਹਿਲਾਂ,ഒഴിഞ്ഞുമാറുക
ਮੁਲਾਂਕਣ,മൂല്യനിർണ്ണയം
ਇਥੋਂ ਤਕ ਕਿ ਨੰਬਰ,ഇരട്ട സംഖ്യ
ਆਖਰਕਾਰ,അന്തിമമായ
ਬੇਦਖਲੀ,കുടിയിറക്കല്
ਸਬੂਤ,തെളിവ്
ਵਿਕਸਿਤ,വികസിക്കുക
ਬਿਲਕੁਲ,സൂക്ഷ്മമായ
ਇਮਤਿਹਾਨ,പരീക്ഷ
ਪ੍ਰੀਖਿਆ,പരീക്ഷണി
ਪ੍ਰੀਖਿਅਕ,പരീക്ഷകന്
ਉਦਾਹਰਣ,ഉദാഹരണം
ਖੁਦਾਈ,ഖനനം
ਸ਼ਾਨਦਾਰ,ഉല്കൃഷ്ടമയ
ਅਪਵਾਦ,ഒഴിവാക്കല്
ਬੇਮਿਸਾਲ,അസാധാരണമായ
ਵਧੇਰੇ,ആധികം
ਐਕਸਚੇਂਜ,കൈമാറുക
ਖਜ਼ਾਨੇ,Icequer
ਆਬਕਾਰੀ (= ਆਬਕਾਰੀ ਡਿ duty ਟੀ),എക്സൈസ് (= എക്സൈസ് ഡ്യൂട്ടി)
ਬਾਹਰ ਕੱ .ੋ,പെടുത്തിയിട്ടില്ല
ਨਿਵੇਕਲਾ,ഒഴികെയുള്ള
ਬਹਾਨਾ,ക്ഷമ
ਚਲਾਓ,കൊല്ലുക
ਕਾਰਜਕਾਰੀ,എക്സിക്യൂട്ടീവ്
ਕਾਰਜਕਾਰੀ ਕਮੇਟੀ,പ്രവർത്തക സമിതി
ਕਾਰਜਕਾਰੀ ਸ਼ਕਤੀ,എക്സിക്യൂട്ടീവ് പവർ
ਕਾਰਜਕਾਰੀ,എക്സിക്യൂട്ടീവുകൾ
ਕਾਰਜਕਾਰੀ ਅਮਲੇ,എക്സിക്യൂട്ടീവ് സ്റ്റാഫ്
ਛੋਟ,ഒഴിവാക്കപ്പെട്ട
ਛੋਟ,ഒഴിവാക്കല്
ਕਸਰਤ,ശീലിക്കുക
ਸਾਬਕਾ ਗ੍ਰੇਟੀਆ,മുൻ ഗ്രാറ്റേ
ਸਾਬਕਾ ਗ੍ਰੈਟੀਆ ਭੁਗਤਾਨ,മുൻ ഗ്രാറ്റിയ പേയ്മെന്റ്
ਨਿਕਾਸ,ഉപയോഗിച്ചുതീരുക
ਥਕਾਵਟ,സമരഹിതം
