Malayalam,Kannada
ഡെസ്ക്ടോപ്പ് അവതരണം,ಡೆಸ್ಕ್ಟಾಪ್ ಪ್ರಸ್ತುತಿ
ഡെസ്ക്ടോപ്പ് പബ്ലിഷിംഗ് (DTP),ಡೆಸ್ಕ್‌ಟಾಪ್ ಪಬ್ಲಿಷಿಂಗ್ (ಡಿಟಿಪಿ)
ഡെസ്ക്ടോപ്പ് വീഡിയോ,ಡೆಸ್ಕ್ಟಾಪ್ ವೀಡಿಯೊ
ലക്ഷ്യസ്ഥാന വിലാസം,ತಲುಪಬೇಕಾದ ವಿಳಾಸ
വിനാശകൻ,ವಿಧ್ವಂಸಕ
ഡിറ്റർമിനിസ്‌ട്രിക് ഓട്ടോമാറ്റുകൾ,ಡಿಟರ್ಮಿನಿಸ್ಟ್ರಿಕ್ ಆಟೊಮ್ಯಾಟ್‌ಗಳು
ഡെവലപ്പർ,ಡೆವಲಪರ್
വികസന സംവിധാനം,ಅಭಿವೃದ್ಧಿ ವ್ಯವಸ್ಥೆ
ഉപകരണം,ಸಾಧನ
ഉപകരണ നിയന്ത്രണ യൂണിറ്റ്,ಸಾಧನ ನಿಯಂತ್ರಣ ಘಟಕ
ഉപകരണ കൺട്രോളർ,ಸಾಧನ ನಿಯಂತ್ರಕ
ഉപകരണ മാനേജ്മെന്റ്,ಸಾಧನ ನಿರ್ವಹಣೆ
ഉപകരണ മോഡ്,ಸಾಧನ ಮೋಡ್
രോഗനിർണയം,ರೋಗನಿರ್ಣಯ
ഡയഗ്നോസ്റ്റിക് സിസ്റ്റം,ರೋಗನಿರ್ಣಯ ವ್ಯವಸ್ಥೆ
ഡയഗ്നോസ്റ്റിക്സ്,ರೋಗನಿರ್ಣಯ
ഡയഗ്രം,ರೇಖಾಚಿತ್ರ
ഡയൽ ചെയ്യുക,ಡಯಲ್ ಮಾಡಿ
ഡയൽ ലൈൻ,ಡಯಲ್ ಲೈನ್
ഡയൽ ടോണ്,ಡಯಲ್ ಟೋನ್
ഡയൽ അപ്,ಡಯಲ್ ಅಪ್ ಮಾಡಿ
ഡയലോഗ്,ಸಂವಾದ
ഡയലോഗ് ബോക്സ്,ಸಂವಾದ ಪೆಟ್ಟಿಗೆ
ഡയലപ്പ് മോഡം,ಡಯಲಪ್ ಮೋಡೆಮ್
വ്യാസം,ವ್ಯಾಸ
നിഘണ്ടു,ನಿಘಂಟು
വ്യത്യാസം,ವ್ಯತ್ಯಾಸ
ഡിജിറ്റൽ,ಡಿಜಿಟಲ್
ഡിജിറ്റൽ ചാനൽ,ಡಿಜಿಟಲ್ ಚಾನಲ್
ഡിജിറ്റൽ സർക്യൂട്ട്,ಡಿಜಿಟಲ್ ಸರ್ಕ್ಯೂಟ್
ഡിജിറ്റൽ കമ്പ്യൂട്ടർ,ಡಿಜಿಟಲ್ ಕಂಪ್ಯೂಟರ್
ഡിജിറ്റൽ ഡാറ്റ,ಡಿಜಿಟಲ್ ಡೇಟಾ
ഡിജിറ്റൽ സൗകര്യം,ಡಿಜಿಟಲ್ ಸೌಲಭ್ಯ
ഡിജിറ്റൽ ഫിൽട്ടർ,ಡಿಜಿಟಲ್ ಫಿಲ್ಟರ್
ഡിജിറ്റൽ ലൈബ്രറി,ಡಿಜಿಟಲ್ ಲೈಬ್ರರಿ
ഡിജിറ്റൽ മോഡുലേഷൻ,ಡಿಜಿಟಲ್ ಮಾಡ್ಯುಲೇಶನ್
ഡിജിറ്റൽ മോണിറ്റർ,ಡಿಜಿಟಲ್ ಮಾನಿಟರ್
ഡിജിറ്റൽ ചിത്രം,ಡಿಜಿಟಲ್ ಚಿತ್ರ
ഡിജിറ്റൽ ഒപ്പ്,ಡಿಜಿಟಲ್ ಸಹಿ
ഡിജിറ്റൽ സ്വിച്ച്,ಡಿಜಿಟಲ್ ಸ್ವಿಚ್
ഡിജിറ്റൽ ടു അനലോഗ് (D/A) കൺവെർട്ടർ,ಡಿಜಿಟಲ್ ಟು ಅನಲಾಗ್ (D/A) ಪರಿವರ್ತಕ
ഡിജിറ്റൈസേഷൻ,ಡಿಜಿಟಲೀಕರಣ
ഡിജിറ്റൈസ് ചെയ്യുക,ಡಿಜಿಟೈಜ್ ಮಾಡಿ
ഡിജിറ്റൈസർ,ಡಿಜಿಟೈಸರ್
ഡയോഡ്,ಡಯೋಡ್
നേരിട്ട്,ನೇರ
നേരിട്ടുള്ള വിലാസം,ನೇರ ವಿಳಾಸ
നേരിട്ടുള്ള പരിവർത്തനം,ನೇರ ಪರಿವರ್ತನೆ
നേരിട്ടുള്ള സംയോജനം,ನೇರ ಜೋಡಣೆ
ഡയറക്ട് മെമ്മറി ആക്സസ് (DMA),ನೇರ ಮೆಮೊರಿ ಪ್ರವೇಶ (DMA)
ഡയറക്ട് മെമ്മറി ആക്സസ് (DMA),ನೇರ ಮೆಮೊರಿ ಪ್ರವೇಶ (DMA)
നേരിട്ടുള്ള രീതി,ನೇರ ವಿಧಾನ
നിർദ്ദേശം,ನಿರ್ದೇಶನ
ഡയറക്ടറി,ಡೈರೆಕ್ಟರಿ
ഡയറക്ടറി സെർവർ,ಡೈರೆಕ್ಟರಿ ಸರ್ವರ್
ഡയറക്ടറി സേവനം,ಡೈರೆಕ್ಟರಿ ಸೇವೆ
പ്രവർത്തനരഹിതമാക്കുക,ನಿಷ್ಕ್ರಿಯಗೊಳಿಸು
സിഗ്നൽ പ്രവർത്തനരഹിതമാക്കുന്നു,ಸಂಕೇತವನ್ನು ನಿಷ್ಕ್ರಿಯಗೊಳಿಸುವುದು
വിച്ഛേദിക്കുക,ಸಂಪರ್ಕ ಕಡಿತಗೊಳಿಸಿ
വ്യതിരിക്തമായ,ಪ್ರತ್ಯೇಕವಾದ
ഡിസ്ക്,ಡಿಸ್ಕ್
ഡിസ്ക് വിലാസം,ಡಿಸ್ಕ್ ವಿಳಾಸ
ഡിസ്ക് അറേ,ಡಿಸ್ಕ್ ಅರೇ
ഡിസ്ക് ശേഷി,ಡಿಸ್ಕ್ ಸಾಮರ್ಥ್ಯ
ഡിസ്ക് ഡ്രൈവ്,ಡಿಸ್ಕ್ ಡ್ರೈವ್
ഡിസ്ക് ഫയൽ,ಡಿಸ್ಕ್ ಫೈಲ್
ഡിസ്ക് മെമ്മറി,ಡಿಸ್ಕ್ ಮೆಮೊರಿ
ഡിസ്ക് ഓപ്പറേറ്റിംഗ് സിസ്റ്റം (DOS),ಡಿಸ್ಕ್ ಆಪರೇಟಿಂಗ್ ಸಿಸ್ಟಮ್ (DOS)
ഡിസ്ക് പായ്ക്ക്,ಡಿಸ್ಕ್ ಪ್ಯಾಕ್
ഡിസ്ക് സെർവർ,ಡಿಸ್ಕ್ ಸರ್ವರ್
ഡിസ്ക് സംഭരണം,ಡಿಸ್ಕ್ ಸಂಗ್ರಹಣೆ
ഡിസ്കെറ്റ്,ಡಿಸ್ಕೆಟ್
ഫയൽ പ്രദർശിപ്പിക്കുക,ಪ್ರದರ್ಶನ ಫೈಲ್
ചിത്രം പ്രദർശിപ്പിക്കുക,ಚಿತ್ರವನ್ನು ಪ್ರದರ್ಶಿಸಿ
നിർമാർജനം,ವಿಲೇವಾರಿ
ദൂരം,ದೂರ
ദൂരം പ്രവർത്തനം,ದೂರ ಕಾರ್ಯ
വളച്ചൊടിക്കൽ,ಅಸ್ಪಷ್ಟತೆ
വിതരണം ചെയ്തു,ವಿತರಣೆ
വിതരണം ചെയ്ത ഡാറ്റ,ವಿತರಿಸಿದ ಡೇಟಾ
വിതരണം ചെയ്ത സെർവർ,ವಿತರಿಸಿದ ಸರ್ವರ್
വിതരണം ചെയ്ത സംവിധാനം,ವಿತರಿಸಿದ ವ್ಯವಸ್ಥೆ
വിതരണക്കാരൻ,ವಿತರಕ
പ്രമാണം,ದಾಖಲೆ
പ്രമാണം വീണ്ടെടുത്തു,ಡಾಕ್ಯುಮೆಂಟ್ ಹಿಂಪಡೆಯಲಾಗಿದೆ
പ്രമാണ വിൻഡോ,ಡಾಕ್ಯುಮೆಂಟ್ ವಿಂಡೋ
പ്രമാണീകരണം,ದಸ್ತಾವೇಜನ್ನು
ഡൊമെയ്ൻ,ಡೊಮೇನ್
ഡൊമെയ്ൻ നാമം,ಕಾರ್ಯಕ್ಷೇತ್ರದ ಹೆಸರು
ഡോട്ട് മാട്രിക്സ് പ്രിന്റർ,ಡಾಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪ್ರಿಂಟರ್
താഴേക്ക്,ಕೆಳಗೆ
ഡൗൺ ലിങ്ക്,ಕೆಳಗೆ ಲಿಂಕ್
ഡൗൺലോഡ് ചെയ്യുന്നു,ಡೌನ್ ಲೋಡ್ ಆಗುತ್ತಿದೆ
സമയക്കുറവ്,ಕಡಿಮೆ ಸಮಯ
വലിച്ചിടുന്നു,ಎಳೆಯುವುದು
DRAM (ഡൈനാമിക് റാം),DRAM (ಡೈನಾಮಿಕ್ RAM)
ഡ്രിഫ്റ്റ്,ಡ್ರಿಫ್ಟ್
ഡ്രൈവർ,ಚಾಲಕ
ഡ്രോപ്പ്,ಬಿಡಿ
ഡ്രോപ്പ് ഡൗൺ ലിസ്റ്റ് ബോക്സ്,ಡ್ರಾಪ್ ಡೌನ್ ಪಟ್ಟಿ ಬಾಕ್ಸ್
ഡ്രം ഡ്രൈവ്,ಡ್ರಮ್ ಡ್ರೈವ್
ഡ്രം പ്രിന്റർ,ಡ್ರಮ್ ಪ್ರಿಂಟರ್
ഡ്രം യൂണിറ്റ്,ಡ್ರಮ್ ಘಟಕ
ഇരട്ട,ದ್ವಂದ್ವ
ഇരട്ട സാന്ദ്രത,ಉಭಯ ಸಾಂದ್ರತೆ
ഡമ്മി വിലാസം,ನಕಲಿ ವಿಳಾಸ
തള്ളുക,ಡಂಪ್
ഡ്യുപ്ലെക്സ് സർക്യൂട്ട്,ಡ್ಯುಪ್ಲೆಕ್ಸ್ ಸರ್ಕ್ಯೂಟ್
ഡ്യൂപ്ലെക്സിംഗ്,ಡ್ಯುಪ್ಲೆಕ್ಸಿಂಗ್
തനിപ്പകർപ്പ്,ನಕಲು
ഡിവിഡി R/W,DVD R/W
ഡിവിഡി റോം,ಡಿವಿಡಿ ರಾಮ್
ചലനാത്മക നിർദ്ദേശം,ಡೈನಾಮಿಕ್ ಸೂಚನೆ
ഡൈനാമിക് മെമ്മറി,ಡೈನಾಮಿಕ್ ಮೆಮೊರಿ
ചലനാത്മകത,ಡೈನಾಮಿಕ್ಸ್
EBCDIC,EBCDIC
ഇ-ബിസിനസ്,ಇ-ವ್ಯವಹಾರ
പ്രതിധ്വനി,ಪ್ರತಿಧ್ವನಿ
ഇ-കൊമേഴ്‌സ്,ಇ-ಕಾಮರ್ಸ್
തിരുത്തുക,ತಿದ್ದು
എഡിറ്റർ,ಸಂಪಾದಕ
വിദ്യാഭ്യാസ സാങ്കേതികവിദ്യ,ಶೈಕ್ಷಣಿಕ ತಂತ್ರಜ್ಞಾನ
ഇഇപി റോം,ಇಇಪಿ ರೋಮ್
ഫലപ്രദമായ വിലാസം (ഫ്ലോട്ടിംഗ് വിലാസം),ಪರಿಣಾಮಕಾರಿ ವಿಳಾಸ (ತೇಲುವ ವಿಳಾಸ)
ഫലപ്രദമായ പ്രവർത്തന വിലാസം,ಪರಿಣಾಮಕಾರಿ ಕಾರ್ಯನಿರ್ವಹಣಾ ವಿಳಾಸ
ഫലപ്രദമായ നടപടിക്രമം,ಪರಿಣಾಮಕಾರಿ ವಿಧಾನ
ഫലപ്രദമായ യുഐഡി (ഉപയോക്തൃ തിരിച്ചറിയൽ),ಪರಿಣಾಮಕಾರಿ UID (ಬಳಕೆದಾರ ಗುರುತಿಸುವಿಕೆ)
ഫലപ്രദമായ ട്രാൻസ്മിഷൻ പ്രവർത്തനം,ಪರಿಣಾಮಕಾರಿ ಪ್ರಸರಣ ಕಾರ್ಯ
എട്ട്-ബിറ്റ് ബൈറ്റ്,ಎಂಟು-ಬಿಟ್ ಬೈಟ್
ഇലക്ട്രോണിക് പഠനം,ಇ ಕಲಿಕೆ
തിരഞ്ഞെടുപ്പ്-അൽഗിർതം,ಚುನಾವಣಾ ಅಲ್ಜಿರ್ತಮ್
ഇലക്ട്രിക് മെയിലിംഗ് (ഇ-മെയിൽ),ಎಲೆಕ್ಟ್ರಿಕ್ ಮೇಲಿಂಗ್ (ಇ-ಮೇಲ್)
ഇലക്ട്രിക് പ്രിന്റർ,ವಿದ್ಯುತ್ ಮುದ್ರಕ
ഇലക്ട്രിക്കൽ അക്കൗണ്ടിംഗ് മെഷീൻ,ವಿದ್ಯುತ್ ಲೆಕ್ಕಪತ್ರ ಯಂತ್ರ
ഇലക്ട്രോണിക്,ಎಲೆಕ್ಟ್ರಾನಿಕ್
ഇലക്ട്രോണിക് ക്ലിയറൻസ് സിസ്റ്റം (ECS),ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಕ್ಲಿಯರೆನ್ಸ್ ಸಿಸ್ಟಮ್ (ECS)
ഇലക്ട്രോണിക് ഡാറ്റ ഇന്റർചേഞ്ച് (EDI),ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಡೇಟಾ ಇಂಟರ್ಚೇಂಜ್ (EDI)
ഇലക്ട്രോണിക് ഡാറ്റ പ്രോസസ്സിംഗ്,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಡೇಟಾ ಸಂಸ್ಕರಣೆ
ഇലക്ട്രോണിക് ഫയലിംഗ്,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಫೈಲಿಂಗ್
ഇലക്ട്രോണിക് ഫണ്ട് ട്രാൻസ്ഫർ സിസ്റ്റം (EFTS),ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಹಣ ವರ್ಗಾವಣೆ ವ್ಯವಸ್ಥೆ (EFTS)
ഇലക്ട്രോണിക് ജേണലുകൾ,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ನಿಯತಕಾಲಿಕಗಳು
ഇലക്ട്രോണിക് പ്രസിദ്ധീകരണം,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಪ್ರಕಾಶನ
ഇലക്ട്രോണിക് സ്വിച്ച്,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸ್ವಿಚ್
ഘടകം,ಅಂಶ
ഇ-മെയിൽ,ಇಮೇಲ್
ഈ - മെയില് വിലാസം,ಇಮೇಲ್ ವಿಳಾಸ
എംബഡഡ് സിസ്റ്റം,ಎಂಬೆಡೆಡ್ ಸಿಸ್ಟಮ್
ഉൾച്ചേർക്കൽ,ಎಂಬೆಡಿಂಗ್
എമിറ്റർ ദമ്പതികളുടെ യുക്തി (ECL),ಹೊರಸೂಸುವ ಜೋಡಿ ತರ್ಕ (ECL)
ശൂന്യമായ സ്റ്റാക്ക്,ಖಾಲಿ ಸ್ಟಾಕ್
ശൂന്യമായ ചരട്,ಖಾಲಿ ಸ್ಟ್ರಿಂಗ್
അനുകരണം,ಅನುಕರಣೆ
എൻക്യാപ്സുലേഷൻ,ಆವರಿಸುವಿಕೆ
എൻസിഫർ,ಎನ್ಸೈಫರ್
എൻകോഡ്,ಎನ್ಕೋಡ್
എൻകോഡർ,ಎನ್ಕೋಡರ್
എൻക്രിപ്റ്റ് ചെയ്ത ഡാറ്റ,ಎನ್‌ಕ್ರಿಪ್ಟ್ ಮಾಡಿದ ಡೇಟಾ
എൻക്രിപ്റ്റിംഗ് ഫയൽ സിസ്റ്റം,ಎನ್ಕ್ರಿಪ್ಟಿಂಗ್ ಫೈಲ್ ಸಿಸ್ಟಮ್
എൻക്രിപ്ഷൻ,ಗೂಢಲಿಪೀಕರಣ
ബ്ലോക്കിന്റെ അവസാനം,ಬ್ಲಾಕ್ನ ಅಂತ್ಯ
ഫയലിന്റെ അവസാനം (EOF),ಕಡತದ ಅಂತ್ಯ (EOF)
അന്തിമ ഉപയോക്താവ്,ಬಳಕೆದಾರ
നൽകുക,ನಮೂದಿಸಿ
എന്റർ-കീ,ನಮೂದಿಸಿ-ಕೀಲಿ
എന്റർപ്രൈസ് സെർവർ,ಎಂಟರ್ಪ್ರೈಸ್ ಸರ್ವರ್
എന്റർപ്രൈസ് സിസ്റ്റം,ಉದ್ಯಮ ವ್ಯವಸ್ಥೆ
സ്ഥാപനം,ಘಟಕ
സ്ഥാപന-ബന്ധം,ಅಸ್ತಿತ್ವ-ಸಂಬಂಧ
പ്രവേശന സമയം,ಪ್ರವೇಶ ಸಮಯ
എൻട്രി വേരിയബിൾ,ಪ್ರವೇಶ ವೇರಿಯಬಲ್
എണ്ണാവുന്നത്,ಎಣಿಸಬಹುದಾದ
പരിസ്ഥിതി,ಪರಿಸರ
യുഗം,ಯುಗ
EPROM,EPROM
എപ്സിലോൺ അടച്ചുപൂട്ടൽ,ಎಪ್ಸಿಲಾನ್ ಮುಚ್ಚುವಿಕೆ
സമനില,ಈಕ್ವಲೈಜರ್
ഉപകരണങ്ങൾ,ಉಪಕರಣ
തുല്യതാ ക്ലാസ്,ಸಮಾನತೆಯ ವರ್ಗ
തുല്യതാ ബന്ധം,ಸಮಾನತೆಯ ಸಂಬಂಧ
മായ്ക്കുക,ಅಳಿಸಿಹಾಕು
കോഡ് തിരുത്തുന്നതിൽ പിശക്,ಕೋಡ್ ಸರಿಪಡಿಸುವಲ್ಲಿ ದೋಷ
തെറ്റ് തിരുത്തൽ,ದೋಷ ತಿದ್ದುಪಡಿ
പിശക് കണ്ടെത്തൽ,ದೋಷ ಪತ್ತೆ
പിശക് കൈകാര്യം ചെയ്യൽ,ದೋಷ ನಿರ್ವಹಣೆ
പിശക് സന്ദേശം,ತಪ್ಪು ಸಂದೇಶ
പിശക് നിരക്ക്,ದೋಷ ದರ
പിശക് വീണ്ടെടുക്കൽ,ದೋಷ ಚೇತರಿಕೆ
പിശക് പതിവ്,ದೋಷ ದಿನಚರಿ
രക്ഷപ്പെടുന്ന സ്വഭാവം,ಪಾರು ಪಾತ್ರ
ഇഥർനെറ്റ്,ಈಥರ್ನೆಟ್
സംഭവം,ಘಟನೆ
ഇവന്റ് ചെയിൻ,ಈವೆಂಟ್ ಸರಣಿ
ഇവന്റ് നിയന്ത്രണം,ಈವೆಂಟ್ ನಿಯಂತ್ರಣ
ഇവന്റ് കൗണ്ടർ,ಈವೆಂಟ್ ಕೌಂಟರ್
ഒഴിവാക്കൽ കൈകാര്യം ചെയ്യൽ,ವಿನಾಯಿತಿ ನಿರ್ವಹಣೆ
കൈമാറ്റം ചെയ്യാവുന്ന ഡിസ്ക് സംഭരണം,ಬದಲಾಯಿಸಬಹುದಾದ ಡಿಸ್ಕ್ ಸಂಗ್ರಹಣೆ
ഒഴിവാക്കൽ,ಹೊರಗಿಡುವಿಕೆ
എക്സ്ക്ലൂസീവ് അല്ലെങ്കിൽ (XOR),ವಿಶೇಷ ಅಥವಾ (XOR)
എക്സിക്യൂട്ടബിൾ പ്രോഗ്രാം,ಕಾರ್ಯಗತಗೊಳಿಸಬಹುದಾದ ಪ್ರೋಗ್ರಾಂ
എക്സിക്യൂട്ടീവ് പ്രസ്താവന,ಕಾರ್ಯಕಾರಿ ಹೇಳಿಕೆ
സമഗ്രമായ തിരയൽ,ಸಮಗ್ರ ಹುಡುಕಾಟ
നിലവിലുണ്ട്,ಅಸ್ತಿತ್ವದಲ್ಲಿದೆ
പുറത്ത്,ನಿರ್ಗಮಿಸಿ
വിദഗ്ധ സംവിധാനം,ತಜ್ಞ ವ್ಯವಸ್ಥೆ
ആവിഷ്കാരം,ಅಭಿವ್ಯಕ್ತಿ
വിപുലീകൃത ഗ്രാഫിക് അറേ (XGA),ವಿಸ್ತೃತ ಗ್ರಾಫಿಕ್ ಅರೇ (XGA)
വിപുലമായ വ്യവസായ നിലവാരം (EIS),ವಿಸ್ತೃತ ಉದ್ಯಮ ಗುಣಮಟ್ಟ (EIS)
വിപുലീകരിച്ച യന്ത്രം,ವಿಸ್ತೃತ ಯಂತ್ರ
വിപുലീകരിച്ച മെമ്മറി,ವಿಸ್ತೃತ ಸ್ಮರಣೆ
വിപുലമായ കൃത്യത,ವಿಸ್ತೃತ ನಿಖರತೆ
വിപുലീകരിച്ച സോർട്ടിംഗ്,ವಿಸ್ತೃತ ವಿಂಗಡಣೆ
ബാഹ്യ കോൾ,ಬಾಹ್ಯ ಕರೆ
ബാഹ്യ പിശക്,ಬಾಹ್ಯ ದೋಷ
ബാഹ്യ പ്രവർത്തനം,ಬಾಹ್ಯ ಕಾರ್ಯ
ബാഹ്യ തടസ്സം,ಬಾಹ್ಯ ಅಡಚಣೆ
ബാഹ്യ മെമ്മറി,ಬಾಹ್ಯ ಸ್ಮರಣೆ
ബാഹ്യ മെമ്മറി,ಬಾಹ್ಯ ಸ್ಮರಣೆ
ബാഹ്യ മോഡം,ಬಾಹ್ಯ ಮೋಡೆಮ್
ബാഹ്യ റഫറൻസ്,ಬಾಹ್ಯ ಉಲ್ಲೇಖ
ബാഹ്യ തിരയൽ,ಬಾಹ್ಯ ಹುಡುಕಾಟ
ബാഹ്യ സംഭരണ ഉപകരണം,ಬಾಹ್ಯ ಶೇಖರಣಾ ಸಾಧನ
വേർതിരിച്ചെടുക്കൽ,ಹೊರತೆಗೆಯುವಿಕೆ
എക്സ്ട്രാപോളേഷൻ,ಹೊರತೆಗೆಯುವಿಕೆ
മുഖപ്രകൃതി പ്രിന്റർ,ಮುಖ ಅಕ್ಷರ ಮುದ್ರಕ
പരാജയപ്പെടാത്ത പ്രവർത്തനം,ವಿಫಲ-ಸುರಕ್ಷಿತ ಕಾರ್ಯಾಚರಣೆ
പരാജയതോത്,ವಿಫಲತೆಯ ದರ
പരാജയം വീണ്ടെടുക്കൽ,ವೈಫಲ್ಯ ಚೇತರಿಕೆ
തെറ്റായ കോഡ്,ತಪ್ಪು ಕೋಡ್
തെറ്റായ പിശക്,ತಪ್ಪು ದೋಷ
ഫാൻ-ഇൻ,ಫ್ಯಾನ್-ಇನ್
ഫാൻ ഔട്ട്,ಫ್ಯಾನ್ ಔಟ್
ഫാസിമൈൽ I/O ഉപകരണം,ಫ್ಯಾಸಿಮೈಲ್ I/O ಸಾಧನ
ഫാസ്റ്റ് ഫോറിയർ ട്രാൻസ്ഫോർമേഷൻ (FFT),ವೇಗದ ಫೋರಿಯರ್ ರೂಪಾಂತರ (FFT)
മാരകമായ തെറ്റ്,ಗಂಭೀರವಾದ ತಪ್ಪು
തെറ്റ് കണ്ടെത്തൽ,ದೋಷ ಪತ್ತೆ
തെറ്റ് രോഗനിർണയം,ದೋಷ ರೋಗನಿರ್ಣಯ
തെറ്റ് സഹിഷ്ണുത,ದೋಷಸಹಿಷ್ಣುತೆ
ഫാക്സ്,ಫ್ಯಾಕ್ಸ್
ഫാക്സ് സന്ദേശം,ಫ್ಯಾಕ್ಸ್ ಸಂದೇಶ
FDC,FDC
സവിശേഷത കണ്ടെത്തൽ,ವೈಶಿಷ್ಟ್ಯ ಪತ್ತೆ
ഫീഡ് സൈക്കിൾ,ಆಹಾರ ಚಕ್ರ
പ്രതികരണം,ಪ್ರತಿಕ್ರಿಯೆ
ഫീഡർ,ಫೀಡರ್
കൊണ്ടുവരിക,ತರಲು
ഫിബൊനാച്ചി തിരയൽ,ಫಿಬೊನಾಕಿ ಹುಡುಕಾಟ
ഫിബൊനാച്ചി സീക്വൻസ്,ಫಿಬೊನಾಕಿ ಅನುಕ್ರಮ
ഫിബൊനാച്ചി പരമ്പര,ಫಿಬೊನಾಕಿ ಸರಣಿ
ഫൈബർ ഒപ്റ്റിക്സ്,ಫೈಬರ್ ಆಪ್ಟಿಕ್ಸ್
ഫിഡോ നെറ്റ്,ಫಿಡೋ ನಿವ್ವಳ
വയൽ,ಕ್ಷೇತ್ರ
അഞ്ചാം തലമുറ കമ്പ്യൂട്ടറുകൾ,ಐದನೇ ತಲೆಮಾರಿನ ಕಂಪ್ಯೂಟರ್‌ಗಳು
ഫയൽ,ಕಡತ
ഫയൽ ആക്സസ് രീതി,ಫೈಲ್ ಪ್ರವೇಶ ವಿಧಾನ
ഫയൽ അലോക്കേഷൻ പട്ടിക,ಫೈಲ್ ಹಂಚಿಕೆ ಕೋಷ್ಟಕ
ഫയൽ കംപ്രഷൻ,ಫೈಲ್ ಕಂಪ್ರೆಷನ್
ഫയൽ പകർത്തൽ,ಫೈಲ್ ನಕಲು
ഫയൽ ലേഔട്ട്,ಫೈಲ್ ಲೇಔಟ್
ഫയൽ ലയിപ്പിക്കുക,ಫೈಲ್ ವಿಲೀನ
ഫയൽ വീണ്ടെടുക്കൽ,ಫೈಲ್ ಚೇತರಿಕೆ
ഫയൽ സംഭരണം,ಫೈಲ್ ಸಂಗ್ರಹಣೆ
ഫയൽ ഘടന,ಫೈಲ್ ರಚನೆ
ഫയൽ സിസ്റ്റം,ಕಡತ ವ್ಯವಸ್ಥೆ
ഫയൽ കൈമാറ്റം,ಫೈಲ್ ವರ್ಗಾವಣೆ
ഫയൽ ട്രാൻസ്ഫർ പ്രോട്ടോക്കോൾ (FTP),ಫೈಲ್ ವರ್ಗಾವಣೆ ಪ್ರೋಟೋಕಾಲ್ (FTP)
ഫിൽട്ടർ,ಫಿಲ್ಟರ್
അന്തിമ അവസ്ഥ,ಅಂತಿಮ ಸ್ಥಿತಿ
കണ്ടെത്തുക,ಕಂಡುಹಿಡಿಯಿರಿ
പരിമിതമായ സംസ്ഥാന യന്ത്രം,ಸೀಮಿತ ಸ್ಥಿತಿಯ ಯಂತ್ರ
അഗ്നി മതിൽ,ಬೆಂಕಿ ಗೋಡೆ
ഫേംവെയർ,ಫರ್ಮ್ವೇರ್
ആദ്യം വരുന്നവർക്ക് ആദ്യം നൽകുക,ಮೊದಲು ಬಂದವರಿಗೆ ಮೊದಲ ಸೇವೆ
ആദ്യ തലമുറ കമ്പ്യൂട്ടർ,ಮೊದಲ ತಲೆಮಾರಿನ ಕಂಪ್ಯೂಟರ್
ഫസ്റ്റ് ഇൻ ഫസ്റ്റ് ഔട്ട് (FIFO),ಫಸ್ಟ್ ಇನ್ ಫಸ್ಟ್ ಔಟ್ (FIFO)
ആദ്യ ഓർഡർ യുക്തി,ಮೊದಲ ಆದೇಶದ ತರ್ಕ
ആദ്യ ക്രമ സിദ്ധാന്തം,ಮೊದಲ ಆದೇಶದ ಸಿದ್ಧಾಂತ
നിശ്ചിത പാർട്ടീഷൻ,ಸ್ಥಿರ ವಿಭಾಗ
പതാക,ಧ್ವಜ
ഫ്ലെക്സിബിൾ ഡിസ്ക്,ಹೊಂದಿಕೊಳ್ಳುವ ಡಿಸ್ಕ್
ഫ്ലോപ്പി ഡിസ്ക്,ಫ್ಲಾಪಿ ಡಿಸ್ಕ್
ഫ്ലോപ്പി ഡിസ്ക് ഡ്രൈവ് (Fdd),ಫ್ಲಾಪಿ ಡಿಸ್ಕ್ ಡ್ರೈವ್ (ಎಫ್ಡಿಡಿ)
ഫ്ലോ ചാർട്ട്,ಹರಿವಿನ ಚಾರ್ಟ್
നിയന്ത്രണത്തിന്റെ ഒഴുക്ക്,ನಿಯಂತ್ರಣದ ಹರಿವು
ഫ്ലഷ്,ಫ್ಲಶ್
ഫോൾഡർ,ಫೋಲ್ಡರ್
ഫോണ്ട്,ಫಾಂಟ್
ഫോണ്ട് കുടുംബം,ಫಾಂಟ್ ಕುಟುಂಬ
വിദേശ കീ,ವಿದೇಶಿ ಕೀ
രൂപം,ರೂಪ
ഔപചാരിക ഭാഷ,ಔಪಚಾರಿಕ ಭಾಷೆ
ഔപചാരിക സംവിധാനം,ಔಪಚಾರಿಕ ವ್ಯವಸ್ಥೆ
ഫോർമാറ്റ്,ಸ್ವರೂಪ
ഫോർമാറ്റിംഗ്,ಫಾರ್ಮ್ಯಾಟಿಂಗ್
