Gujarati,Odiya
ડિરેક્ટરી,ଡିରେକ୍ଟୋରୀ
ડિરેક્ટરી સર્વર,ଡିରେକ୍ଟୋରୀ ସର୍ଭର |
ડિરેક્ટરી સેવા,ଡିରେକ୍ଟୋରୀ ସେବା
નિષ્ક્રિય,ଅକ୍ଷମ କରନ୍ତୁ |
નિષ્ક્રિય સંકેત,ସଙ୍କେତ ଅକ୍ଷମ କରିବା |
ડિસ્કનેક્ટ,ସଂଯୋଗ ବିଚ୍ଛିନ୍ନ କରନ୍ତୁ |
અલગ,ବିଚ୍ଛିନ୍ନ
ડિસ્ક,ଡିସ୍କ
ડિસ્ક સરનામું,ଡିସ୍କ ଠିକଣା
ડિસ્ક એરે,ଡିସ୍କ ଆରେ
ડિસ્ક ક્ષમતા,ଡିସ୍କ କ୍ଷମତା
ડિસ્ક ડ્રાઇવ,ଡିସ୍କ ଡ୍ରାଇଭ
ડિસ્ક ફાઇલ,ଡିସ୍କ ଫାଇଲ୍ |
ડિસ્ક મેમરી,ଡିସ୍କ ମେମୋରୀ
ડિસ્ક ઓપરેટિંગ સિસ્ટમ (DOS),ଡିସ୍କ ଅପରେଟିଂ ସିଷ୍ଟମ୍ (DOS)
ડિસ્ક પેક,ଡିସ୍କ ପ୍ୟାକ୍ |
ડિસ્ક સર્વર,ଡିସ୍କ ସର୍ଭର |
ડિસ્ક સંગ્રહ,ଡିସ୍କ ସଂରକ୍ଷଣ
ડિસ્કેટ,ଡିସ୍କେଟ୍ |
ડિસ્પ્લે ફાઇલ,ଫାଇଲ୍ ପ୍ରଦର୍ଶନ କରନ୍ତୁ |
પ્રદર્શિત છબી,ପ୍ରତିଛବି ପ୍ରଦର୍ଶନ କରନ୍ତୁ |
નિકાલ,ନିଷ୍କାସନ
અંતર,ଦୂରତା
અંતર કાર્ય,ଦୂରତା କାର୍ଯ୍ୟ
વિકૃતિ,ବିକୃତି
વિતરિત,ବଣ୍ଟିତ |
વિતરિત ડેટા,ବଣ୍ଟିତ ତଥ୍ୟ |
વિતરિત સર્વર,ବଣ୍ଟିତ ସର୍ଭର |
વિતરણ સિસ્ટમ,ବଣ୍ଟିତ ସିଷ୍ଟମ୍ |
વિતરણકારી,ବଣ୍ଟନକାରୀ
દસ્તાવેજ,ଡକ୍ୟୁମେଣ୍ଟ୍
દસ્તાવેજ પુનઃપ્રાપ્ત,ଡକ୍ୟୁମେଣ୍ଟ ପୁନରୁଦ୍ଧାର ହେଲା |
દસ્તાવેજ વિન્ડો,ଡକ୍ୟୁମେଣ୍ଟ୍ ୱିଣ୍ଡୋ |
દસ્તાવેજીકરણ,ଡକ୍ୟୁମେଣ୍ଟେସନ୍
ડોમેન,ଡୋମେନ୍
ડોમેન નામ,ଡୋମେନ୍ ନାମ
ડોટ મેટ્રિક્સ પ્રિન્ટર,ଡଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ ପ୍ରିଣ୍ଟର୍ |
નીચે,ତଳକୁ
ડાઉન લિંક,ଡାଉନ୍ ଲିଙ୍କ୍ |
ડાઉન લોડિંગ,ଡାଉନ୍ ଲୋଡିଙ୍ଗ୍ |
ડાઉન સમય,ଡାଉନ୍ ଟାଇମ୍ |
ખેંચીને,ଡ୍ରାଗ୍
DRAM (ડાયનેમિક રેમ),DRAM (ଗତିଶୀଳ RAM)
ડ્રિફ્ટ,drift
ડ્રાઈવર,ଡ୍ରାଇଭର |
ડ્રોપ,ଡ୍ରପ୍
ડ્રોપ ડાઉન સૂચિ બોક્સ,ତାଲିକା ବାକ୍ସ ଡ୍ରପ୍ କରନ୍ତୁ |
ડ્રમ ડ્રાઇવ,ଡ୍ରମ୍ ଡ୍ରାଇଭ୍ |
ડ્રમ પ્રિન્ટર,ଡ୍ରମ୍ ପ୍ରିଣ୍ଟର୍ |
ડ્રમ યુનિટ,ଡ୍ରମ୍ ୟୁନିଟ୍ |
દ્વિ,ଡୁଆଲ୍ |
બેવડી ઘનતા,ଦ୍ୱ ual ତ ଘନତା |
બનાવટી સરનામું,ଡମି ଠିକଣା
ડમ્પ,ଡମ୍ପିଂ
ડુપ્લેક્સ સર્કિટ,ଡୁପ୍ଲେକ୍ସ ସର୍କିଟ |
દ્વિગુણિત,ନକଲ
ડુપ્લિકેટ,ନକଲ
ડીવીડી આર/ડબલ્યુ,DVD R / W
ડીવીડી રોમ,DVD ROM
ગતિશીલ સૂચના,ଗତିଶୀଳ ନିର୍ଦ୍ଦେଶ
ગતિશીલ મેમરી,ଗତିଶୀଳ ସ୍ମୃତି
ગતિશીલતા,ଗତିଶୀଳତା |
EBCDIC,EBCDIC |
ઈ-વ્યવસાય,ଇ-ବ୍ୟବସାୟ |
પડઘો,ଇକୋ
ઈ-કોમર્સ,ଇ-ବାଣିଜ୍ୟ |
ફેરફાર કરો,ସମ୍ପାଦନ କରନ୍ତୁ |
સંપાદક,ସମ୍ପାଦକ
શૈક્ષણિક ટેકનોલોજી,ଶିକ୍ଷାଗତ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |
EEP રોમ,EEP ରୋମ୍
અસરકારક સરનામું (ફ્લોટિંગ સરનામું),ପ୍ରଭାବଶାଳୀ ଠିକଣା (ଭାସମାନ ଠିକଣା)
અસરકારક ઓપરેન્ડ સરનામું,ପ୍ରଭାବଶାଳୀ ଅପରେଣ୍ଡ୍ ଠିକଣା |
અસરકારક પ્રક્રિયા,ପ୍ରଭାବଶାଳୀ ପ୍ରଣାଳୀ |
અસરકારક UID (વપરાશકર્તા ઓળખ),ପ୍ରଭାବଶାଳୀ UID (ବ୍ୟବହାରକାରୀ ପରିଚୟ)
અસરકારક ટ્રાન્સમિશન ઓપરેન્ડ,ପ୍ରଭାବଶାଳୀ ଟ୍ରାନ୍ସମିସନ୍ ଅପରେଣ୍ଡ୍ |
આઠ-બીટ બાઈટ,ଆଠ-ବିଟ୍ ବାଇଟ୍ |
ઈ-લર્નિંગ,ଇ-ଶିକ୍ଷା
ચૂંટણી-અલગર્થમ,ନିର୍ବାଚନ-ଆଲଗିର୍ଥମ୍ |
ઇલેક્ટ્રિક મેઇલિંગ (ઇ-મેલ),ଇଲେକ୍ଟ୍ରିକ୍ ମେଲିଂ (ଇ-ମେଲ୍)
ઇલેક્ટ્રિક પ્રિન્ટર,ଇଲେକ୍ଟ୍ରିକ୍ ପ୍ରିଣ୍ଟର୍
ઇલેક્ટ્રિકલ એકાઉન્ટિંગ મશીન,ବ electrical ଦୁତିକ ଆକାଉଣ୍ଟିଂ ମେସିନ୍ |
ઇલેક્ટ્રોનિક,ଇଲେକ୍ଟ୍ରୋନିକ୍ |
ઇલેક્ટ્રોનિક ક્લિયરન્સ સિસ્ટમ (ECS),ଇଲେକ୍ଟ୍ରୋନିକ୍ କ୍ଲିୟରାନ୍ସ ସିଷ୍ଟମ୍ (ECS)
ઇલેક્ટ્રોનિક ડેટા ઇન્ટરચેન્જ (EDI),ଇଲେକ୍ଟ୍ରୋନିକ୍ ଡାଟା ଆଦାନ ପ୍ରଦାନ (EDI)
ઇલેક્ટ્રોનિક ડેટા પ્રોસેસિંગ,ବ electronic ଦ୍ୟୁତିକ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |
ઇલેક્ટ્રોનિક ફાઇલિંગ,ଇଲେକ୍ଟ୍ରୋନିକ୍ ଫାଇଲ୍
ઇલેક્ટ્રોનિક ફંડ ટ્રાન્સફર સિસ્ટમ (EFTS),ଇଲେକ୍ଟ୍ରୋନିକ୍ ପାଣ୍ଠି ସ୍ଥାନାନ୍ତର ସିଷ୍ଟମ୍ (EFTS)
ઇલેક્ટ્રોનિક જર્નલ્સ,ବ electronic ଦ୍ୟୁତିକ ପତ୍ରିକା
ઇલેક્ટ્રોનિક પ્રકાશન,ବ electronic ଦ୍ୟୁତିକ ପ୍ରକାଶନ |
ઇલેક્ટ્રોનિક સ્વીચ,ଇଲେକ୍ଟ୍ରୋନିକ୍ ସୁଇଚ୍ |
તત્વ,ଉପାଦାନ
ઈ-મેલ,ଇ-ମେଲ୍ |
ઈ - મેઈલ સરનામું,ଈମୈଲ ଠିକଣା
એમ્બેડેડ સિસ્ટમ,ଏମ୍ବେଡ୍ ସିଷ୍ଟମ୍ |
એમ્બેડિંગ,ଏମ୍ବେଡିଂ
એમિટર કપલ લોજિક (ECL),ନିର୍ଗତ ଦମ୍ପତି ତର୍କ (ECL)
ખાલી સ્ટેક,ଖାଲି ଷ୍ଟାକ |
ખાલી શબ્દમાળા,ଖାଲି ଷ୍ଟ୍ରିଙ୍ଗ୍ |
અનુકરણ,ଅନୁକରଣ
એન્કેપ્સ્યુલેશન,ଏନକାପସୁଲେସନ୍ |
સંકેતલિપી,ଏନକାଇଫର୍
એન્કોડ,ଏନକୋଡ୍
એન્કોડર,ଏନକୋଡର୍ |
એન્ક્રિપ્ટેડ ડેટા,ସଂଗୁପ୍ତ ତଥ୍ୟ
એન્ક્રિપ્ટીંગ ફાઇલ સિસ્ટમ,ଏନକ୍ରିପ୍ଟିଂ ଫାଇଲ୍ ସିଷ୍ଟମ୍ |
એન્ક્રિપ્શન,ଏନକ୍ରିପସନ୍
બ્લોકનો અંત,ବ୍ଲକର ଶେଷ
ફાઇલનો અંત (EOF),ଫାଇଲର ଶେଷ (EOF)
અંતિમ વપરાશકર્તા,ଶେଷ-ଉପଭୋକ୍ତା |
દાખલ કરો,ପ୍ରବେଶ କର |
એન્ટર-કી,ଏଣ୍ଟର୍-କି
એન્ટરપ્રાઇઝ સર્વર,ଏଣ୍ଟରପ୍ରାଇଜ୍ ସର୍ଭର |
એન્ટરપ્રાઇઝ સિસ્ટમ,ଏଣ୍ଟରପ୍ରାଇଜ୍ ସିଷ୍ଟମ୍ |
એન્ટિટી,ସଂସ୍ଥା
અસ્તિત્વ-સંબંધ,ସଂସ୍ଥା-ସମ୍ପର୍କ |
પ્રવેશ સમય,ପ୍ରବେଶ ସମୟ
પ્રવેશ ચલ,ଏଣ୍ଟ୍ରି ଭେରିଏବଲ୍ |
ગણી શકાય તેવું,ଅସଂଖ୍ୟ |
પર્યાવરણ,ପରିବେଶ
યુગ,ଯୁଗ
EPROM,EPROM
એપ્સીલોન બંધ,ଏପସିଲନ୍ ବନ୍ଦ |
બરાબરી,ସମାନତା
સાધનસામગ્રી,ଉପକରଣ
સમાનતા વર્ગ,ସମାନତା ଶ୍ରେଣୀ
સમાનતા સંબંધ,ସମାନତା ସମ୍ପର୍କ
ભુસવું,ଲିଭାନ୍ତୁ
કોડ સુધારવામાં ભૂલ,ତ୍ରୁଟି ସଂଶୋଧନ କୋଡ୍
ભૂલ સુધારણા,ତ୍ରୁଟି ସଂଶୋଧନ
ભૂલ શોધ,ତ୍ରୁଟି ଚିହ୍ନଟ
ભૂલ હેન્ડલિંગ,ତ୍ରୁଟି ନିୟନ୍ତ୍ରଣ
ક્ષતી સંદેશ,ତ୍ରୁଟି ସନ୍ଦେଶ |
ભૂલ દર,ତ୍ରୁଟି ହାର
ભૂલ પુનઃપ્રાપ્તિ,ତ୍ରୁଟି ପୁନରୁଦ୍ଧାର
ભૂલ નિયમિત,ତ୍ରୁଟି ରୁଟିନ୍ |
એસ્કેપ પાત્ર,ପଳାୟନ ଚରିତ୍ର |
ઈથરનેટ,ଇଥରନେଟ୍ |
ઘટના,ଇଭେଣ୍ଟ
ઘટના સાંકળ,ଇଭେଣ୍ଟ ଶୃଙ୍ଖଳା |
ઘટના નિયંત્રણ,ଇଭେଣ୍ଟ ନିୟନ୍ତ୍ରଣ |
ઇવેન્ટ કાઉન્ટર,ଇଭେଣ୍ଟ କାଉଣ୍ଟର
અપવાદ હેન્ડલિંગ,ବ୍ୟତିକ୍ରମ ନିୟନ୍ତ୍ରଣ |
વિનિમયક્ષમ ડિસ્ક સંગ્રહ,ଅଦଳବଦଳ ଡିସ୍କ ସଂରକ୍ଷଣ ସ୍ଥାନ |
બાકાત,ବହିଷ୍କାର
વિશિષ્ટ અથવા (XOR),ସ୍ୱତନ୍ତ୍ର କିମ୍ବା (XOR)
એક્ઝિક્યુટેબલ પ્રોગ્રામ,ଏକଜେକ୍ୟୁଟେବଲ୍ ପ୍ରୋଗ୍ରାମ୍
એક્ઝિક્યુટિવ નિવેદન,କାର୍ଯ୍ୟନିର୍ବାହୀ ବିବୃତ୍ତି
સંપૂર્ણ શોધ,ସମ୍ପୁର୍ଣ୍ଣ ସନ୍ଧାନ |
અસ્તિત્વમાં છે,ବିଦ୍ୟମାନ ଅଛି |
બહાર નીકળો,ପ୍ରସ୍ଥାନ
નિષ્ણાત સિસ્ટમ,ବିଶେଷଜ୍ଞ ବ୍ୟବସ୍ଥା |
અભિવ્યક્તિ,ଅଭିବ୍ୟକ୍ତି
વિસ્તૃત ગ્રાફિક એરે (XGA),ବିସ୍ତୃତ ଗ୍ରାଫିକ୍ ଆରେ (XGA)
વિસ્તૃત ઉદ્યોગ ધોરણ (EIS),ବିସ୍ତାରିତ ଶିଳ୍ପ ମାନକ (EIS)
વિસ્તૃત મશીન,ବିସ୍ତୃତ ଯନ୍ତ୍ର
વિસ્તૃત મેમરી,ବିସ୍ତୃତ ସ୍ମୃତି
વિસ્તૃત ચોકસાઇ,ବିସ୍ତୃତ ସଠିକତା |
વિસ્તૃત વર્ગીકરણ,ବିସ୍ତୃତ ସର୍ଟିଂ
બાહ્ય કૉલ,ବାହ୍ୟ କଲ୍
બાહ્ય ભૂલ,ବାହ୍ୟ ତ୍ରୁଟି |
બાહ્ય કાર્ય,ବାହ୍ୟ କାର୍ଯ୍ୟ
બાહ્ય વિક્ષેપ,ବାହ୍ୟ ବାଧା
બાહ્ય મેમરી,ବାହ୍ୟ ସ୍ମୃତି
બાહ્ય મેમરી,ବାହ୍ୟ ସ୍ମୃତି
બાહ્ય મોડેમ,ବାହ୍ୟ ମୋଡେମ୍ |
બાહ્ય સંદર્ભ,ବାହ୍ୟ ସନ୍ଦର୍ଭ
બાહ્ય શોધ,ବାହ୍ୟ ସନ୍ଧାନ |
બાહ્ય સંગ્રહ ઉપકરણ,ବାହ୍ୟ ସଂରକ୍ଷଣ ଉପକରଣ
નિષ્કર્ષણ,ନିଷ୍କାସନ
એક્સ્ટ્રાપોલેશન,ବହିଷ୍କାର
ફેસ કેરેક્ટર પ્રિન્ટર,ଚେହେରା-ଅକ୍ଷର ପ୍ରିଣ୍ଟର୍ |
નિષ્ફળ-સલામત કામગીરી,ବିଫଳ-ନିରାପଦ କାର୍ଯ୍ୟ
નિષ્ફળતા દર,ବିଫଳତା ହାର
નિષ્ફળતા પુનઃપ્રાપ્તિ,ବିଫଳତା ପୁନରୁଦ୍ଧାର
ખોટો કોડ,ମିଥ୍ୟା କୋଡ୍
ખોટી ભૂલ,ମିଥ୍ୟା ତ୍ରୁଟି |
ફેન-ઇન,ପ୍ରଶଂସକ
ફેન-આઉટ,ପ୍ରଶଂସକ
ફેસિમિલ I/O ઉપકરણ,ଆକର୍ଷଣୀୟ I / O ଉପକରଣ |
ફાસ્ટ ફોરિયર ટ્રાન્સફોર્મ (FFT),ଦ୍ରୁତ ଫୁରିଅର୍ ଟ୍ରାନ୍ସଫର୍ମ (FFT)
જીવલેણ ભૂલ,ସାଂଘାତିକ ତ୍ରୁଟି |
ખામી શોધ,ତ୍ରୁଟି ଚିହ୍ନଟ
ખામી નિદાન,ତ୍ରୁଟି ନିଦାନ
સહનશીલતા દોષ,ଦୋଷ ସହନଶୀଳତା |
ફેક્સ,ଫ୍ୟାକ୍ସ
ફેક્સ સંદેશ,ଫ୍ୟାକ୍ସ ବାର୍ତ୍ତା |
FDC,FDC
લક્ષણ શોધ,ବ feature ଶିଷ୍ଟ୍ୟ ଚିହ୍ନଟ
ફીડ ચક્ર,ଫିଡ୍ ଚକ୍ର |
પ્રતિસાદ,ମତାମତ
ફીડર,ଫିଡର୍ |
મેળવો,ଆଣ |
ફિબોનાકી શોધ,ଫାଇବୋନାକ୍ସି ସନ୍ଧାନ |
ફિબોનાકી ક્રમ,ଫାଇବୋନାକ୍ସି କ୍ରମ |
ફિબોનાકી શ્રેણી,ଫାଇବୋନାକ୍ସି ସିରିଜ୍ |
ફાઇબર ઓપ્ટિક્સ,ଫାଇବର ଅପ୍ଟିକ୍ସ |
ફિડો નેટ,ଫିଡୋ ନେଟ୍ |
ક્ષેત્ર,କ୍ଷେତ୍ର
પાંચમી પેઢીના કમ્પ્યુટર્સ,ପଞ୍ଚମ ପି generation ଼ିର କମ୍ପ୍ୟୁଟରଗୁଡିକ |
ફાઇલ,ଫାଇଲ୍ |
ફાઇલ એક્સેસ પદ્ધતિ,ଫାଇଲ୍ ପ୍ରବେଶ ପଦ୍ଧତି |
ફાઈલ ફાળવણી ટેબલ,ଫାଇଲ୍ ଆବଣ୍ଟନ ସାରଣୀ |
ફાઇલ કમ્પ્રેશન,ଫାଇଲ୍ ସଙ୍କୋଚନ |
ફાઇલ નકલ,ଫାଇଲ୍ କପି
ફાઇલ લેઆઉટ,ଫାଇଲ୍ ଲେଆଉଟ୍ |
ફાઇલ મર્જ,ଫାଇଲ୍ ମିଶ୍ରଣ |
ફાઇલ પુનઃપ્રાપ્તિ,ଫାଇଲ୍ ପୁନରୁଦ୍ଧାର
ફાઇલ સંગ્રહ,ଫାଇଲ୍ ଷ୍ଟୋରେଜ୍ |
ફાઇલ માળખું,ଫାଇଲ୍ ଗଠନ
ફાઇલ સિસ્ટમ,ଫାଇଲ୍ ସିଷ୍ଟମ୍ |
ફાઇલ ટ્રાન્સફર,ଫାଇଲ୍ ସ୍ଥାନାନ୍ତର |
ફાઇલ ટ્રાન્સફર પ્રોટોકોલ (FTP),ଫାଇଲ୍ ସ୍ଥାନାନ୍ତର ପ୍ରୋଟୋକଲ୍ (FTP)
ફિલ્ટર,ଫିଲ୍ଟର୍
અંતિમ સ્થિતિ,ଅନ୍ତିମ ଅବସ୍ଥା |
શોધો,ଖୋଜ |
મર્યાદિત રાજ્ય મશીન,ସୀମିତ ରାଜ୍ୟ ଯନ୍ତ୍ର |
આગ દિવાલ,ଅଗ୍ନି କାନ୍ଥ
ફર્મવેર,ଫର୍ମୱେୟାର |
વહેલા તે પહેલાં,ପ୍ରଥମେ ସେବା କର |
પ્રથમ પેઢીના કમ્પ્યુટર,ପ୍ରଥମ ପି generation ଼ିର କମ୍ପ୍ୟୁଟର |
ફર્સ્ટ ઇન ફર્સ્ટ આઉટ (FIFO),ପ୍ରଥମରେ ପ୍ରଥମ (FIFO)
પ્રથમ ઓર્ડર તર્ક,ପ୍ରଥମ କ୍ରମ ତର୍କ |
પ્રથમ ઓર્ડર સિદ્ધાંત,ପ୍ରଥମ କ୍ରମ ସିଦ୍ଧାନ୍ତ |
નિશ્ચિત પાર્ટીશન,ସ୍ଥିର ବିଭାଜନ
ધ્વજ,ପତାକା
લવચીક ડિસ્ક,ନମନୀୟ ଡିସ୍କ |
ફ્લોપી ડિસ્ક,ଫ୍ଲପି ଡିସ୍କ |
ફ્લોપી ડિસ્ક ડ્રાઇવ (Fdd),ଫ୍ଲପି ଡିସ୍କ ଡ୍ରାଇଭ (Fdd)
ફ્લો ચાર્ટ,ଫ୍ଲୋ ଚାର୍ଟ
નિયંત્રણનો પ્રવાહ,ନିୟନ୍ତ୍ରଣ ପ୍ରବାହ |
ફ્લશ,ଫ୍ଲାଶ୍
ફોલ્ડર,ଫୋଲ୍ଡର
ફોન્ટ,ଫଣ୍ଟ
ફોન્ટ કુટુંબ,ଫଣ୍ଟ ପରିବାର
બહાર ની ચાવી,ବିଦେଶୀ ଚାବି |
ફોર્મ,ଫର୍ମ
ઔપચારિક ભાષા,ଆନୁଷ୍ଠାନିକ ଭାଷା |
ઔપચારિક સિસ્ટમ,ଆନୁଷ୍ଠାନିକ ବ୍ୟବସ୍ଥା |
ફોર્મેટ,ଫର୍ମାଟ୍
ફોર્મેટિંગ,ଫର୍ମାଟିଂ
ફોરટ્રાન,fortran
ફોરટ્રાન પ્રોગ્રામિંગ,fortran ପ୍ରୋଗ୍ରାମିଂ |
ફોરવર્ડ સ્લેશ,ଅଗ୍ରଗାମୀ ସ୍ଲାସ୍ |
ચોથી પેઢીના કમ્પ્યુટર,ଚତୁର୍ଥ ପି generation ଼ିର କମ୍ପ୍ୟୁଟର |
ટુકડો,ଖଣ୍ଡ
ફ્રેમ,ଫ୍ରେମ୍
મફત નેટ,ମାଗଣା ଜାଲ
મફત સોફ્ટવેર ફાઉન્ડેશન,ମାଗଣା ସଫ୍ଟୱେର୍ ଫାଉଣ୍ଡେସନ୍ |
મફત સંગ્રહ,ମାଗଣା ସଂରକ୍ଷଣ
ફ્રીવેર,ମାଗଣା |
આગળનો છેડો,ସାମନା ପ। ଖ
ફ્રન્ટ પેનલ,ଆଗ ପ୍ୟାନେଲ୍ |
કાર્ય,କାର୍ଯ୍ୟ
કાર્ય કી,ଫଙ୍କସନ୍ କୀ
કાર્ય સંદર્ભ,ଫଙ୍କସନ୍ ରେଫରେନ୍ସ
કાર્યાત્મક નિર્ભરતા,କାର୍ଯ୍ୟକ୍ଷମ ନିର୍ଭରଶୀଳତା |
કાર્યાત્મક પરીક્ષણ,କାର୍ଯ୍ୟକ୍ଷମ ପରୀକ୍ଷଣ |
અસ્પષ્ટ તર્ક,ଅସ୍ପଷ୍ଟ ତର୍କ
અસ્પષ્ટ સમૂહ,ଅସ୍ପଷ୍ଟ ସେଟ୍ |
લાભ,ଲାଭ
રમત વૃક્ષ,ଖେଳ ବୃକ୍ଷ
ગેપ પાત્ર,ଫାଙ୍କ ବର୍ଣ୍ଣ
કચરો,ଅଳିଆ
કચરો સંગ્રહ,ଅଳିଆ ସଂଗ୍ରହ
કચરો સંગ્રહ,ଅଳିଆ ସଂଗ୍ରହ
ગાર્બેજ ઇન ગાર્બેજ આઉટ (GIGO),ଅଳିଆ ଆବର୍ଜନା (GIGO)
દરવાજો,ଫାଟକ
પ્રવેશદ્વાર,ଗେଟୱେ
સામાન્ય કાર્યક્રમ,ସାଧାରଣ ପ୍ରୋଗ୍ରାମ୍
સામાન્ય કાર્યક્રમ,ସାଧାରଣ ପ୍ରୋଗ୍ରାମ୍
સામાન્ય હેતુ કમ્પ્યુટર,ସାଧାରଣ ଉଦ୍ଦେଶ୍ୟ କମ୍ପ୍ୟୁଟର |
સામાન્ય હેતુ કમ્પ્યુટર,ସାଧାରଣ ଉଦ୍ଦେଶ୍ୟ କମ୍ପ୍ୟୁଟର |
સામાન્ય રજીસ્ટર,ସାଧାରଣ ରେଜିଷ୍ଟର |
સામાન્યીકરણ,ସାଧାରଣକରଣ
સામાન્યીકરણ,ସାଧାରଣକରଣ
સામાન્ય હેતુની ભાષા,ସାଧାରଣ ଉଦ୍ଦେଶ୍ୟ ଭାଷା |
સામાન્ય હેતુ ઓપરેટિંગ સિસ્ટમ,ସାଧାରଣ ଉଦ୍ଦେଶ୍ୟ ଅପରେଟିଂ ସିସେମ୍ |
સામાન્ય હેતુ રજીસ્ટર,ସାଧାରଣ ଉଦ୍ଦେଶ୍ୟ ରେଜିଷ୍ଟର |
જનરેટ કરેલ ભૂલ,ସୃଷ୍ଟି ହୋଇଥିବା ତ୍ରୁଟି |
જનરેટીંગ ફંક્શન,କାର୍ଯ୍ୟ ସୃଷ୍ଟି
સામાન્ય વર્ગ,ଜେନେରିକ୍ କ୍ଲାସ୍ |
સામાન્ય કાર્ય,ଜେନେରିକ୍ ଫଙ୍କସନ୍
સામાન્ય નામ,ସାଧାରଣ ନାମ
ગીગો,ଜିଗୋ
વૈશ્વિક,ବିଶ୍ global ସ୍ତରୀୟ
વૈશ્વિક કોડ,ଗ୍ଲୋବାଲ୍ କୋଡ୍
વૈશ્વિક લોક,ଗ୍ଲୋବାଲ୍ ଲକ୍ |
વૈશ્વિક નેટવર્ક,ଗ୍ଲୋବାଲ୍ ନେଟୱାର୍କ |
વૈશ્વિક નેટવર્ક,ଗ୍ଲୋବାଲ୍ ନେଟୱାର୍କ |
વૈશ્વિક વપરાશકર્તા,ବିଶ୍ global ବ୍ୟବହାରକାରୀ |
વૈશ્વિક ચલ,ଗ୍ଲୋବାଲ୍ ଭେରିଏବଲ୍ |
વૈશ્વિકરણ,ଜଗତୀକରଣ
ગોફર,ଗୋଫର୍
ગોફર ક્લાયંટ,ଗୋଫର୍ କ୍ଲାଏଣ୍ଟ |
ગોફર સર્વર,ଗୋଫର୍ ସର୍ଭର |
ગોફર સાઇટ,ଗୋଫର୍ ସାଇଟ୍ |
ગોફર જગ્યા,ଗୋଫର୍ ସ୍ପେସ୍ |
આકર્ષક અધોગતિ,ଅନୁଗୁଳ ଅବନତି |
વ્યાકરણ તપાસનાર,ବ୍ୟାକରଣ ଯାଞ୍ଚକାରୀ |
વ્યાકરણ આકર્ષક બહાર નીકળો,ବ୍ୟାକରଣ ଅନୁଗୁଳ ପ୍ରସ୍ଥାନ
કુલ,ସର୍ବ ମୋଟ
ગ્રાફ,ଗ୍ରାଫ୍
ગ્રાફ પ્લોટિંગ,ଗ୍ରାଫ୍ ପ୍ଲଟିଂ
ગ્રાફિક પાત્ર,ଗ୍ରାଫିକ୍ ବର୍ଣ୍ଣ
ગ્રાફિક નિયંત્રક,ଗ୍ରାଫିକ୍ ନିୟନ୍ତ୍ରକ |
ગ્રાફિક ડેટા માળખું,ଗ୍ରାଫିକ୍ ଡାଟା ଗଠନ
ગ્રાફિક ડિસ્પ્લે પ્રોગ્રામ,ଗ୍ରାଫିକ୍ ପ୍ରଦର୍ଶନ ପ୍ରୋଗ୍ରାମ୍
ગ્રાફિક ડિસ્પ્લે રીઝોલ્યુશન,ଗ୍ରାଫିକ୍ ପ୍ରଦର୍ଶନ ରେଜୋଲୁସନ
ગ્રાફિક ભાષા,ଗ୍ରାଫିକ୍ ଭାଷା
ગ્રાફિક ભાષા,ଗ୍ରାଫିକ୍ ଭାଷା
ગ્રાફિક પેનલ,ଗ୍ରାଫିକ୍ ପ୍ୟାନେଲ୍ |
ગ્રાફિકલ એનિમેશન,ଆଲେଖୀକ ଆନିମେସନ୍ |
ગ્રાફિકલ ઇન્ટરફેસ ફોર્મેટ (GIF),ଆଲେଖୀକ ଇଣ୍ଟରଫେସ୍ ଫର୍ମାଟ୍ (GIF)
ગ્રાફિકલ યુઝર ઈન્ટરફેસ (GUI),ଆଲେଖୀକ ବ୍ୟବହାରକାରୀ ଅନ୍ତରାପୃଷ୍ଠ (GUI)
ગ્રાફિક્સ,ଗ୍ରାଫିକ୍ସ
ગ્રાફિક્સ એપ્લિકેશન,ଗ୍ରାଫିକ୍ସ ପ୍ରୟୋଗ |
ગ્રાફિક્સ કર્સર,ଗ୍ରାଫିକ୍ସ କର୍ସର୍ |
ગ્રાફિક્સ મોડ,ଗ୍ରାଫିକ୍ସ ମୋଡ୍ |
ગ્રાફિક્સ પેકેજ,ଗ୍ରାଫିକ୍ସ ପ୍ୟାକେଜ୍ |
ગ્રાફિક્સ સોફ્ટવેર,ଗ୍ରାଫିକ୍ସ ସଫ୍ଟୱେର୍ |
ગ્રાફિક્સ સોફ્ટવેર,ଗ୍ରାଫିକ୍ସ ସଫ୍ଟୱେର୍ |
ગ્રાફિક્સ સોફ્ટવેર પેકેજ,ଗ୍ରାଫିକ୍ସ ସଫ୍ଟୱେର୍ ପ୍ୟାକେଜ୍ |
ગ્રે સ્કેલ,ଧୂସର ସ୍କେଲ
લોભી પદ્ધતિ,ଲୋଭୀ ପଦ୍ଧତି |
grep,grep
ગ્રીડ,ଗ୍ରୀଡ୍
ગ્રીડ ચાર્ટ,ଗ୍ରୀଡ୍ ଚାର୍ଟ |
ગ્રીડ કમ્પ્યુટિંગ,ଗ୍ରୀଡ୍ ଗଣନା
