Odiya,Tamil
1. ବିନ୍ୟାସ 2. ବିନ୍ୟାସ କରନ୍ତୁ,1. கட்டமைப்பு 2. கட்டமைப்பு
1. ଅନୁକୂଳତା 2. ବିନ୍ୟାସ 3. ସମାନତା |,1. இணக்கம் 2. கட்டமைப்பு 3. இணக்கம்
1. ଏକୀକରଣ 2. ହାଇବ୍ରିଡାଇଜେସନ୍ |,1. ஒருங்கிணைப்பு 2. கலப்பு
ସଂଯୋଗ,இணைத்தல்
1. ଯୋଗୀ 2. ସଂଯୋଜକ |,1. சேர்க்கை 2. இணைப்பு
ସୁରକ୍ଷା,பாதுகாப்பு
ଏକୀକରଣ,ஒருங்கிணைப்பு
1. ଉପାଦାନ 2. ଉପାଦାନଗୁଡ଼ିକ |,1. மூலப்பொருள் 2. தேவையான பொருட்கள்
ଗ୍ରାହକ,நுகர்வோர்
ବ୍ୟବହାର,நுகர்வு
ପ୍ରଦୂଷଣ,மாசுபடுதல்
କଣ୍ଟୁର ରୋପଣ |,விளிம்பு நடவு
ବିଷୟବସ୍ତୁ ରେଖା |,விளிம்பு கோடு
1. ଚୁକ୍ତିନାମା ଚାଷ 2. ଚୁକ୍ତିନାମା ଚାଷ 3. ଚୁକ୍ତିନାମା ଚାଷ |,1. ஒப்பந்த விவசாயம் 2. ஒப்பந்த விவசாயம் 3. ஒப்பந்த விவசாயம்
ନିୟନ୍ତ୍ରିତ ବାୟୁମଣ୍ଡଳ ସଂରକ୍ଷଣ |,கட்டுப்படுத்தப்பட்ட வளிமண்டல சேமிப்பு
ସମବାୟ ବ୍ୟାଙ୍କ,கூட்டுறவு வங்கி
ସମବାୟ ସମାଜର ସଦସ୍ୟ |,கூட்டுறவு சங்க உறுப்பினர்
ଗୁଲମାଭାନ୍ |,குல்மவன்
କ୍ୟୁବ୍,க்யூப்ஸ்
1. ଡାଲପୁଞ୍ଜ 2. କରୋଲା |,1. தல்புஞ்ச் 2. கொரோலா
1. କର୍ଟେକ୍ସ 2. କର୍ଟେକ୍ସ,1. கோர்டெக்ஸ் 2. கார்டெக்ஸ்
ମୂଲ୍ୟ,செலவு
କୋଟିଲଡନ୍ |,கோட்டிலிடன்
କ୍ରେଡିଟ୍ କମିଟି,கடன் குழு
1. ending ଣ 2. କ୍ରେଡିଟ୍,1. கடன் கொடுத்தல் 2. கடன்
1. ender ଣଦାତା 2. କ୍ରେଡିଟର୍,1. கடன் கொடுத்தவர் 2. கடன் கொடுத்தவர்
1. କ୍ରେଷ୍ଟ 2. ଭର୍ଟେକ୍ସ 3. ସ୍ପାୟର୍ |,1. முகடு 2. உச்சி 3. கோபுரம்
ପ୍ରତ୍ୟାହାର,திரும்பப் பெறுதல்
ସମସ୍ୟା,பிரச்சனை
ପରୀକ୍ଷା,சோதனை
ଗୁରୁତର,முக்கியமான
ଫସଲ ବୀମା |,பயிர் காப்பீடு
ଫସଲ loan ଣ,பயிர் கடன்
1. ଫସଲ 2. ଫସଲ,1. பயிர் 2. பயிர்
ଚାଷ କ୍ଷେତ୍ର,சாகுபடி பகுதி
କ୍ରସ୍ ଅସଙ୍ଗତ |,குறுக்கு இணக்கமற்ற
1. ମୁକୁଟ 2. ଶିଖର (ଉଦ୍ଭିଦ),1. கிரீடம் 2. உச்சம் (தாவரம்)
ନରମ କଣିକା |,மென்மையான துகள்கள்
ଭୂତଳ,மேல் ஓடு
1. କ୍ରିପ୍ଟୋଗାମ 2. ଅଣ-ଫ୍ଲୋରିଫର୍ମ |,1. கிரிப்டோகம் 2. புளோரிஃபார்ம் அல்லாதது
ଛେଦନ (ଫଳ),கொடிமுந்திரி (பழம்)
କଲମ,பேனா
କୃଷି ପ୍ରକାର,சாகுபடி வகை
1. ଟ୍ରାକ୍ସନ୍ 2. କୃଷି 3. ଚାଷ,1. இழுவை 2. விவசாயம் 3. விவசாயம்
1. କୃଷକ 2. କୃଷକ,1. விவசாயி 2. உழவர்
1. ଚାଷ 2. ଚାଷ 3. ପାଳିବା |,1. சாகுபடி 2. சாகுபடி 3. வளர்ப்பு
1. ଉତ୍ସ 2. ପ୍ରସ୍ତୁତି,1.வளம் 2.தயாரிப்பு
1. କୁଣ୍ଟାଲାନ୍ 2. କୁଞ୍ଚନ୍ |,1.குந்தலன் 2.குஞ்சன்
ସ୍ଥିତି,தோரணை
1. ଏପିଡର୍ମିସ୍ 2. କଟିକଲ୍ |,1. மேல்தோல் 2. க்யூட்டிகல்
1. କଲମ 2. କାଟିବା 3. କାଟିବା 4. କାଟିବା 5. କାଟିବା |,1. பேனா 2. வெட்டுதல் 3. வெட்டுதல் 4. வெட்டுதல் 5. வெட்டுதல்
1. ପୋକ କର୍ପସ୍ 2. ସିଷ୍ଟ 3. ସିଷ୍ଟ 4. ବିକୃତ ଲମ୍ପ 5. ନିଓପ୍ଲାଜମ୍ |,1. புழு கார்பஸ் 2. நீர்க்கட்டி 3. நீர்க்கட்டி 4. சிதைந்த கட்டி 5. நியோபிளாசம்
ସାଇଟୋକ୍ରୋମ୍ |,சைட்டோக்ரோம்
କକ୍ଷ ଯୋଡି,செல் இணைப்பு
କକ୍ଷ ପ୍ରଜନନ |,செல் இனப்பெருக்கம்
କୋଷ ଜେନେଟିକ୍ସ |,செல் மரபியல்
ସାଇଟୋପ୍ଲାଜାମିକ୍ ବିଭାଜନ |,சைட்டோபிளாஸ்மிக் பிரிவு
କୋଷ ଜୀବ ବିଜ୍ଞାନ |,உயிரணு உயிரியல்
ସେଲ୍ ଲାଇସିସ୍ |,செல் சிதைவு
1. ସାଇଟୋମେର୍ 2. ସେଲ୍ ସେଗମେଣ୍ଟେସନ୍ |,1. சைட்டோமியர் 2. செல் பிரிவு
ସାଇଟୋପ୍ଲାଜମ୍ |,சைட்டோபிளாசம்
1. ଦୁଗ୍ଧ 2. ଦୁଗ୍ଧ,1. பால்பண்ணை 2. பால்பண்ணை
ଦୁଗ୍ଧ ଶିଳ୍ପ,பால் தொழில்
1. ବନ୍ଧ 2. ପ୍ରଜନକ,1. அணை 2. வளர்ப்பவர்
ଦିନ ସଂପୂର୍ଣ୍ଣ ଉଦ୍ଭିଦ |,நாள் முழுமையான தாவரம்
ଫୁଲର ଦିନ ପରେ |,பூக்கும் மறுநாள்
ପୂର୍ଣ୍ଣ ଫୁଲର ଦିନ ପରେ |,முழு பூக்கும் மறுநாள்
ଅପାରଗତା |,திறமையின்மை
decalcification,சுண்ணாம்பு நீக்கம்
1. ସ୍ଥାନାନ୍ତର 2. ସ୍ଥାନାନ୍ତର,1. அப்புறப்படுத்து 2. அப்புறப்படுத்து
କ୍ଷୟ,சிதைவு
ପତଳା,இலையுதிர்
1. ଦଶମିକ 2. ଦଶମିକ,1. தசமம் 2. தசம
ତୁଚ୍ଛତା,தாழ்வு மனப்பான்மை
ଅନୁରାନ୍ (ମୃତ୍ତିକା),அனுரன் (மண்)
ଭିପୁଷ୍ପନ୍ |,விபுஷ்பன்
ବିଲିଂ,பில்லிங்
ଜଙ୍ଗଲ ନଷ୍ଟ,காடழிப்பு
ଅପମାନ,அவமானம்
ଅବନତି |,சீரழிவு
ପାର୍ଟ ଦିନ,பகுதி நாள்
1. ପରିମାଣ 2. ଭାଗ,1. அளவு 2. பகுதி
ଅବହେଳା |,விலகல்
ହଳ ଅପସାରଣ |,உமி அகற்றுதல்
ହଳ ଅପସାରଣ |,உமி அகற்றுதல்
ଡିହାଇଡ୍ରେସନ୍,நீரிழப்பு
ଆନ୍ହାଇଡ୍ରସ୍,நீரற்ற
ଚାହିଦା,கோரிக்கை
1. ଅବନତି 2. ଗୁଣନ,1. டினாட்டரேஷன் 2. பெருக்கல்
ନିନ୍ଦା,கண்டனம்
1. ଜମା (ମୃତ୍ତିକା) 2. ଜମା (ଅର୍ଥନୀତି),1. வைப்பு (மண்) 2. வைப்பு (பொருளாதாரம்)
ଜମା,வைப்பு
1. ଅବନତି 2. ଅବନତି,1. தேய்மானம் 2. தேய்மானம்
ନିଷ୍କାସନ,உப்புநீக்கம்
1. ଜଳ ଶୁଖିବା 2. ଡିହାଇଡ୍ରେସନ୍ |,1. நீர் உலர்த்துதல் 2. நீரிழப்பு
1. ଡିଜାଇନ୍ 2. ଡିଜାଇନ୍,1. வடிவமைப்பு 2. வடிவமைப்பு
ଶୁଖୁଆ |,உலர்
କର୍ଣ୍ଣଲ ଅପସାରଣ,கர்னல் அகற்றுதல்
ଡି-ଇଣ୍ଟରକାଲେସନ୍ |,இடைக்கணிப்பு
ସଂଯୋଗ,இணைத்தல்
1. ପୁରୁଷ ମଞ୍ଜରୀ ନିଷ୍କାସନ (ମକା) 2. ବଲାର୍ ନିଷ୍କାସନ |,1. ஆண் மஞ்சரி பிரித்தெடுத்தல் (சோளம்) 2. பல்லார் பிரித்தெடுத்தல்
ବଲାର୍ କିମ୍ବା କୁନ୍ଦନ କାଟିବା |,பல்லார் அல்லது குந்தன் வெட்டுதல்
ନିର୍ଣ୍ଣୟକାରୀ,தீர்மானிப்பவர்
ମୂଲ୍ୟ ହ୍ରାସ,மதிப்பிழப்பு
ଡି-ଶାକାହାରୀ |,தாவரங்களை நீக்கும்
ବ୍ୟତିକ୍ରମ,விலகல்
ଦୁଇଥର |,இரட்டை
ନିରାକରଣ,நோய் கண்டறிதல்
ଭିନ୍ନ ପରିପକ୍ .ତା |,வெவ்வேறு முதிர்ச்சி
ବିଭାଜନ,பிளவு
1. ଡିକୋଟିଲଡନ୍ 2. ଡିକୋଟିଲଡନ୍ (ବିହନ),1. டைகோடைலிடன் 2. டைகோடைலிடன் (விதை)
ପିଠି ରୋଗ,முதுகு நோய்
1. ବିଭାଜନ 2. ବିଭେଦ |,1. பரவல் 2. பரவல்
ହଜମ ଯୋଗ୍ୟତା |,செரிமானம்
ଡିହାଇବ୍ରିଡ୍ |,இருகலப்பின
1. ଡ୍ୟାମ୍ 2. ଡ୍ରେନ୍ 3. ପରିବାର |,1. அணை 2. வாய்க்கால் 3. குடும்பம்
ଅଳ୍ପ,அற்ப
1. ଏକମାତ୍ର 2. ଏକମାତ୍ର |,1. தனிக்குடித்தனம் 2. ஒருதார மணம்
ଡିପ୍ଲଏଡ୍ |,டிப்ளாய்டு
1. ଡିପ୍ଲଏଡ୍ 2. ଡିପ୍ଲଏଡ୍ |,1. டிப்ளாய்டு 2. டிப்ளாய்டு
ଡିପୋଲ୍,இருமுனை
1. ନିଷ୍କାସନ 2. ବୁଡ୍ ଅପସାରଣ |,1. பிரித்தெடுத்தல் 2. மொட்டு அகற்றுதல்
1. ହଳ ହଳ କରିବା 2. ଘୂର୍ଣ୍ଣନ |,1. கலப்பை உழுதல் 2. நூற்பு
ରିହାତି,தள்ளுபடி
ନିରାକରଣ,கிருமி நீக்கம்
1. ବିଚ୍ଛେଦ 2. ବିଛାଇବା |,1. சிதறல் 2. சிதறல்
1. ବିଛାଇବା 2. ଭିନ୍ନତା |,1. சிதறல் 2. மாறுபாடு
ବିବିଧକରଣ,பல்வகைப்படுத்தல்
ବିବିଧ କୃଷି |,பல்வகைப்பட்ட விவசாயம்
dna step,டிஎன்ஏ படி
DNA | ରସିଦ,டிஎன்ஏ பெறுபவர்
ଡକ୍ ନିଯୁକ୍ତି |,கப்பல்துறை வாடகை
ପ୍ରଭାବଶାଳୀ |,பயனுள்ள
ଶୋଇବା,செயலற்ற நிலை
1. ପରିମାଣ 2. ଡୋଜ୍ 3. ଡୋଜ,1. அளவு 2. அளவு 3. அளவு
ଡବଲ୍ ସିଗମଏଡ୍ ବକ୍ର,இரட்டை சிக்மாய்டு வளைவு
1. ଗସ୍ତ 2. ବିସ୍ତାର,1. புயல் 2. நீட்சி
1. ନିଷ୍କାସନ ଡ୍ରେନ୍ 2. ପ୍ରବାହିତ,1. வெளியேற்ற வடிகால் 2. கழிவுநீர்
ଜଳ ନିଷ୍କାସନ,வடிகால்
ଟ୍ରାକ୍ସନ୍,இழுவை
1. medicine ଷଧ ଦିଅ,1. மருந்து கொடு 2. நனை
ପ୍ରସାଧନ ସାମଗ୍ରୀ (ମଞ୍ଜି),அழகுசாதனப் பொருட்கள் (விதைகள்)
1. ଆଗର୍ 2. ଅସ୍ଥାୟୀ ଦୋଷ 3. ଡ୍ରିଲ୍ 4. ଆଗର୍ |,1. ஆகர் 2. ஆழமற்ற தவறு 3. துளை 4. துருப்பு
1. ଛିଦ୍ର 2. ଡ୍ରିଲ୍ 3. ଡ୍ରିଲ୍ |,1. துளை 2. துளை 3. துளை
1. ଡ୍ରିଲିଂ 2. ଡ୍ରିଲ ସହିତ ବୁଣିବା 3. ଡ୍ରିଲ ସହିତ ing ାଳିବା |,1. துளையிடுதல் 2. துரப்பணம் மூலம் விதைத்தல் 3. துரப்பணம் மூலம் ஊற்றுதல்
ଡ୍ରପ୍ ଜଳସେଚନ,சொட்டு நீர் பாசனம்
ଶୁଖିଲା ଚାଷ,உலர் விவசாயம்
1. ଧୂଳି 2. ବୁକନି |,1.தூசி 2.புக்னி
1. ଧୂଳି 2. ଛିନ୍ନଛତ୍ରକାରୀ |,1. டஸ்டர் 2. சிதறல்
ଛିଞ୍ଚିବା ପାଇଁ |,தெளிக்க
1. ବଧୂ 2. ଭାମନା |,1. குள்ளன் 2. வாமனன்
ଭାମନା ପିରାମିଡ୍ |,வாமன பிரமிட்
ଭାମିନୀ ଭବନ,வாமினி பவன்
ପରିବେଶ,சூழலியல்
ଅର୍ଥନୀତି,பொருளாதார அளவியல்
ଅର୍ଥନ efficiency ତିକ ଦକ୍ଷତା |,பொருளாதார திறன்
ପରିସ୍ଥିତି ପ୍ରକାର |,சூழ்நிலை வகை
ଅତିରିକ୍ତ ସ୍ତରୀୟ |,கூடுதல் அடுக்கு
ନରମ,மென்மையான
ମୃତ୍ତିକା ବିଜ୍ଞାନ |,மண் அறிவியல்
1. ବ୍ରିଜ୍ 2. ଏଡିଙ୍ଗ୍ 3. ଷ୍ଟ୍ରାଣ୍ଡ୍ ବନ୍ଦ |,1. பாலம் 2. விளிம்பு 3. இழை மூடல்
ଖାଦ୍ୟ ଅଂଶ,உணவு பகுதி
ଚାହିଦା,தேவை நெகிழ்ச்சி
ଉତ୍ପାଦନ ଇଲାସ୍ଟିସିଟି |,உற்பத்தி நெகிழ்ச்சி
ଇଲେକ୍ଟ୍ରୋଲାଇସିସ୍,மின்னாற்பகுப்பு
ଇଲେକ୍ଟ୍ରୋଫୋରେସିସ୍ |,எலக்ட்ரோபோரேசிஸ்
ବାଷ୍ପୀକରଣ,ஆவியாதல்
1. ଡିକାପିଟେଟର୍ 2. ଷ୍ଟେରିଲାଇଜର୍ 3. ଡେକାପିଟେଟର୍ 4. ଷ୍ଟେରିଲାଇଜର |,1. சிரச்சேதம் 2. பிடிப்பவர் 3. தலை துண்டிப்பவர் 4. ஸ்டெரிலைசர்
1. ୱେର୍ ବାଣ୍ଡି 2. ଷ୍ଟ୍ରବାବାଣ୍ଡି |,1. வெயிர் பாண்டி 2. ஸ்ட்ராபாண்டி
ଭ୍ରୁଣ,கரு
1. ଭ୍ରୁଣ ବିଜ୍ଞାନ 2. ପଦାର୍ଥ ବିଜ୍ଞାନ |,1. கருவியல் 2. இயற்பியல்
1. ପ୍ରସ୍ଥାନ 2. ପ୍ରସ୍ଥାନ,1. வெளியேறு 2. வெளியேறு
ଏମୁଲେସିଫାୟର୍ |,குழம்பாக்கி
ଏଣ୍ଡୋଜେନସ୍ |,உட்புறம்
ଆନ୍ତ a- ବିନ୍ଦୁ ବିଭାଜନ |,உள்-புள்ளி பிரிவு
ଆନ୍ତ a- ପରଜୀବୀ |,உள் ஒட்டுண்ணி
ଏଣ୍ଡୋସ୍ପର୍ମ |,எண்டோஸ்பெர்ம்
ଉଦ୍ୟୋଗ,நிறுவன
ଏଣ୍ଟୋମୋଲୋଜି |,பூச்சியியல்
ପରିବେଶ,சூழல்
1. ଏନଜାଇମ୍ 2. ଏନଜାଇମ୍ |,1. என்சைம் 2. என்சைம்
କ୍ଲଷ୍ଟର ଗ୍ରାଫ୍ଟିଙ୍ଗ୍ |,கொத்து ஒட்டுதல்
1. ଏପିଫାଇଟ୍ 2. ଏପିଫାଇଟ୍ |,1. எபிஃபைட் 2. எபிஃபைட்
ଇକ୍ୱିଟି,பங்கு
ବିଲୋପ,நீக்குதல்
ଜରୁରୀ ପୋଷକ ତତ୍ତ୍ୱ |,அத்தியாவசிய ஊட்டச்சத்துக்கள்
1. ମାପ 2. ଡେଇଁବା 3. ମୂଲ୍ୟାଙ୍କନ |,1. அளவீடு 2. தாவி 3. மதிப்பீடு
ସୁନ୍ଦରତା,நேர்த்தியான
ସୁଜନିକ୍ |,சுஜன்னிக்
ମୂଲ୍ୟାଙ୍କନ,மதிப்பீடு
ବାଷ୍ପ ଗେଜ୍ |,நீராவி மானி
ବାଷ୍ପୀକରଣ,ஆவியாதல்
ଅନନ୍ତ ବିପ୍ଳବ |,நித்திய புரட்சி
1. ଚିର ସବୁଜ 2. ଚିର ସବୁଜ |,1. evergreen 2. evergreen
ବିକାଶ,வளர்ச்சி
ବିଛିନ୍ନ ହେବା,துண்டிக்கப்பட்டது
ପାରିକଶାୟ (ଉର୍ବରତା),பரீக்ஷய் (கருவுறுதல்)
ଶୋଷଣ,சுரண்டல்
1. ଅନୁସନ୍ଧାନ 2. ଅନୁସନ୍ଧାନ,1. ஆய்வு 2. ஆய்வு
1. ନିର୍ବାହ 2. ନିର୍ଗମନ,1. வெளியேற்றம் 2. உமிழ்வு
ଆଖି,கண்
1. କାରକ 2. ଉପାଦାନ 3. କାରକ 4. ଉତ୍ସ |,1. காரணி 2. கூறு 3. காரணி 4. வளம்
କାରକ ଉତ୍ପାଦକତା |,காரணி உற்பத்தித்திறன்
ବ୍ୟବସାୟୀଙ୍କ ରିହାତି,வர்த்தகர் தள்ளுபடி
ଫ୍ୟାକ୍ଟୋରିଆଲ୍ ବ୍ଲକ୍ ଡିଜାଇନ୍ |,காரணி தொகுதி வடிவமைப்பு
ବିକଳ୍ପ,மாற்று
1. ପାଟି 2. ପାଲିହାର |,1. பட்டி 2. பலிஹார்
ମୋଟ,மொத்த
କ୍ଷେତ୍ର ମୂଲ୍ୟାଙ୍କନ |,கள மதிப்பீடு
ଚାଷ ବଜେଟ୍,பண்ணை பட்ஜெட்
କୃଷି ବ୍ୟବସାୟ,விவசாய வணிகம்
କ୍ଷେତ୍ର ଯୋଜନା,கள திட்டமிடல்
1. କୃଷକ 2. କୃଷକ,1. விவசாயி 2. விவசாயி
1. କୃଷି 2. ଚାଷ,1. விவசாயம் 2. விவசாயம்
ଧକ୍କା |,மோதல்
ଏକାଧିକ ପ୍ରଜନନ |,பல இனப்பெருக்கம்
fermentation,நொதித்தல்
ଉର୍ବରତା |,கருவுறுதல்
ସାର,உரம்
ସାର ବ୍ୟବହାର ଦକ୍ଷତା |,உர பயன்பாடு திறன்
ଫାଇବ୍ରସ୍ |,நார்ச்சத்து
1. ଚାଷ 2. କ୍ଷେତ୍ର 3. ସ୍ଥାନ,1. பண்ணை 2. பகுதி 3. இடம்
ମୃତ୍ତିକା ଜଳ ଧାରଣ,மண் நீர் பிடித்து
କ୍ଷେତ୍ର ପ୍ରଦର୍ଶନ,கள ஆர்ப்பாட்டம்
1. ଅସ୍ଥିରତା 2. ସ୍ଥିରତା 3. ସ୍ଥିରତା |,1. அசையாமை 2. ஃபிக்சேஷன் 3. ஃபிக்சேஷன்
1. ଅବନତି 2. ଗର୍ଭଧାରଣ,1. ஊடுருவல் 2. செறிவூட்டல்
ପ୍ରବାହ ଚିତ୍ର,ஓட்ட வரைபடம்
ଖାଦ୍ୟ ମୂଲ୍ୟ,உணவு மதிப்பு
ଖାଇବାକୁ |,தீவனம்
ପୂର୍ବାନୁମାନ,முன்னறிவிப்பு
ଜଙ୍ଗଲ,காடு
ବୃକ୍ଷରୋପଣ,காடு வளர்ப்பு
1. ତାଡପର୍ନ୍ 2. ଫର୍ମ |,1. டாட்பார்ன் 2. படிவம்
ବରଫ ପ୍ରତିରୋଧକ |,உறைபனி எதிர்ப்பு
1. ପାଲା 2. ବ୍ଲାଇଟ୍ |,1. பாலா 2. ப்ளைட்
1. ଫ୍ରିଜ୍,1. உறைந்த 2. உறைந்த
କାର୍ଯ୍ୟ,செயல்பாடு
1. ଫଳ ପତନ 2. ଫଳ ପତନ |,1. பழம் வீழ்ச்சி 2. பழம் வீழ்ச்சி
ଫଳ ପାଅ |,பழங்கள் ஆக
1. ଧୂମପାନ,1. புகைத்தல் 2. புகைத்தல்
ଫଙ୍ଗିସାଇଡ୍ |,பூஞ்சைக் கொல்லி
ଆଣ୍ଟିଫଙ୍ଗାଲ୍ |,பூஞ்சை எதிர்ப்பு
କବକ,பூஞ்சை
1. ଖୁଦ୍ 2. ସୀତା |,1. குத் 2. சீதா
1. ଫ୍ୟୁଜନ୍ 2. ଫ୍ୟୁଜନ୍ |,1. இணைவு 2. இணைவு
ସୂତା ଲୋମ,பருத்தி கம்பளி
ଲୋମଶାଳୀ |,முடிகள் நிறைந்த
1. ବୃକ୍ଷ ଅଲସର 2. ପିଟିକା |,1. மரப்புண் 2. பிடிகா
1. ଗ୍ୟାମେଟସ୍,1. கேமட்கள் 2. கேமட்கள்
1. ଉଦ୍ୟାନ 2. ଉଦ୍ୟାନ,1. தோட்டம் 2. தோட்டம்
1. ପାନ୍ସଲ୍ 2. ହାଇଡ୍ରୋମିଟର |,1. பான்சால் 2. ஹைட்ரோமீட்டர்
ଜିନ୍ ସଂଗ୍ରହ,மரபணு சேகரிப்பு
ଜିନ୍ ଟ୍ୟାଗନ୍ |,ஜீன் டேகன்
ବଂଶାନୁକ୍ରମିକ,பரம்பரை
ଜିନ୍ ମାନଚିତ୍ର,மரபணு வரைபடம்
ଜେନେଟିକ୍ସ,மரபியல்
1. ଜେନୋମ୍ 2. ସାଙ୍ଗେନ |,1. ஜீனோம் 2. சங்கீன்
ସଞ୍ଜିନୀ ସଂଗ୍ରହ |,சஞ்சினி சேகரிப்பு
ଜେନୋମିକ୍ସ,மரபியல்
ଜେନୋଟାଇପ୍,மரபணு வகை
1. ଜିନ୍ ଗଠନ 2. ଜିନ୍ ପ୍ରକାର |,1. மரபணு அமைப்பு 2. மரபணு வகை
ଲିନେଜ୍ |,பரம்பரை
ବଂଶ 2. ବଂଶ,1. பேரினம் 2. பரம்பரை
1. ଜର୍ମ 2. ଜର୍ମ,1. கிருமி 2. கிருமி
ଜୀବାଣୁ,கிருமி நாசினி
ଅଙ୍କୁର,முளைத்தல்
1. ଜର୍ମପ୍ଲାସ୍ 2. ଜର୍ମପ୍ଲାସ୍ |,1. ஜெர்ம்பிளாசம் 2. ஜெர்ம்பிளாசம்
ଗିବରେଲିକ୍ ଏସିଡ୍ |,ஜிபெரெலிக் அமிலம்
ସଂଗ୍ରହ,பொறுக்கி
ତୁଷ,துஷ்
1. ଗ୍ଲୁଟେନ୍ 2. ଗ୍ଲୁଟନ୍ |,1. பசையம் 2. பெருந்தீனி
ଗ୍ଲାଇକୋଲିସିସ୍,கிளைகோலிசிஸ்
ଭଲ,நைஸ்
ସୁବର୍ଣ୍ଣ ବିପ୍ଳବ |,பொன் புரட்சி
1. ବର୍ଗୀକରଣ 2. ବର୍ଗୀକରଣ 3. ସ୍ତରକରଣ,1. வகைப்பாடு 2. வகைப்பாடு 3. அடுக்குப்படுத்தல்
1. ଗ୍ରାଫ୍ଟେଡ୍ ପ୍ଲାଣ୍ଟ 2. ପେନୁମ୍ବ୍ରାଲ୍ ପ୍ଲାଣ୍ଟ |,1. ஒட்டு செடி 2. பெனும்பிரல் செடி
କଲମ ଅସଙ୍ଗତ |,பேனா சீரற்ற
ଗ୍ରାନା,கிரானா
ଗ୍ରାନ୍ୟୁଲେସନ୍,குருணையாக்கம்
ସବୁଜ ଖତ,பச்சை உரம்
ସବୁଜ ବିପ୍ଳବ |,பசுமைப் புரட்சி
ଅଭିବୃଦ୍ଧି ଏବଂ ବିକାଶ,வளர்ச்சி மற்றும் வளர்ச்சி
1. ଗୁଣ୍ଡ ରୋଗ,1. ஈறு நோய்
ହେଟେରୋଜକ୍ସୁଆଲ୍ |,வேற்றுபாலின
1. ପ୍ରକୃତି 2. ପ୍ରକୃତି 3. ରୂପଗୁନା 4. ଦୃଶ୍ୟ |,1. பிரகிருதி 2. இயல்பு 3. ரூபகுணம் 4. தோற்றம்
1. ଓଲା 2. କରକାପତ୍ 3. କର୍କା |,1. ஓலா 2. கர்கபட் 3. கர்கா
ରୋମିଲୱାଚ୍ |,ரோமில்வாட்ச்
ସାଲାଇନ୍ ସିଷ୍ଟ୍ |,உப்பு நீர்க்கட்டி
harrow,ஹாரோ
1. ଅମଳ ସୂଚକାଙ୍କ 2. ଅମଳ ସୂଚକାଙ୍କ |,1. அறுவடை குறியீடு 2. அறுவடை குறியீடு
1. ଅମଳ 2. ଅମଳ ହୋଇଥିବା ଫସଲ 3. ସମାପ୍ତ ଫସଲ 4. ଅମଳ |,1. அறுவடை 2. அறுவடை செய்த பயிர் 3. முடிக்கப்பட்ட பயிர் 4. மகசூல்
1. କାଟିବା 2. ଅମଳ 3. ଅମଳ କରିବା |,1. பறித்தல் 2. அறுவடை 3. பறித்தல்
1. ଅଣ୍ଡା ଦେବା 2. ଅଣ୍ଡା ବଳ |,1. முட்டை இடுதல் 2. முட்டை படை
ଶୁଖିଲା ଘାସ |,உலர்ந்த புல்
ଶୁଖିଲା ଫିଡ୍ |,உலர் தீவனம்
ganji,கஞ்சி
କୁହୁଡି,மூடுபனி
ଦୁର୍ବଳ,மங்கலான
1. ବାଲି 2. ସୀତା 3. ମୁଣ୍ଡକ 4. ଶୀର୍ଷ 5. ମୁଣ୍ଡ 6. ସିରା |,1. பாலி 2. சித்தா 3. முண்டக் 4. மேல் 5. தலை 6. சிரா
ଗଭୀରର ଶେଷ,பள்ளத்தின் முடிவு
ଉପର ଛେଦନ,மேல் கத்தரித்து
ବାଡ଼,வேலி
ହେପାଜତ,காவலில்
କୁଣ୍ଡାଲିନି |,குண்டலினி
ହେମାଟାଇଟ୍ |,ஹெமாடைட்
1. b ଷଧ 2. b ଷଧ |,1. மூலிகை 2. மூலிகை
1. ବଟାନିକାଲ୍ କଲେକ୍ସନ୍ 2. ବଟାନିକାଲ୍ ସଂଗ୍ରହାଳୟ |,1.தாவரவியல் சேகரிப்பு 2.தாவரவியல் அருங்காட்சியகம்
b ଷଧୀୟ,களைக்கொல்லி
ବଂଶାନୁକ୍ରମିକ,பரம்பரை
ବଂଶାନୁକ୍ରମିକ,பரம்பரை
ସମଲିଙ୍ଗୀ,இருபாலினம்
ହେଟେରୋକ୍ରୋମାଟିକ୍ |,ஹீட்டோரோக்ரோமடிக்
ହେଟେରୋଫର୍ଟିଲାଇଜେସନ୍ |,பன்முக கருத்தரித்தல்
1. ହାଇବ୍ରିଡୋଜ 2. ହେଟେରୋସିସ୍ |,1. ஹைபிரிடோஸ் 2. ஹெட்டோரோசிஸ்
ସେକ୍ସକ୍ରୋମୋଜୋମ୍ |,செக்ஸ்க்ரோமோசோம்கள்
ପୋଷଣ,பராமரிக்கவில்லை
ଷୋଡେସିମାଲ୍ |,பதினாறுமாதம்
ଶୀତଳତା,குளிர் உறக்கம்
ଉଚ୍ଚ ସାନ୍ଦ୍ରତା ବୃକ୍ଷ ରୋପଣ |,அதிக அடர்த்தி நடவு
1. ପିଣ୍ଡଲକ୍ 2. ପାହାଡ (ଧାନ),1. பிண்டலாக் 2. மலை (நெல்)
ହିଷ୍ଟୋଗ୍ରାମ୍ |,ஹிஸ்டோகிராம்
ଉଚ୍ଚ ବ tech ଷୟିକ ଉଦ୍ୟାନ କୃଷି |,உயர் தொழில்நுட்ப தோட்டக்கலை
1.curd 2. hive,1.தயிர் 2. ஹைவ்
