Bengali,Odiya
বাফার বার্তা,ବଫର୍ ହୋଇଥିବା ବାର୍ତ୍ତା |
বাফারিং,ବଫର
বাফার আই/ও ডিভাইস,ବଫର୍ I / O ଉପକରଣ |
বাফার পরিচালনা,ବଫର୍ ପରିଚାଳନା
বাফার আউটপুট,ବଫର୍ ଆଉଟପୁଟ୍
বাফার প্যাড চরিত্র,ବଫର୍ ପ୍ୟାଡ୍ ବର୍ଣ୍ଣ |
বাফার পুল,ବଫର୍ ପୁଲ୍
বাফার পুলিং,ବଫର୍ ପୁଲିଙ୍ଗ୍ |
বাফার রেজিস্টার,ବଫର୍ ରେଜିଷ୍ଟର |
বাফার স্টোরেজ,ବଫର୍ ଷ୍ଟୋରେଜ୍ |
বাফার স্টোর,ବଫର୍ ଷ୍ଟୋର
বাগ,ତ୍ରୁଟି
বগি,ବଗି
অন্তর্নির্মিত ফাংশন,ବିଲ୍ଟ-ଇନ୍ ଫଙ୍କସନ୍ |
অন্তর্নির্মিত পদ্ধতি,ବିଲ୍ଟ-ଇନ୍ ପ୍ରଣାଳୀ |
বিস্ফোরিত মোড,କଦଳୀ ମୋଡ |
ফেটে ট্রান্সমিশন,ବିସ୍ଫୋରଣ ସଂସ୍ତବା
বাস,ବସ୍
বাস বার,ବସ୍ ଦଣ୍ଡିକା |
বাস নিয়ামক,ବସ୍ ନିୟନ୍ତ୍ରକ |
বাস চালক,ବସ୍ ଚାଳକ
বাস এক্সটেন্ডার,ବସ୍ ବିସ୍ତାରକାରୀ |
ব্যবসায়ের ডেটা প্রসেসিং,ବ୍ୟବସାୟ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |
ব্যবসায় তথ্য সিস্টেম,ବ୍ୟବସାୟିକ ସୂଚନା ପ୍ରଣାଳୀ |
ব্যবসায়িক মেশিন,ବ୍ୟବସାୟିକ ଯନ୍ତ୍ର
ব্যবসায়িক মেশিন ক্লকিং,ବ୍ୟବସାୟ ମେସିନ୍ ବନ୍ଦ |
ব্যবসায়িক পরিকল্পনার ভাষা,ବ୍ୟବସାୟ ଯୋଜନା ଭାଷା |
ব্যবসা সেবা,ବ୍ୟବସାୟ ସେବା
বাসব্যাক,ବସ୍ବ୍ୟାକ୍ |
বাসের সমাপ্তি,ବସ୍ ଟର୍ମିସନ୍
বাস ওয়্যার,ବସ୍ ରାକ୍ଷୀ
বাস তারের,ବସ୍ ତାର
ব্যস্ত ঘন্টা,ବ୍ୟସ୍ତ ଘଣ୍ଟା |
ব্যস্ত সংকেত,ବ୍ୟସ୍ତ ସଙ୍କେତ
ব্যস্ত সুর,ବ୍ୟସ୍ତ ସ୍ୱର
বাইপাস পদ্ধতি,ବାଇପାସ୍ ପ୍ରଣାଳୀ |
উপজাত,ଉପାଦାନ
বাইট,ବାଇଟ୍
বাইট ম্যানিপুলেশন,ବାଇଟ୍ ମନିପୁଲେସନ୍ |
বাইট মোড,ବାଇଟ୍ ମୋଡ୍ |
বাইট মাল্টিপ্লেক্সার চ্যানেল,ମଲ୍ଟିପିଟିଆର୍ ଚ୍ୟାନେଲ୍ ବାଇଟ୍ କରନ୍ତୁ |
বাইট মাল্টিপ্লেক্সার মোড,ମଲ୍ଟି ଟେକ୍ସଟ୍ ମୋଡ୍ ବାଇଟ୍ କରନ୍ତୁ |
বাইট মাল্টিপ্লেক্সিং,ମେଟେସିଂକୁ ବାଇଟ୍ କରନ୍ତୁ |
কেবল,କେବୁଲ୍ |
কেবল কাস্টিং,କେବୁଲ୍ କାଷ୍ଟିଙ୍ଗ୍ |
কেবল টেলিভিশন পরিষেবা,କେବୁଲ ଟେଲିଭିଜନ ସେବା |
কেবল ভল্ট,କେବୁଲ୍ ଭାଲ୍ଟ |
ক্যাশে,କ୍ୟାଚ୍
ক্যাশে-ক্যাশে স্মৃতি,କ୍ୟାଚ୍-କ୍ୟାଚ୍ ମେମୋରୀ |
গণনা,ଗଣନା
গণনা পাঞ্চ,ଗଣନା ପୁଞ୍ଚ |
ক্যালকুলেটর,କାଲକୁଲେଟର
ক্যালকুলেটর চিপ,କାଲକୁଲେଟର ଚିପ୍ |
বীজগণিত যুক্তিযুক্ত ক্যালকুলেটর,ବୀଜେବ୍ରିକ୍ ତର୍କ ସହିତ କାଲକୁଲେଟର |
গাণিতিক যুক্তি সহ ক্যালকুলেটর,ଆରିଥମେଟିକ୍ ଲଜିକ୍ ସହିତ କାଲକୁଲେଟର |
প্রোগ্রামযোগ্যতা ছাড়াই ক্যালকুলেটর,ପ୍ରୋଗ୍ରାମଗୁଡିକ ବିନା କାଲକୁଲେଟର |
প্রোগ্রামযোগ্যতা সহ ক্যালকুলেটর,ପ୍ରୋଗ୍ରାମଗୁଡିକ ସହିତ କାଲକୁଲେଟର |
বিভিন্নতার ক্যালকুলাস,ଭିନ୍ନତାର କାଲୁଆଲ୍ସ୍ |
কল,କଲ୍ କରନ୍ତୁ |
রেফারেন্স দ্বারা কল,ରେଫରେନ୍ସ ଦ୍ୱାରା କଲ୍ କରନ୍ତୁ |
মান দ্বারা কল,ମୂଲ୍ୟ ଦ୍ୱାରା କଲ୍ କରନ୍ତୁ |
পরিচালনা কোড কল করুন,Digening CONDING କୋଡ୍ କୁ କଲ୍ କରନ୍ତୁ |
কল স্থাপন,କଲ୍ ପ୍ରତିଷ୍ଠା |
ফরওয়ার্ডিং কল করুন,ଅଗ୍ରଗାମୀ କଲ୍ କରନ୍ତୁ |
ক্যালিগ্রাফিক প্লট্টার,କଲିଗ୍ରାଫିକ୍ ଷଡଯନ୍ତ୍ରକାରୀ |
কলিং,ଆହ୍
কলিং যুক্তি,ଯୁକ୍ତି ଡାକିବା
কলিং প্রোগ্রাম,ଆହ୍
কলিং সিকোয়েন্স,ସନ୍ଧାନ କ୍ରମ
কলিং সাবপ্রগ্রাম,ସବପ୍ରୋଗ୍ରାମକୁ ଡାକିବା |
কল সংখ্যা,କଲ୍ ନମ୍ବର
কল প্রসেসর,ସଞ୍ଚାଳକ କଲ୍ କରନ୍ତୁ |
অগ্রগতি সংকেত কল,କଲ୍ ପ୍ରଗତି ସିଗନାଲ୍ |
কল স্টোর,କଲ୍ ଷ୍ଟୋର୍
অপেক্ষা করছে,କଲ୍ ଅପେକ୍ଷା
বাতিল,ବାତିଲ୍ କରନ୍ତୁ |
চরিত্র বাতিল করুন,ବର୍ଣ୍ଣ ବାତିଲ୍ କରନ୍ତୁ |
কী বাতিল করুন,ଚାବିକୁ ବାତିଲ କରନ୍ତୁ |
ক্যানড অনুচ্ছেদ,କେନଡ୍ ଅନୁଚ୍ଛେଦ |
ক্যানড সফটওয়্যার,କେନଡ୍ ସଫ୍ଟୱେର୍ |
ক্যানোনিক জেনারেশন,କାନୋନିକ୍ ପି generation ଼ି |
ক্যাপাসিটার স্টোরেজ,କ୍ୟାପାର୍ଡୋରୀ ଷ୍ଟୋରେଜ୍ |
ক্ষমতা,କ୍ଷମତା
ক্যাপস্তান,କ୍ୟାପଷ୍ଟାଣ୍ଟୀ |
ক্যাপচার,ଧରିବା
কার্ড,କାର୍ଡ
কার্ড খাঁচা,କାର୍ଡ କେଜ୍ |
কার্ড চ্যাসিস,କାର୍ଡ ଖାସିସ୍ |
কার্ড চেকিং,କାର୍ଡ ଯାଞ୍ଚ |
কার্ড কোড,କାର୍ଡ଼ କୋଡ୍
কার্ড কলাম,କାର୍ଡ ସ୍ତମ୍ଭ
কার্ড চক্র,କାର୍ଡ ଚକ୍ର
কার্ড ডেক,କାର୍ଡ଼ ଡେକ
কার্ড ত্রুটি পরীক্ষা করা,କାର୍ଡ ତ୍ରୁଟି ଯାଞ୍ଚ |
কার্ড ক্ষেত্র,କାର୍ଡ କ୍ଷେତ୍ର
কার্ড ফাইল,କାର୍ଡ ଫାଇଲ୍
কার্ড ফর্ম,କାର୍ଯାଏର ଫର୍ମ
কার্ড ফর্ম্যাট,କାର୍ଡ ଫର୍ମାଟ୍ |
কার্ড হপার,ପ୍ରଥ୍ରୀ ହପର୍
কার্ড চিত্র,କାର୍ଡ ପ୍ରତିଛବି
কার্ড ইনপুট,ପତ୍ର ଇନପୁଟ୍
কার্ড জ্যাম,କାର୍ଜ ଜାମ
কার্ড লোডার,କାର୍ଡ ଲୋଡର୍ |
কার্ড প্যাক,ପତ୍ର ପ୍ୟାକ୍
কার্ড পাথ,କାର୍ ପଥ
কার্ড প্রোগ্রামড ক্যালকুলেটর,କାର୍ଡ ପ୍ରୋଗ୍ରାମ ହୋଇଥିବା କାଲକୁଲେଟର |
কার্ড প্রোগ্রামড কম্পিউটার,କାର୍ଡ ପ୍ରୋଗ୍ରାମ ହୋଇଥିବା କମ୍ପ୍ୟୁଟର |
কার্ড পাঞ্চ,କାର୍ଡ ପିଚ୍ |
কার্ড পাঞ্চিং কৌশল,କାର୍ଡ ପିଚିଂ କ techni ଶଳ |
কার্ড পাঠক,କାର୍ଡ ରିଡର୍ |
কার্ড প্রজননকারী,କାର୍ଡ ପୁନ oduc ନିର୍ମାଣକାରୀ |
কার্ড সারি,କାର୍ ଧାଡି
কার্ড সেট,କାର୍ ସେଟ୍
কার্ড সোর্টার,କାର୍ ପ୍ରକାରତା
কার্ড স্ট্যাকার,କାର୍ଡ ଷ୍ଟାକର୍ |
কার্ড স্টোরেজ,କାର୍ଡ ଷ୍ଟୋରେଜ୍
কার্ড-টু-ডিস্ক ইউটিলিটি,କାର୍ଡ-ଟୁ-ଡିସ୍କ ଉପଯୋଗୀତା |
কার্ড-টু-ম্যাগনেটিক টেপ রূপান্তর,କାର୍ଡ-ଟୁ-ଚୁମ୍ବକୀୟ ଟେପ୍ ରୂପାନ୍ତର |
কার্ড-টু-প্রিন্ট প্রোগ্রাম,କାର୍ଡ-ଟୁ-ପ୍ରିଣ୍ଟ୍ ପ୍ରୋଗ୍ରାମ୍ |
টেপ রূপান্তরকারী কার্ড,ଟେପ୍ କନଭର୍ଟର ପାଇଁ କାର୍ଡ |
কার্ড ট্র্যাক,କାର୍ଡ଼ ଟ୍ରାକ୍
কার্ড যাচাই করা,କାର୍ଡ ଯାଞ୍ଚ
ক্যারেট,କାଉଁ
কারাউসেল,କାରୁସେଲ
বহন,ଗାଡି
গাড়ী নিয়ন্ত্রণ চরিত্র,ଗାଡି କଣ୍ଟ୍ରୋଲ୍ ଅକ୍ଷର |
ক্যারেজ কন্ট্রোল টেপ,ଗାଡି କଣ୍ଟ୍ରୋଲ୍ ଟେପ୍ |
গাড়ি ফেরত,ଗାଡିଟି ଫେରିବା
ক্যারেজ রিটার্ন চরিত্র,ଗାଡି ରିଟର୍ନ ବର୍ଣ୍ଣ |
ক্যারিয়ার,ବାହକ
ক্যারিয়ার হোল,ବାହକ ଛିଦ୍ର
ক্যারিয়ার লোড,ବାହକ ଭାର
ক্যারিয়ার রিটার্ন চরিত্র,କ୍ୟାରିଅର୍ ରିଟର୍ନ ବର୍ଣ୍ଣ |
ক্যারিয়ারের ক্যারিয়ার,ବାହକ ବାହକ |
ক্যারিয়ার সিগন্যাল,ବାହକ ସଙ୍କେତ
ক্যারিয়ার সিস্টেম,ବାହକ ପ୍ରଣାଳୀ
ক্যারিয়ার-থেকে-শব্দ অনুপাত,ବାହକ-ରୁ-ଶବ୍ଦ ଅନୁପାତ |
ক্যারিয়ার তরঙ্গ,ବାହକ ତରଙ୍ଗ |
বহন,ବହନ କର
সম্পূর্ণ সংকেত বহন করুন,ସଂପୂର୍ଣ୍ଣ ସଙ୍କେତ ବହନ କର |
সমাপ্তি সংবেদনশীল,ସମାପ୍ତି ସେନ୍ସିଂ ବହନ କରନ୍ତୁ |
ডিজিট বহন করুন,ଅଙ୍କ ନେବା
পতাকা বহন করুন,ପତାକା ବହନ କର |
সময় বহন,ସମୟ ବହନ କର
কার্তুজ,କାର୍ଟ୍ରିଜ୍
কার্টরিজ ডিস্ক,କାର୍ଟ୍ରିଜ୍ ଡିସ୍କ |
ক্যাসকেড সংযোগ,କାସ୍କେଡ୍ ସଂଯୋଗ |
ক্যাসকেড নিয়ন্ত্রণ,କାସ୍କେଡ୍ ନିୟନ୍ତ୍ରଣ |
ক্যাসকেড মার্জ,କ୍ୟାସକେଡ୍ ମିଶ୍ରଣ |
ক্যাসকেড মার্জ,କାସ୍କେଡ୍ ମିଶ୍ରଣ |
নগদ জাতীয় দলিল,କ୍ୟାଶ୍ ମ୍ୟୁଜିକ୍ ଡକ୍ୟୁମେଣ୍ଟ୍ |
নগদ জাতীয় টেন্ডার (= নগদ লাইক ডকুমেন্ট),କ୍ୟାଶ୍ ମ୍ୟୁଜ୍ ଟେଣ୍ଡର (= କ୍ୟାଶ୍ ମ୍ୟୁଲ୍ ଡକ୍ୟୁମେଣ୍ଟ୍)
ক্যাসেট,କ୍ୟାସେଟ୍
নাইনস কাস্টিং,ନାଇନ୍ସକୁ କାଷ୍ଟ କରିବା |
ক্যাটা ভাষা (= অবজেক্ট ভাষা),କାଟା ଭାଷା (= ବସ୍ତୁ ଭାଷା)
ক্যাটালগ,କାଟାଲଗ୍ |
ক্যাটালোজড ডেটা সেট,କାଟାଲଗ୍ ହୋଇଥିବା ଡାଟା ସେଟ୍ |
ক্যাটালগ ডিরেক্টরি,କାଟାଲଗ୍ ଡିରେକ୍ଟୋରୀ |
ক্যাটালোজড পদ্ধতি,କାଟାଲଗ୍ ହୋଇଥିବା ପ୍ରଣାଳୀ |
বিপর্যয়কর ত্রুটি,ବିପର୍ଯ୍ୟୟ ତ୍ରୁଟି |
ক্যাটেনা,କ୍ୟାଟେନେ |
ক্যাটেনেট,କ୍ୟାମୁଏଟ୍ |
ক্যাথোড রে স্টোরেজ,କ୍ୟାଥୋଡ୍ ରୟ ଷ୍ଟୋରେଜ୍ |
ক্যাথোড রশ্মি নল,କ୍ୟାଥୋଡ୍ ରୟ ଟ୍ୟୁବ୍ |
ক্যাথোড রে টিউব প্রদর্শন,କ୍ୟାଥୋଡ୍ ରୟ ଟ୍ୟୁବ୍ ପ୍ରଦର୍ଶନ |
সেল,କକ୍ଷ
সেলুলার মোবাইল টেলিফোন নেটওয়ার্ক,ସେଲୁଲାର୍ ମୋବାଇଲ୍ ଟେଲିଫୋନ୍ ନେଟୱାର୍କ |
সেলুলার অনুপাত,ସେଲୁଲାର୍ ଅନୁପାତ |
সেলুলার বিভাজন,ସେଲୁଲାର୍ ବିଭାଜନ |
কেন্দ্রিক,କେନ୍ଦ୍ର କରିବା
কেন্দ্র লাইন,କେନ୍ଦ୍ର ଧାଡି
কেন্দ্রীয় নিয়ন্ত্রণ ইউনিট,କେନ୍ଦ୍ରୀୟ ନିୟନ୍ତ୍ରଣ ୟୁନିଟ୍ |
কেন্দ্রীয় স্বয়ংক্রিয় বার্তা অ্যাকাউন্টিং,କେନ୍ଦ୍ରୀୟ ସ୍ୱୟଂଚାଳିତ ବାର୍ତ୍ତା ଆକାଉଣ୍ଟିଂ ଆକାଉଣ୍ଟିଂ |
কেন্দ্রীভূত ডেটা প্রসেসিং,କେନ୍ଦ୍ରୀୟ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |
কেন্দ্রীভূত নেটওয়ার্ক,କେନ୍ଦ୍ରୀଭୂତ ନେଟୱାର୍କ
কেন্দ্রীয় স্মৃতি,କେନ୍ଦ୍ରୀୟ ସ୍ମୃତି
কেন্দ্রীয় কার্যালয়,କେନ୍ଦ୍ରୀୟ କାର୍ଯ୍ୟାଳୟ
কেন্দ্রীয় অফিস কোড,କେନ୍ଦ୍ରୀୟ କାର୍ଯ୍ୟାଳୟ କୋଡ୍ |
কেন্দ্রীয় অফিস কাজের আদেশ,କେନ୍ଦ୍ରୀୟ କାର୍ଯ୍ୟାଳୟ କାର୍ଯ୍ୟ କ୍ରମ |
কেন্দ্রীয় প্রক্রিয়াকরণ ইউনিট,କେନ୍ଦ୍ରୀୟ ପ୍ରକ୍ରିୟାକରଣ ୟୁନିଟ୍ |
কেন্দ্রীয় প্রক্রিয়াকরণ ইউনিট লুপ,କେନ୍ଦ୍ରୀୟ ପ୍ରକ୍ରିୟାକରଣ ୟୁନିଟ୍ ଲୁପ୍ |
কেন্দ্রীয় প্রসেসর,କେନ୍ଦ୍ରୀୟ ସଞ୍ଚାଳକ |
সেন্ট্রাল স্ক্যানিং লুপ,ସେଣ୍ଟ୍ରାଲ୍ ସ୍କାନିଂ ଲୁପ୍ |
কেন্দ্রীয় স্টেশন (= নিয়ন্ত্রণ স্টেশন),ସେଣ୍ଟ୍ରାଲ୍ ଷ୍ଟେସନ୍ (= ନିୟନ୍ତ୍ରଣ ଷ୍ଟେସନ)
কেন্দ্রীয় অফিস কাজের আদেশ,କେନ୍ଦ୍ରୀୟ କାର୍ଯ୍ୟାଳୟ କାର୍ଯ୍ୟ କ୍ରମ |
প্রত্যয়িত টেপ,ପ୍ରମାଣିତ ଟେପ୍ |
চাদ,ଚାଡ
চ্যাডলেস টেপ,ଚଡିକୁ ଟେପ୍ |
চেইন,ଶୃଙ୍ଖଳା
চেইন সংযোজন প্রোগ্রাম,ଶୃଙ୍ଖଳା ଯୋଗ ପ୍ରୋଗ୍ରାମ |
চেইন কোড,ଚେନ କୋଡ୍
শৃঙ্খলিত ফাইল,ଶୃଙ୍ଖଳା ଫାଇଲ |
শৃঙ্খলিত তালিকা,ଶୃଙ୍ଖଳା ତାଲିକାରେ
শৃঙ্খলিত রেকর্ড,ଶୃଙ୍ଖଳିତ ରେକର୍ଡ |
চেইনিং,ଶୃଙ୍ଖଳା
ওভারফ্লো শৃঙ্খলা,ଓଭରଫ୍ଲୋ ଚଲାଇବା |
চেইন অনুসন্ধান,ଶୃଙ୍ଖଳା
চেইন লিঙ্ক,ଚେନ ଲିଙ୍କ୍ |
চেইন রক্ষণাবেক্ষণ প্রোগ্রাম,ଶୃଙ୍ଖଳା ରକ୍ଷଣାବେକ୍ଷଣ କାର୍ଯ୍ୟକ୍ରମ |
চেইন প্রিন্টার,ଚେନ ପ୍ରିଣ୍ଟର୍ |
চরিত্র পরিবর্তন করুন,ବର୍ଣ୍ଣ ପରିବର୍ତ୍ତନ କରନ୍ତୁ |
ডাম্প পরিবর্তন করুন,ଡମ୍ପ୍ ପରିବର୍ତ୍ତନ କରନ୍ତୁ |
ফাইল পরিবর্তন করুন,ଫାଇଲ୍ ପରିବର୍ତ୍ତନ କରନ୍ତୁ |
রেকর্ড পরিবর্তন,ରେକର୍ଡ ପରିବର୍ତ୍ତନ କରନ୍ତୁ |
সাইন পরিবর্তন করুন,ଚିହ୍ନ ପରିବର୍ତ୍ତନ
টেপ পরিবর্তন করুন,ଟେପ୍ ପରିବର୍ତ୍ତନ କରନ୍ତୁ |
চ্যানেল,ଚ୍ୟାନେଲ୍ |
চ্যানেল অ্যাডাপ্টার,ଚ୍ୟାନେଲ ଆଡାପ୍ଟର |
চ্যানেল ঠিকানা শব্দ,ଚ୍ୟାନେଲ ଠିକଣା ଶବ୍ଦ |
চ্যানেল-সংযুক্ত,ଚ୍ୟାନେଲ-ସଂଲଗ୍ନ |
চ্যানেল-সংযুক্ত স্টেশন,ଚ୍ୟାନେଲ-ସଂଲଗ୍ନ ଷ୍ଟେସନ |
চ্যানেল ব্যাংক,ଚ୍ୟାନେଲ ବ୍ୟାଙ୍କ |
চ্যানেল ব্যস্ত সুর,ଚ୍ୟାନେଲରେ ବ୍ୟସ୍ତ ଚ୍ୟାନିନ୍ |
চ্যানেল ক্ষমতা,ଚ୍ୟାନେଲ କ୍ଷମତା |
চ্যানেল কমান্ড,ଚ୍ୟାନେଲ ନିର୍ଦ୍ଦେଶ |
চ্যানেল কমান্ড শব্দ,ଚ୍ୟାନେଲ ନିର୍ଦ୍ଦେଶ ଶବ୍ଦ |
চ্যানেল নিয়ামক,ଚ୍ୟାନେଲ ନିୟନ୍ତ୍ରକ |
চ্যানেল নিয়ন্ত্রণ শব্দ,ଚ୍ୟାନେଲ ନିୟନ୍ତ୍ରଣ ଶବ୍ଦ |
চ্যানেল ডেটা,ଚ୍ୟାନେଲ ତଥ୍ୟ |
চ্যানেল শেষ,ଚ୍ୟାନେଲ ଶେଷ |
চ্যানেল ত্রুটি,ଚ୍ୟାନେଲ ତ୍ରୁଟି |
চ্যানেল বিলম্ব,ଚ୍ୟାନେଲ ବିଳମ୍ବତା |
চ্যানেল মাস্ক,ଚ୍ୟାନେଲ ମାସ୍କ |
চ্যানেল ওভারলোড,ଚ୍ୟାନେଲ ଓଭରଲୋଡ୍ |
চ্যানেল প্রিন্টার,ଚ୍ୟାନନ ପ୍ରିଣ୍ଟର୍ |
চ্যানেল প্রোগ্রাম,ଚ୍ୟାନେଲ ପ୍ରୋଗ୍ରାମ୍ |
চ্যানেল প্রোগ্রাম অনুবাদ,ଚ୍ୟାନେଲ୍ ପ୍ରୋଗ୍ରାମ୍ ଅନୁବାଦ |
চ্যানেল সারি,ଚ୍ୟାନେଲ ଧାଡି |
চ্যানেল নির্ভরযোগ্যতা,ଚ୍ୟାନେଲ ନିର୍ଭରଯୋଗ୍ୟତା |
চ্যানেল পরিষেবা ইউনিট,ଚ୍ୟାନେଲ୍ ସେବା ୟୁନିଟ୍ |
চ্যানেল সেট,ଚ୍ୟାନେଲ ସେଟ୍ |
চ্যানেলের স্থিতি শব্দ,ଚ୍ୟାନେଲ ସ୍ଥିତି ଶବ୍ଦ |
চ্যানেল সিঙ্ক্রোনাইজার,ଚ୍ୟାନେଲ ସିଙ୍କ୍ରୋନାଇଜର୍ |
চ্যানেল থেকে চ্যানেল অ্যাডাপ্টার,ଚ୍ୟାନେଲ-ଟୁ-ଚ୍ୟାନେଲ ଆଡାପ୍ଟର |
চরিত্র,ବର୍ଣ୍ଣ
চরিত্র ঠিকানা,ବର୍ଣ୍ଣ ଠିକଣା
চরিত্রের ব্যবস্থা,ବର୍ଣ୍ଣ ବ୍ୟବସ୍ଥା
চরিত্র সমাবেশ,ଚରିତ୍ର ଆସେମ୍ବଲି |
চরিত্র-এ-টাইম প্রিন্টার,ବର୍ଣ୍ଣ-ଏ-ଟାଇମ୍ ପ୍ରିଣ୍ଟର୍ |
চরিত্র ঝলক,ଅକ୍ଷର ink ଲକ |
চরিত্রের সীমানা,ବର୍ଣ୍ଣ ସୀମା
চরিত্র সেল,ବର୍ଣ୍ଣ ସେଲ୍ |
চরিত্র চেক,ବର୍ଣ୍ଣ ଯାଞ୍ଚ |
চরিত্র কোড,ବର୍ଣ୍ଣ କୋଡ୍
চরিত্র কনফিগারেশন,ବର୍ଣ୍ଣ ବିନ୍ୟାସିତ
চরিত্রের ভিড়,ଅକ୍ଷର ଭିଡ଼ |
চরিত্রের ডেটা টাইপ,ବର୍ଣ୍ଣ ଡାଟା ପ୍ରକାର |
চরিত্র-বিনোদন-চরিত্র,ବର୍ଣ୍ଣ-ବିଲୋପ-ବର୍ଣ୍ଣ
চরিত্র ডিলিমিটার,ବର୍ଣ୍ଣ ଡିଲିମିଟର |
চরিত্রের ঘনত্ব,ଅକ୍ଷର ଘନତା |
চরিত্র ডিভাইস নিয়ন্ত্রণ,ବର୍ଣ୍ଣ ଉପକରଣ ନିୟନ୍ତ୍ରଣ |
চরিত্র প্রদর্শন ডিভাইস,ବର୍ଣ୍ଣ ପ୍ରଦର୍ଶନ ଉପକରଣ |
চরিত্র প্রদর্শন টার্মিনাল,ବର୍ଣ୍ଣ ଡିସପ୍ଲେ ଟର୍ମିନାଲ୍ |
চরিত্র প্রান্ত,ବର୍ଣ୍ଣ ଧାର
চরিত্র উপাদান,ବର୍ଣ୍ଣ ଉପାଦାନ |
চরিত্র ইমিটার,ବର୍ଣ୍ଣ ନିର୍ଗତ
চরিত্র ত্রুটি হার,ଅକ୍ଷର ତ୍ରୁଟି ହାର |
চরিত্রের প্রকাশ,ବର୍ଣ୍ଣ ପରିଚୟ
চরিত্র পূরণ,ବର୍ଣ୍ଣ ଫିଲ୍
চরিত্রের ফর্ম্যাট মেমরি,ବର୍ଣ୍ଣ ଫର୍ମାଟ୍ ମେମୋରୀ |
চরিত্র জেনারেটর,ବର୍ଣ୍ଣ ଜେନେରେଟର
চরিত্রের তথ্য হার,ବର୍ଣ୍ଣ ସୂଚନା ହାର |
চরিত্র নির্দেশনা,ବର୍ଣ୍ଣ ନିର୍ଦ୍ଧାରଣ
বৈশিষ্ট্য,ବ istic ଶିଷ୍ଟ୍ୟ
বৈশিষ্ট্যযুক্ত বিকৃতি,ଚରିତ୍ରଗତ ବିକୃତି |
বৈশিষ্ট্যযুক্ত প্রতিবন্ধকতা,ଚରିତ୍ରଗତ ପ୍ରତିରୋଧ
চরিত্র কী,ବର୍ଣ୍ଣ ଚାବି
চরিত্র মানে এনট্রপি,ବର୍ଣ୍ଣ ଅର୍ଥ ବିଦେଶୀ |
চরিত্রের অর্থ তথ্য সামগ্রী = চরিত্রের অর্থ এনট্রপি),ଚରିତ୍ରର ଅର୍ଥ ସୂଚନା ବିଷୟବସ୍ତୁ = ବର୍ଣ୍ଣ ଅର୍ଥ ବିଦେଶୀ)
চরিত্রমুখী,ଅକ୍ଷର ଭିତ୍ତିକ |
চরিত্রের রূপরেখা,ବର୍ଣ୍ଣ ବାହ୍ୟରେଖା |
চরিত্রের অবস্থান,ବର୍ଣ୍ଣ ପଦ
চরিত্র প্রিন্টার,ବର୍ଣ୍ଣ ମୁଦ୍ରଣ |
চরিত্র পাঠক,ବର୍ଣ୍ଣ ପାଠକ |
চরিত্র স্বীকৃতি,ବର୍ଣ୍ଣ ଚିହ୍ନ
চরিত্রের সম্পর্ক,ବର୍ଣ୍ଣ ସମ୍ପର୍କ
চরিত্র সারি,ବର୍ଣ୍ଣ ଧାଡି |
অক্ষর সেট,ବର୍ଣ୍ଣ ସେଟ୍ |
চরিত্রের আকার,ବର୍ଣ୍ଣ ଆକାର |
চরিত্র skew,ବର୍ଣ୍ଣ କଟୁ |
চরিত্রের স্ট্রিং,ବର୍ଣ୍ଣ ଷ୍ଟ୍ରିଙ୍ଗ
চরিত্রের স্ট্রিং ধ্রুবক,ଅକ୍ଷର ଷ୍ଟ୍ରିଙ୍ଗ୍ ସ୍ଥିରତା |
চরিত্র স্ট্রোক,ଅକ୍ଷର ଷ୍ଟ୍ରୋକ୍ |
চরিত্র শৈলী,ବର୍ଣ୍ଣ ଶ style ଳୀ
চরিত্র উপসেট,ବର୍ଣ୍ଣ ଉପ-ସେଟ୍ |
চরিত্র টেপ,ବର୍ଣ୍ଣ ଟେପ୍
চার্ট,ଚାର୍ଟ
চার্ট তৈরি,ଚାର୍ଟ ତିଆରି କରିବା |
চার্ট পাঠক,ଚାର୍ଟ ରିଡର୍ |
চ্যাসিস,ଚାପିସ୍ |
চ্যাসিস অ্যাসেম্বলি,ଚେସୀ ଆସେମ୍ବଲି |
চেবিশেভ আনুমানিক,Chebysheve ଆନୁମାନିକତା |
বিট চেক করুন,ବିଟ୍ ଯାଞ୍ଚ କରନ୍ତୁ |
বাস চেক করুন,ବସ୍ ଯାଞ୍ଚ କରନ୍ତୁ |
কার্ড পরীক্ষা করো,ଯାଞ୍ଚ କାର୍ଡ |
চরিত্র পরীক্ষা করুন,ବର୍ଣ୍ଣ ଯାଞ୍ଚ କରନ୍ତୁ |
কোড পরীক্ষা করুন,ସଂଯୋଗ କୋଡ୍
শর্ত পরীক্ষা করুন,ସର୍ତ୍ତ
ডায়াগনস্টিক পরীক্ষা করুন,ଡାଇଗ୍ନୋଷ୍ଟିକ୍ ଯାଞ୍ଚ କରନ୍ତୁ |
অংকের চেক,ଅଙ୍କ ଯାଞ୍ଚ କରନ୍ତୁ |
সূচক পরীক্ষা করুন,ସୂଚକ ଯାଞ୍ଚ କରନ୍ତୁ |
