Telugu,Malayalam
క్యారియర్ లోడ్,കാരിയർ ലോഡ്
క్యారియర్ రిటర్న్ క్యారెక్టర్,കാരിയർ റിട്ടേൺ പ്രതീകം
క్యారియర్ క్యారియర్,കാരിയറിന്റെ കാരിയർ
క్యారియర్ సిగ్నల్,കാരിയർ സിഗ്നൽ
క్యారియర్ సిస్టమ్,കാരിയർ സിസ്റ്റം
క్యారియర్-టు-శబ్దం నిష్పత్తి,കാരിയർ-ടു-നോയ്സ് അനുപാതം
క్యారియర్ వేవ్,കാരിയർ തരംഗം
క్యారీ,വഹിക്കുക
పూర్తి సిగ్నల్ తీసుకెళ్లండి,പൂർണ്ണമായ സിഗ്നൽ വഹിക്കുക
పూర్తి సెన్సింగ్‌ను మోయండి,പൂർത്തിയാക്കൽ സെൻസിംഗ് നടത്തുക
అంకెను తీసుకెళ్లండి,അക്കം കൊണ്ടുപോകുക
జెండా మోయండి,ഫ്ലാഗ് വഹിക്കുക
సమయం తీసుకువెళుతుంది,സമയം വഹിക്കുക
గుళిక,വെടിയുണ്ടക്കൂട്
గుళిక డిస్క్,കാട്രിഡ്ജ് ഡിസ്ക്
క్యాస్కేడ్ కనెక్షన్,കാസ്കേഡ് കണക്ഷൻ
క్యాస్కేడ్ నియంత్రణ,കാസ്കേഡ് നിയന്ത്രണം
క్యాస్కేడ్ విలీనం,കാസ്കേഡ് ലയിപ്പിക്കൽ
క్యాస్కేడ్ విలీనం,കാസ്കേഡ് ലയനം
నగదులాంటి పత్రం,കാഷ്ലൈക്ക് പ്രമാണം
క్యాష్లైక్ టెండర్ (= క్యాష్లైక్ డాక్యుమెంట్),ക്യാഷ് ലൈക്ക് ടെൻഡർ (= കാഷ്ലൈക്ക് പ്രമാണം)
క్యాసెట్,കാസറ്റ്
నైన్స్ అవుట్,നിൻസ് പുറത്താക്കുന്നു
కాటా భాష (= ఆబ్జెక్ట్ లాంగ్వేజ్),Cata lalk (ഒബ്ജക്റ്റ് ഭാഷ)
జాబితా,നാമാവലി
కేటలాగ్ డేటా సెట్,കാറ്റലോഗ് ഡാറ്റ സെറ്റ്
కేటలాగ్ డైరెక్టరీ,കാറ്റലോഗ് ഡയറക്ടറി
జాబితా చేయబడిన విధానం,കവറേജ് നടപടിക്രമം
విపత్తు లోపం,വിനാശകരമായ പിശക്
కాటెనా,കവസ്ഥ
కాటేనేట్,കാറ്റുക
కాథోడ్ రే స్టోరేజ్,കാത്തഡ് റേ സ്റ്റോറേജ്
కాథోడ్ రే ట్యూబ్,കാഥഡ് റേ ട്യൂബ്
కాథోడ్ రే ట్యూబ్ ప్రదర్శన,കാഥോർഡ് റേ ട്യൂബ് ഡിസ്പ്ലേ
సెల్,കോശം
సెల్యులార్ మొబైల్ టెలిఫోన్ నెట్‌వర్క్,സെല്ലുലാർ മൊബൈൽ ടെലിഫോൺ നെറ്റ്വർക്ക്
సెల్యులార్ నిష్పత్తి,സെല്ലുലാർ അനുപാതം
సెల్యులార్ స్ప్లిటింగ్,സെല്ലുലാർ വിഭജനം
కేంద్రీకృతమై,കേന്ദ്രം
సెంటర్ లైన్,സെന്റർ ലൈൻ
సెంట్రల్ కంట్రోల్ యూనిట్,കേന്ദ്ര നിയന്ത്രണ യൂണിറ്റ്
కేంద్రీకృత స్వయంచాలక సందేశాన్ని అనుసరించుట,കേന്ദ്രീകൃത സ്വപ്രേരിത സന്ദേശ അക്ക ing ണ്ടിംഗ്
కేంద్రీకృత డేటా ప్రాసెసింగ్,കേന്ദ്രീകൃത ഡാറ്റ പ്രോസസ്സിംഗ്
కేంద్రీకృత నెట్‌వర్క్,കേന്ദ്രീകൃത നെറ്റ്വർക്ക്
కేంద్ర జ్ఞాపకం,കേന്ദ്ര മെമ്മറി
కేంద్ర కార్యాలయం,സെൻട്രൽ ഓഫീസ്
సెంట్రల్ ఆఫీస్ కోడ్,സെൻട്രൽ ഓഫീസ് കോഡ്
కేంద్ర కార్యాలయ పని ఉత్తర్వు,സെൻട്രൽ ഓഫീസ് വർക്ക് ഓർഡർ
సెంట్రల్ ప్రాసెసింగ్ యూనిట్,കേന്ദ്ര പ്രോസസ്സിംഗ് യൂണിറ്റ്
కేంద్ర ప్రాసెసింగ్ యూనిట్ లూప్,കേന്ദ്ര പ്രോസസ്സിംഗ് യൂണിറ്റ് ലൂപ്പ്
సెంట్రల్ ప్రాసెసర్,സെൻട്രൽ പ്രോസസ്സർ
సెంట్రల్ స్కానింగ్ లూప్,സെൻട്രൽ സ്കാനിംഗ് ലൂപ്പ്
సెంట్రల్ స్టేషన్ (= నియంత్రణ స్టేషన్),സെൻട്രൽ സ്റ്റേഷൻ (= നിയന്ത്രണ സ്റ്റേഷൻ)
కేంద్ర కార్యాలయ పని ఉత్తర్వు,സെൻട്രൽ ഓഫീസ് വർക്ക് ഓർഡർ
సర్టిఫైడ్ టేప్,സർട്ടിഫൈഡ് ടേപ്പ്
చాడ్,ചാർജ്
చాడ్లెస్ టేప్,ചാർഡ്ലെസ് ടേപ്പ്
గొలుసు,ചങ്ങല
గొలుసు చేర్పుల కార్యక్రమం,ചെയിൻ അമിക്ഷണ പ്രോഗ്രാം
గొలుసు కోడ్,ചെയിൻ കോഡ്
గొలుసు ఫైల్,ചാർജ് ഫയൽ
గొలుసు జాబితా,ചങ്ങലാക്കിയ പട്ടിക
గొలుసు రికార్డు,ചങ്ങല
గొలుసు,ചണിക്കുന്ന
గొలుసు ఓవర్ఫ్లో,ചങ്ങല ഓവർഫ്ലോ
గొలుసు శోధన,ചെയിനിംഗ് തിരയൽ
గొలుసు లింక్,ചെയിൻ ലിങ്ക്
గొలుసు నిర్వహణ కార్యక్రమం,ചെയിൻ മെയിന്റനൻസ് പ്രോഗ്രാം
గొలుసు ప్రింటర్,ചെയിൻ പ്രിന്റർ
అక్షరాన్ని మార్చండి,പ്രതീകം മാറ്റുക
డంప్ మార్చండి,ഡമ്പ് മാറ്റുക
ఫైల్‌ను మార్చండి,ഫയൽ മാറ്റുക
రికార్డ్ మార్చండి,റെക്കോർഡ് മാറ്റുക
మార్పు గుర్తు,ചിഹ്നം മാറ്റുക
టేప్ మార్చండి,ടേപ്പ് മാറ്റുക
ఛానెల్,ചാനല്
ఛానల్ అడాప్టర్,ചാനൽ അഡാപ്റ്റർ
ఛానెల్ చిరునామా పదం,ചാനൽ വിലാസ വാക്ക്
ఛానల్-అటాచ్డ్,ചാനൽ-അറ്റാച്ചുചെയ്തു
ఛానల్-అటాచ్డ్ స్టేషన్,ചാനൽ-അറ്റാച്ചുചെയ്ത സ്റ്റേഷൻ
ఛానల్ బ్యాంక్,ചാനൽ ബാങ്ക്
ఛానెల్ బిజీ టోన్,ചാനൽ തിരക്കേറിയ ടോൺ
ఛానెల్ సామర్థ్యం,ചാനൽ ശേഷി
ఛానెల్ ఆదేశం,ചാനൽ കമാൻഡ്
ఛానెల్ కమాండ్ పదం,ചാനൽ കമാൻഡ് പദം
ఛానెల్ కంట్రోలర్,ചാനൽ കൺട്രോളർ
ఛానెల్ నియంత్రణ పదం,ചാനൽ നിയന്ത്രണ വാക്ക്
ఛానెల్ డేటా,ചാനൽ ഡാറ്റ
ఛానెల్ ముగింపు,ചാനൽ അവസാനം
ఛానెల్ లోపం,ചാനൽ പിശക്
ఛానెల్ జాప్యం,ചാനൽ ലേറ്റൻസി
ఛానల్ మాస్క్,ചാനൽ മുഖംമൂടി
ఛానెల్ ఓవర్‌లోడ్,ചാനൽ ഓവർലോഡ്
ఛానల్ ప్రింటర్,ചാനൽ പ്രിന്റർ
ఛానెల్ ప్రోగ్రామ్,ചാനൽ പ്രോഗ്രാം
ఛానల్ ప్రోగ్రామ్ అనువాదం,ചാനൽ പ്രോഗ്രാം വിവർത്തനം
ఛానల్ క్యూ,ചാനൽ ക്യൂ
ఛానెల్ విశ్వసనీయత,ചാനൽ വിശ്വാസ്യത
ఛానెల్ సేవా యూనిట్,ചാനൽ സേവന യൂണിറ്റ്
ఛానెల్ సెట్,ചാനൽ സെറ്റ്
ఛానెల్ స్థితి పదం,ചാനൽ നില വാക്ക്
ఛానెల్ సింక్రొనైజర్,ചാനൽ സമന്വയം
ఛానల్-టు-ఛానల్ అడాప్టర్,ചാനൽ-ടു-ചാനൽ അഡാപ്റ്റർ
పాత్ర,കഥാപാതം
అక్షర చిరునామా,കഥാപാഠം അഭിസംബോധന
అక్షర అమరిక,പ്രതീക ക്രമീകരണം
అక్షర అసెంబ్లీ,പ്രതീക അസംബ്ലി
క్యారెక్టర్-ఎట్-ఎ-టైమ్ ప్రింటర్,പ്രതീക-എ-എ-ടൈം പ്രിന്റർ
అక్షర బ్లింక్,പ്രതീക ബ്ലിങ്ക്
అక్షర సరిహద్దు,പ്രതീക അതിർത്തി
అక్షర సెల్,പ്രതീക സെൽ
అక్షర తనిఖీ,പ്രതീക പരിശോധന
అక్షర కోడ్,പ്രതീക കോഡ്
అక్షర కాన్ఫిగ్రరేషన్,പ്രതീക കോൺഫൈഗ്രേറിയൻ
పాత్ర రద్దీ,പ്രതീക ക്രോഡിംഗ്
అక్షర డేటా రకం,പ്രതീക ഡാറ്റ തരം
అక్షర-ఉపశమనం-అక్షర,പ്രതീക-ഇല്ലാതാക്കൽ-പ്രതീകം
అక్షర డీలిమిటర్,പ്രതീക ഡിലിമിറ്റർ
అక్షర సాంద్రత,പ്രതീക സാന്ദ്രത
అక్షర పరికర నియంత్రణ,പ്രതീക ഉപകരണം നിയന്ത്രണം
అక్షర ప్రదర్శన పరికరం,പ്രതീക പ്രദർശന ഉപകരണം
అక్షర ప్రదర్శన టెర్మినల్,പ്രതീക പ്രദർശന ടെർമിനൽ
అక్షర అంచు,പ്രതീക അഗ്രം
అక్షర మూలకం,പ്രതീക ഘടകം
అక్షర ఉద్గారిణి,പ്രതീകം ഇമിറ്റർ
అక్షర లోపం రేటు,പ്രതീക പിശക് നിരക്ക്
అక్షర వ్యక్తీకరణ,പ്രതീക ആവിഷ്കാരം
అక్షర పూరకం,പ്രതീക പൂരിപ്പിക്കൽ
అక్షర ఫార్మాట్ మెమరీ,പ്രതീക ഫോർമാറ്റ് മെമ്മറി
అక్షర జనరేటర్,പ്രതീക ജനറേറ്റർ
అక్షర సమాచార రేటు,പ്രതീക വിവര നിരക്ക്
అక్షర సూచన,പ്രതീക നിർദ്ദേശം
లక్షణం,സവിശേഷമായ
లక్షణ వక్రీకరణ,സ്വഭാവ വികസനം
లక్షణ అవరోధం,സ്വഭാവപരമായ തടസ്സം
అక్షర కీ,പ്രതീക കീ
అక్షరం అంటే ఎంట్రోపీ,കഥാപാത്രം ശരാശരി എൻട്രോപ്പി
అక్షర మీన్ ఇన్ఫర్మేషన్ కంటెంట్ = అక్షర మీన్ ఎంట్రోపీ),പ്രതീകത്തിന്റെ ശരാശരി വിവര ഉള്ളടക്കം = പ്രതീകത്തിന്റെ അർത്ഥം)
అక్షర ఆధారిత,പ്രതീകത്തെ അടിസ്ഥാനമാക്കിയുള്ളതാണ്
అక్షర రూపురేఖలు,പ്രതീക രൂപരേഖ
అక్షర స్థానం,പ്രതീക സ്ഥാനം
అక్షర ప్రింటర్,പ്രതീക പ്രിന്റർ
అక్షర రీడర్,പ്രതീക വായന
అక్షర గుర్తింపు,പ്രതീക തിരിച്ചറിയൽ
అక్షర సంబంధం,പ്രതീക ബന്ധം
అక్షర వరుస,പ്രതീക വരി
అక్షర సమితి,പ്രതീക സെറ്റ്
అక్షర పరిమాణం,പ്രതീക വലുപ്പം
క్యారెక్టర్ స్కేవ్,പ്രതീകം സ്കീയി
అక్షర స్ట్రింగ్,പ്രതീക സ്ട്രിംഗ്
అక్షర స్ట్రింగ్ స్థిరాంకం,പ്രതീക സ്ട്രിംഗ് സ്ഥിരാങ്കം
అక్షర స్ట్రోక్,പ്രതീക സ്ട്രോക്ക്
అక్షర శైలి,പ്രതീക ശൈലി
అక్షర ఉపసమితి,പ്രതീകത്തിന്റെ ഉപസെറ്റ്
అక్షర టేప్,പ്രതീക ടേപ്പ്
చార్ట్,അവകാശപതം
చార్ట్ తయారీ,ചാർട്ട് നിർമ്മാണം
చార్ట్ రీడర్,ചാർട്ട് റീഡർ
చట్రం,ചേസിസ്
చట్రం అసెంబ్లీ,ചേസിസ് അസംബ്ലി
చెబిషెవ్ ఉజ్జాయింపు,ചെബിഷെവ് ഏകദേശ
చెక్ బిట్,കഷണം ചെയ്യുക
బస్సు తనిఖీ చేయండి,ബസ് പരിശോധിക്കുക
కార్డ్ చెక్,കാർഡ് പരിശോധിക്കുക
అక్షరాన్ని తనిఖీ చేయండి,പ്രതീകം പരിശോധിക്കുക
కోడ్ తనిఖీ చేయండి,കോഡ് പരിശോധിക്കുക
చెక్ కండిషన్,അവസ്ഥ പരിശോധിക്കുക
డయాగ్నొస్టిక్ తనిఖీ చేయండి,ഡയഗ്നോസ്റ്റിക് പരിശോധിക്കുക
అంకెను తనిఖీ చేయండి,അക്കം പരിശോധിക്കുക
చెక్ ఇండికేటర్,സൂചകം പരിശോധിക്കുക
సూచిక సూచనలను తనిఖీ చేయండి,ഇൻഡിക്കേറ്റർ നിർദ്ദേശം പരിശോധിക്കുക
తనిఖీ ప్రోగ్రామ్,പ്രോഗ്രാം പരിശോധിക്കുന്നു
టెక్నిక్ తనిఖీ,ചെക്കിംഗ് രീതി
కీ చెక్ కీ,കീ പരിശോധിക്കുക
తనిఖీ సంఖ్య (= చెక్ డిజిట్),Check നമ്പർ (= അക്ക പരിശോധന) പരിശോധിക്കുക
తనిఖీ చేయండి (= డీబగ్),പരിശോധിക്കുക (= ഡീബഗ്)
దినచర్యను చూడండి,പതിവ് പരിശോധിക്കുക
చెక్ పాయింట్,ചെക്ക് പോയിൻറ്
పాయింట్ డేటా సెట్ చెక్,പോയിന്റ് ഡാറ്റ സെറ്റ് പരിശോധിക്കുക
చెక్ పాయింట్ డంప్,പോയിന്റ് ഡംപ് പരിശോധിക്കുക
చెక్ పాయింట్ రికార్డ్,പോയിന്റ് റെക്കോർഡ് പരിശോധിക്കുക
చెక్ పాయింట్ పున art ప్రారంభం,പോയിന്റ് പുനരാരംഭിക്കുക
పాయింట్ రొటీన్ చెక్,പോയിൻറ് പതിവ് പരിശോധിക്കുക
చెక్ పాయింట్ సార్టింగ్,പോയിന്റ് തരംതിരിക്കൽ പരിശോധിക്കുക
సమస్యను తనిఖీ చేయండి,പ്രശ്നം പരിശോധിക്കുക
చెక్ రిజిస్టర్,പരിശോധന പരിശോധിക്കുക
రీసెట్ కీని తనిఖీ చేయండి,പുന reset സജ്ജമാക്കൽ കീ പരിശോധിക്കുക
రొటీన్ తనిఖీ చేయండి,പതിവ് പരിശോധിക്കുക
వరుసను తనిఖీ చేయండి,ചെക്ക് വരി
పరిష్కారాన్ని తనిఖీ చేయండి,പരിഹാരം പരിശോധിക്കുക
మొత్తం చెక్,ആകെത്തുക പരിശോധിക്കുക
మొత్తం తనిఖీ చేయండి,ആകെ പരിശോധിക്കുക
పదాన్ని తనిఖీ చేయండి,പദം പരിശോധിക്കുക
పిల్లల విభాగం,കുട്ടികളുടെ സെഗ്മെന്റ്
చైనీయుల బైనరీ,ചൈനീസ് ബൈനറി (നിര ബൈനറി)
చిప్,കഷണം
చిప్ క్యారియర్,ചിപ്പ് കാരിയർ
చిప్ మైక్రోప్రాసెసర్,ചിപ്പ് മൈക്രോപീസർ
చిప్ ప్రక్రియ,ചിപ്പ് പ്രക്രിയ
చిప్ రిజిస్టర్ ఆర్కిటెక్చర్,ചിപ്പ് രജിസ്റ്റർ ആർക്കിടെക്ചർ
చిప్ ఎంచుకోండి,ചിപ്പ് തിരഞ്ഞെടുക്കുക
ఎంపిక పరికరం,ചോയ്സ് ഉപകരണം
సాంకేతికలిపి,സൈഫർ
సాంకేతికలిపి వచనం (= ఎన్‌క్యూఫర్డ్ డేటా),സിഫർ ടെക്സ്റ്റ് (= എൻസിഫെർഡ് ഡാറ്റ)
సర్క్యూట్,സഞ്ചാരം
సర్క్యూట్ బోర్డ్,സർക്യൂട്ട് ബോർഡ്
సర్క్యూట్ బ్రేకర్,സർക്യൂട്ട് ബ്രേക്കർ
సర్క్యూట్ కార్డ్,സർക്യൂട്ട് കാർഡ്
సర్క్యూట్ గ్రేడ్,സർക്കിട്ട് ഗ്രേഡ്
సర్క్యూట్ లోడ్,സർക്യൂട്ട് ലോഡ്
సర్క్యూట్ ఆర్డర్,സർക്യൂട്ട് ഓർഡർ
సర్క్యూట్ విశ్వసనీయత,സർക്യൂട്ട് വിശ്വാസ്യത
సర్క్యూట్ స్విచ్,സർക്യൂട്ട് സ്വിച്ച്
సర్క్యూట్-స్విచ్డ్ కనెక్షన్,സർക്കിട്ട് സ്വിച്ച്ഡ് കണക്ഷൻ
సర్క్యూట్ స్విచింగ్,സർക്യൂട്ട് സ്വിച്ച്
సర్క్యూట్ స్విచింగ్ యూనిట్,സർക്യൂട്ട് സ്വിച്ചിംഗ് യൂണിറ്റ്
సర్క్యూట్ యూనిట్ అసెంబ్లీ,സർക്യൂട്ട് യൂണിറ്റ് അസംബ്ലി
వృత్తాకార బఫరింగ్,വൃത്താകൃതിയിലുള്ള ബഫറിംഗ്
వృత్తాకార జాబితా,വൃത്താകൃതിയിലുള്ള പട്ടിക
వృత్తాకార షిఫ్ట్,വൃത്താകൃതിയിലുള്ള മാറ്റം
సర్క్యులేటింగ్ రిజిస్టర్,പ്രചരിക്കുന്ന രജിസ്റ്റർ
ప్రసరణ నిల్వ,സംഭരണം പ്രചരിക്കുന്നു
ప్రస్తావన,ഉദ്ധരണി
క్లాడింగ్,പചാരിക
తరగతి,പകുക്കുക
5 వ తరగతి కార్యాలయం,ക്ലാസ് 5 ഓഫീസ്
తరగతి పరిస్థితి,ക്ലാസ് അവസ്ഥ
వర్గీకరణ,വര്ഗീകരണം
శుభ్రపరిచే ఆపరేషన్,ക്ലീനിംഗ് പ്രവർത്തനം
క్లియర్,വക്തമായ
స్పష్టమైన ప్రాంతం,പ്രദേശം വ്യക്തമായത്
క్లియర్ బ్యాండ్ (= స్పష్టమైన ప్రాంతం,ബാൻഡ് (= വ്യക്തമായ പ്രദേശം
ఛానెల్ క్లియర్,ചാനൽ മായ്ക്കുക
డేటాను క్లియర్ చేయండి,ഡാറ്റ മായ്ക്കുക
స్పష్టమైన ప్రదర్శన,ഡിസ്പ്ലേ
క్లియర్ మెమరీ (= స్పష్టమైన నిల్వ),മെമ്മറി മായ്ക്കുക (= വ്യക്തമായ സംഭരണം)
క్లియర్ సెషన్,വ്യക്തമായ സെഷൻ
స్పష్టమైన నిల్వ,നിർദ്ദേശിക്കുക
క్లిప్పింగ్,ക്ലിപ്പിംഗ്
గడియారం,ഘടികാരം
క్లాక్ సర్క్యూట్,ക്ലോക്ക് സർക്യൂട്ട്
క్లాక్ కౌంటర్,ക്ലോക്ക് ക .ണ്ടർ
గడియార పౌన frequency పున్యం,ക്ലോക്ക് ആവൃത്തി
క్లాకింగ్,ഘടികാരം
గడియారం అంతరాయం,ക്ലോക്ക് ഇന്ററപ്റ്റ്
క్లాక్ పల్స్,ക്ലോക്ക് പൾസ്
గడియార రేటు,ക്ലോക്ക് നിരക്ക്
క్లాక్ రిజిస్టర్ (= టైమర్),ക്ലോക്ക് രജിസ്റ്റർ (= ടൈമർ)
గడియార సిగ్నల్,ക്ലോക്ക് സിഗ്നൽ
గడియార అనుకరణ,ക്ലോക്ക് സിമുലേഷൻ
గడియార సమయం,ക്ലോക്ക് സമയം
గడియార ట్రాక్,ക്ലോക്ക് ട്രാക്ക്
క్లోజ్ వర్గీకరణ,വർഗ്ഗീകരണം അടയ്ക്കുക
క్లోజ్డ్ అర్రే,അടച്ച അറേ
క్లోజ్డ్ ఫైల్,അടച്ച ഫയൽ
నిర్భంద వలయం,അടച്ച ലൂപ്പ്
క్లోజ్డ్ లూప్ (నియంత్రణ) వ్యవస్థ,അടച്ച ലൂപ്പ് (നിയന്ത്രണം) സിസ്റ്റം
క్లోజ్డ్ రొటీన్,അടച്ച പതിവ്
క్లోజ్ షాప్ ఆపరేషన్,അടച്ച ഷോപ്പ് പ്രവർത്തനം
క్లోజ్డ్ సబ్‌ట్రౌటిన్,അടച്ച സബ്റൂട്ടിൻ
క్లోజ్డ్ యూజర్ గ్రూప్,അടച്ച ഉപയോക്തൃ ഗ്രൂപ്പ്
దగ్గరగా కపుల్డ్,അടുത്ത് ചേർത്തു
టెర్మినల్ మూసివేయడం,ഒരു ടെർമിനൽ അടയ്ക്കുന്നു
ఫైల్ మూసివేయడం,ഒരു ഫയൽ അടയ്ക്കൽ
క్లస్టర్,ക്ലസ്റ്റർ
క్లస్టర్ విశ్లేషణ,ക്ലസ്റ്റർ വിശകലനം
క్లస్టర్ కంట్రోలర్,ക്ലസ്റ്റർ കൺട്രോളർ
క్లస్టర్ కంట్రోలర్ నోడ్,ക്ലസ്റ്റർ കൺട്രോളർ നോഡ്
క్లస్టర్ కంట్రోల్ యూనిట్,ക്ലസ്റ്റർ നിയന്ത്രണ യൂണിറ്റ്
క్లస్టర్డ్ ఫైల్,ക്ലസ്റ്റേർഡ് ഫയൽ
క్లస్టరింగ్ అల్గోరిథం,ക്ലസ്റ്ററിംഗ് അൽഗോരിതം
సహకరించండి,ചേരുന്നത്
పూత కార్డు,പൂശിയ കാർഡ്
ఏకాక్షక కేబుల్,അബോക്സിയൽ കേബിൾ
కోబోల్,കോബോൾ
కోబోల్ పాత్ర,കോബോൾ പ്രതീകം
కోబోల్ ప్రోగ్రామింగ్,കോബോൾ പ്രോഗ്രാമിംഗ്
కోడాసిల్,കോഡസൈൽ
కోడ్,കോഡ്
కోడ్ ప్రాంతం,കോഡ് ഏരിയ
కోడ్ గొలుసు,കോഡ് ചെയിൻ
కోడ్ చెక్,കോഡ് പരിശോധന
కోడెడ్ అంకగణిత డేటా,കോഡ് ചെയ്ത അരിത്മെറ്റിക് ഡാറ്റ
కోడెడ్ అక్షర సమితి,കോഡ് ചെയ്ത പ്രതീക സെറ്റ്
కోడెడ్ కన్వర్టర్,കോഡ് ചെയ്ത കൺവെർട്ടർ
కోడెడ్ దశాంశ సంజ్ఞామానం,കോഡ് ചെയ്ത ദശാംശ നൊട്ടേഷൻ
కోడ్ డిపెండెంట్ సిస్టమ్,കോഡ് ആശ്രിത സംവിധാനം
కోడెడ్ గ్రాఫిక్స్,കോഡ് ചെയ്ത ഗ്രാഫിക്സ്
కోడెడ్ ఇమేజ్ స్పేస్,കോഡ് ചെയ്ത ഇമേജ് സ്പേസ്
కోడ్ డైరెక్టింగ్ అక్షరం,കോഡ് ഡയറക്ട് പ്രതീകം
కోడెడ్ ప్రోగ్రామ్,കോഡ് ചെയ്ത പ്രോഗ്രാം
కోడెడ్ ప్రాతినిధ్యం,കോഡ് ചെയ്ത പ്രാതിനിധ്യം
కోడెడ్ స్టాప్,കോഡ് ചെയ്ത സ്റ്റോപ്പ്
కోడ్ మూలకం,കോഡ് ഘടകം
కోడ్ పొడిగింపు అక్షరం,കോഡ് വിപുലീകരണ പ്രതീകം
కోడ్ ఫ్రేమ్,കോഡ് ഫ്രെയിം
కోడ్ హోల్,കോഡ് ദ്വാരം
కోడ్-స్వతంత్ర డేటా కమ్యూనికేషన్,കോഡ്-സ്വതന്ത്ര ഡാറ്റാ കമ്മ്യൂണിക്കേഷൻ
కోడ్-స్వతంత్ర వ్యవస్థ,കോഡ്-സ്വതന്ത്ര സംവിധാനം
"కోడ్-ఇన్సెన్సిటివ్ సిస్టమ్ (= కోడ్-ఇన్- డిపెండెంట్
 వ్యవస్థ)","കോഡ്-ഇൻസെൻസിറ്റീവ് സിസ്റ്റം (= കോഡ്-ഇൻ- ആശ്രിതൻ
 സിസ്റ്റം)"
కోడ్ కీ,കോഡ് കീ
కోడ్ స్థాయి,കോഡ് ലെവൽ
కోడ్ లైన్,കോഡ് ലൈൻ
కోడ్ లైన్ సూచిక,കോഡ് ലൈൻ സൂചിക
కోడ్ పాయింట్ అనువాదకుడు,കോഡ് പോയിന്റ് വിവർത്തകൻ
కోడ్ స్థానం,കോഡ് സ്ഥാനം
కోడర్,കോഡർ
కోడ్-సెన్సిటివ్ సిస్టమ్ (= కోడ్-ఆధారిత వ్యవస్థ),കോഡ്-സെൻസിറ്റീവ് സിസ്റ്റം (= കോഡ്-ആശ്രിത സംവിധാനം)
కోడ్ సెట్,കോഡ് സെറ്റ്
కోడ్- పారదర్శక డేటా కమ్యూనికేషన్,കോഡ്- സുതാര്യമായ ഡാറ്റാ കമ്മ്യൂണിക്കേഷൻ
"కోడ్-ట్రాన్స్పరెంట్ సిస్టమ్ (= కోడ్ ఆధారితమైనది
 వ్యవస్థ)","കോഡ്-സുതാര്യമായ സിസ്റ്റം (= കോഡ് ആശ്രയിച്ചിരിക്കുന്നു
 സിസ്റ്റം)"
కోడ్ విలువ,കോഡ് മൂല്യം
కోడ్ పదం,കോഡ് വാക്ക്
కోడింగ్,കോഡിംഗ്
కోడింగ్ చెక్,കോഡിംഗ് ചെക്ക്
కోడింగ్ రూపం,കോഡിംഗ് ഫോം
కోడింగ్ పథకం,കോഡിംഗ് സ്കീം
కోడింగ్ షీట్,കോഡിംഗ് ഷീറ്റ്
గుణకం యూనిట్,ഗുണകം യൂണിറ്റ്
పొందికైన మాడ్యులేషన్ వ్యవస్థ,മോഡന്റ് മോഡുലേഷൻ സിസ്റ്റം
పొందికైన దశ షిఫ్ట్ కీయింగ్,ആകർഷകമായ ഘട്ടം ഷിഫ്റ്റ് കീയിംഗ്
యాదృచ్చిక సర్క్యూట్ (= మరియు మూలకం),യാദൃശ്ചികമായി സർക്കറും (യും ഘടകം)
యాదృచ్చిక మూలకం (= మరియు మూలకం),"യാദൃശ്ചികത (=, ഘടകം)"
యాదృచ్చిక లోపం,യാദൃശ്ചികമായ പിശക്
యాదృచ్చిక గేట్ (మరియు మూలకం,യാദൃശ്ചിക ഗേറ്റ് (ഒപ്പം ഘടകവും
యాదృచ్చిక-ప్రస్తుత ఎంపిక,യാദൃശ്ചിക-നിലവിലെ തിരഞ്ഞെടുപ്പ്
కోల్డ్ ఫాల్ట్,തണുത്ത തെറ്റ്
కోల్డ్ స్టార్ట్ (= ప్రారంభం),തണുത്ത ആരംഭം (= ആരംഭിക്കുക)
కోల్లెట్,കൂട്ടിച്ചേര്ക്കുക
కొల్లాటింగ్ సీక్వెన్స్,ശേഖരം ശേഖരിക്കുന്നു
సేకరణ సార్టింగ్,ശേഖരം ശേഖരിക്കുന്നു
కొలేటర్,ശേഖരം
ఘర్షణ,കൂട്ടിമുട്ടല്
కాలమ్,കോളം
కాలమ్ బైనరీ,നിര ബൈനറി
కాలమ్ కదలిక,നിര നീക്കുക
కలయిక,സമ്മിശണം
"కలయిక
 సర్క్యూట్","കോമ്പിനാഷണൽ
 സഞ്ചാരം"
"కలయిక
 లాజిక్","കോമ്പിനാഷണൽ
 തര്ക്കശാസ്തം"
"కలయిక
 లాజిక్ ఎలిమెంట్","കോമ്പിനാഷണൽ
 ലോജിക് ഘടകം"
కాంబినేషన్ హబ్,കോമ്പിനേഷൻ ഹബ്
కాంబినేటోరియల్ నెట్‌వర్క్,കോമ്പിനേറ്റോറിയൽ നെറ്റ്വർക്ക്
"కాంబినేటోరియల్
 సర్క్యూట్","കോമ്പിനേറ്ററി
 സഞ്ചാരം"
"కలిపి
 పంపిణీ
 ఫ్రేమ్","സംയോജിപ്പിച്ചിരിക്കുന്നു
 വിതരണ
 അസ്ഥികൂട്"
కంబైన్డ్ హెడ్,സംയോജിത തല
కంబైన్డ్ రీడ్/రైట్ హెడ్,സംയോജിത വായന / റൈറ്റ് ഹെഡ്
కంబైన్డ్ స్టేషన్,സംയോജിത സ്റ്റേഷൻ
కాంబినర్,കോമ്പിനർ
