Assamese,Kannada
চিঠিপত্ৰ নীতি,ಪತ್ರವ್ಯವಹಾರದ ತತ್ವ
সংশ্লিষ্ট কোণ,ಅನುಗುಣವಾದ ಕೋನ
সংশ্লিষ্ট পক্ষ,ಅನುಗುಣವಾದ ಬದಿ
coset,ಕಾಸೆಟ್
কোচাইন,ಕೊಸೈನ್
কোচাইন নিয়ম,ಕೊಸೈನ್ ಕಾನೂನು
খৰচ বিশ্লেষণ,ವೆಚ್ಚ ವಿಶ್ಲೇಷಣೆ
খৰচ সৰ্বাধিক কৰা,ವೆಚ್ಚ ಗರಿಷ್ಠಗೊಳಿಸುವಿಕೆ
গণনাযোগ্যতা স্বতন্ত্ৰতা,ಎಣಿಕೆ ತತ್ವ
গণনাযোগ্য,ಎಣಿಸಬಹುದಾದ
গণনাযোগ্য যোগকৰণ,ಎಣಿಸಬಹುದಾದ ಸಂಕಲನ
গণনাযোগ্য ভিত্তি,ಲೆಕ್ಕಿಸಬಹುದಾದ ಆಧಾರ
গণনাযোগ্য ভিত্তি,ಲೆಕ್ಕಿಸಬಹುದಾದ ಆಧಾರ
গণনাযোগ্য ছেট,ಲೆಕ್ಕಿಸಬಹುದಾದ ಸೆಟ್
গণনাযোগ্যভাৱে অসীম,ಲೆಕ್ಕಿಸಲಾಗದಷ್ಟು ಅನಂತ
বিৰোধ,ಕೌಂಟರ್
ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত,ಅಪ್ರದಕ್ಷಿಣಾಕಾರವಾಗಿ
কাউণ্টাৰ উদাহৰণ,ಕೌಂಟರ್ ಉದಾಹರಣೆ
সহাৱস্থান,ಸಹವರ್ತಿತ್ವ
সহাৱস্থান আইন,ಸಹವರ್ತಿ ಕಾನೂನು
সহাৱস্থান মেট্ৰিক্স,ಸಹವರ್ತಿ ಮ್ಯಾಟ್ರಿಕ್ಸ್
সহাৱস্থান পদ্ধতি,ಸಹವರ್ತಿ ವಿಧಾನ
সহাৱস্থান কৌশল,ಸಹವರ್ತಿ ತಂತ್ರ
ক্ৰেমাৰৰ নিয়ম,ಕ್ರಾಮರ್ ನಿಯಮ
ক্ৰেমাৰ-ৰাওৰ বৈষম্য,ಕ್ರೇಮರ್-ರಾವ್ ಅಸಮಾನತೆ
মাপকাঠী ফলন (=উদ্দেশ্যমূলক ফলন),ಮಾನದಂಡ ಕಾರ್ಯ (=ಆಬ್ಜೆಕ್ಟಿವ್ ಫಂಕ್ಷನ್)
জটিল কোণ,ನಿರ್ಣಾಯಕ ಕೋನ
জটিল বিন্দু,ನಿರ್ಣಾಯಕ ಬಿಂದು
কাৰ্য্যৰ জটিল বিন্দু,ಕಾರ್ಯದ ನಿರ್ಣಾಯಕ ಹಂತ
জটিল মূল্য,ನಿರ್ಣಾಯಕ ಮೌಲ್ಯ
জটিল বেগ,ನಿರ್ಣಾಯಕ ವೇಗ
ক্ৰছ কোৰিলেচন ফাংচন,ಅಡ್ಡ ಸಂಬಂಧದ ಕಾರ್ಯ
ক্ৰছ প্ৰডাক্ট,ಅಡ್ಡ ಉತ್ಪನ್ನ
ক্ৰছ ৰেচিঅ&#39;,ಅಡ್ಡ ಅನುಪಾತ
ক্ৰছ ছেকচনিং,ಅಡ್ಡ ವಿಭಾಗ
crypt,ನಿಗೂಢ
ঘনক,ಘನ
ঘনক সংখ্যা,ಘನ ಸಂಖ್ಯೆ
ঘনক মূল,ಘನ ಮೂಲ
ঘন,ಘನ
ঘনকীয়,ಘನಾಕೃತಿಯ
ঘন সমীকৰণ,ಘನ ಸಮೀಕರಣ
ঘন ইঞ্চি,ಘನ ಇಂಚು
ঘন মিটাৰ,ಘನ ಮೀಟರ್
ঘন প্যাৰাবোলা,ಘನ ಪ್ಯಾರಾಬೋಲಾ
ঘনমূল,ಘನ ಮೂಲ
ঘন পদ,ಘನ ಪದ
ঘনকীয়,ಘನಾಕೃತಿಯ
ক্ৰমবৰ্ধমান,ಸಂಚಿತ
ক্ৰমবৰ্ধমান বক্ৰ,ಸಂಚಿತ ಕರ್ವ್
ক্ৰমবৰ্ধমান বিতৰণ ফলন,ಸಂಚಿತ ವಿತರಣೆ ಕಾರ್ಯ
ক্ৰমবৰ্ধমান কম্পাঙ্ক,ಸಂಚಿತ ಆವರ್ತನ
ক্ৰমবৰ্ধমান কম্পাঙ্ক ফলন,ಸಂಚಿತ ಆವರ್ತನ ಕಾರ್ಯ
ক্ৰমবৰ্ধমান কম্পাঙ্ক গ্ৰাফ,ಸಂಚಿತ ಆವರ್ತನ ಗ್ರಾಫ್
ক্ৰমবৰ্ধমান সম্ভাৱনা ফলন,ಸಂಚಿತ ಸಂಭವನೀಯತೆ ಕಾರ್ಯ
curl,ಸುರುಳಿಯಾಗಿ
কাৰ্ল অৱ দ্য কংগ্ৰুৱেন্স,ಸಮಾನತೆಯ ಸುರುಳಿ
ভেক্টৰৰ কাৰ্ল,ವೆಕ್ಟರ್ನ ಸುರುಳಿ
কোঁচা বন্ধনী,ಕರ್ಲಿ ಬ್ರಾಕೆಟ್
সোঁত,ಪ್ರಸ್ತುತ
বৰ্তমান বিন্দু,ಪ್ರಸ್ತುತ ಬಿಂದು
বক্ৰতা,ವಕ್ರತೆ
বক্ৰতা প্ৰভাৱ,ವಕ್ರತೆಯ ಪರಿಣಾಮ
বক্ৰ,ವಕ್ರರೇಖೆ
বক্ৰ ৰেখা,ಬಾಗಿದ ರೇಖೆ
বক্ৰ ট্ৰেচিং,ಕರ್ವ್ ಟ್ರೇಸಿಂಗ್
বক্ৰৰেখাৰ এছিম্পটট,ಕರ್ವಿಲಿನಿಯರ್ ಅಸಿಂಪ್ಟೋಟ್
বক্ৰৰেখা স্থানাংক,ಕರ್ವಿಲಿನಿಯರ್ ನಿರ್ದೇಶಾಂಕಗಳು
বক্ৰৰেখাৰ ৰিগ্ৰেছন,ಕರ್ವಿಲಿನಿಯರ್ ರಿಗ್ರೆಷನ್
cusp,ತುದಿ
চক্ৰ,ಸೈಕಲ್
চক্ৰীয় তাৰতম্য,ಆವರ್ತಕ ಬದಲಾವಣೆ
চক্ৰীয় ক্ৰছ উৎপাদন,ಆವರ್ತಕ ಅಡ್ಡ ಉತ್ಪನ್ನ
চক্ৰীয় চাহিদা,ಆವರ್ತಕ ಬೇಡಿಕೆ
চক্ৰীয় প্ৰকাশ,ಆವರ್ತಕ ಅಭಿವ್ಯಕ್ತಿ
চক্ৰীয় গোট,ಆವರ್ತಕ ಗುಂಪು
চক্ৰীয় ক্ৰমবিন্যাস,ಆವರ್ತಕ ಕ್ರಮಪಲ್ಲಟನೆ
চাইক্ল&#39;ইড,ಸೈಕ್ಲೋಯ್ಡ್
চিলিণ্ডাৰ,ಸಿಲಿಂಡರ್
নলাকাৰ,ಸಿಲಿಂಡರಾಕಾರದ
নলাকাৰ পৃষ্ঠ,ಸಿಲಿಂಡರಾಕಾರದ ಮೇಲ್ಮೈ
চাইফাৰ,ಸೈಫರ್
D&#39;alembert ৰ নীতি,ಡಿ&#39;ಅಲೆಂಬರ್ಟ್ ತತ್ವ
ডেম্পড হাৰমনিক ফাংচন,ಹಾರ್ಮೋನಿಕ್ ಕಾರ್ಯವನ್ನು ತೇವಗೊಳಿಸಿತು
ডেম্পিং ধ্ৰুৱক,ಡ್ಯಾಂಪಿಂಗ್ ಸ್ಥಿರ
তথ্য,ಡೇಟಾ
তথ্যৰ উৎপত্তি,ಡೇಟಾ ಮೂಲ
তথ্য প্ৰক্ৰিয়াকৰণ ব্যৱস্থা,ಡೇಟಾ ಸಂಸ್ಕರಣಾ ವ್ಯವಸ್ಥೆ
ডাটা প্ৰচেছৰ,ಡೇಟಾ ಪ್ರೊಸೆಸರ್
ডাটা শ্বীট,ಮಾಹಿತಿಯ ಕಾಗದ
decagon,ದಶಭುಜ
ডেকাগ্ৰাম,ದಶಕ
ডেকামিটাৰ,ದಶಮಾನಕ
ক্ষয় ধ্ৰুৱক,ಕೊಳೆತ ಸ್ಥಿರ
ক্ষয় বক্ৰ,ಕೊಳೆತ ವಕ್ರರೇಖೆ
ডিচেন্ট ফাংচন,ಯೋಗ್ಯ ಕಾರ್ಯ
ডেচিগ্ৰাম,ಡೆಸಿಗ್ರಾಮ್
ডেচিল,ದಶಮಾನ
দশমিক,ದಶಮಾಂಶ
দশমিক ক&#39;ড,ದಶಮಾಂಶ ಕೋಡ್
দশমিক ক&#39;ডযুক্ত অংক,ದಶಮಾಂಶ ಕೋಡೆಡ್ ಅಂಕೆ
দশমিক প্ৰসাৰণ,ದಶಮಾಂಶ ವಿಸ್ತರಣೆ
দশমিক ভগ্নাংশ,ದಶಮಾಂಶ ಭಾಗ
দশমিক সংকেত,ದಶಮಾಂಶ ಸಂಕೇತ
দশমিক সংখ্যাকৰণ ব্যৱস্থা,ದಶಮಾಂಶ ಸಂಖ್ಯೆಯ ವ್ಯವಸ್ಥೆ
দশমিক বিন্দু,ದಶಮಾಂಶ ಬಿಂದು
দশমিক স্কেল,ದಶಮಾಂಶ ಪ್ರಮಾಣ
দশমিক ব্যৱস্থা,ದಶಮಾಂಶ ವ್ಯವಸ್ಥೆ
ডেচিমিটাৰ,ಡೆಸಿಮೀಟರ್
ডিচিফাৰ কৰা,ಅರ್ಥೈಸಿಕೊಳ್ಳುವುದು
সিদ্ধান্তৰ আৰ্হি,ನಿರ್ಧಾರ ಮಾದರಿ
সিদ্ধান্ত তত্ত্ব,ನಿರ್ಧಾರ ಸಿದ್ಧಾಂತ
সিদ্ধান্ত চলক,ನಿರ್ಧಾರ ವೇರಿಯಬಲ್
ডিকোডাৰ,ಡಿಕೋಡರ್
ডিকোডিং,ಡಿಕೋಡಿಂಗ್
পচনযোগ্য ছেট,ಕೊಳೆಯುವ ಸೆಟ್
হ্ৰাস পাইছে,ಕಡಿಮೆಯಾಗುತ್ತಿದೆ
হ্ৰাস পোৱা কাৰ্য্য,ಕಾರ್ಯವನ್ನು ಕಡಿಮೆಗೊಳಿಸುವುದು
ডেডেকিণ্ডৰ কাট,ಡೆಡೆಕಿಂಡ್ಸ್ ಕಟ್
ডেডেকাইণ্ডৰ উপপাদ্য,ಡೆಡೆಕಿಂಡ್ ಪ್ರಮೇಯ
deduce,ನಿರ್ಣಯಿಸಿ
ডিডক্টিভ পদ্ধতি,ಅನುಮಾನಾತ್ಮಕ ವಿಧಾನ
ত্ৰুটিপূৰ্ণ,ದೋಷಪೂರಿತ
সমীকৰণ সংজ্ঞায়িত কৰা,ಸಮೀಕರಣವನ್ನು ವ್ಯಾಖ್ಯಾನಿಸುವುದು
নিৰ্দিষ্ট অখণ্ড,ನಿರ್ದಿಷ್ಟ ಅವಿಭಾಜ್ಯ
নিৰ্দিষ্ট মেট্ৰিক্স,ನಿರ್ದಿಷ್ಟ ಮ್ಯಾಟ್ರಿಕ್ಸ್
সংজ্ঞা,ವ್ಯಾಖ್ಯಾನ
বিকৃতি বক্ৰ,ವಿರೂಪ ಕರ್ವ್
বিকৃত পৃষ্ঠ,ವಿರೂಪಗೊಂಡ ಮೇಲ್ಮೈ
অৱক্ষয়,ಅವನತಿ
ট্ৰেন্সপ&#39;ৰেচন সমস্যাত অৱক্ষয়,ಸಾರಿಗೆ ಸಮಸ್ಯೆಗಳಲ್ಲಿ ಅವನತಿ
ডিগ্ৰী,ಪದವಿ
অৱভেদ্য সমীকৰণৰ ডিগ্ৰী,ಡಿಫರೆನ್ಷಿಯಲ್ ಸಮೀಕರಣದ ಪದವಿ
স্বাধীনতাৰ মাত্ৰা,ಸ್ವಾತಂತ್ರ್ಯದ ಪದವಿ
বহুপদৰ ডিগ্ৰী,ಬಹುಪದದ ಪದವಿ
মচি পেলোৱা চুবুৰী,ಅಳಿಸಿದ ನೆರೆಹೊರೆ
ডেল্টা ফাংচন,ಡೆಲ್ಟಾ ಕಾರ್ಯ
চাহিদা আৰু উপযোগিতা বক্ৰ,ಬೇಡಿಕೆ ಮತ್ತು ಉಪಯುಕ್ತತೆಯ ರೇಖೆ
চাহিদা সমীকৰণ,ಬೇಡಿಕೆ ಸಮೀಕರಣ
চাহিদা কাৰ্য্য,ಬೇಡಿಕೆ ಕಾರ್ಯ
জনগাঁথনিগত অধ্যয়ন,ಜನಸಂಖ್ಯಾ ಅಧ್ಯಯನ
ডেম&#39;গ্ৰাফী,ಜನಸಂಖ್ಯಾಶಾಸ್ತ್ರ
ডি মইভ্ৰেৰ উপপাদ্য,ಡಿ ಮೊಯಿವ್ರೆ ಪ್ರಮೇಯ
প্ৰদৰ্শন,ಪ್ರದರ್ಶಿಸಿ
প্ৰদৰ্শন,ಪ್ರದರ್ಶನ
প্ৰদৰ্শনমূলক জ্যামিতি,ಪ್ರದರ್ಶಕ ರೇಖಾಗಣಿತ
হৰ,ಛೇದಕ
ঘন গোট,ದಟ್ಟವಾದ ಸೆಟ್
ঘনত্ব,ಸಾಂದ್ರತೆ
denumerable set,ಲೆಕ್ಕಿಸಲಾಗದ ಸೆಟ್
প্ৰস্থানকাৰী চলকসমূহ,ನಿರ್ಗಮಿಸುವ ಅಸ್ಥಿರ
নিৰ্ভৰশীল ইভেন্ট,ಅವಲಂಬಿತ ಘಟನೆ
নিৰ্ভৰশীল যাদৃচ্ছিক চলক,ಅವಲಂಬಿತ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್
নিৰ্ভৰশীল চলক,ಅವಲಂಬಿತ ವೇರಿಯಬಲ್
নিৰ্ভৰশীল ভিন্নতা,ಅವಲಂಬಿತ ವ್ಯತ್ಯಾಸ
ডিপ্ৰেছন এংগেল,ಖಿನ್ನತೆಯ ಕೋನ
ব্যুৎপত্তি,ವ್ಯುತ್ಪತ್ತಿ
ডেৰাইভেটিভ,ಉತ್ಪನ್ನ
ব্যুৎপন্ন শৃংখলা,ಪಡೆದ ಸರಣಿ
ব্যুৎপত্তি কৰা গোট,ಪಡೆದ ಸೆಟ್
অৱতৰণ কৰা,ಅವರೋಹಣ
অৱনমিত ক্ৰম,ಅವರೋಹಣ ಕ್ರಮ
অৱনমিত শৃংখলা,ಅವರೋಹಣ ಸರಣಿ
বৰ্ণনাত্মক জ্যামিতি,ವಿವರಣಾತ್ಮಕ ಜ್ಯಾಮಿತಿ
বৰ্ণনাত্মক আৰ্হি,ವಿವರಣಾತ್ಮಕ ಮಾದರಿ
বৰ্ণনাত্মক পৰিসংখ্যা,ವಿವರಣಾತ್ಮಕ ಅಂಕಿಅಂಶಗಳು
ডিজাইন,ವಿನ್ಯಾಸ
পৰীক্ষাৰ ডিজাইন,ಪ್ರಯೋಗದ ವಿನ್ಯಾಸ
ডেস্ক কেলকুলেটৰ,ಮೇಜಿನ ಕ್ಯಾಲ್ಕುಲೇಟರ್
ধৰা পেলোৱা,ಪತ್ತೆ
নিৰ্ণায়ক,ನಿರ್ಣಾಯಕ
নিৰ্ণায়ক ৰেংক,ನಿರ್ಣಾಯಕ ಶ್ರೇಣಿ
নিৰ্দ্ধাৰণ কৰা,ನಿರ್ಧರಿಸಿ
নিৰ্ধাৰিত আৰ্হি,ನಿರ್ಣಾಯಕ ಮಾದರಿ
নিৰ্ধাৰিত সমস্যা,ನಿರ್ಣಾಯಕ ಸಮಸ್ಯೆ
বিচ্যুতি,ವಿಚಲನ
বিচ্যুতি সহগ,ವಿಚಲನ ಗುಣಾಂಕ
ডায়েডিক ব্যৱস্থা,ಡಯಾಡಿಕ್ ವ್ಯವಸ್ಥೆ
তিৰ্যক,ಕರ್ಣೀಯ
এটা মেট্ৰিক্সৰ তিৰ্যকীকৰণ,ಮ್ಯಾಟ್ರಿಕ್ಸ್ನ ಕರ್ಣೀಕರಣ
তিৰ্যক মেট্ৰিক্স,ಕರ್ಣೀಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್
তিৰ্যক সাদৃশ্য,ಕರ್ಣೀಯ ಹೋಲಿಕೆ
ডায়েগ্ৰাম,ರೇಖಾಚಿತ್ರ
ডায়েগ্ৰামমেটিক পদ্ধতি,ರೇಖಾಚಿತ್ರ ವಿಧಾನ
ডায়াগ্ৰামমেটিক উপস্থাপন,ರೇಖಾಚಿತ್ರ ಪ್ರಸ್ತುತಿ
ব্যাস,ವ್ಯಾಸ
এটা গোটৰ ব্যাস,ಒಂದು ಸೆಟ್ನ ವ್ಯಾಸ
ডায়েমেট্ৰিকভাৱে বিপৰীত,ಸಂಪೂರ್ಣವಾಗಿ ವಿರುದ್ಧವಾಗಿ
পাশা নিক্ষেপ,ದಾಳ ಎಸೆಯುತ್ತಾರೆ
দ্বৈত শ্ৰেণীবিভাজন,ದ್ವಿಮುಖ ವರ್ಗೀಕರಣ
দ্বৈতবিভাজন,ಇಬ್ಭಾಗ
অভিধানৰ ক্ৰম,ನಿಘಂಟು ಆದೇಶ
পাৰ্থক্য কেলকুলাছ,ವ್ಯತ್ಯಾಸ ಕಲನಶಾಸ್ತ್ರ
পাৰ্থক্য সমীকৰণ,ವ್ಯತ್ಯಾಸ ಸಮೀಕರಣ
পাৰ্থক্য সূত্ৰ,ವ್ಯತ್ಯಾಸ ಸೂತ್ರ
পাৰ্থক্য পদ্ধতি,ವ್ಯತ್ಯಾಸ ವಿಧಾನ
গোটৰ পাৰ্থক্য,ಸೆಟ್ಗಳ ವ್ಯತ್ಯಾಸ
ভিন্নতামূলক,ಭಿನ್ನವಾಗಬಲ್ಲ
ভিন্নতাযোগ্য বক্ৰ,ವಿಭಿನ್ನ ಕರ್ವ್
ডিফাৰেন্সিয়েবল ফাংচন,ವಿಭಿನ್ನ ಕಾರ್ಯ
ডিফাৰেন্সিয়েল,ಭೇದಾತ್ಮಕ
ডিফাৰেন্সিয়েল কেলকুলাছ,ಭೇದಾತ್ಮಕ ಕಲನಶಾಸ್ತ್ರ
ডিফাৰেন্সিয়েল সহগ,ಭೇದಾತ್ಮಕ ಗುಣಾಂಕ
অৱভেদ্য সমীকৰণ,ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ
ভিন্নতামূলক ৰূপ,ಭೇದಾತ್ಮಕ ರೂಪ
ডিফাৰেন্সিয়েল সূত্ৰ,ಭೇದಾತ್ಮಕ ಸೂತ್ರ
ডিফাৰেন্সিয়েল ফাংচন,ಭೇದಾತ್ಮಕ ಕಾರ್ಯ
ডিফাৰেন্সিয়েল জ্যামিতি,ಭೇದಾತ್ಮಕ ಜ್ಯಾಮಿತಿ
উচ্চ ক্ৰমৰ ডিফাৰেন্সিয়েল,ಉನ್ನತ ಕ್ರಮಾಂಕದ ವ್ಯತ್ಯಾಸ
ডিফাৰেন্সিয়েল ভাগফল,ಭೇದಾತ್ಮಕ ಅಂಶ
পাৰ্থক্য কৰা,ಪ್ರತ್ಯೇಕಿಸಿ
পাৰ্থক্য,ವ್ಯತ್ಯಾಸ
পাৰ্থক্য সূত্ৰ,ವ್ಯತ್ಯಾಸ ಸೂತ್ರ
ভেক্টৰৰ পাৰ্থক্য,ವೆಕ್ಟರ್ನ ವ್ಯತ್ಯಾಸ
প্ৰসাৰণ,ಪ್ರಸರಣ
অংক,ಅಂಕಿ
ডিজিটেল কম্পিউটাৰ,ಡಿಜಿಟಲ್ ಕಂಪ್ಯೂಟರ್
ডিজিটেল ডাটা,ಡಿಜಿಟಲ್ ಡೇಟಾ
মাত্ৰা,ಆಯಾಮ
মাত্ৰাগততা,ಆಯಾಮ
মাত্ৰাহীন,ಆಯಾಮವಿಲ್ಲದ
সমীকৰণৰ মাত্ৰা,ಸಮೀಕರಣದ ಆಯಾಮ
ডাইফেন্টাইন সমীকৰণ,ಡಯೋಫಾಂಟೈನ್ ಸಮೀಕರಣ
ডিপ এংগেল,ಅದ್ದು ಕೋನ
ডাইপোলাৰ স্থানাংক,ದ್ವಿಧ್ರುವಿ ನಿರ್ದೇಶಾಂಕಗಳು
ডাইপোল,ದ್ವಿಧ್ರುವಿ
ডাইপিৰামিড (bipyramid),ಡಿಪಿರಮಿಡ್ (ಬೈಪಿರಮಿಡ್)
Dirac ডেল্টা ফাংচন,ಡೈರಾಕ್ ಡೆಲ್ಟಾ ಕಾರ್ಯ
প্ৰত্যক্ষ সাধাৰণ স্পৰ্শক,ನೇರ ಸಾಮಾನ್ಯ ಸ್ಪರ್ಶಕ
নিৰ্দেশিত কোণ,ನಿರ್ದೇಶಿಸಿದ ಕೋನ
নিৰ্দেশিত ৰেখা,ನಿರ್ದೇಶಿಸಿದ ಸಾಲು
দিশগত ব্যুৎপত্তি,ದಿಕ್ಕಿನ ಉತ್ಪನ್ನ
দিশ কোচাইন,ನಿರ್ದೇಶನ ಕೊಸೈನ್
maxima ৰ দিশ,ಗರಿಷ್ಠ ದಿಕ್ಕು
প্ৰক্ষেপণৰ দিশ,ಪ್ರೊಜೆಕ್ಷನ್ ನಿರ್ದೇಶನ
দিশ অনুপাত,ದಿಕ್ಕಿನ ಅನುಪಾತ
পৰিচালক বৃত্ত,ನಿರ್ದೇಶಕ ವಲಯ
পৰিচালক ক্ষেত্ৰ,ನಿರ್ದೇಶಕ ಗೋಳ
প্ৰত্যক্ষ উৎপাদন,ನೇರ ಉತ್ಪನ್ನ
প্ৰত্যক্ষ প্ৰমাণ,ನೇರ ಪುರಾವೆ
প্ৰত্যক্ষ অনুপাত,ನೇರ ಅನುಪಾತ
ডাইৰেক্টিক্স,ಡೈರೆಕ್ಟ್ರಿಕ್ಸ್
প্ৰত্যক্ষ যোগফল,ನೇರ ಮೊತ್ತ
disconncted ছেটসমূহ,ಸಂಪರ್ಕ ಕಡಿತಗೊಂಡ ಸೆಟ್‌ಗಳು
বিচ্ছিন্নতা,ಸ್ಥಗಿತಗೊಳಿಸುವಿಕೆ
ডেৰাইভেটিভৰ বিচ্ছিন্নতা,ಉತ್ಪನ್ನದ ಸ್ಥಗಿತ
প্ৰথম ধৰণৰ বিচ্ছিন্নতা,ಮೊದಲ ರೀತಿಯ ಸ್ಥಗಿತ
দ্বিতীয় প্ৰকাৰৰ বিচ্ছিন্নতা,ಎರಡನೇ ರೀತಿಯ ಸ್ಥಗಿತ
বিচ্ছিন্ন বিতৰণ,ನಿರಂತರ ವಿತರಣೆ
বিচ্ছিন্ন কাৰ্য্য,ನಿರಂತರ ಕಾರ್ಯ
বিচ্ছিন্ন ভেৰিয়েট,ನಿರಂತರ ವ್ಯತ್ಯಾಸ
বিচ্ছিন্ন,ಪ್ರತ್ಯೇಕವಾದ
বিচ্ছিন্ন বিতৰণ,ಪ್ರತ್ಯೇಕ ವಿತರಣೆ
বিচ্ছিন্ন সম্ভাৱনা বিতৰণ,ಪ್ರತ್ಯೇಕ ಸಂಭವನೀಯತೆಯ ವಿತರಣೆ
বিচ্ছিন্ন যাদৃচ্ছিক চলক,ಡಿಸ್ಕ್ರೀಟ್ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್
বিচ্ছিন্ন নমুনা স্থান,ಪ್ರತ್ಯೇಕ ಮಾದರಿ ಜಾಗ
বিচ্ছিন্ন গোট,ಪ್ರತ್ಯೇಕ ಸೆಟ್
বিচ্ছিন্ন স্থান,ಪ್ರತ್ಯೇಕ ಜಾಗ
বিচ্ছিন্ন টপোলজি,ಪ್ರತ್ಯೇಕ ಸ್ಥಳಶಾಸ್ತ್ರ
বিচ্ছিন্ন ভিন্নতা,ಪ್ರತ್ಯೇಕ ವ್ಯತ್ಯಾಸ
বৈষম্যমূলক,ತಾರತಮ್ಯ
বৈষম্যমূলক বিশ্লেষণ (=বৈষম্যমূলক বিশ্লেষণ),ತಾರತಮ್ಯ ವಿಶ್ಲೇಷಣೆ (=ತಾರತಮ್ಯ ವಿಶ್ಲೇಷಣೆ)
disjoint,ಭಿನ್ನಾಭಿಪ್ರಾಯ
অসংলগ্ন পৰিঘটনা,ಅಸಂಬದ್ಧ ಘಟನೆಗಳು
disjoint sets,ಅಸಂಯೋಜಿತ ಸೆಟ್ಗಳು
disjoint union,ಅವಿಭಕ್ತ ಒಕ್ಕೂಟ
বিচ্ছিন্নতা,ವಿಘಟನೆ
বিক্ষিপ্ততা,ಪ್ರಸರಣ
বিক্ষিপ্ততা লেখচিত্ৰ,ಪ್ರಸರಣ ಚಾರ್ಟ್
বিক্ষিপ্ততা ধ্ৰুৱক,ಪ್ರಸರಣ ಸ್ಥಿರ
বিক্ষিপ্ততা ডায়েগ্ৰাম,ಪ್ರಸರಣ ರೇಖಾಚಿತ್ರ
বিক্ষিপ্ততা মেট্ৰিক্স (=সচল মেট্ৰিক্স),ಪ್ರಸರಣ ಮ್ಯಾಟ್ರಿಕ್ಸ್ (=ಕೋವೇರಿಯನ್ಸ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್)
স্থানচ্যুতি,ಸ್ಥಳಾಂತರ
প্ৰদৰ্শন,ಪ್ರದರ್ಶನ
প্ৰদৰ্শন একক (=কনছল),ಪ್ರದರ್ಶನ ಘಟಕ (=ಕನ್ಸೋಲ್)
অসদৃশ,ಭಿನ್ನವಾದ
অপচয়কাৰী শক্তি,ವಿಘಟಿಸುವ ಶಕ್ತಿಗಳು
দূৰত্বৰ ফলন,ದೂರ ಕಾರ್ಯ
দূৰত্ব মডুলাছ,ದೂರ ಮಾಡ್ಯುಲಸ್
বিতৰণ-মুক্ত পদ্ধতি,ವಿತರಣೆ-ಮುಕ್ತ ವಿಧಾನ
বিতৰণ আইন,ವಿತರಣಾ ಕಾನೂನು
বিচ্ছিন্নতা,ಬೇರೆಯಾಗುತ್ತವೆ
বিচ্ছিন্নতা,ಭಿನ್ನತೆ
বিচ্ছিন্নতা উপপাদ্য,ಡೈವರ್ಜೆನ್ಸ್ ಪ್ರಮೇಯ
divergent,ಭಿನ್ನವಾದ
বিচ্ছিন্ন শৃংখলা,ವಿಭಿನ್ನ ಸರಣಿ
বিভক্ত পাৰ্থক্য,ವಿಭಜಿತ ವ್ಯತ್ಯಾಸ
বিভাজনযোগ্যতা,ವಿಭಜನೆ
ভাগ কৰিব পৰা,ಭಾಗಿಸಬಹುದಾದ
বিভাজন,ವಿಭಾಗ
বিভাজন এলগৰিদম,ವಿಭಾಗ ಅಲ್ಗಾರಿದಮ್
ডিভিজন ৰিং,ವಿಭಾಗದ ಉಂಗುರ
ডোডেকাগন,ಡೋಡೆಕಾಗನ್
ডোডেকাহেড্ৰন,ದ್ವಾದಶಮುಖ
ডমেইন,ಡೊಮೇನ್
এটা ফাংচনৰ ডমেইন,ಕಾರ್ಯದ ಡೊಮೇನ್
সংজ্ঞাৰ ডমেইন,ವ್ಯಾಖ್ಯಾನದ ಡೊಮೇನ್
অস্তিত্বৰ ক্ষেত্ৰ,ಅಸ್ತಿತ್ವದ ಡೊಮೇನ್
প্ৰধান কৌশল,ಪ್ರಬಲ ತಂತ್ರ
ডপলাৰ ইফেক্ট,ಡಾಪ್ಲರ್ ಪರಿಣಾಮ
ডট প্ৰডাক্ট,ಡಾಟ್ ಉತ್ಪನ್ನ
বিন্দুযুক্ত বক্ৰ,ಚುಕ್ಕೆಗಳ ವಕ್ರರೇಖೆ
ডাবল পাৰ্থক্য,ಎರಡು ವ್ಯತ್ಯಾಸ
ডাবল ঘাতীয় বিতৰণ,ಡಬಲ್ ಘಾತೀಯ ವಿತರಣೆ
ডাবল হেলিক্স,ಡಬಲ್ ಹೆಲಿಕ್ಸ್
ডাবল ইন্টিগ্ৰেল,ಡಬಲ್ ಅವಿಭಾಜ್ಯ
ডাবল ইন্টিগ্ৰেচন,ಡಬಲ್ ಏಕೀಕರಣ
ডাবল লিমিট,ಎರಡು ಮಿತಿ
ডাবল নমুনা সংগ্ৰহৰ পৰিকল্পনা,ಎರಡು ಮಾದರಿ ಯೋಜನೆ
ডাবল ক্ৰম,ಎರಡು ಅನುಕ್ರಮ
ডাবল ছিৰিজ,ಡಬಲ್ ಸರಣಿ
