Bengali,Punjabi
সিনচোনা অফিসিনালিস,ਸਿਨੋਲੋ ਕਾਂਟੀ
চিরোপটারফিলি,ਕਾਇਰੋਪ੍ਰਾਈਲੀਲੀ
চিটিন,ਚਿਤਿਨ
চিটিনাস,Chitinous
ক্ল্যামিডিয়া ট্র্যাচোমেটিস,ਕਲੇਮੀਡੀਆ ਟ੍ਰੈਕੋਮਾਇਟੀ
ক্ল্যামিডিয়াসিস,Chlamydiasis
ক্ল্যামিডোমোনাস,ਕਲੇਮੀਡੋਬੋਨਸ
ক্লোরামফেনিকোল,ਚਲੋਰਾਮੈਂਥਿਕੋਲ
ক্লোরেলা,Chloorell
ক্লোরেনচাইমা,Chlorechyma
ক্লোরাইড সেল,ਕਲੋਰਾਈਡ ਸੈੱਲ
ক্লোরিন,ਕਲੋਰੀਨ
ক্লোরোফ্লুওরো কার্বন (সিএফসিএস),ਕਲੋਰੋਫਲੋੋਰੋ ਕਾਰਬਨ (ਸੀ.ਐੱਫ.ਸੀ.)
ক্লোরোফর্ম,ਕਲੋਰੋਫਾਰਮ
ক্লোরোফাইসি,ਕਲੋਰੋਫਾਈਸੈ
ক্লোরোফাইট পূর্বপুরুষ,ਕਲੋਰੋਫਾਇਟ ਪੂਰਵਜ
ক্লোরোসিস,ਕਲੋਰੋਸਿਸ
ক্লোরোসিস,ਕਲੋਰੋਸਿਸ
কোওনোসাইট,ChooNocyte
Cholecystokinesis,ਕੋਲੇਸੀਸਟੋਕਾਈਨਿਸ
কোলেসিস্টোকিনিন,ਕੋਲੇਸੀਸਟੋਕਿਨਿਨ
কোলেস্টেরল,ਕੋਲੇਸਟ੍ਰੋਲ
কোলিনার্জিক,Cholinergic
Chondrichthyes,ਚਾਂਡ੍ਰਿਚਾਇਥੀਜ਼
কনড্রিন,Chondrin
কনড্রোসাইট,Chondrocyte
কর্ডে টেন্ডিনা,ਕੋਰੀਡੇ ਟੈਂਡੀਨ
কর্ডাটা,ਚੌਰਡਟਾ
Chorioallantoic প্ল্যাসেন্টা,ਕੋਰਿਓਲੈਂਟੋਟਿਕ ਪਲੇਸੈਂਟਾ
কোরিওন,Chorion
কোরিওনিক কর্টিকোট্রপিন,Chorionic ਕੋਰਟਿਕੋਟ੍ਰੋਪਿਨ
কোরিওনিক গোনাডোট্রপিন,Chorionic Gonadotropin
কোরিওনিক থাইরোট্রপিন,Chorionic ਥਾਈਰੋਟਰੋਪਿਨ
কোরয়েড,Choroid
ক্রোমাটিড,Chrimindidd
ক্রোমাটিন ফাইবার,ਕ੍ਰੋਮੈਟਿਨ ਫਾਈਬਰ
ক্রোমাটিন,ਕ੍ਰੋਮੈਟਿਨ
ক্রোমাটোগ্রাফিক কৌশল,ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫਿਕ ਤਕਨੀਕ
ক্রোমাটোগ্রাফি,ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ
ক্রোমাটোফোর,ਕ੍ਰੋਮੋਮੈਟੋਫੋਫੋਰ
ক্রোমোজেনিক সাবস্ট্রেট,ਕ੍ਰੋਮੋਜਿਨਿਕ ਘਟਾਓਣਾ
ক্রোমোনেমা,ਕ੍ਰੋਮੋਨਮਾ
ক্রোমোফোর,ਕ੍ਰੋਮੋਫੋਰ
ক্রোমোপ্লাস্ট,ਕ੍ਰੋਮੋਪਲਾਸਟ
ক্রোমোসোমাল ক্ষয়,ਕ੍ਰੋਮੋਸੋਮਲ ਅਸਬਰਾਬੰਦ
ক্রোমোসোমাল ত্রুটি,ਕ੍ਰੋਮੋਸੋਮਲ ਨੁਕਸ
ক্রোমোজোম ম্যাপিং,ਕ੍ਰੋਮੋਸੋਮ ਮੈਪਿੰਗ
বংশের ক্রোমোজোম তত্ত্ব,ਖਰਮੇ ਦਾ ਕ੍ਰੋਮੋਸੋਮ ਥਿ .ਰੀ
উত্তরাধিকার ক্রোমোজোম তত্ত্ব,ਵਿਰਾਸਤ ਦਾ ਕ੍ਰੋਮੋਸੋਮ ਥਿ .ਰੀ
দুরারোগ্য ব্রংকাইটিস,ਦੀਰਘ ਸੋਜ਼ਸ਼
দীর্ঘস্থায়ী মাইয়েড লিউকেমিয়া,ਦੀਰਘ ਮਾਇਓਡ ਲੂਕਿਮੀਆ
ক্রনিকল,ਕ੍ਰੋਨਿਕਲ
কালানুক্রমিকভাবে,ਇਤਿਹਾਸਕ ਤੌਰ ਤੇ
ক্রিস্যান্থেমাম সিনেরিয়ালফোলিয়াম,ਕ੍ਰਾਈਸੈਂਥੇਮਮ ਸਿਨੇਰਾਅਫੀਲੀਅਮ
ক্রিস্যান্থেমাম সূচক,ਕ੍ਰਾਈਸੈਂਥੇਮਮ ਇੰਡੀਮ
ক্রাইথেমাম রোজাম,ਕ੍ਰਾਇੰਸ਼ਨਮਮ ਰੋਸਮ
ক্রিসোফাইটা,ਕ੍ਰਾਈਸੋਫ਼ਟਾ
ক্রিসোফাইট,ਕ੍ਰਾਈਸੋਫਾਈ
চিলোমিক্রন,Chylomicron
চিম,Chyme
Chymotrypsin,Chymotrypsin
সিকদা,ਸਿਕਦਾ
সিসার অ্যারিটিনাম,ਸਾਇਅਰ ਏਰੀਟਿਨਮ
সিচলিড ফিশ,Cichlid ਮੱਛੀ
সি-হরিজোন,ਸੀ-ਹੋਰੀਜੋਨ
সিলিয়া,ਸੀਲਿਆ
Ciliary শরীর,ਗਿਲਿਅਰੀ ਸਰੀਰ
সিলারি গ্যাংলিওন,ਸਿਲੇਰੀ ਗੈਂਗਲੀਅਨ
সিলারি মুভমেন্ট,ਸਿਲਾਈਡਰੀ ਲਹਿਰ
সিলারি,ਗਿਲੀਆਰੀ
সিলিয়েট,ਸੀਲੀਏਟ
সিলিয়াম (সিলিয়া),Cilia (Cilia)
সিনচোনা,ਸਿਨੋਨਾ
সিওনা,ਸਿਓਨਾ
সিপ্রোফ্লোকসাকিন,ਸਿਪ੍ਰੋਫਲੋਕਸਸੀਨ
প্রচলন,ਗੇੜ
সংবহনতন্ত্র,ਸਰਕੂਲੇਟਰੀ ਸਿਸਟਮ
সারসোমোফেজিয়াল কমিসার,ਘੇਰੋਪੈਫਜੀਲ ਕਮਿਸਰ
সিরহোজ,ਸਿਰਹੋਜ਼
সিরোসিস,ਸਿਰੋਸਿਸ
সিরহৌস,Cir cirhousous
সিস্টারনা,Cterna
সিস্ট্রন,Cistrann
সিট্রুলাইন,ਸਿਟਰਲਾਈਨ
লেবু জাতীয় ফল,ਨਿੰਬੂ ਫਲ
দখল,ਕਲੈਡੀਜਿਸਟਿਕਸ
ক্লেডোড,ਕਲੇਡਡ
ক্লাডোফোরা,ਕਲੋਡੋਫੋਰਾ
ক্লারিয়াস গ্যারিপিনাস,ਕਲੇਰੀਆ ਗਾਰਸੀਪਿਨਸ
ক্লাস,ਕਲਾਸ
ক্লাস,ਕਲਾਸ
শ্রেণিবদ্ধকরণ,ਵਰਗੀਕਰਣ
Clavicesps,ਕਲੇਵਿਸ
হাতল,ਕਲੇਵਿਕਲ
নখর অঙ্ক,ਕਪੜੇ
ক্লে,ਮਿੱਟੀ
বিদারণ খাঁজ কাটা,ਕਲੇਵੇਜ ਫੁਰੋ
ক্লিস্টোগ্যামাস,ਕਲੇਸ਼
ক্লেমেটিস,ਕਲੇਮੇਟਿਸ
জলবায়ু,ਮੌਸਮ
জলবায়ু অঞ্চল,ਮੌਸਮ ਜ਼ੋਨ
জলবায়ু পরামিতি,ਜਲਵਾਯੂ
ক্লাইম্যাক্স সম্প্রদায়,ਸਿਖਰ ਤੇ ਕਮਿ Community ਨਿਟੀ
লতা,ਚੜਾਈ
আরোহণ,ਚੜ੍ਹਨਾ
ক্লিনিকাল পিরিয়ড,ਕਲੀਨਿਕਲ ਅਵਧੀ
ক্লিটেলার,ਕਲਿਟੇਲਰ
ক্লিটেলাম,ਕਲਾਈਟਲਮ
ভগাঙ্কুর,ਕਲਾਕਾਰ
ভগাঙ্কুর,ਕਲਿਟਰਿਸ
ক্লোচা,ਕਲੋਕਾ
ক্লোনাল ব্যাঙ,ਕਲੋਨਲ ਡੱਡੂ
ক্লোনাল প্রচার,ਕਲੋਨਲ ਪ੍ਰਸਾਰ
ক্লোনাল নির্বাচন,ਕਲੋਨਲ ਚੋਣ
ক্লোন,ਕਲੋਨ
ক্লোনিং,ਕਲੋਨਿੰਗ
বিবাহ বন্ধ করুন,ਵਿਆਹ ਨੂੰ ਬੰਦ ਕਰੋ
বন্ধ সিস্টেম,ਬੰਦ ਸਿਸਟਮ
ক্লোস্ট্রিডিয়াম,ਕਲੋਸਟ੍ਰਿਡਿਅਮ
ক্লোস্ট্রিডিয়াম বুটিলিসিয়াম,ਕਲੋਸਟ੍ਰਿਡਿਅਮ ਬੋਟਲਿ iiialium ਜ਼ੀਅਮ
ক্লট বাস্টার,ਕਲੋਟ ਬੁਸਟਰ
রক্ত জমাট বাঁধা,ਖੂਨ ਦੀ ਜੰਮਣਾ
ক্লোভার বিন,ਕਲੋਵਰ ਬੀਨ
ক্লোভার-পাতা মডেল,ਕਲੋਵਰ-ਪੱਤਾ ਮਾਡਲ
ক্লাউন ফিশ,ਕਲੋਨ ਫਿਸ਼
Cnidarians,ਸੀਨੀਡੀਆਕਾਰ
Cnidoblast,Cnidblast
Coaservate,ਸਹਿਣਸ਼ੀਲਤਾ
মোটা সমন্বয় গিঁট,ਮੋਟੇ ਐਡਜਸਟਮੈਂਟ ਨੋਬ
মোটা বালি,ਮੋਟੇ ਰੇਤ
উপকূলীয় une,ਤੱਟਵਰਤੀ ਡੀਸ
উপকূলীয় চিংড়ি সংস্কৃতি খামার,ਤੱਟਵਰਤੀ ਪ੍ਰਤ ਸਭਿਆਚਾਰ ਫਾਰਮ
কোবাল্ট,ਕੋਬਾਲਟ
কোকেন,ਕੋਕੀਨ
কোক্সিডিওসিস,ਕੋਕਸੀਡੀਓਸਿਸ
কোকাস,COCCUS
কোকসেক্স,ਕੋਸੈਕੈਕਸ
কোচলিয়া,ਕੋਚਲਿਆ
কোচলিয়া,ਕੋਚਲਿਆ
কোকুন,ਕੋਕੂਨ
কোডেড জেনেটিক প্রোগ্রাম,ਕੋਡ ਜੈਨੇਟਿਕ ਪ੍ਰੋਗਰਾਮ
কোডাইন,ਕੋਡਾਈਨ
কোডিং,ਕੋਡਿੰਗ
কোডিং,ਕੋਡਿੰਗ
কোডিং,ਕੋਡਿੰਗ
কোডিং স্ট্র্যান্ড,ਕੋਡਿੰਗ ਸਟ੍ਰੈਂਡ
কোডমিনেন্স,ਕੋਡੋਮਾਈਨੈਂਸ
কোডন,ਕੋਡੋਨ
Colenterate,ਕੋਇਰੇਟਰਰੇਟ
কোয়েলেন্টারন,ਕੋਲੇਨਟਰੋਨ
সিলিয়াক গ্যাংলিওন,ਸੇਲੀਆਕ ਗੈਂਗਲੀਅਨ
কোয়েলোমেট,ਕੋਲੀਮੈਟ
কোয়েলোম,ਕੋਮਲ
কোয়েলোমিক এপিথেলিয়াম,ਕੋਨੇਮਿਕ ਐਪੀਥੀਲਿਅਮ
কোয়েলমিক তরল,ਕੋਮਲ ਤਰਲ
কোয়েলোমো স্যাক,Coelomo SAC
কোয়েনোসাইটিক,ਕੋਨੋਵਿਟਿਕ
Coenopodeaceae,ਕੋਨੋਪੋਡੀਆਸੈ
কোএনজাইম,ਸਿੱਕੇ
সহ-বিবর্তন,ਸਹਿ-ਵਿਕਾਸ
সহ-বিলুপ্তি,ਸਹਿ-ਵਿਗਾੜ
সহ-গুণক,ਸਹਿ-ਕਾਰਕ
সংহতি,ਏਕਤਾ
সংহতি শক্তি,ਸਹਿਣਸ਼ੀਲਤਾ
সংহতি তত্ত্ব,ਸਹਿਯੋਗੀ ਸਿਧਾਂਤ
সংহতি-টান-ট্রান্সপায়ারেশন,ਏਕਤਾ-ਤਣਾਅ-ਪਾਰਦਰਸ਼ੀ
সহযোগিতা,ਕੋਹੋਰਟ
সর্পিল বা হেলিক্যালি কয়েলড,ਰਾਇਕੁਲਰ ਜਾਂ ਹੈਲੀਕਲੀ
কয়েলড,ਕੋਇਲਡ
কোয়েটস,ਕੋਇਟਸ
কোয়েটস ইন্টারপ্রেটাস (প্রত্যাহার),CITUs ਇੰਟਰਫੋਟਸ (ਕ withdrawal ਵਾਉਣ)
কোলচিসিন,ਕੋਲਚਿਨ
কোলচিকাম শারদীয়,ਕੋਲਚਿਕਮ ਆਟੋਮੈਨੇਲ
ঠান্ডা মাথায়,ਠੰਡੇ ਲਹੂ ਨਾਲ
ঠান্ডা মরুভূমি,ਠੰਡੇ ਮਾਰੂਥਲ
কোল্ড রিসেপ্টর,ਕੋਲਡ ਰੀਸੈਪਟਰ
কোলিওপটারান,ਕੋਲੀਓਪਲੇਨ
কোলিওপটাইল,ਕੋਲੀਓਪੈਟਾਈਲ
কোলিওরহিজা,ਕੋਲੀੋਰਹਿਜ਼ਾ
কোলিয়াস,ਕੋਲੇਸ
কোলাজেন,ਕੋਲੇਜਨ
কোলাজেন ফাইবার,ਕੋਲੇਜਨ ਫਾਈਬਰ
কলার,ਕਾਲਰ
জামানত গ্রন্থি,ਜਮਾਂਦਰੂ ਗਲੈਂਡ
টিউবুল সংগ্রহ করা,ਤੁਲੇ ਨੂੰ ਇਕੱਠਾ ਕਰਨਾ
সংগ্রহ নালী,ਡੈਕਟ ਨੂੰ ਇਕੱਠਾ ਕਰਨਾ
কোলেটোট্রিচাম,ਕੁਲੋਟ੍ਰਿਚਮ
কলোব্লাস্ট সেল,ਕੋਲੋਬਲਾਸਟ ਸੈੱਲ
কোলয়েড,ਕੋਲੋਇਡ
কোলয়েডাল,ਕੋਲੋਇਡਲ
কলোকাসিয়া,ਕੋਲੋਕੈਸੀਆ
কোলন,ਕੋਲਨ
Colon পনিবেশিক ফর্ম,ਬਸਤੀਵਾਦੀ ਰੂਪ
Colon পনিবেশিক নস্টোক,ਬਸਤੀਵਾਦੀ ਨੋਂਕੋਕ
উপনিবেশ,ਬਸਤੀਕਰਨ
কলোনী,ਕਲੋਨੀ
কলস্ট্রাম,ਕੋਲੋਸਟ੍ਰਮ
রঙ অন্ধত্ব,ਰੰਗ ਅੰਨ੍ਹੇਪਣ
কলাম ক্রোমাটোগ্রাফি,ਕਾਲਮ ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ
বার্টিনি কলাম,ਬਰਟਿਨੀ ਦਾ ਕਾਲਮ
কলামার এপিথেলিয়াম,ਕਾਲਮਨਰ ਐਪੀਥੀਲਿਅਮ
চিরুনি প্লেট,ਕੰਘੀ ਪਲੇਟ
সম্মিলিত প্রতিরোধের ঘাটতি সিন্ড্রোম,ਸੰਯੁਕਤ ਇਮਿ .ਨ ਦੀ ਘਾਟ ਸਿੰਡਰੋਮ
সম্মিলিত ওজন,ਸੰਯੁਕਤ ਭਾਰ
কম্ব-জেলি,ਕੰਘੇ-ਜੈਲੀ
দহন,ਜਲਣ
দহন প্রক্রিয়া,ਜਲਣ ਪ੍ਰਕਿਰਿਆ
কমা,ਕਾਮੇ
কমেন্সালিজম,ਰਿਮੈਂਸੀਵਾਦ
কমিসুরাল জাহাজ,ਕਾਮੀਸਚਰਲ ਭਾਂਡੇ
সাধারণ পূর্বপুরুষ,ਆਮ ਪੂਰਵਜ
সাধারণ ক্যারোটিড ধমনী,ਆਮ ਕੈਰੋਟਿਡ ਆਰਟਰੀ
সাধারণ ভারতীয় তুষার,ਆਮ ਭਾਰਤੀ ਮੋੜ
সম্প্রদায় বৈচিত্র্য,ਕਮਿ Community ਨਿਟੀ ਵਿਭਿੰਨਤਾ
সম্প্রদায় মিথস্ক্রিয়া,ਕਮਿ Community ਨਿਟੀ ਗੱਲਬਾਤ
সংযোগ,ਸੰਕੁਚਨ
সঙ্গী সেল,ਸਾਥੀ ਸੈੱਲ
তুলনামূলক অ্যানাটমি,ਤੁਲਨਾਤਮਕ ਸਰੀਰ ਵਿਗਿਆਨ
তুলনামূলক আকারবিজ্ঞান,ਤੁਲਨਾਤਮਕ ਰੂਪ ਵਿਗਿਆਨ
সামঞ্জস্যতা,ਅਨੁਕੂਲਤਾ
সামঞ্জস্যতা,ਅਨੁਕੂਲਤਾ
ক্ষতিপূরণ পুনর্জন্ম,ਮੁਆਵਜ਼ਾ
সক্ষম সেল,ਸਮਰੱਥ ਸੈੱਲ
সক্ষম হোস্ট,ਸਮਰੱਥ ਹੋਸਟ
প্রতিযোগিতা,ਮੁਕਾਬਲਾ
প্রতিযোগিতামূলক বাধা,ਮੁਕਾਬਲੇਬਾਜ਼ੀ ਰੋਕਥਾਮ
প্রতিযোগিতামূলক বাধা,ਮੁਕਾਬਲੇ ਵਾਲੇ ਇਨਿਹਿਬਟਰ
পরিপূরক,ਪੂਰਕਤਾ
পরিপূরক ফিল্টার,ਪੂਰਕ ਫਿਲਟਰ
পরিপূরক জিন,ਪੂਰਕ ਜੀਨ
পরিপূরক জুটি,ਪੂਰਕ ਜੋੜੀ
সম্পূর্ণ হজম ট্র্যাক্ট,ਪੂਰਾ ਪਾਚਨ ਟ੍ਰੈਕਟ
সম্পূর্ণ লিঙ্কেজ,ਪੂਰਾ ਲਿੰਕ
সম্পূর্ণ জারণ,ਮੁਕੰਮਲ ਆਕਸੀਕਰਨ
জটিল,ਗੁੰਝਲਦਾਰ
জটিল,ਗੁੰਝਲਦਾਰ
জটিল,ਗੁੰਝਲਦਾਰ
জটিল টিস্যু,ਗੁੰਝਲਦਾਰ ਟਿਸ਼ੂ
সংমিশ্রণ,ਕੰਪੋਜ਼ਿਟ
যৌগিক Corymb,ਮਿਸ਼ਰਿਤ ਕੋਰੀਬ
যৌগিক এপিথেলিয়াম,ਮਿਸ਼ਰਿਤ ਐਪੀਥੀਹਾਈਲ
যৌগিক চোখ,ਮਿਸ਼ਰਿਤ ਅੱਖਾਂ
যৌগিক আম্বেল,ਮਿਸ਼ਰਿਤ ਅੰਬੈਲ
বাধ্যতামূলক ক্রিয়া,ਮਜਬੂਰੀ ਕਾਰਵਾਈ
গণনা জীববিজ্ঞান,ਕੰਪਿ ut ਟੇਸ਼ਨਲ ਜੀਵ-ਵਿਗਿਆਨ
গণিত টমোগ্রাফি,ਕੰਪਿ ut ਟਿਡ ਟੋਮੋਗ੍ਰਾਫੀ
কম্পিউটারের পর্দা,ਕੰਪਿ Computer ਟਰ ਸਕਰੀਨ
ঘন প্রস্রাব,ਮਕੁਰਾਂ ਦਾ ਕੇਂਦਰਿਤ
একাগ্রতা,ਧਿਆਨ ਟਿਕਾਉਣਾ
ঘনত্ব গ্রেডিয়েন্ট,ਇਕਾਗਰਤਾ ਗਰੇਡੀਐਂਟ
ধারণা,ਸੰਕਲਪ
ঘনীভবন,ਸੰਘਣੇਪਣ
ঘনীভবন,ਸੰਘਣੇਪਣ
কনডেনসেশন ডিকোনডেনসেশন চক্র,ਸੰਘਣੇਤਾ ਵਿਧੀ ਚੱਕਰ
ঘনীভূত অবস্থা,ਸੰਘਣੀ ਰਾਜ
কনডেন্সার লেন্স,ਕੰਡੈਂਸਰ ਲੈਂਜ਼
শর্তসাপেক্ষ,ਸ਼ਰਤ
শর্তসাপেক্ষ,ਸ਼ਰਤ
স্নায়ু প্রবণতা চালনা,ਨਸ ਪ੍ਰਭਾਵ ਦਾ ਸੰਚਾਲਨ
জল চালনা,ਪਾਣੀ ਦੀ ਸੰਚਾਲਨ
পরিবাহী ইলেক্ট্রোলাইট জেল,ਕੰਡਕੈਕਟਿਵ ਇਲੈਕਟ੍ਰੋਲਾਈਟ ਜੈੱਲ
শঙ্কু,ਕੋਨ
মেনে চলা,ਅਨੁਕੂਲ
কনফর্মার,ਪ੍ਰੇਸ਼ਾਨ
জন্মগত,ਜਮਾਂਦਰੂ
শঙ্কু মূল,ਕੌਨਲ ਰੂਟ
শঙ্কু,ਕੋਨਿਕਲ
কনিডিয়া,ਕਨਾਇਡੀਆ
শঙ্কু,ਕੋਨੀਫੋਰ
কনিফেরিয়া,ਕਨਫੈਸੀ
কনিফেরোপিডিড,ਕੋਨਿਫਰੋਫਿਡਾ
সংযুক্ত ভাস্কুলার বান্ডিল,ਭਾਂਤ ਭਾਂਤ ਭੰਗ
সংযুক্ত,ਕੀਤਾ
সংমিশ্রণ,ਸੰਜੋਗ
কনজেক্টিভা,ਕੰਨਜੰਵਾਵਾ
কনজেক্টিভ টিস্যু,ਸੰਜੋਗ ਟਿਸ਼ੂ
যোজক কলা,ਕਨੈਕਟਿਵ ਟਿਸ਼ੂ
কনেলের পরীক্ষা,ਕੁਨੈਲ ਦਾ ਤਜਰਬਾ
সংরক্ষণ বনায়ন,ਸੰਭਾਲ ਜੰਗਲਾਤ
রক্ষণশীল জমায়েত,ਕੰਜ਼ਰਵੇਸ਼ਨਲ ਟਿਲੇਜ
স্থিরতা,ਸਥਿਰਤਾ
উপাদান,ਸੰਵਿਧਾਨ
গঠনমূলক এনজাইম,ਗਠਿਤ ਪਾਚਕ
গ্রাহক,ਖਪਤਕਾਰ
যোগাযোগ বাধা,ਸੰਪਰਕ ਰੋਕ
সংক্রামক রোগ,ਛੂਤ ਵਾਲੀ ਬਿਮਾਰੀ
দূষিত,ਦੂਸ਼ਿਤ
দূষণ,ਗੰਦਗੀ
সমসাময়িক জীববিজ্ঞান,ਸਮਕਾਲੀ ਜੀਵ ਵਿਗਿਆਨ
মহাদেশ,ਮਹਾਂਦੀਪ
কনট্যুর লাঙ্গল,ਸਮਤਲ
চুক্তিবদ্ধতা,ਇਕਰਾਰਨਾਮਾ
সংকোচনের ফাইবার,ਇਕਰਾਰਨਾਮੇ ਦੇ ਫਾਈਬਰ
সংকোচনের প্রোটিন,ਇਕਰਾਰਨਾਮੇ ਦੇ ਪ੍ਰੋਟੀਨ
সংকোচনের প্রতিক্রিয়া,ਇਕਰਾਰਨਾਮੇ ਦਾ ਜਵਾਬ
সংকোচনের শূন্যস্থান,ਇਕਰਾਰਨਾਮੇ ਦੀ ਖਾਲੀ ਥਾਂ
বিপরীতে এজেন্ট,ਕੰਟਰਸਸਟ ਏਜੰਟ
বিপরীতে এজেন্ট,ਕੰਟਰਸਸਟ ਏਜੰਟ
বিপরীতে এজেন্ট,ਕੰਟਰਸਸਟ ਏਜੰਟ
বৈপরীত্য বৈশিষ্ট্য,ਵਿਪਰੀਤ ਗੁਣ
অপকেন্দ্র বল,ਸੈਂਟਰਿਫੁਗਲ ਫੋਰਸ
নিয়ন্ত্রণ ফ্যাক্টর,ਕੰਟਰੋਲ ਕਾਰਕ
নিয়ন্ত্রিত পরীক্ষা,ਨਿਯੰਤਰਿਤ ਪ੍ਰਯੋਗ
কনস,ਕੋਨਸ
কনস আর্টেরিয়াস,ਕੌਨਸ ਆਰਟਰੀਓਸਸ
প্রচলিত চাষ,ਰਵਾਇਤੀ ਖੇਤ
রূপান্তরিত,ਸੰਨਿਆਸ
কনভার্জেন্ট,ਪਰਿਵਰਤਨ
অভিসারী বিবর্তন),ਪਰਿਵਰਤਨ (ਵਿਕਾਸ)
কনভলভুলাসেই,ਕਨਵੋਲਵੂਲਸੀ
সংশ্লেষিত টিউবুল,ਪੱਕਾ ਟਿ ule ਬਲੇ
সমন্বয়,ਤਾਲਮੇਲ
কপোলিমার,ਕੋਪੋਲਮਰ
তামা,ਤਾਂਬਾ
কপ্রোলাইট,ਕੋਪਰੂਲੀਟ
কপ্রোফিলাস,ਕਾਪੀਰੋਫਿਲਸ
কপুলেট,ਕਾੱਪੀ
Collution,ਕਾੱਪੀ
Collution,ਕਾੱਪੀ
কপুলেটরি প্যাড,ਕਪੂਲਟਰੀ ਪੈਡ
প্রবাল রিফ সম্প্রদায়,ਕੋਰਲ ਰੀਫ ਕਮਿ Community ਨਿਟੀ
প্রবাল,ਕੋਰਲ
কর্ডেট,ਕੋਰਡੇਟ
প্রধান অঞ্চল,ਕੋਰ ਖੇਤਰ
কোর জোন,ਕੋਰ ਜ਼ੋਨ
কোরপ্রেসর,ਕੋਰਪ੍ਰੈਸਰ
কোরিফসফাইন,ਕੋਰਿਪੋਸਫਾਈਨ
কর্ক,ਦਰੱਖਤ ਦਾ ਸੱਕ
কর্ক ক্যাম্বিয়াম,ਕਾਰ੍ਕ ਕੰਬਿਅਮ
কর্ক স্ক্রু,ਕਾਰ੍ਕ ਪੇਚ
Corm,ਕੋਰਮ
কর্ন বোরার,ਮੱਕੀ ਦਾ ਬੋਰਡ
কর্নিয়া,ਕੌਰਨੀਆ
কর্নেজেন সেল,ਕੋਰਨੇਗੇਨ ਸੈੱਲ
কর্নিয়াল লেন্স,ਕੋਰਨੇਲ ਲੈਂਜ਼
করোলা,ਕੋਰੋਲਾ
করোনা,ਕੋਰੋਨਾ
করোনা অনুপ্রবেশকারী এনজাইম,ਕੋਨਾ ਪ੍ਰਵੇਸ਼ ਕਰਨ ਵਾਲੇ ਪਾਚਕ
করোনা রেডিয়াটা,ਕੋਰੋਨਾ ਰੇਡੀਏਟਾ
করোনারিয়া,ਕੋਰੋਨਰੀਆ
করোনারি ধমনী,ਕੋਰੋਨਰੀ ਆਰਟਰੀ
করোনারি আর্টারি বাইপাস,ਕੋਰੋਨਰੀ ਆਰਟਰੀ ਬਾਈਪਾਸ
করোনারি আর্টারি ডিজিজ,ਕੋਰੋਨਰੀ ਆਰਟਰੀ ਦੀ ਬਿਮਾਰੀ
করোনারি সালকাস,ਕੋਰੋਨਰੀ ਸਲੈਕਸ
কর্পোরা ক্যাভারনোসা (লিঙ্গ),ਕਾਰਪੋਰਾ ਕਾਵਰਨੋਸਾ (ਲਿੰਗ ਦਾ)
কর্পোরা কোয়াড্রিজমিনা,ਕਾਰਪੋਰਾ ਚਾਵਡ੍ਰਿਗਮਿਨਾ
কর্পাস,ਕਾਰਪਸ
কর্পাস অ্যালবিকানস,ਕਾਰਪਸ ਐਲਬਿਕਸ
কর্পাস ক্যাল্লোসাম,ਕਾਰਪਸ ਕਾਲੋਸਮ
কর্পাস লিউটিয়াম,ਕਾਰਪਸ ਲਯੂਟਮ
কর্পাস স্পঞ্জিওসাম,ਕਾਰਪੋਸੀਓਸਮ
কর্পাস স্ট্রিয়েটাম,ਕਾਰਪਸ ਸਟ੍ਰੇਟਮ
Corrode,ਕੋਰੋਡ
কর্টেক্স,ਕੋਰਟੇਕਸ
কর্টিকাল নেফ্রন,ਕੋਰਟੀਕਲ ਨੇਫਰਨ
কর্টিকোস্টেরন,ਕੋਰਟੀਕੋਸਟੀਟਰੋਨ
কর্টিকোট্রফিক,ਕੋਰਟੀਕੋਫਿਕ
করটিসল,ਕੋਰਟੀਸੋਲ
কর্টিসোন,ਕੋਰਟੀਸੋਨ
করভাস,ਕੋਰਵੋਸ
Corymb,ਕੋਰੀਮ
মহাজাগতিক উত্স,ਬ੍ਰਹਿਮੰਡ ਮੂਲ
মহাজাগতিক রায়,ਬ੍ਰਹਿਮੰਡੀ ਰੇ
মহাজাগতিক,ਕੋਸ਼ਨ
কসমোজোয়ান তত্ত্ব,ਕੋਸਮੋਜ਼ੋਆਨ ਸਿਧਾਂਤ
সুতি বলওয়ার্ম,ਕਪਾਹ ਦਾ ਬੋਲਾ ਕੀੜਾ
পরামর্শ,ਕਾਉਂਸਲਿੰਗ
কাউন্টার-বর্তমান সিস্টেম,ਵਿਰੋਧੀ ਪ੍ਰਣਾਲੀ
কাজিন বিয়ে,ਚਚੇਰਾ ਭਰਾ ਵਿਆਹ
সমযোজী বন্ধন,ਸਹਿਕਾਰਤਾ
আবরণ,ਕਵਰ
এপিথেলিয়াম covering েকে রাখা,ਐਪੀਥੀਲੀਅਮ ਨੂੰ covering ੱਕਣਾ
কাউপারের গ্রন্থি,ਕਾਉਪਰ ਦੀ ਗਲੈਂਡ
কক্সা,ਕੋਕਸ਼ਾ
