Hindi,Kannada
1.सम्मिश्र 2. जटिल,1.ಸಂಯೋಜಿತ 2.ಸಂಕೀರ್ಣ
घटक,ಘಟಕ
संघटन,ಸಂಯೋಜನೆ
कंपोस्ट,ಗೊಬ್ಬರ
चक्रवृद्धि ब्याज,ಚಕ್ರಬಡ್ಡಿ
अभिकलन,ಗಣನೆ
1.अभिकलित्र 2.कंप्यूटर,1. ಕಂಪ್ಯೂಟರ್ 2. ಕಂಪ್ಯೂಟರ್
1. सांद्रण 2. संकेद्रण,1. ಏಕಾಗ್ರತೆ 2. ಏಕಾಗ್ರತೆ
1. अनुकूलक 2. पुनरुद्धारक,1. ಆಪ್ಟಿಮೈಜರ್ 2. ರಿವೈಟಲೈಸರ್
चालकता,ವಾಹಕತೆ
1. विन्यास 2. संरूपण,1. ಕಾನ್ಫಿಗರೇಶನ್ 2. ಕಾನ್ಫಿಗರೇಶನ್
1. अनुरूपता 2. समविन्यास 3. संरूपता,1. ಅನುಸರಣೆ 2. ಸಂರಚನೆ 3. ಅನುಸರಣೆ
1.समाकुलन 2. संकरण,1. ಏಕೀಕರಣ 2. ಹೈಬ್ರಿಡೈಸೇಶನ್
संयुग्मन,ಸಂಯೋಗ
1. योजी 2. संयोजी,1. ಸಂಯೋಜಕ 2. ಸಂಯೋಜಕ
सरंक्षण,ರಕ್ಷಣೆ
चकबंदी,ಬಲವರ್ಧನೆ
1.संघटक 2. अवयव,1. ಪದಾರ್ಥ 2. ಪದಾರ್ಥಗಳು
उपभोक्ता,ಗ್ರಾಹಕ
उपभोग,ಬಳಕೆ
संदूषण,ಮಾಲಿನ್ಯ
समोच्च रोपण,ಬಾಹ್ಯರೇಖೆ ನೆಟ್ಟ
समोच्च रेखा,ಬಾಹ್ಯರೇಖೆ ರೇಖೆ
1.संविदा कृषि 2. ठेका कृषि 3. अनुबंधित खेती,1. ಗುತ್ತಿಗೆ ಕೃಷಿ 2. ಗುತ್ತಿಗೆ ಕೃಷಿ 3. ಗುತ್ತಿಗೆ ಕೃಷಿ
नियंत्रित वातावरणीय भंडारण,ನಿಯಂತ್ರಿತ ವಾತಾವರಣದ ಶೇಖರಣೆ
सहकारी बैंक,ಸಹಕಾರಿ ಬ್ಯಾಂಕ್
सहकारी संस्था सदस्य,ಸಹಕಾರ ಸಂಘದ ಸದಸ್ಯ
गुल्मवन,ಗುಲ್ಮಾವನ್
घनकंद,ಘನಾಕೃತಿಯ
1.दलपुंज 2. कोरोला,1. ದಾಲ್ಪುಂಜ್ 2. ಕೊರೊಲ್ಲಾ
1. वल्कुट 2. कोर्टेक्स,1. ಕಾರ್ಟೆಕ್ಸ್ 2. ಕಾರ್ಟೆಕ್ಸ್
लागत,ವೆಚ್ಚ
बीजपत्र,ಕೋಟಿಲ್ಡನ್
ऋण समिति,ಕ್ರೆಡಿಟ್ ಸಮಿತಿ
1.उधार 2. साख,1. ಸಾಲ ನೀಡಿಕೆ 2. ಕ್ರೆಡಿಟ್
1. ऋणदाता 2. लेनदार,1. ಸಾಲದಾತ 2. ಸಾಲಗಾರ
1.शिखा 2. शीर्ष 3. शिखर,1. ಕ್ರೆಸ್ಟ್ 2. ಶೃಂಗ 3. ಶಿಖರ
व्याकुंचन,ಹಿಂತೆಗೆದುಕೊಳ್ಳುವಿಕೆ
संकट,ಸಮಸ್ಯೆ
कसौटी,ಪರೀಕ್ಷೆ
क्रांतिक,ನಿರ್ಣಾಯಕ
फसल बीमा,ಬೆಳೆ ವಿಮೆ
फसल ऋण,ಬೆಳೆ ಸಾಲ
1. सस्य 2. फसल,1. ಬೆಳೆ 2. ಬೆಳೆ
सस्यन क्षेत्र,ಕೃಷಿ ಪ್ರದೇಶ
पार-असंगत,ಅಡ್ಡ ಹೊಂದಾಣಿಕೆಯಾಗುವುದಿಲ್ಲ
1. मुकुट 2. शिखर (पादप),1. ಕಿರೀಟ 2. ಪಿನಾಕಲ್ (ಸಸ್ಯ)
मृदुकण,ಮೃದು ಕಣಗಳು
पपड़ी,ಕ್ರಸ್ಟ್
1. क्रिप्टोगैम 2. अपुष्पीपादप,1. ಕ್ರಿಪ್ಟೋಗಮ್ 2. ಫ್ಲೋರಿಫಾರ್ಮ್ ಅಲ್ಲದ
छांटन (फल),ಕತ್ತರಿಸು (ಹಣ್ಣು)
कल्म,ಪೆನ್ನು
कृष्य किस्म,ತಳಿ ವೈವಿಧ್ಯ
1.कर्षण 2. कृषि 3. खेती,1. ಎಳೆತ 2. ಕೃಷಿ 3. ಬೇಸಾಯ
1.किसान 2. कल्टीवेटर (यंत्र),1. ರೈತ 2. ಕೃಷಿಕ
1.संवर्ध 2. संवर्धन 3. पालन,1. ಸಾಗುವಳಿ 2. ಸಾಗುವಳಿ 3. ಪಾಲನೆ
1.संसाधन 2.तैयार करना,1.ಸಂಪನ್ಮೂಲ 2.ತಯಾರಿಕೆ
1.कुंतलन 2. कुंचन,1.ಕುಂತಲನ್ 2.ಕುಂಚೋನ್
मुद्रा,ಭಂಗಿ
1. उपत्वचा 2. क्यूटिकल,1. ಎಪಿಡರ್ಮಿಸ್ 2. ಹೊರಪೊರೆ
1.कलम 2. कटाई 3. काटना 4.कटाग्र 5. कटावा,1. ಪೆನ್ 2. ಕತ್ತರಿಸುವುದು 3. ಕತ್ತರಿಸುವುದು 4. ಕತ್ತರಿಸುವುದು 5. ಕತ್ತರಿಸುವುದು
1.कृमि कोष 2. सिस्ट 3. पुटी 4.विकृत गुल्म 5. रसौली,1. ವರ್ಮ್ ಕಾರ್ಪಸ್ 2. ಚೀಲ 3. ಚೀಲ 4. ವಿರೂಪಗೊಂಡ ಗಡ್ಡೆ 5. ನಿಯೋಪ್ಲಾಸಂ
साइटोक्रोम,ಸೈಟೋಕ್ರೋಮ್
कोशिका युग्मन,ಜೀವಕೋಶದ ಜೋಡಣೆ
कोशिका जनन,ಜೀವಕೋಶದ ಸಂತಾನೋತ್ಪತ್ತಿ
कोशिका आनुवंशिकी,ಜೀವಕೋಶದ ತಳಿಶಾಸ್ತ್ರ
कोशिका द्रव्य विभाजन,ಸೈಟೋಪ್ಲಾಸ್ಮಿಕ್ ವಿಭಾಗ
कोशिका विज्ञान,ಜೀವಕೋಶದ ಜೀವಶಾಸ್ತ್ರ
कोशिका लयन,ಜೀವಕೋಶದ ವಿಘಟನೆ
1. साइटोमियर 2. कोशिका खंड,1. ಸೈಟೋಮಿಯರ್ 2. ಕೋಶ ವಿಭಜನೆ
कोशिका द्रव्य,ಸೈಟೋಪ್ಲಾಸಂ
1.डेरी 2. दुग्धशाला,1. ಡೈರಿ 2. ಡೈರಿ
डेरी उदयोग,ಡೈರಿ ಉದ್ಯಮ
1. बांध 2. प्रजननी,1. ಅಣೆಕಟ್ಟು 2. ತಳಿಗಾರ
दिवस निरपेक्ष पादप,ದಿನ ಸಂಪೂರ್ಣ ಸಸ್ಯ
पुष्पन के बाद दिन,ಹೂಬಿಡುವ ನಂತರ ದಿನ
पूर्ण पुष्पन के बाद दिन,ಪೂರ್ಣ ಹೂಬಿಡುವ ನಂತರ ದಿನ
निष्पुष्पन,ಅಸಮರ್ಥತೆ
विकैल्सीकरण,ಡಿಕ್ಯಾಲ್ಸಿಫಿಕೇಶನ್
1. निथारना 2. निस्तारना,1. ಹೊರಹಾಕು 2. ಹೊರಹಾಕು
क्षय,ಕೊಳೆತ
पर्णपाती,ಪತನಶೀಲ
1. दशमिक 2. दशमलव,1. ದಶಮಾಂಶ 2. ದಶಮಾಂಶ
न्यूनता,ಕೀಳರಿಮೆ
अनूर्णन (मृदा),ಅನುರಾನ್ (ಮಣ್ಣು)
विपुष्पन,ವಿಪುಷ್ಪನ್
विपत्रण,ಬಿಲ್ಲಿಂಗ್
वनोन्मूलन,ಅರಣ್ಯನಾಶ
अपहासन,ಅವಮಾನ
निम्नीकरण,ಅವನತಿ
अंश दिवस,ಭಾಗ ದಿನ
1.मात्रा 2. अंश,1. ಪ್ರಮಾಣ 2. ಭಾಗ
स्फुटन,ಅಳಿವು
भूसी हटाना,ಹೊಟ್ಟು ತೆಗೆಯುವುದು
भूसी हटाना,ಹೊಟ್ಟು ತೆಗೆಯುವುದು
निर्जलीकरण,ನಿರ್ಜಲೀಕರಣ
निर्जलकारित्र,ಜಲರಹಿತ
मांग,ಬೇಡಿಕೆ
1. विकृतीकरण 2. गुणनाशन,1. ಡಿನಾಟರೇಶನ್ 2. ಗುಣಾಕಾರ
अनाच्छादन,ನಿಂದನೆ
1. निक्षेप (मृदा) 2. जमा (अर्थशास्त्र),1. ಠೇವಣಿ (ಮಣ್ಣು) 2. ಠೇವಣಿ (ಅರ್ಥಶಾಸ್ತ್ರ)
निक्षेपण,ಠೇವಣಿ
1. मूल्यहास 2.अवमूल्यन,1. ಸವಕಳಿ 2. ಸವಕಳಿ
विलवणीकरण,ನಿರ್ಲವಣೀಕರಣ
1. जल शुष्कन 2. निर्जलीकरण,1. ನೀರು ಒಣಗಿಸುವುದು 2. ನಿರ್ಜಲೀಕರಣ
1.अभिकल्पना 2. डिजाइन,1. ವಿನ್ಯಾಸ 2. ವಿನ್ಯಾಸ
शुष्कित्र,ಒಣ
गुठली निकालना,ಕರ್ನಲ್ ತೆಗೆಯುವಿಕೆ
वि-अंतः भूस्तारीकरण,ಡಿ-ಇಂಟರ್ಕಲೇಶನ್
वियुग्मन,ಸಂಯೋಗ
1. नर मंजरी निकालना (मक्का) 2. बल्लर निकालना,1. ಗಂಡು ಮಂಜರಿ ಉದ್ಧರಣ (ಮೆಕ್ಕೆಜೋಳ) 2. ಬಲ್ಲರ್ ಹೊರತೆಗೆಯುವಿಕೆ
बल्लर या कुंदन को काटना,ಬಲ್ಲರ್ ಅಥವಾ ಕುಂದನ್ ಕತ್ತರಿಸುವುದು
निर्धारक,ನಿರ್ಣಯಕ
अवमूल्यन,ಅಪಮೌಲ್ಯೀಕರಣ
वनस्पतिरहित करना,ಸಸ್ಯರಹಿತ
विचलन,ವಿಚಲನ
द्विक,ದುಪ್ಪಟ್ಟು
निदान,ರೋಗನಿರ್ಣಯ
भिन्नकाल पक्वता,ವಿಭಿನ್ನ ಪ್ರಬುದ್ಧತೆ
द्विभाजन,ಕವಲೊಡೆಯುವಿಕೆ
1.दविबीजपत्री 2.डाइकोटिलेड़न (बीज),1. ಡೈಕೋಟಿಲ್ಡನ್ 2. ಡೈಕೋಟಿಲ್ಡನ್ (ಬೀಜ)
पश्चमारी (रोग),ಬೆನ್ನು ರೋಗ
1. विसरण 2. विसार,1. ಪ್ರಸರಣ 2. ಪ್ರಸರಣ
पाचनीयता,ಜೀರ್ಣಸಾಧ್ಯತೆ
द्विसंकर,ಡೈಹೈಬ್ರಿಡ್
1. बांध 2. नाली 3. परिवाह,1. ಅಣೆಕಟ್ಟು 2. ಚರಂಡಿ 3. ಕುಟುಂಬ
तनु,ಅತ್ಯಲ್ಪ
1. एकलिंगाश्रयी 2. पृथक् लिंगी,1. ಏಕಪತ್ನಿ 2. ಏಕಪತ್ನಿ
द्विगुणित,ಡಿಪ್ಲಾಯ್ಡ್
1. द्विगुणित 2. डिप्लॉइड,1. ಡಿಪ್ಲಾಯ್ಡ್ 2. ಡಿಪ್ಲಾಯ್ಡ್
द्विसूत्र,ದ್ವಿಧ್ರುವಿ
1. निष्कलिकायन 2. कलिका निकालना,1. ಹೊರತೆಗೆಯುವಿಕೆ 2. ಬಡ್ ತೆಗೆಯುವಿಕೆ
1. तवेदार हल चलाना 2. चक्काकरण,1. ನೇಗಿಲು ಉಳುಮೆ 2. ನೂಲುವ
छूट,ರಿಯಾಯಿತಿ
रोगाणुनाशन,ಸೋಂಕುಗಳೆತ
1. परिक्षेपण 2. प्रकीर्णन,1. ಪ್ರಸರಣ 2. ಸ್ಕ್ಯಾಟರಿಂಗ್
1.प्रकीर्णन 2.प्रसरण,1. ಚದುರುವಿಕೆ 2. ವ್ಯತ್ಯಾಸ
विविधीकरण,ವೈವಿಧ್ಯೀಕರಣ
विविधीकृत कृषि,ವೈವಿಧ್ಯಮಯ ಕೃಷಿ
डी एन ए सोपान,ಡಿಎನ್ಎ ಹೆಜ್ಜೆ
डी.एन.ए. ग्राही,ಡಿಎನ್ಎ ರಿಸೀವರ್
गोदी-भाड़ा,ಡಾಕ್ ಬಾಡಿಗೆ
प्रभावी,ಪರಿಣಾಮಕಾರಿ
प्रसुप्ति,ಸುಪ್ತಾವಸ್ಥೆ
1. मात्रा 2. खुराक 3. डोज,1. ಪ್ರಮಾಣ 2. ಡೋಸೇಜ್ 3. ಡೋಸೇಜ್
दोहरा सिग्माभ वक्र,ಡಬಲ್ ಸಿಗ್ಮೋಯ್ಡ್ ಕರ್ವ್
1. झोंका 2. खिंचाव,1. ಬಿರುಗಾಳಿ 2. ಹಿಗ್ಗಿಸಿ
1. निकास नाली 2. अपवाहिका,1. ಎಕ್ಸಾಸ್ಟ್ ಡ್ರೈನ್ 2. ಎಫ್ಲುಯೆಂಟ್
जलनिकास,ಒಳಚರಂಡಿ
कर्षण,ಎಳೆತ
1.दवा पिलाना 2. दवाई से तर करना,1. ಔಷಧಿ ಕೊಡು 2. ಕುಡಿಸು
प्रसाधन (बीज),ಸೌಂದರ್ಯವರ್ಧಕಗಳು (ಬೀಜಗಳು)
1.बरमा 2. उथली भूल 3. ड्रिल 4. वपित्र,1. ಆಗರ್ 2. ಆಳವಿಲ್ಲದ ದೋಷ 3. ಡ್ರಿಲ್ 4. ಆಗರ್
1.सूराख करना 2. बेधन 3. बरमाना,1. ರಂಧ್ರ 2. ಡ್ರಿಲ್ 3. ಡ್ರಿಲ್
1.वेधना 2. ड्रिल से बोना 3. ड्रिल से डालना,1. ಕೊರೆಯುವುದು 2. ಡ್ರಿಲ್ನೊಂದಿಗೆ ಬಿತ್ತನೆ 3. ಡ್ರಿಲ್ನೊಂದಿಗೆ ಸುರಿಯುವುದು
बूंद-बूंद सिंचाई,ಹನಿ ನೀರಾವರಿ
शुष्क खेती,ಒಣ ಬೇಸಾಯ
1.धूल 2. बुकनी,1.ಧೂಳು 2.ಬುಕ್ನೆ
1.धूलित्र 2. प्रकीर्णक,1. ಡಸ್ಟರ್ 2. ಸ್ಕ್ಯಾಟರರ್
बुरकना,ಚಿಮುಕಿಸಲು
1. बौना 2. वामन,1. ಕುಬ್ಜ 2. ವಾಮನ
वामन पिरामिड,ವಾಮನ ಪಿರಮಿಡ್
वामिनीभवन,ವಾಮಿನಿ ಭವನ
पारिस्थितिकी,ಪರಿಸರ ವಿಜ್ಞಾನ
अर्थमिति,ಅರ್ಥಶಾಸ್ತ್ರ
आर्थिक दक्षता,ಆರ್ಥಿಕ ದಕ್ಷತೆ
परिस्थितिक प्ररूप,ಸಾಂದರ್ಭಿಕ ಪ್ರಕಾರ
बहिःस्तरपोषित,ಹೆಚ್ಚುವರಿ ಶ್ರೇಣೀಕೃತ
मृदीय,ಮೃದು
मृदा विज्ञान,ಮಣ್ಣಿನ ವಿಜ್ಞಾನ
1. मेड़बंदी 2. किनारा बनाना 3. किनारा बंदी,1. ಸೇತುವೆ 2. ಅಂಚು 3. ಸ್ಟ್ರಾಂಡ್ ಮುಚ್ಚುವಿಕೆ
खाद्य अंश,ಆಹಾರ ಭಾಗ
मांग की लोच,ಬೇಡಿಕೆಯ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ
उत्पादन लोच,ಉತ್ಪಾದನಾ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ
विद्युत्-अपघटन,ವಿದ್ಯುದ್ವಿಭಜನೆ
वैद्युतकण-संचलन,ಎಲೆಕ್ಟ್ರೋಫೋರೆಸಿಸ್
अवक्षालन,ಆವಿಯಾಗುವಿಕೆ
1.विपुंसीकारित्र 2. बंधकारित्र 3.विपुंसीकार 4. बंध्यकार,1. ಶಿರಚ್ಛೇದಕ 2. ಕ್ರಿಮಿನಾಶಕ 3. ಶಿರಚ್ಛೇದಕ 4. ಕ್ರಿಮಿನಾಶಕ
1.मेड़ बंदी 2. डौलबंदी,1. ವೀರ್ ಬಂಡಿ 2. ಸ್ಟ್ರಾಬಂಡಿ
भ्रूण,ಭ್ರೂಣ
1. भ्रूणविज्ञान 2. भौणिकी,1. ಭ್ರೂಣಶಾಸ್ತ್ರ 2. ಭೌತಶಾಸ್ತ್ರ
1. निकलना 2. निर्गमन,1. ನಿರ್ಗಮನ 2. ನಿರ್ಗಮನ
पायसीकारक,ಎಮಲ್ಸಿಫೈಯರ್
अंतर्जात,ಅಂತರ್ವರ್ಧಕ
अंतः सूत्री विभाजन,ಇಂಟ್ರಾ ಪಾಯಿಂಟ್ ವಿಭಾಗ
अंतः परजीवी,ಒಳ-ಪರಾವಲಂಬಿ
भ्रूणपोष,ಎಂಡೋಸ್ಪರ್ಮ್
उद्यम,ಉದ್ಯಮ
कीटविज्ञान,ಕೀಟಶಾಸ್ತ್ರ
पर्यावरण,ಪರಿಸರ
1. प्रकिण्व 2. एन्जाइम,1. ಕಿಣ್ವ 2. ಕಿಣ್ವ
दलपुंज कलमबंदी,ಕ್ಲಸ್ಟರ್ ಕಸಿ
1. अधिपादप 2. एपिफाइट,1. ಎಪಿಫೈಟ್ 2. ಎಪಿಫೈಟ್
समानधारिता,ಈಕ್ವಿಟಿ
उन्मूलन,ನಿವಾರಣೆ
आवश्यक पोषक तत्व,ಅಗತ್ಯ ಪೋಷಕಾಂಶಗಳು
1. परिमापन 2. कूतना 3. आकलन,1. ಅಳತೆ 2. ಜಂಪ್ 3. ಮೌಲ್ಯಮಾಪನ
पांडुरता,ಕೈಚಳಕ
सुजननिक,ಸುಜನ್ನಿಕ್
मूल्यांकन,ಮೌಲ್ಯಮಾಪನ
वाष्पनमापी,ಉಗಿ ಮಾಪಕ
वाष्पन-वाष्पोत्सर्जन,ಆವಿಯಾಗುವಿಕೆ
सदाहरित क्रांति,ಶಾಶ್ವತ ಕ್ರಾಂತಿ
1. सदाहरित 2. सदापर्णी,1. ನಿತ್ಯಹರಿದ್ವರ್ಣ 2. ನಿತ್ಯಹರಿದ್ವರ್ಣ
विकास,ಅಭಿವೃದ್ಧಿ
उच्छेद करना,ಕತ್ತರಿಸಿದ
परिक्षय (उर्वरता),ಪರೀಕ್ಷಯ್ (ಫಲವತ್ತತೆ)
शोषण,ಶೋಷಣೆ
1. खोज 2. अन्वेषण,1. ಅನ್ವೇಷಣೆ 2. ಪರಿಶೋಧನೆ
1. बहिर्वेधन 2. उत्सारण,1. ಹೊರತೆಗೆಯುವಿಕೆ 2. ಹೊರಸೂಸುವಿಕೆ
आंख,ಕಣ್ಣು
1. कारक 2. घटक 3. उपादान 4. साधन,1. ಅಂಶ 2. ಘಟಕ 3. ಅಂಶ 4. ಸಂಪನ್ಮೂಲ
कारक उत्पादकता,ಅಂಶ ಉತ್ಪಾದಕತೆ
आढ़तिये का बट्टा,ವ್ಯಾಪಾರಿಯ ರಿಯಾಯಿತಿ
क्रमगुणित ब्लॉक डिजाइन,ಅಪವರ್ತನೀಯ ಬ್ಲಾಕ್ ವಿನ್ಯಾಸ
विकल्पी,ಪರ್ಯಾಯ
1. पड़ती 2. पलिहर,1. ಪಟ್ಟಿ 2. ಪಲಿಹಾರ್
कुल,ಒಟ್ಟು
प्रक्षेत्र मूल्यांकन,ಕ್ಷೇತ್ರ ಮೌಲ್ಯಮಾಪನ
प्रक्षेत्र का बजट बनाना,ಕೃಷಿ ಬಜೆಟ್
कृषि व्यवसाय,ಕೃಷಿ ವ್ಯಾಪಾರ
प्रक्षेत्र नियोजन,ಕ್ಷೇತ್ರ ಯೋಜನೆ
1. किसान 2. कृषक,1. ರೈತ 2. ರೈತ
1. कृषि 2. खेती,1. ಕೃಷಿ 2. ಕೃಷಿ
संघट्टन,ಘರ್ಷಣೆ
बहुप्रजनन,ಬಹು ಸಂತಾನೋತ್ಪತ್ತಿ
किण्वन,ಹುದುಗುವಿಕೆ
उर्वरता,ಫಲವತ್ತತೆ
उर्वरक,ಗೊಬ್ಬರ
उर्वरक उपयोग दक्षता,ರಸಗೊಬ್ಬರ ಬಳಕೆಯ ದಕ್ಷತೆ
रेशेदार,ನಾರಿನಂತಿರುವ
1. खेत 2. क्षेत्र 3. स्थान,1. ಫಾರ್ಮ್ 2. ಪ್ರದೇಶ 3. ಸ್ಥಳ
मृदा जलधारिता,ಮಣ್ಣಿನ ನೀರನ್ನು ಹಿಡಿದಿಟ್ಟುಕೊಳ್ಳುವುದು
प्रक्षेत्र प्रदर्शन,ಕ್ಷೇತ್ರ ಪ್ರದರ್ಶನ
1. स्थिरीकरण 2. यौगिकीकरण 3. निर्धारण,1. ನಿಶ್ಚಲತೆ 2. ಸ್ಥಿರೀಕರಣ 3. ಸ್ಥಿರೀಕರಣ
1. आप्लावन 2. अधिसिंचन,1. ಮುಳುಗುವಿಕೆ 2. ಒಳಸೇರಿಸುವಿಕೆ
प्रवाह आरेख,ನಿರ್ವಹಣಾ ಚಿತ್ರ
खाद्य मान,ಆಹಾರ ಮೌಲ್ಯ
चारा,ಮೇವು
पूर्वानुमान,ಮುನ್ಸೂಚನೆ
वन,ಅರಣ್ಯ
वनरोपण,ಅರಣ್ಯೀಕರಣ
1. ताड़पर्ण 2. प्रपर्ण,1. ತಾಡ್ಪರ್ನ್ 2. ಫಾರ್ಮ್
तुषार रोधी,ಹಿಮ ನಿರೋಧಕ
1.पाला 2. तुषार,1. ಪಾಲಾ 2. ಬ್ಲೈಟ್
1. हिमशीतित 2. हिमीकृत,1. ಹೆಪ್ಪುಗಟ್ಟಿದ 2. ಹೆಪ್ಪುಗಟ್ಟಿದ
फलन,ಕಾರ್ಯ
1. फल पातन 2. फल का झड़ना,1. ಹಣ್ಣಿನ ಪತನ 2. ಹಣ್ಣಿನ ಪತನ
फल बनना,ಹಣ್ಣಾಗುತ್ತವೆ
1. धूमन 2. धूम देना,1. ಧೂಮೀಕರಣ 2. ಧೂಮೀಕರಣ
कवकनाशी,ಶಿಲೀಂಧ್ರನಾಶಕ
कवकरोधी,ಶಿಲೀಂಧ್ರನಾಶಕ
कवक,ಶಿಲೀಂಧ್ರ
1. खूड़ 2. सीता,1. ಖುದ್ 2. ಸೀತಾ
1. संलयन 2. संगलन,1. ಫ್ಯೂಷನ್ 2. ಫ್ಯೂಷನ್
रूआं,ಹತ್ತಿ ಉಣ್ಣೆ
रोएंदार,ಕೂದಲುಳ್ಳ
1. वृक्ष व्रण 2. पिटिका,1. ಮರದ ಹುಣ್ಣು 2. ಪಿಟಿಕಾ
1. युग्मक 2. गैमीट,1. ಗ್ಯಾಮೆಟ್‌ಗಳು 2. ಗ್ಯಾಮೆಟ್‌ಗಳು
1. उद्यान 2. बाग,1. ಉದ್ಯಾನ 2. ಉದ್ಯಾನ
1. पनसाल 2. जलमापी,1. ಪಾನ್ಸಾಲ್ 2. ಹೈಡ್ರೋಮೀಟರ್
जीन संग्रह,ಜೀನ್ ಸಂಗ್ರಹ
जीन टैगन,ಜೀನ್ ಟ್ಯಾಗನ್
वंशावली विज्ञान,ವಂಶಾವಳಿ
जीन मानचित्र,ಜೀನ್ ನಕ್ಷೆ
आनुवंशिकी,ಆನುವಂಶಿಕ
1. जीनोम 2. संजीन,1. ಜಿನೋಮ್ 2. ಸಂಜೀನ್
संजीनी संग्रह,ಸಂಜಿನಿ ಸಂಗ್ರಹ
जीनोमिक्स,ಜೀನೋಮಿಕ್ಸ್
जीनप्ररूपी,ಜೀನೋಟೈಪ್
1. जीनी संरचना 2. जीन प्ररूप,1. ಜೀನ್ ರಚನೆ 2. ಜೀನ್ ಪ್ರಕಾರ
वंश,ವಂಶಾವಳಿ
1. जीनस 2. वंश,1. ಕುಲ 2. ವಂಶ
1. रोगाणु 2. जर्म,1. ಸೂಕ್ಷ್ಮಾಣು 2. ಸೂಕ್ಷ್ಮಾಣು
रोगाणुनाशी,ಕ್ರಿಮಿನಾಶಕ
अंकुरण,ಮೊಳಕೆಯೊಡೆಯುವಿಕೆ
1. जननद्रव्य 2. जर्मप्लाज्म,1. ಜರ್ಮ್ಪ್ಲಾಸಂ 2. ಜರ್ಮ್ಪ್ಲಾಸಂ
जिबरेलिक अम्ल,ಗಿಬ್ಬರೆಲಿಕ್ ಆಮ್ಲ
ओटना,ಕೊಯ್ಲು
तुष,ತುಶ್
1. लसदार 2. ग्लूटिनी,1. ಅಂಟು 2. ಹೊಟ್ಟೆಬಾಕತನ
ग्लाइकोलिसिस,ಗ್ಲೈಕೋಲಿಸಿಸ್
नाइस,Sundara
स्वर्णिम क्रांति,ಸುವರ್ಣ ಕ್ರಾಂತಿ
1. श्रेणीकरण 2. वर्गीकरण 3. स्तरीकरण,1. ವರ್ಗೀಕರಣ 2. ವರ್ಗೀಕರಣ 3. ಶ್ರೇಣೀಕರಣ
1. कलमबंद पादप 2. कलमी पौधा,1. ನಾಟಿ ಸಸ್ಯ 2. ಪೆನಂಬ್ರಲ್ ಸಸ್ಯ
कलम असंगत,ಪೆನ್ ಅಸಮಂಜಸ
ग्रैना,ಗ್ರಾನಾ
कणिकायन,ಗ್ರಾನುಲೇಷನ್
हरी खाद,ಹಸಿರು ಗೊಬ್ಬರ
हरित क्रांति,ಹಸಿರು ಕ್ರಾಂತಿ
वृद्धि और परिवर्धन,ಬೆಳವಣಿಗೆ ಮತ್ತು ಅಭಿವೃದ್ಧಿ
1. गोंद रोग 2. गोंदार्ति,1. ಗಮ್ ರೋಗ
भिन्नस्थ - उभयस्त्रीलिंगी,ಭಿನ್ನಲಿಂಗೀಯ
1. प्रकृति 2. स्वभाव 3. रूपगुण 4. स्वरूप,1. ಪ್ರಕೃತಿ 2. ಪ್ರಕೃತಿ 3. ರೂಪಗುಣ 4. ತೋರಿಕೆ
1. ओला 2. करकापात 3. करका,1. ಓಲ 2. ಕರ್ಕಪಟ 3. ಕರ್ಕ
रोमिलवैच,ರೋಮಿಲ್ವಾಚ್
लवणमृदोद्भिद्,ಲವಣಯುಕ್ತ ಚೀಲ
हैरो,ಹಾರೋ
1. तुड़ाई सूचकांक 2. कटाई सूचकांक,1. ಕೊಯ್ಲು ಸೂಚ್ಯಂಕ 2. ಕೊಯ್ಲು ಸೂಚ್ಯಂಕ
1.कटाई 2. कटी फसल 3. तैयार फसल 4. उपज,1. ಕೊಯ್ಲು 2. ಕೊಯ್ಲು ಮಾಡಿದ ಬೆಳೆ 3. ಮುಗಿದ ಬೆಳೆ 4. ಇಳುವರಿ
1. तोड़ना 2. कटाई 3. तुड़ाई,1. ಕೀಳುವುದು 2. ಕೊಯ್ಲು 3. ಕೀಳುವುದು
1. अंडे से निकलना 2. अंडा सेना,1. ಮೊಟ್ಟೆ ಇಡುವುದು 2. ಮೊಟ್ಟೆಯ ಬಲ
सूखी घास,ಒಣ ಹುಲ್ಲು
सूखा चारा,ಒಣ ಆಹಾರ
गंजी,ಗಂಜಿ
धुंध,ಮಬ್ಬು
धुंधता,ಮಸುಕಾದ
1. बाली 2. सिट्टा 3.मुंडक 4. शीर्ष 5. सिर 6. सिरा,1. ಬಾಲಿ 2. ಸಿಟ್ಟಾ 3. ಮುಂಡಕ್ 4. ಟಾಪ್ 5. ಹೆಡ್ 6. ಸಿರಾ
सिरा (नाली का),ತೋಡು ಕೊನೆಯಲ್ಲಿ
शीर्ष छंटाई,ಅಗ್ರ ಸಮರುವಿಕೆಯನ್ನು
बाड़,ಬೇಲಿ
अधिरक्षण,ಪಾಲನೆ
कुंडलिनी,ಕುಂಡಲಿನಿ
हेमैटाइट,ಹೆಮಟೈಟ್
1. शाक 2. बूटी,1. ಮೂಲಿಕೆ 2. ಮೂಲಿಕೆ
