Punjabi,Marathi
ਬਾਇਓਰੇਮੇਡੀਏਸ਼ਨ,बायोमेडिएशन
ਬਾਇਓਸੋਲਿਡ,बायोसोलिड
BIOSpier ਸਰੋਤ,जीवशास्त्र संसाधने
ਬਾਇਓਸਪੇਅਰ,जीवशास्त्र
ਬਾਇਓਸਿਨਥੈਟਿਕ ਮਾਰਗ,बायोसिंथेटिक मार्ग
ਬਾਇਓਸਿਨਥੈਟਿਕ ਪੜਾਅ,बायोसिंथेटिक फेज
ਬਾਇਓਸਿਸਟਮੈਟਿਕਸ,बायोसिस्टमॅटिक्स
ਬਾਇਓਟੈਕਨਾਲੋਜੀ,बायोटेक्नॉलॉजी
ਬਾਇਓਟ੍ਰੀਅਰ,बायोटेरॉरिझम
ਬਾਇਓਟਿਕ,बायोटिक
ਬਾਇਓਟਿਕ ਕਮਿ Community ਨਿਟੀ,बायोटिक समुदाय
ਬਾਇਓਟਿਕ ਫੈਕਟਰ,बायोटिक फॅक्टर
ਬਾਇਓਵਰ,बायोवर
ਬਾਇਓਵੈਪਨ ਏਜੰਟ,बायोवेपॉन एजंट
ਬਾਈਪਾਰਸ,द्विपक्षीय
ਬਿਪੋਸਫੋਗਲਿਸਰੇਟ,बायफॉस्फोग्लिसरेट
ਬਿਪਿਨਟ,द्विपक्षीय
ਬਾਈਪੋਲਰ ਨਰਵ ਸੈੱਲ,द्विध्रुवीय तंत्रिका सेल
ਬਾਈਪੋਲਰ ਨਿ ur ਰੋਨ,द्विध्रुवीय न्यूरॉन
ਪੰਛੀ,पक्षी
ਬਰਡ ਫਲੂ ਵਾਇਰਸ,बर्ड फ्लू विषाणू
ਲਿੰਗੀ,उभयलिंगी
ਦੁਸੀਚ ਦਾ ਫੁੱਲ,उभयलिंगी फूल
ਚੱਕਣ ਅਤੇ ਚਬਾਉਣ ਦੀ ਕਿਸਮ,चावणे आणि चघळण्याचे प्रकार
ਬਾਇਵੇਲੈਂਟ,बायव्हॅलेंट
ਬਿਜ਼ਰ ਵਿਵਹਾਰ,विचित्र वर्तन
ਕਾਲੀ ਬੇਰੀ,ब्लॅक बेरी
ਕਾਲੇ ਪੈਰ ਦੀ ਬਿਮਾਰੀ,ब्लॅक फूट रोग
ਸਲੀਬਿਡਰ ਦਾ ਕਾਲਾ ਸੜਿਆ,क्रूसीफरचा ब्लॅक रॉट
ਬਲੈਡਰ ਵੌਰਟ,मूत्राशय वर्ट
ਬਲੈਡਰ,मूत्राशय
ਬਲੈਡਰਵਰਪੋਰਟ,मूत्राशय
ਬਲੈਡਰ ਕੀੜੇ,मूत्राशय
ਬਲਾਸਕੋਲ,ब्लास्टोकोल
ਬਲਾਸਟੋਸੈਸਟ,ब्लास्टोसिस्ट
ਬਲਾਸਟੋਮਰੇ,ब्लास्टोमेर
ਬਲਾਸਲਾਲਾ,ब्लास्टुला
ਮਿਲਾਇਆ,मिश्रित
ਅੰਨ੍ਹੀ,आंधळे थैली
ਅੰਨ੍ਹੇ ਸਥਾਨ,अंधुक बिंदू
ਖੂਨ ਦੇ ਜੰਮ ਦਾ ਕਾਰਕ,रक्त गठ्ठा घटक
ਖੂਨ ਦੇ ਲਾਸ਼,रक्तवाहिन्या
ਖੂਨ ਦਾ ਵਹਾਅ,रक्त प्रवाह
ਬਲੱਡ ਗਰੁੱਪ,रक्त गट
ਬਲੱਡ ਸੀਰਮ,रक्त सीरम
ਖੂਨ ਦੇ ਕੰਮਾ,रक्त वाहिनी
ਖੂਨ ਦੀ ਧਾਰਾ,ब्लडस्ट्रीम
ਧੱਕਾ,ब्लॉटिंग
ਨੀਲੇ ਬੱਚੇ ਸਿੰਡਰੋਮ,ब्लू बेबी सिंड्रोम
ਬਲੂਬੈਰੀ,निळा बेरी
ਨੀਲੀ ਹਰੇ ਐਲਗੀ,निळा हिरवा एकपेशीय वनस्पती
ਨੀਲਾ ਇਨਕਲਾਬ,निळा क्रांती
ਨੀਲੀ ਵ੍ਹੇਲ,निळा देवमासा
ਨੀਲੀ ਅੰਤ ਦਾ ਖੰਡ,निळा अंत बंधन
ਨਜ਼ਰ ਦਾ ਧੁੰਦਲਾ,दृष्टी अस्पष्ट
ਬੌਬਕੈਟ,बॉबकॅट
ਸਰੀਰ,शरीर
ਸਰੀਰ (ਸੋਮੈਟਿਕ) ਸੈੱਲ,शरीर (सोमाटिक) सेल
ਸਰੀਰ ਦਾ ਤਰਲ,शरीरातील द्रव
ਬੋਫਰੀਆਵੀਆ,बोअरहाविया
ਬੋਗ,बोग
ਬੁਲ ਕੀੜਾ,बोल वर्म
ਬੋਲਸ,बोलस
ਬੰਬ ਕੈਲੀਓਰੀਮੀਟਰ,बॉम्ब कॅलरीओमीटर
ਬੰਬੇ ਡਕ,बॉम्बे बदक
ਬੌਮੈਕਸ,बॉम्बेक्स
ਬੋਨ ਮੈਰੋ,अस्थिमज्जा
ਬੋਨਲਿਆ,बोनलिया
ਬੋਨੀ ਭੁਲੱਕੜ,हाडांचा चक्रव्यूह
ਹੱਡੀ structure ਾਂਚਾ,हाडांची रचना
ਕਿਤਾਬ ਗਿੱਲ,बुक गिल
ਬਰੀਡਰਡ ਟੋਏ,सीमा खड्डा
ਬੋਟੈਨੀਕਲ,वनस्पतिशास्त्र
ਬੋਟੈਨੀਕਲ ਬਾਗ਼,वनस्पति उद्यान
ਬੋਟੈਨੀਕਲ ਨਾਮਕਲਾਚਰ,वनस्पति नामांकन
ਬੋਟੈਨਿਸਟ,वनस्पतिशास्त्रज्ञ
ਬੋਟਨੀ,वनस्पतिशास्त्र
Bottlneck ਪ੍ਰਭਾਵ,अडथळा प्रभाव
ਥੱਲੇ ਡਵਾਈਲਰ,तळाशी रहिवासी
ਤਲ ਨਿਵਾਸ,तळाशी निवासी
ਬੌਗੇਨਵਿਲੇਸਾ,बोगेनविले
ਬੋਮੈਨ ਕੈਪਸੂਲ,बोमन कॅप्सूल
ਬੋਮਨ ਦੀ ਗਲੈਂਡ,बोमनची ग्रंथी
ਬਰੈਕਟ ਫੰਜਾਈ,ब्रॅकेट बुरशी
ਬਰੇਕਟ,Cract
ਬ੍ਰੈਕਟੇਟ,ब्रॅकेट
ਬ੍ਰੈਕਟੀਲੇਟ,ब्रॅक्टिओट
ਬ੍ਰੈਕਟੋਲ,ब्रॅक्टिओल
ਦਿਮਾਗ,मेंदू
ਦਿਮਾਗ ਦਾ ਬਕਸਾ,ब्रेन बॉक्स
ਦਿਮਾਗ ਮਰੇ,ब्रेन डेड
ਦਿਮਾਗ ਦੀ ਗੈਂਗਲੀਅਨ,ब्रेन गँगलियन
ਦਿਮਾਗੀ ਸਟੈਮ,ब्रेन स्टेम
ਸ਼ਾਖਾ,शाखा
ਸ਼ਾਖਾ,ब्रांचिओस्टोमा
ਬ੍ਰਜ਼ਾਈਨ,ब्राझिन
ਰੋਟੀ ਮੋਲਡ,ब्रेड मोल्ड
ਛਾਤੀ ਦਾ ਦੁੱਧ,आईचे दूध
ਬ੍ਰੀਡਰ,ब्रीडर
ਪ੍ਰਜਨਨ ਜੀਵ ਵਿਗਿਆਨ,प्रजनन जीवशास्त्र
ਬਰੂਅਰ ਦਾ ਖਮੀਰ,मद्य उत्पादक बुरशी
ਬ੍ਰਿਜ,पूल
ਚਮਕਦਾਰ ਖੇਤਰ ਮਾਈਕਰੋਸਕੋਪ,चमकदार फील्ड मायक्रोस्कोप
ਭੁਰਭੁਰਾ ਸਟਾਰ,ठिसूळ तारा
ਬ੍ਰੌਡ ਬੀਨ,ब्रॉड बीन
ਬ੍ਰੋ CC ਓਲਿ,ब्रोकोली
ਬ੍ਰੋਂਚਿਓਲ,ब्रॉन्किओल
ਸੋਜ਼ਸ਼,ब्राँकायटिस
ਬ੍ਰੌਨਕੋਡਿਲਟਰ ਦਵਾਈ,ब्रॉन्कोडायलेटर औषध
ਬਰੂਦ,ब्रूड
ਬਰੂਦ,ब्रूड
ਬ੍ਰੋਡ ਪਰਜੀਵੀ,ब्रूड परजीवी
ਬ੍ਰੂਡ ਪਾਉਚ,ब्रूड पाउच
ਬਰੋਥ,मटनाचा रस्सा
ਭੂਰੇ ਰਿੱਛ,तपकिरी अस्वल
ਭੂਰੇ ਜੰਗਾਲ,तपकिरी गंज
ਬਰਾ ser ਜ਼ਰ,ब्राउझर
ਬੁਰਸ਼-ਬਾਰਡਰ ਸਿਮਟੀਅਮ,ब्रश-बॉर्डर सिलेटेड एपिथेलियम
ਬ੍ਰਸੇਲਜ਼ ਫੁੱਟਦੇ ਹਨ,ब्रुसेल्स स्प्राउट
ਬ੍ਰਾਇਓਫਾਈਲਮ,ब्रायोफिलम
ਬ੍ਰਾਇਪੋਇਟਾ,ब्रायोफिटा
ਬ੍ਰਾਇਓਫਾਈਟ,ब्रायोफाइट
Bryropsida,ब्रायोप्सिडा
ਬੱਬੋ,बुबो
ਬੱਕਲ ਗੁਫਾ,बकल पोकळी
ਬੁਕਟੋ-ਫੈਰਿਨਲ ਗੁਫਾ,बुक्को-फॅरेन्जियल पोकळी
ਉਭਰਦਾ,नवोदित
ਬਫਰ ਬਾਈਬਰਬੋਨੇਟ,बफर बायकार्बोनेट
ਬਫਰ,बफर
ਬਫਰ ਜ਼ੋਨ,मोकळी जागा
ਬਫਰਿੰਗ ਐਕਸ਼ਨ,बफरिंग Action क्शन
ਬੁਫੋ,बुफो
ਬੱਲਬ,बल्ब
ਬਲਬਿਲ,बल्बिल
ਬੱਲਬੋ ਯੂਰੇਥਲ ਗਲੈਂਡ,बल्बो मूत्रमार्ग ग्रंथी
ਥੋਕ ਪ੍ਰਵਾਹ,मोठ्या प्रमाणात प्रवाह
ਬਲੀਫਾਰਮ ਸੈੱਲ,बल्फॉर्म सेल
ਮੱਖੀ ਮੱਖੀ,बंबल मधमाशी
ਬੰਡਲ ਸ਼ਾਖਾ,बंडल शाखा
ਬੰਡਲ ਮਿਆਨ,बंडल म्यान
ਬੰਡਲ ਮੈਟ ਸੈੱਲ,बंडल म्यान सेल
ਦਿਆਲਤਾ,उधळपट्टी
ਬੁਆਏਨਟ ਘਣਤਾ ਸੈਂਟਰਿਫੁਗਾਸ਼ਨ,हुशार घनता सेंट्रीफ्यूगेशन
ਬੁਆਏਟ ਡੈਨਸਿਟੀ,आनंददायक घनता
ਬਰਜੋਨ,बर्गेन
ਬੁਰਜਿੰਗ,बुरुज
ਬੁਸ਼,बुश
ਬੁਟੀਆ ਮੋਨੋਸਪਰਮਾ,बुटेआ मोनोस्पर्मा
Uthus,बुथस
ਬਟਰਾਸ (ਸੁੱਜਿਆ ਸਟੈਮ ਬੇਸ),बट्रेस (सूजलेला स्टेम बेस)
ਉਪ-ਉਤਪਾਦ,उप-उत्पादन
ਸੀ-ਪੇਪਟਾਈਡ,सी-पेप्टाइड
ਕੈਕਟਸ,कॅक्टस
ਕੈਡਮੀਅਮ ਪ੍ਰਦੂਸ਼ਣ,कॅडमियम प्रदूषण
ਐਕਟਿਕੇਸ,कॅड्यूकस
ਕੈਕਮ,Caicum
ਕੇਨੋਰਾਹਬੈਡਾਈਟਸ ਐਲੀਗਨਸ,Caenorhabditits Elgans
ਸਿਸੀਅਮ,सेझियम
ਕੈਫੀਨ,कॅफिन
ਕੈਲੀਟੇਸ ਸਪਿਕੂਲ,कॅल्केरियस स्पिक्यूल
ਕੈਲਕੇਸ਼ੀ ਸ਼ੈੱਲ,कॅल्केरियस शेल
ਕੈਲਫਾਇਰਸ ਗਲੈਂਡ,कॅल्किफेरस ग्रंथी
ਕੈਲਸੀਫਿਕੇਸ਼ਨ,कॅल्सीफिकेशन
ਕੈਲਕੀਤਿਨਿਨ,कॅल्सिटोनिन
ਕੈਲਸੀਅਮ,कॅल्शियम
ਕੈਲਸ਼ੀਅਮ ਬਰਿੱਜ,कॅल्शियम ब्रिज
ਕੈਲਸ਼ੀਅਮ ਕਾਰਬੋਨੇਟ,कॅल्शियम कार्बोनेट
ਕੈਲੰਡੁਲਾ,कॅलेंडुला
ਕਾਲਿਪਸ,कॉलिपस
ਕਾਲਸ,कॉलस
ਕਾਲਸ ਸਭਿਆਚਾਰ,कॉलस संस्कृती
ਕੋਲੋਕਾਸੀਆ,कोलोकाशिया
Calots,कॅलोट्स
ਕੈਲੋਟਰੋਪਿਸ,कॅलोट्रोपिस
ਕੈਲੋਟਰੋਪਿਸ ਪ੍ਰੋਸੈਰਾ,कॅलोट्रोपिस प्रोसेरा
ਕੈਲਵਿਨ ਚੱਕਰ,केल्विन सायकल
ਕੈਲਸੀਨੇਏ,कॅलिसिनिया
ਕੈਲੀਕਸ,कॅलेक्स
ਕੈਲੀਕਸ,कॅलेक्स
ਕੈਮਬਰਿਅਨ ਦੀ ਮਿਆਦ,कॅंब्रियन कालावधी
ਮਿਸਸ,कॅमेलस
ਛਪਾਬੀ,Comulfage
ਮੁਹਿੰਮ,कॅम्पेनेल्स
ਕੈਨਾਬਿਨੋਇਡ,कॅनाबिनोइड
ਕੈਨਾਲਿਕੂਲਸ,कॅनालिकुलस
ਕਸਰ,कर्करोग
ਕਸਰ (ਆਮ ਕਰੈਬ),कर्करोग (सामान्य खेकडा)
ਕੈਂਡੀਟੁਫਟ,कँडीटुफ्ट
ਗੰਨੇ,ऊस साखर
ਕੈਨਿਡੀ,कॅनिडे
ਕੈਨਾਈਨ (ਦੰਦ),कॅनिन (दात)
ਕੈਨਿਸ ਜਾਣੂ,कॅनिस परिचित
ਕੈਨਨਾ,कॅन्ना
ਕੈਨਾਬਿਸ ਸਟਿਵੀਆ,भांग सॅटिवा
ਕੈਨੋਪੀ,छत
ਕੈਪਸ਼ਨ,कॅपेसिटेशन
ਕੈਪੀਸ,केशिका
ਕੇਸ਼ਿਕਾ,केशिका
ਕੇਸ਼ਿਕਾ ਸੰਚਾਰ,केशिका अभिसरण
ਕੈਪਿਟੂਲਮ,कॅपिटुलम
ਕੈਪਾਰਿਸ,कॅपरिस
ਕੈਪਿੰਗ,कॅपिंग
ਕੈਪਸਡ,कॅप्सिड
ਕੈਪਸੋਮਰੇ,कॅप्सोमेर
ਕੈਪਸੂਲ,कॅप्सूल
ਕਾਰਬਾਮਿਨੋਮੋਗਲੋਬਿਨ,कार्बॅमिनोहेमोग्लोबिन
ਕਾਰਬੋਹਾਈਡਰੇਟ,कार्बोहायड्रेट
ਕਾਰਬਨ ਡਾਈਆਕਸਾਈਡ,कार्बन डाय ऑक्साइड
ਕਾਰਬਨ ਡਿਸਲਫਾਈਡ,कार्बन डिसल्फाइड
ਕਾਰਬਨ ਅਣੂ,कार्बन रेणू
ਕਾਰਬੋਨੇਟ,कार्बोनेट
ਕਾਰਬੋਨਿਕ ਐਸਿਡ,कार्बॉनिक acid सिड
ਕਾਰਬੋਨਿਕ ਐਨੀਹਾਈਡਰੇਸ,कार्बोनिक अ‍ॅनहायड्रॅस
ਕਾਰਬੋਨਿਫਰਸ ਦੀ ਮਿਆਦ,कार्बनिफेरस कालावधी
ਕਾਰਬੌਕਸਲ,कारबॉक्सिल
ਕਾਰਬੌਕਸਲ ਸਮੂਹ,कार्बॉक्सिल ग्रुप
ਕਾਰਬੋਸੀਲੇਸ,कार्बोक्लेझ
ਕਾਰਬੋਸੀਲਾਈਸ਼ਨਸ,कार्बोक्लेशन
ਕਾਰਚਰੋਡਨ,कारचारोडन
ਕਾਰਸਿਨੋਜੀਨੇਸਿਸ,कार्सिनोजेनेसिस
ਕਾਰਸਿਨੋਜਨਿਕ,कार्सिनोजेनिक
ਕਾਰਸਿਨੋਮਾ,कार्सिनोमा
ਖਿਰਦੇ ਦੇ ਚੱਕਰ,ह्रदयाचा चक्र
ਕਾਰਡੀਆਕ ਗਲਾਈਕੋਸਾਈਡ,कार्डियाक ग्लायकोसाइड
ਖਿਰਦੇ ਦੀ ਮਾਸਪੇਸ਼ੀ,हृदयाचे स्नायू
ਕਾਰਡੀਆਕ ਪੇਸਮੇਕਰ,कार्डियाक पेसमेकर
ਕਾਰਡਿਓਸਕੋਪ,कार्डोस्कोप
ਕਾਰਨੇਵੋਓ,कार्निवोरा
ਕਾਰਨੀਵੋਰ,मांसाहारी
ਮਾਸਾਹਾਰੀ,मांसाहारी
ਮਾਸਨੀਵੋਰਸ ਜਹਾਜ਼,मांसाहारी विमान
ਲਾਹੇਵਧੂ ਚਤੁਰਭੁਜ,मांसाहारी चतुष्पाद
ਕੈਰੋਟੀਨ,कॅरोटीन
ਕੈਰੋਟੈਨੋਇਡ,कॅरोटीनोइड
ਕਾਰਪਲ,कार्पल
ਕਾਰਪਲ,कार्पेल
ਕਾਰਪਸ,कार्पस
ਕੈਰੇਗੇਨ,कॅरेजेन
ਕੈਰੀਅਰ ਵਿਧੀ,वाहक यंत्रणा
ਸਮਰੱਥਾ ਲੈ ਕੇ,वाहून नेण्याची क्षमता
ਕਾਰਟਿੱਜੈਗਨਸ ਫਿਸ਼,कार्टिलेजेनस फिश
ਕਾਰਟਿਲੀਨੀਅਸ,कार्टिलेगिनस
ਲਾਸ਼ਲ,कार्न्कल
ਕਰੀਓਗ੍ਰਾਮੀ,कॅरिओगामी
Caryofyllaceae,कॅरिओफिलॅसी
ਕੈਰੀਫਾਈਡਸੋਸ,कॅरिओफिलेसियस
ਕੈਰੀਓਪਿਸਸ,कॅरिओपिसिस
ਕੇਸਿਨ,केसिन
ਕੈਸਪਰੀਅਨ ਸਟਰਿੱਪ,कॅस्परियन पट्टी
ਕਾਸੀਆ,कॅसिया
Cassowriy,कॅसोवरी
ਕੈਸਟਰ,एरंडेल
ਕਾਸੂਰੀਨਾ,कॅसुरिना
ਕਾਸੂਰੀਨਾ ਐਲਾਨਸ,कॅसुरिना अल्नस
ਕੈਟਾਬੋਲਿਜ਼ਮ,कॅटाबोलिझम
ਕੈਟਾਲੇਸ,कॅटलॅस
ਕੈਟਾਲਾਗ,कॅटलॉग
ਉਤਪ੍ਰੇਸਿਆ,कॅटॅलिसिस
ਉਤਪ੍ਰੇਰਕ,उत्प्रेरक
ਉਤਪ੍ਰੇਰਕ ਕਨਵਰਟਰ,उत्प्रेरक कन्व्हर्टर
ਮੋਤੀਆ,मोतीबिंदू
ਤਬਾਹੀ,आपत्ती
ਕੇਟੂਲਾਮਾਈਨ,कॅटेकोलामाइन
ਕੈਟੈੱਕੋਮਾਈਨ ਹਾਰਮੋਨ,कॅटेकोलोमाइन संप्रेरक
ਕੈਥੀਟਰਾਈਜ਼ੇਸ਼ਨ,कॅथेट्रायझेशन
ਹਵਾਲਾ,केशन
ਕੈਟਕਿਨ,कॅटकिन
ਕੈਟਲਾ,कॅटला
ਬਿੱਲੀ ਦੀ ਨਹੁੰ (Bignonia-unguis cati),मांजरीचे नेल (बिग्नोनिया-गोंगुइस कॅटी)
ਪਸ਼ੂ ਚਰਾਉਣ ਵਾਲੇ,गुरेढोरे चरणे
ਪਸ਼ੂ ਰੈਂਚ,गुरेढोरे गुरेढोरे
ਪਸ਼ੂ ਦੇ ਰਮਨ,गुरेढोरे रुमेन
ਪਸ਼ੂ ਦੀ ਸ਼ੈਲੀ,गुरांची शैली
ਕਾਜਲ ਵਰਟੀਬਰਾ,पुच्छर कशेरुका
ਕੱਡੇਕਸ,COUDEX
ਕਾਰਕ ਏਜੰਟ,कार्यकारण एजंट
ਸੀਡਰਸ ਡੀਓਡਰਾ (ਸੀਡਰ),सेड्रस देवोदर (देवदार)
ਸੇਲੇਸਟਰੇਲਸ,सेलिस्ट्रेल्स
ਸੈੱਲ ਜੀਵ ਵਿਗਿਆਨੀ,सेल जीवशास्त्रज्ञ
ਸੈੱਲ ਜੀਵ ਵਿਗਿਆਨ,सेल जीवशास्त्र
ਸੈੱਲ ਚੱਕਰ,सेल चक्र
ਸੈੱਲ ਵੱਡਾ,सेल वाढ
ਸੈੱਲ ਲਿਫਾਫਾ,सेल लिफाफा
ਸੈੱਲ ਭੰਡਾਰ,सेल फ्रॅक्शनेशन
ਸੈੱਲ ਹੋਮੋਜਨੇਟ,सेल होमोजेनेट
ਸੈੱਲ ਵਿਚੋਲਗੀ,सेल मध्यस्थ प्रतिकारशक्ती
ਸੈੱਲ ਝਿੱਲੀ,पेशी आवरण
ਸੈੱਲ ਫੈਲਣ,सेल प्रसार
ਸੈੱਲ ructure ਾਂਚਾ,सेल रचना
ਸੈੱਲ ਸਿਧਾਂਤ,सेल सिद्धांत
ਸੈੱਲ ਦੀਵਾਰ,पेशी भित्तिका
ਸੈਲੋਫਿਨ ਝਿੱਲੀ,सेलोफेन पडदा
ਸੈਲੂਲਾਈ,सेल्युले
ਸੈਲੂਲਰ ਡਿਫੈਂਸ,सेल्युलर संरक्षण
ਸੈਲਿ ular ਲਰ Energy ਰਜਾ ਟ੍ਰਾਂਸਫਰ-ਸਿਸਟਮ,सेल्युलर एनर्जी ट्रान्सफर-सिस्टम
ਸੈਲੂਲਰ ਪਾਚਕ,सेल्युलर एंजाइम
ਸੈਲੂਲਰ ਪੱਧਰ,सेल्युलर पातळी
ਸੈਲੂਲਰ ਆਕਸੀਡੇਸ਼ਨ,सेल्युलर ऑक्सिडेशन
ਸੈਲੂਲਰ ਪੂਲ,सेल्युलर पूल
ਸੈਲੂਲੋਜ਼,सेल्युलोज
ਸੈਲੂਲੋਜ਼ ਮਾਈਕ੍ਰੋਫਾਈਬ੍ਰਿਲ,सेल्युलोज मायक्रोफिब्रिल
ਸੀਮੈਂਟਮ,सिमेंटम
ਸੇਕਰਸ,सेन्चरस
Cendozoic ਯੁੱਗ,सेनोझोइक युग
ਮਰਦਮਸ਼ੁਮਾਰੀ,जनगणना
ਮਰਦਮਸ਼ੁਮਾਰੀ,जनगणना
ਸੈਂਟੀਮੋਰਗਨ,सेंटीमोर्गन
ਸੈਂਟੀਪੀਡੀਆ ਸੰਗਠਨ,सेंटीपीडा ऑर्बिक्युलरिस
ਕੇਂਦਰੀ ਧੁਰਾ,मध्य अक्ष
ਕੇਂਦਰੀ ਸੈੱਲ,मध्यवर्ती सेल
ਕੇਂਦਰੀ ਕੋਰ,मध्यवर्ती कोअर
ਕੇਂਦਰੀ ਡੋਗਮਾ,मध्यवर्ती मत
ਕੇਂਦਰੀ ਨਸ਼ਾ ਖੋਜ ਸੰਸਥਾ,केंद्रीय औषध संशोधन संस्था
ਕੇਂਦਰੀ ਖੇਤਰ,मध्य फील्ड
ਕੇਂਦਰੀ ਲੰਮੇ,सेंट्रल लॅक्टेल
ਕੇਂਦਰੀ ਦਿਮਾਗੀ ਪ੍ਰਣਾਲੀ,मध्यवर्ती मज्जासंस्था
ਕੇਂਦਰੀ ਸੂਲਕਸ,मध्यवर्ती सल्कस
ਸੈਂਟਰਿਫੁਗਾਸ਼ਨ,सेंट्रीफ्यूगेशन
ਸੈਂਟਰਿਓਲ,सेंट्रीओल
ਸੈਂਟਰੋਮਰੇਅਰ,सेन्ट्रोमेर
ਸੈਂਟੀਰੋਸੋਮ,सेन्ट्रोसोम
ਸੈਂਟੀਰਸਫਾਇਰ,सेन्टरोस्फीअर
Cepholochordate,सेफलोचॉर्डेट
Cepholachordates,सेफलोचॉर्डेट्स
ਸੇਫਲੋਸਪੋਰਿਨ,सेफलोस्पोरिन
ਸੇਫਲੋਥੋਰਾਕਸ,सेफॅलोथोरॅक्स
ਸੀਟੈਫਾਈਡਸੀ,सेराटोफिलॅसी
ਸੀਰੀਅਲ ਅਨਾਜ,धान्य धान्य
ਸੇਰੇਬੈਲਰ ਪੇਡਨਕਲ,सेरेबेलर पेडनकल
ਸੇਰੇਬੈਲਮ,सेरेबेलम
ਸੇਰੇਬ੍ਰਲ ਐਕਯੂਟੈਕਟ,सेरेब्रल अ‍ॅक्विडक्ट
ਸੇਰੇਬ੍ਰਲ ਕੋਰਟੇਕਸ,सेरेब्रल कॉर्टेक्स
ਸੇਰੇਬ੍ਰਲ ਹੇਮਿਸਫਾਇਰ,सेरेब्रल गोलार्ध
ਸੇਰੇਬ੍ਰਲ ਵੈਂਟ੍ਰਿਕਲ,सेरेब्रल वेंट्रिकल
ਸੇਰੇਬ੍ਰੋਸਪਾਈਨਲ ਤਰਲ (CSF),सेरेब्रोस्पाइनल फ्लुइड (सीएसएफ)
ਸੇਰੇਬ੍ਰਮ,सेरेब्रम
ਪ੍ਰਮਾਣਿਤ ਬੀਜ,प्रमाणित बियाणे
ਖੰਡਾ ਗਲੈਂਡ,सेर्यूमेनस ग्रंथी
ਸਰਵਾਈਕਲ,गर्भाशय ग्रीवा
ਸਰਵਾਈਕਲ ਕੈਪ,गर्भाशय ग्रीवा कॅप
ਸਰਵਾਈਕਲ ਵਰਟੀਬਰਾ,गर्भाशय ग्रीवा
ਬੱਚੇਦਾਨੀ,गर्भाशय ग्रीवा
ਸੀਸੀਅਮ ਕਲੋਰਾਈਡ,सेझियम क्लोराईड
Cesspulo,सेसपूल
ਸੀਸੀਸੀਅਨਜ਼,Cetasians
ਚੈਟੋਪਟਰਸ,चेटोप्टेरस
ਚਮਜ਼ਾ,चालझा
ਚਮਜ਼ਾ,चालझा
ਚੈਲਜਲ ਅੰਤ,चालझल एंड
ਚਾਲੀਨਾ,चालिना
ਚਮਲੋਨ (ਚਮਮਾਏਲੀਅਨ),गिरगिट (चामेलियन)
ਚੈਨਕਾਈਡ,चक्रोइड
ਚੈਨਲ,चॅनल
ਚੈਨਲ,चॅनल
ਚੈਪਰਨ,चैपरॉन
ਚਾਰਾ,चारा
ਵਿਸ਼ੇਸ਼ਤਾ ਬਨਸਪਤੀ,वैशिष्ट्यपूर्ण वनस्पती
ਚਾਰਕੋਲ,कोळसा
ਚਾਰਗਫ ਦਾ ਨਿਯਮ,चार्गॅफचा नियम
ਚਾਰਜ ਜੋੜਾ ਜੋੜਿਆ ਜੰਤਰ (CCD),चार्ज युग्मित डिव्हाइस (सीसीडी)
ਚਾਰਜ ਕਰਨਾ,चार्जिंग
ਕੱਚਾ,Chasmogamous
ਚੌਕਹਹਮ,चॅटमालस
ਚੇਲੋਨ,चेलोन
ਰਸਾਇਣਕ ਵਿਸ਼ਲੇਸ਼ਕ,रासायनिक विश्लेषक
ਰਸਾਇਣਕ ਬਾਂਡ,रासायनिक बंध
ਰਸਾਇਣਕ ਟੁੱਟਣਾ,रासायनिक ब्रेकडाउन
ਰਸਾਇਣਕ ਪੇਚੀਦਗੀ,रासायनिक जटिलता
ਰਸਾਇਣਕ ਵਾਤਾਵਰਣ,रासायनिक वातावरण
ਰਸਾਇਣਕ ਵਿਕਾਸ,रासायनिक उत्क्रांती
ਰਸਾਇਣਕ ਵਿਧੀ,रासायनिक पद्धत
ਰਸਾਇਣਕ ਮੁਟਿਆਰ,रासायनिक म्युटागेन
ਰਸਾਇਣਕ ਮੂਲ,रासायनिक मूळ
ਰਸਾਇਣਕ ਆਕਸੀਜਨ ਮੰਗ,रासायनिक ऑक्सिजनची मागणी
ਰਸਾਇਣਕ ਸੰਭਾਵਨਾ,रासायनिक क्षमता
ਰਸਾਇਣਕ ਖੋਪੜੀ,रासायनिक स्कॅल्पेल
ਰਸਾਇਣਕ ਸੰਕੇਤ,रासायनिक सिग्नल
ਰਸਾਇਣਕ ਸਿਨਪਸ,रासायनिक Synapse
ਚੇਮੀਓਸਮੋਟਿਕ ਕਲਪਨਾ,केमिओमोटिक गृहीतक
ਕੈਮਿਸਟ,केमिस्ट
ਰਸਾਇਣ,रसायनशास्त्र
Chemosyinthessisis,केमोसिंथेसिस
ਕਰਮੋ-ਆਟੋਰੋਫਿਕ ਬੈਕਟਰੀਆ,केमो-ऑटोरोफिक बॅक्टेरिया
ਚੇਮੋ,केमोनॅस्टी
Chemosyinthessisis,केमोसिंथेसिस
ChemosytThettic Antotroph,केमोसिंथेटिक ऑटोट्रोफ
ChemosyThetistic ਬੈਕਟੀਰੀਆ,केमोसिंथेटिक बॅक्टेरिया
