Assamese,Gujarati
ইম্বিবেচন আৰ্দ্ৰতা,એમ્બિબેશન ભેજ
অপৰিপক্ক মাটি,અપરિપક્વ માટી
জব্দ কৰা ডক,જપ્ત કરાયેલ ડોક
ভূমিৰ ৰাজহ বৃদ্ধি,જમીનની આવકમાં વધારો
স্বতন্ত্ৰ মৰাপাট,સ્વતંત્ર પાલખ
কঠিন,ઈન્ડ્યુરેટેડ
প্ৰাৰম্ভিক প্ৰিষ্ট্ৰেছ,પ્રારંભિક prestress
প্ৰাৰম্ভিক উত্তেজনা,પ્રારંભિક તણાવ
অভ্যন্তৰীণ জলপথ বন্দৰ,આંતરદેશીય જળમાર્ગ બંદર
ইনচুলেটিং বৰ্ড,ઇન્સ્યુલેટીંગ બોર્ડ
মধ্যৱৰ্তী বন্দৰ,મધ્યવર્તી બંદર
আভ্যন্তৰীণ ঘৰ্ষণ,આંતરિક ઘર્ષણ
ইন্ট্ৰাজ’নেল মাটি,ઇન્ટ્રાઝોનલ માટી
আয়ন,આયન
আয়ন বিনিময়,આયન વિનિમય
লোহাৰ কেৰাহী,લોખંડની તપેલી
জলসিঞ্চিত মাটি,સિંચાઈવાળી જમીન
জলসিঞ্চন,સિંચાઈ
জলসিঞ্চনৰ চেছ,સિંચાઈ ઉપકર
জাম্ব,જાંબ
জগল কৰক,જોગલ
জগল পিন,જોગલ પિન
জৌলে,જૌલ
জাম্পাৰ,જમ્પર
কিলোগ্ৰাম,કિલોગ્રામ
কিলোগ্ৰাম বল,કિલોગ્રામ બળ
কিলোগ্ৰাম বল মিটাৰ,કિલોગ્રામ ફોર્સ મીટર
কিলোৱাট ঘন্টা,કિલોવોટ કલાક
ৰজা বন্ধ,રાજા બંધ
পাকঘৰ,રસોડું
লেচযুক্ত স্তম্ভ,લેસ્ડ કૉલમ
পিছ পৰি থকা,લેગીંગ
লেমেলা শিপা,લેમેલા મૂળ
লেমিনাৰ প্ৰবাহ,લેમિનર પ્રવાહ
লেম্পৰ ফুটা,દીવો છિદ્ર
ভূমি বৃদ্ধি,જમીન સંવર્ધન
ভূমি পিছলি যোৱা,લેન્ડ સ્લાઇડિંગ
লেটাৰাইট,લેટેરાઇટ
লেটাৰাইট মাটি,લેટેરાઇટ માટી
বৃহৎ সংখ্যকৰ নিয়ম,મોટી સંખ્યાનો કાયદો
বিন্যাস পৰিকল্পনা,લેઆઉટ યોજના
লেজাৰ,ખાતાવહી
চূণৰ কেৰাহী,ચૂનો પાન
লিণ্টেল,લિંટેલ
তৰল সীমা,પ્રવાહી મર્યાદા
লাইভ লোড,લાઈવ લોડ
লোম,લોમ
স্থানীয় এক্সজেষ্ট ভেণ্টিলেচন,સ્થાનિક એક્ઝોસ્ટ વેન્ટિલેશન
লোকো চোতাল,લોકો યાર્ડ
ল&#39;ছ,લોસ
প্লাষ্টিকৰ সীমা কম কৰা,ઓછી પ્લાસ્ટિક મર્યાદા
কম তাপত চিমেণ্ট,ઓછી ગરમી સિમેન્ટ
মেচিন মল্ডিং,મશીન મોલ્ડિંગ
বৃহৎ গঠন,મેક્રોસ્ટ્રક્ચર
মূল মূৰ নিয়ন্ত্ৰক,મુખ્ય હેડ રેગ્યુલેટર
মূল বন্দৰ,મુખ્ય બંદર
মেকআপ এয়াৰ,મેકઅપ એર
মানচাৰ্ড,મૅનસાર્ડ
মাৰ্শ্বেলিং গজ,માર્શલિંગ યાર્ડ
শিলৰ কাম,ચણતર
পৰিপক্ক উষ্ণতা,પરિપક્વતા તાપમાન
মেজেনিন মজিয়া,મેઝેનાઇન ફ્લોર
যান্ত্ৰিক বিশ্লেষণ,યાંત્રિક વિશ્લેષણ
যান্ত্ৰিক বায়ু চলাচল,યાંત્રિક વેન્ટિલેશન
মেট্ৰিক ব্যৱস্থা,મેટ્રિક સિસ્ટમ
অণুগাঁথনি,માઇક્રોસ્ટ્રક્ચર
মিলি সমতুল্য,મિલી સમકક્ષ
প্ৰতি লিটাৰত মিলি সমতুল্য,મિલી સમકક્ષ પ્રતિ લિટર
খনিজ পদাৰ্থ,ખનિજ
খনিজ মাটি,ખનિજ માટી
সৰু বন্দৰ,નાના બંદર
মাইট্ৰেড বন্ধ,Mitred બંધ
চলন্ত মাটিৰ কলয়ড,મોબાઇલ સોઇલ કોલોઇડ
আৰ্দ্ৰতা,ભેજનું પ્રમાણ
আৰ্দ্ৰতাৰ গ্ৰেডিয়েণ্ট,ભેજ ઢાળ
মনোলিথ,મોનોલિથ
মনোৰেল,મોનોરેલ
ৰাষ্ট্ৰীয় বন্দৰ পৰিষদ,નેશનલ હાર્બર કાઉન્સિલ
প্ৰাকৃতিক বিচনা,કુદરતી પથારી
প্ৰাকৃতিক ফিনিচিং,કુદરતી પૂર્ણાહુતિ
প্ৰাকৃতিক বন্দৰ,કુદરતી બંદર
প্ৰাকৃতিক বায়ু চলাচল,કુદરતી વેન્ટિલેશન
নৌসেনাৰ বন্দৰ,નેવલ બંદર
নিউটন,ન્યુટન
নন ইউনিফৰ্ম প্ৰবাহ,બિન-સમાન પ્રવાહ
পানীৰ হাৰ দখল কৰে,પાણીનો દર રોકે છે
তেলৰ ৰং,ઓઇલ પેઇન્ટ
তেলৰ কুঁৱাৰ চিমেণ্ট,તેલનો કૂવો સિમેન્ટ
মুকলি চেনেলৰ প্ৰবাহ,ચેનલ ફ્લો ખોલો
অনুকূল আৰ্দ্ৰতা,મહત્તમ ભેજ
জৈৱিক মাটি,ઓર્ગેનિક માટી
অভিবিন্যাস,ઓરિએન્ટેશન
অৰ্থোগনেল,ઓર્થોગોનલ
অৰ্টষ্টেইন,ઓર્ટસ્ટેઇન
বাহিৰৰ সংকেত,બાહ્ય સંકેત
অক্সিডেচন,ઓક્સિડેશન
পেণ্ট্ৰি,પેન્ટ્રી
পেৰাপেট,પેરાપેટ
পেৰাপেটৰ দেৱাল,પેરાપેટ દિવાલ
অভিভাৱকৰ সামগ্ৰী,પિતૃ સામગ્રી
শিলগুটি ঢালাই প্লাষ্টাৰ,પેબલ કાસ્ટ પ્લાસ્ટર
পেডালফাৰ,પેડલફર
পেড&#39;কেল,પેડોકલ
পেড’জেনেছিছ,પેડોજેનેસિસ
পেড’লজি,પેડોલોજી
পেড’স্ফিয়াৰ,પીડોસ્ફિયર
পেনেট্ৰ’মিটাৰ,પેનેટ્રોમીટર
পেণ্ট ছাদ,પેન્ટ છત
পেপটাইজিং এজেণ্ট,પેપ્ટાઇઝિંગ એજન્ટ
বিশ্লেষণৰ সময়ছোৱা,વિશ્લેષણનો સમયગાળો
পাৰ্পেণ্ড,પેપેન્ડ
পাৰ্চৰ্পচন,શોષણ
ঘাট,પિયર
পিলাষ্টাৰ,પિલાસ્ટર
চূড়া,પીચ
পিচড ছাদ,ખાડાવાળી છત
সাধাৰণ কংক্ৰিট,સાદો કોંક્રિટ
সমতল কোণ,પ્લેન કોણ
সাধাৰণ চোতাল,સાદો યાર્ડ
প্লেনছল,પ્લાન્સોલ
প্লাষ্টিকৰ স্থায়িত্ব,પ્લાસ્ટિક સુસંગતતા
প্লাষ্টিচিটি,પ્લાસ્ટીસીટી
প্লাষ্টিচিটি সূচকাংক,પ્લાસ્ટિસિટી ઇન્ડેક્સ
প্লাষ্টিচিটিৰ সীমা,પ્લાસ્ટિસિટી મર્યાદા
প্লাষ্টিচিটিৰ পৰিসৰ,પ્લાસ્ટિસિટી શ્રેણી
প্লেটি গঠন,પ્લેટી માળખું
প্লিন্থ,પ્લિન્થ
হাল বোৱা মাটি,ખેડાણની માટી
প্লামৰ শিল,આલુ પથ્થર
পডজোলে,પોડઝોલ
আঙুলিয়াই দি,નિર્દેશ
বহুভুজীয়া বেৰ,બહુકોણીય દિવાલ
ছিদ্ৰৰ স্থান,છિદ્ર જગ્યા
বন্দৰ,બંદર
পজিটিভ ভেন্টিলেচন,હકારાત્મક વેન્ટિલેશન
প্ৰেয়ৰী মাটি,પ્રેરી માટી
নিখুঁততা,ચોકસાઇ
প্ৰাথমিক কণা,પ્રાથમિક કણ
প্ৰিজমেটিক গঠন,પ્રિઝમેટિક માળખું
উৎপাদনশীল কাম,ઉત્પાદક કાર્ય
প্ৰকল্পৰ ন্যায্যতা,પ્રોજેક્ટનું સમર્થન
সুৰক্ষামূলক কাম,રક્ષણાત્મક કાર્ય
ছ্যুড’-মাইচেলিয়াম,સ્યુડો-માયસેલિયમ
পুখুৰী,ખાબોચિયું
পাগিং,પગીંગ
পিউমিচ,પ્યુમિસ
পাঞ্চিয়ন,પંચોન
পুতলা,કઠપૂતળી
পুটলগ,પુટલોગ
পুটলগ মৰাপাট,પુટલોગ સ્કેફોલ્ડ
পৰিমাণ জৰীপকাৰী,જથ્થો સર્વેયર
শিলৰ ৰস,ખાણનો રસ
ঘাট,ક્વે
কুইন বন্ধ,રાણી બંધ
কুইইন,ક્વોઈન
ৰাফ্ট ফাউণ্ডেচন,રાફ્ટ ફાઉન્ડેશન
ৰেকাৰ,રેકર
ৰেকিং,રેકિંગ
ৰেকিং বণ্ড,રેકિંગ બોન્ડ
ৰেকিং ফ্লেছিং,Raking ફ્લેશિંગ
দ্ৰুতগতিত পৰিৱৰ্তনশীল প্ৰবাহ,ઝડપથી બદલાતો પ્રવાહ
আদায়যোগ্য পেমেণ্ট,વસૂલપાત્ર ચુકવણી
ৰঙা মাটি,લાલ પૃથ્વી
ৰঙা লোম,લાલ લોમ
নিয়ন্ত্ৰক,રેગ્યુલેટર
ৰেগুৰ বা ক’লা কপাহী মাটি,રેગુર અથવા કાળી કપાસની માટી
ৰিপেমেণ্ট চুক্তি,ચુકવણી કરાર
অৱশিষ্ট সংকোচন,શેષ સંકોચન
অৱশিষ্ট মাটি,શેષ માટી
প্ৰকাশ কৰা,ઉઘાડી
পিন প্ৰকাশ কৰক,પીન જણાવો
টাই প্ৰকাশ কৰক,ટાઈ જાહેર કરો
ৰিজ,રિજ
ৰিজ কেপিং,રિજ કેપિંગ
নদী,નદી
ৰোড ষ্টেড,રોડ સ્ટેડ
ৰুক্ষ প্লাষ্টাৰ,રફ પ્લાસ્ટર
ধ্বংসাৱশেষ,રોડાં
ধ্বংসাৱশেষৰ শিলৰ কাম,રોડાં ચણતર
ধ্বংসাৱশেষৰ দেৱাল,રોડાંની દિવાલ
চলি থকা জোখ-মাখ,ચાલી રહેલ માપન
নিৰাপদ বহন ক্ষমতা,સલામત બેરિંગ ક્ષમતા
নিমখৰ গ্লেজ,મીઠું ગ્લેઝ
নমুনাৰ আকাৰ,નમૂનાનું કદ
নমুনা বিতৰণ,નમૂના વિતરણ
নমুনা সংগ্ৰহৰ ভুল,સેમ્પલિંગ ભૂલ
বালি,રેતી
বালিৰ ফিনিচিং,રેતી પૂર્ણાહુતિ
বালিৰ হাতৰ মল্ডিং,રેતી હાથ મોલ્ડિંગ
ছেণ্ডিং,સેન્ડિંગ
সংপৃক্ত মাটি,સંતૃપ્ત માટી
সংপৃক্ত মাটিৰ পেষ্ট,સંતૃપ્ત માટી પેસ્ટ
চেচুৰেচন এক্সট্ৰেক্ট,સંતૃપ્તિ અર્ક
চেচুৰেচন শতাংশ,સંતૃપ્તિ ટકાવારી
চচৰ গম্বুজ,રકાબી ગુંબજ
মৰাপাট,પાલખ
শ্বিষ্ট,શિસ્ટ
সাগৰীয় বন্দৰ,સમુદ્ર બંદર
গোপন নালা,ગુપ્ત ગટર
দ্বিতীয়,બીજું
পলস বিশ্লেষণ,સેડિમેન્ટેશન વિશ્લેષણ
অৰ্ধকৃত্ৰিম বন্দৰ,અર્ધ-કૃત્રિમ બંદર
অৰ্ধ জোৱাৰ-ভাটাৰ ডক,અર્ધ ભરતી ડોક
চেনিল,સેનાઇલ
শ্বেল,શેલ
শ্বীটৰ স্তূপ,શીટનો ખૂંટો
সংকোচনৰ সীমা,સંકોચન મર્યાદા
শ্বাটাৰিং,શટરીંગ
চিয়ালিটিক মাটি,સિઆલિટિક માટી
ছিয়েৰ’জেম,સિરોઝેમ
চিল,સીલ
পলি,કાંપ
একক ফ্লেমিছ তেজ,સિંગલ ફ્લેમિશ લોહી
একক দানাযুক্ত গঠন,એક દાણાદાર માળખું
কংকালৰ মাটি,હાડપિંજરની માટી
স্কাৰ্টিং,સ્કર્ટિંગ
স্লিপাৰ ৱাল,સ્લીપર દિવાલ
কাষৰ নালা,બાજુની ગટર
স্লাইড নিয়ম,સ્લાઇડ નિયમ
স্লিপ ডক,સ્લિપ ડોક
স্মোনিজা,સ્મોનીઝા
তিয়াই থোৱা,પલાળીને
মাটিৰ সংঘ,માટીનું જોડાણ
মাটিৰ শ্ৰেণী,માટી વર્ગ
মাটিৰ জটিলতা,માટી સંકુલ
মাটিৰ স্থায়িত্ব,જમીનની સુસંગતતા
মাটি পৰিয়াল,માટી કુટુંબ
মাটিৰ ফ্ৰেমৰ কাম,માટી ફ્રેમ વર્ક
মাটিৰ আৰ্দ্ৰতা,જમીનની ભેજ
মাটিৰ আৰ্দ্ৰতা বৃদ্ধি,જમીનમાં ભેજનું સંવર્ધન
মাটিৰ আৰ্দ্ৰতাৰ ঘাটি,જમીનમાં ભેજની ઉણપ
মাটিৰ আকৃতিবিজ্ঞান,માટી મોર્ફોલોજી
মাটিৰ কণা,માટીનો કણ
মাটিৰ পৰ্যায়,માટીનો તબક્કો
মাটিৰ প্ৰফাইল,માટી પ્રોફાઇલ
মাটিৰ বিক্ৰিয়া,માટીની પ્રતિક્રિયા
মাটি পৃথক হয়,માટી અલગ પડે છે
মাটিৰ শৃংখলা,માટી શ્રેણી
মাটিৰ দ্ৰৱ,માટી ઉકેલ
মাটিৰ গঠন,માટીનું માળખું
মাটিৰ টেক্সচাৰ,માટીની રચના
মাটিৰ প্ৰকাৰ,માટીનો પ્રકાર
ছলুম,સોલમ
শোষণ,સોર્પ્શન
Spalls,spalls
নিৰ্দিষ্ট আয়ন প্ৰভাৱ,ચોક્કસ આયન અસર
বৰ্গক্ষেত্ৰৰ কোৰ্চযুক্ত ধ্বংসাৱশেষৰ শিলৰ কাম,ચોરસ કોર્સ્ડ રોડાં ચણતર
বৰ্গক্ষেত্ৰৰ নিয়মীয়া কোৰ্চযুক্ত ধ্বংসাৱশেষ শিলৰ কাম,ચોરસ નિયમિત કોર્સ્ડ રોડાં ચણતર
স্থিৰ প্ৰবাহ,સ્થિર પ્રવાહ
ফিচফিচাই ষ্টেপ কৰিলে,સ્ટેપ્ડ ફ્લેશિંગ
আঠাযুক্ততা,સ્ટીકીનેસ
ষ্টিক পইণ্ট,સ્ટિકિંગ પોઈન્ટ
শিল,પથ્થર
স্লপ হেণ্ড মল্ডিং,સ્લોપ હેન્ડ મોલ્ડિંગ
ষ্ট্ৰেপ হিঞ্জ,પટ્ટા મિજાગરું
ষ্ট্ৰ’ বৰ্ড,સ્ટ્રો બોર્ડ
নিজৰা,પ્રવાહ
চাপ,તણાવ
ষ্ট্ৰেচাৰ,સ્ટ્રેચર
ষ্ট্ৰেচাৰ বণ্ড,સ્ટ્રેચર બોન્ડ
ষ্ট্ৰেচাৰ কোৰ্চ,સ્ટ્રેચર કોર્સ
তাঁৰ,તાર
ষ্ট্ৰিং কোৰ্চ,શબ્દમાળા કોર્સ
গঠন কাৰক,માળખું પરિબળ
গঠন সূচকাংক,સ્ટ્રક્ચર ઇન્ડેક્સ
ষ্টুকো,સાગોળ
ষ্টড,સંવર્ધન
ষ্টাইলবেট,સ્ટાયલોબેટ
উপ মাটি,સબ માટી
উপ গঠন,પેટા માળખું
যোগফল বক্ৰ,સમીકરણ વળાંક
সূৰ্য্যৰ মাইকা,સૂર્ય અભ્રક
চুপাৰ ষ্ট্ৰাকচাৰ,સુપર સ્ટ્રક્ચર
জৰীপকাৰী,સર્વેયર
S-মান,એસ-મૂલ્ય
লুট,સ્વેગ
হাঁসৰ ডিঙি,હંસની ગરદન
তম্বু,ટેબરનેકલ
টেবুল হেণ্ড মল্ডিং,ટેબલ હેન્ડ મોલ્ડિંગ
টেংকিং,ટેન્કીંગ
টেম্পিয়েট্টো,ટેમ્પીએટ્ટો
টেম্পাৰিং,ટેમ્પરિંગ
টেমপ্লেট,ઢાંચો
টেমপ্লেট,ઢાંચો
টেপিডাৰিয়াম,ટેપિડેરિયમ
টেৰাকোটা,ટેરાકોટા
টেৰা ৰোজা,ટેરા રોઝા
টেৰাজো,ટેરાઝો
টেট্ৰা ষ্টাইল,ટેટ્રા શૈલી
থ্ৰেছহ&#39;ল্ড সীমা মান,થ્રેશોલ્ડ મર્યાદા મૂલ્ય
নেলু,ગળું
শিলৰ মাজেৰে,પથ્થર દ્વારા
জোৱাৰ-ভাটাৰ অৱবাহিকা,ભરતી બેસિન
টাই বাৰ,ટાઈ બાર
টাই বিম,ટાઈ બીમ
টাই ৰড,સળિયો બાંધો
তিৰছ,તિર્સ
সহনশীলতা,સહનશીલતા
দাঁত ওলোৱা,ટૂથિંગ
ওপৰৰ মাটি বা পৃষ্ঠৰ মাটি,ટોચની માટી અથવા સપાટીની માટી
মুঠ ছিদ্ৰতা,કુલ છિદ્રાળુતા
ট্ৰেচাৰী,ટ્રેસરી
ট্ৰেইন ৰেজিষ্টেন্স,ટ્રેન પ્રતિકાર
ট্ৰেন্সেপ্ট,ટ્રાન્સેપ્ટ
সংক্ৰমণকালীন মাটি,ટ્રાન્ઝિશનલ માટી
ট্ৰেন্সম,ટ્રાન્સમ
পৰিবহণ মাটি,પરિવહન માટી
ট্ৰিবিউটাৰী,ઉપનદી
ট্ৰাইফ’ৰিয়াম,ટ્રાઇફોરિયમ
ট্ৰিগ্লিফ,ટ્રાઇગ્લિફ
ছেদ কৰা মাটি,કાપેલી માટી
অশান্ত প্ৰবাহ,તોફાની પ્રવાહ
টাৰেট,સંઘાડો
টিম্পাৰ num,ટાઇમ્પર નંબર
চূড়ান্ত বহন ক্ষমতা,અંતિમ બેરિંગ ક્ષમતા
চূড়ান্ত ph,અલ્ટીમેટ પીએચ
আনকোৰ্চড ৰেণ্ডম ধ্বংসাৱশেষ শিলৰ কাম,અનકોર્સ્ડ રેન્ડમ રોડાં ચણતર
আনকোৰ্চড বৰ্গক্ষেত্ৰৰ ধ্বংসাৱশেষৰ শিলৰ কাম,અનકોર્સ્ડ ચોરસ રોડાં ચણતર
আণ্ডাৰক্ৰফ্ট,અન્ડરક્રોફ્ટ
ভৰোৱা নোহোৱা ছিদ্ৰতা,અપૂર્ણ છિદ્રાળુતા
একেধৰণৰ প্ৰবাহ,સમાન પ્રવાહ
ইউনিট ফ্ৰেম ধৰণৰ মৰাপাট,એકમ ફ્રેમ પ્રકાર પાલખ
অনুত্পাদনশীল কাম,બિનઉત્પાદક કાર્ય
অসংপৃক্ত মাটি,અસંતૃપ્ત માટી
অস্থিৰ প্ৰবাহ,અસ્થિર પ્રવાહ
প্লাষ্টিকৰ ওপৰৰ সীমা,ઉચ્ચ પ્લાસ્ટિક મર્યાદા
উপত্যকাৰ নালা,ખીણ ગટર
ভল্ট,વૉલ્ટ
ভেটেৰিয়াম,વેટેરિયમ
বায়ু চলাচল কৰা,વેન્ટિલેશન
ভেন্টিলেটৰ,વેન્ટિલેટર
ভেৰামদহ,વેરામદાહ
ভেষ্টিবুল,વેસ્ટિબ્યુલ
ভিলা,વિલા
