Malayalam,Punjabi
കോർഡിനേറ്റ് വിമാനം,ਤਾਲਮੇਲ ਜਹਾਜ਼
കോർഡിനേറ്റുകൾ,ਕੋਆਰਡੀਨੇਟਸ
കോർഡിനേറ്റ് സിസ്റ്റം,ਤਾਲਮੇਲ ਸਿਸਟਮ
കോപ്പർനിക്കൻ സിസ്റ്റം,ਕੋਪਰਨਿਕ ਸਿਸਟਮ
കോപ്ലനാർ,ਕੋਪਲਾਨਰ
കോപ്ലനാർ ശക്തികൾ,coplanar ਬਲ
കോപ്ലനാരിറ്റി,coplanarity
കോപ്രൈം നമ്പറുകൾ,coprime ਨੰਬਰ
തിരുത്തൽ ഘടകം,ਸੁਧਾਰ ਕਾਰਕ
ശരിയായ പരിഹാരം,ਸਹੀ ਹੱਲ
പരസ്പരബന്ധം,ਇਕ ਦੂਸਰੇ ਨਾਲ ਸੰਬੰਧ
പരസ്പരബന്ധം ഗുണകം,ਸਬੰਧ ਗੁਣਾਂਕ
പരസ്പരബന്ധം ഡയഗ്രം,ਸਬੰਧ ਚਿੱਤਰ
പരസ്പരബന്ധം പ്രവർത്തനം,ਸਬੰਧ ਫੰਕਸ਼ਨ
പരസ്പരബന്ധം മാട്രിക്സ്,ਸਬੰਧ ਮੈਟ੍ਰਿਕਸ
പരസ്പര ബന്ധ അനുപാതം,ਸਬੰਧ ਅਨੁਪਾਤ
കോറെലോഗ്രാം,correlogram
കോറലോഗ്രാം വിശകലനം,correlogram ਵਿਸ਼ਲੇਸ਼ਣ
പൊരുത്തപ്പെടുത്തുക,ਅਨੁਸਾਰੀ
കത്തിടപാടുകളുടെ തത്വം,ਪੱਤਰ ਵਿਹਾਰ ਦੇ ਸਿਧਾਂਤ
അനുബന്ധ കോൺ,ਅਨੁਸਾਰੀ ਕੋਣ
അനുബന്ധ വശം,ਅਨੁਸਾਰੀ ਪਾਸੇ
കോസെറ്റ്,coset
കോസൈൻ,ਕੋਸਾਈਨ
കോസൈൻ നിയമം,ਕੋਸਾਈਨ ਕਾਨੂੰਨ
ചെലവ് വിശകലനം,ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ
ചെലവ് പരമാവധിയാക്കൽ,ਲਾਗਤ ਵੱਧ ਤੋਂ ਵੱਧ
എണ്ണൽ സിദ്ധാന്തം,ਗਿਣਨਯੋਗਤਾ ਦਾ ਧੁਰਾ
എണ്ണാവുന്ന,ਗਿਣਨਯੋਗ
കണക്കാക്കാവുന്ന അഡിറ്റിവിറ്റി,ਗਿਣਨਯੋਗ ਜੋੜ
എണ്ണാവുന്ന അടിസ്ഥാനം,ਗਿਣਨਯੋਗ ਅਧਾਰ
എണ്ണാവുന്ന അടിസ്ഥാനം,ਗਿਣਨਯੋਗ ਆਧਾਰ
എണ്ണാവുന്ന സെറ്റ്,ਗਿਣਨਯੋਗ ਸੈੱਟ
എണ്ണിയാലൊടുങ്ങാത്തത്,ਅਣਗਿਣਤ ਅਨੰਤ
കൗണ്ടർ,ਵਿਰੋਧੀ
എതിർ ഘടികാരദിശയിൽ,ਘੜੀ ਦੇ ਉਲਟ
എതിർ ഉദാഹരണം,ਵਿਰੋਧੀ ਉਦਾਹਰਨ
സഹവർത്തിത്വം,ਸਹਿਵਿਹਾਰ
സഹവർത്തിത്വ നിയമം,ਸਹਿਪ੍ਰਸਤੀ ਕਾਨੂੰਨ
കോവേരിയൻസ് മാട്രിക്സ്,ਕੋਵੇਰੀਅੰਸ ਮੈਟਰਿਕਸ
സഹവർത്തിത്വ രീതി,ਸਹਿਵਿਹਾਰ ਵਿਧੀ
സഹവർത്തിത്വ സാങ്കേതികത,ਸਹਿਵਿਹਾਰ ਤਕਨੀਕ
ക്രാമർ ഭരണം,ਕ੍ਰੈਮਰ ਦਾ ਨਿਯਮ
ക്രാമർ-റാവു അസമത്വം,ਕ੍ਰੇਮਰ-ਰਾਓ ਅਸਮਾਨਤਾ
മാനദണ്ഡ പ്രവർത്തനം (=ഒബ്ജക്റ്റീവ് ഫംഗ്‌ഷൻ),ਮਾਪਦੰਡ ਫੰਕਸ਼ਨ (= ਉਦੇਸ਼ ਫੰਕਸ਼ਨ)
നിർണായക ആംഗിൾ,ਨਾਜ਼ੁਕ ਕੋਣ
നിര്ണ്ണായക ബിന്ദു,ਨਾਜ਼ੁਕ ਬਿੰਦੂ
പ്രവർത്തനത്തിന്റെ നിർണായക പോയിന്റ്,ਫੰਕਸ਼ਨ ਦਾ ਨਾਜ਼ੁਕ ਬਿੰਦੂ
നിർണായക മൂല്യം,ਨਾਜ਼ੁਕ ਮੁੱਲ
നിർണായക വേഗത,ਨਾਜ਼ੁਕ ਗਤੀ
ക്രോസ് കോറിലേഷൻ ഫംഗ്ഷൻ,ਕਰਾਸ ਕੋਰਿਲੇਸ਼ਨ ਫੰਕਸ਼ਨ
ക്രോസ് ഉൽപ്പന്നം,ਕਰਾਸ ਉਤਪਾਦ
ക്രോസ് റേഷ്യോ,ਕਰਾਸ ਅਨੁਪਾਤ
ക്രോസ് സെക്ഷനിംഗ്,ਕਰਾਸ ਸੈਕਸ਼ਨਿੰਗ
ക്രിപ്റ്റ്,ਕ੍ਰਿਪਟ
ക്യൂബ്,ਘਣ
ക്യൂബ് നമ്പർ,ਘਣ ਨੰਬਰ
ക്യൂബ് റൂട്ട്,ਘਣ ਜੜ੍ਹ
ക്യൂബിക്,ਘਣ
ക്യൂബിക്കൽ,ਘਣ
ക്യൂബിക് സമവാക്യം,ਘਣ ਸਮੀਕਰਨ
ക്യൂബിക് ഇഞ്ച്,ਘਣ ਇੰਚ
ക്യുബിക് മീറ്റർ,ਘਣ ਮੀਟਰ
ക്യൂബിക് പരവലയം,ਕਿਊਬਿਕ ਪੈਰਾਬੋਲਾ
ക്യൂബിക് റൂട്ട്,ਘਣ ਜੜ੍ਹ
ക്യൂബിക് കാലാവധി,ਘਣ ਮਿਆਦ
ക്യൂബോയിഡ്,ਘਣ
സഞ്ചിത,ਸੰਚਤ
ക്യുമുലേറ്റീവ് കർവ്,ਸੰਚਤ ਕਰਵ
സഞ്ചിത വിതരണ പ്രവർത്തനം,ਸੰਚਤ ਵੰਡ ਫੰਕਸ਼ਨ
സഞ്ചിത ആവൃത്തി,ਸੰਚਤ ਬਾਰੰਬਾਰਤਾ
ക്യുമുലേറ്റീവ് ഫ്രീക്വൻസി ഫംഗ്‌ഷൻ,ਸੰਚਤ ਬਾਰੰਬਾਰਤਾ ਫੰਕਸ਼ਨ
ക്യുമുലേറ്റീവ് ഫ്രീക്വൻസി ഗ്രാഫ്,ਸੰਚਤ ਬਾਰੰਬਾਰਤਾ ਗ੍ਰਾਫ
ക്യുമുലേറ്റീവ് പ്രോബബിലിറ്റി ഫംഗ്‌ഷൻ,ਸੰਚਤ ਸੰਭਾਵਨਾ ਫੰਕਸ਼ਨ
ചുരുളൻ,ਕਰਲ
പൊരുത്തം,ਇਕਸਾਰਤਾ ਦਾ curl
വെക്റ്ററിന്റെ ചുരുളൻ,ਵੈਕਟਰ ਦਾ curl
ചുരുണ്ട ബ്രാക്കറ്റ്,ਕਰਲੀ ਬਰੈਕਟ
നിലവിലെ,ਮੌਜੂਦਾ
നിലവിലെ പോയിന്റ്,ਮੌਜੂਦਾ ਬਿੰਦੂ
വക്രത,ਵਕਰਤਾ
വക്രത പ്രഭാവം,ਵਕਰ ਪ੍ਰਭਾਵ
വളവ്,ਕਰਵ
വളഞ്ഞ രേഖ,ਕਰਵ ਲਾਈਨ
കർവ് ട്രേസിംഗ്,ਕਰਵ ਟਰੇਸਿੰਗ
വളഞ്ഞ അസിംപ്റ്റോട്ട്,curvilinear asymptote
curvilinear കോർഡിനേറ്റുകൾ,ਕਰਵਿਲੀਨੀਅਰ ਕੋਆਰਡੀਨੇਟਸ
കർവിലീനിയർ റിഗ്രഷൻ,ਕਰਵਿਲੀਨੀਅਰ ਰਿਗਰੈਸ਼ਨ
കൂമ്പാരം,cusp
ചക്രം,ਚੱਕਰ
ചാക്രിക വ്യതിയാനം,ਚੱਕਰੀ ਪਰਿਵਰਤਨ
സൈക്ലിക് ക്രോസ് ഉൽപ്പന്നം,ਚੱਕਰੀ ਕਰਾਸ ਉਤਪਾਦ
ചാക്രിക ആവശ്യം,ਚੱਕਰ ਦੀ ਮੰਗ
ചാക്രിക പദപ്രയോഗം,ਚੱਕਰੀ ਸਮੀਕਰਨ
ചാക്രിക ഗ്രൂപ്പ്,ਚੱਕਰੀ ਗਰੁੱਪ
ചാക്രിക ക്രമമാറ്റം,ਚੱਕਰੀ ਕ੍ਰਮਵਾਰ
സൈക്ലോയ്ഡ്,ਸਾਈਕਲੋਇਡ
സിലിണ്ടർ,ਸਿਲੰਡਰ
സിലിണ്ടർ,ਸਿਲੰਡਰ ਵਾਲਾ
സിലിണ്ടർ ഉപരിതലം,ਸਿਲੰਡਰ ਸਤਹ
സൈഫർ,ਸਾਈਫਰ
ഡി അലംബെർട്ടിന്റെ തത്വം,D&#39;alembert ਦੇ ਅਸੂਲ
നനഞ്ഞ ഹാർമോണിക് പ്രവർത്തനം,ਗਿੱਲਾ ਹਾਰਮੋਨਿਕ ਫੰਕਸ਼ਨ
സ്ഥിരമായ ഈർപ്പം,ਲਗਾਤਾਰ ਗਿੱਲਾ
ഡാറ്റ,ਡਾਟਾ
ഡാറ്റ ഉത്ഭവം,ਡਾਟਾ ਉਤਪਤੀ
ഡാറ്റ പ്രോസസ്സിംഗ് സിസ്റ്റം,ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ ਸਿਸਟਮ
ഡാറ്റ പ്രോസസ്സർ,ਡਾਟਾ ਪ੍ਰੋਸੈਸਰ
ഡാറ്റ ഷീറ്റ്,ਡਾਟਾ ਸ਼ੀਟ
ദശാഭുജം,ਡੇਕਗਨ
ദശാഗ്രാം,decagram
ദശാമീറ്റർ,decameter
സ്ഥിരമായ ക്ഷയം,ਸੜਨ ਨਿਰੰਤਰ
ശോഷണ വക്രം,ਸੜਨ ਵਕਰ
മാന്യമായ പ്രവർത്തനം,ਵਿਨੀਤ ਫੰਕਸ਼ਨ
ഡെസിഗ്രാം,ਡੇਸੀਗ੍ਰਾਮ
ദശാംശം,decile
ദശാംശം,ਦਸ਼ਮਲਵ
ദശാംശ കോഡ്,ਦਸ਼ਮਲਵ ਕੋਡ
ദശാംശ കോഡ് ചെയ്ത അക്കം,ਦਸ਼ਮਲਵ ਕੋਡਿਡ ਅੰਕ
ദശാംശ വികാസം,ਦਸ਼ਮਲਵ ਵਿਸਥਾਰ
ദശാംശ അംശം,ਦਸ਼ਮਲਵ ਅੰਸ਼
ദശാംശ നൊട്ടേഷൻ,ਦਸ਼ਮਲਵ ਸੰਕੇਤ
ദശാംശ സംഖ്യാ സംവിധാനം,ਦਸ਼ਮਲਵ ਨੰਬਰਿੰਗ ਸਿਸਟਮ
ദശാംശ,ਦਸ਼ਮਲਵ ਬਿੰਦੂ
ദശാംശ സ്കെയിൽ,ਦਸ਼ਮਲਵ ਸਕੇਲ
ദശാംശ വ്യവസ്ഥ,ਦਸ਼ਮਲਵ ਸਿਸਟਮ
ഡെസിമീറ്റർ,ਡੈਸੀਮੀਟਰ
മനസ്സിലാക്കുന്നു,ਸਮਝਣਾ
തീരുമാന മാതൃക,ਫੈਸਲੇ ਦਾ ਮਾਡਲ
തീരുമാന സിദ്ധാന്തം,ਫੈਸਲੇ ਦੀ ਥਿਊਰੀ
തീരുമാനം വേരിയബിൾ,ਫੈਸਲਾ ਵੇਰੀਏਬਲ
ഡീകോഡർ,ਡੀਕੋਡਰ
ഡീകോഡിംഗ്,ਡੀਕੋਡਿੰਗ
വിഘടിപ്പിക്കാവുന്ന സെറ്റ്,ਸੜਨਯੋਗ ਸੈੱਟ
കുറയുന്നു,ਘਟ ਰਿਹਾ ਹੈ
പ്രവർത്തനം കുറയുന്നു,ਘਟਦੀ ਫੰਕਸ਼ਨ
Dedekind ന്റെ കട്ട്,Dedekind ਦੇ ਕੱਟ
ഡെഡെകിൻഡിന്റെ സിദ്ധാന്തം,Dedekind ਦਾ ਪ੍ਰਮੇਯ
അനുമാനിക്കുക,ਦਾ ਅਨੁਮਾਨ
കിഴിവ് രീതി,ਕਟੌਤੀ ਵਿਧੀ
വികലമായ,ਨੁਕਸਦਾਰ
സമവാക്യം നിർവചിക്കുന്നു,ਪਰਿਭਾਸ਼ਿਤ ਸਮੀਕਰਨ
നിശ്ചിത അവിഭാജ്യ,ਨਿਸ਼ਚਿਤ ਅਟੁੱਟ
നിശ്ചിത മാട്രിക്സ്,ਨਿਸ਼ਚਿਤ ਮੈਟ੍ਰਿਕਸ
നിർവചനം,ਪਰਿਭਾਸ਼ਾ
രൂപഭേദം വക്രം,deformation ਕਰਵ
രൂപഭേദം വരുത്തിയ ഉപരിതലം,ਵਿਗੜਿਆ ਸਤਹ
അപചയം,ਪਤਨ
ഗതാഗത പ്രശ്‌നങ്ങളിലെ അപചയം,ਆਵਾਜਾਈ ਦੀਆਂ ਸਮੱਸਿਆਵਾਂ ਵਿੱਚ ਵਿਗਾੜ
ഡിഗ്രി,ਡਿਗਰੀ
ഡിഫറൻഷ്യൽ സമവാക്യത്തിന്റെ ബിരുദം,ਅੰਤਰ ਸਮੀਕਰਨ ਦੀ ਡਿਗਰੀ
സ്വാതന്ത്ര്യത്തിന്റെ ബിരുദം,ਆਜ਼ਾਦੀ ਦੀ ਡਿਗਰੀ
ബഹുപദത്തിന്റെ ബിരുദം,ਬਹੁਪਦ ਦੀ ਡਿਗਰੀ
ഇല്ലാതാക്കിയ അയൽപക്കം,ਆਂਢ-ਗੁਆਂਢ ਨੂੰ ਹਟਾਇਆ
ഡെൽറ്റ പ്രവർത്തനം,ਡੈਲਟਾ ਫੰਕਸ਼ਨ
ഡിമാൻഡും യൂട്ടിലിറ്റി വക്രവും,ਮੰਗ ਅਤੇ ਉਪਯੋਗਤਾ ਵਕਰ
ഡിമാൻഡ് സമവാക്യം,ਮੰਗ ਸਮੀਕਰਨ
ഡിമാൻഡ് ഫംഗ്ഷൻ,ਮੰਗ ਫੰਕਸ਼ਨ
ജനസംഖ്യാ പഠനം,ਜਨਸੰਖਿਆ ਅਧਿਐਨ
ജനസംഖ്യാശാസ്ത്രം,ਜਨਸੰਖਿਆ
ഡി മോവ്രെയുടെ സിദ്ധാന്തം,De Moivre ਦਾ ਸਿਧਾਂਤ
പ്രകടിപ്പിക്കുക,ਪ੍ਰਦਰਸ਼ਨ
പ്രകടനം,ਪ੍ਰਦਰਸ਼ਨ
പ്രദർശന ജ്യാമിതി,ਪ੍ਰਦਰਸ਼ਨੀ ਜਿਓਮੈਟਰੀ
ഡിനോമിനേറ്റർ,ਭਾਅ
ഇടതൂർന്ന സെറ്റ്,ਸੰਘਣਾ ਸੈੱਟ
സാന്ദ്രത,ਘਣਤਾ
എണ്ണമറ്റ സെറ്റ്,ਗਿਣਤੀਯੋਗ ਸੈੱਟ
പുറപ്പെടുന്ന വേരിയബിളുകൾ,ਰਵਾਨਗੀ ਵੇਰੀਏਬਲ
ആശ്രിത സംഭവം,ਨਿਰਭਰ ਘਟਨਾ
ആശ്രിത റാൻഡം വേരിയബിൾ,ਨਿਰਭਰ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ
ആശ്രിത വേരിയബിൾ,ਨਿਰਭਰ ਵੇਰੀਏਬਲ
ആശ്രിത വേരിയേറ്റ്,ਨਿਰਭਰ ਪਰਿਵਰਤਨ
വിഷാദം ആംഗിൾ,ਡਿਪਰੈਸ਼ਨ ਕੋਣ
വ്യുൽപ്പന്നം,ਵਿਉਤਪੱਤੀ
ഡെറിവേറ്റീവ്,ਡੈਰੀਵੇਟਿਵ
ഉരുത്തിരിഞ്ഞ പരമ്പര,ਪ੍ਰਾਪਤ ਲੜੀ
ഉരുത്തിരിഞ്ഞ സെറ്റ്,ਪ੍ਰਾਪਤ ਸੈੱਟ
അവരോഹണം,ਉਤਰਦੇ ਹੋਏ
അവരോഹണ ക്രമം,ਘਟਦੇ ਕ੍ਰਮ
അവരോഹണ പരമ്പര,ਘਟਦੀ ਲੜੀ
വിവരണാത്മക ജ്യാമിതി,ਵਰਣਨਯੋਗ ਜਿਓਮੈਟਰੀ
വിവരണാത്മക മാതൃക,ਵਰਣਨਯੋਗ ਮਾਡਲ
വിവരണാത്മക സ്ഥിതിവിവരക്കണക്കുകൾ,ਵਰਣਨਯੋਗ ਅੰਕੜੇ
ഡിസൈൻ,ਡਿਜ਼ਾਈਨ
പരീക്ഷണത്തിന്റെ രൂപകൽപ്പന,ਪ੍ਰਯੋਗ ਦੇ ਡਿਜ਼ਾਈਨ
ഡെസ്ക് കാൽക്കുലേറ്റർ,ਡੈਸਕ ਕੈਲਕੁਲੇਟਰ
കണ്ടെത്തൽ,ਖੋਜ
ഡിറ്റർമിനന്റ്,ਨਿਰਣਾਇਕ
ഡിറ്റർമിനന്റ് റാങ്ക്,ਨਿਰਣਾਇਕ ਦਰਜਾ
നിർണ്ണയിക്കുക,ਨਿਰਧਾਰਤ ਕਰੋ
നിർണ്ണായക മാതൃക,ਨਿਰਣਾਇਕ ਮਾਡਲ
നിർണ്ണായക പ്രശ്നം,ਨਿਰਣਾਇਕ ਸਮੱਸਿਆ
വ്യതിയാനം,ਭਟਕਣਾ
വ്യതിയാനം ഗുണകം,ਭਟਕਣਾ ਗੁਣਾਂਕ
ഡയാഡിക് സിസ്റ്റം,ਡਾਇਡਿਕ ਸਿਸਟਮ
ഡയഗണൽ,ਵਿਕਰਣ
ഒരു മാട്രിക്സിന്റെ ഡയഗണലൈസേഷൻ,ਇੱਕ ਮੈਟ੍ਰਿਕਸ ਦਾ ਵਿਕਰਣੀਕਰਨ
ഡയഗണൽ മാട്രിക്സ്,ਵਿਕਰਣ ਮੈਟ੍ਰਿਕਸ
ഡയഗണൽ സമാനത,ਵਿਕਰਣ ਸਮਾਨਤਾ
ഡയഗ്രം,ਚਿੱਤਰ
ഡയഗ്രമാറ്റിക് രീതി,ਚਿੱਤਰਕਾਰੀ ਢੰਗ
ഡയഗ്രമാറ്റിക് അവതരണം,ਚਿੱਤਰਕਾਰੀ ਪੇਸ਼ਕਾਰੀ
വ്യാസം,ਵਿਆਸ
ഒരു സെറ്റിന്റെ വ്യാസം,ਇੱਕ ਸੈੱਟ ਦਾ ਵਿਆਸ
വിപരീതമായി,ਵਿਆਸ ਦੇ ਉਲਟ
പകിട എറിയുക,ਪਾਸਾ ਸੁੱਟਣਾ
ദ്വിമുഖ വർഗ്ഗീകരണം,ਵਿਭਾਜਨ ਵਰਗੀਕਰਣ
ദ്വിമുഖം,ਦੁਵਿਧਾ
നിഘണ്ടു ക്രമം,ਡਿਕਸ਼ਨਰੀ ਆਰਡਰ
വ്യത്യാസം കണക്കുകൂട്ടൽ,ਅੰਤਰ ਕੈਲਕੂਲਸ
വ്യത്യാസ സമവാക്യം,ਅੰਤਰ ਸਮੀਕਰਨ
വ്യത്യാസം ഫോർമുല,ਅੰਤਰ ਫਾਰਮੂਲਾ
വ്യത്യാസം രീതി,ਅੰਤਰ ਢੰਗ
സെറ്റുകളുടെ വ്യത്യാസം,ਸੈੱਟ ਦਾ ਅੰਤਰ
വ്യത്യസ്തമായ,ਵੱਖ ਕਰਨ ਯੋਗ
വ്യത്യസ്തമായ വക്രം,ਵਿਭਿੰਨ ਕਰਵ
വ്യത്യസ്തമായ പ്രവർത്തനം,ਵੱਖ ਕਰਨ ਯੋਗ ਫੰਕਸ਼ਨ
വ്യത്യസ്തമായ,ਅੰਤਰ
ഡിഫറൻഷ്യൽ കാൽക്കുലസ്,ਵਿਭਾਜਨ ਕੈਲਕੂਲਸ
ഡിഫറൻഷ്യൽ കോഫിഫിഷ്യന്റ്,ਵਿਭਿੰਨ ਗੁਣਾਂਕ
ഡിഫറൻഷ്യൽ സമവാക്യം,ਅੰਤਰ ਸਮੀਕਰਨ
ഡിഫറൻഷ്യൽ ഫോം,ਵਿਭਿੰਨ ਰੂਪ
ഡിഫറൻഷ്യൽ ഫോർമുല,ਅੰਤਰ ਫਾਰਮੂਲਾ
ഡിഫറൻഷ്യൽ ഫംഗ്ഷൻ,ਅੰਤਰ ਫੰਕਸ਼ਨ
ഡിഫറൻഷ്യൽ ജ്യാമിതി,ਵਿਭਿੰਨ ਜਿਓਮੈਟਰੀ
ഉയർന്ന ക്രമത്തിന്റെ വ്യത്യാസം,ਉੱਚ ਕ੍ਰਮ ਦਾ ਅੰਤਰ
ഡിഫറൻഷ്യൽ ഘടകം,ਫਰਕ ਭਾਗ
വേർതിരിക്കുക,ਵੱਖਰਾ
വ്യത്യാസം,ਭਿੰਨਤਾ
ഡിഫറൻഷ്യേഷൻ ഫോർമുല,ਵਿਭਿੰਨਤਾ ਫਾਰਮੂਲਾ
വെക്റ്ററിന്റെ വ്യത്യാസം,ਵੈਕਟਰ ਦਾ ਅੰਤਰ
വ്യാപനം,ਫੈਲਾ
അക്കം,ਅੰਕ
ഡിജിറ്റൽ കമ്പ്യൂട്ടർ,ਡਿਜ਼ੀਟਲ ਕੰਪਿਊਟਰ
ഡിജിറ്റൽ ഡാറ്റ,ਡਿਜ਼ੀਟਲ ਡਾਟਾ
മാനം,ਮਾਪ
മാനം,ਆਯਾਮ
അളവില്ലാത്ത,ਅਯਾਮ ਰਹਿਤ
ഒരു സമവാക്യത്തിന്റെ അളവ്,ਇੱਕ ਸਮੀਕਰਨ ਦਾ ਮਾਪ
diophantine സമവാക്യം,diophantine ਸਮੀਕਰਨ
മുക്കി കോൺ,ਡਿੱਪ ਕੋਣ
ഡിപോളാർ കോർഡിനേറ്റുകൾ,ਡਿਪੋਲਰ ਕੋਆਰਡੀਨੇਟਸ
ദ്വിധ്രുവം,dipole
ഡിപിരമിഡ് (ബൈപിരമിഡ്),ਡਿਪਾਈਰਾਮਿਡ (ਬਾਈਪਾਈਰਾਮਿਡ)
ഡിറാക് ഡെൽറ്റ ഫംഗ്‌ഷൻ,ਡਾਇਰਾਕ ਡੈਲਟਾ ਫੰਕਸ਼ਨ
നേരിട്ടുള്ള പൊതു ടാൻജെന്റ്,ਸਿੱਧੀ ਸਾਂਝੀ ਸਪਰਸ਼
സംവിധാനം ആംഗിൾ,ਨਿਰਦੇਸ਼ਿਤ ਕੋਣ
സംവിധാനം ചെയ്ത ലൈൻ,ਨਿਰਦੇਸ਼ਿਤ ਲਾਈਨ
ദിശാസൂചന ഡെറിവേറ്റീവ്,ਦਿਸ਼ਾਤਮਕ ਡੈਰੀਵੇਟਿਵ
ദിശ കോസൈൻ,ਦਿਸ਼ਾ ਕੋਸਾਈਨ
മാക്സിമയുടെ ദിശ,ਅਧਿਕਤਮ ਦੀ ਦਿਸ਼ਾ
പ്രൊജക്ഷന്റെ ദിശ,ਪ੍ਰੋਜੈਕਸ਼ਨ ਦੀ ਦਿਸ਼ਾ
ദിശ അനുപാതം,ਦਿਸ਼ਾ ਅਨੁਪਾਤ
ഡയറക്ടർ സർക്കിൾ,ਡਾਇਰੈਕਟਰ ਸਰਕਲ
ഡയറക്ടർ മണ്ഡലം,ਨਿਰਦੇਸ਼ਕ ਖੇਤਰ
നേരിട്ടുള്ള ഉൽപ്പന്നം,ਸਿੱਧਾ ਉਤਪਾਦ
നേരിട്ടുള്ള തെളിവ്,ਸਿੱਧਾ ਸਬੂਤ
നേരിട്ടുള്ള അനുപാതം,ਸਿੱਧਾ ਅਨੁਪਾਤ
ഡയറക്‌ട്രിക്സ്,directrix
നേരിട്ടുള്ള തുക,ਸਿੱਧੀ ਰਕਮ
വിച്ഛേദിച്ച സെറ്റുകൾ,ਡਿਸਕਨੈਕਟ ਕੀਤੇ ਸੈੱਟ
നിർത്തലാക്കൽ,ਨਿਰੰਤਰਤਾ
ഡെറിവേറ്റീവിന്റെ നിർത്തലാക്കൽ,ਡੈਰੀਵੇਟਿਵ ਦੀ ਖੰਡਨਤਾ
ആദ്യ തരത്തിലുള്ള നിർത്തലാക്കൽ,ਪਹਿਲੀ ਕਿਸਮ ਦੀ ਰੁਕਾਵਟ
രണ്ടാമത്തെ തരത്തിലുള്ള നിർത്തലാക്കൽ,ਦੂਜੀ ਕਿਸਮ ਦੀ ਰੁਕਾਵਟ
തുടർച്ചയായ വിതരണം,ਲਗਾਤਾਰ ਵੰਡ
തുടർച്ചയായ പ്രവർത്തനം,ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ
തുടർച്ചയായ വേരിയേറ്റ്,ਲਗਾਤਾਰ ਪਰਿਵਰਤਨ
വ്യതിരിക്തമായ,ਵੱਖਰਾ
വ്യതിരിക്തമായ വിതരണം,ਵੱਖਰੀ ਵੰਡ
ഡിസ്ക്രീറ്റ് പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ,ਵੱਖਰੀ ਸੰਭਾਵਨਾ ਵੰਡ
ഡിസ്ക്രീറ്റ് റാൻഡം വേരിയബിൾ,ਵੱਖਰਾ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ
വ്യതിരിക്ത സാമ്പിൾ സ്ഥലം,ਵੱਖ ਨਮੂਨਾ ਸਪੇਸ
വ്യതിരിക്തമായ സെറ്റ്,ਵੱਖਰਾ ਸੈੱਟ
വ്യതിരിക്ത സ്ഥലം,ਵੱਖਰੀ ਸਪੇਸ
വ്യതിരിക്ത ടോപ്പോളജി,ਡਿਸਕਰੀਟ ਟੌਪੋਲੋਜੀ
വ്യതിരിക്തമായ വ്യതിയാനം,ਵੱਖ ਵੱਖ
വിവേചനം,ਵਿਤਕਰਾ ਕਰਨ ਵਾਲਾ
വിവേചനപരമായ വിശകലനം (=വിവേചന വിശകലനം),ਪੱਖਪਾਤੀ ਵਿਸ਼ਲੇਸ਼ਣ (= ਵਿਤਕਰੇ ਵਾਲਾ ਵਿਸ਼ਲੇਸ਼ਣ)
വേർപിരിയുക,ਟੁੱਟਣਾ
പരസ്പരവിരുദ്ധമായ സംഭവങ്ങൾ,ਵੱਖ-ਵੱਖ ਘਟਨਾਵਾਂ
വിഭജന സെറ്റുകൾ,ਵੱਖ-ਵੱਖ ਸੈੱਟ
അവ്യക്തമായ യൂണിയൻ,ਯੂਨੀਅਨ ਨੂੰ ਤੋੜੋ
വിച്ഛേദനം,ਵਿਛੋੜਾ
വിസരണം,ਫੈਲਾਅ
ഡിസ്പേർഷൻ ചാർട്ട്,ਫੈਲਾਅ ਚਾਰਟ
വിസരണം സ്ഥിരമായ,ਫੈਲਾਅ ਸਥਿਰ
ഡിസ്പർഷൻ ഡയഗ്രം,ਫੈਲਾਅ ਚਿੱਤਰ
ഡിസ്പർഷൻ മാട്രിക്സ് (=കോവേരിയൻസ് മാട്രിക്സ്),ਡਿਸਪਰਸ਼ਨ ਮੈਟਰਿਕਸ (=ਕੋਵੇਰੀਅੰਸ ਮੈਟਰਿਕਸ)
സ്ഥാനമാറ്റാം,ਵਿਸਥਾਪਨ
ഡിസ്പ്ലേ,ਡਿਸਪਲੇ
ഡിസ്പ്ലേ യൂണിറ്റ് (=കൺസോൾ),ਡਿਸਪਲੇ ਯੂਨਿਟ (=ਕੰਸੋਲ)
സമാനതകളില്ലാത്ത,ਭਿੰਨ
വിഘടിപ്പിക്കുന്ന ശക്തികൾ,dissipative ਤਾਕਤਾਂ
ദൂരം പ്രവർത്തനം,ਦੂਰੀ ਫੰਕਸ਼ਨ
ദൂരം മോഡുലസ്,ਦੂਰੀ ਮਾਡਿਊਲਸ
വിതരണ രഹിത രീതി,ਵੰਡ-ਮੁਕਤ ਢੰਗ
വിതരണ നിയമം,ਵੰਡਣ ਵਾਲਾ ਕਾਨੂੰਨ
വ്യതിചലിക്കുക,ਵੱਖ ਕਰਨਾ
വ്യതിചലനം,ਭਿੰਨਤਾ
