Odiya,Kannada
ମୁକାବିଲା,ನಿಭಾಯಿಸುವುದು
କରବେଲ |,ಕಾರ್ಬೆಲ್
କର୍ନିସ୍ |,ಕಾರ್ನಿಸ್
ଦମ୍ପତି,ಸಂಯೋಜಕ
"ଦମ୍ପତି, ଦୁଇଥର |","ಕಪ್ಲರ್, ಡಬಲ್"
"ଦମ୍ପତି, ପୁଟ୍ଲଗ୍ |","ಕಪ್ಲರ್, ಪುಟ್ಲಾಗ್"
"ଦମ୍ପତି, ସ୍ୱିଭେଲ୍ |","ಕಪ್ಲರ್, ಸ್ವಿವೆಲ್"
ପାଠ୍ୟକ୍ରମ,ಕೋರ್ಸ್
ରାଣ୍ଡମ୍ ରାଣ୍ଡଲ୍ ଚୁକ୍ତି |,ಕೋರ್ಸ್ಡ್ ಯಾದೃಚ್ಛಿಕ ಕಲ್ಲುಮಣ್ಣು ಕಲ್ಲುಗಳು
ଆଚ୍ଛାଦିତ କ୍ଷେତ୍ର |,ಆವರಿಸಿದ ಪ್ರದೇಶ
କ୍ରିପ୍,ತೆವಳುವ
କ୍ରିପ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,ಕ್ರೀಪ್ ಗುಣಾಂಕ
କ୍ରୋଟୋଭାଇନ୍ |,ಕ್ರೊಟೊವಿನ್
କାଉ ପାଦ |,ಕಾಗೆ ಕಾಲು
ଖଣ୍ଡ ଗଠନ |,ಕ್ರಂಬ್ ರಚನೆ
ବନ୍ଦ କର |,ದಂಡೆ
ସାମ୍ପ୍ରତିକ,ಪ್ರಸ್ತುತ
ବକ୍ର ପ୍ରତିରୋଧ,ಕರ್ವ್ ಪ್ರತಿರೋಧ
ଓଦା ପ୍ରୁଫ୍ ପାଠ୍ୟକ୍ରମ |,ತೇವಾಂಶ ನಿರೋಧಕ ಕೋರ್ಸ್
ସମାପ୍ତ ତାରିଖ,ಪೂರ್ಣಗೊಂಡ ದಿನಾಂಕ
ମୃତ ଭାର,ಡೆಡ್ ಲೋಡ್
ମୃତ ଜଳ |,ಸತ್ತ ನೀರು
ଡେସିବେଲ୍ |,ಡೆಸಿಬೆಲ್
ଡିଫ୍ଲୋକ୍କୁଲେସନ୍ |,ಡಿಫ್ಲೋಕ್ಯುಲೇಷನ್
ବାୟୁମଣ୍ଡଳ କିମ୍ବା ବାୟୁ ସ୍ଥାନ ଅନୁପାତର ଡିଗ୍ରୀ |,ಗಾಳಿ ಅಥವಾ ಗಾಳಿಯ ಅಂತರದ ಅನುಪಾತದ ಪದವಿ
ଏକୀକରଣର ଡିଗ୍ରୀ |,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆಯ ಪದವಿ
ବିଚ୍ଛେଦର ଡିଗ୍ରୀ |,ಪ್ರಸರಣದ ಪದವಿ
ପରିପୃଷ୍ଠାର ଡିଗ୍ରୀ |,ಶುದ್ಧತ್ವದ ಪದವಿ
ଘନତା,ಸಾಂದ್ರತೆ
ମରୁଭୂମି ରାସ୍ତା,ಮರುಭೂಮಿ ಪಾದಚಾರಿ ಮಾರ್ಗ
ମରୁଭୂମି ମାଟି |,ಮರುಭೂಮಿ ಮಣ್ಣು
ବିବରଣୀ,ವಿವರಗಳು
ବିକାଶ ଅବଧି,ಅಭಿವೃದ್ಧಿ ಅವಧಿ
ଡି-ରାଶି,ಡಿ-ಹಾರಿಜಾನ್
ତ୍ରିକୋଣୀୟ ବନ୍ଧନ |,ಕರ್ಣೀಯ ಬಂಧ
ଚିତ୍ର,ರೇಖಾಚಿತ್ರ
ଡିଜିଟାଲ୍ ଡକ୍ |,ಡಿಜಿಟಲ್ ಡಾಕ್
ଭିନ୍ନ ଭିନ୍ନ ଜଳ ହାର |,ಭೇದಾತ್ಮಕ ನೀರಿನ ದರ
ଦିଲ୍ୟୁସନ୍ ଭେଣ୍ଟିଲେସନ୍ |,ದುರ್ಬಲಗೊಳಿಸುವ ವಾತಾಯನ
ଦିଲୁଭିୟମ୍,ಡಿಲುವಿಯಂ
ଭୋଜନ ଗୃହ,ಊಟದ ಕೋಣೆ
ଦିଗ ପେଗ୍ |,ದಿಕ್ಕಿನ ಪೆಗ್
ବିଚ୍ଛେଦ |,ಪ್ರಸರಣ
ବିଭ୍ରାନ୍ତକାରୀ |,ಡಿಸ್ಟೆಂಪರ್
ଡକ୍ |,ಡಾಕ್
ଦ୍ୱାର,ಬಾಗಿಲು
ଛାତ୍ରାବାସ,ಡಾರ್ಮರ್
ଛାତ୍ରାବାସ ଯାଞ୍ଚ |,ಡಾರ್ಮರ್ ಚೆಕ್
ଡବଲ୍ ଫ୍ଲେମିଶ୍ ବଣ୍ଡ୍ |,ಡಬಲ್ ಫ್ಲೆಮಿಶ್ ಬಾಂಡ್
ଡବଲ୍ ସ୍ତର |,ಡಬಲ್ ಲೇಯರ್
ଡୋଭେଲ୍ |,ಡೋವೆಲ್
ଚିତ୍ରାଙ୍କନ ବୋର୍ଡ |,ಡ್ರಾಯಿಂಗ್ ಬೋರ್ಡ್
ଚିତ୍ରାଙ୍କନ କକ୍ଷ |,ಡ್ರಾಯಿಂಗ್ ಕೊಠಡಿ
ଡ୍ରାଇଫ୍,ಡ್ರಿಫ್ಟ್
ଶୁଖିଲା ବଲ୍ବ ତାପମାତ୍ରା |,ಒಣ ಬಲ್ಬ್ ತಾಪಮಾನ
ଶୁଖିଲା ଡକ୍ |,ಡ್ರೈ ಡಾಕ್
ଶୁଖିଲା ରବର ନିର୍ମାଣ,ಒಣ ರಬ್ಬರ್ ಕಲ್ಲು
ଡଚ୍ ବନ୍ଧନ |,ಡಚ್ ಬಾಂಡ್
ବାଣ୍ଡ କାନ୍ଥ |,ಕುಬ್ಜ ಗೋಡೆ
ବାସସ୍ଥାନ ଏକକ,ವಸತಿ ಘಟಕ
ଇଭ୍,ಈವ್
ଗୁପ୍ତାଙ୍ଗ,ಈವ್ಸ್ ಗಟರ್
ଆର୍ଥିକ ସମ୍ଭାବ୍ୟତା |,ಆರ್ಥಿಕ ಕಾರ್ಯಸಾಧ್ಯತೆ
ଏକ୍ଟୋଡାଇନାମୋରଫିକ୍ ମାଟି |,ಎಕ್ಟೋಡೈನಮಾರ್ಫಿಕ್ ಮಣ್ಣು
ଏଡି,ಸುಳಿ
ପ୍ରଭାବଶାଳୀ ଆକାର |,ಪರಿಣಾಮಕಾರಿ ಗಾತ್ರ
ଇଫ୍ଲୋରସେନ୍ସ |,ಪುಷ್ಪಮಯ
ପ୍ରଭାବଶାଳୀ |,ಹೊರಹರಿವು
ଉଚ୍ଚତା,ಎತ್ತರ
ବହିଷ୍କାର,ಎಲುವಿಯೇಶನ್
ଇଲୁଭିୟମ୍ |,ಎಲುವಿಯಮ್
ଏଣ୍ଡୋଡାଇନାମୋରଫିକ୍ ମାଟି |,ಎಂಡೋಡೈನಮಾರ್ಫಿಕ್ ಮಣ್ಣು
ଇଞ୍ଜିନିୟରିଂ ସମ୍ଭାବ୍ୟତା |,ಎಂಜಿನಿಯರಿಂಗ್ ಕಾರ್ಯಸಾಧ್ಯತೆ
ଇଂରାଜୀ ବନ୍ଧନ |,ಇಂಗ್ಲಿಷ್ ಬಾಂಡ್
ଇଂରାଜୀ ବଗିଚା କାନ୍ଥ ବନ୍ଧ |,ಇಂಗ್ಲಿಷ್ ಗಾರ್ಡನ್ ವಾಲ್ ಬಾಂಡ್
"ଇପିଏମ୍ (ପ୍ରତି ମିଲିୟନ୍ ସହିତ ସମାନ), &quot;","EPM (ಪ್ರತಿ ಮಿಲಿಯನ್‌ಗೆ ಸಮಾನ),&quot;"
ସମାନ ଓଜନ,ಸಮಾನ ತೂಕ
Erg,ಉದಾ
ଅଦଳବଦଳଯୋଗ୍ୟ |,ವಿನಿಮಯ ಮಾಡಬಹುದಾದ
ଅଦଳବଦଳ ଅମ୍ଳତା |,ಬದಲಾಯಿಸಬಹುದಾದ ಆಮ್ಲೀಯತೆ
ଅଦଳବଦଳ ସୋଡିୟମ୍ ପ୍ରତିଶତ (ESP),ಬದಲಾಯಿಸಬಹುದಾದ ಸೋಡಿಯಂ ಶೇಕಡಾವಾರು (ESP)
E. S P.,ಇ.ಎಸ್.ಪಿ.
ଅମ୍ଳତା ବିନିମୟ କରନ୍ତୁ |,ವಿನಿಮಯ ಆಮ್ಲೀಯತೆ
ଏକ୍ସଚେଞ୍ଜ୍ କମ୍ପ୍ଲେକ୍ସ |,ವಿನಿಮಯ ಸಂಕೀರ್ಣ
ନିଷ୍କାସନ,ನಿಷ್ಕಾಸ
ପ୍ରକାଶିତ ସମାପ୍ତ,ಬಹಿರಂಗ ಮುಕ್ತಾಯ
ଆଖି,ಕಣ್ಣು
ଆଖି ବ୍ରୋ,ಕಣ್ಣು ಹುಬ್ಬು
ସାମ୍ନା କରିବା |,ಎದುರಿಸುತ್ತಿದೆ
ବନ୍ଧନର ସମ୍ମୁଖୀନ |,ಎದುರಿಸುತ್ತಿರುವ ಬಂಧ
ନିରାପତ୍ତା କାରକ,ಸುರಕ್ಷತೆಯ ಅಂಶ
ପତନ,ಪತನ
ଫେସିଆ |,ಫೇಶಿಯಾ
ଫେସିଆ ବୋର୍ଡ |,ಫೇಶಿಯಾ ಬೋರ್ಡ್
ତ୍ରୁଟି,ದೋಷ
କ୍ଷେତ୍ର ଆର୍ଦ୍ରତା |,ಕ್ಷೇತ್ರ ತೇವಾಂಶ
ଅନ୍ତିମ ଆର୍ଦ୍ରତା ସମାନ |,ಅಂತಿಮ ತೇವಾಂಶ ಸಮಾನ
ଫିଲେଟ୍ (ମୋର୍ଟାର),ಫಿಲೆಟ್ (ಗಾರೆ)
ଅନ୍ତିମ,ಅಂತಿಮ
ଅନ୍ତିମ ମାପ |,ಅಂತಿಮ ಮಾಪನ
ଅନ୍ତିମ ଦେୟ,ಅಂತಿಮ ಪಾವತಿq
ଅନ୍ତିମ ପୂର୍ବ ଚାପ |,ಅಂತಿಮ ಪೂರ್ವ ಒತ್ತಡ
ଅନ୍ତିମ ଟେନସନ |,ಅಂತಿಮ ಒತ್ತಡ
ଆର୍ଥିକ ସମ୍ଭାବନା |,ಹಣಕಾಸಿನ ಕಾರ್ಯಸಾಧ್ಯತೆ
ଭଲ ଏଗ୍ରିଗେଟ୍ |,ಉತ್ತಮವಾದ ಒಟ್ಟು
ଖଣ୍ଡ ଖଣ୍ଡ |,ಬಿರುಕುಗೊಂಡ ಬಂಡೆ
ପତାକା ପଥର |,ಧ್ವಜದ ಕಲ್ಲು
ଫ୍ଲେମିସ୍ ବନ୍ଧନ |,ಫ್ಲೆಮಿಶ್ ಬಂಧ
ଫ୍ଲାସ୍,ಮಿನುಗುತ್ತಿದೆ
ଚମତ୍କାର ଷ୍ଟ୍ରିମ୍ |,ಹೊಳೆಯುವ ಸ್ಟ್ರೀಮ್
ଫ୍ଲାଟ ଛାତ |,ಫ್ಲಾಟ್ ಛಾವಣಿ
ଫ୍ଲେଚେ,ಫ್ಲೆಚೆ
ଫ୍ଲେମିସ୍ ବଗିଚା କାନ୍ଥ ବନ୍ଧ |,ಫ್ಲೆಮಿಶ್ ಗಾರ್ಡನ್ ವಾಲ್ ಬಾಂಡ್
ଫ୍ଲିଣ୍ଟ |,ಫ್ಲಿಂಟ್
ଫ୍ଲିଣ୍ଟ କାନ୍ଥ |,ಫ್ಲಿಂಟ್ ಗೋಡೆ
ଭାସମାନ ଚଟାଣ |,ತೇಲುವ ಮಹಡಿ
ଫ୍ଲୋକ୍ୟୁଲେସନ୍ |,ಫ್ಲೋಕ್ಯುಲೇಷನ್
ଫ୍ଲୋକ୍ୟୁଲେସନ୍ ସୀମା |,ಫ್ಲೋಕ್ಯುಲೇಷನ್ ಮಿತಿ
ଫ୍ଲୋକ୍ୟୁଲେସନ୍ ଅନୁପାତ |,ಫ್ಲೋಕ್ಯುಲೇಷನ್ ಅನುಪಾತ
ଫ୍ଲୋକ୍ୟୁଲ୍ସ |,ಫ್ಲೋಕಲ್ಸ್
ଚଟାଣ,ಮಹಡಿ
ଚଟାଣ ସିଲ୍ |,ಮಹಡಿ ಮುದ್ರೆ
ପ୍ରବାହ,ಹರಿವು
ଅସ୍ଥିରତା |,ಏರಿಳಿತ
ଫୁଟିଂ,ಕಾಲಿಡುವುದು
ଫାଉଣ୍ଡେସନ୍,ಅಡಿಪಾಯ
ମାଗଣା ପତନ ବାରୋ ଟପିଙ୍ଗ୍ ମିକ୍ସର୍ |,ಉಚಿತ ಪತನದ ಬ್ಯಾರೋ ಟಾಪಿಂಗ್ ಮಿಕ್ಸರ್
ମାଗଣା ପତନ ମିକ୍ସର୍ (ଡ୍ରମ୍ ପ୍ରକାର),ಉಚಿತ ಪತನ ಮಿಕ್ಸರ್ (ಡ್ರಮ್ ಪ್ರಕಾರ)
ମାଗଣା ପଥର |,ಉಚಿತ ಕಲ್ಲು
ଫ୍ରେଶେଟ୍ |,ಫ್ರೆಶ್ಸೆಟ್
ଘର୍ଷଣ ଗଦା |,ಘರ್ಷಣೆ ರಾಶಿ
ବେଙ୍ଗ,ಕಪ್ಪೆ
ଗେବୁଲ୍ |,ಗೇಬಲ್
ଗାବଲେଟ୍ |,ಗ್ಯಾಬ್ಲೆಟ್
ଗାମ୍ବ୍ରେଲ୍ ଛାତ |,ಗ್ಯಾಂಬ್ರೆಲ್ ಛಾವಣಿ
ଗେଜ୍,ಗೇಜ್
ଗଗିଂ ବିଭାଗ |,ಅಳತೆ ವಿಭಾಗ
ଗଗିଂ ଷ୍ଟେସନ୍ |,ಮಾಪಕ ನಿಲ್ದಾಣ
ସାଧାରଣ ଅବସ୍ଥାନ ଯୋଜନା |,ಸಾಮಾನ್ಯ ಸ್ಥಳ ಯೋಜನೆ
ସାଧାରଣ ଭେଣ୍ଟିଲେସନ୍ |,ಸಾಮಾನ್ಯ ವಾತಾಯನ
ଜି ରାଶି କିମ୍ବା ଗଲି ରାଶି |,ಜಿ ಹಾರಿಜಾನ್ ಅಥವಾ ಗ್ಲೇ ಹಾರಿಜಾನ್
ଗ୍ଲାସିଆଲ୍ ପର୍ଯ୍ୟନ୍ତ,ತನಕ ಗ್ಲೇಶಿಯಲ್
ଗ୍ନିସ୍ |,ಗ್ನೀಸ್
ଦ୍ରବ୍ୟ ପ୍ରାଙ୍ଗଣ,ಸರಕುಗಳ ಅಂಗಳ
ଗ୍ରେଡିଏଣ୍ଟ୍ ପ୍ରତିରୋଧ |,ಗ್ರೇಡಿಯಂಟ್ ಪ್ರತಿರೋಧ
ଗ୍ରାନାଇଟ୍ |,ಗ್ರಾನೈಟ್
ଗ୍ରାନୁଲାର୍ ଗଠନ |,ಹರಳಿನ ರಚನೆ
ଗ୍ରାନୁଲେସନ୍ |,ಗ್ರ್ಯಾನ್ಯುಲೇಷನ್
ଗ୍ରାନୁଲ୍ |,ಗ್ರ್ಯಾನ್ಯೂಲ್
ମାଧ୍ୟାକର୍ଷଣ ଜଳ ମୁକ୍ତ ଜଳ |,ಗುರುತ್ವಾಕರ್ಷಣೆಯ ನೀರು ಮುಕ್ತ ನೀರು
ମାଧ୍ୟାକର୍ଷଣ ପ୍ରାଙ୍ଗଣ |,ಗುರುತ್ವಾಕರ್ಷಣೆಯ ಅಂಗಳ
ମହାନ ମାଟି ଗୋଷ୍ଠୀ |,ದೊಡ್ಡ ಮಣ್ಣಿನ ಗುಂಪು
ଗ୍ରିଲେଜ୍ ଫାଉଣ୍ଡେସନ୍ |,ಗ್ರಿಲ್ಲೇಜ್ ಅಡಿಪಾಯ
ଗ୍ରାଉଣ୍ଡ ହ୍ୟାଣ୍ଡ ମୋଲିଡିଂ |,ನೆಲದ ಕೈ ಮೋಲ್ಡಿಂಗ್
ଗ୍ରୁପ୍ ଡକ୍ |,ಗುಂಪು ಮಾಡಲಾದ ಡಾಕ್
ଗୋଷ୍ଠୀ ଗୃହ,ಗುಂಪು ವಸತಿ
ଅତିଥି ଗୃହ,ಅತಿಥಿ ಕೊಠಡಿ
ଗୁଟର୍ |,ಗಟಾರ
ଗୁଟର ଧାରକ |,ಗಟಾರ ಹೊರುವವನು
ଗୁଟର ଯାଞ୍ଚ |,ಗಟರ್ ಚೆಕ್
ହାମର ଡ୍ରେସିଂ |,ಸುತ್ತಿಗೆ ಡ್ರೆಸ್ಸಿಂಗ್
ହାରବର୍,ಬಂದರು
ଆଶ୍ରୟସ୍ଥଳ,ಆಶ್ರಯ ಬಂದರು
ହାର୍ଡ ପ୍ୟାନ |,ಹಾರ್ಡ್ ಪ್ಯಾನ್
ହେଡର୍,ಶಿರೋಲೇಖ
ହେଡର୍ ବଣ୍ଡ୍ |,ಹೆಡರ್ ಬಾಂಡ್
ହେଡର୍ ପାଠ୍ୟକ୍ରମ,ಹೆಡರ್ ಕೋರ್ಸ್
ହେଡ୍ ଗେଟ୍ ଗଠନ |,ಹೆಡ್ ಗೇಟ್ ರಚನೆ
କେନାଲର ମୁଖ୍ୟ |,ಕಾಲುವೆಯ ಮುಖ್ಯಸ್ಥ
ମୁଖ୍ୟ ନିୟନ୍ତ୍ରକ |,ಮುಖ್ಯ ನಿಯಂತ್ರಕ
ହେରିଙ୍ଗ ହାଡ ବନ୍ଧନ |,ಹೆರಿಂಗ್ ಮೂಳೆ ಬಂಧ
ହୃଦୟ,ಹಾರ್ಟಿಂಗ್
ଓଦା ଗରମ |,ತೇವಗೊಳಿಸುವ ಶಾಖ
ଉଚ୍ଚ ଆଲୁମିନା ସିମେଣ୍ଟ |,ಹೆಚ್ಚಿನ ಅಲ್ಯೂಮಿನಾ ಸಿಮೆಂಟ್
ହିପ୍,ಹಿಪ್
ହିପ୍ କ୍ୟାପିଙ୍ଗ୍ |,ಹಿಪ್ ಕ್ಯಾಪಿಂಗ್
ହିପ୍ ଶେଷ,ಹಿಪ್ಡ್ ಎಂಡ್
ହୁଡ୍ |,ಹುಡ್
ହୁଡ୍ ମୋଲିଡିଂ |,ಹುಡ್ ಮೋಲ್ಡಿಂಗ್
ହୁକର ନିୟମ |,ಹುಕ್ ಕಾನೂನು
ଲୁହା ହୁପ୍ |,ಹೂಪ್ ಕಬ್ಬಿಣ
ରାଶି,ಹಾರಿಜಾನ್
ଆର୍ଦ୍ରତା,ಆರ್ದ್ರತೆ
"ଆର୍ଦ୍ରତା, ସଂପୂର୍ଣ୍ଣ |","ಆರ್ದ್ರತೆ, ಸಂಪೂರ್ಣ"
"ଆର୍ଦ୍ରତା, ଆପେକ୍ଷିକ |","ಆರ್ದ್ರತೆ, ಸಾಪೇಕ್ಷ"
ହମ୍ପ୍ ୟାର୍ଡ |,ಹಂಪ್ ಯಾರ್ಡ್
ହାଇଡ୍ରୋଲିକ୍ ଚାପ |,ಹೈಡ್ರಾಲಿಕ್ ಒತ್ತಡ
ହାଇଡ୍ରେସନ୍ |,ಜಲಸಂಚಯನ
ହାଇଡ୍ରୋଲାଇସିସ୍ |,ಜಲವಿಚ್ಛೇದನ
ହାଇଡ୍ରୋଲାଇଟିକ୍ ଅମ୍ଳତା |,ಹೈಡ್ರೊಲೈಟಿಕ್ ಆಮ್ಲೀಯತೆ
ହାଇଡ୍ରୋମୋର୍ଫିକ୍ ମାଟି |,ಹೈಡ್ರೋಮಾರ್ಫಿಕ್ ಮಣ್ಣು
ହାଇଡ୍ରୋଫିଲିକ୍ କୋଲଏଡ୍ |,ಹೈಡ್ರೋಫಿಲಿಕ್ ಕೊಲೊಯ್ಡ್
ହାଇଡ୍ରୋଫୋବିକ୍ କୋଲଏଡ୍ |,ಹೈಡ್ರೋಫೋಬಿಕ್ ಕೊಲೊಯ್ಡ್
ହାଇଡ୍ରୋଷ୍ଟାଟିକ୍ ଚାପ ଅନୁପାତ |,ಹೈಡ್ರೋಸ್ಟಾಟಿಕ್ ಒತ್ತಡದ ಅನುಪಾತ
ହାଇଗ୍ରୋସ୍କାପ୍ଟିକ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,ಹೈಗ್ರೊಸ್ಕಾಪ್ಟಿಕ್ ಗುಣಾಂಕ
ହାଇଗ୍ରୋସ୍କୋପିକ୍ ଆର୍ଦ୍ରତା |,ಹೈಗ್ರೊಸ್ಕೋಪಿಕ್ ತೇವಾಂಶ
ହାଇଡ୍ରୋସ୍କୋପିକ୍ଟି |,ಹೈಡ್ರೋಸ್ಕೋಪಿಸಿಟಿ
ହାଇଗ୍ରୋସ୍କୋପିକ୍ ଆର୍ଦ୍ରତା |,ಹೈಗ್ರೊಸ್ಕೋಪಿಕ್ ತೇವಾಂಶ
ହାଇପରବାରିକ୍ ଚାମ୍ବର |,ಹೈಪರ್ಬೇರಿಕ್ ಚೇಂಬರ್
ହାଇପରଷ୍ଟାଟିକ୍ ଫ୍ରେମ୍ |,ಹೈಪರ್ಸ್ಟಾಟಿಕ್ ಫ್ರೇಮ್
ହାଇପୋସୋମିଟର |,ಹೈಪ್ಸೋಮೀಟರ್
ଆଲୋକ,ಇಲ್ಯುಮಿನೇಷನ್
ଇମ୍ବିବେସନ୍ ଆର୍ଦ୍ରତା |,ಇಂಬಿಬೇಷನ್ ತೇವಾಂಶ
ଅପରିପକ୍ୱ ମାଟି |,ಬಲಿಯದ ಮಣ್ಣು
ପ୍ରଭାବିତ ଡକ୍ |,ವಶಪಡಿಸಿಕೊಂಡ ಡಾಕ್
ଜମି ରାଜସ୍ୱ ବୃଦ୍ଧି,ಭೂ ಆದಾಯ ಹೆಚ್ಚಳ
ସ୍ Independ ାଧୀନ ସ୍କାଫୋଲ୍ଡ |,ಸ್ವತಂತ್ರ ಸ್ಕ್ಯಾಫೋಲ್ಡ್
ପ୍ରେରିତ |,ಇಂಡರೇಟೆಡ್
ପ୍ରାରମ୍ଭିକ ସମ୍ମାନ,ಆರಂಭಿಕ ಪ್ರಿಸ್ಟ್ರೆಸ್
ପ୍ରାରମ୍ଭିକ ଟେନସନ |,ಆರಂಭಿಕ ಒತ್ತಡ
ଆଭ୍ୟନ୍ତରୀଣ ଜଳପଥ ବନ୍ଦର |,ಒಳನಾಡಿನ ಜಲಮಾರ್ಗ ಬಂದರು
ଇନସୁଲେଟିଂ ବୋର୍ଡ |,ಇನ್ಸುಲೇಟಿಂಗ್ ಬೋರ್ಡ್
ମଧ୍ୟବର୍ତ୍ତୀ ବନ୍ଦର |,ಮಧ್ಯಂತರ ಬಂದರು
ଆଭ୍ୟନ୍ତରୀଣ ଘର୍ଷଣ |,ಆಂತರಿಕ ಘರ್ಷಣೆ
ଇଣ୍ଟ୍ରାଜୋନାଲ ମାଟି |,ಇಂಟ್ರಾಜೋನಲ್ ಮಣ್ಣು
ଆଇନ୍,ಅಯಾನು
ଆଇନ୍ ବିନିମୟ |,ಅಯಾನು ವಿನಿಮಯ
ଲୁହା ପ୍ୟାନ |,ಕಬ್ಬಿಣದ ಪ್ಯಾನ್
ଜଳସେଚିତ ଜମି |,ನೀರಾವರಿ ಭೂಮಿ
ଜଳସେଚନ,ನೀರಾವರಿ
ଜଳସେଚନ ବନ୍ଦ,ನೀರಾವರಿ ಸೆಸ್
ଜାମ୍,ಜಾಂಬ್
ଜୋଗଲ୍ |,ಜೋಗಲ್
ଜୋଗଲ୍ ପିନ୍ |,ಜೋಗಲ್ ಪಿನ್
ଜୁଲେ |,ಜೂಲ್
ଜମ୍ପର୍ |,ಜಂಪರ್
କିଲୋଗ୍ରାମ |,ಕಿಲೋಗ್ರಾಂ
କିଲୋଗ୍ରାମ ଫୋର୍ସ |,ಕಿಲೋಗ್ರಾಂ ಬಲ
କିଲୋଗ୍ରାମ ଫୋର୍ସ ମିଟର |,ಕಿಲೋಗ್ರಾಂ ಫೋರ್ಸ್ ಮೀಟರ್
କିଲୋୱାଟ ଘଣ୍ଟା |,ಕಿಲೋವ್ಯಾಟ್ ಗಂಟೆ
ରାଜା ବନ୍ଦ,ಕಿಂಗ್ ಮುಚ್ಚುವಿಕೆ
ରୋଷେଇ ଘର |,ಅಡಿಗೆ
ସ୍ତମ୍ଭ,ಲೇಸ್ಡ್ ಕಾಲಮ್
ଲଗିଂ,ಹಿಂದುಳಿದಿದೆ
ଲାମେଲା ମୂଳ |,ಲ್ಯಾಮೆಲ್ಲಾ ರೂಟ್
ଲାମିନାର୍ ପ୍ରବାହ |,ಲ್ಯಾಮಿನಾರ್ ಹರಿವು
ଦୀପ ଗର୍ତ୍ତ |,ದೀಪದ ರಂಧ್ರ
ଜମି ଅଧିଗ୍ରହଣ,ಭೂಮಿ ಸಂಚಯ
ଭୂମି ସ୍ଲାଇଡିଂ |,ಲ್ಯಾಂಡ್ ಸ್ಲೈಡಿಂಗ್
ଲାଟେରାଇଟ୍ |,ಲ್ಯಾಟರೈಟ್
ଲାଟେରାଇଟ୍ ମାଟି |,ಲ್ಯಾಟರೈಟ್ ಮಣ್ಣು
ବହୁ ସଂଖ୍ୟକ ନିୟମ |,ದೊಡ್ಡ ಸಂಖ್ಯೆಗಳ ಕಾನೂನು
ଲେଆଉଟ୍ ଯୋଜନା |,ಲೇಔಟ್ ಯೋಜನೆ
ଲେଜର,ಖಾತಾ ಪುಸ್ತಕ
ଚୂନ ପ୍ୟାନ |,ಸುಣ್ಣದ ಪ್ಯಾನ್
ଲିନଟେଲ୍ |,ಲಿಂಟೆಲ್
ତରଳ ସୀମା |,ದ್ರವ ಮಿತಿ
ଲାଇଭ୍ ଲୋଡ୍ |,ಲೈವ್ ಲೋಡ್
ଲୋମ୍ |,ಲೋಮ್
ସ୍ଥାନୀୟ ନିଷ୍କାସନ ଭେଣ୍ଟିଲେସନ୍ |,ಸ್ಥಳೀಯ ನಿಷ್ಕಾಸ ವಾತಾಯನ
ଲୋକୋ ଅଗଣା |,ಲೋಕೋ ಅಂಗಳ
ଲୋସ୍ |,ಲೋಸ್
ନିମ୍ନ ପ୍ଲାଷ୍ଟିକ୍ ସୀମା |,ಕಡಿಮೆ ಪ್ಲಾಸ್ಟಿಕ್ ಮಿತಿ
କମ୍ ଉତ୍ତାପ ସିମେଣ୍ଟ |,ಕಡಿಮೆ ಶಾಖ ಸಿಮೆಂಟ್
ମେସିନ୍ ମୋଲିଡିଂ |,ಯಂತ್ರ ಮೋಲ್ಡಿಂಗ್
ମାକ୍ରୋଷ୍ଟ୍ରକଚର |,ಮ್ಯಾಕ್ರೋಸ್ಟ್ರಕ್ಚರ್
ମୁଖ୍ୟ ମୁଖ୍ୟ ନିୟନ୍ତ୍ରକ |,ಮುಖ್ಯ ನಿಯಂತ್ರಕ
ମୁଖ୍ୟ ବନ୍ଦର,ಮುಖ್ಯ ಬಂದರು
ମେକ୍ଅପ୍ ବାୟୁ |,ಮೇಕಪ್ ಗಾಳಿ
ମାନସାର୍ଡ |,ಮನ್ಸಾರ್ಡ್
ମାର୍ଶାଘାଇ ଅଗଣା |,ಮಾರ್ಷಲಿಂಗ್ ಯಾರ್ಡ್
ମାନସ,ಕಲ್ಲುಗಾರಿಕೆ
ପରିପକ୍ୱ ତାପମାତ୍ରା |,ಪಕ್ವವಾಗುತ್ತಿರುವ ತಾಪಮಾನ
ମେଜଜାନାଇନ୍ ଚଟାଣ |,ಮೆಜ್ಜನೈನ್ ಮಹಡಿ
ଯାନ୍ତ୍ରିକ ବିଶ୍ଳେଷଣ |,ಯಾಂತ್ರಿಕ ವಿಶ್ಲೇಷಣೆ
ଯାନ୍ତ୍ରିକ ଭେଣ୍ଟିଲେସନ୍ |,ಯಾಂತ್ರಿಕ ವಾತಾಯನ
ମେଟ୍ରିକ୍ ସିଷ୍ଟମ୍ |,ಮೆಟ್ರಿಕ್ ಪದ್ಧತಿ
ମାଇକ୍ରୋସ୍ଟ୍ରଷ୍ଟ୍ରକଚର |,ಸೂಕ್ಷ್ಮ ರಚನೆ
ମିଲି ସମାନ |,ಮಿಲಿ ಸಮಾನ
