Gujarati,Assamese
એમ્બિબેશન ભેજ,ইম্বিবেচন আৰ্দ্ৰতা
અપરિપક્વ માટી,অপৰিপক্ক মাটি
જપ્ત કરાયેલ ડોક,জব্দ কৰা ডক
જમીનની આવકમાં વધારો,ভূমিৰ ৰাজহ বৃদ্ধি
સ્વતંત્ર પાલખ,স্বতন্ত্ৰ মৰাপাট
ઈન્ડ્યુરેટેડ,কঠিন
પ્રારંભિક prestress,প্ৰাৰম্ভিক প্ৰিষ্ট্ৰেছ
પ્રારંભિક તણાવ,প্ৰাৰম্ভিক উত্তেজনা
આંતરદેશીય જળમાર્ગ બંદર,অভ্যন্তৰীণ জলপথ বন্দৰ
ઇન્સ્યુલેટીંગ બોર્ડ,ইনচুলেটিং বৰ্ড
મધ્યવર્તી બંદર,মধ্যৱৰ্তী বন্দৰ
આંતરિક ઘર્ષણ,আভ্যন্তৰীণ ঘৰ্ষণ
ઇન્ટ્રાઝોનલ માટી,ইন্ট্ৰাজ’নেল মাটি
આયન,আয়ন
આયન વિનિમય,আয়ন বিনিময়
લોખંડની તપેલી,লোহাৰ কেৰাহী
સિંચાઈવાળી જમીન,জলসিঞ্চিত মাটি
સિંચાઈ,জলসিঞ্চন
સિંચાઈ ઉપકર,জলসিঞ্চনৰ চেছ
જાંબ,জাম্ব
જોગલ,জগল কৰক
જોગલ પિન,জগল পিন
જૌલ,জৌলে
જમ્પર,জাম্পাৰ
કિલોગ્રામ,কিলোগ্ৰাম
કિલોગ્રામ બળ,কিলোগ্ৰাম বল
કિલોગ્રામ ફોર્સ મીટર,কিলোগ্ৰাম বল মিটাৰ
કિલોવોટ કલાક,কিলোৱাট ঘন্টা
રાજા બંધ,ৰজা বন্ধ
રસોડું,পাকঘৰ
લેસ્ડ કૉલમ,লেচযুক্ত স্তম্ভ
લેગીંગ,পিছ পৰি থকা
લેમેલા મૂળ,লেমেলা শিপা
લેમિનર પ્રવાહ,লেমিনাৰ প্ৰবাহ
દીવો છિદ્ર,লেম্পৰ ফুটা
જમીન સંવર્ધન,ভূমি বৃদ্ধি
લેન્ડ સ્લાઇડિંગ,ভূমি পিছলি যোৱা
લેટેરાઇટ,লেটাৰাইট
લેટેરાઇટ માટી,লেটাৰাইট মাটি
મોટી સંખ્યાનો કાયદો,বৃহৎ সংখ্যকৰ নিয়ম
લેઆઉટ યોજના,বিন্যাস পৰিকল্পনা
ખાતાવહી,লেজাৰ
ચૂનો પાન,চূণৰ কেৰাহী
લિંટેલ,লিণ্টেল
પ્રવાહી મર્યાદા,তৰল সীমা
લાઈવ લોડ,লাইভ লোড
લોમ,লোম
સ્થાનિક એક્ઝોસ્ટ વેન્ટિલેશન,স্থানীয় এক্সজেষ্ট ভেণ্টিলেচন
લોકો યાર્ડ,লোকো চোতাল
લોસ,ল&#39;ছ
ઓછી પ્લાસ્ટિક મર્યાદા,প্লাষ্টিকৰ সীমা কম কৰা
ઓછી ગરમી સિમેન્ટ,কম তাপত চিমেণ্ট
મશીન મોલ્ડિંગ,মেচিন মল্ডিং
મેક્રોસ્ટ્રક્ચર,বৃহৎ গঠন
મુખ્ય હેડ રેગ્યુલેટર,মূল মূৰ নিয়ন্ত্ৰক
મુખ્ય બંદર,মূল বন্দৰ
મેકઅપ એર,মেকআপ এয়াৰ
મૅનસાર્ડ,মানচাৰ্ড
માર્શલિંગ યાર્ડ,মাৰ্শ্বেলিং গজ
ચણતર,শিলৰ কাম
પરિપક્વતા તાપમાન,পৰিপক্ক উষ্ণতা
મેઝેનાઇન ફ્લોર,মেজেনিন মজিয়া
યાંત્રિક વિશ્લેષણ,যান্ত্ৰিক বিশ্লেষণ
યાંત્રિક વેન્ટિલેશન,যান্ত্ৰিক বায়ু চলাচল
મેટ્રિક સિસ્ટમ,মেট্ৰিক ব্যৱস্থা
માઇક્રોસ્ટ્રક્ચર,অণুগাঁথনি
મિલી સમકક્ષ,মিলি সমতুল্য
મિલી સમકક્ષ પ્રતિ લિટર,প্ৰতি লিটাৰত মিলি সমতুল্য
ખનિજ,খনিজ পদাৰ্থ
ખનિજ માટી,খনিজ মাটি
નાના બંદર,সৰু বন্দৰ
Mitred બંધ,মাইট্ৰেড বন্ধ
મોબાઇલ સોઇલ કોલોઇડ,চলন্ত মাটিৰ কলয়ড
ભેજનું પ્રમાણ,আৰ্দ্ৰতা
ભેજ ઢાળ,আৰ্দ্ৰতাৰ গ্ৰেডিয়েণ্ট
મોનોલિથ,মনোলিথ
મોનોરેલ,মনোৰেল
નેશનલ હાર્બર કાઉન્સિલ,ৰাষ্ট্ৰীয় বন্দৰ পৰিষদ
કુદરતી પથારી,প্ৰাকৃতিক বিচনা
કુદરતી પૂર્ણાહુતિ,প্ৰাকৃতিক ফিনিচিং
કુદરતી બંદર,প্ৰাকৃতিক বন্দৰ
કુદરતી વેન્ટિલેશન,প্ৰাকৃতিক বায়ু চলাচল
નેવલ બંદર,নৌসেনাৰ বন্দৰ
ન્યુટન,নিউটন
બિન-સમાન પ્રવાહ,নন ইউনিফৰ্ম প্ৰবাহ
પાણીનો દર રોકે છે,পানীৰ হাৰ দখল কৰে
ઓઇલ પેઇન્ટ,তেলৰ ৰং
તેલનો કૂવો સિમેન્ટ,তেলৰ কুঁৱাৰ চিমেণ্ট
ચેનલ ફ્લો ખોલો,মুকলি চেনেলৰ প্ৰবাহ
મહત્તમ ભેજ,অনুকূল আৰ্দ্ৰতা
ઓર્ગેનિક માટી,জৈৱিক মাটি
ઓરિએન્ટેશન,অভিবিন্যাস
ઓર્થોગોનલ,অৰ্থোগনেল
ઓર્ટસ્ટેઇન,অৰ্টষ্টেইন
બાહ્ય સંકેત,বাহিৰৰ সংকেত
ઓક્સિડેશન,অক্সিডেচন
પેન્ટ્રી,পেণ্ট্ৰি
પેરાપેટ,পেৰাপেট
પેરાપેટ દિવાલ,পেৰাপেটৰ দেৱাল
પિતૃ સામગ્રી,অভিভাৱকৰ সামগ্ৰী
પેબલ કાસ્ટ પ્લાસ્ટર,শিলগুটি ঢালাই প্লাষ্টাৰ
પેડલફર,পেডালফাৰ
પેડોકલ,পেড&#39;কেল
પેડોજેનેસિસ,পেড’জেনেছিছ
પેડોલોજી,পেড’লজি
પીડોસ્ફિયર,পেড’স্ফিয়াৰ
પેનેટ્રોમીટર,পেনেট্ৰ’মিটাৰ
પેન્ટ છત,পেণ্ট ছাদ
પેપ્ટાઇઝિંગ એજન્ટ,পেপটাইজিং এজেণ্ট
વિશ્લેષણનો સમયગાળો,বিশ্লেষণৰ সময়ছোৱা
પેપેન્ડ,পাৰ্পেণ্ড
શોષણ,পাৰ্চৰ্পচন
પિયર,ঘাট
પિલાસ્ટર,পিলাষ্টাৰ
પીચ,চূড়া
ખાડાવાળી છત,পিচড ছাদ
સાદો કોંક્રિટ,সাধাৰণ কংক্ৰিট
પ્લેન કોણ,সমতল কোণ
સાદો યાર્ડ,সাধাৰণ চোতাল
પ્લાન્સોલ,প্লেনছল
પ્લાસ્ટિક સુસંગતતા,প্লাষ্টিকৰ স্থায়িত্ব
પ્લાસ્ટીસીટી,প্লাষ্টিচিটি
પ્લાસ્ટિસિટી ઇન્ડેક્સ,প্লাষ্টিচিটি সূচকাংক
પ્લાસ્ટિસિટી મર્યાદા,প্লাষ্টিচিটিৰ সীমা
પ્લાસ્ટિસિટી શ્રેણી,প্লাষ্টিচিটিৰ পৰিসৰ
પ્લેટી માળખું,প্লেটি গঠন
પ્લિન્થ,প্লিন্থ
ખેડાણની માટી,হাল বোৱা মাটি
આલુ પથ્થર,প্লামৰ শিল
પોડઝોલ,পডজোলে
નિર્દેશ,আঙুলিয়াই দি
બહુકોણીય દિવાલ,বহুভুজীয়া বেৰ
છિદ્ર જગ્યા,ছিদ্ৰৰ স্থান
બંદર,বন্দৰ
હકારાત્મક વેન્ટિલેશન,পজিটিভ ভেন্টিলেচন
પ્રેરી માટી,প্ৰেয়ৰী মাটি
ચોકસાઇ,নিখুঁততা
પ્રાથમિક કણ,প্ৰাথমিক কণা
પ્રિઝમેટિક માળખું,প্ৰিজমেটিক গঠন
ઉત્પાદક કાર્ય,উৎপাদনশীল কাম
પ્રોજેક્ટનું સમર્થન,প্ৰকল্পৰ ন্যায্যতা
રક્ષણાત્મક કાર્ય,সুৰক্ষামূলক কাম
સ્યુડો-માયસેલિયમ,ছ্যুড’-মাইচেলিয়াম
ખાબોચિયું,পুখুৰী
પગીંગ,পাগিং
પ્યુમિસ,পিউমিচ
પંચોન,পাঞ্চিয়ন
કઠપૂતળી,পুতলা
પુટલોગ,পুটলগ
પુટલોગ સ્કેફોલ્ડ,পুটলগ মৰাপাট
જથ્થો સર્વેયર,পৰিমাণ জৰীপকাৰী
ખાણનો રસ,শিলৰ ৰস
ક્વે,ঘাট
રાણી બંધ,কুইন বন্ধ
ક્વોઈન,কুইইন
રાફ્ટ ફાઉન્ડેશન,ৰাফ্ট ফাউণ্ডেচন
રેકર,ৰেকাৰ
રેકિંગ,ৰেকিং
રેકિંગ બોન્ડ,ৰেকিং বণ্ড
Raking ફ્લેશિંગ,ৰেকিং ফ্লেছিং
ઝડપથી બદલાતો પ્રવાહ,দ্ৰুতগতিত পৰিৱৰ্তনশীল প্ৰবাহ
વસૂલપાત્ર ચુકવણી,আদায়যোগ্য পেমেণ্ট
લાલ પૃથ્વી,ৰঙা মাটি
લાલ લોમ,ৰঙা লোম
રેગ્યુલેટર,নিয়ন্ত্ৰক
રેગુર અથવા કાળી કપાસની માટી,ৰেগুৰ বা ক’লা কপাহী মাটি
ચુકવણી કરાર,ৰিপেমেণ্ট চুক্তি
શેષ સંકોચન,অৱশিষ্ট সংকোচন
શેષ માટી,অৱশিষ্ট মাটি
ઉઘાડી,প্ৰকাশ কৰা
પીન જણાવો,পিন প্ৰকাশ কৰক
ટાઈ જાહેર કરો,টাই প্ৰকাশ কৰক
રિજ,ৰিজ
રિજ કેપિંગ,ৰিজ কেপিং
નદી,নদী
રોડ સ્ટેડ,ৰোড ষ্টেড
રફ પ્લાસ્ટર,ৰুক্ষ প্লাষ্টাৰ
રોડાં,ধ্বংসাৱশেষ
રોડાં ચણતર,ধ্বংসাৱশেষৰ শিলৰ কাম
રોડાંની દિવાલ,ধ্বংসাৱশেষৰ দেৱাল
ચાલી રહેલ માપન,চলি থকা জোখ-মাখ
સલામત બેરિંગ ક્ષમતા,নিৰাপদ বহন ক্ষমতা
મીઠું ગ્લેઝ,নিমখৰ গ্লেজ
નમૂનાનું કદ,নমুনাৰ আকাৰ
નમૂના વિતરણ,নমুনা বিতৰণ
સેમ્પલિંગ ભૂલ,নমুনা সংগ্ৰহৰ ভুল
રેતી,বালি
રેતી પૂર્ણાહુતિ,বালিৰ ফিনিচিং
રેતી હાથ મોલ્ડિંગ,বালিৰ হাতৰ মল্ডিং
સેન્ડિંગ,ছেণ্ডিং
સંતૃપ્ત માટી,সংপৃক্ত মাটি
સંતૃપ્ત માટી પેસ્ટ,সংপৃক্ত মাটিৰ পেষ্ট
સંતૃપ્તિ અર્ક,চেচুৰেচন এক্সট্ৰেক্ট
સંતૃપ્તિ ટકાવારી,চেচুৰেচন শতাংশ
રકાબી ગુંબજ,চচৰ গম্বুজ
પાલખ,মৰাপাট
શિસ્ટ,শ্বিষ্ট
સમુદ્ર બંદર,সাগৰীয় বন্দৰ
ગુપ્ત ગટર,গোপন নালা
બીજું,দ্বিতীয়
સેડિમેન્ટેશન વિશ્લેષણ,পলস বিশ্লেষণ
અર્ધ-કૃત્રિમ બંદર,অৰ্ধকৃত্ৰিম বন্দৰ
અર્ધ ભરતી ડોક,অৰ্ধ জোৱাৰ-ভাটাৰ ডক
સેનાઇલ,চেনিল
શેલ,শ্বেল
શીટનો ખૂંટો,শ্বীটৰ স্তূপ
સંકોચન મર્યાદા,সংকোচনৰ সীমা
શટરીંગ,শ্বাটাৰিং
સિઆલિટિક માટી,চিয়ালিটিক মাটি
સિરોઝેમ,ছিয়েৰ’জেম
સીલ,চিল
કાંપ,পলি
સિંગલ ફ્લેમિશ લોહી,একক ফ্লেমিছ তেজ
એક દાણાદાર માળખું,একক দানাযুক্ত গঠন
હાડપિંજરની માટી,কংকালৰ মাটি
સ્કર્ટિંગ,স্কাৰ্টিং
સ્લીપર દિવાલ,স্লিপাৰ ৱাল
બાજુની ગટર,কাষৰ নালা
સ્લાઇડ નિયમ,স্লাইড নিয়ম
સ્લિપ ડોક,স্লিপ ডক
સ્મોનીઝા,স্মোনিজা
પલાળીને,তিয়াই থোৱা
માટીનું જોડાણ,মাটিৰ সংঘ
માટી વર્ગ,মাটিৰ শ্ৰেণী
માટી સંકુલ,মাটিৰ জটিলতা
જમીનની સુસંગતતા,মাটিৰ স্থায়িত্ব
માટી કુટુંબ,মাটি পৰিয়াল
માટી ફ્રેમ વર્ક,মাটিৰ ফ্ৰেমৰ কাম
જમીનની ભેજ,মাটিৰ আৰ্দ্ৰতা
જમીનમાં ભેજનું સંવર્ધન,মাটিৰ আৰ্দ্ৰতা বৃদ্ধি
જમીનમાં ભેજની ઉણપ,মাটিৰ আৰ্দ্ৰতাৰ ঘাটি
માટી મોર્ફોલોજી,মাটিৰ আকৃতিবিজ্ঞান
માટીનો કણ,মাটিৰ কণা
માટીનો તબક્કો,মাটিৰ পৰ্যায়
માટી પ્રોફાઇલ,মাটিৰ প্ৰফাইল
માટીની પ્રતિક્રિયા,মাটিৰ বিক্ৰিয়া
માટી અલગ પડે છે,মাটি পৃথক হয়
માટી શ્રેણી,মাটিৰ শৃংখলা
માટી ઉકેલ,মাটিৰ দ্ৰৱ
માટીનું માળખું,মাটিৰ গঠন
માટીની રચના,মাটিৰ টেক্সচাৰ
માટીનો પ્રકાર,মাটিৰ প্ৰকাৰ
સોલમ,ছলুম
સોર્પ્શન,শোষণ
spalls,Spalls
ચોક્કસ આયન અસર,নিৰ্দিষ্ট আয়ন প্ৰভাৱ
ચોરસ કોર્સ્ડ રોડાં ચણતર,বৰ্গক্ষেত্ৰৰ কোৰ্চযুক্ত ধ্বংসাৱশেষৰ শিলৰ কাম
ચોરસ નિયમિત કોર્સ્ડ રોડાં ચણતર,বৰ্গক্ষেত্ৰৰ নিয়মীয়া কোৰ্চযুক্ত ধ্বংসাৱশেষ শিলৰ কাম
સ્થિર પ્રવાહ,স্থিৰ প্ৰবাহ
સ્ટેપ્ડ ફ્લેશિંગ,ফিচফিচাই ষ্টেপ কৰিলে
સ્ટીકીનેસ,আঠাযুক্ততা
સ્ટિકિંગ પોઈન્ટ,ষ্টিক পইণ্ট
પથ્થર,শিল
સ્લોપ હેન્ડ મોલ્ડિંગ,স্লপ হেণ্ড মল্ডিং
પટ્ટા મિજાગરું,ষ্ট্ৰেপ হিঞ্জ
સ્ટ્રો બોર્ડ,ষ্ট্ৰ’ বৰ্ড
પ્રવાહ,নিজৰা
તણાવ,চাপ
સ્ટ્રેચર,ষ্ট্ৰেচাৰ
સ્ટ્રેચર બોન્ડ,ষ্ট্ৰেচাৰ বণ্ড
સ્ટ્રેચર કોર્સ,ষ্ট্ৰেচাৰ কোৰ্চ
તાર,তাঁৰ
શબ્દમાળા કોર્સ,ষ্ট্ৰিং কোৰ্চ
માળખું પરિબળ,গঠন কাৰক
સ્ટ્રક્ચર ઇન્ડેક્સ,গঠন সূচকাংক
સાગોળ,ষ্টুকো
સંવર્ધન,ষ্টড
સ્ટાયલોબેટ,ষ্টাইলবেট
સબ માટી,উপ মাটি
પેટા માળખું,উপ গঠন
સમીકરણ વળાંક,যোগফল বক্ৰ
સૂર્ય અભ્રક,সূৰ্য্যৰ মাইকা
સુપર સ્ટ્રક્ચર,চুপাৰ ষ্ট্ৰাকচাৰ
સર્વેયર,জৰীপকাৰী
એસ-મૂલ્ય,S-মান
સ્વેગ,লুট
હંસની ગરદન,হাঁসৰ ডিঙি
ટેબરનેકલ,তম্বু
ટેબલ હેન્ડ મોલ્ડિંગ,টেবুল হেণ্ড মল্ডিং
ટેન્કીંગ,টেংকিং
ટેમ્પીએટ્ટો,টেম্পিয়েট্টো
ટેમ્પરિંગ,টেম্পাৰিং
ઢાંચો,টেমপ্লেট
ઢાંચો,টেমপ্লেট
ટેપિડેરિયમ,টেপিডাৰিয়াম
ટેરાકોટા,টেৰাকোটা
ટેરા રોઝા,টেৰা ৰোজা
ટેરાઝો,টেৰাজো
ટેટ્રા શૈલી,টেট্ৰা ষ্টাইল
થ્રેશોલ્ડ મર્યાદા મૂલ્ય,থ্ৰেছহ&#39;ল্ড সীমা মান
ગળું,নেলু
પથ્થર દ્વારા,শিলৰ মাজেৰে
ભરતી બેસિન,জোৱাৰ-ভাটাৰ অৱবাহিকা
ટાઈ બાર,টাই বাৰ
ટાઈ બીમ,টাই বিম
સળિયો બાંધો,টাই ৰড
તિર્સ,তিৰছ
સહનશીલતા,সহনশীলতা
ટૂથિંગ,দাঁত ওলোৱা
ટોચની માટી અથવા સપાટીની માટી,ওপৰৰ মাটি বা পৃষ্ঠৰ মাটি
કુલ છિદ્રાળુતા,মুঠ ছিদ্ৰতা
ટ્રેસરી,ট্ৰেচাৰী
ટ્રેન પ્રતિકાર,ট্ৰেইন ৰেজিষ্টেন্স
ટ્રાન્સેપ્ટ,ট্ৰেন্সেপ্ট
ટ્રાન્ઝિશનલ માટી,সংক্ৰমণকালীন মাটি
ટ્રાન્સમ,ট্ৰেন্সম
પરિવહન માટી,পৰিবহণ মাটি
ઉપનદી,ট্ৰিবিউটাৰী
ટ્રાઇફોરિયમ,ট্ৰাইফ’ৰিয়াম
ટ્રાઇગ્લિફ,ট্ৰিগ্লিফ
કાપેલી માટી,ছেদ কৰা মাটি
તોફાની પ્રવાહ,অশান্ত প্ৰবাহ
સંઘાડો,টাৰেট
ટાઇમ્પર નંબર,টিম্পাৰ num
અંતિમ બેરિંગ ક્ષમતા,চূড়ান্ত বহন ক্ষমতা
અલ્ટીમેટ પીએચ,চূড়ান্ত ph
અનકોર્સ્ડ રેન્ડમ રોડાં ચણતર,আনকোৰ্চড ৰেণ্ডম ধ্বংসাৱশেষ শিলৰ কাম
અનકોર્સ્ડ ચોરસ રોડાં ચણતર,আনকোৰ্চড বৰ্গক্ষেত্ৰৰ ধ্বংসাৱশেষৰ শিলৰ কাম
અન્ડરક્રોફ્ટ,আণ্ডাৰক্ৰফ্ট
અપૂર્ણ છિદ્રાળુતા,ভৰোৱা নোহোৱা ছিদ্ৰতা
સમાન પ્રવાહ,একেধৰণৰ প্ৰবাহ
એકમ ફ્રેમ પ્રકાર પાલખ,ইউনিট ফ্ৰেম ধৰণৰ মৰাপাট
બિનઉત્પાદક કાર્ય,অনুত্পাদনশীল কাম
અસંતૃપ્ત માટી,অসংপৃক্ত মাটি
અસ્થિર પ્રવાહ,অস্থিৰ প্ৰবাহ
ઉચ્ચ પ્લાસ્ટિક મર્યાદા,প্লাষ্টিকৰ ওপৰৰ সীমা
ખીણ ગટર,উপত্যকাৰ নালা
વૉલ્ટ,ভল্ট
વેટેરિયમ,ভেটেৰিয়াম
વેન્ટિલેશન,বায়ু চলাচল কৰা
વેન્ટિલેટર,ভেন্টিলেটৰ
વેરામદાહ,ভেৰামদহ
વેસ્ટિબ્યુલ,ভেষ্টিবুল
વિલા,ভিলা
