Kannada,Odiya
ವಿಶ್ವಾಸಾರ್ಹ ಮಿತಿಗಳು,ଆତ୍ମବିଶ୍ୱାସ ସୀମା |
ವಿಶ್ವಾಸಾರ್ಹ ಪ್ರದೇಶ,ଆତ୍ମବିଶ୍ୱାସ ଅଞ୍ଚଳ |
ಸಂಘರ್ಷದ ಪರಿಸ್ಥಿತಿ,ବିବାଦ ପରିସ୍ଥିତି |
ಕಾನ್ಫೋಕಲ್ ಕೋನಿಕ್ಸ್,କନଫୋକାଲ୍ କନିକ୍ସ |
ಕಾನ್ಫೋಕಲ್ ದೀರ್ಘವೃತ್ತಗಳು,କନଫୋକାଲ୍ ଏଲିପ୍ସ |
ಕಾನ್ಫೋಕಲ್ ಜ್ಯಾಮಿತಿ,କନଫୋକାଲ୍ ଜ୍ୟାମିତି |
ಕಾನ್ಫೋಕಲ್ ಹೈಪರ್ಬೋಲಾ,କନଫୋକାଲ୍ ହାଇପରବୋଲା |
ಕಾನ್ಫೋಕಲ್ ಹೈಪರ್ಬೋಲಾಯ್ಡ್ಗಳು,କନଫୋକାଲ୍ ହାଇପରବୋଲଏଡ୍ |
ಕಾನ್ಫೋಕಲ್ ಪ್ಯಾರಾಬೋಲಾ,କନଫୋକାଲ୍ ପାରାବୋଲା |
ಕಾನ್ಫೋಕಲ್ ಪ್ಯಾರಾಬೋಲಾಯ್ಡಲ್ ಕಾರ್ಡಿನೇಟ್‌ಗಳು,କନଫୋକାଲ୍ ପାରାବୋଲାଇଡାଲ୍ କୋର୍ଡିନେଟ୍ସ |
ಅನುರೂಪ,ଅନୁକୂଳ |
ಕನ್ಫಾರ್ಮಲ್ ಮ್ಯಾಪಿಂಗ್,କନଫର୍ମାଲ୍ ମ୍ୟାପିଙ୍ଗ୍ |
ಹೊಂದಾಣಿಕೆ,ସମନ୍ୱୟ |
ವಲಯಗಳ ಹೊಂದಾಣಿಕೆ,ବୃତ୍ତର ସମନ୍ୱୟ |
ಸರ್ವಸಮಾನ,ସମନ୍ୱିତ |
ಸಮಾನವಾದ ಮ್ಯಾಟ್ರಿಕ್ಸ್,ସମନ୍ୱିତ ମେଟ୍ରିକ୍ସ |
ಶಂಕುವಿನಾಕಾರದ,conic
ಶಂಕುವಿನಾಕಾರದ frustum,conical frustum |
ಶಂಕುವಿನಾಕಾರದ ಹೆಲಿಕ್ಸ್,କୋନିକାଲ୍ ହେଲିକ୍ସ |
ಶಂಕುವಿನಾಕಾರದ ವಿಭಾಗ,କୋନିକାଲ୍ ବିଭାଗ |
ಶಂಕುಗಳು,conics
ಶಂಕುವಿನಾಕಾರದ ವಿಭಾಗ,କୋନିକ୍ ବିଭାଗ |
ಸಂಯೋಗ,କଞ୍ଜୁଗେଟ୍ |
ಸಂಯೋಜಿತ ಕೋನಗಳು,କଞ୍ଜୁଗେଟ୍ କୋଣଗୁଡିକ |
ಸಂಯೋಜಿತ ಅಕ್ಷ,କଞ୍ଜୁଗେଟ୍ ଅକ୍ଷ |
ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಗಳನ್ನು ಸಂಯೋಜಿಸಿ,ଜଟିଳ ସଂଖ୍ୟାଗୁଡ଼ିକୁ ସଂଯୋଗ କରନ୍ତୁ |
ಸಂಯೋಜಿತ ದಿಕ್ಕುಗಳು,ସଂଯୋଗ ଦିଗଗୁଡିକ |
ಸಂಯೋಜಿತ ಕಾರ್ಯಗಳು,କଞ୍ଜୁଗେଟ୍ ଫଙ୍କସନ୍ସ |
ಮ್ಯಾಟ್ರಿಕ್ಸ್ನ ಸಂಯೋಗ,ମ୍ୟାଟ୍ରିକ୍ସର କଞ୍ଜୁଗେଟ୍ |
ಸಂಯೋಜಿತ ಕ್ರಮಪಲ್ಲಟನೆ,conjugate permutation
ಸಂಯೋಜಿತ ವರ್ಗಾವಣೆ,କଞ୍ଜୁଗେଟ୍ ଟ୍ରାନ୍ସପୋଜ୍ |
ಸಂಯೋಗ,ସଂଯୋଗ
ಸತತವಾಗಿ,ଲଗାତାର
ಸತತ ಸಂಖ್ಯೆಗಳು,କ୍ରମାଗତ ସଂଖ୍ୟା
ಶಕ್ತಿಯ ಸಂರಕ್ಷಣೆ,ଶକ୍ତି ସଂରକ୍ଷଣ
ದ್ರವ್ಯರಾಶಿಯ ಸಂರಕ್ಷಣೆ,ଜନ ସଂରକ୍ଷଣ
ಸಂಪ್ರದಾಯವಾದಿ,ରକ୍ଷଣଶୀଳ |
ಸ್ಥಿರತೆ,ସ୍ଥିରତା |
ಸ್ಥಿರತೆಯ ಸ್ಥಿತಿ,ସ୍ଥିରତା ଅବସ୍ଥା |
ಸ್ಥಿರ ಅಂದಾಜು,ସ୍ଥିର ଆକଳନ |
ಸ್ಥಿರ ಅಂದಾಜುಗಾರ,ସ୍ଥିର ଆକଳନକାରୀ |
ಸ್ಥಿರ ಅಂಕಿಅಂಶ,ସ୍ଥିର ପରିସଂଖ୍ୟାନ |
ಸ್ಥಿರ ವ್ಯವಸ್ಥೆ,ସ୍ଥିର ସିଷ୍ଟମ୍ |
ಕನ್ಸೋಲ್,କନସୋଲ୍
ನಿರಂತರ,ସ୍ଥିର
ನಿರಂತರ ವೇಗವರ್ಧನೆ,କ୍ରମାଗତ ତ୍ୱରଣ |
ನಿರಂತರ ಕಾರ್ಯ,ସ୍ଥିର କାର୍ଯ୍ୟ
ಗುರುತ್ವಾಕರ್ಷಣೆಯ ಸ್ಥಿರ,ମାଧ୍ୟାକର୍ଷଣର ସ୍ଥିର |
ಏಕೀಕರಣದ ಸ್ಥಿರ,ଏକୀକରଣର ସ୍ଥିର |
ಅನುಪಾತದ ಸ್ಥಿರ,ଆନୁପାତିକତାର ସ୍ଥିର |
ಸ್ಥಿರ ನಿಯತಾಂಕ,ସ୍ଥିର ପାରାମିଟର |
ಸ್ಥಿರ ಬಹುಪದೋಕ್ತಿ,କ୍ରମାଗତ ବହୁଭୂତ |
ಸ್ಥಿರ ಅನುಪಾತ,ସ୍ଥିର ଅନୁପାତ |
ಸ್ಥಿರ ವೇಗ,କ୍ରମାଗତ ଗତି |
ನಿರಂತರ ಪದ,ସ୍ଥିର ଅବଧି
ಸ್ಥಿರ ವೇಗ,ସ୍ଥିର ବେଗ |
ರಚನಾತ್ಮಕ ಸಮೀಕರಣ,ଗଠନମୂଳକ ସମୀକରଣ |
ನಿರ್ಬಂಧ,ପ୍ରତିବନ୍ଧକ
ನಿರ್ಮಿಸಲು,ନିର୍ମାଣ
ನಿರ್ಮಾಣ,ନିର୍ମାଣ
ಗ್ರಾಹಕ ಆದ್ಯತೆ,ଗ୍ରାହକ ପସନ୍ଦ
ಬಳಕೆಯ ಕಾರ್ಯ,ବ୍ୟବହାର କାର୍ଯ୍ୟ
ಸಂಪರ್ಕ ಕೋನ,ଯୋଗାଯୋଗ କୋଣ
ಸಂಪರ್ಕ ಬಿಂದು,ଯୋଗାଯୋଗ ବିନ୍ଦୁ
ಒಳಗೊಂಡಿರುವ,ଏଥିରେ ଅନ୍ତର୍ଭୁକ୍ତ |
ಆಕಸ್ಮಿಕ ಕೋಷ್ಟಕ,କଣ୍ଟିଜେନ୍ସି ଟେବୁଲ୍ |
ನಿರಂತರ ಯಂತ್ರಶಾಸ್ತ್ರ,ନିରନ୍ତର ଯାନ୍ତ୍ରିକ |
ಮುಂದುವರಿದ ಭಾಗ,ଅବିରତ ଭଗ୍ନାଂଶ |
ಮುಂದುವರಿದ ಉತ್ಪನ್ನ,ଜାରି ଉତ୍ପାଦ |
ನಿರಂತರತೆ,ନିରନ୍ତରତା |
ಕಾರ್ಯದ ನಿರಂತರತೆ,କାର୍ଯ୍ୟର ନିରନ୍ତରତା |
ನಿರಂತರತೆಯ ಪರೀಕ್ಷೆ,ନିରନ୍ତର ପରୀକ୍ଷା |
ನಿರಂತರ,ନିରନ୍ତର |
ನಿರಂತರ ಉತ್ಪನ್ನ,କ୍ରମାଗତ ଡେରିଭେଟିଭ୍ |
ನಿರಂತರ ವಿತರಣೆ,ନିରନ୍ତର ବଣ୍ଟନ |
ಮೇಲಿನಿಂದ ನಿರಂತರ,ଉପରୁ ନିରନ୍ତର |
ನಿರಂತರ ಕಾರ್ಯ,ନିରନ୍ତର କାର୍ଯ୍ୟ
ನಿರಂತರವಾಗಿ ವ್ಯತ್ಯಾಸ,କ୍ରମାଗତ ଭାବରେ ଭିନ୍ନକ୍ଷମ |
ನಿರಂತರ ನಕ್ಷೆ,ନିରନ୍ତର ମାନଚିତ୍ର
ನಿರಂತರ ಮ್ಯಾಪಿಂಗ್,କ୍ରମାଗତ ମ୍ୟାପିଙ୍ଗ୍ |
ನಿರಂತರ ಸಂಭವನೀಯತೆ ಸಾಂದ್ರತೆಯ ಕಾರ್ಯ,ନିରନ୍ତର ସମ୍ଭାବ୍ୟତା ଘନତା କାର୍ଯ୍ୟ |
ನಿರಂತರ ಸಂಭವನೀಯತೆಯ ವಿತರಣೆ,ନିରନ୍ତର ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ |
ನಿರಂತರ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್,କ୍ରମାଗତ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |
ನಿರಂತರ ಮಾದರಿ ಜಾಗ,ନିରନ୍ତର ନମୁନା ସ୍ଥାନ |
ನಿರಂತರ ವೇರಿಯಬಲ್,କ୍ରମାଗତ ଭେରିଏବଲ୍ |
ನಿರಂತರ ತರಂಗ,କ୍ରମାଗତ ତରଙ୍ଗ |
ನಿರಂತರ,ନିରନ୍ତର |
ನಿರಂತರ ಕಲ್ಪನೆ (= ನಿರಂತರ ತತ್ವ),କ୍ରମାଗତ ଅନୁମାନ (= କ୍ରମାଗତ ଆକ୍ସିୟମ୍)
ನೈಜ ಸಂಖ್ಯೆಗಳ ನಿರಂತರತೆ (= ನೈಜ ಸಂಖ್ಯೆಗಳ ಸೆಟ್),ପ୍ରକୃତ ସଂଖ୍ୟାଗୁଡ଼ିକର ନିରନ୍ତର (= ପ୍ରକୃତ ସଂଖ୍ୟାଗୁଡ଼ିକର ସେଟ୍)
ನಿರಂತರ ಸಿದ್ಧಾಂತ,ନିରନ୍ତର ସିଦ୍ଧାନ୍ତ |
ಬಾಹ್ಯರೇಖೆ ಏಕೀಕರಣ,ବିଷୟବସ୍ତୁ ସଂଯୋଗ
ಸಂಕೋಚನ ಮ್ಯಾಪಿಂಗ್,ସଂକୋଚନ ମ୍ୟାପିଂ |
ವಿರೋಧಾಭಾಸ,ପ୍ରତିବାଦ
ವ್ಯತಿರಿಕ್ತ,ପ୍ରତିବାଦକାରୀ |
ನಿಯಂತ್ರಣ,ନିୟନ୍ତ୍ରଣ
ನಿಯಂತ್ರಣ ಚಾರ್ಟ್,ନିୟନ୍ତ୍ରଣ ଚାର୍ଟ
ಸರಾಸರಿಗಾಗಿ ನಿಯಂತ್ರಣ ಚಾರ್ಟ್,ହାରାହାରି ପାଇଁ ନିୟନ୍ତ୍ରଣ ଚାର୍ଟ |
ದೋಷಗಳಿಗಾಗಿ ನಿಯಂತ್ರಣ ಚಾರ್ಟ್,ତ୍ରୁଟି ପାଇଁ ନିୟନ୍ତ୍ରଣ ଚାର୍ଟ |
ವ್ಯಾಪ್ತಿಯ ನಿಯಂತ್ರಣ ಚಾರ್ಟ್,ପରିସର ପାଇଁ ନିୟନ୍ତ୍ରଣ ଚାର୍ଟ |
ಅಸ್ಥಿರ ನಿಯಂತ್ರಣ ಚಾರ್ಟ್,ଭେରିଏବଲ୍ ପାଇଁ କଣ୍ଟ୍ରୋଲ୍ ଚାର୍ଟ |
ಒಮ್ಮುಖವಾಗುತ್ತವೆ,ଏକତ୍ର କର |
ಸರಾಸರಿಯಲ್ಲಿ ಒಮ್ಮುಖ,ଅର୍ଥରେ ସମ୍ମିଶ୍ରଣ |
ಸರಾಸರಿ ಚೌಕದಲ್ಲಿ ಒಮ್ಮುಖ,ଅର୍ଥ ବର୍ଗରେ ସମ୍ମିଶ୍ରଣ |
ಸಂಭವನೀಯತೆಯಲ್ಲಿ ಒಮ್ಮುಖ,ସମ୍ଭାବ୍ୟତାରେ ସମ୍ମିଶ୍ରଣ |
ಒಮ್ಮುಖ ಮಿತಿ,ସମ୍ମିଶ୍ରଣ ସୀମା |
ಒಮ್ಮುಖ ತ್ರಿಜ್ಯ,ସମ୍ମିଶ୍ରଣ ବ୍ୟାସାର୍ଦ୍ଧ |
ಒಮ್ಮುಖ ಪ್ರದೇಶ,ସମ୍ମିଶ୍ରଣ ଅଞ୍ଚଳ |
ಒಮ್ಮುಖ,ସମ୍ମିଳିତ
ಒಮ್ಮುಖ ಅನುಕ್ರಮ,ସମ୍ମିଳିତ କ୍ରମ |
ಒಮ್ಮುಖ ಸರಣಿ,ସମ୍ମିଳିତ କ୍ରମ |
ಸಂಭಾಷಿಸು,କଥାବାର୍ତ୍ତା |
ವ್ಯತಿರಿಕ್ತವಾಗಿ,ବିପରୀତରେ |
ಪರಿವರ್ತನೆ ಭಾಗ,ରୂପାନ୍ତର ଭଗ୍ନାଂଶ |
ಪರಿವರ್ತನೆ ಕೋಷ್ಟಕ,ରୂପାନ୍ତର ସାରଣୀ |
ಪೀನ,ଉନ୍ମୁକ୍ତ
ಪೀನ ದೇಹ,ଉନ୍ମୁକ୍ତ ଶରୀର |
ಪೀನ ಸಂಯೋಜನೆ,ଉନ୍ମୁକ୍ତ ମିଶ୍ରଣ |
ಪೀನ ಕವರ್ (=ಪೀನ ಹಲ್),ଉନ୍ମୁକ୍ତ କଭର (= ଉନ୍ମୁକ୍ତ ହଲ୍)
ಪೀನ ಕಾರ್ಯ,ଉନ୍ମୁକ୍ତ କାର୍ଯ୍ୟ
ಪೀನ ರೇಖೀಯ ಸಂಯೋಜನೆಗಳು,ଉନ୍ମୁକ୍ତ ର line ଖ୍ୟ ମିଶ୍ରଣ |
ಪೀನ ರೇಖೀಯ ಪ್ರೋಗ್ರಾಮಿಂಗ್,ଉନ୍ମୁକ୍ତ ର line ଖ୍ୟ ପ୍ରୋଗ୍ରାମିଂ |
ಪೀನ ಮೆಟ್ರಿಕ್ ಸ್ಪೇಸ್,ଉନ୍ମୁକ୍ତ ମେଟ୍ରିକ୍ ସ୍ପେସ୍ |
ಪೀನ ಬಹುಮುಖಿ,କନଭକ୍ସ ପଲିହେଡ୍ରନ୍ |
ಪೀನ ಪ್ರೋಗ್ರಾಮಿಂಗ್,ଉନ୍ମୁକ୍ତ ପ୍ରୋଗ୍ରାମିଂ |
ಪೀನ ಪ್ರದೇಶ,ଉନ୍ମୁକ୍ତ ଅଞ୍ଚଳ |
ಪೀನ ಸೆಟ್,ଉନ୍ମୁକ୍ତ ସେଟ୍ |
ತಿರುವು,ସଂକଳ୍ପ
ಕನ್ವಲ್ಯೂಷನ್ ಅವಿಭಾಜ್ಯ,ସଂକଳନ ଅବିଚ୍ଛେଦ୍ୟ |
ಕನ್ವಲ್ಯೂಷನ್ ಪ್ರಮೇಯ (= ಫಾಲ್ಟಂಗ್ ಪ್ರಮೇಯ),କନଭୋଲ୍ୟୁସନ୍ ଥିଓରେମ୍ (= ଫାଲ୍ଟଙ୍ଗ ଥିଓରେମ୍)
ಸಮನ್ವಯಗೊಳಿಸು,ସଂଯୋଜନା
ಸಮನ್ವಯ ಅಕ್ಷ,ଅକ୍ଷକୁ ସଂଯୋଜନା କରନ୍ତୁ |
ಸಮನ್ವಯ ಜ್ಯಾಮಿತಿ,ଜ୍ୟାମିତିକୁ ସଂଯୋଜନା କରନ୍ତୁ |
ಸಮನ್ವಯ ಸಮತಲ,ବିମାନକୁ ସଂଯୋଜନା କରନ୍ତୁ |
ನಿರ್ದೇಶಾಂಕಗಳು,ସଂଯୋଜନା
ನಿರ್ದೇಶಾಂಕ ವ್ಯವಸ್ಥೆ,ସଂଯୋଜନା ପ୍ରଣାଳୀ |
ಕೋಪರ್ನಿಕನ್ ವ್ಯವಸ್ಥೆ,କପର୍ନିକାନ୍ ସିଷ୍ଟମ୍ |
ಕೊಪ್ಲಾನರ್,କପ୍ଲାନାର୍ |
ಕೋಪ್ಲಾನರ್ ಪಡೆಗಳು,କପ୍ଲାନାର୍ ଫୋର୍ସ |
coplanarity,କପଲାନାରିଟି |
ಮುಖ್ಯ ಸಂಖ್ಯೆಗಳು,କପ୍ରିମ ସଂଖ୍ୟା
ತಿದ್ದುಪಡಿ ಅಂಶ,ସଂଶୋଧନ କାରକ |
ಸರಿಯಾದ ಪರಿಹಾರ,ସଠିକ୍ ସମାଧାନ |
ಪರಸ್ಪರ,ସମ୍ପର୍କ
ಪರಸ್ಪರ ಸಂಬಂಧ ಗುಣಾಂಕ,ସଂଶୋଧନ ଗୁଣବତ୍ତା
ಪರಸ್ಪರ ಸಂಬಂಧ ರೇಖಾಚಿತ್ರ,ସମ୍ପର୍କ ଚିତ୍ର
ಪರಸ್ಪರ ಸಂಬಂಧ ಕಾರ್ಯ,ସମ୍ପର୍କ କାର୍ଯ୍ୟ
ಪರಸ್ಪರ ಸಂಬಂಧದ ಮ್ಯಾಟ್ರಿಕ್ಸ್,ସମ୍ପର୍କ ମେଟ୍ରିକ୍ସ |
ಪರಸ್ಪರ ಸಂಬಂಧದ ಅನುಪಾತ,ସମ୍ପର୍କ ଅନୁପାତ |
ಕೋರ್ರೆಲೋಗ್ರಾಮ್,କରରେଲୋଗ୍ରାମ୍ |
ಕೊರೆಲೊಗ್ರಾಮ್ ವಿಶ್ಲೇಷಣೆ,କରେଲୋଗ୍ରାମ୍ ବିଶ୍ଳେଷଣ |
ಅನುರೂಪವಾಗಿದೆ,ଅନୁରୂପ
ಪತ್ರವ್ಯವಹಾರದ ತತ್ವ,ଚିଠିର ନୀତି |
ಅನುಗುಣವಾದ ಕೋನ,ଅନୁରୂପ କୋଣ |
ಅನುಗುಣವಾದ ಬದಿ,ଅନୁରୂପ ପାର୍ଶ୍ୱ |
ಕಾಸೆಟ್,କୋସେଟ
ಕೊಸೈನ್,କୋସାଇନ୍
ಕೊಸೈನ್ ಕಾನೂನು,କୋସାଇନ୍ ନିୟମ |
ವೆಚ್ಚ ವಿಶ್ಲೇಷಣೆ,ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |
ವೆಚ್ಚ ಗರಿಷ್ಠಗೊಳಿಸುವಿಕೆ,ମୂଲ୍ୟ ସର୍ବାଧିକ
ಎಣಿಕೆ ತತ್ವ,ଗଣନା ଯୋଗ୍ୟତା
ಎಣಿಸಬಹುದಾದ,ଗଣନାଯୋଗ୍ୟ
ಎಣಿಸಬಹುದಾದ ಸಂಕಲನ,ଗଣନାଯୋଗ୍ୟ ଯୋଗୀତା |
ಲೆಕ್ಕಿಸಬಹುದಾದ ಆಧಾರ,ଗଣନାଯୋଗ୍ୟ ଆଧାର |
ಲೆಕ್ಕಿಸಬಹುದಾದ ಆಧಾರ,ଗଣନାଯୋଗ୍ୟ ଆଧାର |
ಲೆಕ್ಕಿಸಬಹುದಾದ ಸೆಟ್,ଗଣନାଯୋଗ୍ୟ ସେଟ୍ |
ಲೆಕ್ಕಿಸಲಾಗದಷ್ಟು ಅನಂತ,ଅସଂଖ୍ୟ |
ಕೌಂಟರ್,କାଉଣ୍ଟର
ಅಪ್ರದಕ್ಷಿಣಾಕಾರವಾಗಿ,ଘଣ୍ଟା ବୁଲାଇ କାଉଣ୍ଟର କରନ୍ତୁ |
ಕೌಂಟರ್ ಉದಾಹರಣೆ,କାଉଣ୍ଟର ଉଦାହରଣ |
ಸಹವರ್ತಿತ್ವ,କୋଭାରିଆନ୍ସ |
ಸಹವರ್ತಿ ಕಾನೂನು,କୋଭାରିଆନ୍ସ ନିୟମ |
ಸಹವರ್ತಿ ಮ್ಯಾಟ್ರಿಕ್ಸ್,କୋଭାରିଆନ୍ସ ମ୍ୟାଟ୍ରିକ୍ସ |
ಸಹವರ್ತಿ ವಿಧಾನ,କୋଭାରିଆନ୍ସ ପଦ୍ଧତି |
ಸಹವರ್ತಿ ತಂತ್ರ,କୋଭାରିଆନ୍ସ କ techni ଶଳ |
ಕ್ರಾಮರ್ ನಿಯಮ,କ୍ରାମରଙ୍କ ନିୟମ |
ಕ್ರೇಮರ್-ರಾವ್ ಅಸಮಾನತೆ,କ୍ରାମର-ରାଓ ଅସମାନତା |
ಮಾನದಂಡ ಕಾರ್ಯ (=ಆಬ್ಜೆಕ್ಟಿವ್ ಫಂಕ್ಷನ್),ମାନଦଣ୍ଡ କାର୍ଯ୍ୟ (= ଅବଜେକ୍ଟିଭ୍ ଫଙ୍କସନ୍)
ನಿರ್ಣಾಯಕ ಕೋನ,ଜଟିଳ କୋଣ
ನಿರ್ಣಾಯಕ ಬಿಂದು,ଜଟିଳ ବିନ୍ଦୁ |
ಕಾರ್ಯದ ನಿರ್ಣಾಯಕ ಹಂತ,କାର୍ଯ୍ୟର ଜଟିଳ ବିନ୍ଦୁ |
ನಿರ್ಣಾಯಕ ಮೌಲ್ಯ,ଜଟିଳ ମୂଲ୍ୟ
ನಿರ್ಣಾಯಕ ವೇಗ,ଜଟିଳ ବେଗ
ಅಡ್ಡ ಸಂಬಂಧದ ಕಾರ್ಯ,କ୍ରସ୍ ସମ୍ପର୍କ କାର୍ଯ୍ୟ
ಅಡ್ಡ ಉತ್ಪನ್ನ,କ୍ରସ୍ ଉତ୍ପାଦ |
ಅಡ್ಡ ಅನುಪಾತ,କ୍ରସ୍ ଅନୁପାତ
ಅಡ್ಡ ವಿಭಾಗ,କ୍ରସ୍ ବିଭାଗ
ನಿಗೂಢ,କ୍ରିପ୍ଟ
ಘನ,କ୍ୟୁବ୍
ಘನ ಸಂಖ್ಯೆ,କ୍ୟୁବ୍ ନମ୍ବର |
ಘನ ಮೂಲ,କ୍ୟୁବ୍ ମୂଳ |
ಘನ,ଘନ
ಘನಾಕೃತಿಯ,ଘନ
ಘನ ಸಮೀಕರಣ,ଘନ ସମୀକରଣ |
ಘನ ಇಂಚು,ଘନ ଇଞ୍ଚ
ಘನ ಮೀಟರ್,ଘନ ମିଟର
ಘನ ಪ್ಯಾರಾಬೋಲಾ,ଘନ ପାରାବୋଲା |
ಘನ ಮೂಲ,ଘନ ମୂଳ
ಘನ ಪದ,ଘନ ଶବ୍ଦ
ಘನಾಕೃತಿಯ,କ୍ୟୁବାଇଡ୍ |
ಸಂಚಿತ,ସଂକଳନ
ಸಂಚಿತ ಕರ್ವ್,ସଂକଳନ ବକ୍ର
ಸಂಚಿತ ವಿತರಣೆ ಕಾರ್ಯ,ସଂକଳନ ବଣ୍ଟନ କାର୍ଯ୍ୟ
ಸಂಚಿತ ಆವರ್ತನ,ସଂଗୃହିତ ଫ୍ରିକ୍ୱେନ୍ସି |
ಸಂಚಿತ ಆವರ್ತನ ಕಾರ್ಯ,ସଂକଳନ ଫ୍ରିକ୍ୱେନ୍ସି ଫଙ୍କସନ୍
ಸಂಚಿತ ಆವರ್ತನ ಗ್ರಾಫ್,ସଂକଳନ ଫ୍ରିକ୍ୱେନ୍ସି ଗ୍ରାଫ୍ |
ಸಂಚಿತ ಸಂಭವನೀಯತೆ ಕಾರ್ಯ,ସଂକଳନ ସମ୍ଭାବ୍ୟ କାର୍ଯ୍ୟ
ಸುರುಳಿಯಾಗಿ,କର୍ଲ
ಸಮಾನತೆಯ ಸುರುಳಿ,ସମ୍ମିଶ୍ରଣର କର୍ଲ |
ವೆಕ್ಟರ್ನ ಸುರುಳಿ,ଭେକ୍ଟରର କର୍
ಕರ್ಲಿ ಬ್ರಾಕೆಟ್,କୁଞ୍ଚିତ ବ୍ରାକେଟ୍ |
ಪ್ರಸ್ತುತ,ସାମ୍ପ୍ରତିକ
ಪ್ರಸ್ತುತ ಬಿಂದು,ସାମ୍ପ୍ରତିକ ବିନ୍ଦୁ |
ವಕ್ರತೆ,ବକ୍ରତା
ವಕ್ರತೆಯ ಪರಿಣಾಮ,ବକ୍ର ପ୍ରଭାବ
ವಕ್ರರೇಖೆ,ବକ୍ର
ಬಾಗಿದ ರೇಖೆ,ବକ୍ର ରେଖା
ಕರ್ವ್ ಟ್ರೇಸಿಂಗ್,ବକ୍ର ଅନୁସନ୍ଧାନ
ಕರ್ವಿಲಿನಿಯರ್ ಅಸಿಂಪ್ಟೋಟ್,curvilinear asymptote |
ಕರ್ವಿಲಿನಿಯರ್ ನಿರ್ದೇಶಾಂಕಗಳು,curvilinear coordinates
ಕರ್ವಿಲಿನಿಯರ್ ರಿಗ್ರೆಷನ್,କର୍ଭିଲାଇନ୍ ରିଗ୍ରେସନ୍ |
ತುದಿ,cusp
ಸೈಕಲ್,ଚକ୍ର
ಆವರ್ತಕ ಬದಲಾವಣೆ,ଚକ୍ରବର୍ତ୍ତୀ ପରିବର୍ତ୍ତନ |
ಆವರ್ತಕ ಅಡ್ಡ ಉತ್ಪನ್ನ,ସାଇକ୍ଲିକ୍ କ୍ରସ୍ ଉତ୍ପାଦ |
ಆವರ್ತಕ ಬೇಡಿಕೆ,ଚକ୍ରବର୍ତ୍ତୀ ଚାହିଦା |
ಆವರ್ತಕ ಅಭಿವ್ಯಕ್ತಿ,ଚକ୍ରବର୍ତ୍ତୀ ଅଭିବ୍ୟକ୍ତି |
ಆವರ್ತಕ ಗುಂಪು,ଚକ୍ରବର୍ତ୍ତୀ ଗୋଷ୍ଠୀ |
ಆವರ್ತಕ ಕ್ರಮಪಲ್ಲಟನೆ,ଚକ୍ରବ୍ୟୁହ
ಸೈಕ್ಲೋಯ್ಡ್,ସାଇକ୍ଲୋଏଡ୍ |
ಸಿಲಿಂಡರ್,ସିଲିଣ୍ଡର
ಸಿಲಿಂಡರಾಕಾರದ,ସିଲିଣ୍ଡର
ಸಿಲಿಂಡರಾಕಾರದ ಮೇಲ್ಮೈ,ସିଲିଣ୍ଡର ପୃଷ୍ଠ
ಸೈಫರ್,ସାଇଫର୍
ಡಿ&#39;ಅಲೆಂಬರ್ಟ್ ತತ್ವ,D&#39;alembert ର ନୀତି |
ಹಾರ್ಮೋನಿಕ್ ಕಾರ್ಯವನ್ನು ತೇವಗೊಳಿಸಿತು,ଡ୍ୟାମ୍ପଡ୍ ହାରମୋନିକ୍ ଫଙ୍କସନ୍ |
ಡ್ಯಾಂಪಿಂಗ್ ಸ್ಥಿರ,ଡମ୍ପିଂ ସ୍ଥିର |
ಡೇಟಾ,ତଥ୍ୟ
ಡೇಟಾ ಮೂಲ,ତଥ୍ୟ ଉତ୍ପତ୍ତି
ಡೇಟಾ ಸಂಸ್ಕರಣಾ ವ್ಯವಸ್ಥೆ,ଡାଟା ପ୍ରକ୍ରିୟାକରଣ ପ୍ରଣାଳୀ |
ಡೇಟಾ ಪ್ರೊಸೆಸರ್,ଡାଟା ସଞ୍ଚାଳକ
ಮಾಹಿತಿಯ ಕಾಗದ,ତଥ୍ୟ ଫର୍ଦ୍ଦ
ದಶಭುಜ,ଡିକାଗନ୍ |
ದಶಕ,ଚିତ୍ର
ದಶಮಾನಕ,ଡ଼େସିମିଟର |
ಕೊಳೆತ ಸ್ಥಿರ,କ୍ଷୟ ସ୍ଥିର |
ಕೊಳೆತ ವಕ್ರರೇಖೆ,କ୍ଷୟ ବକ୍ର
ಯೋಗ್ಯ ಕಾರ್ಯ,ଭଲ କାର୍ଯ୍ୟ
ಡೆಸಿಗ್ರಾಮ್,ଡେସିଗ୍ରାମ୍ |
ದಶಮಾನ,decile
ದಶಮಾಂಶ,ଦଶମିକ
ದಶಮಾಂಶ ಕೋಡ್,ଦଶମିକ କୋଡ୍
ದಶಮಾಂಶ ಕೋಡೆಡ್ ಅಂಕೆ,ଦଶମିକ କୋଡେଡ୍ ଅଙ୍କ |
ದಶಮಾಂಶ ವಿಸ್ತರಣೆ,ଦଶମିକ ବିସ୍ତାର
