Bengali,Marathi
প্রতিরক্ষা তথ্য সিস্টেম,संरक्षण माहिती प्रणाली
ডিফ্র্যাগমেন্টেশন,डीफ्रॅगमेंटेशन
বিলম্ব,विलंब
বিলম্ব পাল্টা,विलंब काउंटर
বিলম্ব সময়,विलंब वेळ
মুছে ফেলা,हटवा
মুছে ফেলার রেকর্ড,हटवणे रेकॉर्ड
ডিলিমিটার,परिसीमक
ডেল্টা মড্যুলেশন,डेल्टा मॉड्युलेशन
চাহিদা পেজিং,मागणी पेजिंग
ডেমো,डेमो
demodulation,demodulation
demultiplexer,demultiplexer
অস্বাভাবিককরণ,विकृतीकरण
ঘনত্ব,घनता
নির্ভরতা,अवलंबित्व
নির্ভরশীল ইউনিট,अवलंबून युनिट
ডিকিউ,पंक्ती
ডিরেফারেন্সিং,संदर्भ देणे
উদ্ভূত গাছ,व्युत्पन्न झाड
প্রাপ্ত ক্ষেত্র,व्युत्पन्न फील्ड
অবরোহী সাজানোর,उतरत्या क्रमवारी
নকশা,डिझाइन
ডেস্ক ক্যালকুলেটর,डेस्क कॅल्क्युलेटर
ডেস্কটপ কম্পিউটার,डेस्कटॉप संगणक
ডেস্কটপ উপস্থাপনা,डेस्कटॉप सादरीकरण
ডেস্কটপ প্রকাশনা (DTP),डेस्कटॉप प्रकाशन (DTP)
ডেস্কটপ ভিডিও,डेस्कटॉप व्हिडिओ
গন্তব্য ঠিকানা,गंतव्य पत्ता
ধ্বংসকারী,विनाशक
নির্ধারক স্বয়ংক্রিয়,निर्धारक ऑटोमॅट्स
বিকাশকারী,विकसक
উন্নয়ন ব্যবস্থা,विकास प्रणाली
যন্ত্র,साधन
ডিভাইস নিয়ন্ত্রণ ইউনিট,डिव्हाइस नियंत्रण युनिट
ডিভাইস নিয়ামক,डिव्हाइस नियंत्रक
যন্ত্র ব্যবস্থাপনা,डिव्हाइस व्यवस्थापन
ডিভাইস মোড,डिव्हाइस मोड
রোগ নির্ণয়,निदान
ডায়াগনস্টিক সিস্টেম,निदान प्रणाली
কারণ নির্ণয়,निदान
চিত্র,आकृती
ডায়াল,डायल
ডায়াল লাইন,डायल लाइन
ডায়াল টোন,डायल टोन
ডায়াল আপ,डायल करा
ডায়ালগ,संवाद
সংলাপ বাক্স,डायलॉग बॉक्स
ডায়ালআপ মডেম,डायलअप मॉडेम
মাত্রা,आकारमान
অভিধান,शब्दकोश
পৃথকীকরণ,भिन्नता
ডিজিটাল,डिजिटल
ডিজিটাল চ্যানেল,डिजिटल चॅनेल
ডিজিটাল সার্কিট,डिजिटल सर्किट
ডিজিটাল কম্পিউটার,डिजिटल संगणक
ডিজিটাল তথ্য,डिजिटल डेटा
ডিজিটাল সুবিধা,डिजिटल सुविधा
ডিজিটাল ফিল্টার,डिजिटल फिल्टर
ডিজিটাল লাইব্রেরি,डिजिटल लायब्ररी
ডিজিটাল মড্যুলেশন,डिजिटल मॉड्यूलेशन
ডিজিটাল মনিটর,डिजिटल मॉनिटर
ডিজিটাল ছবি,डिजिटल चित्र
ডিজিটাল স্বাক্ষর,डिजिटल स्वाक्षरी
ডিজিটাল সুইচ,डिजिटल स्विच
ডিজিটাল থেকে এনালগ (D/A) রূপান্তরকারী,डिजिटल ते अॅनालॉग (D/A) कनवर्टर
ডিজিটাইজেশন,डिजिटायझेशन
ডিজিটাইজ করা,डिजीटल करा
ডিজিটাইজার,डिजिटायझर
ডায়োড,डायोड
সরাসরি,थेट
সরাসরি ঠিকানা,थेट पत्ता
সরাসরি রূপান্তর,थेट रूपांतरण
সরাসরি সংযোগ,थेट जोडणी
সরাসরি মেমরি অ্যাক্সেস (DMA),डायरेक्ट मेमरी ऍक्सेस (DMA)
সরাসরি মেমরি অ্যাক্সেস (DMA),डायरेक्ट मेमरी ऍक्सेस (DMA)
সরাসরি পদ্ধতি,थेट पद्धत
নির্দেশ,निर्देश
ডিরেক্টরি,निर्देशिका
ডিরেক্টরি সার্ভার,निर्देशिका सर्व्हर
ডিরেক্টরি সেবা,निर्देशिका सेवा
নিষ্ক্রিয়,अक्षम करा
অক্ষম সংকেত,सिग्नल अक्षम करणे
সংযোগ বিচ্ছিন্ন,डिस्कनेक्ट करा
বিযুক্ত,स्वतंत्र
ডিস্ক,डिस्क
ডিস্ক ঠিকানা,डिस्क पत्ता
ডিস্ক অ্যারে,डिस्क अॅरे
ডিস্ক ক্ষমতা,डिस्क क्षमता
তথ্য ধারণ করে যে চাকতি,डिस्क ड्राइव्ह
ডিস্ক ফাইল,डिस्क फाइल
ডিস্ক মেমরি,डिस्क मेमरी
ডিস্ক অপারেটিং সিস্টেম (DOS),डिस्क ऑपरेटिंग सिस्टम (DOS)
ডিস্ক প্যাক,डिस्क पॅक
ডিস্ক সার্ভার,डिस्क सर्व्हर
ডিস্ক স্টোরেজ,डिस्क स्टोरेज
ডিস্কেট,डिस्केट
প্রদর্শন ফাইল,फाइल प्रदर्शित करा
প্রদর্শন চিত্র,प्रतिमा प्रदर्शित करा
নিষ্পত্তি,विल्हेवाट
দূরত্ব,अंतर
দূরত্ব ফাংশন,अंतर कार्य
বিকৃতি,विकृती
বিতরণ করা,वितरित केले
বিতরণ করা তথ্য,वितरित डेटा
বিতরণ করা সার্ভার,वितरित सर्व्हर
বিতরণ ব্যবস্থা,वितरित प्रणाली
বিতরণকারী,वितरणात्मक
নথি,दस्तऐवज
নথি উদ্ধার করা হয়েছে,दस्तऐवज पुनर्प्राप्त
নথি উইন্ডো,दस्तऐवज विंडो
ডকুমেন্টেশন,दस्तऐवजीकरण
ডোমেইন,डोमेन
ডোমেন নাম,डोमेनचे नाव
ডট ম্যাট্রিক্স প্রিন্টার,डॉट मॅट्रिक्स प्रिंटर
নিচে,खाली
ডাউন লিঙ্ক,डाउन लिंक
ডাউন লোড হচ্ছে,डाउन लोडिंग
ডাউন সময়,खाली वेळ
টেনে আনা,ड्रॅग करणे
DRAM (গতিশীল RAM),DRAM (डायनॅमिक रॅम)
প্রবাহ,वाहून जाणे
ড্রাইভার,चालक
ড্রপ,थेंब
ড্রপ ডাউন তালিকা বাক্স,ड्रॉप डाउन सूची बॉक्स
ড্রাম ড্রাইভ,ड्रम ड्राइव्ह
ড্রাম প্রিন্টার,ड्रम प्रिंटर
ড্রাম ইউনিট,ड्रम युनिट
দ্বৈত,दुहेरी
দ্বৈত ঘনত্ব,दुहेरी घनता
ডামি ঠিকানা,डमी पत्ता
ডাম্প,डंप
ডুপ্লেক্স সার্কিট,डुप्लेक्स सर्किट
ডুপ্লেক্সিং,डुप्लेक्सिंग
নকল,नक्कल
ডিভিডি R/W,DVD R/W
ডিভিডি রম,डीव्हीडी रॉम
গতিশীল নির্দেশ,डायनॅमिक सूचना
গতিশীল মেমরি,डायनॅमिक मेमरी
গতিবিদ্যা,गतिशीलता
ইবিসিডিআইসি,EBCDIC
ই-ব্যবসা,ई-व्यवसाय
প্রতিধ্বনি,प्रतिध्वनी
ই-কমার্স,ई-कॉमर्स
সম্পাদনা,सुधारणे
সম্পাদক,संपादक
শিক্ষাবিষয়ক প্রযুক্তি,शैक्षणिक तंत्रज्ञान
ইইপি রম,ईईपी रोम
কার্যকর ঠিকানা (ভাসমান ঠিকানা),प्रभावी पत्ता (फ्लोटिंग पत्ता)
কার্যকর অপারেন্ড ঠিকানা,प्रभावी ऑपरेंड पत्ता
কার্যকর পদ্ধতি,प्रभावी प्रक्रिया
কার্যকর ইউআইডি (ব্যবহারকারী সনাক্তকরণ),प्रभावी UID (वापरकर्ता ओळख)
কার্যকরী ট্রান্সমিশন অপারেন্ড,प्रभावी ट्रान्समिशन ऑपरेंड
আট-বিট বাইট,आठ-बिट बाइट
ই-লার্নিং,ई-लर्निंग
নির্বাচন-সংলগ্নতা,निवडणूक-अल्गिर्म
বৈদ্যুতিক মেইলিং (ই-মেইল),इलेक्ट्रिक मेलिंग (ई-मेल)
বৈদ্যুতিক প্রিন্টার,इलेक्ट्रिक प्रिंटर
বৈদ্যুতিক অ্যাকাউন্টিং মেশিন,इलेक्ट्रिकल अकाउंटिंग मशीन
বৈদ্যুতিক,इलेक्ट्रॉनिक
ইলেকট্রনিক ক্লিয়ারেন্স সিস্টেম (ECS),इलेक्ट्रॉनिक क्लिअरन्स सिस्टम (ECS)
ইলেকট্রনিক ডেটা ইন্টারচেঞ্জ (EDI),इलेक्ट्रॉनिक डेटा इंटरचेंज (EDI)
ইলেকট্রনিক তথ্য প্রক্রিয়াকরণ,इलेक्ट्रॉनिक डेटा प्रोसेसिंग
ইলেকট্রনিক ফাইলিং,इलेक्ट्रॉनिक फाइलिंग
ইলেকট্রনিক ফান্ড ট্রান্সফার সিস্টেম (EFTS),इलेक्ट्रॉनिक निधी हस्तांतरण प्रणाली (EFTS)
ইলেকট্রনিক জার্নাল,इलेक्ट्रॉनिक जर्नल्स
ইলেকট্রনিক প্রকাশনা,इलेक्ट्रॉनिक प्रकाशन
ইলেকট্রনিক সুইচ,इलेक्ट्रॉनिक स्विच
উপাদান,घटक
ই-মেইল,ई-मेल
ই-মেইল ঠিকানা,ई-मेल पत्ता
এমবেডেড সিস্টেম,एम्बेडेड प्रणाली
এমবেডিং,एम्बेडिंग
ইমিটার কাপল লজিক (ইসিএল),एमिटर कपल लॉजिक (ECL)
খালি স্ট্যাক,रिक्त स्टॅक
খালি স্ট্রিং,रिक्त स्ट्रिंग
অনুকরণ,अनुकरण
encapsulation,encapsulation
এনসিফার,कूटलेखन
এনকোড,एन्कोड
এনকোডার,एन्कोडर
এনক্রিপ্ট করা তথ্য,एन्क्रिप्ट केलेला डेटा
এনক্রিপ্টিং ফাইল সিস্টেম,एन्क्रिप्टिंग फाइल सिस्टम
জোড়া লাগানো,एनक्रिप्शन
ব্লকের শেষ,ब्लॉकचा शेवट
ফাইলের শেষ (EOF),फाइलचा शेवट (EOF)
শেষ ব্যবহারকারী,अंतिम वापरकर्ता
প্রবেশ করা,प्रविष्ट करा
এন্টার কী,एंटर-की
এন্টারপ্রাইজ সার্ভার,एंटरप्राइझ सर्व्हर
এন্টারপ্রাইজ সিস্টেম,एंटरप्राइझ प्रणाली
সত্তা,अस्तित्व
সত্তা-সম্পর্ক,अस्तित्व-संबंध
প্রবেশের সময়,प्रवेश वेळ
এন্ট্রি ভেরিয়েবল,एंट्री व्हेरिएबल
গণনাযোগ্য,असंख्य
পরিবেশ,वातावरण
যুগ,युग
EPROM,EPROM
epsilon বন্ধ,एप्सिलॉन बंद करणे
সমানকারী,तुल्यकारक
সরঞ্জাম,उपकरणे
সমতা শ্রেণী,समतुल्य वर्ग
সমতা সম্পর্ক,समतुल्य संबंध
মুছে ফেলা,पुसून टाका
ত্রুটি সংশোধন কোড,कोड दुरुस्त करताना त्रुटी
ত্রুটি সংশোধন,त्रुटी सुधारणे
ত্রুটি সনাক্তকরণ,त्रुटी शोधणे
শিল্প খাত,त्रुटी हाताळणी
ভুল বার্তা,त्रुटी संदेश
ত্রুটি হার,त्रुटी दर
ত্রুটি পুনরুদ্ধার,त्रुटी पुनर्प्राप्ती
ত্রুটির রুটিন,त्रुटी नित्यक्रम
পালাবার চরিত্র,सुटलेले पात्र
ইথারনেট,इथरनेट
ঘটনা,कार्यक्रम
ইভেন্ট চেইন,कार्यक्रम साखळी
ঘটনা নিয়ন্ত্রণ,घटना नियंत्रण
ইভেন্ট কাউন্টার,कार्यक्रम काउंटर
ব্যতিক্রম হ্যান্ডলিং,अपवाद हाताळणी
বিনিময়যোগ্য ডিস্ক স্টোরেজ,एक्सचेंज करण्यायोग्य डिस्क स्टोरेज
বর্জন,बहिष्कार
একচেটিয়া বা (XOR),अनन्य किंवा (XOR)
এক্সিকিউটেবল প্রোগ্রাম,एक्झिक्युटेबल प्रोग्राम
নির্বাহী বিবৃতি,कार्यकारी विधान
সম্পূর্ণ অনুসন্ধান,संपूर्ण शोध
বিদ্যমান,अस्तित्वात आहे
প্রস্থান,बाहेर पडा
দক্ষ পদ্ধতি,तज्ञ प्रणाली
অভিব্যক্তি,अभिव्यक्ती
বর্ধিত গ্রাফিক অ্যারে (XGA),विस्तारित ग्राफिक अॅरे (XGA)
বর্ধিত শিল্প মান (EIS),विस्तारित उद्योग मानक (EIS)
বর্ধিত মেশিন,विस्तारित मशीन
বর্ধিত মেমরি,विस्तारित मेमरी
বর্ধিত নির্ভুলতা,विस्तारित अचूकता
বর্ধিত বাছাই,विस्तारित वर्गीकरण
বাহ্যিক কল,बाह्य कॉल
বাহ্যিক ত্রুটি,बाह्य त्रुटी
বাহ্যিক ফাংশন,बाह्य कार्य
বাহ্যিক বাধা,बाह्य व्यत्यय
বাহ্যিক স্মৃতি,बाह्य मेमरी
বাহ্যিক স্মৃতি,बाह्य मेमरी
বাহ্যিক মডেম,बाह्य मोडेम
বাহ্যিক রেফারেন্স,बाह्य संदर्भ
বাহ্যিক অনুসন্ধান,बाह्य शोध
বাহ্যিক স্টোরেজ ডিভাইস,बाह्य स्टोरेज डिव्हाइस
নিষ্কাশন,काढणे
এক্সট্রাপোলেশন,एक्सट्रापोलेशन
মুখ-চরিত্রের প্রিন্টার,चेहरा-वर्ण प्रिंटर
ব্যর্থ-নিরাপদ অপারেশন,अयशस्वी-सुरक्षित ऑपरेशन
ব্যর্থতার হার,अपयशाचा दर
ব্যর্থতা পুনরুদ্ধার,अपयश पुनर्प्राप्ती
মিথ্যা কোড,खोटा कोड
মিথ্যা ত্রুটি,खोटी चूक
ফ্যান-ইন,फॅन-इन
ফ্যান-আউট,बाहेर
ফ্যাসিমাইল I/O ডিভাইস,फॅसिमाईल I/O डिव्हाइस
ফাস্ট ফোরিয়ার ট্রান্সফর্ম (FFT),फास्ट फोरियर ट्रान्सफॉर्म (FFT)
মারাত্মক ত্রুটি,गंभीर त्रुटी
ত্রুটি সনাক্তকরণ,दोष शोधणे
ত্রুটি নির্ণয়,दोष निदान
দোষ সহনশীলতা,चुकीची सहनशीलता
ফ্যাক্স,फॅक्स
ফ্যাক্স বার্তা,फॅक्स संदेश
এফডিসি,FDC
বৈশিষ্ট্য সনাক্তকরণ,वैशिष्ट्य शोध
ফিড চক্র,फीड सायकल
প্রতিক্রিয়া,अभिप्राय
ফিডার,फीडर
আনা,आणणे
ফিবোনাচি অনুসন্ধান,फिबोनाची शोध
ফিবোনাচি ক্রম,फिबोनाची क्रम
ফিবোনাচি সিরিজ,फिबोनाची मालिका
ফাইবার অপটিক,फायबर ऑप्टिक्स
ফিডো নেট,फिडो नेट
ক্ষেত্র,फील्ड
পঞ্চম প্রজন্মের কম্পিউটার,पाचव्या पिढीचे संगणक
ফাইল,फाइल
ফাইল অ্যাক্সেস পদ্ধতি,फाइल प्रवेश पद्धत
ফাইল বরাদ্দ টেবিল,फाइल वाटप सारणी
ফাইল কম্প্রেশন,फाइल कॉम्प्रेशन
ফাইল কপি করা,फाइल कॉपी करणे
ফাইল বিন্যাস,फाइल लेआउट
ফাইল মার্জ,फाइल विलीनीकरण
ফাইল পুনরুদ্ধার,फाइल पुनर्प्राप्ती
ফাইল স্টোরেজ,फाइल स्टोरेज
ফাইল গঠন,फाइल संरचना
নথি ব্যবস্থা,फाइल सिस्टम
ফাইল স্থানান্তর,फाइल हस्तांतरण
ফাইল ট্রান্সফার প্রোটোকল (FTP),फाइल ट्रान्सफर प्रोटोकॉल (FTP)
ছাঁকনি,फिल्टर
চূড়ান্ত অবস্থা,अंतिम स्थिती
অনুসন্ধান,शोधणे
সসীম রাষ্ট্র মেশিন,मर्यादित राज्य मशीन
আগুন প্রাচীর,आग भिंत
ফার্মওয়্যার,फर्मवेअर
আগে আসলে আগে পাবেন,प्रथम येणाऱ्यास प्रथम सेवा
প্রথম প্রজন্মের কম্পিউটার,पहिल्या पिढीचा संगणक
ফার্স্ট ইন ফার্স্ট আউট (ফিফো),फर्स्ट इन फर्स्ट आउट (FIFO)
প্রথম আদেশ যুক্তি,प्रथम ऑर्डर तर्क
প্রথম আদেশ তত্ত্ব,प्रथम ऑर्डर सिद्धांत
স্থির পার্টিশন,निश्चित विभाजन
পতাকা,झेंडा
নমনীয় ডিস্ক,लवचिक डिस्क
ফ্লপি ডিস্ক,फ्लॉपी डिस्क
ফ্লপি ডিস্ক ড্রাইভ (এফডিডি),फ्लॉपी डिस्क ड्राइव्ह (Fdd)
ফ্লো চার্ট,प्रवाह चार्ट
নিয়ন্ত্রণ প্রবাহ,नियंत्रण प्रवाह
ফ্লাশ,फ्लश
ফোল্ডার,फोल्डर
ফন্ট,फॉन्ट
ফন্ট পরিবার,फॉन्ट कुटुंब
বিদেশী চাবি,परदेशी की
ফর্ম,फॉर्म
অানুষ্ঠানিক ভাষা,औपचारिक भाषा
আনুষ্ঠানিক ব্যবস্থা,औपचारिक प्रणाली
বিন্যাস,स्वरूप
বিন্যাস,स्वरूपन
ফরট্রান,फोरट्रान
ফরট্রান প্রোগ্রামিং,फोरट्रान प्रोग्रामिंग
ফরোয়ার্ড স্ল্যাশ,पुढे झुकणारी तिरकी रेष
চতুর্থ প্রজন্মের কম্পিউটার,चौथ्या पिढीचा संगणक
টুকরা,तुकडा
ফ্রেম,फ्रेम
বিনামূল্যে নেট,मोफत नेट
ফ্রি সফটওয়্যার ফাউন্ডেশন,मोफत सॉफ्टवेअर फाउंडेशन
বিনামূল্যে সঞ্চয়স্থান,विनामूल्य संचयन
বিনামূল্যের,फ्रीवेअर
সামনের অংশ,समोरचे टोक
সম্মুখ প্যানেল,समोरची बाजू
ফাংশন,कार्य
ফাংশন কী,फंक्शन की
ফাংশন রেফারেন্স,कार्य संदर्भ
কার্যকরী নির্ভরতা,कार्यात्मक अवलंबित्व
কার্যকরী পরীক্ষা,कार्यात्मक चाचणी
ঝাপসা যুক্তিবিজ্ঞান,अस्पष्ट तर्क
ঝাপসা সেট,अस्पष्ट संच
লাভ করা,मिळवणे
খেলা গাছ,खेळाचे झाड
ফাঁক চরিত্র,अंतर वर्ण
আবর্জনা,कचरा
আবর্জনা সংগ্রহ,कचरा गोळा करणे
আবর্জনা সংগ্রহ,कचरा गोळा करणे
আবর্জনার মধ্যে আবর্জনা আউট (GIGO),कचरा बाहेर कचरा (GIGO)
গেট,गेट
প্রবেশপথ,प्रवेशद्वार
সাধারণ প্রোগ্রাম,सामान्य कार्यक्रम
সাধারণ প্রোগ্রাম,सामान्य कार्यक्रम
সাধারণ উদ্দেশ্য কম্পিউটার,सामान्य उद्देश संगणक
সাধারণ উদ্দেশ্য কম্পিউটার,सामान्य उद्देश संगणक
সাধারণ রেজিস্টার,सामान्य नोंदणी
সাধারণীকরণ,सामान्यीकरण
সাধারণীকরণ,सामान्यीकरण
সাধারণ-উদ্দেশ্য ভাষা,सामान्य हेतूची भाषा
সাধারণ উদ্দেশ্য অপারেটিং সিস্টেম,सामान्य उद्देश ऑपरेटिंग सिस्टम
সাধারণ-উদ্দেশ্য নিবন্ধক,सामान्य-उद्देश रजिस्टर
উৎপন্ন ত্রুটি,व्युत्पन्न त्रुटी
উৎপন্ন ফাংশন,निर्मिती कार्य
জেনেরিক ক্লাস,सामान्य वर्ग
জেনেরিক ফাংশন,सामान्य कार्य
জেনেরিক নাম,सामान्य नाव
গিগো,gigo
বিশ্বব্যাপী,जागतिक
গ্লোবাল কোড,जागतिक कोड
গ্লোবাল লক,जागतिक लॉक
বিশ্বব্যাপী নেটওয়ার্ক,जागतिक नेटवर्क
বিশ্বব্যাপী নেটওয়ার্ক,जागतिक नेटवर्क
বিশ্বব্যাপী ব্যবহারকারী,जागतिक वापरकर्ता
বিশ্ব পরিবর্তনশীল,जागतिक चल
বিশ্বায়ন,जागतिकीकरण
গোফার,गोफर
গোফার ক্লায়েন্ট,गोफर क्लायंट
গোফার সার্ভার,गोफर सर्व्हर
গোফার সাইট,गोफर साइट
গোফার স্থান,गोफर जागा
সাবলীল পতন,मोहक अध:पतन
ব্যাকরণ পরীক্ষক,व्याकरण तपासक
ব্যাকরণ মার্জিত প্রস্থান,व्याकरण डौलदार निर्गमन
সর্বমোট,एकूण
চিত্রলেখ,आलेख
গ্রাফ প্লটিং,आलेख प्लॉटिंग
গ্রাফিক চরিত্র,ग्राफिक वर्ण
গ্রাফিক নিয়ামক,ग्राफिक नियंत्रक
গ্রাফিক তথ্য কাঠামো,ग्राफिक डेटा संरचना
গ্রাফিক ডিসপ্লে প্রোগ্রাম,ग्राफिक प्रदर्शन कार्यक्रम
গ্রাফিক ডিসপ্লে রেজোলিউশন,ग्राफिक प्रदर्शन रिझोल्यूशन
গ্রাফিক ভাষা,ग्राफिक भाषा
গ্রাফিক ভাষা,ग्राफिक भाषा
গ্রাফিক প্যানেল,ग्राफिक पॅनेल
গ্রাফিকাল অ্যানিমেশন,ग्राफिकल अॅनिमेशन
গ্রাফিক্যাল ইন্টারফেস ফরম্যাট (GIF),ग्राफिकल इंटरफेस स्वरूप (GIF)
গ্রাফিক্যাল ইউজার ইন্টারফেস (GUI),ग्राफिकल यूजर इंटरफेस (GUI)
গ্রাফিক্স,ग्राफिक्स
গ্রাফিক্স অ্যাপ্লিকেশন,ग्राफिक्स अनुप्रयोग
গ্রাফিক্স কার্সার,ग्राफिक्स कर्सर
গ্রাফিক্স মোড,ग्राफिक्स मोड
গ্রাফিক্স প্যাকেজ,ग्राफिक्स पॅकेज
গ্রাফিক্স সফটওয়্যার,ग्राफिक्स सॉफ्टवेअर
গ্রাফিক্স সফটওয়্যার,ग्राफिक्स सॉफ्टवेअर
গ্রাফিক্স সফটওয়্যার প্যাকেজ,ग्राफिक्स सॉफ्टवेअर पॅकेज
ধূসর স্কেল,राखाडी स्केल
লোভী পদ্ধতি,लोभी पद्धत
grep,grep
গ্রিড,ग्रिड
গ্রিড চার্ট,ग्रिड चार्ट
গ্রিড কম্পিউটিং,ग्रिड संगणन
গ্রিড মড্যুলেশন,ग्रिड मॉड्यूलेशन
স্থল তরঙ্গ,जमिनीची लाट
দল,गट
গ্রুপ ঠিকানা,गट पत्ता
শঙ্ঘবদ্ধ কোড,गट कोड
গ্রুপ যোগাযোগ,गट संवाद
গ্রুপ যোগাযোগ,गट संवाद
গ্রুপ সনাক্তকরণ,गट ओळख
দলের নাম,गटाचे नाव
গ্রুপওয়্যার,ग्रुपवेअर
বৃদ্ধি,वाढ
প্রহরী,रक्षक
নির্দেশিত মিডিয়া,मार्गदर्शित माध्यम
বন্দুক,गनझिप
টাট্টু,खाच
হ্যাকার,हॅकर
হ্যাকারের অভিধান,हॅकरचा शब्दकोश
অর্ধেক যোগকারী,अर्धा जोडणारा
অর্ধেক সেতু,अर्धा पूल
অর্ধেক দ্বৈত,अर्धा डुप्लेक्स
হাফ ডুপ্লেক্স লাইন,अर्धा डुप्लेक्स लाइन
হাফ ডুপ্লেক্স মোড,अर्धा डुप्लेक्स मोड
অর্ধেক তীব্রতা,अर्धी तीव्रता
অর্ধেক রাউটার,अर्धा राउटर
অর্ধেক বিয়োগকারী,अर्धा वजा करणारा
অর্ধেক টোনিং,अर्धा टोनिंग
অর্ধেক শব্দ,अर्धा शब्द
বন্ধুত্বপূর্ণ চক্র,मिल्टोनियस सायकल
হ্যামিং কোড,हॅमिंग कोड
হাত,हात
হাত কপি,हात प्रत
হাতল,हाताळणे
হ্যান্ডলিং,हाताळणी
স্তব্ধ,फाशी देणे
সুখী নেট,आनंदी नेट
হার্ড কপি ডিভাইস,हार्ड कॉपी डिव्हाइस
হার্ড ডিস্ক,हार्ड डिस्क
হার্ড ডিস্ক ক্র্যাশ,हार्ड डिस्क क्रॅश
কঠিন ত্রুটি,कठीण त्रुटी
হার্ডওয়্যার প্রবাহ নিয়ন্ত্রণ,हार्डवेअर प्रवाह नियंत्रण
সুরেলা,हार्मोनिक
সুরেলা গড়,हार्मोनिक मध्यम
হ্যাশ,हॅश
হ্যাশ ডায়াগ্রাম,हॅश आकृती
হ্যাশ টেবিল,हॅश टेबल
হ্যাশিং কৌশল,हॅशिंग तंत्र
হেডার,शीर्षलेख
গাদা,ढीग
গাদা সাজানোর,ढीग क्रमवारी
সাহায্য,मदत
সাহায্য পর্দা,मदत स्क्रीन
হেল্পনেট,हेल्पनेट
হার্টজ,हर्ट्झ
হিউরিস্টিক,ह्युरिस्टिक
হিউরিস্টিক পদ্ধতি,ह्युरिस्टिक पद्धत
হেক্সাডেসিমেল সংখ্যা,हेक्साडेसिमल संख्या
লুকানো লাইন,लपलेली ओळ
অনুক্রমিক ডেটা বেস,श्रेणीबद्ध डेटा बेस
অনুক্রমিক ফাইল সিস্টেম,श्रेणीबद्ध फाइल सिस्टम
অনুক্রমিক টপোগ্রাফি,श्रेणीबद्ध स्थलाकृति
উচ্চ স্তরের ভাষা,उच्च स्तरीय भाषा
উচ্চ মেমরি এলাকা,उच्च मेमरी क्षेत्र
উচ্চ পারদর্শিতা,उच्च कार्यक्षमता
আঘাত,दाबा
লক্ষ্যভেদ হার,हिट दर
আক্রমণ অনুপাত,हिट प्रमाण
গর্ত,छिद्र
হোম ডিরেক্টরি,होम डिरेक्टरी
হোম পেজ,मुख्यपृष्ठ
সমজাতীয় স্থানাঙ্ক,एकसंध समन्वय
খোঁড়ান,हॉप
হপ গণনা,हॉप संख्या
শিং,हॉर्न
হোস্ট কম্পিউটার,होस्ट संगणक
হোস্ট কম্পিউটার,होस्ट संगणक
হোস্ট ভাষা,होस्ट भाषा
গরম চাবি,गरम की
হাইপার টেক্সট মার্কআপ ভাষা (HTML),हायपर टेक्स्ट मार्कअप भाषा (HTML)
অনুমান,गृहीतक
আমি পোদ,मी पॉड
I/O বাফার,I/O बफर
I/O পোর্ট,I/O पोर्ट
I/O ইউনিট,I/O युनिट
শনাক্তকারী,ओळखकर्ता
পরিচয়,ओळख
ইমেজ,प्रतिमा
ছবি সনাক্তকারী যন্ত্র,प्रतिमा सेन्सर
প্রভাব প্রিন্টার,प्रभाव प्रिंटर
প্রতিবন্ধকতা,अडथळा
অপরিহার্য প্রোগ্রাম ভাষা,अत्यावश्यक कार्यक्रम भाषा
অপরিহার্য বিবৃতি,अनिवार्य विधान
অন্তর্নিহিত ঠিকানা,अंतर्निहित पत्ता
অসম্ভব ঘটনা,अशक्य घटना
নিষ্ক্রিয় নোড,निष्क्रिय नोड
অসঙ্গতি,विसंगती
বৃদ্ধি,वाढ
সূচক,निर्देशांक
সূচক ডেটা আইটেম,निर्देशांक डेटा आयटम
ইনডেক্স ফাইল,अनुक्रमणिका फाइल
সূচক রেজিস্টার,इंडेक्स रजिस्टर
সূচক অনুক্রমিক,अनुक्रमणिका
সূচিবদ্ধ ঠিকানা,अनुक्रमित पत्ता
সূচিবদ্ধ ভাষা,अनुक्रमित भाषा
ইনডেক্সড সিকোয়েন্স ফাইল,अनुक्रमित अनुक्रम फाइल
সূচীকৃত অনুক্রমিক স্কেস পদ্ধতি (ISAM),अनुक्रमित अनुक्रमिक sccess पद्धत (ISAM)
পরোক্ষ সম্বোধন,अप्रत्यक्ष संबोधन
তথ্যবিদ্যা,माहितीशास्त्र
তথ্য,माहिती
তথ্য বিট,माहिती बिट
তথ্য ব্যবস্থাপনা,माहिती व्यवस्थापन
তথ্য ব্যবস্থাপনা সিস্টেম (IMS),माहिती व्यवस्थापन प्रणाली (IMS)
তথ্য আহরণ,माहिती उत्खनन
তথ্য পদ্ধতি,माहिती प्रणाली
তথ্য প্রযুক্তি (আইটি),माहिती तंत्रज्ञान (IT)
অবকাঠামো ব্যবস্থাপনা,पायाभूत सुविधा व्यवस्थापन
উত্তরাধিকার,वारसा
উত্তরাধিকারসূত্রে প্রাপ্ত ত্রুটি,अनुवांशिक त्रुटी
প্রাথমিক,आरंभिक
প্রাথমিক ঠিকানা,प्रारंभिक पत्ता
প্রারম্ভিক অবস্থা,प्रारंभिक अवस्था
আরম্ভ,आरंभ करणे
