Hindi,Telugu
"प्रचार, संयाचना (विधि.)",కాన్వాసింగ్
सामर्थ्य,సామర్ధ్యం
समर्थ,సామర్థ్యం
"हैसियत, क्षमता, सामर्थ्य, धारिता",సామర్థ్యం
"पूंजी, मूलधन, राजधानी, स्तंभशीर्ष, दीर्घाक्षर",రాజధాని
पूंजी व्यय,మూలధన వ్యయం
मृत्युदंड़,మరణశిక్షను
प्रति व्यक्‍ति शुल्क,క్యాపిటేషన్ ఫీజు
"पकड़ना, बंदी बनाना",క్యాప్చర్
"सावधानी, देखभाल, रखवाली, परवाह",సంరక్షణ
"वृत्‍ति, जीविका",కెరీర్
"वृत्‍ति विकास, जीविका विकास",కెరీర్ అభివృద్ధి
कामचलाऊ सरकार,కేర్ టేకర్ ప్రభుత్వం
अग्रनीत,ముందుకు తీసుకువెళ్లారు (సి/ఎఫ్)
"अग्रनयन, आगे ले जाना",ముందుకు తీసుకెళ్లు
रखाव लागत,మోసే ఖర్చు
"अग्रनयन, अवशिष्‍ट",తీసుకువెళ్ళండి
"गाड़ी भाड़ा, ढुलाई",కార్టేజ్
"मामला, विषय, स्थिति, मुकदमा",కేసు
केस अध्ययन,సందర్భ పరిశీలన
"रोकड, नकदी, भुनाना",నగదు
"नकदी शेष, रोकड़ बाकी",నగదు బ్యాలెన్స్
रोकड़ बही,నగదు పుస్తకం
कैश कार्ड,నగదు కార్డు
"नक़दी, नकदी कार्ड, प्रमाणपत्र",నగదు ధృవీకరణ పత్రం
रोकड़ पटल,నగదు కౌంటర్
नक़दी फ़सल,వాణిజ్య పంట
नक़दी बट्टा,నగదు తగ్గింపు
एकमुश्त नक़द,నగదు డౌన్
हाथ रोकड़,చేతిలో నగదు
"नकद पर्ची, कैश मेमो",నగదు మెమో
नक़द भुगतान,నగదు చెల్లింపు
जाति,కులం
जाति प्रमाणपत्र,కుల ధృవీకరణ పత్రం
निर्णायक मत,కాస్టింగ్ ఓటు
"आकस्मिक, अनियत",సాధారణం
अनियत मज़दूर,సాధారణం శ్రమ
आकस्मिक छुट्टी,సాధారణం సెలవు
"दुर्घटना, हताहत, आपात, आकस्मिकी",ప్రమాదం
आकस्मिक रिक्‍ति,సాధారణం ఖాళీ
"सूची, सूचीपत्र",జాబితా
"सुनिश्‍चित, सुस्पष्‍ट",వర్గీకరణ
"कोटि, वर्ग, श्रेणी",వర్గం
खानपान सेवा,భోజన సౌకర్యం కలిగించే వారు
"सावधान, खबरदार, सावधानी, चेतावनी, अवधान",జాగ్రత్త
"अवधान-राशि, जमानत राशि",జాగ్రత్త డబ్బు
अस्त्रविराम युद्‌ध विराम,అగ్నిని ఆపండి
अधिकतम सीमा,"పైకప్పు (""ధర"" గా)"
समारोह,వేడుక
सैल फ़ोन,సెల్ ఫోన్
सेंसर,సెన్సార్
"निंदा, परिनिन्दा",అభిశంసన
परिनिंदा प्रस्ताव,సెన్సర్ మోషన్
जनगणना,జనాభా లెక్కలు
केंद्रीय उपकर,సెంట్రల్ సెస్
केंद्रीय सिविल सेवा नियमावली,కేంద్ర పౌర సేవా నియమాలు
केंद्रीय उत्पाद-शुल्क,సెంట్రల్ ఎక్సైజ్
"केंद्र सरकार, केंद्रीय सरकार",కేంద్ర ప్రభుత్వం
"केंद्रीयकरण, केंद्रीकरण",కేంద్రీకరణ
केंद्रीयकृत सेवा,కేంద్రీకృత సేవ
केंद्र-पोषित योजना,కేంద్ర నిధుల పథకం
केंद्र-प्रायोजित योजना,కేంద్ర ప్రాయోజిత పథకం
केंद्रीय कार्यालय,కేంద్ర కార్యాలయం
केंद्रीय राजस्व,కేంద్ర ఆదాయాలు
केंद्रीय बिक्री कर,కేంద్ర అమ్మకపు పన్ను
केंद्र,కేంద్రం
"शताब्दी, शती, सदी, शतक",శతాబ్దం
"धान्य, अनाज",ధాన్యం
धान्यविद्,ధాతువు
समारोह परेड,ఉత్సవ పరేడ్
"समारोह, संस्कार, अनुष्ठान",వేడుక
प्रमाणपत्र,సర్టిఫికేట్
"स्वस्थता प्रमाणपत्र, दुरस्ती प्रमाणपत्र",ఫిట్‌నెస్ సర్టిఫికేట్
डाक प्रमाणपत्र,పోస్టింగ్ సర్టిఫికేట్
सेवा प्रमाणपत्र,సేవా ధృవీకరణ పత్రం
"प्रमाणन, प्रमाणीकरण",ధృవీకరణ
प्रमाणित प्रति,ధృవీకరించబడిన కాపీ
प्रमाणित करना,ధృవీకరించండి
उपकर,సెస్
"समाप्‍ति, प्रविरति",విరమణ
"जंज़ीर, जरीब, श्रृंखला, कड़ी",గొలుసు
"अध्यक्ष, सभापति",చైర్మన్/చైర్‌పర్సన్
चालान,చలాన్
"चुनौती, आक्षेप",సవాలు
"चेम्बर, कक्ष, सदन",గది
वाणिज्य मंडल,వాణిజ్యమండలి
"परिवर्तन, बदलाव, बदलना",మార్పు
अव्यवस्था,గందరగోళం
"अध्याय, शाखा, चैप्टर",అధ్యాయం
चरित्र हनन,అక్షర హత్య
चरित्र प्रमाणपत्र,అక్షర ధృవీకరణ పత్రం
"कार्य-भार, प्रभारख़र्च, आरोप",ఆరోపణ
संपत्‍ति पर प्रभार,ఆస్తిపై ఛార్జ్
आरोप पत्र,ఛార్జ్ షీట్
"धर्मार्थ, ख़ैराती, पूर्त",స్వచ్ఛంద సంస్థ
"पूर्तकाय;दान, खैरात, उदारता",స్వచ్ఛంద సంస్థ
"चार्ट, संचित्र",చార్ట్
"भाड़े पर लेना, चार्टर",చార్టర్
"चैसिस नंबर, चैसिस संख्या",చాసిన్ సంఖ్య
"छल, छल करना",మోసం
"पड़ताल, जांच, रोक, मिलान करना",తనిఖీ
जांच सूची,చెక్ జాబితా
"जांच चौकी, जांच नाका",తనిఖీ పోస్ట్
"रसायनज्ञ, कैमिस्ट, दवा-विक्रता, औषध व्यवसायी",రసాయన శాస్త్రవేత్త
चैक,తనిఖీ
चैक पत्रक,చెక్ లెట్
"प्रमुख, मुख्य",చీఫ్
संतान शिक्षा भत्ता,పిల్లల విద్య భత్యం
बाल शोषण,పిల్లల దోపిడీ
बाल श्रम;बाल मज़दूर,బాల కార్మికులు
बाल कल्याण,పిల్లల సంక్షేమం
"जीर्ण, पुराना;चिरकालिक",దీర్ఘకాలిక
कालक्रम,కాలక్రమానుసారం (= కాలక్రమానుసారం)
"परिमंडल, सर्कल, हलक़ा",వృత్తం
सर्किट हाउस,సర్క్యూట్ హౌస్
परिपत्र,Circహ
परिचालन,ప్రసరణ
परिस्थिति,పరిస్థితి
पारिस्थितिक साक्ष्य,సందర్భోచిత సాక్ష్యం
"उद्‌धरण, कथन, प्रशस्ति",ప్రస్తావన
नागरिकता,పౌరసత్వం
नगर प्रतिकर भत्‍ता,నగర పరిహార భత్యం
नागरिक सुविधाएं,పౌర సౌకర్యాలు
"सिविल, नागरिक, दीवानी, असैनिक",సివిల్
"सिविल संहिता, नागरिक संहिता",సివిల్ కోడ్
नागरिक सुरक्षा,పౌర రక్షణ
सिविल सूची,సివిల్ జాబితా
"अदालती विवाह, सिविल विवाह",పౌర వివాహం
सिविल प्रक्रिया संहिता,సివిల్ ప్రొసీజర్ కోడ్
सिविल सेवा,సివిల్ సర్వీస్
"सिविल वाद, दीवानी मुकदमा",సివిల్ సూట్
नागरिक पूर्ति,పౌర సామాగ్రి
गृह युद्‌ध,పౌర యుద్ధం
"दावा, दावा करना",దావా
दावेदार,హక్కుదారు
दावा फ़ार्म,దావా పత్రము
धन-वापसी का दावा,వాపసు కోసం దావా
स्पष्‍टीकरण,స్పష్టీకరణ
"वर्ग, दर्जा, कक्षा, श्रेणी",తరగతి
वर्गीकृत विज्ञापन,వర్గీకృత ప్రకటన
"वर्गीकृत प्रलेख, गुप्‍त दस्तावेज",వర్గీకృత పత్రాలు
"वर्गीकृत सूचना, गुप्‍त सूचना",వర్గీకృత సమాచారం
वर्गीकरण करना,వర్గీకరించండి
"वर्गवार, श्रेणीवार",వర్గీకరణ
खंड,ఉపవాక్య
"निर्बाधता, निकासी, अनापत्‍ति, समाशोधन",క్లియరెన్స్
स्पष्‍ट रिक्‍ति,ఖాళీ ఖాళీ
"लिपिकीय, लेखन संबंधी",క్లరికల్
लिपिक संवर्ग,క్లరికల్ కేడర్
"लेखन त्रुटि, लिखाई की भूल",మతాధికార దోషం
लिपिक वर्ग,క్లరికల్ సిబ్బంది
लिपिकीय कार्य,గుమస్తా పని
"ग्राहक, सेवार्थी",క్లయింట్
"क्लोक रूम, अमानती सामानघर",క్లోక్ రూమ్
वर्ष की समाप्‍ति,సంవత్సరం దగ్గరగా
अंत शेष,ముగింపు బ్యాలెన్స్
अंतिम तिथि,ముగింపు తేది
"समापन, समाप्‍ति",మూసివేత
"सूत्र, संकेत",క్లూ
सह,'సహ-కుర్చీన్' లో వలె
सह-अभियुक्‍त,సహ నిందితుడు
अनुशिक्षण,కోచింగ్
गठबंधन सरकार,సంకీర్ణ ప్రభుత్వం
"संहिता, कूट, कोड",కోడ్
कूट संख्या,కోడ్ సంఖ్య
आचार संहिता,ప్రవర్తనా నియమావళిని
कूट शब्द,కోడ్ పదం
कूट लेखन,కోడింగ్
"ज़ोर-जबरदस्ती, प्रपीड़न",బలవంతం
सह-अस्तित्व,సహజీవనం
संज्ञेय,జ్ఞానం
संज्ञेय अपराध,జ్ఞానం చేయగల నేరం
"संज्ञान, ध्यान",జ్ఞానం
संयोग,యాదృచ్చికం
सहयोग,సహకారం
संपार्श्‍विक प्रतिभूति,అనుషంగిక భద్రత
सहकर्मी;सहयोगी,సహోద్యోగి
"सामूहिक, समूह",సమిష్టి
सामूहिक उत्‍तरदायित्व,సామూహిక బాధ్యత
"कलक्टरी, समाहर्तालय, समाहरणालय",కలెక్టరేట్
दुरभिसंधि,కలయిక
"बस्ती, कॉलोनी, उपनिवेश",కాలనీ
वर्णांधता,రంగు అంధత్వం
"स्तंभ, ख़ाना",కాలమ్
"चप्पा-चप्पा खोज, सघन खोज अभियान",దువ్వెన ఆపరేషన్
"कमान, समादेश",కమాండ్
"स्मृति, स्मरणोत्सव",జ్ఞాపకార్థం
"प्रशंसनीय, सराहनीय",ప్రశంసనీయం
अनुरूप,ప్రారంభం
"व्याख्या, टीका, आंखों देखा हाल",వ్యాఖ్యానం
टिप्पणी,వ్యాఖ్యలు
वाणिज्य,వాణిజ్యం
विज्ञापन अंतराल,వాణిజ్య విరామం
"आयोग, कमीशन, आढ़त",కమిషన్
"प्रवर्तन में लाना, चालू करना",ఆరంభించడం
"वचनबद्‌ध होना, करना, सुपुर्द करना",కమిట్
"वचनबद्‌धता, प्रतिबद्‌धता, सुपुर्दगी",నిబద్ధత
"वस्तु, पण्य",వస్తువు
सामान्य,సాధారణం
"सांप्रदायिक, सामुदायिक",మతతత్వ
सांप्रदायिक सद्‍भाव,మత సామరస్యం
"संदेश पहुंचाना, बताना, संचारित करना, बातचीत करना, संपर्क करना",కమ్యూనికేట్ చేయండి
"संचार, संदेश, पत्र व्यवहार, संप्रेषण",కమ్యూనికేషన్
संप्रेषण का अभाव,కమ్యూనికేషన్ గ్యాప్
विज्ञप्‍ति,కమ్యూనికేషన్
"समुदाय, समाज",సంఘం
सामुदायिक केंद्र,సంఘ కేంద్రం
सामुदायिक विकास परियोजना,సమాజ అభివృద్ధి ప్రాజెక్ట్
सामुदायिक सेवा,సంఘ సేవ
"परिवर्तन, संराशीकरण, लघूकरण",మార్పిడి
परिवर्तित छुट्टी,ప్రయాణ సెలవు
संराशीकृत मूल्य,ప్రయాణ విలువ
"तुलना, मिलान",పోలిక
अनुकंपा,కరుణ
अनुकंपा आधार,దయగల గ్రౌండ్
अनुकंपा छुट्‌टी,దయగల సెలవు
"संगत, अनुकूल",అనుకూలంగా
विवश करना,బలవంతం
सार-संग्रह,సంకలనం
"प्रतिपूर्ति, प्रतिकार;मुआवज़ा",పరిహారం
प्रतिकर भत्‍ता,పరిహార భత్యం
प्रतिपूरक छुट्टी,పరిహార సెలవు
सक्षमता,సామర్థ్యం
सक्षम,సమర్థుడు
सक्षम प्राधिकारी,సమర్థ అధికారం
प्रतियोगिता,పోటీ
प्रतियोगिता परीक्षा,పోటీ పరీక్ష
संकलन,సంగ్రహం
"शिकायत, परिवाद",ఫిర్యాదు
शिकायत पुस्तिका,ఫిర్యాదు పుస్తకం
पूरक,పూరక
पूरक,పరిపూరకరమైనది
"पूर्ण;पूरा करना, समाप्‍त करना",పూర్తి
समापन प्रमाण-पत्र,పూర్తి ధృవీకరణ పత్రం
"अनुपालन, पालन",సమ్మతి
जटिल,సంక్లిష్టమైనది
"अभिनंदन, प्रशंसा, सम्मान",అభినందన
मानार्थ प्रति,కాంప్లిమెంటరీ కాపీ
अनुपालन करना,అనుగుణంగా
सामासिक संस्कृति,మిశ్రమ సంస్కృతి
"रचना, संघटन, गठन, प्रशमन",కూర్పు
व्यापक;बृहत्,సమగ్ర
व्यापक बीमा,సమగ్ర భీమా
समझौता;समझौता करना,రాజీ
अनिवार्य,తప్పనిసరి
अनिवार्य सेवा-निवृत्‍ति,తప్పనిసరి పదవీ విరమణ
"कंप्यूटर, अभिकलित्र",కంప్యూటర్
"कंप्यूटर केंद्र, अभिकलित्र केंद्र",కంప్యూటర్ సెంటర్
कंप्यूटर अनुकूल,కంప్యూటర్ ఫ్రెండ్లీ
कंप्यूटरीकरण,కంప్యూటరీకరణ
कंप्यूटर भाषा,కంప్యూటర్ భాష
कंप्यूटर साक्षरता,కంప్యూటర్ పరిజ్ఞానం
संकल्पना,భావన
"समुद्‌यम, सरोकार, चिंता",ఆందోళన
रियायत,రాయితీ
रियायती दर,రాయితీ రేటు
रियायत प्रमाणपत्र,రాయితీ ధృవీకరణ పత్రం
सुलह,రాజీ
समापन टिप्पणी,ముగింపు మాటలు
"निष्कर्ष, समाप्ति",ముగింపు
"निश्‍चयात्मक, निश्‍चायक",నిశ్చయాత్మకమైనది
सहमत होना,కాంకర్
सहमति,సమ్మతి
"अनुपयोगी घोषित करना, दंडनीय घोषित करना, निन्दा करना",ఖండించండి
"शर्त, प्रतिबंध, दशा, स्थिति",కండిషన్
सशर्त,షరతులతో
सशर्त स्वीकृति,షరతులతో కూడిన అంగీకారం
"ठेके की शर्तें, संविदा की शर्तें",ఒప్పందం యొక్క షరతులు
"नौकरी की शर्तें, सेवा शर्तें",సేవ యొక్క షరతులు
"संवेदना, शोक",సంతాపం
माफ़ करना,కొందీ
"आचरण, संचालित करना",ప్రవర్తన
आचरण नियमावली,ప్రవర్తన నియమాలను నిర్వహించండి
सम्मेलन,సమావేశం
सम्मेलन कक्ष,సమావేశ మందిరం
बहु-संलाप सुविधा,కాన్ఫరెన్సింగ్ సౌకర్యం
प्रदान करना,చర్చించే
गोपनीय,గోప్యంగా
"परिरोध, प्रसूति",నిర్బంధం
पुष्‍टि करना,నిర్ధారించండి
"पुष्‍टि, स्थायीकरण",నిర్ధారణ
सेवा का स्थायीकरण,సేవ యొక్క నిర్ధారణ
स्थायीकरण आदेश,నిర్ధారణ ఆర్డర్
"अधिहरण, ज़ब्ती",జప్తు
"संघर्ष;विरोध, विरोधिता",సంఘర్షణ
परस्पर विरोधी विचार,విరుద్ధమైన అభిప్రాయాలు
अनुरूपता,అనుగుణ్యత
"बधाई, अभिनंदन",అభినందన
"संबंध, संयोजन, कनेक्शन, जोड़ना",కనెక్షన్
"मौन सहमति, मौनानुकूलता",అనుసంధానం
अंत:करण,మనస్సాక్షి
मतैक्य,ఏకాభిప్రాయం
सहमति,సమ్మతి
"परिणाम, फल",పర్యవసానంగా
"अनुवर्ती, परिणामी",పర్యవసానంగా
संरक्षण,పరిరక్షణ
विचार क्षेत्र,పరిశీలన జోన్
परेषिती,పొందేవాడు
परेषण,సరుకు
परेषण नोट,సరుకు గమనిక
"एकरूप, संगत",స్థిరమైన
"संचित निधि, समेकित निधि",కన్సాలిడేటెడ్ ఫండ్
समेकित वेतन,ఏకీకృత వేతనం
समेकित विवरण,ఏకీకృత ప్రకటన
"चकबंदी, समेकन, सुदृढ़ीकरण",ఏకీకరణ
"सुस्पष्‍ट, सहज दृश्य, ध्यानाकर्षी",ప్రస్ఫుటమైన
षड्यंत्र,కుట్ర
स्थिर;नियत;सतत,స్థిరాంకం
निर्वाचन क्षेत्र,నియోజకవర్గం
संघटक,రాజ్యాంగం
"संघटन, गठन, संविधान",రాజ్యాంగం
मजबूरी,పరిమితి
"निर्माण, रचना",నిర్మాణం
परामर्शदाता,కన్సల్టెంట్
परामर्श,సంప్రదింపులు
परामर्शदात्री समिति,సంప్రదింపుల కమిటీ
उपभोग्य वस्तु,వినియోగించదగిన అంశం
उपभोग करना;खपाना,వినియోగించండి
उपभोक्‍ता वस्तुएँ,వినియోగదారుల వస్తువులు
उपभोक्ता मंच परिषद्,కన్స్యూమర్ ఫోరం/కౌన్సిల్
उपभोक्ता अभिमुखीकरण,వినియోగదారుల ధోరణి
"उपभोग, खपत",వినియోగం
संपर्क,సంప్రదించండి
संपर्क कार्यक्रम,సంప్రదింపు ప్రోగ్రామ్
सांसर्गिक रोग,అంటు వ్యాధి
"समाविष्‍ट करना, रोकना",కలిగి
"ध्यानपूर्वक विचार करना, अनुध्यान करना",ఆలోచించండి
"समसामयिक, समकालीन",సమకాలీన
न्यायालय की अवमानना,న్యాయస్థాన దిక్కరణ
"विवाद, दावा, प्रतिविरोध",వివాదాస్పద
"विषय सूची, अंतर्वस्तु, अंश",విషయాలు
"विवाद, प्रतियोगिता, लड़ना",పోటీ
"प्रसंग, संदर्भ",సందర్భం
आकस्मिक व्यय,ఆకస్మికాలు
"संभाव्य स्थिति, आकस्मिकता, प्रासंगिकता",ఆకస్మికత
आकस्मिकता भत्‍ता,ఆకస్మిక భత్యం
आकस्मिकता निधि,ఆకస్మిక నిధి
प्रांसगिक अनुदान,ఆకస్మిక గ్రాంట్
आपात-निर्वाह योजना,ఆకస్మిక ప్రణాళిక
"आकस्मिक प्रभार, फुटकर ख़र्च",నిరంతర ఛార్జీలు
सतत नियुक्‍ति,నిరంతర నియామకం
सतत विकास,నిరంతర అభివృద్ధి
सतत प्रक्रिया,నిరంతర ప్రక్రియ
सतत सेवा,నిరంతర సేవ
विनिषिद्‌ध,నిషేధం
"ठेका, संविदा",ఒప్పందం
संविदा विलेख,కాంట్రాక్ట్ డీడ్
नियोजन संविदा,ఉపాధి ఒప్పందం
"संविदा की अवधि, ठेके की अवधि",ఒప్పంద కాలం
"ठेका प्रलेख, संविदा प्रलेख",ఒప్పంద పత్రం
संविदागत देयता,ఒప్పంద బాధ్యత
संविदा सेवा,ఒప్పంద సేవ
"खंडन, परस्पर-विरोध",వైరుధ్యం
विरोधात्मक कथन,విరుద్ధమైన ప్రకటన
"प्रतिकूल, विपरीत",విరుద్ధంగా
उल्लंघन,ఉల్లంఘన
"योगदान, अंशदान, चंदा",సహకారం
अंशदायी पेन्शन योजना,కంట్రిబ్యూటరీ పెన్షన్ స్కీమ్
अंशदायी भविष्य निधि,కంట్రిబ్యూటరీ ప్రావిడెంట్ ఫండ్
नियंत्रण,నియంత్రణ
नियंत्रण अधिकारी,నియంత్రించే అధికారి
विवादास्पद,వివాదాస్పద
विवादास्पद मामला,వివాదాస్పద విషయం
विवाद,వివాదం
सुविधा,సౌలభ్యం
"परिपाटी, रूढि, समागम",కన్వెన్షన్
"रूढ़, रूढिगत",సాంప్రదాయిక
"अवगत, परिचित",సంభాషణ
"परिवर्तित करना, संपरिवर्तित",మార్చండి
संपरिवर्तित छुट्टी,మార్చబడిన సెలవు
"वाहन, सवारी, हस्तांतरण",రవాణా
वाहन भत्‍ता,రవాణా భత్యం
हस्तांतरण विलेख,రవాణా దస్తావేజు
"वाहन व्यय, सवारी खर्च",రవాణా ఖర్చులు
"सिद्‌धदोष, सिद्‌धदोष ठहराना, दोष सिद्‌ध करना",దోషి
"दोषसिद्‌धि, दृढ़विश्‍वास",నమ్మకం
दीक्षांत समारोह,కాన్వొకేషన్
उपशमन अवधि,శీతలీకరణ ఆఫ్ పీరియడ్
"सहयोग, सहकारिता",సహకారం
"सहकारी, सहयोगशील",సహకార
सहकारी समिति,కోఆపరేటివ్ సొసైటీ
सहयोजित करना,సహకార
सहयोजित सदस्य,సహ-ఎంపిక సభ్యుడు
"समन्वय, तालमेल, समन्वयन",సమన్వయ
सहस्वामी,సహ యజమాని
सहभागीदार,సహ-భాగస్వామి
"प्रतिलिपि, नक़ल, प्रति, कॉपी",కాపీ
"प्रतिलिपिकरण, प्रतियाँ बनाना",కాపీ చేస్తోంది
"स्वत्वाधिकार, प्रतिलिप्याधिकार, कॉपीराइट",కాపీరైట్
सौहार्दपूर्ण,కార్డియల్
मृत्यु समीक्षक,కరోనర్
निगमित निकाय,కార్పొరేట్ బాడీ
कंपनी आयोजना,కార్పొరేట్ ప్రణాళిక
निगम,కార్పొరేషన్
निगम कर,కార్పొరేషన్ పన్ను
"शुद्‌धि, शोधन, सुधार",దిద్దుబాటు
सुधारक उपाय,దిద్దుబాటు చర్యలు (= సరిదిద్దారు)
"पत्राचार, पत्रव्यवहार",కరస్పాండెన్స్
पत्राचार पाठ्यक्रम,కరస్పాండెన్స్ కోర్సు
पत्राचार भाग,కరస్పాండెన్స్ భాగం
संवाददाता,కరస్పాండెంట్
"तदनुरूप, तदनुसार, तत्समान",సంబంధిత
शुद्‌धि-पत्र;भूल सुधार,కొరిగెండం
संपुष्‍टि करना,ధృవీకరించండి
संपुष्‍टि,ధృవీకరణ
"भ्रष्‍ट, भ्रष्‍ट करना",అవినీతి
भ्रष्‍टाचार,అవినీతి
भ्रष्‍ट आचरण,అవినీతి సాధన
विश्‍वनगर,కాస్మోపాలిటన్ సిటీ
लागत,ధర
लागत लेखाकार,ఖర్చు అకౌంటెంట్
लागत विश्‍लेषण,వ్యయ విశ్లేషణ
लागत सीमा,ఖర్చు పైకప్పు
"लागत की किफायत, लागत प्रभाविता",వ్యయ ప్రభావం
निर्वाह व्यय,జీవన వ్యయం
लागत अतिक्रमण,ఖర్చును అధిగమిస్తుంది
कुटीर उद्‌योग,కుటీర పరిశ్రమ
परिषद्,కౌన్సిల్
"मंत्री परिषद्, मंत्रिपरिषद्",మంత్రుల మండలి
राज्य सभा,కౌన్సిల్ ఆఫ్ స్టేట్స్
"काउंसेल, परामर्श देना, मंत्रणा देना",న్యాయవాది
"परामर्श, परामर्श सेवा, उपबोधन",కౌన్సెలింగ్
"काउंटर, पटल, प्रति, जवाबी, गणित्र",కౌంటర్
जवाबी कार्रवाई,కౌంటర్ చర్య
"प्रति-शपथपत्र, जवाबी हलफ़नामा",కౌంటర్ అఫిడవిట్
प्रत्यारोप,కౌంటర్ ఛార్జ్
प्रतिदावा,కౌంటర్ దావా
"जाली मुद्रा, जाली करेंसी",నకిలీ కరెన్సీ
"जालसाजी, कूटकरण",నకిలీ
"प्रतिपर्ण, अधपन्ना",కౌంటర్ ఫాయిల్
प्रतिप्रस्ताव,కౌంటర్ ఆఫర్
प्रतिहस्ताक्षर करना,కౌంటర్సైన్
"बलात् राजपरिवर्तन, तख्ता-पलट",తిరుగుబాటు
कूपन,కూపన్
"वार्ताहर, कूरियर",కొరియర్
कूरियर सेवा,కొరియర్ సేవ
"मार्ग, दिशा, क्रम, प्रक्रिया, पाठ्यक्रम",కోర్సు
पाठ़्यक्रम,అధ్యయనం యొక్క కోర్సులు
"अदालती मामला, न्यायालयी प्रकरण",కోర్టు కేసు
"सौजन्य, शिष्‍टाचार",మర్యాద
लघुवाद न्यायालय,చిన్న కారణాల న్యాయస్థానం
प्रसंविदा,ఒడంబడిక
"आवरण, लिफ़ाफ़ा, संरक्षण",కవర్
"व्याप्ति, संरक्षण, समावेशन, कवरेज",కవరేజ్
सहपत्र,కవరింగ్ లెటర్
"सहज्ञापन, सहमेमो",కవరింగ్ మెమో
सह टिप्पणी,గమనిక
द्रुत कार्यक्रम,క్రాష్ ప్రోగ్రామ్
नवोन्नत वर्ग,క్రీము పొర
"सर्जन, रचना, निर्माण",సృష్టి
सर्जनात्मक,సృజనాత్మక
"सर्जनशीलता, सर्जनात्मकता",సృజనాత్మకత
"शिशु सदन, बालवाड़ी",క్రీచ్
प्रत्ययपत्र समिति,క్రెడెన్షియల్స్ కమిట్
"विश्‍वसनीयता, साख",విశ్వసనీయత
"ऋण, उधार, साख, जमा",క్రెడిట్
"प्रशंसनीय, सराहनीय",విశ్వసనీయమైనది
जमा संज्ञापन,క్రెడిట్ సలహా
बचत और उधार समिति,క్రెడిట్ మరియు పొదుపు సమాజం
क्रेडिट कार्ड,క్రెడిట్ కార్డు
"उधार सुविधाएं, ऋण सुविधाएं",ఋణ వసతులు
जमा प्रविष्‍टि,క్రెడిట్ ఎంట్రీ
जमा पत्र,క్రెడిట్ గమనిక
"लेनदार, ऋणदाता",రుణదాత
दाह संस्कार,శ్మశానవాటిక
"श्‍मशान भूमि, शवदाहगृह",శ్మశానవాటిక గ్రౌండ్
कर्मीदल,సిబ్బంది
अपराध,నేరం
आपराधिक विश्‍वास भंग,నమ్మకంతో నేరస్థుడిని ఉల్లంఘించడం
"दंड न्यायालय, फ़ौजदारी अदालत",క్రిమినల్ కోర్ట్
"आपराधिक उपेक्षा, घोर उपेक्षा",నేర నిర్లక్ష్యం
"दंडनीय अपराध, दांडिक अपराध",క్రిమినల్ నేరం
दंड प्रक्रिया संहिता,క్రిమినల్ ప్రొసీజర్ కోడ్
संकट,సంక్షోభం
संकट प्रबंधन,సంక్షోభ నిర్వహణ
"मानदंड, कसौटी",ప్రమాణం
आलोचना,విమర్శ
"क्रॉस लगाना;काट देना, संकर",క్రాస్
संकर नस्ल,క్రాస్ బ్రీడ్
दुतरफ़ा पड़ताल,క్రాస్ చెకింగ్
"क्रॉस चैक, रेखित चैक",క్రాస్డ్ చెక్
प्रतिपरीक्षा;जिरह,క్రాస్ ఎగ్జామినేషన్
परस्पर संदर्भ,ఆధార సూచిక
पक्षांतर मतदान,క్రాస్ ఓటింగ్
निर्णायक तिथि,కీలకమైన తేదీ
"कच्चा;अपरिष्कृत, अशोधित, अशिष्‍ट",ముడి
आपराधिक मानव वध,అపరాధ నరహత్య
"अपराधी, दोषी, अभियुक्‍त",అపరాధి
"खेती, कृषि, संवर्धन",సాగు
सांस्कृतिक विनिमय कार्यक्रम,సాంస్కృతిక మార్పిడి కార్యక్రమం
संचयी,సంచిత
"मुद्रा, करेंसी",కరెన్సీ
मुद्रा विनिमय,ద్రవ్య మారకం
करेंसी नोट,కరెన్సీ గమనిక
"चालू, प्रचलित, वर्तमान",ప్రస్తుత
चालू खाता,వాడుక ఖాతా
वर्तमान कर्तव्यभार,ప్రస్తుత విధులు
"चालू सत्र, चालू अधिवेशन",ప్రస్తుత సెషన్
जीवनवृत्‍त,కరికులం విటే
कम करना,కర్లేట్
अभिरक्षक,సంరక్షకుడు
"अभिरक्षा, हिरासत",కస్టడీ
"रूढ़ि, प्रथा",ఆచారం
सीमा शुल्क,ఆచారం
"रूढिगत, प्रथागत",ఆచారం
प्रथागत प्रक्रिया,ఆచారం విధానం
सीमा शुल्क,కస్టమ్ డ్యూటీ
"ग्राहक, गाहक",కస్టమర్
ग्राहक हितैषी,కస్టమర్ ఫ్రెండ్లీ
सीमा-शुल्क जाँच,అనుకూల పరీక్ష
कम करना,కత్తిరించండి
कटौती-प्रस्ताव,కట్ మోషన్
विभेदक तिथि,తేదీని కత్తిరించండి
चक्र,చక్రం
दैनिक,రోజువారీ
दैनिक भत्‍ता,రోజువారీ భత్యం
"दैनिक डायरी, दैनिकी, दैनंदिनी, रोजनामचा",రోజువారీ డైరీ
दैनिक रजिस्टर,రోజువారీ రిజిస్టర్
दैनिक रिपोर्ट,రోజువారీ నివేదిక
"दैनिक कार्य, रोज़ का काम",దినచర్య
