Assamese,Hindi
ডাটা লাইব্ৰেৰী,"1.आँकड़ा संग्रह, 2. आँकड़ा लाइब्रेरी"
ডাটা লিংক স্তৰ,आँकड़ा कड़ी परत
ডাটা লিংক স্তৰ (DLL),आँकड़ा कड़ी परत (डी एल एल)
তথ্য ব্যৱস্থাপনা,"1.आँकड़ा प्रबंधन, 2.डाटा प्रबंधन"
ডাটা মেনিপুলেচন,"1.ऑकड़ा प्रकलन, 2.डाटा प्रकलन"
ডাটা মেনিপুলেচন ভাষা (DML),आँकड़ा प्रकलन भाषा (डी एम एल)
ডাটা মডেম,"आँकड़ा माडेम, डाटा माडेम"
তথ্য পৰিৱৰ্তন,"1.आँकड़ा आपरिवर्तन, 2. आँकड़ा आशोधन"
ডাটা নেটৱৰ্ক,"1.आँकड़ा जालक्रम, 2.डाटा नेटवर्क"
ডাটা অপাৰেচন,"1.आँकड़ा संक्रिया, 2.डाटा संक्रिया"
ডাটা সংস্থাপন,"1.आँकड़ा संगठन्अ,2. डाटा संगठन"
ডাটা আউটপুট,"1.आँकड़ा निर्गम, 2.डाटा निर्गम"
ডাটা পথ,"1.आँकड़ा पथ, 2. डाटा पथ"
তথ্য প্ৰস্তুত কৰা,"1.आँकड़ा तैयारी, 2. डाटा तैयारी"
ডাটা গোপনীয়তা,"1.आँकड़ा गोपनीयता, 2. डाटा गोपनीयता"
ডাটা প্ৰচেছৰ,"1.ऑकड़ा प्रक्रमक, 2. डाटा प्रक्रमक"
তথ্য সুৰক্ষা,"1.आँकड़ा रक्षण, 2. डाटा रक्षण"
ডাটা ৰেকৰ্ড,"1.आँकड़ा अभिलेख, 2. डाटा अभिलेख"
তথ্য উদ্ধাৰ কৰা,"1.आँकड़ा पुनः-प्राप्ति, 2. डाटा पुन:प्राप्ति"
ডাটা ৰুটিন,"1.आँकड़ा नेमिक, 2. आँकड़ा रुटीन"
ডাটা সুৰক্ষা,"1.आँकड़ा सुरक्षा, 2. डाटा सुरक्षा"
ডাটা ছেট,"1.आँकड़ा समुच्चय,2. डाटा समुच्चय"
ডাটা সংকেত,"1.आँकड़ा संकेत, 2.डाटा संकेत"
ডাটা ডুব যোৱা,"1.आँकड़ा अभिगम, 2. डाटा अभिगम"
তথ্যৰ উৎস,"1.आँकड़ा स्रोत, 2.डाटा स्रोत"
তথ্যৰ নিৰ্দিষ্টকৰণ,"1.आँकड़ा विनिर्देश,2. डाटा विनिर्देश"
ডাটা ষ্টেচন,"1.आँकड़ा केंद्र, 2. डाटा केंद्र"
ডাটা সংৰক্ষণ,"1.ऑकड़ा भंडारण, 2. डाटा भंडारण"
তথ্য সংৰক্ষণ গঠন,आँकड़ा भंडारण संरचना
তথ্যৰ গঠন,"1.ऑकड़ा संरचना, 2. डाटा संरचना"
ডাটা চুইচ,"1.आँकड़ा स्विच, 2. डाटा स्विच"
ডাটা টেবুল,"1.आँकड़ा सारणी, 2.डाटा सारणी"
ডাটা টাৰ্মিনেল,"1.आँकड़ा अंतक,2. डाटा अंतक"
ডাটা ট্ৰান্সক্ৰিপচন,"1.आँकड़ा अनुलेखन, 2. डाटा अनुलेखन"
ডাটা ট্ৰেন্সফাৰ,"1.आँकड़ा अंतरण,2. डाटा अंतरण"
ডাটা ট্ৰেন্সমিছন,"1.आँकड़ा संचरण, 2. डाटा संचरण"
ডাটা ট্ৰেন্সমিছন চেনেল,"1.आँकड़ा संचरण प्रणाली, 2. डाटा संचरण प्रणाली"
তথ্যৰ ধৰণ,"1.आँकड़ा प्रारुप, 2. डाटा प्रारुप"
ডাটা ইউনিট,"1.आँकड़ा एकक, 2. डाटा एकक"
তথ্য বৈধকৰণ,"1.आँकड़ा मान्यीकरण, 2. डाटा मान्यीकरण"
ডাটাবেছ,डाटाबेस
ডাটাবেছ প্ৰশাসন,डाटाबेस प्रशासन
ডাটাবেছ ডিজাইন,डाटाबेस अभिकल्प
ডাটাবেছ ব্যৱস্থাপনা ব্যৱস্থা,डाटाबेस प्रबंधन तंत्र
ডাটাগ্ৰাভ,"1.आँकड़ाग्रेव, 2. डाटाग्रेव"
ডাটাম,"1.डेटम, 2. ऑकड़ा"
ডেড জ&#39;ন,"1.अक्रिय क्षेत्र, 2.निष्क्रिय क्षेत्र"
ডেডলক,गतिरोध
ডেডলক প্ৰতিৰোধ,गतिरोध रोकथाम
ডিবাগ কৰক,दोष मार्जन
সিদ্ধান্ত বাকচ,"1.निर्णय कोष्ठ, 2. निर्णय पेटी"
সিদ্ধান্ত গ্ৰহণ প্ৰক্ৰিয়া,निर्णय निर्धारण प्रक्रम
সিদ্ধান্ত সমৰ্থন ব্যৱস্থা,निर्णय सहायक तंत्र
সিদ্ধান্ত গছ,निर्णय वृक्ष
ডিকোডাৰ,"1.कुटवाचक, 2. विकोडक"
পচন নীতি,विघटन सिद्धांत
ডিক্ৰিপচন,विकोडन
ডেডিকেটেড চেনেল,समर्पित प्रणाल
নিবেদিত বন্দৰ,समर्पित दवारक
প্ৰতিৰক্ষা ডাটা নেটৱৰ্ক (DDN),प्रतिरक्षण आँकडा नेटवर्क (डी डी एन)
প্ৰতিৰক্ষা তথ্য ব্যৱস্থা,प्रतिरक्षण सूचना प्रणाली
ডিফ্ৰেগমেণ্টেচন,एकीकरण
পলম কৰা,विलंब
বিলম্ব কাউণ্টাৰ,विलंब गणक
বিলম্বৰ সময়,विलंब काल
বিলোপ,"1.मिटाना, 2. हटाना"
ডিলিচন ৰেকৰ্ড,विलोपन अभिलेख
সীমা নিৰ্ধাৰণকাৰী,परिसीमक
ডেল্টা মডুলেচন,डेल्टा माँडुलन
ডিমাণ্ড পেজিং,माँग पृष्ठन
ডেমো,प्रदर्शन
ডিমডুলেচন,विमाडुलन
ডিমাল্টিপ্লেক্সাৰ,वि-बहुसंकेतक
ডিনৰ্মেলাইজেচন,असमान्यीकरण
ঘনত্ব,"1.घनत्व, 2. सधनता"
নিৰ্ভৰশীলতা,"1.आश्रिता, 2. निर्भरता"
নিৰ্ভৰশীল একক,आश्रित एकक
ডিকিউ,विपंक्ति
ডিৰেফাৰেন্সিং,"1.अपनिर्देशन, 2. अपसंदर्भन"
ব্যুৎপত্তি গছ,व्युत्पन्न वृक्ष
ব্যুৎপত্তি কৰা ক্ষেত্ৰ,व्युत्पन्न क्षेत्र
অৱনমিত সজাই পৰাই তোলা,अवरोही छंटाई
ডিজাইন,अभिकल्प
ডেস্ক কেলকুলেটৰ,डेस्क परिकलक
ডেস্ক টপ কম্পিউটাৰ,डेस्कटॉप कंप्यूटर
ডেস্কটপ উপস্থাপন,डेस्कटॉप प्रस्तुतिकरण
ডেস্কটপ প্ৰকাশন (DTP),डेस्कटॉप प्रकाशन
ডেস্কটপ ভিডিঅ&#39;,डेस्कटॉप वीडियो
গন্তব্যস্থানৰ ঠিকনা,गंतव्य पता
ধ্বংসকাৰী,"1.विनाशक,  2.अपध्वंशक"
ডিটাৰ্মিনিষ্ট্ৰিক অটোমেটসমূহ,निर्धारणात्मक ऑटोमेटा
ডেভেলপাৰ,विकासक
উন্নয়ন ব্যৱস্থা,विकास तन्त्र
ডিভাইচ,युक्ति
ডিভাইচ নিয়ন্ত্ৰণ একক,युक्ति नियंत्रण एकक
ডিভাইচ নিয়ন্ত্ৰক,युक्ति नियंत्रक
ডিভাইচ ব্যৱস্থাপনা,युक्ति प्रबंधन
ডিভাইচ ধৰণ,युक्ति विधा
নিদান,निदान
ডায়েগনষ্টিক চিষ্টেম,निदानी तंत्र
ডায়েগনষ্টিকছ,"1.निदान, 2. निदानिकी"
ডায়েগ্ৰাম,आरेख
ডায়েল কৰক,डायल
ডায়েল লাইন,डायल लाइन
ডায়েল টোন,डायल टोन
ডায়েল আপ কৰক,डायल अप
সংলাপ,"1.संवाद, 2. वार्तालाप"
সংলাপ বাকচ,वार्तालाप कोष्ठ
ডায়েলআপ মডেম,डायलअप मॉडम
ব্যাস,विमा
অভিধান,शब्दकोश
পাৰ্থক্য,"1. अवकलन ,2. विभेदन"
ডিজিটেল,अंकीय
ডিজিটেল চেনেল,अंकीय प्रणाल
ডিজিটেল বৰ্তনী,अंकीय परिपथ
ডিজিটেল কম্পিউটাৰ,अंकीय कंप्यूटर
ডিজিটেল ডাটা,"1.अंकीय आँकड़ा, 2.अंकीय डाटा"
ডিজিটেল সুবিধা,अंकीय सुविधा
ডিজিটেল ফিল্টাৰ,अंकीय फिल्टर
ডিজিটেল লাইব্ৰেৰী,अंकीय लाइब्रेरी
ডিজিটেল মডুলেচন,अंकीय माडुलन
ডিজিটেল মনিটৰ,"1.अंकीय प्रदर्श, 2. डिजीटल मॉनीटर"
ডিজিটেল ছবি,अंकीय चित्र
ডিজিটেল স্বাক্ষৰ,"1.अंकीय हस्ताक्षर, 2. अंकीय चिन्हक"
ডিজিটেল চুইচ,अंकीय स्विच
ডিজিটেলৰ পৰা এনালগলৈ (D/A) ৰূপান্তৰক,अंकीय अनुरूप रूपांतरक
ডিজিটাইজেচন,अंकरूपण
ডিজিটেলাইজ কৰক,अंकीकरण
ডিজিটাইজাৰ,अंकरूपक
ডাইঅ&#39;ড,डायोड
পোনপটীয়া,प्रत्यक्ष
প্ৰত্যক্ষ ঠিকনা,प्रत्यक्ष पता
প্ৰত্যক্ষ ৰূপান্তৰ,प्रत्यक्ष रुपांतरण
প্ৰত্যক্ষ সংযোজন,प्रत्यक्ष युग्मन
প্ৰত্যক্ষ মেমৰি অভিগম (DMA),"1.प्रत्यक्ष स्मृति अभिगम, 2. प्रत्यक्ष मैमोरी अभिगम (डी एम ए)"
প্ৰত্যক্ষ স্মৃতিশক্তি প্ৰৱেশ (DMA),प्रत्यक्ष स्मृति अभिगम (डी एम ए)
প্ৰত্যক্ষ পদ্ধতি,प्रत्यक्ष विधि
নিৰ্দেশনা,निदेश
ডাইৰেকটৰী,निर्देशिका
ডাইৰেকটৰি চাৰ্ভাৰ,"1.निर्देशिका परिसेवक, 2. निर्देशिका सर्वर"
ডাইৰেকটৰি সেৱা,निर्देशिका सेवा
অক্ষম,असमर्थ
সংকেত নিষ্ক্ৰিয় কৰা,असमर्थकारी संकेत
সংযোগ বিচ্ছিন্ন কৰক,"1.असंबंधन, 2. विसंबंधन"
বিচ্ছিন্ন,"1.असतत , 2. विविक्त"
ডিস্ক,"1.चक्रिका, 2. डिस्क"
ডিষ্কৰ ঠিকনা,"1.चक्रिका पता, 2. डिस्क पता"
ডিষ্ক এৰে,"1.चक्रिका सरणी, 2. डिस्क सरणी"
ডিষ্কৰ ক্ষমতা,"1.चक्रिका क्षमता, 2. डिस्क क्षमता"
ডিষ্ক ড্ৰাইভ,"1.चक्रिका चालक, 2.डिस्क ड्रािव"
ডিষ্ক নথিপত্ৰ,चक्रिका संचिका
ডিষ্ক মেমৰি,"1.चक्रिका स्मृति, 2. चक्रिका मेमोरी, 3.डिस्क स्मृति,4. डिस्क मेमोरी"
ডিষ্ক কাৰ্য্যকৰপ্ৰণালী (DOS),चक्रिका परिचालन तंत्र (डी ओ एस)
ডিষ্ক পেক,चक्रिका संकुल
ডিষ্ক চাৰ্ভাৰ,"1.चक्रिका परिसेवक, 2. डिस्क सर्वर"
ডিষ্ক সংৰক্ষণ,"1.चक्रिका भंडारण, 2. डिस्क भंडारण"
ডিস্কেট,डिस्केट
ফাইল প্ৰদৰ্শন কৰক,प्रदर्श संचिका
ছবি প্ৰদৰ্শন কৰক,प्रदर्श प्रतिबिंब
নিষ্পত্তি,निपटान
দূৰত্ব,दूरी
দূৰত্বৰ ফলন,दूरी फलन
বিকৃতি,विरूपण
বিতৰণ কৰা হৈছে,वितरित
বিতৰণ কৰা তথ্য,वितरित आँकड़ा
বিতৰণ কৰা চাৰ্ভাৰ,वितरित परिसेवक
বিতৰণ কৰা ব্যৱস্থা,"1.वितरित प्रणाली, 2. वितरित तंत्र"
বিতৰণমূলক,वितरक
নথিপত্ৰ,प्रलेख
নথিপত্ৰ উদ্ধাৰ কৰা হৈছে,प्रलेख प्रत्यानयित
নথিপত্ৰ উইন্ডো,"1.प्रलेख खिडक़ी, 2. प्रलेख विंडो"
নথিপত্ৰ,प्रलेखन
ডমেইন,"डोमेन, प्रक्षेत्र"
ডমেইনৰ নাম,डोमेन नाम
ডট মেট্ৰিক্স প্ৰিন্টাৰ,"1.डॉट मैट्रिक्स मुद्रक, 2. डॉट मैट्रिक्स प्रिंटर"
তললৈ,"अध:, नीचे"
ডাউন লিংক,"1.अवलिंक , 2.अवकड़ी"
ডাউন লোডিং,अधोभारण
ডাউন টাইম,अधोभारण काल
ড্ৰেগিং কৰা,कर्षण
DRAM (ডাইনামিক ৰেম),डीरैम (गतिक रैम)
ড্ৰিফ্ট,अपवाह
ড্ৰাইভাৰ,चालक
টোপাল,पात
ড্ৰপ ডাউন তালিকা বাকচ,निपात सूची बॉक्स
ড্ৰাম ড্ৰাইভ,ड्रम ड्रािव
ড্ৰাম প্ৰিন্টাৰ,"1.ड्रम मुद्रक, 2. ड्रम प्रिंटर"
ড্ৰাম ইউনিট,"1.इम एकक, 2. ड्रम इकाई"
দ্বৈত,"1.द्वैत,2. द्वि"
দ্বৈত ঘনত্ব,द्वैत घनत्व
ডামি ঠিকনা,"1.मूक पता, 2. छद्म पता"
ভাণ্ডাৰ,सन्निक्षेप
ডুপ্লেক্স বৰ্তনী,दवैध परिपथ
ডুপ্লেক্সিং,दवैधीकरण
ডুপ্লিকেট কৰক,केय्प्रतिकुंजी
ডিভিডি R/W,"1.डी वी डी आर./डब्ल्यू ,2. डी वी डी पठन, 3.लेखन"
DVD ROM,डी वी डी रॉम
গতিশীল নিৰ্দেশনা,गतिक अनुदेश
গতিশীল স্মৃতিশক্তি,"1.गतिक स्मृति, 2.गतिक मेमोरी"
গতিশীলতা,"1.गति विज्ञान, 2. गतिकी"
ইবিচিডিআইচি,ई बी सी डी आई सी
ই-ব্যৱসায়,ई व्यवसाय
প্ৰতিধ্বনি,प्रतिध्वनि
ই-কমাৰ্চ,"1.ई-कॉमर्स, 2.ई-वाणिज्य"
সম্পাদনা কৰক,संपादन
সম্পাদক,संपादक
শৈক্ষিক প্ৰযুক্তি,शैक्षिक प्रौद्योगिकी
ইইপি ৰম,ई ई पी रॉम
ফলপ্ৰসূ ঠিকনা (ভাসমান ঠিকনা),"1.सार्थक पता , 2.प्रभावी पता"
ফলপ্ৰসূ অপাৰেণ্ড ঠিকনা,सार्थक संकार्य पता
ফলপ্ৰসূ পদ্ধতি,प्रभावी क्रिया
ফলপ্ৰসূ UID (ব্যৱহাৰকাৰী চিনাক্তকৰণ),प्रभावी यू.आई.डी.
ফলপ্ৰসূ সংক্ৰমণ অপাৰেণ্ড,प्रभावी संचरण संकार्य
আঠ-বিট বাইট,अष्टबिट बािट
ই-লাৰ্নিং,"इलेक्ट्रॉनिक अधिगम, ई अधिगम"
নিৰ্বাচন-algirthm,चुनाव एल्गोरिथम
বৈদ্যুতিক মেইলিং (ই-মেইল),इलेक्ट्रोनिक डाकसेवा (ई. मेल)
বৈদ্যুতিক প্ৰিন্টাৰ,"1.इलेक्ट्रोनिक मुद्रण, 2.इलेक्ट्रोनिक प्रिटर"
বৈদ্যুতিক একাউণ্টিং মেচিন,विद्युत लेखा मशीन
ইলেক্ট্ৰনিক,इलेक्ट्रोनिकी
ইলেক্ট্ৰনিক ক্লিয়াৰেন্স চিষ্টেম (ECS),इलैक्ट्रॉनिक निकास प्रणाली (ई.सी.एस.)
ইলেক্ট্ৰনিক ডাটা বিনিময় (EDI),इलेक्ट्रॉनिक आँकड़ा विनिमय (इ.डी.आई.)
ইলেক্ট্ৰনিক ডাটা প্ৰচেছিং,इलेक्ट्रोनिक आंकड़ा संसाधन
ইলেক্ট্ৰনিক ফাইলিং,इलेक्ट्रॉनिक विवरणिक
ইলেক্ট্ৰনিক ধন হস্তান্তৰ ব্যৱস্থা (EFTS),इलेक्ट्रोनिक निधि अंतरण तंत्र (ई.एफ.टी.एस)
ইলেক্ট্ৰনিক জাৰ্নেল,"1.इलेक्ट्रॉनिक जर्नल, 2.इलेक्ट्रानिक पत्रिका"
ইলেক্ট্ৰনিক প্ৰকাশন,इलेक्ट्रॉनिक प्रकाशन
ইলেক্ট্ৰনিক চুইচ,इलेक्ट्रॉनिक स्विच
উপাদান,"तत्व, अवयव"
ই-মেইল,ई-मेल
ই-মেইল ঠিকনা,"1.ई-मेल पता, 2. इलेक्ट्रॉनिक डाक पता"
এম্বেডেড চিস্টেম,अंत:स्थापित तंत्र
এম্বেডিং,अंत:स्थापन
এমিটাৰ কাপল লজিক (ECL),उत्सर्जक युग्मित तर्क (ई.सी.एल.)
খালী ষ্টেক,रिक्त चिति
খালী ষ্ট্ৰিং,"1.रिक्त श्रृंखला, 2. रिक्त माला"
অনুকৰণ,यंत्रानुकरण
এনকেপচুলেচন,"1.केप्सूलीकरण, 2. केप्सूलन"
encipher,कूटलेखक
এনকোড কৰক,कूटलेखन
এনকোডাৰ,"1.कूटलेखक, 2. कोडक"
এনক্ৰেপ্ট কৰা তথ্য,गूढ आंकडा
নথিপত্ৰপ্ৰণালীক এনক্ৰিপ্ট কৰা,गूढ फािल सिस्टम
এনক্ৰিপচন,"1.गोपन, 2. कोडन, 3. कूटलेखन"
ব্লকৰ শেষ,खंडक अंत
ফাইলৰ শেষ (EOF),संचिका-अन्त
শেষ ব্যৱহাৰকাৰী,प्रयोक्ता
প্ৰৱেশ কৰা,प्रवेश
এণ্টাৰ-কি,प्रवेश कुंजी
এণ্টাৰপ্ৰাইজ চাৰ্ভাৰ,"1.उद्यम सरवर, 2. उद्यम सेवक"
উদ্যোগ ব্যৱস্থা,उद्यम तंत्र
সত্তা,सत्ता
সত্তা-সম্পৰ্ক,सत्ता संबंधता
প্ৰৱেশৰ সময়,प्रवेश काल
প্ৰৱেশ চলক,प्रविष्ट चर
গণনাযোগ্য,गणनीय
পৰিৱেশ,परिवेश
যুগ,"1.ईपोच,2. युग,3. निर्देश क्षण"
EPROM,ईप्राम (वित्तोरण प्रोग्राम्य पठन मात्र स्मृति)
এপ্সিলন বন্ধ কৰা,एपसिलॉन संवरक
ইকুৱেলাইজাৰ,तुल्यकारक
সঁজুলি,उपस्कर
সমতুল্যতা শ্ৰেণী,तुल्यता वर्ग
সমতুল্যতা সম্পৰ্ক,तुल्य संबंध
মচি পেলাওক,"1.विलोपन, 2.मिटान"
ক&#39;ড সংশোধন কৰাত ত্ৰুটি,त्रुटि संशोधन कूट
ভুল সংশোধন,त्रुटि संशोधन
ভুল ধৰা পেলোৱা,त्रुटि संसूचन
ভুল নিয়ন্ত্ৰণ,त्रुटि प्रहस्तन
ভুল বাৰ্তা,त्रुटि संदेश
ভুলৰ হাৰ,त्रुटि दर
ত্ৰুটি পুনৰুদ্ধাৰ,त्रुटि पुनर्डद्धार
ভুল ৰুটিন,त्रुटि नेमक
পলায়ন চৰিত্ৰ,पलायन संप्रतीक
ইথাৰনেট,ईथरनेट
কাৰ্যক্ৰম,घटना
ইভেন্ট শৃংখল,घटना श्रृंखला
ইভেন্ট নিয়ন্ত্ৰণ,घटना नियंत्रण
ইভেন্ট কাউণ্টাৰ,घटना गणक
ব্যতিক্ৰম নিয়ন্ত্ৰণ,अपवाद प्रहस्तन
বিনিময়যোগ্য ডিষ্ক সংৰক্ষণ,विनिमय डिस्क भंडारण
বৰ্জন,अपवर्जन
একচেটিয়া বা (XOR),अनन्य और (एक्स ऑर)
এক্সিকিউটেবল প্ৰগ্ৰেম,निष्पाद्य क्रमादेश
কাৰ্য্যবাহী বিবৃতি,निष्पादन कथन
বিস্তৃত অনুসন্ধান,चयनिक खोज
উপলব্ধ,विदयमान
প্ৰস্থান,निर्गम
বিশেষজ্ঞ ব্যৱস্থা,विशेषज्ञ तंत्र
অভিব্যক্তি,"1. अभिव्यक्ति ,2. व्यंजक"
সম্প্ৰসাৰিত গ্ৰাফিক এৰে (XGA),विस्तारित आलेखीय आव्यूह (एक्स जी ए)
বৰ্ধিত উদ্যোগ মানদণ্ড (EIS),विस्तारित औदयोगिक मानक (इ.आई.एस.)
বৰ্ধিত মেচিন,अतिदेशित मशीन
বৰ্ধিত স্মৃতিশক্তি,विस्तारित स्मृति
বৰ্ধিত নিখুঁততা,"1.विस्तारित परिशुद्धता, 2.विस्तारित यर्थाथता"
বৰ্ধিত সজাই পৰাই তোলা,"1.विस्तारित छंटाी, 2. विस्तारित पृथक्करण"
বাহ্যিক কল,वाह्य आह्वान
বাহ্যিক ভুল,वाह्य त्रुटि
বাহ্যিক কাৰ্য্য,वाह्य फलन
বাহ্যিক বাধা,वाह्य अंतरायन
বাহ্যিক স্মৃতিশক্তি,"1.वाह्य स्मृति, 2. वाह्य मेमोरी"
বাহ্যিক স্মৃতিশক্তি,वाह्य स्मृति
বাহ্যিক মডেম,वाह्य मॉडेम
বাহ্যিক উল্লেখ,वाह्य संदर्भ
বাহ্যিক অনুসন্ধান,वाह्य खोज
বাহ্যিক সংৰক্ষণ ডিভাইচ,वाह्य भंडारण युक्ति
নিষ্কাশন,निष्कर्षण
বহিঃপ্ৰক্ষেপণ,बहिर्वेशन
মুখ-আখৰ প্ৰিন্টাৰ,फलक संप्रतीक मुद्रक
বিফল-নিৰাপদ কাৰ্য্য,विफल-सुरक्षा संक्रिया
বিফলতাৰ হাৰ,विफलता दर
বিফলতা পুনৰুদ্ধাৰ,विफलता मुक्ति
মিছা ক&#39;ড,मिथ्या कूट
মিছা ভুল,मिथ्या त्रुटि
ফেন-ইন,"1.निवेशाँक, 2. निवेश-अंक"
ফেন-আউট,"1.निर्गताँक, 2. निर्गत-अंक"
fascimile I/O ডিভাইচ,"1.प्रतिकृति आई/ ओ युक्ति ,2. प्रतिकृति निवेश युक्ति/निर्गम"
দ্ৰুত ফোৰিয়াৰ ৰূপান্তৰ (FFT),द्रुत फौरिएर अन्तरण
মাৰাত্মক ভুল,घातक त्रुटि
ত্ৰুটি ধৰা পেলোৱা,दोष संसूचन
দোষ নিদান,दोष निदान
দোষ সহনশীলতা,दोष सहिष्णुता
ফেক্স,फैक्स
ফেক্স বাৰ্তা,फैक्स संदेश
এফ ডি চি,एफ डी सी
বৈশিষ্ট্য ধৰা পেলোৱা,लक्षण संसूचन
ফিড চক্ৰ,भरण चक्र
মতামত,पुनर्निवेश
ফিডাৰ,"1.प्रदायक,2.पोषक, 3.फीडर"
লৈ অনা,आनयन
fibonacci অনুসন্ধান,फिबोनेकी खोज
fibonacci ক্ৰম,फिबोनेकी अनुक्रम
fibonacci শৃংখলা,फिबोनेकी श्रेणी
ফাইবাৰ অপটিক্স,तंतु प्रकाशिकी
ফিডো নেট,फिडो जाल
ক্ষেত্ৰ,क्षेत्र
পঞ্চম প্ৰজন্মৰ কম্পিউটাৰ,पंचम पीढ़ी कम्प्यूटर
ফাইল,"1.संचिका,2. फािल"
ফাইল অভিগম পদ্ধতি,संचिका अभिगम विधि
ফাইল আবণ্টন টেবুল,संचिका नियतन सारणी
ফাইল সংকোচন,संचिका संपीडन
ফাইল কপি কৰা,संचिका प्रतिलिपिकरण
ফাইল বিন্যাস,संचिका विन्यास
ফাইল মাৰ্জ কৰক,संचिका विलय
ফাইল পুনৰুদ্ধাৰ,संचिका पुन:प्राप्ति
নথিপত্ৰ সংৰক্ষণ,संचिका भंडारण
নথিপত্ৰ গঠন,संचिका संरचना
নথিপত্ৰপ্ৰণালী,संचिका तंत्र
ফাইল স্থানান্তৰ,संचिका अंतरण
নথিপত্ৰ স্থানান্তৰ প্ৰটোকল (FTP),फाील अंतरण प्रोटोकॉल (एफ टी पी)
ফিল্টাৰ,फिल्टर
চূড়ান্ত অৱস্থা,अंतिम स्थिति
সন্ধান কৰা,खोज
সসীম অৱস্থাৰ যন্ত্ৰ,परिमित अवस्था यंत्र
জুইৰ দেৱাল,फायर वॉल
ফাৰ্মৱেৰ,फर्मवेयर
প্ৰথমে আহক প্ৰথমে পৰিবেশন কৰক,पहले आो पहले पाो
প্ৰথম প্ৰজন্মৰ কম্পিউটাৰ,प्रथम पीढ़ी कंप्यूटर
প্ৰথম ইন প্ৰথম আউট (FIFO),प्रथम निवेश प्रथम निर्गम (फीफो )
প্ৰথম ক্ৰমৰ যুক্তি,प्रथम कोटि तर्क
প্ৰথম ক্ৰমৰ তত্ত্ব,प्रथम कोटि सिद्धांत
স্থিৰ বিভাজন,नियत विभाजन
পতাকা,चिन्ह
নমনীয় ডিষ্ক,नम्य डिस्क
ফ্লপি ডিস্ক,फ्लॉपी डिस्क
ফ্লপি ডিষ্ক ড্ৰাইভ (Fdd),फ्लापी डिस्क चालन (एफ डी डी)
ফ্ল&#39; চাৰ্ট,प्रवाह संचित्र
নিয়ন্ত্ৰণৰ প্ৰবাহ,नियंत्रण प्रवाह
ফ্লাছ,प्रधावन
ফোল্ডাৰ,फोल्डर
ফন্ট,फाँट
ফন্ট পৰিয়াল,फाँट परिवार
বিদেশী চাবি,वाह्य कुंजी
প্ৰপত্ৰ,रूप
আনুষ্ঠানিক ভাষা,प्रतीकात्मक भाषा
আনুষ্ঠানিক ব্যৱস্থা,प्रतीकात्मक विधि
ফৰ্মেট,"1.फॉरमैट, 2.आरूप"
ফৰ্মেটিং,आरूपण
fortran,फोरट्रॉन
fortra প্ৰগ্ৰেমিং,"1.फोरट्रॉन (एक कंप्यूटर भाषा) प्रोग्राम, 2.फोरट्रान क्रमादेशन"
ফৰৱাৰ্ড স্লেছ,अग्रतिर्यक स्लैश
চতুৰ্থ প্ৰজন্মৰ কম্পিউটাৰ,चतुर्थ पीढ़ी कंप्यूटर
খণ্ড,खंड
ফ্ৰেম,फ्रेम
মুক্ত নেট,"1.मुक्त नेट, 2.मुक्त जाल"
মুক্ত চফ্টৱেৰ ভেটি,मुक्त सॉफ्टवेयर न्यास
বিনামূলীয়া সংৰক্ষণ,मुक्त भंडारण
ফ্ৰীৱেৰ,फ्रीवेयर
আগশাৰীৰ,अग्रांत
ফ্ৰন্ট পেনেল,"1.अग्र पट्टिका, 2.अग्र पैनल"
অনুষ্ঠান,"1.प्रकार्य,2. फलन"
ফাংচন কি&#39;,प्रकार्य कुंजी
ফাংচন ৰেফাৰেন্স,प्रकार्य संदर्भ
কাৰ্য্যকৰী নিৰ্ভৰশীলতা,प्रकार्यात्मक निर्भरता
কাৰ্য্যকৰী পৰীক্ষণ,प्रकार्य परीक्षण
অস্পষ্ট যুক্তি,"1.अस्पष्ट तर्क, 2.फज्जी लॉजिक"
অস্পষ্ট ছেট,"1.अस्पष्ट समुच्चय, 2.फज्जी सेट"
লাভ কৰা,लब्धि
খেলা গছ,खेल तरू
ফাঁক চৰিত্ৰ,अंतराल संप्रतीक
আৱৰ্জনা,कचरा
জাবৰ সংগ্ৰহ,कचरा संग्रहण
জাবৰ সংগ্ৰহ,कचरा संग्रहण
জাবৰত জাবৰ বাহিৰলৈ ওলাই যোৱা (GIGO),कचरा अंदर कचरा बाहर (गीगो)
গেট,द्वार
গেটৱে,दवार पथ (नेटवर्क के संदर्भ में)
সাধাৰণ কাৰ্যসূচী,व्यापक क्रमादेश
সাধাৰণ কাৰ্যসূচী,व्यापक क्रमादेश
সাধাৰণ উদ্দেশ্যৰ কম্পিউটাৰ,व्यापक उद्देश्य कंप्यूटर
সাধাৰণ উদ্দেশ্যৰ কম্পিউটাৰ,व्यापकीकृत उद्देश्य कंप्यूटर
সাধাৰণ পঞ্জীয়ন,सामान्य पंजी
সাধাৰণীকৰণ,व्यापकीकरण
সাধাৰণীকৰণ,व्यापकीकरण
সাধাৰণ উদ্দেশ্যৰ ভাষা,व्यापक उद्देशीय भाषा
সাধাৰণ উদ্দেশ্যৰ অপাৰেটিং sysem,व्यापक उद्देश्य संक्रिया प्रणाली
