Marathi,Assamese
क्रॉस सेक्शनिंग,ক্ৰছ ছেকচনিং
क्रिप्ट,crypt
घन,ঘনক
घन संख्या,ঘনক সংখ্যা
घनमूळ,ঘনক মূল
घन,ঘন
घन,ঘনকীয়
घन समीकरण,ঘন সমীকৰণ
घन इंच,ঘন ইঞ্চি
क्यूबिक मीटर,ঘন মিটাৰ
घन पॅराबोला,ঘন প্যাৰাবোলা
घनमूळ,ঘনমূল
क्यूबिक टर्म,ঘন পদ
घनदाट,ঘনকীয়
संचयी,ক্ৰমবৰ্ধমান
संचयी वक्र,ক্ৰমবৰ্ধমান বক্ৰ
संचयी वितरण कार्य,ক্ৰমবৰ্ধমান বিতৰণ ফলন
संचयी वारंवारता,ক্ৰমবৰ্ধমান কম্পাঙ্ক
संचयी वारंवारता कार्य,ক্ৰমবৰ্ধমান কম্পাঙ্ক ফলন
संचयी वारंवारता आलेख,ক্ৰমবৰ্ধমান কম্পাঙ্ক গ্ৰাফ
संचयी संभाव्यता कार्य,ক্ৰমবৰ্ধমান সম্ভাৱনা ফলন
कर्ल,curl
एकरूपता च्या कर्ल,কাৰ্ল অৱ দ্য কংগ্ৰুৱেন্স
वेक्टरचा कर्ल,ভেক্টৰৰ কাৰ্ল
कुरळे कंस,কোঁচা বন্ধনী
वर्तमान,সোঁত
वर्तमान बिंदू,বৰ্তমান বিন্দু
वक्रता,বক্ৰতা
वक्रता प्रभाव,বক্ৰতা প্ৰভাৱ
वक्र,বক্ৰ
वक्र रेषा,বক্ৰ ৰেখা
वक्र ट्रेसिंग,বক্ৰ ট্ৰেচিং
curvilinear asymptote,বক্ৰৰেখাৰ এছিম্পটট
वक्र निर्देशांक,বক্ৰৰেখা স্থানাংক
वक्र प्रतिगमन,বক্ৰৰেখাৰ ৰিগ্ৰেছন
कुसप,cusp
सायकल,চক্ৰ
चक्रीय भिन्नता,চক্ৰীয় তাৰতম্য
चक्रीय क्रॉस उत्पादन,চক্ৰীয় ক্ৰছ উৎপাদন
चक्रीय मागणी,চক্ৰীয় চাহিদা
चक्रीय अभिव्यक्ती,চক্ৰীয় প্ৰকাশ
चक्रीय गट,চক্ৰীয় গোট
चक्रीय क्रमपरिवर्तन,চক্ৰীয় ক্ৰমবিন্যাস
सायक्लोइड,চাইক্ল&#39;ইড
सिलेंडर,চিলিণ্ডাৰ
दंडगोलाकार,নলাকাৰ
दंडगोलाकार पृष्ठभाग,নলাকাৰ পৃষ্ঠ
सायफर,চাইফাৰ
D&#39;alembert च्या तत्त्व,D&#39;alembert ৰ নীতি
ओलसर हार्मोनिक फंक्शन,ডেম্পড হাৰমনিক ফাংচন
ओलसर सतत,ডেম্পিং ধ্ৰুৱক
डेटा,তথ্য
डेटा उत्पत्ती,তথ্যৰ উৎপত্তি
डेटा प्रोसेसिंग सिस्टम,তথ্য প্ৰক্ৰিয়াকৰণ ব্যৱস্থা
डेटा प्रोसेसर,ডাটা প্ৰচেছৰ
माहिती पत्रक,ডাটা শ্বীট
दशभुज,decagon
डेकग्राम,ডেকাগ্ৰাম
decameter,ডেকামিটাৰ
क्षय स्थिर,ক্ষয় ধ্ৰুৱক
क्षय वक्र,ক্ষয় বক্ৰ
सभ्य कार्य,ডিচেন্ট ফাংচন
डेसिग्राम,ডেচিগ্ৰাম
decile,ডেচিল
दशांश,দশমিক
दशांश कोड,দশমিক ক&#39;ড
दशांश कोड केलेला अंक,দশমিক ক&#39;ডযুক্ত অংক
दशांश विस्तार,দশমিক প্ৰসাৰণ
दशांश अपूर्णांक,দশমিক ভগ্নাংশ
दशांश अंकन,দশমিক সংকেত
दशांश क्रमांक प्रणाली,দশমিক সংখ্যাকৰণ ব্যৱস্থা
दशांश चिन्ह,দশমিক বিন্দু
दशांश स्केल,দশমিক স্কেল
दशांश प्रणाली,দশমিক ব্যৱস্থা
डेसिमीटर,ডেচিমিটাৰ
उलगडणे,ডিচিফাৰ কৰা
निर्णय मॉडेल,সিদ্ধান্তৰ আৰ্হি
निर्णय सिद्धांत,সিদ্ধান্ত তত্ত্ব
निर्णय व्हेरिएबल,সিদ্ধান্ত চলক
डिकोडर,ডিকোডাৰ
डीकोडिंग,ডিকোডিং
विघटनशील संच,পচনযোগ্য ছেট
कमी होत आहे,হ্ৰাস পাইছে
कमी होणारे कार्य,হ্ৰাস পোৱা কাৰ্য্য
Dedekind च्या कट,ডেডেকিণ্ডৰ কাট
डेडेकिंडचे प्रमेय,ডেডেকাইণ্ডৰ উপপাদ্য
तर्क,deduce
वजावटी पद्धत,ডিডক্টিভ পদ্ধতি
सदोष,ত্ৰুটিপূৰ্ণ
परिभाषित समीकरण,সমীকৰণ সংজ্ঞায়িত কৰা
निश्चित अविभाज्य,নিৰ্দিষ্ট অখণ্ড
निश्चित मॅट्रिक्स,নিৰ্দিষ্ট মেট্ৰিক্স
व्याख्या,সংজ্ঞা
विकृत वक्र,বিকৃতি বক্ৰ
विकृत पृष्ठभाग,বিকৃত পৃষ্ঠ
अध:पतन,অৱক্ষয়
वाहतूक समस्यांमध्ये अधोगती,ট্ৰেন্সপ&#39;ৰেচন সমস্যাত অৱক্ষয়
पदवी,ডিগ্ৰী
विभेदक समीकरणाची डिग्री,অৱভেদ্য সমীকৰণৰ ডিগ্ৰী
स्वातंत्र्याची डिग्री,স্বাধীনতাৰ মাত্ৰা
बहुपदीची पदवी,বহুপদৰ ডিগ্ৰী
हटवलेले अतिपरिचित क्षेत्र,মচি পেলোৱা চুবুৰী
डेल्टा फंक्शन,ডেল্টা ফাংচন
मागणी आणि उपयुक्तता वक्र,চাহিদা আৰু উপযোগিতা বক্ৰ
मागणी समीकरण,চাহিদা সমীকৰণ
मागणी कार्य,চাহিদা কাৰ্য্য
लोकसंख्याशास्त्रीय अभ्यास,জনগাঁথনিগত অধ্যয়ন
लोकसंख्या,ডেম&#39;গ্ৰাফী
डी मोइव्रेचे प्रमेय,ডি মইভ্ৰেৰ উপপাদ্য
प्रात्यक्षिक,প্ৰদৰ্শন
प्रात्यक्षिक,প্ৰদৰ্শন
प्रात्यक्षिक भूमिती,প্ৰদৰ্শনমূলক জ্যামিতি
भाजक,হৰ
दाट संच,ঘন গোট
घनता,ঘনত্ব
संख्यात्मक संच,denumerable set
निर्गमन चल,প্ৰস্থানকাৰী চলকসমূহ
अवलंबून घटना,নিৰ্ভৰশীল ইভেন্ট
अवलंबित यादृच्छिक चल,নিৰ্ভৰশীল যাদৃচ্ছিক চলক
अवलंबून व्हेरिएबल,নিৰ্ভৰশীল চলক
अवलंबून भिन्नता,নিৰ্ভৰশীল ভিন্নতা
उदासीनता कोन,ডিপ্ৰেছন এংগেল
व्युत्पत्ती,ব্যুৎপত্তি
व्युत्पन्न,ডেৰাইভেটিভ
व्युत्पन्न मालिका,ব্যুৎপন্ন শৃংখলা
व्युत्पन्न संच,ব্যুৎপত্তি কৰা গোট
उतरत्या,অৱতৰণ কৰা
उतरत्या क्रमाने,অৱনমিত ক্ৰম
उतरत्या मालिका,অৱনমিত শৃংখলা
वर्णनात्मक भूमिती,বৰ্ণনাত্মক জ্যামিতি
वर्णनात्मक मॉडेल,বৰ্ণনাত্মক আৰ্হি
वर्णनात्मक आकडेवारी,বৰ্ণনাত্মক পৰিসংখ্যা
डिझाइन,ডিজাইন
प्रयोगाची रचना,পৰীক্ষাৰ ডিজাইন
डेस्क कॅल्क्युलेटर,ডেস্ক কেলকুলেটৰ
शोध,ধৰা পেলোৱা
निर्धारक,নিৰ্ণায়ক
निर्धारक रँक,নিৰ্ণায়ক ৰেংক
ठरवणे,নিৰ্দ্ধাৰণ কৰা
निर्धारक मॉडेल,নিৰ্ধাৰিত আৰ্হি
निर्धारक समस्या,নিৰ্ধাৰিত সমস্যা
विचलन,বিচ্যুতি
विचलन गुणांक,বিচ্যুতি সহগ
डायडिक प्रणाली,ডায়েডিক ব্যৱস্থা
कर्ण,তিৰ্যক
मॅट्रिक्सचे विकर्णीकरण,এটা মেট্ৰিক্সৰ তিৰ্যকীকৰণ
कर्ण मॅट्रिक्स,তিৰ্যক মেট্ৰিক্স
कर्ण समानता,তিৰ্যক সাদৃশ্য
आकृती,ডায়েগ্ৰাম
रेखाचित्र पद्धत,ডায়েগ্ৰামমেটিক পদ্ধতি
रेखाचित्रात्मक सादरीकरण,ডায়াগ্ৰামমেটিক উপস্থাপন
व्यास,ব্যাস
संचाचा व्यास,এটা গোটৰ ব্যাস
diametrically विरुद्ध,ডায়েমেট্ৰিকভাৱে বিপৰীত
फासे फेकणे,পাশা নিক্ষেপ
द्विभाजक वर्गीकरण,দ্বৈত শ্ৰেণীবিভাজন
द्विविभाजन,দ্বৈতবিভাজন
शब्दकोश क्रम,অভিধানৰ ক্ৰম
फरक कॅल्क्युलस,পাৰ্থক্য কেলকুলাছ
फरक समीकरण,পাৰ্থক্য সমীকৰণ
फरक सूत्र,পাৰ্থক্য সূত্ৰ
फरक पद्धत,পাৰ্থক্য পদ্ধতি
संचांचा फरक,গোটৰ পাৰ্থক্য
वेगळे करण्यायोग्य,ভিন্নতামূলক
भिन्नता वक्र,ভিন্নতাযোগ্য বক্ৰ
भिन्न कार्य,ডিফাৰেন্সিয়েবল ফাংচন
भिन्नता,ডিফাৰেন্সিয়েল
विभेदक कॅल्क्युलस,ডিফাৰেন্সিয়েল কেলকুলাছ
विभेदक गुणांक,ডিফাৰেন্সিয়েল সহগ
विभेदक समीकरण,অৱভেদ্য সমীকৰণ
विभेदक फॉर्म,ভিন্নতামূলক ৰূপ
विभेदक सूत्र,ডিফাৰেন্সিয়েল সূত্ৰ
विभेदक कार्य,ডিফাৰেন্সিয়েল ফাংচন
विभेदक भूमिती,ডিফাৰেন্সিয়েল জ্যামিতি
उच्च ऑर्डरचा फरक,উচ্চ ক্ৰমৰ ডিফাৰেন্সিয়েল
विभेदक भागफल,ডিফাৰেন্সিয়েল ভাগফল
वेगळे करणे,পাৰ্থক্য কৰা
भिन्नता,পাৰ্থক্য
भिन्नता सूत्र,পাৰ্থক্য সূত্ৰ
वेक्टर भेद,ভেক্টৰৰ পাৰ্থক্য
प्रसार,প্ৰসাৰণ
अंक,অংক
डिजिटल संगणक,ডিজিটেল কম্পিউটাৰ
डिजिटल डेटा,ডিজিটেল ডাটা
परिमाण,মাত্ৰা
आयाम,মাত্ৰাগততা
आकारहीन,মাত্ৰাহীন
समीकरणाचे परिमाण,সমীকৰণৰ মাত্ৰা
डायफॅन्टाइन समीकरण,ডাইফেন্টাইন সমীকৰণ
बुडविणे कोन,ডিপ এংগেল
द्विध्रुवीय समन्वय,ডাইপোলাৰ স্থানাংক
द्विध्रुव,ডাইপোল
dipyramid (bipyramid),ডাইপিৰামিড (bipyramid)
डायरॅक डेल्टा फंक्शन,Dirac ডেল্টা ফাংচন
थेट सामान्य स्पर्शिका,প্ৰত্যক্ষ সাধাৰণ স্পৰ্শক
निर्देशित कोन,নিৰ্দেশিত কোণ
निर्देशित ओळ,নিৰ্দেশিত ৰেখা
दिशात्मक व्युत्पन्न,দিশগত ব্যুৎপত্তি
दिशा कोसाइन,দিশ কোচাইন
मॅक्सिमाची दिशा,maxima ৰ দিশ
प्रक्षेपणाची दिशा,প্ৰক্ষেপণৰ দিশ
दिशा गुणोत्तर,দিশ অনুপাত
संचालक मंडळ,পৰিচালক বৃত্ত
दिग्दर्शक क्षेत्र,পৰিচালক ক্ষেত্ৰ
थेट उत्पादन,প্ৰত্যক্ষ উৎপাদন
थेट पुरावा,প্ৰত্যক্ষ প্ৰমাণ
थेट प्रमाण,প্ৰত্যক্ষ অনুপাত
डायरेक्टिक्स,ডাইৰেক্টিক্স
थेट बेरीज,প্ৰত্যক্ষ যোগফল
डिस्कनेक्ट केलेले संच,disconncted ছেটসমূহ
अखंडता,বিচ্ছিন্নতা
डेरिव्हेटिव्हचे खंडन,ডেৰাইভেটিভৰ বিচ্ছিন্নতা
पहिल्या प्रकारची अखंडता,প্ৰথম ধৰণৰ বিচ্ছিন্নতা
दुस-या प्रकारची अखंडता,দ্বিতীয় প্ৰকাৰৰ বিচ্ছিন্নতা
अखंड वितरण,বিচ্ছিন্ন বিতৰণ
अखंड कार्य,বিচ্ছিন্ন কাৰ্য্য
अखंड भिन्नता,বিচ্ছিন্ন ভেৰিয়েট
स्वतंत्र,বিচ্ছিন্ন
स्वतंत्र वितरण,বিচ্ছিন্ন বিতৰণ
स्वतंत्र संभाव्यता वितरण,বিচ্ছিন্ন সম্ভাৱনা বিতৰণ
स्वतंत्र यादृच्छिक चल,বিচ্ছিন্ন যাদৃচ্ছিক চলক
स्वतंत्र नमुना जागा,বিচ্ছিন্ন নমুনা স্থান
स्वतंत्र संच,বিচ্ছিন্ন গোট
स्वतंत्र जागा,বিচ্ছিন্ন স্থান
स्वतंत्र टोपोलॉजी,বিচ্ছিন্ন টপোলজি
भिन्न भिन्नता,বিচ্ছিন্ন ভিন্নতা
भेदभाव करणारा,বৈষম্যমূলক
भेदभावपूर्ण विश्लेषण (=भेदभाव विश्लेषण),বৈষম্যমূলক বিশ্লেষণ (=বৈষম্যমূলক বিশ্লেষণ)
तोडणे,disjoint
विसंगत घटना,অসংলগ্ন পৰিঘটনা
विभक्त संच,disjoint sets
युनियन तोडणे,disjoint union
वियोग,বিচ্ছিন্নতা
फैलाव,বিক্ষিপ্ততা
फैलाव चार्ट,বিক্ষিপ্ততা লেখচিত্ৰ
फैलाव स्थिर,বিক্ষিপ্ততা ধ্ৰুৱক
फैलाव आकृती,বিক্ষিপ্ততা ডায়েগ্ৰাম
फैलाव मॅट्रिक्स (=सहप्रसरण मॅट्रिक्स),বিক্ষিপ্ততা মেট্ৰিক্স (=সচল মেট্ৰিক্স)
विस्थापन,স্থানচ্যুতি
प्रदर्शन,প্ৰদৰ্শন
डिस्प्ले युनिट (=कन्सोल),প্ৰদৰ্শন একক (=কনছল)
भिन्न,অসদৃশ
विघटनशील शक्ती,অপচয়কাৰী শক্তি
अंतर कार्य,দূৰত্বৰ ফলন
अंतर मॉड्यूलस,দূৰত্ব মডুলাছ
वितरण-मुक्त पद्धत,বিতৰণ-মুক্ত পদ্ধতি
वितरण कायदा,বিতৰণ আইন
वळवणे,বিচ্ছিন্নতা
विचलन,বিচ্ছিন্নতা
भिन्नता प्रमेय,বিচ্ছিন্নতা উপপাদ্য
भिन्न,divergent
भिन्न मालिका,বিচ্ছিন্ন শৃংখলা
विभाजित फरक,বিভক্ত পাৰ্থক্য
विभाज्यता,বিভাজনযোগ্যতা
विभाज्य,ভাগ কৰিব পৰা
विभागणी,বিভাজন
विभाजन अल्गोरिदम,বিভাজন এলগৰিদম
विभागणी रिंग,ডিভিজন ৰিং
डोडेकॅगॉन,ডোডেকাগন
dodecahedron,ডোডেকাহেড্ৰন
डोमेन,ডমেইন
फंक्शनचे डोमेन,এটা ফাংচনৰ ডমেইন
व्याख्या डोमेन,সংজ্ঞাৰ ডমেইন
अस्तित्वाचे क्षेत्र,অস্তিত্বৰ ক্ষেত্ৰ
प्रबळ धोरण,প্ৰধান কৌশল
डॉपलर प्रभाव,ডপলাৰ ইফেক্ট
डॉट उत्पादन,ডট প্ৰডাক্ট
ठिपके असलेला वक्र,বিন্দুযুক্ত বক্ৰ
दुहेरी फरक,ডাবল পাৰ্থক্য
दुहेरी घातांकीय वितरण,ডাবল ঘাতীয় বিতৰণ
दुहेरी हेलिक्स,ডাবল হেলিক্স
दुहेरी अविभाज्य,ডাবল ইন্টিগ্ৰেল
दुहेरी एकत्रीकरण,ডাবল ইন্টিগ্ৰেচন
दुहेरी मर्यादा,ডাবল লিমিট
दुहेरी नमुना योजना,ডাবল নমুনা সংগ্ৰহৰ পৰিকল্পনা
दुहेरी क्रम,ডাবল ক্ৰম
दुहेरी मालिका,ডাবল ছিৰিজ
दुहेरी प्रत्यय नोटेशन,ডাবল প্ৰত্যয় সংকেত
दुहेरी बेरीज,ডাবল যোগফল
अधोगामी प्रवेग,তললৈ ত্বৰণ
खालच्या दिशेने विस्थापन,তললৈ স্থানান্তৰিত হোৱা
खालची गती,তললৈ গতি
खालचा वेग,তললৈ যোৱা বেগ
ड्रॅग,টানি নিয়া
ड्रॅग फोर्स,টানিব পৰা বল
दुहेरी,দ্বৈত
दुहेरी आधार,দ্বৈত ভিত্তি
दुहेरी आतील उत्पादन,ডুৱেল ইনাৰ প্ৰডাক্ট
दुहेरी रेखीय प्रोग्रामिंग समस्या,ডুৱেল ৰৈখিক প্ৰগ্ৰেমিং সমস্যা
दुहेरी ऑपरेशन,ডুৱেল অপাৰেচন
दुहेरी समस्या,দ্বৈত সমস্যা
ड्युअल सिम्प्लेक्स अल्गोरिदम,ডুৱেল ছিমপ্লেক্স এলগৰিদম
ड्युअल सिम्प्लेक्स तंत्र,ডুৱেল ছিমপ্লেক্স কৌশল
दुहेरी जागा,দ্বৈত স্থান
दुहेरी व्हेरिएबल,ডুৱেল ভেৰিয়েবল
दुहेरी वेक्टर जागा,দ্বৈত ভেক্টৰ স্থান
डमी निर्देशांक,ডামি সূচী
डमी सबस्क्रिप्ट,ডামি চাবস্ক্ৰিপ্ট
डमी प्रत्यय,ডামি প্ৰত্যয়
डमी व्हेरिएबल,ডামি চলক
डुप्लिकेट प्रक्रिया,ডুপ্লিকেটৰ প্ৰক্ৰিয়া
गतिमान,গতিশীল
गतिशील प्रणाली,গতিশীল ব্যৱস্থা
डायनॅमिक मागणी कार्य,গতিশীল চাহিদা কাৰ্য্য
डायनॅमिक मॉडेल,গতিশীল আৰ্হি
डायनॅमिक प्रोग्रामिंग,ডাইনামিক প্ৰগ্ৰেমিং
डायनॅमिक प्रोग्रामिंग दृष्टीकोन,ডাইনামিক প্ৰগ্ৰেমিং পদ্ধতি
डायनॅमिक प्रोग्रामिंग तंत्र,ডাইনামিক প্ৰগ্ৰেমিং কৌশল
गतिशीलता,গতিশীলতা
कणाची गतिशीलता,এটা কণিকাৰ গতিশীলতা
कठोर शरीराची गतिशीलता,কঠিন বস্তুৰ গতিশীলতা
पृथ्वी,পৃথিৱী
भूकंपाची तीव्रता,ভূমিকম্পৰ তীব্ৰতা
विलक्षणता,কেন্দ্ৰীয়তা
ग्रहण,গ্ৰহণ
अर्थमितीय अंदाज,অৰ্থনৈতিক পূৰ্বাভাস
अर्थशास्त्री,অৰ্থনীতিবিদ
अर्थमिति,অৰ্থনীতি
अर्थशास्त्र,অৰ্থনীতি
धार,প্ৰান্ত
बहिर्वक्र संचाची किनार,উত্তল সমষ্টিৰ প্ৰান্ত
कार्यक्षमता घटक,দক্ষতা কাৰক
eigen घटक,eigen মৌল
eigen फंक्शन,eigen ফাংচন
eigen मूल्य,eigen মান
eigen मूल्य समीकरण,eigen মান সমীকৰণ
इजेन वेक्टर,eigen ভেক্টৰ
लवचिक,ইলাষ্টিক
लवचिक स्थिरांक,ইলাষ্টিক ধ্ৰুৱক
लवचिक समतोल,ইলাষ্টিক ভাৰসাম্য
लवचिकता,ইলাষ্টিকতা
लवचिकता पृष्ठभाग,ইলাষ্টিক পৃষ্ঠ
इलेक्ट्रॉनिक संगणक,ইলেক্ট্ৰনিক কম্পিউটাৰ
घटक,উপাদান
प्राथमिक स्तंभ ऑपरेशन,প্ৰাথমিক স্তম্ভ কাৰ্য্য
प्राथमिक घटना,প্ৰাথমিক পৰিঘটনা
प्राथमिक कार्य,মৌলিক ফলন
प्राथमिक ऑपरेशन,প্ৰাথমিক কাৰ্য্য
प्राथमिक परिणाम,প্ৰাথমিক ফলাফল
प्राथमिक संभाव्यता कायदा,মৌলিক সম্ভাৱনা নিয়ম
प्राथमिक पंक्ती ऑपरेशन,প্ৰাথমিক শাৰীৰ কাৰ্য্য
दूर करणे,নিষ্কাশন
निर्मूलन प्रक्रिया,এনিমেচন পদ্ধতি
लंबवर्तुळ,উপবৃত্তাকাৰ
लंबवर्तुळाकार,উপবৃত্তাকাৰ
लंबवर्तुळाकार,উপবৃত্তাকাৰ
लंबवर्तुळाकार पृष्ठभाग,উপবৃত্তাকাৰ পৃষ্ঠ
लंबवर्तुळाकार शरीर,উপবৃত্তাকাৰ দেহ
एम्बेडिंग,এম্বেডিং
उत्सर्जन,নিৰ্গমন
अनुभवजन्य डेटा,অভিজ্ঞতাভিত্তিক তথ্য
प्रायोगिक सूत्र,অভিজ্ঞতাভিত্তিক সূত্ৰ
अनुभवजन्य संभाव्यता,অভিজ্ঞতাভিত্তিক সম্ভাৱনা
अनुभवजन्य संबंध,অভিজ্ঞতাভিত্তিক সম্পৰ্ক
रिकामा संच,খালী ছেট
बंद,আবদ্ধ কৰা হৈছে
एन्कोडिंग,এনকোডিং
एंडोमॉर्फिझम,এণ্ডোমৰ্ফিজম
शेवटचा बिंदू,শেষ বিন্দু
वर्ग मध्यांतराचा शेवटचा बिंदू,শ্ৰেণীৰ ব্যৱধানৰ শেষ বিন্দু
ऊर्जा,শক্তি
ऊर्जा गती घटक,শক্তি গতিবেগ উপাদান
व्हेरिएबल प्रविष्ट करणे,চলক প্ৰৱেশ কৰা
असंख्य संच,গণনাযোগ্য গোট
गणना,গণনা
समान,সমান
समानता,সমতা
तितकीच शक्यता,সমানে সম্ভাৱনা আছে
समान संभाव्यता निवड पद्धत (=epsem),সমান সম্ভাৱনা নিৰ্বাচন পদ্ধতি (=epsem)
समानता,সমান কৰা
समीकरण,সমীকৰণ
प्रथम पदवीचे समीकरण,প্ৰথম ডিগ্ৰীৰ সমীকৰণ
द्वितीय पदवीचे समीकरण,দ্বিতীয় ডিগ্ৰীৰ সমীকৰণ
थर्ड डिग्रीचे समीकरण,তৃতীয় ডিগ্ৰীৰ সমীকৰণ
विषुववृत्त,বিষুৱৰেখা
समसमान,সমঅবিৰত
समभुज,সমপক্ষীয়
समतोल,ভাৰসাম্যতা
शक्तींचा समतोल,বলৰ ভাৰসাম্যতা
समतोल बिंदू,ভাৰসাম্য বিন্দু
समतुल्यता,সমতুল্যতা
समतुल्य वर्ग,সমতুল্যতা শ্ৰেণী
समतुल्य संबंध,সমতুল্যতা সম্পৰ্ক
समतुल्य,সমান্তৰাল
समतुल्य मॅट्रिक्स,সমতুল্য মেট্ৰিক্স
समतुल्य संच,সমতুল্য গোট
कामुकता,ergodicity
त्रुटी,আঁসোৱাহ
त्रुटी विश्लेषण,ভুল বিশ্লেষণ
त्रुटी कोड,ভুল ক&#39;ড
त्रुटी गुणांक,ভুল সহগ
सरासरी वर्गाची त्रुटी,গড় বৰ্গৰ ভুল
पहिल्या प्रकारची त्रुटी,প্ৰথম ধৰণৰ ভুল
दुसऱ्या प्रकारची त्रुटी,দ্বিতীয় প্ৰকাৰৰ ভুল
सुटण्याची शक्यता,পলায়নৰ সম্ভাৱনা
सुटलेला वेग,পলায়নৰ বেগ
ई. श्मिटची ऑर्थोगोनालायझेशन प्रक्रिया,ই শ্বমিটৰ অৰ্থগনালাইজেচন প্ৰক্ৰিয়া
वर्णित मंडळ,বৰ্ণনা কৰা বৃত্ত
आवश्यक,আৱশ্যকীয়
मूलत: अद्वितीय,মূলতঃ অনন্য
अंदाज,অনুমানিক
अंदाज पद्धत,অনুমান পদ্ধতি
युक्लिडियन समन्वय,ইউক্লিডীয় স্থানাংক
युक्लिडियन डोमेन,ইউক্লিডীয় ডমেইন
युक्लिडियन भूमिती,ইউক্লিডীয় জ্যামিতি
युक्लिडियन एन-स्पेस,ইউক্লিডীয় n-স্থান
युक्लिडियन विमान,ইউক্লিডীয় সমতল
युलरचे प्रमेय,অইলাৰৰ উপপাদ্য
मूल्यांकन करा,মূল্যায়ন কৰা
अगदी,যুগ্ম
अगदी वक्र,আনকি বক্ৰতাও
सम कार्य,আনকি কাৰ্য্যও
अगदी एकाधिक,আনকি একাধিক
सम संख्या,যুগ্ম সংখ্যা
सम विषम सममिती,আনকি অদ্ভুত প্ৰতিসমতাও
अगदी क्रमपरिवर्तन,আনকি ক্ৰমবিন্যাসও
कार्यक्रम,কাৰ্যক্ৰম
सम मुदत,আনকি শব্দটোও
अचूक,সঠিক
अचूक ची-स्क्वेअर चाचणी,সঠিক কাই-স্কেয়াৰ পৰীক্ষা
अचूक फरक,সঠিক পাৰ্থক্য
अचूक समीकरण,সঠিক সমীকৰণ
उदाहरण,উদাহৰণ
देवाणघेवाण,বিনিময়
संपूर्ण कार्यक्रम,বিস্তৃত ইভেন্ট
अस्तित्व स्वयंसिद्ध,অস্তিত্বৰ স্বতন্ত্ৰতা
अस्तित्व संभाव्यता (= एक प्राथमिक संभाव्यता),অস্তিত্বৰ সম্ভাৱনা(= a priori probability)
अस्तित्व प्रमेय,অস্তিত্ব উপপাদ্য
एक्सोजेनस व्हेरिएबल,বহিৰ্জাতীয় চলক
विस्तार,সম্প্ৰসাৰণ
अपेक्षा कार्य,প্ৰত্যাশা কাৰ্য্য
अपेक्षित वारंवारता,আশা কৰা কম্পাঙ্ক
अपेक्षित मूल्य,আশা কৰা মূল্য
प्रयोग,পৰীক্ষণ
प्रायोगिक त्रुटी,পৰীক্ষামূলক ভুল
स्पष्टीकरण,ব্যাখ্যা
स्पष्ट समीकरण,স্পষ্ট সমীকৰণ
स्पष्ट फॉर्म,স্পষ্ট ৰূপ
स्पष्ट कार्य,স্পষ্ট ফলন
स्पष्ट उपाय,স্পষ্ট সমাধান
घातांक,ঘাতক
घातांक वक्र,ঘাতীয় বক্ৰ
घातांकीय घनता कार्य,ঘাতীয় ঘনত্ব ফলন
घातांकीय वितरण,ঘাতীয় বিতৰণ
घातांक समीकरण,ঘাতীয় সমীকৰণ
घातांकीय कार्य,ঘাতীয় ফলন
घातांक वाढ,ঘাতীয় বৃদ্ধি
घातांक कायदा,ঘাতীয় নিয়ম
घातांक नकाशा,ঘাতীয় মানচিত্ৰ
घातांक मालिका,ঘাতীয় শৃংখলা
अभिव्यक्ती,অভিব্যক্তি
विस्तारित मध्यांतर,বৰ্ধিত ব্যৱধান
विस्तारित वास्तविक ओळ,বৰ্ধিত বাস্তৱ ৰেখা
विस्तारित वास्तविक संख्या प्रणाली,বৰ্ধিত বাস্তৱ সংখ্যা ব্যৱস্থা
मॅपिंगचा विस्तार,এটা মেপিঙৰ সম্প্ৰসাৰণ
बाह्य कोन,বাহ্যিক কোণ
बाह्य क्षेत्र,বাহিৰৰ অংশ
बाह्य बिंदू,বাহ্যিক বিন্দু
बाह्य,বাহ্যিক
ट्रेंड व्हॅल्यूचे एक्स्ट्रापोलेशन,ট্ৰেণ্ড ভেলুৰ এক্সট্ৰাপ&#39;লেচন
एक्सट्रापोलेशन तंत्र,এক্সট্ৰাপলেচন কৌশল
अत्यंत मूल्य,চৰম মান
अत्यंत,চৰম
अत्यंत बिंदू,চৰম বিন্দু
उत्तल संचाचा अत्यंत बिंदू,উত্তল সমষ্টিৰ চৰম বিন্দু
फंक्शनचे टोक,এটা ফলনৰ চৰম
टोकाची मालमत्ता,চৰম সম্পত্তি
चेहरा,চেহেৰা
दर्शनी मूल्य,মুখৰ মূল্য
घटक,কাৰক
घटक विश्लेषण,কাৰক বিশ্লেষণ
घटक,ফ্যাক্টৰ কৰা হৈছে
तथ्यात्मक,ফেক্টৰিয়েল
फॅक्टोरियल डिझाइन,ফেক্টৰিয়েল ডিজাইন
फॅक्टरीकरण,ফ্যাক্টৰাইজেচন
फॅक्टराइज,ফ্যাক্টৰাইজ
न्याय्य खेळ,ন্যায্য খেল
असत्य,মিছা
कुटुंब,পৰিয়াল
मंडळांचे कुटुंब,বৃত্তৰ পৰিয়াল
कौटुंबिक वक्र,পৰিয়ালৰ বক্ৰতা
कार्यांचे कुटुंब,কাৰ্য্যসমূহৰ পৰিয়াল
ओळींचे कुटुंब,ৰেখাৰ পৰিয়াল
प्रतिकृती,ফেক্সিমিল
F-वितरण,F-বিতৰণ
