Marathi,Malayalam
शोधक,ഡിറ്റക്ടർ
स्फोट झालेला फ्यूज,പൊട്ടിത്തെറിച്ച ഫ്യൂസ്
स्फोट हस्तांतरण,സ്ഫോടനം കൈമാറ്റം
फुटण्याची लाट,പൊട്ടിത്തെറിച്ച തരംഗം
स्फोटक,സ്ഫോടനാത്മകമായ
वर्णन,വിവരണം
ड्यूटेरियम डिस्चार्ज नोजल,ഡ്യൂറ്റീരിയം ഡിസ്ചാർജ് നോസിലുകൾ
ड्युटेरियम सायकल,ഡ്യൂട്ടീരിയം സൈക്കിൾ
ड्यूटरॉन,ഡ്യൂറ്ററോൺ
ड्यूटरॉन प्रवेगक,ഡ്യൂട്ടറോൺ ആക്സിലറേറ്റർ
ड्यूटरॉन कॅप्चर,ഡ്യൂറ്ററോൺ പിടിച്ചെടുക്കൽ
ड्यूटरॉन इलेक्ट्रोमॅग्नेटिक टॉप,ഡ്യൂറ്ററോൺ വൈദ്യുതകാന്തിക ടോപ്പ്
"ड्युट्रॉन, ड्युट्रॉन","ഡ്യൂട്രോൺ, ഡ്യൂട്രോൺ"
"विकसित करा, विकसित करा, विकसित करा","വികസിപ്പിക്കുക, വികസിപ്പിക്കുക, വികസിപ്പിക്കുക"
विकसनशील,വികസിപ്പിക്കാവുന്നത്
"विकसक, विकसक","ഡെവലപ്പർ, ഡെവലപ്പർ"
विकसक आघाडी,ഡെവലപ്പർ ഫ്രണ്ട്
विकसक,ഡെവലപ്പർ
विकास फ्रेम,വികസന ഫ്രെയിം
विकास पत्र,വികസന കത്ത്
"विकास तापमान, विकास तापमान","വികസന താപനില, വികസന താപനില"
"विकास कालावधी, विकास कालावधी","വികസന കാലഘട്ടം, വികസന കാലഘട്ടം"
"वाढ, विकास, वैयक्तिकरण","വളർച്ച, വികസനം, വ്യക്തിഗതമാക്കൽ"
विचलन,വ്യതിയാനം
विचलन गुणांक,വ്യതിയാനം ഗുണകം
"विचलन घटक, संकुचित घटक","വ്യതിയാന ഘടകം, കംപ്രസ്സീവ് ഘടകം"
विचलन घटना,വ്യതിചലന പ്രതിഭാസം
उड्डाण मार्ग सूचक,ഫ്ലൈറ്റ് പാത സൂചകം
विचलन सूचक,വ്യതിയാന സൂചകം
विचलित,വ്യതിചലിക്കുന്ന
विचलित घटक,വ്യതിചലിക്കുന്ന ഘടകം
पसरणारा ताण,വ്യാപിക്കുന്ന സമ്മർദ്ദം
निकृष्ट,തരംതാഴ്ത്തി
दव,മഞ്ഞു
लक्ष्य लवकर चेतावणी,നേരത്തെയുള്ള മുന്നറിയിപ്പ് ലക്ഷ്യമിടുന്നു
दवबिंदू हायग्रोमीटर,മഞ്ഞു പോയിന്റ് ഹൈഗ്രോമീറ്റർ
ड्युलाईन,ഡ്യുലൈൻ
दव बिंदू,മഞ്ഞു പോയിന്റ്
ड्युअर कॅलरीमीटर,ഡ്യൂർ കലോറിമീറ്റർ
हिरण फ्लास्क,മാൻ ഫ്ലാസ്ക്
डीएक्स (युनिट),dx (യൂണിറ്റ്)
घड्याळाच्या दिशेने,ഘടികാരദിശയിൽ
दक्षिण ध्रुवीकरण,ദക്ഷിണ ധ്രുവീകരണം
द्वि,ദ്വി
एंडोस्पर्म,എൻഡോസ്പേം
द्वि-समस्थानिक घटक,ദ്വി-ഐസോടോപിക് മൂലകങ്ങൾ
मुक्त जीवन,സ്വതന്ത്ര-ജീവിതം
भारित विकिरण,ഭാരം കൂടിയ വികിരണം
दुहेरी अक्ष,ഇരട്ട അക്ഷം
दुहेरी फोकस पॉइंट,ഇരട്ട ഫോക്കസ് പോയിന്റ്
निदान,ഡയഗ്നോസ്റ്റിക്സ്
निदान चाचणी,ഡയഗ്നോസ്റ്റിക് ടെസ്റ്റ്
निदान दिनचर्या,ഡയഗ്നോസ്റ്റിക് ദിനചര്യ
निदान चाचणी,ഡയഗ്നോസ്റ്റിക് ടെസ്റ്റ്
कर्ण,ഡയഗണൽ
कर्ण अक्ष,ഡയഗണൽ അക്ഷം
कर्ण डोळा,ഡയഗണൽ കണ്ണ്
कर्ण पालक,ഡയഗണൽ പാരന്റ്
कर्ण तुर्या अँटेना,ഡയഗണൽ തുര്യ ആന്റിന
आकृती,ഡയഗ്രം
रेखाचित्र,ഡ്രോയിംഗ്
रेखाचित्र पद्धत,ഡ്രോയിംഗ് രീതി
ग्राफिकल प्रतिनिधित्व,ഗ്രാഫിക്കൽ പ്രാതിനിധ്യം
डायल,ഡയൽ ചെയ്യുക
टेलिफोन सेंटर डायल करा,ടെലിഫോൺ സെന്റർ ഡയൽ ചെയ്യുക
"dilyukt bridge, dilyukt bridge","ഡയാലിക്റ്റ് പാലം, ഡയാലിക്റ്റ് പാലം"
डायल पॉइंटर,ഡയൽ പോയിന്റർ
डायल स्विच,ഡയൽ സ്വിച്ച്
थर्मामीटर डायल करा,ഡയൽ തെർമോമീറ്റർ
डायल टोन,ഡയൽ ടോണ്
डायलबॉक्स,ഡയൽബോക്സ്
डायमॅग्नेटिक फॅराडे प्रभाव,ഡയമാഗ്നെറ്റിക് ഫാരഡേ പ്രഭാവം
डायमॅग्नेटिक,ഡയമാഗ്നറ്റിക്
डायमॅग्नेटिक मॉड्यूलस,ഡയമാഗ്നെറ്റിക് മോഡുലസ്
डायमॅग्नेटिक क्षण,ഡയമാഗ്നെറ്റിക് നിമിഷം
डायमॅग्नेटिक रेझोनान्स,ഡയമാഗ്നെറ്റിക് റെസൊണൻസ്
डायमॅग्नेटिक शिल्डिंग,ഡയമാഗ്നെറ്റിക് ഷീൽഡിംഗ്
डायमॅग्नेटिक सामग्री,ഡയമാഗ്നറ്റിക് മെറ്റീരിയൽ
डायमॅग्नेटिक प्रवृत्ती,ഡയമാഗ്നറ്റിക് പ്രവണത
डायमॅग्नेटिक व्हॉल्यूम,ഡയമാഗ്നെറ്റിക് വോള്യം
"डायमॅग्नेटोलॉजी, डायमॅग्नेटिक सामग्री","ഡയമാഗ്നറ്റോളജി, ഡയമാഗ്നറ്റിക് മെറ്റീരിയൽ"
डायमॅग्नेटिझम,ഡയമാഗ്നെറ്റിസം
व्यासाचा,വ്യാസം
व्यासाचे विमान,വ്യാസമുള്ള തലം
diametrically विरुद्ध,വിപരീതമായി
"हिरा, हिरा","വജ്രം, വജ്രം"
समभुज चौकोन अँटेना,റോംബസ് ആന്റിന
"डायमंड जाली, गडगडाट","ഡയമണ്ട് ലാറ്റിസ്, ഇടിമിന്നൽ"
डायपेजन,ഡയപഗെൻ
"डायाफ्राम, डायाफ्राम","ഡയഫ്രം, ഡയഫ്രം"
डायाफ्राम मोटर फोर्स,ഡയഫ്രം മോട്ടോർ ഫോഴ്സ്
डायाफ्राम प्रशासन,ഡയഫ്രം അഡ്മിനിസ്ട്രേഷൻ
डायस्पोरोमीटर,ഡയസ്പോറോമീറ്റർ
थर्मल कव्हर,താപ കവർ
उष्णता पारगम्यता,ചൂട് പ്രവേശനക്ഷമത
उष्णता विनिमय,ചൂട് എക്സ്ചേഞ്ച്
उष्णता विनिमय,ചൂട് എക്സ്ചേഞ്ച്
थर्मामीटर,തെർമോമീറ്റർ
डायथर्मी,ഡയതെർമി
डायटॉमिक,ഡയറ്റോമിക്
डायटॉमिक रेणू,ഡയറ്റോമിക് തന്മാത്ര
"डायटॉमिक रोटर, डायटॉमिक रोटर","ഡയറ്റോമിക് റോട്ടർ, ഡയറ്റോമിക് റോട്ടർ"
"डायटोनिक स्वरग्राम, डायटोनिक स्वरग्राम","ഡയറ്റോണിക് സ്വരഗ്രാം, ഡിറ്റോണിക് സ്വരഗ്രാം"
डायोड-कॅपेसिटर स्टोरेज,ഡയോഡ്-കപ്പാസിറ്റർ സംഭരണം
बायनॉरल सुनावणी,ബൈനറൽ ഹിയറിംഗ്
dichotomous variable,ദ്വിമുഖ വേരിയബിൾ
विभाजन करणे,വിഭജിക്കാൻ
द्विभाजन अक्ष,വിഭജന അക്ഷം
दुभाजक शाखा,വിഭജന ശാഖ
द्वि-मार्ग अन्वेषण,രണ്ട്-വഴി പര്യവേക്ഷണം
दुभाजक प्रणाली,വിഭജന സംവിധാനം
विभाजित व्हेरिएबल,വിഭജിക്കപ്പെട്ട വേരിയബിൾ
"दुभाजक, अर्ध कला","വിഭജനം, പകുതി കല"
"द्विरंगी, द्विरंगी","ഡൈക്രോമാറ്റിക്, ഡൈക്രോമാറ്റിക്"
दुहेरी रंगसंगती,ഇരട്ട വർണ്ണത
द्विक्रोमॅटिक आरसा,ഡൈക്രോമാറ്റിക് കണ്ണാടി
द्विरंगी गुणोत्तर,ബൈക്രോമാറ്റിക് അനുപാതം
दुप्पट,ഇരട്ടിയായി
ध्रुवीय डायक्रोमॅटिझम,പോളാർ ഡൈക്രോമാറ്റിസം
डायक्रोमेट सेल,ഡൈക്രോമേറ്റ് സെൽ
"dichromatism, व्हिज्युअल dichotomy, level dichromatism","ഡൈക്രോമാറ്റിസം, വിഷ്വൽ ഡൈക്കോടോമി, ലെവൽ ഡൈക്രോമാറ്റിസം"
द्विनेत्री,ബൈനോക്കുലർ
डिक्टाफोन,ഡിക്ടഫോൺ
डायलेक्ट्रिक उष्णता,വൈദ്യുത താപം
डायलेक्ट्रिक चुंबकत्व,വൈദ്യുത കാന്തികത
ऑडिओग्राफर,ഓഡിയോഗ്രാഫർ
डायलेक्ट्रिक शोषण,വൈദ്യുത ആഗിരണം
डायलेक्ट्रिक अँटेना,വൈദ്യുത ആന്റിന
डायलेक्ट्रिक ब्रेक,വൈദ്യുത ബ്രേക്ക്
डायलेक्ट्रिक समन्वय,വൈദ്യുത സംയോജനം
डायलेक्ट्रिक निर्देशांक,വൈദ്യുത സൂചിക
डायलेक्ट्रिक प्रवाह,വൈദ്യുത പ്രവാഹം
डायलेक्ट्रिक विस्थापन,വൈദ്യുത സ്ഥാനചലനം
डायलेक्ट्रिक क्षय,വൈദ്യുത ശോഷണം
डायलेक्ट्रिक प्रभाव,വൈദ്യുത പ്രഭാവം
dielectric ellipsoid,വൈദ്യുത ദീർഘവൃത്താകൃതി
डायलेक्ट्रिक थकवा,വൈദ്യുത തളർച്ച
डायलेक्ट्रिक हीटिंग,വൈദ്യുത ചൂടാക്കൽ
डायलेक्ट्रिक सिंकोप,വൈദ്യുത സിങ്കോപ്പ്
डायलेक्ट्रिक नुकसान,വൈദ്യുത നഷ്ടം
डायलेक्ट्रिक चुंबकत्व,വൈദ്യുത കാന്തികത
डायलेक्ट्रिक निर्देशांक,വൈദ്യുത സൂചിക
डायलेक्ट्रिक फेज कोन,വൈദ്യുത ഘട്ടം ആംഗിൾ
डायलेक्ट्रिक ध्रुवीकरण,വൈദ്യുത ധ്രുവീകരണം
डायलेक्ट्रिक पॉवर-गुणक,വൈദ്യുത വൈദ്യുത ഗുണകം
डायलेक्ट्रिक थकवा,വൈദ്യുത തളർച്ച
डायलेक्ट्रिक बार अँटेना,വൈദ്യുത ബാർ ആന്റിന
डायलेक्ट्रिक पॉवर,വൈദ്യുത ശക്തി
डायलेक्ट्रिक प्रवृत्ती,വൈദ്യുത പ്രവണത
डायलेक्ट्रिक फील्ड,വൈദ്യുത മണ്ഡലം
डायलेक्ट्रिक फॅन,വൈദ്യുത ഫാൻ
डायलेक्ट्रिक्स,വൈദ്യുതചാലകങ്ങൾ
परजीवी,പരാന്നഭോജികൾ
डिझेल सायकल,ഡീസൽ സൈക്കിൾ
डिझेल इंजिन,ഡീസൽ എഞ്ചിൻ
अंतर,വിടവ്
डिस्टिंक्शन एम्पलीफायर,വ്യതിരിക്ത ആംപ്ലിഫയർ
हस्तक्षेप बँड,ഇടപെടൽ ബാൻഡ്
इंटरमॉलिक्युलर वक्र,ഇന്റർമോളികുലാർ വക്രം
विभेदक डिटेक्टर,ഡിഫറൻഷ്യൽ ഡിറ്റക്ടർ
"विभेदक वारंवारता, वजाबाकी वारंवारता","ഡിഫറൻഷ്യൽ ഫ്രീക്വൻസി, വ്യവകലന ആവൃത്തി"
विभेदक कार्य,ഡിഫറൻഷ്യൽ ഫംഗ്ഷൻ
विभेदक सूचक इलेक्ट्रोड,ഡിഫറൻഷ്യൽ ഇൻഡിക്കേറ്റർ ഇലക്ട്രോഡ്
"डिफरेंशियल सिल, डिफरेंशियल लिमन","ഡിഫറൻഷ്യൽ സിൽ, ഡിഫറൻഷ്യൽ ലൈമാൻ"
गॅप खिडकीच्या चौकटीचा खालचा आडवा,വിടവ് സിൽ
परस्पर जोडलेला स्वर,പരസ്പരബന്ധിതമായ സ്വരാക്ഷരങ്ങൾ
"भिन्नता, भिन्नता, भिन्नता, परस्परावलंबी, भिन्नता, भिन्नता","ഡിഫറൻഷ്യൽ, ഡിഫറൻഷ്യൽ, ഡിഫറൻഷ്യൽ, ഇന്റർഡിപെൻഡൻഷ്യൽ, ഡിഫറൻഷ്യൽ, ഡിഫറൻഷ്യൽ"
विभेदक शोषण,ഡിഫറൻഷ്യൽ ആഗിരണം
डिस्टिंक्शन एम्पलीफायर,വ്യതിരിക്ത ആംപ്ലിഫയർ
विभेदक विश्लेषक,ഡിഫറൻഷ്യൽ അനലിസ്റ്റ്
वेगळे करणारे साधन,വ്യത്യസ്തമാക്കുന്ന ഉപകരണം
विभेदक आकर्षण,വ്യത്യസ്ത ആകർഷണം
विभेदक कल वक्र,ഡിഫറൻഷ്യൽ ചെരിവ് വക്രം
व्होल्टेज फरक पूल,വോൾട്ടേജ് വ്യത്യാസ പാലം
"penetrative calorimeter, penetrative calorimeter","പെനിട്രേറ്റീവ് തെർമോമീറ്റർ, പെനിട്രേറ്റീവ് കലോറിമീറ്റർ"
विभेदक क्षमता,ഡിഫറൻഷ്യൽ കപ്പാസിറ്റൻസ്
विभेदक कॅपेसिटर,ഡിഫറൻഷ്യൽ കപ്പാസിറ്റർ
विभेदक सेंट्रीफ्यूगेशन,ഡിഫറൻഷ്യൽ സെൻട്രിഫ്യൂഗേഷൻ
विभेदक केंद्राभिमुख वेग क्षेत्र,ഡിഫറൻഷ്യൽ സെൻട്രിപെറ്റൽ വെലോസിറ്റി ഫീൽഡ്
विभेदक सेल,ഡിഫറൻഷ്യൽ സെൽ
विभेदक सर्किट,ഡിഫറൻഷ്യൽ സർക്യൂട്ട്
विभेदक गुणांक,ഡിഫറൻഷ്യൽ കോഫിഫിഷ്യന്റ്
भेदभावपूर्ण कुंडली,വിവേചനപരമായ ജാതകം
विभेदक पुनरावृत्ती,ഡിഫറൻഷ്യൽ റിവിഷൻ
विभेदक क्षेत्र,ഡിഫറൻഷ്യൽ സോൺ
विभेदक डिटेक्टर,ഡിഫറൻഷ്യൽ ഡിറ്റക്ടർ
विभेदक प्रसार,ഡിഫറൻഷ്യൽ ഡിഫ്യൂഷൻ
भेदभाव,വിവേചനപരമായ
इंटरस्टिशियल डुप्लेक्स,ഇന്റർസ്റ്റീഷ്യൽ ഡ്യുപ്ലെക്സ്
वर्तमान इलेक्ट्रोमॅग्नेट,നിലവിലെ വൈദ്യുതകാന്തികം
विभेदक समीकरण,ഡിഫറൻഷ്യൽ സമവാക്യം
सापेक्ष प्रसार,ആപേക്ഷിക വ്യാപനം
विभेदक विलोपन गुणांक,ഡിഫറൻഷ്യൽ എക്സിറ്റിൻഷൻ കോഫിഫിഷ്യന്റ്
वारंवारता-फरक फिल्टर,ആവൃത്തി-വ്യത്യാസ ഫിൽട്ടർ
विभेदक संलयन,ഡിഫറൻഷ്യൽ ഫ്യൂഷൻ
फरक गुण,വ്യത്യാസം സ്കോർ
"संवेदनशीलता कॉल कंट्रोलर, संवेदनशीलता कॉल नियंत्रण","സെൻസിബിലിറ്റി കോൾ കൺട്രോളർ, സെൻസിബിലിറ്റി കോൾ കൺട്രോൾ"
छेदन गॅल्व्हानोमीटर,പിയറിംഗ് ഗാൽവനോമീറ്റർ
इंटरमीटर आयनीकरण कक्ष,ഇന്റർമീറ്റർ അയോണൈസേഷൻ ചേമ്പർ
विभेदक समस्थानिक पद्धत,ഡിഫറൻഷ്യൽ ഐസോടോപ്പ് രീതി
विभेदक ज्युल थॉमसन प्रभाव,ഡിഫറൻഷ്യൽ ജൂൾ തോംസൺ പ്രഭാവം
भिन्नता पातळी,വ്യത്യസ്ത നില
पूर्वस्थित मोड्यूलेशन,മുൻകൂട്ടി കണ്ടീഷൻഡ് മോഡുലേഷൻ
वेगळे करणारे माध्यम,വ്യത്യാസപ്പെടുത്തുന്ന മാധ്യമം
बिबटण कार्बन मायक्रोफोन,ബിബട്ടൺ കാർബൺ മൈക്രോഫോൺ
विभेदक चुंबकीकरण,ഡിഫറൻഷ്യൽ കാന്തികവൽക്കരണം
वेळोवेळी,സമയാസമയം
एकध्रुवीय क्लस्टर,യൂണിപോളാർ ക്ലസ്റ്റർ
व्यासाची पुली,വ്യാസമുള്ള പുള്ളി
"शंट रिले, शंट रिले","ഷണ്ട് റിലേ, ഷണ്ട് റിലേ"
विभेदक प्रतिकार,ഡിഫറൻഷ്യൽ പ്രതിരോധം
मधूनमधून फिरणे,ഇടവിട്ടുള്ള ഭ്രമണം
विभेदक स्कॅनिंग थर्मामीटर,ഡിഫറൻഷ്യൽ സ്കാനിംഗ് തെർമോമീറ്റർ
विभेदक स्क्रू,ഡിഫറൻഷ്യൽ സ്ക്രൂ
विभेदक कलम,ഡിഫറൻഷ്യൽ ക്ലോസ്
इंटरस्टिशियल सेलेसिन,ഇന്റർസ്റ്റീഷ്യൽ സെലിസിൻ
भेदक स्टीम थर्मामीटर,പെനട്രന്റ് സ്റ്റീം തെർമോമീറ്റർ
विभेदक थर्मल विश्लेषक,ഡിഫറൻഷ്യൽ തെർമൽ അനലൈസർ
थर्मामीटर थर्मोइलेक्ट्रिक जोडपे,തെർമോമീറ്റർ തെർമോഇലക്ട്രിക് ദമ്പതികൾ
थर्मामीटर थर्मोइलेक्ट्रिक जोडपे,തെർമോമീറ്റർ തെർമോഇലക്ട്രിക് ദമ്പതികൾ
थर्मामीटर,തെർമോമീറ്റർ
गॅप खिडकीच्या चौकटीचा खालचा आडवा,വിടവ് സിൽ
तणावग्रस्त गायन,ഊന്നിപ്പറഞ്ഞ വോക്കൽസ്
"विभेदक मार्ग लांबी, विभेदक मार्ग लांबी","ഡിഫറൻഷ്യൽ പാത്ത് ദൈർഘ്യം, ഡിഫറൻഷ്യൽ പാത്ത് ദൈർഘ്യം"
विभेदक ट्रान्सड्यूसर,ഡിഫറൻഷ്യൽ ട്രാൻസ്ഡ്യൂസർ
विभेदक वेक्टर,ഡിഫറൻഷ്യൽ വെക്റ്റർ
विभेदक वेग,ഡിഫറൻഷ്യൽ പ്രവേഗം
व्होल्टेज गेज,വോൾട്ടേജ് ഗേജ്
व्यासाचे चाक आणि स्पिंडल,വ്യാസമുള്ള ചക്രവും സ്പിൻഡിലും
वेगळे करणे,വേർതിരിക്കുക
"भिन्न, भिन्न","വ്യത്യസ്തമായ, വ്യത്യസ്തമായ"
विभेदक नाडी,ഡിഫറൻഷ്യൽ പൾസ്
विभेदक सर्किट,ഡിഫറൻഷ്യൽ സർക്യൂട്ട്
"विभेदक जाळी, विभेदक सर्किट","ഡിഫറൻഷ്യൽ നെറ്റുകൾ, ഡിഫറൻഷ്യൽ സർക്യൂട്ടുകൾ"
"भेदभाव, भिन्नता","വ്യത്യാസം, വ്യത്യാസം"
विभेदक ऑपरेटर,ഡിഫറൻഷ്യൽ ഓപ്പറേറ്റർ
भिन्नता,വ്യത്യസ്തമായ
विवर्तन,ഡിഫ്രാക്ഷൻ
कोर विवर्तन,കോർ ഡിഫ്രാക്ഷൻ
अडथळ्याद्वारे विवर्तन,ഒരു തടസ്സത്തിലൂടെയുള്ള വ്യതിചലനം
स्लिट द्वारे विवर्तन,വിഭജനം വഴിയുള്ള വിഭജനം
विवर्तन बँड,ഡിഫ്രാക്ഷൻ ബാൻഡ്
विवर्तन जाळी,ഡിഫ്രാക്ഷൻ ഗ്രേറ്റിംഗ്
विवर्तन गट,ഡിഫ്രാക്ഷൻ ഗ്രൂപ്പ്
विवर्तन वातावरण,ഡിഫ്രാക്ഷൻ പരിസ്ഥിതി
जास्तीत जास्त विवर्तन,പരമാവധി ഡിഫ്രാക്ഷൻ
किमान विवर्तन,ഏറ്റവും കുറഞ്ഞ ഡിഫ്രാക്ഷൻ
विवर्तन चित्र,ഡിഫ്രാക്ഷൻ ചിത്രം
विवर्तन पडदा,ഡിഫ്രാക്ഷൻ മെംബ്രൺ
विवर्तन स्पेक्ट्रम,ഡിഫ്രാക്ഷൻ സ്പെക്ട്രം
उलट करण्यायोग्य विकृती,വിപരീത രൂപഭേദം
डिफ्रॅक्टोमीटर,ഡിഫ്രാക്റ്റോമീറ്റർ
"पसरवणे (v.) पसरवणे, पसरवणे (v.)","വ്യാപിക്കുക (v.) പരത്തുക, പ്രചരിപ്പിക്കുക (v.)"
पसरलेली घनता,വ്യാപിക്കുന്ന സാന്ദ്രത
प्रसारित उत्सर्जन,വ്യാപിക്കുന്ന ഉദ്വമനം
पसरलेला प्रदीपन,വ്യാപിക്കുന്ന പ്രകാശം
डिफ्यूज आयन पातळी,ഡിഫ്യൂസ് അയോൺ ലെവൽ
डिफ्यूज जंक्शन ट्रान्झिस्टर,ഡിഫ്യൂസ് ജംഗ്ഷൻ ട്രാൻസിസ്റ്റർ
डिफ्यूज कमाल,പരമാവധി വ്യാപിക്കുക
डिफ्यूज नेबुला,വ്യാപിക്കുന്ന നീഹാരിക
प्रसारित विकिरण,വ്യാപിക്കുന്ന വികിരണം
पसरलेले प्रतिबिंब,വ്യാപിക്കുന്ന പ്രതിഫലനം
डिफ्यूज परावर्तक घटक,വ്യാപിക്കുന്ന പ്രതിഫലന ഘടകം
पसरलेले अपवर्तन,വ്യാപിക്കുന്ന അപവർത്തനം
डिफ्यूज स्कॅटरिंग,വ്യാപിക്കുന്ന ചിതറിക്കൽ
डिफ्यूज स्पेक्ट्रम,വ്യാപിക്കുന്ന സ്പെക്ട്രം
डिफ्यूज ट्रान्समिशन,ഡിഫ്യൂസ് ട്രാൻസ്മിഷൻ
"पसरलेले, पसरलेले","വ്യാപിച്ച, വ്യാപിച്ച"
डिफ्यूज बँड,ഡിഫ്യൂസ് ബാൻഡ്
डिफ्यूजन बेस ट्रान्झिस्टर,ഡിഫ്യൂഷൻ ബേസ് ട്രാൻസിസ്റ്റർ
प्रसार जंक्शन,ഡിഫ്യൂഷൻ ജംഗ്ഷൻ
डिफ्यूज्ड मेसा ट्रान्झिस्टर,ഡിഫ്യൂസ്ഡ് മെസ ട്രാൻസിസ്റ്റർ
अस्पष्टता,അവ്യക്തത
डिफ्यूझर,ഡിഫ്യൂസർ
डिफ्यूझर कर्षण,ഡിഫ്യൂസർ ട്രാക്ഷൻ
पसरणारी गळती,ഡിഫ്യൂസിവ് സ്പിൽ
पसरवणे,വ്യാപിക്കുക
प्रसार आयन,ഡിഫ്യൂഷൻ അയോണുകൾ
प्रसारमापक,ഡിഫ്യൂഷൻമീറ്റർ
"प्रसार, प्रसार","വ്യാപനം, വ്യാപനം"
प्रसार बॅटरी,ഡിഫ്യൂഷൻ ബാറ്ററി
प्रसार क्षमता,ഡിഫ്യൂഷൻ കപ്പാസിറ്റൻസ്
प्रसार कक्ष,ഡിഫ്യൂഷൻ ചേമ്പർ
प्रसार कंस,ഡിഫ്യൂഷൻ ബ്രാക്കറ്റ്
प्रसार गुणांक,വ്യാപനത്തിന്റെ ഗുണകം
प्रसार स्थिर,ഡിഫ്യൂഷൻ സ്ഥിരാങ്കം
प्रसार नियंत्रण,വ്യാപനം നിയന്ത്രണം
प्रसार नियंत्रित प्रक्रिया,വ്യാപനം നിയന്ത്രിത പ്രക്രിയ
प्रसार प्रवाह,ഡിഫ്യൂഷൻ കറന്റ്
प्रसार इलेक्ट्रोड,ഡിഫ്യൂഷൻ ഇലക്ട്രോഡ്
प्रसार समीकरण,വ്യാപന സമവാക്യം
प्रसार ज्योत,വ്യാപന ജ്വാല
प्रसार प्रवाह,വ്യാപന പ്രവാഹം
प्रसार ग्रेडियंट,ഡിഫ്യൂഷൻ ഗ്രേഡിയന്റ്
"प्रसार लांबी, प्रसार लांबी","വ്യാപന ദൈർഘ്യം, വ്യാപന ദൈർഘ്യം"
पसरणारा वेग,വ്യാപിക്കുന്ന വേഗത
गोंधळ प्रसार,ആശയക്കുഴപ്പം വ്യാപനം
प्रसार घटना,വ്യാപനം പ്രതിഭാസം
प्रसार ध्रुवीकरण,വ്യാപനം ധ്രുവീകരണം
प्रसार स्टोमोमीटर,ഡിഫ്യൂഷൻ സ്റ്റോമോമീറ്റർ
"प्रसार क्षमता, प्रसार क्षमता","വ്യാപന സാധ്യത, വ്യാപന സാധ്യത"
प्रसार दबाव कमी,ഡിഫ്യൂഷൻ മർദ്ദം കുറയ്ക്കൽ
प्रसार प्रक्रिया,വ്യാപന പ്രക്രിയ
प्रसार पंप,ഡിഫ്യൂഷൻ പമ്പ്
प्रसार प्रतिकार,വ്യാപന പ്രതിരോധം
डिफ्यूसिव्ह हीटिंग इफेक्ट,ഡിഫ്യൂസിവ് തപീകരണ പ്രഭാവം
विखुरलेले पृथक्करण,ഡിഫ്യൂസിവ് വേർപിരിയൽ
प्रसार क्षमता,വ്യാപന ശേഷി
प्रसरणीय बाब,ഡിഫ്യൂസിബിൾ ദ്രവ്യം
प्रसार,ഡിഫ്യൂസിവിറ്റി
"डिफ्यूझर, डिफ्यूझर","ഡിഫ്യൂസർ, ഡിഫ്യൂസർ"
"अंक, डायडेम, बोट","സംഖ്യ, ഡയഡം, വിരൽ"
क्रमांक नियुक्तकर्ता,നമ്പർ ഡിസൈനർ
संख्या वर्ण,സംഖ്യാ സ്വഭാവം
संख्यात्मक वेळ मार्ग,സംഖ്യാ സമയ പാത
अंकीय नाडी,സംഖ്യാ പൾസ്
क्रमांक वेळ रिंग,നമ്പർ സമയം റിംഗ്
डिजिटल व्होल्टमीटर,ഡിജിറ്റൽ വോൾട്ട്മീറ്റർ
डिजिटल संगणक,ഡിജിറ്റൽ കമ്പ്യൂട്ടർ
अंकिका दत्त,അങ്കി ദത്ത്
अंश,ന്യൂമറേറ്റർ
डिजिटल आउटपुट,ഡിജിറ്റൽ ഔട്ട്പുട്ട്
डिजिटल ऐकणे,ഡിജിറ്റൽ ലിസണിംഗ്
डिजिटल रेकॉर्डिंग,ഡിജിറ്റൽ റെക്കോർഡിംഗ്
डिजिटल सिम्युलेशन,ഡിജിറ്റൽ സിമുലേഷൻ
डिजिटल सिम्युलेशन सिद्धांत,ഡിജിറ്റൽ സിമുലേഷൻ സിദ്ധാന്തം
डिजिटल क्रमवारी,ഡിജിറ്റൽ അടുക്കൽ
"डिजिटायझर, डिजिटायझर","ഡിജിറ്റൈസർ, ഡിജിറ്റൈസർ"
"डिजिटायझेशन, डिजिटायझेशन","ഡിജിറ്റൈസ് ചെയ്യുന്നു, ഡിജിറ്റൈസ് ചെയ്യുന്നു"
डिजिटायझर,ഡിജിറ്റൈസർ
डिजिट्रॉन,ഡിജിട്രോൺ
अंश,ന്യൂമറേറ്റർ
diphtaki बेस,diphtaki അടിസ്ഥാനം
प्रसार,വ്യാപനം
व्हॉल्यूम विस्तार घटक,വോളിയം വിപുലീകരണ ഘടകം
व्हॉल्यूम प्रसार लहर,വോളിയം പ്രചരണ തരംഗം
विस्तार विकृती,വികാസ വൈകല്യം
एक्सोमीटर,എക്സോമീറ്റർ
विस्तार,വികാസം
"विस्तार, रुंदी, परिमाण, शक्ती","വ്യാപ്തി, വീതി, അളവ്, ശക്തി"
सर्किटचा विस्तार (आकार),സർക്യൂട്ടിന്റെ വികാസം (വലിപ്പം)
समीकरण परिमाण,സമവാക്യത്തിന്റെ അളവ്
कालावधी,സമയപരിധി
मितीय,ഡൈമൻഷണൽ
