Marathi,Assamese
कमी प्लास्टिक मर्यादा,প্লাষ্টিকৰ সীমা কম কৰা
कमी उष्णता सिमेंट,কম তাপত চিমেণ্ট
मशीन मोल्डिंग,মেচিন মল্ডিং
मॅक्रोस्ट्रक्चर,বৃহৎ গঠন
मुख्य हेड रेग्युलेटर,মূল মূৰ নিয়ন্ত্ৰক
मुख्य बंदर,মূল বন্দৰ
मेकअप हवा,মেকআপ এয়াৰ
मॅनसार्ड,মানচাৰ্ড
मार्शलिंग यार्ड,মাৰ্শ্বেলিং গজ
दगडी बांधकाम,শিলৰ কাম
परिपक्व तापमान,পৰিপক্ক উষ্ণতা
मेझानाइन मजला,মেজেনিন মজিয়া
यांत्रिक विश्लेषण,যান্ত্ৰিক বিশ্লেষণ
यांत्रिक वायुवीजन,যান্ত্ৰিক বায়ু চলাচল
मेट्रिक प्रणाली,মেট্ৰিক ব্যৱস্থা
मायक्रोस्ट्रक्चर,অণুগাঁথনি
मिली समतुल्य,মিলি সমতুল্য
मिली समतुल्य प्रति लिटर,প্ৰতি লিটাৰত মিলি সমতুল্য
खनिज,খনিজ পদাৰ্থ
खनिज माती,খনিজ মাটি
किरकोळ बंदर,সৰু বন্দৰ
Mitred बंद,মাইট্ৰেড বন্ধ
मोबाइल माती कोलाइड,চলন্ত মাটিৰ কলয়ড
आर्द्रतेचा अंश,আৰ্দ্ৰতা
ओलावा ग्रेडियंट,আৰ্দ্ৰতাৰ গ্ৰেডিয়েণ্ট
मोनोलिथ,মনোলিথ
मोनोरेल,মনোৰেল
राष्ट्रीय बंदर परिषद,ৰাষ্ট্ৰীয় বন্দৰ পৰিষদ
नैसर्गिक पलंग,প্ৰাকৃতিক বিচনা
नैसर्गिक समाप्त,প্ৰাকৃতিক ফিনিচিং
नैसर्गिक बंदर,প্ৰাকৃতিক বন্দৰ
नैसर्गिक वायुवीजन,প্ৰাকৃতিক বায়ু চলাচল
नौदल बंदर,নৌসেনাৰ বন্দৰ
न्यूटन,নিউটন
एकसमान प्रवाह नसतो,নন ইউনিফৰ্ম প্ৰবাহ
पाण्याचा दर व्यापतो,পানীৰ হাৰ দখল কৰে
तेल रंग,তেলৰ ৰং
तेल विहीर सिमेंट,তেলৰ কুঁৱাৰ চিমেণ্ট
चॅनेल प्रवाह उघडा,মুকলি চেনেলৰ প্ৰবাহ
इष्टतम ओलावा,অনুকূল আৰ্দ্ৰতা
सेंद्रिय माती,জৈৱিক মাটি
अभिमुखता,অভিবিন্যাস
ऑर्थोगोनल,অৰ্থোগনেল
ऑर्टस्टीन,অৰ্টষ্টেইন
बाह्य सिग्नल,বাহিৰৰ সংকেত
ऑक्सिडेशन,অক্সিডেচন
पँट्री,পেণ্ট্ৰি
पॅरापेट,পেৰাপেট
पॅरापेट भिंत,পেৰাপেটৰ দেৱাল
पालक साहित्य,অভিভাৱকৰ সামগ্ৰী
पेबल कास्ट प्लास्टर,শিলগুটি ঢালাই প্লাষ্টাৰ
पेडलफर,পেডালফাৰ
पेडोकल,পেড&#39;কেল
पेडोजेनेसिस,পেড’জেনেছিছ
पेडॉलॉजी,পেড’লজি
पेडोस्फियर,পেড’স্ফিয়াৰ
पेनेट्रोमीटर,পেনেট্ৰ’মিটাৰ
पेन्ट छत,পেণ্ট ছাদ
पेप्टायझिंग एजंट,পেপটাইজিং এজেণ্ট
विश्लेषण कालावधी,বিশ্লেষণৰ সময়ছোৱা
पर्पेंड,পাৰ্পেণ্ড
शोषण,পাৰ্চৰ্পচন
घाट,ঘাট
पिलास्टर,পিলাষ্টাৰ
खेळपट्टी,চূড়া
खड्डे पडलेले छत,পিচড ছাদ
साधा काँक्रीट,সাধাৰণ কংক্ৰিট
विमान कोन,সমতল কোণ
साधे अंगण,সাধাৰণ চোতাল
प्लॅनसोल,প্লেনছল
प्लास्टिकची सुसंगतता,প্লাষ্টিকৰ স্থায়িত্ব
प्लॅस्टिकिटी,প্লাষ্টিচিটি
प्लॅस्टिकिटी निर्देशांक,প্লাষ্টিচিটি সূচকাংক
प्लॅस्टिकिटी मर्यादा,প্লাষ্টিচিটিৰ সীমা
प्लॅस्टिकिटी श्रेणी,প্লাষ্টিচিটিৰ পৰিসৰ
प्लेट रचना,প্লেটি গঠন
प्लिंथ,প্লিন্থ
नांगरलेली माती,হাল বোৱা মাটি
मनुका दगड,প্লামৰ শিল
पॉडझोल,পডজোলে
पॉइंटिंग,আঙুলিয়াই দি
बहुभुज भिंत,বহুভুজীয়া বেৰ
छिद्र जागा,ছিদ্ৰৰ স্থান
बंदर,বন্দৰ
सकारात्मक वायुवीजन,পজিটিভ ভেন্টিলেচন
प्रेयरी माती,প্ৰেয়ৰী মাটি
सुस्पष्टता,নিখুঁততা
प्राथमिक कण,প্ৰাথমিক কণা
प्रिझमॅटिक रचना,প্ৰিজমেটিক গঠন
उत्पादक कार्य,উৎপাদনশীল কাম
प्रकल्पाचे औचित्य,প্ৰকল্পৰ ন্যায্যতা
संरक्षणात्मक कार्य,সুৰক্ষামূলক কাম
स्यूडो-मायसेलियम,ছ্যুড’-মাইচেলিয়াম
डबके,পুখুৰী
पगिंग,পাগিং
प्युमिस,পিউমিচ
पंचन,পাঞ্চিয়ন
कठपुतळी,পুতলা
पुटलॉग,পুটলগ
पुटलॉग मचान,পুটলগ মৰাপাট
सामग्री सर्वेक्षक,পৰিমাণ জৰীপকাৰী
खणाचा रस,শিলৰ ৰস
क्वे,ঘাট
राणी बंद,কুইন বন্ধ
Quoin,কুইইন
तराफा पाया,ৰাফ্ট ফাউণ্ডেচন
राकर,ৰেকাৰ
रेकिंग,ৰেকিং
रॅकिंग बाँड,ৰেকিং বণ্ড
Raking फ्लॅशिंग,ৰেকিং ফ্লেছিং
वेगाने बदलणारा प्रवाह,দ্ৰুতগতিত পৰিৱৰ্তনশীল প্ৰবাহ
वसूल करण्यायोग्य पेमेंट,আদায়যোগ্য পেমেণ্ট
लाल पृथ्वी,ৰঙা মাটি
लाल चिकणमाती,ৰঙা লোম
नियामक,নিয়ন্ত্ৰক
रेगुर किंवा काळी कापूस माती,ৰেগুৰ বা ক’লা কপাহী মাটি
परतफेड करार,ৰিপেমেণ্ট চুক্তি
अवशिष्ट संकोचन,অৱশিষ্ট সংকোচন
अवशिष्ट माती,অৱশিষ্ট মাটি
प्रकट करा,প্ৰকাশ কৰা
पिन प्रकट करा,পিন প্ৰকাশ কৰক
टाय प्रकट करा,টাই প্ৰকাশ কৰক
रिज,ৰিজ
रिज कॅपिंग,ৰিজ কেপিং
नदी,নদী
रस्ता स्थिर,ৰোড ষ্টেড
खडबडीत मलम,ৰুক্ষ প্লাষ্টাৰ
ढिगारा,ধ্বংসাৱশেষ
भंगार दगडी बांधकाम,ধ্বংসাৱশেষৰ শিলৰ কাম
कचऱ्याची भिंत,ধ্বংসাৱশেষৰ দেৱাল
चालू मोजमाप,চলি থকা জোখ-মাখ
सुरक्षित पत्करण्याची क्षमता,নিৰাপদ বহন ক্ষমতা
मीठ ग्लेझ,নিমখৰ গ্লেজ
नमुन्याचा आकार,নমুনাৰ আকাৰ
नमुना वितरण,নমুনা বিতৰণ
नमुना त्रुटी,নমুনা সংগ্ৰহৰ ভুল
वाळू,বালি
वाळू समाप्त,বালিৰ ফিনিচিং
वाळू हात मोल्डिंग,বালিৰ হাতৰ মল্ডিং
सँडिंग,ছেণ্ডিং
संतृप्त माती,সংপৃক্ত মাটি
संतृप्त माती पेस्ट,সংপৃক্ত মাটিৰ পেষ্ট
संपृक्तता अर्क,চেচুৰেচন এক্সট্ৰেক্ট
संपृक्तता टक्केवारी,চেচুৰেচন শতাংশ
बशी घुमट,চচৰ গম্বুজ
मचान,মৰাপাট
शिस्ट,শ্বিষ্ট
सागरी बंदर,সাগৰীয় বন্দৰ
गुप्त गटार,গোপন নালা
दुसरा,দ্বিতীয়
अवसादन विश्लेषण,পলস বিশ্লেষণ
अर्ध-कृत्रिम बंदर,অৰ্ধকৃত্ৰিম বন্দৰ
अर्ध भरतीची गोदी,অৰ্ধ জোৱাৰ-ভাটাৰ ডক
वृद्ध,চেনিল
शेल,শ্বেল
पत्र्याचा ढीग,শ্বীটৰ স্তূপ
संकोचन मर्यादा,সংকোচনৰ সীমা
शटरिंग,শ্বাটাৰিং
सियालिटिक माती,চিয়ালিটিক মাটি
सिएरोझेम,ছিয়েৰ’জেম
खिंडी,চিল
गाळ,পলি
सिंगल फ्लेमिश रक्त,একক ফ্লেমিছ তেজ
एकल दाणेदार रचना,একক দানাযুক্ত গঠন
कंकाल माती,কংকালৰ মাটি
स्कर्टिंग,স্কাৰ্টিং
स्लीपर भिंत,স্লিপাৰ ৱাল
बाजूचे गटर,কাষৰ নালা
स्लाइड नियम,স্লাইড নিয়ম
स्लिप डॉक,স্লিপ ডক
स्मोनिझा,স্মোনিজা
भिजवणे,তিয়াই থোৱা
मातीचा सहवास,মাটিৰ সংঘ
माती वर्ग,মাটিৰ শ্ৰেণী
माती कॉम्प्लेक्स,মাটিৰ জটিলতা
मातीची सुसंगतता,মাটিৰ স্থায়িত্ব
माती कुटुंब,মাটি পৰিয়াল
मातीच्या चौकटीचे काम,মাটিৰ ফ্ৰেমৰ কাম
माती ओलावा,মাটিৰ আৰ্দ্ৰতা
जमिनीतील ओलावा वाढणे,মাটিৰ আৰ্দ্ৰতা বৃদ্ধি
जमिनीतील आर्द्रतेची कमतरता,মাটিৰ আৰ্দ্ৰতাৰ ঘাটি
माती आकारविज्ञान,মাটিৰ আকৃতিবিজ্ঞান
मातीचा कण,মাটিৰ কণা
मातीचा टप्पा,মাটিৰ পৰ্যায়
माती प्रोफाइल,মাটিৰ প্ৰফাইল
मातीची प्रतिक्रिया,মাটিৰ বিক্ৰিয়া
माती वेगळी होते,মাটি পৃথক হয়
माती मालिका,মাটিৰ শৃংখলা
माती समाधान,মাটিৰ দ্ৰৱ
मातीची रचना,মাটিৰ গঠন
मातीचा पोत,মাটিৰ টেক্সচাৰ
मातीचा प्रकार,মাটিৰ প্ৰকাৰ
सोलम,ছলুম
वर्गीकरण,শোষণ
spalls,Spalls
विशिष्ट आयन प्रभाव,নিৰ্দিষ্ট আয়ন প্ৰভাৱ
स्क्वेअर कोर्स्ड रबल चिनाई,বৰ্গক্ষেত্ৰৰ কোৰ্চযুক্ত ধ্বংসাৱশেষৰ শিলৰ কাম
चौरस नियमित कोर्स्ड मलबा दगडी बांधकाम,বৰ্গক্ষেত্ৰৰ নিয়মীয়া কোৰ্চযুক্ত ধ্বংসাৱশেষ শিলৰ কাম
स्थिर प्रवाह,স্থিৰ প্ৰবাহ
स्टेप्ड फ्लॅशिंग,ফিচফিচাই ষ্টেপ কৰিলে
चिकटपणा,আঠাযুক্ততা
स्टिकिंग पॉइंट,ষ্টিক পইণ্ট
दगड,শিল
स्लॉप हात मोल्डिंग,স্লপ হেণ্ড মল্ডিং
पट्टा बिजागर,ষ্ট্ৰেপ হিঞ্জ
स्ट्रॉ बोर्ड,ষ্ট্ৰ’ বৰ্ড
प्रवाह,নিজৰা
ताण,চাপ
स्ट्रेचर,ষ্ট্ৰেচাৰ
स्ट्रेचर बाँड,ষ্ট্ৰেচাৰ বণ্ড
स्ट्रेचर कोर्स,ষ্ট্ৰেচাৰ কোৰ্চ
स्ट्रिंग,তাঁৰ
स्ट्रिंग कोर्स,ষ্ট্ৰিং কোৰ্চ
रचना घटक,গঠন কাৰক
रचना निर्देशांक,গঠন সূচকাংক
स्टुको,ষ্টুকো
स्टड,ষ্টড
स्टायलोबेट,ষ্টাইলবেট
पोट माती,উপ মাটি
उप रचना,উপ গঠন
बेरीज वक्र,যোগফল বক্ৰ
सूर्य अभ्रक,সূৰ্য্যৰ মাইকা
सुपर रचना,চুপাৰ ষ্ট্ৰাকচাৰ
सर्वेक्षक,জৰীপকাৰী
एस-मूल्य,S-মান
स्वॅग,লুট
हंस मान,হাঁসৰ ডিঙি
तंबू,তম্বু
टेबल हँड मोल्डिंग,টেবুল হেণ্ড মল্ডিং
टँकिंग,টেংকিং
टेम्पिएट्टो,টেম্পিয়েট্টো
टेंपरिंग,টেম্পাৰিং
साचा,টেমপ্লেট
साचा,টেমপ্লেট
Tepidarium,টেপিডাৰিয়াম
टेराकोटा,টেৰাকোটা
टेरा रोझा,টেৰা ৰোজা
टेराझो,টেৰাজো
टेट्रा शैली,টেট্ৰা ষ্টাইল
थ्रेशोल्ड मर्यादा मूल्य,থ্ৰেছহ&#39;ল্ড সীমা মান
घसा,নেলু
दगडातून,শিলৰ মাজেৰে
भरतीचे खोरे,জোৱাৰ-ভাটাৰ অৱবাহিকা
टाई बार,টাই বাৰ
टाय बीम,টাই বিম
टाय रॉड,টাই ৰড
तीर्स,তিৰছ
सहिष्णुता,সহনশীলতা
दात काढणे,দাঁত ওলোৱা
वरची माती किंवा पृष्ठभागाची माती,ওপৰৰ মাটি বা পৃষ্ঠৰ মাটি
एकूण सच्छिद्रता,মুঠ ছিদ্ৰতা
ट्रेसरी,ট্ৰেচাৰী
ट्रेन प्रतिकार,ট্ৰেইন ৰেজিষ্টেন্স
ट्रान्सेप्ट,ট্ৰেন্সেপ্ট
संक्रमणकालीन माती,সংক্ৰমণকালীন মাটি
ट्रान्सम,ট্ৰেন্সম
वाहतूक माती,পৰিবহণ মাটি
उपनदी,ট্ৰিবিউটাৰী
ट्रायफोरियम,ট্ৰাইফ’ৰিয়াম
ट्रायग्लिफ,ট্ৰিগ্লিফ
कापलेली माती,ছেদ কৰা মাটি
अशांत प्रवाह,অশান্ত প্ৰবাহ
बुर्ज,টাৰেট
Tympar संख्या,টিম্পাৰ num
अंतिम पत्करण्याची क्षमता,চূড়ান্ত বহন ক্ষমতা
अंतिम पीएच,চূড়ান্ত ph
uncoursed यादृच्छिक भंगार दगडी बांधकाम,আনকোৰ্চড ৰেণ্ডম ধ্বংসাৱশেষ শিলৰ কাম
Uncoursed स्क्वेअर मलबे दगडी बांधकाम,আনকোৰ্চড বৰ্গক্ষেত্ৰৰ ধ্বংসাৱশেষৰ শিলৰ কাম
अंडरक्रॉफ्ट,আণ্ডাৰক্ৰফ্ট
अपूर्ण सच्छिद्रता,ভৰোৱা নোহোৱা ছিদ্ৰতা
एकसमान प्रवाह,একেধৰণৰ প্ৰবাহ
युनिट फ्रेम प्रकार मचान,ইউনিট ফ্ৰেম ধৰণৰ মৰাপাট
अनुत्पादक काम,অনুত্পাদনশীল কাম
असंतृप्त माती,অসংপৃক্ত মাটি
अस्थिर प्रवाह,অস্থিৰ প্ৰবাহ
वरची प्लास्टिक मर्यादा,প্লাষ্টিকৰ ওপৰৰ সীমা
दरी गटर,উপত্যকাৰ নালা
तिजोरी,ভল্ট
व्हेटेरिअम,ভেটেৰিয়াম
वायुवीजन,বায়ু চলাচল কৰা
व्हेंटिलेटर,ভেন্টিলেটৰ
वरमदाह,ভেৰামদহ
वेस्टिब्युल,ভেষ্টিবুল
व्हिला,ভিলা
