Punjabi,Malayalam
ਸਿਸਟਰਸੀਅਨ ਭਿਕਸ਼ੂ,സിസ്റ്റെർസിയൻ സന്യാസി
ਕਿਲਾ,കോട്ട
ਹਵਾਲਾ,അവലംബം
ਹਵਾਲਾ,അവലംബം
ਸਿਵਲ ਅਣਆਗਿਆਕਾਰੀ,നിയമലംഘനം
ਸਿਵਲ ਯੁੱਧ,ആഭ്യന്തരയുദ്ധം
ਸਿਵਿਸ ਰੋਮਨਸ,സിവിസ് റൊമാനസ്
ਕਲਾਸੀਕਲ ਉਮਰ,ക്ലാസിക്കൽ പ്രായം
ਕਲੀਫ਼ਟ (=ਕਲੇਫ਼ਟ),ക്ലെഫ്റ്റ് (=ക്ലെഫ്റ്റ്)
ਕਲਰਕਵਾਦ,പൗരോഹിത്യം
ਕਲਰਚ,ക്ലറച്ച്
ਕਲੀਨਿਕ ਅੰਦੋਲਨ,ക്ലൂനിയാക് പ്രസ്ഥാനം
ਕੋਟ ਸ਼ਸਤ੍ਰ,കോട്ട് കവചം
ਹਥਿਆਰਾਂ ਦਾ ਕੋਟ,കോട്ട് ഓഫ് ആംസ്
ਹਥਿਆਰਾਂ ਦਾ ਕੋਟ,കോട്ട് ഓഫ് ആംസ്
ਹਥਿਆਰਾਂ ਦਾ ਕੋਟ,കോട്ട് ഓഫ് ആംസ്
ਡਾਕ ਦਾ ਕੋਟ,കോട്ട് ഓഫ് മെയിൽ
ਸਮੂਹ,കോഹോർട്ട്
ਕੋਮੀਟੀਆ,കോമിറ്റിയ
Comitia Centuriata,കോമിറ്റിയ സെഞ്ചൂറിയാറ്റ
Comitia Curiata,കോമിറ്റിയ ക്യൂറിയാറ്റ
ਕੋਮੀਟੀਆ ਟ੍ਰਿਬੂਟਾ,കോമിറ്റിയ ട്രിബ്യൂട്ട
ਯਾਦਗਾਰੀ arch,സ്മാരക കമാനം
ਯਾਦਗਾਰੀ ਸਿੱਕਾ,സ്മാരക നാണയം
ਯਾਦਗਾਰੀ ਮੋਹਰ,സ്മരണിക മുദ്ര
ਆਮ ਖੇਤਰ,പൊതുവായ ഫീൽഡ്
Communard,കമ്മ്യൂണർഡ്
ਕਨਕੋਰਡੈਟ,കോൺകോർഡാറ്റ്
ਕਨਕੋਰਡੈਟ,കോൺകോർഡാറ്റ്
ਕੰਡੋਟੀਏਰ,കൊണ്ടോട്ടിയർ
ਪੁਸ਼ਟੀਕਰਣ ਕਾਰਟਾਰਮ,സ്ഥിരീകരണം Cartarum
ਟਕਰਾਅ,സംഘർഷം
ਮੰਡਲੀ,സഭ
ਜਿੱਤਣ ਵਾਲਾ ਰਾਜ,കീഴടക്കുന്ന സംസ്ഥാനം
ਜੇਤੂ,ജേതാവ്
ਵਿਜੇਤਾ,വിജയി
ਕੌਸਿਲਿਅਮ,കോൺസിലിയം
ਕੰਸਿਸਟਰੀ,കോൺസ്റ്ററി
ਸਾਜ਼ਿਸ਼,ഗൂഢാലോചന
ਸਾਜ਼ਿਸ਼,ഗൂഢാലോചന
ਕੌਂਸਲੇਟ,കോൺസുലേറ്റ്
ਸਲਾਹ-ਮਸ਼ਵਰੇ ਦੀ ਕਿਤਾਬ,കൺസൾട്ടേഷൻ പുസ്തകം
ਮਹਾਂਦੀਪੀ ਪ੍ਰਣਾਲੀ,കോണ്ടിനെന്റൽ സിസ്റ്റം
ਕਨਵੈਨਸ਼ਨ ਸੰਸਦ,കൺവെൻഷൻ പാർലമെന്റ്
ਕਾਪਰਹੈੱਡਸ (=ਪੀਸ ਡੈਮੋਕਰੇਟਸ),കോപ്പർഹെഡുകൾ (=സമാധാന ജനാധിപത്യവാദികൾ)
ਕਾਪੀਹੋਲਡ,കോപ്പിഹോൾഡ്
ਘੇਰਾਬੰਦੀ,കോർഡനിംഗ്
ਕਰੋਨਾ,കൊറോണ
ਤਾਜਪੋਸ਼ੀ,കിരീടധാരണം
ਤਾਜਪੋਸ਼ੀ ਪੱਥਰ,കിരീടധാരണ കല്ല്
ਕਾਰਪਸ,കോർപ്പസ്
Corsair,കോർസെയർ
Corsair,കോർസെയർ
ਕੋਰਸੇਟ (=ਕੋਰਸਲੇਟ),കോർസെറ്റ് (=കോർസെലെറ്റ്)
ਕੋਰਟੇਸ,കോർട്ടെസ്
ਕੋਟਰ (=ਕੋਟੀਅਰ),കോട്ടർ (=കോട്ടിയർ)
ਕੋਟਰ (=ਕੋਟੀਅਰ),കോട്ടർ (=കോട്ടിയർ)
ਪੈਲੇਟਿਨੇਟ ਦੀ ਗਿਣਤੀ ਕਰੋ,പാലറ്റിനേറ്റ് എണ്ണുക
ਦੇਸ਼ ਦਾ ਘਰ,നാടൻ വീട്
ਕਾਉਂਟੀ,കൗണ്ടി
ਕਾਉਂਟੀ ਬੋਰੋ,കൗണ്ടി ബറോ
ਕਾਉਂਟੀ ਅਦਾਲਤਾਂ,കൗണ്ടി കോടതികൾ
ਕਾਉਂਟੀ ਪੈਲਾਟਾਈਨ,കൗണ്ടി പാലറ്റൈൻ
ਅਦਾਲਤ,കോടതി
ਅਦਾਲਤ,കോടതി
ਅਦਾਲਤੀ ਸਰਕੂਲਰ,കോടതി സർക്കുലർ
ਅਦਾਲਤੀ ਸ਼ਿਸ਼ਟਾਚਾਰ,കോടതി മര്യാദകൾ
ਦਰਬਾਰੀ,കോർട്ടിയർ
ਕੇਸੇਸ਼ਨ ਦੀ ਅਦਾਲਤ,കാസേഷൻ കോടതി
ਕੋਰਟ ਆਫ਼ ਡਾਇਰੈਕਟਰਜ਼ (EIC),കോർട്ട് ഓഫ് ഡയറക്ടർമാർ (EIC)
ਮਾਲਕਾਂ ਦੀ ਅਦਾਲਤ,ഉടമസ്ഥരുടെ കോടതി
ਦਰਬਾਰੀ ਕਵੀ,കോടതി കവി
ਨੇਮਬੱਧ ਕੈਮਰੋਨੀਅਨ,ഉടമ്പടി കാമറോണിയക്കാർ
ਤਾਜ,കിരീടം
ਤਾਜ,കിരീടം
ਤਾਜ,കിരീടം
ਤਾਜ ਜ਼ਮੀਨ,കിരീട ഭൂമി
ਤਾਜ ਜ਼ਮੀਨ,കിരീട ഭൂമി
ਕ੍ਰਾਊਨ ਪ੍ਰਿੰਸ,കിരീടാവകാശി
ਕਰੂਸੇਡ,കുരിശുയുദ്ധം
ਕਰੂਸੇਡਰ,കുരിശുയുദ്ധക്കാരൻ
ਕ੍ਰਿਪਟੋਗ੍ਰਾਮ,ക്രിപ്റ്റോഗ്രാം
ਕੁਇਰਾਸ,ക്യൂറാസ്
ਕੁਇਰਾਸੀਅਰ,ക്യൂറാസിയർ
ਪੰਥ ਦੇਵਤਾ,ആരാധനാ ദേവത
ਕਰਿਆ,കൂരിയ
ਕਰਿਆ,കൂരിയ
ਜ਼ਾਰਵਾਦ,സാറിസം
ਹਨੇਰਾ ਮਹਾਂਦੀਪ,ഇരുണ്ട ഭൂഖണ്ഡം
ਨਿਰਣੇ ਦਾ ਦਿਨ,വിധി ദിവസം
ਨਿਰਣੇ ਦਾ ਦਿਨ,വിധി ദിവസം
ਡੀਨ,ഡീൻ
ਦਹਾਕਾ,ദശാബ്ദം
ਡੇਨਾਰੀਅਸ,ഡെനാറിയസ്
ਬਰਖਾਸਤ ਬਾਦਸ਼ਾਹ,സ്ഥാനഭ്രഷ്ടനായ രാജാവ്
ਉਜਾੜ,നശിപ്പിക്കുക
ਬਰਬਾਦੀ,നാശം
Dethrone,സിംഹാസനസ്ഥനാക്കുക
ਡਾਇਡੇਮ,ഡയഡം
ਡਾਇਡੇਮ,ഡയഡം
ਡਾਇਡੇਮ,ഡയഡം
ਡਾਇਸੀਆ,ഡയസിയ
ਡਿਕੈਸਟਰੀਅਮ,ഡികാസ്റ്റീരിയം
ਦਿਲੁਵੀਆਵਾਦੀ,ഡിലുവിയലിസ്റ്റ്
ਡਾਇਓਸਿਸ,രൂപത
ਡਾਇਓਸਿਸ,രൂപത
ਨਿਰਦੇਸ਼ਕ (=ਡਾਇਰੈਕਟਰੀ),ഡയറക്‌ടയർ (=ഡയറക്‌ടറി)
ਨਿਰਦੇਸ਼ਕ (=ਡਾਇਰੈਕਟਰੀ),ഡയറക്‌ടയർ (=ഡയറക്‌ടറി)
ਦਿਰਹਾਮ,ദിർഹം
ਬੇਵਫ਼ਾ,വിശ്വസ്തതയില്ലാത്ത
ਬੇਵਫ਼ਾ,വിശ്വസ്തതയില്ലാത്ത
ਭੁੱਲ ਦਾ ਸਿਧਾਂਤ,വീഴ്ചയുടെ സിദ്ധാന്തം
ਦਸਤਾਵੇਜ਼,പ്രമാണം
ਦਸਤਾਵੇਜ਼ੀ ਸਬੂਤ,ഡോക്യുമെന്ററി തെളിവുകൾ
ਡੋਮੇਸਡੇ ਬੁੱਕ,ഡോംസ്‌ഡേ ബുക്ക്
Constantine ਦਾ ਦਾਨ,കോൺസ്റ്റന്റൈന്റെ സംഭാവന
ਕਿਆਮਤ,വിധി
ਦਾਜ ਦੀ ਰਾਣੀ,സ്ത്രീധന രാജ്ഞി
ਡਰੈਗਨ,ഡ്രാഗൺ
ਡਰੋਮੇਡੇਰੀਅਨ,ഡ്രോമെഡേറിയൻ
ਡਰੋਮੇਡਰੀ,ഡ്രോമെഡറി
ਡਰੋਮੰਡ,ഡ്രോമണ്ട്
ਦੋਹਰਾ,ഇരട്ട
ਦੋਹਰਾ ਗਠਜੋੜ,ഇരട്ട സഖ്യം
ਦੋਹਰੀ entente,ഡ്യുവൽ എന്റന്റ്
ਦੋਹਰੀ ਪ੍ਰਣਾਲੀ (= ਦੋਹਰੀ ਸਰਕਾਰ),ഡ്യുവൽ സിസ്റ്റം (=ഇരട്ട സർക്കാർ)
ਡਿਊਕ,ഡ്യൂക്ക്
ਡੂਮਾ,ഡുമ
ਬੌਣਾ ਅਵਤਾਰ,വാമനാവതാരം
ਰਾਜਵੰਸ਼,രാജവംശം
ਰਾਜਵੰਸ਼,രാജവംശം
ਇੱਲ,കഴുകൻ
ਬਜ਼ੁਰਗ ਆਦਮੀ,മൂപ്പൻ
ਅਰਲ,ഏൾ
ਅਰਲਡਮ,എർൾഡം
ਸ਼ੁਰੂਆਤੀ ਗੁਪਤਾ,ആദ്യകാല ഗുപ്തർ
ਸ਼ੁਰੂਆਤੀ (ਇਤਿਹਾਸਕ) ਸਾਈਟਾਂ,ആദ്യകാല (ചരിത്രപരമായ) സൈറ്റുകൾ
ਸ਼ੁਰੂਆਤੀ ਵੈਦਿਕ ਕਾਲ,ആദ്യകാല വേദകാലം
ਉਪਦੇਸ਼ਕ,എക്ലീസിയ
ਬਹਾਲੀ ਦਾ ਹੁਕਮ,തിരിച്ചടവിന്റെ ശാസന
ਅੱਠ ਗੁਣਾ ਮਾਰਗ,എട്ട് മടക്ക പാത
ਬਜ਼ੁਰਗ,മൂപ്പന്മാർ
ਬਜ਼ੁਰਗ ਰਾਜਨੇਤਾ (=ਜੀਨਰੋ),മുതിർന്ന രാഷ്ട്രതന്ത്രജ്ഞൻ (=ജനറോ)
ਹਾਥੀ ਬੱਕਰਾ,എലിഫന്റ് ഗോഡ്
ਗਿਆਰਾਂ ਸਾਲਾਂ ਦਾ ਜ਼ੁਲਮ,പതിനൊന്ന് വർഷത്തെ സ്വേച്ഛാധിപത്യം
ਐਲੀਸੀ (=ਐਲੀਸੀ),എലിസെ (=എലിസീ)
ਘੇਰਾਬੰਦੀ ਅੰਦੋਲਨ,എൻക്ലോഷർ പ്രസ്ഥാനം
ਐਨਸਾਈਕਲਿਕ,വിജ്ഞാനകോശം
ਐਨਸਾਈਕਲੋਪੀਡਿਸਟ ਲਹਿਰ,എൻസൈക്ലോപീഡിസ്റ്റ് പ്രസ്ഥാനം
ਐਂਟੇਨਟੇ,എന്റന്റെ
ਏਨਟੇਂਟ ਕੋਰਡਿਆਲ,എന്റെ ഹൃദയം
ਰਾਜਗੱਦੀ,സിംഹാസനം
ਦਲ,പരിവാരം
ਏਫ਼ੋਦ,എഫോദ്
ਈਫੋਰ,എഫോർ
ਮਹਾਂਕਾਵਿ ਯੁੱਗ,ഇതിഹാസ യുഗം
ਮਹਾਂਕਾਵਿ ਹੀਰੋ,ഇതിഹാസ നായകൻ
ਐਪੀਗ੍ਰਾਫ,എപ്പിഗ്രാഫ്
ਐਪੀਸਕੋਪੇਸੀ,എപ്പിസ്കോപ്പസി
ਐਪੀਸਕੋਪੇਟ,എപ്പിസ്കോപ്പ
ਪ੍ਰਸੰਗ,എപ്പിസോഡ്
ਯੁਗ,യുഗം
ਯੁੱਗ ਬਣਾਉਣ ਵਾਲੀ ਘਟਨਾ,യുഗനിർമ്മാണ സംഭവം
ਯੁਗ-ਰਚਨ ਵਾਲਾ ਮਨੁੱਖ,യുഗനിർമ്മാതാവ്
ਉਪਨਾਮ,പേരുനാമം
ਇਕਵੇਰੀ,ഇക്വറി
ਇਕਵੇਰੀ,ഇക്വറി
ਘੋੜਸਵਾਰ ਦੀ ਮੂਰਤੀ,കുതിരസവാരി പ്രതിമ
ਯੁੱਗ,യുഗം
ਅਰਗਸਟੁਲਮ,എർഗസ്റ്റുലം
ਯੂਕੇਰਿਸਟ,ദിവ്യബലി
ਈਵੈਂਜਲਿਜ਼ਮ,ഇവാഞ്ചലിസം
ਖੁਸ਼ਖਬਰੀ ਦੀ ਲਹਿਰ,സുവിശേഷ പ്രസ്ഥാനം
ਪ੍ਰਚਾਰਕ,സുവിശേഷകൻ
Exarch,എക്സാർച്ച്
Exilarch,എക്സിലാർക്ക്
ਫਲੰਗਿਸਟ,ഫലാങ്കിസ്റ്റ്
ਪਿਤਾ ਦੀ ਜ਼ਮੀਨ,പിതൃഭൂമി
ਪਿਤਾ ਦੀ ਜ਼ਮੀਨ,പിതൃഭൂമി
ਫੇਰੀਆ,ഫെരിയേ
ਫੈਟਿਸ਼,ഫെറ്റിഷ്
ਜਾਗੀਰਦਾਰੀ,ഫ്യൂഡൽ ഹോൾഡിംഗ്സ്
ਜਾਗੀਰਦਾਰੀ (=ਸਾਮੰਤੀ ਸਿਸਟਮ),ഫ്യൂഡലിസം (=ഫ്യൂഡൽ സമ്പ്രദായം)
ਜਗੀਰੂ ਸਿਸਟਮ,ഫ്യൂഡൽ സമ്പ്രദായം
ਜਾਗੀਰਦਾਰ,ഫ്യൂഡറി
ਫਿਦੀ ਡਿਫੈਂਸਰ (= ਵਿਸ਼ਵਾਸ ਦਾ ਰਖਵਾਲਾ),ഫിഡെ ഡിഫൻസർ (=വിശ്വാസത്തിന്റെ സംരക്ഷകൻ)
Fief,ഫൈഫ്
ਫੀਲਡ ਸਿਸਟਮ,ഫീൽഡ് സിസ്റ്റം
ਪੰਦਰਵਾਂ ਟੈਕਸ,പതിനഞ്ചാമത്തെ നികുതി
ਚਿੱਤਰ ਸਿਰ,ചിത്ര തല
ਫਿਨ ਡੀ ਸੀਕਲ,ഫിൻ ഡി സൈക്കിൾ
ਅੱਗ ਖਾਣ ਵਾਲਾ,തീ തിന്നുന്നവൻ
ਪੰਜ ਮੀਲ ਐਕਟ,അഞ്ച് മൈൽ നിയമം
ਝੰਡਾ,പതാക
ਫਲੇਮੇਨ ਡਾਇਲਿਸ,ഫ്ലെമെൻ ഡയാലിസ്
ਫਲੇਮੇਨ ਮਾਰਸ਼ਲਿਸ,ഫ്ലമെൻ മാർട്ടിയാലിസ്
ਬਲਦੀ ਮਸ਼ਾਲ,ജ്വലിക്കുന്ന ടോർച്ച്
ਫਲੈਂਕ,പാർശ്വഭാഗം
ਫਲੈਂਕਿੰਗ ਅੰਦੋਲਨ,ഫ്ലാങ്കിംഗ് ചലനം
ਵਧਦੀ ਹੋਈ ਸੱਭਿਅਤਾ,അഭിവൃദ്ധി പ്രാപിക്കുന്ന നാഗരികത
ਪ੍ਰਵਾਹਵਾਦੀ ਵਿਸ਼ਵਾਸ,ഫ്ലൂവിയലിസ്റ്റിക് വിശ്വാസം
ਲੋਕ ਦੇਵਤਾ,നാടോടി ദൈവം
ਲੋਕ ਦੇਵੀ,നാടോടി ദേവത
ਲੋਕ ਯਾਦ,നാടോടി ഓർമ്മ
ਲੋਕ-ਕਥਾ (=ਲੋਕ ਕਥਾ),നാടോടി മിത്ത് (=നാടോടിക്കഥ)
ਚਾਰਾ,തീറ്റ കണ്ടെത്തുന്നു
ਧੜਾਧੜ,ഫോറേ
ਪਹਿਲਾਂ ਤੋਂ,മുൻഗാമി
ਪੂਰਵਜ,പൂർവ്വപിതാവ്
ਅਗਲਾ,മുൻഗാമി
ਉਦਾਸ ਉਮੀਦ,കൈവിട്ട പ്രതീക്ഷ
ਰਚਨਾਤਮਕ ਪੜਾਅ,രൂപീകരണ ഘട്ടം
ਕਿਲਾ,കോട്ട
ਕਿਲਾਬੰਦੀ,കോട്ടകെട്ടൽ
ਕਿਲਾਬੰਦ ਸ਼ਹਿਰ,ഉറപ്പുള്ള പട്ടണം
ਕਿਲ੍ਹਾ,കോട്ട
Fortuna,ഫോർച്യൂണ
ਫੋਰਮ ਰੋਮਨਮ,ഫോറം റൊമാനം
ਫਰਾਂਸਿਸਕਨ,ഫ്രാൻസിസ്കൻ
ਫਰੈਂਕਲਿਨ,ഫ്രാങ്ക്ലിൻ
ਭਰਾਤਰੀ ਜੰਗ,സഹോദരീഹത്യ യുദ്ധം
ਮੁਫ਼ਤ ਚਰਚ,സ്വതന്ത്ര പള്ളി
ਫਰੀਹੋਲਡਰ,ഫ്രീഹോൾഡർ
ਫ੍ਰੀਲਾਂਸ ਸਿਪਾਹੀ,സ്വതന്ത്ര സൈനികൻ
ਫ੍ਰੀਲਾਂਸ ਸਿਪਾਹੀ,സ്വതന്ത്ര സൈനികൻ
ਫ੍ਰੀਮੈਨ,ഫ്രീമാൻ
ਫ੍ਰੀਮੈਨ,ഫ്രീമാൻ
ਫ੍ਰੀਪਾਸ,സൗജന്യ പ്രവേശനം
ਫਰਾਂਸੀਸੀ ਕ੍ਰਾਂਤੀ,ഫ്രഞ്ച് വിപ്ലവം
ਤਪੱਸਿਆ,ഫ്രയർ
ਫਰਿਆਸੀਅਨ ਕਿਰਾਏਦਾਰ,ഫ്രാസിയൻ കൂലിപ്പടയാളികൾ
ਸਰਹੱਦੀ ਆਦਮੀ,അതിർത്തിയിലെ മനുഷ്യൻ
ਗੈਲੀਓਨ,ഗാലിയൻ
ਗੈਲੀਕਨ (=ਗੈਲੀਕਨਿਸਟ),ഗാലിക്കൻ (=ഗല്ലിക്കനിസ്റ്റ്)
ਗੈਲੀਕਨਵਾਦ,ഗാലിക്കനിസം
ਗੈਰੀਸਨ,ഗാരിസൺ
ਗੌਲ,ഗൗൾ
ਗੌਂਟਲੇਟ,ഗൗണ്ട്ലെറ്റ്
ਗੌਂਟਲੇਟ,ഗൗണ്ട്ലെറ്റ്
ਗਾਜ਼ੇਬੋ,ഗസീബോ
ਗਾਜ਼ੇਬੋ,ഗസീബോ
ਗਾਜ਼ੇਬੋ,ഗസീബോ
ਵੰਸ਼ਾਵਲੀ ਇਤਿਹਾਸ,വംശാവലി ചരിത്രം
ਵੰਸ਼ਾਵਲੀ ਰਿਕਾਰਡ,വംശാവലി രേഖ
ਵੰਸ਼ਾਵਲੀ ਸਾਰਣੀ,വംശാവലി പട്ടിക
ਵੰਸ਼ਾਵਲੀ ਰੁੱਖ,വംശാവലി വൃക്ഷം
ਵੰਸ਼ਾਵਲੀ,വംശാവലി
ਵੰਸ਼ਾਵਲੀ,വംശാവലി
ਪੀੜ੍ਹੀ,തലമുറ
ਨਸਲਕੁਸ਼ੀ,വംശഹത്യ
ਗ਼ੈਰ-ਯਹੂਦੀ,വിജാതീയൻ
ਗ਼ੈਰ-ਯਹੂਦੀ,വിജാതീയൻ
ਗ਼ੈਰ-ਯਹੂਦੀ,വിജാതീയൻ
ਗ਼ੈਰ-ਯਹੂਦੀ,വിജാതീയൻ
ਘੇਟੋ,ഗെട്ടോ
ਘੇਟੋ,ഗെട്ടോ
ਗਿੱਬਟ,ഗിബെറ്റ്
ਗਿਲਡ (=ਗਿਲਡ),ഗിൽഡ് (=ഗിൽഡ്)
ਗਲੇਡੀਏਟਰ,ഗ്ലാഡിയേറ്റർ
ਸ਼ਾਨਦਾਰ ਇਨਕਲਾਬ,മഹത്തായ വിപ്ലവം
ਗੋਲਡਨ ਹੋਰਡ,ഗോൾഡൻ ഹോർഡ്
ਮਹਾਨ ਗਠਜੋੜ,മഹാസഖ്യം
ਗ੍ਰੈਂਡੀ,ഗ്രാൻഡീ
ਗ੍ਰੈਂਡ ਸਾਈਨਰ,ഗ്രാൻഡ് സിഗ്നർ
ਗ੍ਰੈਂਡ ਸਾਈਨਰ,ഗ്രാൻഡ് സിഗ്നർ
ਮਹਾਨ ਸਿਵਲ ਯੁੱਧ,മഹത്തായ ആഭ്യന്തരയുദ്ധം
ਮਹਾਨ ਵਿਦਾਇਗੀ (ਬੁੱਧ ਦਾ),മഹത്തായ പുറപ്പാട് (ബുദ്ധന്റെ)
ਗ੍ਰੇਟਰ ਇੰਡੀਆ,ഗ്രേറ്റർ ഇന്ത്യ
ਮਹਾਨ Hellas,ഗ്രേറ്റ് ഹെല്ലസ്
ਮਹਾਨ ਭੀੜ,വലിയ സംഘം
ਮਹਾਨ ਤਿਆਗ (= ਮਹਾਨ ਰਵਾਨਗੀ),മഹത്തായ ത്യാഗം (=വലിയ പുറപ്പാട്)
ਮਹਾਨ ਸੀਲ,വലിയ മുദ്ര
ਮਹਾਨ ਟ੍ਰੈਕ,വലിയ ട്രാക്ക്
ਮਹਾਨ ਵਾਹਨ,വലിയ വാഹനം
ਚੀਨ ਦੀ ਮਹਾਨ ਕੰਧ,ചൈനീസ് വന്മതില്
ਗ੍ਰੀਵ,ഗ്രേവ്
ਗਾਰਡ-ਚੰਬਰ,ഗാർഡ് ചേംബർ
ਗਾਰਡ-ਚੰਬਰ,ഗാർഡ് ചേംബർ
ਗਾਰਡ-ਚੰਬਰ,ഗാർഡ് ചേംബർ
ਗੁਪਤਾ,ഗുപ്തർ
ਹੈਜੀਓਗ੍ਰਾਫੀ,ഹാജിയോഗ്രാഫി
ਹੈਜੀਓਗ੍ਰਾਫੀ,ഹാജിയോഗ്രാഫി
ਹੈਜੀਓਲੋਜੀ,ഹാജിയോളജി
ਹੈਜੀਓਲੋਜੀ,ഹാജിയോളജി
ਨਿੱਜੀ ਦਰਸ਼ਕਾਂ ਦਾ ਹਾਲ,സ്വകാര്യ പ്രേക്ഷകരുടെ ഹാൾ
ਜਨਤਕ ਦਰਸ਼ਕਾਂ ਦਾ ਹਾਲ,പൊതു പ്രേക്ഷകരുടെ ഹാൾ
ਹੈਚਮੈਂਟ,ഹാച്ച്മെന്റ്
ਈਥਨ,ഹീതൻ
ਈਥਨ,ഹീതൻ
ਹੇਥਨਿਜ਼ਮ,ഹീതനിസം
ਹੇਗੀਰਾ (ਹੀਜਰਾ),ഹെഗിറ (ഹെജേര)
ਹੇਲੇਨਿਜ਼ਮ,ഹെല്ലനിസം
ਹੇਲੋਟ,ഹെലോട്ട്
ਹੇਰਾਲਡਰੀ,ഹെറാൾഡ്രി
ਵਿਰਾਸਤ,പൈതൃകം
ਹਾਇਰੋਗਲਿਫਿਕ ਰੇਖਿਕ ਅੱਖਰ,ഹൈറോഗ്ലിഫിക് ലീനിയർ പ്രതീകങ്ങൾ
ਹਾਇਰੋਗਲਿਫਿਕ ਲਿਪੀ,ഹൈറോഗ്ലിഫിക് ലിപി
ਉੱਚ ਚਰਚ,ഉയർന്ന പള്ളി
ਉੱਚ ਲੈਂਡਰ,ഉയർന്ന ലാൻഡർ
ਹਿੰਦੂ ਧਰਮ,ഹിന്ദുമതം
ਇਤਿਹਾਸਕਾਰ,ചരിത്രകാരൻ
ਇਤਿਹਾਸਕਾਰ,ചരിത്രകാരൻ
ਇਤਿਹਾਸਕ ਪਦਾਰਥਵਾਦ,ചരിത്രപരമായ ഭൗതികവാദം
ਇਤਿਹਾਸਕ ਯੁੱਗ,ചരിത്ര യുഗം
ਇਤਿਹਾਸਕ ਸਰਹੱਦ,ചരിത്രപരമായ അതിർത്തി
ਇਤਿਹਾਸਕਾਰ,ചരിത്രകാരൻ
ਇਤਿਹਾਸਕਾਰ,ചരിത്രകാരൻ
ਇਤਿਹਾਸਕਾਰੀ,ചരിത്രരചന
ਇਤਿਹਾਸਕਾਰੀ,ചരിത്രരചന
ਇਤਿਹਾਸ,ചരിത്രം
ਹਿੱਟੀ ਸਾਮਰਾਜ,ഹിറ്റൈറ്റ് സാമ്രാജ്യം
ਪਵਿੱਤਰ ਗਠਜੋੜ,വിശുദ്ധ സഖ്യം
ਪਵਿੱਤਰ ਸ਼ਹਿਰ,വിശുദ്ധ നഗരം
ਪਵਿੱਤਰ ਸ਼ਹਿਰ,വിശുദ്ധ നഗരം
ਪਵਿੱਤਰ ਧਰਤੀ,പുണ്യ സ്ഥലം
ਪਵਿੱਤਰ ਧਰਤੀ,പുണ്യ സ്ഥലം
ਹੋਲੀ ਲੀਗ,ഹോളി ലീഗ്
ਹੋਲੀ ਲੀਗ,ഹോളി ലീഗ്
ਪਵਿੱਤਰ ਰੋਮਨ ਸਾਮਰਾਜ (= ਸਾਮਰਾਜ),വിശുദ്ധ റോമൻ സാമ്രാജ്യം (= സാമ്രാജ്യം)
ਪਵਿੱਤਰ ਸਾਗਰ,വിശുദ്ധ കടൽ
ਪਵਿੱਤਰ ਸਾਗਰ,വിശുദ്ധ കടൽ
ਪਵਿੱਤਰ ਜੰਗ,വിശുദ്ധ യുദ്ധം
ਪਵਿੱਤਰ ਜੰਗ,വിശുദ്ധ യുദ്ധം
ਗ੍ਰਹਿ ਸਰਕਾਰ,ആഭ്യന്തര സർക്കാർ
ਹੋਮ ਗਾਰਡ,ഹോം ഗാർഡ്
ਹੋਮਲੈਂਡ,സ്വദേശം
ਘਰੇਲੂ ਨਿਯਮ,ഹോം റൂൾ
ਹੋਮ ਰੂਲ,ഹോം റൂൾ
ਹੋਰਡ,കൂട്ടം
Horde,കൂട്ടം
ਦੁਸ਼ਮਣ ਦੇਸ਼,ശത്രു രാജ്യം
ਵਿਰੋਧੀ ਜ਼ਮੀਨ,ശത്രു ഭൂമി
ਗਰਮ ਪਿੱਛਾ,ചൂടുള്ള പിന്തുടരൽ
ਘਰ,വീട്
ਘਰ,വീട്
ਹਾਊਸ ਆਫ ਕਾਮਨਜ਼,പ്രജാസഭ
ਲਾਰਡਸ ਦਾ ਘਰ,ഹൗസ് ഓഫ് ലോർഡ്സ്
ਪ੍ਰਤੀਨਿਧ ਸਦਨ,പ്രതിനിധി സഭ
ਹਿਊਗਨੋਟਸ,ഹ്യൂഗനോട്ടുകൾ
ਮਾਨਵਵਾਦ,മാനവികത
ਮਾਨਵਵਾਦੀ,ഹ്യൂമനിസ്റ്റ്
ਸੌ ਯਸਰਸ ਦੀ ਜੰਗ,നൂറ് യെസ്സർ യുദ്ധം
ਹੰਕਾਰ,ഹങ്കർ
ਇਬਾਦਤ ਖਾਨਾ (ਪੂਜਾ ਘਰ),ഇബാദത്ത് ഖാന (ആരാധനാലയം)
ਆਈਕੋਨੋਕਲਾਸਟ,ഐക്കണോക്ലാസ്റ്റ്
ਮੂਰਤੀਕਾਰ,വിഗ്രഹാരാധകൻ
ਇਲਾਹੀ ਯੁੱਗ,ഇലാഹി യുഗം
ਗੈਰ-ਕਾਨੂੰਨੀ ਜੰਗ,നിയമവിരുദ്ധ യുദ്ധം
ਪ੍ਰਕਾਸ਼ਿਤ ਖਰੜੇ,പ്രകാശിതമായ കൈയെഴുത്തുപ്രതി
ਚਿੱਤਰਿਤ ਹੱਥ-ਲਿਖਤ,ചിത്രീകരിച്ച കൈയെഴുത്തുപ്രതി
