Bengali,Malayalam
1. কলম 2. কাটিং 3. কাটিং 4. কাটিং 5. কাটিং,1. പേന 2. മുറിക്കൽ 3. മുറിക്കൽ 4. മുറിക്കൽ 5. മുറിക്കൽ
1. কৃমি কর্পাস 2. সিস্ট 3. সিস্ট 4. বিকৃত পিণ্ড 5. নিওপ্লাজম,1. വിര കോർപ്പസ് 2. സിസ്റ്റ് 3. സിസ്റ്റ് 4. വികലമായ മുഴ 5. നിയോപ്ലാസം
সাইটোক্রোম,സൈറ്റോക്രോം
সেল কাপলিং,സെൽ കപ്ലിംഗ്
কোষের প্রজনন,കോശ പുനരുൽപാദനം
কোষ জেনেটিক্স,സെൽ ജനിതകശാസ്ത്രം
সাইটোপ্লাজমিক বিভাগ,സൈറ്റോപ്ലാസ്മിക് ഡിവിഷൻ
কোষ বিদ্যা,സെൽ ബയോളജി
কোষের লাইসিস,സെൽ ലിസിസ്
1. সাইটোমের 2. কোষ বিভাজন,1. സൈറ്റോമിയർ 2. സെൽ സെഗ്മെന്റേഷൻ
সাইটোপ্লাজম,സൈറ്റോപ്ലാസം
1. ডেইরি 2. ডেইরি,1. ഡയറി 2. ഡയറി
দুগ্ধ শিল্প,ക്ഷീര വ്യവസായം
1. বাঁধ 2. ব্রিডার,1. ഡാം 2. ബ്രീഡർ
দিন পরম উদ্ভিদ,ദിവസം സമ്പൂർണ്ണ പ്ലാന്റ്
ফুল ফোটার পর দিন,പൂവിടുമ്പോൾ ദിവസം
ফুল ফোটার পর দিন,മുഴുവൻ പൂവിടുമ്പോൾ ഒരു ദിവസം
অদক্ষতা,കാര്യക്ഷമതയില്ലായ്മ
decalcification,ഡീകാൽസിഫിക്കേഷൻ
1. অপসারণ 2. অপসারণ,1. ഡിസ്ലോഡ്ജ് 2. ഡിസ്ലോഡ്ജ്
ক্ষয়,ക്ഷയം
পর্ণমোচী,ഇലപൊഴിയും
1. দশমিক 2. দশমিক,1. ദശാംശം 2. ദശാംശം
হীনমন্যতা,അപകർഷത
অনুরান (মাটি),അനുരൻ (മണ്ണ്)
বিপুষ্পন,വിപുഷ്പൻ
বিলিং,ബില്ലിംഗ്
বন নিধন,വനനശീകരണം
অসম্মান,അപമാനം
অধঃপতন,തരംതാഴ്ത്തൽ
অংশ দিন,ഭാഗം ദിവസം
1. পরিমাণ 2. অংশ,1. അളവ് 2. ഭാഗം
dehiscence,അപചയം
ভুসি অপসারণ,തൊണ്ട നീക്കം
ভুসি অপসারণ,തൊണ്ട നീക്കം
পানিশূন্যতা,നിർജ്ജലീകരണം
নির্জল,ജലരഹിതമായ
চাহিদা,ആവശ്യം
1. বিকৃতকরণ 2. গুণ,1. ഡീനാറ്ററേഷൻ 2. ഗുണനം
বর্জন,അപകീർത്തിപ്പെടുത്തൽ
1. জমা (মাটি) 2. জমা (অর্থনীতি),1. നിക്ഷേപം (മണ്ണ്) 2. നിക്ഷേപം (സാമ്പത്തികശാസ്ത്രം)
আমানত,നിക്ഷേപം
1. অবচয় 2. অবচয়,1. മൂല്യത്തകർച്ച 2. മൂല്യത്തകർച്ച
বিশুদ্ধকরণ,ഉപ്പുനീക്കം
1. জল শুকিয়ে যাওয়া 2. ডিহাইড্রেশন,1. വെള്ളം ഉണക്കൽ 2. നിർജ്ജലീകരണം
1. ডিজাইন 2. ডিজাইন,1. ഡിസൈൻ 2. ഡിസൈൻ
শুষ্ক,വരണ്ട
কার্নেল অপসারণ,കേർണൽ നീക്കം
de-intercalation,ഡി-ഇന്റർകലേഷൻ
সংযোজন,സംയോജനം
1. পুরুষ মঞ্জরি নিষ্কাশন (ভুট্টা) 2. বলর নিষ্কাশন,1. ആൺ മഞ്ജരി വേർതിരിച്ചെടുക്കൽ (ചോളം) 2. ബല്ലാർ വേർതിരിച്ചെടുക്കൽ
বল্লার বা কুন্দন কাটিং,ബല്ലാർ അല്ലെങ്കിൽ കുന്ദൻ മുറിക്കൽ
নির্ধারক,നിർണ്ണയിക്കുന്നയാൾ
অবমূল্যায়ন,മൂല്യച്യുതി
উদ্ভিজ্জ,സസ്യഭക്ഷണം
বিচ্যুতি,വ്യതിയാനം
দ্বিগুণ,ഇരട്ടി
রোগ নির্ণয়,രോഗനിർണയം
বিভিন্ন পরিপক্কতা,വ്യത്യസ്ത പക്വത
বিভাজন,വിഭജനം
1. ডাইকোটাইলেডন 2. ডাইকোটাইলেডন (বীজ),1. ഡൈക്കോട്ടിലിഡൺ 2. ഡൈക്കോട്ടിലിഡൺ (വിത്ത്)
পিঠের রোগ,പുറം രോഗം
1. ডিফিউশন 2. ডিফিউশন,1. ഡിഫ്യൂഷൻ 2. ഡിഫ്യൂഷൻ
হজম ক্ষমতা,ദഹനക്ഷമത
ডাইহাইব্রিড,ഡൈഹൈബ്രിഡ്
1. বাঁধ 2. ড্রেন 3. পরিবার,1. ഡാം 2. ഡ്രെയിൻ 3. കുടുംബം
সামান্য,തുച്ഛമായ
1. একগামী 2. একগামী,1. ഏകഭാര്യ 2. ഏകഭാര്യ
ডিপ্লয়েড,ഡിപ്ലോയിഡ്
1. ডিপ্লয়েড 2. ডিপ্লয়েড,1. ഡിപ്ലോയിഡ് 2. ഡിപ്ലോയിഡ്
ডাইপোল,ദ്വിധ്രുവം
1. নিষ্কাশন 2. কুঁড়ি অপসারণ,1. വേർതിരിച്ചെടുക്കൽ 2. ബഡ് നീക്കം
1. লাঙ্গল চাষ 2. স্পিনিং,1. പ്ലോ പ്ലോവിംഗ് 2. സ്പിന്നിംഗ്
ছাড়,കിഴിവ്
জীবাণুমুক্তকরণ,അണുനശീകരണം
1. বিচ্ছুরণ 2. বিক্ষিপ্তকরণ,1. ഡിസ്പർഷൻ 2. ചിതറിക്കൽ
1. বিক্ষিপ্তকরণ 2. ভিন্নতা,1.ചിതറിക്കൽ 2.വ്യതിയാനം
বৈচিত্রতা,വൈവിധ്യവൽക്കരണം
বৈচিত্র্যময় কৃষি,വൈവിധ്യമാർന്ന കൃഷി
ডিএনএ পদক্ষেপ,ഡിഎൻഎ ഘട്ടം
ডিএনএ রিসিভার,ഡിഎൻഎ റിസീവർ
ডক ভাড়া,ഡോക്ക് വാടകയ്ക്ക്
কার্যকর,ഫലപ്രദമായ
সুপ্ততা,സുഷുപ്തി
1. পরিমাণ 2. ডোজ 3. ডোজ,1. അളവ് 2. അളവ് 3. അളവ്
ডবল সিগমায়েড বক্ররেখা,ഇരട്ട സിഗ്മോയിഡ് കർവ്
1. দমকা 2. প্রসারিত,1. കാറ്റ് 2. നീട്ടുക
1. নিষ্কাশন ড্রেন 2. বর্জ্য,1. എക്‌സ്‌ഹോസ്റ്റ് ഡ്രെയിൻ 2. മലിനജലം
নিষ্কাশন,ഡ്രെയിനേജ്
আকর্ষণ,ട്രാക്ഷൻ
1. ওষুধ দিন 2. ভিজিয়ে দিন,1. മരുന്ന് കൊടുക്കുക 2. നനയ്ക്കുക
প্রসাধনী (বীজ),സൗന്ദര്യവർദ്ധക വസ്തുക്കൾ (വിത്തുകൾ)
1. auger 2. অগভীর ফল্ট 3. ড্রিল 4. auger,1. ആഗർ 2. ആഴം കുറഞ്ഞ തകരാർ 3. ഡ്രിൽ 4. ആഗർ
1. গর্ত 2. ড্রিল 3. ড্রিল,1. ദ്വാരം 2. ഡ്രിൽ 3. ഡ്രിൽ
1. ড্রিলিং 2. একটি ড্রিল দিয়ে বপন করা 3. একটি ড্রিল দিয়ে ঢালা,1. ഡ്രില്ലിംഗ് 2. ഡ്രിൽ ഉപയോഗിച്ച് വിതയ്ക്കൽ 3. ഡ്രിൽ ഉപയോഗിച്ച് ഒഴിക്കുക
ড্রিপ সেচ,ഡ്രിപ്പ് ഇറിഗേഷൻ
শুকনো চাষ,ഉണങ്ങിയ കൃഷി
1.ধুলো 2.বুকনি,1.പൊടി 2.ബുക്നെ
1. ডাস্টার 2. বিক্ষিপ্তকারী,1. ഡസ്റ്റർ 2. സ്കാറ്ററർ
ছিটানো,തളിക്കാൻ
1. বামন 2. বামন,1. വാമനൻ 2. വാമനൻ
বামন পিরামিড,വാമന പിരമിഡ്
ভামিনী ভবন,വാമിനി ഭവൻ
বাস্তুশাস্ত্র,പരിസ്ഥിതി ശാസ്ത്രം
অর্থনীতি,ഇക്കണോമെട്രിക്സ്
অর্থনৈতিক দক্ষতা,സാമ്പത്തിക കാര്യക്ഷമത
পরিস্থিতিগত প্রকার,സാഹചര്യ തരം
অতিরিক্ত স্তরিত,അധിക-സ്ട്രാറ്റിഫൈഡ്
নরম,മൃദുവായ
মৃত্তিকা বিজ্ঞান,മണ്ണ് ശാസ്ത്രം
1. ব্রিজিং 2. এজিং 3. স্ট্র্যান্ড ক্লোজার,1. ബ്രിഡ്ജിംഗ് 2. എഡ്ജിംഗ് 3. സ്ട്രാൻഡ് ക്ലോഷർ
খাদ্য অংশ,ഭക്ഷണ ഭാഗം
চাহিদার স্থিতিস্থাপকতা,ഡിമാൻഡിന്റെ ഇലാസ്തികത
উত্পাদন স্থিতিস্থাপকতা,ഉത്പാദന ഇലാസ്തികത
তড়িৎ বিশ্লেষণ,വൈദ്യുതവിശ്ലേഷണം
ইলেক্ট্রোফোরেসিস,ഇലക്ട്രോഫോറെസിസ്
বাষ্পীভবন,ആവിയായി
1. শিরশ্ছেদ 2. বন্দী 3. শিরশ্ছেদ 4. জীবাণুমুক্ত,1. ശിരഛേദം 2. വന്ധ്യംകരണം 3. ശിരഛേദം 4. വന്ധ്യംകരണം
1. উইয়ার বান্দি 2. স্ট্রবান্ডি,1. വീർ ബാൻഡി 2. സ്ട്രോബണ്ടി
ভ্রূণ,ഭ്രൂണം
1. ভ্রূণবিদ্যা 2. পদার্থবিদ্যা,1. ഭ്രൂണശാസ്ത്രം 2. ഭൗതികശാസ്ത്രം
1. প্রস্থান 2. প্রস্থান,1. പുറത്തുകടക്കുക 2. പുറത്തുകടക്കുക
ইমালসিফায়ার,എമൽസിഫയർ
অন্তঃসত্ত্বা,അന്തർജനകമായ
আন্তঃবিন্দু বিভাগ,ഇൻട്രാ പോയിന്റ് ഡിവിഷൻ
অন্তঃপরজীবী,ഇൻട്രാ-പാരാസിറ്റിക്
এন্ডোস্পার্ম,എൻഡോസ്പേം
এন্টারপ্রাইজ,എന്റർപ്രൈസ്
কীটতত্ত্ব,കീടശാസ്ത്രം
পরিবেশ,പരിസ്ഥിതി
1. এনজাইম 2. এনজাইম,1. എൻസൈം 2. എൻസൈം
ক্লাস্টার গ্রাফটিং,ക്ലസ്റ്റർ ഗ്രാഫ്റ്റിംഗ്
1. এপিফাইট 2. এপিফাইট,1. എപ്പിഫൈറ്റ് 2. എപ്പിഫൈറ്റ്
ইক্যুইটি,ഇക്വിറ്റി
নির্মূল,ഉന്മൂലനം
অত্যাবশ্যক পুষ্টি,അവശ്യ പോഷകങ്ങൾ
1. পরিমাপ 2. জাম্প 3. মূল্যায়ন,1. അളവ് 2. ജമ്പ് 3. വിലയിരുത്തൽ
সূক্ষ্মতা,സൂക്ഷ്മത
সুজনিক,സുജനിക്
মূল্যায়ন,മൂല്യനിർണ്ണയം
বাষ্প গেজ,സ്റ്റീം ഗേജ്
বাষ্পীভবন,ബാഷ്പീകരണ പ്രചോദനം
চিরন্তন বিপ্লব,ശാശ്വത വിപ്ലവം
1. চিরসবুজ 2. চিরসবুজ,1. നിത്യഹരിതം 2. നിത്യഹരിതം
উন্নয়ন,വികസനം
বিছিন্ন করা,വിച്ഛേദിക്കുക
পরিক্ষয় (উর্বরতা),പരീക്ഷയ് (ഫെർട്ടിലിറ്റി)
শোষণ,ചൂഷണം
1. অন্বেষণ 2. অন্বেষণ,1. പര്യവേക്ഷണം 2. പര്യവേക്ഷണം
1. এক্সট্রুশন 2. নির্গমন,1. എക്സ്ട്രൂഷൻ 2. എമിഷൻ
আই,കണ്ണ്
1. ফ্যাক্টর 2. কম্পোনেন্ট 3. ফ্যাক্টর 4. রিসোর্স,1. ഘടകം 2. ഘടകം 3. ഘടകം 4. റിസോഴ്സ്
ফ্যাক্টর উত্পাদনশীলতা,ഘടകം ഉത്പാദനക്ഷമത
ব্যবসায়ীদের ডিসকাউন্ট,വ്യാപാരിയുടെ കിഴിവ്
ফ্যাক্টরিয়াল ব্লক ডিজাইন,ഫാക്‌ടോറിയൽ ബ്ലോക്ക് ഡിസൈൻ
বিকল্প,ബദൽ
1. পট্টি 2. পালিহার,1. പട്ടി 2. പലിഹാർ
স্থূল,മൊത്തത്തിലുള്ള
ক্ষেত্রের মূল্যায়ন,ഫീൽഡ് മൂല്യനിർണ്ണയം
খামার বাজেট,കാർഷിക ബജറ്റിംഗ്
কৃষি ব্যবসা,കാർഷിക ബിസിനസ്സ്
ক্ষেত্রের পরিকল্পনা,ഫീൽഡ് ആസൂത്രണം
1. কৃষক 2. কৃষক,1. കർഷകൻ 2. കർഷകൻ
1. কৃষি 2. কৃষিকাজ,1. കൃഷി 2. കൃഷി
সংঘর্ষ,കൂട്ടിയിടി
একাধিক প্রজনন,ഒന്നിലധികം പ്രജനനം
গাঁজন,അഴുകൽ
উর্বরতা,ഫെർട്ടിലിറ്റി
সার,വളം
সার ব্যবহারের দক্ষতা,വളം ഉപയോഗം കാര്യക്ഷമത
তন্তুযুক্ত,നാരുകളുള്ള
1. খামার 2. এলাকা 3. অবস্থান,1. ഫാം 2. ഏരിയ 3. സ്ഥലം
মাটির জল ধরে রাখা,മണ്ണ് വെള്ളം പിടിക്കൽ
ক্ষেত্র প্রদর্শন,ഫീൽഡ് പ്രദർശനം
1. ইমোবিলাইজেশন 2. ফিক্সেশন 3. ফিক্সেশন,1. ഇമ്മൊബിലൈസേഷൻ 2. ഫിക്സേഷൻ 3. ഫിക്സേഷൻ
1. প্লাবন 2. গর্ভধারণ,1. വെള്ളപ്പൊക്കം 2. ഇംപ്രെഗ്നേഷൻ
প্রবাহ চিত্র,ഒഴുക്ക് ഡയഗ്രം
খাদ্য মূল্য,ഭക്ഷണ മൂല്യം
পশুখাদ্য,കാലിത്തീറ്റ
পূর্বাভাস,പ്രവചനം
বন। জংগল,വനം
বনায়ন,വനവൽക്കരണം
1. তাদপার্ন 2. ফর্ম,1. ടാഡ്പാർൺ 2. ഫോം
হিম প্রতিরোধী,മഞ്ഞ് പ്രതിരോധം
1. পাল 2. ব্লাইট,1. പാലാ 2. ബ്ലൈറ്റ്
1. হিমায়িত 2. হিমায়িত,1. മരവിച്ച 2. മരവിച്ച
ফাংশন,പ്രവർത്തനം
1. ফল পতন 2. ফল পতন,1. ഫ്രൂട്ട് ഫാൾ 2. ഫ്രൂട്ട് ഫാൾ
ফল হত্তয়া,ഫലമായിത്തീരുന്നു
1. ফিউমিগেশন 2. ফিউমিগেশন,1. ഫ്യൂമിഗേഷൻ 2. ഫ്യൂമിഗേഷൻ
ছত্রাকনাশক,കുമിൾനാശിനി
অ্যান্টিফাঙ্গাল,ആന്റിഫംഗൽ
ছত্রাক,കുമിൾ
1. খুদ 2. সীতা,1. ഖുദ് 2. സീത
1. ফিউশন 2. ফিউশন,1. ഫ്യൂഷൻ 2. ഫ്യൂഷൻ
সুতি পশম,പഞ്ഞി
লোমশ,രോമമുള്ള
1. গাছের আলসার 2. পিটিকা,1. ട്രീ അൾസർ 2. പിടിക
1. গ্যামেট 2. গেমেট,1. ഗേമറ്റുകൾ 2. ഗെയിമറ്റുകൾ
1. বাগান 2. বাগান,1. പൂന്തോട്ടം 2. പൂന്തോട്ടം
1. পানসাল 2. হাইড্রোমিটার,1. പൻസാൽ 2. ഹൈഡ്രോമീറ്റർ
জিন সংগ্রহ,ജീൻ ശേഖരണം
জিন ট্যাগন,ജീൻ ടാഗൺ
বংশতালিকা,വംശാവലി
জিন মানচিত্র,ജീൻ മാപ്പ്
জেনেটিক্স,ജനിതകശാസ്ത്രം
1. জিনোম 2. সংগেন,1. ജീനോം 2. സംഗീൻ
সঞ্জিনী কালেকশন,സഞ്ജിനി ശേഖരം
জিনোমিক্স,ജനിതകശാസ്ത്രം
জিনোটাইপ,ജനിതകരൂപം
1. জিনের গঠন 2. জিনের ধরন,1. ജീൻ ഘടന 2. ജീൻ തരം
লিনেজ,വംശാവലി
1. বংশ 2. বংশ,1. ജനുസ്സ് 2. വംശം
1. জীবাণু 2. জীবাণু,1. ബീജം 2. ബീജം
জীবাণু নাশক,അണുനാശിനി
অঙ্কুরোদগম,മുളപ്പിക്കൽ
1. জার্মপ্লাজম 2. জার্মপ্লাজম,1. ജെർംപ്ലാസ്ം 2. ജെർംപ്ലാസം
জিবেরেলিক অ্যাসিড,ഗിബ്ബെറലിക് ആസിഡ്
কুড়ানো,പെറുക്കുക
টুশ,തുഷ്
1. গ্লুটেন 2. পেটুক,1. ഗ്ലൂറ്റൻ 2. ഗ്ലൂട്ടണി
গ্লাইকোলাইসিস,ഗ്ലൈക്കോളിസിസ്
চমৎকার,കൊള്ളാം
সোনালী বিপ্লব,സുവർണ്ണ വിപ്ലവം
1. শ্রেণীবিভাগ 2. শ্রেণীবিভাগ 3. স্তরবিন্যাস,1. വർഗ്ഗീകരണം 2. വർഗ്ഗീകരണം 3. വർഗ്ഗീകരണം
1. কলমযুক্ত উদ্ভিদ 2. পেনম্ব্রাল উদ্ভিদ,1. ഒട്ടിച്ച ചെടി 2. പെൻബ്രൽ ചെടി
কলম অসামঞ্জস্যপূর্ণ,പേന പൊരുത്തമില്ലാത്ത
গ্রানা,ഗ്രാന
দানাদার,ഗ്രാനുലേഷൻ
সবুজ সার,പച്ചിലവളം
সবুজ বিপ্লব,ഹരിത വിപ്ലവം
বৃদ্ধি এবং উন্নয়ন,വളർച്ചയും വികസനവും
1. মাড়ির রোগ,1. മോണരോഗം
বিষমকামী,ഭിന്നലിംഗക്കാരൻ
1. প্রকৃতি 2. প্রকৃতি 3. রূপগুণ 4. চেহারা,1. പ്രകൃതി 2. പ്രകൃതി 3. രൂപഗുണ 4. ഭാവം
1. ওলা 2. কারকাপাত 3. কারকা,1. ഓല 2. കർക്കപ്പട്ട് 3. കർക്ക
রোমিলওয়াচ,റോമിൽ വാച്ച്
লবণাক্ত সিস্ট,സലൈൻ സിസ്റ്റ്
হ্যারো,ഹാരോ
1. ফসল কাটার সূচক 2. ফসল কাটার সূচক,1. വിളവെടുപ്പ് സൂചിക 2. വിളവെടുപ്പ് സൂചിക
1. ফসল কাটা 2. কাটা ফসল 3. সমাপ্ত ফসল 4. ফলন,1. വിളവെടുപ്പ് 2. വിളവെടുത്ത വിള 3. പൂർത്തിയായ വിള 4. വിളവ്
1. প্লাকিং 2. ফসল তোলা 3. প্লাকিং,1. പറിക്കൽ 2. വിളവെടുപ്പ് 3. പറിക്കൽ
1. ডিম পাড়া 2. ডিম ফোর্স,1. മുട്ടയിടൽ 2. മുട്ട ശക്തി
শুষ্ক ঘাস,ഉണങ്ങിയ പുല്ല്
শুকনো ফিড,ഉണങ്ങിയ തീറ്റ
গেঞ্জি,ഗഞ്ചി
কুয়াশা,മൂടൽമഞ്ഞ്
ঝাপসা,മൂടൽമഞ്ഞ്
1. বালি 2. সিত্তা 3. মুন্ডক 4. শীর্ষ 5. মাথা 6. সিরা,1. ബാലി 2. സിത്ത 3. മുണ്ടക് 4. ടോപ്പ് 5. തല 6. സിറ
খাঁজ শেষ,തോടിന്റെ അവസാനം
শীর্ষ ছাঁটাই,മുകളിൽ അരിവാൾകൊണ്ടു
বেড়া,വേലി
হেফাজত,കസ്റ്റഡി
কুন্ডলিনী,കുണ്ഡലിനി
হেমাটাইট,ഹെമറ്റൈറ്റ്
1. ভেষজ 2. ভেষজ,1. സസ്യം 2. സസ്യം
1.বোটানিক্যাল কালেকশন 2.বোটানিক্যাল মিউজিয়াম,1.ബൊട്ടാണിക്കൽ ശേഖരം 2.ബൊട്ടാണിക്കൽ മ്യൂസിയം
হার্বিসাইড,കളനാശിനി
বংশগতি,പാരമ്പര്യം
বংশগতি,പാരമ്പര്യം
উভকামী,ബൈസെക്ഷ്വൽ
heterochromatic,ഹെറ്ററോക്രോമാറ്റിക്
heterofertilization,heterofertilization
1. হাইব্রিডোজ 2. হেটেরোসিস,1. ഹൈബ്രിഡോസ് 2. ഹെറ്ററോസിസ്
সেক্সক্রোমোজোম,സെക്സ്ക്രോമസോമുകൾ
লালনপালন,വളർത്തി
হেক্সাডেসিমেল,ഹെക്സാഡെസിമൽ
ঠান্ডা সুপ্ততা,തണുത്ത സുഷുപ്തി
উচ্চ ঘনত্ব রোপণ,ഉയർന്ന സാന്ദ്രത നടീൽ
1. পিন্ডলক 2. পাহাড় (ধান),1. പിൻഡ്ലക്ക് 2. കുന്ന് (നെല്ല്)
হিস্টোগ্রাম,ഹിസ്റ്റോഗ്രാം
উচ্চ প্রযুক্তির উদ্যানপালন,ഹൈടെക് ഹോർട്ടികൾച്ചർ
1. দই 2. মৌচাক,1.തൈര് 2. കൂട്
1. আগাছা 2. আগাছা,1. കളനിയന്ത്രണം 2. കളനിയന്ത്രണം
ধারণ,പിടിക്കുന്നു
ব্যক্তিগত খামার,സ്വകാര്യ ഫാം
হোমিওস্টেসিস,ഹോമിയോസ്റ്റാസിസ്
স্বদেশ,മാതൃഭൂമി
একজাতীয়তা,ഏകതാനത
1. সমজাতীয় 2. সমজাতীয়,1. ഏകതാനമായ 2. ഏകതാനമായ
সহানুভূতিশীল,സഹതാപം
সমজাতীয়,ഹോമോസൈഗസ്
1. খুরিকা 2. খাদ্য পাত্র 3. হ্যাপার,1. ഖുറിക്ക 2. ഭക്ഷണ പാത്രം 3. ഹാപ്പർ
1. স্তর 2. দিগন্ত,1. പാളി 2. ചക്രവാളം
উদ্যান ফসল,ഹോർട്ടികൾച്ചറൽ വിളകൾ
1. হর্টিকালচার 2. হর্টিকালচার 3. হর্টিকালচার 4. হর্টিকালচার,1. ഹോർട്ടികൾച്ചർ 2. ഹോർട്ടികൾച്ചർ 3. ഹോർട്ടികൾച്ചർ 4. ഹോർട്ടികൾച്ചർ
