Hindi,Tamil
आँकड़ा संचार,தரவு தொடர்பு
"1.आँकड़ा संपीडन, 2. डाटा संपीडन",தரவு சுருக்கம்
आँकड़ा क्षेत्र,தரவு புலம்
आँकड़ा संचिका,தரவு கோப்பு
"1.आँकड़ा प्रवाह, 2. डाटा प्रवाह",தரவு ஓட்டம்
"1.आँकड़ा प्रवाह संचित्र, 2.चार्ट",தரவு ஓட்ட விளக்கப்படம்
आँकड़ा पदानुक्रम,தரவு படிநிலை
आँकड़ा स्तर,தரவு நிலை
"1.आँकड़ा संग्रह, 2. आँकड़ा लाइब्रेरी",தரவு நூலகம்
आँकड़ा कड़ी परत,தரவு இணைப்பு அடுக்கு
आँकड़ा कड़ी परत (डी एल एल),தரவு இணைப்பு அடுக்கு (DLL)
"1.आँकड़ा प्रबंधन, 2.डाटा प्रबंधन",தரவு மேலாண்மை
"1.ऑकड़ा प्रकलन, 2.डाटा प्रकलन",தரவு கையாளுதல்
आँकड़ा प्रकलन भाषा (डी एम एल),தரவு கையாளுதல் மொழி (DML)
"आँकड़ा माडेम, डाटा माडेम",தரவு மோடம்
"1.आँकड़ा आपरिवर्तन, 2. आँकड़ा आशोधन",தரவு மாற்றம்
"1.आँकड़ा जालक्रम, 2.डाटा नेटवर्क",தரவு நெட்வொர்க்
"1.आँकड़ा संक्रिया, 2.डाटा संक्रिया",தரவு செயல்பாடு
"1.आँकड़ा संगठन्अ,2. डाटा संगठन",தரவு அமைப்பு
"1.आँकड़ा निर्गम, 2.डाटा निर्गम",தரவு வெளியீடு
"1.आँकड़ा पथ, 2. डाटा पथ",தரவு பாதை
"1.आँकड़ा तैयारी, 2. डाटा तैयारी",தரவு தயாரிப்பு
"1.आँकड़ा गोपनीयता, 2. डाटा गोपनीयता",தரவு தனியுரிமை
"1.ऑकड़ा प्रक्रमक, 2. डाटा प्रक्रमक",தரவு செயலி
"1.आँकड़ा रक्षण, 2. डाटा रक्षण",தரவு பாதுகாப்பு
"1.आँकड़ा अभिलेख, 2. डाटा अभिलेख",தரவு பதிவு
"1.आँकड़ा पुनः-प्राप्ति, 2. डाटा पुन:प्राप्ति",தரவு மீட்பு
"1.आँकड़ा नेमिक, 2. आँकड़ा रुटीन",தரவு வழக்கமான
"1.आँकड़ा सुरक्षा, 2. डाटा सुरक्षा",தரவு பாதுகாப்பு
"1.आँकड़ा समुच्चय,2. डाटा समुच्चय",தரவு தொகுப்பு
"1.आँकड़ा संकेत, 2.डाटा संकेत",தரவு சமிக்ஞை
"1.आँकड़ा अभिगम, 2. डाटा अभिगम",தரவு மடு
"1.आँकड़ा स्रोत, 2.डाटा स्रोत",தரவு மூலம்
"1.आँकड़ा विनिर्देश,2. डाटा विनिर्देश",தரவு விவரக்குறிப்பு
"1.आँकड़ा केंद्र, 2. डाटा केंद्र",தரவு நிலையம்
"1.ऑकड़ा भंडारण, 2. डाटा भंडारण",தரவு சேமிப்பு
आँकड़ा भंडारण संरचना,தரவு சேமிப்பு அமைப்பு
"1.ऑकड़ा संरचना, 2. डाटा संरचना",தரவு அமைப்பு
"1.आँकड़ा स्विच, 2. डाटा स्विच",தரவு சுவிட்ச்
"1.आँकड़ा सारणी, 2.डाटा सारणी",தரவு அட்டவணை
"1.आँकड़ा अंतक,2. डाटा अंतक",தரவு முனையம்
"1.आँकड़ा अनुलेखन, 2. डाटा अनुलेखन",தரவு படியெடுத்தல்
"1.आँकड़ा अंतरण,2. डाटा अंतरण",தரவு பரிமாற்ற
"1.आँकड़ा संचरण, 2. डाटा संचरण",தரவு பரிமாற்றம்
"1.आँकड़ा संचरण प्रणाली, 2. डाटा संचरण प्रणाली",தரவு பரிமாற்ற சேனல்
"1.आँकड़ा प्रारुप, 2. डाटा प्रारुप",தரவு வகை
"1.आँकड़ा एकक, 2. डाटा एकक",தரவு அலகு
"1.आँकड़ा मान्यीकरण, 2. डाटा मान्यीकरण",தகவல் மதிப்பீடு
डाटाबेस,தரவுத்தளம்
डाटाबेस प्रशासन,தரவுத்தள நிர்வாகம்
डाटाबेस अभिकल्प,தரவுத்தள வடிவமைப்பு
डाटाबेस प्रबंधन तंत्र,தரவுத்தள மேலாண்மை அமைப்பு
"1.आँकड़ाग्रेव, 2. डाटाग्रेव",டேட்டாகிராவ்
"1.डेटम, 2. ऑकड़ा",தரவு
"1.अक्रिय क्षेत्र, 2.निष्क्रिय क्षेत्र",இறந்த மண்டலம்
गतिरोध,முட்டுக்கட்டை
गतिरोध रोकथाम,முட்டுக்கட்டை தடுப்பு
दोष मार्जन,பிழைத்திருத்தம்
"1.निर्णय कोष्ठ, 2. निर्णय पेटी",முடிவு பெட்டி
निर्णय निर्धारण प्रक्रम,முடிவெடுக்கும் செயல்முறை
निर्णय सहायक तंत्र,முடிவு ஆதரவு அமைப்பு
निर्णय वृक्ष,முடிவு மரம்
"1.कुटवाचक, 2. विकोडक",குறிவிலக்கி
विघटन सिद्धांत,சிதைவு கொள்கை
विकोडन,மறைகுறியாக்கம்
समर्पित प्रणाल,அர்ப்பணிக்கப்பட்ட சேனல்
समर्पित दवारक,அர்ப்பணிக்கப்பட்ட துறைமுகம்
प्रतिरक्षण आँकडा नेटवर्क (डी डी एन),பாதுகாப்பு தரவு நெட்வொர்க் (DDN)
प्रतिरक्षण सूचना प्रणाली,பாதுகாப்பு தகவல் அமைப்பு
एकीकरण,defragmentation
विलंब,தாமதம்
विलंब गणक,தாமத கவுண்டர்
विलंब काल,தாமத நேரம்
"1.मिटाना, 2. हटाना",அழி
विलोपन अभिलेख,நீக்குதல் பதிவு
परिसीमक,பிரிப்பான்
डेल्टा माँडुलन,டெல்டா பண்பேற்றம்
माँग पृष्ठन,கோரிக்கை பேஜிங்
प्रदर्शन,டெமோ
विमाडुलन,டிமாடுலேஷன்
वि-बहुसंकेतक,demultiplexer
असमान्यीकरण,இயல்புநிலைப்படுத்தல்
"1.घनत्व, 2. सधनता",அடர்த்தி
"1.आश्रिता, 2. निर्भरता",சார்பு
आश्रित एकक,சார்பு அலகு
विपंक्ति,வரிசை
"1.अपनिर्देशन, 2. अपसंदर्भन",புறக்கணிப்பு
व्युत्पन्न वृक्ष,வழித்தோன்றல் மரம்
व्युत्पन्न क्षेत्र,பெறப்பட்ட புலம்
अवरोही छंटाई,இறங்கு வகை
अभिकल्प,வடிவமைப்பு
डेस्क परिकलक,மேசை கால்குலேட்டர்
डेस्कटॉप कंप्यूटर,மேசை கணினி
डेस्कटॉप प्रस्तुतिकरण,டெஸ்க்டாப் விளக்கக்காட்சி
डेस्कटॉप प्रकाशन,டெஸ்க்டாப் பப்ளிஷிங் (டிடிபி)
डेस्कटॉप वीडियो,டெஸ்க்டாப் வீடியோ
गंतव्य पता,இலக்கு முகவரி
"1.विनाशक,  2.अपध्वंशक",அழிப்பவர்
निर्धारणात्मक ऑटोमेटा,நிர்ணயிக்கும் தானியங்கிகள்
विकासक,டெவலப்பர்
विकास तन्त्र,வளர்ச்சி அமைப்பு
युक्ति,சாதனம்
युक्ति नियंत्रण एकक,சாதன கட்டுப்பாட்டு அலகு
युक्ति नियंत्रक,சாதனம் கட்டுப்படுத்தி
युक्ति प्रबंधन,சாதன மேலாண்மை
युक्ति विधा,சாதன முறை
निदान,நோய் கண்டறிதல்
निदानी तंत्र,கண்டறியும் அமைப்பு
"1.निदान, 2. निदानिकी",பரிசோதனை
आरेख,வரைபடம்
डायल,டயல்
डायल लाइन,டயல் வரி
डायल टोन,டயல் தொனி
डायल अप,அழைக்கவும்
"1.संवाद, 2. वार्तालाप",உரையாடல்
वार्तालाप कोष्ठ,உரையாடல் பெட்டி
डायलअप मॉडम,டயல்அப் மோடம்
विमा,பரிமாணம்
शब्दकोश,அகராதி
"1. अवकलन ,2. विभेदन",வேறுபாடு
अंकीय,டிஜிட்டல்
अंकीय प्रणाल,டிஜிட்டல் சேனல்
अंकीय परिपथ,டிஜிட்டல் சுற்று
अंकीय कंप्यूटर,டிஜிட்டல் கணினி
"1.अंकीय आँकड़ा, 2.अंकीय डाटा",டிஜிட்டல் தரவு
अंकीय सुविधा,டிஜிட்டல் வசதி
अंकीय फिल्टर,டிஜிட்டல் வடிகட்டி
अंकीय लाइब्रेरी,டிஜிட்டல் நூலகம்
अंकीय माडुलन,டிஜிட்டல் பண்பேற்றம்
"1.अंकीय प्रदर्श, 2. डिजीटल मॉनीटर",டிஜிட்டல் மானிட்டர்
अंकीय चित्र,டிஜிட்டல் படம்
"1.अंकीय हस्ताक्षर, 2. अंकीय चिन्हक",டிஜிட்டல் கையொப்பம்
अंकीय स्विच,டிஜிட்டல் சுவிட்ச்
अंकीय अनुरूप रूपांतरक,டிஜிட்டல் முதல் அனலாக் (D/A) மாற்றி
अंकरूपण,டிஜிட்டல் மயமாக்கல்
अंकीकरण,இலக்கமாக்கு
अंकरूपक,இலக்கமாக்கி
डायोड,டையோடு
प्रत्यक्ष,நேரடி
प्रत्यक्ष पता,நேரடி முகவரி
प्रत्यक्ष रुपांतरण,நேரடி மாற்றம்
प्रत्यक्ष युग्मन,நேரடி இணைப்பு
"1.प्रत्यक्ष स्मृति अभिगम, 2. प्रत्यक्ष मैमोरी अभिगम (डी एम ए)",நேரடி நினைவக அணுகல் (DMA)
प्रत्यक्ष स्मृति अभिगम (डी एम ए),நேரடி நினைவக அணுகல் (DMA)
प्रत्यक्ष विधि,நேரடி முறை
निदेश,உத்தரவு
निर्देशिका,அடைவு
"1.निर्देशिका परिसेवक, 2. निर्देशिका सर्वर",அடைவு சேவையகம்
निर्देशिका सेवा,அடைவு சேவை
असमर्थ,முடக்கு
असमर्थकारी संकेत,சமிக்ஞையை முடக்குகிறது
"1.असंबंधन, 2. विसंबंधन",துண்டிக்கவும்
"1.असतत , 2. विविक्त",தனித்தனி
"1.चक्रिका, 2. डिस्क",வட்டு
"1.चक्रिका पता, 2. डिस्क पता",வட்டு முகவரி
"1.चक्रिका सरणी, 2. डिस्क सरणी",வட்டு வரிசை
"1.चक्रिका क्षमता, 2. डिस्क क्षमता",வட்டு திறன்
"1.चक्रिका चालक, 2.डिस्क ड्रािव",வட்டு இயக்கி
चक्रिका संचिका,வட்டு கோப்பு
"1.चक्रिका स्मृति, 2. चक्रिका मेमोरी, 3.डिस्क स्मृति,4. डिस्क मेमोरी",வட்டு நினைவகம்
चक्रिका परिचालन तंत्र (डी ओ एस),வட்டு இயக்க முறைமை (DOS)
चक्रिका संकुल,வட்டு தொகுப்பு
"1.चक्रिका परिसेवक, 2. डिस्क सर्वर",வட்டு சேவையகம்
"1.चक्रिका भंडारण, 2. डिस्क भंडारण",வட்டு சேமிப்பு
डिस्केट,வட்டு
प्रदर्श संचिका,காட்சி கோப்பு
प्रदर्श प्रतिबिंब,காட்சி படத்தை
निपटान,அகற்றல்
दूरी,தூரம்
दूरी फलन,தூர செயல்பாடு
विरूपण,திரித்தல்
वितरित,விநியோகிக்கப்பட்டது
वितरित आँकड़ा,விநியோகிக்கப்பட்ட தரவு
वितरित परिसेवक,விநியோகிக்கப்பட்ட சேவையகம்
"1.वितरित प्रणाली, 2. वितरित तंत्र",விநியோகிக்கப்பட்ட அமைப்பு
वितरक,விநியோகிக்கக்கூடிய
प्रलेख,ஆவணம்
प्रलेख प्रत्यानयित,ஆவணம் மீட்டெடுக்கப்பட்டது
"1.प्रलेख खिडक़ी, 2. प्रलेख विंडो",ஆவண சாளரம்
प्रलेखन,ஆவணங்கள்
"डोमेन, प्रक्षेत्र",களம்
डोमेन नाम,டொமைன் பெயர்
"1.डॉट मैट्रिक्स मुद्रक, 2. डॉट मैट्रिक्स प्रिंटर",டாட் மேட்ரிக்ஸ் பிரிண்டர்
"अध:, नीचे",கீழ்
"1.अवलिंक , 2.अवकड़ी",கீழ் இணைப்பு
अधोभारण,பதிவிறக்கம்
अधोभारण काल,செயலற்ற நேரம்
कर्षण,இழுத்தல்
डीरैम (गतिक रैम),DRAM (டைனமிக் ரேம்)
अपवाह,சறுக்கல்
चालक,இயக்கி
पात,கைவிட
निपात सूची बॉक्स,கீழ்தோன்றும் பட்டியல் பெட்டி
ड्रम ड्रािव,டிரம் டிரைவ்
"1.ड्रम मुद्रक, 2. ड्रम प्रिंटर",டிரம் பிரிண்டர்
"1.इम एकक, 2. ड्रम इकाई",டிரம் அலகு
"1.द्वैत,2. द्वि",இரட்டை
द्वैत घनत्व,இரட்டை அடர்த்தி
"1.मूक पता, 2. छद्म पता",போலி முகவரி
सन्निक्षेप,திணிப்பு
दवैध परिपथ,இரட்டை சுற்று
दवैधीकरण,டூப்ளெக்சிங்
केय्प्रतिकुंजी,நகல்
"1.डी वी डी आर./डब्ल्यू ,2. डी वी डी पठन, 3.लेखन",டிவிடி ஆர்/டபிள்யூ
डी वी डी रॉम,டிவிடி ரோம்
गतिक अनुदेश,மாறும் அறிவுறுத்தல்
"1.गतिक स्मृति, 2.गतिक मेमोरी",மாறும் நினைவகம்
"1.गति विज्ञान, 2. गतिकी",இயக்கவியல்
ई बी सी डी आई सी,EBCDIC
ई व्यवसाय,மின் வணிகம்
प्रतिध्वनि,எதிரொலி
"1.ई-कॉमर्स, 2.ई-वाणिज्य",மின் வணிகம்
संपादन,தொகு
संपादक,ஆசிரியர்
शैक्षिक प्रौद्योगिकी,கல்வி தொழில்நுட்பம்
ई ई पी रॉम,EEP ரோம்
"1.सार्थक पता , 2.प्रभावी पता",பயனுள்ள முகவரி (மிதக்கும் முகவரி)
सार्थक संकार्य पता,பயனுள்ள செயல்பாட்டு முகவரி
प्रभावी क्रिया,பயனுள்ள செயல்முறை
प्रभावी यू.आई.डी.,பயனுள்ள UID (பயனர் அடையாளம்)
प्रभावी संचरण संकार्य,பயனுள்ள பரிமாற்ற செயல்பாடு
अष्टबिट बािट,எட்டு பிட் பைட்
"इलेक्ट्रॉनिक अधिगम, ई अधिगम",மின் கற்றல்
चुनाव एल्गोरिथम,தேர்தல்-அல்கிரிதம்
इलेक्ट्रोनिक डाकसेवा (ई. मेल),மின் அஞ்சல் (மின்னஞ்சல்)
"1.इलेक्ट्रोनिक मुद्रण, 2.इलेक्ट्रोनिक प्रिटर",மின்சார அச்சுப்பொறி
विद्युत लेखा मशीन,மின் கணக்கியல் இயந்திரம்
इलेक्ट्रोनिकी,மின்னணு
इलैक्ट्रॉनिक निकास प्रणाली (ई.सी.एस.),மின்னணு அனுமதி அமைப்பு (ECS)
इलेक्ट्रॉनिक आँकड़ा विनिमय (इ.डी.आई.),மின்னணு தரவு பரிமாற்றம் (EDI)
इलेक्ट्रोनिक आंकड़ा संसाधन,மின்னணு தரவு செயலாக்கம்
इलेक्ट्रॉनिक विवरणिक,மின்னணு தாக்கல்
इलेक्ट्रोनिक निधि अंतरण तंत्र (ई.एफ.टी.एस),மின்னணு நிதி பரிமாற்ற அமைப்பு (EFTS)
"1.इलेक्ट्रॉनिक जर्नल, 2.इलेक्ट्रानिक पत्रिका",மின்னணு இதழ்கள்
इलेक्ट्रॉनिक प्रकाशन,மின்னணு வெளியீடு
इलेक्ट्रॉनिक स्विच,மின்னணு சுவிட்ச்
"तत्व, अवयव",உறுப்பு
ई-मेल,மின்னஞ்சல்
"1.ई-मेल पता, 2. इलेक्ट्रॉनिक डाक पता",மின்னஞ்சல் முகவரி
अंत:स्थापित तंत्र,உட்பொதிக்கப்பட்ட அமைப்பு
अंत:स्थापन,உட்பொதித்தல்
उत्सर्जक युग्मित तर्क (ई.सी.एल.),உமிழ்ப்பான் ஜோடி தர்க்கம் (ECL)
रिक्त चिति,வெற்று அடுக்கு
"1.रिक्त श्रृंखला, 2. रिक्त माला",வெற்று சரம்
यंत्रानुकरण,முன்மாதிரி
"1.केप्सूलीकरण, 2. केप्सूलन",அடைப்பு
कूटलेखक,குறியாக்கி
कूटलेखन,குறியாக்கம்
"1.कूटलेखक, 2. कोडक",குறியாக்கி
गूढ आंकडा,மறைகுறியாக்கப்பட்ட தரவு
गूढ फािल सिस्टम,என்கிரிப்ட் கோப்பு முறைமை
"1.गोपन, 2. कोडन, 3. कूटलेखन",குறியாக்கம்
खंडक अंत,தொகுதியின் முடிவு
संचिका-अन्त,கோப்பின் முடிவு (EOF)
प्रयोक्ता,கடைசி பயனாளி
प्रवेश,நுழைய
प्रवेश कुंजी,நுழைவு விசை
"1.उद्यम सरवर, 2. उद्यम सेवक",நிறுவன சேவையகம்
उद्यम तंत्र,நிறுவன அமைப்பு
सत्ता,நிறுவனம்
सत्ता संबंधता,நிறுவனம்-உறவு
प्रवेश काल,நுழைவு நேரம்
प्रविष्ट चर,நுழைவு மாறி
गणनीय,எண்ணத்தக்க
परिवेश,சூழல்
"1.ईपोच,2. युग,3. निर्देश क्षण",சகாப்தம்
ईप्राम (वित्तोरण प्रोग्राम्य पठन मात्र स्मृति),EPROM
एपसिलॉन संवरक,எப்சிலன் மூடல்
तुल्यकारक,சமநிலைப்படுத்தி
उपस्कर,உபகரணங்கள்
तुल्यता वर्ग,சமநிலை வகுப்பு
तुल्य संबंध,சமமான உறவு
"1.विलोपन, 2.मिटान",அழிக்க
त्रुटि संशोधन कूट,பிழை திருத்தும் குறியீடு
त्रुटि संशोधन,பிழை திருத்தம்
त्रुटि संसूचन,பிழை கண்டறிதல்
त्रुटि प्रहस्तन,பிழை கையாளுதல்
त्रुटि संदेश,பிழை செய்தி
त्रुटि दर,பிழை விகிதம்
त्रुटि पुनर्डद्धार,பிழை மீட்பு
त्रुटि नेमक,பிழை வழக்கமான
पलायन संप्रतीक,தப்பிக்கும் தன்மை
ईथरनेट,ஈதர்நெட்
घटना,நிகழ்வு
घटना श्रृंखला,நிகழ்வு சங்கிலி
घटना नियंत्रण,நிகழ்வு கட்டுப்பாடு
घटना गणक,நிகழ்வு கவுண்டர்
अपवाद प्रहस्तन,விதிவிலக்கு கையாளுதல்
विनिमय डिस्क भंडारण,பரிமாற்றக்கூடிய வட்டு சேமிப்பு
अपवर्जन,விலக்குதல்
अनन्य और (एक्स ऑर),பிரத்தியேக அல்லது (XOR)
निष्पाद्य क्रमादेश,இயங்கக்கூடிய நிரல்
निष्पादन कथन,நிர்வாக அறிக்கை
चयनिक खोज,முழுமையான தேடல்
विदयमान,உள்ளன
निर्गम,வெளியேறு
विशेषज्ञ तंत्र,நிபுணர் அமைப்பு
"1. अभिव्यक्ति ,2. व्यंजक",வெளிப்பாடு
विस्तारित आलेखीय आव्यूह (एक्स जी ए),நீட்டிக்கப்பட்ட வரைகலை வரிசை (XGA)
विस्तारित औदयोगिक मानक (इ.आई.एस.),விரிவாக்கப்பட்ட தொழில் தரநிலை (EIS)
अतिदेशित मशीन,நீட்டிக்கப்பட்ட இயந்திரம்
विस्तारित स्मृति,நீட்டிக்கப்பட்ட நினைவகம்
"1.विस्तारित परिशुद्धता, 2.विस्तारित यर्थाथता",நீட்டிக்கப்பட்ட துல்லியம்
"1.विस्तारित छंटाी, 2. विस्तारित पृथक्करण",நீட்டிக்கப்பட்ட வரிசையாக்கம்
वाह्य आह्वान,வெளிப்புற அழைப்பு
वाह्य त्रुटि,வெளிப்புற பிழை
वाह्य फलन,வெளிப்புற செயல்பாடு
वाह्य अंतरायन,வெளிப்புற குறுக்கீடு
"1.वाह्य स्मृति, 2. वाह्य मेमोरी",வெளிப்புற நினைவகம்
वाह्य स्मृति,வெளிப்புற நினைவகம்
वाह्य मॉडेम,வெளிப்புற மோடம்
वाह्य संदर्भ,வெளிப்புற குறிப்பு
वाह्य खोज,வெளிப்புற தேடல்
वाह्य भंडारण युक्ति,வெளிப்புற சேமிப்பக சாதனம்
निष्कर्षण,பிரித்தெடுத்தல்
बहिर्वेशन,எக்ஸ்ட்ராபோலேஷன்
फलक संप्रतीक मुद्रक,முக எழுத்து அச்சுப்பொறி
विफल-सुरक्षा संक्रिया,தோல்வி-பாதுகாப்பான செயல்பாடு
विफलता दर,தோல்வி விகிதம்
विफलता मुक्ति,தோல்வி மீட்பு
मिथ्या कूट,தவறான குறியீடு
मिथ्या त्रुटि,தவறான பிழை
"1.निवेशाँक, 2. निवेश-अंक",ரசிகர்-இன்
"1.निर्गताँक, 2. निर्गत-अंक",ரசிகர்-அவுட்
"1.प्रतिकृति आई/ ओ युक्ति ,2. प्रतिकृति निवेश युक्ति/निर्गम",பாசிமைல் I/O சாதனம்
द्रुत फौरिएर अन्तरण,வேகமான நான்கு உருமாற்றம் (FFT)
घातक त्रुटि,கொடிய பிழை
दोष संसूचन,தவறு கண்டறிதல்
दोष निदान,தவறு கண்டறிதல்
दोष सहिष्णुता,தவறு சகிப்புத்தன்மை
फैक्स,தொலைநகல்
फैक्स संदेश,தொலைநகல் செய்தி
एफ डी सी,FDC
लक्षण संसूचन,அம்சம் கண்டறிதல்
भरण चक्र,உணவு சுழற்சி
पुनर्निवेश,பின்னூட்டம்
"1.प्रदायक,2.पोषक, 3.फीडर",ஊட்டி
आनयन,எடுக்க
फिबोनेकी खोज,ஃபைபோனச்சி தேடல்
फिबोनेकी अनुक्रम,ஃபைபோனச்சி வரிசை
फिबोनेकी श्रेणी,ஃபைபோனச்சி தொடர்
तंतु प्रकाशिकी,ஃபைபர் ஆப்டிக்ஸ்
फिडो जाल,fido net
क्षेत्र,களம்
पंचम पीढ़ी कम्प्यूटर,ஐந்தாம் தலைமுறை கணினிகள்
"1.संचिका,2. फािल",கோப்பு
संचिका अभिगम विधि,கோப்பு அணுகல் முறை
संचिका नियतन सारणी,கோப்பு ஒதுக்கீடு அட்டவணை
संचिका संपीडन,கோப்பு சுருக்கம்
संचिका प्रतिलिपिकरण,கோப்பு நகலெடுக்கிறது
संचिका विन्यास,கோப்பு தளவமைப்பு
संचिका विलय,கோப்பு ஒன்றிணைத்தல்
संचिका पुन:प्राप्ति,கோப்பு மீட்பு
संचिका भंडारण,கோப்பு சேமிப்பு
संचिका संरचना,கோப்பு அமைப்பு
संचिका तंत्र,கோப்பு முறை
संचिका अंतरण,கோப்பு பரிமாற்றம்
फाील अंतरण प्रोटोकॉल (एफ टी पी),கோப்பு பரிமாற்ற நெறிமுறை (FTP)
फिल्टर,வடிகட்டி
अंतिम स्थिति,இறுதி நிலை
खोज,கண்டுபிடிக்க
परिमित अवस्था यंत्र,வரையறுக்கப்பட்ட நிலை இயந்திரம்
फायर वॉल,தீ சுவர்
फर्मवेयर,நிலைபொருள்
पहले आो पहले पाो,முதலில் வருபவர்களுக்கு முன்னுரிமை
प्रथम पीढ़ी कंप्यूटर,முதல் தலைமுறை கணினி
प्रथम निवेश प्रथम निर्गम (फीफो ),ஃபர்ஸ்ட் இன் ஃபர்ஸ்ட் அவுட் (FIFO)
प्रथम कोटि तर्क,முதல் வரிசை தர்க்கம்
प्रथम कोटि सिद्धांत,முதல் வரிசை கோட்பாடு
नियत विभाजन,நிலையான பகிர்வு
चिन्ह,கொடி
नम्य डिस्क,நெகிழ்வான வட்டு
फ्लॉपी डिस्क,நெகிழ் வட்டு
फ्लापी डिस्क चालन (एफ डी डी),நெகிழ் வட்டு இயக்கி (Fdd)
प्रवाह संचित्र,ஓட்ட விளக்கப்படம்
नियंत्रण प्रवाह,கட்டுப்பாட்டு ஓட்டம்
प्रधावन,பறிப்பு
फोल्डर,கோப்புறை
फाँट,எழுத்துரு
फाँट परिवार,எழுத்துரு குடும்பம்
वाह्य कुंजी,வெளிநாட்டு விசை
रूप,வடிவம்
प्रतीकात्मक भाषा,முறையான மொழி
प्रतीकात्मक विधि,முறையான அமைப்பு
"1.फॉरमैट, 2.आरूप",வடிவம்
आरूपण,வடிவமைத்தல்
फोरट्रॉन,ஃபோர்ட்ரான்
"1.फोरट्रॉन (एक कंप्यूटर भाषा) प्रोग्राम, 2.फोरट्रान क्रमादेशन",fortran நிரலாக்க
अग्रतिर्यक स्लैश,முன்னோக்கி சாய்வு
चतुर्थ पीढ़ी कंप्यूटर,நான்காம் தலைமுறை கணினி
खंड,துண்டு
फ्रेम,சட்டகம்
"1.मुक्त नेट, 2.मुक्त जाल",இலவச வலை
मुक्त सॉफ्टवेयर न्यास,இலவச மென்பொருள் அடித்தளம்
मुक्त भंडारण,இலவச சேமிப்பு
फ्रीवेयर,இலவச மென்பொருள்
अग्रांत,முன் முனை
"1.अग्र पट्टिका, 2.अग्र पैनल",முன் குழு
"1.प्रकार्य,2. फलन",செயல்பாடு
प्रकार्य कुंजी,செயல்பாட்டு விசை
प्रकार्य संदर्भ,செயல்பாடு குறிப்பு
प्रकार्यात्मक निर्भरता,செயல்பாட்டு சார்பு
प्रकार्य परीक्षण,செயல்பாட்டு சோதனை
"1.अस्पष्ट तर्क, 2.फज्जी लॉजिक",தெளிவற்ற தர்க்கம்
"1.अस्पष्ट समुच्चय, 2.फज्जी सेट",தெளிவற்ற தொகுப்பு
लब्धि,ஆதாயம்
खेल तरू,விளையாட்டு மரம்
अंतराल संप्रतीक,இடைவெளி பாத்திரம்
कचरा,குப்பை
कचरा संग्रहण,குப்பை சேகரிப்பு
कचरा संग्रहण,குப்பை சேகரிப்பு
कचरा अंदर कचरा बाहर (गीगो),குப்பையில் குப்பை (GIGO)
द्वार,வாயில்
दवार पथ (नेटवर्क के संदर्भ में),நுழைவாயில்
व्यापक क्रमादेश,பொது திட்டம்
व्यापक क्रमादेश,பொது திட்டம்
व्यापक उद्देश्य कंप्यूटर,பொது நோக்கம் கணினி
व्यापकीकृत उद्देश्य कंप्यूटर,பொது நோக்கம் கணினி
सामान्य पंजी,பொது பதிவு
व्यापकीकरण,பொதுமைப்படுத்தல்
व्यापकीकरण,பொதுமைப்படுத்தல்
व्यापक उद्देशीय भाषा,பொது நோக்க மொழி
व्यापक उद्देश्य संक्रिया प्रणाली,பொது நோக்க இயக்க முறைமை
व्यापक उद्देश्य पंजी,பொது நோக்கப் பதிவேடு
जनित त्रुटि,உருவாக்கப்பட்ட பிழை
जनन प्रकार्य,செயல்பாடு உருவாக்கும்
वर्ग सामान्य,பொதுவான வகுப்பு
वर्ग प्रकार्य,பொதுவான செயல்பாடு
सामान्य वर्गनाम,பொதுப்பெயர்
गीगो,ஜிகோ
"1.सार्वत्रिक, 2.वैश्विक",உலகளாவிய
सार्वत्रिक कूट,உலகளாவிய குறியீடு
सार्वत्रिक ताला,உலகளாவிய பூட்டு
"1.सार्वत्रिक जालक्रम,2.सार्वत्रिक नेटवर्क",உலகளாவிய நெட்வொர்க்
सार्वत्रिक जालक्रम,உலகளாவிய நெட்வொர்க்
"1.विश्व प्रयोक्ता, 2.सार्व प्रयोक्ता, 3.सार्वत्रिक प्रयोगकर्ता",உலகளாவிய பயனர்
सार्वत्रिक चर,உலகளாவிய மாறி
"1.वैश्वीकरण, 2.भूमण्डलीकरण",உலகமயமாக்கல்
गोफर (नेटवर्क में एक प्रोटोकॉल),கோபர்
गोफर ग्राही,கோபர் வாடிக்கையாளர்
"1.गोफर परिसेवक, 2.गोफर सर्वर",கோபர் சர்வர்
गोफर स्थल,கோபர் தளம்
गोफर स्पेस,கோபர் விண்வெளி
आकर्षक निम्नीकरण,அழகான சீரழிவு
व्याकरण संशोधक,இலக்கண சரிபார்ப்பவர்
व्याकरण आकर्षक बहिगर्मन,இலக்கணம் நேர்த்தியான வெளியேற்றம்
"1.कुल जोड़, 2.महायोग, 3.कुल योग",பெரும் மொத்தம்
"1.ग्राफ, 2.आलेख",வரைபடம்
"1.ग्राफ अंकन, 2.आलेख अंकन",வரைபடம் வரைதல்
"1.ग्राफीय संप्रतीक, 2.आलेखीय संप्रतीक",வரைகலை பாத்திரம்
"1.ग्राफीय नियंत्रक, 2.आलेखीय नियंत्रक",வரைகலை கட்டுப்படுத்தி
"1.ग्राफीय आंकड़ा संरचना, 2.आलेखीय आंकड़ा संरचना",வரைகலை தரவு அமைப்பு
