Marathi,Odiya
क्रिप्टोग्राम,କ୍ରିପ୍ଟୋଗ୍ରାମ୍ |
कुइरास,କୁଇରାସ୍ |
क्युरासियर,କୁଇରାସିଅର୍ |
पंथ देवता,ଦେବତା ସଂସ୍କୃତି
कुरिया,କୁରିଆ
कुरिया,କୁରିଆ
झारवाद,ରାଜା
गडद खंड,ଅନ୍ଧାର ମାଳଦ୍ୱୀପ |
न्यायाचा दिवस,ବିଚାର ଦିନ
न्यायाचा दिवस,ବିଚାର ଦିନ
डीन,ଡିନ୍
दशक,ଦଶନ୍ଧି
दिनारियस,ଡେନାରିୟସ୍ |
पदच्युत सम्राट,ବିତାଡିତ ରାଜତନ୍ତ୍ର |
उध्वस्त करा,ଲୁଟ
उध्वस्त,ବିଚ୍ଛିନ୍ନତା |
डिथ्रोन,ଡେଥ୍ରୋନ୍ |
डायडेम,ଡାଏଡେମ୍ |
डायडेम,ଡାଏଡେମ୍ |
डायडेम,ଡାଏଡେମ୍ |
डायशिया,ଡିଆସିଆ
डिकॅस्टेरियम,ଡିକାଷ୍ଟେରିୟମ୍ |
डिलुवालिस्ट,ଦିଲୁଭିଆଲିଷ୍ଟ |
बिशपच्या अधिकारातील प्रदेश,ଡ଼ିଓସିସ୍
बिशपच्या अधिकारातील प्रदेश,ଡ଼ିଓସିସ୍
डायरेक्टरी (=निर्देशिका),Directoire (= Directry)
डायरेक्टरी (=निर्देशिका),Directoire (= Directry)
दिरहाम,ଦିରହମ୍ |
अविश्वासू,ଅବିଶ୍ୱାସୀ |
अविश्वासू,ଅବିଶ୍ୱାସୀ |
चूकीचा सिद्धांत,ତ୍ୟାଗ
दस्तऐवज,ଡକ୍ୟୁମେଣ୍ଟ୍
कागदोपत्री पुरावा,ଡକ୍ୟୁମେଣ୍ଟାରୀ ପ୍ରମାଣ |
डोम्सडे बुक,ଡୋମେସ୍ ବୁକ୍ |
कॉन्स्टंटाईनचे दान,କନଷ୍ଟାଣ୍ଟିନର ଦାନ |
नशिबात,ନିପାତ |
डोगर राणी,ଡାଉଜର୍ ରାଣୀ |
ड्रॅगन,ଡ୍ରାଗନ୍ |
ड्रोमेडरियन,ଡ୍ରୋମେଡାରିଆନ୍ |
ड्रोमेडरी,ଡ୍ରୋମେଡାରୀ |
ड्रोमंड,ଡ୍ରୋମଣ୍ଡ |
दुहेरी,ଡୁଆଲ୍ |
दुहेरी युती,ଦ୍ୱ ual ତ ମିଳିତତା |
दुहेरी entente,ଡୁଆଲ୍ ଏଣ୍ଟେଣ୍ଟେ |
दुहेरी प्रणाली (= दुहेरी सरकार),ଡୁଆଲ୍ ସିଷ୍ଟମ୍ (= ଦ୍ୱ ual ତ ସରକାର)
सरदार,ଡ୍ୟୁକ୍ |
ड्यूमा,ଡୁମା
बटू अवतार,ବାଘ ଅବତାର |
राजवंश,ରାଜବଂଶ
राजवंश,ରାଜବଂଶ
गरुड,ଇଗଲ
मोठा माणूस,ଏଲଡର୍ ମ୍ୟାନ୍ |
अर्ल,କର୍ଣ୍ଣ
अर्लडम,Earldom
लवकर गुप्त,ପ୍ରାରମ୍ଭିକ ଗୁପ୍ତା |
प्रारंभिक (ऐतिहासिक) साइट,ପ୍ରାରମ୍ଭିକ (histor ତିହାସିକ) ସାଇଟଗୁଡିକ |
प्रारंभिक वैदिक काळ,ପ୍ରାରମ୍ଭିକ ବ ed ଦିକ ଅବଧି |
उपदेशक,ଉପଦେଶ
पुनर्स्थापना आदेश,ପୁନ it ଉଦ୍ଧାରର ଆଦେଶ |
आठ पट मार्ग,ଆଠ ଗୁଣା ପଥ |
वडीलधारे,ପ୍ରାଚୀନମାନେ
ज्येष्ठ राजकारणी (= genro),ବୟସ୍କ ରାଜ୍ୟସ୍ତରୀୟ (= ଜେନ୍ରୋ)
हत्तीचा गोडा,ହାତୀ ଛେଳି |
अकरा वर्षांचा जुलूम,ଏକାଦଶ ବର୍ଷର ଅତ୍ୟାଚାର |
एलिसी (=एलिसी),ଏଲିସା (= ଏଲିସି)
बंदिस्त चळवळ,ଏନକ୍ଲୋଜର ଆନ୍ଦୋଳନ |
एनसायकिकल,ଏନସାଇକ୍ଲିକ୍ |
विश्वकोशवादी चळवळ,ଏନସାଇକ୍ଲୋପେଡିଷ୍ଟ ଆନ୍ଦୋଳନ |
एंटेंट,ଏଣ୍ଟେଣ୍ଟେ |
एंटेंट कॉर्डियल,ଏଣ୍ଟେଣ୍ଟେ କର୍ଡିଆଲ୍ |
सिंहासन,ଏଣ୍ଟ୍ରୋନ୍ |
दलाल,ଭ୍ରମଣ
एफोद,ଏଫୋଡ୍
एफोर,ଇଫୋର |
महाकाव्य युग,ଏପିକ୍ ବୟସ |
महाकाव्य नायक,ଏପିକ୍ ହିରୋ |
एपिग्राफ,ଏପିଗ୍ରାଫ୍ |
एपिस्कोपसी,Episcopacy
एपिस्कोपेट,Episcopate |
भाग,ଏପିସୋଡ୍
युग,ଯୁଗ
युग निर्माण करणारी घटना,ଯୁଗ ତିଆରି ଇଭେଣ୍ଟ |
युग निर्माण करणारा माणूस,ଯୁଗ ସୃଷ୍ଟି କରୁଥିବା ବ୍ୟକ୍ତି |
उपनाम,ଉପନାମ
इक्वरी,ସମୀକରଣ
इक्वरी,ସମୀକରଣ
अश्वारूढ पुतळा,ଅଶ୍ୱିନୀ ମୂର୍ତ୍ତି |
युग,ଯୁଗ
एर्गस्टुलम,ଏରଗାଷ୍ଟୁଲମ୍ |
युकेरिस्ट,ଇଉକାରିଷ୍ଟ |
इव्हेंजेलिकलिझम,ସୁସମାଚାର
इव्हँजेलिकल चळवळ,ସୁସମାଚାର ଆନ୍ଦୋଳନ |
प्रचारक,ସୁସମାଚାର ପ୍ରଚାରକ |
Exarch,Exarch
Exilarch,Exilarch
फालंगिस्ट,ଫାଲାଙ୍ଗିଷ୍ଟ |
वडिलांची जमीन,ପିତା ଭୂମି |
वडिलांची जमीन,ପିତା ଭୂମି |
फेरी,ଫେରିଆ |
फेटिश,ଫେଟିଶ୍ |
जहागीरदार धारण,ସାମାଜିକ ହୋଲ୍ଡିଂ |
सरंजामशाही (=सामंत व्यवस्था),ସାମ୍ରାଜ୍ୟବାଦ (= ସାମ୍ରାଜ୍ୟ ପ୍ରଣାଳୀ)
सरंजामशाही व्यवस्था,ସାମ୍ରାଜ୍ୟ ବ୍ୟବସ୍ଥା |
सामंत,ବିବାଦୀୟ |
फिदेई बचावकर्ता (=विश्वासाचा रक्षक),ଫିଡେ ଡିଫେନ୍ସର୍ (= ବିଶ୍ୱାସର ଡିଫେଣ୍ଡର)
फिफ,ଫିଫ୍ |
फील्ड सिस्टम,ଫିଲ୍ଡ ସିଷ୍ଟମ୍ |
पंधरावा कर,ପ te ୍ଚଦଶ କର |
आकृती डोके,ଚିତ୍ର ମୁଣ୍ଡ
फिन डी siecle,ଫିନ୍ ଡି ସାଇକେଲ୍ |
आग भक्षक,ଅଗ୍ନି ଭୋଜନକାରୀ |
पाच मैल कायदा,ପାଞ୍ଚ ମାଇଲ୍ ଆକ୍ଟ |
झेंडा,ପତାକା
फ्लेमेन डायलिस,ଫ୍ଲେମେନ୍ ଡାଏଲିସ୍ |
फ्लेमेन मार्शियलिस,ଫ୍ଲେମେନ ମାର୍ଟିଆଲିସ୍ |
ज्वलंत मशाल,ଜ୍ୱଳନ୍ତ ମଶାଲ |
पार्श्वभाग,ଫାଙ୍କା
flanking चळवळ,ଫ୍ଲାଙ୍କିଙ୍ଗ୍ ଗତି
भरभराट होत असलेली सभ्यता,ସମୃଦ୍ଧ ସଭ୍ୟତା |
प्रवाही विश्वास,ଫ୍ଲୁଭିଆଲିଷ୍ଟିକ୍ ବିଶ୍ୱାସ |
लोकदेवता,ଲୋକ ଭଗବାନ |
लोकदेवता,ଲୋକ ଦେବୀ
लोक स्मृती,ଲୋକ ସ୍ମୃତି
लोककथा (=लोककथा),ଲୋକ ପୁରାଣ (= ଲୋକନୃତ୍ୟ)
चारा,ଚୋରାଚାଲାଣ |
धाड,ଅଗ୍ରଗାମୀ |
पूर्वापार,ଅଗ୍ରଗାମୀ |
पूर्वज,ପୂର୍ବଜ
अग्रदूत,ଅଗ୍ରଗାମୀ |
उदासीन आशा,ଭରସା
निर्मितीचा टप्पा,ଗଠନମୂଳକ ପର୍ଯ୍ୟାୟ |
किल्ला,ଦୁର୍ଗ
तटबंदी,ଦୁର୍ଗ
तटबंदी असलेले शहर,ଦୁର୍ଗ ସହର
किल्ला,ଦୁର୍ଗ
फॉर्च्युना,ଫର୍ଚୁନା
फोरम रोमनम,ଫୋରମ୍ ରୋମାନମ୍ |
फ्रान्सिस्कन,ଫ୍ରାନ୍ସିସ୍କାନ୍ |
फ्रँकलिन,ଫ୍ରାଙ୍କଲିନ୍ |
भ्रातृसंहारक युद्ध,ଭ୍ରାତୃ ଯୁଦ୍ଧ |
मोफत चर्च,ମୁକ୍ତ ଚର୍ଚ୍ଚ
फ्रीहोल्डर,ମୁକ୍ତଧାରୀ
फ्रीलान्स सैनिक,ଫ୍ରିଲାନ୍ସ ସ soldier ନିକ |
फ्रीलान्स सैनिक,ଫ୍ରିଲାନ୍ସ ସ soldier ନିକ |
फ्रीमॅन,ଫ୍ରିମାନ୍
फ्रीमॅन,ଫ୍ରିମାନ୍
मोफत पास,ଫ୍ରିପାସ୍ |
फ्रेंच क्रांती,ଫରାସୀ ବିପ୍ଳବ |
तपस्वी,ଫ୍ରିୟାର୍ |
फ्रियाशियन भाडोत्री,ଫ୍ରାସିଆନ୍ ଭିକାରୀ
सीमावर्ती माणूस,ସୀମାନ୍ତ ମଣିଷ |
गॅलिओन,ଗାଲେନ୍ |
गॅलिकन (=गॅलिकनिस्ट),ଗାଲିକାନ୍ (= ଗାଲିକାନିଷ୍ଟ)
गॅलिकनिझम,ଗାଲିକାନିଜିମ୍ |
गॅरिसन,ଗ୍ୟାରିସନ୍ |
गॉल,ଗଲ୍ |
गॉन्टलेट,ଗାଣ୍ଟଲେଟ୍ |
गॉन्टलेट,ଗାଣ୍ଟଲେଟ୍ |
गॅझेबो,ଗେଜେବୋ |
गॅझेबो,ଗେଜେବୋ |
गॅझेबो,ଗେଜେବୋ |
वंशावळीचा इतिहास,ବଂଶାନୁକ୍ରମିକ ଇତିହାସ |
वंशावळी रेकॉर्ड,ବଂଶାନୁକ୍ରମିକ ରେକର୍ଡ |
वंशावळी सारणी,ବଂଶାନୁକ୍ରମିକ ସାରଣୀ |
वंशावळीचे झाड,ବଂଶାନୁକ୍ରମିକ ବୃକ୍ଷ |
वंशावळी,ବଂଶାନୁକ୍ରମିକ
वंशावळी,ବଂଶାନୁକ୍ରମିକ
पिढी,ପି Generation ଼ି
नरसंहार,ଜାତିସଂଘ
परराष्ट्रीय,ଅଣଯିହୂଦୀ
परराष्ट्रीय,ଅଣଯିହୂଦୀ
परराष्ट्रीय,ଅଣଯିହୂଦୀ
परराष्ट्रीय,ଅଣଯିହୂଦୀ
वस्ती,ଘେଟୋ |
वस्ती,ଘେଟୋ |
गिबेट,ଗିବ୍ବେଟ୍ |
गिल्ड (=गिल्ड),ଗିଲ୍ଡ (= ଗିଲ୍ଡ)
ग्लॅडिएटर,ଗ୍ଲାଡିଏଟର |
गौरवशाली क्रांती,ଗ or ରବମୟ ବିପ୍ଳବ |
गोल्डन हॉर्डे,ସୁବର୍ଣ୍ଣ ହୋର୍ଡ଼ |
महाआघाडी,ଗ୍ରାଣ୍ଡ୍ ଆଲାଏନ୍ସ |
ग्रँडी,ଗ୍ରାଣ୍ଡି
ग्रँड सिग्नर,ଗ୍ରାଣ୍ଡ୍ ସାଇନର୍ |
ग्रँड सिग्नर,ଗ୍ରାଣ୍ଡ୍ ସାଇନର୍ |
महान गृहयुद्ध,ମହାନ ଗୃହଯୁଦ୍ଧ |
महान प्रस्थान (बुद्धाचे),ମହାନ ବିଦାୟ (ବୁଦ୍ଧଙ୍କ)
ग्रेटर इंडिया,ଗ୍ରେଟର ଭାରତ |
ग्रेट हेलास,ମହାନ ହେଲାସ୍ |
ग्रेट होर्डे,ମହାନ ହୋର୍ଡ
महान त्याग (=महान प्रस्थान),ମହାନ ତ୍ୟାଗ (= ମହାନ ବିଦାୟ)
ग्रेट सील,ମହାନ ସିଲ୍ |
ग्रेट ट्रॅक,ଗ୍ରେଟ୍ ଟ୍ରାକ୍ |
उत्तम वाहन,ମହାନ ଯାନ
चीनची महान भिंत,ଚାଇନାର ଗ୍ରେଟ୍ ୱାଲ୍ |
ग्रीव्ह,ଗ୍ରୀଭ୍ |
गार्ड-चेंबर,ରାକ୍ଷୀ-ଚାମ୍ବର |
गार्ड-चेंबर,ରାକ୍ଷୀ-ଚାମ୍ବର |
गार्ड-चेंबर,ରାକ୍ଷୀ-ଚାମ୍ବର |
गुप्ता,ଗୁପ୍ତା
हॅगिओग्राफी,ହାଗିଓଗ୍ରାଫି |
हॅगिओग्राफी,ହାଗିଓଗ୍ରାଫି |
हॅगिओलॉजी,ହାଜିଓଲୋଜି |
हॅगिओलॉजी,ହାଜିଓଲୋଜି |
खाजगी प्रेक्षकांचा हॉल,ବ୍ୟକ୍ତିଗତ ଦର୍ଶକଙ୍କ ହଲ୍ |
सार्वजनिक प्रेक्षकांचा हॉल,ଜନ ଦର୍ଶକଙ୍କ ହଲ୍ |
हॅचमेंट,ହ୍ୟାଚ୍
हिथन,ହେଥେନ୍ |
हिथन,ହେଥେନ୍ |
हिथिनिझम,ହେଥେନିଜିମ୍ |
हेगिरा (हेजेरा),ହେଗିରା (ହେଜେରା)
हेलेनिझम,ହେଲେନିଜିମ୍ |
हेलोट,ହେଲଟ୍ |
हेरलड्री,ହେରାଲ୍ଡ୍ରି |
वारसा,ହେରିଟେଜ୍
चित्रलिपी रेखीय वर्ण,ହାଇରୋଗଲିଫିକ୍ ର line ଖ୍ୟ ବର୍ଣ୍ଣଗୁଡିକ |
चित्रलिपी लिपी,ହାଇରୋଗଲିଫିକ୍ ସ୍କ୍ରିପ୍ଟ |
उच्च चर्च,ହାଇ ଚର୍ଚ୍ଚ
उंच लँडर,ହାଇ ଲ୍ୟାଣ୍ଡର୍ |
हिंदू धर्म,ହିନ୍ଦୁ ଧର୍ମ
इतिहासकार,Histor ତିହାସିକ
इतिहासकार,Histor ତିହାସିକ
ऐतिहासिक भौतिकवाद,Histor ତିହାସିକ ବସ୍ତୁବାଦ |
ऐतिहासिक युग,Histor ତିହାସିକ ଯୁଗ |
ऐतिहासिक सीमा,Histor ତିହାସିକ ସୀମା
इतिहासकार,ଇତିହାସକାର
इतिहासकार,ଇତିହାସକାର
इतिहासलेखन,ଇତିହାସ ଲିପି
इतिहासलेखन,ଇତିହାସ ଲିପି
इतिहास,ଇତିହାସ
हिटाइट साम्राज्य,ହିତ୍ତୀୟ ସାମ୍ରାଜ୍ୟ |
पवित्र युती,ପବିତ୍ର ମିଳିତ ମଞ୍ଚ
पवित्र शहर,ପବିତ୍ର ସହର
पवित्र शहर,ପବିତ୍ର ସହର
पवित्र भूमी,ପବିତ୍ର ଭୂମି
पवित्र भूमी,ପବିତ୍ର ଭୂମି
होली लीग,ହୋଲି ଲିଗ୍ |
होली लीग,ହୋଲି ଲିଗ୍ |
पवित्र रोमन साम्राज्य (=द एम्पायर),ପବିତ୍ର ରୋମାନ୍ ସାମ୍ରାଜ୍ୟ (= ସାମ୍ରାଜ୍ୟ)
पवित्र समुद्र,ପବିତ୍ର ସମୁଦ୍ର |
पवित्र समुद्र,ପବିତ୍ର ସମୁଦ୍ର |
पवित्र युद्ध,ପବିତ୍ର ଯୁଦ୍ଧ
पवित्र युद्ध,ପବିତ୍ର ଯୁଦ୍ଧ
गृह सरकार,ଗୃହ ସରକାର
होमगार्ड,ହୋମ ଗାର୍ଡ |
जन्मभुमी,ମାତୃଭୂମି |
घरचा नियम,ଗୃହ ନିୟମ |
होम रूल,ଗୃହ ନିୟମ
होर्डे,ହୋର୍ଡେ |
होर्डे,ହୋର୍ଡେ |
शत्रु देश,ଶତ୍ରୁ ଦେଶ |
प्रतिकूल जमीन,ଶତ୍ରୁ ଭୂମି |
गरम पाठलाग,ଗରମ ଅନୁସରଣ
घर,ଘର
घर,ଘର
हाऊस ऑफ कॉमन्स,ହାଉସ୍ ଅଫ୍ କମନ୍ସ
हाऊस ऑफ लॉर्ड्स,ହାଉସ୍ ଅଫ୍ ଲର୍ଡସ୍ |
प्रतिनिधीगृह,ଲୋକସଭା
Huguenots,ହୁଗୁଏନଟ୍ସ |
मानवतावाद,ମାନବବାଦ |
मानवतावादी,ମାନବବାଦୀ |
शंभर येसर्स युद्ध,ଶହ ଶହ ୟେସର ଯୁଦ୍ଧ |
हुंकार,ହଙ୍କର୍ |
इबादत खाना (पूजागृह),ଇବାଦତ ଖାନା (ପୂଜା ଘର)
आयकॉनोक्लास्ट,ଆଇକନୋକ୍ଲାଷ୍ଟ |
मूर्तिपूजक,ପ୍ରତିମା
इलाही युग,ଇଲାହି ଯୁଗ |
बेकायदेशीर युद्ध,ବେଆଇନ ଯୁଦ୍ଧ |
प्रकाशित हस्तलिखित,ଆଲୋକିତ ପାଣ୍ଡୁଲିପି
सचित्र हस्तलिखित,ଚିତ୍ରିତ ପାଣ୍ଡୁଲିପି |
सचित्र हस्तलिखित,ଚିତ୍ରିତ ପାଣ୍ଡୁଲିପି |
इमाम (इम्माम),ଇମାମ (ଇମ୍ମାମ୍)
इमामते,ଇମାମେଟ୍ |
इमामते,ଇମାମେଟ୍ |
इमामबारा,ଇମମ୍ବର
शाही,ସାମ୍ରାଜ୍ୟ
शाही शहर,ସାମ୍ରାଜ୍ୟ ସହର |
साम्राज्यवाद,ସାମ୍ରାଜ୍ୟବାଦ |
शाही प्राधान्य,ସାମ୍ରାଜ୍ୟ ପସନ୍ଦ |
बेधडकपणा,ଅପ୍ରାକୃତିକ |
ढोंगी,ଇମ୍ପୋଷ୍ଟର୍ |
तुरुंगवास,କାରାଗାର
तुरुंगवास,କାରାଗାର
घुसखोरी,ଆକ୍ରମଣ
घुसखोर,ଅନୁପ୍ରବେଶକାରୀ |
स्वातंत्र्य,ସ୍ୱାଧୀନତା
स्वातंत्र्यदिन,ସ୍ବାଧୀନତା ଦିବସ
इंडिपेंडन्स हॉल,ସ୍ୱାଧୀନତା ହଲ୍
भारतीय अमेरिकन (=रेड इंडियन=अमेरिकन भारतीय),ଭାରତୀୟ ଆମେରିଆନ୍ (= ରେଡ୍ ଇଣ୍ଡିଆନ୍ = ଆମେରିକୀୟ ଭାରତୀୟ)
इंडियन होम रूल लीग,ଇଣ୍ଡିଆନ୍ ହୋମ୍ ନିୟମ ଲିଗ୍ |
औद्योगिक क्रांती,ଶିଳ୍ପ ବିପ୍ଳବ |
काफिर,ଅବିଶ୍ୱାସୀ |
काफिर,ଅବିଶ୍ୱାସୀ |
घुसखोरी,ଅନୁପ୍ରବେଶ
घुसखोर,ଅନୁପ୍ରବେଶକାରୀ |
माहिती देणारा,ସୂଚନାଯୋଗ୍ୟ
माहिती देणारा,ସୂଚନାଯୋଗ୍ୟ
माहिती देणारा,ସୂଚନାଦାତା
माहिती देणारा,ସୂଚନାଦାତା
प्रवेश,ଅନୁପ୍ରବେଶ
प्रवेश,ଅନୁପ୍ରବେଶ
प्रवेश,ଅନୁପ୍ରବେଶ
वस्ती,ବାସସ୍ଥାନ
रहिवासी,ନିବାସୀ
वारसा,ଉତ୍ତରାଧିକାରୀ |
वारसा,ଉତ୍ତରାଧିକାରୀ |
वारसा,ଉତ୍ତରାଧିକାରୀ |
शिलालेख,ଲେଖା
बोधचिन्ह,ଇନସିନିୟା |
प्रवेशाचे साधन,ଯୋଗଦାନର ଯନ୍ତ୍ର
शासनाचे साधन,ସରକାରଙ୍କ ଉପକରଣ
बंड (बंड),ବିଦ୍ରୋହ (ବିଦ୍ରୋହ)
बंडखोर,ବିଦ୍ରୋହୀ
बंड,ବିଦ୍ରୋହ
बंड,ବିଦ୍ରୋହ
एकत्रीकरण,ଏକୀକରଣ
रेकॉर्डची अखंडता,ରେକର୍ଡଗୁଡ଼ିକର ଅଖଣ୍ଡତା |
राज्यांची अखंडता,ରାଜ୍ୟଗୁଡ଼ିକର ଅଖଣ୍ଡତା |
बुद्धिमत्ता (बुद्धिमान),ଇଣ୍ଟେଲିଜେଣ୍ଟିଆ (ଇଣ୍ଟେଲିଜେଣ୍ଟିଆ)
मध्यस्थी,ମଧ୍ୟସ୍ଥି |
मध्यस्थी करणारा,ମଧ୍ୟସ୍ଥି |
मध्यस्थ,ମଧ୍ୟସ୍ଥି |
आंतरराष्ट्रीयवाद,ଆନ୍ତର୍ଜାତୀୟତା
आंतरराष्ट्रीयवाद,ଆନ୍ତର୍ଜାତୀୟତା
आंतरराष्ट्रीयवादी,ଆନ୍ତର୍ଜାତୀୟବାଦୀ |
परस्पर युद्ध,ଇଣ୍ଟର୍ନେସିନ୍ ଯୁଦ୍ଧ |
इंटर्नी,ଇଣ୍ଟରନେଟ୍
इंटर्नी,ଇଣ୍ଟରନେଟ୍
इंटर्नी कॅम्प,ଇଣ୍ଟର୍ନି କ୍ୟାମ୍ପ
नजरबंदी,ଇଣ୍ଟର୍ନେଟ୍
नजरबंदी,ଇଣ୍ଟର୍ନେଟ୍
नजरबंदी,ଇଣ୍ଟର୍ନେଟ୍
Internuncio,ଇଣ୍ଟର୍ନିସିଓ |
दुभाषी,ଅନୁବାଦକ
दुभाषी,ଅନୁବାଦକ
दुभाषी,ଅନୁବାଦକ
हस्तक्षेप,ହସ୍ତକ୍ଷେପ
Intestacy,ଆନ୍ତରିକତା
Intestate,ଅନ୍ତନଳୀ
कारस्थान,ଷଡଯନ୍ତ୍ର
घुसखोर,ଅନୁପ୍ରବେଶକାରୀ
घुसखोर,ଅନୁପ୍ରବେଶକାରୀ
घुसखोरी,ଅନୁପ୍ରବେଶ
आक्रमण,ଆକ୍ରମଣ
आक्रमण,ଆକ୍ରମଣ
गुंतवणूक करा,ବିନିଯୋଗ କରନ୍ତୁ |
गुंतवणूक करा,ବିନିଯୋଗ କରନ୍ତୁ |
गुंतवणूक करा,ବିନିଯୋଗ କରନ୍ତୁ |
गुंतवणूक करा,ବିନିଯୋଗ କରନ୍ତୁ |
गुंतवणूक,ବିନିଯୋଗ
गुंतवणूक,ବିନିଯୋଗ
गुंतवणूक,ବିନିଯୋଗ
गुंतवणूक समारंभ,ବିନିଯୋଗ ସମାରୋହ
राष्ट्रीयत्वासह गुंतवणूक करा,ଜାତୀୟତା ସହିତ ବିନିଯୋଗ କରନ୍ତୁ |
अजिंक्य आरमार,ଅବିସ୍ମରଣୀୟ ଆର୍ମଡା |
उल्लंघन (राज्याचे),ଅହିଂସା (ରାଜ୍ୟ)
उल्लंघन स्थिती,ଅବ୍ୟବସ୍ଥା |
अभेद्य किल्ला,ଅବିସ୍ମରଣୀୟ ଦୁର୍ଗ |
लोह वय,ଲ Iron ହ ଯୁଗ |
लोखंडी पडदा,ଲୁହା ପରଦା |
लोखंडी रक्षक,ଲୁହା ଗାର୍ଡ |
लोखंडी शिधा,ଲୁହା ରାସନ |
लोखंडी बाजू,ଲୁହା ପାର୍ଶ୍ୱ |
लोखंडी टिपलेला बाण,ଲୁହା ଟାଇପ୍ ତୀର |
इस्थमियन खेळ,ଇଷ୍ଟମିଆନ୍ ଖେଳଗୁଡିକ |
जॅनिसरी,ଜାନିସାରୀ |
रखवालदार,ଜାନିଟର୍ |
रखवालदार,ଜାନିଟର୍ |
भाला,ଜାଭେଲିନ୍ |
जिम क्रो कायदे,ଜିମ୍ କ୍ରୋ ନିୟମ |
जिंगो,ଜିଙ୍ଗୋ |
जिंगो,ଜିଙ୍ଗୋ |
जिंगो,ଜିଙ୍ଗୋ |
जिंगोइझम,ଜିଙ୍ଗୋଜିମ୍ |
संयुक्त कारवाई,ମିଳିତ କାର୍ଯ୍ୟ
संयुक्त नियंत्रण,ମିଳିତ ନିୟନ୍ତ୍ରଣ |
संयुक्त वहिवाट,ମିଳିତ ବୃତ୍ତି
ज्युरी,ଖଣ୍ଡପୀଠ
फक्त कारण,କେବଳ କାରଣ |
ठेवा,ରଖନ୍ତୁ |
अभिलेखागाराचा रक्षक,ଅଭିଲେଖାଗାରର ରକ୍ଷକ |
केटल-ड्रम,କେଟଲ୍-ଡ୍ରମ୍ |
मुख्य शब्द,ମୁଖ୍ୟ ଶବ୍ଦ |
राजा,ରାଜା
राज्य,ରାଜ୍ୟ
किंगलेट,କିଙ୍ଗଲେଟ୍ |
किंग मेकर,ରାଜା ନିର୍ମାତା |
राजेशाही,କିଙ୍ଗସିପ୍ |
राजेशाही,କିଙ୍ଗସିପ୍ |
किचन कॅबिनेट,ରୋଷେଇ ଘର କ୍ୟାବିନେଟ୍ |
नाइट,ନାଇଟ୍ |
राजत्व,କିଙ୍ଗହୁଡ୍ |
Kinghts हॉस्पिटलर्स,କିଙ୍ଗହଟସ୍ ହସ୍ପିଟାଲ୍ |
सेंट जॉनचे शूरवीर,ସେଣ୍ଟ ଜନ୍ ର ନାଇଟ୍ସ |
नाइट टेम्पलर,ନାଇଟ୍ ଟେମ୍ପଲର୍ |
कु क्लक्स क्लान (KKK),କୁ କ୍ଲକ୍ସ କ୍ଲାନ୍ (KKK)
कुमिंतंग,କୁମିଣ୍ଟାଙ୍ଗ |
सामान्य,ଲାଇଟି
लान्स,ଲାନ୍ସ |
लान्सर,ଲାନ୍ସର୍
नंतर गुप्ता,ପରେ ଗୁପ୍ତା |
कायदेशीर वारस,ଆଇନଗତ ଉତ୍ତରାଧିକାରୀ |
अराजकता (=विकार),ଅନ less ତିକତା (= ବିଶୃଙ୍ଖଳା)
अराजकता (=विकार),ଅନ less ତିକତା (= ବିଶୃଙ୍ଖଳା)
कायद्याचे प्रभू,ଆଇନ ପ୍ରଭୁ
धार्मिकतेचा कायदा,ଧର୍ମର ନିୟମ
लीग ऑफ नेशन्स,ଲିଗ୍ ଅଫ୍ ନେସନ୍ସ
वारसा (= मृत्युपत्र),ଉତ୍ତରାଧିକାରୀ (= ଉତ୍ତରାଧିକାରୀ)
वारसा (= मृत्युपत्र),ଉତ୍ତରାଧିକାରୀ (= ଉତ୍ତରାଧିକାରୀ)
कायदेशीर वारस,ଆଇନଗତ ଉତ୍ତରାଧିକାରୀ |
लेगेट,ଲିଗେଟ୍ |
लेगेट,ଲିଗେଟ୍ |
लेगेट,ଲିଗେଟ୍ |
दंतकथा,କିମ୍ବଦନ୍ତୀ
दंतकथा,କିମ୍ବଦନ୍ତୀ
फौज,ଲେଜିଅନ୍ |
फौज,ଲେଜିଅନ୍ |
लीजन ऑफ ऑनर,ଲେଜିଅନ୍ ଅଫ୍ ସମ୍ମାନ
Lese majeste (=lese majeste),Lese ମହିମା (= lese majeste)
कमी राज्ये,ଛୋଟ ରାଜ୍ୟଗୁଡିକ |
विश्वासपत्रे,ବିଶ୍ cred ାସ ପତ୍ର
लीज-स्वामी,ଲିଜ୍-ପ୍ରଭୁ
लीग माणूस,ଲିଜ୍ ମ୍ୟାନ୍ |
लीग माणूस,ଲିଜ୍ ମ୍ୟାନ୍ |
जन्मठेप,ଆଜୀବନ କାରାଦଣ୍ଡ |
वंश,ବଂଶ
लिटल इंग्‍लंडर,ଛୋଟ ଇଂଲଣ୍ଡ
लहान वाहन (= कमी वाहन),ଛୋଟ ଯାନ (= କମ୍ ଯାନ)
किनारी राज्य,ଉପକୂଳବର୍ତ୍ତୀ ରାଜ୍ୟ |
धार्मिक विधी,ଲିଟୁର୍ଗିଜ୍ |
पूजाविधी,ଲିଟୁର୍ଜି
स्थानिक निष्ठा,ସ୍ଥାନୀୟ ଅନୁଗତତା |
स्थानिक स्वराज्य संस्था,ସ୍ଥାନୀୟ ସ୍ୱୟଂ ସରକାର |
