Marathi,Bengali
ऑर्थोगोनल,অর্থোগোনাল
ऑर्टस्टीन,অর্টস্টেইন
बाह्य सिग्नल,বাইরের সংকেত
ऑक्सिडेशन,জারণ
पँट्री,প্যান্ট্রি
पॅरापेट,প্যারাপেট
पॅरापेट भिंत,প্রাচীর প্রাচীর
पालक साहित्य,পিতামাতার উপাদান
पेबल कास्ट प्लास्टर,নুড়ি ঢালাই প্লাস্টার
पेडलफर,পেডালফার
पेडोकल,পেডোকাল
पेडोजेनेसिस,পেডোজেনেসিস
पेडॉलॉजी,পেডোলজি
पेडोस्फियर,পেডোস্ফিয়ার
पेनेट्रोमीटर,পেনেট্রোমিটার
पेन्ट छत,পেন্ট ছাদ
पेप्टायझिंग एजंट,পেপটাইজিং এজেন্ট
विश्लेषण कालावधी,বিশ্লেষণের সময়কাল
पर्पेंड,পারপেন্ড
शोषण,শোষণ
घाट,পিয়ার
पिलास्टर,পিলাস্টার
खेळपट्टी,পিচ
खड्डे पडलेले छत,গল্পটা ছাদ
साधा काँक्रीट,সাধারণ কংক্রিট
विमान कोन,সমতল কোণ
साधे अंगण,সমতল গজ
प्लॅनसोल,প্ল্যানসোল
प्लास्टिकची सुसंगतता,প্লাস্টিকের সামঞ্জস্য
प्लॅस्टिकिटी,প্লাস্টিসিটি
प्लॅस्टिकिटी निर्देशांक,প্লাস্টিসিটি সূচক
प्लॅस्टिकिटी मर्यादा,প্লাস্টিসিটি সীমা
प्लॅस्टिकिटी श्रेणी,প্লাস্টিসিটি পরিসীমা
प्लेट रचना,প্লাটি গঠন
प्लिंथ,প্লিন্থ
नांगरलेली माती,লাঙ্গলের মাটি
मनुका दगड,বরই পাথর
पॉडझोल,পডজোল
पॉइंटिंग,ইশারা
बहुभुज भिंत,বহুভুজ প্রাচীর
छिद्र जागा,ছিদ্র স্থান
बंदर,বন্দর
सकारात्मक वायुवीजन,ইতিবাচক বায়ুচলাচল
प्रेयरी माती,প্রাইরি মাটি
सुस्पष्टता,যথার্থতা
प्राथमिक कण,প্রাথমিক কণা
प्रिझमॅटिक रचना,প্রিজম্যাটিক কাঠামো
उत्पादक कार्य,উৎপাদনশীল কাজ
प्रकल्पाचे औचित्य,প্রকল্পের ন্যায্যতা
संरक्षणात्मक कार्य,প্রতিরক্ষামূলক কাজ
स्यूडो-मायसेलियम,সিউডো-মাইসেলিয়াম
डबके,পুডল
पगिंग,পাগিং
प्युमिस,পিউমিস
पंचन,পাঞ্চিয়ন
कठपुतळी,পুতুল
पुटलॉग,পুটলগ
पुटलॉग मचान,পুটলগ ভারা
सामग्री सर्वेक्षक,পরিমাণ পরিমাপক
खणाचा रस,খনির রস
क्वे,কোয়ে
राणी बंद,রানী বন্ধ
Quoin,কুইন
तराफा पाया,ভেলা ফাউন্ডেশন
राकर,রাকার
रेकिंग,রেকিং
रॅकिंग बाँड,রেকিং বন্ড
Raking फ्लॅशिंग,ঝলকানি raking
वेगाने बदलणारा प्रवाह,দ্রুত পরিবর্তনশীল প্রবাহ
वसूल करण्यायोग्य पेमेंट,পুনরুদ্ধারযোগ্য পেমেন্ট
लाल पृथ्वी,লাল পৃথিবী
लाल चिकणमाती,লাল দোআঁশ
नियामक,রেগুলেটর
रेगुर किंवा काळी कापूस माती,রেগুর বা কালো তুলা মাটি
परतफेड करार,পরিশোধের চুক্তি
अवशिष्ट संकोचन,অবশিষ্ট সংকোচন
अवशिष्ट माती,অবশিষ্ট মাটি
प्रकट करा,প্রকাশ করা
पिन प्रकट करा,পিন প্রকাশ করুন
टाय प्रकट करा,টাই প্রকাশ
रिज,রিজ
रिज कॅपिंग,রিজ ক্যাপিং
नदी,নদী
रस्ता स्थिर,রোড স্টেড
खडबडीत मलम,রুক্ষ প্লাস্টার
ढिगारा,ধ্বংসস্তুপ
भंगार दगडी बांधकाम,ধ্বংসস্তূপ রাজমিস্ত্রি
कचऱ्याची भिंत,ধ্বংসস্তূপ দেয়াল
चालू मोजमाप,চলমান পরিমাপ
सुरक्षित पत्करण्याची क्षमता,নিরাপদ ভারবহন ক্ষমতা
मीठ ग्लेझ,লবণ গ্লেজ
नमुन्याचा आकार,সাধারন মাপ
नमुना वितरण,নমুনা বিতরণ
नमुना त्रुटी,নমুনা ত্রুটি
वाळू,বালি
वाळू समाप्त,বালি ফিনিস
वाळू हात मोल्डिंग,বালি হাত ছাঁচনির্মাণ
सँडिंग,স্যান্ডিং
संतृप्त माती,স্যাচুরেটেড মাটি
संतृप्त माती पेस्ट,স্যাচুরেটেড মাটির পেস্ট
संपृक्तता अर्क,স্যাচুরেশন নির্যাস
संपृक्तता टक्केवारी,স্যাচুরেশন শতাংশ
बशी घुमट,সসার গম্বুজ
मचान,ভারা
शिस्ट,শিস্ট
सागरी बंदर,সমুদ্র বন্দর
गुप्त गटार,গোপন নর্দমা
दुसरा,দ্বিতীয়
अवसादन विश्लेषण,অবক্ষেপণ বিশ্লেষণ
अर्ध-कृत्रिम बंदर,আধা-কৃত্রিম বন্দর
अर्ध भरतीची गोदी,আধা জোয়ার ডক
वृद्ध,বার্ধক্য
शेल,শেল
पत्र्याचा ढीग,চাদরের স্তূপ
संकोचन मर्यादा,সংকোচন সীমা
शटरिंग,শাটারিং
सियालिटिक माती,সিয়ালিটিক মাটি
सिएरोझेम,সিয়েরোজেম
खिंडी,সিল
गाळ,পলি
सिंगल फ्लेमिश रक्त,একক ফ্লেমিশ রক্ত
एकल दाणेदार रचना,একক দানাদার কাঠামো
कंकाल माती,কঙ্কালের মাটি
स्कर्टिंग,স্কার্টিং
स्लीपर भिंत,ঘুমের প্রাচীর
बाजूचे गटर,পাশের নর্দমা
स्लाइड नियम,পিছলানো পদ্দতি
स्लिप डॉक,স্লিপ ডক
स्मोनिझा,স্মোনিজা
भिजवणे,ভিজানো
मातीचा सहवास,মৃত্তিকা সমিতি
माती वर्ग,মাটির শ্রেণী
माती कॉम्प्लेक्स,মাটি জটিল
मातीची सुसंगतता,মাটির সামঞ্জস্য
माती कुटुंब,মাটির পরিবার
मातीच्या चौकटीचे काम,মাটির ফ্রেমের কাজ
माती ओलावा,মাটির আদ্রতা
जमिनीतील ओलावा वाढणे,মাটির আর্দ্রতা বৃদ্ধি
जमिनीतील आर्द्रतेची कमतरता,মাটির আর্দ্রতার ঘাটতি
माती आकारविज्ञान,মাটির রূপবিদ্যা
मातीचा कण,মাটির কণা
मातीचा टप्पा,মাটির পর্যায়
माती प्रोफाइल,মাটি প্রোফাইল
मातीची प्रतिक्रिया,মাটির প্রতিক্রিয়া
माती वेगळी होते,মাটি আলাদা করে
माती मालिका,মাটি সিরিজ
माती समाधान,মাটির সমাধান
मातीची रचना,মাটির গঠন
मातीचा पोत,মাটির গঠন
मातीचा प्रकार,মাটির ধরন
सोलम,সোলুম
वर्गीकरण,সর্পশন
spalls,স্পালস
विशिष्ट आयन प्रभाव,নির্দিষ্ট আয়ন প্রভাব
स्क्वेअर कोर्स्ड रबल चिनाई,বর্গাকার কোর্সকৃত ধ্বংসস্তূপের গাঁথনি
चौरस नियमित कोर्स्ड मलबा दगडी बांधकाम,বর্গাকার নিয়মিত কোর্সকৃত ধ্বংসস্তুপ গাঁথনি
स्थिर प्रवाह,অটল প্রবাহ
स्टेप्ड फ्लॅशिंग,ধাপে ধাপে ঝলকানি
चिकटपणा,আঠালোতা
स्टिकिंग पॉइंट,স্টিকিং পয়েন্ট
दगड,পাথর
स्लॉप हात मोल्डिंग,স্লপ হাত ছাঁচনির্মাণ
पट्टा बिजागर,চাবুক কবজা
स्ट्रॉ बोर्ड,খড় বোর্ড
प्रवाह,প্রবাহ
ताण,মানসিক চাপ
स्ट्रेचर,স্ট্রেচার
स्ट्रेचर बाँड,স্ট্রেচার বন্ড
स्ट्रेचर कोर्स,স্ট্রেচার কোর্স
स्ट्रिंग,স্ট্রিং
स्ट्रिंग कोर्स,স্ট্রিং কোর্স
रचना घटक,স্ট্রাকচার ফ্যাক্টর
रचना निर्देशांक,গঠন সূচক
स्टुको,স্টুকো
स्टड,স্টুড
स्टायलोबेट,স্টাইলোবেট
पोट माती,সাব মাটি
उप रचना,উপ-কাঠামো
बेरीज वक्र,সমষ্টি বক্ররেখা
सूर्य अभ्रक,সূর্য মাইকা
सुपर रचना,সুপার স্ট্রাকচার
सर्वेक्षक,সার্ভেয়ার
एस-मूल्य,এস-মান
स्वॅग,চোরাই মাল
हंस मान,রাজহাঁসের ঘাড়
तंबू,তাবারন্যাকল
टेबल हँड मोल्डिंग,টেবিল হাত ছাঁচনির্মাণ
टँकिंग,ট্যাঙ্কিং
टेम्पिएट्टो,টেম্পিয়েত্তো
टेंपरिंग,টেম্পারিং
साचा,টেমপ্লেট
साचा,টেমপ্লেট
Tepidarium,টেপিডারিয়াম
टेराकोटा,পোড়ামাটির
टेरा रोझा,টেরা রোজা
टेराझो,টেরাজো
टेट्रा शैली,টেট্রা শৈলী
थ्रेशोल्ड मर्यादा मूल्य,থ্রেশহোল্ড সীমা মান
घसा,গলা
दगडातून,পাথরের মাধ্যমে
भरतीचे खोरे,জোয়ার বেসিন
टाई बार,টাই বার
टाय बीम,টাই মরীচি
टाय रॉड,টাই রড
तीर्स,তিরস
सहिष्णुता,সহনশীলতা
दात काढणे,দাঁত তোলা
वरची माती किंवा पृष्ठभागाची माती,উপরের মাটি বা পৃষ্ঠের মাটি
एकूण सच्छिद्रता,মোট ছিদ্র
ट्रेसरी,ট্রেসরি
ट्रेन प्रतिकार,ট্রেন প্রতিরোধ
ट्रान्सेप्ट,ট্রান্সেপ্ট
संक्रमणकालीन माती,ক্রান্তিকালীন মাটি
ट्रान्सम,ট্রান্সম
वाहतूक माती,পরিবহন মাটি
उपनदी,উপনদী
ट्रायफोरियम,ট্রাইফোরিয়াম
ट्रायग्लिफ,ট্রাইগ্লিফ
कापलेली माती,কাটা মাটি
अशांत प्रवाह,উত্তাল প্রবাহ
बुर्ज,বুরুজ
Tympar संख्या,টাইম্পার সংখ্যা
अंतिम पत्करण्याची क्षमता,চূড়ান্ত ভারবহন ক্ষমতা
अंतिम पीएच,চূড়ান্ত পিএইচ
uncoursed यादृच्छिक भंगार दगडी बांधकाम,এলোমেলো ধ্বংসস্তূপের গাঁথনি
Uncoursed स्क्वेअर मलबे दगडी बांधकाम,আনকোর্সড বর্গাকার ধ্বংসস্তূপ রাজমিস্ত্রি
अंडरक्रॉफ्ट,আন্ডারক্রফট
अपूर्ण सच्छिद्रता,অপূর্ণ ছিদ্র
एकसमान प्रवाह,অভিন্ন প্রবাহ
युनिट फ्रेम प्रकार मचान,ইউনিট ফ্রেম টাইপ ভারা
अनुत्पादक काम,অনুৎপাদনশীল কাজ
असंतृप्त माती,অসম্পৃক্ত মাটি
अस्थिर प्रवाह,অস্থির প্রবাহ
वरची प्लास्टिक मर्यादा,প্লাস্টিকের উপরের সীমা
दरी गटर,উপত্যকা গটার
तिजोरी,ভল্ট
व्हेटेरिअम,ভেটেরিয়াম
वायुवीजन,অবাধে বায়ু - চলাচলের ব্যবস্থা
व्हेंटिलेटर,ভেন্টিলেটর
वरमदाह,ভেরামদাহ
वेस्टिब्युल,ভেস্টিবুল
व्हिला,ভিলা
