English,Punjabi
Biased in the forward direction,ਅੱਗੇ ਦੀ ਦਿਸ਼ਾ ਵਿਚ ਪੱਖਪਾਤ
Bi-directional microphone,ਦੋ-ਦਿਸ਼ਾਵੀ ਮਾਈਕ੍ਰੋਫੋਨ
Billboard,ਬਿਲ ਬੋਰਡ
Billboard application,ਬਿਲਬੋਰਡ ਐਪਲੀਕੇਸ਼ਨ
Bi-metallic element,ਦੋ-ਧਾਤੂ ਤੱਤ
Binary,ਬਾਈਨਰੀ
Binary coded decimal,ਬਾਈਨਰੀ ਕੋਡਡ ਦਸ਼ਮਲਵ
Binary digit (bit),ਬਾਈਨਰੀ ਅੰਕ (ਬਿੱਟ)
Binary number,ਬਾਈਨਰੀ ਨੰਬਰ
Binaural hearing,ਹਾਇਨਲ ਸੁਣਵਾਈ
Binocular,ਦੂਰਬੀਨ
Biometric,ਬਾਇਓਮੈਟ੍ਰਿਕ
Bipolar transistor,ਬਾਈਪੋਲਰ ਟ੍ਰਾਂਜ਼ਿਸਟਰ
Bit allocation,ਬਿੱਟ ਅਲਾਟਮੈਂਟ
Bit rate,ਬਿੱਟ ਰੇਟ
Black & white TV,ਕਾਲੀ ਅਤੇ ਚਿੱਟਾ ਟੀਵੀ
Blank,ਖਾਲੀ
Blanking interval,ਅੰਤਰਾਲ
Blanking level,ਖਾਲੀ ਪੱਧਰ
Bleeder resistance,ਖੂਨ ਦੇ ਵਿਰੋਧ
Blimped camera,ਝੁਲਸਿਆ ਕੈਮਰਾ
Blinding glare,ਅੰਨ੍ਹਾ
Blink,ਝਪਕਣਾ
Blinking,ਝਪਕਣਾ
Block code,ਬਲਾਕ ਕੋਡ
Block diagram,ਬਲਾਕ ਚਿੱਤਰ
Block interleave,ਬਲਾਕ ਇੰਟਰਲੇਵ
Blocking capacitor,ਰੋਕਣਾ ਕੈਪਸਲੇਟਰ
Blocking oscillator,Cl ਕਲੇਟਰ ਨੂੰ ਰੋਕਣਾ
Bloom,ਖਿੜ
Blow lamp,ਵਾਂ ਦੀਵਾ
Blow pipe,ਪਾਈਪ ਉਡਾ
Blower,ਉਡਾਉਣ ਵਾਲੇ
Bluetooth,ਬਲਿ Bluetooth ਟੁੱਥ
Body capacitance,ਬਾਡੀ ਕੈਪੀਟਲ
Bookmark,ਬੁੱਕਮਾਰਕ
Boolean algebra,ਬੁਲੀਅਨ ਐਲਜਬਰਾ
Boom,ਬੂਮ
Boost,ਹੁਲਾਰਾ
Booster,ਬੂਸਟਰ
Booster light,ਬੂਸਟਰ ਰੋਸ਼ਨੀ
Boosting,ਹੁਲਾਰਾ
Booting,ਬੂਟਿੰਗ
Bootstrap,ਬੂਟਸਟਰੈਪ
Bottom light,ਤਲ ਰੋਸ਼ਨੀ
Bounce light,ਜੰਚਕ ਰੋਸ਼ਨੀ
Break down,ਟੁੱਟ ਜਾਣਾ
Break down voltage,ਵੋਲਟੇਜ ਨੂੰ ਤੋੜੋ
Bridge element,ਬ੍ਰਿਜ ਐਲੀਮੈਂਟ
Bridge rectifier,ਬ੍ਰਿਜ ਰੈਕਟਫਾਇਰ
Bridged ‘T’ attenuator,ਬ੍ਰੀਡਡ 'ਟੀ' ਐਟਣਾਟਰ
Bridged structure,ਬਰਧਾਰਿਤ ਬਣਤਰ
Bridging,ਬ੍ਰਿਜਿੰਗ
Bridging amplifier,ਬ੍ਰਿਜਿੰਗ ਐਂਪਲੀਫਾਇਰ
Bridging loss,ਬ੍ਰਿਜਿੰਗ ਦਾ ਨੁਕਸਾਨ
Brightness,ਚਮਕ
Brightness control,ਚਮਕ ਨਿਯੰਤਰਣ
Brittle,ਭੁਰਭੁਰਾ
Brittle substance,ਭੁਰਭੁਰਾ ਪਦਾਰਥ
Broadband,ਬ੍ਰਾਡਬੈਂਡ
Broadband amplifier,ਬਰਾਡਬੈਂਡ ਐਂਪਲੀਫਾਇਰ
Broadband ISDN,ਬ੍ਰਾਡਬੈਂਡ ਆਈਐਸਡੀਐਨ
Broadband system,ਬ੍ਰਾਡਬੈਂਡ ਸਿਸਟਮ
Broadcast and communication technology,ਪ੍ਰਸਾਰਣ ਅਤੇ ਸੰਚਾਰ ਟੈਕਨੋਲੋਜੀ
Broadcast coverage,ਪ੍ਰਸਾਰਣ ਕਵਰੇਜ
Broadcast receiver,ਪ੍ਰਸਾਰਣ ਰਿਸੀਵਰ
Broadcast service planning,ਪ੍ਰਸਾਰਣ ਸੇਵਾ ਯੋਜਨਾਬੰਦੀ
Broadcast transmitter,ਪ੍ਰਸਾਰਣ ਟ੍ਰਾਂਸਮੀਟਰ
Broadcaster,ਪ੍ਰਸਾਰਕ
Broadcasting,ਪ੍ਰਸਾਰਣ
Broadcasting station,ਪ੍ਰਸਾਰਣ ਸਟੇਸ਼ਨ
Broken,ਟੁੱਟਿਆ
Browser,ਬਰਾ ser ਜ਼ਰ
Browsing,ਬ੍ਰਾ ing ਜ਼ਿੰਗ
Bubble,ਬੁਲਬੁਲਾ
Buffer,ਬਫਰ
Buffer amplifier,ਬਫਰ ਐਂਪਲੀਫਾਇਰ
Buffer tube,ਬਫਰ ਟਿ .ਬ
Bug,ਬੱਗ
Built-in antenna,ਅੰਦਰੂਨੀ ਤੌਰ ਤੇ ਐਂਟੀਨਾ
Burner,ਬਰਨਰ
Burning,ਜਲਣ
Burst error,ਬਰਸਟ ਗਲਤੀ
Burst insertion pulse,ਬਰਸਟ ਇਨਸਰਟ ਪਲਸ
Burst phase,ਬਰਸਟ ਪੜਾਅ
Bus,ਬੱਸ
Business intelligence,ਕਾਰੋਬਾਰੀ ਬੁੱਧੀ
Buzzer,ਬੁਜ਼ਰ
By pass,ਪਾਸ ਦੁਆਰਾ
By passing,ਪਾਸ ਕਰਕੇ
Bypass condenser,ਬਾਈਪਾਸ ਕੰਡੈਂਸਰ
C,ਸੀ
C+programming language,ਸੀ + ਪ੍ਰੋਗਰਾਮਿੰਗ ਭਾਸ਼ਾ
Cabinet,ਕੈਬਨਿਟ
Cable,ਕੇਬਲ
Cable compound,ਕੇਬਲ ਮਿਸ਼ਰਿਤ
Cable equalization,ਕੇਬਲ ਬਰਾਬਰੀ
Cable loss,ਕੇਬਲ ਦਾ ਨੁਕਸਾਨ
Cache,ਕੈਸ਼
Caching,ਕੈਚਿੰਗ
Cadmium cell,ਕੈਡਮੀਅਮ ਸੈੱਲ
Calculating machine,ਹਿਸਾਬ ਮਸ਼ੀਨ
Calculation,ਗਣਨਾ
Calculator,ਕੈਲਕੁਲੇਟਰ
Calibrate,ਕੈਲੀਬਰੇਟ
Calipers,ਕੈਲੀਪਰਸ
Calorimeter,ਕੈਲੋਰੀਮੀਟਰ
Camcorder,ਕੈਮਕੋਰਡਰ
Camera,ਕੈਮਰਾ
Camera alignment,ਕੈਮਰਾ ਅਨੁਕੂਲਤਾ
Camera aperture,ਕੈਮਰਾ ਅਪਰਚਰ
Camera coverage,ਕੈਮਰਾ ਕਵਰੇਜ
Camera line-up,ਕੈਮਰਾ ਲਾਈਨ-ਅਪ
Camera tube,ਕੈਮਰਾ ਟਿ .ਬ
Canopy,ਕੈਨੋਪੀ
Capability,ਸਮਰੱਥਾ
Capacitance,ਕੈਪਸ-ਐਕਸ਼ਨਸ
Capacitive load,ਸਮਰੱਥਾਪੂਰਣ ਭਾਰ
Capacitive reactance,ਕੈਪੇਸ਼ੀਆ
Capacitor,ਕੈਪਸੀਟਰ
Capacitor input filter,ਕੈਪਸੀਟਰ ਇਨਪੁਟ ਫਿਲਟਰ
Capacity,ਸਮਰੱਥਾ
Capsule,ਕੈਪਸੂਲ
Caption,ਸੁਰਖੀ
Capture effect,ਕੈਪਚਰ ਪ੍ਰਭਾਵ
Card,ਕਾਰਡ
Cardioid,ਕਾਰਡੀਓਡ
Cardioid microphone,ਕਾਰਡੀਓਡ ਮਾਈਕ੍ਰੋਫੋਨ
Carrier,ਕੈਰੀਅਰ
Carrier frequency,ਕੈਰੀਅਰ ਬਾਰੰਬਾਰਤਾ
Carrier frequency shift,ਕੈਰੀਅਰ ਬਾਰੰਬਾਰਤਾ ਸ਼ਿਫਟ
Carrier power,ਕੈਰੀਅਰ ਪਾਵਰ
Carrier sense signal,ਕੈਰੀਅਰ ਦੀ ਭਾਵਨਾ ਦਾ ਸੰਕੇਤ
Carrier sensitivity,ਕੈਰੀਅਰ ਸੰਵੇਦਨਸ਼ੀਲਤਾ
Carrier separation,ਕੈਰੀਅਰ ਵਿਛੋੜਾ
Carrier shift,ਕੈਰੀਅਰ ਸ਼ਿਫਟ
Carrier spacing,ਕੈਰੀਅਰ ਸਪੇਸਿੰਗ
Carrier suppression,ਕੈਰੀਅਰ ਦਮਨ
Carrier wave,ਕੈਰੀਅਰ ਲਹਿਰ
Cartridge,ਕਾਰਤੂਸ
Carving,Carving
Cascade,ਕੈਸਕੇਡ
Cascaded circuit,ਕੈਸਕੇਡ ਸਰਕਟ
Cassette,ਕੈਸੇਟ
Cast iron,ਕੱਚਾ ਲੋਹਾ
Casting,ਕਾਸਟਿੰਗ
Catalogue,ਕੈਟਾਲਾਗ
Catastrophic interference,ਵਿਨਾਸ਼ਕਾਰੀ ਦਖਲ
Cathode,ਕੈਥੋਡ
Cathode follower,ਕੈਥੋਡ ਫਾਲੋਅਰ
Cathode resistor,ਕੈਥੋਡ ਰੋਧਕ
Cellphone,ਮੋਬਾਇਲ ਫੋਨ
Cellular,ਸੈਲੂਲਰ
Central control,ਕੇਂਦਰੀ ਨਿਯੰਤਰਣ
Central frequency,ਕੇਂਦਰੀ ਬਾਰੰਬਾਰਤਾ
Central processing unit,ਕੇਂਦਰੀ ਪ੍ਰੋਸੈਸਿੰਗ ਯੂਨਿਟ
Centralised database,ਕੇਂਦਰੀਕਰਨ ਡਾਟਾਬੇਸ
Centralised system,ਕੇਂਦਰੀਕਰਨ
Ceramic,ਵਸਰਾਵਿਕ
Chamber,ਚੈਂਬਰ
Changeover switch,ਬਦਲੋ ਬਦਲੋ
Channel,ਚੈਨਲ
Channel encoder,ਚੈਨਲ ਏਨਕੋਡਰ
Channel separation,ਚੈਨਲ ਵਿਛੋੜਾ
Channel spacing,ਚੈਨਲ ਸਪੇਸਿੰਗ
Channel switching,ਚੈਨਲ ਸਵਿਚਿੰਗ
Characteristic impedance,ਗੁਣ ਭਰਮਾਉਣ
Characteristics,ਗੁਣ
Charge carrier,ਚਾਰਜ ਕੈਰੀਅਰ
Charge density,ਚਾਰਜ ਘਣਤਾ
Charged,ਚਾਰਜ ਕੀਤਾ
Charger,ਚਾਰਜਰ
Charging voltage,ਚਾਰਜਿੰਗ ਵੋਲਟੇਜ
Chart,ਚਾਰਟ
Chasis,ਚਸੀਸ
Chat,ਗੱਲਬਾਤ
Chip,ਚਿੱਪ
Choke coil,ਕੋਇਲ ਨੂੰ ਘਟਾਓ
Choke input,ਇੰਪੁੱਟ ਨੂੰ ਦਬਾਉ
Chopper amplifier,ਹੈਲੀਕਾਪਟਰ ਐਂਪਲੀਫਾਇਰ
Chroma,ਕ੍ਰੋਮਾ
Chroma sampling structure,ਕ੍ਰੋਮਾ ਸੈਂਪਲਿੰਗ structure ਾਂਚਾ
Chrominance,ਕ੍ਰੋਮਿਨੈਂਸ
Cinematography,ਸਿਨੇਮੇਟੋਗ੍ਰਾਫੀ
Circuit,ਸਰਕਟ
Circuit board,ਸਰਕਟ ਬੋਰਡ
Circuit breaker,ਸਰਕਟ ਬਰੇਕਰ
Circuit element,ਸਰਕਟ ਤੱਤ
Circuit switching,ਸਰਕਟ ਸਵਿੱਚਿੰਗ
Circuitry,ਸਰਕਟਰੀ
Circular motion,ਸਰਕੂਲਰ ਗਤੀ
Circular polarization,ਸਰਕੂਲਰ ਧਰੁਵੀਕਰਨ
Circular satellite orbit,ਸਰਕੂਲਰ ਸੈਟੇਲਾਈਟ bit ਰਬਿਟ
Circular velocity,ਸਰਕੂਲਰ ਵੇਗ
Circularly polarised antenna,ਸਰਕੂਲਰ ilar ਲਟਾਈਜ਼ਡ ਐਂਟੀਨਾ
Circularly polarised transmission,ਸਰਕੂਲਰਲੀ ਧਰੁਵੀ ਟ੍ਰਾਂਸਮਿਸ਼ਨ
Circulator,ਸਰਕੂਲੇਟਰ
Cladding,ਕਲੇਡਿੰਗ
Clamp,ਕਲੈਪ
Clamping circuit,ਕਲੈਪਿੰਗ ਸਰਕਟ
Class A operation,ਕਲਾਸ ਇੱਕ ਓਪਰੇਸ਼ਨ
Class C tuned amplifier,ਕਲਾਸ ਸੀਯੂਯੂਡ ਐਂਪਲੀਫਾਇਰ
Class of emission,ਨਿਕਾਸ ਦੀ ਕਲਾਸ
Classical physics,ਕਲਾਸੀਕਲ ਭੌਤਿਕ ਵਿਗਿਆਨ
Classification,ਵਰਗੀਕਰਣ
Cleaning agent,ਸਫਾਈ ਏਜੰਟ
Clear,ਸਾਫ
Clear channel,ਸਾਫ ਚੈਨਲ
Click,ਕਲਿਕ ਕਰੋ
Client,ਗਾਹਕ
Client relationship  (server relationship),ਕਲਾਇੰਟ ਰਿਲੇਸ਼ਨਸ਼ਿਪ (ਸਰਵਰ ਸੰਬੰਧ)
Cliff effect,ਕਲਿਫ ਪ੍ਰਭਾਵ
Clip board,ਕਲਿੱਪ ਬੋਰਡ
Clipping,ਕਲਿੱਪਿੰਗ
Clock pulse,ਘੜੀ ਨਬਜ਼
Clocked flip flop,ਕਲਿੱਪ ਫਲਿੱਪ
Clockfaced mike,ਘੁਰਕੀਡ ਮਾਈਕ
Clock-frequency,ਘੜੀ-ਬਾਰੰਬਾਰਤਾ
Clockwise,ਘੜੀ ਦੇ ਦੁਆਲੇ
Closed circuit,ਬੰਦ ਸਰਕਟ
Closed loop,ਬੰਦ ਲੂਪ
Cluster,ਕਲੱਸਟਰ
Clustering,ਕਲੱਸਟਰਿੰਗ
Clutter,ਗੜਬੜ
Clutter loss,ਗੜਬੜ ਦਾ ਨੁਕਸਾਨ
Coating,ਕੋਟਿੰਗ
Coaxial cable,ਕੋਐਕਸਿਅਲ ਕੇਬਲ
Coaxial line,Coaxial ਲਾਈਨ
Coaxial transmission line,ਕੋਜੀਸੀਅਲ ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਲਾਈਨ
Co-channel,ਸਹਿ-ਚੈਨਲ
Co-channel interference,ਸਹਿ ਚੈਨਲ ਦਖਲ
Cochlea,ਕੋਚਲਿਆ
Code,ਕੋਡ
Code number,ਕੋਡ ਨੰਬਰ
Code rate,ਕੋਡ ਦੀ ਦਰ
Code word,ਕੋਡ ਸ਼ਬਦ
Codec (coding decoding),ਕੋਡਕ (ਕੋਡਿੰਗ ਡੀਕੋਡਿੰਗ)
Coded audio,ਕੋਡਡ ਆਡੀਓ
Coder,ਕੋਡਰ
Coding,ਕੋਡਿੰਗ
Coding decoding technique,ਕੋਡਿੰਗ ਡੀਕੋਡਿੰਗ ਤਕਨੀਕ
Coding error,ਕੋਡਿੰਗ ਗਲਤੀ
Coding rate,ਕੋਡਿੰਗ ਰੇਟ
Coding technique,ਕੋਡਿੰਗ ਤਕਨੀਕ
Coefficient,ਕੁਸ਼ਲ
Coercivity,ਿਵਕਾਰ
Coherent modulation,ਇਕਸਾਰ ਸੰਜੋਗ
Coil,ਤਾਰ
Collaboration,ਸਹਿਕਾਰਤਾ
Collapse,Collapse ਹਿਣ
Collector,ਕੁਲੈਕਟਰ
Collector current,ਕੁਲੈਕਟਰ ਮੌਜੂਦਾ
Collector to base conductance,ਅਧਾਰਿਤ ਚਾਲ ਨੂੰ ਇਕੱਠਾ ਕਰਨ ਵਾਲਾ
Collector-base junction,ਕੁਲੈਕਟਰ-ਬੇਸ ਜੰਕਸ਼ਨ
Colour,ਰੰਗ
Colour analyzer,ਰੰਗ ਵਿਸ਼ਲੇਸ਼ਕ
Colour balance,ਰੰਗ ਸੰਤੁਲਨ
Colour burst,ਰੰਗ ਬਰਸਟ
Colour chart,ਰੰਗ ਚਾਰਟ
Colour combination,ਰੰਗ ਸੰਜਮ
Colour constant,ਰੰਗ ਸਥਿਰ
Colour control      (chrome control),ਰੰਗ ਨਿਯੰਤਰਣ (ਕ੍ਰੋਮ ਨਿਯੰਤਰਣ)
Colour depth,ਰੰਗ ਡੂੰਘਾਈ
Colour fatigue,ਰੰਗ ਥਕਾਵਟ
Colour filter,ਰੰਗ ਫਿਲਟਰ
Colour killer circuit,ਰੰਗ ਕਿੱਲਰ ਸਰਕਟ
Colour kinescope,ਰੰਗ ਰਿਸ਼ਤੇਦਾਰ
Colour mixer,ਰੰਗ ਮਿਕਸਰ
Colour pattern,ਰੰਗ ਪੈਟਰਨ
Colour perception,ਰੰਗ ਧਾਰਨਾ
Colour picture screen,ਰੰਗ ਤਸਵੀਰ ਸਕਰੀਨ
Colour space,ਰੰਗ ਸਪੇਸ
Colour subcarrier,ਰੰਗ ਉਪ-ਸਮੂਹ
Colour temperature,ਰੰਗ ਦਾ ਤਾਪਮਾਨ
Colour transmission,ਰੰਗ ਸੰਚਾਰ
Colour tube,ਰੰਗ ਟਿ .ਬ
Colouration,ਰੰਗਤ
Colourless,ਰੰਗਹੀਣ
Combination,ਸੁਮੇਲ
Combiner,ਕੰਫਾਈਨਰ
Combining process,ਸੰਚਾਲਨ ਦੀ ਪ੍ਰਕਿਰਿਆ
Combustion,ਜਲਣ
Command,ਕਮਾਂਡ
Commencement,ਸ਼ੁਰੂ
Commercial broadcasting,ਵਪਾਰਕ ਪ੍ਰਸਾਰਣ
Commercial television,ਵਪਾਰਕ ਟੈਲੀਵਿਜ਼ਨ
Common collector circuit,ਆਮ ਕੁਲੈਕਟਰ ਸਰਕਟ
Communication,ਸੰਚਾਰ
Communication satellite,ਸੰਚਾਰ ਸੈਟੇਲਾਈਟ
Community radio centre,ਕਮਿ Community ਨਿਟੀ ਰੇਡੀਓ ਕੇਂਦਰ
Community radio station,ਕਮਿ Community ਨਿਟੀ ਰੇਡੀਓ ਸਟੇਸ਼ਨ
Compact disc (CD),ਕੌਮਪੈਕਟ ਡਿਸਕ (ਸੀਡੀ)
Compact disc player,ਕੌਮਪੈਕਟ ਡਿਸਕ ਪਲੇਅਰ
Compander,ਰਚਨਾ
Companding,ਰਚਨਾ
Compatibility,ਅਨੁਕੂਲਤਾ
Compatible,ਅਨੁਕੂਲ
Compiler,ਕੰਪਾਈਲਰ
Complementary,ਪੂਰਕ
Complementary transistor,ਪੂਰਕ ਟ੍ਰਾਂਸਟੋਰ
Complex wave,ਗੁੰਝਲਦਾਰ ਵੇਵ
Component,ਭਾਗ
Composite,ਕੰਪੋਜ਼ਿਟ
Composite circuit,ਮਿਸ਼ਰਿਤ ਸਰਕਟ
Composite digital,ਮਿਸ਼ਰਿਤ ਡਿਜੀਟਲ
Composite radio frequency signal,ਕੰਪੋਜ਼ਿਟ ਰੇਡੀਓ ਬਾਰੰਬਾਰਤਾ ਸੰਕੇਤ
Composite signal,ਕੰਪੋਜ਼ਿਟ ਸਿਗਨਲ
Composite video,ਕੰਪੋਜ਼ਿਟ ਵੀਡੀਓ
Composite video signal,ਕੰਪੋਜ਼ਿਟ ਵੀਡੀਓ ਸਿਗਨਲ
Composition,ਰਚਨਾ
Compressed data,ਸੰਕੁਚਿਤ ਡੇਟਾ
Compressed digitized video,ਸੰਕੁਚਿਤ ਡਿਜੀਟਾਈਜ਼ਡ ਵੀਡੀਓ
Compressed video,ਸੰਕੁਚਿਤ ਵੀਡੀਓ
Compression,ਸੰਕੁਚਨ
Compression artifact,ਕੰਪਰੈੱਸ ਆਰਟੀਫੈਕਟ
Compression hazard,ਕੰਪਰੈੱਸ ਖ਼ਤਰੇ
Compression technique,ਸੰਕੁਚਨ ਤਕਨੀਕ
Compressor,ਕੰਪ੍ਰੈਸਰ
Compute,ਗਣਨਾ
Computer,ਕੰਪਿ computer ਟਰ
Computer based multimedia,ਕੰਪਿ computer ਟਰ ਅਧਾਰਤ ਮਲਟੀਮੀਡੀਆ
Computer programming,ਕੰਪਿ computer ਟਰ ਪ੍ਰੋਗਰਾਮਿੰਗ
Computer technology,ਕੰਪਿ computer ਟਰ ਤਕਨਾਲੋਜੀ
Concave lens,ਕਨਸੈਵ ਲੈਂਜ਼
Concave mirror,ਮਾਹੌਲ
Concealment,ਛੁਪਾਓ
Concentrated,ਕੇਂਦਰਿਤ
Concentration,ਧਿਆਨ ਟਿਕਾਉਣਾ
Concentric lens,ਦਿਮਾਗੀ ਲੈਂਜ਼
Condenser microphone,ਕੰਡੈਂਸਰ ਮਾਈਕ੍ਰੋਫੋਨ
Condition of equilibrium,ਸੰਤੁਲਨ ਦੀ ਸਥਿਤੀ
Conduction,ਸੰਚਾਲਨ
Conduction current,ਚਾਲਾਂ ਦਾ ਮੌਜੂਦਾ
Conductivity,ਚਾਲਕਤਾ
Conductor,ਕੰਡਕਟਰ
Configuration,ਕੌਨਫਿਗਰੇਸ਼ਨ
Connection,ਕੁਨੈਕਸ਼ਨ
Connectivity,ਕਨੈਕਟੀਵਿਟੀ
Connector,ਕੁਨੈਕਟਰ
Consistency,ਇਕਸਾਰਤਾ
Consistently,ਨਿਰੰਤਰ
Console,ਕੰਸੋਲ
Constant,ਨਿਰੰਤਰ
Constant  amplitude,ਨਿਰੰਤਰ ਐਪਲੀਟਿ .ਡ
Contact microphone,ਮਾਈਕ੍ਰੋਫੋਨ ਨਾਲ ਸੰਪਰਕ ਕਰੋ
Container format,ਕੰਟੇਨਰ ਫਾਰਮੈਟ
Contamination,ਗੰਦਗੀ
Content,ਸਮੱਗਰੀ
Contiguous,ਸੰਖੇਪ
Continuity,ਨਿਰੰਤਰਤਾ
Continuity booth,ਨਿਰੰਤਰਤਾ ਬੂਥ
Continuity knob,ਨਿਰੰਤਰਤਾ ਨੋਬ
Continuous,ਨਿਰੰਤਰ
Continuous arc,ਨਿਰੰਤਰ ਚਾਪ
Continuous wave,ਨਿਰੰਤਰ ਵੇਵ
Contour line,ਕੋਠੇ ਦੀ ਲਾਈਨ
Contour plan,ਕੁੱਲ ਯੋਜਨਾ
Contract,ਇਕਰਾਰਨਾਮਾ
Contraction,ਸੁੰਗੜਨ
Contrast ratio,ਇਸ ਦੇ ਉਲਟ ਅਨੁਪਾਤ
Control circuit,ਕੰਟਰੋਲ ਸਰਕਟ
Control electrode,ਇਲੈਕਟ੍ਰੋਡ ਕੰਟਰੋਲ ਕਰੋ
Control equipment,ਕੰਟਰੋਲ ਉਪਕਰਣ
Control grid,ਕੰਟਰੋਲ ਗਰਿੱਡ
Control line,ਕੰਟਰੋਲ ਲਾਈਨ
Control panel,ਕਨ੍ਟ੍ਰੋਲ ਪੈਨਲ
Control room,ਕੰਟਰੋਲ ਰੂਮ
Control table,ਕੰਟਰੋਲ ਟੇਬਲ
Control tower,ਕੰਟਰੋਲ ਟਾਵਰ
Controller,ਕੰਟਰੋਲਰ
Convergence,ਪਰਿਵਰਤਨ
Convergent lens,ਕੰਵਰਜੈਂਟ ਲੈਂਜ਼
Convertor,ਕਨਵਰਟਰ
Convex lens,ਕਨਵੈਕਸ ਲੈਂਜ਼
Convolution,ਕਨਵੋਲਕ
Convolution coded,ਕਨਵੀਸ਼ਨ ਕੋਡਡ
Convolutional interleave,ਪੱਕਾ ਇੰਟਰਲੇਵ
Convolutional interleaving,ਪੱਕਾ ਇੰਟਰਲੇਵਿੰਗ
Cookie,ਕੂਕੀ
Cookier,ਕੂਕੀਅਰ
Coprocessor,ਕੋਪ੍ਰੋਸੈਸਰ
Cord,ਰੱਸੀ
Corona,ਕੋਰੋਨਾ
Corona discharge,ਕੋਰੋਨਾ ਡਿਸਚਾਰਜ
Correlation,ਇਕ ਦੂਸਰੇ ਨਾਲ ਸੰਬੰਧ
Cosine component,ਕੋਸਾਈਨ ਭਾਗ
Cosine wave,ਕੋਸਾਈਨ ਵੇਵ
Cosmic noise,ਬ੍ਰਹਿਮੰਡੀ ਸ਼ੋਰ
Counter,ਕਾ counter ਂਟਰ
Counter clockwise,ਕਾਉਂਟਰ ਕਲਾਕਵਾਈਸ
Coupler,ਕਪਲਰ
Coupling,ਜੋੜੀ
Coupling condenser,ਕਪਲਿੰਗ ਕੰਡੇਲੈਨਜ਼ਰ
Coupling network,ਜੋੜਣ ਵਾਲਾ ਨੈਟਵਰਕ
Coupling resistance,ਜੋੜਣ ਦਾ ਵਿਰੋਧ
Covalent bond,ਸਹਿਕਾਰਤਾ
Coverage,ਕਵਰੇਜ
Crash,ਕਰੈਸ਼
Critical band,ਆਲੋਚਨਾਤਮਕ ਬੈਂਡ
Critical condition,ਗੰਭੀਰ ਸਥਿਤੀ
Critical coupling,ਨਾਜ਼ੁਕ
Critical frequency,ਨਾਜ਼ੁਕ ਬਾਰੰਬਾਰਤਾ
Critical parameter,ਆਲੋਚਨਾਤਮਕ ਪੈਰਾਮੀਟਰ
Crocodile clip,ਮਗਰਮੱਛ ਕਲਿੱਪ
Cross fading,ਕਰਾਸ ਫੇਡਿੰਗ
Cross modulation,ਕਰਾਸ ਮੈਨੂਲੇਸ਼ਨ
Cross talk,ਕਰਾਸ ਟਾਕ
Crossfade,ਕਰਾਸਫੈਡ
Cryptography,ਕ੍ਰਿਪਟੋਗ੍ਰਾਫੀ
Crystal,ਕ੍ਰਿਸਟਲ
Crystal filter,ਕ੍ਰਿਸਟਲ ਫਿਲਟਰ
Cue,Cue
Cue marks,ਕਿ ue ਦੇ ਨਿਸ਼ਾਨ
Cueing device,ਕਯੂਅਰ ਡਿਵਾਈਸ
Current drain,ਮੌਜੂਦਾ ਡਰੇਨ
Current meter,ਮੌਜੂਦਾ ਮੀਟਰ
Current transformer,ਮੌਜੂਦਾ ਟਰਾਂਸਫਾਰਮਰ
Cursor,ਕਰਸਰ
Curve,ਕਰਵ
Cut off frequency,ਬਾਰੰਬਾਰਤਾ ਨੂੰ ਕੱਟੋ
Cutter,ਕਟਰ
Cyber cafe,ਸਾਈਬਰ ਕੈਫੇ
Cyber security,ਸਾਈਬਰ ਸੁਰੱਖਿਆ
Cyber space,ਸਾਈਬਰ ਸਪੇਸ
Cycle,ਚੱਕਰ
Cyclic,ਚੱਕਰਵਾਤ
D.c. component,D.C. ਭਾਗ
D.c. plate power,D.C. ਪਲੇਟ ਪਾਵਰ
D.c. restoration,D.C. ਬਹਾਲੀ
Damper diode,ਡੈਂਪਰ ਡਾਈਵਰ
Damping,ਗਿੱਲੇ
Dark,ਹਨੇਰ
Data,ਡਾਟਾ
Data broadcasting,ਡਾਟਾ ਪ੍ਰਸਾਰਣ
Data compression,ਡਾਟਾ ਸੰਕੁਚਨ
Data drilling,ਡਾਟਾ ਡ੍ਰਿਲਿੰਗ
Data encryption,ਡਾਟਾ ਇਨਕ੍ਰਿਪਸ਼ਨ
Data file,ਡਾਟਾ ਫਾਈਲ
Data handling,ਡਾਟਾ ਹੈਂਡਲਿੰਗ
Data mining,ਡਾਟਾ ਮਾਈਨਿੰਗ
Data processing,ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ
Data processor,ਡਾਟਾ ਪ੍ਰੋਸੈਸਰ
Data reduced bit system,ਡਾਟਾ ਘਟੀਆ ਸਿਸਟਮ
Data service,ਡਾਟਾ ਸੇਵਾ
Data sheet,ਡਾਟਾ ਸ਼ੀਟ
Data storage,ਡਾਟਾ ਸਟੋਰੇਜ
Data stream,ਡਾਟਾ ਸਟ੍ਰੀਮ
Data transformation,ਡਾਟਾ ਤਬਦੀਲੀ
Data transmission,ਡਾਟਾ ਸੰਚਾਰ
Database,ਡਾਟਾਬੇਸ
Datacasting,ਡੈਟਾਕਾਸਟਿੰਗ
Datagram,ਡਾਟਾਗ੍ਰਾਮ
DB meter,ਡੀ ਬੀ ਮੀਟਰ
Dead air,ਮਰੇ ਹਵਾ
