Marathi,Odiya
आत्मविश्वास मर्यादा,ଆତ୍ମବିଶ୍ୱାସ ସୀମା |
आत्मविश्वास क्षेत्र,ଆତ୍ମବିଶ୍ୱାସ ଅଞ୍ଚଳ |
संघर्ष परिस्थिती,ବିବାଦ ପରିସ୍ଥିତି |
confocal conics,କନଫୋକାଲ୍ କନିକ୍ସ |
confocal ellipses,କନଫୋକାଲ୍ ଏଲିପ୍ସ |
कॉन्फोकल भूमिती,କନଫୋକାଲ୍ ଜ୍ୟାମିତି |
confocal hyperbolae,କନଫୋକାଲ୍ ହାଇପରବୋଲା |
confocal hyperboloids,କନଫୋକାଲ୍ ହାଇପରବୋଲଏଡ୍ |
कॉन्फोकल पॅराबोला,କନଫୋକାଲ୍ ପାରାବୋଲା |
confocal paraboloidal coordinates,କନଫୋକାଲ୍ ପାରାବୋଲାଇଡାଲ୍ କୋର୍ଡିନେଟ୍ସ |
सामान्य,ଅନୁକୂଳ |
कॉन्फॉर्मल मॅपिंग,କନଫର୍ମାଲ୍ ମ୍ୟାପିଙ୍ଗ୍ |
एकरूपता,ସମନ୍ୱୟ |
वर्तुळांची एकरूपता,ବୃତ୍ତର ସମନ୍ୱୟ |
एकरूप,ସମନ୍ୱିତ |
एकरूप मॅट्रिक्स,ସମନ୍ୱିତ ମେଟ୍ରିକ୍ସ |
कोनिक,conic
शंकूच्या आकाराचे फ्रस्टम,conical frustum |
शंकूच्या आकाराचे हेलिक्स,କୋନିକାଲ୍ ହେଲିକ୍ସ |
शंकूच्या आकाराचा विभाग,କୋନିକାଲ୍ ବିଭାଗ |
शंकू,conics
कोनिक विभाग,କୋନିକ୍ ବିଭାଗ |
संयुग्मित,କଞ୍ଜୁଗେଟ୍ |
संयुग्मित कोन,କଞ୍ଜୁଗେଟ୍ କୋଣଗୁଡିକ |
संयुग्मित अक्ष,କଞ୍ଜୁଗେଟ୍ ଅକ୍ଷ |
संयुग्मित संमिश्र संख्या,ଜଟିଳ ସଂଖ୍ୟାଗୁଡ଼ିକୁ ସଂଯୋଗ କରନ୍ତୁ |
संयुक्त दिशानिर्देश,ସଂଯୋଗ ଦିଗଗୁଡିକ |
संयुग्मित कार्ये,କଞ୍ଜୁଗେଟ୍ ଫଙ୍କସନ୍ସ |
मॅट्रिक्सचे संयुग,ମ୍ୟାଟ୍ରିକ୍ସର କଞ୍ଜୁଗେଟ୍ |
संयुग्मित क्रमपरिवर्तन,conjugate permutation
संयुग्मित ट्रान्सपोज,କଞ୍ଜୁଗେଟ୍ ଟ୍ରାନ୍ସପୋଜ୍ |
संयोग,ସଂଯୋଗ
सलग,ଲଗାତାର
सलग संख्या,କ୍ରମାଗତ ସଂଖ୍ୟା
ऊर्जा संवर्धन,ଶକ୍ତି ସଂରକ୍ଷଣ
वस्तुमान संवर्धन,ଜନ ସଂରକ୍ଷଣ
पुराणमतवादी,ରକ୍ଷଣଶୀଳ |
सुसंगतता,ସ୍ଥିରତା |
सुसंगतता स्थिती,ସ୍ଥିରତା ଅବସ୍ଥା |
सातत्यपूर्ण अंदाज,ସ୍ଥିର ଆକଳନ |
सुसंगत अंदाजकर्ता,ସ୍ଥିର ଆକଳନକାରୀ |
सातत्यपूर्ण आकडेवारी,ସ୍ଥିର ପରିସଂଖ୍ୟାନ |
सुसंगत प्रणाली,ସ୍ଥିର ସିଷ୍ଟମ୍ |
कन्सोल,କନସୋଲ୍
स्थिर,ସ୍ଥିର
सतत प्रवेग,କ୍ରମାଗତ ତ୍ୱରଣ |
स्थिर कार्य,ସ୍ଥିର କାର୍ଯ୍ୟ
गुरुत्वाकर्षण स्थिर,ମାଧ୍ୟାକର୍ଷଣର ସ୍ଥିର |
एकीकरणाची स्थिरता,ଏକୀକରଣର ସ୍ଥିର |
आनुपातिकता स्थिर,ଆନୁପାତିକତାର ସ୍ଥିର |
स्थिर मापदंड,ସ୍ଥିର ପାରାମିଟର |
स्थिर बहुपदी,କ୍ରମାଗତ ବହୁଭୂତ |
स्थिर प्रमाण,ସ୍ଥିର ଅନୁପାତ |
स्थिर गती,କ୍ରମାଗତ ଗତି |
सतत टर्म,ସ୍ଥିର ଅବଧି
स्थिर वेग,ସ୍ଥିର ବେଗ |
घटक समीकरण,ଗଠନମୂଳକ ସମୀକରଣ |
मर्यादा,ପ୍ରତିବନ୍ଧକ
बांधणे,ନିର୍ମାଣ
बांधकाम,ନିର୍ମାଣ
ग्राहक प्राधान्य,ଗ୍ରାହକ ପସନ୍ଦ
उपभोग कार्य,ବ୍ୟବହାର କାର୍ଯ୍ୟ
संपर्क कोन,ଯୋଗାଯୋଗ କୋଣ
संपर्क बिंदू,ଯୋଗାଯୋଗ ବିନ୍ଦୁ
मध्ये समाविष्ट आहे,ଏଥିରେ ଅନ୍ତର୍ଭୁକ୍ତ |
आकस्मिक टेबल,କଣ୍ଟିଜେନ୍ସି ଟେବୁଲ୍ |
सातत्य यांत्रिकी,ନିରନ୍ତର ଯାନ୍ତ୍ରିକ |
चालू अपूर्णांक,ଅବିରତ ଭଗ୍ନାଂଶ |
सतत उत्पादन,ଜାରି ଉତ୍ପାଦ |
सातत्य,ନିରନ୍ତରତା |
कार्याची सातत्य,କାର୍ଯ୍ୟର ନିରନ୍ତରତା |
सातत्य चाचणी,ନିରନ୍ତର ପରୀକ୍ଷା |
सतत,ନିରନ୍ତର |
सतत व्युत्पन्न,କ୍ରମାଗତ ଡେରିଭେଟିଭ୍ |
सतत वितरण,ନିରନ୍ତର ବଣ୍ଟନ |
वरून सतत,ଉପରୁ ନିରନ୍ତର |
सतत कार्य,ନିରନ୍ତର କାର୍ଯ୍ୟ
सतत भिन्नता,କ୍ରମାଗତ ଭାବରେ ଭିନ୍ନକ୍ଷମ |
सतत नकाशा,ନିରନ୍ତର ମାନଚିତ୍ର
सतत मॅपिंग,କ୍ରମାଗତ ମ୍ୟାପିଙ୍ଗ୍ |
सतत संभाव्यता घनता कार्य,ନିରନ୍ତର ସମ୍ଭାବ୍ୟତା ଘନତା କାର୍ଯ୍ୟ |
सतत संभाव्यता वितरण,ନିରନ୍ତର ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ |
सतत यादृच्छिक चल,କ୍ରମାଗତ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |
सतत नमुना जागा,ନିରନ୍ତର ନମୁନା ସ୍ଥାନ |
सतत चल,କ୍ରମାଗତ ଭେରିଏବଲ୍ |
सतत लहर,କ୍ରମାଗତ ତରଙ୍ଗ |
सातत्य,ନିରନ୍ତର |
सातत्य गृहीतक (= सातत्य स्वयंसिद्ध),କ୍ରମାଗତ ଅନୁମାନ (= କ୍ରମାଗତ ଆକ୍ସିୟମ୍)
वास्तविक संख्यांची सातत्य (= वास्तविक संख्यांचा संच),ପ୍ରକୃତ ସଂଖ୍ୟାଗୁଡ଼ିକର ନିରନ୍ତର (= ପ୍ରକୃତ ସଂଖ୍ୟାଗୁଡ଼ିକର ସେଟ୍)
सातत्य सिद्धांत,ନିରନ୍ତର ସିଦ୍ଧାନ୍ତ |
समोच्च एकीकरण,ବିଷୟବସ୍ତୁ ସଂଯୋଗ
आकुंचन मॅपिंग,ସଂକୋଚନ ମ୍ୟାପିଂ |
विरोधाभास,ପ୍ରତିବାଦ
विरोधी,ପ୍ରତିବାଦକାରୀ |
नियंत्रण,ନିୟନ୍ତ୍ରଣ
नियंत्रण चार्ट,ନିୟନ୍ତ୍ରଣ ଚାର୍ଟ
सरासरीसाठी नियंत्रण चार्ट,ହାରାହାରି ପାଇଁ ନିୟନ୍ତ୍ରଣ ଚାର୍ଟ |
दोष नियंत्रण चार्ट,ତ୍ରୁଟି ପାଇଁ ନିୟନ୍ତ୍ରଣ ଚାର୍ଟ |
श्रेणींसाठी नियंत्रण चार्ट,ପରିସର ପାଇଁ ନିୟନ୍ତ୍ରଣ ଚାର୍ଟ |
व्हेरिएबल्ससाठी नियंत्रण चार्ट,ଭେରିଏବଲ୍ ପାଇଁ କଣ୍ଟ୍ରୋଲ୍ ଚାର୍ଟ |
एकत्र येणे,ଏକତ୍ର କର |
मध्यभागी अभिसरण,ଅର୍ଥରେ ସମ୍ମିଶ୍ରଣ |
सरासरी चौरस मध्ये अभिसरण,ଅର୍ଥ ବର୍ଗରେ ସମ୍ମିଶ୍ରଣ |
संभाव्यतेमध्ये अभिसरण,ସମ୍ଭାବ୍ୟତାରେ ସମ୍ମିଶ୍ରଣ |
अभिसरण मर्यादा,ସମ୍ମିଶ୍ରଣ ସୀମା |
अभिसरण त्रिज्या,ସମ୍ମିଶ୍ରଣ ବ୍ୟାସାର୍ଦ୍ଧ |
अभिसरण प्रदेश,ସମ୍ମିଶ୍ରଣ ଅଞ୍ଚଳ |
अभिसरण,ସମ୍ମିଳିତ
अभिसरण क्रम,ସମ୍ମିଳିତ କ୍ରମ |
अभिसरण मालिका,ସମ୍ମିଳିତ କ୍ରମ |
संभाषण,କଥାବାର୍ତ୍ତା |
उलट,ବିପରୀତରେ |
रूपांतरण अपूर्णांक,ରୂପାନ୍ତର ଭଗ୍ନାଂଶ |
रूपांतरण सारणी,ରୂପାନ୍ତର ସାରଣୀ |
उत्तल,ଉନ୍ମୁକ୍ତ
उत्तल शरीर,ଉନ୍ମୁକ୍ତ ଶରୀର |
उत्तल संयोजन,ଉନ୍ମୁକ୍ତ ମିଶ୍ରଣ |
उत्तल आवरण (=उत्तल हल),ଉନ୍ମୁକ୍ତ କଭର (= ଉନ୍ମୁକ୍ତ ହଲ୍)
उत्तल कार्य,ଉନ୍ମୁକ୍ତ କାର୍ଯ୍ୟ
बहिर्वक्र रेखीय संयोजन,ଉନ୍ମୁକ୍ତ ର line ଖ୍ୟ ମିଶ୍ରଣ |
बहिर्वक्र रेखीय प्रोग्रामिंग,ଉନ୍ମୁକ୍ତ ର line ଖ୍ୟ ପ୍ରୋଗ୍ରାମିଂ |
बहिर्वक्र मेट्रिक जागा,ଉନ୍ମୁକ୍ତ ମେଟ୍ରିକ୍ ସ୍ପେସ୍ |
बहिर्वक्र पॉलीहेड्रॉन,କନଭକ୍ସ ପଲିହେଡ୍ରନ୍ |
बहिर्वक्र प्रोग्रामिंग,ଉନ୍ମୁକ୍ତ ପ୍ରୋଗ୍ରାମିଂ |
बहिर्वक्र प्रदेश,ଉନ୍ମୁକ୍ତ ଅଞ୍ଚଳ |
बहिर्वक्र संच,ଉନ୍ମୁକ୍ତ ସେଟ୍ |
गोंधळ,ସଂକଳ୍ପ
convolution अविभाज्य,ସଂକଳନ ଅବିଚ୍ଛେଦ୍ୟ |
कन्व्होल्युशन प्रमेय (= फाल्टुंग प्रमेय),କନଭୋଲ୍ୟୁସନ୍ ଥିଓରେମ୍ (= ଫାଲ୍ଟଙ୍ଗ ଥିଓରେମ୍)
समन्वय,ସଂଯୋଜନା
समन्वय अक्ष,ଅକ୍ଷକୁ ସଂଯୋଜନା କରନ୍ତୁ |
समन्वय भूमिती,ଜ୍ୟାମିତିକୁ ସଂଯୋଜନା କରନ୍ତୁ |
समन्वय विमान,ବିମାନକୁ ସଂଯୋଜନା କରନ୍ତୁ |
समन्वय,ସଂଯୋଜନା
समन्वय प्रणाली,ସଂଯୋଜନା ପ୍ରଣାଳୀ |
कोपर्निकन प्रणाली,କପର୍ନିକାନ୍ ସିଷ୍ଟମ୍ |
कॉप्लनर,କପ୍ଲାନାର୍ |
coplanar सैन्याने,କପ୍ଲାନାର୍ ଫୋର୍ସ |
समतलता,କପଲାନାରିଟି |
कॉप्राइम क्रमांक,କପ୍ରିମ ସଂଖ୍ୟା
सुधारणा घटक,ସଂଶୋଧନ କାରକ |
योग्य उपाय,ସଠିକ୍ ସମାଧାନ |
सहसंबंध,ସମ୍ପର୍କ
सहसंबंध गुणांक,ସଂଶୋଧନ ଗୁଣବତ୍ତା
सहसंबंध आकृती,ସମ୍ପର୍କ ଚିତ୍ର
सहसंबंध कार्य,ସମ୍ପର୍କ କାର୍ଯ୍ୟ
सहसंबंध मॅट्रिक्स,ସମ୍ପର୍କ ମେଟ୍ରିକ୍ସ |
सहसंबंध गुणोत्तर,ସମ୍ପର୍କ ଅନୁପାତ |
कोरेलोग्राम,କରରେଲୋଗ୍ରାମ୍ |
कोरेलोग्राम विश्लेषण,କରେଲୋଗ୍ରାମ୍ ବିଶ୍ଳେଷଣ |
पत्रव्यवहार,ଅନୁରୂପ
पत्रव्यवहार तत्त्व,ଚିଠିର ନୀତି |
संबंधित कोन,ଅନୁରୂପ କୋଣ |
संबंधित बाजू,ଅନୁରୂପ ପାର୍ଶ୍ୱ |
coset,କୋସେଟ
कोसाइन,କୋସାଇନ୍
कोसाइन कायदा,କୋସାଇନ୍ ନିୟମ |
खर्च विश्लेषण,ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |
खर्च कमाल करणे,ମୂଲ୍ୟ ସର୍ବାଧିକ
गणनाक्षमता स्वयंसिद्ध,ଗଣନା ଯୋଗ୍ୟତା
मोजण्यायोग्य,ଗଣନାଯୋଗ୍ୟ
मोजण्यायोग्य अतिरिक्तता,ଗଣନାଯୋଗ୍ୟ ଯୋଗୀତା |
मोजण्यायोग्य आधार,ଗଣନାଯୋଗ୍ୟ ଆଧାର |
मोजण्यायोग्य आधार,ଗଣନାଯୋଗ୍ୟ ଆଧାର |
मोजण्यायोग्य संच,ଗଣନାଯୋଗ୍ୟ ସେଟ୍ |
मोजण्यायोग्य असीम,ଅସଂଖ୍ୟ |
काउंटर,କାଉଣ୍ଟର
घड्याळाच्या उलट दिशेने,ଘଣ୍ଟା ବୁଲାଇ କାଉଣ୍ଟର କରନ୍ତୁ |
काउंटर उदाहरण,କାଉଣ୍ଟର ଉଦାହରଣ |
सहप्रसरण,କୋଭାରିଆନ୍ସ |
सहप्रसरण कायदा,କୋଭାରିଆନ୍ସ ନିୟମ |
सहप्रसरण मॅट्रिक्स,କୋଭାରିଆନ୍ସ ମ୍ୟାଟ୍ରିକ୍ସ |
सहप्रवाह पद्धत,କୋଭାରିଆନ୍ସ ପଦ୍ଧତି |
सहप्रवाह तंत्र,କୋଭାରିଆନ୍ସ କ techni ଶଳ |
क्रेमरचा नियम,କ୍ରାମରଙ୍କ ନିୟମ |
क्रेमर-राव असमानता,କ୍ରାମର-ରାଓ ଅସମାନତା |
निकष कार्य (=उद्देशीय कार्य),ମାନଦଣ୍ଡ କାର୍ଯ୍ୟ (= ଅବଜେକ୍ଟିଭ୍ ଫଙ୍କସନ୍)
गंभीर कोन,ଜଟିଳ କୋଣ
गंभीर मुद्दा,ଜଟିଳ ବିନ୍ଦୁ |
कार्याचा गंभीर मुद्दा,କାର୍ଯ୍ୟର ଜଟିଳ ବିନ୍ଦୁ |
गंभीर मूल्य,ଜଟିଳ ମୂଲ୍ୟ
गंभीर वेग,ଜଟିଳ ବେଗ
क्रॉस सहसंबंध कार्य,କ୍ରସ୍ ସମ୍ପର୍କ କାର୍ଯ୍ୟ
क्रॉस उत्पादन,କ୍ରସ୍ ଉତ୍ପାଦ |
क्रॉस रेशो,କ୍ରସ୍ ଅନୁପାତ
क्रॉस सेक्शनिंग,କ୍ରସ୍ ବିଭାଗ
क्रिप्ट,କ୍ରିପ୍ଟ
घन,କ୍ୟୁବ୍
घन संख्या,କ୍ୟୁବ୍ ନମ୍ବର |
घनमूळ,କ୍ୟୁବ୍ ମୂଳ |
घन,ଘନ
घन,ଘନ
घन समीकरण,ଘନ ସମୀକରଣ |
घन इंच,ଘନ ଇଞ୍ଚ
क्यूबिक मीटर,ଘନ ମିଟର
घन पॅराबोला,ଘନ ପାରାବୋଲା |
घनमूळ,ଘନ ମୂଳ
क्यूबिक टर्म,ଘନ ଶବ୍ଦ
घनदाट,କ୍ୟୁବାଇଡ୍ |
संचयी,ସଂକଳନ
संचयी वक्र,ସଂକଳନ ବକ୍ର
संचयी वितरण कार्य,ସଂକଳନ ବଣ୍ଟନ କାର୍ଯ୍ୟ
संचयी वारंवारता,ସଂଗୃହିତ ଫ୍ରିକ୍ୱେନ୍ସି |
संचयी वारंवारता कार्य,ସଂକଳନ ଫ୍ରିକ୍ୱେନ୍ସି ଫଙ୍କସନ୍
संचयी वारंवारता आलेख,ସଂକଳନ ଫ୍ରିକ୍ୱେନ୍ସି ଗ୍ରାଫ୍ |
संचयी संभाव्यता कार्य,ସଂକଳନ ସମ୍ଭାବ୍ୟ କାର୍ଯ୍ୟ
कर्ल,କର୍ଲ
एकरूपता च्या कर्ल,ସମ୍ମିଶ୍ରଣର କର୍ଲ |
वेक्टरचा कर्ल,ଭେକ୍ଟରର କର୍
कुरळे कंस,କୁଞ୍ଚିତ ବ୍ରାକେଟ୍ |
वर्तमान,ସାମ୍ପ୍ରତିକ
वर्तमान बिंदू,ସାମ୍ପ୍ରତିକ ବିନ୍ଦୁ |
वक्रता,ବକ୍ରତା
वक्रता प्रभाव,ବକ୍ର ପ୍ରଭାବ
वक्र,ବକ୍ର
वक्र रेषा,ବକ୍ର ରେଖା
वक्र ट्रेसिंग,ବକ୍ର ଅନୁସନ୍ଧାନ
curvilinear asymptote,curvilinear asymptote |
वक्र निर्देशांक,curvilinear coordinates
वक्र प्रतिगमन,କର୍ଭିଲାଇନ୍ ରିଗ୍ରେସନ୍ |
कुसप,cusp
सायकल,ଚକ୍ର
चक्रीय भिन्नता,ଚକ୍ରବର୍ତ୍ତୀ ପରିବର୍ତ୍ତନ |
चक्रीय क्रॉस उत्पादन,ସାଇକ୍ଲିକ୍ କ୍ରସ୍ ଉତ୍ପାଦ |
चक्रीय मागणी,ଚକ୍ରବର୍ତ୍ତୀ ଚାହିଦା |
चक्रीय अभिव्यक्ती,ଚକ୍ରବର୍ତ୍ତୀ ଅଭିବ୍ୟକ୍ତି |
चक्रीय गट,ଚକ୍ରବର୍ତ୍ତୀ ଗୋଷ୍ଠୀ |
चक्रीय क्रमपरिवर्तन,ଚକ୍ରବ୍ୟୁହ
सायक्लोइड,ସାଇକ୍ଲୋଏଡ୍ |
सिलेंडर,ସିଲିଣ୍ଡର
दंडगोलाकार,ସିଲିଣ୍ଡର
दंडगोलाकार पृष्ठभाग,ସିଲିଣ୍ଡର ପୃଷ୍ଠ
सायफर,ସାଇଫର୍
D&#39;alembert च्या तत्त्व,D&#39;alembert ର ନୀତି |
ओलसर हार्मोनिक फंक्शन,ଡ୍ୟାମ୍ପଡ୍ ହାରମୋନିକ୍ ଫଙ୍କସନ୍ |
ओलसर सतत,ଡମ୍ପିଂ ସ୍ଥିର |
डेटा,ତଥ୍ୟ
डेटा उत्पत्ती,ତଥ୍ୟ ଉତ୍ପତ୍ତି
डेटा प्रोसेसिंग सिस्टम,ଡାଟା ପ୍ରକ୍ରିୟାକରଣ ପ୍ରଣାଳୀ |
डेटा प्रोसेसर,ଡାଟା ସଞ୍ଚାଳକ
माहिती पत्रक,ତଥ୍ୟ ଫର୍ଦ୍ଦ
दशभुज,ଡିକାଗନ୍ |
डेकग्राम,ଚିତ୍ର
decameter,ଡ଼େସିମିଟର |
क्षय स्थिर,କ୍ଷୟ ସ୍ଥିର |
क्षय वक्र,କ୍ଷୟ ବକ୍ର
सभ्य कार्य,ଭଲ କାର୍ଯ୍ୟ
डेसिग्राम,ଡେସିଗ୍ରାମ୍ |
decile,decile
दशांश,ଦଶମିକ
दशांश कोड,ଦଶମିକ କୋଡ୍
दशांश कोड केलेला अंक,ଦଶମିକ କୋଡେଡ୍ ଅଙ୍କ |
दशांश विस्तार,ଦଶମିକ ବିସ୍ତାର
दशांश अपूर्णांक,ଦଶମିକ ଭଗ୍ନାଂଶ
दशांश अंकन,ଦଶମିକ ଟିପ୍ପଣୀ |
दशांश क्रमांक प्रणाली,ଦଶମିକ ସଂଖ୍ୟାକରଣ ବ୍ୟବସ୍ଥା |
दशांश चिन्ह,ଦଶମିକ ବିନ୍ଦୁ |
दशांश स्केल,ଦଶମିକ ସ୍କେଲ
दशांश प्रणाली,ଦଶମିକ ସିଷ୍ଟମ୍ |
डेसिमीटर,ଡ଼ିସିମିଟର |
उलगडणे,ଡିସିଫର୍ କରିବା |
निर्णय मॉडेल,ନିଷ୍ପତ୍ତି ମଡେଲ୍
निर्णय सिद्धांत,ନିଷ୍ପତ୍ତି ସିଦ୍ଧାନ୍ତ |
निर्णय व्हेरिएबल,ନିଷ୍ପତ୍ତି ଭେରିଏବଲ୍ |
डिकोडर,ଡିକୋଡର୍ |
डीकोडिंग,ଡିକୋଡିଂ
विघटनशील संच,ବିଭାଜିତ ସେଟ୍ |
कमी होत आहे,ହ୍ରାସ
कमी होणारे कार्य,କାର୍ଯ୍ୟ ହ୍ରାସ
Dedekind च्या कट,ଡେଡେକିଣ୍ଡଙ୍କ କଟ୍ |
डेडेकिंडचे प्रमेय,ଡେଡେକିଣ୍ଡଙ୍କ ତତ୍ତ୍। |
तर्क,ହ୍ରାସ କର |
वजावटी पद्धत,deductive ପଦ୍ଧତି |
सदोष,ତ୍ରୁଟିଯୁକ୍ତ
परिभाषित समीकरण,ସମୀକରଣକୁ ବ୍ୟାଖ୍ୟା କରେ
निश्चित अविभाज्य,ନିର୍ଦ୍ଦିଷ୍ଟ ଅବିଚ୍ଛେଦ୍ୟ |
निश्चित मॅट्रिक्स,ନିର୍ଦ୍ଦିଷ୍ଟ ମ୍ୟାଟ୍ରିକ୍ସ |
व्याख्या,ସଂଜ୍ଞା
विकृत वक्र,ବିକୃତି ବକ୍ର
विकृत पृष्ठभाग,ବିକୃତ ପୃଷ୍ଠ
अध:पतन,ଅବନତି
वाहतूक समस्यांमध्ये अधोगती,ଟ୍ରାନ୍ସପୋରେସନ୍ ସମସ୍ୟାରେ ଅବନତି |
पदवी,ଡିଗ୍ରୀ
विभेदक समीकरणाची डिग्री,ଭିନ୍ନକ୍ଷମ ସମୀକରଣର ଡିଗ୍ରୀ |
स्वातंत्र्याची डिग्री,ସ୍ୱାଧୀନତାର ଡିଗ୍ରୀ
बहुपदीची पदवी,ବହୁଜନର ଡିଗ୍ରୀ |
हटवलेले अतिपरिचित क्षेत्र,ପଡୋଶୀ ବିଲୋପ
डेल्टा फंक्शन,ଡେଲଟା ଫଙ୍କସନ୍
मागणी आणि उपयुक्तता वक्र,ଚାହିଦା ଏବଂ ଉପଯୋଗିତା ବକ୍ର
मागणी समीकरण,ଚାହିଦା ସମୀକରଣ |
मागणी कार्य,ଚାହିଦା କାର୍ଯ୍ୟ
लोकसंख्याशास्त्रीय अभ्यास,ଜନସଂଖ୍ୟା ଅଧ୍ୟୟନ |
लोकसंख्या,ଜନସଂଖ୍ୟା
डी मोइव्रेचे प्रमेय,ଡି ମୋଭ୍ରେଙ୍କ ଥିଓରେମ୍ |
प्रात्यक्षिक,ପ୍ରଦର୍ଶନ
प्रात्यक्षिक,ପ୍ରଦର୍ଶନ
प्रात्यक्षिक भूमिती,ପ୍ରଦର୍ଶନକାରୀ ଜ୍ୟାମିତି |
भाजक,ଭେଦ
दाट संच,ଘନ ସେଟ୍ |
घनता,ଘନତା
संख्यात्मक संच,ଅଗଣିତ ସେଟ୍ |
निर्गमन चल,ଭେରିଏବଲ୍ ଛାଡିବା
अवलंबून घटना,ନିର୍ଭରଶୀଳ ଘଟଣା |
अवलंबित यादृच्छिक चल,ନିର୍ଭରଶୀଳ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |
अवलंबून व्हेरिएबल,ନିର୍ଭରଶୀଳ ଭେରିଏବଲ୍ |
अवलंबून भिन्नता,ନିର୍ଭରଶୀଳ ଭେରିଏଟ୍ |
उदासीनता कोन,ଉଦାସୀନତା କୋଣ
व्युत्पत्ती,derivation
व्युत्पन्न,derivative
व्युत्पन्न मालिका,ଉତ୍ପନ୍ନ କ୍ରମ |
व्युत्पन्न संच,ନିର୍ମିତ ସେଟ୍ |
उतरत्या,ଅବତରଣ
उतरत्या क्रमाने,ଅବତରଣ କ୍ରମ |
उतरत्या मालिका,ଅବତରଣ କ୍ରମ |
वर्णनात्मक भूमिती,ବର୍ଣ୍ଣନାକାରୀ ଜ୍ୟାମିତି |
वर्णनात्मक मॉडेल,ବର୍ଣ୍ଣନାକାରୀ ମଡେଲ୍ |
वर्णनात्मक आकडेवारी,ବର୍ଣ୍ଣନାକାରୀ ପରିସଂଖ୍ୟାନ |
डिझाइन,ଡିଜାଇନ୍
प्रयोगाची रचना,ପରୀକ୍ଷଣର ଡିଜାଇନ୍ |
डेस्क कॅल्क्युलेटर,ଡେସ୍କ କାଲକୁଲେଟର
शोध,ଚିହ୍ନଟ
निर्धारक,ନିର୍ଣ୍ଣୟକାରୀ
निर्धारक रँक,ନିର୍ଣ୍ଣୟକାରୀ ପଦବୀ |
ठरवणे,ନିର୍ଣ୍ଣୟ କର |
निर्धारक मॉडेल,ସ୍ଥିରିକୃତ ମଡେଲ୍ |
निर्धारक समस्या,ନିର୍ଣ୍ଣୟକାରୀ ସମସ୍ୟା |
विचलन,ବ୍ୟତିକ୍ରମ
विचलन गुणांक,ବିଘ୍ନ କୋଏଫିସିଣ୍ଟେଣ୍ଟ |
डायडिक प्रणाली,ଡାଏଡିକ୍ ସିଷ୍ଟମ୍ |
कर्ण,ତ୍ରିକୋଣୀୟ
मॅट्रिक्सचे विकर्णीकरण,ଏକ ମାଟ୍ରିକ୍ସର ଡାଇଗୋନାଲାଇଜେସନ୍ |
कर्ण मॅट्रिक्स,ତ୍ରିକୋଣୀୟ ମ୍ୟାଟ୍ରିକ୍ସ |
कर्ण समानता,ତ୍ରିକୋଣୀୟ ସମାନତା |
आकृती,ଚିତ୍ର
रेखाचित्र पद्धत,ଚିତ୍ରନାଟ୍ୟ ପଦ୍ଧତି |
रेखाचित्रात्मक सादरीकरण,ଚିତ୍ରନାଟ୍ୟ ଉପସ୍ଥାପନା |
व्यास,ବ୍ୟାସ
संचाचा व्यास,ଏକ ସେଟ୍ ର ବ୍ୟାସ |
diametrically विरुद्ध,ହୀରା ବିପରୀତ |
फासे फेकणे,ଡାଇସ୍ ଥ୍ରୋ |
द्विभाजक वर्गीकरण,ଦ୍ୱିପାକ୍ଷିକ ବର୍ଗୀକରଣ |
द्विविभाजन,ଡିଚୋଟୋମି
शब्दकोश क्रम,ଅଭିଧାନ କ୍ରମ |
फरक कॅल्क्युलस,ପାର୍ଥକ୍ୟ ଗଣନା
फरक समीकरण,ପାର୍ଥକ୍ୟ ସମୀକରଣ
फरक सूत्र,ପାର୍ଥକ୍ୟ ସୂତ୍ର
फरक पद्धत,ପାର୍ଥକ୍ୟ ପଦ୍ଧତି |
संचांचा फरक,ସେଟ୍ ର ପାର୍ଥକ୍ୟ |
वेगळे करण्यायोग्य,ଭିନ୍ନକ୍ଷମ |
भिन्नता वक्र,ଭିନ୍ନକ୍ଷମ ବକ୍ର
भिन्न कार्य,ଭିନ୍ନକ୍ଷମ କାର୍ଯ୍ୟ
भिन्नता,ଭିନ୍ନକ୍ଷମ |
विभेदक कॅल्क्युलस,ଭିନ୍ନକ୍ଷମ ଗଣନା
विभेदक गुणांक,ଭିନ୍ନକ୍ଷମ ଗୁଣବତ୍ତା |
विभेदक समीकरण,ଭିନ୍ନକ୍ଷମ ସମୀକରଣ |
विभेदक फॉर्म,ଭିନ୍ନକ୍ଷମ ଫର୍ମ |
विभेदक सूत्र,ଭିନ୍ନକ୍ଷମ ସୂତ୍ର |
विभेदक कार्य,ଭିନ୍ନକ୍ଷମ କାର୍ଯ୍ୟ
विभेदक भूमिती,ଭିନ୍ନକ୍ଷମ ଜ୍ୟାମିତି |
उच्च ऑर्डरचा फरक,ଉଚ୍ଚ କ୍ରମର ଭିନ୍ନତା |
विभेदक भागफल,ଭିନ୍ନ ଭିନ୍ନ ଭାଗ
वेगळे करणे,ଭିନ୍ନ କର |
भिन्नता,ଭିନ୍ନତା
