Telugu,Kannada
మతాధికారం,ಕ್ಲೆರಿಕಲಿಸಂ
క్లర్చ్,ಕ್ಲರುಚ್
క్లినియాక్ ఉద్యమం,ಕ್ಲಿನಿಯಾಕ್ ಚಲನೆ
కోటు కవచం,ಕೋಟ್ ರಕ್ಷಾಕವಚ
కోట్ ఆఫ్ ఆర్మ్స్,ಕೋಟ್ ಆಫ್ ಆರ್ಮ್ಸ್
కోట్ ఆఫ్ ఆర్మ్స్,ಕೋಟ್ ಆಫ್ ಆರ್ಮ್ಸ್
కోట్ ఆఫ్ ఆర్మ్స్,ಕೋಟ್ ಆಫ್ ಆರ್ಮ್ಸ್
కోట్ ఆఫ్ మెయిల్,ಕೋಟ್ ಆಫ್ ಮೇಲ್
కోహోర్ట్,ಕೋಹಾರ್ಟ್
కమిటియా,ಕಾಮಿಟಿಯಾ
కమిటియా సెంచురియాటా,ಕಾಮಿಟಿಯಾ ಸೆಂಚುರಿಯಾಟಾ
కమిటియా క్యూరియాటా,ಕಮಿಟಿಯಾ ಕ್ಯುರಿಯಾಟಾ
కమిటియా ట్రిబ్యూటా,ಕಮಿಟಿಯಾ ಟ್ರಿಬುಟಾ
స్మారక వంపు,ಸ್ಮರಣಾರ್ಥ ಕಮಾನು
స్మారక నాణెం,ಸ್ಮರಣಾರ್ಥ ನಾಣ್ಯ
స్మారక ముద్ర,ಸ್ಮರಣಾರ್ಥ ಮುದ್ರೆ
సాధారణ క్షేత్రం,ಸಾಮಾನ್ಯ ಕ್ಷೇತ್ರ
కమ్యూనార్డ్,ಕಮ್ಯುನಾರ್ಡ್
కాంకోర్డాట్,ಕಾನ್ಕಾರ್ಡಾಟ್
కాంకోర్డాట్,ಕಾನ್ಕಾರ್ಡಾಟ್
కండోటియర్,ಕಾಂಡೋಟಿಯರ್
నిర్ధారణ కార్టరమ్,ದೃಢೀಕರಣ ಕಾರ್ಟಾರಮ್
సంఘర్షణ,ಸಂಘರ್ಷ
సభ,ಸಭೆ
రాష్ట్రాన్ని జయించడం,ರಾಜ್ಯವನ್ನು ವಶಪಡಿಸಿಕೊಳ್ಳುವುದು
విజేత,ವಿಜಯಶಾಲಿ
విజేత,ವಿಜಯಶಾಲಿ
కన్సిలియం,ಕಾನ್ಸಿಲಿಯಮ್
క్రమబద్ధమైన,ಸಂಯೋಜಿತ
కుట్ర,ಪಿತೂರಿ
కుట్ర,ಪಿತೂರಿ
కాన్సులేట్,ದೂತಾವಾಸ
సలహా పుస్తకం,ಸಮಾಲೋಚನೆ ಪುಸ್ತಕ
ఖండాంతర వ్యవస్థ,ಕಾಂಟಿನೆಂಟಲ್ ಸಿಸ್ಟಮ್
కన్వెన్షన్ పార్లమెంట్,ಕನ್ವೆನ್ಷನ್ ಪಾರ್ಲಿಮೆಂಟ್
కాపర్ హెడ్స్ (=శాంతి ప్రజాస్వామ్యవాదులు),ಕಾಪರ್ ಹೆಡ್ಸ್ (=ಶಾಂತಿ ಪ್ರಜಾಪ್ರಭುತ್ವವಾದಿಗಳು)
కాపీహోల్డ్,ಕಾಪಿಹೋಲ್ಡ್
కార్డనింగ్,ಕಾರ್ಡನಿಂಗ್
కరోనా,ಕರೋನಾ
పట్టాభిషేకం,ಪಟ್ಟಾಭಿಷೇಕ
పట్టాభిషేక రాయి,ಪಟ್ಟಾಭಿಷೇಕದ ಕಲ್ಲು
కార్పస్,ಕಾರ್ಪಸ್
కోర్సెయిర్,ಕೋರ್ಸೇರ್
కోర్సెయిర్,ಕೋರ್ಸೇರ್
కార్సెట్ (=కోర్సెలెట్),ಕಾರ್ಸೆಟ್ (=ಕಾರ್ಸೆಲೆಟ್)
కోర్టెస్,ಕಾರ್ಟೆಸ್
కోటార్ (=కోటియర్),ಕೋಟರ್ (=ಕೋಟಿಯರ್)
కోటార్ (=కోటియర్),ಕೋಟರ್ (=ಕೋಟಿಯರ್)
కౌంట్ పాలటినేట్,ಕೌಂಟ್ ಪ್ಯಾಲಟಿನೇಟ್
పూరిల్లు,ಹಳ್ಳಿ ಮನೆ
కౌంటీ,ಕೌಂಟಿ
కౌంటీ బరో,ಕೌಂಟಿ ಬರೋ
కౌంటీ కోర్టులు,ಕೌಂಟಿ ನ್ಯಾಯಾಲಯಗಳು
కౌంటీ పాలటైన్,ಕೌಂಟಿ ಪ್ಯಾಲಟೈನ್
కోర్టు,ನ್ಯಾಯಾಲಯ
కోర్టు,ನ್ಯಾಯಾಲಯ
కోర్టు సర్క్యులర్,ನ್ಯಾಯಾಲಯದ ಸುತ್ತೋಲೆ
కోర్టు మర్యాదలు,ನ್ಯಾಯಾಲಯದ ಶಿಷ್ಟಾಚಾರ
సభికుడు,ಆಸ್ಥಾನಿಕ
కోర్ట్ ఆఫ్ కాసేషన్,ಕ್ಯಾಸೇಶನ್ ನ್ಯಾಯಾಲಯ
కోర్ట్ ఆఫ్ డైరెక్టర్స్ (EIC),ನಿರ್ದೇಶಕರ ನ್ಯಾಯಾಲಯ (EIC)
యాజమాన్యాల న్యాయస్థానం,ಮಾಲೀಕರ ನ್ಯಾಯಾಲಯ
ఆస్థాన కవి,ಆಸ್ಥಾನ ಕವಿ
ఒప్పందం చేసుకున్న కామెరోనియన్లు,ಒಪ್ಪಂದದ ಕ್ಯಾಮರೋನಿಯನ್ನರು
కిరీటం,ಕ್ರೌನ್
కిరీటం,ಕ್ರೌನ್
కిరీటం,ಕ್ರೌನ್
కిరీటం భూమి,ಕ್ರೌನ್ ಭೂಮಿ
కిరీటం భూమి,ಕ್ರೌನ್ ಭೂಮಿ
క్రౌన్ ప్రిన్స్,ಕ್ರೌನ್ ಪ್ರಿನ್ಸ್
క్రూసేడ్,ಧರ್ಮಯುದ್ಧ
క్రూసేడర్,ಕ್ರುಸೇಡರ್
క్రిప్టోగ్రామ్,ಕ್ರಿಪ್ಟೋಗ್ರಾಮ್
క్యూరాస్,ಕ್ಯುರಾಸ್
క్యూరాసియర్,ಕ್ಯುರಾಸಿಯರ್
కల్ట్ దేవత,ಆರಾಧನಾ ದೇವತೆ
క్యూరియా,ಕ್ಯೂರಿಯಾ
క్యూరియా,ಕ್ಯೂರಿಯಾ
జారిజం,ಜಾರಿಸಂ
చీకటి ఖండం,ಡಾರ್ಕ್ ಖಂಡ
తీర్పు రోజు,ತೀರ್ಪಿನ ದಿನ
తీర్పు రోజు,ತೀರ್ಪಿನ ದಿನ
డీన్,ಡೀನ್
దశాబ్దం,ದಶಕ
డెనారియస్,ಡೆನಾರಿಯಸ್
పదవీచ్యుతుడైన చక్రవర్తి,ಪದಚ್ಯುತ ದೊರೆ
పాడుచేయు,ಹಾಳುಮಾಡು
చెడిపోవడం,ಹಾಳಾಗುವಿಕೆ
సింహాసనాన్ని తొలగించు,ಸಿಂಹಾಸನವನ್ನು ಇಳಿಸು
డయాడెమ్,ಡೈಡೆಮ್
డయాడెమ్,ಡೈಡೆಮ್
డయాడెమ్,ಡೈಡೆಮ್
డయాసియా,ಡಯಾಸಿಯಾ
డికాస్టీరియం,ಡಿಕಾಸ್ಟರಿಯಮ್
డైలువియలిస్ట్,ಡಿಲುವಿಯಲಿಸ್ಟ್
డియోసెస్,ಧರ್ಮಪ್ರಾಂತ್ಯ
డియోసెస్,ಧರ್ಮಪ್ರಾಂತ್ಯ
డైరెక్టరీ (=డైరెక్టరీ),ಡೈರೆಕ್ಟರಿ (=ಡೈರೆಕ್ಟರಿ)
డైరెక్టరీ (=డైరెక్టరీ),ಡೈರೆಕ್ಟರಿ (=ಡೈರೆಕ್ಟರಿ)
దిర్హమ్,ದಿರ್ಹಮ್
నమ్మకద్రోహం,ವಿಶ್ವಾಸದ್ರೋಹಿ
నమ్మకద్రోహం,ವಿಶ್ವಾಸದ್ರೋಹಿ
లోపము యొక్క సిద్ధాంతము,ವಿಳಂಬದ ಸಿದ್ಧಾಂತ
పత్రం,ಡಾಕ್ಯುಮೆಂಟ್
డాక్యుమెంటరీ సాక్ష్యం,ಸಾಕ್ಷ್ಯಚಿತ್ರ ಸಾಕ್ಷ್ಯ
డోమ్స్‌డే బుక్,ಡೋಮ್ಸ್‌ಡೇ ಪುಸ್ತಕ
కాన్స్టాంటైన్ విరాళం,ಕಾನ್ಸ್ಟಂಟೈನ್ ಕೊಡುಗೆ
డూమ్,ಡೂಮ್
వరవరపు రాణి,ವರದಕ್ಷಿಣೆ ರಾಣಿ
డ్రాగన్,ಡ್ರ್ಯಾಗನ್
డ్రోమెడిరియన్,ಡ್ರೋಮೆಡಿಯನ್
డ్రోమెడరీ,ಡ್ರೊಮೆಡರಿ
డ్రోమండ్,ಡ್ರೊಮಂಡ್
ద్వంద్వ,ದ್ವಂದ್ವ
ద్వంద్వ కూటమి,ಉಭಯ ಮೈತ್ರಿ
ద్వంద్వ ఉద్దేశం,ಡ್ಯುಯಲ್ ಎಂಟೆಂಟೆ
ద్వంద్వ వ్యవస్థ (=ద్వంద్వ ప్రభుత్వం),ಉಭಯ ವ್ಯವಸ್ಥೆ (=ದ್ವಿ ಸರ್ಕಾರ)
డ్యూక్,ಡ್ಯೂಕ್
డూమా,ಡುಮಾ
వామన అవతారం,ಕುಬ್ಜ ಅವತಾರ
రాజవంశం,ರಾಜವಂಶ
రాజవంశం,ರಾಜವಂಶ
డేగ,ಹದ್ದು
పెద్ద మనిషి,ಹಿರಿಯ ಮನುಷ್ಯ
ఎర్ల్,ಅರ್ಲ್
ఎర్ల్డమ్,ಅರ್ಲ್ಡಮ್
తొలి గుప్తులు,ಆರಂಭಿಕ ಗುಪ್ತರು
ప్రారంభ (చారిత్రక) సైట్లు,ಆರಂಭಿಕ (ಐತಿಹಾಸಿಕ) ತಾಣಗಳು
ప్రారంభ వేద కాలం,ಆರಂಭಿಕ ವೇದ ಕಾಲ
ఎక్లేసియా,ಎಕ್ಲೇಷಿಯಾ
పునరుద్ధరణ శాసనం,ಮರುಸ್ಥಾಪನೆಯ ಶಾಸನ
ఎనిమిది రెట్లు మార్గం,ಎಂಟು ಪಟ್ಟು ಮಾರ್ಗ
పెద్దలు,ಹಿರಿಯರು
పెద్ద రాజనీతిజ్ఞుడు (=జెన్రో),ಹಿರಿಯ ರಾಜಕಾರಣಿ (=ಜೆರೋ)
ఏనుగు మేడ,ಆನೆ ಮೇಡು
పదకొండు సంవత్సరాల నిరంకుశత్వం,ಹನ್ನೊಂದು ವರ್ಷಗಳ ದಬ್ಬಾಳಿಕೆ
ఎలిసే (=ఎలీసీ),ಎಲಿಸೇ (=ಎಲಿಸೀ)
ఎన్‌క్లోజర్ ఉద్యమం,ಆವರಣ ಚಳುವಳಿ
ఎన్సైక్లికల్,ಎನ್ಸೈಕ್ಲಿಕಲ್
ఎన్సైక్లోపెడిస్ట్ ఉద్యమం,ಎನ್ಸೈಕ್ಲೋಪೀಡಿಸ್ಟ್ ಚಳುವಳಿ
ఎంటెంటే,ಎಂಟೆಂಟೆ
ఎంటెంటే కార్డియాల్,ಎಂಟೆಂಟೆ ಕಾರ್ಡಿಯಾಲ್
సింహాసనం,ಸಿಂಹಾಸನ
పరివారం,ಪರಿವಾರ
ఎఫోడ్,ಎಫೋಡ್
ఎఫోర్,ಎಫೋರ್
పురాణ యుగం,ಮಹಾಕಾವ್ಯ ಯುಗ
పురాణ వీరుడు,ಮಹಾಕಾವ್ಯದ ನಾಯಕ
ఎపిగ్రాఫ్,ಎಪಿಗ್ರಾಫ್
ఎపిస్కోపసీ,ಎಪಿಸ್ಕೋಪಸಿ
ఎపిస్కోపేట్,ಎಪಿಸ್ಕೋಪೇಟ್
ఎపిసోడ్,ಸಂಚಿಕೆ
యుగం,ಯುಗ
యుగాన్ని సృష్టించే సంఘటన,ಯುಗ ನಿರ್ಮಾಣದ ಘಟನೆ
యుగపురుషుడు,ಯುಗಪುರುಷ
పేరుపేరు,ನಾಮಪದ
ఎక్వెరీ,ಇಕ್ವೆರಿ
ఎక్వెరీ,ಇಕ್ವೆರಿ
గుర్రపుస్వారీ విగ్రహం,ಅಶ್ವಾರೋಹಿ ಪ್ರತಿಮೆ
యుగం,ಯುಗ
ఎర్గస్టులం,ಎರ್ಗಸ್ಟುಲಮ್
యూకారిస్ట్,ಯೂಕರಿಸ್ಟ್
సువార్తవాదం,ಸುವಾರ್ತಾಬೋಧನೆ
సువార్త ఉద్యమం,ಇವಾಂಜೆಲಿಕಲ್ ಚಳುವಳಿ
మత ప్రచారకుడు,ಸುವಾರ್ತಾಬೋಧಕ
Exarch,ಎಕ್ಸಾರ್ಚ್
Exilarch,ಎಕ್ಸಿಲಾರ್ಚ್
ఫలాంగిస్ట్,ಫಾಲಂಗಿಸ್ಟ್
తండ్రి భూమి,ತಂದೆ ಭೂಮಿ
తండ్రి భూమి,ತಂದೆ ಭೂಮಿ
ఫెరియాయే,ಫೆರಿಯಾ
ఫెటిష్,ಫೆಟಿಶ್
ఫ్యూడల్ హోల్డింగ్స్,ಊಳಿಗಮಾನ್ಯ ಹಿಡುವಳಿಗಳು
ఫ్యూడలిజం (=ఫ్యూడల్ వ్యవస్థ),ಊಳಿಗಮಾನ್ಯ ಪದ್ಧತಿ (=ಊಳಿಗಮಾನ್ಯ ಪದ್ಧತಿ)
భూస్వామ్య వ్యవస్థ,ಊಳಿಗಮಾನ್ಯ ವ್ಯವಸ್ಥೆ
భూస్వామ్య,ಊಳಿಗಮಾನ್ಯ
ఫిడే డిఫెన్సర్ (=డిఫెండర్ ఆఫ్ ది ఫెయిత్),ಫಿಡೆ ಡಿಫೆನ್ಸರ್ (=ನಂಬಿಕೆಯ ರಕ್ಷಕ)
ఫైఫ్,ಫೈಫ್
ఫీల్డ్ సిస్టమ్,ಕ್ಷೇತ್ರ ವ್ಯವಸ್ಥೆ
పదిహేనవ పన్ను,ಹದಿನೈದನೇ ತೆರಿಗೆ
ఫిగర్ హెడ్,ಚಿತ್ರ ತಲೆ
ఫిన్ డి సైకిల్,ಫಿನ್ ಡಿ ಸೈಕಲ್
అగ్ని తినేవాడు,ಬೆಂಕಿ ತಿನ್ನುವವನು
ఫైవ్ మైల్ చట్టం,ಐದು ಮೈಲಿ ಕಾಯಿದೆ
జెండా,ಧ್ವಜ
ఫ్లేమెన్ డయాలిస్,ಫ್ಲೇಮೆನ್ ಡಯಾಲಿಸ್
ఫ్లేమెన్ మార్టియాలిస్,ಫ್ಲೇಮೆನ್ ಮಾರ್ಟಿಯಾಲಿಸ್
జ్వలించే జ్యోతి,ಉರಿಯುವ ಟಾರ್ಚ್
పార్శ్వము,ಪಾರ್ಶ್ವ
పార్శ్వ కదలిక,ಪಾರ್ಶ್ವ ಚಲನೆ
వర్ధిల్లుతున్న నాగరికత,ಪ್ರವರ್ಧಮಾನಕ್ಕೆ ಬರುತ್ತಿರುವ ನಾಗರಿಕತೆ
ఫ్లూవియలిస్టిక్ నమ్మకం,ಫ್ಲೂವಿಯಲಿಸ್ಟಿಕ್ ನಂಬಿಕೆ
జానపద దేవుడు,ಜನಪದ ದೇವರು
జానపద దేవత,ಜನಪದ ದೇವತೆ
జానపద జ్ఞాపకం,ಜಾನಪದ ಸ್ಮರಣೆ
జానపద పురాణం (=జానపదం),ಜಾನಪದ ಪುರಾಣ (=ಜಾನಪದ)
మేత వెదకడం,ಆಹಾರ ಹುಡುಕುವುದು
ఫోరే,ಮುನ್ನುಗ್ಗಿ
ముందరివాడు,ಮುಂದಾಳು
పూర్వీకుడు,ಪೂರ್ವಜ
ముందున్నవాడు,ಮುಂದಾಳು
చితికిపోయిన ఆశ,ನಿರಾಶಾದಾಯಕ ಭರವಸೆ
నిర్మాణ దశ,ರಚನಾತ್ಮಕ ಹಂತ
కోట,ಕೋಟೆ
కోట,ಕೋಟೆ
పటిష్టమైన పట్టణం,ಕೋಟೆಯ ಪಟ್ಟಣ
కోట,ಕೋಟೆ
ఫార్చ్యూనా,ಫಾರ್ಚುನಾ
ఫోరమ్ రోమనుమ్,ಫೋರಮ್ ರೋಮನಮ್
ఫ్రాన్సిస్కాన్,ಫ್ರಾನ್ಸಿಸ್ಕನ್
ఫ్రాంక్లిన్,ಫ್ರಾಂಕ್ಲಿನ್
భ్రాతృహత్య యుద్ధం,ಭ್ರಾತೃಹತ್ಯಾ ಯುದ್ಧ
ఉచిత చర్చి,ಉಚಿತ ಚರ್ಚ್
ఫ్రీహోల్డర్,ಫ್ರೀಹೋಲ್ಡರ್
స్వతంత్ర సైనికుడు,ಸ್ವತಂತ್ರ ಸೈನಿಕ
స్వతంత్ర సైనికుడు,ಸ್ವತಂತ್ರ ಸೈನಿಕ
ఫ్రీమాన్,ಫ್ರೀಮನ್
ఫ్రీమాన్,ಫ್ರೀಮನ್
ఫ్రీపాస్,ಫ್ರೀಪಾಸ್
ఫ్రెంచ్ విప్లవం,ಫ್ರೆಂಚ್ ಕ್ರಾಂತಿ
సన్యాసి,ಫ್ರಿಯರ್
ఫ్రైసియన్ కిరాయి సైనికులు,ಫ್ರೇಸಿಯನ್ ಕೂಲಿ ಸೈನಿಕರು
సరిహద్దు మనిషి,ಗಡಿನಾಡಿನ ಮನುಷ್ಯ
గాలియన్,ಗ್ಯಾಲಿಯನ್
గల్లికన్ (=గల్లికనిస్ట్),ಗ್ಯಾಲಿಕನ್ (=ಗ್ಯಾಲಿಕಾನಿಸ್ಟ್)
గల్లికానిజం,ಗ್ಯಾಲಿಕಾನಿಸಂ
దండు,ಗ್ಯಾರಿಸನ್
గౌల్,ಗೌಲ್
గాంట్లెట్,ಗೌಂಟ್ಲೆಟ್
గాంట్లెట్,ಗೌಂಟ್ಲೆಟ್
గెజిబో,ಗೆಜೆಬೋ
గెజిబో,ಗೆಜೆಬೋ
గెజిబో,ಗೆಜೆಬೋ
వంశ చరిత్ర,ವಂಶಾವಳಿಯ ಇತಿಹಾಸ
వంశపారంపర్య రికార్డు,ವಂಶಾವಳಿಯ ದಾಖಲೆ
వంశపారంపర్య పట్టిక,ವಂಶಾವಳಿಯ ಕೋಷ್ಟಕ
వంశవృక్షం,ವಂಶಾವಳಿಯ ಮರ
వంశావళి,ವಂಶಾವಳಿ
వంశావళి,ವಂಶಾವಳಿ
తరం,ಪೀಳಿಗೆ
మారణహోమం,ನರಮೇಧ
అన్యజనుడు,ಅನ್ಯಜಾತಿ
అన్యజనుడు,ಅನ್ಯಜಾತಿ
అన్యజనుడు,ಅನ್ಯಜಾತಿ
అన్యజనుడు,ಅನ್ಯಜಾತಿ
ఘెట్టో,ಘೆಟ್ಟೋ
ఘెట్టో,ಘೆಟ್ಟೋ
గిబ్బెట్,ಗಿಬೆಟ್
గిల్డ్ (=గిల్డ్),ಗಿಲ್ಡ್ (=ಗಿಲ್ಡ್)
గ్లాడియేటర్,ಗ್ಲಾಡಿಯೇಟರ್
అద్భుతమైన విప్లవం,ಅದ್ಭುತ ಕ್ರಾಂತಿ
గోల్డెన్ హోర్డ్,ಗೋಲ್ಡನ್ ಹಾರ್ಡ್
మహా కూటమి,ಮಹಾಮೈತ್ರಿಕೂಟ
గ్రాండీ,ಗ್ರ್ಯಾಂಡಿ
గ్రాండ్ సిగ్నర్,ಗ್ರ್ಯಾಂಡ್ ಸಿಗ್ನರ್
గ్రాండ్ సిగ్నర్,ಗ್ರ್ಯಾಂಡ್ ಸಿಗ್ನರ್
గొప్ప అంతర్యుద్ధం,ಮಹಾ ಅಂತರ್ಯುದ್ಧ
గొప్ప నిష్క్రమణ (బుద్ధుని),ಮಹಾ ನಿರ್ಗಮನ (ಬುದ್ಧನ)
గ్రేటర్ ఇండియా,ಬೃಹತ್ ಭಾರತ
గ్రేట్ హెల్లాస్,ಗ್ರೇಟ್ ಹೆಲ್ಲಾಸ್
గ్రేట్ హోర్డ్,ಗ್ರೇಟ್ ಹೋರ್ಡ್
గొప్ప పరిత్యాగం (=గొప్ప నిష్క్రమణ),ಮಹಾತ್ಯಾಗ (=ಮಹಾನ್ ನಿರ್ಗಮನ)
గొప్ప ముద్ర,ಗ್ರೇಟ್ ಸೀಲ್
గ్రేట్ ట్రాక్,ಗ್ರೇಟ್ ಟ್ರ್ಯಾಕ್
గొప్ప వాహనం,ದೊಡ್ಡ ವಾಹನ
గ్రేట్ వాల్ ఆఫ్ చైనా,ಚೀನಾದ ಮಹಾಗೋಡೆ
గ్రీవ్,ಗ್ರೀವ್
గార్డ్-ఛాంబర్,ಗಾರ್ಡ್-ಚೇಂಬರ್
గార్డ్-ఛాంబర్,ಗಾರ್ಡ್-ಚೇಂಬರ್
గార్డ్-ఛాంబర్,ಗಾರ್ಡ್-ಚೇಂಬರ್
గుప్తులు,ಗುಪ್ತರು
హాజియోగ్రఫీ,ಹ್ಯಾಜಿಯೋಗ್ರಫಿ
హాజియోగ్రఫీ,ಹ್ಯಾಜಿಯೋಗ್ರಫಿ
హగియాలజీ,ಹ್ಯಾಜಿಯಾಲಜಿ
హగియాలజీ,ಹ್ಯಾಜಿಯಾಲಜಿ
ప్రైవేట్ ప్రేక్షకుల హాల్,ಖಾಸಗಿ ಪ್ರೇಕ್ಷಕರ ಹಾಲ್
పబ్లిక్ ప్రేక్షకుల హాల్,ಸಾರ್ವಜನಿಕ ಪ್ರೇಕ್ಷಕರ ಸಭಾಂಗಣ
హాచ్మెంట్,ಹ್ಯಾಚ್ಮೆಂಟ್
హీతేన్,ಹೀತೆನ್
హీతేన్,ಹೀಥೆನ್
హీతేనిజం,ಹೀಥೆನಿಸಂ
హెగిరా (హెజెరా),ಹೆಗಿರಾ (ಹೆಜೆರಾ)
హెలెనిజం,ಹೆಲೆನಿಸಂ
హెలట్,ಹೆಲೋಟ್
హెరాల్డ్రీ,ಹೆರಾಲ್ಡ್ರಿ
వారసత్వం,ಪರಂಪರೆ
చిత్రలిపి సరళ అక్షరాలు,ಚಿತ್ರಲಿಪಿಯ ರೇಖೀಯ ಅಕ್ಷರಗಳು
చిత్రలిపి స్క్రిప్ట్,ಚಿತ್ರಲಿಪಿ ಲಿಪಿ
హై చర్చి,ಹೈ ಚರ್ಚ್
హై ల్యాండర్,ಹೈ ಲ್ಯಾಂಡರ್
హిందూమతం,ಹಿಂದೂ ಧರ್ಮ
చరిత్రకారుడు,ಇತಿಹಾಸಕಾರ
చరిత్రకారుడు,ಇತಿಹಾಸಕಾರ
చారిత్రక భౌతికవాదం,ಐತಿಹಾಸಿಕ ಭೌತವಾದ
చారిత్రక యుగం,ಐತಿಹಾಸಿಕ ಯುಗ
చారిత్రక సరిహద్దు,ಐತಿಹಾಸಿಕ ಗಡಿ
చరిత్రకారుడు,ಇತಿಹಾಸಕಾರ
చరిత్రకారుడు,ಇತಿಹಾಸಕಾರ
చరిత్ర చరిత్ర,ಇತಿಹಾಸಶಾಸ್ತ್ರ
చరిత్ర చరిత్ర,ಇತಿಹಾಸಶಾಸ್ತ್ರ
చరిత్ర,ಇತಿಹಾಸ
హిట్టైట్ సామ్రాజ్యం,ಹಿಟ್ಟೈಟ್ ಸಾಮ್ರಾಜ್ಯ
పవిత్ర కూటమి,ಪವಿತ್ರ ಮೈತ್ರಿ
పవిత్ర నగరం,ಪವಿತ್ರ ನಗರ
పవిత్ర నగరం,ಪವಿತ್ರ ನಗರ
పవిత్ర భూమి,ಪವಿತ್ರ ಭೂಮಿ
పవిత్ర భూమి,ಪವಿತ್ರ ಭೂಮಿ
హోలీ లీగ్,ಹೋಲಿ ಲೀಗ್
హోలీ లీగ్,ಹೋಲಿ ಲೀಗ್
పవిత్ర రోమన్ సామ్రాజ్యం (=సామ్రాజ్యం),ಪವಿತ್ರ ರೋಮನ್ ಸಾಮ್ರಾಜ್ಯ (=ಸಾಮ್ರಾಜ್ಯ)
పవిత్ర సముద్రం,ಪವಿತ್ರ ಸಮುದ್ರ
పవిత్ర సముద్రం,ಪವಿತ್ರ ಸಮುದ್ರ
పవిత్ర యుద్ధం,ಪವಿತ್ರ ಯುದ್ಧ
పవిత్ర యుద్ధము,ಪವಿತ್ರ ಯುದ್ಧ
హోం ప్రభుత్వం,ಗೃಹ ಸರ್ಕಾರ
హోంగార్డు,ಗೃಹರಕ್ಷಕ
జన్మభూమి,ತಾಯ್ನಾಡು
గృహ నియమం,ಗೃಹ ನಿಯಮ
హోమ్ రూల్,ಹೋಮ್ ರೂಲ್
గుంపు,ತಂಡ
గుంపు,ತಂಡ
శత్రు దేశం,ಪ್ರತಿಕೂಲ ದೇಶ
శత్రుభూమి,ಪ್ರತಿಕೂಲ ಭೂಮಿ
వేడి ముసుగులో,ಬಿಸಿ ಅನ್ವೇಷಣೆ
ఇల్లు,ಮನೆ
ఇల్లు,ಮನೆ
హౌస్ ఆఫ్ కామన్స్,ಹೌಸ್ ಆಫ್ ಕಾಮನ್ಸ್
హౌస్ ఆఫ్ లార్డ్స్,ಹೌಸ್ ಆಫ್ ಲಾರ್ಡ್ಸ್
ప్రతినిధుల సభ,ಹೌಸ್ ಆಫ್ ರೆಪ್ರೆಸೆಂಟೇಟಿವ್ಸ್
హ్యూగ్నోట్స్,ಹುಗೆನೋಟ್ಸ್
మానవతావాదం,ಮಾನವತಾವಾದ
మానవతావాది,ಮಾನವತಾವಾದಿ
హండ్రెడ్ యెస్సర్స్ వార్,ಹಂಡ್ರೆಡ್ ಯೆಸರ್ಸ್ ವಾರ್
హంకర్,ಹಂಕರ್
ఇబాదత్ ఖానా (ఆరాధనా గృహం),ಇಬಾದತ್ ಖಾನಾ (ಆರಾಧನೆಯ ಮನೆ)
ఐకానోక్లాస్ట్,ಐಕಾನೊಕ್ಲಾಸ್ಟ್
విగ్రహారాధకుడు,ವಿಗ್ರಹಾರಾಧಕ
ఇలాహి యుగం,ಇಲಾಹಿ ಯುಗ
చట్టవిరుద్ధమైన యుద్ధం,ಕಾನೂನುಬಾಹಿರ ಯುದ್ಧ
ప్రకాశవంతమైన మాన్యుస్క్రిప్ట్,ಪ್ರಕಾಶಿತ ಹಸ್ತಪ್ರತಿ
ఇలస్ట్రేటెడ్ మాన్యుస్క్రిప్ట్,ಸಚಿತ್ರ ಹಸ್ತಪ್ರತಿ
ఇలస్ట్రేటెడ్ మాన్యుస్క్రిప్ట్,ಸಚಿತ್ರ ಹಸ್ತಪ್ರತಿ
ఇమామ్ (ఇమ్మామ్),ಇಮಾಮ್ (ಇಮ್ಮಾಮ್)
ఇమామత్,ಇಮಾಮತ್
ఇమామత్,ಇಮಾಮತ್
ఇమాంబరః,ಇಮಾಂಬರಃ
ఇంపీరియల్,ಸಾಮ್ರಾಜ್ಯಶಾಹಿ
ఇంపీరియల్ నగరం,ಇಂಪೀರಿಯಲ್ ನಗರ
సామ్రాజ్యవాదం,ಸಾಮ್ರಾಜ್ಯಶಾಹಿ
ఇంపీరియల్ ప్రాధాన్యత,ಸಾಮ್ರಾಜ್ಯಶಾಹಿ ಆದ್ಯತೆ
అసంబద్ధం,ಅಸಮರ್ಥತೆ
మోసగాడు,ವಂಚಕ
జైలు శిక్ష,ಸೆರೆವಾಸ
జైలు శిక్ష,ಸೆರೆವಾಸ
చొరబాటు,ಆಕ್ರಮಣ
చొరబాటుదారుడు,ಆಕ್ರಮಣಕಾರ
స్వాతంత్ర్యం,ಸ್ವಾತಂತ್ರ್ಯ
స్వాతంత్ర్య దినోత్సవం,ಸ್ವಾತಂತ್ರ್ಯ ದಿನ
ఇండిపెండెన్స్ హాల్,ಸ್ವಾತಂತ್ರ್ಯ ಸಭಾಂಗಣ
ఇండియన్ అమెరియన్ (=రెడ్ ఇండియన్=అమెరికన్ ఇండియన్),ಇಂಡಿಯನ್ ಅಮೆರಿಯನ್ (=ರೆಡ್ ಇಂಡಿಯನ್=ಅಮೇರಿಕನ್ ಇಂಡಿಯನ್)
ఇండియన్ హోమ్ రూల్ లీగ్,ಇಂಡಿಯನ್ ಹೋಮ್ ರೂಲ್ ಲೀಗ್
