Kannada,English
ಸಾಮಾನ್ಯ ವ್ಯವಹಾರ ಆಧಾರಿತ ಭಾಷೆ (ಕೋಬೋಲ್),Common Business Oriented Language (Cobol)
ಸಾಮಾನ್ಯ ದೋಷ,common error
ಸಾಮಾನ್ಯ ಭಾಷೆ,common language
ಸಾಮಾನ್ಯ ದಿನಚರಿ,common routine
ಸಂವಹನ,communication
ಸಂವಹನ ಲೈನ್,communication line
ಸಂವಹನ ಮೋಡ್,communication mode
ಸಂವಹನ ಜಾಲ,communication network
ಸಂವಹನ ನಿಯತಾಂಕ,communication parameter
ಸಂವಹನ ವ್ಯವಸ್ಥೆ,communication system
ಸಂಕೋಚನ,compaction
ಕಂಪಾಂಡರ್,compander
ಕಂಪಾಂಡಿಂಗ್,companding
ಕಂಪನಿ ನೆಟ್ವರ್ಕ್,company network
ಹೋಲಿಕೆ ಪರೀಕ್ಷೆ,comparison test
ಹೊಂದಾಣಿಕೆ,compatibility
ಹೊಂದಬಲ್ಲ,compatible
ಸಂಕಲನ,compilation
ಕಂಪೈಲ್ ಮತ್ತು ಹೋಗಿ,compile and go
ಕಂಪೈಲರ್,compiler
ಕಂಪೈಲರ್ ಭಾಷೆ,compiler language
ಪೂರಕ,complementary
ಹತ್ತರ ಮೇಲೆ ಪೂರಕ,complement-on-ten
ಪೂರಕ,complementor
ಸಂಪೂರ್ಣ ಸಾಗಿಸಲು,complete carry
ಸಂಕೀರ್ಣ,complex
ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆ,complex number
ಘಟಕ,component
ಘಟಕ ವಸ್ತು ಮಾದರಿ (COM),component object model (COM)
ಸಂಯೋಜಿತ,composite
ಸಂಯೋಜನೆ,composition
ಕಂಪ್ಯೂಟೇಶನಲ್,computational
ಕಂಪ್ಯೂಟರ್,computer
ಕಂಪ್ಯೂಟರ್ ಕೇಂದ್ರ,computer centre
ಕಂಪ್ಯೂಟರ್ ತಜ್ಞ,computer expert
ಕಂಪ್ಯೂಟರ್ ಗ್ರಾಫಿಕ್ಸ್,computer graphics
ಕಂಪ್ಯೂಟರ್ ಸೂಚನೆ,computer instruction
ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ,computer language
ಗಣಕಯಂತ್ರದ ಜಾಲ,computer network
ಗಣಕ ಯಂತ್ರ ವಿಜ್ಞಾನ,computer science
ಕಂಪ್ಯೂಟರ್ ಭದ್ರತೆ,computer security
ಕಂಪ್ಯೂಟರ್ ಸಿಮ್ಯುಲೇಟನ್,computer simulaton
ಕಂಪ್ಯೂಟರ್ ತಜ್ಞ,computer specialist
ಗಣಕೀಕರಣ,computerisation
ಗಣಕಶಾಸ್ತ್ರಜ್ಞ,computerist
ಗಣಕೀಕರಣಗೊಳಿಸು,computerize
ಕಂಪ್ಯೂಟಿಂಗ್,computing
ಪರಿಕಲ್ಪನೆ,concept
ಏಕರೂಪತೆ,concurrency
ಏಕಕಾಲೀನ,concurrent
ಸ್ಥಿತಿ ವೇರಿಯಬಲ್,condition variable
ಷರತ್ತುಬದ್ಧ ಆಪರೇಟರ್,conditional operator
ಷರತ್ತುಬದ್ಧ ಹೇಳಿಕೆ,conditional statement
ಕಂಡಕ್ಟರ್,conductor
ಕಾನ್ಫರೆನ್ಸಿಂಗ್,conferencing
ಗೌಪ್ಯತೆ,confidentiality
ಸಂರಚನೆ,configuration
ದಟ್ಟಣೆ,congestion
ಸಂಯೋಗ,conjunction
ಸಂಪರ್ಕ ವೇಗ,connect speed
ಸಂಪರ್ಕ,connection
ಸಂಪರ್ಕ ಕಡಿಮೆ ಸಂವಹನ,connection less communication
ಸಂಪರ್ಕ ಬಿಡುಗಡೆ,connection release
ಸಂಪರ್ಕ,connectivity
ಕನೆಕ್ಟರ್,connector
ಸತತವಾಗಿ,consecutive
ಪರಿಣಾಮವಾಗಿ,consequent
ಕನ್ಸೋಲ್,console
ಬಲವರ್ಧನೆ,consolidation
ನಿರಂತರ,constant
ನಿರಂತರ ಸೂಚನೆ,constant instruction
ನಿರ್ಬಂಧ,constraint
ನಿರ್ಮಾಣಕಾರ,constructor
ಕಂಟೇನರ್,container
ವಿಷಯ,content
ಸಂದರ್ಭ,context
ಸಂದರ್ಭ ಮುಕ್ತ ವ್ಯಾಕರಣ (CFG),context free grammar (CFG)
ಸಂದರ್ಭ ಸ್ವಿಚ್,context switch
ಆಕಸ್ಮಿಕ,contingency
ಸಂಕೋಚನ,contraction
ಕಾಂಟ್ರಾಸ್ಟ್,contrast
ನಿಯಂತ್ರಣ,control
ನಿಯಂತ್ರಣ ಪ್ರದೇಶ,control area
ನಿಯಂತ್ರಣ ಬಿಟ್,control bit
ನಿಯಂತ್ರಣ ಬಸ್,control bus
ನಿಯಂತ್ರಣ ಕಾರ್ಡ್,control card
ನಿಯಂತ್ರಣ ಸರ್ಕ್ಯೂಟ್,control circuit
ನಿಯಂತ್ರಣ ಚಕ್ರ,control cycle
ನಿಯಂತ್ರಣ ಎಂಜಿನಿಯರಿಂಗ್,control engineering
ನಿಯಂತ್ರಣ ಕೀ,control key
ನಿಯಂತ್ರಣ ತರ್ಕ,control logic
ನಿಯಂತ್ರಣ ಲೂಪ್,control loop
ನಿಯಂತ್ರಣ ಗುರುತು,control mark
ನಿಯಂತ್ರಣ ಕಾರ್ಯಾಚರಣೆ,control operation
ನಿಯಂತ್ರಣಫಲಕ,control panel
ನಿಯಂತ್ರಣ ಸಂಕೇತ,control signal
ನಿಯಂತ್ರಣ ಸ್ವಿಚ್,control switch
ನಿಯಂತ್ರಣ ಟೇಪ್,control tape
ನಿಯಂತ್ರಣ ಟರ್ಮಿನಲ್,control terminal
ನಿಯಂತ್ರಣ ಘಟಕ (CU),control unit (CU)
ಒಮ್ಮುಖ,convergence
ಸಂಭಾಷಣೆ,conversation
ಸಂಭಾಷಣೆಯ ಸಮಯ ಹಂಚಿಕೆ,conversational time sharing
ಪರಿವರ್ತನೆ,conversion
ಪರಿವರ್ತಕ,converter
ಕುಕ್ ಪ್ರಮೇಯ,Cook's theorem
ಸಹ-ಸಂಸ್ಕಾರಕ,co-processor
ನಕಲು,copy
ಕೃತಿಸ್ವಾಮ್ಯ,copyright
ಬಳ್ಳಿಯ,cord
ತಂತಿರಹಿತ ದೂರವಾಣಿ,cordless telephone
ಅನುಸಂಧಾನ,corollary
ತಿದ್ದುಪಡಿ,correction
ಭ್ರಷ್ಟಗೊಂಡಿದೆ,corrupted
ಎಣಿಕೆ,count
ಕೌಂಟರ್,counter
ದೇಶದ ಕೋಡ್,country code
ಸಹವರ್ತಿತ್ವ,covariance
ವ್ಯಾಪ್ತಿ,coverage
ಕುಸಿತ,crash
ನಿರ್ಣಾಯಕ ಮಾರ್ಗ,critical path
ನಿರ್ಣಾಯಕ ಮಾರ್ಗ ವಿಧಾನ (CPM),critical path method (CPM)
ಹೋಲಿಸಿ ನೋಡು,cross check
ಅಡ್ಡ ಕಂಪೈಲರ್,cross compiler
ಅಡ್ಡ ಬೆಂಕಿ,cross fire
ಅಡ್ಡ ಮಾತು,cross talk
ಕ್ರಿಪ್ಟೋಗ್ರಾಫಿಕ್,cryptographic
ಗುಪ್ತ ಲಿಪಿಶಾಸ್ತ್ರ,cryptography
ಕರೆನ್ಸಿ ಚಿಹ್ನೆ,currency symbol
ಪ್ರಸ್ತುತ ಡೈರೆಕ್ಟರಿ,current directory
ಪ್ರಸ್ತುತ ವಿಂಡೋ,current window
ಕರ್ಸರ್,cursor
ವಕ್ರರೇಖೆ,curve
ಕತ್ತರಿಸು ಮತ್ತು ಅಂಟಿಸು,cut and paste
ಕತ್ತರಿಸಿದ ವಿಧಾನ,cut method
ಸೈಬರ್,cyber
ಸೈಬರ್ ಕೆಫೆ,cyber café
ಸೈಬರ್ ನಗದು,cyber cash
ಸೈಬರ್ ಅಪರಾಧ,cyber crime
ಸೈಬರ್ ಡೆಲಿಕ್ಸ್,cyber delics
ಸೈಬರ್ ಕಾನೂನು,cyber law
ಸೈಬರ್ ಸೆಕ್ಸ್,cyber sex
ಸೈಬರ್ನಾಟಿಕ್ಸ್,cybernatics
ಸೈಬರ್ನೇಷನ್,cybernation
ಸೈಕಲ್,cycle
ಸೈಕಲ್ ಸ್ಮರಣೆ,cycle memory
ಸೈಕಲ್ ಕಳ್ಳತನ,cycle steal
ಸೈಕಲ್ ಸಮಯ,cycle time
ಆವರ್ತಕ,cyclic
ಡೀಮನ್,daemon
ಡೈಸಿ ಚಕ್ರ,daisy wheel
ಡೇಟಾ ನಿರ್ವಾಹಕ,data administrator
ಡೇಟಾ ಹಂಚಿಕೆ,data allocation
ಡೇಟಾ ಪ್ರದೇಶ,data area
ಡೇಟಾ ಶ್ರೇಣಿ,data array
ಡೇಟಾ ಬೇಸ್,data base
ಡೇಟಾ ಬ್ರೇಕ್,data break
ಡೇಟಾ ಬಸ್,data bus
ಡೇಟಾ ವಾಹಕ,data carrier
ಡೇಟಾ ಸೆಲ್,data cell
ಡೇಟಾ ಚಾನಲ್,data channel
ಡೇಟಾ ಸಂವಹನ,data communication
ಡೇಟಾ ಕಂಪ್ರೆಷನ್,data compression
ಡೇಟಾ ಕ್ಷೇತ್ರ,data field
ಡೇಟಾ ಫೈಲ್,data file
ದತ್ತಾಂಶ ಹರಿವು,data flow
ಡೇಟಾ ಹರಿವಿನ ಚಾರ್ಟ್,data flow Chart
ಡೇಟಾ ಕ್ರಮಾನುಗತ,data hierarchy
ಡೇಟಾ ಮಟ್ಟ,data level
ಡೇಟಾ ಲೈಬ್ರರಿ,data library
ಡೇಟಾ ಲಿಂಕ್ ಲೇಯರ್,data link layer
ಡೇಟಾ ಲಿಂಕ್ ಲೇಯರ್ (DLL),data link layer (DLL)
ಡೇಟಾ ನಿರ್ವಹಣೆ,data management
ಡೇಟಾ ಕುಶಲತೆ,data manipulation
ಡೇಟಾ ಮ್ಯಾನಿಪ್ಯುಲೇಷನ್ ಭಾಷೆ (DML),data manipulation language (DML)
ಡೇಟಾ ಮೋಡೆಮ್,data modem
ಡೇಟಾ ಮಾರ್ಪಾಡು,data modification
ಡೇಟಾ ನೆಟ್ವರ್ಕ್,data network
ಡೇಟಾ ಕಾರ್ಯಾಚರಣೆ,data operation
ಡೇಟಾ ಸಂಘಟನೆ,data organization
ಡೇಟಾ ಔಟ್ಪುಟ್,data output
ಡೇಟಾ ಮಾರ್ಗ,data path
ಡೇಟಾ ಸಿದ್ಧತೆ,data prepration
ಡೇಟಾ ಗೌಪ್ಯತೆ,data privacy
ಡೇಟಾ ಪ್ರೊಸೆಸರ್,data processor
ಡೇಟಾ ರಕ್ಷಣೆ,data protection
ಡೇಟಾ ದಾಖಲೆ,data record
ಡೇಟಾ ಮರುಪಡೆಯುವಿಕೆ,data retrieval
ಡೇಟಾ ವಾಡಿಕೆಯ,data routine
ಡೇಟಾ ಭದ್ರತೆ,data security
ಡೇಟಾ ಸೆಟ್,data set
ಡೇಟಾ ಸಿಗ್ನಲ್,data signal
ಡೇಟಾ ಸಿಂಕ್,data sink
ಡೇಟಾ ಮೂಲ,data source
ಡೇಟಾ ನಿರ್ದಿಷ್ಟತೆ,data specification
ಡೇಟಾ ಸ್ಟೇಷನ್,data station
ಡೇಟಾ ಸಂಗ್ರಹಣೆ,data storage
ಡೇಟಾ ಶೇಖರಣಾ ರಚನೆ,data storage structure
ಡೇಟಾ ರಚನೆ,data structure
ಡೇಟಾ ಸ್ವಿಚ್,data switch
ಡೇಟಾ ಟೇಬಲ್,data table
ಡೇಟಾ ಟರ್ಮಿನಲ್,data terminal
ಡೇಟಾ ಪ್ರತಿಲೇಖನ,data transcription
ಡೇಟಾ ವರ್ಗಾವಣೆ,data transfer
ಡೇಟಾ ಪ್ರಸರಣ,data transmission
ಡೇಟಾ ಟ್ರಾನ್ಸ್ಮಿಷನ್ ಚಾನಲ್,data transmission Channel
ಡೇಟಾ ಪ್ರಕಾರ,data type
ಡೇಟಾ ಘಟಕ,data unit
ಡೇಟಾ ಮೌಲ್ಯೀಕರಣ,data validation
ಡೇಟಾಬೇಸ್,database
ಡೇಟಾಬೇಸ್ ಆಡಳಿತ,database adminstration
ಡೇಟಾಬೇಸ್ ವಿನ್ಯಾಸ,database design
ಡೇಟಾಬೇಸ್ ನಿರ್ವಹಣಾ ವ್ಯವಸ್ಥೆ,database management system
ಡಾಟಾಗ್ರಾವ್,datagrav
ದತ್ತಾಂಶ,datum
ಸತ್ತ ವಲಯ,dead zone
ಬಿಕ್ಕಟ್ಟು,deadlock
ಡೆಡ್ಲಾಕ್ ತಡೆಗಟ್ಟುವಿಕೆ,deadlock prevention
ಡೀಬಗ್,debug
ನಿರ್ಧಾರ ಪೆಟ್ಟಿಗೆ,decision box
ನಿರ್ಧಾರ ಪ್ರಕ್ರಿಯೆ,decision making process
ನಿರ್ಧಾರ ಬೆಂಬಲ ವ್ಯವಸ್ಥೆ,decision support system
ನಿರ್ಧಾರ ಮರ,decision tree
ಡಿಕೋಡರ್,decoder
ವಿಘಟನೆಯ ತತ್ವ,decomposition principle
ಡೀಕ್ರಿಪ್ಶನ್,decryption
ಮೀಸಲಾದ ಚಾನಲ್,dedicated channel
ಮೀಸಲಾದ ಬಂದರು,dedicated port
ರಕ್ಷಣಾ ದತ್ತಾಂಶ ಜಾಲ (DDN),defence data network (DDN)
ರಕ್ಷಣಾ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ,defence information system
ಡಿಫ್ರಾಗ್ಮೆಂಟೇಶನ್,defragmentation
ವಿಳಂಬ,delay
ವಿಳಂಬ ಕೌಂಟರ್,delay counter
ವಿಳಂಬ ಸಮಯ,delay time
ಅಳಿಸಿ,delete
ಅಳಿಸುವಿಕೆ ದಾಖಲೆ,deletion record
ಡಿಲಿಮಿಟರ್,delimiter
ಡೆಲ್ಟಾ ಮಾಡ್ಯುಲೇಶನ್,delta modulation
ಬೇಡಿಕೆ ಪೇಜಿಂಗ್,demand paging
ಡೆಮೊ,demo
ಡಿಮೋಡ್ಯುಲೇಶನ್,demodulation
ಡಿಮಲ್ಟಿಪ್ಲೆಕ್ಸರ್,demultiplexer
ಅಸಾಧಾರಣೀಕರಣ,denormalization
ಸಾಂದ್ರತೆ,density
ಅವಲಂಬನೆ,dependency
ಅವಲಂಬಿತ ಘಟಕ,dependent unit
ಡಿಕ್ಯೂ,dequeue
ಅವಲಂಬನೆ,dereferencing
ವ್ಯುತ್ಪನ್ನ ಮರ,derivation tree
ಪಡೆದ ಕ್ಷೇತ್ರ,derived field
ಅವರೋಹಣ ರೀತಿಯ,descending sort
ವಿನ್ಯಾಸ,design
ಮೇಜಿನ ಕ್ಯಾಲ್ಕುಲೇಟರ್,desk calculator
ಡೆಸ್ಕ್ ಟಾಪ್ ಕಂಪ್ಯೂಟರ್,desk top computer
ಡೆಸ್ಕ್ಟಾಪ್ ಪ್ರಸ್ತುತಿ,desktop presentation
ಡೆಸ್ಕ್‌ಟಾಪ್ ಪಬ್ಲಿಷಿಂಗ್ (ಡಿಟಿಪಿ),desktop publishing (DTP)
ಡೆಸ್ಕ್ಟಾಪ್ ವೀಡಿಯೊ,desktop video
ತಲುಪಬೇಕಾದ ವಿಳಾಸ,destination address
ವಿಧ್ವಂಸಕ,destructer
ಡಿಟರ್ಮಿನಿಸ್ಟ್ರಿಕ್ ಆಟೊಮ್ಯಾಟ್‌ಗಳು,deterministric automats
ಡೆವಲಪರ್,developer
ಅಭಿವೃದ್ಧಿ ವ್ಯವಸ್ಥೆ,development system
ಸಾಧನ,device
ಸಾಧನ ನಿಯಂತ್ರಣ ಘಟಕ,device control unit
ಸಾಧನ ನಿಯಂತ್ರಕ,device controller
ಸಾಧನ ನಿರ್ವಹಣೆ,device management
ಸಾಧನ ಮೋಡ್,device mode
ರೋಗನಿರ್ಣಯ,diagnosis
ರೋಗನಿರ್ಣಯ ವ್ಯವಸ್ಥೆ,diagnostic system
ರೋಗನಿರ್ಣಯ,diagnostics
ರೇಖಾಚಿತ್ರ,diagram
ಡಯಲ್ ಮಾಡಿ,dial
ಡಯಲ್ ಲೈನ್,dial line
ಡಯಲ್ ಟೋನ್,dial tone
ಡಯಲ್ ಅಪ್ ಮಾಡಿ,dial up
ಸಂವಾದ,dialog
ಸಂವಾದ ಪೆಟ್ಟಿಗೆ,dialog box
ಡಯಲಪ್ ಮೋಡೆಮ್,dialup modem
ವ್ಯಾಸ,diamension
ನಿಘಂಟು,dictionary
ವ್ಯತ್ಯಾಸ,differentiation
ಡಿಜಿಟಲ್,digital
ಡಿಜಿಟಲ್ ಚಾನಲ್,digital channel
ಡಿಜಿಟಲ್ ಸರ್ಕ್ಯೂಟ್,digital circuit
ಡಿಜಿಟಲ್ ಕಂಪ್ಯೂಟರ್,digital computer
ಡಿಜಿಟಲ್ ಡೇಟಾ,digital data
ಡಿಜಿಟಲ್ ಸೌಲಭ್ಯ,digital facility
ಡಿಜಿಟಲ್ ಫಿಲ್ಟರ್,digital filter
ಡಿಜಿಟಲ್ ಲೈಬ್ರರಿ,digital library
ಡಿಜಿಟಲ್ ಮಾಡ್ಯುಲೇಶನ್,digital modulation
ಡಿಜಿಟಲ್ ಮಾನಿಟರ್,digital monitor
ಡಿಜಿಟಲ್ ಚಿತ್ರ,digital picture
ಡಿಜಿಟಲ್ ಸಹಿ,digital signature
ಡಿಜಿಟಲ್ ಸ್ವಿಚ್,digital switch
ಡಿಜಿಟಲ್ ಟು ಅನಲಾಗ್ (D/A) ಪರಿವರ್ತಕ,digital to analog (D/A) converter
ಡಿಜಿಟಲೀಕರಣ,digitization
ಡಿಜಿಟೈಜ್ ಮಾಡಿ,digitize
ಡಿಜಿಟೈಸರ್,digitizer
ಡಯೋಡ್,diode
ನೇರ,direct
ನೇರ ವಿಳಾಸ,direct address
ನೇರ ಪರಿವರ್ತನೆ,direct conversion
ನೇರ ಜೋಡಣೆ,direct coupling
ನೇರ ಮೆಮೊರಿ ಪ್ರವೇಶ (DMA),direct memory access (DMA)
ನೇರ ಮೆಮೊರಿ ಪ್ರವೇಶ (DMA),direct memory acess (DMA)
ನೇರ ವಿಧಾನ,direct method
ನಿರ್ದೇಶನ,directive
ಡೈರೆಕ್ಟರಿ,directory
ಡೈರೆಕ್ಟರಿ ಸರ್ವರ್,directory server
ಡೈರೆಕ್ಟರಿ ಸೇವೆ,directory service
ನಿಷ್ಕ್ರಿಯಗೊಳಿಸು,disable
ಸಂಕೇತವನ್ನು ನಿಷ್ಕ್ರಿಯಗೊಳಿಸುವುದು,disabling signal
ಸಂಪರ್ಕ ಕಡಿತಗೊಳಿಸಿ,disconnect
ಪ್ರತ್ಯೇಕವಾದ,discrete
ಡಿಸ್ಕ್,disk
ಡಿಸ್ಕ್ ವಿಳಾಸ,disk address
ಡಿಸ್ಕ್ ಅರೇ,disk array
ಡಿಸ್ಕ್ ಸಾಮರ್ಥ್ಯ,disk capacity
ಡಿಸ್ಕ್ ಡ್ರೈವ್,disk drive
ಡಿಸ್ಕ್ ಫೈಲ್,disk file
ಡಿಸ್ಕ್ ಮೆಮೊರಿ,disk memory
ಡಿಸ್ಕ್ ಆಪರೇಟಿಂಗ್ ಸಿಸ್ಟಮ್ (DOS),disk operating system (DOS)
ಡಿಸ್ಕ್ ಪ್ಯಾಕ್,disk pack
ಡಿಸ್ಕ್ ಸರ್ವರ್,disk server
ಡಿಸ್ಕ್ ಸಂಗ್ರಹಣೆ,disk storage
ಡಿಸ್ಕೆಟ್,diskette
ಪ್ರದರ್ಶನ ಫೈಲ್,display file
ಚಿತ್ರವನ್ನು ಪ್ರದರ್ಶಿಸಿ,display image
ವಿಲೇವಾರಿ,disposal
ದೂರ,distance
ದೂರ ಕಾರ್ಯ,distance function
ಅಸ್ಪಷ್ಟತೆ,distortion
ವಿತರಣೆ,distributed
ವಿತರಿಸಿದ ಡೇಟಾ,distributed data
ವಿತರಿಸಿದ ಸರ್ವರ್,distributed server
ವಿತರಿಸಿದ ವ್ಯವಸ್ಥೆ,distributed system
ವಿತರಕ,distributive
ದಾಖಲೆ,document
ಡಾಕ್ಯುಮೆಂಟ್ ಹಿಂಪಡೆಯಲಾಗಿದೆ,document retrieved
ಡಾಕ್ಯುಮೆಂಟ್ ವಿಂಡೋ,document window
ದಸ್ತಾವೇಜನ್ನು,documentation
ಡೊಮೇನ್,domain
ಕಾರ್ಯಕ್ಷೇತ್ರದ ಹೆಸರು,domain name
ಡಾಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪ್ರಿಂಟರ್,dot matrix printer
ಕೆಳಗೆ,down
ಕೆಳಗೆ ಲಿಂಕ್,down link
ಡೌನ್ ಲೋಡ್ ಆಗುತ್ತಿದೆ,down loading
ಕಡಿಮೆ ಸಮಯ,down time
ಎಳೆಯುವುದು,dragging
DRAM (ಡೈನಾಮಿಕ್ RAM),DRAM (dynamic RAM)
ಡ್ರಿಫ್ಟ್,drift
ಚಾಲಕ,driver
ಬಿಡಿ,drop
ಡ್ರಾಪ್ ಡೌನ್ ಪಟ್ಟಿ ಬಾಕ್ಸ್,drop down list box
ಡ್ರಮ್ ಡ್ರೈವ್,drum drive
ಡ್ರಮ್ ಪ್ರಿಂಟರ್,drum printer
ಡ್ರಮ್ ಘಟಕ,drum unit
ದ್ವಂದ್ವ,dual
ಉಭಯ ಸಾಂದ್ರತೆ,dual density
ನಕಲಿ ವಿಳಾಸ,dummy address
ಡಂಪ್,dump
ಡ್ಯುಪ್ಲೆಕ್ಸ್ ಸರ್ಕ್ಯೂಟ್,duplex circuit
ಡ್ಯುಪ್ಲೆಕ್ಸಿಂಗ್,duplexing
ನಕಲು,duplicate
DVD R/W,DVD R/W
ಡಿವಿಡಿ ರಾಮ್,DVD ROM
ಡೈನಾಮಿಕ್ ಸೂಚನೆ,dynamic instruction
ಡೈನಾಮಿಕ್ ಮೆಮೊರಿ,dynamic memory
ಡೈನಾಮಿಕ್ಸ್,dynamics
EBCDIC,EBCDIC
ಇ-ವ್ಯವಹಾರ,e-business
ಪ್ರತಿಧ್ವನಿ,echo
ಇ-ಕಾಮರ್ಸ್,e-commerce
ತಿದ್ದು,edit
ಸಂಪಾದಕ,editor
ಶೈಕ್ಷಣಿಕ ತಂತ್ರಜ್ಞಾನ,educational technology
ಇಇಪಿ ರೋಮ್,EEP rom
ಪರಿಣಾಮಕಾರಿ ವಿಳಾಸ (ತೇಲುವ ವಿಳಾಸ),effective address (floating address)
ಪರಿಣಾಮಕಾರಿ ಕಾರ್ಯನಿರ್ವಹಣಾ ವಿಳಾಸ,effective operand address
ಪರಿಣಾಮಕಾರಿ ವಿಧಾನ,effective procedure
ಪರಿಣಾಮಕಾರಿ UID (ಬಳಕೆದಾರ ಗುರುತಿಸುವಿಕೆ),effective UID (user identification)
ಪರಿಣಾಮಕಾರಿ ಪ್ರಸರಣ ಕಾರ್ಯ,efffective transmission operand
ಎಂಟು-ಬಿಟ್ ಬೈಟ್,eight-bit byte
ಇ ಕಲಿಕೆ,e-learning
ಚುನಾವಣಾ ಅಲ್ಜಿರ್ತಮ್,election-algirthm
ಎಲೆಕ್ಟ್ರಿಕ್ ಮೇಲಿಂಗ್ (ಇ-ಮೇಲ್),electric mailing (e-mail)
ವಿದ್ಯುತ್ ಮುದ್ರಕ,electric printer
ವಿದ್ಯುತ್ ಲೆಕ್ಕಪತ್ರ ಯಂತ್ರ,electrical accounting machine
ಎಲೆಕ್ಟ್ರಾನಿಕ್,electronic
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಕ್ಲಿಯರೆನ್ಸ್ ಸಿಸ್ಟಮ್ (ECS),electronic clearance system (ECS)
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಡೇಟಾ ಇಂಟರ್ಚೇಂಜ್ (EDI),electronic data interchange (EDI)
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಡೇಟಾ ಸಂಸ್ಕರಣೆ,electronic data processing
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಫೈಲಿಂಗ್,electronic filing
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಹಣ ವರ್ಗಾವಣೆ ವ್ಯವಸ್ಥೆ (EFTS),electronic funds transfer System (EFTS)
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ನಿಯತಕಾಲಿಕಗಳು,electronic journals
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಪ್ರಕಾಶನ,electronic publishing
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸ್ವಿಚ್,electronic switch
ಅಂಶ,element
ಇಮೇಲ್,e-mail
ಇಮೇಲ್ ವಿಳಾಸ,e-mail address
ಎಂಬೆಡೆಡ್ ಸಿಸ್ಟಮ್,embedded system
ಎಂಬೆಡಿಂಗ್,embedding
ಹೊರಸೂಸುವ ಜೋಡಿ ತರ್ಕ (ECL),emitter couple logic (ECL)
ಖಾಲಿ ಸ್ಟಾಕ್,empty stack
ಖಾಲಿ ಸ್ಟ್ರಿಂಗ್,empty string
ಅನುಕರಣೆ,emulation
ಆವರಿಸುವಿಕೆ,encapsulation
ಎನ್ಸೈಫರ್,encipher
ಎನ್ಕೋಡ್,encode
ಎನ್ಕೋಡರ್,encoder
ಎನ್‌ಕ್ರಿಪ್ಟ್ ಮಾಡಿದ ಡೇಟಾ,encrepted data
ಎನ್ಕ್ರಿಪ್ಟಿಂಗ್ ಫೈಲ್ ಸಿಸ್ಟಮ್,encripting file system
ಗೂಢಲಿಪೀಕರಣ,encryption
ಬ್ಲಾಕ್ನ ಅಂತ್ಯ,end of block
ಕಡತದ ಅಂತ್ಯ (EOF),end of file (EOF)
ಬಳಕೆದಾರ,end-user
ನಮೂದಿಸಿ,enter
ನಮೂದಿಸಿ-ಕೀಲಿ,enter-key
ಎಂಟರ್ಪ್ರೈಸ್ ಸರ್ವರ್,enterprise server
ಉದ್ಯಮ ವ್ಯವಸ್ಥೆ,enterprise system
ಘಟಕ,entity
ಅಸ್ತಿತ್ವ-ಸಂಬಂಧ,entity-relationship
ಪ್ರವೇಶ ಸಮಯ,entry time
ಪ್ರವೇಶ ವೇರಿಯಬಲ್,entry variable
ಎಣಿಸಬಹುದಾದ,enumerable
ಪರಿಸರ,environment
ಯುಗ,epoch
EPROM,EPROM
ಎಪ್ಸಿಲಾನ್ ಮುಚ್ಚುವಿಕೆ,epsilon closure
ಈಕ್ವಲೈಜರ್,equalizer
ಉಪಕರಣ,equipment
ಸಮಾನತೆಯ ವರ್ಗ,equivalence class
ಸಮಾನತೆಯ ಸಂಬಂಧ,equivalence relation
ಅಳಿಸಿಹಾಕು,erase
ಕೋಡ್ ಸರಿಪಡಿಸುವಲ್ಲಿ ದೋಷ,error correcting code
ದೋಷ ತಿದ್ದುಪಡಿ,error correction
ದೋಷ ಪತ್ತೆ,error detection
ದೋಷ ನಿರ್ವಹಣೆ,error handling
ತಪ್ಪು ಸಂದೇಶ,error message
ದೋಷ ದರ,error rate
ದೋಷ ಚೇತರಿಕೆ,error recovery
ದೋಷ ದಿನಚರಿ,error routine
ಪಾರು ಪಾತ್ರ,escape character
ಈಥರ್ನೆಟ್,ethernet
ಘಟನೆ,event
ಈವೆಂಟ್ ಸರಣಿ,event chain
ಈವೆಂಟ್ ನಿಯಂತ್ರಣ,event control
ಈವೆಂಟ್ ಕೌಂಟರ್,event counter
ವಿನಾಯಿತಿ ನಿರ್ವಹಣೆ,exception handling
ಬದಲಾಯಿಸಬಹುದಾದ ಡಿಸ್ಕ್ ಸಂಗ್ರಹಣೆ,exchangeable disk storage
ಹೊರಗಿಡುವಿಕೆ,exclusion
ವಿಶೇಷ ಅಥವಾ (XOR),exclusive Or (XOR)
ಕಾರ್ಯಗತಗೊಳಿಸಬಹುದಾದ ಪ್ರೋಗ್ರಾಂ,executable program
