Tamil,English
மகள்,Dip
நாட்டி மாறுதல்,Dip switch
டிப்ளாய்டு,Diplexer
இருமுனை,Dipole
இருமுனை ஆண்டெனா,Dipole antenna
dirac,Dirac
நேரடி முகவரி,Direct address
நேரடி இணைப்பு,Direct coupling
நேரடி நினைவக அணுகல் (DMA),Direct memory access (DMA)
நேரடி எழுத்து உடல்,Direct write system
திசை கேமட்,Directional coupler
திசை ஆதாயம்,Directive gain
திசை,Directivity
திசை ஆண்டெனா,Director antenna
திறனற்ற ஆய்வு,Disable probe
பிரிக்கவும்,Disassembly
மூழ்குதல்,Discharge
"மூழ்கும் விளக்கு, மூழ்கும் விளக்கு",Discharge lamp
குறிப்பிட்ட காாியம்,Discrete components
விநியோக வரி,Discriminator
குழிவான ஆண்டெனா,Dish antenna
வட்டு,Disk
இடப்பெயர்ச்சி மாறிலி (நிலையான),Displacement constant
இடப்பெயர்ச்சி மின்னோட்டம்,Displacement current
இடப்பெயர்ச்சி பிழை,Displacement error
கண்காட்சி,Display
சிதைவு,Dissipation
திரித்தல்,Distortion
உருமாற்றம் சேதம்,Distortion compensation
விலகல் தற்போதைய வரம்பு,Distortion current series
சிதைவு நீரோடை அழுகல்,Distortion current sunt
சிதைவு உணர்திறன்,Distortion degenerative
விலகல் ஆதாய விளிம்பு,Distortion gain margin
சிதைவு உள்ளீடு எதிர்ப்பு,Distortion input resistance
விலகல் வளைய ஆதாயம்,Distortion loop gain
விநியோகிக்கப்பட்ட பெருக்கி,Distributed amplifier
விநியோக பெருக்கி,Distribution factor
மாறுபாடு பெறுதல்,Diversity receiver
பூஜ்ஜிய பிரிவு சோதனை,Divide by zero test
டி-லேயர்,D-layer
அயனோஸ்பியரின் D- அடுக்கு,D-layer of ionosphere
d-moss,DMOS
டால்பி உடல்,Dolby system
பயனுள்ள துருவம்,Dominant pole
பயனுள்ள துருவ எதிர்ப்பு,Dominant pole compensation
நன்கொடையாளர் கழிவு,Donor impurity
நன்கொடை பொருள்,Donor material
கவனிப்பு நிலை,Don't care condition
கலப்படம்,Doping
டாப்ளர் விளைவு,Doppler effect
டாப்ளர் ரேடார்,Doppler radar
டோசிமீட்டர்,Dosimeter
புள்ளி அணி,Dot matrix
புள்ளி குறிப்பு,Dot notation
இரண்டாம் நிலை பிரச்சினை,Double ended output
இரு அடுக்கு மின்தேக்கி,Double layer capacitor
பைனரல் கிளிஸ்ட்ரான்,Double resonator klystron
இருதரப்பு பட்டை,Double side band
இருதரப்பு பிசி வாரியம்,Double side pc board
இரட்டை குறியிடுதல்,Double spotting
இரட்டை டிரான்சிஸ்டர்,Double transistor
இரட்டை டியூன் செய்யப்பட்ட பெருக்கி,Double tuned amplifier
இரட்டை அடுக்கு டிரான்சிஸ்டர் பெருக்கி,Double tuned transistor amplifier
இரட்டிப்பாகிறது,Doubler
குறுக்கீடு நேரம்,Down time
வெளியீடு மின்முனை,Drain
பின்தொடரும் வெளியீட்டு மின்முனை,Drain follower
டி ராம்,DRAM
டி ராம்,DRAM (dynamic random access memory)
ஓடும் செல்,Drift chamber
ஓடை ஓடை,Drift current
ஓடும் வேகம்,Drift velocity
துளை நாடா,Drill tape
நடத்துனர் பேருந்து,Driver bus
இயக்க நிலை,Driver stage
அக்கிரமம்,Droop
உலர் செல்,Dry cell
உலர் பொறித்தல்,Dry etching
உலர் படம்,Dry film
உலர் மாறுதல்,Dry switching
டிரைஸ்டாஸ் ஆர்ட் டிஸ்ப்ளேசர்,Drystale phase shifter
டி.டி.இ.,DTE
dtl (டையோடு டிரான்சிஸ்டர் தர்க்கம்),DTL (diode transistor logic)
"ட்வைஜெட் ஃபேட், டுவைஜெட் எஃப். இ.டி.",Dual gate FET
இரட்டை பொருத்தம்,Dual matching
ஜோடி பரிமாற்றம்,Dual propagation
இரட்டை வாசிப்பு ஒருங்கிணைப்பாளர்,Dual readont connector
"இரட்டை வேறுபாடு அனலாக், டிஜிட்டல் மாற்றி",Dual slope A/D convertor
இருமுனை மாற்றம்,Dual slope conversion
இரட்டை பின்தொடர் மின்னழுத்த கட்டுப்படுத்தி,Dual tracking voltage regulator
இருமை,Duality
இரட்டை வரிசை,Dual-m-line
அமைதியான ஆண்டெனா,Dummy antenna
இரட்டை பரிமாற்றம்,Duplex transmission
பயன்பாட்டு விகிதம்,Duty cycle
பயன்பாட்டு விகித பண்பேற்றம்,Duty cycle modulation
dB-25 இணைப்பான்,DV-25 connector
குடியிருப்பு,Dwell time
மாறும் பண்புகள்,Dynamic characteristic
மாறும் பண்புகள்,Dynamic characteristic
மாறும் மின்னோட்டம்,Dynamic current
டைனமிக் மின்மறுப்பு,Dynamic impedance
"டைனமிக் சுமை வரி, சுமை வரி",Dynamic load line
மாறும் நினைவகம்,Dynamic memory
மாறி நினைவக செல்,Dynamic memory cell
டைனமிக் நினைவக புதுப்பிப்பு,Dynamic memory refresh
மாறும் சுட்டி தலைகீழ்,Dynamic MOS invertor
டைனமிக் ரேம் டைனமிக் ரேம்,Dynamic RAM
மாறும் வரம்பு,Dynamic range
மாறும் எதிர்ப்பு,Dynamic resistance
மாறும் இடப்பெயர்ச்சி பதிவு,Dynamic shift register
டைனமிக் சோதனை,Dynamic testing
டைனமிக் வீடியோ ரேண்டம் அணுகல் நினைவகம் (DVRAM),"Dynamic video random access memory
 (DVRAM)"
டைனமோ,Dynamo
டைனமோமீட்டர்,Dynamometer
டைனிட்ரான் ஆஸிலேட்டர்,Dynatron oscillator
"ஆரம்ப விளைவு, ஆரம்ப விளைவு",Early effect
இ ஒரு ரோம்,EAROM (electrically alternate ROM)
பூமி இணைப்பு,Earth
தரை நிலையம்,Earth station
ஈபர்ஸ்-மவுல்-சமன்பாடு,Ebers-Moll-equation
ஈபர்ஸ்-மால்-மாடல்,Ebers-Moll-Model
எதிரொலி,Echo
எதிரொலி எதிர்ப்பு,Echo suppressor
எடி கரண்ட்,Eddy current
இழை இணைப்பான்,Edge connector
கோர் டிடெக்டர்,Edge detector
மைய தூண்டுதல் ஃபிளிப் ஃப்ளாப்,Edge trigger flip flop
முக்கிய தூண்டுதல் தாழ்ப்பாளை,Edge -triggered latch
எடிசன் விளைவு,Edison effect
ஆசிரியர்,Editor
பயனுள்ள பகுதி,Effective area
பயனுள்ள மின்னோட்டம்,Effective current
பயனுள்ள தரை ஆரம்,Effective earth radius
பயனுள்ள உயரம்,Effective height
பயனுள்ள நீளம்,Effective length
பயனுள்ள நிறை,Effective mass
பயனுள்ள கதிர்வீச்சு சக்தி,Effective radiated power
பயனுள்ள மின்னழுத்தம்,Effective voltage
திறன்,Efficiency
இ.இ.பி. ரோம்,EFP ROM
சின்னச் சமன்பாடு,Eiconal equation
தலைகீழ் கொள்ளளவு,Elastance
மின் அடுக்கு,E-layer
மின்சாரம்,Electric current
மின்சார புலம்,Electric field
மின்சார புல தீவிரம்,Electric field strength
மின்னோட்டக் கோடுகள்,Electric line of force
மின்சார திறன்,Electric potential
மின்கசிவு,Electric shock
மின் சாலிடர்,Electric solder
மின்சார அலை,Electric wave
மின் நீளம்,Electrical length
மின் சக்தி,Electrical power
மின்சாரம்,Electricity
ஈசிஜி,Electro cardiograph (ECG)
மின்சார டைனமோ மீட்டர்,Electro dynamometer
மின்முனை,Electrode
மின்னோட்டம்,Electrode current
மின் ஒளிர்வு,Electroluminescence
மின் ஒளிரும் காட்சி,Electroluminescent display
கால்வனிக் தனிமைப்படுத்தல்,Electrolysis
எலக்ட்ரோலைட்,Electrolyte
மின்னாற்பகுப்பு மின்தேக்கி,Electrolytic capacitor
மின்னாற்பகுப்பு மின்தேக்கி,Electrolytic capacitor
மின்காந்தம்,Electromagnet
மின்காந்த ஆற்றல்,Electromagnetic energy
மின்காந்த தூண்டல்,Electromagnetic induction
"மின்காந்த குறுக்கீடு, EMI",Electromagnetic interference (EMI)
மின்காந்த நிறமாலை,Electromagnetic spectrum
மின்காந்த அலை,Electromagnetic waves
மின்காந்தவியல்,Electromagnetism
எலக்ட்ரோ மெக்கானிக்கல் வடிகட்டி,Electromechanical filter
எலக்ட்ரோமீட்டர்,Electrometer
மின்னோட்ட விசை,Electromotive force
எதிர் மின்னணு,Electron
எலக்ட்ரான் கற்றை,Electron beam
எலக்ட்ரான் சார்ஜ்,Electron charge
எலக்ட்ரான் உமிழ்வு,Electron emission
எலக்ட்ரான் ஓட்டம்,Electron flow
எலக்ட்ரான் வாயு,Electron gas
எலக்ட்ரான் சாதனம்,Electron gun
எலக்ட்ரான் துளை ஜோடி,Electron hole pair
எலக்ட்ரான் நுண்ணோக்கி,Electron microscope
எலக்ட்ரான் சுற்றுப்பாதை,Electron orbit
எலக்ட்ரான் ஷெல்,Electron shell
எலக்ட்ரான் வோல்ட்,Electron volt
எலக்ட்ரான் அலை குழாய்,Electron wave tube
மின்னணு கட்டணம்,Electronic charge
மின்னணு தரவு அழுத்தம்,Electronic data interchange (EDI)
மின்னணு தரவு செயலாக்கம்,Electronic data processing (EDP)
மின்னணு விசை,Electronic key
மின்னணு அஞ்சல் (மின்னஞ்சல்),Electronic mail (E-mail)
மின்னணு நிறை,Electronic mass
மின்னணு எண்,Electronic numerical
மின்னணு மாறுதல்,Electronic switching
மின்னணு மின்னழுத்தமானி,Electronic voltmeter
மின்னணு முறையில் டியூன் செய்யப்பட்ட ரிசீவர்,Electronically tuned receiver (ETR)
மின்னணு தொழில் சங்கம்,Electronics industry association (EIA)
மின்முலாம் பூசுதல்,Electroplating
மின்னோக்கி,Electroscope
மின்காந்தவியல்,Electrostatic deflection
மின்னியல் ஃப்ளக்ஸ்,Electrostatic flux
மின்னியல் பாதுகாப்பு,Electrostatic shield
உறுப்பு,Element
மேம்படுத்தல்,Elevation
முன்னேற்றக் கோணம்,Elevation angle
நீள்வட்ட பிரதிபலிப்பான்,Ellipsodial reflector
நீள்வட்ட வடிகட்டி,Elliptical filter
நீள்வட்ட துருவம்,Elliptical polarisation
உட்பொதிக்கப்பட்ட அமைப்பு,Embedded system
abssidic குறியீடு,EMCDIC code
உமிழ்ப்பான்,Emitter
உமிழ்ப்பான் நோக்குநிலை கட்டமைப்பு,Emitter bias configuration
உமிழ்ப்பான் பைபாஸ் மின்தேக்கி,Emitter bypass capacitor
உமிழும் பண்புகள்,Emitter characteristics
உமிழ்ப்பான் இணைந்த பெருக்கி,Emitter coupled amplifier
உமிழ்ப்பான் பரவல்,Emitter diffusion
உமிழ்ப்பான் பின்னிணைப்பு,Emitter follower
உமிழ்ப்பான் மின்தடை,Emitter resister
உமிழ்ப்பான் நிலைப்படுத்தப்பட்ட நோக்குநிலை கட்டமைப்பு,Emitter stabilized bias configuration
உமிழ்ப்பான் அடிப்படை சந்திப்பு,Emitter-base junction
"உமிழ்ப்பான் இணைந்த தர்க்கம், ECL",Emitter-coupled logic (ECL)
இயந்திரமயமாக்கப்பட்டது,Emulator
செயல்படுத்த,Enable
அடைப்பு,Encapsulation
கொடித்ரா,Encoder
குறியாக்கம்,Encryption
வட்ட ஆதாயம்,End around carry
மாற்றம்,End of conversion (EOC)
அமைப்பு ரீதியான,End of file (EOF)
வட்ட இடப்பெயர்ச்சி,End-around shift
நீளமான ஆண்டெனா,End-fire antenna
நீளமான வரிசை,End-fire arrays
ஆற்றல்,Energy
ஆற்றல் பட்டை,Energy band
பட்டை இடைவெளியை,Energy gap
ஆற்றல் நிலை,Energy level
ஆற்றல் நிலை வரைபடம்,Energy level diagram
மேம்படுத்தப்பட்ட விரிவாக்கப்பட்ட நிறை விவரக்குறிப்பு,"Enhanced expanded memory specification
(EEMS)"
அதிகரிக்கப்பட்ட கட்டுரைப் பதிவாளர்,Enhanced graphics adapter (EGA)
வளர்ச்சி,Enhancement
வளர்ச்சி முறை,Enhancement type
மேம்படுத்தப்பட்ட Mosfet,Enhancement typeMOSFET
என்ட்ரோபி,Entropy
உறை demodulator,Envelope demodulator
சூழல்,Environment
"எபிடாக்ஸி வளர்ச்சி, ஏறுமுக வளர்ச்சி",Epitaxial growth
"எபிட்ராசியல் அடுக்கு, ஏறுவரிசை அடுக்கு",Epitaxial layer
"எபிடாக்ஸி, மேலெழுதுதல்",Epitaxy
எபோக்சி-ஃபைபர் கண்ணாடி நிலை,Epoxy-fiber glass laminate
EP-ROM,EPROM
எப்சிலான்,Epsilon
சமப்படுத்துதல்,Equalisation
சமநிலை சுற்று,Equalising circuit
சமத்துவம்,Equality
சமன்பாடு,Equalization
சமநிலை வடிகட்டி,Equalizer filter
சமன்பாடு,Equation
பூமத்திய ரேகை விமானம்,Equatorial plane
ஐசோபோடென்ஷியல் கோடு,Equipotential line
equipotential பக்கம்,Equipotential surface
சமமான சுற்று,Equivalent circuit
சமமான உள்ளீடு இரைச்சல் ஜெனரேட்டர்,Equivalent input noise generator
சமமான உள்ளீடு இரைச்சல் எதிர்ப்பு,Equivalent input noise resistance
சமமான ஐசோடோபிக் கதிர்வீச்சு சக்தி,Equivalent isotropic radiated power (ETRP)
அழி,Erase
ஆற்றல் செயல்முறை,Ergodic process
பிழை கட்டுப்பாட்டு குறியீட்டு முறை,Error control coding
பிழை திருத்தம் குறியீடு,Error correcting code
பிழை கண்டறிதல் குறியீடு,Error detecting code
பிழை கையாளுதல்,Error handling
பிழை விகிதம்,Error rate
பிழை மின்னழுத்தம்,Error voltage
பிழை பெருக்கி,Error amplifier
இசக்கி டையோடு,ESAKI diode
பொறித்தல்,Etching
ஈதர்நெட்,Ethernet
யூலரின் தேற்றம்,Euler's Theorem
வீச்சு குறைப்பு முறை,Evanescent mode
ஆவியாதல் செயல்முறை,Evaporation process
மின் திசையன்,E-vector
சமத்துவம்,Even parity
விதிவிலக்கு கையாளுதல்,Exception handling
கூடுதல் இரைச்சல் விகிதம்,Excess noise ratio (ENR)
மூன்று குறியீடு,Excess-3-code
தூண்டுதல் அட்டவணை,Excitation table
எதிரொலி XOR வாயில்,Exclusive-OR-gate
செயல்படுத்தும் மென்பொருள்,Executions software
மரணதண்டனை நகர்வு,Executions speed
செயல்படுத்தும் நேரம்,Executions time
பிரத்தியேக நார் கேட்,EX-NOR gate (exclusive NOR)
ஒளிபரப்பாளர்,Expander
அதிவேக சிதைவு,Exponential decay
அதிவேக டையோடு,Exponential diode
அதிவேக ஃபோரியர் தொடர்,Exponential fourier series
அதிவேக செயல்பாடு,Exponential function
வெளிப்புற அதிர்வெண் எதிர்ப்பு,External frequency compensation
மிக அதிக அதிர்வெண்,Extremely high frequency (EHF)
உயர் திறன்,Extremely high tension (EHT)
மிகக் குறுகிய அதிர்வெண்,Extremely low frequency (ELF)
கடத்தாத குறைக்கடத்தி,Extrinsic semiconductor
திறந்த கோப்பு,F.O. (opening a file)
குறைக்கடத்தி உற்பத்தி,Fabrication of semiconductor
ஃபேப்ரி பெரோ ரெசனேட்டர்,Fabry-pirot resonator
குழு,Face
பெருக்கி,Factor
காரணியான,Factorial
லாகுனா,Fade out
தணிவு,Fading
தணிவு,Fading
ஃபாஹி ஒருதலைப்பட்ச ஊடுருவல் அளவிடுபவர்,FAHY simplex permeability meter
தோல்வி,Failure
தோல்வி முறை,Failure mode
தோல்வி விகிதம்,Failure rate
சிகப்பு குழந்தை செமிகண்டக்டர்,Fair child semiconductors
வீழ்ச்சி காலம்,Fall time
பதி கலாட் கோர்,Falling clock edge
பேட் கோர்,Falling edge
சரிவு,Fallout
பொய்,FALSE
மடித்த காகிதம்,Fan fold paper
உள்ளீடு,Fan-in
வெளியீட்டு எண்,Fan-out
ஃபாரட்,Farad
ஃபாரடே விளைவு,Faraday effect
ஃபாரடே சுழற்சி,Faraday rotation
ஃபாரடே திரை,Faraday screen
ஃபாரடே மாறிலி,Faraday's constant
ஃபாரடேயின் சட்டம்,Faraday's law
பிரதி,Facsimile
பிரதி பெறுபவர்,Facsimile receiver
பிரதி தொடர்பாளர்,Facsimile transmitter
பிரதி,Facsinite
பிரதி சமிக்ஞை,Facsinite signal
கூர்மையான கோர்,Fast edge
விரைவான நான்கு உருமாற்றம்,Fast fourier transform
கப்பல் ரசீது டிங்காரி,Fast recovery rectifier
கோப்பு ஒதுக்கீடு அட்டவணை,FAT (file allocation table)
கொடிய பிழை,Fatal error
பெற்றோர் கோப்பு,Father file
உள்ளீடு,Fau-in
"தவறு, தவறு",Fault
தவறு பகுப்பாய்வு,Fault analysis
தவறு மதிப்பீடு,Fault grading
தவறு உள்ளூர்மயமாக்கல்,Fault localization
உள்ளூர் பாலத்தின் தவறு,Fault localizing bridge
தவறு வடிகட்டி மாற்று,Fault node toggle
வீழ்ச்சி சகிப்புத்தன்மை,Fault tolerance
ஃபேனோவின் அல்காரிதம்,Fauo's alogrithm
வெளியீட்டு எண்,Fau-out
வெளியீடு எண் மரம்,Fau-out tree
தொலைநகல்,Fax
கோப்பு கலவை,Fc (combining file)
எஃப் இணைப்பான்,F-connector
அதிர்வெண் பிரிவு மல்டிபிளெக்சர்,FDM (frequency division multiplexer)
FEC குறியீடு,FEC code
ஃபெடரல் கம்யூனிகேஷன்ஸ் கமிஷன்,Federal communications commission (FCC)
மறு முதலீட்டு வளைய ஆதாயம்,Feedback loop gain
வலுவிழந்த காந்தப் பொருள்,Feebly magnetic material
உள்ளீடு,Feed
மறு முதலீட்டு மகசூல்,Feed back gain
வாழ்வாதார இழப்பு,Feed through loss
மறு முதலீடு,Feedback
மறு முதலீட்டு பெருக்கி,Feedback amplifier
மறு அறிமுகம் சிதைவு,Feedback amplifier distortion
மறு முதலீட்டுத் தொகுதி வரைபடம்,Feedback block diagram
மறுமுதலீடு ஸ்ட்ரீம் வரைபடம்,Feedback current diagram
மறுசீரமைப்பு வளையம்,Feedback loop
மறுமுதலீடு ஆஸிலேட்டர்,Feedback oscillator
மறு முதலீட்டு இனம்,Feedback racing
மறுமுதலீடு இடப்பெயர்ச்சிப் பதிவு,Feedback shift-register
மறு முதலீட்டு கொள்கை வரைபடம்,Feedback theory diagram
மறு அறிமுகம் மின்னழுத்த வரைபடம்,Feedback voltage diagram
ஃபெர்மி நிலை,Fermi level
பெர்ரிக் தூண்டி,Ferric induction
ஃபெரைட்,Ferrite
ஃபெரைட் ஆண்டெனா,Ferrite antenna
ஃபெரைட் களை,Ferrite bealt
ஃபெரைட் ஸ்பின்னர்,Ferrite circulator
ஃபெரைட் பிரிப்பான்,Ferrite isolator
ஃபெரைட் வரி நீட்டிப்பு,Ferrite line width
ஃபெரைட்-கோர் மின்மாற்றி,Ferrite-core transformer
ஃபெரோ குரோம் டேப்,Ferro-chrome tape
ஃபெரோ காந்தவியல்,Ferromagnetism
விதி,FET
ஃபீல்டு எஃபெக்ட் டிரான்சிஸ்டர் (FET),FET (field-effect transistor)
கொழுப்பு பூஸ்டர்,FET amplifier
fret complement symmetry,FET complementary symmetry
கொழுப்பு குறைப்பு முறை,FET depletion mode
"விதி இருமை வாயில், இருமை வாயில்",FET dual gate
கொழுப்பு வளர்ச்சி முறை,FET enhancement mode
fret அதிர்வெண் பதில்,FET frequency response
கொழுப்பு கிராஃபிக் பகுப்பாய்வு,FET graphical analysis
ஃபேட் இன்வெஸ்ட்மென்ட் பாதுகாப்பு,FET input protection
கொழுப்பு தலைகீழ்,FET inverter
விதி ஒப்பந்தம்,FET junction
கொழுப்பு மொஸ்ஃபெட்,FET MOSFET
கொழுப்பு கடத்துத்திறன்,FET trans conductance
உறக்க நேரம்,Fetch time
கோப்பு இறக்குமதி,FI (importing a file)
நார்ச்சத்து,Fiber
ஃபைபர் இணைப்பு,Fiber connector
ஃபைபர் விநியோகிக்கப்பட்ட தரவு இடைமுகம்,Fiber distributed data interface (FDDI)
இழை கண்ணாடி,Fiber glass
ஃபைபர் ஆப்டிக் இணைப்பு,Fiber optic link
ஃபைபர் ஆப்டிக்ஸ் டிரான்ஸ்மிஷன் சாளரம்,Fiber optics propagation window
ஃபைபர் லைட் டிடெக்டர்,Fiber photo detector
நார் பிணைப்பு,Fiber splicing
ஃபைபோனச்சி எண்கள்,Fibonocci numbers
மெய்நிகர் இரைச்சல் ஜெனரேட்டர்,Fictitious noise generator
பெறுநரின் விசுவாசம்,Fidelity of receiver
போலி,Fidelity
பகுதி உதவி,Field aiding
புல விளைவு சாதனம்,Field effect device
புல விளைவு சுவிட்ச்,Field effect switch
புல பயனுள்ள டிரான்சிஸ்டர்,Field effect transistor
புல உமிழ்வு,Field emission
முன்னணி உடல்,Field forward system
புல அதிர்வெண்,Field frequency
புல தீவிரம்,Field intensity
புல நிரல் தர்க்க வரிசை,Field programmable logic array (FPLA)
கள சோதனை,Field test
கள ரத்து,Fields cancelling
FIFO நினைவகம்,FIFO memory
செயல்திறன் குறியீடு,Figure of merit
கோப்பு,File
கோப்பு நிரப்பு,File backup
கோப்பு கட்டளை,File command
கோப்பு சேவையகம்,File server
அடுக்கு மின்தேக்கி,Film capacitor
அடுக்கு மின்தடை,Film type register
வடிகட்டி,Filter
வடிகட்டி பண்புகள்,Filter characteristic
வடிகட்டி சுற்று,Filter circuit
சேகரிப்பு,Filter communication data
வடிகட்டி வடிவமைப்பு,Filter design
தொடர்பு தரவு,Filter link
வடிகட்டி முறை,Filter method
வடிகட்டி புனரமைப்பு,Filter reconstruction
இறுதி அசெம்பிளிங்,Final assembly
கைரேகை,Finger print
வரையறுக்கப்பட்ட மனக்கிளர்ச்சி அறிக்கை வடிகட்டி,Finite impulse response filter
வரையறுக்கப்பட்ட அளவுரு,Finite parameters
வரையறுக்கப்பட்ட நிலை இயந்திரம்,Finite state machine
துப்பாக்கி சூடு கோணம்,Firing angle
நிலைபொருள்,Firmware
முதல் உருவ வார்த்தை,First data word
முதல் வரிசை பிரஷ்,First order loop
பிஷ்ஷர் லூப் சோதனை,Fisher loop test
நிலையான,Fixed
நிலையான அட்டென்யூட்டர்,Fixed attenuator
நிலையான நோக்குநிலை,Fixed bias
நிலையான கால்குலேட்டர்,Fixed counter
நிலையான பகுதி,Fixed field
ஒதுக்கீட்டு இயந்திரம்,Fixed instruction machine
நிலையான நேரக் கட்டுப்படுத்தி,Fixed timer
கொடி,Flag
விளிம்பு,Flange
மடல் அட்டென்யூட்டர்,Flap attenuator
ஒளிரும்,Flash
பிரகாசம் மாற்றி,Flash converter
ஒளிரும்,Flashing
தட்டையான தரை ஸ்கேனிங்,Flat bed scanning
தட்டையான சுருள்,Flat coil
பிளாட் கோப்பு,Flat file
தட்டையான வடிகட்டி,Flat filter
பிளாட் பேக்,Flat pack
தட்டையான ரிப்பன் கேபிள்,Flat ribbon cable
தட்டையான மேல் மாதிரி,Flat-topped sampling
F-அடுக்கு,F-layer
F-அடுக்கு அயனோஸ்பியர்,F-layer ionosphere
ஃப்ளெமிங்,Fleming
ஃப்ளெமிங் மற்றும் கிளிண்டன் வேறுபாடு முறை,Fleming and Clinton commutator method
படபடப்பு,Flicker
படபடப்பு சத்தம்,Flicker noise
படபடப்பு போட்டோமீட்டர்,Flicker photometer
புரட்டல்,Flip flop
ஃபிளிப் ஃப்ளாப் ஒத்திசைவற்ற முதலீடு,Flip flop asynchronous input
ஃபிளிப் ஃப்ளாப் பண்புகள்,Flip flop characteristic
ஃபிளிப் ஃப்ளாப் அழைப்பு சமிக்ஞை,Flip flop clock signal
ஃபிளிப் ஃப்ளாப் காலவரிசை,Flip flop clocked
ஃபிளிப் ஃப்ளாப் கோர்-தூண்டப்பட்டது,Flip flop edge-triggered
flip flop jK தூண்டுதல்,Flip flop J-K triggered
ஃபிளிப் ஃப்ளாப் தாழ்ப்பாள்,Flip flop latch
புரட்டுதல் மாஸ்டர்-அடிமை,Flip flop master-slave
ஃபிளிப் ஃப்ளாப் ஆர்எஸ்,Flip flop R-S
Flip Flop Startup Restart Set Reset (SR),Flip flop set reset (SR)
ஃபிளிப் ஃப்ளாப் சின்க்ரோனஸ் முதலீடு,Flip flop synchronous input
மிதவை கட்டணம்,Float charging
மிதவை உருவாக்கம்,Floating construction
மிதக்கும் வாயில்,Floating gate
விலகல்,Floating input
இணைக்கப்படாத சுமை,Floating load
தொடர்பில்லாத ஆதாரம்,Floating supply
முழு வெளிச்சம்,Flood lightening
நெகிழ்,Floppy
நெகிழ் வட்டு,Floppy disk
ஓட்டம்,Flow
ஓட்ட விளக்கப்படம்,Flow chart
சாய்வு வரைபடம்,Flow diagram
ஓட்டம் திசை,Flow direction
ஓட்ட வரி,Flow line
ஓட்டமானி,Flow meter
FLT U2 வடிகட்டி,FLT-U2 filter
பன்மை சிதைவு தேற்றம்,Fluctuation dissipation theorem
திரவ உராய்வு தணிப்பு,Fluid friction damping
திரவ தளம்,Fluid level
ஃப்ளோரசன்ஸ் விளைவு குழாய்,Fluorescence effect tube
ஃப்ளோரசன்ட்,Fluorescent
படபடப்பு,Flutter
ஃப்ளக்ஸ் அடர்த்தி,Flux density
ஃப்ளக்ஸ் கதவு காந்தமானி,Flux gate magnetometer
ஃப்ளக்ஸ் பிணைப்பு,Flux linkage
"ஃப்ளக்ஸ் மீட்டர், ஃப்ளக்ஸ் மீட்டர்",Flux meter
ஃப்ளக்ஸ் சாலிடர்,Flux soldering
எதிர் காயம்,Flyback
எதிர்வினை உயர் மின்னழுத்தம்,Flyback high voltage
எதிர் மின்மாற்றி,Flyback transformer
குவிப்பு விளைவு,Flywheel effect
அதிர்வெண் பண்பேற்றம் டிஜிட்டல் டிடெக்டர்,FM digital detector
அதிர்வெண் மாடுலேஷன் பீக் டிடெக்டர்,FM peak detector
என்வலப் செய்யப்பட்ட மாடுலேஷன் ஆர்ட் சேர்க்கப்பட்ட லூப் டிடெக்டர்,FM phase locked loop detector
எப்.எம் குரல் அதிர்வெண் தந்தி,FMVFT (FM voice frequency telegraph)
குவிய,Focal
கவனம்,Focus
ஃபோகஸ் கேமரா,Focus camera
கவனம் பிழை பெருக்கி,Focus error amplifier
கவனம் பட குழாய்,Focus picture tube
ஃபோகஸ் சர்வோ,Focus servo
கவனம் மற்றும் பின்தொடர்தல்,Focussing and tracking coil
கவனம் மற்றும் உடல் பின்பற்ற,Focussing and tracking system
படலம்-வகை அளவீடு,Foil type guage
முதல் விரிசல்,Foistbreakdown
மீண்டும் மடி மின்னழுத்த வரம்பு,Fold back voltage limiting
வெள்ளை வரி மதிப்பு,Fold over value
மின்னோட்ட வரம்பைத் திரும்ப மடக்கு,Fold back current limiting
மடிந்த கட்டிடக்கலை,Folded architecture
மடிந்த இருமுனையம்,Folded dipole
மடிந்த இருமுனையம்,Folded dipole
மடிந்த உறுப்பு,Folded element
பின்தங்கி,Follower
எழுத்துரு காட்சி,Font for display
உணவு அச்சு,Foot print
தடை இசைக்குழு,Forbidden band
தடைசெய்யப்பட்ட ஆற்றல் இடைவெளி,Forbidden gap energy
தடை செய்யப்பட்ட மண்டலம்,Forbidden region
படை,Force
உந்துதல் மாற்றி,Forced commutator
வெளிநாட்டு பொருள்,Foreign object
வடிவம் காரணி,Form factor
பக்க நிரப்பு,Form feed
முறையான தர்க்கம்,Formal logic
வடிவமைப்பு எண்,Format number
ஃபோர்ட்ரான்,Fortran
தற்செயலான சிதைவு,Fortuitous distortion
முன்னோக்கி சார்பு,Forward bias
முன்னோக்கி சார்பு,Forward bias
முன்னோக்கி சார்பு கூட்டு,Forward biased junction
முன்னோக்கி தடுக்கும் நிலை,Forward blocking state
முன்னோக்கி முறிவு மின்னழுத்தம்,Forward breakdown voltage
முன்னோக்கி பிழை திருத்தம்,Forward error correction
முன் வளைய ஆதாயம்,Forward loop gain
முன் சாலை ஆதாயம்,Forward path gain
முன்னோக்கி துருவமுனைப்பு,Forward polarity
முன்னோக்கி கடத்துத்திறன்,Forward trans conductance
முன்னோக்கி போக்குவரத்து நேரம்,Forward transist time
ஃபாஸ்டர் சில்லி விவேகர்,Foster-Seely discriminator
நான்கு மடங்கு குறியாக்கம்,Four bit coding
நான்குமுனை,Four inputs
