Hindi,Marathi
कालदमुखी माइक,घड्याळाच्या बाजूने माइक
कालद-आवृत्ति,घड्याळ-वारंवारता
दक्षिणावर्त,घड्याळाच्या दिशेने
संवृत परिपथ,बंद परिक्रमा
"संवृत पाश, संवृत लूप",बंद पळवाट
"गुच्छ, क्लस्टर",क्लस्टर
गुच्छन,क्लस्टरिंग
कोलाहल,गोंधळ
"कोलाहल हानि, कोलाहल क्षति",गोंधळ तोटा
"आलेप, विलेपन",कोटिंग
समाक्ष केबल,कोएक्सियल केबल
समाक्ष लाइन,कोएक्सियल लाइन
समाक्ष संचरण लाइन,कोएक्सियल ट्रान्समिशन लाइन
सह-चैनल,सह-चॅनेल
"सह-चैनल व्यतिकरण, सह-चैनल बाधा",सह-चॅनेल हस्तक्षेप
कर्णावर्त,कोक्लीया
"कोड, कूट",कोड
कूट संख्या,कोड क्रमांक
कोड दर,कोड दर
"कोड शब्द, कूट शब्द",कोड शब्द
कोडक (कोडन-विकोडन),कोडेक (कोडिंग डिकोडिंग)
कोडित श्रव्य,कोड केलेले ऑडिओ
"कोडक, कूटक",कोडर
"कोडन, कूटन",कोडिंग
कोडन-विकोडन तकनीक,कोडिंग डिकोडिंग तंत्र
"कोडन त्रुटि, कूटन त्रुटि",कोडिंग त्रुटी
कोडन दर,कोडिंग दर
"कोडन तकनीक, कूटन तकनीक",कोडिंग तंत्र
गुणांक,गुणांक
निग्राहिता,जबरदस्ती
संसक्त मॉडुलन,सुसंगत मॉड्यूलेशन
कुंडली,कॉइल
सहयोग,सहयोग
निपात,कोसळणे
"संग्राहक, संग्राही, कलेक्टर",जिल्हाधिकारी
"संग्राहक धारा, कलेक्टर धारा",जिल्हाधिकारी करंट
संग्राही-आधार चालकत्व,बेस कंडक्टन्स टू कलेक्टर
आधार-संग्राही जंक्शन,कलेक्टर-बेस जंक्शन
"वर्ण, रंग",रंग
वर्ण विष्लेषक,रंग विश्लेषक
वर्ण संतुलन,रंग शिल्लक
वर्ण प्रस्फोट,रंग फुटला
वर्ण चार्ट,रंग चार्ट
वर्ण संयोजन,रंग संयोजन
वर्णांक,रंग स्थिर
वर्ण नियंत्रण,कलर कंट्रोल (क्रोम कंट्रोल)
"रंग गहराई, वर्ण गभीरता",रंग खोली
वर्ण श्रांति,रंग थकवा
"वर्ण फिल्टर, वर्ण निस्यंदक",रंग फिल्टर
वर्णांतक परिपथ,कलर किलर सर्किट
वर्ण चित्रनलिका,रंग किनेस्कोप
वर्ण मिश्रक,रंग मिक्सर
"वर्ण विन्यास, वर्ण प्रतिरूप",रंग नमुना
वर्णावगम,रंग समज
"वर्ण चित्रपट्ट, वर्ण चित्र स्क्रीन",रंग चित्र स्क्रीन
रंग समष्टि,रंग जागा
रंग उपवाहक,रंग सबकारियर
"रंग ताप, वर्ण ताप",रंग तापमान
"रंगीन प्रसारण, कलर ट्रांसमिशन",रंग संप्रेषण
वर्ण नलिका,रंग ट्यूब
रंजन,रंगरंगोटी
वर्णहीन,रंगहीन
संयोजन,संयोजन
संयोजक,संयोजक
संयोजन प्रक्रम,प्रक्रिया एकत्रित
दहन,ज्वलन
"समादेश, कमान",आज्ञा
प्रारंभ,प्रारंभ
वाणिज्यिक प्रसारण,व्यावसायिक प्रसारण
"वाणिज्यिक टेलीविजन, वाणिज्यिक दूरदर्शन",व्यावसायिक टेलिव्हिजन
उभयनिष्ठ संग्राही परिपथ,सामान्य कलेक्टर सर्किट
संचार,संप्रेषण
संचार उपग्रह,संप्रेषण उपग्रह
सामुदायिक रेडियो केंद्र,कम्युनिटी रेडिओ सेंटर
"सामुदायिक रेडियो स्टेशन, सामुदायिक रेडियो केंद्र",कम्युनिटी रेडिओ स्टेशन
कॉम्पैक्ट डिस्क (सीडी),कॉम्पॅक्ट डिस्क (सीडी)
कॉम्पैक्ट डिस्क प्लेयर,कॉम्पॅक्ट डिस्क प्लेयर
संपीडन-प्रसारित्र,कॉम्पॅन्डर
संपीडन-प्रसारण,कंपँडिंग
सुसंगतता,सुसंगतता
सुसंगत,सुसंगत
"संकलक, क्रमादेश अंतरक",कंपाईलर
पूरक,पूरक
पूरक ट्रांजिस्टर,पूरक ट्रान्झिस्टर
सम्मिश्र तरंग,कॉम्प्लेक्स वेव्ह
घटक,घटक
"संयुक्त, संयोजित, सम्मिश्र",संमिश्र
संयुक्त परिपथ,संमिश्र सर्किट
संयुक्त डिजिटल,संमिश्र डिजिटल
संयुक्त रेडियो आवृत्ति संकेत,संमिश्र रेडिओ फ्रिक्वेन्सी सिग्नल
संयुक्त संकेत,संमिश्र सिग्नल
संयुक्त वीडियो,संमिश्र व्हिडिओ
संयुक्त –श्य संकेत,संमिश्र व्हिडिओ सिग्नल
"बनावट, रचना",रचना
संपीडित आंकड़ा,संकुचित डेटा
संपीडित अंकीकृत –श्य,संकुचित डिजिटलाइज्ड व्हिडिओ
संपीडित वीडियो,संकुचित व्हिडिओ
संपीडन,कम्प्रेशन
संपीडन विरूपण साक्ष्य,कॉम्प्रेशन आर्टिफॅक्ट
संपीडन संकट,कॉम्प्रेशन धोका
संपीडन तकनीक,कॉम्प्रेशन तंत्र
संपीडित्र,कंप्रेसर
अभिकलन,गणना
"अभिकलित्र, कंप्यूटर",संगणक
कंप्यूटर आधारित बहुमाध्यम,संगणक आधारित मल्टीमीडिया
कंप्यूटर प्रोग्रामन,संगणक प्रोग्रामिंग
कंप्यूटर प्रौद्योगिकी,संगणक तंत्रज्ञान
अवतल लेन्स,अवतल लेन्स
अवतल दर्पण,अवतल आरसा
"प्रच्छादन, गोपन",लपवून ठेवणे
"सांद्रित, गाढ़ा, संकेंद्रित",एकाग्र
"संकेंद्रण, सांद्रण",एकाग्रता
संकेंद्रिक लेन्स,कॉन्सेन्ट्रिक लेन्स
"संधारित्र माइक्रोफोन, कन्डेंसर माइक्रोफोन",कंडेन्सर मायक्रोफोन
साम्यावस्था,समतोल स्थिती
चालन,वाहक
चालन धारा,वाहक चालू
चालकता,वाहकता
चालक,कंडक्टर
"संरूपण, विन्यास",कॉन्फिगरेशन
"संबंधन, संयोजन",कनेक्शन
"संबद्धता, योजकता",कनेक्टिव्हिटी
"संबंधक, योजक",कनेक्टर
सुसंगति,सुसंगतता
सुसंगततः,सातत्याने
कन्सोल,कन्सोल
"स्थिर, नियतांक, स्थिरांक, नियत",स्थिर
"अचर कोणांक, अचर आयाम",सतत मोठेपणा
संपर्क माइक्रोफोन,मायक्रोफोनशी संपर्क साधा
पात्र आरूप,कंटेनर स्वरूप
संदूषण,दूषित
"अंतर्वस्तु, अंश",सामग्री
"निकटस्थ, समीपस्थ, संलग्न, संस्पशब",संमिश्र
"सांतत्य, सातत्य, निरंतरता",सातत्य
सातत्य बूथ,सातत्य बूथ
सातत्य घुंडी,सातत्य नॉब
"सतत, निरंतर, अविरल, अविच्छिन्न",सतत
"सतत चाप, अविच्छिन्न चाप",सतत कंस
सतत तरंग,सतत लाट
समोच्च रेखा,समोच्च ओळ
समोच्च रेखीय योजना,समोच्च योजना
"संविदा, संकुचित करना",करार
संकुचन,आकुंचन
विपर्यास अनुपात,कॉन्ट्रास्ट गुणोत्तर
नियंत्रण परिपथ,नियंत्रण सर्किट
नियंत्रण इलेक्ट्रोड,इलेक्ट्रोड नियंत्रित करा
नियंत्रण उपस्कर,नियंत्रण उपकरणे
नियंत्रण ग्रिड,नियंत्रण ग्रीड
नियंत्रण रेखा,नियंत्रण ओळ
नियंत्रण पैनल,नियंत्रण पॅनेल
नियंत्रण कक्ष,नियंत्रण कक्ष
नियंत्रण सारणी,नियंत्रण सारणी
"नियंत्रण मीनार, नियंत्रण टावर",नियंत्रण टॉवर
नियंत्रक,नियंत्रक
अभिसरण,अभिसरण
अभिसारी लेन्स,कन्व्हर्जंट लेन्स
परिवर्तक,कन्व्हर्टर
उत्तल लेन्स,बहिर्गोल लेन्स
संवलन,कन्व्होल्यूशन
संवलन कोडित,कन्व्होल्यूशन कोड
"संवलनात्मक अंतरापत्र, संवलनीय अंतरापत्र",कॉन्व्होल्यूशनल इंटरलीव्ह
"संवलनात्मक अंतरापत्रण, संवलनीय अंतरापत्रण",कॉन्व्होल्यूशनल इंटरलीव्हिंग
कुकी,कुकी
कुकियर,कुकीयर
सहप्रक्रमक,कॉप्रोसेसर
"डोरी, कॉर्ड",दोरखंड
"किरीट, कोरोना",कोरोना
किरीट विसर्जन,कोरोना डिस्चार्ज
सहसंबंधन,परस्परसंबंध
"कोसाइन घटक, कोज्या घटक",कोसाइन घटक
"कोज्या तरंग, कोसाइन तरंग",कोसाइन वेव्ह
अंतरिक्ष रव,वैश्विक आवाज
"गणक, काउंटर",काउंटर
वामावर्त,घड्याळाच्या दिशेने काउंटर
युग्मक,कपलर
युग्मन,जोड्या
युग्मन संधारित्र,कपलिंग कंडेन्सर
"युग्मन जालक्रम, युग्मन नेटवर्क",कपलिंग नेटवर्क
युग्मन प्रतिरोध,कपलिंग प्रतिकार
सहसंयोजी आबंध,सहसंयोजक बंध
"व्याप्ति, कवरेज",कव्हरेज
ध्वंस,आपटी
क्रांतिक बैंड,गंभीर बँड
क्रांतिक अवस्था,चिंताजनक स्थिती
क्रांतिक युग्मन,गंभीर जोड्या
क्रांतिक आवृत्ति,गंभीर वारंवारता
क्रांतिक प्राचल,गंभीर मापदंड
मकरदंती क्लिप,मगर क्लिप
पार मंदन,क्रॉस फिकट
क्रॉस मॉडुलन,क्रॉस मॉड्यूलेशन
"क्रॉस वार्ता, क्रॉस टाक, संकर वार्ता",क्रॉस टॉक
पारमंद,क्रॉसफेड
"गूढ़लेखन, गूढ़लेखिकी, क्रिप्टोग्राफी",क्रिप्टोग्राफी
क्रिस्टल,क्रिस्टल
क्रिस्टल फिल्टर,क्रिस्टल फिल्टर
"अनुसंकेत, इंगित",क्यू
अनुसंकेत चिह्न,क्यू मार्क्स
अनुसंकेत युक्ति,क्यूइंग डिव्हाइस
धारा अपवाह,चालू नाले
धारामापी,चालू मीटर
धारा ट्रांसफार्मर,वर्तमान ट्रान्सफॉर्मर
"प्रसंकेतक, कर्सर",कर्सर
वक्र,वक्र
अंतक आवृत्ति,वारंवारता कट करा
कर्तक,कटर
साइबर कैफे,सायबर कॅफे
साइबर सुरक्षा,सायबर सुरक्षा
साइबर स्पेस,सायबर स्पेस
"चक्र, आवर्तन",चक्र
चक्रीय,चक्रीय
डी.सी. (दिष्टधारा) घटक,डी.सी. घटक
डी.सी. प्लेट षक्ति,डी.सी. प्लेट पॉवर
डी.सी. पुनः स्थापन,डी.सी. जीर्णोद्धार
अवमंदक डायोड,डॅम्पर डायोड
अवमंदन,ओलसर
अदीप्त,गडद
"आंकड़ा, डाटा",डेटा
आंकड़ा प्रसारण,डेटा प्रसारण
आंकड़ा संपीडन,डेटा कॉम्प्रेशन
"आंकड़ा प्रवेधन, डाटा प्रवेधन",डेटा ड्रिलिंग
"डाटा कूटलेखन, आंकड़ा कूटलेखन",डेटा कूटबद्धीकरण
आंकड़ा संचिका,डेटा फाइल
"डाटा संचालन, आंकड़ा संचालन",डेटा हाताळणी
आंकड़ा खनन,डेटा खाण
"आंकड़ा प्रक्रमण, डाटा प्रक्रमण",डेटा प्रक्रिया
"डाटा प्रक्रमक, आंकड़ा प्रक्रमक",डेटा प्रोसेसर
आंकड़ा लघुकृत बिट तंत्र,डेटा कमी बिट सिस्टम
आंकड़ा सेवा,डेटा सेवा
"डाटा पत्र, आंकड़ा पत्र, डाटा शीट",माहिती पत्रक
"डाटा भंडारण, आंकड़ा भंडारण",डेटा संचयन
"डाटा प्रवाह, आंकड़ा प्रवाह",डेटा प्रवाह
आंकड़ा रूपांतरण,डेटा परिवर्तन
"डाटा संचरण, आंकड़ा संचरण",डेटा ट्रान्समिशन
"आंकड़ा आधार, डाटा बेस",डेटाबेस
आंकड़ा प्रसारण,डेटाकास्टिंग
"आंकड़ा-लेख, डाटाग्राम",डेटाग्राम
"डेसिबल मीटर, dB मीटर",डीबी मीटर
अमॉडुलित प्रसारण,मृत हवा
पूर्ण लघु परिपथ,मृत शॉर्ट सर्किट
मूक स्थल,मृत जागा
गतिरोध,डेडलॉक
दोषमार्जन कार्यक्रम,डीबग प्रोग्राम
"डीबगिंग, दोषमार्जन",डीबगिंग
ध्वनि-क्षय,आवाजाचा क्षय
डेसिबल,डेसिबल (डीबी)
"दशमलव, दशमिक",दशांश
दशमिक कोड,दशांश कोड
दशमिक डिजिट,दशांश अंक
कूटवाचन,उलगडा
"कूट वाचक, विकोडक",डीकोडर
"कूट वाचन, विकोडन",डीकोडिंग
अंकीय संचरण विकोडन,डिजिटल ट्रान्समिशनमध्ये डीकोडिंग
विसंपीडन,विघटन
वियुग्मन,डीकोपलिंग
वियुग्मन परिपथ,डिकॉपलिंग सर्किट
"वियुग्मन जालक्रम, वियुग्मन नेटवर्क",डिकॉपलिंग नेटवर्क
"विकोडन, विकूटन, विगोपन",डिक्रिप्शन
समर्पित लाइन,समर्पित ओळ
वि-अंतः स्थापन,डी-एम्बेडिंग
विप्रबलन,डी-जोर
"स्वतः निर्धारित, डिफाल्ट",डीफॉल्ट
गुणता दोष,गुणवत्तेत दोष
"सदोष, दोषपूर्ण",सदोष
"सदोष एकक, दोषपूर्ण एकक",सदोष युनिट
"परिभाषा, स्पष्टता",व्याख्या
विक्षेपण,विक्षेप
"विरूपण, विकृति",विकृती
एकीकरण,डीफ्रॅगमेंटेशन
"चुंबकीय विक्षेत्रण कुंडली, विगासिंग कुंडली",डी-गॉसिंग कॉइल
"डिग्री, अंश",पदवी
वि-अंतरापत्रक,डी-इंटरलीव्हर
डिले लाइन,विलंब ओळ
विलंब काल,विलंब वेळ
विलंबित फ्रेम स्मृति,विलंब फ्रेम मेमरी
विलंबित क्रमवीक्षण,विलंब स्कॅनिंग
विलंबित तुल्यकालन संकेत,विलंब सिंक्रोनाइझेशन सिग्नल
"प्रदान, प्रस्तुति",वितरण
"वितरण तंत्र, वितरण प्रणाली, प्रदान तंत्र, प्रदान प्रणाली",वितरण प्रणाली
विमॉडुलन,डिमोड्युलेशन
विमॉडुलक कार्ड,डेमोड्युलेटर कार्ड
विबहुसंकेतक,डेमल्टिप्लेक्सर
क्षेत्र गहराई,फील्डची खोली
अवरोहण,उतरत्या
अभिकल्प विनिर्देश,डिझाइन तपशील
डेस्कटॉप,डेस्कटॉप
"संसूचक उत्पाद, संसूचक निर्गत",डिटेक्टर आउटपुट
विचलन,विचलन
"युक्ति, साधन",साधन
युक्ति चालक,डिव्हाइस ड्राइव्हर
नैदानिकी,डायग्नोस्टिक्स
आरेख,आकृती
संवाद पथ,संवाद ट्रॅक
व्यासीय विधा,व्यासाचा मोड
"हीरक स्टाइलस, हीरक सुई",डायमंड स्टाईलस
"मध्यपट, तनुपट",डायाफ्राम
तनुपटीय अवशोषक,डायाफ्रामॅटिक शोषक
द्विशाखी श्रवण,डायकोटिक ऐकणे
"डाइइलेक्ट्रिक, परावैद्युत",डायलेक्ट्रिक
"डाइइलेक्ट्रिक भंग, परावैद्युत भंग",डायलेक्ट्रिक ब्रेक- डाउन
परावैद्युत हानि,डायलेक्ट्रिक तोटा
अंतर आवृत्ति,फरक वारंवारता
अंतर आवृत्ति विरूपण,फरक वारंवारता विकृती (डीएफडी)
"अंतर स्वरक, अंतर टोन",फरक टोन
विभेदी प्रवर्धक,विभेदक एम्पलीफायर
विवर्तन,विवर्तन
विसारक,डिफ्यूझर
अंक,अंक
"अंकीय, डिजिटल",डिजिटल
अंकीय विरूपण साक्ष्य,डिजिटल कलाकृती
अंकीय श्रव्य,डिजिटल ऑडिओ
"डिजिटल ऑडियो फिल्टर, अंकीय श्रव्य फिल्टर",डिजिटल ऑडिओ फिल्टर
"डिजिटल ऑडियो कार्य स्टेशन, अंकीय श्रव्य कार्य केन्द्र",डिजिटल ऑडिओ वर्क स्टेशन
"अंकीय कैमरा, डिजिटल कैमरा",डिजिटल कॅमेरा
"अंकीय कंप्यूटर, डिजिटल कंप्यूटर",डिजिटल संगणक
"अंकीय आंकड़ा, अंकीय डाटा",डिजिटल डेटा
अंकीय संपादन,डिजिटल संपादन
"अंकीय उत्तेजक, डिजिटल एक्साइटर",डिजिटल एक्झिटर
"अंकीय फिल्टर, अंकीय निस्यंदक",डिजिटल फिल्टर
अंकीय फ्रेम तुल्यकालक,डिजिटल फ्रेम सिंक्रोनाइझर
अंकीय विरासत,डिजिटल वारसा
अंकीय प्रतिबिंब,डिजिटल प्रतिमा
अंकीय लाइबेरी,डिजिटल लायब्ररी
"डिजिटल मीटर, अंकीयमापी",डिजिटल मीटर
अंकीय मॉडुलन,डिजिटल मॉड्यूलेशन
अंकीय बहुसंकेत,डिजिटल मल्टिप्लेक्स
अंकीय जालक्रम,डिजिटल नेटवर्क
अंकीय निर्गत,डिजिटल आउटपुट
"अंकीय प्रतिश्रवण, अंकीय प्लेबैक",डिजिटल प्लेबॅक
विष्वव्यापी अंकीय रेडियो,डिजिटल रेडिओ मोंडिएल (डीआरएम)
अंकीय अभिलेखन,डिजिटल रेकॉर्डिंग
अंकीय क्रांति,डिजिटल क्रांती
अंकीय संकेत,डिजिटल सिग्नल
डिजिटल सिगनल प्रक्रमण,डिजिटल सिग्नल प्रक्रिया (डीएसपी)
"अंकीय हस्ताक्षर, अंकीय चिd",डिजिटल स्वाक्षरी
"अंकीय प्रौद्योगिकी, डिजिटल प्रौद्योगिकी",डिजिटल तंत्रज्ञान
अंकीय-अनुरूप परिवर्तक,डिजिटल टू एनालॉग कन्व्हर्टर
"अंकीय –ष्य, डिजिटल वीडियो",डिजिटल व्हिडिओ
अंकीय वोल्टतामापी,डिजिटल व्होल्टमीटर
अंकरूपण,डिजिटलायझेशन
"अंकरूपण, अंकीकरण",डिजिटलायझेशन
"अंकीकृत –ष्य, अंकीकृत वीडियो",डिजिटलाइज्ड व्हिडिओ
"अंकक, अंकरूपक",डिजिटायझर
मंद,अंधुक
"विमा, विस्तार",परिमाण
मंदक,डिमर
डायोड,डायोड
नति,बुडविणे
द्विसंकेतक,डिप्लेक्सर
द्विधुवी ऐन्टेना,द्विध्रुवीय अँटेना
सीधा प्रसारण,थेट प्रसारण
दिष्टधारा (डी सी),थेट करंट (डी सी)
"सीधा पिकअप, पकड़ना",डायरेक्ट पिक अप
प्रत्यक्ष पठन यंत्र,थेट वाचन साधन
प्रत्यक्ष अभिलेखन,थेट रेकॉर्डिंग
दिशिक ऐन्टेना,दिशात्मक ten न्टीना
दिशिक युग्मक,दिशात्मक कपलर
दिशिक माइक्रोफोन,दिशात्मक मायक्रोफोन
"दिशात्मकता, दिशिकता",निर्देश
निर्देशिका,निर्देशिका
असमर्थ,अक्षम करा
डिस्क ऐन्टेना,डिस्क अँटेना
डिस्क आधारित भंडारण,डिस्क आधारित स्टोरेज
"अलग, विविक्त, भिन्न",वेगळा
"डिस्क, चक्रिका",डिस्क
"डिस्क ड्राइव, चालक",डिस्क ड्राइव्ह
डिस्क नियतांश,डिस्क कोटा
डिस्केट,डिस्केट
"विस्थापन, प्रभ्रंश",विस्थापन
"प्रकीर्णन, परिक्षेपण",फैलाव
विस्थापन,विस्थापन
प्रदर्शित करना; प्रदर्श,प्रदर्शन
प्रदर्श एकक (कन्सोल),प्रदर्शन युनिट (कन्सोल)
क्षय,अपव्यय
"बेसुरापन, असंनादिता",असंतोष
आसुत जल,डिस्टिल्ड वॉटर
विरूपण,विकृती
वितरण,वितरण
वितरण प्रवर्धक,वितरण एम्पलीफायर
"विभाजन, प्रभाग",विभागणी
भाजक,विभाजक
"प्रलेख, दस्तावेज",दस्तऐवज
"डोल्बी अंकीय, डोल्बी डिजिटल",डॉल्बी डिजिटल
प्रक्षेत्र,डोमेन
प्रक्षेत्र नियंत्रक,डोमेन नियंत्रक
डॉप्लर प्रभाव,डॉपलर प्रभाव
द्विधुव,डबल पोल (द्विध्रुवीय)
द्विधुव एकल क्षेप स्विच,डबल पोल सिंगल थ्रो स्विच
"द्विपार्ष्व चक्रिका, द्विपार्ष्व डिस्क",डबल साइड डिस्क
द्विक,दुहेरी
अधोगामी तरंग,खाली येणारी लाट
अनुप्रवाह,खाली प्रवाह
"अधोयोजन, डाउनलिंक",डाउनलिंक
"डाउनलोड, अधोभार",डाउनलोड करा
अधोभारण,डाउनलोड करीत आहे
"आरेखण, आहरण",रेखांकन
"प्रवेधन बिट, बरमा अणी",ड्रिलिंग बिट
प्रवेधन यंत्र,ड्रिलिंग मशीन
"चालन, ड्राइव",चालवा
"ड्रम, ढोल",ड्रम
शुष्क बल्ब तापमान,कोरडे बल्ब तापमान
शुष्क सेल,कोरडे सेल
"ड्राई सोल्डर, विफल सोल्डर",कोरडे सोल्डर
द्वि चैनल विधा,ड्युअल चॅनेल मोड
"डबीकरण, काट-छाँट, अंतरण",डबिंग
"निष्फल, निरर्थक",डड
निपात,डंप
द्वैध,दुहेरी
अवधि,कालावधी
"धूल, धूलि",धूळ
धूलि दोष,धूळ बग
धूलि रोधी,धूळ पुरावा
"झाड़न, धूलित्र",डस्टर
"गतिक, गतिशील",डायनॅमिक
गतिक बिट नियतन,डायनॅमिक बिट वाटप
गतिक अंतरामॉडुलन विरूपण,डायनॅमिक इंटरमोडुलेशन विकृती (डीआयएम)
"गतिक क्वांटमन, गतिक क्वांटमीकरण",डायनॅमिक क्वांटिझेशन
गतिक परास,डायनॅमिक श्रेणी
गतिक परास नियंत्रण,डायनॅमिक श्रेणी नियंत्रण
डाइनेमो,डायनामो
"कर्णफोन, ईयरफोन",कान फोन
भूमि,पृथ्वी
भू-उभार,पृथ्वी बल्ज
भू-प्रतिरोध,पृथ्वी प्रतिकार
भू-छड़,पृथ्वी रॉड
भू-उपग्रह,पृथ्वी उपग्रह
भू-केंद्र,पृथ्वी स्टेशन
भू-टर्मिनल,पृथ्वी टर्मिनल
"भू-संपर्क करना, भू-संपर्कन",अर्थिंग
प्रतिध्वनि,प्रतिध्वनी
प्रतिध्वनि कक्ष,इको चेंबर
भंवर धारा,एडी करंट
भंवर धारा हानि,एडी चालू तोटा
"एजवाइज मीटर, अधिकोर मापी",एजवाइज मीटर
संपादन,संपादन
प्रभावी ऐन्टेना ऊंचाई,प्रभावी अँटेना उंची
प्रभावी ऐन्टेना लंबाई,प्रभावी अँटेना लांबी
प्रभावी वोल्टता,प्रभावी व्होल्टेज
दक्षता,कार्यक्षमता
प्रत्यास्थता,लवचिकता
विद्युत् विसर्जन,इलेक्ट्रिक डिस्चार्ज
विद्युत् क्षेत्र,विद्युत क्षेत्र
विद्युत् फ्लैश,इलेक्ट्रिक फ्लॅश
विद्युत् तापक,विद्युत उष्मक
विद्युत् मापी,इलेक्ट्रिक मीटर
विद्युत् मोटर,विद्युत मोटर
"बिजली का झटका, विद्युत् प्रघात",विजेचा धक्का
"विद्युत् चिनगारी, विद्युत् स्फुलिंग",इलेक्ट्रिक स्पार्क
विद्युत् उपकरण,विद्युत उपकरण
विद्युत् रव,विद्युत आवाज
विद्युत् तूफान,विद्युत वादळ
विद्युत् चालित वाद्यसंगीत यंत्र,इलेक्ट्रिकली ऑपरेट केलेले संगीत वाद्य
विद्युत्,वीज
विद्युत् प्रदाय,वीजपुरवठा
विद्युत् गतिक,इलेक्ट्रोडायनामिक
विद्युत् अपघटनी संधारित्र,इलेक्ट्रोलाइटिक कॅपेसिटर
विद्युत्चुंबकीय,इलेक्ट्रोमॅग्नेटिक
विद्युत्चुंबकीय विक्षोभ,इलेक्ट्रोमॅग्नेटिक त्रास
विदयुतचुंबकीय व्यतिकरण,इलेक्ट्रोमॅग्नेटिक इंटरफेरेन्स
विद्युत्चुंबकीय स्पेक्ट्रम/वर्णक्रम,इलेक्ट्रोमॅग्नेटिक स्पेक्ट्रम
विद्युत्चुंबकीय तरंग,इलेक्ट्रोमॅग्नेटिक वेव्ह
विद्युतचुंबकीय तरंग संचरण,इलेक्ट्रोमॅग्नेटिक वेव्ह प्रसार
इलेक्ट्रॉन बहु फोटोट्यूब,इलेक्ट्रॉन एकाधिक फोटोट्यूब
"इलेक्ट्रॉनिक परिकलित्र, कैलकुलेटर",इलेक्ट्रॉनिक कॅल्क्युलेटर
"इलेक्ट्रॉनिक आंकड़ा संसाधन, इलेक्ट्रॉनिक आंकड़ा प्रक्रमण",इलेक्ट्रॉनिक डेटा प्रक्रिया (ईडीपी)
इलेक्ट्रॉनिक मेल (ई-मेल),इलेक्ट्रॉनिक मेल (ई-मेल)
इलेक्ट्रॉनिक स्विचन तंत्र,इलेक्ट्रॉनिक स्विचिंग सिस्टम
इलेक्ट्रॉनिकी,इलेक्ट्रॉनिक्स
विद्युत्ल्ेपन,इलेक्ट्रोप्लेटिंग
स्थिर-वैद्युत,इलेक्ट्रोस्टेटिक
"उन्नयन, उच्चता",उत्थान
अंतः स्थापित,एम्बेड केलेले
अंतः स्थापित श्रव्य,एम्बेड केलेले ऑडिओ
अंतः स्थापित तंत्र,एम्बेडेड प्रणाली
"प्रतीक, चिह्न",प्रतीक
"आविर्भावी प्रवृत्तियां, आविर्भावी चलन",उदयोन्मुख ट्रेंड
उत्सर्जन,उत्सर्जन
उत्सर्जक,एमिटर
उत्सर्जक अनुगामी,एमिटर अनुयायी
उत्सर्जक टर्मिनल,एमिटर टर्मिनल
उत्सर्जक-आधार संधि,एमिटर-बेस-जंक्शन
समर्थ बनाना,सक्षम करा
इनेमलित तार,Enamelled वायर
कूटलेखक,एन्किफर
संलग्नक,संलग्न
कोडित करना,एन्कोड
"कूटलेखक, कोडक",एन्कोडर
"कूटलेखन, कोडन",एन्कोडिंग
गूढ़ लेखन,कूटबद्धीकरण
अंत चिह्न,शेवटचा चिन्ह
अंतिम प्रयोक्ता,अंतिम वापरकर्ता
ऊर्जा,ऊर्जा
ऊर्जा परिक्षेपण,उर्जा विखुरलेले
ऊर्जा वितरण,उर्जा वितरण
प्रवर्तन; लागू करना,अंमलबजावणी
इंजन,इंजिन
"इंजीनियर, अभियंता",अभियंता
"इंजीनियरी, अभियांत्रिकी",अभियांत्रिकी
अभियांत्रिकी भंडार,अभियांत्रिकी स्टोअर
उत्कीर्णन,खोदकाम
बढ़ाना; वर्धन,वाढविण्यासाठी
समूहन,एकत्रित
प्रवेश कुंजी,की प्रविष्ट करा
उद्यम संरचना,एंटरप्राइझ आर्किटेक्चर
एन्थैल्पी,एन्थॅल्पी
एन्ट्रॉपी,एन्ट्रोपी
एन्ट्रॉपी कोडन,एन्ट्रोपी कोडिंग
एन्ट्रॉपी अतिरिक्तता,एन्ट्रोपी रिडंडंसी
"समकरण, तुल्यकरण",समतुल्य
"समकरण, तुल्यकरण",समानता
"तुल्यकारी, समकारी",इक्वेलायझर
उपस्कर,उपकरणे
उपस्कर आवरण,उपकरणे कव्हर
तुल्य; तुल्यांक,समतुल्य
मिटाना,मिटवा
व्यामार्जन शीर्ष,डोके मिटवा
अपरदन,इरोशन
अनियमित,अनियमित
"त्रुटि, अशुद्धि, भूल",त्रुटी
त्रुटि नियंत्रण कोडन,त्रुटी नियंत्रण कोडिंग
"त्रुटि संशोधन, भूल सुधार",त्रुटी सुधारणे
त्रुटि संसूचन,त्रुटी शोध
त्रुटि संशोधन प्रक्रिया,त्रुटी हाताळणी
त्रुटि प्रायिकता,त्रुटी संभाव्यता
ईथरनेट,इथरनेट
ईथरनेट केबल/ईथरनेट तार,इथरनेट केबल
"सुजननिकी, सुजनन विज्ञान",युजेनिक्स
रिक्त करना; खाली कराना,खाली करा
"केंद्र, आदान प्रदान",एक्सचेंज
उत्तेजक,एक्झिटर
निष्पादन करना,अंमलबजावणी
"निष्पादन काल, निष्पादन समय",अंमलबजावणीची वेळ
"निष्कासन, रेचन करना",दमट
निर्गम,बाहेर पडा
प्रसारित,विस्तारित
प्रसार वाल्व,विस्तार वाल्व
प्रयोग,प्रयोग
