Odiya,Kannada
"କମ୍ପପଟନ୍ ଇଲେକ୍ଟ୍ରନ୍, ସନ୍ତୁଳିତ ଇଲେକ୍ଟ୍ରନ୍ |","ಕಾಂಪ್ಟನ್ ಎಲೆಕ್ಟ್ರಾನ್, ಕೌಂಟರ್ ಬ್ಯಾಲೆನ್ಸ್ಡ್ ಎಲೆಕ್ಟ್ರಾನ್"
ଗଣନା,ಗಣನೆ
ଗଣନା,ಕಂಪ್ಯೂಟೇಶನಲ್
"କମ୍ପ୍ୟୁଟର, କମ୍ପ୍ୟୁଟର, କମ୍ପ୍ୟୁଟର |","ಕಂಪ್ಯೂಟರ್, ಕಂಪ್ಯೂಟರ್, ಕಂಪ್ಯೂಟರ್"
ଅବତଳ,ಕಾನ್ಕೇವ್
biconvex,ಬೈಕಾನ್ವೆಕ್ಸ್
"ଏକାଗ୍ର କରିବା, ମୋଟା ହେବା, ଏକାଗ୍ର କରିବା (adj।), ଏକାଗ୍ର କରିବା (v।)","ಕೇಂದ್ರೀಕರಿಸಲು, ದಪ್ಪವಾಗಲು, ಕೇಂದ್ರೀಕರಿಸಲು (adj.), ಕೇಂದ್ರೀಕರಿಸಲು (v.)"
"ଏକାଗ୍ର, ଏକାଗ୍ର, ଏକାଗ୍ର","ಕೇಂದ್ರೀಕೃತ, ಕೇಂದ್ರೀಕೃತ, ಕೇಂದ್ರೀಕೃತ"
"ଏକାଗ୍ରତା, ଏକାଗ୍ରତା, ଏକାଗ୍ରତା, ଏକାଗ୍ରତା |","ಏಕಾಗ್ರತೆ, ಏಕಾಗ್ರತೆ, ಏಕಾಗ್ರತೆ, ಏಕಾಗ್ರತೆ"
"ମୋନୋସେଣ୍ଟ୍ରିକ୍, ଏକାଗ୍ର |","ಏಕಕೇಂದ್ರಿತ, ಕೇಂದ್ರೀಕೃತ"
ସଂକଳ୍ପ,ಪರಿಕಲ್ಪನೆ
ଧାରଣା,ಪರಿಕಲ್ಪನೆಯ
"ନିବିଡ଼ତା, ଯୋଗାଯୋଗ |","ಅನ್ಯೋನ್ಯತೆ, ಸಂವಹನ"
ସୁସଂଗଠିତ |,ಸಮನ್ವಯಗೊಳಿಸಲಾಗಿದೆ
"ସମକକ୍ଷ, ଅନୁସରଣ","ಏಕಕಾಲೀನ, ಹಿಂದುಳಿದ"
"ଘନୀଭୂତ, ଘନୀଭୂତ |","ಘನೀಕರಣ, ಘನೀಕರಣ"
"ଘନୀଭୂତ କରିବା, ତରଳାଇବା, ତରଳାଇବା |","ಸಾಂದ್ರೀಕರಿಸಲು, ದ್ರವೀಕರಿಸಲು, ದ್ರವೀಕರಿಸಲು"
"ଘନୀଭୂତ, ତରଳ, ସଙ୍କୋଚିତ |","ಮಂದಗೊಳಿಸಿದ, ದ್ರವೀಕೃತ, ಸಂಕ್ಷೇಪಿಸಿದ"
"କଣ୍ଡେନ୍ସର, କ୍ୟାପେସିଟର, କଲେକ୍ଟର |","ಕಂಡೆನ್ಸರ್, ಕೆಪಾಸಿಟರ್, ಸಂಗ್ರಾಹಕ"
"ଅବସ୍ଥା, ଅବସ୍ଥା, ଅବସ୍ଥା, ଅବସ୍ଥା","ಸ್ಥಿತಿ, ಸ್ಥಿತಿ, ಸ್ಥಿತಿ, ಸ್ಥಿತಿ"
କଣ୍ଡକ୍ଟିଭିଟି,ವಾಹಕತೆ
ଡ୍ରାଇଭର |,ಚಾಲಕ
ଗାଡି ଚଳାଇବା |,ಚಾಲನೆ
କଣ୍ଡକ୍ଟିଭିଟି,ವಾಹಕತೆ
ବିଶ୍ୱସ୍ତତା,ನಿಷ್ಠೆ
"ବିନ୍ୟାସ, ବିନ୍ୟାସ","ಸಂರಚನೆ, ಸಂರಚನೆ"
ବିନ୍ୟାସ,ಸಂರಚನೆ
କନଫୋକାଲ୍ |,ಕನ್ಫೋಕಲ್
"ସମନ୍ୱୟ, ଦ୍ୱିପାକ୍ଷିକତା, ସମାନତା |","ಸಮಾನತೆ, ದ್ವಿಧ್ರುವಿ, ಸಮಾನತೆ"
"ସମାନ, ସମାନ |","ಸಮಾನ, ಸಮಾನ"
conic,ಶಂಕುವಿನಾಕಾರದ
"conjugate (v।), conjugated (ver।)","ಸಂಯೋಗಕ್ಕೆ (ವಿ.), ಸಂಯೋಗಕ್ಕೆ (ವರ್.)"
ଲାଟେରାଲ୍ ଆସୋସିଏଟେଡ୍ |,ಲ್ಯಾಟರಲ್ ಅಸೋಸಿಯೇಟೆಡ್
ଶୃଙ୍ଖଳା ସମ୍ବନ୍ଧୀୟ |,ಸರಣಿ ಸಂಬಂಧಿತ
ସଂଯୋଜକ ରେଖା |,ಕನೆಕ್ಟರ್ ಲೈನ್
ସଂଯୋଗ,ಸಂಪರ್ಕ
"ପ୍ରଯୋଜକ, ସଂଯୋଜକ |","ಪ್ರಾಯೋಜಕ, ಕನೆಕ್ಟರ್"
ଲଗାତାର,ಸತತವಾಗಿ
ପୃଷ୍ଠପୋଷକ,ಪೋಷಕ
ପୃଷ୍ଠପୋଷକ,ಪೋಷಕ
"ସ୍ଥିରତା, ସ୍ଥିରତା, ଘନତା, ଘନତା |","ಸ್ಥಿರತೆ, ಸ್ಥಿರತೆ, ದಪ್ಪ, ದಪ್ಪ"
"ସୁସଙ୍ଗତ, ବିପରୀତ |","ಹೊಂದಾಣಿಕೆ, ವಿರುದ್ಧ"
ବାର୍ତ୍ତାଳାପ,ಸಂಭಾಷಣೆಯ
ବାର୍ତ୍ତାଳାପ,ಸಂವಾದಾತ್ಮಕ
ସ୍ଥିରତା |,ಸ್ಥಿರತೆ
"ସ୍ଥିର, ସ୍ଥିର, ଅସ୍ଥାବର, ପରିବର୍ତ୍ତନଶୀଳ, ୟୁନିଫର୍ମ |","ಸ್ಥಿರ, ಸ್ಥಿರ, ಸ್ಥಿರ, ಬದಲಾಗದ, ಏಕರೂಪ"
କନଷ୍ଟାଣ୍ଟାନ୍ |,ಕಾನ್ಸ್ಟಾಂಟನ್
କ୍ରମାଗତ ପ୍ରବାହ |,ನಿರಂತರ ಹರಿವು
କୋଭାରିଏଟ୍ ସଂଖ୍ୟା,ಕೋವೇರಿಯೇಟ್ ಸಂಖ್ಯೆ
ସର୍କିଟ୍ର ଗୁଣ |,ಸರ್ಕ್ಯೂಟ್ನ ಗುಣಲಕ್ಷಣಗಳು
ନକ୍ଷତ୍ର,ನಕ್ಷತ್ರಪುಂಜ
"ରଚନା, ରଚନା, ଗଠନ","ಸಂಯೋಜನೆ, ಸಂಯೋಜನೆ, ರಚನೆ"
ସୀମିତ ଗତି,ನಿರ್ಬಂಧಿತ ವೇಗ
ପ୍ରତିବନ୍ଧକ,ನಿರ್ಬಂಧ
ସଂକୀର୍ଣ୍ଣ,ಕಿರಿದಾಗುತ್ತಿದೆ
ସ୍ଥାୟୀ ହସ୍ତକ୍ଷେପ |,ಸಮರ್ಥನೀಯ ಹಸ್ತಕ್ಷೇಪ
ଶକ୍ତି ଖର୍ଚ୍ଚ,ಸೇವಿಸಿದ ಶಕ್ತಿ
"ସ୍ପର୍ଶ, ସ୍ପର୍ଶ, ସ୍ପର୍ଶ |","ಸ್ಪರ್ಶ, ಸ್ಪರ್ಶ, ಸ್ಪರ್ಶ"
"ଯୋଗାଯୋଗ, ଯୋଗାଯୋଗ","ಸಂಪರ್ಕ, ಸಂಪರ್ಕ"
ପ୍ରଦୂଷଣ,ಮಾಲಿನ್ಯ
"ବିଷୟବସ୍ତୁ, ଅଂଶ, ଅଧା |","ವಿಷಯ, ಭಾಗ, ಅರ್ಧ"
"ନିରନ୍ତର, ନିରନ୍ତର |","ನಿರಂತರ, ನಿರಂತರ"
ରାଜ୍ୟ ନିରନ୍ତର |,ರಾಜ್ಯದ ನಿರಂತರತೆ
"ନିରନ୍ତର, ଅବିଭକ୍ତ, ଭଙ୍ଗା, ନିରନ୍ତର, ନିରନ୍ତର |","ನಿರಂತರ, ಮುರಿಯದ, ಮುರಿಯದ, ನಿರಂತರ, ನಿರಂತರ"
ନିରନ୍ତର |,ನಿರಂತರ
"ସଙ୍କୋଚନ କରିବାକୁ, ସଙ୍କୋଚନ କରିବାକୁ (ver।)","ಸಂಕುಚಿತಗೊಳಿಸು, ಸಂಕುಚಿತಗೊಳಿಸು (ver.)"
ସଙ୍କୋଚନ,ಕುಗ್ಗಿಸು
ସଂକୋଚନ,ಸಂಕೋಚನ
କାଉଣ୍ଟର-କକ୍ଷପଥ ଦିଗ |,ಪ್ರತಿ-ಕಕ್ಷೆಯ ದಿಕ್ಕು
ସମ୍ପର୍କୀୟ ଶରୀର,ಸಂಬಂಧಿ ದೇಹ
"ବିପରୀତ, ବିପରୀତ","ಕಾಂಟ್ರಾಸ್ಟ್, ಕಾಂಟ್ರಾಸ್ಟ್"
ନିୟନ୍ତ୍ରଣ,ನಿಯಂತ್ರಣ
ସଂକଳନ,ಸಂವಹನ
ପୋଷ୍ଟ ପଠାଇବା |,ಪೋಸ್ಟ್ ಅನ್ನು ರವಾನಿಸುತ್ತದೆ
ଭାସ୍କୁଲାର,ನಾಳೀಯ
ନିୟମିତ ପରମାଣୁ ଓଜନ |,ನಿಯಮಿತ ಪರಮಾಣು ತೂಕ
"ଏକତ୍ର କରିବାକୁ, ଏକତ୍ର କରିବାକୁ |","ಒಮ್ಮುಖವಾಗಲು, ಒಮ್ಮುಖವಾಗಲು"
"ସମ୍ମିଶ୍ରଣ, ସମ୍ମିଶ୍ରଣ |","ಒಮ್ಮುಖ, ಒಮ್ಮುಖ"
ଲେନ୍ସ କନଭର୍ଜିଙ୍ଗ୍ |,ಒಮ್ಮುಖ ಲೆನ್ಸ್
"ବିପରୀତ, ବିପରୀତ","ವಿರುದ್ಧ, ವಿರುದ್ಧ"
VICA ବିପରୀତ |,VICA ವಿರುದ್ಧ
ରୂପାନ୍ତର,ಪರಿವರ್ತನೆ
ରୂପାନ୍ତରିତ |,ಪರಿವರ್ತಿಸಲಾಗಿದೆ
ରୂପାନ୍ତରକାରୀ |,ಪರಿವರ್ತಕ
ପରିବର୍ତ୍ତନଶୀଳ ଲେନ୍ସ |,ಕನ್ವರ್ಟಿಬಲ್ ಲೆನ್ಸ್
ଉନ୍ମୁକ୍ତ,ಪೀನ
ସଂକଳନ,ಪೀನತೆ
ଉନ୍ମୁକ୍ତ,ಪೀನ
biconvex,ಬೈಕಾನ್ವೆಕ್ಸ್
କୁଲାଣ୍ଟ,ಶೀತಕ
"ରେଫ୍ରିଜାଣ୍ଟ, ଚିଲର୍","ಶೀತಕ, ಶೀತಕ"
କୁଲିଜ୍ ଟ୍ୟୁବ୍ |,ಕೂಲಿಡ್ಜ್ ಟ್ಯೂಬ್
ଥଣ୍ଡା,ತಂಪಾಗಿಸುವಿಕೆ
କୁଲାଣ୍ଟ,ಶೀತಕ
ସହଯୋଗୀ ଘଟଣା |,ಸಹಕಾರಿ ವಿದ್ಯಮಾನ
"ସଂଯୋଜନା, ସଂଯୋଜନା","ಸಮನ್ವಯಗೊಳಿಸು, ಸಮನ್ವಯಗೊಳಿಸು"
ନିର୍ଦ୍ଦେଶକ ଅକ୍ଷ,ನಿರ್ದೇಶಕ ಅಕ್ಷ
ପ୍ଲାନାର୍ |,ಸಮತಲ
ସମତଳତା |,ಚಪ್ಪಟೆತನ
"କପି, କପି, କପି","ನಕಲು, ನಕಲು, ನಕಲು"
ମୂଳ,ಮೂಲ
ମୂଳ ଇଲେକ୍ଟ୍ରନ୍ |,ಕೋರ್ ಎಲೆಕ್ಟ್ರಾನ್
କୋରିଓଲିସ୍ ତ୍ୱରଣ |,ಕೊರಿಯೊಲಿಸ್ ವೇಗವರ್ಧನೆ
କୋରିଓଲିସ୍ ଫୋର୍ସ |,ಕೊರಿಯೊಲಿಸ್ ಬಲ
"କିରିଟ୍, କରୋନା","ಕಿರಿತ್, ಕರೋನಾ"
corona australis,ಕರೋನಾ ಆಸ್ಟ್ರೇಲಿಸ್
କରୋନା ବୋରାଲିସ୍ |,ಕರೋನಾ ಬೋರಿಯಾಲಿಸ್
ସ ar ର ପ୍ରଜ୍ୱଳନ |,ಸೌರ ಜ್ವಾಲೆ
ଗ୍ରାନୁଲ୍ |,ಕಣಕಣ
ଗ୍ରାନୁଲାର୍ |,ಹರಳಿನ
"ସଠିକ୍, ସଠିକ୍","ಸರಿ, ಸರಿ"
ସଂସୋଧିତ,ಪರಿಷ್ಕರಿಸಲಾಗಿದೆ
"ସଂଶୋଧନ, ସଂଶୋଧନ","ತಿದ್ದುಪಡಿ, ತಿದ್ದುಪಡಿ"
ସହ-ସମ୍ପର୍କ,ಸಹ ಸಂಬಂಧ
"to correspond, to correspond","ಸಂವಾದಿಯಾಗಲು, ಸಂವಾದಿಯಾಗಲು"
ସଙ୍ଗଠନର ନିୟମ |,ಸಂಘದ ನಿಯಮಗಳು
ସାଥୀ,ಪಕ್ಕವಾದ್ಯ
କୋସାଇନ୍ ନିୟମ |,ಕೊಸೈನ್ ನಿಯಮ
ସ୍ଥାନ ପ୍ରଚୁରତା |,ಬಾಹ್ಯಾಕಾಶ ಸಮೃದ್ಧಿ
ବ୍ରହ୍ମାଣ୍ଡ,ಕಾಸ್ಮಿಕ್
ସ୍ପେସ୍ ରଶ୍ମି ବିସ୍ଫୋରଣ |,ಬಾಹ್ಯಾಕಾಶ ಕಿರಣ ಸ್ಫೋಟ
"ସ୍ପେସ୍ ରଶ୍ମି, ମହାଜାଗତିକ ରଶ୍ମି |","ಬಾಹ್ಯಾಕಾಶ ಕಿರಣ, ಕಾಸ್ಮಿಕ್ ಕಿರಣ"
ସ୍ପେସ୍ ବୃଷ୍ଟି,ಬಾಹ್ಯಾಕಾಶ ಮಳೆ
ସ୍ଥାନ,ಜಾಗ
ବ୍ରହ୍ମାଣ୍ଡ,ಕಾಸ್ಮಿಕ್
"ବ୍ରହ୍ମାଣ୍ଡ ବିଜ୍ଞାନ, ବ୍ରହ୍ମାଣ୍ଡ ବିଜ୍ଞାନ |","ವಿಶ್ವವಿಜ್ಞಾನ, ವಿಶ್ವವಿಜ್ಞಾನ"
ମହାକାଶଚାରୀ,ಗಗನಯಾತ್ರಿ
ମହାକାଶଚାରୀ,ಗಗನಯಾತ್ರಿಗಳು
"ବ୍ରହ୍ମାଣ୍ଡ, ବ୍ରହ୍ମାଣ୍ଡ","ಬ್ರಹ್ಮಾಂಡ, ವಿಶ್ವ"
କୁଲମ୍ବ |,ಕೂಲಂಬ್
କୁଲୋମି କ୍ଷେତ୍ର |,ಕೂಲೋಮಿ ಪ್ರದೇಶ
କୁଲୋମିଟର |,ಕೂಲೋಮೀಟರ್
"ଗଣନା, ଗଣନା, ଗଣନା, ଗଣନା","ಎಣಿಕೆ, ಎಣಿಕೆ, ಎಣಿಕೆ, ಎಣಿಕೆ"
"ଗଣନା, ଓଲଟା ଗଣନା |","ಎಣಿಕೆ, ವಿಲೋಮ ಎಣಿಕೆ"
"କାଲକୁଲେଟର, କାଉଣ୍ଟର, ପ୍ୟାନେଲ୍ |","ಕ್ಯಾಲ್ಕುಲೇಟರ್, ಕೌಂಟರ್, ಫಲಕ"
ଓଲଟା,ಅಪ್ರದಕ್ಷಿಣಾಕಾರವಾಗಿ
"ଓଲଟା କରେଣ୍ଟ, କାଉଣ୍ଟର କରେଣ୍ଟ୍ |","ರಿವರ್ಸ್ ಕರೆಂಟ್, ಕೌಂಟರ್ ಕರೆಂಟ್"
ବିଦ୍ୟୁତ୍ ଶକ୍ତି ବିରୋଧୀ |,ಎಲೆಕ್ಟ್ರೋಮೋಟಿವ್ ಫೋರ್ಸ್ ಅನ್ನು ವಿರೋಧಿಸುತ್ತದೆ
ପ୍ରତିନିଧୀ,ನಿಯೋಜನೆ
ଓଲଟା ଟର୍ସ |,ಹಿಮ್ಮುಖ ಮುಂಡ
ଗଣନା ହାର,ಎಣಿಕೆ ದರ
"ଗଣନା, ଗଣନା-ସଂଖ୍ୟା, ଗଣନା, ଗଣନା |","ಎಣಿಕೆ, ಎಣಿಕೆ-ಸಂಖ್ಯೆ, ಎಣಿಕೆ, ಎಣಿಕೆ"
ବଳ ଯୋଡି |,ಬಲದ ಜೋಡಿ
ଯୋଡି,ಜೋಡಿಸಲಾಗಿದೆ
କପଲର୍,ಸಂಯೋಜಕ
ଯୋଡି,ಜೋಡಣೆ
"ଉଦ୍ଦିଷ୍ଟ ଦିଗ, ପଥ, ମାର୍ଗ","ಉದ್ದೇಶಿತ ನಿರ್ದೇಶನ, ಮಾರ್ಗ, ಮಾರ್ಗ"
ସମନ୍ୱୟ,ಕೋವೆಲೆನ್ಸಿ
ସମନ୍ୱୟ,ಕೋವೆಲೆನ್ಸಿ
ସହଯୋଗୀ,ಸಹಕಾರಿ
କୋଭାରିଆନ୍ସ |,ಸಹವರ್ತಿತ್ವ
ସମ୍ମିଳିତ,ಜೊತೆಗಿರುವ
"କଭରେଜ୍ କ୍ଷେତ୍ର, ପ୍ରସାରଣ କ୍ଷେତ୍ର |","ವ್ಯಾಪ್ತಿ ಪ್ರದೇಶ, ಪ್ರಸಾರ ಪ್ರದೇಶ"
କଭର ସିଟ୍ |,ಕವರ್ ಶೀಟ್
ଚାଟର୍,ವಟಗುಟ್ಟುವಿಕೆ
ପ୍ରଜନନ ହାର,ಫಲವತ್ತತೆಯ ಪ್ರಮಾಣ
ସାମାନ୍ୟ ବିକୃତି |,ಸ್ವಲ್ಪ ವಿರೂಪ
ଶିଖର,ಶಿಖರ
"ମାନଦଣ୍ଡ, ମାନଦଣ୍ଡ","ಮಾನದಂಡ, ಮಾನದಂಡ"
ଗୁରୁତର,ನಿರ್ಣಾಯಕ
ସମାଲୋଚନା,ವಿಮರ್ಶಾತ್ಮಕತೆ
ମକର ରାଶି କ୍ଲିପ୍ |,ಮಕರ ಸಂಕ್ರಾಂತಿ ಕ್ಲಿಪ್
ଅନ୍ଧକାରର ଅନ୍ଧକାର ରାଜ୍ୟ |,ವಂಚಕರ ಕರಾಳ ಸಾಮ್ರಾಜ್ಯ
କ୍ରସ୍-ହାଇବ୍ରିଡ୍ ହାଇବ୍ରିଡାଇଜେସନ୍ |,ಅಡ್ಡ-ಹೈಬ್ರಿಡ್ ಹೈಬ್ರಿಡೈಸೇಶನ್
କ୍ରସ୍ ବ୍ୟାଣ୍ଡ ଯୋଗାଯୋଗ |,ಕ್ರಾಸ್ ಬ್ಯಾಂಡ್ ಸಂವಹನ
ଅପ୍ରାସଙ୍ଗିକ ଚରିତ୍ର ବ୍ୟକ୍ତିତ୍ୱ |,ಅಪ್ರಸ್ತುತ ಪಾತ್ರದ ವ್ಯಕ್ತಿತ್ವ
କ୍ରସ୍ ସମ୍ପର୍କ,ಅಡ್ಡ ಸಂಬಂಧಗಳು
ଅତିକ୍ରମ କରୁଥିବା ଅଞ୍ଚଳ |,ದಾಟಿದ ಪ್ರದೇಶ
ସର୍ବନିମ୍ନ ଅବରାଟେସନ୍ ଲେନ୍ସ |,ಕನಿಷ್ಠ ವಿಪಥನ ಲೆನ್ಸ್
କ୍ରସ୍ ଉତ୍ପାଦ |,ಅಡ್ಡ ಉತ್ಪನ್ನ
ଅପ୍ରାସଙ୍ଗିକ ସଙ୍କେତ |,ಅಪ್ರಸ್ತುತ ಸಂಕೇತ
ଚଟାଣର ଏନକାଉଣ୍ଟର |,ಮಹಡಿಗಳ ಅತಿಕ್ರಮಣ
ସ୍ଥାନାନ୍ତରଣ କ୍ଷେତ୍ର,ಪರಿವರ್ತನೆ ವಲಯ
ସ୍ଥାନାନ୍ତରଣ ବିନ୍ଦୁ,ಪರಿವರ್ತನೆಯ ಬಿಂದು
ବିନିମୟ ମୂଲ୍ୟ,ವಿನಿಮಯ ಮೌಲ್ಯ
ଭେକ୍ଟର-ଉତ୍ପାଦ ଭେକ୍ଟର-ଉତ୍ପାଦ |,ವೆಕ್ಟರ್-ಉತ್ಪನ್ನ ವೆಕ್ಟರ್ ಉತ್ಪನ್ನ
"କ୍ରସ୍ ବିଭାଗ, କ୍ରସ୍ ବିଭାଗ |","ಅಡ್ಡ ವಿಭಾಗ, ಅಡ್ಡ ವಿಭಾಗ"
"ଏକାଧିକ ଶବ୍ଦ, ହାଇବ୍ରିଡ୍ ଶବ୍ଦ |","ಬಹು ಪದ, ಹೈಬ್ರಿಡ್ ಪದ"
କ୍ରସ୍ ତାର,ಅಡ್ಡ ತಂತಿ
"ମୁକୁଟ ଅପ୍ଟିକାଲ ଗ୍ଲାସ, ମୁକୁଟ ଅପ୍ଟିକାଲ ଗ୍ଲାସ |","ಕ್ರೌನ್ ಆಪ್ಟಿಕಲ್ ಗ್ಲಾಸ್, ಕ್ರೌನ್ ಆಪ್ಟಿಕಲ್ ಗ್ಲಾಸ್"
ଥଣ୍ଡା ମିଶ୍ରଣ,ತಂಪಾಗಿಸುವ ಮಿಶ್ರಣ
ନିମ୍ନ ତାପମାତ୍ରା ଇଲେକ୍ଟ୍ରୋନିକ୍ସ |,ಕಡಿಮೆ ತಾಪಮಾನ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್
ହାଇପୋଥର୍ମିଆ |,ಲಘೂಷ್ಣತೆ
କ୍ରିଏଜେନିକ୍ ଲାବୋରେଟୋରୀ |,ಕ್ರಯೋಜೆನಿಕ್ ಪ್ರಯೋಗಾಲಯ
nimratapiki,ನಿಮ್ರತಾಪಿಕಿ
ଫ୍ରିଜ୍ ଗେଜ୍ |,ಘನೀಕರಿಸುವ ಗೇಜ್
କ୍ରିଓମେଟ୍ରିକ୍ ସ୍ଥିର |,ಕ್ರೈಯೊಮೆಟ್ರಿಕ್ ಸ್ಥಿರ
ସ୍ଫଟିକ୍,ಸ್ಫಟಿಕ
"ସ୍ଫଟିକ୍, ଫାଇବ୍ରସ୍ |","ಸ್ಫಟಿಕದಂತಹ, ನಾರು"
"ସ୍ଫଟିକୀକରଣ, ସ୍ଫଟିକୀକରଣ, ସ୍ଫଟିକୀକରଣ |","ಸ್ಫಟಿಕೀಕರಣ, ಸ್ಫಟಿಕೀಕರಣ, ಸ್ಫಟಿಕೀಕರಣ"
ସ୍ଫଟିକ୍ ବ scientist ଜ୍ଞାନିକ |,ಸ್ಫಟಿಕ ವಿಜ್ಞಾನಿ
ସ୍ଫଟିକ୍-ଗଠନମୂଳକ |,ಸ್ಫಟಿಕ-ರಚನಾತ್ಮಕ
ସ୍ଫଟିକ୍ ଗଠନ,ಸ್ಫಟಿಕ ರಚನೆ
"କ୍ରିଷ୍ଟାଲୋଗ୍ରାଫି, ସ୍ଫଟିକ୍ ବିଜ୍ଞାନ |","ಸ್ಫಟಿಕಶಾಸ್ತ್ರ, ಸ್ಫಟಿಕ ವಿಜ್ಞಾನ"
ଜଟଣୀ ସ୍ଥାନାନ୍ତର କାର୍ଯ୍ୟ |,ಲ್ಯಾಟಿಸ್ ವರ್ಗಾವಣೆ ಕಾರ್ಯಾಚರಣೆ
ସ୍ଫଟିକ୍ ଦୁର୍ଗନ୍ଧ |,ಸ್ಫಟಿಕ ಸ್ಮಡ್ಜ್
କ୍ୟୁବ୍ କ୍ୟୁବ୍ |,ಘನ ಘನ
"କ୍ୟୁବ୍, କ୍ୟୁବ୍, କ୍ୟୁବ୍, ତ୍ରିରଙ୍ଗା, କ୍ୟୁବ୍, ତ୍ରିରଙ୍ଗା |","ಕ್ಯೂಬ್, ಕ್ಯೂಬ್, ಕ್ಯೂಬ್, ಟ್ರಯಾಂಗಲ್, ಕ್ಯೂಬ್, ಟ್ರಯಾಂಗಲ್"
ଘନ ଖଣ୍ଡ,ಘನ ಸೀಳು
କକ୍ଷପଥ,ಕಕ್ಷೀಯ
ସଂକଳନ,ಸಂಚಿತ
କ୍ୟୁରି ସ୍ଥିର |,ಕ್ಯೂರಿ ಸ್ಥಿರ
କ୍ୟୁରି ଇଫେକ୍ଟ |,ಕ್ಯೂರಿ ಎಫೆಕ್ಟ್
"କ୍ୟୁରି ପଏଣ୍ଟ, କ୍ୟୁରି ତାପମାତ୍ରା, କ୍ୟୁରି ଡିମାଗ୍ନେଟାଇଜେସନ୍ ପଏଣ୍ଟ |","ಕ್ಯೂರಿ ಪಾಯಿಂಟ್, ಕ್ಯೂರಿ ತಾಪಮಾನ, ಕ್ಯೂರಿ ಡಿಮ್ಯಾಗ್ನೆಟೈಸೇಶನ್ ಪಾಯಿಂಟ್"
କ୍ୟୁରି,ಕ್ಯೂರಿ
stream ରଣା,ಸ್ಟ್ರೀಮ್
ସଂଖ୍ୟା କିମ୍ବା ପ୍ରତୀକ ସହିତ ଅକ୍ଷର ମଧ୍ଯ ବ୍ୟବହାର କରି,ಸ್ಟ್ರೀಮ್ನ ಅಲ್ಪಸಂಖ್ಯಾತ
ବଣ୍ଟନ,ವಿತರಣೆ
ବକ୍ରତା,ವಕ್ರತೆ
ବକ୍ର ବକ୍ର ରେଖା |,ಕರ್ವ್ ಕರ್ವ್ ಲೈನ್
ବକ୍ର,ಬಾಗಿದ
ବକ୍ର ଦଣ୍ଡିକା |,ಕರ್ವ್ ಬಾರ್
ବକ୍ର ପୃଷ୍ଠା |,ಬಾಗಿದ ಪುಟ
ଅଭିବୃଦ୍ଧି ବକ୍ର,ಬೆಳವಣಿಗೆಯ ರೇಖೆ
curvilinear,ವಕ್ರರೇಖೆಯ
"ପର୍ଫୋରେଟର, କାଟିବା |","ರಂದ್ರ, ಕತ್ತರಿಸುವುದು"
ଶେଷ ଜୋନ୍ |,ಅಂತಿಮ ವಲಯ
ଶେଷ ଆବୃତ୍ତି,ಅಂತಿಮ ಆವರ್ತನ
ଶେଷ ବିନ୍ଦୁ,ಅಂತಿಮ ಬಿಂದು
ଟର୍ମିନାଲ୍ ପଏଣ୍ଟ ବେଗ |,ಟರ್ಮಿನಲ್ ಪಾಯಿಂಟ್ ವೇಗ
ଟର୍ମିନାଲ୍ ଭୋଲଟେଜ୍,ಟರ್ಮಿನಲ್ ವೋಲ್ಟೇಜ್
"ପ୍ରଦର୍ଶନକାରୀ, ପ୍ରଦର୍ଶନକାରୀ","ಪ್ರದರ್ಶಕ, ಪ್ರದರ್ಶಕ"
ସାଇବରନେଟିକ୍ସ |,ಸೈಬರ್ನೆಟಿಕ್ಸ್
"ଚକ୍ର, ଚକ୍ର, ଚକ୍ର","ಸೈಕಲ್, ಸೈಕಲ್, ಸೈಕಲ್"
ପ୍ରତି ସେକେଣ୍ଡରେ ଚକ୍ର |,ಪ್ರತಿ ಸೆಕೆಂಡಿಗೆ ಚಕ್ರಗಳು
"ସାଇକ୍ଲିକ୍, ସାଇକ୍ଲିକ୍ |","ಆವರ್ತಕ, ಆವರ್ತಕ"
ସ୍ପିନ୍,ಸ್ಪಿನ್
ସାଇକ୍ଲିକ୍ ପେଣ୍ଡୁଲମ୍ |,ಆವರ್ತಕ ಲೋಲಕ
ସାଇକ୍ଲୋଟ୍ରନ୍ |,ಸೈಕ್ಲೋಟ್ರಾನ್
ସାଇକ୍ଲୋଟ୍ରନ୍ ଫ୍ରିକ୍ୱେନ୍ସି |,ಸೈಕ್ಲೋಟ್ರಾನ್ ಆವರ್ತನ
"ସିଲିଣ୍ଡର, ସିଲିଣ୍ଡର","ಸಿಲಿಂಡರ್, ಸಿಲಿಂಡರ್"
"ସିଲିଣ୍ଡର, ସିଲିଣ୍ଡର ଆକୃତି, ସିଲିଣ୍ଡର, ସିଲିଣ୍ଡର |","ಸಿಲಿಂಡರಾಕಾರದ, ಸಿಲಿಂಡರ್ ಆಕಾರ, ಸಿಲಿಂಡರ್, ಸಿಲಿಂಡರ್"
ସିଲିଣ୍ଡର ହାରମୋନିକ୍ |,ಸಿಲಿಂಡರ್ ಹಾರ್ಮೋನಿಕ್
ଓଦା,ತೇವಗೊಳಿಸಲಾಗಿದೆ
