Assamese,English
হোম গাৰ্ড,Home Guard
গৃহভূমি,Homeland
গৃহ শাসন,Home rule
হোম ৰুল,Home Rule
হৰ্ড,Horde
হৰ্ড,Horde
শত্ৰুতাপূৰ্ণ দেশ,Hostile country
শত্ৰুতাপূৰ্ণ ভূমি,Hostile land
hot pursuit,hot pursuit
ঘৰ,House
ঘৰ,House
হাউচ অৱ কমনছ,House of Commons
হাউচ অৱ লৰ্ডছ,House of Lords
প্ৰতিনিধি সদন,House of Representatives
হুগুয়েনট,Huguenots
মানৱতাবাদ,Humanism
মানৱতাবাদী,Humanist
শত Yesrs&#39; যুদ্ধ,Hundred Yesrs' War
হাংকাৰ,Hunker
ইবাদাত খানা (পূজাৰ ঘৰ),Ibadat Khana (House of Worship)
আইকনক্লাষ্ট,Iconoclast
মূৰ্তিপূজক,Idolater
ইলাহি যুগ,Ilahi era
অবৈধ যুদ্ধ,Illegal war
আলোকিত পাণ্ডুলিপি,Illuminated manuscript
সচিত্ৰ পাণ্ডুলিপি,Illustrated manuscript
সচিত্ৰ পাণ্ডুলিপি,Illustrated manuscript
ইমাম (ইমাউম),Imam (Immaum)
ইমামত,Imamate
ইমামত,Imamate
ইমাম্বৰা,Imambarah
ইম্পেৰিয়েল,Imperial
ইম্পেৰিয়েল চিটি,Imperial city
সাম্ৰাজ্যবাদ,Imperialism
ইম্পেৰিয়েল পছন্দ,Imperial preference
নীতিহীনতা,Impolicy
ভণ্ড,Impostor
কাৰাবাস,Imprisonment
কাৰাবাস,Imprisonment
আক্ৰমণ,Incursion
আক্ৰমণকাৰী,Incursionist
স্বাধীনতা,Independence
স্বাধীনতা দিৱস,Independence day
স্বাধীনতা প্ৰেক্ষাগৃহ,Independence Hall
ভাৰতীয় আমেৰিকান (=ৰেড ইণ্ডিয়ান=আমেৰিকান ইণ্ডিয়ান),Indian Amerian (=Red Indian=American Indian)
ইণ্ডিয়ান হোম ৰুল লীগ,Indian Home Rule League
ঔদ্যোগিক বিপ্লৱ,Industrial Revolution
কাফিৰ,Infidel
কাফিৰ,Infidel
অনুপ্ৰৱেশ,Infiltration
অনুপ্ৰৱেশকাৰী,Infiltrator
তথ্যদাতা,Informant
তথ্যদাতা,Informant
তথ্যদাতা,Informer
তথ্যদাতা,Informer
প্ৰৱেশ,Ingress
প্ৰৱেশ,Ingress
প্ৰৱেশ,Ingress
বাসস্থান,Inhabitance
বাসিন্দা,Inhabitant
উত্তৰাধিকাৰ,Inheritance
উত্তৰাধিকাৰ,Inheritance
উত্তৰাধিকাৰ,Inheritance
শিলালিপি,Inscription
চিহ্ন,Insignia
যোগদানৰ যন্ত্ৰ,Instrument of Accession
চৰকাৰৰ আহিলা,Instrument of Government
বিদ্ৰোহ (বিদ্ৰোহ),Insurgence (insurgency)
বিদ্ৰোহী,Insurgent
বিদ্ৰোহ,Insurrection
বিদ্ৰোহ,Insurrection
সংহতি,Integration
ৰেকৰ্ডৰ অখণ্ডতা,Integrity of records
ৰাজ্যসমূহৰ অখণ্ডতা,Integrity of states
বুদ্ধিমান (Intelligentzia),Intelligentsia (Intelligentzia)
মধ্যস্থতা,Intercession
মধ্যস্থতাকাৰী,Intercessor
মধ্যস্থতাকাৰী,Intermediary
আন্তৰ্জাতিকতাবাদ,Internationalism
আন্তৰ্জাতিকতাবাদ,Internationalism
আন্তৰ্জাতিকতাবাদী,Internationalist
আন্তঃসংযোগী যুদ্ধ,Internecine war
ইণ্টাৰনী,Internee
ইণ্টাৰনী,Internee
ইণ্টাৰনী শিবিৰ,Internee camp
আৱদ্ধ কৰি ৰখা,Internment
আৱদ্ধ কৰি ৰখা,Internment
আৱদ্ধ কৰি ৰখা,Internment
Internuncio,Internuncio
ব্যাখ্যাকৰোতা,Interpreter
ব্যাখ্যাকৰোতা,Interpreter
ব্যাখ্যাকৰোতা,Interpreter
হস্তক্ষেপ,Intervention
ইনটেষ্টেচি,Intestacy
ইনটেষ্টেট,Intestate
কুটিলতা,Intrigue
অনুপ্ৰৱেশকাৰী,Intruder
অনুপ্ৰৱেশকাৰী,Intruder
অনুপ্ৰৱেশ,Intrusion
আক্ৰমণ,Invasion
আক্ৰমণ,Invasion
বিনিয়োগ কৰা,Invest
বিনিয়োগ কৰা,Invest
বিনিয়োগ কৰা,Invest
বিনিয়োগ কৰা,Invest
বিনিয়োগ,Investiture
বিনিয়োগ,Investiture
বিনিয়োগ,Investiture
বিনিয়োগ অনুষ্ঠান,Investiture ceremony
জাতীয়তাৰ সৈতে বিনিয়োগ কৰক,Invest with nationality
অজেয় আৰ্মাডা,Invincible Armada
অলংঘনীয়তা (ৰাষ্ট্ৰৰ),Inviolateness (of state)
অলংঘিত অৱস্থা,Inviolate state
অক্ষম দুৰ্গ,Invulnerable castle
লোৰ যুগ,Iron age
লোহাৰ পৰ্দা,Iron curtain
লোহাৰ ৰক্ষক,Iron guard
লোহাৰ ৰেচন,Iron rations
লোহাৰ কাষ,Iron sides
লোহাৰ টিপযুক্ত কাঁড়,Iron tipped arrow
ইষ্টমিয়ান খেল,Isthmian games
জেনিছাৰী,Janissary
জেনিটৰ,Janitor
জেনিটৰ,Janitor
জেভেলিন,Javelin
জিম ক&#39;ৰ&#39; ল&#39;ছ,Jim Crow Laws
জিংগো,Jingo
জিংগো,Jingo
জিংগো,Jingo
জিংগোবাদ,Jingoism
যৌথ ব্যৱস্থা,Joint action
যৌথ নিয়ন্ত্ৰণ,Joint control
যৌথ দখল,Joint occupancy
জুৰী,Jury
মাত্ৰ কাৰণ,Just cause
ৰাখক,Keep
আৰ্কাইভৰ ৰক্ষক,Keeper of Archives
কেটলি-ড্ৰাম,Kettle-drum
মূল শব্দ,Key word
ৰজা,King
ৰাজ্য,Kingdom
কিংলেট,Kinglet
ৰজা নিৰ্মাতা,King maker
ৰজাৰ পদ,Kingship
ৰজাৰ পদ,Kingship
পাকঘৰৰ কেবিনেট,Kitchen cabinet
ৰজা,Knight
ৰজাৰত্ব,Kinghthood
Kinghts হস্পিতালৰ লোক,Kinghts hospitalers
নাইটছ অৱ চেণ্ট জন,Knights of Saint John
নাইট টেম্পলাৰ,Knight Templar
কু ক্লাক্স ক্লান (KKK),Ku Klux Klan (K.K.K.)
কুমিনতাং,Kumintang
লেইটি,Laity
লেন্স,Lance
লেন্সাৰ,Lancer
পিছলৈ গুপ্তাছ,Later Guptas
বৈধ উত্তৰাধিকাৰী,Lawful heir
আইন-শৃংখলাহীনতা (=বিকাৰ),Lawlessness (=disorder)
আইন-শৃংখলাহীনতা (=বিকাৰ),Lawlessness (=disorder)
আইন প্ৰভুসকল,Law lords
ধৰ্মপৰায়ণতাৰ নিয়ম,Law of Piety
লীগ অৱ নেচনছ,League of Nations
লিগেচি (=উইল),Legacy (=bequest)
লিগেচি (=উইল),Legacy (=bequest)
আইনী উত্তৰাধিকাৰী,Legal heir
লেগেট,Legate
লেগেট,Legate
লেগেট,Legate
কিংবদন্তী,Legend
কিংবদন্তী,Legend
লিজিয়ন,Legion
লিজিয়ন,Legion
লিজিয়ন অৱ অনাৰ,Legion of Honour
লেচে মহিমা (=lese majeste),Lese majesty (=lese majeste)
ক্ষুদ্ৰ ৰাজ্য,Lesser states
বিশ্বাসযোগ্যতাৰ পত্ৰ,Letters of credence
লিয়েজ-লৰ্ড,Liege-lord
লিয়েজ মানুহ,Liege man
লিয়েজ মানুহ,Liege man
আজীৱন কাৰাদণ্ড,Life imprisonment
বংশ,Lineage
লিটিল ইংলেণ্ডৰ,Little Englander
লিটল ভেহিকেল (=ক্ষুদ্ৰ বাহন),Little Vehicle (=lesser vehicle)
উপকূলীয় অৱস্থা,Littoral state
লিটাৰ্জী,Liturgies
লিটাৰ্জী,Liturgy
স্থানীয় আনুগত্য,Local allegiance
স্থানীয়-আত্ম চৰকাৰ,Local-self government
দীঘলীয়া সংসদ,Long Parliament
নিম্ন দেশ,Low Countries
অনুগত,Loyal
আনুগত্য,Loyalty
মেকিয়াভেলিয়ান নীতি,Machiavellian policy
মেগনা কাৰ্টা,Magna Carta
মেগনাম কনচিলিয়াম,Magnum Concillium
মালুম প্ৰহিবিটাম,Malum prohibitum
মাণ্ডামছ,Mandamus
আদেশ,Mandate
"আদেশ, ক্লাছ &#39;ক&#39;।","Mandate, class 'A'"
"আদেশ, ক্লাছ &#39;খ&#39;।","Mandate, class 'B'"
"আদেশ, শ্ৰেণী &#39;গ&#39;।","Mandate, class 'C'"
আদেশ ব্যৱস্থা,Mandate system
বাধ্যতামূলক ৰাজ্য,Mandatory state
মেংগোনেল,Mangonel
ইস্তাহাৰ,Manifesto
কৌশল,Manoeuvres
যুদ্ধৰ মানুহ,Man-of-war
মেন&#39;ৰ,Manor
মেন&#39;ৰ,Manor
মানুহ-শক্তি,Man-power
মানুহ-শক্তি,Man-power
মানুমিচন,Manumission
মনুমিত,Manumit
পাণ্ডুলিপি,Manuscript
পাণ্ডুলিপি,Manuscript
পাণ্ডুলিপি,Manuscript
মাৰাউডাৰ,Marauder
সামুদ্ৰিক বেল্ট,Maritime belt
সামুদ্ৰিক সভ্যতা,Maritime civilization
সামুদ্ৰিক পতাকা,Maritime flag
সামুদ্ৰিক শক্তিসমূহ,Maritime powers
সামুদ্ৰিক সাৰ্বভৌমত্ব,Maritime soverignty
সামুদ্ৰিক যুদ্ধ,Maritime war
মাৰ্কিছ,Marquis
মাৰ্কিজেট,Marquisate
সামৰিক আইন,Martial law
যুদ্ধ দৌৰ,Martial races
শ্বহীদ,Martyr
হত্যাকাণ্ড,Massacre
কৌশলৰ ভৰ,Mass of manoeuvre
মাষ্টাৰ-এট-আৰ্মছ,Master-at-arms
অনুষ্ঠানৰ মাষ্টাৰ,Master of ceremonies
মাষ্টাৰ অৱ হাউচহ’ল্ড,Master of Household
ঘোঁৰাৰ মাষ্টাৰ,Master of the Horse
মাষ্টাৰ অৱ দ্য ৰোলছ,Master of the Rolls
মিল থকা,Match
মিল থকা,Match
মেচলক,Matchlock
বৈবাহিক মিত্ৰতা,Matrimonial alliance
ভূমধ্যসাগৰীয় শক্তিসমূহ,Mediterranian powers
মেনশ্বেভিক,Menshevik
ভাড়াতীয়া সেনাবাহিনী,Mercenary army
ভাড়াতীয়া সৈনিক,Mercenary soldier
ব্যৱসায়ী,Merchantman
মধ্যযুগ,Middle ages
মৈদ্ধ পূৰ্ব,Middle East
মধ্যম অংশ,Middle passage
মধ্যম পথ,Middle path
মধ্যম পথ (=মধ্যম পথ),Middle way (=middle course)
প্ৰব্ৰজনকাৰী,Migrant
প্ৰব্ৰজন,Migration
প্ৰব্ৰজন,Migration
প্ৰব্ৰজন,Migration
সামৰিকতাবাদ,Militarism
সামৰিকতাবাদ,Militarism
সামৰিকতাবাদ,Militarism
সামৰিকতাবাদ,Militarism
সামৰিকবাদী,Militarist
সামৰিকবাদী,Militarist
সামৰিককৰণ,Militarization
সামৰিককৰণ,Militarization
সামৰিককৰণ,Militarization
সামৰিক কৌশলবিদ (=কৌশলবিদ),Military tactician (=tactician)
সামৰিক কৌশলবিদ (=কৌশলবিদ),Military tactician (=tactician)
সামৰিক কৌশল (=কৌশল),Military tactics (=tactics)
মিলিচীয়া,Militia
মিলিচীয়া,Militia
অপশাসন,Misrule
লিংক হেৰাই গৈছে,Missing link
উদ্দেশ্য,Mission
উদ্দেশ্য,Mission
উদ্দেশ্য,Mission
মিশ্ৰ জাতিৰ,Mixed race
আধুনিক ইতিহাস,modern history
মডাছ ভিভেণ্ডি,Modus vivendi
মনাচিজম,Monachism
মনাৰ্ক,Monarch
মনাৰ্ক,Monarch
ৰাজতন্ত্ৰবাদ,Monarchism
ৰাজতন্ত্ৰবাদ,Monarchism
ৰাজতন্ত্ৰবাদী,Monarchist
ৰাজতন্ত্ৰ,Monarchy
মঠ,Monastery
মঠ,Monastery
মঠ,Monastery
মঠ-মন্দিৰ,Monasticism
মঠ-মন্দিৰ,Monasticism
সন্ন্যাসী,Monk
মাতৃ দেশ,Mother country
মাতৃভূমি,Motherland
সংসদৰ মাতৃ,Mother of Parliaments
মাকৰেকাৰছ,Muckrakers
মামী,Mummy
সংগ্ৰাহালয়,Museum
মাস্কেট,Musket
মাস্কেটিয়াৰ,Musketeer
মাস্কেট্ৰি,Musketry
মাস্কেট্ৰি,Musketry
মাষ্টাৰ মাষ্টাৰ,Muster master
মাষ্টাৰ-ৰোল,Muster-roll
মাষ্টাৰ-ৰোল,Muster-roll
বিদ্ৰোহ,Mutiny
বিদ্ৰোহ আইন,Mutiny Act
ৰহস্য জাহাজ,Mystery ship
বৰ্ণনা,Narrative
জাতি,Nation
স্থানীয়,Native
থলুৱা ৰাজ্য,Native state
প্ৰকৃতিবাদ,Naturalism
প্ৰাকৃতিক অধিকাৰ,Natural rights
নাজী,Nazi
নাজী বিপ্লৱ,Nazi revolution
নাজীবাদ,Nazism
পূবৰ ওচৰত,Near East
নিগ্ৰো,Negro
নেগ্ৰ&#39;ফিল,Negrophil
নিগ্ৰোফিলিজম,Negrophilism
নিগ্ৰোফ’বিয়া,Negrophobia
নিৰপেক্ষ,Neutral
নিৰপেক্ষ দেশ,Neutral country
নিউ ডিল,New Deal
নতুন পৃথিৱী,New World
আভিজাত্য,Nobility
নোবেল,Noble
নোবেল,Noble
যাযাবৰী,Nomad
যাযাবৰী গোট,Nomadic horde
যাযাবৰীতা,Nomadism
অ-আগ্ৰাসন চুক্তি,Non-aggression pact
অ-আগ্ৰাসন চুক্তি,Non-aggression treaty
অযুদ্ধপ্ৰায় অৱস্থা,Non-belligerent state
অসহযোগিতা,Non-co-operation
অসহযোগ আন্দোলন,Non co-operation movement
আগফালৰ অংশ,Obverse
আগফালৰ অংশ,Obverse
অক্ল&#39;ক্ৰেচি (=মব&#39;ক্ৰেচি),Ochlocracy (=mobocracy)
অক্লক্ৰেট,Ochlocrat
চৰকাৰী নথি,Official document
পুৰণি পৃথিৱী,Old world
অলিগাৰ্চি,Oligarchy
আক্ৰমণ,Onslaught
মুকলি আলোচনা,Open negotiation
মুকলি প্ৰশ্ন,Open question
ৰেকৰ্ডসমূহ খোলা,Open records
অৰিয়েণ্ট,Orient
প্ৰাচ্যবাদ,Orientalism
প্ৰাচ্যবাদ,Orientalism
প্ৰাচ্যবিদ,Orientalist
মূলত,Origin
মূলত,Origin
অৰ্থগ্ৰাফী,Orthography
শত্ৰুতাৰ প্ৰাদুৰ্ভাৱ,Outbreak of hostilities
আউট-পোষ্ট,Out-post
অভাৰ-লৰ্ড,Over-lord
অভাৰ-ৰাইড,Over-ride
অভাৰ-ৰাইড,Over-ride
পৌত্তলিক,Pagan
পৌত্তলিক,Pagan
পৌত্তলিকতাবাদ,Paganism
পৌত্তলিকতাবাদ,Paganism
পেগোডা,Pagoda
পেগোডা,Pagoda
পেগোডা,Pagoda
প্ৰাসাদৰ কুটিলতা,Palace intrigues
পেলেটিনেট,Palatinate
কল-পাত,Palm-leaf
পাম দেওবাৰ,Palm Sunday
পেনেগিৰিষ্ট,Panegyrist
ত্ৰাস,Panic
ত্ৰাস,Panic
আতংক-মংগাৰ,Panic-monger
পোপৰ পদ,Papacy
পোপৰ পদ,Papacy
পোপৰ পদ,Papacy
পোপৰ পদ,Papacy
পোপৰ ম&#39;হ,Papal bull
পোপবাদ,Papalism
পোপবাদ,Papalism
পোপবাদী,Papalist
পোপৰ ৰাজ্য,Papal state
পেপিজম (=পেপিষ্ট্ৰি),Papism (=papistry)
পেপিষ্ট,Papist
পেপিৰাছ,Papyrus
দৃষ্টান্ত,Parable
পেৰামাউণ্ট,Paramount
Paramountcy (=পৰম শক্তি),Paramountcy (=paramount power)
পেৰামাউণ্ট লেডী,Paramount lady
পৰম প্ৰভু,Paramount lord
পাৰ্চমেণ্ট,Parchment
পাৰ্চমেণ্ট,Parchment
পাৰ্চমেণ্ট,Parchment
ক্ষমা কৰিব,Pardon
পাৰ্লিছ,Parleys
পাৰ্লিছ,Parleys
সংসদ (=সংসদ),Parliament (=parlement)
সংসদ,Parliament
সংসদ,Parliament
সংসদ,Parliament
সংসদ আইন,Parliament Act
সংসদ সদস্য,Parliamentarian
সংসদ সদস্য,Parliamentarian
সংসদীয় এজেণ্ট,Parliamentary agent
পাৰ্নেলিজম,Parnellism
পেৰ’ল,Parole
পেৰ’ল,Parole
পেৰিচাইড,Parricide
পেৰিচাইড,Parricide
পাৰ্টিছান,Partisan
পাৰ্টিছান,Partisan
পাৰ্টিছান,Partisan
উত্তীৰ্ণ,Pass
পাছ ৱৰ্ড (=watch word),Pass word (=watch word)
পেট্ৰিয়াৰ্ক,Patriarch
পিতৃপুৰুষসকল,Patriarchs
পেট্ৰিচিয়ান,Patrician
পৈতৃকত্ব,Patrimony
পেক্স ব্ৰিটানিকা,Pax Britannica
পেক্স ৰোমানা,Pax Romana
বংশবৃক্ষ,Pedigree
বংশবৃক্ষ,Pedigree
বংশবৃক্ষ ব্যক্তি,Pedigreed person
সহকৰ্মী,Peer
সহকৰ্মী,Peer
পিৰেজ,Peerage
পিৰেজ,Peerage
পিৰেজ,Peerage
আয়াৰলেণ্ডৰ সমনীয়া,Peers of Ireland
স্কটলেণ্ডৰ সমনীয়া,Peers of Scotland
উপদ্বীপীয় অভিযান,Peninsular Campaign
উপদ্বীপীয় যুদ্ধ,Peninsular war
পেনেণ্ট,Pennant
জনসাধাৰণৰ চনদ (=ৰাষ্ট্ৰীয় চনদ),People's Charter (=National Charter)
জনমূখ (=জনপ্ৰিয় ফ্ৰণ্ট),People's front (=popular front)
পাৰ্ফিডি,Perfidy
সময়কাল,Period
সময়কাল,Period
পেৰিফেৰী,Periphery
স্থায়ী বন্দোবস্ত,Permanent Settlement
চিৰন্তন ফিফ,Perpetual fief
ফালানক্স,Phalanx
ফালানক্স,Phalanx
ফ্ৰাউন,Phraoh
চিত্ৰচিত্ৰ,Pictogram
পিক্টোগ্ৰাফ,Pictograph
পিক্টোগ্ৰাফ,Pictograph
তীৰ্থযাত্ৰী,Pilgrim
তীৰ্থযাত্ৰী পিতৃসকল,Pilgrim fathers
লুটপাত,Pillage
লুটপাত,Pillage
স্তম্ভ,Pillar
স্তম্ভ আদেশ (অশোকৰ),Pillar Edicts (of Ashoka)
স্তম্ভ আদেশ (অশোকৰ),Pillar Edicts (of Ashoka)
স্তম্ভ আদেশ (অশোকৰ),Pillar Edicts (of Ashoka)
পাইৰেট,Pirate
পাইৰেট,Pirate
পিটচড যুদ্ধ,Pitched battle
পটভূমি,Plot
পলিছ,Polis
পলিছ,Polis
পলিটাৰ্চ,Politarch
ৰাজনৈতিক এজেন্ট,Political Agent
ৰাজনৈতিক আশ্ৰয়,Political asylum
ৰাজনৈতিক আৱাসী,Political Resident
ৰাজনৈতিক সন্ত্ৰাসবাদ,Political terrorism
ভোটগ্ৰহণ কৰ,Poll tax
পণ্টুন,Pontoon
প্ৰধানমন্ত্ৰী,Premier
প্ৰধানমন্ত্ৰী,Premier
প্ৰিমিয়াৰ লীগ,Premiership
ৰাষ্ট্ৰপতিত্ব,Presidency
ৰাষ্ট্ৰপতিত্ব,Presidency
ৰাষ্ট্ৰপতি,President
ৰাষ্ট্ৰপতি,President
প্ৰেচিডিয়াম,Presidium
প্ৰধানমন্ত্ৰী,Prime Minister
প্ৰাইমোজেনিচাৰ,Primogeniture
প্ৰিন্স,Prince
প্ৰিন্স,Prince
প্ৰিন্স বিচপ,Prince Bishop
প্ৰিন্স কনচৰ্ট,Prince Consort
প্ৰিন্স ৰিজেণ্ট,Prince Regent
পিন্স ৰেগনেণ্ট,Pince regnant
ৰাজকুমাৰী ৰিজেণ্ট,Princess Regent
ৰাজকুমাৰী ৰয়েল,Princess Royal
প্ৰিন্সিপালিটি,Principality
প্ৰিন্সিপালিটি,Principality
প্ৰিন্সিপালিটি,Principality
পুৰষ্কাৰ,Prize
পুৰষ্কাৰ,Prize
পুৰস্কাৰৰ ধন,Prize money
পেছাদাৰী সৈনিক,Professional soldier
প্ৰতিশ্ৰুতি,Promise
প্ৰমন্টৰী দুৰ্গ,Promontory fort
প্ৰটেক্টৰেট,Protectorate
প্ৰটেক্টৰেট,Protectorate
প্ৰটেক্টৰেট,Protectorate
Protégé,Protégé
উৎপত্তিস্থল,Provenance
উৎপত্তিস্থল,Provenance
প্ৰভেনেন্স ব্যৱস্থা,Provenance system
জিয়নিষ্ট সমৰ্থক,Pro-zionist
ৰাজহুৱা শত্ৰু,Public enemy
ৰাজহুৱা শত্ৰু,Public enemy
বিৰাম চিহ্ন,Punctations
পুনিক যুদ্ধ,Punic wars
পিউৰিটান,Puritan
পুচ্চ,Putsch
কোৱাড্ৰিগা,Quadriga
চতুৰ্ভুজ মিত্ৰতা,Quadruple alliance
কোৱাকাৰ,Quaker
ৰাণী,Queen
ৰাণী কনচৰ্ট,Queen consort
ৰাণী বিধৱা,Queen dowager
কুইনডম,Queendom
কুইনডম,Queendom
ৰাণী মা,Queen mother
ৰাণী ৰাজত্ব কৰা,Queen regnant
কুইছলিং,Quisling
কুইছলিং,Quisling
ভাড়া এৰি দিয়ক,Quit rent
কুইভাৰ,Quiver
Quo warranto,Quo warranto
জাতি,Race
বৰ্ণবাদী আধিপত্য,Racial supremacy
ৰেক,Rack
ৰেক,Rack
অভিযান,Raid
অভিযান,Raid
ৰেমপাৰ্ট,Rampart
ৰেমপাৰ্ট,Rampart
ৰেনছাক,Ransack
মুক্তিপণ,Ransom
মুক্তিপণ,Ransom
ৰেভেজ,Ravage
ৰেভেজ,Ravages
ৰাজ্য,Realm
ৰিয়াৰ গাৰ্ড,Rear guard
ৰিয়াৰ গাৰ্ডৰ একচন,Rear guard action
বিদ্ৰোহী,Rebel
বিদ্ৰোহ,Rebellion
বিদ্ৰোহৰ স্বীকৃতি,Recognition of insurgency
পুনৰ পৰিবাহী,Reconduction
গোপনীয়তা,Reconnaissance
পুনৰ্গঠন,Reconstruction
নথিভুক্ত,Record
ৰেকৰ্ড অফিচ,Record office
অৱসৰৰ অভিলেখ,Record retirement
ৰঙা চাৰ্ট,Red shirts
সংস্কাৰ,Reformation
শৰণাৰ্থী,Refugee
ৰেগালিয়া,Regalia
ৰেগালিয়া,Regalia
ৰেগালিয়া,Regalia
ৰিজেন্সি,Regency
ৰিজেণ্ট,Regent
ৰিজেণ্ট কুইন,Regent queen
ৰেজিচাইড,Regicide
ৰেজিচাইড,Regicides
শাসন ব্যৱস্থা,Regime
শাসন ব্যৱস্থা,Regime
অঞ্চল,Region
ৰেগনাল বছৰ,Regnal year
ৰেগনেণ্ট,Regnant
ৰেগনাম,Regnum
ৰাইচ,Reich
ৰাজত্ব কৰক,Reign
ৰাজত্ব কৰক,Reign
ৰাজত্ব কৰা পৰিয়াল,Reigning family
আতংকৰ ৰাজত্ব,Reign of terror
আতংকৰ ৰাজত্ব,Reign of terror
শক্তিশালী কৰক,Reinforce
শক্তিবৰ্ধক,Reinforcement
পুনৰ নিযুক্তি,Reinstatement
পুনৰ বিনিয়োগ কৰক,Reinvest
ৰিলে পোষ্ট,Relay post
ৰিলেৰ পথ,Relay route
ৰিলে ব্যৱস্থা,Relay system
মুক্তি দিয়া,Release
মুক্তি দিয়া,Release
ত্যাগ,Renunciation
ত্যাগ,Renunciation
ৰেপাৰ্টৰী (=ইনভেণ্টৰী),Repertory (=inventory)
ভঁৰাল,Repository
ভঁৰাল,Repository
ৰিপাব্লিক,Republic
গণৰাজ্য দিৱস,Republic Day
পুনৰ লিপিবদ্ধ কৰক,Rescript
পুনৰ লিপিবদ্ধ কৰক,Rescript
বাসিন্দা,Resident
পুনৰুদ্ধাৰ,Restoration
পুনৰুত্থান,Resurrection
পুনৰুত্থান,Resurrection
পশ্চাদপসৰণ,Retreat
ওলোটা (এটা মুদ্ৰাৰ),Reverse (of a coin)
বিদ্ৰোহ,Revolt
বিপ্লৱ,Revolution
"বিপ্লৱ, ফৰাচী","Revolution, French"
বিপ্লৱ গৌৰৱময়,Revolution Glorious
"বিপ্লৱ, ঔদ্যোগিক","Revolution, Industrial"
ৰাইজিং,Rising
পচি যোৱা-বৰো,Rotten-borough
ৰাফ ৰাইডাৰ,Rough Riders
ঘূৰণীয়া মূৰ,Round-heads
ৰাউট,Rout
ৰয়েল দৰ্শক,Royal audience
ৰয়েল চাৰ্টাৰ,Royal charter
ৰয়েল ক্ৰেষ্ট,Royal crest
ৰয়েল ক্ৰেষ্ট,Royal crest
ৰয়েল ডিক্রী,Royal decree
ৰুব্ৰীক,Rubric
ধ্বংসাৱশেষ,Ruins
দৌৰবিদ,Runner
ভেঙুচালি কৰা,Sabotage
ছাবেৰ,Sabre
চেব্ৰেছ,Sabres
ত্যাগ,Sacrifice
ত্যাগ,Sacrifice
ত্যাগ,Sacrifice
নিৰাপদ আচৰণ,Safe conduct
সুৰক্ষা,Safeguard
সুৰক্ষা,Safeguard
সুৰক্ষাৰ কৰ্তব্য,Safeguarding duties
চেলি,Sally
চেলি-পৰ্ট,Sally-port
ৰাজদণ্ড,Sceptre
স্কিমিটাৰ,Scimitar
দ্বিতীয় বাগিচা,Second estate
পন্থা,Sect
পন্থা,Sect
বাজেয়াপ্ত,Seizure
বাজেয়াপ্ত,Seizure
চেনেট,Senate
চেনেট,Senate
চেনেট,Senate
চেনেট,Senate
Serf (=bordar বা villein),Serf (=bordar or villein)
Serf (=bordar বা villein),Serf (=bordar or villein)
দাসত্ব (serfhood বা serfage),Serfdom (serfhood or serfage)
দাসত্ব (serfhood বা serfage),Serfdom (serfhood or serfage)
ছাঁ ৰজা,Shadow king
জাহাজৰ ধন,Ship Money
শ্বক সৈন্য (=ধুমুহা সৈন্য),Shock troops (=storm troops)
চুটি সংসদ,Short Parliament
স্কিমিছ,Skirmish
দাস,Slave
দাসত্ব,Slavery
দাসত্ব,Slavery
সৈনিক ৰাষ্ট্ৰনেতা,Soldier statesman
বৰশী,Spear
বৰশীৰ মূৰ,Spear-head
গোলক,Sphere
স্ফ্ৰেজিষ্টিকছ,Sphragistics
ব্যৱস্থা নষ্ট কৰে,Spoils system
স্কোৱায়াৰ,Squire
স্কোৱায়াৰ,Squire
স্কুয়াৰআৰ্চি,Squirearchy
স্কুয়াৰআৰ্চি,Squirearchy
মানদণ্ড,Standard
ষ্টেণ্ডাৰ্ড-বাহক,Standard-bearer
থিয় হৈ থকা সেনাবাহিনী,Standing army
ষ্টেণ্ডিং অৰ্ডাৰ,Standing orders
ষ্টেণ্ডিং অৰ্ডাৰ,Standing orders
ৰাষ্ট্ৰনেতা,Statesman
শিলৰ শিলালিপি,Stone inscription
ধুমুহাৰ সৈন্য,Storm troops
কৌশল,Stratagem
কৌশল,Strategy
কৌশল,Strategy
কৌশল,Strategy
ষ্ট্ৰেট’ক্ৰেচি,Stratocracy
বিবাদ,Strife
বিবাদ,Strife
শক্তিশালী ধৰি ৰখা,Strong hold
শক্তিশালী ধৰি ৰখা,Strong hold
সহযোগী টেলায়েন্স,Subsidiary talliance
উত্তৰাধিকাৰ,Succession
উত্তৰাধিকাৰী,Successor
ভোটাধিকাৰ,Suffrage
ভোটাধিকাৰী,Suffragist
চুলতানত্ব,Sultanate
চুলতানত্বৰ যুগ,Sultanate period
সমৰ্পণ,Surrender
চুজেৰেইন,Suzerain
চুজেৰেইন ৰাজ্য,Suzerain state
তৰোৱালধাৰী,Swordsman
টামমানী ছ&#39;চাইটি,Tammany Society
টেম্পাৰড তৰোৱাল,Tempered sword
ভাড়াতীয়া,Tenant
ভাড়াতীয়া,Tenant
অঞ্চল,Territory
অঞ্চল,Territory
টেৰিটৰী চৰকাৰ,Territory government
সন্ত্ৰাসবাদ,Terrorism
তৃতীয় বাগিচা,Third estate
তিনিটা বাগিচা,Three estates
টোল,Toll
টোল হাউচ,Toll house
সমাধিস্থল,Tomb
ট&#39;ৰী,Tory
টটেম,Totem
টাৱাৰ,Tower
