Punjabi,Bengali
ਟੁੱਟਣਾ,বিচ্ছিন্ন করা
ਵੱਖ-ਵੱਖ ਘਟਨਾਵਾਂ,বিচ্ছিন্ন ঘটনা
ਵੱਖ-ਵੱਖ ਸੈੱਟ,বিচ্ছিন্ন সেট
ਯੂਨੀਅਨ ਨੂੰ ਤੋੜੋ,বিচ্ছিন্ন ইউনিয়ন
ਵਿਛੋੜਾ,বিচ্ছিন্নতা
ਫੈਲਾਅ,বিচ্ছুরণ
ਫੈਲਾਅ ਚਾਰਟ,বিচ্ছুরণ চার্ট
ਫੈਲਾਅ ਸਥਿਰ,বিচ্ছুরণ ধ্রুবক
ਫੈਲਾਅ ਚਿੱਤਰ,বিচ্ছুরণ চিত্র
ਡਿਸਪਰਸ਼ਨ ਮੈਟਰਿਕਸ (=ਕੋਵੇਰੀਅੰਸ ਮੈਟਰਿਕਸ),বিচ্ছুরণ ম্যাট্রিক্স (=কোভারিয়েন্স ম্যাট্রিক্স)
ਵਿਸਥਾਪਨ,উত্পাটন
ਡਿਸਪਲੇ,প্রদর্শন
ਡਿਸਪਲੇ ਯੂਨਿਟ (=ਕੰਸੋਲ),প্রদর্শন ইউনিট (= কনসোল)
ਭਿੰਨ,ভিন্ন
dissipative ਤਾਕਤਾਂ,অপব্যয়কারী শক্তি
ਦੂਰੀ ਫੰਕਸ਼ਨ,দূরত্ব ফাংশন
ਦੂਰੀ ਮਾਡਿਊਲਸ,দূরত্ব মডুলাস
ਵੰਡ-ਮੁਕਤ ਢੰਗ,বিতরণ-মুক্ত পদ্ধতি
ਵੰਡਣ ਵਾਲਾ ਕਾਨੂੰਨ,বন্টনমূলক আইন
ਵੱਖ ਕਰਨਾ,বিচ্যুত
ਭਿੰਨਤਾ,বিচ্যুতি
ਵਿਭਿੰਨਤਾ ਪ੍ਰਮੇਯ,ভিন্নতা উপপাদ্য
ਵੱਖਰੇ,divergent
ਵੱਖ-ਵੱਖ ਲੜੀ,ভিন্ন সিরিজ
ਵੰਡਿਆ ਅੰਤਰ,বিভক্ত পার্থক্য
ਵੰਡਣਯੋਗਤਾ,বিভাজ্যতা
ਵੰਡਣਯੋਗ,বিভাজ্য
ਵੰਡ,বিভাগ
ਡਿਵੀਜ਼ਨ ਐਲਗੋਰਿਦਮ,বিভাগ অ্যালগরিদম
ਡਿਵੀਜ਼ਨ ਰਿੰਗ,বিভাগ রিং
dodecagon,ডোডেকাগন
dodecahedron,dodecahedron
ਡੋਮੇਨ,ডোমেইন
ਇੱਕ ਫੰਕਸ਼ਨ ਦਾ ਡੋਮੇਨ,একটি ফাংশনের ডোমেইন
ਪਰਿਭਾਸ਼ਾ ਦਾ ਡੋਮੇਨ,সংজ্ঞার ডোমেইন
ਮੌਜੂਦਗੀ ਦਾ ਡੋਮੇਨ,অস্তিত্বের ডোমেইন
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਰਣਨੀਤੀ,প্রভাবশালী কৌশল
ਡੋਪਲਰ ਪ੍ਰਭਾਵ,ডপলার এফেক্ট
ਬਿੰਦੀ ਉਤਪਾਦ,বিন্দু পণ্য
ਬਿੰਦੀ ਵਾਲਾ ਕਰਵ,বিন্দুযুক্ত বক্ররেখা
ਡਬਲ ਫਰਕ,ডবল পার্থক্য
ਡਬਲ ਘਾਤ ਅੰਕੀ ਵੰਡ,ডবল সূচকীয় বন্টন
ਡਬਲ ਹੈਲਿਕਸ,ডবল হেলিক্স
ਡਬਲ ਅਟੁੱਟ,ডবল অবিচ্ছেদ্য
ਡਬਲ ਏਕੀਕਰਣ,ডবল ইন্টিগ্রেশন
ਡਬਲ ਸੀਮਾ,দ্বিগুণ সীমা
ਡਬਲ ਨਮੂਨਾ ਯੋਜਨਾ,ডবল নমুনা পরিকল্পনা
ਡਬਲ ਕ੍ਰਮ,ডবল ক্রম
ਡਬਲ ਸੀਰੀਜ਼,ডবল সিরিজ
ਡਬਲ ਪਿਛੇਤਰ ਸੰਕੇਤ,ডবল প্রত্যয় স্বরলিপি
ਡਬਲ ਸਮੇਸ਼ਨ,ডবল সমষ্টি
ਹੇਠਾਂ ਵੱਲ ਪ੍ਰਵੇਗ,নিম্নগামী ত্বরণ
ਹੇਠਾਂ ਵੱਲ ਵਿਸਥਾਪਨ,নিম্নগামী স্থানচ্যুতি
ਹੇਠਾਂ ਵੱਲ ਮੋਸ਼ਨ,নিম্নগামী গতি
ਹੇਠਾਂ ਵੱਲ ਗਤੀ,নিম্নগামী বেগ
ਖਿੱਚੋ,টানুন
ਡਰੈਗ ਫੋਰਸ,ড্র্যাগ বল
ਦੋਹਰਾ,দ্বৈত
ਦੋਹਰਾ ਆਧਾਰ,দ্বৈত ভিত্তি
ਦੋਹਰਾ ਅੰਦਰੂਨੀ ਉਤਪਾਦ,দ্বৈত অভ্যন্তরীণ পণ্য
ਦੋਹਰੀ ਲੀਨੀਅਰ ਪ੍ਰੋਗਰਾਮਿੰਗ ਸਮੱਸਿਆ,ডুয়েল লিনিয়ার প্রোগ্রামিং সমস্যা
ਦੋਹਰਾ ਕਾਰਵਾਈ,দ্বৈত অপারেশন
ਦੋਹਰੀ ਸਮੱਸਿਆ,দ্বৈত সমস্যা
ਦੋਹਰਾ ਸਿੰਪਲੈਕਸ ਐਲਗੋਰਿਦਮ,ডুয়াল সিমপ্লেক্স অ্যালগরিদম
ਦੋਹਰੀ ਸਿੰਪਲੈਕਸ ਤਕਨੀਕ,ডুয়াল সিমপ্লেক্স কৌশল
ਦੋਹਰੀ ਸਪੇਸ,দ্বৈত স্থান
ਦੋਹਰਾ ਵੇਰੀਏਬਲ,দ্বৈত পরিবর্তনশীল
ਦੋਹਰੀ ਵੈਕਟਰ ਸਪੇਸ,দ্বৈত ভেক্টর স্থান
ਡਮੀ ਸੂਚਕਾਂਕ,ডামি সূচক
ਡਮੀ ਸਬਸਕ੍ਰਿਪਟ,ডামি সাবস্ক্রিপ্ট
ਡਮੀ ਪਿਛੇਤਰ,ডামি প্রত্যয়
ਡਮੀ ਵੇਰੀਏਬਲ,ডামি পরিবর্তনশীল
ਡੁਪਲੀਕੇਟਰ ਪ੍ਰਕਿਰਿਆ,সদৃশ প্রক্রিয়া
ਗਤੀਸ਼ੀਲ,গতিশীল
ਗਤੀਸ਼ੀਲ ਸਿਸਟਮ,গতিশীল সিস্টেম
ਗਤੀਸ਼ੀਲ ਮੰਗ ਫੰਕਸ਼ਨ,গতিশীল চাহিদা ফাংশন
ਗਤੀਸ਼ੀਲ ਮਾਡਲ,গতিশীল মডেল
ਗਤੀਸ਼ੀਲ ਪ੍ਰੋਗਰਾਮਿੰਗ,গতিশীল প্রোগ্রামিং
ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ ਪਹੁੰਚ,গতিশীল প্রোগ্রামিং পদ্ধতি
ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ ਤਕਨੀਕ,গতিশীল প্রোগ্রামিং কৌশল
ਗਤੀਸ਼ੀਲਤਾ,গতিবিদ্যা
ਇੱਕ ਕਣ ਦੀ ਗਤੀਸ਼ੀਲਤਾ,একটি কণার গতিবিদ্যা
ਸਖ਼ਤ ਸਰੀਰ ਦੀ ਗਤੀਸ਼ੀਲਤਾ,অনমনীয় শরীরের গতিশীলতা
ਧਰਤੀ,পৃথিবী
ਭੂਚਾਲ ਦੀ ਤੀਬਰਤਾ,ভূমিকম্পের তীব্রতা
ਸਨਕੀਤਾ,উদ্ভটতা
ਗ੍ਰਹਿਣ,গ্রহন
ਆਰਥਿਕ ਪੂਰਵ ਅਨੁਮਾਨ,অর্থনৈতিক পূর্বাভাস
ਅਰਥ ਸ਼ਾਸਤਰੀ,অর্থনীতিবিদ
ਅਰਥ ਗਣਿਤ,অর্থনীতি
ਅਰਥ ਸ਼ਾਸਤਰ,অর্থনীতি
ਕਿਨਾਰਾ,প্রান্ত
ਇੱਕ ਕਨਵੈਕਸ ਸੈੱਟ ਦਾ ਕਿਨਾਰਾ,একটি উত্তল সেটের প্রান্ত
ਕੁਸ਼ਲਤਾ ਕਾਰਕ,দক্ষতা ফ্যাক্টর
eigen ਤੱਤ,eigen উপাদান
eigen ਫੰਕਸ਼ਨ,eigen ফাংশন
eigen ਮੁੱਲ,eigen মান
eigen ਮੁੱਲ ਸਮੀਕਰਨ,eigen মান সমীকরণ
eigen ਵੈਕਟਰ,eigen ভেক্টর
ਲਚਕੀਲੇ,ইলাস্টিক
ਲਚਕੀਲੇ ਸਥਿਰ,ইলাস্টিক ধ্রুবক
ਲਚਕੀਲੇ ਸੰਤੁਲਨ,ইলাস্টিক ভারসাম্য
ਲਚਕਤਾ,স্থিতিস্থাপকতা
ਲਚਕੀਲਾ ਸਤਹ,স্থিতিস্থাপকতা পৃষ্ঠ
ਇਲੈਕਟ੍ਰਾਨਿਕ ਕੰਪਿਊਟਰ,ইলেকট্রনিক কম্পিউটার
ਤੱਤ,উপাদান
ਮੁੱਢਲੀ ਕਾਲਮ ਕਾਰਵਾਈ,প্রাথমিক কলাম অপারেশন
ਮੁੱਢਲੀ ਘਟਨਾ,প্রাথমিক ঘটনা
ਮੁੱਢਲੀ ਫੰਕਸ਼ਨ,প্রাথমিক ফাংশন
ਮੁੱਢਲੀ ਕਾਰਵਾਈ,প্রাথমিক অপারেশন
ਮੁੱਢਲਾ ਨਤੀਜਾ,প্রাথমিক ফলাফল
ਮੁਢਲੀ ਸੰਭਾਵਨਾ ਕਾਨੂੰਨ,প্রাথমিক সম্ভাব্যতা আইন
ਮੁੱਢਲੀ ਕਤਾਰ ਕਾਰਵਾਈ,প্রাথমিক সারি অপারেশন
ਨੂੰ ਖਤਮ,নিষ্কাশন করা
ਖ਼ਤਮ ਕਰਨ ਦੀ ਪ੍ਰਕਿਰਿਆ,নির্মূল পদ্ধতি
ਅੰਡਾਕਾਰ,উপবৃত্ত
ਅੰਡਾਕਾਰ,উপবৃত্তাকার
ਅੰਡਾਕਾਰ,উপবৃত্তাকার
ਅੰਡਾਕਾਰ ਸਤਹ,উপবৃত্তাকার পৃষ্ঠ
ਅੰਡਾਕਾਰ ਸਰੀਰ,উপবৃত্তাকার শরীর
ਏਮਬੈਡਿੰਗ,এমবেডিং
ਨਿਕਾਸ,নিঃসরণ
ਅਨੁਭਵੀ ਡਾਟਾ,গবেষণামূলক তথ্য
ਅਨੁਭਵੀ ਫਾਰਮੂਲਾ,গবেষণামূলক সূত্র
ਅਨੁਭਵੀ ਸੰਭਾਵਨਾ,অভিজ্ঞতামূলক সম্ভাবনা
ਅਨੁਭਵੀ ਸਬੰਧ,অভিজ্ঞতামূলক সম্পর্ক
ਖਾਲੀ ਸੈੱਟ,ফাঁকা সেট
ਨੱਥੀ,ঘিরা
ਇੰਕੋਡਿੰਗ,এনকোডিং
endomorphism,এন্ডোমরফিজম
ਅੰਤ ਬਿੰਦੂ,শেষপ্রান্ত
ਕਲਾਸ ਅੰਤਰਾਲ ਦਾ ਅੰਤ ਬਿੰਦੂ,ক্লাস ব্যবধানের শেষ বিন্দু
ਊਰਜਾ,শক্তি
ਊਰਜਾ ਮੋਮੈਂਟਮ ਕੰਪੋਨੈਂਟ,শক্তি ভরবেগ উপাদান
ਵੇਰੀਏਬਲ ਦਾਖਲ ਕਰਨਾ,পরিবর্তনশীল প্রবেশ করান
ਅਣਗਿਣਤ ਸੈੱਟ,গণনাযোগ্য সেট
ਗਣਨਾ,গণনা
ਬਰਾਬਰ,সমান
ਸਮਾਨਤਾ,সমতা
ਬਰਾਬਰ ਸੰਭਾਵਨਾ,সমান সম্ভাবনা
ਬਰਾਬਰ ਸੰਭਾਵਨਾ ਚੋਣ ਵਿਧੀ (= epsem),সমান সম্ভাব্যতা নির্বাচন পদ্ধতি (=epsem)
ਬਰਾਬਰ,সমান করা
ਸਮੀਕਰਨ,সমীকরণ
ਪਹਿਲੀ ਡਿਗਰੀ ਦੇ ਸਮੀਕਰਨ,প্রথম ডিগ্রির সমীকরণ
ਦੂਜੀ ਡਿਗਰੀ ਦਾ ਸਮੀਕਰਨ,দ্বিতীয় ডিগ্রির সমীকরণ
ਤੀਜੀ ਡਿਗਰੀ ਦੇ ਸਮੀਕਰਨ,তৃতীয় ডিগ্রির সমীকরণ
ਭੂਮੱਧ,বিষুবরেখা
ਬਰਾਬਰ,সমপরিমাণ
ਬਰਾਬਰ,সমবাহু
ਸੰਤੁਲਨ,ভারসাম্য
ਤਾਕਤਾਂ ਦਾ ਸੰਤੁਲਨ,বাহিনীর ভারসাম্য
ਸੰਤੁਲਨ ਬਿੰਦੂ,ভারসাম্য বিন্দু
ਸਮਾਨਤਾ,সমতা
ਸਮਾਨਤਾ ਵਰਗ,সমতা শ্রেণী
ਸਮਾਨਤਾ ਸਬੰਧ,সমতা সম্পর্ক
ਬਰਾਬਰ,সমতুল্য
ਬਰਾਬਰ ਮੈਟ੍ਰਿਕਸ,সমতুল্য ম্যাট্রিক্স
ਬਰਾਬਰ ਸੈੱਟ,সমতুল্য সেট
ergodicity,ergodicity
ਗਲਤੀ,ত্রুটি
ਗਲਤੀ ਵਿਸ਼ਲੇਸ਼ਣ,ত্রুটি বিশ্লেষণ
ਗਲਤੀ ਕੋਡ,ভুল সংকেত
ਗਲਤੀ ਗੁਣਾਂਕ,ত্রুটি সহগ
ਮੱਧ ਵਰਗ ਦੀ ਗਲਤੀ,গড় বর্গক্ষেত্রের ত্রুটি
ਪਹਿਲੀ ਕਿਸਮ ਦੀ ਗਲਤੀ,প্রথম ধরনের ত্রুটি
ਦੂਜੀ ਕਿਸਮ ਦੀ ਗਲਤੀ,দ্বিতীয় ধরনের ত্রুটি
ਬਚਣ ਦੀ ਸੰਭਾਵਨਾ,পালানোর সম্ভাবনা
ਬਚਣ ਦੀ ਗਤੀ,মুক্তিবেগ
ਈ. ਸ਼ਮਿਟ ਦੀ ਆਰਥੋਗੋਨਲਾਈਜ਼ੇਸ਼ਨ ਪ੍ਰਕਿਰਿਆ,ই. শ্মিড্টের অর্থগোনালাইজেশন প্রক্রিয়া
ਲਿਖਿਆ ਚੱਕਰ,লিখিত বৃত্ত
ਜ਼ਰੂਰੀ,অপরিহার্য
ਅਸਲ ਵਿੱਚ ਵਿਲੱਖਣ,মূলত অনন্য
ਅੰਦਾਜ਼ਾ,অনুমান
ਅੰਦਾਜ਼ਾ ਵਿਧੀ,অনুমান পদ্ধতি
ਯੂਕਲੀਡੀਅਨ ਕੋਆਰਡੀਨੇਟ,ইউক্লিডীয় স্থানাঙ্ক
ਯੂਕਲੀਡੀਅਨ ਡੋਮੇਨ,ইউক্লিডীয় ডোমেইন
ਯੂਕਲੀਡੀਅਨ ਜਿਓਮੈਟਰੀ,ইউক্লিডীয় জ্যামিতি
ਯੂਕਲੀਡੀਅਨ ਐਨ-ਸਪੇਸ,ইউক্লিডীয় এন-স্পেস
ਯੂਕਲੀਡੀਅਨ ਜਹਾਜ਼,ইউক্লিডীয় সমতল
ਯੂਲਰ ਦਾ ਸਿਧਾਂਤ,অয়লারের উপপাদ্য
ਪੜਤਾਲ,মূল্যায়ন
ਵੀ,এমন কি
ਵੀ ਕਰਵ,এমনকি বক্ররেখা
ਵੀ ਫੰਕਸ਼ਨ,এমনকি ফাংশন
ਇੱਥੋਂ ਤੱਕ ਕਿ ਕਈ,এমনকি একাধিক
ਸਮ ਸੰਖਿਆ,জোড় সংখ্যা
ਵੀ ਅਜੀਬ ਸਮਰੂਪਤਾ,জোড় বিজোড় প্রতিসাম্য
ਵੀ ਕ੍ਰਮ-ਕ੍ਰਮ,এমনকি স্থানান্তর
ਘਟਨਾ,ঘটনা
ਵੀ ਮਿਆਦ,এমনকি মেয়াদ
ਸਹੀ,সঠিক
ਸਹੀ ਚੀ-ਵਰਗ ਟੈਸਟ,সঠিক চি-স্কয়ার পরীক্ষা
ਸਹੀ ਅੰਤਰ,সঠিক পার্থক্য
ਸਹੀ ਸਮੀਕਰਨ,সঠিক সমীকরণ
ਉਦਾਹਰਨ,উদাহরণ
ਵਟਾਂਦਰਾ,বিনিময়
ਸੰਪੂਰਨ ਘਟਨਾ,সম্পূর্ণ ঘটনা
ਮੌਜੂਦਗੀ axiom,অস্তিত্ব স্বতঃসিদ্ধ
ਮੌਜੂਦਗੀ ਦੀ ਸੰਭਾਵਨਾ (= ਇੱਕ ਤਰਜੀਹੀ ਸੰਭਾਵਨਾ),অস্তিত্ব সম্ভাবনা (= একটি অগ্রাধিকার সম্ভাবনা)
ਮੌਜੂਦਗੀ ਦਾ ਸਿਧਾਂਤ,অস্তিত্বের উপপাদ্য
exogenous ਵੇਰੀਏਬਲ,বহিরাগত পরিবর্তনশীল
ਵਿਸਥਾਰ,সম্প্রসারণ
ਉਮੀਦ ਫੰਕਸ਼ਨ,প্রত্যাশা ফাংশন
ਉਮੀਦ ਕੀਤੀ ਬਾਰੰਬਾਰਤਾ,প্রত্যাশিত ফ্রিকোয়েন্সি
ਅਨੁਮਾਨਿਤ ਮੁੱਲ,প্রত্যাশিত মান
ਪ੍ਰਯੋਗ,পরীক্ষা
ਪ੍ਰਯੋਗਾਤਮਕ ਗਲਤੀ,পরীক্ষামূলক ত্রুটি
ਵਿਆਖਿਆ,ব্যাখ্যা
ਸਪਸ਼ਟ ਸਮੀਕਰਨ,সুস্পষ্ট সমীকরণ
ਸਪੱਸ਼ਟ ਰੂਪ,স্পষ্ট ফর্ম
ਸਪਸ਼ਟ ਫੰਕਸ਼ਨ,সুস্পষ্ট ফাংশন
ਸਪੱਸ਼ਟ ਹੱਲ,সুস্পষ্ট সমাধান
ਘਾਤਕ,সূচক
ਘਾਤਕ ਵਕਰ,সূচকীয় বক্ররেখা
ਘਾਤਕ ਘਣਤਾ ਫੰਕਸ਼ਨ,সূচকীয় ঘনত্ব ফাংশন
ਘਾਤਕ ਵੰਡ,সূচকীয় বিতরণ
ਘਾਤਕ ਸਮੀਕਰਨ,সূচকীয় সমীকরণ
ਘਾਤਕ ਫੰਕਸ਼ਨ,ব্যাখ্যামূলক কাজ
ਘਾਤਕ ਵਾਧਾ,সূচক বৃদ্ধির
ਘਾਤਕ ਕਾਨੂੰਨ,সূচকীয় আইন
ਘਾਤਕ ਨਕਸ਼ਾ,সূচকীয় মানচিত্র
ਘਾਤਕ ਲੜੀ,সূচকীয় সিরিজ
ਸਮੀਕਰਨ,অভিব্যক্তি
ਵਿਸਤ੍ਰਿਤ ਅੰਤਰਾਲ,বর্ধিত ব্যবধান
ਵਿਸਤ੍ਰਿਤ ਅਸਲ ਲਾਈਨ,বর্ধিত বাস্তব লাইন
ਵਿਸਤ੍ਰਿਤ ਅਸਲ ਨੰਬਰ ਸਿਸਟਮ,বর্ধিত বাস্তব সংখ্যা সিস্টেম
ਇੱਕ ਮੈਪਿੰਗ ਦਾ ਵਿਸਥਾਰ,একটি ম্যাপিংয়ের এক্সটেনশন
ਬਾਹਰੀ ਕੋਣ,বাহ্যিক কোণ
ਬਾਹਰੀ ਖੇਤਰ,বাহ্যিক এলাকা
ਬਾਹਰੀ ਬਿੰਦੂ,বাহ্যিক বিন্দু
ਬਾਹਰੀ,বহিরাগত
ਰੁਝਾਨ ਮੁੱਲ ਦਾ ਐਕਸਟਰਪੋਲੇਸ਼ਨ,প্রবণতা মান এক্সট্রাপোলেশন
ਐਕਸਟਰਪੋਲੇਸ਼ਨ ਤਕਨੀਕ,এক্সট্রাপোলেশন কৌশল
ਅਤਿ ਮੁੱਲ,চরম মান
ਅਤਿ,চরম
ਅਤਿ ਬਿੰਦੂ,চরম বিন্দু
ਕਨਵੈਕਸ ਸੈੱਟ ਦਾ ਚਰਮ ਬਿੰਦੂ,উত্তল সেটের চরম বিন্দু
ਇੱਕ ਫੰਕਸ਼ਨ ਦੀ ਸੀਮਾ,একটি ফাংশন এর extremum
ਅਤਿ ਦੀ ਸੰਪਤੀ,চরম সম্পত্তি
ਚਿਹਰਾ,মুখ
ਅੰਕਿਤ ਮੁੱਲ,পরিচিতি
ਕਾਰਕ,ফ্যাক্টর
ਕਾਰਕ ਵਿਸ਼ਲੇਸ਼ਣ,ফ্যাক্টর বিশ্লেষণ
ਕਾਰਕ,ফ্যাক্টরড
ਕਾਰਕ ਸੰਬੰਧੀ,ফ্যাক্টরিয়াল
ਫੈਕਟੋਰੀਅਲ ਡਿਜ਼ਾਈਨ,ফ্যাক্টরিয়াল ডিজাইন
ਕਾਰਕੀਕਰਨ,ফ্যাক্টরাইজেশন
ਫੈਕਟਰੀਜ਼,ফ্যাক্টরিজ
ਨਿਰਪੱਖ ਖੇਡ,নিরপেক্ষ খেলা
ਗਲਤ,মিথ্যা
ਪਰਿਵਾਰ,পরিবার
ਚੱਕਰ ਦੇ ਪਰਿਵਾਰ,বৃত্তের পরিবার
ਪਰਿਵਾਰ ਵਕਰ,পারিবারিক বক্ররেখা
ਫੰਕਸ਼ਨਾਂ ਦਾ ਪਰਿਵਾਰ,ফাংশন পরিবার
ਲਾਈਨਾਂ ਦਾ ਪਰਿਵਾਰ,লাইনের পরিবার
ਨਕਲ,প্রতিকৃতি
F-ਵੰਡ,F-বন্টন
ਸੰਭਵ ਬੁਨਿਆਦੀ ਹੱਲ,সম্ভাব্য মৌলিক সমাধান
ਸੰਭਵ ਹੱਲ,সম্ভাব্য সমাধান
ਸੁਝਾਅ,ফিড ব্যাক
ਫਰਮੈਟ ਸਿਧਾਂਤ,ফার্মেট নীতি
ਫਰਮੈਟ ਦਾ ਸਿਧਾਂਤ,Fermat এর উপপাদ্য
ਫਰਮੀ-ਡੀਰਾਕ ਅੰਕੜੇ,ফার্মি-ডিরাক পরিসংখ্যান
ਫਿਬੋਨਾਚੀ ਨੰਬਰ,ফিবোনাচি সংখ্যা
ਫਿਬੋਨਾਚੀ ਲੜੀ,ফিবোনাচি সিরিজ
ਖੇਤਰ,ক্ষেত্র
ਅੰਤਮ ਵੇਗ,চূড়ান্ত বেগ
ਸੀਮਿਤ,সসীম
ਸੀਮਿਤ ਆਧਾਰ,সীমিত ভিত্তি
ਸੀਮਿਤ ਦਸ਼ਮਲਵ,সসীম দশমিক
ਸੀਮਤ ਅੰਤਰ,সীমিত পার্থক্য
ਸੀਮਿਤ ਅੰਤਰ ਢੰਗ,সীমিত পার্থক্য পদ্ধতি
ਸੀਮਿਤ ਆਯਾਮੀ,সসীম মাত্রিক
ਸੀਮਿਤ ਅਯਾਮੀ ਵੈਕਟਰ ਸਪੇਸ,সসীম মাত্রিক ভেক্টর স্থান
ਸੀਮਿਤ ਖੇਡ,সীমিত খেলা
ਸੀਮਿਤ ਜਿਓਮੈਟਰੀ,সসীম জ্যামিতি
ਸੀਮਿਤ ਇੰਟਰਸੈਕਸ਼ਨ,সসীম ছেদ
ਸੀਮਿਤ ਬਹੁਤ ਸਾਰੇ,সীমিত অনেক
ਸੀਮਿਤ ਮਾਰਕੋਵ ਚੇਨ,সীমাবদ্ধ মার্কভ চেইন
ਸੀਮਿਤਤਾ ਦਾ ਸਬੂਤ,সসীমতা প্রমাণ
ਸੀਮਤ ਸੰਖਿਆ,সসীম সংখ্যা
ਸੀਮਤ ਆਬਾਦੀ,সীমিত জনসংখ্যা
ਸੀਮਤ ਸੰਭਾਵਨਾ,সীমিত সম্ভাবনা
ਸੀਮਿਤ ਲੜੀ,সসীম সিরিজ
ਸੀਮਿਤ ਸੈੱਟ,সসীম সেট
ਸੀਮਤ ਵੇਗ,সীমিত বেগ
ਸੀਮਤ ਵਾਲੀਅਮ,সীমিত আয়তন
ਫਿਟਿੰਗ,মানানসই
ਕਰਵ ਦੀ ਫਿਟਿੰਗ,বক্ররেখা ফিটিং
ਸਿੱਧੀ ਲਾਈਨ ਦੀ ਫਿਟਿੰਗ,সরলরেখার ফিটিং
ਸਥਿਰ ਬਿੰਦੂ ਥਿਊਰਮ,স্থির বিন্দু উপপাদ্য
ਸਥਿਰ ਨਮੂਨਾ,স্থির নমুনা
ਉਡਾਣ ਦੀ ਗਤੀ,ফ্লাইটের বেগ
ਫਲੋਟਿੰਗ ਬਿੰਦੂ ਗਣਿਤ,ফ্লোটিং পয়েন্ট পাটিগণিত
ਫਲੋਟਿੰਗ ਪੁਆਇੰਟ ਸਿਸਟਮ,ভাসমান পয়েন্ট সিস্টেম
ਵਹਾਅ ਚਾਰਟ,ফ্লো চার্ট
ਵਹਾਅ ਦੀ ਗਤੀ,গতির প্রবাহ
ਤਰਲ ਗਤੀਸ਼ੀਲਤਾ,তরল গতিবিদ্যা
ਫੋਕਲ,ফোকাল
ਫੋਕਲ ਕੋਰਡ,ফোকাল জ্যা
ਫੋਕਲ ਦੂਰੀ,ফোকাল দূরত্ব
ਫੋਕਲ ਲੰਬਾਈ,ফোকাস দৈর্ঘ্য
ਫੋਕਸ,ফোকাস
ਪੈਰ,পা
ਲੰਬਕਾਰੀ ਦਾ ਪੈਰ,লম্বের পাদদেশ
ਗੰਭੀਰਤਾ ਦੀ ਸ਼ਕਤੀ,মাধ্যাকর্ষণ বল
ਪੂਰਵ ਅਨੁਮਾਨ,পূর্বাভাস
ਫਾਰਮੂਲਾ,সূত্র
ਤਿਆਰ ਕਰਨਾ,প্রণয়ন
ਬਣਤਰ,গঠন
ਅੱਗੇ ਫਰਕ,এগিয়ে পার্থক্য
ਅੱਗੇ ਇੰਟਰਪੋਲੇਸ਼ਨ,ফরোয়ার্ড ইন্টারপোলেশন
ਗਣਿਤ ਦੀ ਬੁਨਿਆਦ,গণিতের ভিত্তি
ਫੁਰੀਅਰ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ,ফুরিয়ারের বিশ্লেষণ
ਫੁਰੀਅਰ ਦੀ ਲੜੀ,ফুরিয়ার সিরিজ
ਫੁਰੀਅਰ ਦਾ ਪਰਿਵਰਤਨ,ফুরিয়ারের রূপান্তর
ਅੰਸ਼,ভগ্নাংশ
ਫਰੈਕਸ਼ਨਲ ਕੋਆਰਡੀਨੇਟ,ভগ্নাংশ সমন্বয়
ਅੰਸ਼ਿਕ ਸੰਖਿਆ,ভগ্নাংশ সংখ্যা
ਫਰੈਕਸ਼ਨਲ ਪ੍ਰੋਗਰਾਮਿੰਗ,ভগ্নাংশ প্রোগ্রামিং
ਮੁਫ਼ਤ ਮਾਰਗ,মুক্ত পথ
ਮੁਫ਼ਤ ਵੈਕਟਰ,বিনামূল্যে ভেক্টর
ਬਾਰੰਬਾਰਤਾ,ফ্রিকোয়েন্সি
ਬਾਰੰਬਾਰਤਾ ਕਾਲਮ,ফ্রিকোয়েন্সি কলাম
ਬਾਰੰਬਾਰਤਾ ਵਕਰ,ফ্রিকোয়েন্সি বক্ররেখা
ਬਾਰੰਬਾਰਤਾ ਵੰਡ,কম্পাংক বন্টন
ਬਾਰੰਬਾਰਤਾ ਹਿਸਟੋਗ੍ਰਾਮ,ফ্রিকোয়েন্সি হিস্টোগ্রাম
ਵਾਪਰਨ ਦੀ ਬਾਰੰਬਾਰਤਾ,সংঘটনের ফ্রিকোয়েন্সি
ਬਾਰੰਬਾਰਤਾ ਬਹੁਭੁਜ,ফ্রিকোয়েন্সি বহুভুজ
ਬਾਰੰਬਾਰਤਾ ਸਾਰਣੀ,ফ্রিকোয়েন্সি টেবিল
ਨਿਰਾਸ਼ਾ,frustum
ਇੱਕ ਪਿਰਾਮਿਡ ਦਾ frustum,একটি পিরামিড এর frustum
ਇੱਕ ਗੋਲੇ ਦੀ ਨਿਰਾਸ਼ਾ,একটি গোলকের frustum
ਪੂਰਾ ਵਿਸਥਾਰ,সম্পূর্ণ সম্প্রসারণ
ਫੰਕਸ਼ਨ,ফাংশন
ਕਾਰਜਾਤਮਕ ਵਿਸ਼ਲੇਸ਼ਣ,কার্যকরী বিশ্লেষণ
ਬੁਨਿਆਦੀ,মৌলিক
