Hindi,Malayalam
सप्रतिबंध,സോപാധികമായ
प्रानुकूलित,സോപാധികമായ
तंत्रिका आवेग का चालन,നാഡി പ്രേരണയുടെ ചാലകം
जल संवहन,ജലത്തിന്റെ ചാലകം
चालक विद्युत् अपघट्य जेल,പാലകങ്ങൾ ഇലക്ട്രോലൈറ്റ് ജെൽ
शंकु,കോൺ
संरूपण,അനുരൂപമാക്കുക
संरूपी,കീറെക്കല്
जन्मजात,അശഹരമായ
शंकुरूप जड़,കോണിക്കൽ റൂട്ട്
शंक्वाकार,കോണാകൃതി
कोनिडिया,സിയ
"शंकुवृक्ष, कोनिफर",കോണിഫർ
कोनीफेरी,കോണിഫീറിയ
कोनिफेरोप्सिडा,കോനിഫീരോപ്സിഡ
संयुक्त संवहनी बंडल,കഞ്ചാവ് വാസ്കുലർ ബണ്ടിൽ
संयुग्मी,സംയോജിതമായി
संयुग्मन,സംയോജനം
नेत्रश्लेष्मला,കൺജക്റ്റിവ
संयोजक ऊतक,കൺജക്റ്റീവ് ടിഷ്യു
संयोजी ऊतक,കണക്റ്റീവ് ടിഷ്യു
कॉनेल का प्रयोग,കോണലിന്റെ പരീക്ഷണം
संरक्षण वानिकी,കൺസർവേഷൻ ഫോറസ്റ്റ്
संरक्षणात्मक जुताई,യാഥാസ്ഥിതിക കൃഷി
स्थिरता,സ്ഥിരാങ്കം
"संघटक, रचक",ഘടകമായ
रचक एंजाइम,ഘടനാപരമായ എൻസൈം
उपभोक्ता,ഉപഭോക്താവ്
संपर्क संदमन,ബന്ധപ്പെടാനുള്ള തടസ്സം
"संसर्गज रोग, छूत की बीमारी",പകർച്ചവ്യാധി
संदूषित करना,മലിനമാക്കുക
संदूषण,മലിനമാക്കല്
"समकालीन जीवविज्ञान, समकालीन जैविकी",സമകാലിക ബയോളജി
महाद्वीप,ഭൂഖണ്ഡം
समोच्चरेखीय जुताई,കോണ്ടൂർ ഉഴുന്നു
संकुंचलनशीलता,കരാർ
संकुंचनशील रेशा,കരാറൽ ഫൈബർ
संकुंचनशील प्रोटीन,ചുരുക്കമില്ലാത്ത പ്രോട്ടീൻ
संकुंचनशील अनुक्रिया,ചുരുങ്ങിയ പ്രതികരണം
"संकुंचलनशील धानी, संकुंचलनशील रिक्तिका",ചുരുക്കമില്ലാത്ത വാക്യം
विभेद कारक,ദൃശ്യതീവ്രത ഏജന്റ്
भेदन कारक,ദൃശ്യതീവ്രത ഏജന്റ്
विपर्यास कारक,ദൃശ്യതീവ്രത ഏജന്റ്
विपर्यासी विशेषक,വ്യത്യാസപ്പെടുന്ന സ്വഭാവം
अपकेंद्री बल,അപകേന്ദ്ര ബലം
नियंत्रक कारक,നിയന്ത്രണ ഘടകം
नियंत्रित प्रयोग,നിയന്ത്രിത പരീക്ഷണം
शंकुक,കറസുള്ള
धमनी शंकु,കോണസ് ആർട്ട്റ്ററിയോസസ്
"पारंपरिक जुताई, रूढ जुताई",പരമ്പരാഗത കൃഷി
"अभिसरित, अभिसारित",സംയോജിപ്പോടെ
अभिसारी,സംയോജിക്കുന്നു
अभिसारी (विकास),സംയോജിത (പരിണാമം)
कॉन्वॉल्वुलेसी,കോൺവെൾവേലസ്
संवलित नलिका,ചുരുങ്ങിയ ട്യൂളർ
समन्वय,സമനയം
सहबहुलक,കോപോളിമർ
"ताम्र, तांबा",ചെന്വ്
मलगुटिका,കൊപ്പിളിറ്റിന്റെ
शमलरागी,കോപ്രോഫിലസ്
संयुग्मन करना,കോപ്പുലേറ്റ്
मैथुन,കോപ്പുലേഷൻ
संयुग्मन,കോപ്പുലേഷൻ
मैथुन तल्प,കോപ്പുലേറ്ററി പാഡ്
प्रवाल भित्ति समुदाय,കോറൽ റീഫ് കമ്മ്യൂണിറ്റി
"मूंगा, प्रवाल",പവിഴം
हृदयाकार,കോരൻ
क्रोड क्षेत्र,കോർ ഏരിയ
क्रोड क्षेत्र,കോർ സോൺ
सहदमनकारी,കോർബെർസർ
कोरीफॉस्फीन,കൊറിഫോസ്ഫിൻ
"काग, कॉर्क",അടപ്പ്
काग एधा,കോർക്ക് കാംബിയം
"काग पेच, कार्क स्क्रू",കോർക്ക് സ്ക്രൂ
"घनकंद, कॉर्म",വലം
मक्का-वेधक,ധാന്യം ബോറർ
"स्वच्छ मंडल, कॉर्निया",കൊറിയ
कॉर्नियाजन कोशिका,കോർണിജെൻ സെൽ
कॉर्निया लेन्स,കോർണിയൽ ലെൻസ്
दलपुंज,കൊറോള്ള
"किरीट, कोरोना",കൊറോണ
किरीट भेदक एंजाइम,കൊറോണ നുഴഞ്ഞുകയറുന്ന എൻസൈമിനെ
अरीय किरीट,കൊറോണ റേഡിയേറ്റ
कोरोनेरिई,കൊറോണറിയേ
हृद् धमनी,കൊറോണറി ആർട്ടറി
हृद्धमनी उपमार्ग,കൊറോണറി ആർട്ടറി ബൈപാസ്
हृद्धमनी रोग,കൊറോണറി ആർട്ടറി രോഗം
हृद् परिखा,കൊറോണറി സുൽക്കസ്
"शिश्न का सगुह पिंड, शिश्न का कॉर्पोरा कैवर्नोसा",കോർപ്പറേസ് കാമോസ (പെനിസിന്റെ)
"पिंड चतुष्टि, कॉर्पोरा क्वाड्रीजेमिना",കോർപ്പറ ക്വാഡ്രിഗീന
"पिंड, कॉर्पस",സൈനികോഹിര്ണം
कॉर्पस ऐल्बिकेन्स,കോർപ്പസ് ആൽബികാൻസ്
"महासंयोजक पिंड, कॉर्पस कैलोसम",കോർപ്പസ്ലോസം
"पीत पिंड, कॉर्पस ल्यूटियम",കോർപ്പസ് ടു
स्पंजी पिंड,കോർപ്പസ് സ്പോഞ്ചിയോമൊമാൻ
"रेखित पिंड, कॉर्पस स्ट्रिएटम",കോർപ്പസ് സ്ട്രൈയം
संक्षारित करना,കോയിര്ഡ്
वल्कुट,Cuortex
वल्कुटी वृक्काणु,കോർട്ടിക്കൽ നെമ്മന്വി
कॉर्टिकोस्टेरोन,കോർട്ടികോസ്റ്റെറോൺ
वल्कुट-प्रभावी,കോർട്ടികോട്രോഫിക്ക്
कॉर्टिसॉल,കോർട്ടിസോൾ
कॉर्टिसोन,കോർട്ടിസോൺ
कॉर्वस,കൊഗ്രാസ്
"समशिख, कोरिम्ब",Corymb
ब्रह्मांडीय उत्पत्ति,കോസ്മിക് ഉത്ഭവം
"अंतरिक्ष किरण, कॉस्मिक किरण",കോസ്മിക് റേ
कॉस्मिड,കോസ്മിഡ്
ब्रह्मांड-जीवोद्भव सिद्धांत,കോസ്മോസോൺ സിദ്ധാന്തം
कपास गोलक शलभ,കോട്ടൺ ബോൾവർം
"परामर्श, परामर्शन",കൗല്സിംഗ്
प्रति प्रवाह तंत्र,ക er ണ്ടർ-നിലവിലെ സിസ്റ്റം
कजन विवाह,കസിൻ വിവാഹം
सहसंयोजी आबंध,കോവാലന്റ് ബോണ്ട്
आवरण,മൂടി
आवरण उपकला,ഉൾക്കൊള്ളുന്ന പതിപ്പിലിയം
काउपर - ग्रंथि,കൂപ്പരുടെ ഗ്രന്ഥി
कक्षांग,കോക്സ
श्रोणि,കോക്സ
श्रोणि-अस्थि,കോക്സൽ അസ്ഥി
कक्षांग प्रवर्ध,കോക്സൽ പ്രക്രിയ
क्रैक,പിളര്പ്പ്
पटाखा स्फोटन,ക്രാക്കർ സ്ഫോടനം
कपाल अस्थि,തലയോട്ടി അസ്ഥി
कपाल तानिका,വാടകയ്ക്കെടുക്കൽ
कपाल तंत्रिका,ക്രാനിയൽ നാഡി
कपालत्रिक बहिर्गम,ക്രാനോസേക്രൽ ഒഴുക്ക്
कपाल,ക്രാനോണ്ട്
क्रेस्यूलेसी अम्ल उपापचय,ക്രാസ്യുലാസിയൻ ആസിഡ് മെറ്റബോളിസം
विचिंगट,ക്രെഫിഷ്
क्रिएटिनिन,സൃഷ്ടിപരമായ
प्राणी,ജന്തു
विसर्पी,അരന്തം
सूक्ष्मवलन,അപര്യാപ്തത
सूक्ष्मदंतन,അപര്യാപ്തത
क्रिटेशस कल्प,ക്രോറ്റേഷ്യസ് കാലയളവ്
"अवटुवामनता, क्रेटीनता",ക്രാറ്റിനിസം
क्रि-डू-चैट संलक्षण,ക്രി-ഡു-ചാറ്റ് സിൻഡ്രോം
अंतः कटक,ക്രിസ്റ്റ
क्रांतिक योजक जाति,ഗുരുതരമായ ലിങ്ക് സ്പീഷീസ്
क्रांतिक प्रक्रिया,ഗുരുതരമായ പ്രക്രിയ
अति संकटापन्न जाति,വിമർശനാത്മകമായി വംശനാശഭീഷണി നേരിടുന്ന ജീവിവർഗ്ഗങ്ങൾ
"सस्य, फसल",വിള
सस्य अभियांत्रिकी,ക്രോപ്പ് എഞ്ചിനീയറിംഗ്
सस्य भूमि,ക്രോപ്ലാൻഡ്
प्रसंकर,കുരിശ്
प्रसंकरण,സങ്കരയിന പ്രജനനം
तिर्यक् सेतु,ക്രോസ്-ബ്രിഡ്ജ്
"क्रॉसबद्ध, तिर्यकबद्ध",ക്രോസ് ലിങ്കുചെയ്തു
पर-परागित,ക്രോസ് പോളിനേറ്റഡ്
पर-परागण,ക്രോസ് പരാഗണം
जीन विनिमय,കടക്കുന്നു
क्रोटालेरिया,ക്രോട്ടാലാരിയ
क्रोटन,ക്രോട്ടൺ
क्राउन गॉल अर्बुद,കിൽ ഗ്രാം ട്യൂമർ
शिखर कलमबंदी,കിരീടം ഒട്ടിക്കൽ
"क्रॉसरूप, क्रॉसरूपी",ക്രൂശോ
अशोधित जन्म दर,ക്രൂഡ് ജനന നിരക്ക്
अशोधित मृत्यु दर,ക്രൂഡ് ഡെത്ത് നിരക്ക്
क्रस्टेशियाई,ക്രസ്റ്റേഷ്യൻ
क्राइ IA c,ക്രേ സി
क्राइ IIA b,കരയുക iia b
निम्नताप परिरक्षण,ക്രയോപ്രക്ഷൻ
निम्नताप शल्यचिकित्सा,ക്രയോസർജറി
"गोपक, गुप्त",ക്രപ്റ്റിക്
गुप्त प्रकटन,ക്രിപ്റ്റിക് രൂപം
गोपक वर्ण,ക്രിപ്റ്റിക് നിറം
गोपकतः रंग-युक्त,ക്രാപ്റ്റിലായി - നിറമുള്ള
क्रिप्टोगैमी,ക്രിപ്റ്റോഗാമി
क्रिप्टोगैमिया,ക്രിപ്റ്റോഗാമിയ
लीबरकुन प्रगुहिका,ലീബർകുൻ ക്രൈപ്റ്റുകൾ
क्रिस्टल,സ്ഫടികം
क्रिस्टलीय,ക്രിസ്റ്റലിൻ
टेनोफोरा प्राणी,Centoforans
"कंकतधर, टेनोफोर",സെട്ടോഫോർ
टेनोप्लाना,Ctentoplana
"कुक्कू, कोकिल",കൊക്കി
"कुकुम्बर (ककड़ी, खीरा)",വെള്ളരിക്ക
कुकरबिट,കുക്കുർബിറ്റ്
कुकरबिटा,കുക്കുർബിറ്റ
कल्म,കുള
कृषिज उपजाति,കൃഷിചെയ്യുക
कृष्ट सस्य,കൃഷി ചെയ്ത വിള
कृष्ट पादप,കൃഷി ചെയ്ത പ്ലാന്റ്
संवर्धनीय या त्वरित सुपोषण,സാംസ്കാരിക അല്ലെങ്കിൽ ത്വരിതപ്പെടുത്തിയ യൂട്രോഫിക്കേഷൻ
"संवर्ध, संवर्धन",സംസ്കാരം
अंडधर पुंज,കുമുലസ് ഓഫോറസ്
क्यूप्रेसस टोरूलोसा,കുഷേർസ് ടോറലോസ
क्यूपुला,പച്ചി
प्यालिका,കപ്ച്ചെടി
करक्यूमिन,Curcumin
धावी,കസോറിയല്
कर्वेम्ब्री,കർവെംബ്രി
वक्रभ्रूणी,കർവെംബ്രിയോണിക്
"अमरबेल, आकाशबेल",കുസ്കട്ട
"निशिताग्र, वलनी",കുസ്പീറ്റ്
"उपत्वचा, उपचर्म",ഉപയാകൃതിയായ
कर्तन,മുറിക്കൽ
कलम,മുറിക്കൽ
"सुफेनक, कटलफिश",കട്ടിൽ ഫിഷ്
सायनोजीवाणु,സയനോബാക്ടീരിയ
सायनोजीवाणु,സയനോബാക്ടീരിയ
सायनोकोबालेमिन,സയനോകോബാലമിൻ (ബി 12)
साइनोफाइसीय कणिका,സയനോഫിയൻ ഗ്രാനുലേ
साऐथियम,സൈതിയം
साइकैड,സൈകാഡ്
साइकैडेसी,സൈകാഡെചെ
साइकैडोप्सिडा,സൈകാഡോപ്സിഡ
चक्रीय ग्वानोसीन मोनोफॉस्फेट,ചാക്രിക ഗ്വാനോസിൻ മോണോഫോസ്ഫേറ്റ്
चक्रीय प्रकाशफॉस्फोरिलन,ചാക്രിക ഫോട്ടോഫോസ്ഫോറിലേഷൻ
चक्रवाती पृथक्कारी,സൈക്ലോണിക് സെപ്പറേറ്റർ
साइक्लॉप्स,സൈക്ലോപ്പുകൾ
साइक्लोस्पोरिन-A,സൈക്ലോസ്പോരിൻ a
साइक्लोस्टोमैटा,സൈക്ലോസ്റ്റോടോമാറ്റ
साइकस,സൈകാസ്
ससीमाक्षी,സൈമോസ്
ससीमाक्ष प्रकार,സൈമോസ് തരം
साइप्रेस,സൈപ്രസ്സ്
सिप्सेला,സിപ്പലെസല്
सिस्टीन,സ്രീസ്ലൈൻ
"पुटीय तंतुमयता, पुटीय रेशमयता",സിസ്റ്റിക് ഫൈബ്രോസിസ്
कोशिका-द्रव्य विभाजन,സൈറ്റോകിനിസ്
साइटोक्रोम,സൈറ്റോക്രോം
साइटोकाइन अवरोध,സൈറ്റോകൈൻ തടസ്സം
साइटोकाइनिन,സൈറ്റോകിനിൻ
कोशिकाविज्ञान,സൈറ്റിയോളജി
तंत्रिकाय,സൈറ്റൺ
कोशिका-द्रव्य,സൈറ്റോപ്ലാസം
कोशिकाद्रव्यी सेतु,സൈറ്റോപ്ലാസ്മിക് ബ്രിഡ്ജ്
कोशिकाद्रव्यी गोलिका,സൈറ്റോപ്ലാസ്മിക് ഗ്ലോബൽ
साइटोसीन,സൈറ്റിസിൻ
कोशिका-पंजर,സൈറ്റോസ്കലെട്ടൺ
"कोशिकाविलेय, साइटोसोल",സൈറ്റോസോൾ
कोशिकावर्गिकी,സൈറ്റോടാക്സൻ.
निर्जलीकरण,നിർജ്ജലീകരണം
डेरी प्रौद्योगिकी,ഡയറി സാങ്കേതികവിദ്യ
डैफ्नेलीज,ഡാഫ്നെലെസ്
डैफ्निया (जल पिस्सू),ഡാഫിനിയ
अदीप्त पृष्ठभूमि,ഇരുണ്ട പുറം നിലം
अदीप्त क्षेत्र सूक्ष्मदर्शिकी,ഇരുണ്ട ഫീൽഡ് മൈക്രോസ്കോപ്പി
अप्रकाशिक अभिक्रिया,ഇരുണ്ട പ്രതികരണം
डार्विनवाद,ഡാർവിനിസം
"डार्विन कुलिंग (पक्षी), डार्विन फिंच",ഡാർവിന്റെ ഫിഞ്ച്
आँकड़े अपूर्ण,ഡാറ്റ കുറവ്
खजूर वृक्ष,ഈന്തപ്പന
डाटूरा स्ट्रेमोनियम (धतूरा),ദതുര സ്ട്രാമോണിയം
संतति कोशिका,മകൾ സെൽ
दिवस-निरपेक्ष पादप,ഡേ ന്യൂട്രൽ പ്ലാന്റ്
दिन-अवधि,പകൽ നീളം
विवृद्धि,അധരതാ
मृत प्ररोह,ചത്ത ഷൂട്ട്
बधिरता,ബധിരമായത്
दशतय,കാരന്
क्षयशील जैव पदार्थ,ഓർഗനൈക് ഇംപാക്
डेसिबेल,ഡെസിബെൽ
पाती आधार,ഡെസിഡുവ ബസലിസ്
पाती संपुट,ഡെസിദുവ കാപ്സ്യുലസ്
"पतनिका, पाती",ഡെസിഡുവ
पर्णपाती,ഇലപന്തം
अपघटित होना,ദുര്ബലമായ
अपघटक,വിഘടനം
अपघटनी अपरद,ഡിട്രിറ്റസ് വിഘടിപ്പിക്കുന്നു
अपघटन दर,വിഘപന നിരക്ക്
उत्शयान,ഇടിവ്
निर्विभेदित कोशिका,ഡ്യൂഫ്ഫെറന്റന്റ് സെൽ
गभीर महासागर खाई,ആഴത്തിലുള്ള സമുദ്രം
गभीर जलाशय,ആഴത്തിലുള്ള ജലാശയം
विरेशकीयन,ഡിഫിബ്രിലേഷൻ
विरेशकित्र,ഡിഫിബ്രില്ലേറ്റർ
"न्यूनता, हीनता, अपूर्णता, ह्रास",അപരാപ്തത
अपस्फीति,വനനം
विक्षेप तरंग,വ്യതിചലന തരംഗം
"वनोन्मूलन, निर्वनन",വനനശീകരണം
"प्रकूट अपह्रासिता, कोडॉन अपह्रासिता",കോഡണിന്റെ അധ enera ദ്ധിക
अपह्रासित,അധerateerate
अपह्रासित कूट,കോര്ഡ് കോഡ്
अपह्रासन,അപചയം
अपह्रासी संधि,അപമാനകരമായ ജോയിന്റ്
घासस्थल का निम्नीकरण,പുൽമേടുകളുടെ അധ d പതനം
अपवृद्धि,അധരതാ
स्फुटनशील फल,Deirent ഫലം
निर्जलीकरण,നിർജ്ജലീകരണം
डिहाइड्रो-एपीऐन्ड्रोस्टेरॉन,ഡെഹൈഡ്രോ-എപ്പിയാൻസിഹോൺ
डिहाइड्रोजनेज,Dehyprogeenase
"विलोपन, विलोप",ദീപീകരണം
परिसीमन झिल्ली,മെംബ്രൺ ഡിലിമിറ്റിംഗ്
(वि) निरूपक,നിര്ദ്ദീനിംഗ്
डेल्फाइनस,ഡെൽഫിനസ്
"तलमज्जी मीन, तलमज्जी मछली",അസുരക്ഷേമം
जनसांख्यिकीय संक्रमण,ഡെമോഗ്രാഫിക് സംക്രമണം
"विकृतन, विकृतीयन",ഡിനാറ്ററേഷനുകൾ
"विकृतीयित, विकृतीकृत",നിന്ദ്യമായത്
"विकृतीकरण, विकृतियन",നിര്നിസേഷൻ
द्रुमाकृति,ഡെൻഡ്രൈൻ
द्रुमिका,ഡെൻഡ്രൈൻ
पार्श्वतंतु,ഡെൻഡ്രൈൻ
डेन्ड्रोबेटीज,ഡെഡ്രോബറ്റുകൾ
द्रुमवर्ध,ഏകാധിപൻ
डेंगू,ഡെങ്കി
विनाइट्रीकरण,നിഷേധിക്കല്
विनाइट्रीकरण प्रक्रम,നിരസിക്കൽ പ്രക്രിയ
विनाइट्रीकारक,ഡെന്റിട്രിഫയർ
विनाइट्रीकारी जीवाणु,ബാക്ടീരിയകളെ നിഷേധിക്കുന്നു
सघन विलयन,ഇടതൂർന്ന പരിഹാരം
घनत्व प्रवणता अपकेंद्रण,സാന്ദ്രത ഗ്രേഡിയന്റ് സെൻട്രിഫ്യൂഗേഷൻ
निलंबन का घनत्व,സസ്പെൻഷന്റെ സാന്ദ്രത
दंतुर,ദന്തം
"दंतधातु, डेन्टीन",ദന്തൻ
वि-ऑक्सीजनित रुधिर,ഡിയോക്സിജൻ ചെയ്ത രക്തം
डिऑक्सी राइबोन्यूक्लीक अम्ल,ഡിയോക്സിറിബോഞ്ചിലിക് ആസിഡ് (ഡിഎൻഎ)
विवर्णकता,സന്യാസിമെന്റേഷൻ
मृदा उर्वरता ह्रास,മണ്ണിന്റെ ഫലഭൂയിഷ്ഠത കുറയുന്നു
विध्रुवण,Deolow വീയത
वि-बहुलकन,ഡിപോലിവറിറേഷൻ
अवसाद,നൈരാശം
गर्त,നൈരാശം
परित्यक्त भूमि,കര ലോസ്
व्युत्पन्न नोवाकेन,ഡെറിവേറ്റീവ് നോവീൻ
त्वचाजन,ഡെർമറ്റോജൻ
चर्म,ഡെർമിസ്
वंशज समष्टि,പിൻഗാമികളുള്ള ജനസംഖ്യ
अवरोही वृहदांत्र,ഇറങ്ങിവരുന്നു കോളൻ
"अवरोही पाद, अवरोही शाखा, अवरोही अंग",ഇറങ്ങിവരുന്ന അവയവം
अवरोही वक्ष महाधमनी,തോറാസിക് അയോർട്ട അവതരിപ്പിക്കുന്നു
अवरोहण,ഇറക്കശാസ്തം
"मरुक्षेत्र, मरुस्थल",മരുഭൂമി പ്രദേശങ്ങൾ
"मरप जीवोम, मरु बायोम",മരുഭൂമിയിലെ ബയോം
मरु समुदाय,മരുഭൂമി കമ്മ്യൂണിറ്റി
मरुपादप,മരുഭൂമി
मरु क्षुप,മരുഭൂമി കുറ്റിച്ചെടി
मरूभवन,മറച്ചുവറിയ
देसी किस्म,ദേശി വൈവിധം
डेस्मिड,പീസ്മിദിന്
बंधनलिका,Desmmotubule
अपमार्जक,മാലിനനിര്മാര്ജനി
निराविषन,വിഷാംദം
निराविषीकरण,വിഷാംശം
अपरदाहारी,ഡിട്രിറ്റിവൂർ
अपरदाहारी,ഡിട്രിറ്റിവ്യൂസ്
अपरद भक्षी,ഡിട്രിറ്റസ് ഫീഡർ
अपरद भोजी अकशेरुकी प्राणी,ഡിട്രിറ്റസ് ഫീഡിംഗ് അകശൈബ്രേറ്റ്
अपरद खाद्य शृंखला,ഡിട്രിറ്റസ് ഫുഡ് ശൃംഖല
ड्यूटेरोस्टोमिया,ഡ്യൂട്ടൂട്ടീയാത കമ്മീഷൻ
परिवर्धन,വികസനം
शृंगी (शृंगमीन),പിശാച് മത്സ്യം
डेविल मीन,പിശാച് മത്സ്യം
डिवोनी कल्प,ഡെവോണിയൻ കാലയളവ്
डी-व्रीज सिद्धांत,ഡി-വ്രീസ് സിദ്ധാന്തം
डि-ऑक्सीकॉर्टिकोस्टेरोन,ഡി-സൈക്കോർട്ട്സ്റ്റെറോൺ
द्विसंकर,Dihybrid
डाइन्यूक्लिओटाइड,Dinucleout സൈഡ്
"डायाबिटीज इन्सिपिडस, उदकमेह",ഡയബറ്റിസ് ഇൻസിപിഡസ്
"डायाबिटीज मेलिटस, मधुमेह",പ്രമേഹം മെലിറ്റസ്
डाइऐसिटिलमॉर्फिन,ഡയപെറ്റിൽമോർഫിൻ
"निदान, रोगनिदान",രോഗനിര്ണയനം
नैदानिक एवं चिकित्सीय,"ഡയഗ്നോസ്റ്റിക്, ചികിത്സാ എന്നിവ"
नैदानिक प्रतिबिंब,ഡയഗ്നോസ്റ്റിക് ചിത്രം
नैदानिक किट,ഡയഗ്നോസ്റ്റിക് കിറ്റ്
डायकाइनेसिस,ദി ഡയകിനെസിസ്
अपोहन-तरल,ഡയാലിസിംഗ് ദ്രാവകം
अपोहन,ഡയാലിസിസ്
द्विपुंकेसरधारिता,ഡൈനിയൻഡ്
"द्विपुंकेसरी, द्विपुमंगी",ഡൈയാൻഡോർ
उपरति,പോസിറ്റി
"प्रवाहिका, दस्त",അതിസാരം
अनुशिथिलन दाब,ഡയസ്റ്റോളിക് മർദ്ദം
डायटम,ഡിവിയാറ്റി
डायटमी मृत्तिका,ദയോതിക ഭൂമി
डाइऑक्सिलग्लिसरॉल,Dioxylglyclycle (dg)
द्विक्षारकी फॉस्फेट,ദിബാസിക് ഫോസ്ഫേറ്റ്
डाइकैन्थियम,ദിച്ചാന്തിയം
डाइक्लोरो डाइफेनिल ट्राइक्लोरोईथेन,ഡിക്ലോറോ ഡിഫെനൈൽ ട്രൈക്ലോറോഥെയ്ൻ (ഡിഡിടി)
द्विभाजी,Dichotomous
"द्विकंदीय करोटि, द्विकंदीय खोपड़ी",ഡിക്കോണ്ടിലിക് തലയോട്ടി
द्विबीजपत्र,ഡികോട്ടിഡൺ
जालिकाय,Picticoyosome
डिक्टिओटा,ഡിക്റ്റിയോട്ട
अग्रमस्तिष्कपश्च,മനശ്ശമോ
"आहारी, आहार-संबंधी",ഭക്ഷണശാല
विभेदक योगदान,ഡിഫറവ് സംഭാവന
विभेदी व्यतिकरण विपर्यास सूक्ष्मदर्शी,ഡിഫറൻഷ്യൽ ഇന്റർഫെൻറ് വൈകല്യമുള്ള മൈക്രോസ്കോപ്പ്
विभेदक जनन,ഡിഫറൻഷ്യൽ പുനരുൽപാദനം
विभेदित कोशिका,വേർതിരിച്ച സെൽ
विभेदन,പതപാദം
विवर्तित तरंग,ഡിഫ്രാക്റ്റുചെയ്ത തരംഗം
"विसरित करना, विसरित होना",വ്യാപിക്കും
विसरण क्षमता,വ്യാപിക്കുന്ന ശേഷി
पाचन,ദഹനം
पाचक रस,ദഹന ജ്യൂസ്
पाचन तंत्र,ദഹനവ്യവസ്ഥ
पाचन पथ,ദഹനനാളത്തെ
अंगुलि,അക്കം
अंकीय व्यवकलन वाहिकाचित्रण,ഡിജിറ്റൽ കുറയ്ക്കൽ ആൻജിയോഗ്രാഫി
"अंकीय रूप से, अंकत",ഡിജിറ്റലായി
अंगुलिरूप ग्रंथि,ഡിജിറ്റിഫോം ഗ്രന്ഥി
केंद्रकयुग्म,Dikaryon
"द्विकेंद्रक प्रावस्था, केंद्रकयुग्म प्रावस्था",ഡിക്കാരോഫേസ്
द्वितय,ഡൈവര്
प्रभावी घातक विकल्पी,പ്രബലമായ മാരകമായ അലോലെ
द्विरूपता,ദിമോർഫിസം
डाइनाइट्रोजन,ഡൈനിട്രോജൻ
"घूर्णीकशाभ, डाइनोफ्लैजेलेट प्राणी",ദിനോഫ്ലേഗെലേറ്റ്
"एकलिंगाशृयी, पृथक्लिंगी",ഡൈയോസിയസ്
डाइओस्पाइरस मेलैनोजाइलोन,ഡയോസ്പൈറോസ് മെലാനോക്സൈലോൺ
डाइपेप्टाइड,ഡിവിപ്ടൈഡ്
द्विबारदंती,ഡിഫ്യോഡോണ്ട്
डिप्लोबैसिलस,ഡിപ്ലോബക്കലസ്
द्विकोरकी,ഡിലോബ്ലാസ്റ്റിക്
डिप्लोकोकस न्यूमोनी,ഡിപ്ലോക്കസ് ന്യുമോണിയ
द्विगुणित अवस्था,ഡിപ്ലോയിഡ് സ്റ്റേജ്
द्विसूत्रावस्था,ഡിപ്ലോൺമ
द्विगुणितीय,ഡിലിക്
डिप्लोसोम,ഡിപ്ലോമും
द्विक्चूषक,ഡിപ്ലോസ്റ്റോം
द्विपट्ट अवस्था,ഡിപ്രോട്ടിൻ സ്റ്റേജ്
"द्विपंखीगण, डिप्टेरा",ഡിപ്റ്റെറ
द्विपंखी,ഡിപ്റ്റൻ
डिप्टैरोकार्पस होपिआ,ഡിപ്റ്റെറോകാർപസ് ഹോപെരിയ
डिप्थीरिया,ഡിപ്തിയ
दिशिक वरण,ദിശാസൂചന തിരഞ്ഞെടുക്കൽ
डाइसैकेराइड हायल्यूरॉनिक अम्ल,ഹയാലുറോണിക് ആസിഡ് തെറ്റായി മാറ്റുക
डाइसैकेराइड,പോരായ്മ
"चक्रिका, डिस्क, बिंब, मंडक",ഡിസ്ക്
बिंब पुष्पक,ഡിസ്ക് ഫ്ലോട്ട്
पराग विसर्जन,കൂമ്പോളയിൽ നിന്ന് പുറത്ത്
असंतत विभिन्नता,വ്യതിയാന വ്യതിയാനം
असंतत उत्परिवर्तन,വിവേചനപരമായ പരിവർത്തനം
रोग,രോഗം
विषमकारी प्रभाव,ഡിസാർമോണിംഗ് പ്രക്രിയ
विसंक्रामक,അണുനാശിനി
विसंक्रमित,അണുവിമുക്തമാക്കിയ
अस्थि विकार,അസ്ഥിയുടെ തകരാറുകൾ
प्रकीर्णन,കീര്ത്തി
दूरस्थ,വിദൂര
दूरस्थ संवलित,തെറ്റാണ്
दूरस्थ वृक्काणु,വിദൂര നെഫ്രോൺ
दूरस्थ अंगुलास्थि,വിദൂര ഫലാങ്ക്സ്
दूरस्थ वर्णक,വിദൂര പിഗ്മെന്റ്
दिवाचर,അരൂണൽ
द्विसंयोजी धनायन,അവ്യക്തമായ കലനം
द्विसंयोजक,അവശിഷ്ടമായ
अलग-अलग होना,വ്യതിചലിക്കുക
"अपसरण, अपसारिता",വ്യത്യാഗങ്ങൾ
विविधता,വൈവിധ്യം
श्रम विभाजन,അധ്വാനത്തിന്റെ വിഭജനം
विभाजन,ഡിവിഷൻ
"भाग, प्रभाग",ഡിവിഷൻ
डी.एन.ए.आश्रित आर.एन.ए. पॉलिमरेज,ഡിഎൻഎ ആശ്രിതൻ ആർഎൻഎ പോളിമറേസ്
डी.एन.ए.शोषण,ഡിഎൻഎ ബ്ലോക്കിംഗ്
