Bengali,Hindi
হিমায়িত (ফল ও উদ্ভিজ্জ),"हिमशीतित, हिमीकृत"
ফলস্বরূপ,फलन
ফল ড্রপ,"फल पातन, फल का झड़ना"
ফল-সেট (ফল সেটিং),फल बनना
ধোঁয়াশা,"धूमन, धूम देना"
ছত্রাকনাশক,कवकनाशी
ছত্রাকজনিত,कवकरोधी
ছত্রাক,कवक
ফুরো,"खूड़, सीता"
একীকরণ,"संलयन, संगलन"
ফুজ,रूआं
অস্পষ্ট,रोएंदार
"মৌরি, অ্যানিস",सौंफ
ফেনুগ্রেক,मेथी
ডুমুর,अंजीर
আঙুলের বাজরা,कंगनी
ফায়ার-ফ্লেমে বুশ,दावी
বনের শিখা,पलाश
ফরাসি শিম,फ्रेंच बीन
ফ্লা,पिस्सू
ফক্স,लोमड़ी
ফলের মাছি,फल मक्खी
গল (হর্ট),"वृक्ष व्रण, पिटिका"
গেমেট,"युग्मक, गैमीट"
বাগান,"उद्यान, बाग"
গেজ (জল),"पनसाल, जलमापी"
জিন ব্যাংক,जीन संग्रह
জিন ট্যাগিং,जीन टैगन
জিনোলজি,वंशावली विज्ञान
জেনেটিক মানচিত্র,जीन मानचित्र
জেনেটিক্স,आनुवंशिकी
জিনোম,"जीनोम, संजीन"
জিনোমিক লাইব্রেরি,संजीनी संग्रह
জিনোমিক্স,जीनोमिक्स
জিনোটাইপ,जीनप्ररूपी
জিনোটাইপ,"जीनी संरचना, जीन प्ररूप"
জেনাস,वंश
জেনাস,"जीनस, वंश"
জীবাণু,"रोगाणु, जर्म"
জীবাণু,रोगाणुनाशी
অঙ্কুরোদগম,अंकुरण
জীবাণু,"जननद्रव्य, जर्मप्लाज्म"
গিব্বেরেলিক অ্যাসিড,जिबरेलिक अम्ल
জিনিং,ओटना
গ্লুম,तुष
আঠালো,"लसदार, ग्लूटिनी"
গ্লাইকোলাইসিস,ग्लाइकोलिसिस
Gneiss,"नाइस, शैल"
সোনার বিপ্লব,स्वर्णिम क्रांति
গ্রেডিং,"श्रेणीकरण, वर्गीकरण, स्तरीकरण"
গ্রাফ্টেড উদ্ভিদ,"कलमबंद पादप, कलमी पौधा"
গ্রাফ্ট-ইনমপ্যাটেবল,कलम असंगत
গ্রান্না,ग्रैना
গ্রানুলেশন,कणिकायन
সবুজ সার,हरी खाद
সবুজ বিপ্লব,हरित क्रांति
বৃদ্ধি এবং উন্নয়ন,वृद्धि और परिवर्धन
গুমোসিস,"गोंद रोग, गोंदार्ति"
Gynodioecious,भिन्नस्थ - उभयस्त्रीलिंगी
গল বাদাম,माजूफल
রসুন,लहसुन
জেরবেরা,जरबेरा
ঘেরকিন,घरकिन
আদা,अदरक
গ্ল্যাডিওলাস,ग्लेडियोलस
ছাগলের আগাছা (আগেরেটাম),महकुवा
আঙ্গুর,"ग्रेप फ्रूट, चकोतरा"
আঙ্গুর,अंगूर
সবুজ ছোলা,मूंग
গ্রুইয়া,भीमल
চিনাবাদাম,मूंगफली
পেয়ারা,अमरूद
গিনি ঘাস,गिनी घास
গ্যাল মিড,पीटिका कीट
ঘাস হপার,टिड्ड़ा
গুন্ডি বাগ,गंधी कीट
অভ্যাস,"प्रकृति, स्वभाव, रूपगुण, स्वरूप"
শিলাবৃষ্টি,"ओला, करकापात, करका"
হেয়ারভেচ,रोमिलवैच
হ্যালোফাইট,लवणमृदोद्भिद्
হ্যারো,हैरो
ফসল সূচক,"तुड़ाई सूचकांक, कटाई सूचकांक"
ফসল,"कटाई, कटी फसल, तैयार फसल, उपज"
ফসল কাটা,"तोड़ना, कटाई, तुड़ाई"
হ্যাচ,"अंडे से निकलना, अंडा सेना"
খড়,सूखी घास
হেইলজ,सूखा चारा
হেইস্টক,गंजी
ধোঁয়াশা,धुंध
আড়ম্বরপূর্ণ,धुंधता
মাথা (কৃষি),"बाली, सिट्टा, मुंडक, शीर्ष, सिर, सिरा"
মাথা (চ্যানেলের),सिरा (नाली का)
পিছনে মাথা,शीर्ष छंटाई
হেজ,बाड़
হেজিং,अधिरक्षण
হেলিক্স,कुंडलिनी
হেমাটাইট,हेमैटाइट
ভেষজ,"शाक, बूटी"
হার্বেরিয়াম,"वनस्पति संग्रह, वनस्पति संग्रहालय"
হার্বিসাইড,शाकनाशी
বংশগততা,आनुवंशिकता
হেরেটিবিলিটি,वंशागतित्व
হার্মাফ্রোডাইট,उभयलिंगी
হিটারোক্রোমেটিক,विषमवर्णी
হেটেরোফেরটিলাইজেশন,विषम-निषेचन
হিটারোসিস,"संकरओज, हेटेरोसिस"
হেটেরোসোম,लिंगक्रोमोसोम
হিটারোট্রফ,परपोषित
হেক্সাপ্লয়েড,षड्गुणित
হাইবারনেট,शीत निष्क्रियता
উচ্চ ঘনত্ব রোপণ,उच्च सघनता रोपण
পাহাড় (চাল),"पिंडलक, हिल (धान)"
হিস্টোগ্রাম,आयतचित्र
হিটেক হর্টিকালচার,उच्च तकनीकी औद्यानिकी
মুরগি,"करंड, छत्ता"
হোয়িং,"गुड़ाई, गोड़ना"
ধারণ,जोत
হোম ফার্ম,निजी फार्म
হোমিওস্টেসিস,समस्थिति
হোমস্টেড,वासभूमि
সমজাতীয়তা,समांगता
সমজাতীয়,"सजातीय, समांगी"
হোমোলজাস,समधर्मी
হোমোজাইগোট,समयुग्मज
হপার,"खुरलिका, खाद्यधानी, हापर"
দিগন্ত,"संस्तर, क्षितिज"
উদ্যানতাত্ত্বিক ফসল,औद्यानिक फसलें
উদ্যানতত্ত্ব,"उद्यान विज्ञान, बागवानी, उद्यान कृषि, औद्यानिकी"
হর্টি-সিলভি যাজকীয় কৃষিকাজ,उद्यान वानिक पशुपाल्य खेती
হোস্ট,परपोषी
গরম জল চিকিত্সা,तप्त जलोपचार
হাল,"हल, छिलका"
আর্দ্রতা,आर्द्रता
হুমাস,हयूमस
হুস্ক,भूसी
হকার,छिलका निकालने वाली मशीन
হুংস,छिलका उतारना
হাইব্রিড,संकर
সংকরকরণ,संकरण
হাইড্রেশন,"जलयोजन, जलीयन"
জলবিদ্যুৎ,जल विज्ञान
হাইড্রোলাইসিস,जल अपघटन
হাইড্রোমিটার,"द्रवघनत्व मापी, हाइड्रोमीटर"
হাইড্রোফিলাস,जल परागित
জলবিদ্যুৎ,जल संवर्धन
হাইড্রোস্ফিয়ার,जल मंडल
হাইড্রোস্কোপিসিটি,आर्द्रता-ग्राहयता
হাইপারপ্যারাসাইট,परात्पराजीवी
হাইপারপ্লাজিয়া,अतिवृद्धि
হাইফা,"कवक तंतु, हाइफा"
হাইপোকোটাইল,बीजपत्राधार
হাইপোথিসিস,परिकल्पना
হিস্টেরেসিস (জল),शैथिल्य (जल)
হ্যাজেল বাদাম,"हेजल नट, अखरोट का फल"
শিং,भांग
হেনবেন,खुरासानी अजवाईन
হেনা,मेंहदी
হিবিস্কাস,गुड़हल
খোঁড়ান,होप
ঘোড়া গ্রাম,कुल्थी
হর্স-আই-শিম,कवांच
মৌমাছি,मधुमक्खी
হপার,फुदका
উদ্যানতত্ত্ববিদ,उद्यानविद्
হাইড্রোলজিস্ট,जल विज्ञानी
সিটু গ্রাফটিংয়ে,स्व स्थाने कलम-बंधन
ভিট্রোতে,पात्रे
ভিভোতে,जीवे
নির্বিচারে,अविवेकपूर्ण
পোকামাকড়,कीट
কীটপতঙ্গ,कीट पीड़क
পোকামাকড়,कीटालय
কীটনাশক,कीटनाशी
পোকামাকড়,कीटाहारी
ইনসোলেশন,"सूर्यतापन, आतपन"
অদৃশ্য,अविलेय
ইনস্টর (পোকামাকড়),"इन्स्टार (कीट), अंतरानिर्मोकीय अवस्था"
ইনসুলেটর,रोधी
ইন্টিগ্রেটেড ডিজিজ ম্যানেজমেন্ট,समेकित रोग प्रबंधन
সংহত পুষ্টি ব্যবস্থাপনা,समेकित पोषक-तत्व प्रबंधन
সমন্বিত বালাই ব্যবস্থাপনা,समेकित पीड़क प्रबंधन
তীব্রতা,"सघनता, गहनता"
নিবিড়,"गहन, सघन"
ইন্টারক্রপ,"बीच की फसल, अंतराफसल"
আন্তঃসংশ্লিষ্টতা (আন্তঃবিজ্ঞান),"अंतः सस्य कर्षण, निराई, गुड़ाई"
স্বার্থ,ब्याज
ইন্টারনোড,"पर्व, पोरी"
ইন্টারফেজ (সেল বিভাগ),अंतरा प्रावस्था (कोशिका विभाजन)
ইন্টারপোলেশন,अंतर्वेशन
আন্তঃমুখী,अंतर्बंध्य
ইনভেন্টরি,"विवरण, सूची"
বিপর্যয়,प्रतिलोमीकरण
জড়িত,"चक्र, सहपत्र"
আয়ন,आयन
ইরেডিয়েশন,किरणन
সেচ,सिंचाई
আইএসও অ্যালিলস,समविकल्पी
আইএসও পণ্য বক্ররেখা,समोत्पाद वक्र
আইসোবার,समदाब रेखा
আইসোগামি,समयुग्मन
বিচ্ছিন্নতা দূরত্ব,पृथक्करण दूरी
আইসোপ্লয়েড,समगुणित
আইসোক্যান্ট,समोत्पाद
আইসোটোপ,"आइसोटोप, समस्थानिक"
ভারতীয় বার্চ,भोजपत्र
ইন্ডিয়ান ব্লু পাইন,कैल
ভারতীয় চেরি,लसौड़ा
ভারতীয় জুনিপার,धूप
ভারতীয় কিনো গাছ,बीजासर
ভারতীয় লরাল ট্রি,"सुरपान, सुल्तान चंपा"
ভারতীয় ম্যাডার,साया
ভারতীয় ম্যাডলার,मंजीठ
ইন্ডিয়ান পোডো ফিলাম,पापड़ा
নীল,नील
ইতালিয়ান বাজরা,काकुन
আইভরি গাছ,कुर्ची
আইভী লাউ/লিটল লাউ,कुंदरू
গুড়,"जैगरी, खंडसारी"
জাপোনিকা রাইস,जैपोनिका धान
জ্যাসিড,जैसिड
জাভানিকা রাইস,जावाई धान (चावल)
জেলিং,जेली बनाना
ঝুম চাষ,झूम कृषि
জাম্পিং জিন,झंपक जीन
জাঙ্ক ডিএনএ,अनुपयोगी डीएनए
কিশোর পর্ব,वयस्कपूर्व प्रावस्था
জ্যাকারান্ডা,नीली गुलमोहर
জ্যাকফ্রুট,कटहल
জামুন,जामुन
জুঁই,"मोतिया, चमेली"
জাট্টি খট্টি,जट्टी/खट्टी
জ্যাটট্রোফা,रतनजोत
পাট,जूट
জ্যাসিডস,जैसिड़
কওলিন,केओलिन
কওলিনাইট,"केओलिन मिट्टी, खडिया मिट्टी"
কওলিনাইট,"केओलिनाइट, केओलिन मिट्टी, खडिया मिट्टी"
ক্যারিঞ্চাইমা,केंद्रककाइमा
ক্যারিওডেসমা,केंद्रकबंध
ক্যারিওগামি,केंद्रक संलयन
ক্যারিওগ্রাম (আইডিওগ্রাম),गुणसूत्र आरेख
ক্যারিওকাইনেসিস,सूत्री विभाजन
ক্যারোলজি,केंद्रक विज्ञान
ক্যারিওলাইসিস,केंद्रकलयन
ক্যারিওন,केंद्रक
ক্যারিওটাইপ,"केंद्रक प्ररूप, गुणसूत्रप्ररूप"
কেল্প (শেত্তলা),केल्प (शैवाल)
কেলভিন চক্র,केल्विन चक्र
কেরাটিন,किरेटिन
কার্নেল,"गिरी, दाना"
খাইরা রোগ,खैरा रोग
খরিফ,खरीफ
দুষ্টুমি,बकरी का ब्याना
কিনেটোচোর,काइनेटोकोर
বাগানের,"शाक-वाटिका, गृह वाटिका"
ক্লেইনফিল্টার সিনড্রোম,क्लाइनफिल्टर संलक्षण
ক্লেনো খণ্ড,क्लिनो खंड
গিঁটিং,खांच लगाना
কোচের পোস্টুলেট,कॉच अभिगृहीत
কোপ্পেনের শ্রেণিবিন্যাস (জলবায়ু),कोपन का वर्गीकरण (जलवायु)
ক্রেবস চক্র,क्रेब का चक्र
কুর্তোসিস,"करटोसिस, ककुदता"
কেভিকে (কৃষ্ণ ভিগায়ান কেন্দ্র),के वी के (कृषि विज्ञान केंद्र)
কাদম,कदंब
কালে,केल
ক্যানস ঘাস,कांस घास
করোন্ডা,करौंदा
"কিডনি বিন, রাজমাহ",राजमा
কিউইফ্রিউট,कीवी फल
নোল খোল,गांठ गोभी
কোডাম্পুলি,विलायती इमली
কোডো মিললেট,कोदो
কোকাম মাখন গাছ (ম্যাঙ্গোস্টিন),कोकम
খাপ্রো বিটল,खपरा भृंग
এল.ডি .50 (মারাত্মক ডোজ 50),घातक मात्रा 50
অবতরণ করতে ল্যাব,प्रयोगशाला से खेत तक
লেবেল,अस्थिर
শ্রম,"श्रम, मजदूर, श्रमिक"
ল্যাক অপেরন মডেল,लैक प्रचालक प्रतिदर्श
স্তন্যদান,दुग्ध स्रवण
ল্যাকটোজেনিক হরমোন (প্রোল্যাকটিন),दुग्धजनक हॉर्मोन (प्रोलैक्टिन)
ল্যাকটোজ,लैक्टोस
পিছিয়ে থাকা স্ট্র্যান্ড,पश्च रज्जुक
ল্যাম্বদা ক্লোনিং ভেক্টর,लैम्डा क्लोनन संवाहक
ফলকিত বায়ু প্রবাহ,पटलीय वायु प्रवाह
ল্যাম্প ব্রাশ ক্রোমোজোম,लैंपब्रश गुणसूत्र
জমি,"भूमि, जमीन, स्थल, प्रदेश"
ভূমি সক্ষমতা শ্রেণিবিন্যাস,भूमि समर्थता वर्गीकरण
ভূমি সক্ষমতা মানচিত্র,भूमि समर्थता मानचित्र
ভূমি অবক্ষয়,भूमि निम्नीकरण
ভূমি সমতুল্য অনুপাত,भूमि तुल्यांक अनुपात
জমি সমতলকরণ,भूमि समतलीकरण
জমি উদ্ধার,भूमि सुधार
ল্যান্ডস্কেপিং,भूदृश्य कला
জমির উপযুক্ততা,भूमि उपयुक्तता
ভূমি ব্যবহারের প্যাটার্ন,भूमि उपयोग पद्धति
ল্যাঙ্গারহান্স সেল,लैंगरहैंस कोशिकाएं
ভ্রষ্টতা হার,ह्रास दर
লার্ভা,"लार्वा, डिंभक"
বিলম্ব,प्रसुप्तता
সুপ্ত,गुप्त
সুপ্ত সংক্রমণ,प्रसुप्त संक्रमण
পার্শ্বীয়,"पार्श्व, पार्श्विक, पार्श्वीय"
লেটারাইট মাটি,लैटराइट मृदा
ল্যাটেক্স,"लेटेक्स, असंस्कृत रबड़"
ল্যাথাইরিজম,"लैथिरस रोग, लैथिरसता"
ল্যাটিন স্কয়ার ডিজাইন (এলএসডি),लातीनी वर्ग अभिकल्पना (एल एस डी)
জাল,जालक
সমন্বিত সুবিধার আইন,तुलनात्मक लाभ नियम
ধ্রুবক রিটার্ন আইন,स्थिर प्रतिफल का नियम
হ্রাসের আইন,ह्रासमान प्रतिफल का नियम
ক্রমবর্ধমান retuns আইন,वर्धमान प्रतिफल का नियम
সীমাবদ্ধ কারণগুলির আইন,सीमित कारकों का नियम
সর্বনিম্ন আইন,न्यूनता का नियम
প্রতিস্থাপন আইন,प्रतिस्थापन का नियम
পরিবর্তনশীল অনুপাত,परिवर्ती अनुपात नियम
স্তর,"दाब, परत, अंडे देने वाली मुर्गी"
বিন্যাস,अभिन्यास
লিচেট,निक्षालित तत्व
ফাঁস দক্ষতা,निक्षालन क्षमता
ফাঁস প্রয়োজনীয়তা,निक्षालन मांग
শীর্ষস্থানীয় স্ট্র্যান্ড,अग्रग रज्जुक
পাতার ক্ষেত্রের সময়কাল,पर्ण क्षेत्र अवधि
গাছের পাতা সূচক এলাকা,पर्णक्षेत्र सूचकांक
পাতার অঞ্চল অনুপাত,पर्ण क्षेत्र अनुपात
পাতা খনিজ,पर्ण सुरंगक
পাতা পরীক্ষা,पर्ण परीक्षण
পাতা,"पर्ण, पत्ती, पत्र, पत्ता"
লিফলেট,समाचारपत्रक
ইজারা,पट्टा
শিম,शिंब फली
লিসা - (কম শক্তি ইনপুট টেকসই কৃষি),निम्न ऊर्जा लागत संधारणीय कृषि
লেন্টিসেল,वातरंध्र
লেন্টো কৈশিক পয়েন্ট,लेन्टो केशिका बिंदु
লেপটোনেমা,"तनुसूत्र, लेप्टोनीमा"
লেপটোস্পিরোসিস,लेप्टोस्पाइरता
লিরো-মরফিক,शुष्करोधक आवारिकी
ক্ষত,विक्षति
মারাত্মক রূপান্তর,घातक उत्परिवर्तन
লিউকোপ্লাস্ট,अवर्णीलवक
স্তর টেরেস,समतल वेदिका
লেভেলার (লেভেলার),"करहा, समतलक, पाटा"
সমতলকরণ (জমির),समतलन (भूमि का)
লে ফার্মিং,"ले कृषि, चरागाह में कृषि"
ন্যূনতম লাইবিগের আইন,लीबिग का न्यूनतम नियम
লিগেশন,बंधन
হালকা ক্ষতিপূরণ পয়েন্ট,प्रकाश समायोजन बिंदु
হালকা স্যাচুরেশন তীব্রতা,प्रकाश संतृप्त सघनता
হালকা সংক্রমণ অনুপাত,प्रकाश संचरण अनुपात
হালকা ফাঁদ,प्रकाश पाश
লিমিং,चूना मिलाना
সীমাবদ্ধতা,"सीमा, सीमा बंधन"
সীমাবদ্ধ ফ্যাক্টর,सीमाकारी कारक
লিমোনাইট,लाइमोनाइट
লাইন,"रेखा, वंशक्रम"
লিনিয়ার প্রতিক্রিয়া,रैखिक अनुक्रिया
লিঙ্কেজ,सहलग्नता
লিঙ্কেজ গ্রুপ,सहलग्नी समूह
লিঙ্কার,योजक
লিন্ট সূচক,रूई सूचकांक
লিন্টার,रोम
লিপিড,"वसा, लिपिड"
লাইপোলাইসিস,वसा-अपघटन
তরলকরণ,परिसमापन
লিস্টার,मेंडकारी
লিস্টার,लिस्टर (बक्खर)
তালিকা,मेंड़ बनाना
লিথোস্ফিয়ার,स्थल मंडल
লিটার,"बिछाली, संशाव"
লাইভ মালচেস,सजीव पलवार
লিভারওয়ার্ট,लिवरवर्ट
পশুসম্পত্তি,पशुधन
স্থানীয় নিয়ন্ত্রণ,स्थानीय नियंत्रण
লোকস,"संस्थिति, निधान, विस्थल"
পঙ্গপাল,टिड्डी
লজিং (ফসল লজিং),"अवशयन, गिरना (फसल का गिरना)"
লডিকুল,लॉडिक्यूल
লোস,"लोएस, चिकनी मिट्टी"
লোগারথিমিক রূপান্তর,लघुगणकीय रूपांतरण
দীর্ঘ - দিনের উদ্ভিদ,दीर्घ प्रदीप्तकाली पादप
দীর্ঘ তরঙ্গ বিকিরণ,दीर्घ तरंगीय विकिरण
লুপ,पाश
লোপিং,कर्तन
কাঠ,कटि
লাক্স,"लक्स, लूक्रस"
বিলাসবহুল খরচ (পুষ্টি),विलासिता उपभोग (पोषक तत्व)
বিলাসবহুল জিন,विलासी जीन
লাইকোপেন,लाइकोपीन
লিম্ফ,लसीका
লাইসিমিটার,लाइसीमीटर लिसजलमापी
কোষের লিসিস,कोशिकालयन
লাইসোজিনি,लयजनन
লাইসোসোম,"लयनकाय, लाइसोसोम"
লাইসোজাইম,लाइसोजाइम
লক্ষ গাছ,कुसुम
লক্ষ,लाख
"লেডির আঙুল, ওকরা",भिंडी
ল্যান্ড ক্যালট্রপস,गोखरू
ল্যান্টানা,लेंटाना
ল্যাথিরাস,खेसारी
পেঁয়াজ,लीक
লেবু ঘাস,नींबू घास
লেবু,"लेमन, नींबू"
মসুর ডাল,मसूर
লকুরিস,मुलैठी
লেটুস,सलाद
লিলি,"कमलिनी, कुमुदिनी"
চুন,नींबू
তিসি,अलसी
লিচি,लीची
ছোট বাজরা,कुटकी
দীর্ঘ তরমুজ,ककड़ी
দীর্ঘ মরিচ,"पीप़र, पिपलामूल"
লোকাট,लोकाट
পদ্ম,कमल
Lurcerne,रिजका
লক্ষ পোকামাকড়,लाख कीट
লেডি বার্ড বিটল,सोनपंखी
পাতা খনিজ,पर्ण सुरंगक
পাতা রোলার,पत्ती लपेटक
পাতার ওয়েবার,पत्ती जाला कीट
পঙ্গপাল,टिड्डी
ম্যাক্রো বিবর্তন,गुरु विकास
ম্যাক্রোক্লিমেট,विस्तृतक्षेत्री जलवायु
ম্যাক্রোমোলিকুল,वृहदणु
ম্যাক্রোমুটেশন,गुरु उत्परिवर्तन
ম্যাক্রোনিউট্রিয়েন্ট,प्रमुख पोषक-तत्व
ম্যাক্রোপোরস,दीर्घ छिद्र
ম্যাগগট,"मैगट, कृमि"
ম্যাগমা,मैग्मा
ম্যাগনেসিয়া,मैग्नीशिया
ম্যাগনেসিয়াম,मैग्नीशियम
চৌম্বক আন্দোলক,चुंबकीय विलोडक
মাত্রা,परिमाण
মহুয়া কেক,महुए की खली
রক্ষণাবেক্ষণ লাইন,अनुरक्षक पंक्ति
রক্ষণাবেক্ষণ,"अनुरक्षण, संभाल, देखभाल"
ভুট্টা শেলার,मक्का के दाने निकालने वाली मशीन
পুরুষ জীবাণুমুক্ত,नरबंध्य
ত্রুটি,"कुरूपता, कुरचना"
ম্যালিগেন্সি,दुर्दमता
অপুষ্টি,कुपोषण
অসৎ আচরণ,कुरीति
ম্যাল্টিং,माल्टन
ম্যানেজার,नांद
ম্যানগ্রোভ,"मैंग्रोव, गरान"
ম্যানোমিটার,"मैनोमीटर, दाबांतरमापी"
ম্যানোমিটার,"मैनोमीटर, दाबांतरमापी"
মন্টিসা (লোগারিদমের),अपूर्णांश (लघुगणक का)
সার,खाद
সার,"खाद देना, खाद डालना"
প্রান্তিক,"सीमांत, उपांत"
প্রান্তিক ব্যয়,सीमांत लागत
প্রান্তিক জমি,उपांत भूमि
প্রান্তিক পণ্য,सीमांत उत्पाद
প্রান্তিক রিটার্ন,सीमांत आय
সামুদ্রিক,समुद्री
চিহ্নিতকারী (জেনেটিক),चिह्नक (आनुवंशिक)
বাজার,"बाजार, मंडी"
বিপণনযোগ্য,"पण्य, विक्रेय, विपणन योग्य"
বিপণনযোগ্য উদ্বৃত্ত,विपणन-योग्य अधिशेष
বিপণন উদ্বৃত্ত,विपणित अधिशेष
বিপণন,विपणन
মার্শ,कच्छ
ভর প্রবাহ,द्रव्यमान बहाव
গণ নির্বাচন,"महा चयन, व्यापक चयन, समूह चयन"
ভর স্পেকট্রমিটার,द्रव्यमान स्पेक्ट्रोमीटर
মাস্ট,"दंड़, मस्तूल"
মাতৃ উত্তরাধিকার,मातृक वंशागति
সঙ্গম,"मिलन, संगम"
ম্যাট্রিক সম্ভাবনা,मैट्रिक विभव
পরিপক্কতা,"तैयार होना, परिपक्वन"
পরিপক্কতা (ফসল),परिपक्वता (फसल)
সর্বাধিক উপলব্ধ জল,अधिकतम उपलब्ध जल
সর্বাধিক ফসল,अधिकतम सस्यन
সর্বাধিক অবশিষ্টাংশ সীমা,अधिकतम अवशेष सीमा
সর্বাধিক টেকসই ফলন,अधिकतम संधारणीय उपज
সর্বাধিক থার্মোমিটার,अधिकतम तापमापी
সর্বাধিক জল ধারণ ক্ষমতা,अधिकतम जलधारण क्षमता
Medow orpharding,शाद्वल बागवानी
Meyly,चूर्णी
বিচ্যুতি,माध्य विचलन
গড় জীবন (পারমাণবিক),माध्य जीवन (नाभिकीय)
সমুদ্র স্তর গড়,माध्य समुद्र तल
বর্গ মানে,माध्य वर्ग
পরিমাপ করা,"माप, माप करना"
মাপা,मापन
যান্ত্রিক,यांत्रिक
যান্ত্রিক বিশ্লেষণ (মাটি),यांत्रिक विश्लेषण (मृदा)
যান্ত্রিক প্রতিবন্ধকতা,यांत्रिक प्रतिबाधा
যান্ত্রিক কৃষক,यांत्रिक कृषि
মধ্যমা,"मध्य, मध्यस्थ, मध्यिका"
Medic ষধি উদ্ভিদ,औषधीय पादप
ভূমধ্যসাগরীয় জলবায়ু,भूमध्यसागरीय जलवायु
মেগাগামেটোজেনেসিস,गुरुयुग्मकजनन
মেগাস্পোরঙ্গিয়া,गुरु बीजाणुधानी
মেগস্পোর (ম্যাক্রোস্পোর),गुरु बीजाणु
মেগাস্পোরোজেনেসিস,गुरुबीजाणुजनन
মায়োসিস,"अर्धसूत्रण, अर्धसूत्री विभाजन"
মৃদু মাটি,नरम मृदा
ডিএনএর গলে,डीएनए विरज्जुकन
ঝিল্লি ফিল্টার,झिल्ली निस्यंदक
মেন্ডেলিয়ান উত্তরাধিকার,मेन्डेलीय वंशागति
মেন্ডেলিজম,मेन्डेलवाद
মেন্ডেলের উত্তরাধিকার আইন,मेंडेल का वंशागति नियम
পণ্যদ্রব্য,"पण्यमाल, विक्रेयमाल"
বুধ,"पारा, पारद"
মেরিস্টেম,विभज्योतक
মেসোক্লিমেট,मध्य जलवायु
মেসোডার্ম,"मध्यचर्म, मध्यजनस्तर"
মেসোফিল,पर्ण मध्योतक
মেসোফাইট,समोद्भिद
মেসো-ছিদ্র,मध्य छिद्र
মেসোস্ফিয়ার,मध्यमंडल
ম্যাসেঞ্জার আরএনএ (এম-আরএনএ),दूत आरएनए (एम-आरएनए)
বিপাক,उपापचय
বিপাক,उपापचयज
ধাতব বাঁধ,धातु बांध
রূপান্তরিত শিলা,कायांतरित शैल
রূপান্তর,कायांतरण
মেটাফেজ,मध्यावस्था
মেটাস্ট্রাস,अनुमदकाल
মেটাক্সেনিয়া,"परागानुप्रभाव, मेटाजीनिया"
আবহাওয়া,मौसम विज्ञान
Methaemoglobineamia,मेटहीमोग्लोबिनीमिया
পদ্ধতি প্রদর্শন,विधि प्रदर्शन
মিকা,अभ्रक
মাইক্রো বেসিন,लघु द्रोणी
মাইক্রো ফাউনা,सूक्ष्म प्राणिजात
মাইক্রোব,सूक्ष्मजीव
মাইক্রোবিয়াল বায়োমাস কার্বন,सूक्ष्मजीवी जैवभार कार्बन
মাইক্রোবিয়াল অবক্ষয়,सूक्ष्मजीवी निम्नीकरण
মাইক্রোবায়াল কীটনাশক,सूक्ष्मजीवी कीटनाशी
মাইক্রোবায়োলজি,सूक्ष्मजीव विज्ञान
মাইক্রোবায়োটিক,लघुजीवी
মাইক্রোক্লিমেট,सूक्ष्म जलवायु
মাইক্রোএনভায়রনমেন্ট,सूक्ष्म पर्यावरण
মাইক্রোফ্লোরা,सूक्ष्म वनस्पतिजात
মাইক্রোগামেটোজেনেসিস,लघुयुग्मकजनन
মাইক্রোইরিগেশন,लघु सिंचाई
মাইক্রোমিটোরোলজি,सूक्ष्म मौसमविज्ञान
মাইক্রোনিউট্রিয়েন্ট,सूक्ष्म पोषक (तत्व)
মাইক্রোপ্লট,लघु क्यारी
মাইক্রোপোর,सूक्ष्मरंध्र
মাইক্রোপাইল,बीजांड द्वार
মাইক্রোস্কোপি,सूक्ष्मदर्शिकी
মাইক্রোস্পোরাঙ্গিয়াম,सूक्ष्म बीजाणुधानी
মাইক্রোস্পোর সংস্কৃতি,सूक्ष्मबीजाणु संवर्धन
মাইক্রোস্পোর মাদার সেল,सूक्ष्मबीजाणु मातृ कोशिका
মাইক্রোস্পোর,"लघुबीजाणु, माइक्रोस्पोर"
মাইক্রোটোম,"सूक्ष्मकर्तक, माइक्रोटोम"
মাইক্রোটোপোগ্রাফি,सूक्ष्म स्थलाकृति
মিড-সিজন সংশোধন,मध्य-ऋतु सुधार
স্থানান্তর,"प्रवास, प्रवसन"
দুধের শস্য মঞ্চ,दाने की दुग्धावस्था
মিলেপেড,"मिलीपीड, गोजर"
মিল্টস,"मिलेट (ज्वार, बाजरा, आदि)"
মিলিং পুনরুদ্ধার,"पेषण प्राप्ति, पेरना प्राप्ति"
মিলিং,"पेषण, दलना, कूटना, पीसना, पेरना"
খনিজ পুষ্টি,खनिज पोषण
খনিজ মাটি,खनिज मृदा
খনিজকরণ,"खनिजीकरण, खनिजीभवन"
খনিজ,खनिज
সর্বনিম্ন থার্মোমিটার,न्यूनतम तापमापी
ন্যূনতম জমায়েত,न्यूनतम कर्षण
গৌণ ফসল,गौण फसलें
মিওটিক সূচক,समसूत्रणी सूचकांक
মিসেন্স মিউটেশন,अपार्थक उत्परिवर्तन
কুয়াশা সেচ,कुहासा सिंचाई
কুয়াশা,कुहासा
মাইটোকন্ড্রিয়া,"माइटोकॉन्ड्रिया, सूत्रकणिका"
মাইটোসিস,समसूत्रण
মিতসেরলিচের আইন,मित्शेर्लिक का नियम
মিশ্র ফসল,मिश्रित सस्यन
মিশ্র কৃষিকাজ,"मिश्रित खेती, मिश्रित कृषि"
