Malayalam,English
"ചാക്രിക, ചാക്രിക",cyclic
കറങ്ങുക,Cycling
ചാക്രിക പെൻഡുലം,cycloidal pendulum
സൈക്ലോട്രോൺ,Cyclotron
സൈക്ലോട്രോൺ ഫ്രീക്വൻസി,cyclotron frequency
"സിലിണ്ടർ, സിലിണ്ടർ",cylinder
"സിലിണ്ടർ, സിലിണ്ടർ ആകൃതി, സിലിണ്ടർ, സിലിണ്ടർ",Cylindrical
സിലിണ്ടർ ഹാർമോണിക്,cylindrical harmonics
നനഞ്ഞു,damped
നനഞ്ഞ ലളിതമായ ഹാർമോണിക് ആന്ദോളനം,damped harmonic oscillation
ഡാംപർ,Damping
ഡാനിയൽ സെൽ,Daniell cell
ഇരുണ്ട്,dark
"സംഭാവന ചെയ്ത വിഭവങ്ങൾ, കീഴിലുള്ള വിഭവങ്ങൾ, ട്രസ്റ്റ് ഉറവിടങ്ങൾ",data processing
"വിഘടിപ്പിക്കുന്ന നിർമ്മാതാവ്, ഉൽപ്പാദിപ്പിക്കുന്ന പാൽ, മാതാപിതാക്കൾ, സന്തതി",Daughter
ഡേവിസൺ ഹോട്ടർ പരീക്ഷണം,Davission Germer experiment
D.C. (ഡയറക്ടീവ്),d .c. (=zero frequency component)
നിഷ്ക്രിയ ഭാഗം,dead space
നിശബ്ദ സ്ഥലം,dead spot
ഡി ബ്രാഗ്ലി തരംഗദൈർഘ്യം,de Broglie wave length
Debye സ്വഭാവ താപനില,Debye charactristic temperature
"ഡെബൈ നീളം, ഡെബി ദൂരം",Debye length
കടം-അവധി,Debye relaxation time
ക്ഷയം,decay
ശോഷണ സൂചിക,decay constant
നേർപ്പിക്കുന്ന,decelerating
മന്ദബുദ്ധി,deceleration
സമയം താൽക്കാലികമായി നിർത്തുക,deceleration time
ഡെസിബെൽ,Decibel
ഡെസിബെലോമീറ്റർ,decibelmeter
"ദശാംശം, ദശാംശം",Decimal
വർഗ്ഗീകരണം,declassify
"പ്രക്ഷോഭം, വിപ്ലവം, ഏറ്റെടുക്കൽ, തകർച്ച",declination
ഐസോമെട്രിക് സർക്കിൾ,declination circle
ഡീകോഡർ,Decoder
"വിഘടനം, പിരിച്ചുവിടൽ",decomposition
ഡീകംപ്രഷൻ,Decompression
അണുവിമുക്തമാക്കൽ,decontamination
അലങ്കാരം,Decoration
സംയോജനം,Decoupling
പ്രവർത്തനം കുറയുന്നു,decreasing function
കാലാവസ്ഥ,Decrement
ലംഘനം,Deemphasis
സബ്ഫ്ലോർ,deep level
ആഴമുള്ള സ്ഥലം,dcep space
വ്യുൽപ്പന്നം,De-excitation
"വൈകല്യം, പിശക്, ക്ഷതം, കുറവ്",Defect
തെറ്റായ,Defective
പ്രതിരോധശേഷി,Defensive
ലിമിറ്റർ വാതിൽ,defining aperture
"നിർവചനം, വ്യക്തത",definition
വ്യതിചലിപ്പിക്കുക,Deflect
deflector,Deflecting
"വ്യതിചലനം, വ്യതിചലനം",Deflection
ഡിഫ്ലെക്റ്റീവ് ഫോക്കസ്,deflection defocussing
വ്യതിചലനം-ഇരട്ട കണ്ണാടി,deflection-doubling mirror
വ്യതിചലന മേഖല,deflection field
ഗുരുത്വാകർഷണം ബാധിച്ച വ്യതിചലനം,deflection of gravity
ചുരുക്കെഴുത്ത് പ്ലേറ്റുകൾ,deflection plates
ശ്രദ്ധ കേന്ദ്രീകരിക്കുക,Defocussing
വൈകല്യം,deformability
"വക്രീകരണം, വക്രീകരണം",Deformation
വിഗാസൺ,degasification
"ധിക്കാരം, ധിക്കാരം",Degeneracy
"അശുദ്ധമാക്കുക (ver.), തരംതാഴ്ത്തുക (n.), തരംതാഴ്ത്തപ്പെടുക (v.)",Degenerate
മാലിന്യ വാതകം,degenerate gas
"വ്യതിചലനം, അഫാസിയ, ഇല്ലായ്മ, ഇല്ലായ്മ",degeneration
സന്തോഷിപ്പിക്കുന്നത്,degenerative
"ബിരുദം, ബിരുദം, മാഗ്നിറ്റ്യൂഡ്, ഡിഗ്രി, ഡിഗ്രി, അളവ്, ന്യൂമറേറ്റർ",Degree
ഏകാഗ്രത-വോളിയം,degree of concentration
ഡിസോസിയേഷൻ അളവ്,degree of dissociation
സ്വാതന്ത്ര്യത്തിന്റെ ബിരുദം. സ്വാതന്ത്ര്യത്തിന്റെ ബിരുദം,degree of freedom
അയോണൈസേഷന്റെ അളവ്,degree of ionisation
ധ്രുവീകരണത്തിന്റെ വ്യാപ്തി,degree of polarisation
കൃത്യതയുടെ അളവ്,degree of precision
dehumidification,dehumidification
ഡീയോണൈസേഷൻ,deionisation
കാലതാമസം,Delay
വൈകി,Delayed
പ്രാദേശികവൽക്കരണം,Delocalisation
ഡെൽറ്റ പ്രവർത്തനം,delta function
demagnetization,Demagnetisation
demagnetized curve,Demagnetise
demagnetizer,Demagnetiser
demodulation,demodulation
ഇടതൂർന്ന തിരക്ക്,dense packing
സാന്ദ്രത ഗേജ്,Densitometer
"സാന്ദ്രത, സാന്ദ്രത",Density
മൂല്യത്തകർച്ച നില,depletion layer
ശോഷണ മേഖല,depletion zone
ഡിപോളറൈസേഷൻ,depolarisation
ഡിപോളറൈസ്ഡ്,depolarised
ഡിപോളറൈസർ,depolariser
"ഫീൽഡിന്റെ ആഴം, ഫീൽഡിന്റെ തീവ്രത",depth of field
"ഉരുത്തിരിഞ്ഞ പോളറോഗ്രാം, ഉരുത്തിരിഞ്ഞ ധ്രുവഗ്രാം",derivative polarogram
ഉരുത്തിരിഞ്ഞത്,derived
"ഇറക്കം, ഇറക്കം",Descending
"ഇറക്കം, ഇറക്കം",descent
"വിവരിക്കുക, നിർമ്മിക്കുക, വരയ്ക്കുക",describe
ഡിനോമിനേറ്റർ,Descriptor
"രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ (n.) രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ (n.)",Design
നാശം,Destruction
വിനാശകരമായ ഇടപെടൽ,destructive interference
"വിനാശകരമായ, വിനാശകരമായ",Destructive
"തിരിച്ചറിയൽ, കണ്ടെത്തൽ",Detection
കളക്ടർ,Detector
നിർണായകവാദം,Determinateness
നിർണ്ണയിക്കുന്നയാൾ,determinating
ദൃഢനിശ്ചയം,determination
നിർണ്ണയിക്കാൻ,determine
നിശ്ചയിച്ചു,determined
ഡ്യൂറ്ററോൺ,Deuteron
"പ്രകടിപ്പിക്കുക, വികസിപ്പിക്കുക, വികസിപ്പിക്കുക",develop (=develope)
"ഡെവലപ്പർ, ഡെവലപ്പർ",developer
"വികസനം, വികസനം",development
വ്യതിയാനം,Deviation
മഞ്ഞു,Dew
മഞ്ഞു പോയിന്റ്,dew point
ദക്ഷിണ ധ്രുവീകരണം,dextrorotary
ഡയഗ്നോസ്റ്റിക് ടെസ്റ്റ്,diagnostic test
ഡയഗണൽ,Diagonal
ഡയഗ്രം,Diagram
ഡയഗ്രം,Diagrammatic
ഡയൽ ചെയ്യുക,dial
ഡയമാഗ്നറ്റിക്,Diamagnetic
"ഡയമാഗ്നറ്റോളജി, ഡയമാഗ്നറ്റിക് മെറ്റീരിയൽ",Diamagnetics
ഡയമാഗ്നെറ്റിസം,Diamagnetism
വ്യാസം,Diameter
വിപരീതമായി,Diametrically opposite
"വജ്രം, വജ്രം",Diamond
"ഡയഫ്രം, ഡയഫ്രം",Diaphragm
ചൂട് എക്സ്ചേഞ്ച്,Diathermanous
ചൂട് എക്സ്ചേഞ്ച്,diathermic
"ഡയറ്റോണിക് സ്വരഗ്രാം, ഡയറ്റോണിക് സ്വരഗ്രാം",diatonic scale
"വിഭജനം, അർദ്ധകല",Dichotomy
ഡൈക്രോമേറ്റ് സെൽ,dichromate cell
"ദ്വിമുഖം, വിഷ്വൽ ദ്വിമുഖം, ലെവൽ ദ്വിമുഖം",Dichromatism
ഡിക്ടഫോൺ,Dictaphone
വൈദ്യുതചാലകം,dielectric
വൈദ്യുതചാലകങ്ങൾ,dielectrics
ഡീസൽ സൈക്കിൾ,diesel cycle
വിടവ്,difference
"ഡിഫറൻഷ്യൽ ഫ്രീക്വൻസി, വ്യവകലന ആവൃത്തി",difference frequency
"വ്യത്യസ്‌ത, വ്യത്യസ്‌ത, വ്യത്യസ്‌ത, വ്യത്യസ്‌ത, ഇന്റർസ്റ്റീഷ്യൽ, ഡിഫറൻഷ്യൽ",Differential
ഡിഫറൻഷ്യൽ ആഗിരണം,differential absorption
വ്യതിരിക്ത ആംപ്ലിഫയർ,differential amplifier (=difference amplifier)
"പെനിട്രേറ്റീവ് കലോറിമീറ്റർ, പെനിട്രേറ്റീവ് കലോറിമീറ്റർ",differential calorimeter
ഡിഫറൻഷ്യൽ കപ്പാസിറ്റർ,differential capacitor
ഡിഫറൻഷ്യൽ സോൺ,differential cross section
ഡിഫറൻഷ്യൽ ഡിഫ്യൂഷൻ,differential Diffusion
ഡിഫറൻഷ്യൽ സമവാക്യം,differential equation
ഡിഫറൻഷ്യൽ എക്സിറ്റിൻഷൻ കോഫിഫിഷ്യന്റ്,differential extinction coefficient
ഇന്റർമീറ്റർ അയോണൈസേഷൻ ചേമ്പർ,differential ionisation chamber
ഡിഫറൻഷ്യൽ ഐസോടോപ്പ് രീതി,differential isotope method
ഡിഫറൻഷ്യൽ പ്രവേഗം,differential velocity
വേർതിരിക്കുക,differentiate
"വ്യത്യസ്തമായ, വ്യത്യസ്തമായ",differentiated
"വ്യത്യാസം, വ്യത്യാസം",Differentiation
ഡിഫ്രാക്ഷൻ,diffraction
ഡിഫ്രാക്റ്റോമീറ്റർ,diffractometer
"വ്യാപിച്ച, വ്യാപിച്ച",Diffused
വ്യാപിച്ചു,Diffuse
വ്യാപനം,diffusion
ഡിഫ്യൂസിവിറ്റി,diffusivity
"അക്കം, വ്യാസം, വിരൽ",digit
ഡിജിറ്റൽ റെക്കോർഡിംഗ്,digital recording
ഡിജിറ്റൽ വോൾട്ട്മീറ്റർ,digital voltmeter
ദ്വി-ഐസോടോപിക് മൂലകങ്ങൾ,di-isotopic element
വ്യാപനം,dilatation
വികാസ വൈകല്യം,dilation strain
എക്സോമീറ്റർ,dilatometer
വിസ്ഫരിണി,Dilator
"വിപുലീകരണം, നീളം-വീതി, അളവ്, ശക്തി",Dimension
ഡൈമൻഷണൽ,Dimensional
മാനം,Dimensionality
ഇൻഷുറൻസ് യൂണിറ്റ്,dimensional unit
അളവില്ലാത്ത മാനം,dimensionless
"മൂല്യത്തകർച്ച, കുറവ്",diminution
പ്രസരിപ്പുള്ള,Dimmer
ഡയോഡ്,diode
ഡയോപ്റ്റർ,diopter
അപവർത്തന മേഖല,dioptrical region
റിഫ്രാക്റ്റിംഗ് ലെൻസ്,dioptric lens (=drum lens)
"കുമ്പിടുക, കുമ്പിടുക, തൊട്ടി",dip
വീഴ്ചയുടെ ആംഗിൾ,dip angle
ദ്വിധ്രുവം,Dipole
ബൈപോളാർ പാളി,dipole layer (=electric double layer)
dirac delta ഫംഗ്ഷൻ,Dirac delta function
"നേരായ, നേരായ, നേരായ, നേരിട്ടുള്ള, എതിർ",Direct
അനുലോം പരസ്പരബന്ധം,direct correlation
നേരിട്ടുള്ള കറന്റ്,direct current
നേരിട്ട്,directed
"നേരിട്ടുള്ള അടി, നേരായ അടി",direct impact
"ദിശ, ദിശ",direction
ദിശാസൂചന,Directional
ബഹിരാകാശ സ്ഥിരത,directional stability
"ഡിക്കോസിൻ, ഡിക്കോസിൻ",direction cosine
"ദിശാസൂചകമായ, ദിശാസൂചകമായ, ദിശാസൂചകമായ",directive
ദിശാബോധം,directivity
സാധാരണ ലാറ്റിസ്,direct lattice
നേർരേഖ,direct line
തുടർച്ചയായ അനുപാതം,directly proportional
നേരിട്ടുള്ള രീതി,direct method
സംവിധാനം,Director
നേരിട്ടുള്ള വായന ഉപകരണം,direct reading instrument
മുന്നിൽ ദൂരദർശിനി,direct vision telescope
"ഒബ്ജക്റ്റ്, സർക്കിൾ, ഡിസ്ക്, ഡിസ്ക്",Disc
"നിമജ്ജനം, എഫ്യൂഷൻ, ബ്ലീച്ചിംഗ്",Discharge
വെള്ളം നിമജ്ജനം,discharge in cascade
"നിർത്തലാക്കൽ, നിർത്തലാക്കൽ, ഒടിവ്",discontinuity
തുടർച്ചയായി,discontinuous
"ഗവേഷണം, തിരയൽ",Discovery
പൊരുത്തക്കേട്,Discrepancy
കണികകൾ,Discrete
"കോൺകേവ് ആന്റിന, ഡിഷ് ആന്റിന",dish antenna
"പിരിച്ചുവിടൽ, ഗ്രാനുലേഷൻ",disintegration
പിരിച്ചുവിടൽ സ്ഥിരമായ,disintegration constant
വിസർജ്ജന ഊർജ്ജം,disintegration energy
പിരിച്ചുവിടൽ അർദ്ധായുസ്സ്,disintegration half-life
പിരിച്ചുവിടൽ ഗ്രേഡ്,disintegration series
"സ്ഥാനഭ്രംശം, സ്ഥാനഭ്രംശം, സ്ഥാനഭ്രംശം, സ്ഥാനഭ്രംശം",Dislocation
"ഫോൾട്ട് ലൈൻ, ഫോൾട്ട് കോർ",dislocation line
തെറ്റ് ലൂപ്പ്,dislocation loop
"ക്രമക്കേട്, ക്രമക്കേട്, ക്രമക്കേട്",disorder
കുഴപ്പം,disordering
"ആശയക്കുഴപ്പം, ആശയക്കുഴപ്പം",disorientation
"ചിതറി, ചിതറി",dispersed
"വിസരണം, ചിതറിക്കൽ",dispersion
പ്രൊജക്റ്റൈൽ,Dispersity
ചിതറിക്കിടക്കുന്ന,Dispersive
പ്രതിഫലനം,Dispersivity
സ്ഥാനമാറ്റാം,Displacement
പ്രദർശനം,Display
കൺസോൾ,display unit (=console)
വിച്ഛേദിക്കുന്ന ശക്തി,disruptive force
അസമമായ,dissimilar
ശോഷണം ഗുണകം,dissipation coefficient
ദ്രവിക്കുന്ന,Dissipative
ശോഷണ സംവിധാനം,dissipative system
വേർപെടുത്താവുന്ന,Dissociable
വേർപിരിഞ്ഞു,Dissociated
സ്വഭാവം,Dissociation
പൊരുത്തക്കേട്,Dissonance
ദൂരം,Distance
അകലെ,Distant
"വ്യതിരിക്തമായ, വ്യതിരിക്തമായ, വ്യതിരിക്തമായ, പ്രകടിപ്പിക്കുന്ന",Distinct
വിവേചനം,Distinction
വ്യതിരിക്തമായ സ്വത്ത്,distinctive property
"വേർതിരിക്കുക, വേർതിരിക്കുക",Distinguish
വികൃതമാക്കുക,Distorted
വൈകല്യം,Distortion
രൂപഭേദം ഇലാസ്തികത,distortional elasticity
വിതരണം ചെയ്ത ആംപ്ലിഫയർ,distributed amplifier
"വിതരണം, വിതരണം",Distribution
"വിതരണ നിയമം, വിതരണ നിയമം",distributive law
അസ്വസ്ഥത,Disturbance
"അസ്വസ്ഥമായ, അസ്വസ്ഥമായ സന്തുലിതാവസ്ഥ",Disturbed
ശല്യപ്പെടുത്തുന്ന ശക്തി,disturbing force
"അഹ്നിക്, ദിവാചർ, ദിവ, ഡെയ്‌ലി",Diurnal
ദൈനംദിന വേഗത,diurnal motion
ദ്വിമുഖം,Divalent
"ചിതറുക, ചിതറുക",Diverge
"വ്യതിചലനം, വ്യതിചലനം, വ്യതിചലനം",Divergence
വിഭിന്ന,Divergent
വഴിതിരിച്ചുവിടൽ,diversion
"വിഭജിച്ചിരിക്കുന്നു, വിഭജിച്ചിരിക്കുന്നു",Divided
"വിഭജനം, വിഭജനം, വിഭജനം",division
അയണോസ്ഫിയറിന്റെ ഡി പാളി,D-layer of ionosphere
"പ്രദേശം, പ്രവിശ്യ, പ്രദേശം, ഡൊമെയ്ൻ",domain
"താഴികക്കുടം, താഴികക്കുടം",dome
സ്വാധീനമുള്ള സ്ഥാനം,dominant term
ദാതാവിന്റെ തലം,donor level
മാഡിറ്റ് ഉടമ്പടി,doped junction
"മായം ചേർക്കൽ, വ്യഭിചാരം",Doping
ഡോപ്ലർ പ്രഭാവം,Doppler effect
"അളവ്, അളവ്",Dose
ക്വാണ്ടോമീറ്റർ,Dosimeter
"കുത്തുകളുള്ള, കുത്തുകളുള്ള",Dotted
"ഇരട്ട, ഡിപ്ലോയിഡ്, ജോഡി, ഇരട്ട, സാധാരണ, ദ്വിമുഖം",Double
ഇരട്ട ബോണ്ട്,double bonds
ബികോൺവെക്സ് ലെൻസ്,double concave lens
ബികോൺവെക്സ് ലെൻസ്,double convex lens
ബൈനറി ഡിഫറൻഷ്യൽ,double differentiation
ഇരട്ട അയോണൈസേഷൻ,double ionization
ഇരട്ട തന്മാത്ര,double molecule
ഇരട്ട കൃത്യത,double precision
ഇരട്ട അപവർത്തനം,double refraction
ഇരട്ട പരമ്പര,double series
ജോടി നക്ഷത്രങ്ങൾ,double stars
ഇരട്ടി,doublet
അക്രോമാറ്റിക് ലെൻസ് ജോഡി,doublet achromat
"വ്യാപനം, വികാസം",Doubling
ഇരട്ടി ചാർജുള്ള കണിക,doubly charged particles
ഉഭയജീവി അഴിമതി,Doubly degenerate
ഇരട്ട അയോണൈസ്ഡ്,doubly ionised
താഴേക്ക്,Downward
ട്രാക്ഷൻ അയിര് സെമി കോംപാക്റ്റ്,drag
ട്രാക്ഷൻ ഫോഴ്സ്,drag force drift
"വാ, ഓട്ടം, അപ്പോദ്, ഡ്രിഫ്റ്റ് (ഖനനം), പഞ്ച് (ഭക്ഷണം), സ്ഥാനചലനം",drift
ഒഴുകുന്ന നീരൊഴുക്ക്,Drift current
പ്രവർത്തനക്ഷമമായ,Driving
ചാലക വോൾട്ടേജ്,driving voltage
ചെറിയ പന്ത്,drop ball
പെട്ടെന്നുള്ള ഇടവേള,drop dead halt (=dead halt)
"ഡോട്ട്, മൈക്രോ പോയിന്റ്, തുള്ളി",droplet
വീഴ്ച,dropping
ഉണക്കുക,Dry
ഡ്രൈ ഡ്രൈ ഹൈഗ്രോമീറ്റർ,dry and wet bulb hygrometer
പരാജയപ്പെട്ട കോൺടാക്റ്റ്,dry contact
"ഇരട്ട പ്രവർത്തനം, ഇരട്ട പ്രവർത്തനം",dual operation
നാളി,duct
ടാൻസൈൽ,Ductile
ടാൻസൈൽ,ductility
മങ്ങിയ,dull
നിശബ്ദമാക്കുക,dummy
നിക്ഷേപം,dumping
വാമൻ താര,dwar star
ഇരട്ട അക്ഷം,dyad-axis
ചലനാത്മകം,dynamic
ചലനാത്മകം,dynamical
"ചലനാത്മകത, ചലനാത്മകത",dynamics
ഡൈനാമോ,dynamo
ഭക്ഷണം കഴിക്കുക,Dyne
"ഭൂമി, ഭൂമി",earth
ഭൂകമ്പ തീവ്രത,earthquake intensity
ഭൂമി ഉപഗ്രഹം,earth satellite
ഭൂമി കണക്ഷൻ സിസ്റ്റം,earth system (=ground system of an antenna)
ഗ്രൗണ്ട് വയർ,earth wire
"കേന്ദ്രം, കേന്ദ്രാഭിമുഖം",eccentric
ഉത്കേന്ദ്രത,Eccentricity
എച്ചലോൺ,echelon
പ്രതിധ്വനി,echo
അനുമാനം,Eclipse
വിപ്ലവം സർക്കുലർ കോർഡിനേറ്റുകൾ,ecliptic coordinates
ചുഴി,Eddy
എഡ്ജ് തെറ്റ്,edge dislocation
കാതലായ പ്രഭാവം,edge effect
എഡിസൺ സെൽ,Edison cell
തിരുത്തുക,Edit
ഫലപ്രദമായ,effective
കാര്യക്ഷമത,Efficiency
ശ്രമം,effort
ഡിസ്ചാർജ്,effusion
"ആലങ്കാരിക, ഈജൻ",Eigen
അഷ്ടഭുജം,eightspin
ഐൻസ്റ്റീൻ-ബോസ് വിതരണ നിയമം,Einstein-Bose distribution law
തൽക്ഷണ പ്രഭാവം,Einstein-de-Hass effect
ഐൻസ്റ്റീനിയം,Einsteinium
ഐൻസ്റ്റീൻ സ്മോലുചോവ്സ്കി സമവാക്യം,Einstein Smoluchowski Equation
ഐൻസ്റ്റീൻ-ജനസംഖ്യ,Einstein space
പുറത്താക്കൽ,Ejection
എജക്റ്റർ കാപ്സ്യൂൾ,Ejection capsule
എജക്റ്റർ,Ejector
ക്ലിയറൻസ് ബോർഡ്,ejector plate
വിപരീത കപ്പാസിറ്റൻസ്,Elastance
ഇലാസ്റ്റിക്,elastic
"ഇലാസ്റ്റിക് പ്രതികരണ പ്രഭാവം, ഇലാസ്റ്റിക് പിൻഭാഗം",elastic after effect (=elastic lag)
ആന്ദോളന ശരീരം,elastically anisotropic body
ഇലാസ്തികത,elasticity
"ഇലാസ്റ്റികോമീറ്റർ, ഇലാസ്റ്റികോമീറ്റർ",elasticometer
ഇലാസ്റ്റിക് മെല്ലെബിലിറ്റി,elastic stiffness
അയണോസ്ഫിയറിന്റെ ഇ-പാളി,E-layer of ionosphere
ഇലക്ട്രേറ്റ്,electret
"വൈദ്യുത, വൈദ്യുത",Electrical
വൈദ്യുതി,electricity
"വൈദ്യുതീകരണം, ചാർജിംഗ്",electrification (electrostatics)
വൈദ്യുതീകരിച്ചു,electrified
"ചാർജ്ജ് കണിക, ചാർജ്ജ് കണിക",electrified particles
ഇലക്ട്രോകോസ്റ്റിക്,Electroacoustic
ഇലക്ട്രോ-അക്കോസ്റ്റിക്സ്,Electro-acoustics
ഇലക്ട്രോ തെർമൽ,Electrocaloric
ഇലക്ട്രോകെമിക്കൽ,electrochemical
തത്തുല്യമായ,equivalent
ഇലക്ട്രോഡ്,Electrode
ഇലക്ട്രോഡൈനാമിക്സ്,Electrodynamics
ഇലക്ട്രോഡൈനാമിക് പ്രഭാവം,electrokinetic effect
ഗാൽവാനിക് ഒറ്റപ്പെടൽ,Electrolysis
ഇലക്ട്രോലൈറ്റ്,Electrolyte
വൈദ്യുതവിശ്ലേഷണം,electrolytic
"ഇലക്ട്രോഫോറെസിസ്, ഇലക്ട്രോഫോറെസിസ്",Electrolyzer
വൈദ്യുതകാന്തികം,electromagnet
വൈദ്യുതകാന്തിക മണ്ഡലം,Electromagnetic
വൈദ്യുതകാന്തികത,Electromagnetics
വൈദ്യുതകാന്തികത,electromagnetism
"ഇലക്ട്രോമീറ്റർ നോസൽ, ഇലക്ട്രോമീറ്റർ വാൽവ്",electrometer valve (=electrometer tube)
ഇലക്ട്രോമോട്ടീവ് ഫോഴ്സ്,electromotive force
ഇലക്ട്രോൺ,Electron
വായ്പ-വൈദ്യുതി,electronegative
ഇലക്ട്രോണിക്,Electronic
ഇലക്ട്രോണിക് ഈജൻഫംഗ്ഷൻ,electronic eigenfunction
ഇലക്ട്രോണിക് ഊർജ്ജം,electronic energy
ഇലക്ട്രോണിക്സ്,electronics
ഇലക്ട്രോൺ ഒപ്റ്റിക്സ്,electron optics (=electro-optics)
ഇലക്ട്രോ ഒപ്റ്റിക്സ്,Electro-optics
വൈദ്യുതകാന്തികത,Electropositive
ഇലക്ട്രോസ്കോപ്പ്,Electroscope
ഇലക്ട്രോസ്റ്റാറ്റിക്,Electrostatic
ഇലക്ട്രോസ്റ്റാറ്റിക്സ്,Electrostatics
ഇലക്ട്രോഫോറെസിസ്,electrostriction
വൈദ്യുത ബന്ധം,electrovalency
ഇലക്ട്രിക്കൽ കണക്റ്റർ,electrovalent
"ഘടകങ്ങൾ, ന്യൂനപക്ഷങ്ങൾ, ഘടകങ്ങൾ",Element
"പ്രാഥമിക, പ്രാഥമിക, മൂലക",elementary
യഥാർത്ഥ ചാർജ്,elementary charge
"ഉയർച്ച, ഉയർച്ച, ഉയർച്ച, ഉയർച്ച, ഉയർച്ച",Elevation
ആൾട്ടിമീറ്റർ,elevation
"എലിവേറ്റർ, എലിവേറ്റർ",meter elevator
ദീർഘവൃത്തം അല്ലാത്തത്,ellipse of aberration
"നീളം, മാഗ്നിഫിക്കേഷൻ, വ്യാപനത്തിന്റെ കോൺ",Elongation
"റിലീസ്, റിലീസ്",Emanating
"വ്യാപനം, സന്തതി",Emanation
എംബഡ് ചെയ്യാൻ,Embed
ഉൾച്ചേർത്തത്,Embedded
ഇഷ്യൂചെയ്തു,Emergent
ഉദ്വമനം,Emission
"ഉദ്വമനം, ഉദ്വമനം",Emissivity
ഉദ്വമനം,Emittance
"എമിറ്റർ, എമിറ്റർ",emitter
"പ്രീ-ബലപ്പെടുത്തൽ, ബലം",Emphasis
അനുഭവപരമായ,empirical
"ശൂന്യമായ, നിറയ്ക്കാത്ത",Empty
"emulsifier, emulsifier",Emulsifier
"എമൽഷൻ, എമൽഷൻ",Emulsion
"അവസാനം, അവസാനം, അവസാനം, അവസാനം",End
അന്തിമ പുനരവലോകനം,end correction
ഊർജ്ജ കാര്യക്ഷമമായ,endoergic
"അച്ചുതണ്ട് സ്ഥാനം, എ-സ്ഥാനം",end on position
"എൻഡോതെർമിക്, എൻഡോതെർമിക്",Endothermic
എൻഡോതെർമിക് പ്രക്രിയ,endothermic process
ഊർജം പകരാൻ,energise energy
അന്തർലീനമായ ഊർജ്ജം,energy content
ഊർജ്ജ ഊർജ്ജം,energy index
"എഞ്ചിൻ എഞ്ചിനീയറിംഗ്, എഞ്ചിനീയറിംഗ്",engine engineering
വളർച്ച,enhancement
സമ്പന്നമായ ഐസോടോപ്പുകൾ,enriched isotope
വർദ്ധിപ്പിച്ച റിയാക്ടർ,enriched reactor
സമ്പുഷ്ടീകരണം,enriching
അഭിവൃദ്ധി,enrichment
"സെറ്റ്, കമ്മ്യൂണിറ്റി",Ensemble
"enthalpy, കേവല ചൂട്",enthalpy
ശക്തി,entity
എൻട്രോപ്പി,Entropy
പ്രവേശനം,entry
"എണ്ണുക, എണ്ണുക",Enumeration
പേജിനേഷൻ,envelope of surface
പ്രഭവകേന്ദ്രം,epicentral
"അതാര്യമായ, എപ്പിസ്കോപ്പ്",Episcope
epitaxy പാളി,epitaxial layer
"apitaxi, overrun",epitaxy
"തുല്യ, തുല്യ, തുല്യ, തുല്യ",equal
സമനില,Equaliser
തുല്യത,Equality
സമവാക്യം,Equation
"ഭൂമധ്യരേഖ, ഭൂമധ്യരേഖ, ഭൂമധ്യരേഖ, ഭൂമധ്യരേഖ",Equator
"മധ്യരേഖാ, മധ്യരേഖാ, മധ്യരേഖാ, മധ്യരേഖാ",Equatorial
കുത്തനെയുള്ള,equiconcave
കുത്തനെയുള്ള,Equiconvex
ഐസോമെട്രിക്,Equidimensional
"സമദൂരം, സമാന്തരം",Equidistant
"സന്തുലിതാവസ്ഥ, സന്തുലിതാവസ്ഥ, സന്തുലിതാവസ്ഥ",equilibrium
സമനില,Equipartition
ഉപകരണങ്ങൾ,Equipment
"തുല്യത, കഴിവ്",Equipotential
തുല്യശക്തി,equipotentiality
ഐസോബാറുകൾ,equipressure
തുല്യത,Equivalence
"തത്തുല്യം, തത്തുല്യം (വി.), തത്തുല്യം (n.)",equivalent
തുല്യമായ ആഗിരണം,equivalent absorption
"തുല്യ ചാലകത, തുല്യ ചാലകത",equivalent conductance
ഐസോമെട്രിക് ലെൻസ്,equivalent lens
"ലംബമായ ചിത്രം, നേരായ ചിത്രം",erect image
ലംബമായ,excentricity
എർഗ്,Erector
"ഊർജ്ജസ്വലമായ, അഭിപ്രായമുള്ള",erg ergodic
"തെറ്റ്, തെറ്റ്, തെറ്റ്, കൃത്യതയില്ലായ്മ",Error
ടണൽ ഡയോഡ്,Esakidiode (=tunnel diode)
രക്ഷപ്പെടുക,Escape
"അത്യാവശ്യം, അത്യാവശ്യം",essential
ഈഥർ,ether (aether)
യൂക്ലിഡിയൻ കോർഡിനേറ്റുകൾ,Euclidean coordinate
യൂലർ ആംഗിൾ,Euler angle
യൂടെക്റ്റിക്,eutectic
"ഒഴിഞ്ഞുപോയി, ഒഴിഞ്ഞുപോയി",evacuated
"ഒഴിപ്പിക്കൽ, ശൂന്യമാക്കൽ",Evacuation
"വിലയിരുത്തൽ, വിലയിരുത്തൽ",Evaluation
ആവിയായി,Evaporated
"ബാഷ്പീകരണം, ബാഷ്പീകരണം, ബാഷ്പീകരണം",Evaporation
പോലും,Even
