Bengali,Assamese
সামন্ততান্ত্রিক ব্যবস্থা,সামন্তীয় ব্যৱস্থা
সামন্ত,সামন্তীয়
ফিদেই রক্ষাকারী (=বিশ্বাসের রক্ষক),ফিডেই ডিফেন্সৰ (=বিশ্বাসৰ ৰক্ষক)
ফিফ,ফিফ
ক্ষেত্র ব্যবস্থা,ক্ষেত্ৰ ব্যৱস্থা
পঞ্চদশ কর,পোন্ধৰতম কৰ
ফিগার হেড,চিত্ৰৰ মূৰ
ফিন ডি siecle,ফিন ডি ছিকেল
আগুন ভক্ষক,জুই খোৱা
পাঁচ মাইল আইন,পাঁচ মাইল আইন
পতাকা,পতাকা
ফ্ল্যামেন ডায়ালিস,ফ্লেমেন ডায়েলিছ
ফ্ল্যামেন মার্শালিস,ফ্লেমেন মাৰ্চিয়ালিছ
জ্বলন্ত মশাল,জ্বলি থকা টৰ্চ
ফ্ল্যাঙ্ক,ফ্লেংক
ফ্ল্যাঙ্কিং আন্দোলন,ফ্লেংকিং মুভমেণ্ট
বিকশিত সভ্যতা,ফুলি উঠা সভ্যতা
fluvialistic বিশ্বাস,নদীবাদী বিশ্বাস
লোকদেবতা,লোক দেৱতা
লোকদেবী,লোক দেৱী
লোক স্মৃতি,লোক স্মৃতি
লোককথা (=লোককাহিনী),লোক মিথ (=folklore)
চারণ,খাদ্য বিচাৰি ফুৰা
অভিযান,আক্ৰমণ
পূর্বাবস্থায়,পূৰ্বপুৰুষ
পূর্বপুরুষ,পূৰ্বপুৰুষ
অগ্রদূত,আগশাৰীৰ
অসহায় আশা,নিঃসংগ আশা
গঠনমূলক পর্যায়,গঠনমূলক পৰ্যায়
দুর্গ,দুৰ্গ
দুর্গ,দুৰ্গ নিৰ্মাণ
সুরক্ষিত শহর,দুৰ্গম চহৰ
দুর্গ,দুৰ্গ
ফরচুনা,ফৰ্তুনা
ফোরাম রোমানাম,ফ&#39;ৰাম ৰোমানম
ফ্রান্সিসকান,ফ্ৰান্সিস্কান
ফ্র্যাঙ্কলিন,ফ্ৰেংকলিন
ভ্রাতৃঘাতী যুদ্ধ,ভাতৃঘাতী যুদ্ধ
বিনামূল্যে চার্চ,ফ্ৰী চাৰ্চ
ফ্রিহোল্ডার,ফ্ৰীহোল্ডাৰ
ফ্রিল্যান্স সৈনিক,ফ্ৰীলান্স সৈনিক
ফ্রিল্যান্স সৈনিক,ফ্ৰীলান্স সৈনিক
ফ্রিম্যান,ফ্ৰীমেন
ফ্রিম্যান,ফ্ৰীমেন
ফ্রিপাস,ফ্ৰীপাছ
ফরাসি বিপ্লব,ফৰাচী বিপ্লৱ
ভদ্র,ফ্ৰাইয়াৰ
ফ্রিশিয়ান ভাড়াটে,ফ্ৰিয়াছিয়ান ভাড়াতীয়া
সীমান্তের মানুষ,সীমান্ত&#39;এ মানুহ
গ্যালিওন,গেলিয়ন
গ্যালিকান (=গ্যালিকানিস্ট),গ্যালিকান (=গ্যালিকানিষ্ট)
গ্যালিকানিজম,গ্যালিকানিজম
গ্যারিসন,গেৰিছন
গল,গল
গান্টলেট,গাউণ্টলেট
গান্টলেট,গাউণ্টলেট
গাজেবো,গেজেবো
গাজেবো,গেজেবো
গাজেবো,গেজেবো
বংশগত ইতিহাস,বংশাৱলীৰ ইতিহাস
বংশগত রেকর্ড,বংশাৱলীৰ ৰেকৰ্ড
বংশগত সারণী,বংশাৱলীৰ তালিকা
বংশগত গাছ,বংশাৱলীৰ গছ
বংশতালিকা,বংশাৱলী
বংশতালিকা,বংশাৱলী
প্রজন্ম,প্ৰজন্ম
গণহত্যা,গণহত্যা
বিধর্মী,অনা-ইহুদী
বিধর্মী,অনা-ইহুদী
বিধর্মী,অনা-ইহুদী
বিধর্মী,অনা-ইহুদী
ঘেটো,গেট্টো
ঘেটো,গেট্টো
গিবত,গিবেট
গিল্ড (=গিল্ড),গিল্ড (=গিল্ড)
গ্ল্যাডিয়েটার,গ্লেডিয়েটাৰ
গৌরবময় বিপ্লব,গৌৰৱময় বিপ্লৱ
গোল্ডেন হোর্ড,গোল্ডেন হৰ্ড
মহাজোট,গ্ৰেণ্ড এলায়েন্স
গ্র্যান্ডি,গ্ৰেণ্ডী
গ্র্যান্ড সাইনর,গ্ৰেণ্ড চাইন&#39;ৰ
গ্র্যান্ড সাইনর,গ্ৰেণ্ড চাইন&#39;ৰ
মহান গৃহযুদ্ধ,মহান গৃহযুদ্ধ
মহান প্রস্থান (বুদ্ধের),মহান প্ৰস্থান (বুদ্ধৰ)
বৃহত্তর ভারত,বৃহত্তৰ ভাৰত
গ্রেট হেলাস,গ্ৰেট হেলাছ
গ্রেট হোর্ড,গ্ৰেট হৰ্ড
মহান ত্যাগ (= মহান প্রস্থান),মহান পৰিত্যাগ (=মহান প্ৰস্থান)
মহান সীল,গ্ৰেট ছিল
মহান Trak,গ্ৰেট ট্ৰেক
দারুণ যানবাহন,গ্ৰেট ভেহিকেল
চীনের মহাপ্রাচীর,চীনৰ গ্ৰেট ৱাল
গ্রীভ,গ্ৰেভ
গার্ড-চেম্বার,গাৰ্ড-চেম্বাৰ
গার্ড-চেম্বার,গাৰ্ড-চেম্বাৰ
গার্ড-চেম্বার,গাৰ্ড-চেম্বাৰ
গুপ্ত,গুপ্তাছ
হ্যাজিওগ্রাফি,হেজিঅ’গ্ৰাফী
হ্যাজিওগ্রাফি,হেজিঅ’গ্ৰাফী
হ্যাজিওলজি,হেজিঅ’লজি
হ্যাজিওলজি,হেজিঅ’লজি
ব্যক্তিগত দর্শকদের হল,ব্যক্তিগত দৰ্শকৰ হল
পাবলিক দর্শক হল,ৰাজহুৱা দৰ্শকৰ হল
হ্যাচমেন্ট,হেচমেণ্ট
বিধর্মী,হেথেন
বিধর্মী,হেথেন
হিথেনিজম,হেথেনিজম
হেগিরা (হেজেরা),হেগিৰা (হেজেৰা)
হেলেনবাদ,হেলেনিজম
হেলট,হেলট
হেরাল্ড্রি,হেৰাল্ড্ৰি
ঐতিহ্য,ঐতিহ্য
হায়ারোগ্লিফিক রৈখিক অক্ষর,হাইৰ’গ্লিফিক ৰৈখিক আখৰ
হায়ারোগ্লিফিক লিপি,হাইৰ&#39;গ্লিফিক লিপি
উচ্চ গির্জা,হাই চাৰ্চ
উচ্চ ল্যান্ডার,হাই লেণ্ডাৰ
হিন্দুধর্ম,হিন্দু ধৰ্ম
ঐতিহাসিক,ইতিহাসবিদ
ঐতিহাসিক,ইতিহাসবিদ
ঐতিহাসিক বস্তুবাদ,ঐতিহাসিক বস্তুবাদ
ঐতিহাসিক যুগ,ঐতিহাসিক যুগ
ঐতিহাসিক সীমান্ত,ঐতিহাসিক সীমান্ত
ইতিহাসবিদ,ইতিহাসবিদ
ইতিহাসবিদ,ইতিহাসবিদ
ইতিহাস রচনা,ইতিহাস লেখা
ইতিহাস রচনা,ইতিহাস লেখা
ইতিহাস,ইতিহাস
হিট্টাইট সাম্রাজ্য,হিট্টী সাম্ৰাজ্য
পবিত্র জোট,পবিত্ৰ মিত্ৰতা
পবিত্র শহর,পবিত্ৰ নগৰ
পবিত্র শহর,পবিত্ৰ নগৰ
পবিত্র ভূমি,পবিত্ৰ ভূমি
পবিত্র ভূমি,পবিত্ৰ ভূমি
পবিত্র লীগ,হলি লীগ
পবিত্র লীগ,হলি লীগ
পবিত্র রোমান সাম্রাজ্য (= সাম্রাজ্য),পবিত্ৰ ৰোমান সাম্ৰাজ্য (=The Empire)
পবিত্র সাগর,পবিত্ৰ সাগৰ
পবিত্র সাগর,পবিত্ৰ সাগৰ
জেহাদ,পবিত্ৰ যুদ্ধ
জেহাদ,পবিত্ৰ যুদ্ধ
হোম সরকার,গৃহ চৰকাৰ
ঘরের রক্ষক,হোম গাৰ্ড
স্বদেশ,গৃহভূমি
স্বায়ত্তশাসন,গৃহ শাসন
স্বায়ত্তশাসন,হোম ৰুল
Horde,হৰ্ড
Horde,হৰ্ড
শত্রু দেশ,শত্ৰুতাপূৰ্ণ দেশ
প্রতিকূল ভূমি,শত্ৰুতাপূৰ্ণ ভূমি
গরম সাধনা,hot pursuit
গৃহ,ঘৰ
গৃহ,ঘৰ
হাউস অফ কমন্স,হাউচ অৱ কমনছ
হাউস অফ লর্ডস,হাউচ অৱ লৰ্ডছ
হাউস অফ রিপ্রেজেন্টেটিভস,প্ৰতিনিধি সদন
Huguenots,হুগুয়েনট
মানবতাবাদ,মানৱতাবাদ
মানবতাবাদী,মানৱতাবাদী
শত ইয়েসের যুদ্ধ,শত Yesrs&#39; যুদ্ধ
হুংকার,হাংকাৰ
ইবাদত খানা (উপাসনা ঘর),ইবাদাত খানা (পূজাৰ ঘৰ)
আইকনোক্লাস্ট,আইকনক্লাষ্ট
মূর্তিপূজক,মূৰ্তিপূজক
ইলাহী যুগ,ইলাহি যুগ
অবৈধ যুদ্ধ,অবৈধ যুদ্ধ
আলোকিত পাণ্ডুলিপি,আলোকিত পাণ্ডুলিপি
সচিত্র পাণ্ডুলিপি,সচিত্ৰ পাণ্ডুলিপি
সচিত্র পাণ্ডুলিপি,সচিত্ৰ পাণ্ডুলিপি
ইমাম (ইমাম),ইমাম (ইমাউম)
ইমামতি,ইমামত
ইমামতি,ইমামত
ইমামবাড়া,ইমাম্বৰা
ইম্পেরিয়াল,ইম্পেৰিয়েল
ইম্পেরিয়াল সিটি,ইম্পেৰিয়েল চিটি
সাম্রাজ্যবাদ,সাম্ৰাজ্যবাদ
ইম্পেরিয়াল পছন্দ,ইম্পেৰিয়েল পছন্দ
ইমপলিসি,নীতিহীনতা
প্রতারক,ভণ্ড
কারাবাস,কাৰাবাস
কারাবাস,কাৰাবাস
অনুপ্রবেশ,আক্ৰমণ
অনুপ্রবেশকারী,আক্ৰমণকাৰী
স্বাধীনতা,স্বাধীনতা
স্বাধীনতা দিবস,স্বাধীনতা দিৱস
স্বাধীনতা হল,স্বাধীনতা প্ৰেক্ষাগৃহ
ভারতীয় আমেরিকান (=লাল ভারতীয়=আমেরিকান ভারতীয়),ভাৰতীয় আমেৰিকান (=ৰেড ইণ্ডিয়ান=আমেৰিকান ইণ্ডিয়ান)
ইন্ডিয়ান হোম রুল লিগ,ইণ্ডিয়ান হোম ৰুল লীগ
শিল্প বিপ্লব,ঔদ্যোগিক বিপ্লৱ
কাফের,কাফিৰ
কাফের,কাফিৰ
অনুপ্রবেশ,অনুপ্ৰৱেশ
অনুপ্রবেশকারী,অনুপ্ৰৱেশকাৰী
তথ্যদাতা,তথ্যদাতা
তথ্যদাতা,তথ্যদাতা
তথ্যদাতা,তথ্যদাতা
তথ্যদাতা,তথ্যদাতা
প্রবেশ,প্ৰৱেশ
প্রবেশ,প্ৰৱেশ
প্রবেশ,প্ৰৱেশ
বাসস্থান,বাসস্থান
বাসিন্দা,বাসিন্দা
উত্তরাধিকার,উত্তৰাধিকাৰ
উত্তরাধিকার,উত্তৰাধিকাৰ
উত্তরাধিকার,উত্তৰাধিকাৰ
শিলালিপি,শিলালিপি
চিহ্ন,চিহ্ন
যোগদানের যন্ত্র,যোগদানৰ যন্ত্ৰ
সরকারের যন্ত্র,চৰকাৰৰ আহিলা
বিদ্রোহ (বিদ্রোহ),বিদ্ৰোহ (বিদ্ৰোহ)
বিদ্রোহী,বিদ্ৰোহী
বিদ্রোহ,বিদ্ৰোহ
বিদ্রোহ,বিদ্ৰোহ
মিশ্রণ,সংহতি
রেকর্ডের অখণ্ডতা,ৰেকৰ্ডৰ অখণ্ডতা
রাজ্যের অখণ্ডতা,ৰাজ্যসমূহৰ অখণ্ডতা
ইন্টেলিজেন্টসিয়া (বুদ্ধিমত্তা),বুদ্ধিমান (Intelligentzia)
মধ্যস্থতা,মধ্যস্থতা
মধ্যস্থতাকারী,মধ্যস্থতাকাৰী
মধ্যস্থতাকারী,মধ্যস্থতাকাৰী
আন্তর্জাতিকতাবাদ,আন্তৰ্জাতিকতাবাদ
আন্তর্জাতিকতাবাদ,আন্তৰ্জাতিকতাবাদ
আন্তর্জাতিকতাবাদী,আন্তৰ্জাতিকতাবাদী
আন্তঃযুদ্ধ,আন্তঃসংযোগী যুদ্ধ
ইন্টার্নী,ইণ্টাৰনী
ইন্টারনি,ইণ্টাৰনী
ইন্টারনি ক্যাম্প,ইণ্টাৰনী শিবিৰ
অন্তরীণ,আৱদ্ধ কৰি ৰখা
অন্তরীণ,আৱদ্ধ কৰি ৰখা
অন্তরীণ,আৱদ্ধ কৰি ৰখা
ইন্টারনুনসিও,Internuncio
দোভাষী,ব্যাখ্যাকৰোতা
দোভাষী,ব্যাখ্যাকৰোতা
দোভাষী,ব্যাখ্যাকৰোতা
হস্তক্ষেপ,হস্তক্ষেপ
ইন্টেস্ট্যাসি,ইনটেষ্টেচি
ইনটেস্টেট,ইনটেষ্টেট
চক্রান্ত,কুটিলতা
অনুপ্রবেশকারী,অনুপ্ৰৱেশকাৰী
অনুপ্রবেশকারী,অনুপ্ৰৱেশকাৰী
অনধিকারপ্রবেশ,অনুপ্ৰৱেশ
আক্রমণ,আক্ৰমণ
আক্রমণ,আক্ৰমণ
বিনিয়োগ করুন,বিনিয়োগ কৰা
বিনিয়োগ করুন,বিনিয়োগ কৰা
বিনিয়োগ করুন,বিনিয়োগ কৰা
বিনিয়োগ করুন,বিনিয়োগ কৰা
ইনভেস্টিচার,বিনিয়োগ
ইনভেস্টিচার,বিনিয়োগ
ইনভেস্টিচার,বিনিয়োগ
বিনিয়োগ অনুষ্ঠান,বিনিয়োগ অনুষ্ঠান
জাতীয়তার সাথে বিনিয়োগ করুন,জাতীয়তাৰ সৈতে বিনিয়োগ কৰক
অজেয় আরমাদা,অজেয় আৰ্মাডা
অমান্যতা (রাষ্ট্রের),অলংঘনীয়তা (ৰাষ্ট্ৰৰ)
লঙ্ঘন রাষ্ট্র,অলংঘিত অৱস্থা
অভেদ্য দুর্গ,অক্ষম দুৰ্গ
আয়রন বয়স,লোৰ যুগ
লোহার পর্দা,লোহাৰ পৰ্দা
আয়রন গার্ড,লোহাৰ ৰক্ষক
লোহার রেশন,লোহাৰ ৰেচন
লোহার দিক,লোহাৰ কাষ
লোহার টিপযুক্ত তীর,লোহাৰ টিপযুক্ত কাঁড়
ইস্তমিয়ান গেমস,ইষ্টমিয়ান খেল
জেনিসারি,জেনিছাৰী
দারোয়ান,জেনিটৰ
দারোয়ান,জেনিটৰ
জ্যাভলিন,জেভেলিন
জিম ক্রো আইন,জিম ক&#39;ৰ&#39; ল&#39;ছ
জিঙ্গো,জিংগো
জিঙ্গো,জিংগো
জিঙ্গো,জিংগো
জিঙ্গোইজম,জিংগোবাদ
যৌথ অভিযান,যৌথ ব্যৱস্থা
যৌথ নিয়ন্ত্রণ,যৌথ নিয়ন্ত্ৰণ
যৌথ দখল,যৌথ দখল
জুরি,জুৰী
শুধু কারণ,মাত্ৰ কাৰণ
রাখা,ৰাখক
আর্কাইভের রক্ষক,আৰ্কাইভৰ ৰক্ষক
কেটলি-ড্রাম,কেটলি-ড্ৰাম
মূল শব্দ,মূল শব্দ
রাজা,ৰজা
রাজ্য,ৰাজ্য
কিংলেট,কিংলেট
কিং মেকার,ৰজা নিৰ্মাতা
রাজত্ব,ৰজাৰ পদ
রাজত্ব,ৰজাৰ পদ
রান্নাঘরের তাক,পাকঘৰৰ কেবিনেট
নাইট,ৰজা
রাজত্ব,ৰজাৰত্ব
Kinghts হাসপাতালের,Kinghts হস্পিতালৰ লোক
সেন্ট জন নাইট,নাইটছ অৱ চেণ্ট জন
নাইট টেম্পলার,নাইট টেম্পলাৰ
Ku Klux Klan (KKK),কু ক্লাক্স ক্লান (KKK)
কুমিন্তং,কুমিনতাং
সাধারণ,লেইটি
ল্যান্স,লেন্স
ল্যান্সার,লেন্সাৰ
পরে গুপ্তরা,পিছলৈ গুপ্তাছ
বৈধ উত্তরাধিকারী,বৈধ উত্তৰাধিকাৰী
অনাচার (=বিশৃঙ্খলা),আইন-শৃংখলাহীনতা (=বিকাৰ)
অনাচার (=বিশৃঙ্খলা),আইন-শৃংখলাহীনতা (=বিকাৰ)
আইন প্রভুরা,আইন প্ৰভুসকল
ধার্মিকতার আইন,ধৰ্মপৰায়ণতাৰ নিয়ম
জাতির লীগ,লীগ অৱ নেচনছ
উত্তরাধিকার (= উইল),লিগেচি (=উইল)
উত্তরাধিকার (= উইল),লিগেচি (=উইল)
আইনগত উত্তরাধিকারী,আইনী উত্তৰাধিকাৰী
লিগেট,লেগেট
লিগেট,লেগেট
লিগেট,লেগেট
কিংবদন্তি,কিংবদন্তী
কিংবদন্তি,কিংবদন্তী
সৈন্যদল,লিজিয়ন
সৈন্যদল,লিজিয়ন
লিজিয়ন অফ অনার,লিজিয়ন অৱ অনাৰ
লেস ম্যাজেস্টি (=লেস ম্যাজেস্ট),লেচে মহিমা (=lese majeste)
কম রাজ্য,ক্ষুদ্ৰ ৰাজ্য
বিশ্বাস পত্র,বিশ্বাসযোগ্যতাৰ পত্ৰ
লিজ-প্রভু,লিয়েজ-লৰ্ড
লিজ ম্যান,লিয়েজ মানুহ
লিজ ম্যান,লিয়েজ মানুহ
যাবজ্জীবন কারাদণ্ড,আজীৱন কাৰাদণ্ড
বংশ,বংশ
লিটল ইংল্যান্ডার,লিটিল ইংলেণ্ডৰ
ছোট যান (= কম যানবাহন),লিটল ভেহিকেল (=ক্ষুদ্ৰ বাহন)
উপকূলীয় রাষ্ট্র,উপকূলীয় অৱস্থা
লিটার্জি,লিটাৰ্জী
লিটার্জি,লিটাৰ্জী
স্থানীয় আনুগত্য,স্থানীয় আনুগত্য
স্থানীয় স্ব-সরকার,স্থানীয়-আত্ম চৰকাৰ
দীর্ঘ সংসদ,দীঘলীয়া সংসদ
নিম্ন দেশগুলি,নিম্ন দেশ
অনুগত,অনুগত
আনুগত্য,আনুগত্য
ম্যাকিয়াভেলিয়ান নীতি,মেকিয়াভেলিয়ান নীতি
ম্যাগনা কার্টা,মেগনা কাৰ্টা
ম্যাগনাম কনসিলিয়াম,মেগনাম কনচিলিয়াম
মালুম নিষেধ,মালুম প্ৰহিবিটাম
মান্দামুস,মাণ্ডামছ
ম্যান্ডেট,আদেশ
"আদেশ, শ্রেণী &#39;ক&#39;","আদেশ, ক্লাছ &#39;ক&#39;।"
"আদেশ, শ্রেণী &#39;বি&#39;","আদেশ, ক্লাছ &#39;খ&#39;।"
"ম্যান্ডেট, ক্লাস &#39;সি&#39;","আদেশ, শ্ৰেণী &#39;গ&#39;।"
ম্যান্ডেট সিস্টেম,আদেশ ব্যৱস্থা
বাধ্যতামূলক অবস্থা,বাধ্যতামূলক ৰাজ্য
ম্যাঙ্গোনেল,মেংগোনেল
ঘোষণাপত্র,ইস্তাহাৰ
কৌশল,কৌশল
যুদ্ধের মানুষ,যুদ্ধৰ মানুহ
ম্যানর,মেন&#39;ৰ
ম্যানর,মেন&#39;ৰ
জনশক্তি,মানুহ-শক্তি
জনশক্তি,মানুহ-শক্তি
ম্যানুমিশন,মানুমিচন
মনুমিত,মনুমিত
পাণ্ডুলিপি,পাণ্ডুলিপি
পাণ্ডুলিপি,পাণ্ডুলিপি
পাণ্ডুলিপি,পাণ্ডুলিপি
ডাকাত,মাৰাউডাৰ
সামুদ্রিক বেল্ট,সামুদ্ৰিক বেল্ট
সামুদ্রিক সভ্যতা,সামুদ্ৰিক সভ্যতা
সামুদ্রিক পতাকা,সামুদ্ৰিক পতাকা
সামুদ্রিক ক্ষমতা,সামুদ্ৰিক শক্তিসমূহ
সামুদ্রিক সার্বভৌমত্ব,সামুদ্ৰিক সাৰ্বভৌমত্ব
সামুদ্রিক যুদ্ধ,সামুদ্ৰিক যুদ্ধ
মার্কুইস,মাৰ্কিছ
মার্কুইসেট,মাৰ্কিজেট
সেনাশাসন,সামৰিক আইন
মার্শাল রেস,যুদ্ধ দৌৰ
শহীদ,শ্বহীদ
হত্যাকাণ্ড,হত্যাকাণ্ড
কৌশলের ভর,কৌশলৰ ভৰ
মাস্টার-এ-আর্মস,মাষ্টাৰ-এট-আৰ্মছ
অনুষ্ঠান - এর গুরু,অনুষ্ঠানৰ মাষ্টাৰ
গৃহকর্তা,মাষ্টাৰ অৱ হাউচহ’ল্ড
ঘোড়ার মাস্টার,ঘোঁৰাৰ মাষ্টাৰ
রোলস মাস্টার,মাষ্টাৰ অৱ দ্য ৰোলছ
ম্যাচ,মিল থকা
ম্যাচ,মিল থকা
ম্যাচলক,মেচলক
বৈবাহিক জোট,বৈবাহিক মিত্ৰতা
ভূমধ্য শক্তি,ভূমধ্যসাগৰীয় শক্তিসমূহ
মেনশেভিক,মেনশ্বেভিক
ভাড়াটে বাহিনী,ভাড়াতীয়া সেনাবাহিনী
ভাড়াটে সৈনিক,ভাড়াতীয়া সৈনিক
বণিক,ব্যৱসায়ী
মধ্যবয়সী,মধ্যযুগ
মধ্যপ্রাচ্য,মৈদ্ধ পূৰ্ব
মধ্যপথ,মধ্যম অংশ
মধ্যপথ,মধ্যম পথ
মধ্য পথ (=মিডল কোর্স),মধ্যম পথ (=মধ্যম পথ)
অভিবাসী,প্ৰব্ৰজনকাৰী
মাইগ্রেশন,প্ৰব্ৰজন
মাইগ্রেশন,প্ৰব্ৰজন
মাইগ্রেশন,প্ৰব্ৰজন
সামরিকবাদ,সামৰিকতাবাদ
সামরিকবাদ,সামৰিকতাবাদ
সামরিকবাদ,সামৰিকতাবাদ
সামরিকবাদ,সামৰিকতাবাদ
সামরিকবাদী,সামৰিকবাদী
সামরিকবাদী,সামৰিকবাদী
সামরিকীকরণ,সামৰিককৰণ
সামরিকীকরণ,সামৰিককৰণ
সামরিকীকরণ,সামৰিককৰণ
সামরিক কৌশলবিদ (=কৌশলবিদ),সামৰিক কৌশলবিদ (=কৌশলবিদ)
সামরিক কৌশলবিদ (=কৌশলবিদ),সামৰিক কৌশলবিদ (=কৌশলবিদ)
সামরিক কৌশল (=কৌশল),সামৰিক কৌশল (=কৌশল)
মিলিশিয়া,মিলিচীয়া
মিলিশিয়া,মিলিচীয়া
দুঃশাসন,অপশাসন
হারানো সুত্র,লিংক হেৰাই গৈছে
মিশন,উদ্দেশ্য
মিশন,উদ্দেশ্য
মিশন,উদ্দেশ্য
মিশ্র জাতি,মিশ্ৰ জাতিৰ
আধুনিক ইতিহাস,আধুনিক ইতিহাস
জীবনযাত্রাপ্রণালী,মডাছ ভিভেণ্ডি
একাধিপত্য,মনাচিজম
রাজা,মনাৰ্ক
রাজা,মনাৰ্ক
রাজতন্ত্র,ৰাজতন্ত্ৰবাদ
রাজতন্ত্র,ৰাজতন্ত্ৰবাদ
রাজতন্ত্রবাদী,ৰাজতন্ত্ৰবাদী
রাজতন্ত্র,ৰাজতন্ত্ৰ
মঠ,মঠ
মঠ,মঠ
মঠ,মঠ
সন্ন্যাস,মঠ-মন্দিৰ
সন্ন্যাস,মঠ-মন্দিৰ
সন্ন্যাসী,সন্ন্যাসী
মাতৃভূমি,মাতৃ দেশ
মাতৃভূমি,মাতৃভূমি
সংসদের মা,সংসদৰ মাতৃ
মুক্রকারস,মাকৰেকাৰছ
মমি,মামী
যাদুঘর,সংগ্ৰাহালয়
মাস্কেট,মাস্কেট
মাস্কেটিয়ার,মাস্কেটিয়াৰ
মাস্কেট্রি,মাস্কেট্ৰি
মাস্কেট্রি,মাস্কেট্ৰি
মাস্টার মাস্টার,মাষ্টাৰ মাষ্টাৰ
মাস্টার-রোল,মাষ্টাৰ-ৰোল
মাস্টার-রোল,মাষ্টাৰ-ৰোল
বিদ্রোহ,বিদ্ৰোহ
বিদ্রোহ আইন,বিদ্ৰোহ আইন
রহস্য জাহাজ,ৰহস্য জাহাজ
বর্ণনামূলক,বৰ্ণনা
জাতি,জাতি
স্থানীয়,স্থানীয়
দেশীয় রাজ্য,থলুৱা ৰাজ্য
প্রকৃতিবাদ,প্ৰকৃতিবাদ
প্রাকৃতিক অধিকার,প্ৰাকৃতিক অধিকাৰ
নাৎসি,নাজী
নাৎসি বিপ্লব,নাজী বিপ্লৱ
নাৎসিবাদ,নাজীবাদ
পূর্ব কাছাকাছি,পূবৰ ওচৰত
নিগ্রো,নিগ্ৰো
নিগ্রোফিল,নেগ্ৰ&#39;ফিল
নেগ্রোফিলিজম,নিগ্ৰোফিলিজম
নিগ্রোফোবিয়া,নিগ্ৰোফ’বিয়া
নিরপেক্ষ,নিৰপেক্ষ
নিরপেক্ষ দেশ,নিৰপেক্ষ দেশ
নতুন চুক্তি,নিউ ডিল
নতুন বিশ্ব,নতুন পৃথিৱী
আভিজাত্য,আভিজাত্য
উন্নতচরিত্র,নোবেল
উন্নতচরিত্র,নোবেল
যাযাবর,যাযাবৰী
যাযাবর দল,যাযাবৰী গোট
যাযাবর,যাযাবৰীতা
অহিংস সন্ধি,অ-আগ্ৰাসন চুক্তি
অ-আগ্রাসন চুক্তি,অ-আগ্ৰাসন চুক্তি
যুদ্ধহীন রাষ্ট্র,অযুদ্ধপ্ৰায় অৱস্থা
অসহযোগিতা,অসহযোগিতা
অসহযোগ আন্দোলন,অসহযোগ আন্দোলন
বিপরীত,আগফালৰ অংশ
বিপরীত,আগফালৰ অংশ
গণতন্ত্র (=জনতাতন্ত্র),অক্ল&#39;ক্ৰেচি (=মব&#39;ক্ৰেচি)
অক্লোক্র্যাট,অক্লক্ৰেট
অফিসের নথিপত্র,চৰকাৰী নথি
পুরোনো জগৎ,পুৰণি পৃথিৱী
অলিগার্কি,অলিগাৰ্চি
আক্রমণ,আক্ৰমণ
খোলা আলোচনা,মুকলি আলোচনা
খোলা প্রশ্ন,মুকলি প্ৰশ্ন
রেকর্ড খুলুন,ৰেকৰ্ডসমূহ খোলা
প্রাচ্য,অৰিয়েণ্ট
প্রাচ্যবাদ,প্ৰাচ্যবাদ
প্রাচ্যবাদ,প্ৰাচ্যবাদ
প্রাচ্যবিদ,প্ৰাচ্যবিদ
উৎপত্তি,মূলত
উৎপত্তি,মূলত
অর্থোগ্রাফি,অৰ্থগ্ৰাফী
শত্রুতার প্রাদুর্ভাব,শত্ৰুতাৰ প্ৰাদুৰ্ভাৱ
আউট-পোস্ট,আউট-পোষ্ট
ওভার-লর্ড,অভাৰ-লৰ্ড
অগ্রাহ্য করা,অভাৰ-ৰাইড
অগ্রাহ্য করা,অভাৰ-ৰাইড
পৌত্তলিক,পৌত্তলিক
পৌত্তলিক,পৌত্তলিক
পৌত্তলিকতা,পৌত্তলিকতাবাদ
পৌত্তলিকতা,পৌত্তলিকতাবাদ
প্যাগোডা,পেগোডা
প্যাগোডা,পেগোডা
প্যাগোডা,পেগোডা
প্রাসাদ চক্রান্ত,প্ৰাসাদৰ কুটিলতা
প্যালাটিনেট,পেলেটিনেট
তাল পাতা,কল-পাত
অব্যবহিত পূর্ববর্তী রবিবার,পাম দেওবাৰ
প্যানেগরিস্ট,পেনেগিৰিষ্ট
আতঙ্ক,ত্ৰাস
আতঙ্ক,ত্ৰাস
আতঙ্কগ্রস্ত,আতংক-মংগাৰ
পোপপদ,পোপৰ পদ
পোপপদ,পোপৰ পদ
পোপপদ,পোপৰ পদ
পোপপদ,পোপৰ পদ
পাপল বলদ,পোপৰ ম&#39;হ
পোপবাদ,পোপবাদ
পোপবাদ,পোপবাদ
পোপবাদী,পোপবাদী
পোপ রাজ্য,পোপৰ ৰাজ্য
প্যাপিজম (=পেপিস্ট্রি),পেপিজম (=পেপিষ্ট্ৰি)
পাপিস্ট,পেপিষ্ট
প্যাপিরাস,পেপিৰাছ
উপমা,দৃষ্টান্ত
প্যারামাউন্ট,পেৰামাউণ্ট
সর্বশ্রেষ্ঠতা (=পরামাউন্ট শক্তি),Paramountcy (=পৰম শক্তি)
প্যারামাউন্ট ভদ্রমহিলা,পেৰামাউণ্ট লেডী
পরম প্রভু,পৰম প্ৰভু
পার্চমেন্ট,পাৰ্চমেণ্ট
