Kannada,Gujarati
ಆವರ್ತಕ ಅಡ್ಡ ಉತ್ಪನ್ನ,ચક્રીય ક્રોસ ઉત્પાદન
ಆವರ್ತಕ ಬೇಡಿಕೆ,ચક્રીય માંગ
ಆವರ್ತಕ ಅಭಿವ್ಯಕ್ತಿ,ચક્રીય અભિવ્યક્તિ
ಆವರ್ತಕ ಗುಂಪು,ચક્રીય જૂથ
ಆವರ್ತಕ ಕ್ರಮಪಲ್ಲಟನೆ,ચક્રીય ક્રમચય
ಸೈಕ್ಲೋಯ್ಡ್,ચક્રવાત
ಸಿಲಿಂಡರ್,સિલિન્ડર
ಸಿಲಿಂಡರಾಕಾರದ,નળાકાર
ಸಿಲಿಂಡರಾಕಾರದ ಮೇಲ್ಮೈ,નળાકાર સપાટી
ಸೈಫರ್,સાઇફર
ಡಿ&#39;ಅಲೆಂಬರ್ಟ್ ತತ್ವ,ડી&#39;એલેમ્બર્ટનો સિદ્ધાંત
ಹಾರ್ಮೋನಿಕ್ ಕಾರ್ಯವನ್ನು ತೇವಗೊಳಿಸಿತು,ભીના હાર્મોનિક કાર્ય
ಡ್ಯಾಂಪಿಂಗ್ ಸ್ಥಿರ,સતત ભીનાશ
ಡೇಟಾ,ડેટા
ಡೇಟಾ ಮೂಲ,ડેટાની ઉત્પત્તિ
ಡೇಟಾ ಸಂಸ್ಕರಣಾ ವ್ಯವಸ್ಥೆ,ડેટા પ્રોસેસિંગ સિસ્ટમ
ಡೇಟಾ ಪ್ರೊಸೆಸರ್,ડેટા પ્રોસેસર
ಮಾಹಿತಿಯ ಕಾಗದ,ડેટા શીટ
ದಶಭುಜ,દશકોણ
ದಶಕ,ડેકાગ્રામ
ದಶಮಾನಕ,ડેકેમીટર
ಕೊಳೆತ ಸ್ಥಿರ,સતત સડો
ಕೊಳೆತ ವಕ್ರರೇಖೆ,સડો વળાંક
ಯೋಗ್ಯ ಕಾರ್ಯ,યોગ્ય કાર્ય
ಡೆಸಿಗ್ರಾಮ್,ડેસિગ્રામ
ದಶಮಾನ,ડેસિલ
ದಶಮಾಂಶ,દશાંશ
ದಶಮಾಂಶ ಕೋಡ್,દશાંશ કોડ
ದಶಮಾಂಶ ಕೋಡೆಡ್ ಅಂಕೆ,દશાંશ કોડેડ અંક
ದಶಮಾಂಶ ವಿಸ್ತರಣೆ,દશાંશ વિસ્તરણ
ದಶಮಾಂಶ ಭಾಗ,દશાંશ અપૂર્ણાંક
ದಶಮಾಂಶ ಸಂಕೇತ,દશાંશ સંકેત
ದಶಮಾಂಶ ಸಂಖ್ಯೆಯ ವ್ಯವಸ್ಥೆ,દશાંશ નંબરિંગ સિસ્ટમ
ದಶಮಾಂಶ ಬಿಂದು,દશાંશ બિંદુ
ದಶಮಾಂಶ ಪ್ರಮಾಣ,દશાંશ સ્કેલ
ದಶಮಾಂಶ ವ್ಯವಸ್ಥೆ,દશાંશ સિસ્ટમ
ಡೆಸಿಮೀಟರ್,ડેસીમીટર
ಅರ್ಥೈಸಿಕೊಳ್ಳುವುದು,ડિસિફરિંગ
ನಿರ್ಧಾರ ಮಾದರಿ,નિર્ણય મોડલ
ನಿರ್ಧಾರ ಸಿದ್ಧಾಂತ,નિર્ણય સિદ્ધાંત
ನಿರ್ಧಾರ ವೇರಿಯಬಲ್,નિર્ણય ચલ
ಡಿಕೋಡರ್,ડીકોડર
ಡಿಕೋಡಿಂಗ್,ડીકોડિંગ
ಕೊಳೆಯುವ ಸೆಟ್,વિઘટનક્ષમ સમૂહ
ಕಡಿಮೆಯಾಗುತ್ತಿದೆ,ઘટતું
ಕಾರ್ಯವನ್ನು ಕಡಿಮೆಗೊಳಿಸುವುದು,ઘટતું કાર્ય
ಡೆಡೆಕಿಂಡ್ಸ್ ಕಟ್,Dedekind કટ
ಡೆಡೆಕಿಂಡ್ ಪ್ರಮೇಯ,ડેડેકાઇન્ડનું પ્રમેય
ನಿರ್ಣಯಿಸಿ,તારવવું
ಅನುಮಾನಾತ್ಮಕ ವಿಧಾನ,આનુમાનિક પદ્ધતિ
ದೋಷಪೂರಿತ,ખામીયુક્ત
ಸಮೀಕರಣವನ್ನು ವ್ಯಾಖ್ಯಾನಿಸುವುದು,વ્યાખ્યાયિત સમીકરણ
ನಿರ್ದಿಷ್ಟ ಅವಿಭಾಜ್ಯ,ચોક્કસ અભિન્ન
ನಿರ್ದಿಷ್ಟ ಮ್ಯಾಟ್ರಿಕ್ಸ್,ચોક્કસ મેટ્રિક્સ
ವ್ಯಾಖ್ಯಾನ,વ્યાખ્યા
ವಿರೂಪ ಕರ್ವ್,વિરૂપતા વળાંક
ವಿರೂಪಗೊಂಡ ಮೇಲ್ಮೈ,વિકૃત સપાટી
ಅವನತಿ,અધોગતિ
ಸಾರಿಗೆ ಸಮಸ್ಯೆಗಳಲ್ಲಿ ಅವನತಿ,પરિવહન સમસ્યાઓમાં અધોગતિ
ಪದವಿ,ડિગ્રી
ಡಿಫರೆನ್ಷಿಯಲ್ ಸಮೀಕರಣದ ಪದವಿ,વિભેદક સમીકરણની ડિગ્રી
ಸ್ವಾತಂತ್ರ್ಯದ ಪದವಿ,સ્વતંત્રતાની ડિગ્રી
ಬಹುಪದದ ಪದವಿ,બહુપદીની ડિગ્રી
ಅಳಿಸಿದ ನೆರೆಹೊರೆ,પડોશ કાઢી નાખ્યો
ಡೆಲ್ಟಾ ಕಾರ್ಯ,ડેલ્ટા કાર્ય
ಬೇಡಿಕೆ ಮತ್ತು ಉಪಯುಕ್ತತೆಯ ರೇಖೆ,માંગ અને ઉપયોગિતા વળાંક
ಬೇಡಿಕೆ ಸಮೀಕರಣ,માંગ સમીકરણ
ಬೇಡಿಕೆ ಕಾರ್ಯ,માંગ કાર્ય
ಜನಸಂಖ್ಯಾ ಅಧ್ಯಯನ,વસ્તી વિષયક અભ્યાસ
ಜನಸಂಖ್ಯಾಶಾಸ್ತ್ರ,વસ્તીવિષયક
ಡಿ ಮೊಯಿವ್ರೆ ಪ್ರಮೇಯ,ડી મોઇવરનું પ્રમેય
ಪ್ರದರ್ಶಿಸಿ,દર્શાવો
ಪ್ರದರ್ಶನ,પ્રદર્શન
ಪ್ರದರ್ಶಕ ರೇಖಾಗಣಿತ,નિદર્શન ભૂમિતિ
ಛೇದಕ,છેદ
ದಟ್ಟವಾದ ಸೆಟ್,ગાઢ સમૂહ
ಸಾಂದ್ರತೆ,ઘનતા
ಲೆಕ್ಕಿಸಲಾಗದ ಸೆಟ್,અસંખ્ય સમૂહ
ನಿರ್ಗಮಿಸುವ ಅಸ್ಥಿರ,પ્રસ્થાન ચલ
ಅವಲಂಬಿತ ಘಟನೆ,આશ્રિત ઘટના
ಅವಲಂಬಿತ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್,આશ્રિત રેન્ડમ ચલ
ಅವಲಂಬಿತ ವೇರಿಯಬಲ್,આશ્રિત ચલ
ಅವಲಂಬಿತ ವ್ಯತ್ಯಾಸ,આશ્રિત વિવિધતા
ಖಿನ್ನತೆಯ ಕೋನ,હતાશા કોણ
ವ್ಯುತ್ಪತ್ತಿ,વ્યુત્પત્તિ
ಉತ್ಪನ್ನ,વ્યુત્પન્ન
ಪಡೆದ ಸರಣಿ,વ્યુત્પન્ન શ્રેણી
ಪಡೆದ ಸೆಟ್,મેળવેલ સમૂહ
ಅವರೋಹಣ,ઉતરતા
ಅವರೋಹಣ ಕ್ರಮ,ઉતરતા ક્રમમાં
ಅವರೋಹಣ ಸರಣಿ,ઉતરતી શ્રેણી
ವಿವರಣಾತ್ಮಕ ಜ್ಯಾಮಿತಿ,વર્ણનાત્મક ભૂમિતિ
ವಿವರಣಾತ್ಮಕ ಮಾದರಿ,વર્ણનાત્મક મોડેલ
ವಿವರಣಾತ್ಮಕ ಅಂಕಿಅಂಶಗಳು,વર્ણનાત્મક આંકડા
ವಿನ್ಯಾಸ,ડિઝાઇન
ಪ್ರಯೋಗದ ವಿನ್ಯಾಸ,પ્રયોગની ડિઝાઇન
ಮೇಜಿನ ಕ್ಯಾಲ್ಕುಲೇಟರ್,ડેસ્ક કેલ્ક્યુલેટર
ಪತ್ತೆ,શોધ
ನಿರ್ಣಾಯಕ,નિર્ણાયક
ನಿರ್ಣಾಯಕ ಶ್ರೇಣಿ,નિર્ણાયક ક્રમ
ನಿರ್ಧರಿಸಿ,નક્કી કરો
ನಿರ್ಣಾಯಕ ಮಾದರಿ,નિર્ધારિત મોડેલ
ನಿರ್ಣಾಯಕ ಸಮಸ್ಯೆ,નિર્ધારિત સમસ્યા
ವಿಚಲನ,વિચલન
ವಿಚಲನ ಗುಣಾಂಕ,વિચલન ગુણાંક
ಡಯಾಡಿಕ್ ವ್ಯವಸ್ಥೆ,ડાયડિક સિસ્ટમ
ಕರ್ಣೀಯ,કર્ણ
ಮ್ಯಾಟ್ರಿಕ್ಸ್ನ ಕರ್ಣೀಕರಣ,મેટ્રિક્સનું વિકર્ણીકરણ
ಕರ್ಣೀಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್,કર્ણ મેટ્રિક્સ
ಕರ್ಣೀಯ ಹೋಲಿಕೆ,કર્ણ સમાનતા
ರೇಖಾಚಿತ್ರ,રેખાકૃતિ
ರೇಖಾಚಿತ್ರ ವಿಧಾನ,રેખાકૃતિ પદ્ધતિ
ರೇಖಾಚಿತ್ರ ಪ್ರಸ್ತುತಿ,રેખાકૃતિ પ્રસ્તુતિ
ವ್ಯಾಸ,વ્યાસ
ಒಂದು ಸೆಟ್ನ ವ್ಯಾಸ,સમૂહનો વ્યાસ
ಸಂಪೂರ್ಣವಾಗಿ ವಿರುದ್ಧವಾಗಿ,ડાયમેટ્રિકલી વિરુદ્ધ
ದಾಳ ಎಸೆಯುತ್ತಾರೆ,ડાઇસ ફેંકવું
ದ್ವಿಮುಖ ವರ್ಗೀಕರಣ,દ્વિભાષી વર્ગીકરણ
ಇಬ್ಭಾಗ,દ્વિભાષા
ನಿಘಂಟು ಆದೇಶ,શબ્દકોશ ક્રમ
ವ್ಯತ್ಯಾಸ ಕಲನಶಾಸ್ತ್ರ,તફાવત કેલ્ક્યુલસ
ವ್ಯತ್ಯಾಸ ಸಮೀಕರಣ,તફાવત સમીકરણ
ವ್ಯತ್ಯಾಸ ಸೂತ್ರ,તફાવત સૂત્ર
ವ್ಯತ್ಯಾಸ ವಿಧಾನ,તફાવત પદ્ધતિ
ಸೆಟ್ಗಳ ವ್ಯತ್ಯಾಸ,સેટનો તફાવત
ಭಿನ್ನವಾಗಬಲ್ಲ,વિભેદક
ವಿಭಿನ್ನ ಕರ್ವ್,વિભેદક વળાંક
ವಿಭಿನ್ನ ಕಾರ್ಯ,વિભેદક કાર્ય
ಭೇದಾತ್ಮಕ,વિભેદક
ಭೇದಾತ್ಮಕ ಕಲನಶಾಸ್ತ್ರ,વિભેદક કલન
ಭೇದಾತ್ಮಕ ಗುಣಾಂಕ,વિભેદક ગુણાંક
ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ,વિભેદક સમીકરણ
ಭೇದಾತ್ಮಕ ರೂಪ,વિભેદક સ્વરૂપ
ಭೇದಾತ್ಮಕ ಸೂತ್ರ,વિભેદક સૂત્ર
ಭೇದಾತ್ಮಕ ಕಾರ್ಯ,વિભેદક કાર્ય
ಭೇದಾತ್ಮಕ ಜ್ಯಾಮಿತಿ,વિભેદક ભૂમિતિ
ಉನ್ನತ ಕ್ರಮಾಂಕದ ವ್ಯತ್ಯಾಸ,ઉચ્ચ ક્રમનો તફાવત
ಭೇದಾತ್ಮಕ ಅಂಶ,વિભેદક ભાગ
ಪ್ರತ್ಯೇಕಿಸಿ,તફાવત કરવો
ವ್ಯತ್ಯಾಸ,તફાવત
ವ್ಯತ್ಯಾಸ ಸೂತ್ರ,ભિન્નતા સૂત્ર
ವೆಕ್ಟರ್ನ ವ್ಯತ್ಯಾಸ,વેક્ટરનો તફાવત
ಪ್ರಸರಣ,પ્રસરણ
ಅಂಕಿ,અંક
ಡಿಜಿಟಲ್ ಕಂಪ್ಯೂಟರ್,ડિજિટલ કમ્પ્યુટર
ಡಿಜಿಟಲ್ ಡೇಟಾ,ડિજિટલ ડેટા
ಆಯಾಮ,પરિમાણ
ಆಯಾಮ,પરિમાણ
ಆಯಾಮವಿಲ್ಲದ,પરિમાણહીન
ಸಮೀಕರಣದ ಆಯಾಮ,સમીકરણનું પરિમાણ
ಡಯೋಫಾಂಟೈನ್ ಸಮೀಕರಣ,ડાયોફેન્ટાઇન સમીકરણ
ಅದ್ದು ಕೋನ,ડૂબકી કોણ
ದ್ವಿಧ್ರುವಿ ನಿರ್ದೇಶಾಂಕಗಳು,દ્વિધ્રુવી કોઓર્ડિનેટ્સ
ದ್ವಿಧ್ರುವಿ,દ્વિધ્રુવ
ಡಿಪಿರಮಿಡ್ (ಬೈಪಿರಮಿಡ್),ડીપીરામીડ (બાયપીરામિડ)
ಡೈರಾಕ್ ಡೆಲ್ಟಾ ಕಾರ್ಯ,ડીરાક ડેલ્ટા ફંક્શન
ನೇರ ಸಾಮಾನ್ಯ ಸ್ಪರ್ಶಕ,સીધી સામાન્ય સ્પર્શક
ನಿರ್ದೇಶಿಸಿದ ಕೋನ,નિર્દેશિત કોણ
ನಿರ್ದೇಶಿಸಿದ ಸಾಲು,નિર્દેશિત રેખા
ದಿಕ್ಕಿನ ಉತ್ಪನ್ನ,દિશાત્મક વ્યુત્પન્ન
ನಿರ್ದೇಶನ ಕೊಸೈನ್,દિશા કોસાઇન
ಗರಿಷ್ಠ ದಿಕ್ಕು,મેક્સિમાની દિશા
ಪ್ರೊಜೆಕ್ಷನ್ ನಿರ್ದೇಶನ,પ્રક્ષેપણની દિશા
ದಿಕ್ಕಿನ ಅನುಪಾತ,દિશા ગુણોત્તર
ನಿರ್ದೇಶಕ ವಲಯ,ડિરેક્ટર વર્તુળ
ನಿರ್ದೇಶಕ ಗೋಳ,દિગ્દર્શક ક્ષેત્ર
ನೇರ ಉತ್ಪನ್ನ,સીધું ઉત્પાદન
ನೇರ ಪುರಾವೆ,સીધો પુરાવો
ನೇರ ಅನುಪಾತ,સીધું પ્રમાણ
ಡೈರೆಕ್ಟ್ರಿಕ್ಸ್,ડાયરેક્ટ્રીક્સ
ನೇರ ಮೊತ್ತ,સીધી રકમ
ಸಂಪರ್ಕ ಕಡಿತಗೊಂಡ ಸೆಟ್‌ಗಳು,ડિસ્કનેક્ટ થયેલ સેટ
ಸ್ಥಗಿತಗೊಳಿಸುವಿಕೆ,નિરંતરતા
ಉತ್ಪನ್ನದ ಸ್ಥಗಿತ,વ્યુત્પન્નતાની વિરામ
ಮೊದಲ ರೀತಿಯ ಸ್ಥಗಿತ,પ્રથમ પ્રકારની અવ્યવસ્થા
ಎರಡನೇ ರೀತಿಯ ಸ್ಥಗಿತ,બીજા પ્રકારની અવ્યવસ્થા
ನಿರಂತರ ವಿತರಣೆ,અવ્યવસ્થિત વિતરણ
ನಿರಂತರ ಕಾರ್ಯ,અવ્યવસ્થિત કાર્ય
ನಿರಂತರ ವ್ಯತ್ಯಾಸ,અવ્યવસ્થિત વિવિધતા
ಪ್ರತ್ಯೇಕವಾದ,અલગ
ಪ್ರತ್ಯೇಕ ವಿತರಣೆ,સ્વતંત્ર વિતરણ
ಪ್ರತ್ಯೇಕ ಸಂಭವನೀಯತೆಯ ವಿತರಣೆ,સ્વતંત્ર સંભાવના વિતરણ
ಡಿಸ್ಕ್ರೀಟ್ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್,અલગ રેન્ડમ ચલ
ಪ್ರತ್ಯೇಕ ಮಾದರಿ ಜಾಗ,અલગ નમૂના જગ્યા
ಪ್ರತ್ಯೇಕ ಸೆಟ್,સ્વતંત્ર સમૂહ
ಪ್ರತ್ಯೇಕ ಜಾಗ,અલગ જગ્યા
ಪ್ರತ್ಯೇಕ ಸ್ಥಳಶಾಸ್ತ್ರ,સ્વતંત્ર ટોપોલોજી
ಪ್ರತ್ಯೇಕ ವ್ಯತ್ಯಾಸ,અલગ અલગ
ತಾರತಮ್ಯ,ભેદભાવપૂર્ણ
ತಾರತಮ್ಯ ವಿಶ್ಲೇಷಣೆ (=ತಾರತಮ್ಯ ವಿಶ್ಲೇಷಣೆ),ભેદભાવપૂર્ણ વિશ્લેષણ (=ભેદભાવપૂર્ણ વિશ્લેષણ)
ಭಿನ್ನಾಭಿಪ್ರಾಯ,વિચ્છેદ
ಅಸಂಬದ್ಧ ಘಟನೆಗಳು,અસંબંધિત ઘટનાઓ
ಅಸಂಯೋಜಿತ ಸೆಟ್ಗಳು,ડિસજોઇન્ટ સેટ
ಅವಿಭಕ್ತ ಒಕ್ಕೂಟ,જોડાણ તોડી નાખવું
ವಿಘಟನೆ,વિભાજન
ಪ್ರಸರಣ,વિક્ષેપ
ಪ್ರಸರಣ ಚಾರ್ಟ್,વિક્ષેપ ચાર્ટ
ಪ್ರಸರಣ ಸ್ಥಿರ,વિક્ષેપ સતત
ಪ್ರಸರಣ ರೇಖಾಚಿತ್ರ,વિક્ષેપ રેખાકૃતિ
ಪ್ರಸರಣ ಮ್ಯಾಟ್ರಿಕ್ಸ್ (=ಕೋವೇರಿಯನ್ಸ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್),વિક્ષેપ મેટ્રિક્સ (=કોવરિઅન્સ મેટ્રિક્સ)
ಸ್ಥಳಾಂತರ,વિસ્થાપન
ಪ್ರದರ್ಶನ,પ્રદર્શન
ಪ್ರದರ್ಶನ ಘಟಕ (=ಕನ್ಸೋಲ್),ડિસ્પ્લે યુનિટ (=કન્સોલ)
ಭಿನ್ನವಾದ,ભિન્ન
ವಿಘಟಿಸುವ ಶಕ್ತಿಗಳು,વિઘટનકારી દળો
ದೂರ ಕಾರ್ಯ,અંતર કાર્ય
ದೂರ ಮಾಡ್ಯುಲಸ್,અંતર મોડ્યુલસ
ವಿತರಣೆ-ಮುಕ್ತ ವಿಧಾನ,વિતરણ-મુક્ત પદ્ધતિ
ವಿತರಣಾ ಕಾನೂನು,વિતરણ કાયદો
ಬೇರೆಯಾಗುತ್ತವೆ,અલગ થવું
ಭಿನ್ನತೆ,વિચલન
ಡೈವರ್ಜೆನ್ಸ್ ಪ್ರಮೇಯ,વિચલન પ્રમેય
ಭಿನ್ನವಾದ,જુદીજુદી
ವಿಭಿನ್ನ ಸರಣಿ,અલગ શ્રેણી
ವಿಭಜಿತ ವ್ಯತ್ಯಾಸ,વિભાજિત તફાવત
ವಿಭಜನೆ,વિભાજ્યતા
ಭಾಗಿಸಬಹುದಾದ,વિભાજ્ય
ವಿಭಾಗ,વિભાગ
ವಿಭಾಗ ಅಲ್ಗಾರಿದಮ್,વિભાજન અલ્ગોરિધમ
ವಿಭಾಗದ ಉಂಗುರ,ડિવિઝન રિંગ
ಡೋಡೆಕಾಗನ್,ડોડેકાગોન
ದ್ವಾದಶಮುಖ,ડોડેકાહેડ્રોન
ಡೊಮೇನ್,ડોમેન
ಕಾರ್ಯದ ಡೊಮೇನ್,ફંક્શનનું ડોમેન
ವ್ಯಾಖ್ಯಾನದ ಡೊಮೇನ್,વ્યાખ્યાનું ક્ષેત્ર
ಅಸ್ತಿತ್ವದ ಡೊಮೇನ್,અસ્તિત્વનું ક્ષેત્ર
ಪ್ರಬಲ ತಂತ್ರ,પ્રભાવશાળી વ્યૂહરચના
ಡಾಪ್ಲರ್ ಪರಿಣಾಮ,ડોપ્લર અસર
ಡಾಟ್ ಉತ್ಪನ್ನ,ડોટ ઉત્પાદન
ಚುಕ್ಕೆಗಳ ವಕ್ರರೇಖೆ,ડોટેડ વળાંક
ಎರಡು ವ್ಯತ್ಯಾಸ,ડબલ તફાવત
ಡಬಲ್ ಘಾತೀಯ ವಿತರಣೆ,ડબલ ઘાતાંકીય વિતરણ
ಡಬಲ್ ಹೆಲಿಕ್ಸ್,ડબલ હેલિક્સ
ಡಬಲ್ ಅವಿಭಾಜ್ಯ,ડબલ અભિન્ન
ಡಬಲ್ ಏಕೀಕರಣ,ડબલ એકીકરણ
ಎರಡು ಮಿತಿ,ડબલ મર્યાદા
ಎರಡು ಮಾದರಿ ಯೋಜನೆ,ડબલ સેમ્પલિંગ પ્લાન
ಎರಡು ಅನುಕ್ರಮ,ડબલ ક્રમ
ಡಬಲ್ ಸರಣಿ,ડબલ શ્રેણી
ಡಬಲ್ ಪ್ರತ್ಯಯ ಸಂಕೇತ,ડબલ પ્રત્યય સંકેત
ಡಬಲ್ ಸಂಕಲನ,ડબલ સમીકરણ
ಕೆಳಮುಖ ವೇಗವರ್ಧನೆ,નીચે તરફ પ્રવેગક
ಕೆಳಮುಖ ಸ್ಥಳಾಂತರ,નીચે તરફનું વિસ્થાપન
ಕೆಳಮುಖ ಚಲನೆ,નીચેની ગતિ
ಕೆಳಮುಖ ವೇಗ,નીચે તરફનો વેગ
ಎಳೆಯಿರಿ,ખેંચો
ಡ್ರ್ಯಾಗ್ ಫೋರ್ಸ್,ખેંચો બળ
ದ್ವಂದ್ವ,દ્વિ
ಉಭಯ ಆಧಾರ,બેવડા આધાર
ಎರಡು ಆಂತರಿಕ ಉತ್ಪನ್ನ,દ્વિ આંતરિક ઉત્પાદન
ಡ್ಯುಯಲ್ ಲೀನಿಯರ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಸಮಸ್ಯೆ,ડ્યુઅલ રેખીય પ્રોગ્રામિંગ સમસ્યા
ಎರಡು ಕಾರ್ಯಾಚರಣೆ,ડ્યુઅલ ઓપરેશન
ಉಭಯ ಸಮಸ್ಯೆ,બેવડી સમસ્યા
ಡ್ಯುಯಲ್ ಸಿಂಪ್ಲೆಕ್ಸ್ ಅಲ್ಗಾರಿದಮ್,ડ્યુઅલ સિમ્પ્લેક્સ અલ્ગોરિધમ
ಡ್ಯುಯಲ್ ಸಿಂಪ್ಲೆಕ್ಸ್ ತಂತ್ರ,ડ્યુઅલ સિમ્પ્લેક્સ તકનીક
ಡ್ಯುಯಲ್ ಸ್ಪೇಸ್,બેવડી જગ્યા
ಡ್ಯುಯಲ್ ವೇರಿಯಬಲ್,દ્વિ ચલ
ಡ್ಯುಯಲ್ ವೆಕ್ಟರ್ ಸ್ಪೇಸ್,ડ્યુઅલ વેક્ટર જગ્યા
ನಕಲಿ ಸೂಚ್ಯಂಕ,બનાવટી અનુક્રમણિકા
ನಕಲಿ ಚಂದಾದಾರಿಕೆ,ડમી સબસ્ક્રીપ્ટ
ನಕಲಿ ಪ್ರತ್ಯಯ,બનાવટી પ્રત્યય
ನಕಲಿ ವೇರಿಯಬಲ್,ડમી ચલ
ನಕಲು ಪ್ರಕ್ರಿಯೆ,ડુપ્લિકેટર પ્રક્રિયા
ಕ್ರಿಯಾತ್ಮಕ,ગતિશીલ
ಕ್ರಿಯಾತ್ಮಕ ವ್ಯವಸ್ಥೆ,ગતિશીલ સિસ્ટમ
ಡೈನಾಮಿಕ್ ಬೇಡಿಕೆ ಕಾರ್ಯ,ગતિશીલ માંગ કાર્ય
ಕ್ರಿಯಾತ್ಮಕ ಮಾದರಿ,ગતિશીલ મોડેલ
ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,ગતિશીલ પ્રોગ્રામિંગ
ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ವಿಧಾನ,ગતિશીલ પ્રોગ્રામિંગ અભિગમ
ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ತಂತ್ರ,ગતિશીલ પ્રોગ્રામિંગ તકનીક
ಡೈನಾಮಿಕ್ಸ್,ગતિશીલતા
ಒಂದು ಕಣದ ಡೈನಾಮಿಕ್ಸ್,કણની ગતિશીલતા
ಕಟ್ಟುನಿಟ್ಟಾದ ದೇಹಗಳ ಡೈನಾಮಿಕ್ಸ್,કઠોર શરીરની ગતિશીલતા
ಭೂಮಿ,પૃથ્વી
ಭೂಕಂಪದ ತೀವ್ರತೆ,ભૂકંપની તીવ્રતા
ವಿಕೇಂದ್ರೀಯತೆ,તરંગીતા
ಗ್ರಹಣ,ગ્રહણ
ಆರ್ಥಿಕ ಮುನ್ಸೂಚನೆ,ઇકોનોમેટ્રિક આગાહી
ಅರ್ಥಶಾಸ್ತ್ರಜ್ಞ,અર્થશાસ્ત્રી
ಅರ್ಥಶಾಸ್ತ್ರ,અર્થશાસ્ત્ર
ಅರ್ಥಶಾಸ್ತ್ರ,અર્થશાસ્ત્ર
ಅಂಚು,ધાર
ಪೀನ ಗುಂಪಿನ ಅಂಚು,બહિર્મુખ સમૂહની ધાર
ದಕ್ಷತೆಯ ಅಂಶ,કાર્યક્ષમતા પરિબળ
ಐಜೆನ್ ಅಂಶ,eigen તત્વ
ಐಜೆನ್ ಕಾರ್ಯ,eigen કાર્ય
ಈಜೆನ್ ಮೌಲ್ಯ,eigen મૂલ્ય
ಐಜೆನ್ ಮೌಲ್ಯ ಸಮೀಕರಣ,eigen મૂલ્ય સમીકરણ
ಐಜೆನ್ ವೆಕ್ಟರ್,ઇજન વેક્ટર
ಸ್ಥಿತಿಸ್ಥಾಪಕ,સ્થિતિસ્થાપક
ಸ್ಥಿತಿಸ್ಥಾಪಕ ಸ್ಥಿರ,સ્થિતિસ્થાપક સ્થિર
ಸ್ಥಿತಿಸ್ಥಾಪಕ ಸಮತೋಲನ,સ્થિતિસ્થાપક સંતુલન
ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ,સ્થિતિસ્થાપકતા
ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ ಮೇಲ್ಮೈ,સ્થિતિસ્થાપકતા સપાટી
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಕಂಪ್ಯೂಟರ್,ઇલેક્ટ્રોનિક કમ્પ્યુટર
ಅಂಶ,તત્વ
ಪ್ರಾಥಮಿಕ ಕಾಲಮ್ ಕಾರ್ಯಾಚರಣೆ,પ્રાથમિક કૉલમ કામગીરી
ಪ್ರಾಥಮಿಕ ಘಟನೆ,પ્રાથમિક ઘટના
ಪ್ರಾಥಮಿಕ ಕಾರ್ಯ,પ્રાથમિક કાર્ય
ಪ್ರಾಥಮಿಕ ಕಾರ್ಯಾಚರಣೆ,પ્રાથમિક કામગીરી
ಪ್ರಾಥಮಿಕ ಫಲಿತಾಂಶ,પ્રાથમિક પરિણામ
ಪ್ರಾಥಮಿಕ ಸಂಭವನೀಯತೆಯ ಕಾನೂನು,પ્રાથમિક સંભાવના કાયદો
ಪ್ರಾಥಮಿಕ ಸಾಲಿನ ಕಾರ್ಯಾಚರಣೆ,પ્રાથમિક પંક્તિ કામગીરી
ತೊಡೆದುಹಾಕಲು,નાબૂદ
ಹೊರಹಾಕುವ ವಿಧಾನ,નાબૂદી પ્રક્રિયા
ದೀರ್ಘವೃತ್ತ,લંબગોળ
ಅಂಡಾಕಾರದ,લંબગોળ
ದೀರ್ಘವೃತ್ತಾಕಾರದ,લંબગોળ
ದೀರ್ಘವೃತ್ತಾಕಾರದ ಮೇಲ್ಮೈ,લંબગોળ સપાટી
ಅಂಡಾಕಾರದ ದೇಹ,લંબગોળ શરીર
ಎಂಬೆಡಿಂಗ್,એમ્બેડિંગ
ಹೊರಸೂಸುವಿಕೆ,ઉત્સર્જન
ಪ್ರಾಯೋಗಿಕ ಡೇಟಾ,પ્રયોગમૂલક ડેટા
ಪ್ರಾಯೋಗಿಕ ಸೂತ್ರ,પ્રયોગમૂલક સૂત્ર
ಪ್ರಾಯೋಗಿಕ ಸಂಭವನೀಯತೆ,પ્રયોગમૂલક સંભાવના
ಪ್ರಾಯೋಗಿಕ ಸಂಬಂಧ,પ્રયોગમૂલક સંબંધ
ಖಾಲಿ ಸೆಟ್,ખાલી સેટ
