Tamil,Punjabi
முற்றிலும் எதிர்,ਵਿਆਸ ਦੇ ਉਲਟ
பகடை வீசுதல்,ਪਾਸਾ ਸੁੱਟਣਾ
இருவகை வகைப்பாடு,ਵਿਭਾਜਨ ਵਰਗੀਕਰਣ
இருவகை,ਦੁਵਿਧਾ
அகராதி ஒழுங்கு,ਡਿਕਸ਼ਨਰੀ ਆਰਡਰ
வேறுபாடு கணக்கீடு,ਅੰਤਰ ਕੈਲਕੂਲਸ
வேறுபாடு சமன்பாடு,ਅੰਤਰ ਸਮੀਕਰਨ
வேறுபாடு சூத்திரம்,ਅੰਤਰ ਫਾਰਮੂਲਾ
வேறுபாடு முறை,ਅੰਤਰ ਢੰਗ
தொகுப்புகளின் வேறுபாடு,ਸੈੱਟ ਦਾ ਅੰਤਰ
வேறுபடுத்தக்கூடியது,ਵੱਖ ਕਰਨ ਯੋਗ
வேறுபட்ட வளைவு,ਵਿਭਿੰਨ ਕਰਵ
வேறுபட்ட செயல்பாடு,ਵੱਖ ਕਰਨ ਯੋਗ ਫੰਕਸ਼ਨ
வித்தியாசமான,ਅੰਤਰ
வேறுபட்ட கணக்கீடு,ਵਿਭਾਜਨ ਕੈਲਕੂਲਸ
வேறுபட்ட குணகம்,ਵਿਭਿੰਨ ਗੁਣਾਂਕ
வகையீட்டு சமன்பாடு,ਅੰਤਰ ਸਮੀਕਰਨ
வேறுபட்ட வடிவம்,ਵਿਭਿੰਨ ਰੂਪ
வேறுபட்ட சூத்திரம்,ਅੰਤਰ ਫਾਰਮੂਲਾ
வேறுபட்ட செயல்பாடு,ਅੰਤਰ ਫੰਕਸ਼ਨ
வேறுபட்ட வடிவியல்,ਵਿਭਿੰਨ ਜਿਓਮੈਟਰੀ
உயர் வரிசையின் வேறுபாடு,ਉੱਚ ਕ੍ਰਮ ਦਾ ਅੰਤਰ
வேறுபட்ட அளவு,ਫਰਕ ਭਾਗ
வேறுபடுத்தி,ਵੱਖਰਾ
வேறுபாடு,ਭਿੰਨਤਾ
வேறுபாடு சூத்திரம்,ਵਿਭਿੰਨਤਾ ਫਾਰਮੂਲਾ
திசையன் வேறுபாடு,ਵੈਕਟਰ ਦਾ ਅੰਤਰ
பரவல்,ਫੈਲਾ
இலக்கம்,ਅੰਕ
டிஜிட்டல் கணினி,ਡਿਜ਼ੀਟਲ ਕੰਪਿਊਟਰ
டிஜிட்டல் தரவு,ਡਿਜ਼ੀਟਲ ਡਾਟਾ
பரிமாணம்,ਮਾਪ
பரிமாணம்,ਆਯਾਮ
பரிமாணமற்ற,ਅਯਾਮ ਰਹਿਤ
ஒரு சமன்பாட்டின் பரிமாணம்,ਇੱਕ ਸਮੀਕਰਨ ਦਾ ਮਾਪ
diophantine சமன்பாடு,diophantine ਸਮੀਕਰਨ
சாய்வு கோணம்,ਡਿੱਪ ਕੋਣ
இருமுனை ஆயத்தொகுப்புகள்,ਡਿਪੋਲਰ ਕੋਆਰਡੀਨੇਟਸ
இருமுனை,dipole
இருபிரமிட் (பைபிரமிட்),ਡਿਪਾਈਰਾਮਿਡ (ਬਾਈਪਾਈਰਾਮਿਡ)
டைராக் டெல்டா செயல்பாடு,ਡਾਇਰਾਕ ਡੈਲਟਾ ਫੰਕਸ਼ਨ
நேரடி பொதுவான தொடுகோடு,ਸਿੱਧੀ ਸਾਂਝੀ ਸਪਰਸ਼
இயக்கிய கோணம்,ਨਿਰਦੇਸ਼ਿਤ ਕੋਣ
இயக்கிய வரி,ਨਿਰਦੇਸ਼ਿਤ ਲਾਈਨ
திசை வழித்தோன்றல்,ਦਿਸ਼ਾਤਮਕ ਡੈਰੀਵੇਟਿਵ
திசை கொசைன்,ਦਿਸ਼ਾ ਕੋਸਾਈਨ
அதிகபட்ச திசை,ਅਧਿਕਤਮ ਦੀ ਦਿਸ਼ਾ
திட்ட திசை,ਪ੍ਰੋਜੈਕਸ਼ਨ ਦੀ ਦਿਸ਼ਾ
திசை விகிதம்,ਦਿਸ਼ਾ ਅਨੁਪਾਤ
இயக்குனர் வட்டம்,ਡਾਇਰੈਕਟਰ ਸਰਕਲ
இயக்குனர் கோளம்,ਨਿਰਦੇਸ਼ਕ ਖੇਤਰ
நேரடி தயாரிப்பு,ਸਿੱਧਾ ਉਤਪਾਦ
நேரடி ஆதாரம்,ਸਿੱਧਾ ਸਬੂਤ
நேரடி விகிதம்,ਸਿੱਧਾ ਅਨੁਪਾਤ
டைரக்ட்ரிக்ஸ்,directrix
நேரடித் தொகை,ਸਿੱਧੀ ਰਕਮ
துண்டிக்கப்பட்ட தொகுப்புகள்,ਡਿਸਕਨੈਕਟ ਕੀਤੇ ਸੈੱਟ
தொடர்ச்சியின்மை,ਨਿਰੰਤਰਤਾ
வழித்தோன்றலின் தொடர்ச்சியின்மை,ਡੈਰੀਵੇਟਿਵ ਦੀ ਖੰਡਨਤਾ
முதல் வகையான இடைநிறுத்தம்,ਪਹਿਲੀ ਕਿਸਮ ਦੀ ਰੁਕਾਵਟ
இரண்டாவது வகையான தொடர்ச்சியின்மை,ਦੂਜੀ ਕਿਸਮ ਦੀ ਰੁਕਾਵਟ
இடைவிடாத விநியோகம்,ਲਗਾਤਾਰ ਵੰਡ
இடைவிடாத செயல்பாடு,ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ
இடைவிடாத மாறுபாடு,ਲਗਾਤਾਰ ਪਰਿਵਰਤਨ
தனித்தனி,ਵੱਖਰਾ
தனித்துவமான விநியோகம்,ਵੱਖਰੀ ਵੰਡ
தனித்துவமான நிகழ்தகவு பரவல்,ਵੱਖਰੀ ਸੰਭਾਵਨਾ ਵੰਡ
தனித்த சீரற்ற மாறி,ਵੱਖਰਾ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ
தனித்த மாதிரி இடம்,ਵੱਖ ਨਮੂਨਾ ਸਪੇਸ
தனித்துவமான தொகுப்பு,ਵੱਖਰਾ ਸੈੱਟ
தனி இடம்,ਵੱਖਰੀ ਸਪੇਸ
தனித்த இடவியல்,ਡਿਸਕਰੀਟ ਟੌਪੋਲੋਜੀ
தனித்த மாறுபாடு,ਵੱਖ ਵੱਖ
பாரபட்சமான,ਵਿਤਕਰਾ ਕਰਨ ਵਾਲਾ
பாகுபாடு பகுப்பாய்வு (=பாகுபாடு பகுப்பாய்வு),ਪੱਖਪਾਤੀ ਵਿਸ਼ਲੇਸ਼ਣ (= ਵਿਤਕਰੇ ਵਾਲਾ ਵਿਸ਼ਲੇਸ਼ਣ)
பிரித்தல்,ਟੁੱਟਣਾ
மாறுபட்ட நிகழ்வுகள்,ਵੱਖ-ਵੱਖ ਘਟਨਾਵਾਂ
பிரிக்கப்பட்ட தொகுப்புகள்,ਵੱਖ-ਵੱਖ ਸੈੱਟ
ஒன்றிணைந்த தொழிற்சங்கம்,ਯੂਨੀਅਨ ਨੂੰ ਤੋੜੋ
பிரித்தல்,ਵਿਛੋੜਾ
சிதறல்,ਫੈਲਾਅ
சிதறல் விளக்கப்படம்,ਫੈਲਾਅ ਚਾਰਟ
சிதறல் மாறிலி,ਫੈਲਾਅ ਸਥਿਰ
சிதறல் வரைபடம்,ਫੈਲਾਅ ਚਿੱਤਰ
சிதறல் அணி (=கோவேரியன்ஸ் மேட்ரிக்ஸ்),ਡਿਸਪਰਸ਼ਨ ਮੈਟਰਿਕਸ (=ਕੋਵੇਰੀਅੰਸ ਮੈਟਰਿਕਸ)
இடப்பெயர்ச்சி,ਵਿਸਥਾਪਨ
காட்சி,ਡਿਸਪਲੇ
காட்சி அலகு (=கன்சோல்),ਡਿਸਪਲੇ ਯੂਨਿਟ (=ਕੰਸੋਲ)
ஒற்றுமையற்ற,ਭਿੰਨ
சிதறடிக்கும் சக்திகள்,dissipative ਤਾਕਤਾਂ
தூர செயல்பாடு,ਦੂਰੀ ਫੰਕਸ਼ਨ
தூர மாடுலஸ்,ਦੂਰੀ ਮਾਡਿਊਲਸ
விநியோகம் இல்லாத முறை,ਵੰਡ-ਮੁਕਤ ਢੰਗ
விநியோக சட்டம்,ਵੰਡਣ ਵਾਲਾ ਕਾਨੂੰਨ
வேறுபடுகின்றன,ਵੱਖ ਕਰਨਾ
வேறுபாடு,ਭਿੰਨਤਾ
வேறுபாடு தேற்றம்,ਵਿਭਿੰਨਤਾ ਪ੍ਰਮੇਯ
மாறுபட்ட,ਵੱਖਰੇ
மாறுபட்ட தொடர்,ਵੱਖ-ਵੱਖ ਲੜੀ
பிரிக்கப்பட்ட வேறுபாடு,ਵੰਡਿਆ ਅੰਤਰ
வகுக்கும் தன்மை,ਵੰਡਣਯੋਗਤਾ
வகுபடக்கூடியது,ਵੰਡਣਯੋਗ
பிரிவு,ਵੰਡ
பிரிவு அல்காரிதம்,ਡਿਵੀਜ਼ਨ ਐਲਗੋਰਿਦਮ
பிரிவு வளையம்,ਡਿਵੀਜ਼ਨ ਰਿੰਗ
dodecagon,dodecagon
பன்னிருமுகி,dodecahedron
களம்,ਡੋਮੇਨ
ஒரு செயல்பாட்டின் களம்,ਇੱਕ ਫੰਕਸ਼ਨ ਦਾ ਡੋਮੇਨ
வரையறையின் களம்,ਪਰਿਭਾਸ਼ਾ ਦਾ ਡੋਮੇਨ
இருப்பு களம்,ਮੌਜੂਦਗੀ ਦਾ ਡੋਮੇਨ
மேலாதிக்க மூலோபாயம்,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਰਣਨੀਤੀ
டாப்ளர் விளைவு,ਡੋਪਲਰ ਪ੍ਰਭਾਵ
டாட் தயாரிப்பு,ਬਿੰਦੀ ਉਤਪਾਦ
புள்ளியிடப்பட்ட வளைவு,ਬਿੰਦੀ ਵਾਲਾ ਕਰਵ
இரட்டை வேறுபாடு,ਡਬਲ ਫਰਕ
இரட்டை அதிவேக விநியோகம்,ਡਬਲ ਘਾਤ ਅੰਕੀ ਵੰਡ
இரட்டை சுருள்,ਡਬਲ ਹੈਲਿਕਸ
இரட்டை ஒருங்கிணைந்த,ਡਬਲ ਅਟੁੱਟ
இரட்டை ஒருங்கிணைப்பு,ਡਬਲ ਏਕੀਕਰਣ
இரட்டை வரம்பு,ਡਬਲ ਸੀਮਾ
இரட்டை மாதிரி திட்டம்,ਡਬਲ ਨਮੂਨਾ ਯੋਜਨਾ
இரட்டை வரிசை,ਡਬਲ ਕ੍ਰਮ
இரட்டை தொடர்,ਡਬਲ ਸੀਰੀਜ਼
இரட்டை பின்னொட்டு குறியீடு,ਡਬਲ ਪਿਛੇਤਰ ਸੰਕੇਤ
இரட்டை கூட்டுத்தொகை,ਡਬਲ ਸਮੇਸ਼ਨ
கீழ்நோக்கிய முடுக்கம்,ਹੇਠਾਂ ਵੱਲ ਪ੍ਰਵੇਗ
கீழ்நோக்கிய இடப்பெயர்ச்சி,ਹੇਠਾਂ ਵੱਲ ਵਿਸਥਾਪਨ
கீழ்நோக்கிய இயக்கம்,ਹੇਠਾਂ ਵੱਲ ਮੋਸ਼ਨ
கீழ்நோக்கிய வேகம்,ਹੇਠਾਂ ਵੱਲ ਗਤੀ
இழுத்து,ਖਿੱਚੋ
இழுவிசை,ਡਰੈਗ ਫੋਰਸ
இரட்டை,ਦੋਹਰਾ
இரட்டை அடிப்படையில்,ਦੋਹਰਾ ਆਧਾਰ
இரட்டை உள் தயாரிப்பு,ਦੋਹਰਾ ਅੰਦਰੂਨੀ ਉਤਪਾਦ
இரட்டை நேரியல் நிரலாக்க சிக்கல்,ਦੋਹਰੀ ਲੀਨੀਅਰ ਪ੍ਰੋਗਰਾਮਿੰਗ ਸਮੱਸਿਆ
இரட்டை செயல்பாடு,ਦੋਹਰਾ ਕਾਰਵਾਈ
இரட்டை பிரச்சனை,ਦੋਹਰੀ ਸਮੱਸਿਆ
இரட்டை சிம்ப்ளக்ஸ் அல்காரிதம்,ਦੋਹਰਾ ਸਿੰਪਲੈਕਸ ਐਲਗੋਰਿਦਮ
இரட்டை எளிய நுட்பம்,ਦੋਹਰੀ ਸਿੰਪਲੈਕਸ ਤਕਨੀਕ
இரட்டை இடம்,ਦੋਹਰੀ ਸਪੇਸ
இரட்டை மாறி,ਦੋਹਰਾ ਵੇਰੀਏਬਲ
இரட்டை திசையன் இடம்,ਦੋਹਰੀ ਵੈਕਟਰ ਸਪੇਸ
போலி குறியீடு,ਡਮੀ ਸੂਚਕਾਂਕ
போலி சந்தா,ਡਮੀ ਸਬਸਕ੍ਰਿਪਟ
போலி பின்னொட்டு,ਡਮੀ ਪਿਛੇਤਰ
போலி மாறி,ਡਮੀ ਵੇਰੀਏਬਲ
நகல் செயல்முறை,ਡੁਪਲੀਕੇਟਰ ਪ੍ਰਕਿਰਿਆ
மாறும்,ਗਤੀਸ਼ੀਲ
இயக்க அமைப்பு,ਗਤੀਸ਼ੀਲ ਸਿਸਟਮ
மாறும் தேவை செயல்பாடு,ਗਤੀਸ਼ੀਲ ਮੰਗ ਫੰਕਸ਼ਨ
டைனமிக் மாதிரி,ਗਤੀਸ਼ੀਲ ਮਾਡਲ
மாறும் நிரலாக்க,ਗਤੀਸ਼ੀਲ ਪ੍ਰੋਗਰਾਮਿੰਗ
மாறும் நிரலாக்க அணுகுமுறை,ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ ਪਹੁੰਚ
டைனமிக் நிரலாக்க நுட்பம்,ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ ਤਕਨੀਕ
இயக்கவியல்,ਗਤੀਸ਼ੀਲਤਾ
ஒரு துகள் இயக்கவியல்,ਇੱਕ ਕਣ ਦੀ ਗਤੀਸ਼ੀਲਤਾ
திடமான உடல்களின் இயக்கவியல்,ਸਖ਼ਤ ਸਰੀਰ ਦੀ ਗਤੀਸ਼ੀਲਤਾ
பூமி,ਧਰਤੀ
பூகம்பத்தின் தீவிரம்,ਭੂਚਾਲ ਦੀ ਤੀਬਰਤਾ
விசித்திரத்தன்மை,ਸਨਕੀਤਾ
கிரகணம்,ਗ੍ਰਹਿਣ
பொருளாதார கணிப்பு,ਆਰਥਿਕ ਪੂਰਵ ਅਨੁਮਾਨ
பொருளாதார நிபுணர்,ਅਰਥ ਸ਼ਾਸਤਰੀ
பொருளாதார அளவியல்,ਅਰਥ ਗਣਿਤ
பொருளாதாரம்,ਅਰਥ ਸ਼ਾਸਤਰ
விளிம்பு,ਕਿਨਾਰਾ
ஒரு குவிந்த தொகுப்பின் விளிம்பு,ਇੱਕ ਕਨਵੈਕਸ ਸੈੱਟ ਦਾ ਕਿਨਾਰਾ
செயல்திறன் காரணி,ਕੁਸ਼ਲਤਾ ਕਾਰਕ
ஈஜென் உறுப்பு,eigen ਤੱਤ
ஈஜென் செயல்பாடு,eigen ਫੰਕਸ਼ਨ
ஈஜென் மதிப்பு,eigen ਮੁੱਲ
ஈஜென் மதிப்பு சமன்பாடு,eigen ਮੁੱਲ ਸਮੀਕਰਨ
ஈஜென் திசையன்,eigen ਵੈਕਟਰ
மீள்,ਲਚਕੀਲੇ
மீள் மாறிலி,ਲਚਕੀਲੇ ਸਥਿਰ
மீள் சமநிலை,ਲਚਕੀਲੇ ਸੰਤੁਲਨ
நெகிழ்ச்சி,ਲਚਕਤਾ
நெகிழ்ச்சி மேற்பரப்பு,ਲਚਕੀਲਾ ਸਤਹ
மின்னணு கணினி,ਇਲੈਕਟ੍ਰਾਨਿਕ ਕੰਪਿਊਟਰ
உறுப்பு,ਤੱਤ
அடிப்படை நிரல் செயல்பாடு,ਮੁੱਢਲੀ ਕਾਲਮ ਕਾਰਵਾਈ
ஆரம்ப நிகழ்வு,ਮੁੱਢਲੀ ਘਟਨਾ
அடிப்படை செயல்பாடு,ਮੁੱਢਲੀ ਫੰਕਸ਼ਨ
அடிப்படை செயல்பாடு,ਮੁੱਢਲੀ ਕਾਰਵਾਈ
அடிப்படை முடிவு,ਮੁੱਢਲਾ ਨਤੀਜਾ
அடிப்படை நிகழ்தகவு சட்டம்,ਮੁਢਲੀ ਸੰਭਾਵਨਾ ਕਾਨੂੰਨ
அடிப்படை வரிசை செயல்பாடு,ਮੁੱਢਲੀ ਕਤਾਰ ਕਾਰਵਾਈ
ஒழிக்க,ਨੂੰ ਖਤਮ
நீக்குதல் செயல்முறை,ਖ਼ਤਮ ਕਰਨ ਦੀ ਪ੍ਰਕਿਰਿਆ
நீள்வட்டம்,ਅੰਡਾਕਾਰ
நீள்வட்டம்,ਅੰਡਾਕਾਰ
நீள்வட்டம்,ਅੰਡਾਕਾਰ
நீள்வட்ட மேற்பரப்பு,ਅੰਡਾਕਾਰ ਸਤਹ
நீள்வட்ட உடல்,ਅੰਡਾਕਾਰ ਸਰੀਰ
உட்பொதித்தல்,ਏਮਬੈਡਿੰਗ
உமிழ்வு,ਨਿਕਾਸ
அனுபவ தரவு,ਅਨੁਭਵੀ ਡਾਟਾ
அனுபவ சூத்திரம்,ਅਨੁਭਵੀ ਫਾਰਮੂਲਾ
அனுபவ நிகழ்தகவு,ਅਨੁਭਵੀ ਸੰਭਾਵਨਾ
அனுபவ உறவு,ਅਨੁਭਵੀ ਸਬੰਧ
வெற்று தொகுப்பு,ਖਾਲੀ ਸੈੱਟ
மூடப்பட்டது,ਨੱਥੀ
குறியாக்கம்,ਇੰਕੋਡਿੰਗ
எண்டோமார்பிசம்,endomorphism
இறுதி புள்ளி,ਅੰਤ ਬਿੰਦੂ
வகுப்பு இடைவெளியின் இறுதிப் புள்ளி,ਕਲਾਸ ਅੰਤਰਾਲ ਦਾ ਅੰਤ ਬਿੰਦੂ
ஆற்றல்,ਊਰਜਾ
ஆற்றல் வேக கூறு,ਊਰਜਾ ਮੋਮੈਂਟਮ ਕੰਪੋਨੈਂਟ
மாறி நுழைகிறது,ਵੇਰੀਏਬਲ ਦਾਖਲ ਕਰਨਾ
எண்ணற்ற தொகுப்பு,ਅਣਗਿਣਤ ਸੈੱਟ
கணக்கீடு,ਗਣਨਾ
சமமான,ਬਰਾਬਰ
சமத்துவம்,ਸਮਾਨਤਾ
சமமாக வாய்ப்பு,ਬਰਾਬਰ ਸੰਭਾਵਨਾ
சம நிகழ்தகவு தேர்வு முறை (=epsem),ਬਰਾਬਰ ਸੰਭਾਵਨਾ ਚੋਣ ਵਿਧੀ (= epsem)
சமன்,ਬਰਾਬਰ
சமன்பாடு,ਸਮੀਕਰਨ
முதல் பட்டத்தின் சமன்பாடு,ਪਹਿਲੀ ਡਿਗਰੀ ਦੇ ਸਮੀਕਰਨ
இரண்டாம் பட்டத்தின் சமன்பாடு,ਦੂਜੀ ਡਿਗਰੀ ਦਾ ਸਮੀਕਰਨ
மூன்றாம் பட்டத்தின் சமன்பாடு,ਤੀਜੀ ਡਿਗਰੀ ਦੇ ਸਮੀਕਰਨ
பூமத்திய ரேகை,ਭੂਮੱਧ
சமமான,ਬਰਾਬਰ
சமபக்க,ਬਰਾਬਰ
சமநிலை,ਸੰਤੁਲਨ
சக்திகளின் சமநிலை,ਤਾਕਤਾਂ ਦਾ ਸੰਤੁਲਨ
சமநிலை புள்ளி,ਸੰਤੁਲਨ ਬਿੰਦੂ
சமத்துவம்,ਸਮਾਨਤਾ
சமநிலை வகுப்பு,ਸਮਾਨਤਾ ਵਰਗ
சமமான உறவு,ਸਮਾਨਤਾ ਸਬੰਧ
இணையான,ਬਰਾਬਰ
சமமான அணி,ਬਰਾਬਰ ਮੈਟ੍ਰਿਕਸ
சமமான தொகுப்பு,ਬਰਾਬਰ ਸੈੱਟ
எர்கோடிசிட்டி,ergodicity
பிழை,ਗਲਤੀ
பிழை பகுப்பாய்வு,ਗਲਤੀ ਵਿਸ਼ਲੇਸ਼ਣ
பிழை குறியீடு,ਗਲਤੀ ਕੋਡ
பிழை குணகம்,ਗਲਤੀ ਗੁਣਾਂਕ
சராசரி சதுரத்தின் பிழை,ਮੱਧ ਵਰਗ ਦੀ ਗਲਤੀ
முதல் வகை பிழை,ਪਹਿਲੀ ਕਿਸਮ ਦੀ ਗਲਤੀ
இரண்டாவது வகையான பிழை,ਦੂਜੀ ਕਿਸਮ ਦੀ ਗਲਤੀ
தப்பிக்கும் நிகழ்தகவு,ਬਚਣ ਦੀ ਸੰਭਾਵਨਾ
தப்பிக்கும் வேகம்,ਬਚਣ ਦੀ ਗਤੀ
E. ஷ்மிட்டின் ஆர்த்தோகனலைசேஷன் செயல்முறை,ਈ. ਸ਼ਮਿਟ ਦੀ ਆਰਥੋਗੋਨਲਾਈਜ਼ੇਸ਼ਨ ਪ੍ਰਕਿਰਿਆ
குறிப்பிடப்பட்ட வட்டம்,ਲਿਖਿਆ ਚੱਕਰ
அத்தியாவசியமான,ਜ਼ਰੂਰੀ
அடிப்படையில் தனித்துவமானது,ਅਸਲ ਵਿੱਚ ਵਿਲੱਖਣ
மதிப்பீடு,ਅੰਦਾਜ਼ਾ
மதிப்பீட்டு முறை,ਅੰਦਾਜ਼ਾ ਵਿਧੀ
யூக்ளிடியன் ஒருங்கிணைப்பு,ਯੂਕਲੀਡੀਅਨ ਕੋਆਰਡੀਨੇਟ
யூக்ளிடியன் களம்,ਯੂਕਲੀਡੀਅਨ ਡੋਮੇਨ
யூக்ளிடியன் வடிவியல்,ਯੂਕਲੀਡੀਅਨ ਜਿਓਮੈਟਰੀ
யூக்ளிடியன் n-வெளி,ਯੂਕਲੀਡੀਅਨ ਐਨ-ਸਪੇਸ
யூக்ளிடியன் விமானம்,ਯੂਕਲੀਡੀਅਨ ਜਹਾਜ਼
ஆய்லரின் தேற்றம்,ਯੂਲਰ ਦਾ ਸਿਧਾਂਤ
மதிப்பீடு,ਪੜਤਾਲ
கூட,ਵੀ
கூட வளைவு,ਵੀ ਕਰਵ
கூட செயல்பாடு,ਵੀ ਫੰਕਸ਼ਨ
கூட பல,ਇੱਥੋਂ ਤੱਕ ਕਿ ਕਈ
இரட்டைப்படை எண்,ਸਮ ਸੰਖਿਆ
ஒற்றைப்படை சமச்சீர்,ਵੀ ਅਜੀਬ ਸਮਰੂਪਤਾ
வரிசைமாற்றம் கூட,ਵੀ ਕ੍ਰਮ-ਕ੍ਰਮ
நிகழ்வு,ਘਟਨਾ
கூட கால,ਵੀ ਮਿਆਦ
சரியான,ਸਹੀ
சரியான சி-சதுர சோதனை,ਸਹੀ ਚੀ-ਵਰਗ ਟੈਸਟ
சரியான வேறுபாடு,ਸਹੀ ਅੰਤਰ
சரியான சமன்பாடு,ਸਹੀ ਸਮੀਕਰਨ
உதாரணமாக,ਉਦਾਹਰਨ
பரிமாற்றம்,ਵਟਾਂਦਰਾ
முழுமையான நிகழ்வு,ਸੰਪੂਰਨ ਘਟਨਾ
இருப்பு கோட்பாடு,ਮੌਜੂਦਗੀ axiom
இருப்பு நிகழ்தகவு (= ஒரு முதன்மை நிகழ்தகவு),ਮੌਜੂਦਗੀ ਦੀ ਸੰਭਾਵਨਾ (= ਇੱਕ ਤਰਜੀਹੀ ਸੰਭਾਵਨਾ)
இருப்பு தேற்றம்,ਮੌਜੂਦਗੀ ਦਾ ਸਿਧਾਂਤ
வெளிப்புற மாறி,exogenous ਵੇਰੀਏਬਲ
விரிவாக்கம்,ਵਿਸਥਾਰ
எதிர்பார்ப்பு செயல்பாடு,ਉਮੀਦ ਫੰਕਸ਼ਨ
எதிர்பார்க்கப்படும் அதிர்வெண்,ਉਮੀਦ ਕੀਤੀ ਬਾਰੰਬਾਰਤਾ
எதிர்பார்க்கப்படும் மதிப்பு,ਅਨੁਮਾਨਿਤ ਮੁੱਲ
பரிசோதனை,ਪ੍ਰਯੋਗ
சோதனை பிழை,ਪ੍ਰਯੋਗਾਤਮਕ ਗਲਤੀ
விளக்கம்,ਵਿਆਖਿਆ
வெளிப்படையான சமன்பாடு,ਸਪਸ਼ਟ ਸਮੀਕਰਨ
வெளிப்படையான வடிவம்,ਸਪੱਸ਼ਟ ਰੂਪ
வெளிப்படையான செயல்பாடு,ਸਪਸ਼ਟ ਫੰਕਸ਼ਨ
வெளிப்படையான தீர்வு,ਸਪੱਸ਼ਟ ਹੱਲ
அடுக்கு,ਘਾਤਕ
அதிவேக வளைவு,ਘਾਤਕ ਵਕਰ
அதிவேக அடர்த்தி செயல்பாடு,ਘਾਤਕ ਘਣਤਾ ਫੰਕਸ਼ਨ
அதிவேக விநியோகம்,ਘਾਤਕ ਵੰਡ
அதிவேக சமன்பாடு,ਘਾਤਕ ਸਮੀਕਰਨ
அதிவேக செயல்பாடு,ਘਾਤਕ ਫੰਕਸ਼ਨ
அதிவேகமான வளர்ச்சி,ਘਾਤਕ ਵਾਧਾ
அதிவேக சட்டம்,ਘਾਤਕ ਕਾਨੂੰਨ
அதிவேக வரைபடம்,ਘਾਤਕ ਨਕਸ਼ਾ
அதிவேக தொடர்,ਘਾਤਕ ਲੜੀ
வெளிப்பாடு,ਸਮੀਕਰਨ
நீட்டிக்கப்பட்ட இடைவெளி,ਵਿਸਤ੍ਰਿਤ ਅੰਤਰਾਲ
நீட்டிக்கப்பட்ட உண்மையான வரி,ਵਿਸਤ੍ਰਿਤ ਅਸਲ ਲਾਈਨ
நீட்டிக்கப்பட்ட உண்மையான எண் அமைப்பு,ਵਿਸਤ੍ਰਿਤ ਅਸਲ ਨੰਬਰ ਸਿਸਟਮ
மேப்பிங்கின் நீட்டிப்பு,ਇੱਕ ਮੈਪਿੰਗ ਦਾ ਵਿਸਥਾਰ
வெளிப்புற கோணம்,ਬਾਹਰੀ ਕੋਣ
வெளிப்புற பகுதி,ਬਾਹਰੀ ਖੇਤਰ
வெளிப்புற புள்ளி,ਬਾਹਰੀ ਬਿੰਦੂ
வெளிப்புற,ਬਾਹਰੀ
போக்கு மதிப்பின் விரிவாக்கம்,ਰੁਝਾਨ ਮੁੱਲ ਦਾ ਐਕਸਟਰਪੋਲੇਸ਼ਨ
எக்ஸ்ட்ராபோலேஷன் நுட்பம்,ਐਕਸਟਰਪੋਲੇਸ਼ਨ ਤਕਨੀਕ
தீவிர மதிப்பு,ਅਤਿ ਮੁੱਲ
தீவிர,ਅਤਿ
தீவிர புள்ளி,ਅਤਿ ਬਿੰਦੂ
குவிந்த தொகுப்பின் தீவிர புள்ளி,ਕਨਵੈਕਸ ਸੈੱਟ ਦਾ ਚਰਮ ਬਿੰਦੂ
ஒரு செயல்பாட்டின் உச்சம்,ਇੱਕ ਫੰਕਸ਼ਨ ਦੀ ਸੀਮਾ
தீவிர சொத்து,ਅਤਿ ਦੀ ਸੰਪਤੀ
முகம்,ਚਿਹਰਾ
முக மதிப்பு,ਅੰਕਿਤ ਮੁੱਲ
காரணி,ਕਾਰਕ
காரணி பகுப்பாய்வு,ਕਾਰਕ ਵਿਸ਼ਲੇਸ਼ਣ
காரணியாக்கப்பட்டது,ਕਾਰਕ
காரணியான,ਕਾਰਕ ਸੰਬੰਧੀ
காரணி வடிவமைப்பு,ਫੈਕਟੋਰੀਅਲ ਡਿਜ਼ਾਈਨ
காரணியாக்கம்,ਕਾਰਕੀਕਰਨ
காரணியாக்கு,ਫੈਕਟਰੀਜ਼
நியாயமான விளையாட்டு,ਨਿਰਪੱਖ ਖੇਡ
பொய்,ਗਲਤ
குடும்பம்,ਪਰਿਵਾਰ
வட்டங்களின் குடும்பம்,ਚੱਕਰ ਦੇ ਪਰਿਵਾਰ
குடும்ப வளைவுகள்,ਪਰਿਵਾਰ ਵਕਰ
செயல்பாடுகளின் குடும்பம்,ਫੰਕਸ਼ਨਾਂ ਦਾ ਪਰਿਵਾਰ
வரிகளின் குடும்பம்,ਲਾਈਨਾਂ ਦਾ ਪਰਿਵਾਰ
முகநூல்,ਨਕਲ
எஃப்-விநியோகம்,F-ਵੰਡ
சாத்தியமான அடிப்படை தீர்வு,ਸੰਭਵ ਬੁਨਿਆਦੀ ਹੱਲ
