Telugu,Bengali
జిన్నింగ్,জিনিং
గ్లూమ్,গ্লুম
గ్లూటినస్,আঠালো
గ్లైకోలిసిస్,গ্লাইকোলাইসিস
గ్నిస్,Gneiss
గోల్డెన్ రివల్యూషన్,সোনার বিপ্লব
గ్రేడింగ్,গ্রেডিং
అంటు వేసిన మొక్క,গ্রাফ্টেড উদ্ভিদ
అంటుకట్టుట-అపజయం,গ্রাফ্ট-ইনমপ্যাটেবল
గ్రన్నా,গ্রান্না
గ్రాన్యులేషన్,গ্রানুলেশন
ఆకుపచ్చ ఎరువు,সবুজ সার
హరిత విప్లవం,সবুজ বিপ্লব
పెరుగుదల మరియు అభివృద్ధి,বৃদ্ধি এবং উন্নয়ন
గుమ్మోసిస్,গুমোসিস
గైనోడియోసియస్,Gynodioecious
పిత్తాశయ గింజ,গল বাদাম
వెల్లుల్లి,রসুন
గెర్బెరా,জেরবেরা
గెర్కిన్,ঘেরকিন
అల్లం,আদা
గ్లాడియోలస్,গ্ল্যাডিওলাস
మేక కలుపు (అగెరాటమ్),ছাগলের আগাছা (আগেরেটাম)
ద్రాక్షపండు,আঙ্গুর
ద్రాక్ష,আঙ্গুর
ఆకుపచ్చ గ్రామ్,সবুজ ছোলা
గ్రెవియా,গ্রুইয়া
వేరుశనగ,চিনাবাদাম
గువా,পেয়ারা
గినియా గడ్డి,গিনি ঘাস
పిత్తాశయ మిడ్జ్,গ্যাল মিড
గడ్డి హాప్పర్,ঘাস হপার
గుండీ బగ్,গুন্ডি বাগ
అలవాటు,অভ্যাস
వడగళ్ళు,শিলাবৃষ্টি
హెయిరీ వెచ్,হেয়ারভেচ
హలోఫైట్,হ্যালোফাইট
హారో,হ্যারো
హార్వెస్ట్ ఇండెక్స్,ফসল সূচক
హార్వెస్ట్,ফসল
హార్వెస్టింగ్,ফসল কাটা
హాచ్,হ্যাচ
హే,খড়
హేలేజ్,হেইলজ
హేస్టాక్,হেইস্টক
పొగమంచు,ধোঁয়াশা
మబ్బుగా,আড়ম্বরপূর্ণ
తల (అగ్రో),মাথা (কৃষি)
తల (ఛానెల్ యొక్క),মাথা (চ্যানেলের)
వెనుకకు వెళుతుంది,পিছনে মাথা
హెడ్జ్,হেজ
హెడ్జింగ్,হেজিং
హెలిక్స్,হেলিক্স
హెమటైట్,হেমাটাইট
హెర్బ్,ভেষজ
హెర్బేరియం,হার্বেরিয়াম
హెర్బిసైడ్,হার্বিসাইড
వంశపారంపర్యత,বংশগততা
మతవిశ్వాశాల,হেরেটিবিলিটি
హెర్మాఫ్రోడైట్,হার্মাফ্রোডাইট
హెటెరోక్రోమటిక్,হিটারোক্রোমেটিক
హెటెరోఫెర్టిలైజేషన్,হেটেরোফেরটিলাইজেশন
హెటెరోసిస్,হিটারোসিস
హెటెరోసోమ్,হেটেরোসোম
హెటెరోట్రోఫ్,হিটারোট্রফ
హెక్సాప్లాయిడ్,হেক্সাপ্লয়েড
హైబర్నేట్,হাইবারনেট
అధిక సాంద్రతగల నాటడం,উচ্চ ঘনত্ব রোপণ
కొండ (బియ్యం),পাহাড় (চাল)
హిస్టోగ్రాం,হিস্টোগ্রাম
హిటెక్ హార్టికల్చర్,হিটেক হর্টিকালচার
అందులో నివశించే తేనెటీగలు,মুরগি
హూయింగ్,হোয়িং
పట్టుకొని,ধারণ
హోమ్ ఫామ్,হোম ফার্ম
హోమియోస్టాసిస్,হোমিওস্টেসিস
హోమ్‌స్టెడ్,হোমস্টেড
సజాతీయత,সমজাতীয়তা
సజాతీయ,সমজাতীয়
హోమోలోగస్,হোমোলজাস
హోమోజైగోట్,হোমোজাইগোট
హాప్పర్,হপার
హోరిజోన్,দিগন্ত
ఉద్యాన పంటలు,উদ্যানতাত্ত্বিক ফসল
హార్టికల్చర్,উদ্যানতত্ত্ব
హోర్టి-సిల్వి పాస్టోరల్ ఫార్మింగ్,হর্টি-সিলভি যাজকীয় কৃষিকাজ
హోస్ట్,হোস্ট
వేడి నీటి చికిత్స,গরম জল চিকিত্সা
హల్,হাল
తేమ,আর্দ্রতা
హ్యూమస్,হুমাস
హస్క్,হুস্ক
హస్కర్,হকার
హస్కింగ్,হুংস
హైబ్రిడ్,হাইব্রিড
హైబ్రిడైజేషన్,সংকরকরণ
ఆర్ద్రీకరణ,হাইড্রেশন
హైడ్రాలజీ,জলবিদ্যুৎ
జలవిశ్లేషణ,হাইড্রোলাইসিস
హైడ్రోమీటర్,হাইড্রোমিটার
హైడ్రోఫిలస్,হাইড্রোফিলাস
హైడ్రోపోనిక్స్,জলবিদ্যুৎ
హైడ్రోస్పియర్,হাইড্রোস্ফিয়ার
జలవిద్యుత్,হাইড্রোস্কোপিসিটি
హైపర్‌పారాసైట్,হাইপারপ্যারাসাইট
హైపర్‌ప్లాసియా,হাইপারপ্লাজিয়া
హైఫా,হাইফা
హైపోకోటైల్,হাইপোকোটাইল
పరికల్పన,হাইপোথিসিস
గర్భసంచి,হিস্টেরেসিস (জল)
హాజెల్ గింజ,হ্যাজেল বাদাম
జనపనార,শিং
హెన్‌బేన్,হেনবেন
హెన్నా,হেনা
మందార,হিবিস্কাস
హాప్,খোঁড়ান
ఉలవలు,ঘোড়া গ্রাম
గుర్రం-కంటి-బీన్,হর্স-আই-শিম
తేనెటీగ,মৌমাছি
హాప్పర్,হপার
హార్టికల్చర్,উদ্যানতত্ত্ববিদ
హైడ్రాలజిస్ట్,হাইড্রোলজিস্ট
సిటు అంటుకట్టుటలో,সিটু গ্রাফটিংয়ে
విట్రోలో,ভিট্রোতে
వివో లో,ভিভোতে
విచక్షణారహితం,নির্বিচারে
పురుగు,পোকামাকড়
పురుగుల తెగులు,কীটপতঙ্গ
పురుగు,পোকামাকড়
పురుగుమందు,কীটনাশক
పురుగుమందు,পোকামাকড়
ఇన్సోలేషన్,ইনসোলেশন
కరగని,অদৃশ্য
నాడులు,ইনস্টর (পোকামাকড়)
ఇన్సులేటర్,ইনসুলেটর
ఇంటిగ్రేటెడ్ డిసీజ్ మేనేజ్‌మెంట్,ইন্টিগ্রেটেড ডিজিজ ম্যানেজমেন্ট
ఇంటిగ్రేటెడ్ పోషక నిర్వహణ,সংহত পুষ্টি ব্যবস্থাপনা
ఇంటిగ్రేటెడ్ పెస్ట్ మేనేజ్‌మెంట్,সমন্বিত বালাই ব্যবস্থাপনা
తీవ్రత,তীব্রতা
ఇంటెన్సివ్,নিবিড়
ఇంటర్‌క్రాప్,ইন্টারক্রপ
(పరస్పర కల్చే,আন্তঃসংশ্লিষ্টতা (আন্তঃবিজ্ঞান)
వడ్డీ,স্বার্থ
ఇంటర్నోడ్,ইন্টারনোড
కణ విభజన,ইন্টারফেজ (সেল বিভাগ)
ఇంటర్‌పోలేషన్,ইন্টারপোলেশন
ఇంటర్-స్టెరైల్,আন্তঃমুখী
జాబితా,ইনভেন্টরি
విలోమం,বিপর্যয়
Insucre,জড়িত
అయాన్,আয়ন
వికిరణం,ইরেডিয়েশন
నీటిపారుదల,সেচ
ISO యుగ్మ వికల్పాలు,আইএসও অ্যালিলস
ISO ఉత్పత్తి వక్రత,আইএসও পণ্য বক্ররেখা
ఐసోబార్,আইসোবার
ఐసోగామి,আইসোগামি
ఐసోలేషన్ దూరం,বিচ্ছিন্নতা দূরত্ব
ఐసోప్లాయిడ్,আইসোপ্লয়েড
ఐసోక్వాంట్,আইসোক্যান্ট
ఐసోటోప్,আইসোটোপ
ఇండియన్ బిర్చ్,ভারতীয় বার্চ
ఇండియన్ బ్లూ పైన్,ইন্ডিয়ান ব্লু পাইন
భారతీయ చెర్రీ,ভারতীয় চেরি
భారతీయ జునిపెర్,ভারতীয় জুনিপার
భారతీయ కినో చెట్టు,ভারতীয় কিনো গাছ
భారతీయ లారల్ చెట్టు,ভারতীয় লরাল ট্রি
భారతీయ పిచ్చి,ভারতীয় ম্যাডার
ఇండియన్ మాడ్లర్,ভারতীয় ম্যাডলার
ఇండియన్ పోడో ఫైలం,ইন্ডিয়ান পোডো ফিলাম
ఇండిగో,নীল
ఇటాలియన్ మిల్లెట్,ইতালিয়ান বাজরা
ఐవరీ ట్రీ,আইভরি গাছ
ఐవీ పొట్లకాయ/చిన్న పొట్లకాయ,আইভী লাউ/লিটল লাউ
బెల్లం,গুড়
జపోనికా రైస్,জাপোনিকা রাইস
జాసిద్,জ্যাসিড
జవానికా రైస్,জাভানিকা রাইস
జెల్లింగ్,জেলিং
H ుమ్ సాగు,ঝুম চাষ
జంపింగ్ జన్యువు,জাম্পিং জিন
జంక్ DNA,জাঙ্ক ডিএনএ
బాల్య దశ,কিশোর পর্ব
జాకరంద,জ্যাকারান্ডা
జాక్‌ఫ్రూట్,জ্যাকফ্রুট
జామున్,জামুন
జాస్మిన్,জুঁই
జట్టి ఖట్టి,জাট্টি খট্টি
జాట్రోఫా,জ্যাটট্রোফা
జనపనార,পাট
జాసిడ్స్,জ্যাসিডস
కయోలిన్,কওলিন
KAOLINITE,কওলিনাইট
KAOLINITE,কওলিনাইট
కారింగైమా,ক্যারিঞ্চাইমা
కారియోడెస్మా,ক্যারিওডেসমা
కార్యోగామి,ক্যারিওগামি
కర్ణభ్యాసనము,ক্যারিওগ্রাম (আইডিওগ্রাম)
కారియోకినిసిస్,ক্যারিওকাইনেসিস
కార్యాలజీ,ক্যারোলজি
కారియోలిసిస్,ক্যারিওলাইসিস
కారియన్,ক্যারিওন
కార్యోటైప్,ক্যারিওটাইপ
అల్గ,কেল্প (শেত্তলা)
కెల్విన్ సైకిల్,কেলভিন চক্র
కెరాటిన్,কেরাটিন
కెర్నల్,কার্নেল
ఖైరా వ్యాధి,খাইরা রোগ
ఖరీఫ్,খরিফ
తమాషా,দুষ্টুমি
కైనెటోచోర్,কিনেটোচোর
వంటగది తోట,বাগানের
క్లీన్ఫిల్టర్ సిండ్రోమ్,ক্লেইনফিল্টার সিনড্রোম
Klenow భాగం,ক্লেনো খণ্ড
ముడి,গিঁটিং
కోచ్ యొక్క పోస్టులేట్,কোচের পোস্টুলেট
కొరిమి,কোপ্পেনের শ্রেণিবিন্যাস (জলবায়ু)
క్రెబ్స్ చక్రం,ক্রেবস চক্র
కుర్టోసిస్,কুর্তোসিস
KVK,কেভিকে (কৃষ্ণ ভিগায়ান কেন্দ্র)
కడమ్,কাদম
కాలే,কালে
కాన్స్ గడ్డి,ক্যানস ঘাস
కరోండా,করোন্ডা
"కిడ్నీ బీన్, రాజ్మా","কিডনি বিন, রাজমাহ"
కివిఫ్రియుట్,কিউইফ্রিউট
నోల్ ఖోల్,নোল খোল
కోడాంపులి,কোডাম্পুলি
కోడో మిల్లెట్,কোডো মিললেট
కోకామ్ బటర్ ట్రీ (మాంగోస్టీన్),কোকাম মাখন গাছ (ম্যাঙ্গোস্টিন)
ఖాప్రా బీటిల్,খাপ্রো বিটল
L.D.50 (ప్రాణాంతక మోతాదు 50),এল.ডি .50 (মারাত্মক ডোজ 50)
ల్యాబ్ టు ల్యాండ్,অবতরণ করতে ল্যাব
లేబుల్,লেবেল
శ్రమ,শ্রম
లాక్ ఒపెరాన్ మోడల్,ল্যাক অপেরন মডেল
చనుబాలివ్వడం,স্তন্যদান
క్షీరసమూరం,ল্যাকটোজেনিক হরমোন (প্রোল্যাকটিন)
లాక్టోస్,ল্যাকটোজ
లాగింగ్ స్ట్రాండ్,পিছিয়ে থাকা স্ট্র্যান্ড
లాంబ్డా క్లోనింగ్ వెక్టర్,ল্যাম্বদা ক্লোনিং ভেক্টর
లామినార్ గాలి ప్రవాహం,ফলকিত বায়ু প্রবাহ
దీపం బ్రష్ క్రోమోజోమ్,ল্যাম্প ব্রাশ ক্রোমোজোম
భూమి,জমি
భూమి సామర్థ్య వర్గీకరణ,ভূমি সক্ষমতা শ্রেণিবিন্যাস
భూమి సామర్థ్య పటం,ভূমি সক্ষমতা মানচিত্র
భూమి క్షీణత,ভূমি অবক্ষয়
భూమి సమాన నిష్పత్తి,ভূমি সমতুল্য অনুপাত
ల్యాండ్ లెవలింగ్,জমি সমতলকরণ
భూమి పునరుద్ధరణ,জমি উদ্ধার
ల్యాండ్ స్కేపింగ్,ল্যান্ডস্কেপিং
భూమి అనుకూలత,জমির উপযুক্ততা
భూ వినియోగ విధానం,ভূমি ব্যবহারের প্যাটার্ন
లాంగర్‌హాన్స్ కణాలు,ল্যাঙ্গারহান্স সেল
లోపం రేటు,ভ্রষ্টতা হার
లార్వా,লার্ভা
జాప్యం,বিলম্ব
గుప్త,সুপ্ত
గుప్త సంక్రమణ,সুপ্ত সংক্রমণ
పార్శ్వ,পার্শ্বীয়
లాటరైట్ నేలలు,লেটারাইট মাটি
రబ్బరు పాలు,ল্যাটেক্স
లాథరిజం,ল্যাথাইরিজম
లాటిన్ స్క్వేర్ డిజైన్ (ఎల్‌ఎస్‌డి),ল্যাটিন স্কয়ার ডিজাইন (এলএসডি)
లాటిస్,জাল
కంపన ప్రయోజనం యొక్క చట్టం,সমন্বিত সুবিধার আইন
స్థిరమైన రాబడి యొక్క చట్టం,ধ্রুবক রিটার্ন আইন
రాబడిని తగ్గించే చట్టం,হ্রাসের আইন
పెరుగుతున్న చట్టం,ক্রমবর্ধমান retuns আইন
కారకాలు పరిమితం చేసే చట్టం,সীমাবদ্ধ কারণগুলির আইন
కనీస చట్టం,সর্বনিম্ন আইন
ప్రత్యామ్నాయ చట్టం,প্রতিস্থাপন আইন
వేరియబుల్ నిష్పత్తుల చట్టం,পরিবর্তনশীল অনুপাত
పొర,স্তর
లేఅవుట్,বিন্যাস
లీచేట్,লিচেট
లీచింగ్ సామర్థ్యం,ফাঁস দক্ষতা
లీచింగ్ అవసరం,ফাঁস প্রয়োজনীয়তা
ప్రముఖ స్ట్రాండ్,শীর্ষস্থানীয় স্ট্র্যান্ড
ఆకు ప్రాంతం వ్యవధి,পাতার ক্ষেত্রের সময়কাল
ఆకు ప్రాంత సూచిక,গাছের পাতা সূচক এলাকা
ఆకు ప్రాంత నిష్పత్తి,পাতার অঞ্চল অনুপাত
ఆకు మైనర్,পাতা খনিজ
ఆకు పరీక్ష,পাতা পরীক্ষা
ఆకు,পাতা
కరపత్రం,লিফলেট
లీజు,ইজারা
చిక్కుళ్ళు,শিম
లీసా - (తక్కువ శక్తి ఇన్పుట్ స్థిరమైన వ్యవసాయం),লিসা - (কম শক্তি ইনপুট টেকসই কৃষি)
లెంటిసెల్,লেন্টিসেল
లెంటో క్యాపిల్లరీ పాయింట్,লেন্টো কৈশিক পয়েন্ট
లెప్టోనెమా,লেপটোনেমা
లెప్టోస్పిరోసిస్,লেপটোস্পিরোসিস
లెరో-మార్ఫిక్,লিরো-মরফিক
గాయం,ক্ষত
ప్రాణాంతక మ్యుటేషన్,মারাত্মক রূপান্তর
ల్యూకోప్లాస్ట్,লিউকোপ্লাস্ট
స్థాయి టెర్రేస్,স্তর টেরেস
లెవెలర్,লেভেলার (লেভেলার)
స్థాయి స్థాయికిట,সমতলকরণ (জমির)
లే వ్యవసాయం,লে ফার্মিং
లైబిగ్ యొక్క కనీస చట్టం,ন্যূনতম লাইবিগের আইন
లిగేషన్,লিগেশন
తేలికపాటి పరిహారం పాయింట్,হালকা ক্ষতিপূরণ পয়েন্ট
కాంతి సంతృప్త తీవ్రత,হালকা স্যাচুরেশন তীব্রতা
కాంతి ప్రసార నిష్పత్తి,হালকা সংক্রমণ অনুপাত
లైట్ ట్రాప్,হালকা ফাঁদ
పరిమితి,লিমিং
పరిమితి,সীমাবদ্ধতা
పరిమితం చేసే కారకం,সীমাবদ্ধ ফ্যাক্টর
లిమోనైట్,লিমোনাইট
లైన్,লাইন
సరళ ప్రతిస్పందన,লিনিয়ার প্রতিক্রিয়া
అనుసంధానం,লিঙ্কেজ
అనుసంధాన సమూహం,লিঙ্কেজ গ্রুপ
లింకర్,লিঙ্কার
లింట్ ఇండెక్స్,লিন্ট সূচক
Linters,লিন্টার
లిపిడ్,লিপিড
లిపోలిసిస్,লাইপোলাইসিস
లిక్విడేషన్,তরলকরণ
లిస్టర్,লিস্টার
లిస్టర్,লিস্টার
జాబితా,তালিকা
లిథోస్పియర్,লিথোস্ফিয়ার
లిట్టర్,লিটার
లైవ్ మల్చెస్,লাইভ মালচেস
లివర్‌వోర్ట్,লিভারওয়ার্ট
పశువులు,পশুসম্পত্তি
స్థానిక నియంత్రణ,স্থানীয় নিয়ন্ত্রণ
లోకస్,লোকস
మిడుత,পঙ্গপাল
బస (పంట బస),লজিং (ফসল লজিং)
లోడిక్యూల్,লডিকুল
Wheess,লোস
లోగార్తిమిక్ పరివర్తన,লোগারথিমিক রূপান্তর
లాంగ్ - డే మొక్క,দীর্ঘ - দিনের উদ্ভিদ
లాంగ్ వేవ్ రేడియేషన్,দীর্ঘ তরঙ্গ বিকিরণ
లూప్,লুপ
లాపింగ్,লোপিং
కలప,কাঠ
లక్స్,লাক্স
లగ్జరీ వినియోగం (పోషకం),বিলাসবহুল খরচ (পুষ্টি)
లగ్జరీ జన్యువులు,বিলাসবহুল জিন
లైకోపీన్,লাইকোপেন
శోషరస,লিম্ফ
లైసిమీటర్,লাইসিমিটার
సెల్ యొక్క లైసిస్,কোষের লিসিস
లైసోజెని,লাইসোজিনি
లైసోజోమ్,লাইসোসোম
లైసోజైమ్,লাইসোজাইম
లాక్ ట్రీ,লক্ষ গাছ
లక్ష,লক্ষ
"లేడీ ఫింగర్, ఓక్రా","লেডির আঙুল, ওকরা"
భూమి కాల్‌ట్రోప్‌లు,ল্যান্ড ক্যালট্রপস
లాంటానా,ল্যান্টানা
లాథైరస్,ল্যাথিরাস
లీక్,পেঁয়াজ
నిమ్మ గడ్డి,লেবু ঘাস
నిమ్మకాయ,লেবু
కాయధాన్యం,মসুর ডাল
లెక్వోరిస్,লকুরিস
పాలకూర,লেটুস
లిల్లీ,লিলি
సున్నం,চুন
లిన్సీడ్,তিসি
లిట్చి,লিচি
సామలు,ছোট বাজরা
పొడవైన పుచ్చకాయ,দীর্ঘ তরমুজ
పొడవైన మిరియాలు,দীর্ঘ মরিচ
లోక్వాట్,লোকাট
లోటస్,পদ্ম
లార్సెర్న్,Lurcerne
లాక్ క్రిమి,লক্ষ পোকামাকড়
లేడీ బర్డ్ బీటిల్,লেডি বার্ড বিটল
ఆకు మైనర్,পাতা খনিজ
ఆకు రోలర్,পাতা রোলার
ఆకు వెబ్బర్,পাতার ওয়েবার
మిడుత,পঙ্গপাল
స్థూల పరిణామం,ম্যাক্রো বিবর্তন
మాక్రోక్లైమేట్,ম্যাক্রোক্লিমেট
స్థూల కణాలు,ম্যাক্রোমোলিকুল
స్థూల,ম্যাক্রোমুটেশন
మాక్రోన్యూట్రియంట్,ম্যাক্রোনিউট্রিয়েন্ট
మాక్రోపోర్స్,ম্যাক্রোপোরস
మాగ్గోట్,ম্যাগগট
మాగ్మా,ম্যাগমা
మెగ్నీషియా,ম্যাগনেসিয়া
మెగ్నీషియం,ম্যাগনেসিয়াম
మాగ్నెటిక్ స్టిరర్,চৌম্বক আন্দোলক
పరిమాణం,মাত্রা
మహువా కేక్,মহুয়া কেক
మెయింటెనర్ లైన్,রক্ষণাবেক্ষণ লাইন
నిర్వహణ,রক্ষণাবেক্ষণ
మొక్కజొన్న షెల్లర్,ভুট্টা শেলার
మగ శుభ్రత,পুরুষ জীবাণুমুক্ত
వైకల్యం,ত্রুটি
ప్రాణాంతకత,ম্যালিগেন্সি
పోషకాహార లోపం,অপুষ্টি
దుర్వినియోగం,অসৎ আচরণ
మాల్టింగ్,ম্যাল্টিং
మాంగర్,ম্যানেজার
మడ అడవులు,ম্যানগ্রোভ
మనోమీటర్,ম্যানোমিটার
మనోమీటర్,ম্যানোমিটার
మాంటిస్సా (లోగారిథం యొక్క),মন্টিসা (লোগারিদমের)
ఎరువు,সার
ఎరువు,সার
ఉపాంత,প্রান্তিক
ఉపాంత వ్యయం,প্রান্তিক ব্যয়
ఉపాంత భూమి,প্রান্তিক জমি
ఉపాంత ఉత్పత్తి,প্রান্তিক পণ্য
ఉపాంత రాబడి,প্রান্তিক রিটার্ন
మెరైన్,সামুদ্রিক
గుర్తు,চিহ্নিতকারী (জেনেটিক)
సంత,বাজার
విక్రయించదగినది,বিপণনযোগ্য
విక్రయించదగిన మిగులు,বিপণনযোগ্য উদ্বৃত্ত
మార్కెట్ మిగులు,বিপণন উদ্বৃত্ত
మార్కెటింగ్,বিপণন
మార్ష్,মার্শ
ద్రవ్యరాశి ప్రవాహం,ভর প্রবাহ
సామూహిక ఎంపిక,গণ নির্বাচন
మాస్-స్పెక్ట్రోమీటర్,ভর স্পেকট্রমিটার
మాస్ట్,মাস্ট
తల్లి వారసత్వం,মাতৃ উত্তরাধিকার
సంభోగం,সঙ্গম
మెట్రిక్ సంభావ్యత,ম্যাট্রিক সম্ভাবনা
పరిపక్వత,পরিপক্কতা
పరిపక్వత (పంట),পরিপক্কতা (ফসল)
గరిష్టంగా అందుబాటులో ఉన్న నీరు,সর্বাধিক উপলব্ধ জল
గరిష్ట పంట,সর্বাধিক ফসল
గరిష్ట అవశేష పరిమితి,সর্বাধিক অবশিষ্টাংশ সীমা
గరిష్ట స్థిరమైన దిగుబడి,সর্বাধিক টেকসই ফলন
గరిష్ట థర్మామీటర్,সর্বাধিক থার্মোমিটার
గరిష్ట నీటి హోల్డింగ్ సామర్థ్యం,সর্বাধিক জল ধারণ ক্ষমতা
మేడో ఆర్చర్డింగ్,Medow orpharding
మీలీ,Meyly
సగటు విచలనం,বিচ্যুতি
సగటు జీవితం (అణు),গড় জীবন (পারমাণবিক)
సముద్ర మట్టం సగటు,সমুদ্র স্তর গড়
చదరపు అర్థం,বর্গ মানে
కొలత,পরিমাপ করা
కొలత,মাপা
యాంత్రిక,যান্ত্রিক
యాంత్రిక విశ్లేషణ,যান্ত্রিক বিশ্লেষণ (মাটি)
యాంత్రిక ఇంపెడెన్స్,যান্ত্রিক প্রতিবন্ধকতা
యాంత్రిక వ్యవసాయం,যান্ত্রিক কৃষক
మధ్యస్థ,মধ্যমা
Plant షధ మొక్క,Medic ষধি উদ্ভিদ
మధ్యధరా వాతావరణం,ভূমধ্যসাগরীয় জলবায়ু
మెగాగామెటోజెనిసిస్,মেগাগামেটোজেনেসিস
మెగాస్పోరంగియా,মেগাস্পোরঙ্গিয়া
మహశితుడు,মেগস্পোর (ম্যাক্রোস্পোর)
మెగాస్పోరోజెనిసిస్,মেগাস্পোরোজেনেসিস
మియోసిస్,মায়োসিস
మెలో నేల,মৃদু মাটি
DNA యొక్క ద్రవీభవన,ডিএনএর গলে
మెంబ్రేన్ ఫిల్టర్,ঝিল্লি ফিল্টার
మెండెలియన్ వారసత్వం,মেন্ডেলিয়ান উত্তরাধিকার
మెండెలిజం,মেন্ডেলিজম
మెండెల్ యొక్క వారసత్వ చట్టం,মেন্ডেলের উত্তরাধিকার আইন
సరుకుల,পণ্যদ্রব্য
మెర్క్యురీ,বুধ
మెరిస్టెమ్,মেরিস্টেম
మెసోక్లిమేట్,মেসোক্লিমেট
మీసోడెర్మ్,মেসোডার্ম
మెసోఫిల్,মেসোফিল
మెసోఫైట్,মেসোফাইট
మీసో-పోర్స్,মেসো-ছিদ্র
మెసోస్పియర్,মেসোস্ফিয়ার
దూత,ম্যাসেঞ্জার আরএনএ (এম-আরএনএ)
జీవక్రియ,বিপাক
జీవక్రియలు,বিপাক
మెటల్ డ్యామ్,ধাতব বাঁধ
మెటామార్ఫిక్ రాళ్ళు,রূপান্তরিত শিলা
మెటామార్ఫోసిస్,রূপান্তর
మెటాఫేస్,মেটাফেজ
మెటాస్ట్రస్,মেটাস্ট্রাস
మెటాక్సేనియా,মেটাক্সেনিয়া
వాతావరణ శాస్త్రం,আবহাওয়া
మెథెమోగ్లోబినేమియా,Methaemoglobineamia
పద్ధతి ప్రదర్శన,পদ্ধতি প্রদর্শন
మైకా,মিকা
మైక్రో బేసిన్,মাইক্রো বেসিন
మైక్రో జంతుజాలం,মাইক্রো ফাউনা
సూక్ష్మజీవి,মাইক্রোব
సూక్ష్మజీవుల బయోమాస్ కార్బన్,মাইক্রোবিয়াল বায়োমাস কার্বন
సూక్ష్మజీవుల క్షీణత,মাইক্রোবিয়াল অবক্ষয়
సూక్ష్మజీవుల పురుగుమందు,মাইক্রোবায়াল কীটনাশক
మైక్రోబయాలజీ,মাইক্রোবায়োলজি
సూక్ష్మజీవి,মাইক্রোবায়োটিক
మైక్రోక్లైమేట్,মাইক্রোক্লিমেট
సూక్ష్మ పర్యావరణం,মাইক্রোএনভায়রনমেন্ট
మైక్రోఫ్లోరా,মাইক্রোফ্লোরা
మైక్రోగామెటోజెనిసిస్,মাইক্রোগামেটোজেনেসিস
మైక్రోర్రిగేషన్,মাইক্রোইরিগেশন
మైక్రోమెటొరాలజీ,মাইক্রোমিটোরোলজি
మైక్రోన్యూట్రియంట్,মাইক্রোনিউট্রিয়েন্ট
మైక్రోప్లాట్,মাইক্রোপ্লট
మైక్రోపోర్,মাইক্রোপোর
మైక్రోపైల్,মাইক্রোপাইল
మైక్రోస్కోపీ,মাইক্রোস্কোপি
మైక్రోస్పోరింగియం,মাইক্রোস্পোরাঙ্গিয়াম
మైక్రోస్పోర్ సంస్కృతి,মাইক্রোস্পোর সংস্কৃতি
మైక్రోస్పోర్ మదర్ సెల్,মাইক্রোস্পোর মাদার সেল
మైక్రోస్పోర్,মাইক্রোস্পোর
మైక్రోటోమ్,মাইক্রোটোম
మైక్రోటోపోగ్రఫీ,মাইক্রোটোপোগ্রাফি
మిడ్-సీజన్ దిద్దుబాటు,মিড-সিজন সংশোধন
వలస,স্থানান্তর
పాలు ధాన్యం దశ,দুধের শস্য মঞ্চ
మిల్లెపెడ్,মিলেপেড
మిల్లట్లు,মিল্টস
మిల్లింగ్ రికవరీ,মিলিং পুনরুদ্ধার
మిల్లింగ్,মিলিং
ఖనిజ పోషణ,খনিজ পুষ্টি
ఖనిజ నేల,খনিজ মাটি
ఖనిజీకరణ,খনিজকরণ
ఖనిజాలు,খনিজ
కనిష్ట థర్మామీటర్,সর্বনিম্ন থার্মোমিটার
కనీస పండించడం,ন্যূনতম জমায়েত
చిన్న పంటలు,গৌণ ফসল
మియోటిక్ ఇండెక్స్,মিওটিক সূচক
మిస్సెన్స్ మ్యుటేషన్,মিসেন্স মিউটেশন
పొగమంచు నీటిపారుదల,কুয়াশা সেচ
పొగమంచు,কুয়াশা
మైటోకాండ్రియా,মাইটোকন্ড্রিয়া
మైటోసిస్,মাইটোসিস
మిత్చెర్లిచ్ యొక్క చట్టం,মিতসেরলিচের আইন
మిశ్రమ పంట,মিশ্র ফসল
మిశ్రమ వ్యవసాయం,মিশ্র কৃষিকাজ
మిశ్రమ ఎరువులు,মিশ্র সার
మిశ్రమ మేత,মিশ্র চারণ
మిశ్రమ స్వార్డ్,মিশ্রিত sward
మోడల్,মডেল
మోడలింగ్,মডেলিং
సవరించిన వాతావరణ ప్యాకేజింగ్,পরিবর্তিত বায়ুমণ্ডল প্যাকেজিং
తేమ లభ్యత సూచిక,আর্দ্রতা উপলভ্যতা সূচক
తేమ లోటు సూచిక,আর্দ্রতা ঘাটতি সূচক
తేమ సమానమైనది,আর্দ্রতা সমতুল্য
తేమ పాలన,আর্দ্রতা ব্যবস্থা
తేమ విడుదల కర్వ్,আর্দ্রতা রিলিজ বক্ররেখা
తేమ నిలుపుదల,আর্দ্রতা ধরে রাখা
తేమ ఒత్తిడి,আর্দ্রতা চাপ
తేమ ఉద్రిక్తత,আর্দ্রতা উত্তেজনা
తేమ,আর্দ্রতা
మోలార్ ద్రావణం,মোলার সলিউশন
మొలాసిస్,গুড়
మోల్ డ్రైనేజ్,তিল নিকাশী
అణు జీవశాస్త్రం,আণবিক জীববিজ্ঞান
పరమాణు పెంపకం,আণবিক প্রজনন
