English,Gujarati
crystal,સ્ફટિક
Crystalline,"સ્ફટિકીય, તંતુમય"
crystallisation (=crystallization),"સ્ફટિકીકરણ, સ્ફટિકીકરણ, સ્ફટિકીકરણ"
crystallographer,સ્ફટિક વૈજ્ઞાનિક
Crystallographic,સ્ફટિક-માળખાકીય
Crystallographical,સ્ફટિક માળખું
crystallography,"ક્રિસ્ટલોગ્રાફી, સ્ફટિક વિજ્ઞાન"
crystal translation operation (=lattice translation operation),જાળી ટ્રાન્સફર કામગીરી
crystal whiskers,સ્ફટિક સ્મજ
Cube,ક્યુબ ક્યુબ
Cubic,"ઘન, ઘન, ઘન, ત્રિકોણ, ઘન, ત્રિકોણ"
Cubical Cleavage,ક્યુબિક ક્લીવેજ
Cubicle,ભ્રમણકક્ષા
Cumulative,સંચિત
Curie constant,ક્યુરી સતત
Curie effect,ક્યુરી ઇફેક્ટ
Curic-point,"ક્યુરી પોઈન્ટ, ક્યુરી ટેમ્પરેચર, ક્યુરી ડિમેગ્નેટાઈઝેશન પોઈન્ટ"
curie (unit),ક્યુરી
current,પ્રવાહ
current element,પ્રવાહની લઘુમતી
Curtailment,વિતરણ
Curvature,વક્રતા
Curve,વળાંક વળાંક રેખા
Curved,વક્ર
curved beam,વળાંક બાર
curved surface,વક્ર પૃષ્ઠ
curve of growth,વૃદ્ધિ વળાંક
Curvilinear,વક્ર
cut-off,"છિદ્રક, કટીંગ"
cut off field,અંત ઝોન
cut off frequency,અંતિમ આવર્તન
cut off point,અંતિમ બિંદુ
cut off velocity,ટર્મિનલ બિંદુ વેગ
cut off voltage,ટર્મિનલ વોલ્ટેજ
Cutter,"કલાકાર, કલાકાર"
Cybernetics,સાયબરનેટિક્સ
Cycle,"ચક્ર, ચક્ર, ચક્ર"
cycle per second,ચક્ર પ્રતિ સેકન્ડ
cyclic,"ચક્રીય, ચક્રીય"
Cycling,સ્પિન
cycloidal pendulum,ચક્રીય લોલક
Cyclotron,સાયક્લોટ્રોન
cyclotron frequency,સાયક્લોટ્રોન આવર્તન
cylinder,"સિલિન્ડર, સિલિન્ડર"
Cylindrical,"નળાકાર, સિલિન્ડર આકાર, સિલિન્ડર, સિલિન્ડર"
cylindrical harmonics,સિલિન્ડર હાર્મોનિક
damped,ભીનું
damped harmonic oscillation,ભીના સરળ હાર્મોનિક ઓસિલેશન
Damping,ડેમ્પર
Daniell cell,ડેનિયલ સેલ
dark,અંધારું
data processing,"દાન કરેલ સંસાધનો, ગૌણ સંસાધનો, ટ્રસ્ટ સંસાધનો"
Daughter,"વિઘટન ઉત્પાદક, દૂધ ઉત્પન્ન કરનાર, પિતૃ, સંતાન"
Davission Germer experiment,ડેવિસન ગરમ પ્રયોગ
d .c. (=zero frequency component),D.C. (નિર્દેશક)
dead space,નિષ્ક્રિય ભાગ
dead spot,શાંત સ્થળ
de Broglie wave length,ડી બ્રાગ્લી તરંગલંબાઇ
Debye charactristic temperature,Debye લાક્ષણિકતા તાપમાન
Debye length,"ડેબાય લંબાઈ, ડેબાય અંતર"
Debye relaxation time,દેવું-વિરામ
decay,સડો
decay constant,સડો સૂચકાંક
decelerating,પાતળું
deceleration,મંદી
deceleration time,વિરામ સમય
Decibel,ડેસિબલ
decibelmeter,ડેસિબેલોમીટર
Decimal,"દશાંશ, દશાંશ"
declassify,વર્ગીકરણ
declination,"ઉથલપાથલ, ક્રાંતિ, ઉપક્રમ, પતન"
declination circle,આઇસોમેટ્રિક વર્તુળ
Decoder,ડીકોડર
decomposition,"વિઘટન, વિસર્જન"
Decompression,વિસંકોચન
decontamination,વિશુદ્ધીકરણ
Decoration,સુશોભન
Decoupling,જોડાણ
decreasing function,ઘટતું કાર્ય
Decrement,હવામાન
Deemphasis,ઉલ્લંઘન
deep level,સબફ્લોર
dcep space,ઊંડી જગ્યા
De-excitation,વ્યુત્પત્તિ
Defect,"ખામી, ભૂલ, નુકસાન, ઉણપ"
Defective,ખોટું
Defensive,રોગપ્રતિકારક શક્તિ
defining aperture,મર્યાદાનો દરવાજો
definition,"વ્યાખ્યા, સ્પષ્ટતા"
Deflect,વિચલિત કરવું
Deflecting,ડિફ્લેક્ટર
Deflection,"વિચલન, વિચલન"
deflection defocussing,વિચલિત ધ્યાન
deflection-doubling mirror,ડિફ્લેક્શન-ડબલ મિરર
deflection field,ડિફ્લેક્શન ઝોન
deflection of gravity,ગુરુત્વાકર્ષણ પ્રભાવિત વિચલન
deflection plates,સંક્ષિપ્ત પ્લેટો
Defocussing,ફોકસ
deformability,વિકૃતિ
Deformation,"વિકૃતિ, વિકૃતિ"
degasification,વિગાસન
Degeneracy,"વ્યભિચાર, બદનામી"
Degenerate,"અપવિત્ર થવું (વર.), અધોગતિ (n.), અધોગતિ (v.)"
degenerate gas,કચરો ગેસ
degeneration,"વિચલન, અફસીયા, વંચિતતા, વંચિતતા"
degenerative,સંતોષકારક
Degree,"ડિગ્રી, ડિગ્રી, તીવ્રતા, ડિગ્રી, ડિગ્રી, જથ્થો, અંશ"
degree of concentration,એકાગ્રતા-વોલ્યુમ
degree of dissociation,વિયોજન જથ્થો
degree of freedom,સ્વતંત્રતાની ડિગ્રી. સ્વતંત્રતાની ડિગ્રી
degree of ionisation,આયનીકરણની માત્રા
degree of polarisation,ધ્રુવીકરણની તીવ્રતા
degree of precision,ચોકસાઇ જથ્થો
dehumidification,ડિહ્યુમિડિફિકેશન
deionisation,ડીયોનાઇઝેશન
Delay,વિલંબ
Delayed,વિલંબિત
Delocalisation,સ્થાનિકીકરણ
delta function,ડેલ્ટા કાર્ય
Demagnetisation,ડિમેગ્નેટાઇઝેશન
Demagnetise,ડિમેગ્નેટાઇઝ્ડ વળાંક
Demagnetiser,ડિમેગ્નેટાઇઝર
demodulation,ડિમોડ્યુલેશન
dense packing,ગાઢ ભીડ
Densitometer,ઘનતા માપક
Density,"ઘનતા, ઘનતા"
depletion layer,અવમૂલ્યન સ્તર
depletion zone,અવક્ષય ઝોન
depolarisation,વિધ્રુવીકરણ
depolarised,વિધ્રુવીકરણ
depolariser,ડિપોલરાઇઝર
depth of field,"ક્ષેત્રની ઊંડાઈ, ક્ષેત્રની તીવ્રતા"
derivative polarogram,"વ્યુત્પન્ન પોલેરોગ્રામ, વ્યુત્પન્ન પોલેરોગ્રામ"
derived,તારવેલી
Descending,"ઉતરતા, ઉતરતા"
descent,"વંશ, વંશ"
describe,"વર્ણન કરો, બનાવો, દોરો"
Descriptor,છેદ
Design,"ડિઝાઇન કરવી, ડિઝાઇન કરવી (n.) ડિઝાઇન કરવી, ડિઝાઇન કરવી (n.)"
Destruction,વિનાશ
destructive interference,વિનાશક હસ્તક્ષેપ
Destructive,"વિનાશક, વિનાશક"
Detection,"ઓળખ, શોધ"
Detector,કલેક્ટર
Determinateness,નિશ્ચયવાદ
determinating,નિર્ધારક
determination,નિશ્ચય
determine,નક્કી કરવા માટે
determined,નિર્ધારિત
Deuteron,ડ્યુટેરોન
develop (=develope),"વ્યક્ત, વિકાસ, વિકાસ"
developer,"વિકાસકર્તા, વિકાસકર્તા"
development,"વિકાસ, વિકાસ"
Deviation,વિચલન
Dew,ઝાકળ
dew point,ઝાકળ બિંદુ
dextrorotary,દક્ષિણ ધ્રુવીકરણ
diagnostic test,ડાયગ્નોસ્ટિક ટેસ્ટ
Diagonal,કર્ણ
Diagram,રેખાકૃતિ
Diagrammatic,રેખાકૃતિ
dial,ડાયલ
Diamagnetic,ડાયમેગ્નેટિક
Diamagnetics,"ડાયમેગ્નેટોલોજી, ડાયમેગ્નેટિક સામગ્રી"
Diamagnetism,ડાયમેગ્નેટિઝમ
Diameter,વ્યાસ
Diametrically opposite,ડાયમેટ્રિકલી વિરુદ્ધ
Diamond,"હીરા, હીરા"
Diaphragm,"ડાયાફ્રેમ, ડાયાફ્રેમ"
Diathermanous,હીટ એક્સચેન્જ
diathermic,હીટ એક્સચેન્જ
diatonic scale,"ડાયટોનિક સ્વરગ્રામ, ડાયટોનિક સ્વરગ્રામ"
Dichotomy,"વિભાજન, અર્ધ-કલા"
dichromate cell,ડાઈક્રોમેટ કોષ
Dichromatism,"દ્વિભાષા, દ્રશ્ય દ્વંદ્વ, સ્તર દ્વિભાષા"
Dictaphone,ડિક્ટાફોન
dielectric,ડાઇલેક્ટ્રિક
dielectrics,ડાઇલેક્ટ્રિક્સ
diesel cycle,ડીઝલ ચક્ર
difference,અંતર
difference frequency,"વિભેદક આવર્તન, વિચલન આવર્તન"
Differential,"વિભેદક, વિભેદક, વિભેદક, વિભેદક, મધ્યવર્તી, વિભેદક"
differential absorption,વિભેદક શોષણ
differential amplifier (=difference amplifier),ડિસ્ટિંક્શન એમ્પ્લીફાયર
differential calorimeter,"પેનિટ્રેટિવ કેલરીમીટર, પેનિટ્રેટિવ કેલરીમીટર"
differential capacitor,વિભેદક કેપેસિટર
differential cross section,વિભેદક ઝોન
differential Diffusion,વિભેદક પ્રસાર
differential equation,વિભેદક સમીકરણ
differential extinction coefficient,વિભેદક લુપ્તતા ગુણાંક
differential ionisation chamber,ઇન્ટરમીટર આયનીકરણ ચેમ્બર
differential isotope method,વિભેદક આઇસોટોપ પદ્ધતિ
differential velocity,વિભેદક વેગ
differentiate,તફાવત કરવો
differentiated,"ભિન્ન, ભિન્ન"
Differentiation,"ભેદભાવ, ભેદભાવ"
diffraction,વિવર્તન
diffractometer,ડિફ્રેક્ટોમીટર
Diffused,"પ્રસરેલું, પ્રસરેલું"
Diffuse,પ્રસરેલું
diffusion,પ્રસરણ
diffusivity,પ્રસારતા
digit,"અંક, વ્યાસ, આંગળી"
digital recording,ડિજિટલ રેકોર્ડિંગ
digital voltmeter,ડિજિટલ વોલ્ટમીટર
di-isotopic element,દ્વિ-આઇસોટોપિક તત્વો
dilatation,પ્રસરણ
dilation strain,વિસ્તરણ વિકૃતિ
dilatometer,એક્સોમીટર
Dilator,વિસ્ફારીની
Dimension,"વિસ્તરણ, લંબાઈ-પહોળાઈ, પરિમાણ, શક્તિ"
Dimensional,પરિમાણીય
Dimensionality,પરિમાણ
dimensional unit,વીમા એકમ
dimensionless,પરિમાણહીન પરિમાણ
diminution,"અવમૂલ્યન, ઘટાડો"
Dimmer,તેજસ્વી
diode,ડાયોડ
diopter,ડાયોપ્ટર
dioptrical region,રીફ્રેક્શન ઝોન
dioptric lens (=drum lens),રીફ્રેક્ટીંગ લેન્સ
dip,"નમવું, નમવું, નમવું, ચાટ"
dip angle,પતનનો કોણ
Dipole,દ્વિધ્રુવ
dipole layer (=electric double layer),દ્વિધ્રુવી સ્તર
Dirac delta function,ડીરાક ડેલ્ટા કાર્ય
Direct,"સીધો, સીધો, સીધો, સીધો, વિરુદ્ધ"
direct correlation,અનુલોમ સહસંબંધ
direct current,સીધો પ્રવાહ
directed,પ્રત્યક્ષ
direct impact,"સીધો ફટકો, સીધો ફટકો"
direction,"દિશા, દિશા"
Directional,દિશાસૂચક
directional stability,જગ્યા સ્થિરતા
direction cosine,"ડીકોસિન, ડીકો-કોસાઇન"
directive,"દિશાસૂચક, દિશાસૂચક, દિશાસૂચક"
directivity,દિશાસૂચકતા
direct lattice,સામાન્ય જાળી
direct line,સીધી લીટી
directly proportional,અનુક્રમિક ગુણોત્તર
direct method,સીધી પદ્ધતિ
Director,દિશા
direct reading instrument,ડાયરેક્ટ રીડિંગ ડિવાઇસ
direct vision telescope,સામે ટેલિસ્કોપ
Disc,"પદાર્થ, વર્તુળ, ડિસ્ક, ડિસ્ક"
Discharge,"નિમજ્જન, ઇફ્યુઝન, બ્લીચિંગ"
discharge in cascade,પાણીમાં નિમજ્જન
discontinuity,"નિરંતરતા, નિરંતરતા, અસ્થિભંગ"
discontinuous,અવ્યવસ્થિત
Discovery,"સંશોધન, શોધ"
Discrepancy,વિસંગતતા
Discrete,રજકણ
dish antenna,"અંતર્મુખ એન્ટેના, ડીશ એન્ટેના"
disintegration,"વિસર્જન, દાણાદાર"
disintegration constant,વિસર્જન સતત
disintegration energy,વિસર્જન ઊર્જા
disintegration half-life,વિસર્જન અર્ધ જીવન
disintegration series,વિસર્જન શ્રેણી
Dislocation,"ડિસલોકેશન, ડિસલોકેશન, ડિસલોકેશન, ડિસલોકેશન"
dislocation line,"ફોલ્ટ લાઇન, ફોલ્ટ કોર"
dislocation loop,ફોલ્ટ લૂપ
disorder,"અવ્યવસ્થા, અવ્યવસ્થા, અવ્યવસ્થા"
disordering,અરાજકતા
disorientation,"મૂંઝવણ, મૂંઝવણ"
dispersed,"વિખરાયેલું, વિખરાયેલું"
dispersion,"વિખેરવું, વિખેરવું"
Dispersity,અસ્ત્ર
Dispersive,વિખેરી નાખનાર
Dispersivity,પ્રતિબિંબ
Displacement,વિસ્થાપન
Display,પ્રદર્શન
display unit (=console),કન્સોલ
disruptive force,છૂટાછેડા બળ
dissimilar,અસમાન
dissipation coefficient,સડો ગુણાંક
Dissipative,કાટ લગાડનાર
dissipative system,સડો સિસ્ટમ
Dissociable,અલગ કરી શકાય તેવું
Dissociated,અલગ
Dissociation,સ્વભાવ
Dissonance,અસંગતતા
Distance,અંતર
Distant,દૂર
Distinct,"અલગ, અલગ, અલગ, અભિવ્યક્ત"
Distinction,ભેદભાવ
distinctive property,અલગ મિલકત
Distinguish,"ભેદ પાડવો, ભેદ પાડવો"
Distorted,વિકૃત
Distortion,વિકૃતિ
distortional elasticity,વિરૂપતા સ્થિતિસ્થાપકતા
distributed amplifier,વિતરિત એમ્પ્લીફાયર
Distribution,"વિતરણ, વિતરણ"
distributive law,"વિતરણ નિયમ, વિતરણ નિયમ"
Disturbance,ખલેલ
Disturbed,"વ્યથિત, વિક્ષેપિત સંતુલન"
disturbing force,ખલેલ પહોંચાડનાર બળ
Diurnal,"આહનિક, દિવાચાર, દિવા, દૈનિક"
diurnal motion,દૈનિક ગતિ
Divalent,બાયબેલેંટ
Diverge,"વિખેરી નાખવું, વિખેરી નાખવું"
Divergence,"ભિન્નતા, ભિન્નતા, ભિન્નતા"
Divergent,જુદીજુદી
diversion,ડાયવર્ઝન
Divided,"વિભાજિત, વિભાજિત"
division,"વિભાજન, વિભાજન, વિભાજન"
D-layer of ionosphere,આયનોસ્ફિયરનું ડી સ્તર
domain,"પ્રદેશ, પ્રાંત, પ્રદેશ, ડોમેન"
dome,"ગુંબજ, ગુંબજ"
dominant term,પ્રભાવશાળી સ્થિતિ
donor level,દાતા સ્તર
doped junction,મદિત સંધિ
Doping,"ભેળસેળ, ભેળસેળ"
Doppler effect,ડોપ્લર અસર
Dose,"ડોઝ, ડોઝ"
Dosimeter,ક્વોન્ટોમીટર
Dotted,"ડોટેડ, ડોટેડ"
Double,"ડ્યુઅલ, ડિપ્લોઇડ, જોડી, દ્વિ, સામાન્ય, દ્વિભાષી"
double bonds,ડબલ બોન્ડ
double concave lens,બાયકોન્વેક્સ લેન્સ
double convex lens,બાયકોન્વેક્સ લેન્સ
double differentiation,દ્વિસંગી વિભેદક
double ionization,ડબલ ionization
double molecule,ડબલ પરમાણુ
double precision,ડબલ ચોકસાઇ
double refraction,ડબલ રીફ્રેક્શન
double series,ડબલ શ્રેણી
double stars,જોડી તારા
doublet,ડબલ
doublet achromat,વર્ણહીન લેન્સ જોડી
Doubling,"પ્રસરણ, વિસ્તરણ"
doubly charged particles,બમણું ચાર્જ થયેલ કણ
Doubly degenerate,ઉભયજીવી ભ્રષ્ટ
doubly ionised,ડબલ ionized
Downward,નીચે તરફ
drag,ટ્રેક્શન ઓર અર્ધ કોમ્પેક્ટ
drag force drift,ટ્રેક્શન બળ
drift,"વાહ, વહેણ, અપોધ, ડ્રિફ્ટ (ખાણકામ), પંજ (ખોરાક), વિસ્થાપન"
Drift current,વહેતો પ્રવાહ
Driving,ઓપરેશનલ
driving voltage,વહન વોલ્ટેજ
drop ball,નાનો બોલ
drop dead halt (=dead halt),અચાનક વિરામ
droplet,"બિંદુ, સૂક્ષ્મ બિંદુ, ટીપું"
dropping,પડવું
Dry,શુષ્ક
dry and wet bulb hygrometer,શુષ્ક શુષ્ક હાઇગ્રોમીટર
dry contact,નિષ્ફળ સંપર્ક
dual operation,"ડબલ ઓપરેશન, ડ્યુઅલ ઓપરેશન"
duct,નળી
Ductile,તાણયુક્ત
ductility,તાણયુક્ત
dull,મંદ
dummy,ચૂપ
dumping,જુબાની
dwar star,વામન તારા
dyad-axis,ડબલ અક્ષ
dynamic,ગતિશીલ
dynamical,ગતિશીલ
dynamics,"ગતિશીલતા, ગતિશીલતા"
dynamo,ડાયનેમો
Dyne,જમવું
earth,"પૃથ્વી, પૃથ્વી"
earthquake intensity,ભૂકંપની તીવ્રતા
earth satellite,પૃથ્વી ઉપગ્રહ
earth system (=ground system of an antenna),પૃથ્વી જોડાણ સિસ્ટમ
earth wire,જમીન વાયર
eccentric,"કેન્દ્ર, કેન્દ્રબિંદુ"
Eccentricity,તરંગીતા
echelon,સોપારી
echo,પડઘો
Eclipse,ધારણા
ecliptic coordinates,પરિપત્ર કોઓર્ડિનેટ્સ
Eddy,વમળ
edge dislocation,ધાર દોષ
edge effect,મુખ્ય અસર
Edison cell,એડિસન સેલ
Edit,ફેરફાર કરો
effective,અસરકારક
Efficiency,કાર્યક્ષમતા
effort,પ્રયાસ
effusion,સ્રાવ
Eigen,"અલંકારિક, eigen"
eightspin,અષ્ટકોણ
Einstein-Bose distribution law,આઈન્સ્ટાઈન-બોઝ વિતરણ કાયદો
Einstein-de-Hass effect,ત્વરિત અસર
Einsteinium,આઈન્સ્ટાઈનિયમ
Einstein Smoluchowski Equation,આઈન્સ્ટાઈન સ્મોલુચોસ્કી સમીકરણ
Einstein space,આઈન્સ્ટાઈન-વસ્તી
Ejection,હકાલપટ્ટી
Ejection capsule,ઇજેક્ટર કેપ્સ્યુલ
Ejector,ઇજેક્ટર
ejector plate,ક્લિયરન્સ બોર્ડ
Elastance,વ્યસ્ત ક્ષમતા
elastic,સ્થિતિસ્થાપક
elastic after effect (=elastic lag),"સ્થિતિસ્થાપક મુદ્રા અસર, સ્થિતિસ્થાપક મુદ્રા"
elastically anisotropic body,ઓસીલેટરી બોડી
elasticity,સ્થિતિસ્થાપકતા
elasticometer,"સ્થિતિસ્થાપક યંત્ર, સ્થિતિસ્થાપક યંત્ર"
elastic stiffness,સ્થિતિસ્થાપક અસ્થિરતા
E-layer of ionosphere,આયનોસ્ફીયર ઈ-લેયર
electret,ઇલેક્ટ્રીટ
Electrical,"ઇલેક્ટ્રિકલ, ઇલેક્ટ્રિકલ"
electricity,વીજળી
electrification (electrostatics),"વીજળીકરણ, ચાર્જિંગ"
electrified,ઇલેક્ટ્રિફાઇડ
electrified particles,"ચાર્જ કણ, ચાર્જ કણ"
Electroacoustic,ઇલેક્ટ્રોએકોસ્ટિક
Electro-acoustics,ઇલેક્ટ્રો-એકોસ્ટિક્સ
Electrocaloric,ઇલેક્ટ્રો-થર્મલ
electrochemical,ઇલેક્ટ્રોકેમિકલ
equivalent,સમકક્ષ
Electrode,ઇલેક્ટ્રોડ
Electrodynamics,ઇલેક્ટ્રોડાયનેમિક્સ
electrokinetic effect,ઇલેક્ટ્રોડાયનેમિક અસર
Electrolysis,ગેલ્વેનિક અલગતા
Electrolyte,ઇલેક્ટ્રોલાઇટ
electrolytic,ઇલેક્ટ્રોલિટીક
Electrolyzer,"ઇલેક્ટ્રોફોરેસિસ, ઇલેક્ટ્રોફોરેસિસ"
electromagnet,ઇલેક્ટ્રોમેગ્નેટ
Electromagnetic,ઇલેક્ટ્રોમેગ્નેટિક ક્ષેત્ર
Electromagnetics,ઇલેક્ટ્રોમેગ્નેટિઝમ
electromagnetism,ઇલેક્ટ્રોમેગ્નેટિઝમ
electrometer valve (=electrometer tube),"ઇલેક્ટ્રોમીટર નોઝલ, ઇલેક્ટ્રોમીટર વાલ્વ"
electromotive force,ઇલેક્ટ્રોમોટિવ બળ
Electron,ઇલેક્ટ્રોન
electronegative,લોન વીજળી
Electronic,ઇલેક્ટ્રોનિક
electronic eigenfunction,ઇલેક્ટ્રોનિક ઇજનફંક્શન
electronic energy,ઇલેક્ટ્રોનિક ઊર્જા
electronics,ઇલેક્ટ્રોનિક્સ
electron optics (=electro-optics),ઇલેક્ટ્રોન ઓપ્ટિક્સ
Electro-optics,ઇલેક્ટ્રો-ઓપ્ટિક્સ
Electropositive,ઇલેક્ટ્રોમેગ્નેટિઝમ
Electroscope,ઇલેક્ટ્રોસ્કોપ
Electrostatic,ઇલેક્ટ્રોસ્ટેટિક
Electrostatics,ઇલેક્ટ્રોસ્ટેટિક્સ
electrostriction,ઇલેક્ટ્રોફોરેસિસ
electrovalency,વિદ્યુત જોડાણ
electrovalent,ઇલેક્ટ્રિકલ કનેક્ટર
Element,"તત્વો, લઘુમતીઓ, ઘટકો"
elementary,"પ્રાથમિક, પ્રાથમિક, પ્રાથમિક"
elementary charge,મૂળ ચાર્જ
Elevation,"એલિવેશન, એલિવેશન, એલિવેશન, એલિવેશન, એલિવેશન"
elevation,અલ્ટિમીટર
meter elevator,"એલિવેટર, એલિવેટર"
ellipse of aberration,અંડાકાર
Elongation,"વિસ્તરણ, વિસ્તૃતીકરણ, ફેલાવો કોણ"
Emanating,"મુક્તિ, મુક્તિ"
Emanation,"પ્રસાર, સંતાન"
Embed,એમ્બેડ કરવા માટે
Embedded,એમ્બેડેડ
Emergent,જારી
Emission,ઉત્સર્જન
Emissivity,"ઉત્સર્જન, ઉત્સર્જન"
Emittance,ઉત્સર્જન
emitter,"ઉત્સર્જક, ઉત્સર્જક"
Emphasis,"પૂર્વ-મજબૂતીકરણ, બળ"
empirical,પ્રયોગમૂલક
Empty,"ખાલી, અધૂરું"
Emulsifier,"emulsifier, emulsifier"
Emulsion,"પ્રવાહી મિશ્રણ, પ્રવાહી મિશ્રણ"
End,"અંત, અંત, અંત, અંત"
end correction,અંતિમ પુનરાવર્તન
endoergic,ઊર્જા કાર્યક્ષમ
end on position,"અક્ષીય સ્થિતિ, એ-પોઝિશન"
Endothermic,"એન્ડોથર્મિક, એન્ડોથર્મિક"
endothermic process,એન્ડોથર્મિક પ્રક્રિયા
energise energy,ઉત્સાહિત કરવા માટે
energy content,આંતરિક ઊર્જા
energy index,ઉર્જા શક્તિ આપનાર
engine engineering,"એન્જિન એન્જિનિયરિંગ, એન્જિનિયરિંગ"
enhancement,વૃદ્ધિ
enriched isotope,સમૃદ્ધ આઇસોટોપ્સ
enriched reactor,સંવર્ધિત રિએક્ટર
enriching,સંવર્ધન
enrichment,સમૃદ્ધિ
Ensemble,"સમૂહ, સમુદાય"
enthalpy,"એન્થાલ્પી, સંપૂર્ણ ગરમી"
entity,શક્તિ
Entropy,એન્ટ્રોપી
entry,પ્રવેશ
Enumeration,"ગણતરી, ગણતરી"
envelope of surface,પૃષ્ઠ ક્રમાંકન
epicentral,અધિકેન્દ્ર
Episcope,"અપારદર્શક, એપિસ્કોપ"
epitaxial layer,એપિટેક્સી સ્તર
epitaxy,"apitaxi, overrun"
equal,"સમાન, સમાન, સમાન, સમાન"
Equaliser,બરાબરી
Equality,સમાનતા
Equation,સમીકરણ
Equator,"વિષુવવૃત્ત, વિષુવવૃત્ત, વિષુવવૃત્ત, વિષુવવૃત્ત"
Equatorial,"વિષુવવૃત્તીય, વિષુવવૃત્તીય, મધ્યવર્તી, વિષુવવૃત્તીય"
equiconcave,અંતર્મુખ
Equiconvex,અંતર્મુખ
Equidimensional,આઇસોમેટ્રિક
Equidistant,"સમદૂર, સમાંતર"
equilibrium,"સંતુલન, સંતુલન, સંતુલન"
Equipartition,ઇક્વિડિવિઝન
Equipment,સાધનસામગ્રી
Equipotential,"સમાનતા, યોગ્યતા"
equipotentiality,ઇક્વિપોટેન્શિયલ
equipressure,આઇસોબાર્સ
Equivalence,સમાનતા
equivalent,"સમકક્ષ, સમકક્ષ (v.), સમકક્ષ (n.)"
equivalent absorption,સમકક્ષ શોષણ
equivalent conductance,"સમકક્ષ વાહકતા, સમકક્ષ વાહકતા"
equivalent lens,આઇસોમેટ્રિક લેન્સ
erect image,"ઊભી છબી, સીધી છબી"
excentricity,ઊભી
Erector,અર્ગ
erg ergodic,"મહેનતુ, અભિપ્રાયયુક્ત"
Error,"ભૂલ, ભૂલ, ભૂલ, અચોક્કસતા"
Esakidiode (=tunnel diode),ટનલ ડાયોડ
Escape,દુર જા
essential,"આવશ્યક, આવશ્યક"
ether (aether),ઈથર
Euclidean coordinate,યુક્લિડિયન કોઓર્ડિનેટ્સ
Euler angle,યુલર-કોણ
eutectic,"eutectic, eutectic"
evacuated,"ખાલી કરાવ્યું, ખાલી કરાવ્યું"
Evacuation,"ખાલી કરાવવું, ખાલી કરવું"
Evaluation,"મૂલ્યાંકન, મૂલ્યાંકન"
Evaporated,બાષ્પીભવન
Evaporation,"બાષ્પીભવન, બાષ્પીભવન, બાષ્પીભવન"
Even,સમ
Event,"ઘટના, એપિસોડ"
Eversate,"હંમેશા સલામત, હંમેશા સલામત"
Exact,"સાચું, સાચું, ચોક્કસ"
Ex-centre,એક્સોસેન્ટર
Excentric,અધિકેન્દ્ર
Excentrical,કેન્દ્રબિંદુ
Excentricity,તરંગીતા
Excess,અતિશય
exchange,વિનિમય
Excitation,"ઉત્તેજના, ઊર્જા"
Excite,"ઉત્તેજીત કરવા, ઉત્સાહિત કરવા"
Excited,ઉત્સાહિત
Exciter,ઉત્તેજક
Exciton,ઉત્તેજના
exclusion principle,બાકાત નિયમ
Execution,અમલ
Exhaustion,"ખાલી થવું, કેથાર્સિસ, બહાર કાઢવું, બંધ કરવું"
Exit,મુદ્દો
Exothermal,"એક્ઝોથર્મિક, ગરમી ઉત્તેજક"
exothermic,એક્ઝોથર્મિક
exotic fuel,અસામાન્ય બળતણ
Expand,ફેલાવો
Expanded,પ્રસારણ
Expander,પ્રસારણકર્તા
expanse,વિસ્તરણ
Expansion,"ફેલાવો, ફેલાવો"
experiment,પ્રયોગ
experimental,"પ્રાયોગિક, પ્રાયોગિક"
experimentalist,ઉપયોગી
Explosion,"વિસ્ફોટ, વિસ્ફોટ"
Exponent,ઘાત
Exponentiai,"ઘાતાંકીય, ઘાતાંકીય"
exponential well,એક્સપોનેન્ટી પોટેન્શિયલ વેલ
Exposure,"એક્સપોઝર, એક્સપોઝર, એક્સપોઝર, એક્સપોઝર, કવર"
expression,"અભિવ્યક્તિ, અભિવ્યક્તિ"
extended,વિસ્તૃત
Extension,"વિસ્તરણ, વિસ્તરણ, વિસ્તરણ, વિસ્તરણ, ફેલાવો"
Extent,"હદ, હદ"
External,બાય
Extinction,"લુપ્ત થવું, લુપ્ત થવું"
extra-axial point,બિનરેખીય બિંદુ
Extraneous,બાહ્ય
Extranuclear,અણુ
extraordinary,"અસામાન્ય, અસાધારણ"
extraplanetary space,"ગ્રહોનું આકાશ, ગ્રહોનું આકાશ"
extrapolated,પ્રવાહ
Extrapolate,એક્સ્ટ્રાપોલેટેડ
Extrapolation,એક્સ્ટ્રાપોલેશન
Extraterrestrial,બિન-પાર્થિવ
extraterrestrial matter,બહારની દુનિયાની બાબત
extrinsic,બાહ્ય
extrinsic conductivity,"બાહ્ય વાહકતા, બાહ્ય વાહકતા"
extrinsic semiconductor,અભેદ્ય સેમિકન્ડક્ટર
eye,"આંખ, આંખ"
eye lens,અભિનેત્રી લેન્સ
eye-piece,આઈપીસ
Face,"ચહેરો, બાજુ, પાછળ, આગળ, ચહેરો, ચહેરો"
face centered,પાટિયું કેન્દ્રિત
Factor,"પરિબળ, પરિબળ, પરિબળ, પરિબળ, પરિબળ, અવરોધ"
factor of momentum,વેગ પરિબળ
factor of safety,સલામતી પરિબળ
fade in,પ્રવેગ
fade out,ખામી
fading,એટેન્યુએશન
Fahrenheit scale,ફેરનહીટ તાપમાન
failure,નિષ્ફળતા
Fallacy,ભ્રમણા
