Assamese,Punjabi
কমিউনাৰ্ড,Communard
কনকৰ্ডেট,ਕਨਕੋਰਡੈਟ
কনকৰ্ডেট,ਕਨਕੋਰਡੈਟ
কণ্ডোটিয়েৰ,ਕੰਡੋਟੀਏਰ
নিশ্চিতকৰণ Cartarum,ਪੁਸ਼ਟੀਕਰਣ ਕਾਰਟਾਰਮ
বিবাদ,ਟਕਰਾਅ
মণ্ডলী,ਮੰਡਲੀ
বিজয়ী ৰাষ্ট্ৰ,ਜਿੱਤਣ ਵਾਲਾ ਰਾਜ
বিজয়ী,ਜੇਤੂ
কনকিষ্টাডৰ,ਵਿਜੇਤਾ
কনচিলিয়াম,ਕੌਸਿਲਿਅਮ
কনচিষ্টৰী,ਕੰਸਿਸਟਰੀ
ষড়যন্ত্ৰ,ਸਾਜ਼ਿਸ਼
ষড়যন্ত্ৰ,ਸਾਜ਼ਿਸ਼
কনছুলেট,ਕੌਂਸਲੇਟ
কনছুলেচন কিতাপ,ਸਲਾਹ-ਮਸ਼ਵਰੇ ਦੀ ਕਿਤਾਬ
মহাদেশীয় ব্যৱস্থা,ਮਹਾਂਦੀਪੀ ਪ੍ਰਣਾਲੀ
অধিৱেশন সংসদ,ਕਨਵੈਨਸ਼ਨ ਸੰਸਦ
কপাৰহেড (=শান্তি গণতন্ত্ৰ),ਕਾਪਰਹੈੱਡਸ (=ਪੀਸ ਡੈਮੋਕਰੇਟਸ)
কপিহ&#39;ল্ড,ਕਾਪੀਹੋਲਡ
ঘেৰাও কৰা,ਘੇਰਾਬੰਦੀ
কৰ&#39;না,ਕਰੋਨਾ
ৰাজ অভিষেক,ਤਾਜਪੋਸ਼ੀ
ৰাজ অভিষেক শিল,ਤਾਜਪੋਸ਼ੀ ਪੱਥਰ
কৰ্পাছ,ਕਾਰਪਸ
কৰ্চেয়াৰ,Corsair
কৰ্চেয়াৰ,Corsair
কৰ্চেট (=কোৰ্চলেট),ਕੋਰਸੇਟ (=ਕੋਰਸਲੇਟ)
কৰ্টেছ,ਕੋਰਟੇਸ
কোটাৰ (=cottier),ਕੋਟਰ (=ਕੋਟੀਅਰ)
কোটাৰ (=cottier),ਕੋਟਰ (=ਕੋਟੀਅਰ)
কাউন্ট পেলেটিনেট,ਪੈਲੇਟਿਨੇਟ ਦੀ ਗਿਣਤੀ ਕਰੋ
দেশৰ ঘৰ,ਦੇਸ਼ ਦਾ ਘਰ
কাউন্টি,ਕਾਉਂਟੀ
কাউন্টি বৰো,ਕਾਉਂਟੀ ਬੋਰੋ
কাউন্টি আদালত,ਕਾਉਂਟੀ ਅਦਾਲਤਾਂ
কাউন্টি পেলেটিন,ਕਾਉਂਟੀ ਪੈਲਾਟਾਈਨ
আদালত,ਅਦਾਲਤ
আদালত,ਅਦਾਲਤ
আদালতৰ চক্ৰান্তমূলক,ਅਦਾਲਤੀ ਸਰਕੂਲਰ
আদালতৰ শিষ্টাচাৰ,ਅਦਾਲਤੀ ਸ਼ਿਸ਼ਟਾਚਾਰ
কৰ্টিয়াৰ,ਦਰਬਾਰੀ
কেচেচনৰ আদালত,ਕੇਸੇਸ਼ਨ ਦੀ ਅਦਾਲਤ
সঞ্চালক আদালত (EIC),ਕੋਰਟ ਆਫ਼ ਡਾਇਰੈਕਟਰਜ਼ (EIC)
মালিকৰ আদালত,ਮਾਲਕਾਂ ਦੀ ਅਦਾਲਤ
আদালতৰ কবি,ਦਰਬਾਰੀ ਕਵੀ
চুক্তিবদ্ধ কেমেৰনিয়ানসকল,ਨੇਮਬੱਧ ਕੈਮਰੋਨੀਅਨ
মুকুট,ਤਾਜ
মুকুট,ਤਾਜ
মুকুট,ਤਾਜ
মুকুটৰ ভূমি,ਤਾਜ ਜ਼ਮੀਨ
মুকুটৰ ভূমি,ਤਾਜ ਜ਼ਮੀਨ
ক্ৰাউন প্ৰিন্স,ਕ੍ਰਾਊਨ ਪ੍ਰਿੰਸ
ক্ৰুছেড,ਕਰੂਸੇਡ
ক্ৰুছেডাৰ,ਕਰੂਸੇਡਰ
ক্ৰিপ্টোগ্ৰাম,ਕ੍ਰਿਪਟੋਗ੍ਰਾਮ
কুইৰাছ,ਕੁਇਰਾਸ
কুইৰাচিয়াৰ,ਕੁਇਰਾਸੀਅਰ
কাল্ট দেৱতা,ਪੰਥ ਦੇਵਤਾ
কুৰিয়া,ਕਰਿਆ
কুৰিয়া,ਕਰਿਆ
জাৰবাদ,ਜ਼ਾਰਵਾਦ
অন্ধকাৰ মহাদেশ,ਹਨੇਰਾ ਮਹਾਂਦੀਪ
বিচাৰৰ দিন,ਨਿਰਣੇ ਦਾ ਦਿਨ
বিচাৰৰ দিন,ਨਿਰਣੇ ਦਾ ਦਿਨ
ডিন,ਡੀਨ
দশক,ਦਹਾਕਾ
ডেনাৰিয়াছ,ਡੇਨਾਰੀਅਸ
পদচ্যুত ৰজা,ਬਰਖਾਸਤ ਬਾਦਸ਼ਾਹ
লুটপাত কৰা,ਉਜਾੜ
লুণ্ঠন,ਬਰਬਾਦੀ
ডিথ্ৰন,Dethrone
ডায়েডেম,ਡਾਇਡੇਮ
ডায়েডেম,ਡਾਇਡੇਮ
ডায়েডেম,ਡਾਇਡੇਮ
ডায়েচিয়া,ਡਾਇਸੀਆ
ডিকাষ্টেৰিয়াম,ਡਿਕੈਸਟਰੀਅਮ
ডিলুভিয়ালিষ্ট,ਦਿਲੁਵੀਆਵਾਦੀ
ডাইচ,ਡਾਇਓਸਿਸ
ডাইচ,ਡਾਇਓਸਿਸ
ডাইৰেক্টৰ (=নিৰ্দেশনা),ਨਿਰਦੇਸ਼ਕ (=ਡਾਇਰੈਕਟਰੀ)
ডাইৰেক্টৰ (=নিৰ্দেশনা),ਨਿਰਦੇਸ਼ਕ (=ਡਾਇਰੈਕਟਰੀ)
দিৰহাম,ਦਿਰਹਾਮ
অবিশ্বাসী,ਬੇਵਫ਼ਾ
অবিশ্বাসী,ਬੇਵਫ਼ਾ
লেপছৰ মতবাদ,ਭੁੱਲ ਦਾ ਸਿਧਾਂਤ
নথিপত্ৰ,ਦਸਤਾਵੇਜ਼
নথিপত্ৰৰ প্ৰমাণ,ਦਸਤਾਵੇਜ਼ੀ ਸਬੂਤ
ডমছডে বুক,ਡੋਮੇਸਡੇ ਬੁੱਕ
কনষ্টেণ্টাইনৰ দান,Constantine ਦਾ ਦਾਨ
ডুম,ਕਿਆਮਤ
বিধৱা ৰাণী,ਦਾਜ ਦੀ ਰਾਣੀ
ড্ৰেগুন,ਡਰੈਗਨ
ড্ৰ&#39;মেডাৰিয়ান,ਡਰੋਮੇਡੇਰੀਅਨ
ড্ৰমেডাৰী,ਡਰੋਮੇਡਰੀ
ড্ৰমণ্ড,ਡਰੋਮੰਡ
দ্বৈত,ਦੋਹਰਾ
দ্বৈত মিত্ৰতা,ਦੋਹਰਾ ਗਠਜੋੜ
ডুৱেল এণ্টেণ্ট,ਦੋਹਰੀ entente
দ্বৈত ব্যৱস্থা (=দ্বিতীয় চৰকাৰ),ਦੋਹਰੀ ਪ੍ਰਣਾਲੀ (= ਦੋਹਰੀ ਸਰਕਾਰ)
ড্যুক,ਡਿਊਕ
ডুমা,ਡੂਮਾ
বামন অৱতাৰ,ਬੌਣਾ ਅਵਤਾਰ
বংশ,ਰਾਜਵੰਸ਼
বংশ,ਰਾਜਵੰਸ਼
ঈগল,ਇੱਲ
এলডাৰ মানুহ,ਬਜ਼ੁਰਗ ਆਦਮੀ
আৰ্ল,ਅਰਲ
আৰ্লডম,ਅਰਲਡਮ
আদিম গুপ্তাসকল,ਸ਼ੁਰੂਆਤੀ ਗੁਪਤਾ
প্ৰাথমিক (ঐতিহাসিক) স্থান,ਸ਼ੁਰੂਆਤੀ (ਇਤਿਹਾਸਕ) ਸਾਈਟਾਂ
প্ৰাথমিক বৈদিক যুগ,ਸ਼ੁਰੂਆਤੀ ਵੈਦਿਕ ਕਾਲ
ইক্লেছিয়া,ਉਪਦੇਸ਼ਕ
পুনৰুদ্ধাৰৰ আদেশ,ਬਹਾਲੀ ਦਾ ਹੁਕਮ
আঠ ভাঁজ পথ,ਅੱਠ ਗੁਣਾ ਮਾਰਗ
বয়োজ্যেষ্ঠসকল,ਬਜ਼ੁਰਗ
জ্যেষ্ঠ ৰাষ্ট্ৰনেতা (=genro),ਬਜ਼ੁਰਗ ਰਾਜਨੇਤਾ (=ਜੀਨਰੋ)
হাতী গোড,ਹਾਥੀ ਬੱਕਰਾ
এঘাৰ বছৰৰ অত্যাচাৰ,ਗਿਆਰਾਂ ਸਾਲਾਂ ਦਾ ਜ਼ੁਲਮ
এলিছাই (=এলিচি),ਐਲੀਸੀ (=ਐਲੀਸੀ)
ঘেৰাও আন্দোলন,ਘੇਰਾਬੰਦੀ ਅੰਦੋਲਨ
এনচাইক্লিকেল,ਐਨਸਾਈਕਲਿਕ
বিশ্বকোষবাদী আন্দোলন,ਐਨਸਾਈਕਲੋਪੀਡਿਸਟ ਲਹਿਰ
এন্টেন্টে,ਐਂਟੇਨਟੇ
এন্টেন্টে কৰ্ডিয়েল,ਏਨਟੇਂਟ ਕੋਰਡਿਆਲ
এনথ্ৰন,ਰਾਜਗੱਦੀ
এনট্যুৰেজ,ਦਲ
ইফোদ,ਏਫ਼ੋਦ
এফোৰ,ਈਫੋਰ
মহাকাব্যিক যুগ,ਮਹਾਂਕਾਵਿ ਯੁੱਗ
মহাকাব্যিক নায়ক,ਮਹਾਂਕਾਵਿ ਹੀਰੋ
এপিগ্ৰাফ,ਐਪੀਗ੍ਰਾਫ
এপিস্কোপেচি,ਐਪੀਸਕੋਪੇਸੀ
এপিস্কোপেট,ਐਪੀਸਕੋਪੇਟ
খণ্ড,ਪ੍ਰਸੰਗ
যুগ,ਯੁਗ
যুগ সৃষ্টিকাৰী অনুষ্ঠান,ਯੁੱਗ ਬਣਾਉਣ ਵਾਲੀ ਘਟਨਾ
যুগ সৃষ্টিকাৰী মানুহ,ਯੁਗ-ਰਚਨ ਵਾਲਾ ਮਨੁੱਖ
ইপ&#39;নিম,ਉਪਨਾਮ
ইকুৱেৰী,ਇਕਵੇਰੀ
ইকুৱেৰী,ਇਕਵੇਰੀ
অশ্বাৰোহীৰ মূৰ্তি,ਘੋੜਸਵਾਰ ਦੀ ਮੂਰਤੀ
যুগ,ਯੁੱਗ
এৰগাষ্টুলাম,ਅਰਗਸਟੁਲਮ
ইউখাৰিষ্ট,ਯੂਕੇਰਿਸਟ
ইভানজেলিজম,ਈਵੈਂਜਲਿਜ਼ਮ
ইভানজেলিকেল আন্দোলন,ਖੁਸ਼ਖਬਰੀ ਦੀ ਲਹਿਰ
ইভানজেলিষ্ট,ਪ੍ਰਚਾਰਕ
Exarch,Exarch
এক্সাইলাৰ্ক,Exilarch
ফেলেংগিষ্ট,ਫਲੰਗਿਸਟ
পিতৃ ভূমি,ਪਿਤਾ ਦੀ ਜ਼ਮੀਨ
পিতৃ ভূমি,ਪਿਤਾ ਦੀ ਜ਼ਮੀਨ
ফেৰিয়া,ਫੇਰੀਆ
ফেটিছ,ਫੈਟਿਸ਼
সামন্তীয় হোল্ডিংছ,ਜਾਗੀਰਦਾਰੀ
সামন্তবাদ (=সামন্তীয় ব্যৱস্থা),ਜਾਗੀਰਦਾਰੀ (=ਸਾਮੰਤੀ ਸਿਸਟਮ)
সামন্তীয় ব্যৱস্থা,ਜਗੀਰੂ ਸਿਸਟਮ
সামন্তীয়,ਜਾਗੀਰਦਾਰ
ফিডেই ডিফেন্সৰ (=বিশ্বাসৰ ৰক্ষক),ਫਿਦੀ ਡਿਫੈਂਸਰ (= ਵਿਸ਼ਵਾਸ ਦਾ ਰਖਵਾਲਾ)
ফিফ,Fief
ক্ষেত্ৰ ব্যৱস্থা,ਫੀਲਡ ਸਿਸਟਮ
পোন্ধৰতম কৰ,ਪੰਦਰਵਾਂ ਟੈਕਸ
চিত্ৰৰ মূৰ,ਚਿੱਤਰ ਸਿਰ
ফিন ডি ছিকেল,ਫਿਨ ਡੀ ਸੀਕਲ
জুই খোৱা,ਅੱਗ ਖਾਣ ਵਾਲਾ
পাঁচ মাইল আইন,ਪੰਜ ਮੀਲ ਐਕਟ
পতাকা,ਝੰਡਾ
ফ্লেমেন ডায়েলিছ,ਫਲੇਮੇਨ ਡਾਇਲਿਸ
ফ্লেমেন মাৰ্চিয়ালিছ,ਫਲੇਮੇਨ ਮਾਰਸ਼ਲਿਸ
জ্বলি থকা টৰ্চ,ਬਲਦੀ ਮਸ਼ਾਲ
ফ্লেংক,ਫਲੈਂਕ
ফ্লেংকিং মুভমেণ্ট,ਫਲੈਂਕਿੰਗ ਅੰਦੋਲਨ
ফুলি উঠা সভ্যতা,ਵਧਦੀ ਹੋਈ ਸੱਭਿਅਤਾ
নদীবাদী বিশ্বাস,ਪ੍ਰਵਾਹਵਾਦੀ ਵਿਸ਼ਵਾਸ
লোক দেৱতা,ਲੋਕ ਦੇਵਤਾ
লোক দেৱী,ਲੋਕ ਦੇਵੀ
লোক স্মৃতি,ਲੋਕ ਯਾਦ
লোক মিথ (=folklore),ਲੋਕ-ਕਥਾ (=ਲੋਕ ਕਥਾ)
খাদ্য বিচাৰি ফুৰা,ਚਾਰਾ
আক্ৰমণ,ਧੜਾਧੜ
পূৰ্বপুৰুষ,ਪਹਿਲਾਂ ਤੋਂ
পূৰ্বপুৰুষ,ਪੂਰਵਜ
আগশাৰীৰ,ਅਗਲਾ
নিঃসংগ আশা,ਉਦਾਸ ਉਮੀਦ
গঠনমূলক পৰ্যায়,ਰਚਨਾਤਮਕ ਪੜਾਅ
দুৰ্গ,ਕਿਲਾ
দুৰ্গ নিৰ্মাণ,ਕਿਲਾਬੰਦੀ
দুৰ্গম চহৰ,ਕਿਲਾਬੰਦ ਸ਼ਹਿਰ
দুৰ্গ,ਕਿਲ੍ਹਾ
ফৰ্তুনা,Fortuna
ফ&#39;ৰাম ৰোমানম,ਫੋਰਮ ਰੋਮਨਮ
ফ্ৰান্সিস্কান,ਫਰਾਂਸਿਸਕਨ
ফ্ৰেংকলিন,ਫਰੈਂਕਲਿਨ
ভাতৃঘাতী যুদ্ধ,ਭਰਾਤਰੀ ਜੰਗ
ফ্ৰী চাৰ্চ,ਮੁਫ਼ਤ ਚਰਚ
ফ্ৰীহোল্ডাৰ,ਫਰੀਹੋਲਡਰ
ফ্ৰীলান্স সৈনিক,ਫ੍ਰੀਲਾਂਸ ਸਿਪਾਹੀ
ফ্ৰীলান্স সৈনিক,ਫ੍ਰੀਲਾਂਸ ਸਿਪਾਹੀ
ফ্ৰীমেন,ਫ੍ਰੀਮੈਨ
ফ্ৰীমেন,ਫ੍ਰੀਮੈਨ
ফ্ৰীপাছ,ਫ੍ਰੀਪਾਸ
ফৰাচী বিপ্লৱ,ਫਰਾਂਸੀਸੀ ਕ੍ਰਾਂਤੀ
ফ্ৰাইয়াৰ,ਤਪੱਸਿਆ
ফ্ৰিয়াছিয়ান ভাড়াতীয়া,ਫਰਿਆਸੀਅਨ ਕਿਰਾਏਦਾਰ
সীমান্ত&#39;এ মানুহ,ਸਰਹੱਦੀ ਆਦਮੀ
গেলিয়ন,ਗੈਲੀਓਨ
গ্যালিকান (=গ্যালিকানিষ্ট),ਗੈਲੀਕਨ (=ਗੈਲੀਕਨਿਸਟ)
গ্যালিকানিজম,ਗੈਲੀਕਨਵਾਦ
গেৰিছন,ਗੈਰੀਸਨ
গল,ਗੌਲ
গাউণ্টলেট,ਗੌਂਟਲੇਟ
গাউণ্টলেট,ਗੌਂਟਲੇਟ
গেজেবো,ਗਾਜ਼ੇਬੋ
গেজেবো,ਗਾਜ਼ੇਬੋ
গেজেবো,ਗਾਜ਼ੇਬੋ
বংশাৱলীৰ ইতিহাস,ਵੰਸ਼ਾਵਲੀ ਇਤਿਹਾਸ
বংশাৱলীৰ ৰেকৰ্ড,ਵੰਸ਼ਾਵਲੀ ਰਿਕਾਰਡ
বংশাৱলীৰ তালিকা,ਵੰਸ਼ਾਵਲੀ ਸਾਰਣੀ
বংশাৱলীৰ গছ,ਵੰਸ਼ਾਵਲੀ ਰੁੱਖ
বংশাৱলী,ਵੰਸ਼ਾਵਲੀ
বংশাৱলী,ਵੰਸ਼ਾਵਲੀ
প্ৰজন্ম,ਪੀੜ੍ਹੀ
গণহত্যা,ਨਸਲਕੁਸ਼ੀ
অনা-ইহুদী,ਗ਼ੈਰ-ਯਹੂਦੀ
অনা-ইহুদী,ਗ਼ੈਰ-ਯਹੂਦੀ
অনা-ইহুদী,ਗ਼ੈਰ-ਯਹੂਦੀ
অনা-ইহুদী,ਗ਼ੈਰ-ਯਹੂਦੀ
গেট্টো,ਘੇਟੋ
গেট্টো,ਘੇਟੋ
গিবেট,ਗਿੱਬਟ
গিল্ড (=গিল্ড),ਗਿਲਡ (=ਗਿਲਡ)
গ্লেডিয়েটাৰ,ਗਲੇਡੀਏਟਰ
গৌৰৱময় বিপ্লৱ,ਸ਼ਾਨਦਾਰ ਇਨਕਲਾਬ
গোল্ডেন হৰ্ড,ਗੋਲਡਨ ਹੋਰਡ
গ্ৰেণ্ড এলায়েন্স,ਮਹਾਨ ਗਠਜੋੜ
গ্ৰেণ্ডী,ਗ੍ਰੈਂਡੀ
গ্ৰেণ্ড চাইন&#39;ৰ,ਗ੍ਰੈਂਡ ਸਾਈਨਰ
গ্ৰেণ্ড চাইন&#39;ৰ,ਗ੍ਰੈਂਡ ਸਾਈਨਰ
মহান গৃহযুদ্ধ,ਮਹਾਨ ਸਿਵਲ ਯੁੱਧ
মহান প্ৰস্থান (বুদ্ধৰ),ਮਹਾਨ ਵਿਦਾਇਗੀ (ਬੁੱਧ ਦਾ)
বৃহত্তৰ ভাৰত,ਗ੍ਰੇਟਰ ਇੰਡੀਆ
গ্ৰেট হেলাছ,ਮਹਾਨ Hellas
গ্ৰেট হৰ্ড,ਮਹਾਨ ਭੀੜ
মহান পৰিত্যাগ (=মহান প্ৰস্থান),ਮਹਾਨ ਤਿਆਗ (= ਮਹਾਨ ਰਵਾਨਗੀ)
গ্ৰেট ছিল,ਮਹਾਨ ਸੀਲ
গ্ৰেট ট্ৰেক,ਮਹਾਨ ਟ੍ਰੈਕ
গ্ৰেট ভেহিকেল,ਮਹਾਨ ਵਾਹਨ
চীনৰ গ্ৰেট ৱাল,ਚੀਨ ਦੀ ਮਹਾਨ ਕੰਧ
গ্ৰেভ,ਗ੍ਰੀਵ
গাৰ্ড-চেম্বাৰ,ਗਾਰਡ-ਚੰਬਰ
গাৰ্ড-চেম্বাৰ,ਗਾਰਡ-ਚੰਬਰ
গাৰ্ড-চেম্বাৰ,ਗਾਰਡ-ਚੰਬਰ
গুপ্তাছ,ਗੁਪਤਾ
হেজিঅ’গ্ৰাফী,ਹੈਜੀਓਗ੍ਰਾਫੀ
হেজিঅ’গ্ৰাফী,ਹੈਜੀਓਗ੍ਰਾਫੀ
হেজিঅ’লজি,ਹੈਜੀਓਲੋਜੀ
হেজিঅ’লজি,ਹੈਜੀਓਲੋਜੀ
ব্যক্তিগত দৰ্শকৰ হল,ਨਿੱਜੀ ਦਰਸ਼ਕਾਂ ਦਾ ਹਾਲ
ৰাজহুৱা দৰ্শকৰ হল,ਜਨਤਕ ਦਰਸ਼ਕਾਂ ਦਾ ਹਾਲ
হেচমেণ্ট,ਹੈਚਮੈਂਟ
হেথেন,ਈਥਨ
হেথেন,ਈਥਨ
হেথেনিজম,ਹੇਥਨਿਜ਼ਮ
হেগিৰা (হেজেৰা),ਹੇਗੀਰਾ (ਹੀਜਰਾ)
হেলেনিজম,ਹੇਲੇਨਿਜ਼ਮ
হেলট,ਹੇਲੋਟ
হেৰাল্ড্ৰি,ਹੇਰਾਲਡਰੀ
ঐতিহ্য,ਵਿਰਾਸਤ
হাইৰ’গ্লিফিক ৰৈখিক আখৰ,ਹਾਇਰੋਗਲਿਫਿਕ ਰੇਖਿਕ ਅੱਖਰ
হাইৰ&#39;গ্লিফিক লিপি,ਹਾਇਰੋਗਲਿਫਿਕ ਲਿਪੀ
হাই চাৰ্চ,ਉੱਚ ਚਰਚ
হাই লেণ্ডাৰ,ਉੱਚ ਲੈਂਡਰ
হিন্দু ধৰ্ম,ਹਿੰਦੂ ਧਰਮ
ইতিহাসবিদ,ਇਤਿਹਾਸਕਾਰ
ইতিহাসবিদ,ਇਤਿਹਾਸਕਾਰ
ঐতিহাসিক বস্তুবাদ,ਇਤਿਹਾਸਕ ਪਦਾਰਥਵਾਦ
ঐতিহাসিক যুগ,ਇਤਿਹਾਸਕ ਯੁੱਗ
ঐতিহাসিক সীমান্ত,ਇਤਿਹਾਸਕ ਸਰਹੱਦ
ইতিহাসবিদ,ਇਤਿਹਾਸਕਾਰ
ইতিহাসবিদ,ਇਤਿਹਾਸਕਾਰ
ইতিহাস লেখা,ਇਤਿਹਾਸਕਾਰੀ
ইতিহাস লেখা,ਇਤਿਹਾਸਕਾਰੀ
ইতিহাস,ਇਤਿਹਾਸ
হিট্টী সাম্ৰাজ্য,ਹਿੱਟੀ ਸਾਮਰਾਜ
পবিত্ৰ মিত্ৰতা,ਪਵਿੱਤਰ ਗਠਜੋੜ
পবিত্ৰ নগৰ,ਪਵਿੱਤਰ ਸ਼ਹਿਰ
পবিত্ৰ নগৰ,ਪਵਿੱਤਰ ਸ਼ਹਿਰ
পবিত্ৰ ভূমি,ਪਵਿੱਤਰ ਧਰਤੀ
পবিত্ৰ ভূমি,ਪਵਿੱਤਰ ਧਰਤੀ
হলি লীগ,ਹੋਲੀ ਲੀਗ
হলি লীগ,ਹੋਲੀ ਲੀਗ
পবিত্ৰ ৰোমান সাম্ৰাজ্য (=The Empire),ਪਵਿੱਤਰ ਰੋਮਨ ਸਾਮਰਾਜ (= ਸਾਮਰਾਜ)
পবিত্ৰ সাগৰ,ਪਵਿੱਤਰ ਸਾਗਰ
পবিত্ৰ সাগৰ,ਪਵਿੱਤਰ ਸਾਗਰ
পবিত্ৰ যুদ্ধ,ਪਵਿੱਤਰ ਜੰਗ
পবিত্ৰ যুদ্ধ,ਪਵਿੱਤਰ ਜੰਗ
গৃহ চৰকাৰ,ਗ੍ਰਹਿ ਸਰਕਾਰ
হোম গাৰ্ড,ਹੋਮ ਗਾਰਡ
গৃহভূমি,ਹੋਮਲੈਂਡ
গৃহ শাসন,ਘਰੇਲੂ ਨਿਯਮ
হোম ৰুল,ਹੋਮ ਰੂਲ
হৰ্ড,ਹੋਰਡ
হৰ্ড,Horde
শত্ৰুতাপূৰ্ণ দেশ,ਦੁਸ਼ਮਣ ਦੇਸ਼
শত্ৰুতাপূৰ্ণ ভূমি,ਵਿਰੋਧੀ ਜ਼ਮੀਨ
hot pursuit,ਗਰਮ ਪਿੱਛਾ
ঘৰ,ਘਰ
ঘৰ,ਘਰ
হাউচ অৱ কমনছ,ਹਾਊਸ ਆਫ ਕਾਮਨਜ਼
হাউচ অৱ লৰ্ডছ,ਲਾਰਡਸ ਦਾ ਘਰ
প্ৰতিনিধি সদন,ਪ੍ਰਤੀਨਿਧ ਸਦਨ
হুগুয়েনট,ਹਿਊਗਨੋਟਸ
মানৱতাবাদ,ਮਾਨਵਵਾਦ
মানৱতাবাদী,ਮਾਨਵਵਾਦੀ
শত Yesrs&#39; যুদ্ধ,ਸੌ ਯਸਰਸ ਦੀ ਜੰਗ
হাংকাৰ,ਹੰਕਾਰ
ইবাদাত খানা (পূজাৰ ঘৰ),ਇਬਾਦਤ ਖਾਨਾ (ਪੂਜਾ ਘਰ)
আইকনক্লাষ্ট,ਆਈਕੋਨੋਕਲਾਸਟ
মূৰ্তিপূজক,ਮੂਰਤੀਕਾਰ
ইলাহি যুগ,ਇਲਾਹੀ ਯੁੱਗ
অবৈধ যুদ্ধ,ਗੈਰ-ਕਾਨੂੰਨੀ ਜੰਗ
আলোকিত পাণ্ডুলিপি,ਪ੍ਰਕਾਸ਼ਿਤ ਖਰੜੇ
সচিত্ৰ পাণ্ডুলিপি,ਚਿੱਤਰਿਤ ਹੱਥ-ਲਿਖਤ
সচিত্ৰ পাণ্ডুলিপি,ਚਿੱਤਰਿਤ ਹੱਥ-ਲਿਖਤ
ইমাম (ইমাউম),ਇਮਾਮ (ਇਮਾਮ)
ইমামত,ਇਮਾਮਤ
ইমামত,ਇਮਾਮਤ
ইমাম্বৰা,ਇਮਾਮਬਾਰਾ
ইম্পেৰিয়েল,ਸ਼ਾਹੀ
ইম্পেৰিয়েল চিটি,ਸ਼ਾਹੀ ਸ਼ਹਿਰ
সাম্ৰাজ্যবাদ,ਸਾਮਰਾਜਵਾਦ
ইম্পেৰিয়েল পছন্দ,ਸ਼ਾਹੀ ਤਰਜੀਹ
নীতিহীনতা,ਅਵਿਵਸਥਾ
ভণ্ড,ਪਾਖੰਡੀ
কাৰাবাস,ਕੈਦ
কাৰাবাস,ਕੈਦ
আক্ৰমণ,ਘੁਸਪੈਠ
আক্ৰমণকাৰী,ਘੁਸਪੈਠ ਕਰਨ ਵਾਲਾ
স্বাধীনতা,ਸੁਤੰਤਰਤਾ
স্বাধীনতা দিৱস,ਅਜਾਦੀ ਦਿਵਸ
স্বাধীনতা প্ৰেক্ষাগৃহ,ਸੁਤੰਤਰਤਾ ਹਾਲ
ভাৰতীয় আমেৰিকান (=ৰেড ইণ্ডিয়ান=আমেৰিকান ইণ্ডিয়ান),ਭਾਰਤੀ ਅਮਰੀਕਨ (= ਲਾਲ ਭਾਰਤੀ = ਅਮਰੀਕੀ ਭਾਰਤੀ)
ইণ্ডিয়ান হোম ৰুল লীগ,ਇੰਡੀਅਨ ਹੋਮ ਰੂਲ ਲੀਗ
ঔদ্যোগিক বিপ্লৱ,ਉਦਯੋਗਿਕ ਕ੍ਰਾਂਤੀ
কাফিৰ,ਬੇਵਫ਼ਾਈ
কাফিৰ,ਬੇਵਫ਼ਾਈ
অনুপ্ৰৱেশ,ਘੁਸਪੈਠ
অনুপ্ৰৱেশকাৰী,ਘੁਸਪੈਠ ਕਰਨ ਵਾਲਾ
তথ্যদাতা,ਸੂਚਨਾ ਦੇਣ ਵਾਲਾ
তথ্যদাতা,ਸੂਚਨਾ ਦੇਣ ਵਾਲਾ
তথ্যদাতা,ਸੂਚਨਾ ਦੇਣ ਵਾਲਾ
তথ্যদাতা,ਸੂਚਨਾ ਦੇਣ ਵਾਲਾ
প্ৰৱেশ,ਪ੍ਰਵੇਸ਼
প্ৰৱেশ,ਪ੍ਰਵੇਸ਼
প্ৰৱেশ,ਪ੍ਰਵੇਸ਼
বাসস্থান,ਨਿਵਾਸ
বাসিন্দা,ਵਾਸੀ
উত্তৰাধিকাৰ,ਵਿਰਾਸਤ
উত্তৰাধিকাৰ,ਵਿਰਾਸਤ
উত্তৰাধিকাৰ,ਵਿਰਾਸਤ
শিলালিপি,ਸ਼ਿਲਾਲੇਖ
চিহ্ন,ਨਿਸ਼ਾਨ
যোগদানৰ যন্ত্ৰ,ਪਹੁੰਚ ਦਾ ਸਾਧਨ
চৰকাৰৰ আহিলা,ਸਰਕਾਰ ਦਾ ਸਾਧਨ
বিদ্ৰোহ (বিদ্ৰোহ),ਬਗਾਵਤ (ਵਿਦਰੋਹ)
বিদ্ৰোহী,ਵਿਦਰੋਹੀ
বিদ্ৰোহ,ਬਗਾਵਤ
বিদ্ৰোহ,ਬਗਾਵਤ
সংহতি,ਏਕੀਕਰਣ
ৰেকৰ্ডৰ অখণ্ডতা,ਰਿਕਾਰਡ ਦੀ ਇਕਸਾਰਤਾ
ৰাজ্যসমূহৰ অখণ্ডতা,ਰਾਜਾਂ ਦੀ ਅਖੰਡਤਾ
বুদ্ধিমান (Intelligentzia),ਬੁੱਧੀਜੀਵੀ (ਇੰਟੈਲੀਜੈਂਟਜ਼ੀਆ)
মধ্যস্থতা,ਵਿਚੋਲਗੀ
