Assamese,Kannada
"উন্নয়নৰ সময়, উন্নয়নৰ সময়","ಅಭಿವೃದ್ಧಿಯ ಅವಧಿ, ಅಭಿವೃದ್ಧಿಯ ಅವಧಿ"
"বৃদ্ধি, বিকাশ, ব্যক্তিগতকৰণ","ಬೆಳವಣಿಗೆ, ಅಭಿವೃದ್ಧಿ, ವೈಯಕ್ತೀಕರಣ"
বিচ্যুতি,ವಿಚಲನ
বিচ্যুতি সহগ,ವಿಚಲನ ಗುಣಾಂಕ
"বিচ্যুতি উপাদান, সংকোচন উপাদান","ವಿಚಲನ ಘಟಕ, ಸಂಕುಚಿತ ಘಟಕ"
বিচ্ছিন্নতা পৰিঘটনা,ಭಿನ್ನಾಭಿಪ್ರಾಯ ವಿದ್ಯಮಾನ
উৰণ পথ সূচক,ವಿಮಾನ ಮಾರ್ಗ ಸೂಚಕ
বিচ্যুতি সূচক,ವಿಚಲನ ಸೂಚಕ
বিচ্যুত,ವಕ್ರವಾದ
ডিভিয়েন্ট ফ্যাক্টৰ,ವಿಕೃತ ಅಂಶ
বিস্তাৰিত চাপ,ಪ್ರಸರಣ ಒತ್ತಡ
অৱক্ষয়ী,ಕೆಳಮಟ್ಟಕ್ಕಿಳಿದ
শিশিৰ,ಇಬ್ಬನಿ
লক্ষ্য আগতীয়া সতৰ্কবাণী,ಗುರಿ ಮುಂಚಿನ ಎಚ್ಚರಿಕೆ
শিশিৰ বিন্দু হাইগ্ৰ&#39;মিটাৰ,ಡ್ಯೂ ಪಾಯಿಂಟ್ ಹೈಗ್ರೋಮೀಟರ್
dueline,ಡ್ಯುಲೈನ್
শিশিৰ বিন্দু,ಇಬ್ಬನಿ ಬಿಂದು
ডুয়েৰ কেলৰিমিটাৰ,ಡ್ಯುಯರ್ ಕ್ಯಾಲೋರಿಮೀಟರ್
হৰিণৰ ফ্লাস্ক,ಜಿಂಕೆ ಫ್ಲಾಸ್ಕ್
dx (ইউনিট),dx (ಘಟಕ)
ঘড়ীৰ কাঁটাৰ দিশত,ಪ್ರದಕ್ಷಿಣಾಕಾರವಾಗಿ
দক্ষিণ মেৰুকৰণকাৰী,ದಕ್ಷಿಣ ಧ್ರುವೀಕರಣ
bi,ದ್ವಿ
এণ্ডোস্পাৰ্ম,ಎಂಡೋಸ್ಪರ್ಮ್
দ্বি-আইছ’ট’পিক মৌল,ದ್ವಿ-ಐಸೋಟೋಪಿಕ್ ಅಂಶಗಳು
মুক্ত-জীৱন,ಮುಕ್ತ ಜೀವನ
ওজনযুক্ত বিকিৰণ,ತೂಕದ ವಿಕಿರಣ
ডাবল অক্ষ,ಎರಡು ಅಕ್ಷ
ডাবল ফ&#39;কাচ পইণ্ট,ಡಬಲ್ ಫೋಕಸ್ ಪಾಯಿಂಟ್
ডায়েগনষ্টিকছ,ರೋಗನಿರ್ಣಯ
ডায়েগনষ্টিক পৰীক্ষা,ರೋಗನಿರ್ಣಯ ಪರೀಕ್ಷೆ
ডায়েগনষ্টিক ৰুটিন,ರೋಗನಿರ್ಣಯದ ದಿನಚರಿ
ডায়েগনষ্টিক পৰীক্ষা,ರೋಗನಿರ್ಣಯ ಪರೀಕ್ಷೆ
তিৰ্যক,ಕರ್ಣೀಯ
তিৰ্যক অক্ষ,ಕರ್ಣೀಯ ಅಕ್ಷ
তিৰ্যক চকু,ಕರ್ಣೀಯ ಕಣ್ಣು
তিৰ্যক পিতৃ-মাতৃ,ಕರ್ಣೀಯ ಪೋಷಕ
তিৰ্যক তুৰিয়া এন্টেনা,ಕರ್ಣ ತುರ್ಯ ಆಂಟೆನಾ
ডায়েগ্ৰাম,ರೇಖಾಚಿತ್ರ
অংকন কৰি থকা,ಚಿತ್ರ
অংকন পদ্ধতি,ರೇಖಾಚಿತ್ರ ವಿಧಾನ
চিত্ৰাঙ্কিত উপস্থাপন,ಚಿತ್ರಾತ್ಮಕ ಪ್ರಾತಿನಿಧ್ಯ
ডায়েল কৰক,ಡಯಲ್ ಮಾಡಿ
টেলিফোন চেণ্টাৰ ডায়েল কৰক,ದೂರವಾಣಿ ಕೇಂದ್ರವನ್ನು ಡಯಲ್ ಮಾಡಿ
"dialyukt দলং, dialyukt দলং","dialyukt ಸೇತುವೆ, dialyukt ಸೇತುವೆ"
ডায়েল পইণ্টাৰ,ಡಯಲ್ ಪಾಯಿಂಟರ್
ডায়েল চুইচ,ಡಯಲ್ ಸ್ವಿಚ್
ডায়েল থাৰ্মোমিটাৰ,ಡಯಲ್ ಥರ್ಮಾಮೀಟರ್
ডায়েল টোন,ಡಯಲ್ ಟೋನ್
ডায়েলবক্স,ಡಯಲ್ ಬಾಕ್ಸ್
ডাইমেগনেটিক ফাৰাডে ইফেক্ট,ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ಫ್ಯಾರಡೆ ಪರಿಣಾಮ
ডাইমেগনেটিক,ಕಾಂತೀಯ
ডাইমেগনেটিক মডুলাছ,ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ಮಾಡ್ಯುಲಸ್
ডাইমেগনেটিক মুহূৰ্ত,ಡೈಮ್ಯಾಗ್ನೆಟಿಕ್ ಕ್ಷಣ
ডাইমেগনেটিক অনুনাদ,ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ರೆಸೋನೆನ್ಸ್
ডাইমেগনেটিক শ্বিল্ডিং,ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ಶೀಲ್ಡ್
ডাইমেগনেটিক পদাৰ্থ,ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ವಸ್ತು
ডাইমেগনেটিক প্ৰৱণতা,ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ಪ್ರವೃತ್ತಿ
ডাইমেগনেটিক আয়তন,ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ಪರಿಮಾಣ
"ডাইমেগনেট&#39;লজী, ডাইমেগনেটিক পদাৰ্থ","ಡಯಾಮ್ಯಾಗ್ನೆಟಾಲಜಿ, ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ವಸ್ತು"
ডাইমেগনেটিজম,ಕಾಂತೀಯತೆ
ব্যাস,ವ್ಯಾಸ
ব্যাসৰ সমতল,ವ್ಯಾಸದ ಸಮತಲ
ডায়েমেট্ৰিকভাৱে বিপৰীত,ಸಂಪೂರ್ಣವಾಗಿ ವಿರುದ್ಧವಾಗಿ
"হীৰা, হীৰা","ವಜ್ರ, ವಜ್ರ"
ৰম্বছ এন্টেনা,ರೋಂಬಸ್ ಆಂಟೆನಾ
"হীৰাৰ জালি, বজ্ৰপাত","ವಜ್ರದ ಜಾಲರಿ, ಸಿಡಿಲು"
ডাইপাজেন,ಡಯಾಪೇಜೆನ್
"ডায়েফ্ৰাম, ডায়েফ্ৰাম","ಡಯಾಫ್ರಾಮ್, ಡಯಾಫ್ರಾಮ್"
ডায়েফ্ৰাম মটৰ বল,ಡಯಾಫ್ರಾಮ್ ಮೋಟಾರ್ ಬಲ
ডায়েফ্ৰাম প্ৰশাসন,ಡಯಾಫ್ರಾಮ್ ಆಡಳಿತ
ডাইস্প&#39;ৰ&#39;মিটাৰ,ಡಯಾಸ್ಪೊರೊಮೀಟರ್
তাপীয় আৱৰণ,ಉಷ್ಣ ಕವರ್
তাপ পাৰ্যমান্যতা,ಶಾಖದ ಪ್ರವೇಶಸಾಧ್ಯತೆ
তাপ বিনিময়,ಶಾಖ ವಿನಿಮಯ
তাপ বিনিময়,ಶಾಖ ವಿನಿಮಯ
থাৰ্মোমিটাৰ,ಥರ್ಮಾಮೀಟರ್
ডায়েথাৰ্মী,ಡೈಥರ್ಮಿ
ডাইটমিক,ಡಯಾಟಮಿಕ್
ডাইটমিক অণু,ಡಯಾಟಮಿಕ್ ಅಣು
"ডাইটমিক ৰোটাৰ, ডাইটমিক ৰোটাৰ","ಡಯಾಟೊಮಿಕ್ ರೋಟರ್, ಡಯಾಟೊಮಿಕ್ ರೋಟರ್"
"ডাইটনিক স্বৰাগ্ৰাম, ডাইটনিক স্বৰাগ্ৰাম","ಡಯಾಟೋನಿಕ್ ಸ್ವರಗ್ರಾಮ್, ಡಿಟೋನಿಕ್ ಸ್ವರಗ್ರಾಮ್"
ডাইঅ&#39;ড-কেপাচিটৰ সংৰক্ষণ,ಡಯೋಡ್-ಕೆಪಾಸಿಟರ್ ಸಂಗ್ರಹಣೆ
বাইনাৰেল শ্ৰৱণ,ಬೈನೌರಲ್ ವಿಚಾರಣೆ
দ্বৈত চলক,ದ್ವಿಮುಖ ವೇರಿಯಬಲ್
to bifurcate,ಇಬ್ಭಾಗಿಸಲು
দ্বিবিভাজন অক্ষ,ಕವಲೊಡೆಯುವ ಅಕ್ಷ
দ্বিবিভাজন শাখা,ಕವಲೊಡೆಯುವ ಶಾಖೆ
দ্বিমুখী অন্বেষণ,ದ್ವಿಮುಖ ಪರಿಶೋಧನೆ
দ্বিবিভাজন ব্যৱস্থা,ವಿಭಜನೆ ವ್ಯವಸ್ಥೆ
দ্বিবিভক্ত চলক,ವಿಭಜಿತ ವೇರಿಯಬಲ್
"bifurcation, আধা শিল্প","ವಿಭಜನೆ, ಅರ್ಧ ಕಲೆ"
"দ্বিৰঙী, দ্বিৰঙী","ದ್ವಿವರ್ಣ, ದ್ವಿವರ್ಣ"
ডাবল ৰঙীনতা,ಡಬಲ್ ವರ್ಣೀಯತೆ
ডাইৰঙী দাপোন,ದ್ವಿವರ್ಣ ಕನ್ನಡಿ
দ্বিৰঙী অনুপাত,ದ್ವಿವರ್ಣ ಅನುಪಾತ
দুগুণ কৰা হৈছে,ದುಪ್ಪಟ್ಟಾಯಿತು
মেৰু দ্বৈততাবাদ,ಧ್ರುವೀಯ ಡೈಕ್ರೊಮ್ಯಾಟಿಸಮ್
ডাইক্ৰ&#39;মেট কোষ,ಡೈಕ್ರೋಮೇಟ್ ಕೋಶ
"ডাইক্ৰমেটিজম, ভিজুৱেল ডাইক’টমী, লেভেল ডাইক্ৰ’মেটিজম","ಡೈಕ್ರೊಮ್ಯಾಟಿಸಮ್, ದೃಶ್ಯ ದ್ವಿಗುಣ, ಮಟ್ಟದ ಡೈಕ್ರೊಮ್ಯಾಟಿಸಮ್"
বাইনোকুলাৰ,ದುರ್ಬೀನು
ডিক্টাফোন,ಡಿಕ್ಟಾಫೋನ್
ডাইলেক্ট্ৰিক তাপ,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಶಾಖ
ডাইলেক্ট্ৰিক চুম্বকত্ব,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಕಾಂತೀಯತೆ
অডিঅ&#39;গ্ৰাফাৰ,ಆಡಿಯೋಗ್ರಾಫರ್
ডাইলেক্ট্ৰিক শোষণ,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಹೀರಿಕೊಳ್ಳುವಿಕೆ
ডাইলেক্ট্ৰিক এন্টেনা,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಆಂಟೆನಾ
ডাইলেক্ট্ৰিক ব্ৰেক,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಬ್ರೇಕ್
ডাইলেক্ট্ৰিক সংহতি,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಒಗ್ಗಟ್ಟು
ডাইলেক্ট্ৰিক সূচকাংক,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಸೂಚ್ಯಂಕ
ডাইলেক্ট্ৰিক কাৰেণ্ট,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಕರೆಂಟ್
ডাইলেক্ট্ৰিক বিচ্যুতি,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಸ್ಥಳಾಂತರ
ডাইলেক্ট্ৰিক ক্ষয়,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಕೊಳೆತ
ডাইলেক্ট্ৰিক ইফেক্ট,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಪರಿಣಾಮ
ডাইলেক্ট্ৰিক এলিপছয়ড,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ದೀರ್ಘವೃತ್ತ
ডাইলেক্ট্ৰিক ক্লান্তি,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಆಯಾಸ
ডাইলেক্ট্ৰিক হিটিং,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ತಾಪನ
ডাইলেক্ট্ৰিক চিনকোপ,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಸಿಂಕೋಪ್
ডাইলেক্ট্ৰিক ক্ষতি,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ನಷ್ಟ
ডাইলেক্ট্ৰিক চুম্বকত্ব,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಕಾಂತೀಯತೆ
ডাইলেক্ট্ৰিক সূচকাংক,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಸೂಚ್ಯಂಕ
ডাইলেক্ট্ৰিক ফেজ এংগেল,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಹಂತದ ಕೋನ
ডাইলেক্ট্ৰিক মেৰুকৰণ,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಧ್ರುವೀಕರಣ
ডাইলেক্ট্ৰিক শক্তি-সহগ,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಪವರ್-ಗುಣಾಂಕ
ডাইলেক্ট্ৰিক ক্লান্তি,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಆಯಾಸ
ডাইলেক্ট্ৰিক বাৰ এন্টেনা,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಬಾರ್ ಆಂಟೆನಾ
ডাইলেক্ট্ৰিক শক্তি,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಶಕ್ತಿ
ডাইলেক্ট্ৰিক প্ৰৱণতা,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಪ್ರವೃತ್ತಿ
ডাইলেক্ট্ৰিক ফিল্ড,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಕ್ಷೇತ್ರ
ডাইলেক্ট্ৰিক ফেন,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಫ್ಯಾನ್
ডাইলেক্ট্ৰিকছ,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ಸ್
পৰজীৱী,ಪರಾವಲಂಬಿ
ডিজেল চক্ৰ,ಡೀಸೆಲ್ ಸೈಕಲ್
ডিজেল ইঞ্জিন,ಡೀಸಲ್ ಯಂತ್ರ
গেপ,ಅಂತರ
ডিষ্টিংচন এম্প্লিফায়াৰ,ಡಿಸ್ಟಿಂಕ್ಷನ್ ಆಂಪ್ಲಿಫೈಯರ್
হস্তক্ষেপ বেণ্ড,ಹಸ್ತಕ್ಷೇಪ ಬ್ಯಾಂಡ್
আন্তঃআণৱিক বক্ৰ,ಇಂಟರ್ಮೋಲಿಕ್ಯುಲರ್ ಕರ್ವ್
ডিফাৰেন্সিয়েল ডিটেক্টৰ,ಡಿಫರೆನ್ಷಿಯಲ್ ಡಿಟೆಕ್ಟರ್
"ডিফাৰেন্সিয়েল ফ্ৰিকুৱেন্সি, বিয়োগ কম্পাঙ্ক","ಭೇದಾತ್ಮಕ ಆವರ್ತನ, ವ್ಯವಕಲನ ಆವರ್ತನ"
ডিফাৰেন্সিয়েল ফাংচন,ಭೇದಾತ್ಮಕ ಕಾರ್ಯ
ডিফাৰেন্সিয়েল ইনডিকেটৰ ইলেক্ট্ৰ&#39;ড,ಭೇದಾತ್ಮಕ ಸೂಚಕ ವಿದ್ಯುದ್ವಾರ
"ডিফাৰেন্সিয়েল ছিল, ডিফাৰেন্সিয়েল লাইমেন","ಡಿಫರೆನ್ಷಿಯಲ್ ಸಿಲ್, ಡಿಫರೆನ್ಷಿಯಲ್ ಲೈಮನ್"
ফাঁক চিল,ಅಂತರ ಸಿಲ್
interlaced স্বৰবৰ্ণ,ಹೆಣೆದುಕೊಂಡ ಸ್ವರಗಳು
"ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, আন্তঃনিৰ্ভৰশীল, ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল","ಡಿಫರೆನ್ಷಿಯಲ್, ಡಿಫರೆನ್ಷಿಯಲ್, ಡಿಫರೆನ್ಷಿಯಲ್, ಡಿಫರೆನ್ಷಿಯಲ್, ಡಿಫರೆನ್ಷಿಯಲ್, ಡಿಫರೆನ್ಷಿಯಲ್"
ভিন্নতামূলক শোষণ,ಭೇದಾತ್ಮಕ ಹೀರಿಕೊಳ್ಳುವಿಕೆ
ডিষ্টিংচন এম্প্লিফায়াৰ,ಡಿಸ್ಟಿಂಕ್ಷನ್ ಆಂಪ್ಲಿಫೈಯರ್
ডিফাৰেন্সিয়েল এনালাইষ্ট,ಭೇದಾತ್ಮಕ ವಿಶ್ಲೇಷಕ
ডিফাৰেন্সিয়েটিং ডিভাইচ,ವಿಭಿನ್ನ ಸಾಧನ
ভিন্নতামূলক আকৰ্ষণ,ವಿಭಿನ್ನ ಆಕರ್ಷಣೆ
ডিফাৰেন্সিয়েল ইনক্লিনেচন কাৰ্ভ,ಭೇದಾತ್ಮಕ ಇಳಿಜಾರಿನ ರೇಖೆ
ভল্টেজ পাৰ্থক্য দলং,ವೋಲ್ಟೇಜ್ ವ್ಯತ್ಯಾಸ ಸೇತುವೆ
"পেনেট্ৰেটিভ থাৰ্মোমিটাৰ, পেনেট্ৰেটিভ কেলৰিমিটাৰ","ಪೆನೆಟ್ರೇಟಿವ್ ಥರ್ಮಾಮೀಟರ್, ಪೆನೆಟ್ರೇಟಿವ್ ಕ್ಯಾಲೋರಿಮೀಟರ್"
ডিফাৰেন্সিয়েল কেপাচিটেন্স,ಡಿಫರೆನ್ಷಿಯಲ್ ಕೆಪಾಸಿಟನ್ಸ್
ডিফাৰেন্সিয়েল কেপাচিটৰ,ಡಿಫರೆನ್ಷಿಯಲ್ ಕೆಪಾಸಿಟರ್
ডিফাৰেন্সিয়েল চেণ্ট্ৰিফিউগেচন,ಭೇದಾತ್ಮಕ ಕೇಂದ್ರಾಪಗಾಮಿ
ডিফাৰেন্সিয়েল চেণ্ট্ৰিপেটেল বেগ ক্ষেত্ৰ,ವಿಭಿನ್ನ ಕೇಂದ್ರಾಭಿಮುಖ ವೇಗ ಕ್ಷೇತ್ರ
ডিফাৰেন্সিয়েল চেল,ಭೇದಾತ್ಮಕ ಕೋಶ
ডিফাৰেন্সিয়েল চাৰ্কিট,ಡಿಫರೆನ್ಷಿಯಲ್ ಸರ್ಕ್ಯೂಟ್
ডিফাৰেন্সিয়েল সহগ,ಭೇದಾತ್ಮಕ ಗುಣಾಂಕ
বৈষম্যমূলক ৰাশিফল,ತಾರತಮ್ಯದ ಜಾತಕ
ডিফাৰেন্সিয়েল ৰিভিজন,ಭೇದಾತ್ಮಕ ಪರಿಷ್ಕರಣೆ
ডিফাৰেন্সিয়েল জ&#39;ন,ಭೇದಾತ್ಮಕ ವಲಯ
ডিফাৰেন্সিয়েল ডিটেক্টৰ,ಡಿಫರೆನ್ಷಿಯಲ್ ಡಿಟೆಕ್ಟರ್
ডিফাৰেন্সিয়েল প্ৰসাৰণ,ಭೇದಾತ್ಮಕ ಪ್ರಸರಣ
বৈষম্যমূলক,ತಾರತಮ್ಯ
অন্তৰ্স্থলীৰ ডুপ্লেক্স,ಇಂಟರ್ಸ್ಟಿಷಿಯಲ್ ಡ್ಯುಪ್ಲೆಕ್ಸ್
বিদ্যুৎচুম্বক,ಪ್ರಸ್ತುತ ವಿದ್ಯುತ್ಕಾಂತ
অৱভেদ্য সমীকৰণ,ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ
আপেক্ষিক বিস্তাৰ,ಸಾಪೇಕ್ಷ ಹರಡುವಿಕೆ
ভিন্নতামূলক বিলুপ্তি সহগ,ಡಿಫರೆನ್ಷಿಯಲ್ ಅಳಿವಿನ ಗುಣಾಂಕ
কম্পাঙ্ক-পাৰ্থক্য ফিল্টাৰ,ಆವರ್ತನ-ವ್ಯತ್ಯಾಸ ಫಿಲ್ಟರ್
ডিফাৰেন্সিয়েল ফিউজন,ಭೇದಾತ್ಮಕ ಸಮ್ಮಿಳನ
ডিষ্টিংচন স্ক&#39;ৰ,ವ್ಯತ್ಯಾಸ ಅಂಕ
"সংবেদনশীলতা কল নিয়ন্ত্ৰক, সংবেদনশীলতা কল নিয়ন্ত্ৰণ","ಸಂವೇದನಾ ಕರೆ ನಿಯಂತ್ರಕ, ಸಂವೇದನಾ ಕರೆ ನಿಯಂತ್ರಣ"
বিন্ধি গেলভেনোমিটাৰ,ಚುಚ್ಚುವ ಗಾಲ್ವನೋಮೀಟರ್
ইন্টাৰমিটাৰ আয়নীয়কৰণ কক্ষ,ಇಂಟರ್ಮೀಟರ್ ಅಯಾನೀಕರಣ ಚೇಂಬರ್
ডিফাৰেন্সিয়েল আইছ’ট’প পদ্ধতি,ಡಿಫರೆನ್ಷಿಯಲ್ ಐಸೊಟೋಪ್ ವಿಧಾನ
ডিফাৰেন্সিয়েল জ&#39;ল থমছন ইফেক্ট,ಡಿಫರೆನ್ಷಿಯಲ್ ಜೌಲ್ ಥಾಮ್ಸನ್ ಪರಿಣಾಮ
পাৰ্থক্যমূলক স্তৰ,ವಿಭಿನ್ನ ಮಟ್ಟ
পূৰ্ব-চৰ্তযুক্ত মডুলেচন,ಪೂರ್ವಾಪೇಕ್ಷಿತ ಮಾಡ್ಯುಲೇಶನ್
ভিন্নতামূলক মাধ্যম,ವಿಭಿನ್ನ ಮಾಧ್ಯಮ
বাইবাটন কাৰ্বন মাইক্ৰ&#39;ফোন,ಬಿಬಟನ್ ಕಾರ್ಬನ್ ಮೈಕ್ರೊಫೋನ್
ডিফাৰেন্সিয়েল চুম্বকীয়কৰণ,ಡಿಫರೆನ್ಷಿಯಲ್ ಮ್ಯಾಗ್ನೆಟೈಸೇಶನ್
সময়ে সময়ে,ಕಾಲಕಾಲಕ್ಕೆ
একমেৰু থুপ,ಏಕಧ್ರುವೀಯ ಕ್ಲಸ್ಟರ್
ব্যাসৰ পুলি,ವ್ಯಾಸದ ರಾಟೆ
"শ্বাণ্ট ৰিলে, শ্বাণ্ট ৰিলে","ಷಂಟ್ ರಿಲೇ, ಷಂಟ್ ರಿಲೇ"
ডিফাৰেন্সিয়েল ৰেজিষ্টেন্স,ಭೇದಾತ್ಮಕ ಪ್ರತಿರೋಧ
মাজে মাজে ঘূৰ্ণন,ಮಧ್ಯಂತರ ತಿರುಗುವಿಕೆ
ডিফাৰেন্সিয়েল স্কেনিং থাৰ্মোমিটাৰ,ಡಿಫರೆನ್ಷಿಯಲ್ ಸ್ಕ್ಯಾನಿಂಗ್ ಥರ್ಮಾಮೀಟರ್
ডিফাৰেন্সিয়েল স্ক্ৰু,ಡಿಫರೆನ್ಷಿಯಲ್ ಸ್ಕ್ರೂ
ডিফাৰেন্সিয়েল ক্লাজ,ಭೇದಾತ್ಮಕ ಷರತ್ತು
অন্তৰ্স্থলীৰ চেলেচিন,ತೆರಪಿನ ಸೆಲೆಸಿನ್
পেনেট্ৰেণ্ট ষ্টীম থাৰ্মোমিটাৰ,ನುಗ್ಗುವ ಉಗಿ ಥರ್ಮಾಮೀಟರ್
ডিফাৰেন্সিয়েল থাৰ্মেল এনালাইজাৰ,ಡಿಫರೆನ್ಷಿಯಲ್ ಥರ್ಮಲ್ ವಿಶ್ಲೇಷಕ
থাৰ্মোমিটাৰ থাৰ্মোইলেক্ট্ৰিক কাপল,ಥರ್ಮಾಮೀಟರ್ ಥರ್ಮೋಎಲೆಕ್ಟ್ರಿಕ್ ಜೋಡಿ
থাৰ্মোমিটাৰ থাৰ্মোইলেক্ট্ৰিক কাপল,ಥರ್ಮಾಮೀಟರ್ ಥರ್ಮೋಎಲೆಕ್ಟ್ರಿಕ್ ಜೋಡಿ
থাৰ্মোমিটাৰ,ಥರ್ಮಾಮೀಟರ್
ফাঁক চিল,ಅಂತರ ಸಿಲ್
মানসিক চাপযুক্ত কণ্ঠস্বৰ,ಒತ್ತು ಗಾಯನ
"পাৰ্থক্য পথৰ দৈৰ্ঘ্য, পাৰ্থক্য পথৰ দৈৰ্ঘ্য","ಡಿಫರೆನ್ಷಿಯಲ್ ಪಾತ್ ಲೆಂತ್, ಡಿಫರೆನ್ಷಿಯಲ್ ಪಾತ್ ಲೆಂಗ್ತ್"
ডিফাৰেন্সিয়েল ট্ৰেন্সডুচাৰ,ಭೇದಾತ್ಮಕ ಸಂಜ್ಞಾಪರಿವರ್ತಕ
ডিফাৰেন্সিয়েল ভেক্টৰ,ಡಿಫರೆನ್ಷಿಯಲ್ ವೆಕ್ಟರ್
ডিফাৰেন্সিয়েল বেগ,ಭೇದಾತ್ಮಕ ವೇಗ
ভল্টেজ গেজ,ವೋಲ್ಟೇಜ್ ಗೇಜ್
ব্যাসৰ চকা আৰু স্পিণ্ডিল,ವ್ಯಾಸದ ಚಕ್ರ ಮತ್ತು ಸ್ಪಿಂಡಲ್
পাৰ্থক্য কৰা,ಪ್ರತ್ಯೇಕಿಸಿ
"পৃথক, পৃথক","ವಿಭಿನ್ನ, ವಿಭಿನ್ನ"
ডিফাৰেন্সিয়েল পালছ,ಭೇದಾತ್ಮಕ ನಾಡಿ
ডিফাৰেন্সিয়েল চাৰ্কিট,ಡಿಫರೆನ್ಷಿಯಲ್ ಸರ್ಕ್ಯೂಟ್
"ডিফাৰেন্সিয়েল নেট, ডিফাৰেন্সিয়েল চাৰ্কিট","ಡಿಫರೆನ್ಷಿಯಲ್ ನೆಟ್‌ಗಳು, ಡಿಫರೆನ್ಷಿಯಲ್ ಸರ್ಕ್ಯೂಟ್‌ಗಳು"
"পাৰ্থক্য, পাৰ্থক্য","ವ್ಯತ್ಯಾಸ, ವ್ಯತ್ಯಾಸ"
ডিফাৰেন্সিয়েল অপাৰেটৰ,ಡಿಫರೆನ್ಷಿಯಲ್ ಆಪರೇಟರ್
ডিফাৰেন্সিয়েল,ಭೇದಾತ್ಮಕ
বিবৰ্তন,ವಿವರ್ತನೆ
কোৰ বিবৰ্তন,ಕೋರ್ ಡಿಫ್ರಾಕ್ಷನ್
এটা বাধাৰ মাজেৰে বিবৰ্তন,ತಡೆಗೋಡೆ ಮೂಲಕ ವಿವರ್ತನೆ
slit দ্বাৰা বিবৰ্তন,ಸ್ಲಿಟ್ನಿಂದ ವಿವರ್ತನೆ
বিবৰ্তন বেণ্ড,ಡಿಫ್ರಾಕ್ಷನ್ ಬ್ಯಾಂಡ್
বিবৰ্তন গ্ৰেটিং,ವಿವರ್ತನೆ ಗ್ರ್ಯಾಟಿಂಗ್
বিবৰ্তন গোট,ವಿವರ್ತನೆ ಗುಂಪು
বিবৰ্তন পৰিৱেশ,ವಿವರ್ತನೆ ಪರಿಸರ
বিবৰ্তনৰ সৰ্বোচ্চ,ಗರಿಷ್ಠ ವಿವರ್ತನೆ
নূন্যতম বিবৰ্তন,ಕನಿಷ್ಠ ವಿವರ್ತನೆ
বিবৰ্তন ছবি,ವಿವರ್ತನೆ ಚಿತ್ರ
বিবৰ্তন পৰ্দা,ವಿವರ್ತನೆ ಪೊರೆ
বিবৰ্তন বৰ্ণালী,ವಿವರ್ತನೆ ಸ್ಪೆಕ್ಟ್ರಮ್
উলটিব পৰা বিকৃতি,ಹಿಂತಿರುಗಿಸಬಹುದಾದ ವಿರೂಪ
বিবৰ্তনমাপক,ಡಿಫ್ರಾಕ್ಟೋಮೀಟರ್
"to diffuse (v.) বিস্তাৰ কৰা, বিয়পোৱা (v.)","ಹರಡಲು (ವಿ.) ಹರಡಲು, ಹರಡಲು (ವಿ.)"
বিক্ষিপ্ত ঘনত্ব,ಪ್ರಸರಣ ಸಾಂದ್ರತೆ
