Marathi,Assamese
"घनीभूत करणे, द्रव करणे, द्रव करणे","ঘনীভূত কৰা, তৰলীকৃত কৰা, তৰলীকৃত কৰা"
"घनरूप, द्रवरूप, संक्षिप्त","ঘনীভূত, তৰলীকৃত, সংকুচিত"
"कंडेनसर, कॅपेसिटर, कलेक्टर","কণ্ডেন্সাৰ, কেপাচিটৰ, সংগ্ৰাহক"
"स्थिती, स्थिती, स्थिती, स्थिती","অৱস্থা, অৱস্থা, অৱস্থা, অৱস্থা"
वाहकता,পৰিবাহীতা
चालक,ড্ৰাইভাৰ
ड्रायव्हिंग,ড্ৰাইভিং
वाहकता,পৰিবাহীতা
निष्ठा,ফিডেলিটি
"कॉन्फिगरेशन, कॉन्फिगरेशन","বিন্যাস, বিন্যাস"
कॉन्फिगरेशन,বিন্যাস
confocal,কনফ&#39;কেল
"एकरूपता, द्विध्रुवीयता, समानता","সমন্বয়, দ্বিমেৰুত্ব, সমতা"
"एकरूप, समान","congruent, একেধৰণৰ"
कोनिक,কনিক
"संयुग्मित करणे (v.), संयुग्मित होणे (ver.)","to conjugate (v.), সংযোগ কৰা (ver.)"
लॅटरल असोसिएटेड,পাৰ্শ্বীয় সংযুক্ত
साखळी संबंधित,শৃংখল সম্পৰ্কীয়
कनेक्टर लाइन,সংযোগকাৰী লাইন
कनेक्शन,সংযোগ
"प्रायोजक, कनेक्टर","পৃষ্ঠপোষক, সংযোগকাৰী"
सलग,একেৰাহে
संरक्षक,পৃষ্ঠপোষক
संरक्षक,পৃষ্ঠপোষক
"सुसंगतता, सुसंगतता, जाडी, जाडी","স্থায়িত্ব, স্থায়িত্ব, বেধ, বেধ"
"सुसंगत, विरुद्ध","সামঞ্জস্যপূৰ্ণ, বিপৰীত"
संवादात्मक,কথোপকথনমূলক
संवादात्मक,কথোপকথনমূলক
स्थिरता,স্থিৰতা
"स्थिर, स्थिर, अचल, न बदलणारा, एकसमान","স্থিৰ, স্থিৰ, স্থাৱৰ, অপৰিৱৰ্তিত, একেধৰণৰ"
कॉन्स्टंटन,কনষ্টেন্টান
सतत प्रवाह,অবিৰত প্ৰবাহ
covariate संख्या,সহচলক সংখ্যা
सर्किटची वैशिष्ट्ये,বৰ্তনীটোৰ বৈশিষ্ট্য
नक्षत्र,নক্ষত্ৰমণ্ডল
"रचना, रचना, रचना","ৰচনা, ৰচনা, গঠন"
प्रतिबंधित गती,বাধ্যতামূলক গতি
मर्यादा,বাধা
अरुंद करणे,সংকীৰ্ণ হোৱা
शाश्वत हस्तक्षेप,বহনক্ষম হস্তক্ষেপ
ऊर्जा वापरली,ব্যৱহৃত শক্তি
"स्पर्श, स्पर्श, स्पर्श","স্পৰ্শ, স্পৰ্শ, স্পৰ্শ"
"संपर्क, संपर्क","যোগাযোগ, যোগাযোগ"
दूषित होणे,দূষণ কৰা
"सामग्री, भाग, अर्धा","বিষয়বস্তু, অংশ, আধা"
"सातत्य, सातत्य","continuum, ধাৰাবাহিকতা"
राज्य सातत्य,অৱস্থাৰ ধাৰাবাহিকতা
"अखंड, अखंड, अखंड, अखंड, अखंड","অবিৰত, অবিচ্ছেদ্য, অবিচ্ছেদ্য, অবিৰত, অবিৰত"
सातत्य,ধাৰাবাহিকতা
"संकुचित करणे, संकुचित करणे (ver.)","সংকোচন কৰা, সংকোচন কৰা (ver.)"
संकुचित,সংকোচন
आकुंचन,সংকোচন
काउंटर-ऑर्बिटल दिशा,প্ৰতি-কক্ষপথৰ দিশ
संबंधित शरीर,আপেক্ষিক শৰীৰ
"कॉन्ट्रास्ट, कॉन्ट्रास्ट","কনট্ৰাষ্ট, কনট্ৰাষ্ট"
नियंत्रण,নিয়ন্ত্ৰণ
संवहन,সংবহন
पोचवणारी पोस्ट,কনভেয়িং পোষ্ট
रक्तवहिन्यासंबंधीचा,ভেছকুলাৰ
नियमित अणु वजन,নিয়মীয়া পাৰমাণৱিক ওজন
"अभिसरण करणे, अभिसरण करणे","to converge, অভিসৰণ কৰা"
"अभिसरण, अभिसरण","অভিসৰণ, অভিসৰণ"
अभिसरण लेन्स,কনভাৰ্জিং লেন্স
"विरुद्ध, विरुद्ध","বিপৰীত, বিপৰীত"
VICA उलट,VICA বিপৰীতে
रूपांतरण,ৰূপান্তৰ
रूपांतरित,ৰূপান্তৰিত
कनवर्टर,ৰূপান্তৰক
परिवर्तनीय लेन्स,কনভাৰ্টিবল লেন্স
उत्तल,উত্তল
बहिर्वक्रता,উত্তলতা
उत्तल,উত্তল
द्विउत्तल,দ্বি উত্তল
शीतलक,শীতল পদাৰ্থ
"थंडगार, थंडगार","শিতলকাৰী, চিলাৰ"
कूलिज ट्यूब,কুলিজ টিউব
थंड करणे,শীতল কৰা
शीतलक,শীতল পদাৰ্থ
सहकारी घटना,সমবায়ৰ পৰিঘটনা
"समन्वय, समन्वय","স্থানাংক, স্থানাংক"
दिग्दर्शक अक्ष,পৰিচালক অক্ষ
प्लॅनर,সমতল
सपाटपणा,সমতলতা
"कॉपी, कॉपी, कॉपी","কপি, কপি, কপি"
कोर,মুখ্য
कोर इलेक्ट्रॉन,কোৰ ইলেক্ট্ৰন
कोरिओलिस प्रवेग,ক’ৰিঅ’লিছ ত্বৰণ
कोरिओलिस बल,ক&#39;ৰিঅ&#39;লিছ বল
"किरीट, कोरोना","কিৰিট, কৰোনা"
कोरोना ऑस्ट्रेलिया,কৰ&#39;না অষ্ট্ৰেলিয়া
कोरोना बोरेलिस,corona borealis
सौर भडकणे,সৌৰ জ্বলন
ग्रेन्युल,গ্ৰেনুল
दाणेदार,গ্ৰেনুলাৰ
"बरोबर, बरोबर","শুদ্ধ, শুদ্ধ"
सुधारित,সংশোধিত
"सुधारणा, सुधारणा","সংশোধন, সংশোধন"
सह - संबंध,সহ - সম্পৰ্ক
"पत्रव्यवहार करणे, पत्रव्यवहार करणे","to correspond, to correspond"
असोसिएशनचे नियम,সংঘৰ নিয়মাৱলী
साथीदार,সংগীত
कोसाइन नियम,কোচাইন নিয়ম
जागा विपुलता,স্থানৰ প্ৰাচুৰ্য্য
वैश्विक,মহাজাগতিক
अंतराळ किरण फुटला,মহাকাশ ৰশ্মি ফাটি গ’ল
"अंतराळ किरण, वैश्विक किरण","মহাকাশ ৰশ্মি, মহাজাগতিক ৰশ্মি"
जागा पर्जन्य,মহাকাশৰ বৰষুণ
जागा,স্থান
वैश्विक,মহাজাগতিক
"कॉस्मॉलॉजी, कॉस्मॉलॉजी","ব্ৰহ্মাণ্ডবিজ্ঞান, ব্ৰহ্মাণ্ডবিজ্ঞান"
अंतराळवीर,মহাকাশচাৰী
अंतराळविज्ञान,মহাকাশ বিজ্ঞান
"कॉसमॉस, ब्रह्मांड","cosmos, বিশ্বব্ৰহ্মাণ্ড"
कूलॉम्ब,কুলম্ব
कुलोमी क्षेत्र,কুলোমি এলেকা
क्युलोमीटर,কুলোমিটাৰ
"मोजणे, मोजणे, मोजणे, मोजणे","গণনা, গণনা, গণনা, গণনা"
"मोजणी, उलट मोजणी","গণনা, বিপৰীত গণনা"
"कॅल्क्युलेटर, काउंटर, पॅनेल","কেলকুলেটৰ, কাউণ্টাৰ, পেনেল"
घड्याळाच्या उलट दिशेने,ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত
"रिव्हर्स करंट, काउंटर करंट","ৰিভাৰ্ছ কাৰেণ্ট, কাউণ্টাৰ কাৰেণ্ট"
विरोधी इलेक्ट्रोमोटिव्ह शक्ती,বিপৰীতমুখী বিদ্যুৎ গতিশীল বল
प्रतिनियुक्ती,ডেপুটেচন
उलट धड,ৰিভাৰ্ছ টৰ্চ
गणना दर,গণনাৰ হাৰ
"मोजणे, मोजणे-संख्या, मोजणे, मोजणे","গণনা, গণনা-সংখ্যা, গণনা, গণনা"
सक्तीची जोडी,বল যোৰ
जोडलेले,সংযুক্ত
जोडणारा,কাপলাৰ
जोडणी,কাপলিং
"इच्छित दिशा, मार्ग, मार्ग","উদ্দেশ্যপ্ৰণোদিত দিশ, পথ, পথ"
सहसंयोजकता,সহযোগীতা
सहसंयोजकता,সহযোগীতা
सहकारी,সহযোগী
सहप्रसरण,সহাৱস্থান
सहवर्ती,সমান্তৰাল
"कव्हरेज क्षेत्र, प्रसारण क्षेत्र","কভাৰেজ এলেকা, সম্প্ৰচাৰ এলেকা"
कव्हर शीट,কভাৰ শ্বীট
बडबड,chatter
प्रजनन दर,উৰ্বৰতাৰ হাৰ
किंचित विकृती,সামান্য বিকৃতি
शिखर,শিখৰ
"निकष, निकष","মাপকাঠী, মাপকাঠী"
गंभीर,জটিল অৱস্থা
गंभीरता,সমালোচনাত্মকতা
मकर क्लिप,মকৰ ৰাশিৰ ক্লিপ
बदमाशांचे गडद साम्राज्य,কুটিলৰ অন্ধকাৰ ৰাজ্য
क्रॉस क्रॉस हायब्रिडायझेशन,ক্ৰছ-হাইব্ৰিড হাইব্ৰিডাইজেচন
क्रॉस बँड संप्रेषण,ক্ৰছ বেণ্ড যোগাযোগ
असंबद्ध व्यक्तिचित्रण,অপ্রাসংগিক চৰিত্ৰৰ ব্যক্তিত্ব
क्रॉस संबंध,ক্ৰছ টাই
ओलांडलेले क्षेत्र,ক্ৰছ কৰা এলেকা
किमान विकृती लेन्स,লেষ্ট এবেৰেচন লেন্স
क्रॉस उत्पादन,ক্ৰছ প্ৰডাক্ট
असंबद्ध सिग्नल,অপ্রাসংগিক সংকেত
मजल्यांचे अतिक्रमण,মজিয়াৰ বেদখল
संक्रमण क्षेत्र,ট্ৰেঞ্জিচন জ&#39;ন
संक्रमण बिंदू,ট্ৰেঞ্জিচন পইণ্ট
विनिमय मूल्य,বিনিময় মূল্য
वेक्टर-उत्पादन वेक्टर-उत्पादन,ভেক্টৰ-উৎপাদন ভেক্টৰ-উৎপাদন
"क्रॉस सेक्शन, क्रॉस सेक्शन","ক্ৰছ ছেকচন, ক্ৰছ ছেকচন"
"एकाधिक संज्ञा, संकरित संज्ञा","একাধিক টাৰ্ম, হাইব্ৰিড টাৰ্ম"
क्रॉस वायर,ক্ৰছ তাঁৰ
"क्राउन ऑप्टिकल ग्लास, क्राउन ऑप्टिकल ग्लास","মুকুট অপটিকেল গ্লাছ, মুকুট অপটিকেল গ্লাছ"
थंड मिश्रण,শীতল কৰা মিশ্ৰণ
कमी तापमान इलेक्ट्रॉनिक्स,কম উষ্ণতাৰ ইলেক্ট্ৰনিকছ
हायपोथर्मिया,হাইপোথাৰ্মিয়া
क्रायोजेनिक प्रयोगशाळा,ক্ৰাইজেনিক লেবৰেটৰী
निम्रतापिकी,নিম্ৰতাপিকি
अतिशीत गेज,ফ্ৰীজিং গেজ
क्रायोमेट्रिक स्थिरांक,ক্ৰাইমেট্ৰিক ধ্ৰুৱক
क्रिस्टल,স্ফটিক
"स्फटिक, तंतुमय","স্ফটিকীয়, আঁহযুক্ত"
"क्रिस्टलायझेशन, क्रिस्टलायझेशन, क्रिस्टलायझेशन","স্ফটিকীয়কৰণ, স্ফটিকীয়কৰণ, স্ফটিকীয়কৰণ"
क्रिस्टल शास्त्रज्ञ,স্ফটিক বিজ্ঞানী
क्रिस्टल-स्ट्रक्चरल,স্ফটিক-গাঁথনিগত
क्रिस्टल रचना,স্ফটিক গঠন
"क्रिस्टलोग्राफी, क्रिस्टल सायन्स","স্ফটিকবিজ্ঞান, স্ফটিক বিজ্ঞান"
जाळी हस्तांतरण ऑपरेशन,জালি স্থানান্তৰ কাৰ্য্য
क्रिस्टल धुसफूस,স্ফটিক স্মাজ
घन घन,ঘনক ঘনক
"घन, घन, घन, त्रिकोण, घन, त्रिकोण","ঘন, ঘন, ঘন, ত্ৰিভুজ, ঘন, ত্ৰিভুজ"
क्यूबिक क्लीवेज,ঘন বিভাজন
कक्षीय,কক্ষপথ
संचयी,ক্ৰমবৰ্ধমান
क्युरी स्थिरांक,curie ধ্ৰুৱক
क्युरी इफेक्ट,কুৰি ইফেক্ট
"क्युरी पॉइंट, क्युरी टेम्परेचर, क्युरी डिमॅग्नेटायझेशन पॉइंट","কুৰি পইণ্ট, কুৰি তাপমাত্ৰা, কুৰি বিচুম্বকীয়কৰণ পইণ্ট"
क्युरी,curie
प्रवाह,নিজৰা
प्रवाहाचा अल्पसंख्याक,সংখ্যালঘু ধাৰা
वितरण,বিতৰণ
वक्रता,বক্ৰতা
वक्र वक्र रेषा,বক্ৰ বক্ৰ ৰেখা
वक्र,বক্ৰ
वक्र बार,বক্ৰ বাৰ
वक्र पृष्ठ,বক্ৰ পৃষ্ঠা
वाढ वक्र,বৃদ্ধিৰ বক্ৰ
वक्र,বক্ৰৰেখা
"छिद्र शेवट, कटिंग","ছিদ্ৰকাৰী, কাটিব পৰা"
शेवटचा झोन,শেষৰ মণ্ডল
शेवटची वारंवारता,শেষ কম্পাঙ্ক
शेवटचा बिंदू,শেষ বিন্দু
टर्मिनल बिंदू वेग,টাৰ্মিনেল পইণ্ট বেগ
टर्मिनल व्होल्टेज,টাৰ্মিনেল ভল্টেজ
"कलाकार, कलाकार","পৰিৱেশনকাৰী, পৰিবেশক"
सायबरनेटिक्स,চাইবাৰনেটিক্স
"सायकल, सायकल, सायकल","চক্ৰ, চক্ৰ, চক্ৰ"
सायकल प्रति सेकंद,প্ৰতি ছেকেণ্ডত চক্ৰ
"चक्रीय, चक्रीय","চক্ৰীয়, চক্ৰীয়"
फिरकी,ঘূৰ্ণন
चक्रीय लोलक,চক্ৰীয় পেণ্ডুলাম
सायक्लोट्रॉन,চাইক্লট্ৰন
सायक्लोट्रॉन वारंवारता,চাইক্লট্ৰন কম্পাঙ্ক
"सिलेंडर, सिलेंडर","চিলিণ্ডাৰ, চিলিণ্ডাৰ"
"दंडगोलाकार, सिलेंडर आकार, सिलेंडर, सिलेंडर","নলাকাৰ, চিলিণ্ডাৰৰ আকৃতি, চিলিণ্ডাৰ, চিলিণ্ডাৰ"
सिलेंडर हार्मोनिक,চিলিণ্ডাৰ হাৰমনিক
ओलसर,তিতি যোৱা
ओलसर साधे हार्मोनिक दोलन,ডেম্প কৰা সৰল হাৰমনিক দোলন
डम्पर,ডেম্পাৰ
डॅनियल सेल,ডেনিয়েল কোষ
गडद,অন্ধকাৰ
"दान केलेली संसाधने, अधीनस्थ संसाधने, ट्रस्ट संसाधने","সম্পদ সম্পদ, সম্পদ সম্পদ, বিশ্বাস সম্পদ"
"विघटन उत्पादक, दूध उत्पादित, पालक, संतती","পচন উৎপাদক, গাখীৰ উৎপাদিত, পিতৃ-মাতৃ, বংশধৰ"
डेव्हिसन अधिक गरम प्रयोग,ডেভিছন হটাৰ পৰীক্ষা
D.C. (निर्देशक),ডি.চি.(নিৰ্দেশনা)
निष्क्रिय भाग,নিষ্ক্ৰিয় অংশ
शांत जागा,নিস্তব্ধ দাগ
डी ब्रॅगली तरंगलांबी,de bragli তৰংগদৈৰ্ঘ্য
Debye वैशिष्ट्यपूर्ण तापमान,ডেবাই বৈশিষ্ট্যপূৰ্ণ তাপমাত্ৰা
"Debye लांबी, Debye अंतर","দেবায় দৈৰ্ঘ্য, দেবায় দূৰত্ব"
कर्ज-विराम,debt-recess
क्षय,পচি যোৱা
क्षय निर्देशांक,ক্ষয় সূচকাংক
सौम्य,পাতলকাৰী
मंद होणे,retard
विराम वेळ,বিৰতি সময়
डेसिबल,ডেচিবেল
डेसिबेलोमीटर,ডেচিবেলোমিটাৰ
"दशांश, दशांश","দশমিক, দশমিক"
वर्गीकरण,শ্ৰেণীবিভাজন
"उलथापालथ, क्रांती, उपक्रम, घट","উত্তাল, বিপ্লৱ, উদ্যোগ, অৱক্ষয়"
सममितीय वर्तुळ,সমমিতি বৃত্ত
डिकोडर,ডিকোডাৰ
"विघटन, विघटन","পচন, দ্ৰৱীভূত"
डीकंप्रेशन,ডিকম্প্ৰেছন
निर्जंतुकीकरण,বিশুদ্ধকৰণ
अलंकार,অলংকাৰ
संयुग्मन,সংযোজন
कमी करणारे कार्य,ডিমিনিচিং ফাংচন
हवामान,বতৰৰ পৰিৱৰ্তন
उल्लंघन,উলংঘা
उपमजला,উপমহলা
खोल जागा,গভীৰ স্থান
व्युत्पत्ती,ব্যুৎপত্তি
"दोष, त्रुटी, नुकसान, कमतरता","দোষ, ভুল, ক্ষতি, অভাৱ"
चुकीचे,ভুল কৰা
प्रतिकारशक्ती,ৰোগ প্ৰতিৰোধ ক্ষমতা
मर्यादा दरवाजा,লিমিটাৰ দুৱাৰ
"व्याख्या, स्पष्टता","সংজ্ঞা, স্পষ্টতা"
विचलित करणे,বিচ্যুত কৰক
डिफ्लेक्टर,ডিফ্লেক্টৰ
"विक्षेपण, विक्षेपण","বিক্ষেপণ, বিক্ষেপণ"
विचलित फोकस,বিক্ষিপ্ত ফোকাচ
विक्षेपन-दुहेरी आरसा,ডিফ্লেকচন-ডাবলেট মিৰ&#39;ৰ
विक्षेपण क्षेत्र,বিক্ষেপণ অঞ্চল
गुरुत्वाकर्षण-प्रभावित विक्षेपण,মাধ্যাকৰ্ষণ-প্ৰভাৱিত বিক্ষেপণ
संक्षेप प्लेट्स,বিক্ষেপণ প্লেট
लक्ष केंद्रित,ধ্যান কেন্দ্ৰিত
विकृती,বিকৃতি
"विकृती, विकृती","বিকৃতি, বিকৃতি"
विगासन,ভিগাছন
"धिक्कार, लबाडी","debauchery, অশ্লীলতা"
"अपवित्र (ver.), degraded (n.), degraded (v.)","অশুচি কৰা (ver.), অৱক্ষয় কৰা (n.), অৱক্ষয় কৰা (v.)"
कचरा वायू,পেলনীয়া গেছ
"विकृती, वाचा, वंचितता, वंचितता","aberration, aphasia, বঞ্চনা, বঞ্চনা"
समाधानकारक,সন্তুষ্টিদায়ক
"पदवी, पदवी, परिमाण, पदवी, पदवी, प्रमाण, अंश","ডিগ্ৰী, ডিগ্ৰী, পৰিমাণ, ডিগ্ৰী, ডিগ্ৰী, পৰিমাণ, লৱ"
एकाग्रता - मात्रा,ঘনত্ব-আয়তন
पृथक्करण प्रमाण,বিচ্ছিন্নতা পৰিমাণ
स्वातंत्र्याची डिग्री. स्वातंत्र्याची डिग्री,স্বাধীনতাৰ মাত্ৰা। স্বাধীনতাৰ মাত্ৰা
आयनीकरणाचे प्रमाण,আয়নীয়কৰণৰ পৰিমাণ
ध्रुवीकरणाचे परिमाण,মেৰুকৰণৰ পৰিমাণ
अचूकतेचे प्रमाण,নিখুঁততাৰ পৰিমাণ
आर्द्रीकरण,ডিহুমিডিফিকেশন
डीआयनीकरण,বিআয়নীয়কৰণ
विलंब,পলম কৰা
उशीर झालेला,বিলম্বিত
स्थानिकीकरण,স্থানীয়কৰণ
डेल्टा फंक्शन,ডেল্টা ফাংচন
विचुंबकीकरण,বিচুম্বকীয়কৰণ
चुंबकीय वक्र,বিচুম্বকীয় বক্ৰ
डिमॅग्नेटायझर,ডিমেগনেটাইজাৰ
demodulation,ডিমডুলেচন
दाट गर्दी,ঘন ভিৰ
घनता मापक,ঘনত্ব গেজ
"घनता, घनता","ঘনত্ব, ঘনত্ব"
घसारा पातळी,মূল্য হ্ৰাসৰ স্তৰ
क्षीणता क्षेत्र,ডিপ্লিচন জ&#39;ন
अध्रुवीकरण,বিমেৰুকৰণ
depolarized,ডিমেৰুকৃত
डिपोलायझर,ডিপোলাৰাইজাৰ
"फील्डची खोली, फील्डची तीव्रता","ক্ষেত্ৰৰ গভীৰতা, ক্ষেত্ৰৰ তীব্ৰতা"
"व्युत्पन्न polarogram, व्युत्पन्न polarogram","ব্যুৎপন্ন মেৰুগ্ৰাম, ব্যুৎপন্ন মেৰুগ্ৰাম"
साधित,ব্যুৎপত্তি কৰা হৈছে
"उतरते, उतरते","অৱতৰণ কৰা, অৱতৰণ কৰা"
"वंश, वंश","বংশ, বংশ"
"वर्णन करा, तयार करा, काढा","বৰ্ণনা, নিৰ্মাণ, আঁকিব"
भाजक,হৰ
"रचना करणे, रचना करणे (n.) रचना करणे, रचना करणे (n.)","ডিজাইন কৰা, ডিজাইন কৰা (n.) ডিজাইন কৰা, ডিজাইন কৰা (n.)"
नाश,ধ্বংস
विध्वंसक हस्तक्षेप,ধ্বংসাত্মক হস্তক্ষেপ
"विध्वंसक, विध्वंसक","ধ্বংসাত্মক, ধ্বংসাত্মক"
"ओळख, ओळख","চিনাক্তকৰণ, ধৰা পেলোৱা"
कलेक्टर,সংগ্ৰাহক
निर्धारवाद,ডিটাৰ্মিনিজম
निर्धारक,নিৰ্ণায়ক
निर्धार,সংকল্প
ठरवण्यासाठी,নিৰ্ধাৰণ কৰিবলৈ
ठरवले,নিৰূপিত
ड्यूटरॉन,ডিউটেৰন
"व्यक्त करणे, विकसित करणे, विकसित करणे","প্ৰকাশ, বিকাশ, বিকাশ"
"विकसक, विकसक","ডেভেলপাৰ, ডেভেলপাৰ"
"विकास, विकास","উন্নয়ন, উন্নয়ন"
विचलन,বিচ্যুতি
दव,শিশিৰ
दव बिंदू,শিশিৰ বিন্দু
दक्षिण ध्रुवीकरण,দক্ষিণ মেৰুকৰণকাৰী
निदान चाचणी,ডায়েগনষ্টিক পৰীক্ষা
कर्ण,তিৰ্যক
आकृती,ডায়েগ্ৰাম
आकृती,ডায়েগ্ৰাম
डायल,ডায়েল কৰক
डायमॅग्नेटिक,ডাইমেগনেটিক
"डायमॅग्नेटोलॉजी, डायमॅग्नेटिक सामग्री","ডাইমেগনেট&#39;লজী, ডাইমেগনেটিক পদাৰ্থ"
डायमॅग्नेटिझम,ডাইমেগনেটিজম
व्यासाचा,ব্যাস
diametrically विरुद्ध,ডায়েমেট্ৰিকভাৱে বিপৰীত
"हिरा, हिरा","হীৰা, হীৰা"
"डायाफ्राम, डायाफ्राम",ডায়েফ্ৰাম ডায়েফ্ৰাম
उष्णता विनिमय,তাপ বিনিময়
उष्णता विनिमय,তাপ বিনিময়
"डायटोनिक स्वरग्राम, डायटोनिक स्वरग्राम","ডাইটনিক স্বৰাগ্ৰাম, ডাইটনিক স্বৰাগ্ৰাম"
"विभाजन, अर्ध-कला","bifurcation, অৰ্ধ-কলা"
डायक्रोमेट सेल,ডাইক্ৰ&#39;মেট কোষ
"द्विविभाजन, दृश्‍य द्वंद्व, पातळी द्वंद्व","দ্বৈততা, দৃশ্যমান দ্বৈততা, স্তৰৰ দ্বৈততা"
डिक्टाफोन,ডিক্টাফোন
डायलेक्ट्रिक,ডাইলেক্ট্ৰিক
डायलेक्ट्रिक्स,ডাইলেক্ট্ৰিকছ
डिझेल सायकल,ডিজেল চক্ৰ
अंतर,গেপ
"विभेदक वारंवारता, विचलन वारंवारता","ডিফাৰেন্সিয়েল ফ্ৰিকুৱেন্সি, বিয়োগ কম্পাঙ্ক"
"भिन्नता, भिन्नता, भिन्नता, भिन्नता, अंतराळ, भिन्नता","ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ইন্টাৰষ্টিচিয়েল, ডিফাৰেন্সিয়েল"
विभेदक शोषण,ভিন্নতামূলক শোষণ
डिस्टिंक्शन एम्पलीफायर,ডিষ্টিংচন এম্প্লিফায়াৰ
"penetrative calorimeter, penetrative calorimeter","পেনেট্ৰেটিভ কেলৰিমিটাৰ, পেনেট্ৰেটিভ কেলৰিমিটাৰ"
विभेदक कॅपेसिटर,ডিফাৰেন্সিয়েল কেপাচিটৰ
विभेदक झोन,ডিফাৰেন্সিয়েল জ&#39;ন
विभेदक प्रसार,ডিফাৰেন্সিয়েল প্ৰসাৰণ
विभेदक समीकरण,অৱভেদ্য সমীকৰণ
विभेदक विलोपन गुणांक,ভিন্নতামূলক বিলুপ্তি সহগ
इंटरमीटर आयनीकरण कक्ष,ইন্টাৰমিটাৰ আয়নীয়কৰণ কক্ষ
विभेदक समस्थानिक पद्धत,ডিফাৰেন্সিয়েল আইছ’ট’প পদ্ধতি
विभेदक वेग,ডিফাৰেন্সিয়েল বেগ
वेगळे करणे,পাৰ্থক্য কৰা
"भिन्न, भिन्नता","পৃথক, পৃথক"
"भिन्नता, भिन्नता","পাৰ্থক্য, পাৰ্থক্য"
विवर्तन,বিবৰ্তন
डिफ्रॅक्टोमीटर,বিবৰ্তনমাপক
"पसरलेले, पसरलेले","বিক্ষিপ্ত, বিক্ষিপ্ত"
पसरलेले,বিক্ষিপ্ত
प्रसार,প্ৰসাৰণ
प्रसार,বিস্তাৰ ক্ষমতা
"अंक, व्यास, बोट","অংক, ব্যাস, আঙুলি"
डिजिटल रेकॉर्डिंग,ডিজিটেল ৰেকৰ্ডিং
डिजिटल व्होल्टमीटर,ডিজিটেল ভল্টমিটাৰ
द्वि-समस्थानिक घटक,দ্বি-আইছ’ট’পিক মৌল
प्रसार,প্ৰসাৰণ
विस्तार विकृती,প্ৰসাৰণ বিকৃতি
एक्सोथर्मोमीटर,বহিঃতাপমাপক
विसफरिणी,ভিছফাৰিনি
"विस्तार, लांबी-रुंदी, परिमाण, शक्ती","সম্প্ৰসাৰণ, দৈৰ্ঘ্য-প্ৰস্থ, মাত্ৰা, শক্তি"
मितीय,মাত্ৰিক
आयाम,মাত্ৰাগততা
विमा युनिट,বীমা ইউনিট
आकारहीन परिमाण,মাত্ৰাহীন মাত্ৰা
"घसारा, घट","মূল্য হ্ৰাস, হ্ৰাস"
तेजस्वी,উজ্জ্বল
डायोड,ডাইঅ&#39;ড
diopter,ডাইঅপ্টাৰ
अपवर्तन क्षेत्र,বিবৰ্তন অঞ্চল
अपवर्तक लेन्स,ৰিফ্ৰেক্টিং লেন্স
"नतमस्तक, नतमस्तक, कुंड","bow down, প্ৰণাম কৰা, ট্ৰাফ"
पडण्याचा कोन,পতনৰ কোণ
द्विध्रुव,ডাইপোল
द्विध्रुवीय थर,বাইপোলাৰ স্তৰ
डायरॅक डेल्टा फंक्शन,dirac ডেল্টা ফাংচন
"सरळ, सरळ, सरळ, थेट, विरुद्ध","পোন, পোন, পোন, প্ৰত্যক্ষ, বিপৰীত"
अनुलोम सहसंबंध,anulom সম্পৰ্ক
थेट वर्तमान,প্ৰত্যক্ষ বিদ্যুৎ প্ৰবাহ
थेट,পোনপটীয়া
"थेट फटका, सरळ फटका","প্ৰত্যক্ষ প্ৰভাৱ, প্ৰত্যক্ষ প্ৰভাৱ"
"दिशा, दिशा","দিশ, দিশ"
दिशात्मक,দিশগত
जागा स्थिरता,স্থানৰ স্থিৰতা
"डिकोसाइन, डिको-कोसाइन","ডাইকোচিন, ডাইকো-কোচাইন"
"दिशात्मक, दिशात्मक, दिशात्मक","দিশগত, দিশগত, দিশগত"
दिशादर्शकता,দিশগততা
सामान्य जाळी,সাধাৰণ জালি
सरळ रेषा,সৰলৰেখা
अनुक्रमिक गुणोत्तर,ক্ৰমিক অনুপাত
थेट पद्धत,প্ৰত্যক্ষ পদ্ধতি
दिशा,দিশ
थेट वाचन साधन,প্ৰত্যক্ষ পঢ়া যন্ত্ৰ
समोर दुर्बीण,সন্মুখত টেলিস্কোপ
"ऑब्जेक्ट, वर्तुळ, डिस्क, डिस्क","বস্তু, বৃত্ত, ডিস্ক, ডিস্ক"
"विसर्जन, प्रवाह, ब्लीचिंग","বিসৰ্জন, ইফিউচন, ব্লিচিং"
पाण्यात विसर्जन,পানীত ডুবাই ৰখা
"खंडितता, खंडितता, फ्रॅक्चर","বিচ্ছিন্নতা, বিচ্ছিন্নতা, ভাঙন"
खंडित,বিচ্ছিন্ন
"संशोधन, शोध","গৱেষণা, অনুসন্ধান"
विसंगती,অমিল
कण,কণা
"अवतल अँटेना, डिश अँटेना","অৱতল এন্টেনা, ডিচ এন্টেনা"
"विघटन, दाणेदार","দ্ৰৱণ, দানা"
विघटन स्थिर,দ্ৰৱণ ধ্ৰুৱক
अपव्यय ऊर्जा,অপচয় শক্তি
विघटन अर्ध-जीवन,দ্ৰৱীভূত আধাজীৱন
