Tamil,English
ஒற்றை சதை இரத்தம்,Single flemish blood
ஒற்றை தானிய அமைப்பு,Single grained structure
எலும்பு மண்,Skeletal soil
பாவாடை,Skirting
ஸ்லீப்பர் சுவர்,Sleeper wall
பக்கவாட்டு சாக்கடை,Side gutter
ஸ்லைடு விதி,Slide rule
ஸ்லிப் டாக்,Slip dock
ஸ்மோனிசா,Smoniza
ஊறவைத்தல்,Soaking
மண் சங்கம்,Soil association
மண் வகுப்பு,Soil class
மண் வளாகம்,Soil complex
மண் நிலைத்தன்மை,Soil consistency
மண் குடும்பம்,Soil family
மண் சட்ட வேலை,Soil frame work
மண்ணின் ஈரப்பதம்,Soil moisture
மண்ணின் ஈரப்பதம் பெருக்கம்,Soil moisture accretion
மண்ணின் ஈரப்பதம் குறைபாடு,Soil moisture deficit
மண் உருவவியல்,Soil morphology
மண் துகள்,Soil particle
மண் கட்டம்,Soil phase
மண் விவரக்குறிப்பு,Soil profile
மண் எதிர்வினை,Soil reaction
மண் பிரிகிறது,Soil separates
மண் தொடர்,Soil series
மண் தீர்வு,Soil solution
மண் அமைப்பு,Soil structure
மண் அமைப்பு,Soil texture
மண் வகை,Soil type
சோலம்,Solum
சோர்ப்ஷன்,Sorption
ஸ்பால்கள்,Spalls
குறிப்பிட்ட அயனி விளைவு,Specific ion effect
சதுர வடிவ இடிபாடுகள்,Squared coursed rubble masonry
ஸ்கொயர் ரெகுலர் கோர்ஸ்டு இடிந்த கல் கொத்து,Squared regular coursed rubble masonry
நிலையான ஓட்டம்,Steady flow
மிளிரும் படி,Stepped flashing
ஒட்டும் தன்மை,Stickiness
ஒட்டும் புள்ளி,Sticking point
கல்,Stone
ஸ்லோப் கை மோல்டிங்,Slop hand moulding
பட்டா கீல்,Strap hinge
வைக்கோல் பலகை,Straw board
ஸ்ட்ரீம்,Stream
மன அழுத்தம்,Stress
நீட்டுபவர்,Stretcher
ஸ்ட்ரெச்சர் பிணைப்பு,Stretcher bond
ஸ்ட்ரெச்சர் படிப்பு,Stretcher course
லேசான கயிறு,String
சரம் பாடநெறி,String course
கட்டமைப்பு காரணி,Structure factor
கட்டமைப்பு குறியீடு,Structure index
ஸ்டக்கோ,Stucco
வீரியமான,Stud
ஸ்டைலோபேட்,Stylobate
துணை மண்,Sub soil
துணை அமைப்பு,Sub structure
கூட்டுத்தொகை வளைவு,Summation curve
சன் மைக்கா,Sun mica
சூப்பர் கட்டமைப்பு,Super structure
நிலமளப்போர்,Surveyor
எஸ்-மதிப்பு,S-value
அங்கும் இங்கும் அசை,Swag
ஸ்வான் கழுத்து,Swan neck
கூடாரம்,Tabernacle
மேஜை கை மோல்டிங்,Table hand moulding
டேங்கிங்,Tanking
டெம்பீட்டோ,Tempietto
வெப்பநிலை மாற்றம்,Tempering
டெம்ப்ளேட்,Template
டெம்ப்ளேட்,Template
டெபிடேரியம்,Tepidarium
டெரகோட்டா,Terracotta
டெர்ரா ரோசா,Terra rosa
டெர்ராஸோ,Terrazzo
டெட்ரா பாணி,Tetra style
வரம்பு வரம்பு மதிப்பு,Threshold limit value
தொண்டை,Throat
கல் மூலம்,Through stone
டைடல் பேசின்,Tidal basin
டை பார்,Tie bar
கற்றை கட்டவும்,Tie beam
டை ராட்,Tie rod
Tirs,Tirs
சகிப்புத்தன்மை,Tolerance
பல்வலி,Toothing
மேல் மண் அல்லது மேற்பரப்பு மண்,Top soil or surface soil
மொத்த போரோசிட்டி,Total porosity
டிரேசரி,Tracery
ரயில் எதிர்ப்பு,Train resistance
இடமாற்றம்,Transept
இடைநிலை மண்,Transitional soil
டிரான்ஸ்சம்,Transom
போக்குவரத்து மண்,Transport soil
துணை நதி,Tributary
டிரிஃபோரியம்,Triforium
ட்ரைகிளிஃப்,Triglyph
துண்டிக்கப்பட்ட மண்,Truncated soil
கொந்தளிப்பான ஓட்டம்,Turbulent flow
சிறு கோபுரம்,Turret
டைம்பார் எண்,Tympar num
இறுதி தாங்கும் திறன்,Ultimate bearing capacity
அல்டிமேட் பிஎச்,Ultimate ph
ஒழுங்கற்ற சீரற்ற இடிந்த கொத்து,Uncoursed random rubble masonry
கட்டமைக்கப்படாத சதுர இடிபாடுகள்,Uncoursed squared rubble masonry
அண்டர்கிராஃப்ட்,Undercroft
நிரப்பப்படாத போரோசிட்டி,Unfilled porosity
சீரான ஓட்டம்,Uniform flow
அலகு சட்ட வகை சாரக்கட்டு,Unit frame type scaffold
பயனற்ற வேலை,Unproductive work
நிறைவுறா மண்,Unsaturated soil
நிலையற்ற ஓட்டம்,Unsteady flow
மேல் பிளாஸ்டிக் வரம்பு,Upper plastic limit
பள்ளத்தாக்கு சாக்கடை,Valley gutter
வால்ட்,Vault
வெட்டாரியம்,Vetarium
காற்றோட்டம்,Ventilation
மறுபடியும்,Ventilator
வெரம்தா,Veramdah
வேஸ்டிபுல்,Vestibule
வில்லா,Villa
