Punjabi,Assamese
ਵਪਾਰਕ ਬੈਂਕ,বাণিজ্যিক বেংক
1. ਵਸਤੂ 2. ਵਪਾਰਕ ਮਾਲ,১/ পণ্য ২/ ব্যৱসায়িক সামগ্ৰী
ਭਾਈਚਾਰਾ,সমুদায়
ਮਿਸ਼ਰਣ (ਮਿੱਟੀ ਦਾ),সংকোচন (মাটিৰ)
1. ਅਨੁਕੂਲਤਾ 2. ਅਨੁਕੂਲਤਾ,1. সামঞ্জস্যতা 2. সামঞ্জস্যতা
ਅਨੁਕੂਲਤਾ,সামঞ্জস্যতা
1. ਮੁਆਵਜ਼ਾ 2. ਮੁਆਵਜ਼ਾ,১/ ক্ষতিপূৰণ ২/ ক্ষতিপূৰণ
ਪ੍ਰਤੀਯੋਗੀ ਪਰਸਪਰ ਪ੍ਰਭਾਵ,প্ৰতিযোগিতামূলক পাৰস্পৰিক ক্ৰিয়া
ਪੂਰਕ ਫਸਲ,শস্যৰ পৰিপূৰক
1. ਸੰਯੁਕਤ 2. ਗੁੰਝਲਦਾਰ,১.সংমিশ্ৰিত ২.জটিল
ਸੰਵਿਧਾਨਕ,সমষ্টিবাসী
ਰਚਨਾ,সুৰ-ৰচনা
ਖਾਦ,পচন সাৰ
ਮਿਸ਼ਰਿਤ ਵਿਆਜ,যৌগিক আগ্ৰহ
ਗਣਨਾ,গণনা
1. ਕੰਪਿਊਟਰ 2. ਕੰਪਿਊਟਰ,1. কম্পিউটাৰ 2. কম্পিউটাৰ
1. ਇਕਾਗਰਤਾ 2. ਇਕਾਗਰਤਾ,১/ ঘনত্ব ২. ঘনত্ব
1. ਆਪਟੀਮਾਈਜ਼ਰ 2. ਰੀਵਾਈਟਲਾਈਜ਼ਰ,১.অপ্টিমাইজাৰ ২.ৰিভাইটালাইজাৰ
ਚਾਲਕਤਾ,পৰিবাহীতা
1. ਸੰਰਚਨਾ 2. ਸੰਰਚਨਾ,1. বিন্যাস 2. বিন্যাস
1. ਅਨੁਕੂਲਤਾ 2. ਸੰਰਚਨਾ 3. ਅਨੁਕੂਲਤਾ,1. অনুকূলতা 2. সংৰূপ 3. অনুকূলতা
1. ਏਕੀਕਰਣ 2. ਹਾਈਬ੍ਰਿਡਾਈਜ਼ੇਸ਼ਨ,১.সংহতি ২.সংকৰকৰণ
ਸੰਜੋਗ,সংযোজন
1. ਜੋੜਨ ਵਾਲਾ 2. ਜੋੜਨ ਵਾਲਾ,1. যোগকৰণ 2. সংযোগী
ਸੁਰੱਖਿਆ,সুৰক্ষা
ਏਕੀਕਰਨ,একত্ৰীকৰণ
1. ਸਮੱਗਰੀ 2. ਸਮੱਗਰੀ,১.উপাদান ২.উপাদান
ਖਪਤਕਾਰ,গ্ৰাহক
ਖਪਤ,সেৱন
ਗੰਦਗੀ,দূষণ কৰা
ਕੰਟੂਰ ਲਾਉਣਾ,কনট্যুৰ ৰোপণ
ਕੰਟੋਰ ਲਾਈਨ,কনট্যুৰ ৰেখা
1. ਕੰਟਰੈਕਟ ਫਾਰਮਿੰਗ 2. ਕੰਟਰੈਕਟ ਫਾਰਮਿੰਗ 3. ਕੰਟਰੈਕਟ ਫਾਰਮਿੰਗ,১/ ঠিকাদাৰী খেতি ২.ঠিকাদাৰী খেতি ৩.চুক্তিবদ্ধ কৃষি
ਨਿਯੰਤਰਿਤ ਵਾਯੂਮੰਡਲ ਸਟੋਰੇਜ਼,নিয়ন্ত্ৰিত বায়ুমণ্ডলীয় সংৰক্ষণ
ਸਹਿਕਾਰੀ ਬੈਂਕ,সমবায় বেংক
ਸਹਿਕਾਰੀ ਸਭਾ ਦੇ ਮੈਂਬਰ,সমবায় সমিতিৰ সদস্য
ਗੁਲਮਾਵਨ,গুলমাৱন
ਘਣ,ঘনকীয়
1. ਦਲਪੁੰਜ 2. ਕੋਰੋਲਾ,১.দলপুঞ্জ ২.কৰোলা
1. ਕਾਰਟੈਕਸ 2. ਕਾਰਟੈਕਸ,১.কৰ্টেক্স ২.কৰ্টেক্স
ਲਾਗਤ,খৰচ
cotyledon,কুটিলডন
ਕ੍ਰੈਡਿਟ ਕਮੇਟੀ,ক্ৰেডিট কমিটি
1. ਉਧਾਰ 2. ਕ੍ਰੈਡਿਟ,১/ ঋণ দিয়া ২.ক্ৰেডিট
1. ਰਿਣਦਾਤਾ 2. ਲੈਣਦਾਰ,১/ ঋণদাতা ২.পাওনাদাৰ
1. ਕਰੈਸਟ 2. ਸਿਰਾ 3. ਸਪਾਇਰ,1. শিখৰ 2. শিখৰ 3. শিখৰ
ਵਾਪਸੀ,প্ৰত্যাহাৰ
ਸਮੱਸਿਆ,বিপদ
ਟੈਸਟ,পৰীক্ষা
ਨਾਜ਼ੁਕ,জটিল অৱস্থা
ਫਸਲ ਬੀਮਾ,শস্যৰ বীমা
ਫਸਲ ਕਰਜ਼ਾ,শস্যৰ ঋণ
1. ਫਸਲ 2. ਫਸਲ,১.শস্য ২.শস্য
ਕਾਸ਼ਤ ਖੇਤਰ,খেতি কৰা অঞ্চল
ਪਾਰ ਅਸੰਗਤ,ক্ৰছ অসঙ্গতিপূৰ্ণ
1. ਤਾਜ 2. ਸਿਖਰ (ਪੌਦਾ),1. মুকুট 2. শিখৰ (উদ্ভিদ)
ਨਰਮ ਕਣ,কোমল কণা
ਛਾਲੇ,খোলা
1. ਕ੍ਰਿਪਟੋਗਾਮ 2. ਗੈਰ-ਫਲੋਰੀਫਾਰਮ,1. ক্ৰিপ্টোগাম 2. নন-ফ্ল&#39;ৰিফৰ্ম
ਛਾਂਟੀ (ਫਲ),ছাঁটনি (ফল)
ਕਲਮ,কলম
ਕਿਸਮ ਦੀ ਕਿਸਮ,জাত জাত
1. ਟ੍ਰੈਕਸ਼ਨ 2. ਖੇਤੀਬਾੜੀ 3. ਖੇਤੀ,১.ট্ৰেকচন ২.কৃষি ৩.খেতি কৰা
1. ਕਿਸਾਨ 2. ਕਾਸ਼ਤਕਾਰ,১/ কৃষক ২/ খেতিয়ক
1. ਕਾਸ਼ਤ 2. ਕਾਸ਼ਤ 3. ਪਾਲਣ,১.খেতি ২.খেতি ৩.পালন
1.ਸਰੋਤ 2.ਤਿਆਰੀ,১.সম্পদ ২.প্ৰস্তুতি
1.ਕੁੰਤਲਨ 2.ਕੁੰਚਨ,১.কুন্তলন ২.কুঞ্চন
ਆਸਣ,মুদ্ৰা
1. ਐਪੀਡਰਰਮਿਸ 2. ਛੱਲੀ,১.এপিডাৰ্মিছ ২.কিউটিকল
1. ਕਲਮ 2. ਕੱਟਣਾ 3. ਕੱਟਣਾ 4. ਕੱਟਣਾ 5. ਕੱਟਣਾ,1. কলম 2. কাটি 3. কাটি 4. কাটি 5. কাটিব
1. ਕੀੜਾ ਸਰੀਰ 2. ਸਿਸਟ 3. ਗੰਢ 4. ਵਿਗੜਿਆ ਗੰਢ 5. ਨਿਓਪਲਾਜ਼ਮ,১.কৃমিৰ কৰ্পাছ ২.চিষ্ট ৩.চিষ্ট ৪.বিকৃত গোট ৫.নিওপ্লাজম
cytochrome,চাইট&#39;ক্ৰ&#39;ম
ਸੈੱਲ ਜੋੜਨਾ,কোষ সংযোজন
ਸੈੱਲ ਪ੍ਰਜਨਨ,কোষৰ প্ৰজনন
ਸੈੱਲ ਜੈਨੇਟਿਕਸ,কোষৰ জিনীয় বিজ্ঞান
cytoplasmic ਡਿਵੀਜ਼ਨ,চাইট’প্লাজমিক বিভাজন
ਸੈੱਲ ਜੀਵ ਵਿਗਿਆਨ,কোষ জীৱবিজ্ঞান
ਸੈੱਲ lysis,কোষৰ লাইছিছ
1. ਸਾਇਟੋਮੇਰ 2. ਸੈੱਲ ਸੈਗਮੈਂਟੇਸ਼ਨ,১) চাইট’মিৰ ২) কোষৰ বিভাজন
cytoplasm,চাইট’প্লাজম
1. ਡੇਅਰੀ 2. ਡੇਅਰੀ,১/ দুগ্ধজাত সামগ্ৰী ২.দুগ্ধজাত সামগ্ৰী
ਡੇਅਰੀ ਉਦਯੋਗ,দুগ্ধ উদ্যোগ
1. ਡੈਮ 2. ਬਰੀਡਰ,১.বান্ধ ২.প্ৰজননকাৰী
ਦਿਨ ਦਾ ਸੰਪੂਰਨ ਪੌਦਾ,দিন নিৰপেক্ষ উদ্ভিদ
ਫੁੱਲ ਦੇ ਬਾਅਦ ਦਿਨ,ফুল ফুলাৰ পিছদিনা
ਪੂਰੇ ਫੁੱਲ ਦੇ ਬਾਅਦ ਦਿਨ,সম্পূৰ্ণ ফুল ফুলাৰ পিছত দিন
ਅਕੁਸ਼ਲਤਾ,অদক্ষতা
decalcification,ডিকেলচিফিকেশন
1. ਡਿਸਲੋਜ 2. ਡਿਸਲੋਜ,1. dislodge 2. dislodge কৰা
ਸੜਨ,পচি যোৱা
ਪਤਝੜ,পৰ্ণপাতী
1. ਦਸ਼ਮਲਵ 2. ਦਸ਼ਮਲਵ,১.দশমিক ২.দশমিক
ਘਟੀਆਪਨ,হীনমন্যতা
ਅਨੁਰਾਨ (ਮਿੱਟੀ),অনুৰণ (মাটি)
ਵਿਪੁਸ਼ਪਨ,বিপুষ্পন
ਬਿਲਿੰਗ,বিলিং
ਕਟਾਈ,বনাঞ্চল ধ্বংস কৰা
ਬਦਨਾਮੀ,বদনাম
ਪਤਨ,অৱক্ষয়
ਭਾਗ ਦਿਨ,অংশ দিন
1. ਮਾਤਰਾ 2. ਹਿੱਸਾ,১.পৰিমাণ ২.অংশ
dehiscence,ডিহিচেন্স
ਭੂਸੀ ਨੂੰ ਹਟਾਉਣਾ,খোলা আঁতৰোৱা
ਭੂਸੀ ਨੂੰ ਹਟਾਉਣਾ,খোলা আঁতৰোৱা
ਡੀਹਾਈਡਰੇਸ਼ਨ,পানীলগা
ਨਿਹਾਈਡ੍ਰਸ,জলহীন
ਮੰਗ,দাবী কৰা
1. ਵਿਨਾਸ਼ਕਾਰੀ 2. ਗੁਣਾ,১.ডিনেচাৰেচন ২.গুণন
ਖੰਡਨ,ডেনুডেচন
1. ਜਮ੍ਹਾ (ਮਿੱਟੀ) 2. ਜਮ੍ਹਾ (ਆਰਥਿਕਤਾ),1. জমা (মাটি) 2. জমা (অৰ্থনীতি)
ਜਮ੍ਹਾ,জমা
1. ਘਟਾਓ 2. ਘਟਾਓ,১.মূল্য হ্ৰাস ২.মূল্য হ্ৰাস
ਡੀਸਲੀਨੇਸ਼ਨ,ডিচেলাইনেচন
1. ਪਾਣੀ ਸੁਕਾਉਣਾ 2. ਡੀਹਾਈਡਰੇਸ਼ਨ,১/ পানী শুকুৱাই লোৱা ২/ পানীলগা
1. ਡਿਜ਼ਾਈਨ 2. ਡਿਜ਼ਾਈਨ,1. ডিজাইন 2. ডিজাইন
ਸੁੱਕਣ ਵਾਲਾ,শুকান
ਕਰਨਲ ਹਟਾਉਣ,কাৰ্ণেল আঁতৰোৱা
ਡੀ-ਇੰਟਰਕਲੇਸ਼ਨ,ডি-ইণ্টাৰকেলেচন
ਸੰਜੋਗ,সংযোজন
1. ਨਰ ਮੰਜਰੀ ਐਕਸਟਰੈਕਸ਼ਨ (ਮੱਕੀ) 2. ਬੱਲਰ ਐਕਸਟਰੈਕਸ਼ਨ,১/ মতা মাঞ্জাৰী নিষ্কাশন (মাকৈ) ২) বেলাৰ নিষ্কাশন
ਬੱਲਰ ਜਾਂ ਕੁੰਦਨ ਕੱਟਣਾ,বল্লাৰ বা কুন্দন কাটিব পৰা
ਨਿਰਧਾਰਕ,নিৰ্ণায়ক
devaluation,বিমুদ্ৰাকৰণ
de-vegetate,ডি-ভেজিটেট
ਭਟਕਣਾ,বিচ্যুতি
ਡਬਲ,দুণ্ডণ
ਨਿਦਾਨ,নিদান
ਵੱਖਰੀ ਪਰਿਪੱਕਤਾ,ভিন্ন পৰিপক্কতা
ਵੰਡ,bifurcation
1. ਡਾਇਕੋਟਾਈਲਡਨ 2. ਡਾਇਕੋਟਾਈਲਡਨ (ਬੀਜ),1. দ্বিবিষাক্ত (বীজ)
ਪਿੱਠ ਦੀ ਬਿਮਾਰੀ,পিঠিৰ ৰোগ
1. ਫੈਲਾਅ 2. ਪ੍ਰਸਾਰ,১.প্ৰসাৰণ ২.প্ৰসাৰণ
ਪਾਚਨ ਸਮਰੱਥਾ,হজম ক্ষমতা
ਡਾਇਹਾਈਬ੍ਰਿਡ,ডাইহাইব্ৰিড
1. ਡੈਮ 2. ਡਰੇਨ 3. ਪਰਿਵਾਰ,১.বান্ধ ২.নলা ৩.পৰিয়াল
ਮਾਮੂਲੀ,সামান্য
1. ਮੋਨੋਗੈਮਸ 2. ਮੋਨੋਗੈਮਸ,১.একপত্নী ২.একপত্নী
ਡਿਪਲੋਇਡ,ডিপ্লয়ড
1. ਡਿਪਲੋਇਡ 2. ਡਿਪਲੋਇਡ,১.দ্বিগুণী ২.দ্বিগুণী
dipole,ডাইপোল
1. ਕੱਢਣਾ 2. ਬਡ ਹਟਾਉਣਾ,১.নিষ্কাশন ২.কলি আঁতৰোৱা
1. ਹਲ ਵਾਹੁਣਾ 2. ਕਤਾਈ,১.হালোৱা হাল বাই ২.ঘূৰোৱা
ਛੂਟ,ৰেহাই
ਕੀਟਾਣੂਨਾਸ਼ਕ,বীজাণুনাশক
1. ਫੈਲਾਅ 2. ਖਿੰਡਾਉਣਾ,১.বিক্ষিপ্ততা ২.বিক্ষিপ্ততা
1. ਖਿੰਡਾਉਣਾ 2. ਪਰਿਵਰਤਨ,1.বিক্ষিপ্ততা 2.ভেৰিয়েন্স
ਵਿਭਿੰਨਤਾ,বৈচিত্ৰ্যতা
ਵਿਭਿੰਨ ਖੇਤੀਬਾੜੀ,বৈচিত্ৰময় কৃষি
ਡੀਐਨਏ ਕਦਮ,dna পদক্ষেপ
ਡੀ.ਐਨ.ਏ ਪ੍ਰਾਪਤਕਰਤਾ,ডি এন এ ৰিচিভাৰ
ਡੌਕ ਕਿਰਾਏ &#39;ਤੇ,ডক ভাড়া
ਅਸਰਦਾਰ,কাৰ্যকৰী
ਸੁਸਤਤਾ,নিদ্ৰাহীনতা
1. ਮਾਤਰਾ 2. ਖੁਰਾਕ 3. ਖੁਰਾਕ,১/ পৰিমাণ ২. মাত্ৰা ৩. মাত্ৰা
ਡਬਲ ਸਿਗਮੋਇਡ ਕਰਵ,ডাবল চিগম&#39;ইড বক্ৰ
1. ਝੱਖੜ 2. ਖਿੱਚੋ,1. gust 2. টানিব পৰা
1. ਐਗਜ਼ੌਸਟ ਡਰੇਨ 2. ਗੰਦਾ ਪਾਣੀ,1. এক্সজেষ্ট ড্ৰেইন 2. এফ্লুৱেণ্ট
ਡਰੇਨੇਜ,নিষ্কাশন
ਖਿੱਚ,ট্ৰেকচন
1. ਦਵਾਈ ਦਿਓ 2. ਭਿੱਜੋ,1. ঔষধ দিয়া 2. তিয়াই পেলোৱা
ਕਾਸਮੈਟਿਕਸ (ਬੀਜ),প্ৰসাধন সামগ্ৰী (বীজ)
1. auger 2. ਘੱਟ ਨੁਕਸ 3. ਡ੍ਰਿਲ 4. auger,1. অগাৰ 2. অগভীৰ দোষ 3. ড্ৰিল 4. অগাৰ
1. ਮੋਰੀ 2. ਡ੍ਰਿਲ 3. ਡ੍ਰਿਲ,১. ফুটা ২. ড্ৰিল ৩. ড্ৰিল
1. ਡ੍ਰਿਲਿੰਗ 2. ਇੱਕ ਮਸ਼ਕ ਨਾਲ ਬਿਜਾਈ 3. ਇੱਕ ਮਸ਼ਕ ਨਾਲ ਡੋਲ੍ਹਣਾ,১.ড্ৰিল কৰা ২.ড্ৰিলেৰে বীজ সিঁচা ৩.ড্ৰিলেৰে ঢালি দিয়া
ਤੁਪਕਾ ਸਿੰਚਾਈ,ড্ৰিপ জলসিঞ্চন
ਸੁੱਕੀ ਖੇਤੀ,শুকান খেতি কৰা
1.ਧੂੜ 2.ਬੁਕਨੀ,১.ধূলি ২.বুকনি
1. ਡਸਟਰ 2. ਸਕੈਟਰਰ,১.ডাষ্টাৰ ২.বিকিৰণকাৰী
ਛਿੜਕਣ ਲਈ,ছটিয়াই দিয়া
1. ਬੌਣਾ 2. ਵਾਮਨ,১.বামন ২.ৱামন
ਵਾਮਨ ਪਿਰਾਮਿਡ,বামন পিৰামিড
ਵਾਮਿਨੀ ਭਵਨ,বামিণী ভৱন
ਵਾਤਾਵਰਣ,পৰিৱেশ বিজ্ঞান
ਅਰਥ ਗਣਿਤ,অৰ্থনীতি
ਆਰਥਿਕ ਕੁਸ਼ਲਤਾ,অৰ্থনৈতিক দক্ষতা
ਸਥਿਤੀ ਦੀ ਕਿਸਮ,পৰিস্থিতিগত ধৰণ
ਵਾਧੂ ਪੱਧਰੀ,অতিৰিক্ত স্তৰযুক্ত
ਨਰਮ,কোমল
ਮਿੱਟੀ ਵਿਗਿਆਨ,soil বিজ্ঞান
1. ਬ੍ਰਿਜਿੰਗ 2. ਕਿਨਾਰਾ 3. ਸਟ੍ਰੈਂਡ ਕਲੋਜ਼ਰ,1. ব্ৰীজিং 2. এজিং 3. ষ্ট্ৰেণ্ড বন্ধ কৰা
ਭੋਜਨ ਦਾ ਹਿੱਸਾ,খাদ্যৰ অংশ
ਮੰਗ ਦੀ ਲਚਕਤਾ,চাহিদাৰ স্থিতিস্থাপকতা
ਉਤਪਾਦਨ ਦੀ ਲਚਕਤਾ,উৎপাদন স্থিতিস্থাপকতা
ਇਲੈਕਟ੍ਰੋਲਾਈਸਿਸ,ইলেক্ট্ৰ&#39;লাইছিছ
ਇਲੈਕਟ੍ਰੋਫੋਰੇਸਿਸ,ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ
ਵਾਸ਼ਪੀਕਰਨ,বাষ্পীভৱন
1. ਡੀਕੈਪੀਟੇਟਰ 2. ਨਸਬੰਦੀ 3. ਡੀਕੈਪੀਟੇਟਰ 4. ਨਸਬੰਦੀ,১.ডিকেপিটেটৰ ২.ষ্টেৰাইলাইজাৰ ৩.ডিকেপিটেটৰ ৪.ষ্টেৰাইলাইজাৰ
1. ਵੀਰ ਬੰਦੀ 2. ਤੂੜੀ,১/ ৱেইৰ বাণ্ডি ২.ষ্ট্ৰবন্দী
ਭਰੂਣ,ভ্ৰূণ
1. ਭਰੂਣ ਵਿਗਿਆਨ 2. ਭੌਤਿਕ ਵਿਗਿਆਨ,১.ভ্ৰূণবিজ্ঞান ২.পদাৰ্থ বিজ্ঞান
1. ਨਿਕਾਸ 2. ਨਿਕਾਸ,1. প্ৰস্থান 2. প্ৰস্থান
emulsifier,ইমালচাইফায়াৰ
ਅੰਤਰਜਾਤੀ,অন্তৰ্জাতীয়
ਅੰਤਰ-ਪੁਆਇੰਟ ਡਿਵੀਜ਼ਨ,ইন্ট্ৰা-পইণ্ট ডিভিজন
ਅੰਤਰ-ਪਰਜੀਵੀ,অন্তঃপৰজীৱী
ਐਂਡੋਸਪਰਮ,এণ্ডোস্পাৰ্ম
ਉੱਦਮ,উদ্যোগ
ਕੀਟ ਵਿਗਿਆਨ,পতংগবিজ্ঞান
ਵਾਤਾਵਰਣ,পৰিৱেশ
1. ਐਨਜ਼ਾਈਮ 2. ਐਨਜ਼ਾਈਮ,১.এনজাইম ২.এনজাইম
ਕਲੱਸਟਰ ਗ੍ਰਾਫਟਿੰਗ,ক্লাষ্টাৰ গ্ৰাফটিং
1. ਐਪੀਫਾਈਟ 2. ਐਪੀਫਾਈਟ,১.এপিফাইট ২.এপিফাইট
ਇਕੁਇਟੀ,ন্যায়
ਖਾਤਮਾ,নিৰ্মূলকৰণ
ਜ਼ਰੂਰੀ ਪੌਸ਼ਟਿਕ ਤੱਤ,প্ৰয়োজনীয় পুষ্টিকৰ উপাদান
1. ਮਾਪ 2. ਜੰਪ 3. ਮੁਲਾਂਕਣ,1. জোখ-মাখ 2. জাম্প 3. মূল্যায়ন
ਚੁਸਤ,সূক্ষ্মতা
ਸੁਜਾਨਿਕ,সুজাননিক
ਮੁਲਾਂਕਣ,মূল্যায়ন
ਭਾਫ਼ ਗੇਜ,ভাপ গেজ
evaportranspiration,বাষ্পীভৱন
ਸਦੀਵੀ ਇਨਕਲਾਬ,চিৰন্তন বিপ্লৱ
1. ਸਦਾਬਹਾਰ 2. ਸਦਾਬਹਾਰ,১.চিৰসেউজ ২.চিৰসেউজ
ਵਿਕਾਸ,বিকাশ
ਬੰਦ ਕਰ ਦਿਓ,কাটি পেলোৱা
ਪਰੀਕਸ਼ਯ (ਜਣਨ ਸ਼ਕਤੀ),পৰীক্ষয় (উৰ্বৰতা)
ਸ਼ੋਸ਼ਣ,শোষণ
1. ਖੋਜ 2. ਖੋਜ,১.অন্বেষণ ২.অন্বেষণ
1. ਐਕਸਟਰਿਊਸ਼ਨ 2. ਨਿਕਾਸ,১.এক্সট্ৰুচন ২.নিগমন
ਆਈ,নয়ন
1. ਫੈਕਟਰ 2. ਕੰਪੋਨੈਂਟ 3. ਫੈਕਟਰ 4. ਸਰੋਤ,1. কাৰক 2. উপাদান 3. কাৰক 4. সম্পদ
ਕਾਰਕ ਉਤਪਾਦਕਤਾ,কাৰক উৎপাদনশীলতা
ਵਪਾਰੀ ਦੀ ਛੋਟ,ট্ৰেডছমেনৰ ৰেহাই
ਫੈਕਟੋਰੀਅਲ ਬਲਾਕ ਡਿਜ਼ਾਈਨ,ফেক্টৰিয়েল ব্লক ডিজাইন
ਵਿਕਲਪਕ,বিকল্প
1. ਪੱਟੀ 2. ਪਾਲੀਹਾਰ,১.পট্টি ২.পালিহাৰ
ਕੁੱਲ,গোটেই অংশ
ਖੇਤਰ ਦਾ ਮੁਲਾਂਕਣ,ক্ষেত্ৰ মূল্যায়ন
ਖੇਤੀ ਬਜਟ,ফাৰ্ম বাজেট
ਖੇਤੀਬਾੜੀ ਕਾਰੋਬਾਰ,কৃষি ব্যৱসায়
ਖੇਤਰ ਦੀ ਯੋਜਨਾਬੰਦੀ,ক্ষেত্ৰ পৰিকল্পনা
1. ਕਿਸਾਨ 2. ਕਿਸਾਨ,১.কৃষক ২.কৃষক
1. ਖੇਤੀ 2. ਖੇਤੀ,১.কৃষি ২.খেতি কৰা
ਟੱਕਰ,সংঘৰ্ষ
ਮਲਟੀਪਲ ਪ੍ਰਜਨਨ,একাধিক প্ৰজনন
ਫਰਮੈਂਟੇਸ਼ਨ,কিম্বন
ਜਣਨ,উৰ্বৰতা
ਖਾਦ,সাৰ
ਖਾਦ ਵਰਤਣ ਦੀ ਕੁਸ਼ਲਤਾ,সাৰৰ ব্যৱহাৰৰ কাৰ্যক্ষমতা
ਰੇਸ਼ੇਦਾਰ,আঁহযুক্ত
1. ਫਾਰਮ 2. ਖੇਤਰ 3. ਸਥਾਨ,১.পাম ২.এলেকা ৩.অৱস্থান
ਮਿੱਟੀ ਦੇ ਪਾਣੀ ਨੂੰ ਰੱਖਣ,মাটিৰ পানী ধৰি ৰখা
ਖੇਤਰ ਪ੍ਰਦਰਸ਼ਨ,ক্ষেত্ৰ প্ৰদৰ্শন
1. ਸਥਿਰਤਾ 2. ਫਿਕਸੇਸ਼ਨ 3. ਫਿਕਸੇਸ਼ਨ,1. স্থিৰতা 2. স্থিৰকৰণ 3. স্থিৰতা
1. ਡੁੱਬਣਾ 2. ਗਰਭਪਾਤ,1. প্লাৱন 2. গৰ্ভধাৰণ
ਵਹਾਅ ਚਿੱਤਰ,ফ্ল&#39; ডায়াগ্ৰাম
ਭੋਜਨ ਮੁੱਲ,খাদ্য মূল্য
ਚਾਰਾ,পশুখাদ্য
ਪੂਰਵ ਅਨੁਮਾਨ,পুৰ্বানুমান
ਜੰਗਲ,অৰণ্য
ਜੰਗਲਾਤ,বনানীকৰণ
1. ਤਾਦਪਰਨ 2. ਰੂਪ,১.তাদপৰ্ণ ২.ফৰ্ম
ਠੰਡ ਰੋਧਕ,হিম প্ৰতিৰোধী
1. ਪਾਲਾ 2. ਝੁਲਸ,১.পালা ২.ব্লাইট
1. ਜੰਮਿਆ ਹੋਇਆ 2. ਜੰਮਿਆ ਹੋਇਆ,1. ফ্ৰ&#39;জেন 2. ফ্ৰ&#39;জেন
ਫੰਕਸ਼ਨ,অনুষ্ঠান
1. ਫਰੂਟ ਫਾਲ 2. ਫਰੂਟ ਫਾਲ,১/ ফলৰ পতন ২.ফলৰ পতন
ਫਲ ਬਣ,ফল হৈ পৰে
1. ਧੁਨੀ 2. ਧੁੰਦ,1. ধূমপান 2. ধূমপান
ਉੱਲੀਨਾਸ਼ਕ,ভেঁকুৰনাশক
ਐਂਟੀਫੰਗਲ,এন্টিফাংগেল
ਉੱਲੀ,ভেঁকুৰ
1. ਖੁਦਾ 2. ਸੀਤਾ,১.খুদ ২.সীতা
1. ਫਿਊਜ਼ਨ 2. ਫਿਊਜ਼ਨ,1. সংযোজন 2. সংযোজন
ਕਪਾਹ ਉੱਨ,কপাহী উল
ਵਾਲਾਂ ਵਾਲਾ,লোমশ
1. ਰੁੱਖ ਦਾ ਫੋੜਾ 2. ਪਿਟਿਕਾ,১/ গছৰ ঘা ২.পিতিকা
1. ਗੇਮੇਟਸ 2. ਗੇਮੇਟਸ,1. গেমেট 2. গেমেট
1. ਬਾਗ 2. ਬਾਗ,১.বাৰী ২.বাগিচা
1. ਪੰਸਲ 2. ਹਾਈਡਰੋਮੀਟਰ,১.পান্সাল ২.হাইড্ৰমিটাৰ
ਜੀਨ ਸੰਗ੍ਰਹਿ,জিন সংগ্ৰহ
ਜੀਨ ਟੈਗਨ,জিন টেগন
ਵੰਸ਼ਾਵਲੀ,বংশাৱলী
ਜੀਨ ਨਕਸ਼ਾ,জিন মেপ
ਜੈਨੇਟਿਕਸ,জেনেটিক্স
1. ਜੀਨੋਮ 2. ਸੰਗੀਨ,১/ জিনম ২.সাংগেনে
ਸੰਜੀਨੀ ਸੰਗ੍ਰਹਿ,সঞ্জিনী সংগ্ৰহ
ਜੀਨੋਮਿਕਸ,জিনমিক্স
ਜੀਨੋਟਾਈਪ,জিন প্ৰকাৰ
1. ਜੀਨ ਬਣਤਰ 2. ਜੀਨ ਦੀ ਕਿਸਮ,১.জিনৰ গঠন ২.জিনৰ প্ৰকাৰ
ਲਿੰਗ,বংশ
1. ਜੀਨਸ 2. ਵੰਸ਼,১. প্ৰজাতি ২. বংশ
1. ਜਰਮ 2. ਕੀਟਾਣੂ,১.বীজাণু ২.বীজাণু
ਕੀਟਾਣੂਨਾਸ਼ਕ,বীজাণুনাশক
ਉਗਣਾ,অংকুৰণ
1. ਜਰਮਪਲਾਜ਼ਮ 2. ਜਰਮਪਲਾਜ਼ਮ,১/ জীৱাণুপ্লাজম ২.জীৱাণুপ্লাজম
gibberellic ਐਸਿਡ,জিবেৰেলিক এচিড
ਇਕੱਠਾ ਕਰਨਾ,গোটাওক
ਤੁਸ਼,তুষ
1. ਗਲੁਟਨ 2. ਪੇਟੂ,১/ গ্লুটেন ২
glycolysis,গ্লাইকোলাইছিছ
ਵਧੀਆ,বঢ়িয়া
ਸੁਨਹਿਰੀ ਇਨਕਲਾਬ,সোণালী বিপ্লৱ
1. ਵਰਗੀਕਰਨ 2. ਵਰਗੀਕਰਨ 3. ਪੱਧਰੀਕਰਨ,1. শ্ৰেণীবিভাজন 2. শ্ৰেণীবিভাজন 3. স্তৰবিন্যাস
1. ਗ੍ਰਾਫਟਡ ਪੌਦਾ 2. ਪੇਨਮਬਰਲ ਪਲਾਂਟ,1. গ্ৰাফ্ট কৰা উদ্ভিদ 2. পেনুম্ব্ৰেল উদ্ভিদ
ਕਲਮ ਅਸੰਗਤ,কলম অসামঞ্জস্যপূৰ্ণ
ਗ੍ਰਾਨਾ,গ্ৰানা
ਦਾਣੇ,গ্ৰেনুলেচন
ਹਰੀ ਖਾਦ,সেউজীয়া গোবৰ
ਹਰੀ ਕ੍ਰਾਂਤੀ,সেউজ বিপ্লৱ
