Tamil,Assamese
தாழ்வு மனப்பான்மை,হীনমন্যতা
அனுரன் (மண்),অনুৰণ (মাটি)
விபுஷ்பன்,বিপুষ্পন
பில்லிங்,বিলিং
காடழிப்பு,বনাঞ্চল ধ্বংস কৰা
அவமானம்,বদনাম
சீரழிவு,অৱক্ষয়
பகுதி நாள்,অংশ দিন
1. அளவு 2. பகுதி,১.পৰিমাণ ২.অংশ
விலகல்,ডিহিচেন্স
உமி அகற்றுதல்,খোলা আঁতৰোৱা
உமி அகற்றுதல்,খোলা আঁতৰোৱা
நீரிழப்பு,পানীলগা
நீரற்ற,জলহীন
கோரிக்கை,দাবী কৰা
1. டினாட்டரேஷன் 2. பெருக்கல்,১.ডিনেচাৰেচন ২.গুণন
கண்டனம்,ডেনুডেচন
1. வைப்பு (மண்) 2. வைப்பு (பொருளாதாரம்),1. জমা (মাটি) 2. জমা (অৰ্থনীতি)
வைப்பு,জমা
1. தேய்மானம் 2. தேய்மானம்,১.মূল্য হ্ৰাস ২.মূল্য হ্ৰাস
உப்புநீக்கம்,ডিচেলাইনেচন
1. நீர் உலர்த்துதல் 2. நீரிழப்பு,১/ পানী শুকুৱাই লোৱা ২/ পানীলগা
1. வடிவமைப்பு 2. வடிவமைப்பு,1. ডিজাইন 2. ডিজাইন
உலர்,শুকান
கர்னல் அகற்றுதல்,কাৰ্ণেল আঁতৰোৱা
இடைக்கணிப்பு,ডি-ইণ্টাৰকেলেচন
இணைத்தல்,সংযোজন
1. ஆண் மஞ்சரி பிரித்தெடுத்தல் (சோளம்) 2. பல்லார் பிரித்தெடுத்தல்,১/ মতা মাঞ্জাৰী নিষ্কাশন (মাকৈ) ২) বেলাৰ নিষ্কাশন
பல்லார் அல்லது குந்தன் வெட்டுதல்,বল্লাৰ বা কুন্দন কাটিব পৰা
தீர்மானிப்பவர்,নিৰ্ণায়ক
மதிப்பிழப்பு,বিমুদ্ৰাকৰণ
தாவரங்களை நீக்கும்,ডি-ভেজিটেট
விலகல்,বিচ্যুতি
இரட்டை,দুণ্ডণ
நோய் கண்டறிதல்,নিদান
வெவ்வேறு முதிர்ச்சி,ভিন্ন পৰিপক্কতা
பிளவு,bifurcation
1. டைகோடைலிடன் 2. டைகோடைலிடன் (விதை),1. দ্বিবিষাক্ত (বীজ)
முதுகு நோய்,পিঠিৰ ৰোগ
1. பரவல் 2. பரவல்,১.প্ৰসাৰণ ২.প্ৰসাৰণ
செரிமானம்,হজম ক্ষমতা
இருகலப்பின,ডাইহাইব্ৰিড
1. அணை 2. வாய்க்கால் 3. குடும்பம்,১.বান্ধ ২.নলা ৩.পৰিয়াল
அற்ப,সামান্য
1. தனிக்குடித்தனம் 2. ஒருதார மணம்,১.একপত্নী ২.একপত্নী
டிப்ளாய்டு,ডিপ্লয়ড
1. டிப்ளாய்டு 2. டிப்ளாய்டு,১.দ্বিগুণী ২.দ্বিগুণী
இருமுனை,ডাইপোল
1. பிரித்தெடுத்தல் 2. மொட்டு அகற்றுதல்,১.নিষ্কাশন ২.কলি আঁতৰোৱা
1. கலப்பை உழுதல் 2. நூற்பு,১.হালোৱা হাল বাই ২.ঘূৰোৱা
தள்ளுபடி,ৰেহাই
கிருமி நீக்கம்,বীজাণুনাশক
1. சிதறல் 2. சிதறல்,১.বিক্ষিপ্ততা ২.বিক্ষিপ্ততা
1. சிதறல் 2. மாறுபாடு,1.বিক্ষিপ্ততা 2.ভেৰিয়েন্স
பல்வகைப்படுத்தல்,বৈচিত্ৰ্যতা
பல்வகைப்பட்ட விவசாயம்,বৈচিত্ৰময় কৃষি
டிஎன்ஏ படி,dna পদক্ষেপ
டிஎன்ஏ பெறுபவர்,ডি এন এ ৰিচিভাৰ
கப்பல்துறை வாடகை,ডক ভাড়া
பயனுள்ள,কাৰ্যকৰী
செயலற்ற நிலை,নিদ্ৰাহীনতা
1. அளவு 2. அளவு 3. அளவு,১/ পৰিমাণ ২. মাত্ৰা ৩. মাত্ৰা
இரட்டை சிக்மாய்டு வளைவு,ডাবল চিগম&#39;ইড বক্ৰ
1. புயல் 2. நீட்சி,1. gust 2. টানিব পৰা
1. வெளியேற்ற வடிகால் 2. கழிவுநீர்,1. এক্সজেষ্ট ড্ৰেইন 2. এফ্লুৱেণ্ট
வடிகால்,নিষ্কাশন
இழுவை,ট্ৰেকচন
1. மருந்து கொடு 2. நனை,1. ঔষধ দিয়া 2. তিয়াই পেলোৱা
அழகுசாதனப் பொருட்கள் (விதைகள்),প্ৰসাধন সামগ্ৰী (বীজ)
1. ஆகர் 2. ஆழமற்ற தவறு 3. துளை 4. துருப்பு,1. অগাৰ 2. অগভীৰ দোষ 3. ড্ৰিল 4. অগাৰ
1. துளை 2. துளை 3. துளை,১. ফুটা ২. ড্ৰিল ৩. ড্ৰিল
1. துளையிடுதல் 2. துரப்பணம் மூலம் விதைத்தல் 3. துரப்பணம் மூலம் ஊற்றுதல்,১.ড্ৰিল কৰা ২.ড্ৰিলেৰে বীজ সিঁচা ৩.ড্ৰিলেৰে ঢালি দিয়া
சொட்டு நீர் பாசனம்,ড্ৰিপ জলসিঞ্চন
உலர் விவசாயம்,শুকান খেতি কৰা
1.தூசி 2.புக்னி,১.ধূলি ২.বুকনি
1. டஸ்டர் 2. சிதறல்,১.ডাষ্টাৰ ২.বিকিৰণকাৰী
தெளிக்க,ছটিয়াই দিয়া
1. குள்ளன் 2. வாமனன்,১.বামন ২.ৱামন
வாமன பிரமிட்,বামন পিৰামিড
வாமினி பவன்,বামিণী ভৱন
சூழலியல்,পৰিৱেশ বিজ্ঞান
பொருளாதார அளவியல்,অৰ্থনীতি
பொருளாதார திறன்,অৰ্থনৈতিক দক্ষতা
சூழ்நிலை வகை,পৰিস্থিতিগত ধৰণ
கூடுதல் அடுக்கு,অতিৰিক্ত স্তৰযুক্ত
மென்மையான,কোমল
மண் அறிவியல்,soil বিজ্ঞান
1. பாலம் 2. விளிம்பு 3. இழை மூடல்,1. ব্ৰীজিং 2. এজিং 3. ষ্ট্ৰেণ্ড বন্ধ কৰা
உணவு பகுதி,খাদ্যৰ অংশ
தேவை நெகிழ்ச்சி,চাহিদাৰ স্থিতিস্থাপকতা
உற்பத்தி நெகிழ்ச்சி,উৎপাদন স্থিতিস্থাপকতা
மின்னாற்பகுப்பு,ইলেক্ট্ৰ&#39;লাইছিছ
எலக்ட்ரோபோரேசிஸ்,ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ
ஆவியாதல்,বাষ্পীভৱন
1. சிரச்சேதம் 2. பிடிப்பவர் 3. தலை துண்டிப்பவர் 4. ஸ்டெரிலைசர்,১.ডিকেপিটেটৰ ২.ষ্টেৰাইলাইজাৰ ৩.ডিকেপিটেটৰ ৪.ষ্টেৰাইলাইজাৰ
1. வெயிர் பாண்டி 2. ஸ்ட்ராபாண்டி,১/ ৱেইৰ বাণ্ডি ২.ষ্ট্ৰবন্দী
கரு,ভ্ৰূণ
1. கருவியல் 2. இயற்பியல்,১.ভ্ৰূণবিজ্ঞান ২.পদাৰ্থ বিজ্ঞান
1. வெளியேறு 2. வெளியேறு,1. প্ৰস্থান 2. প্ৰস্থান
குழம்பாக்கி,ইমালচাইফায়াৰ
உட்புறம்,অন্তৰ্জাতীয়
உள்-புள்ளி பிரிவு,ইন্ট্ৰা-পইণ্ট ডিভিজন
உள் ஒட்டுண்ணி,অন্তঃপৰজীৱী
எண்டோஸ்பெர்ம்,এণ্ডোস্পাৰ্ম
நிறுவன,উদ্যোগ
பூச்சியியல்,পতংগবিজ্ঞান
சூழல்,পৰিৱেশ
1. என்சைம் 2. என்சைம்,১.এনজাইম ২.এনজাইম
கொத்து ஒட்டுதல்,ক্লাষ্টাৰ গ্ৰাফটিং
1. எபிஃபைட் 2. எபிஃபைட்,১.এপিফাইট ২.এপিফাইট
பங்கு,ন্যায়
நீக்குதல்,নিৰ্মূলকৰণ
அத்தியாவசிய ஊட்டச்சத்துக்கள்,প্ৰয়োজনীয় পুষ্টিকৰ উপাদান
1. அளவீடு 2. தாவி 3. மதிப்பீடு,1. জোখ-মাখ 2. জাম্প 3. মূল্যায়ন
நேர்த்தியான,সূক্ষ্মতা
சுஜன்னிக்,সুজাননিক
மதிப்பீடு,মূল্যায়ন
நீராவி மானி,ভাপ গেজ
ஆவியாதல்,বাষ্পীভৱন
நித்திய புரட்சி,চিৰন্তন বিপ্লৱ
1. evergreen 2. evergreen,১.চিৰসেউজ ২.চিৰসেউজ
வளர்ச்சி,বিকাশ
துண்டிக்கப்பட்டது,কাটি পেলোৱা
பரீக்ஷய் (கருவுறுதல்),পৰীক্ষয় (উৰ্বৰতা)
சுரண்டல்,শোষণ
1. ஆய்வு 2. ஆய்வு,১.অন্বেষণ ২.অন্বেষণ
1. வெளியேற்றம் 2. உமிழ்வு,১.এক্সট্ৰুচন ২.নিগমন
கண்,নয়ন
1. காரணி 2. கூறு 3. காரணி 4. வளம்,1. কাৰক 2. উপাদান 3. কাৰক 4. সম্পদ
காரணி உற்பத்தித்திறன்,কাৰক উৎপাদনশীলতা
வர்த்தகர் தள்ளுபடி,ট্ৰেডছমেনৰ ৰেহাই
காரணி தொகுதி வடிவமைப்பு,ফেক্টৰিয়েল ব্লক ডিজাইন
மாற்று,বিকল্প
1. பட்டி 2. பலிஹார்,১.পট্টি ২.পালিহাৰ
மொத்த,গোটেই অংশ
கள மதிப்பீடு,ক্ষেত্ৰ মূল্যায়ন
பண்ணை பட்ஜெட்,ফাৰ্ম বাজেট
விவசாய வணிகம்,কৃষি ব্যৱসায়
கள திட்டமிடல்,ক্ষেত্ৰ পৰিকল্পনা
1. விவசாயி 2. விவசாயி,১.কৃষক ২.কৃষক
1. விவசாயம் 2. விவசாயம்,১.কৃষি ২.খেতি কৰা
மோதல்,সংঘৰ্ষ
பல இனப்பெருக்கம்,একাধিক প্ৰজনন
நொதித்தல்,কিম্বন
கருவுறுதல்,উৰ্বৰতা
உரம்,সাৰ
உர பயன்பாடு திறன்,সাৰৰ ব্যৱহাৰৰ কাৰ্যক্ষমতা
நார்ச்சத்து,আঁহযুক্ত
1. பண்ணை 2. பகுதி 3. இடம்,১.পাম ২.এলেকা ৩.অৱস্থান
மண் நீர் பிடித்து,মাটিৰ পানী ধৰি ৰখা
கள ஆர்ப்பாட்டம்,ক্ষেত্ৰ প্ৰদৰ্শন
1. அசையாமை 2. ஃபிக்சேஷன் 3. ஃபிக்சேஷன்,1. স্থিৰতা 2. স্থিৰকৰণ 3. স্থিৰতা
1. ஊடுருவல் 2. செறிவூட்டல்,1. প্লাৱন 2. গৰ্ভধাৰণ
ஓட்ட வரைபடம்,ফ্ল&#39; ডায়াগ্ৰাম
உணவு மதிப்பு,খাদ্য মূল্য
தீவனம்,পশুখাদ্য
முன்னறிவிப்பு,পুৰ্বানুমান
காடு,অৰণ্য
காடு வளர்ப்பு,বনানীকৰণ
1. டாட்பார்ன் 2. படிவம்,১.তাদপৰ্ণ ২.ফৰ্ম
உறைபனி எதிர்ப்பு,হিম প্ৰতিৰোধী
1. பாலா 2. ப்ளைட்,১.পালা ২.ব্লাইট
1. உறைந்த 2. உறைந்த,1. ফ্ৰ&#39;জেন 2. ফ্ৰ&#39;জেন
செயல்பாடு,অনুষ্ঠান
1. பழம் வீழ்ச்சி 2. பழம் வீழ்ச்சி,১/ ফলৰ পতন ২.ফলৰ পতন
பழங்கள் ஆக,ফল হৈ পৰে
1. புகைத்தல் 2. புகைத்தல்,1. ধূমপান 2. ধূমপান
பூஞ்சைக் கொல்லி,ভেঁকুৰনাশক
பூஞ்சை எதிர்ப்பு,এন্টিফাংগেল
பூஞ்சை,ভেঁকুৰ
1. குத் 2. சீதா,১.খুদ ২.সীতা
1. இணைவு 2. இணைவு,1. সংযোজন 2. সংযোজন
பருத்தி கம்பளி,কপাহী উল
முடிகள் நிறைந்த,লোমশ
1. மரப்புண் 2. பிடிகா,১/ গছৰ ঘা ২.পিতিকা
1. கேமட்கள் 2. கேமட்கள்,1. গেমেট 2. গেমেট
1. தோட்டம் 2. தோட்டம்,১.বাৰী ২.বাগিচা
1. பான்சால் 2. ஹைட்ரோமீட்டர்,১.পান্সাল ২.হাইড্ৰমিটাৰ
மரபணு சேகரிப்பு,জিন সংগ্ৰহ
ஜீன் டேகன்,জিন টেগন
பரம்பரை,বংশাৱলী
மரபணு வரைபடம்,জিন মেপ
மரபியல்,জেনেটিক্স
1. ஜீனோம் 2. சங்கீன்,১/ জিনম ২.সাংগেনে
சஞ்சினி சேகரிப்பு,সঞ্জিনী সংগ্ৰহ
மரபியல்,জিনমিক্স
மரபணு வகை,জিন প্ৰকাৰ
1. மரபணு அமைப்பு 2. மரபணு வகை,১.জিনৰ গঠন ২.জিনৰ প্ৰকাৰ
பரம்பரை,বংশ
1. பேரினம் 2. பரம்பரை,১. প্ৰজাতি ২. বংশ
1. கிருமி 2. கிருமி,১.বীজাণু ২.বীজাণু
கிருமி நாசினி,বীজাণুনাশক
முளைத்தல்,অংকুৰণ
1. ஜெர்ம்பிளாசம் 2. ஜெர்ம்பிளாசம்,১/ জীৱাণুপ্লাজম ২.জীৱাণুপ্লাজম
ஜிபெரெலிக் அமிலம்,জিবেৰেলিক এচিড
பொறுக்கி,গোটাওক
துஷ்,তুষ
1. பசையம் 2. பெருந்தீனி,১/ গ্লুটেন ২
கிளைகோலிசிஸ்,গ্লাইকোলাইছিছ
நைஸ்,বঢ়িয়া
பொன் புரட்சி,সোণালী বিপ্লৱ
1. வகைப்பாடு 2. வகைப்பாடு 3. அடுக்குப்படுத்தல்,1. শ্ৰেণীবিভাজন 2. শ্ৰেণীবিভাজন 3. স্তৰবিন্যাস
1. ஒட்டு செடி 2. பெனும்பிரல் செடி,1. গ্ৰাফ্ট কৰা উদ্ভিদ 2. পেনুম্ব্ৰেল উদ্ভিদ
பேனா சீரற்ற,কলম অসামঞ্জস্যপূৰ্ণ
கிரானா,গ্ৰানা
குருணையாக்கம்,গ্ৰেনুলেচন
பச்சை உரம்,সেউজীয়া গোবৰ
பசுமைப் புரட்சி,সেউজ বিপ্লৱ
வளர்ச்சி மற்றும் வளர்ச்சி,বৃদ্ধি আৰু বিকাশ
1. ஈறு நோய்,১/ আঁঠুৰ ৰোগ
வேற்றுபாலின,বিষমযৌন
1. பிரகிருதி 2. இயல்பு 3. ரூபகுணம் 4. தோற்றம்,1. প্ৰকৃতি 2. প্ৰকৃতি 3. ৰূপগুণ 4. ৰূপ
1. ஓலா 2. கர்கபட் 3. கர்கா,১.অলা ২.কৰকাপাট ৩.কৰ্কা
ரோமில்வாட்ச்,ৰোমিলৱাচ
உப்பு நீர்க்கட்டி,চেলাইন চিষ্ট
ஹாரோ,harrow
1. அறுவடை குறியீடு 2. அறுவடை குறியீடு,১.চপোৱা সূচকাংক ২.চপোৱা সূচকাংক
1. அறுவடை 2. அறுவடை செய்த பயிர் 3. முடிக்கப்பட்ட பயிர் 4. மகசூல்,১.চপোৱা ২.চপোৱা শস্য ৩.সমাপ্ত শস্য ৪.উৎপাদন
1. பறித்தல் 2. அறுவடை 3. பறித்தல்,১. ছিঙি যোৱা ২. চপোৱা ৩. ছিঙি যোৱা
1. முட்டை இடுதல் 2. முட்டை படை,১/ কণী পৰা ২) কণী বল
உலர்ந்த புல்,শুকান ঘাঁহ
உலர் தீவனம்,শুকান খাদ্য
கஞ்சி,গঞ্জি
மூடுபனி,কুঁৱলী
மங்கலான,কুঁৱলীময়
1. பாலி 2. சித்தா 3. முண்டக் 4. மேல் 5. தலை 6. சிரா,১.বালি ২.সিত্ত ৩.মুণ্ডক ৪.উপৰ ৫.মূৰ ৬.চিৰা
பள்ளத்தின் முடிவு,খাঁজৰ শেষ
மேல் கத்தரித்து,শীৰ্ষ ছাঁটনি
வேலி,বেৰা
காவலில்,জিম্মাত ৰখা
குண்டலினி,কুণ্ডলিনী
ஹெமாடைட்,হেমাটাইট
1. மூலிகை 2. மூலிகை,১.বনৌষধি ২.বনৌষধি
1.தாவரவியல் சேகரிப்பு 2.தாவரவியல் அருங்காட்சியகம்,১.উদ্ভিদ সংগ্ৰহ ২.উদ্ভিদ সংগ্ৰহালয়
களைக்கொல்லி,ঘাঁহনিনাশক
பரம்பரை,বংশগততা
பரம்பரை,বংশগততা
இருபாலினம்,উভলিংগী
ஹீட்டோரோக்ரோமடிக்,হেটেৰ&#39;ক্ৰ&#39;মেটিক
பன்முக கருத்தரித்தல்,হেটেৰ&#39;ফাৰ্টিলাইজেচন
1. ஹைபிரிடோஸ் 2. ஹெட்டோரோசிஸ்,১.হাইব্ৰিড’জ ২.হেটেৰ’ছিছ
செக்ஸ்க்ரோமோசோம்கள்,লিংগক্ৰম&#39;জম
பராமரிக்கவில்லை,লালন-পালন কৰা
பதினாறுமாதம்,হেক্সাডেচিমেল
குளிர் உறக்கம்,ঠাণ্ডা নিদ্ৰা
அதிக அடர்த்தி நடவு,উচ্চ ঘনত্বৰ ৰোপণ কৰা
1. பிண்டலாக் 2. மலை (நெல்),১.পিণ্ডলক ২.পাহাৰ (ধান)
ஹிஸ்டோகிராம்,হিষ্টোগ্ৰাম
உயர் தொழில்நுட்ப தோட்டக்கலை,হাই টেক উদ্যান শস্য
1.தயிர் 2. ஹைவ்,১.দৈ ২.মৌচাক
1. களையெடுத்தல் 2. களையெடுத்தல்,1. অপতৃণ কাটিব পৰা 2. অপতৃণ কাটিব পৰা
வைத்திருக்கும்,ধৰি ৰখা
தனியார் பண்ணை,ব্যক্তিগত পাম
ஹோமியோஸ்டாஸிஸ்,হোমিঅ&#39;ষ্টেছিছ
தாயகம்,গৃহভূমি
ஒருமைப்பாடு,সমতা
1. ஒரே மாதிரியான 2. ஒரே மாதிரியான,1. সমজাতীয় 2. সমজাতীয়
அனுதாபம்,সহানুভূতিশীল
ஓரினச்சேர்க்கை,সমযোজী
1. குர்லிகா 2. உணவுப் பாத்திரம் 3. ஹாப்பர்,১.খুৰিকা ২.খাদ্যৰ পাত্ৰ ৩.হাপাৰ
1. அடுக்கு 2. அடிவானம்,১.স্তৰ ২.দিগন্ত
தோட்டக்கலை பயிர்கள்,উদ্যান শস্য
1. தோட்டக்கலை 2. தோட்டக்கலை 3. தோட்டக்கலை 4. தோட்டக்கலை,১/ উদ্যান শস্য ২. উদ্যান শস্য ৩. উদ্যান শস্য ৪. উদ্যান শস্য
