Kannada,Marathi
ಕೌಂಟರ್ ಕ್ರಿಯೆ,प्रति क्रिया
ಕೌಂಟರ್ ಅಫಿಡವಿಟ್,प्रतिज्ञापत्र
ಕೌಂಟರ್ ಚಾರ್ಜ್,प्रति शुल्क
ಪ್ರತಿರೋಧ,काउंटर हक्क
ನಕಲಿ ಕರೆನ್ಸಿ,बनावट चलन
ನಕಲಿಸುವುದು,बनावट
ನಕಲಿ,स्थळप्रत
ಕೌಂಟರ್ ಕೊಡುಗೆ,काउंटर ऑफर
ಪ್ರತಿರೋಧಿಸು,काउंटरसइन
ದಂಗ,सत्ता
ಕೂಪನ್,कूपन
ಕೊರಿಯಾ,कुरिअर
ಕೊರಿಯರ್ ಸೇವೆ,कुरिअर सेवा
ಕೋರ್ಸ್,कोर्स
ಅಧ್ಯಯನದ ಕೋರ್ಸ್‌ಗಳು,अभ्यासाचे अभ्यासक्रम
ನ್ಯಾಯಾಲಯದ ಪ್ರಕರಣ,न्यायालयीन खटला
ಸೌಜನ್ಯ,शिष्टाचार
ಸಣ್ಣ ಕಾರಣಗಳ ನ್ಯಾಯಾಲಯ,छोट्या कारणास्तव न्यायालय
ಒಡಂಬಡಿಕೆ,करार
ಹೊದಿಕೆ,कव्हर
ವ್ಯಾಪ್ತಿ,कव्हरेज
ಪತ್ರ,कव्हरिंग लेटर
ಒಳಗೊಂಡ ಜ್ಞಾಪಕ ಪತ್ರ,मेमो कव्हर करत आहे
ಒಳಗೊಂಡಿರುವ ಟಿಪ್ಪಣಿ,कव्हरिंग नोट
ಕ್ರ್ಯಾಶ್ ಕಾರ್ಯಕ್ರಮ,क्रॅश प्रोग्राम
ಕೆನೆಮಾರ್ಗ,क्रीमयुक्त थर
ರಚನೆ,निर्मिती
ಸೃಜನಶೀಲ,सर्जनशील
ಸೃಜನಶೀಲತೆ,सर्जनशीलता
ಕ್ರೀಚ್,क्रेच
ರುಜುವಾತುಗಳ ಸಮಿತಿ,क्रेडेन्शियल्स समिती
ವಿಶ್ವಾಸಾರ್ಹತೆ,विश्वासार्हता
ಮನ್ನಣೆ,पत
ಹಿತಕರವಾದ,विश्वासार्ह
ಮನ್ನಣೆ ಸಲಹೆ,पत सल्ला
ಕ್ರೆಡಿಟ್ ಮತ್ತು ಮಿತವ್ಯಯದ ಸಮಾಜ,क्रेडिट आणि थ्रिफ्ट सोसायटी
ಕ್ರೆಡಿಟ್ ಕಾರ್ಡ್,क्रेडीट कार्ड
ಸಾಲ ಸೌಲಭ್ಯಗಳು,पत सुविधा
ಕ್ರೆಡಿಟ್ ಪ್ರವೇಶ,क्रेडिट प्रविष्टी
ಕ್ರೆಡಿಟ್ ಟಿಪ್ಪಣಿ,उधार पत्र
ಸಾಲದಾತ,लेखादार
ದಹನ,अंत्यसंस्कार
ದಹನ ಮೈದಾನ,स्मशानभूमी
ಸಿಬ್ಬಂದಿ,क्रू
ಅಪರಾಧ,गुन्हा
ನಂಬಿಕೆಯ ಕ್ರಿಮಿನಲ್ ಉಲ್ಲಂಘನೆ,विश्वासाचा गुन्हेगारी उल्लंघन
ಅಪರಾಧ ನ್ಯಾಯಾಲಯ,फौजदारी न्यायालय
ಕ್ರಿಮಿನಲ್ ನಿರ್ಲಕ್ಷ್ಯ,गुन्हेगारी दुर्लक्ष
ಕ್ರಿಮಿನಲ್ ಅಪರಾಧ,गुन्हेगारी गुन्हा
ಕ್ರಿಮಿನಲ್ ಪ್ರೊಸೀಜರ್ ಕೋಡ್,फौजदारी प्रक्रिया कोड
ಬಿಕ್ಕಟ್ಟು,संकट
ಬಿಕ್ಕಟ್ಟು ನಿರ್ವಹಣೆ,संकट व्यवस्थापन
ಮಾನದಂಡ,निकष
ವಿಚಾರಣೆ,टीका
ಶಿಲುಬೆ,फुली
ಅಡ್ಡ -ತಳಿ,क्रॉस ब्रीड
ಅಡ್ಡ ಪರಿಶೀಲನೆ,क्रॉस चेकिंग
ಅಡ್ಡ ಚೆಕ್,क्रॉस चेक
ಅಡ್ಡ -ಪರೀಕ್ಷೆ,क्रॉस परीक्षा
ಅಡ್ಡ -ಉಲ್ಲೇಖ,क्रॉस संदर्भ
ಅಡ್ಡ ಮತದಾನ,क्रॉस मतदान
ನಿರ್ಣಾಯಕ ದಿನಾಂಕ,महत्त्वपूर्ण तारीख
ಕಚ್ಚಾ,क्रूड
ಅಪರಾಧಿ ನರಹತ್ಯೆ,सदोष मनुष्यवध
ಅಪರಾಧಿ,गुन्हेगार
ಕೃಷಿ,लागवड
ಸಾಂಸ್ಕೃತಿಕ ವಿನಿಮಯ ಕಾರ್ಯಕ್ರಮ,सांस्कृतिक विनिमय कार्यक्रम
ಸಂಚಿತ,संचयी
ಕರೆನ್ಸಿ,चलन
ಕರೆನ್ಸಿ ವಿನಿಮಯ,चलन विनिमय
ಕರೆನ್ಸಿ ಟಿಪ್ಪಣಿ,चलन टीप
ಪ್ರಸ್ತುತ,चालू
ಚಾಲ್ತಿ ಖಾತೆ,चालू खाते
ಪ್ರಸ್ತುತ ಕರ್ತವ್ಯಗಳು,वर्तमान कर्तव्ये
ಪ್ರಸ್ತುತ ಅಧಿವೇಶನ,चालू सत्र
ಪಠ್ಯಕ್ರಮ ವಿಟಾ,अभ्यासक्रम vitae
ಮೊಟಕುಗೊಳಿಸು,कर्टेल
ಪಾಲಕ,संरक्षक
ಪಾಲನೆ,कोठडी
ರೂ customಿ,सानुकूल
ರೂ customಿ,सानुकूल
ರೂ customಿಯ,नेहमीचा
ರೂ customಿಯ ವಿಧಾನ,नेहमीची प्रक्रिया
ಕಸ್ಟಮ್ ಕರ್ತವ್ಯ,सानुकूल कर्तव्य
ಗ್ರಾಹಕ,ग्राहक
ಗ್ರಾಹಕ ಸ್ನೇಹಿ,ग्राहक अनुकूल
ಕಸ್ಟಮ್ ಪರೀಕ್ಷೆ,सानुकूल परीक्षा
ಕತ್ತರಿಸು,कट डाउन
ಕತ್ತರಿಸಿ,कट मोशन
ದಿನಾಂಕವನ್ನು ಕತ್ತರಿಸಿ,कट ऑफ तारीख
ಚಕ್ರ,चक्र
ದೈನಂದಿನ,दररोज
ದೈನಂದಿನ ಭತ್ಯೆ,दररोज भत्ता
ದೈನಂದಿನ ದಿನಚರಿ,दररोज डायरी
ದೈನಂದಿನ ನೋಂದಣಿ,दररोज नोंदणी
ದೈನಂದಿನ ವರದಿ,दैनिक वृत्तान्त
ದಿನಚರಿ,दररोजच्या नियमानुसार
ದೈನಂದಿನ ವೇತನ,दररोज वेतन
ಡಾಕ್ ಹಂತ,डाक स्टेज
ಬಿರಡೆ,डाक ट्रे
ಹಾನಿ,नुकसान
ಹಾನಿ,नुकसान
ಅಪಾಯಕರ,धोकादायक
ಧೈರ್ಯ,धाडसी
ದತ್ತ,डेटा
ದತ್ತಾಂಶ ಬ್ಯಾಂಕ್,डेटा बँक
ದತ್ತಾಂಶಗಳು,डेटा बेस
ಮಾಹಿತಿ ಸಂಗ್ರಹ,माहिती संकलन
ದತ್ತಾಂಶ ಪೋಷಣೆ,डेटा फीडिंग
ಮಾಹಿತಿ ಸಂಸ್ಕರಣೆ,डेटा प्रक्रिया
ದಿನಾಂಕ,तारीख
ಆಗಮನದ ದಿನಾಂಕ,आगमनाची तारीख
ಹುಟ್ತಿದ ದಿನ,जन्म तारीख
ನಿರ್ಗಮನ ದಿನಾಂಕ,प्रस्थान तारीख
ವಿಸರ್ಜನೆಯ ದಿನಾಂಕ,डिस्चार्जची तारीख
ಪಕ್ವತೆಯ ದಿನಾಂಕ,परिपक्वताची तारीख
ರಶೀದಿ ದಿನಾಂಕ,पावतीची तारीख
ದಿನಾಂಕದ ಅಂಚೆಚೀಟಿ,तारखेचा शिक्का
ದಿನದ ವಿದ್ವಾಂಸ,दिवसाचा अभ्यासक
ಹಗಲನ,दिवस पाळी
ಅನುಗ್ರಹದ ದಿನಗಳು,कृपेचे दिवस
ದಿನನಿತ್ಯದ ಕೆಲಸ,दररोज काम
ಜರಡಿ ಖಾತೆ,मृत खाते
ಜಡ ರೇಖೆ,डेड लाइन
ಅಸ್ತವ್ಯಸ್ತತೆ,डेडलॉक
ಸತ್ತ ಸ್ಟಾಕ್ ರಿಜಿಸ್ಟರ್,डेड स्टॉक रजिस्टर
ತೂಕ,मृत वजन
ಒಪ್ಪಂದ,करार
ವ್ಯವಹಾರ ಸಹಾಯಕ,डीलिंग सहाय्यक
ವ್ಯವಹಾರ,व्यवहार
ಸಾವು ವಾರ್ಷಿಕೋತ್ಸವ,मृत्यू वर्धापन दिन
ತುಟ್ಟಿ ಭತ್ಯ,प्रियजन भत्ता
ಸಾವಿನ ಲಾಭ,मृत्यू लाभ
ಡೆತ್-ಕಮ್-ರಿಟೈರೆಮೆಂಟ್ ಗ್ರಾಚ್ಯುಟಿ,मृत्यू-सह-सेवानिवृत्ती ग्रॅच्युइटी
ಸೇವೆಯಲ್ಲಿ ಸಾವು,सेवेत मृत्यू
ಡೌಥೊರಿಜಾಟಿಯೊ,Deauthorizatioin
ವಶಪಡಿಸಿಕೊಳ್ಳುವುದು,डीबार
ಡೆಬಿಟ್,डेबिट
ಡೆಬಿಟ್ ಸಲಹೆ,डेबिट सल्ला
ಸಾಲ,कर्ज
ಸಾಲದ ನಿರ್ವಹಣೆ,कर्ज व्यवस्थापन
ಸಾಲದವನು,कर्जदार
ಮರಣಹೊಂದಿದ,मृत
ಸಭ್ಯತೆ,सभ्यता
ವಿಕೇಂದ್ರೀಕರಣ,विकेंद्रीकरण
ನಿರ್ಧರಿಸುವ ಅಂಶ,निर्णय घेणारे घटक
ನಿರ್ಧಾರ,निर्णय
ತೀರ್ಮಾನ ಮಾಡುವಿಕೆ,निर्णय घेणे
ನಿರ್ಧಾರ ಪ್ರಕ್ರಿಯೆ,निर्णयप्रक्रिया
ಪ್ರಕಟಿಸುವುದು,घोषणा
ಆದಾಯದ ಘೋಷಣೆ,उत्पन्नाची घोषणा
ಘೋಷಿಸಿದ ಮೌಲ್ಯ,घोषित मूल्य
ಪ್ರಮಾಣವಚನದಲ್ಲಿ ಘೋಷಿಸಿ,शपथ जाहीर करा
ಹಗಲು,डीकोड
ಹತೋಟಿ ಮಾಡು,Concontrol
ಅಲಂಕಾರ,सजावट
ಇಳಿಸು,घट
ಸುಗಂಧ,डिक्री
ಸಮರ್ಪಣೆ,समर्पण
ಕಳೆಯಬಹುದಾದ,वजा करण्यायोग्य
ಕಡಿತ,कपात
ಮೂಲದಲ್ಲಿ ಕಡಿತ,स्त्रोत वजावट
ಸಂಬಳದಿಂದ ಕಡಿತ,पगारापासून कपात
ಪತ್ರ,डीड
ಅಡಮಾನದ ಪತ್ರ,गहाणखत डीड
ಡೀಮ್ಡ್ ಯೂನಿವರ್ಸಿಟಿ,मानलेले विद्यापीठ
ಅಪಹರಿಸು,विकृत
ವಸ್ತುತಃ,वास्तविक
ಅಪಹರಣ,डिफॅलेकेशन
ಮಾನನಷ್ಟತೆ,मानहानी
ಗಡಿಬಿಡಿ,डीफॉल्ट
ಕಾಲ್ಚೀಲ,डिफॉल्टर
ದೋಷಯುಕ್ತ,सदोष
ರಕ್ಷಣೆ,संरक्षण
ರಕ್ಷಣಾ ಸಲಹೆಗಾರ,संरक्षण सल्ला
ರಕ್ಷಣಾ ಉತ್ಪಾದನೆ,संरक्षण उत्पादन
ಪ್ರತಿವಾದಿ,प्रतिवादी
ಮುಂದೂಡಿಕೆ,स्थगिती
ಮುಂದೂಡಲ್ಪಟ್ಟ ಖರ್ಚು,स्थगित खर्च
ಧಿಕ್ಕಾರ,अवघ्या
ಕೊರತೆ,तूट
ಕೊರತೆ ಬಜೆಟ್,तूट बजेट
ವಿವರಿಸು,परिभाषित
ಧಿಕ್ಕರಿಸು,नाकार
ಅವನತಿ,अधोगती
ಪದ,पदवी
ಕೈದಿಸು,डीजुरे
ವಿಳಂಬ,विलंब
ನಿಯೋಗಿ,प्रतिनिधी
ನಿಯೋಜಿತ ಅಧಿಕಾರ,नियुक्त प्राधिकरण
ನಿಯೋಗ,प्रतिनिधी
ಅಧಿಕಾರಗಳ ನಿಯೋಗ,शक्तींचे प्रतिनिधी
ಅಳಿಸು,हटवा
ಅಳಿಸುವುದು,हटविणे
ಉದ್ದೇಶಪೂರ್ವಕವಾಗಿ,मुद्दाम
ವಿವೇಚನೆ,विचारविनिमय
ಭವ್ಯತೆ,नाजूक
ಗೋಪುರ,मर्यादा
ತಲುಪಿಸು,वितरित
ವಿತರಣೆ,वितरण
ಬೇಡಿಕೆ,मागणी
ಬೇಡಿಕೆಯ ಟಿಪ್ಪಣಿ,मागणी नोट
ಗಡಸು,सीमांकन
ಅರ್ಧಾಧಿಕಾರದ,डेमी-अधिकृत
ಪ್ರಜಾಪ್ರಭುತ್ವ,लोकशाही
ಪ್ರದರ್ಶನ,प्रात्यक्षिक
ನಿಡೂ,डेमोरालायझेशन
ತುತ್ತಾಗಿಸು,डिमरेज
ನಿರಾಕರಣೆ,नकार
ಪಂಗಡ,संप्रदाय
ದಾವೆ,डी नोव्हो
ನಿರಾಕರಿಸು,नाकार
ಹೊರಟು ಹೋಗು,निघून जा
ವಿಭಾಗ,विभाग
ಇಲಾಖೆಯ,विभागीय
ಇಲಾಖಾ ಕ್ರಿಯೆ,विभागीय कारवाई
ಇಲಾಖಾ ವಿಚಾರಣೆ,विभागीय चौकशी
ಇಲಾಖಾ ತನಿಖೆ,विभागीय तपासणी
ಇಲಾಖೆಯ ಅಕ್ರಮ,विभागीय अनियमितता
ವಿಭಾಗೀಯ ಗ್ರಂಥಾಲಯ,विभागीय ग्रंथालय
ಇಲಾಖಾ ನಿರ್ಲಕ್ಷ್ಯ,विभागीय दुर्लक्ष
ಇಲಾಖೆಯ ಅನುಮತಿ,विभागीय परवानगी
ವಿಭಾಗೀಯ ಅರ್ಹತಾ ಪರೀಕ್ಷೆ,विभागीय पात्रता परीक्षा
ನಿರ್ಗಮನ,प्रस्थान
ಅವಲಂಬನೆ ಪ್ರಮಾಣಪತ್ರ,अवलंबित्व प्रमाणपत्र
ಅವಲಂಬಿತ,अवलंबून
ಅವಲಂಬಿತ ಮಕ್ಕಳು,अवलंबून मुले
ನಿಯೋಜಿಸು,तैनात करणे
ದೊಡ್ಡ ವ್ಯಕ್ತಿ,अनुयायी
ಗಡೀಪಾರು,हद्दपारी
ಶೋಧಿಸು,डिपोज
ಠೇವಣಿ,ठेव
ಡಿಪೊ,डेपो
ಸವಕಳಿ,घसारा
ಖಿನ್ನತೆಗೆ ಒಳಗಾದ ವರ್ಗ,उदास वर्ग
ನೀಚಿಸು,वंचित
ತತ್ತ್ವ,प्रतिनियुक्ती
ಕಪಾಟಿ ಭತ್ಯೆ,प्रतिनियुक्ती भत्ता
ಉಪ,डेप्युटी
ಪದದ,नोंदणीकृत
ಕರ್ತವ್ಯದ ಅಪನಗದೀಕರಣ,कर्तव्याचा विकृती
ಸೋಗು,Dedereservation
ಅವಹೇಳನ,अपमान
ಅಪಹರಣಕಾರಕ,अपमानास्पद
ಅವಹೇಳನಕಾರಿ ಹೇಳಿಕೆ,अपमानास्पद टीका
ವಾಣಿಜ್ಯ,वंशज
ವಿವರಣೆ,वर्णन
ಅರ್ಹ,पात्र
ವಿನ್ಯಾಸ,डिझाइन
ಗೊತ್ತುಮಾಡು,नियुक्त करा
ಹುದ್ದೆ,पदनाम
ರವಾನಿಸು,पाठवा
ರವಾನೆ ಟಿಪ್ಪಣಿ,पाठवा नोट
ರವಾನೆ,पाठवा नोंदणी
ತಲುಪುವ ದಾರಿ,गंतव्य
ನಿರ್ದಯವಾಗಿ,निराधार
ವಿವರ,तपशील
ವಿವರವಾದ,तपशीलवार
ಪತ್ತೆ ಮಾಡು,शोध
ಬಂಧನ,ताब्यात
ಬಂಧನ,डीटेनु
ನಿರ್ಣಯ,निर्धार
ತಡೆಯುವಿಕೆ,निरोधक
ಹಾನಿ,हानिकारक
ಹಾನಿಕಾರಕ,हानिकारक
ಅಪಮೌಲ್ಯೀಕರಣ,अवमूल्यन
ವಿನಯ,विध्वंस
ಅಭಿವೃದ್ಧಿ,विकास
ತಿರುಗು,विचलित करा
ಸಾಧನ,साधन
ಭಕ್ತಿ,भक्ती
ರೋಗ ನಿರ್ಣಯಿಸು,निदान
ರೇಖಾಚಿತ್ರ,आकृती
ಡೈರಿ,डायरी
ನಿರ್ದೇಶನ,डिक्टेशन
ಅಲ್ಲ,मरणार नाही
ಆಹಾರ,आहार
ಜಿಗಿಲು,पचवणे
ಘನತೆಯ,प्रतिष्ठित
ಘನತೆ,प्रतिष्ठा
ವ್ಯಭಿಚಾರ,डिग्रीशन
ಹಿಗ್ಗಿಸುವ,सौम्य
ಉಭಯಸಂಕಟ,कोंडी
ಪರಿಶ್ರಮದ,मेहनती
ಆಯಾಮ,परिमाण
ಡಿಪ್ಲೋಮ,डिप्लोमा
ರಾಜತಾಂತ್ರಿಕತೆ,मुत्सद्दीपणा
ರಾಜತಾಂತ್ರಿಕ ವಿನಾಯಿತಿ,मुत्सद्दी प्रतिकारशक्ती
ನೇರ,थेट
ನೇರ ಸ್ಪರ್ಧೆ,थेट स्पर्धा
ನೇರ ಸಂದರ್ಶನ,थेट मुलाखत
ನಾಜೂಕಾದ,दिशा
ನಿರ್ದೇಶಕ,निर्देशिका
ನೇರ ನೇಮಕಾತಿ,थेट भरती
ತಪ್ಪಿಸು,परवानगी नाही
ಅಂಗವೇಕ್ಷಣೀಯ,दिव्यांग
ಅಂಗವಿಕಲ,अपंग व्यक्ती
ನಿಷ್ಕ್ರಿಯಗೊಳಿಸುವ ಲಾಭ,अपंगत्व लाभ
ಅನನುಕೂಲ,गैरसोय
ಒಪ್ಪಿಸು,सहमत नाही
ಅಂಗೀಕರಿಸದ,परवानगी नाही
ಅಸಮ್ಮತಿ,नकार
ದುರಂತದ,आपत्ती
ವಿಪತ್ತು ನಿರ್ವಹಣೆ,आपत्ती व्यवस्थापन
ವಿಸರ್ಜಿಸು,विघटन
ವಿತರಣೆ,वितरण
ತರಿಸು,टाकून द्या
ವಿಸರ್ಜನೆ,डिस्चार्ज
ವಿಸರ್ಜನೆ,डिस्चार्ज स्लिप
ಶಿಸ್ತು ಕ್ರಮ,शिस्तबद्ध कारवाई
ಶಿಸ್ತು ವಿಧಾನ,शिस्तबद्ध प्रक्रिया
ಶಿಸ್ತು,शिस्त
ತಪ್ಪೊಪ್ಪಿಕೊಂಡಿರುವುದನ್ನು ತಪ್ಪಿಸಿಕೊ,अस्वीकरण
ಪ್ರಕಟಿಸು,प्रकटीकरण
ಅಸಮಾಧಾನ,असंतोष
ನಿಲ್ಲಿಸುವಿಕೆ,विघटन
ನಿಲ್ಲಿಸು,बंद करा
ಅಸಮಾಧಾನ,मतभेद
ರಿಯಾಯಿತಿ,सूट
ಪತ್ತೆ,शोधा
ಅಪಖ್ಯಾತಿ,बदनामी
ವ್ಯತ್ಯಾಸ,विसंगती
ವಿವೇಚನೆ,विवेक
ವಿವೇಚನಾ ಅನುದಾನ,विवेकी अनुदान
ವಿವೇಚನೆ ಶಕ್ತಿ,विवेकी शक्ती
ತಾರತಮ್ಯ,भेदभाव
ಚರ್ಚೆ,चर्चा
ವಂಚಕ,अप्रामाणिक
ಅವಮರ್ಯಾದೆ,अनादर
ವಿಘಟನೆ,विघटन
ಕೊರೆ,डिस्क
ಸ್ಥಳಾಂತರಿಸುವುದು,विस्थापन
ವಿಶ್ವಾಸದ್ರೋಹದ,विश्वासघात
ವಜಾಮಾಡಿಸು,काढून टाकणे
ವಜಾಮಾಡುವುದು,बाद
ವಜಾಮಾಡುವ ವಿಧಾನ,डिसमिसल प्रक्रिया
ಸೇರಿಸು,आज्ञा पाळ
ಅಣಿಕೆ,डिसऑर्डर
ಅಸ್ವಸ್ಥಗೊಳಿಸು,अव्यवस्थित
ಅಸಮಾನತೆಗೆ,असमानता
ರವಾನೆ ವಿಭಾಗ,पाठवण्याचा विभाग
ವಿಲೇವಾರಿ ಮಾಡಬಹುದಾದ,डिस्पेंसेबल
ಹರಡು,विखुरले
ಸ್ಥಳಾಂತರಗೊಂಡ,विस्थापित
ಪ್ರದರ್ಶನ,प्रदर्शन
ಅಸಮಾಧಾನ,नाराजी
ವಿಲೇವಾರಿ,विल्हेवाट
ವಿಲೇವಾರಿ,विल्हेवाट लावणे
ಇನಚಾತುರ್ಯ,स्वभाव
ಹೊರಹೊಮ್ಮಿಸು,विल्हेवाट
ವಿವಾದಿಸು,वाद
ಅನರ್ಹತೆ,अपात्रता
ಕಡೆಗಣಿಸು,दुर्लक्ष
ಅಡ್ಡಿ,व्यत्यय
ಅಸಮಾಧಾನ,असंतोष
ಭಿನ್ನಾಭಿಪ್ರಾಯ,मतभेद
ಅಪಚಾರ ಮಾಡು,डिसव्हिसिस
ವಿಘಟಿಸು,पृथक्करण
ವಿಸರ್ಜನೆ,विघटन
ವಿಸರ್ಜಿಸು,विरघळ
ದೂರ ಶಿಕ್ಷಣ,अंतर शिक्षण
ಬಂಡಿಲೆ ಮಾಡುವವಳು,डिस्टिलरी
ವಿಶಿಷ್ಟ,भिन्न
ಪ್ರತ್ಯೇಕಿಸು,वेगळे करा
ಅಸ್ಪಷ್ಟತೆ,विकृती
ಯಾತನೆ,त्रास
ವಿತರಣೆ ಮಾಡು,वितरण
ವಿತರಣೆ,वितरण
ಜಿಲ್ಲೆ,जिल्हा
ಜಿಲ್ಲಾ ಕೇಂದ್ರ,जिल्हा केंद्र
ಅಡ್ಡಿ,त्रास
ನಲಿದಾರ,Ditto
ತಿರುವು,विचलन
ಲಾಭ,लाभांश
ವಿಭಾಗ,विभागणी
ವಿಚ್ or ೇದನ,घटस्फोट
ಕಪ್ಪೆ,डॉकेट
ವೈದ್ಯ,डॉक्टर
ದಾಖಲೆಗಳು,दस्तऐवज
ಸಾಕ್ಷ್ಯಚಿತ್ರ ಸಾಕ್ಷ್ಯ,कागदोपत्री पुरावा
ದಸ್ತಾವತಿ,दस्तऐवजीकरण
ನಿವಾಸ,अधिवास
ನಿವಾಸ ಪ್ರಮಾಣಪತ್ರ,अधिवास प्रमाणपत्र
ಪ್ರಬಲ,प्रबळ
ದಾನ,देणगी
ತಿಕ್ಕಲ,डॉसियर
ಅನುಮಾನಾಸ್ಪದ,संशयास्पद
ಪಾರಿವಾಳ,कबुतराची टेलिंग
ಕೆಳಗಡೆ,डाउन ग्रेड
ಕರಡು,मसुदा
ಕರಡು ಪ್ರತ್ಯುತ್ತರ,मसुदा प्रत्युत्तर
ತೀವ್ರವಾದ ಅಳತೆ,कठोर उपाय
ಸೆರೆ,काढा
ಡ್ರಾಯರ್,ड्रॉवर
ಚಿತ್ರ,रेखांकन
ಬರಗಾಲ,दुष्काळ
ಶುಷ್ಕ ಪ್ರಚಾರ,कोरडे जाहिरात
ಉಭಯಪಥ,ड्युअल शुल्क
ದ್ವಿ ಪೌರತ್ವ,दुहेरी नागरिकत्व
ಕಾರಣವಾದ,देय
ಸರಿಯಾದ ಪರಿಶ್ರಮ,देय परिश्रम
ಬಾಕಿ,थकबाकी
ಸರಿಯಾಗಿ,योग्यरित्या
ನಕಲು,नक्कल
ಅವಧಿ,कालावधी
ಬಿದ್ದು,ड्युरेस
ಕರ್ತವ್ಯ,कर्तव्य
ಕರ್ತವ್ಯ ಭತ್ಯೆ,कर्तव्य भत्ता
ಕರ್ತವ್ಯ ಪಟ್ಟಿಯ,कर्तव्य चार्ट
ಕರ್ತವ್ಯ ರಜೆ,कर्तव्य रजा
ಕರ್ತವ್ಯ ಕೊಠಡಿ,ड्यूटी रूम
ಸಾಯುತ್ತಿರುವ ಘೋಷಣೆ,मरणार घोषित
ಚಲನಶಾಸ್ತ್ರ,गतिशीलता
ಮೊಣಕಾಲ,Sermone
ಗಳಿಸಿದ ರಜೆ,कमाईची रजा
ಗಳಿಕೆ,कमाई
ಪರಿಸರ ಸ್ನೇಹಿ,पर्यावरणास अनुकूल
ಪರಿಸರ ವಿಜ್ಞಾನ,पर्यावरणशास्त्र
ಆರ್ಥಿಕ,अर्थिक
ಆರ್ಥಿಕ ಶೋಷಣೆ,आर्थिक शोषण
ಆರ್ಥಿಕತೆ,अर्थव्यवस्था
ಆರ್ಥಿಕ ವರ್ಗ,अर्थव्यवस्था वर्ग
ಸಂಪಾದನೆ,संपादन
ಆವೃತ್ತಿ,संस्करण
ಸಂಪಾದಕೀಯ,संपादकीय
ಶಿಕ್ಷಣ,शिक्षण
ಶೈಕ್ಷಣಿಕ ವೃತ್ತಿ,शैक्षणिक कारकीर्द
ಶಿಕ್ಷಣ ಸಂಸ್ಥೆ,शैक्षणिक संस्था
ಶೈಕ್ಷಣಿಕ ಅರ್ಹತೆ,शैक्षणिक पात्रता
ಪರಿಣಾಮ,प्रभाव
ಪರಿಣಾಮಕಾರಿ,प्रभावी
ಹಿತ,प्रभावी तारीख
ಪರಿಣಾಮ,परिणाम
ಕಾರ್ಯಕಾರಿತ್ವ,कार्यक्षमता
ಅಖಂಡತೆ,कार्यक्षमता
ದಕ್ಷ,कार्यक्षम
ಹೊರಹಾಕುವಿಕೆ,इजेक्शन
ವಿಸ್ತಾರವಾದ,विस्तृत
ತಪ್ಪಿಹೋಗು,बाहेर पडला
ಚುನಾಯಿತ ಪ್ರತಿನಿಧಿ,निवडलेले प्रतिनिधी
ಚುನಾವಣೆ,निवडणूक
ಚುನಾವಣಾ ಕಾಲೇಜು,निवडणूक महाविद्यालय
ಮತದಾರಿಕೆ,मतदार
ವಿದ್ಯುದೀಕರಣ,विद्युतीकरण
ವಿದ್ಯುದರ್ಚಿ ಮಾಧ್ಯಮ,इलेक्ट्रॉनिक मीडिया
ಪ್ರಾಥಮಿಕವಾಗಿ,प्राथमिक
ಅರ್ಹತೆ,पात्रता
ಅರ್ಹತೆ ಪರೀಕ್ಷೆ,पात्रता चाचणी
ತೊಡೆದುಹಾಕುವಿಕೆ,निर्मूलन
ವಜಭಸ,वक्तृत्व
ಮುಜುಗರ,लाजिरवाणे
ದುಡುಕು,भुयारीपणा
ಲಾಂblemನ,प्रतीक
ಉಬ್ಬು ಮುದ್ರೆ,एम्बॉसिंग सील
ತುರ್ತುಸ್ಥಿತಿ,आणीबाणी
ತುರ್ತು ಪರಿಹಾರ,आपत्कालीन आराम
ಹೊರಹೊಮ್ಮುವ,उदय
ವಲಸೆ,इमिग्रेशन
ಸ ೦ ಚಾರಿಗಳು,Emoluments
ಸಾಮರಸ್ಯ,एम्पिनेलमेंट
ಪರಾನುಭೂತಿ,सहानुभूती
ಉದ್ಯೋಗ,रोजगार
ಉದ್ಯೋಗಿ,कर्मचारी
ನೌಕರರ ಭಾಗವಹಿಸುವಿಕೆ,कर्मचार्‍यांचा सहभाग
ನೌಕರರ ಕೊಡುಗೆ,कर्मचार्‍यांचे योगदान
ನೌಕರರ ಭವಿಷ್ಯ ನಿಧಿ,कर्मचार्‍यांचा भविष्य निर्वाह निधी
ಉದ್ಯೋಗಕಾರ,मालक
ಉದ್ಯೋಗ,रोजगार
ಉದ್ಯೋಗ ವಿನಿಮಯ,रोजगार विनिमय
ಉದ್ಯೋಗ ಸೂಚನೆ,रोजगाराची सूचना
ಉದ್ಯೋಗ ಕಚೇರಿ,रोजगार कार्यालय
ಅಧಿಕಾರ ನೀಡಿ,सक्षम
ಸಬಲೀಕರಣ,सशक्तीकरण
ಅಂಗೀಕರಿಸು,कायदे करा
ಜಾರಿಗೊಳಿಸು,अधिनियम
ನೊಣ,एन ब्लॉक
ನಗದು,एन्कॅश
ಸುತ್ತಾಟ,संलग्न
ಉತ್ತೇಜನ,प्रोत्साहन
ಅತಿಕ್ರಮ,अतिक्रमण
ಎಸೆತ,अडचण
ಒಪ್ಪಿ,मान्यता
ದತ್ತಿ,देणगी
