Bengali,English
নিষ্ক্রিয়,disable
অক্ষম সংকেত,disabling signal
সংযোগ বিচ্ছিন্ন,disconnect
বিযুক্ত,discrete
ডিস্ক,disk
ডিস্ক ঠিকানা,disk address
ডিস্ক অ্যারে,disk array
ডিস্ক ক্ষমতা,disk capacity
তথ্য ধারণ করে যে চাকতি,disk drive
ডিস্ক ফাইল,disk file
ডিস্ক মেমরি,disk memory
ডিস্ক অপারেটিং সিস্টেম (DOS),disk operating system (DOS)
ডিস্ক প্যাক,disk pack
ডিস্ক সার্ভার,disk server
ডিস্ক স্টোরেজ,disk storage
ডিস্কেট,diskette
প্রদর্শন ফাইল,display file
প্রদর্শন চিত্র,display image
নিষ্পত্তি,disposal
দূরত্ব,distance
দূরত্ব ফাংশন,distance function
বিকৃতি,distortion
বিতরণ করা,distributed
বিতরণ করা তথ্য,distributed data
বিতরণ করা সার্ভার,distributed server
বিতরণ ব্যবস্থা,distributed system
বিতরণকারী,distributive
নথি,document
নথি উদ্ধার করা হয়েছে,document retrieved
নথি উইন্ডো,document window
ডকুমেন্টেশন,documentation
ডোমেইন,domain
ডোমেন নাম,domain name
ডট ম্যাট্রিক্স প্রিন্টার,dot matrix printer
নিচে,down
ডাউন লিঙ্ক,down link
ডাউন লোড হচ্ছে,down loading
ডাউন সময়,down time
টেনে আনা,dragging
DRAM (গতিশীল RAM),DRAM (dynamic RAM)
প্রবাহ,drift
ড্রাইভার,driver
ড্রপ,drop
ড্রপ ডাউন তালিকা বাক্স,drop down list box
ড্রাম ড্রাইভ,drum drive
ড্রাম প্রিন্টার,drum printer
ড্রাম ইউনিট,drum unit
দ্বৈত,dual
দ্বৈত ঘনত্ব,dual density
ডামি ঠিকানা,dummy address
ডাম্প,dump
ডুপ্লেক্স সার্কিট,duplex circuit
ডুপ্লেক্সিং,duplexing
নকল,duplicate
ডিভিডি R/W,DVD R/W
ডিভিডি রম,DVD ROM
গতিশীল নির্দেশ,dynamic instruction
গতিশীল মেমরি,dynamic memory
গতিবিদ্যা,dynamics
ইবিসিডিআইসি,EBCDIC
ই-ব্যবসা,e-business
প্রতিধ্বনি,echo
ই-কমার্স,e-commerce
সম্পাদনা,edit
সম্পাদক,editor
শিক্ষাবিষয়ক প্রযুক্তি,educational technology
ইইপি রম,EEP rom
কার্যকর ঠিকানা (ভাসমান ঠিকানা),effective address (floating address)
কার্যকর অপারেন্ড ঠিকানা,effective operand address
কার্যকর পদ্ধতি,effective procedure
কার্যকর ইউআইডি (ব্যবহারকারী সনাক্তকরণ),effective UID (user identification)
কার্যকরী ট্রান্সমিশন অপারেন্ড,efffective transmission operand
আট-বিট বাইট,eight-bit byte
ই-লার্নিং,e-learning
নির্বাচন-সংলগ্নতা,election-algirthm
বৈদ্যুতিক মেইলিং (ই-মেইল),electric mailing (e-mail)
বৈদ্যুতিক প্রিন্টার,electric printer
বৈদ্যুতিক অ্যাকাউন্টিং মেশিন,electrical accounting machine
বৈদ্যুতিক,electronic
ইলেকট্রনিক ক্লিয়ারেন্স সিস্টেম (ECS),electronic clearance system (ECS)
ইলেকট্রনিক ডেটা ইন্টারচেঞ্জ (EDI),electronic data interchange (EDI)
ইলেকট্রনিক তথ্য প্রক্রিয়াকরণ,electronic data processing
ইলেকট্রনিক ফাইলিং,electronic filing
ইলেকট্রনিক ফান্ড ট্রান্সফার সিস্টেম (EFTS),electronic funds transfer System (EFTS)
ইলেকট্রনিক জার্নাল,electronic journals
ইলেকট্রনিক প্রকাশনা,electronic publishing
ইলেকট্রনিক সুইচ,electronic switch
উপাদান,element
ই-মেইল,e-mail
ই-মেইল ঠিকানা,e-mail address
এমবেডেড সিস্টেম,embedded system
এমবেডিং,embedding
ইমিটার কাপল লজিক (ইসিএল),emitter couple logic (ECL)
খালি স্ট্যাক,empty stack
খালি স্ট্রিং,empty string
অনুকরণ,emulation
encapsulation,encapsulation
এনসিফার,encipher
এনকোড,encode
এনকোডার,encoder
এনক্রিপ্ট করা তথ্য,encrepted data
এনক্রিপ্টিং ফাইল সিস্টেম,encripting file system
জোড়া লাগানো,encryption
ব্লকের শেষ,end of block
ফাইলের শেষ (EOF),end of file (EOF)
শেষ ব্যবহারকারী,end-user
প্রবেশ করা,enter
এন্টার কী,enter-key
এন্টারপ্রাইজ সার্ভার,enterprise server
এন্টারপ্রাইজ সিস্টেম,enterprise system
সত্তা,entity
সত্তা-সম্পর্ক,entity-relationship
প্রবেশের সময়,entry time
এন্ট্রি ভেরিয়েবল,entry variable
গণনাযোগ্য,enumerable
পরিবেশ,environment
যুগ,epoch
EPROM,EPROM
epsilon বন্ধ,epsilon closure
সমানকারী,equalizer
সরঞ্জাম,equipment
সমতা শ্রেণী,equivalence class
সমতা সম্পর্ক,equivalence relation
মুছে ফেলা,erase
ত্রুটি সংশোধন কোড,error correcting code
ত্রুটি সংশোধন,error correction
ত্রুটি সনাক্তকরণ,error detection
শিল্প খাত,error handling
ভুল বার্তা,error message
ত্রুটি হার,error rate
ত্রুটি পুনরুদ্ধার,error recovery
ত্রুটির রুটিন,error routine
পালাবার চরিত্র,escape character
ইথারনেট,ethernet
ঘটনা,event
ইভেন্ট চেইন,event chain
ঘটনা নিয়ন্ত্রণ,event control
ইভেন্ট কাউন্টার,event counter
ব্যতিক্রম হ্যান্ডলিং,exception handling
বিনিময়যোগ্য ডিস্ক স্টোরেজ,exchangeable disk storage
বর্জন,exclusion
একচেটিয়া বা (XOR),exclusive Or (XOR)
এক্সিকিউটেবল প্রোগ্রাম,executable program
নির্বাহী বিবৃতি,executive statement
সম্পূর্ণ অনুসন্ধান,exhaustive search
বিদ্যমান,exist
প্রস্থান,exit
দক্ষ পদ্ধতি,expert system
অভিব্যক্তি,expression
বর্ধিত গ্রাফিক অ্যারে (XGA),extended graphic array (XGA)
বর্ধিত শিল্প মান (EIS),extended industry standard (EIS)
বর্ধিত মেশিন,extended machine
বর্ধিত মেমরি,extended memory
বর্ধিত নির্ভুলতা,extended precision
বর্ধিত বাছাই,extended sorting
বাহ্যিক কল,external call
বাহ্যিক ত্রুটি,external error
বাহ্যিক ফাংশন,external function
বাহ্যিক বাধা,external interrupt
বাহ্যিক স্মৃতি,external memory
বাহ্যিক স্মৃতি,external memory
বাহ্যিক মডেম,external modem
বাহ্যিক রেফারেন্স,external reference
বাহ্যিক অনুসন্ধান,external searching
বাহ্যিক স্টোরেজ ডিভাইস,external storage device
নিষ্কাশন,extraction
এক্সট্রাপোলেশন,extrapolation
মুখ-চরিত্রের প্রিন্টার,face-character printer
ব্যর্থ-নিরাপদ অপারেশন,fail-safe operation
ব্যর্থতার হার,failure rate
ব্যর্থতা পুনরুদ্ধার,failure recovery
মিথ্যা কোড,false code
মিথ্যা ত্রুটি,false error
ফ্যান-ইন,fan-in
ফ্যান-আউট,fan-out
ফ্যাসিমাইল I/O ডিভাইস,fascimile I/O device
ফাস্ট ফোরিয়ার ট্রান্সফর্ম (FFT),fast fourier transform (FFT)
মারাত্মক ত্রুটি,fatal error
ত্রুটি সনাক্তকরণ,fault detection
ত্রুটি নির্ণয়,fault diagnosis
দোষ সহনশীলতা,fault tolerance
ফ্যাক্স,fax
ফ্যাক্স বার্তা,fax message
এফডিসি,FDC
বৈশিষ্ট্য সনাক্তকরণ,feature detection
ফিড চক্র,feed cycle
প্রতিক্রিয়া,feedback
ফিডার,feeder
আনা,fetch
ফিবোনাচি অনুসন্ধান,fibonacci search
ফিবোনাচি ক্রম,fibonacci sequence
ফিবোনাচি সিরিজ,fibonacci series
ফাইবার অপটিক,fibre optics
ফিডো নেট,fido net
ক্ষেত্র,field
পঞ্চম প্রজন্মের কম্পিউটার,fifth generation computers
ফাইল,file
ফাইল অ্যাক্সেস পদ্ধতি,file access method
ফাইল বরাদ্দ টেবিল,file allocation table
ফাইল কম্প্রেশন,file compression
ফাইল কপি করা,file copying
ফাইল বিন্যাস,file layout
ফাইল মার্জ,file merge
ফাইল পুনরুদ্ধার,file recovery
ফাইল স্টোরেজ,file storage
ফাইল গঠন,file structure
নথি ব্যবস্থা,file system
ফাইল স্থানান্তর,file transfer
ফাইল ট্রান্সফার প্রোটোকল (FTP),file transfer protocol (FTP)
ছাঁকনি,filter
চূড়ান্ত অবস্থা,final state
অনুসন্ধান,find
সসীম রাষ্ট্র মেশিন,finite state machine
আগুন প্রাচীর,fire wall
ফার্মওয়্যার,firmware
আগে আসলে আগে পাবেন,first come first serve
প্রথম প্রজন্মের কম্পিউটার,first generation computer
ফার্স্ট ইন ফার্স্ট আউট (ফিফো),first in first out (FIFO)
প্রথম আদেশ যুক্তি,first order logic
প্রথম আদেশ তত্ত্ব,first order theory
স্থির পার্টিশন,fixed partition
পতাকা,flag
নমনীয় ডিস্ক,flexible disk
ফ্লপি ডিস্ক,floppy disk
ফ্লপি ডিস্ক ড্রাইভ (এফডিডি),flopy disk drive (Fdd)
ফ্লো চার্ট,flow chart
নিয়ন্ত্রণ প্রবাহ,flow of control
ফ্লাশ,flush
ফোল্ডার,folder
ফন্ট,font
ফন্ট পরিবার,font family
বিদেশী চাবি,foreign key
ফর্ম,form
অানুষ্ঠানিক ভাষা,formal language
আনুষ্ঠানিক ব্যবস্থা,formal system
বিন্যাস,format
বিন্যাস,formatting
ফরট্রান,fortran
ফরট্রান প্রোগ্রামিং,fortran programming
ফরোয়ার্ড স্ল্যাশ,forward slash
চতুর্থ প্রজন্মের কম্পিউটার,fourth generation computer
টুকরা,fragment
ফ্রেম,frame
বিনামূল্যে নেট,free net
ফ্রি সফটওয়্যার ফাউন্ডেশন,free software foundation
বিনামূল্যে সঞ্চয়স্থান,free storage
বিনামূল্যের,freeware
সামনের অংশ,front end
সম্মুখ প্যানেল,front panel
ফাংশন,function
ফাংশন কী,function key
ফাংশন রেফারেন্স,function reference
কার্যকরী নির্ভরতা,functional dependency
কার্যকরী পরীক্ষা,functional testing
ঝাপসা যুক্তিবিজ্ঞান,fuzzy logic
ঝাপসা সেট,fuzzy set
লাভ করা,gain
খেলা গাছ,game tree
ফাঁক চরিত্র,gap character
আবর্জনা,garbage
আবর্জনা সংগ্রহ,garbage collection
আবর্জনা সংগ্রহ,garbage collection
আবর্জনার মধ্যে আবর্জনা আউট (GIGO),garbage in garbage out (GIGO)
গেট,gate
প্রবেশপথ,gateway
সাধারণ প্রোগ্রাম,general program
সাধারণ প্রোগ্রাম,general program
সাধারণ উদ্দেশ্য কম্পিউটার,general purpose computer
সাধারণ উদ্দেশ্য কম্পিউটার,general purpose computer
সাধারণ রেজিস্টার,general register
সাধারণীকরণ,generalization
সাধারণীকরণ,generalization
সাধারণ-উদ্দেশ্য ভাষা,general-purpose language
সাধারণ উদ্দেশ্য অপারেটিং সিস্টেম,general-purpose operating sysem
সাধারণ-উদ্দেশ্য নিবন্ধক,general-purpose regisgter
উৎপন্ন ত্রুটি,generated error
উৎপন্ন ফাংশন,generating function
জেনেরিক ক্লাস,generic class
জেনেরিক ফাংশন,generic function
জেনেরিক নাম,generic name
গিগো,gigo
বিশ্বব্যাপী,global
গ্লোবাল কোড,global code
গ্লোবাল লক,global lock
বিশ্বব্যাপী নেটওয়ার্ক,global network
বিশ্বব্যাপী নেটওয়ার্ক,global network
বিশ্বব্যাপী ব্যবহারকারী,global user
বিশ্ব পরিবর্তনশীল,global variable
বিশ্বায়ন,globalisation
গোফার,gopher
গোফার ক্লায়েন্ট,gopher client
গোফার সার্ভার,gopher server
গোফার সাইট,gopher site
গোফার স্থান,gopher space
সাবলীল পতন,graceful degradation
ব্যাকরণ পরীক্ষক,grammar checker
ব্যাকরণ মার্জিত প্রস্থান,grammar graceful exit
সর্বমোট,grand total
চিত্রলেখ,graph
গ্রাফ প্লটিং,graph plotting
গ্রাফিক চরিত্র,graphic character
গ্রাফিক নিয়ামক,graphic controller
গ্রাফিক তথ্য কাঠামো,graphic data structure
গ্রাফিক ডিসপ্লে প্রোগ্রাম,graphic display program
গ্রাফিক ডিসপ্লে রেজোলিউশন,graphic display resolution
গ্রাফিক ভাষা,graphic language
গ্রাফিক ভাষা,graphic language
গ্রাফিক প্যানেল,graphic panel
গ্রাফিকাল অ্যানিমেশন,graphical animation
গ্রাফিক্যাল ইন্টারফেস ফরম্যাট (GIF),graphical interface format (GIF)
গ্রাফিক্যাল ইউজার ইন্টারফেস (GUI),graphical user interface (GUI)
গ্রাফিক্স,graphics
গ্রাফিক্স অ্যাপ্লিকেশন,graphics application
গ্রাফিক্স কার্সার,graphics cursor
গ্রাফিক্স মোড,graphics mode
গ্রাফিক্স প্যাকেজ,graphics package
গ্রাফিক্স সফটওয়্যার,graphics software
গ্রাফিক্স সফটওয়্যার,graphics software
গ্রাফিক্স সফটওয়্যার প্যাকেজ,graphics software package
ধূসর স্কেল,gray scale
লোভী পদ্ধতি,greedy method
grep,grep
গ্রিড,grid
গ্রিড চার্ট,grid chart
গ্রিড কম্পিউটিং,grid computing
গ্রিড মড্যুলেশন,grid modulation
স্থল তরঙ্গ,ground wave
দল,group
গ্রুপ ঠিকানা,group address
শঙ্ঘবদ্ধ কোড,group code
গ্রুপ যোগাযোগ,group communication
গ্রুপ যোগাযোগ,group communication
গ্রুপ সনাক্তকরণ,group identification
দলের নাম,group name
গ্রুপওয়্যার,groupware
বৃদ্ধি,growth
প্রহরী,guard
নির্দেশিত মিডিয়া,guided media
বন্দুক,gunzip
টাট্টু,hack
হ্যাকার,hacker
হ্যাকারের অভিধান,hacker's dictionary
অর্ধেক যোগকারী,half adder
অর্ধেক সেতু,half bridge
অর্ধেক দ্বৈত,half duplex
হাফ ডুপ্লেক্স লাইন,half duplex line
হাফ ডুপ্লেক্স মোড,half duplex mode
অর্ধেক তীব্রতা,half intensity
অর্ধেক রাউটার,half router
অর্ধেক বিয়োগকারী,half subtracter
অর্ধেক টোনিং,half toning
অর্ধেক শব্দ,half word
বন্ধুত্বপূর্ণ চক্র,hamiltonious cycle
হ্যামিং কোড,hamming code
হাত,hand
হাত কপি,hand copy
হাতল,handle
হ্যান্ডলিং,handling
স্তব্ধ,hang
সুখী নেট,happy net
হার্ড কপি ডিভাইস,hard copy device
হার্ড ডিস্ক,hard disk
হার্ড ডিস্ক ক্র্যাশ,hard disk crash
কঠিন ত্রুটি,hard error
হার্ডওয়্যার প্রবাহ নিয়ন্ত্রণ,hardware flow control
সুরেলা,harmonic
সুরেলা গড়,harmonic mean
হ্যাশ,hash
হ্যাশ ডায়াগ্রাম,hash diagram
হ্যাশ টেবিল,hash table
হ্যাশিং কৌশল,hashing technique
হেডার,header
গাদা,heap
গাদা সাজানোর,heap sort
সাহায্য,help
সাহায্য পর্দা,help screen
হেল্পনেট,helpnet
হার্টজ,hertz
হিউরিস্টিক,heuristic
হিউরিস্টিক পদ্ধতি,heuristic method
হেক্সাডেসিমেল সংখ্যা,hexadecimal numbers
লুকানো লাইন,hidden line
অনুক্রমিক ডেটা বেস,hierarchical data base
অনুক্রমিক ফাইল সিস্টেম,hierarchical file system
অনুক্রমিক টপোগ্রাফি,hierarchical topography
উচ্চ স্তরের ভাষা,high level language
উচ্চ মেমরি এলাকা,high memory area
উচ্চ পারদর্শিতা,high performance
আঘাত,hit
লক্ষ্যভেদ হার,hit rate
আক্রমণ অনুপাত,hit ratio
গর্ত,hole
হোম ডিরেক্টরি,home directory
হোম পেজ,home page
সমজাতীয় স্থানাঙ্ক,homogeneous coordinate
খোঁড়ান,hop
হপ গণনা,hop count
শিং,horn
হোস্ট কম্পিউটার,host computer
হোস্ট কম্পিউটার,host computer
হোস্ট ভাষা,host language
গরম চাবি,hot key
হাইপার টেক্সট মার্কআপ ভাষা (HTML),hyper text markup language (HTML)
অনুমান,hypothesis
আমি পোদ,I pod
I/O বাফার,I/O buffer
I/O পোর্ট,I/O port
I/O ইউনিট,I/O unit
শনাক্তকারী,identifier
পরিচয়,identity
ইমেজ,image
ছবি সনাক্তকারী যন্ত্র,image sensor
প্রভাব প্রিন্টার,impact printer
প্রতিবন্ধকতা,impedence
অপরিহার্য প্রোগ্রাম ভাষা,imperative programme language
অপরিহার্য বিবৃতি,imperative statement
অন্তর্নিহিত ঠিকানা,implicit address
অসম্ভব ঘটনা,impossible event
নিষ্ক্রিয় নোড,inactive node
অসঙ্গতি,inconsistency
বৃদ্ধি,increment
সূচক,index
সূচক ডেটা আইটেম,index data item
ইনডেক্স ফাইল,index file
সূচক রেজিস্টার,index register
সূচক অনুক্রমিক,index sequential
সূচিবদ্ধ ঠিকানা,indexed addressing
সূচিবদ্ধ ভাষা,indexed language
ইনডেক্সড সিকোয়েন্স ফাইল,indexed sequence file
সূচীকৃত অনুক্রমিক স্কেস পদ্ধতি (ISAM),indexed sequential sccess method (ISAM)
পরোক্ষ সম্বোধন,indirect addressing
তথ্যবিদ্যা,Informatics
তথ্য,Information
তথ্য বিট,information bit
তথ্য ব্যবস্থাপনা,information management
তথ্য ব্যবস্থাপনা সিস্টেম (IMS),information management system (IMS)
তথ্য আহরণ,information retrieval
তথ্য পদ্ধতি,information system
তথ্য প্রযুক্তি (আইটি),information technology (IT)
অবকাঠামো ব্যবস্থাপনা,infrastructure management
উত্তরাধিকার,Inheritance
উত্তরাধিকারসূত্রে প্রাপ্ত ত্রুটি,inherited error
প্রাথমিক,Initial
প্রাথমিক ঠিকানা,initial address
প্রারম্ভিক অবস্থা,initial state
আরম্ভ,Initialization
ইঙ্কজেট প্রিন্টার,ink jet printer
অসংখ্য,Innumerable
i-নোড টেবিল,i-node table
অকার্যকর সময়,inoperable time
ইনপুট বাফার রেজিস্টার,input buffer register
ইনপুট আউটপুট প্রসেসর (I/O প্রসেসর),input output processor (I/O processor)
ইনপুট আউটপুট রেজিস্টার (I/O রেজিস্টার),input output register (I/O register)
ইনপুট আউটপুট বিবৃতি (I/O বিবৃতি),input output statement (I/O statement)
ইনপুট/আউটপুট (I/O),input/output (I/O)
ইনপুট/আউটপুট বাফার (I/O বাফার),input/output buffer (I/O buffer)
ইনপুট/আউটপুট ডিভাইস (I/O ডিভাইস),input/output device (I/O device)
ঢোকান,Insert
সন্নিবেশ বাছাই,insertion sort
ইনস্টলেশন সময়,installation time
দৃষ্টান্ত,Instance
নির্দেশ,Instruction
নির্দেশ কাউন্টার,instruction counter
নির্দেশ চক্র,instruction cycle
নির্দেশনাবলী,instruction set
পূর্ণসংখ্যা প্রোগ্রামিং,integer programming
পূর্ণসংখ্যা পরিবর্তনশীল,integer variable
ইন্টিগ্রেটেড মডেম,integrated modem
ইন্টিগ্রেটেড সার্ভিস ডিজিটাল নেটওয়ার্ক (ISDN),integrated services digital network (ISDN)
অখণ্ডতা,Integrity
বুদ্ধিমান নিয়ামক,intelligent controller
বুদ্ধিমান টার্মিনাল,intelligent terminal
আন্তঃ ব্লক,inter block
আন্তঃ ব্লক ফাঁক,inter block gap
আন্তঃযোগাযোগ ব্যবস্থা,inter communication system
মিথষ্ক্রিয়া,Interaction
ইন্টারেক্টিভ গ্রাফিক্স,interactive graphics
ইন্টারেক্টিভ কীবোর্ড প্রিন্টার,interactive keyboard printer
ইন্টারকম পরিষেবা,intercom service
ইন্টারফেস,Interface
ইন্টারলিভিং,Interleaving
মধ্যবর্তী বাফার,intermediate buffer
অভ্যন্তরীণ ব্লক,internal block
অভ্যন্তরীণ যোগাযোগ,internal communication
অভ্যন্তরীণ বিভাজন,internal fragmentation
অভ্যন্তরীণ মেমরি,internal memory
অভ্যন্তরীণ সাজানোর,internal sort
অভ্যন্তরীণ টাইমার,internal timer
প্রমিতকরণের জন্য আন্তর্জাতিক সংস্থা (ISO),international organization for standardization (ISO)
আন্তর্জাতিক প্রযুক্তিগত সহায়তা সংস্থা,international technical support organization
ইন্টারনেট,Internet
ইন্টারনেট ইঞ্জিনিয়ারিং টাস্ক ফোর্স (IETF),internet engineering task force (IETF)
ইন্টারনেট এক্সপ্লোরার,internet explorer
ইন্টারনেট হান্ট,internet hunt
ইন্টারনেট মাসিক রিপোর্ট,internet monthly report
ইন্টারনেট প্যাকেট বিনিময়,internet packet exchange
ইন্টারনেট প্রোটোকল (আইপি),internet protocol (IP)
ইন্টারনেট প্রোটোকল রিমুভ (আইপি),internet protocol remove (IP)
ইন্টারনেট রিলে চ্যাট (IRC),internet relay chat (IRC)
ইন্টারনেট সেবা প্রদানকারী,internet service provider
ইন্টারনেট পরিষেবা তালিকা,internet services list
ইন্টারনেট সমাজ,internet society
ইন্টারনেট টুল,internet tools
ইন্টারনেট কাজ করে,internet working
ইন্টারনেট কাজ করে,internet working
ইন্টারপোলেশন,Interpolation
ব্যাখ্যা করুন,Interpret
দোভাষী,Interpreter
আন্তঃপ্রক্রিয়া যোগাযোগ,interprocess communication
বাধা,Interrupt
বাধা হ্যান্ডলার,interrupt handler
বাধা মাস্ক,interrupt mask
বাধা সংকেত,interrupt signal
বাধা ভেক্টর,interrupt vector
বাধা,Interruption
ছেদ,Intersect
ইন্ট্রানেট,Intranet
অপরিবর্তনীয়,Invariant
ইনভেন্টরি মাস্টার ফাইল,inventory master file
বিপরীত মাল্টিপ্লেক্সার,inverse multiplexer
বিপরীত স্ক্যানিং,inverse scanning
উল্টানো ফাইল,inverted file
উল্টানো তালিকা ফাইল,inverted list file
উল্টানো পৃষ্ঠা টেবিল,inverted page table
বৈদ্যুতিন সংকেতের মেরু বদল,Inverter
ইন্টারনেট কাজ করে,internet working
ইন্টারপোলেশন,Interpolation
ব্যাখ্যা করুন,Interpret
দোভাষী,Interpreter
আন্তঃপ্রক্রিয়া যোগাযোগ,interprocess communication
বাধা,Interrupt
বাধা হ্যান্ডলার,interrupt handler
বাধা মাস্ক,interrupt mask
বাধা সংকেত,interrupt signal
বাধা ভেক্টর,interrupt vector
বাধা,Interruption
ছেদ,Intersect
ইন্ট্রানেট,Intranet
অপরিবর্তনীয়,Invariant
ইনভেন্টরি মাস্টার ফাইল,inventory master file
বিপরীত মাল্টিপ্লেক্সার,inverse multiplexer
বিপরীত স্ক্যানিং,inverse scanning
উল্টানো ফাইল,inverted file
উল্টানো তালিকা ফাইল,inverted list file
উল্টানো পৃষ্ঠা টেবিল,inverted page table
বৈদ্যুতিন সংকেতের মেরু বদল,Inverter
চাকরি ব্যবস্থাপনা,job management
কাজ ভিত্তিক ভাষা,job oriented language
কাজের অগ্রাধিকার,job priority
কাজের সময়সূচী,job scheduling
কাজের সিকোয়েন্সিং,job sequencing
কাজের টেবিল,job table
যোগ দিন (যোগ দিন),join (JOIN)
যৌথ ফটোগ্রাফিক গ্রুপ (jpg),joint photographic group (jpg)
জার্নাল,Journal
আনন্দ লাঠি,joy stick
বিচার,Judgement
ঝাঁপ দাও,Jump
লাফের নির্দেশ,jump instruction
জাম্পার,Jumper
জংশন,Junction
আবর্জনা,Junk
ন্যায্যতা,Justification
k বাইট,k bytes
karnaugh মানচিত্র,karnaugh map
karnaugh মানচিত্র,karnaugh map
KB (কিলো বাইট),KB (Kilo Byte)
কার্নেল,Kernel
কার্নেল মোড,kernel mode
কার্নিং,Kerning
চাবি,Key
কী বোর্ড,key board
কী বাউন্স,key bounce
কী ক্লিক করুন,key click
কী কম্প্রেশন,key compression
কী ডিস্ক,key disk
কী এনক্রিপশন,key encryption
কী ক্ষেত্র,key field
কী ফাইল,key file
কী ফ্রেম,key frame
প্রকৃত ব্যবস্থাপনা,key management
কী প্যাড,key pad
কী প্যাড,key pad
মূল বাক্যাংশ,key phrase
কী পালস,key pulse
কী পাঞ্চ,key punch
কী বাছাই,key sorting
কী স্ট্রোক,key stroke
ঠিকানা রূপান্তরের চাবিকাঠি,key to address transformation
ডিস্কের চাবি,key to disk
ফ্লপির চাবি,key to floppy
টেপের চাবি,key to tape
মূল শব্দ,key word
লাথি,Kick
হত্যা,Kill
কিলোবিট,Kilobit
নটস,Knots
জ্ঞান ভিত্তিক তথ্য সেবা,knowledge based information services
জ্ঞান আবিষ্কার,knowledge discovery
জ্ঞান আবিষ্কার ডাটাবেস (KDD),knowledge discovery database (KDD)
জ্ঞান প্রকৌশল,knowledge engineering
জ্ঞান ব্যবস্থাপনা,knowledge management
জ্ঞান কর্মী,knowledge worker
ল্যান অ্যাডাপ্টার,Lan adapter
ল্যান সার্ভার,Lan server
LAN কর্মক্ষেত্র,LAN workplace
ল্যান্ডস্কেপ,Landscape
ল্যান্ডস্কেপ,Landscape
ভাষা,Language
ভাষা দোভাষী,language interpreter
ভাষা প্রসেসর,language processor
ভাষা অনুবাদক,language translator
ল্যাপটপ,Laptop
বড় আকারের একীকরণ (এলএসআই),large scale integration (lsi)
বড় আকারের ইন্টিগ্রেশন (LSI),large scale integration (LSI)
লেজার,Laser
লেজার প্রিন্টার,laser printer
লাস্ট ইন ফার্স্ট আউট (LIFO),last in first out (LIFO)
স্তর,Layer
লেআউট,Layout
পাতা,Leaf
পাতার নোড,leaf node
পাতার সাইট,leaf site
ইজারা,Lease
লিজড চ্যানেল,leased channel
লিজড লাইন,leased line
সর্বনিম্ন উল্লেখযোগ্য বিট (lsb),least significant bit (lsb)
অন্তত উল্লেখযোগ্য সংখ্যা,least significant digit
উত্তরাধিকার ব্যবস্থা,legacy system
লেমা,Lemma 
চিঠির মান (LQ),letter quality (LQ)
লেক্সেম,Lexeme
লেক্সিকোগ্রাফি,Lexicography
লাইব্রেরি,Library
লাইব্রেরি প্রোগ্রাম,library program
লাইব্রেরি সাব-রুটিন,library sub-routine
লাইসেন্স চুক্তি,licence agrement
লাইট ইমিটার ডায়োড (এলইডি),light emitter diode (LED)
হালকা বন্দুক,light gun
হালকা কলম,light pen
লাইন অ্যাডাপ্টার,line adapter
লাইন সম্পাদনা,line editing
লাইন প্রিন্টার,line printer
রৈখিক,Linear
লাইন প্রতি মিনিট (LPM),lines per minute (LPM)
লিঙ্ক,Link
যোজিত তালিকা,linked list
লিনাক্স,LINUX
লিকুইড ক্রিস্টাল ডিসপ্লে (LCD),liquid crystal display (LCD)
তালিকা প্রক্রিয়াকরণ,list processing
আক্ষরিক,Literal
লাইভ দেখান,Live
লাইভ নোড,live node
ভার,Load
লোড মডিউল,load module
স্থানীয়,Local
স্থানীয় অ্যাক্সেস,local access
স্থানীয় এলাকা নেটওয়ার্ক (ল্যান),local area network (Lan)
স্থানীয় সংজ্ঞা,local definition
স্থানীয় বিনিময়,local exchange
স্থানীয় স্মৃতি,local memory
স্থানীয় মোড,local mode
স্থানীয় পরিবর্তনশীল,local variable
তালা,Lock
লক করা ফাইল,locked file
লগ ইন = লগ ইন করুন,log in=log on
লগ অফ-লগ আউট,log off-log out
লগিং,Logging
যুক্তি বিশ্লেষক,logic analyser
যুক্তি বোমা,logic bomb
লজিক কার্ড,logic card
লজিক চার্ট (ফ্লো চার্ট),logic chart (flow chart)
লজিক সার্কিট,logic circuit
লজিক ডিজাইন,logic design
লজিক ডায়াগ্রাম,logic diagram
লজিক ফ্লো চার্ট,logic flow chart
লজিক ফাংশন,logic function
লজিক গেট,logic gate
লজিক প্রোগ্রামিং,logic programming
যুক্তির পরিবর্তন,logic shift
যুক্তি অবস্থা,logic state
লজিক সুইচ,logic switch
লজিক ইউনিট,logic unit
যৌক্তিক,Logical
যৌক্তিক সংযোগ,logical connection
যৌক্তিক তথ্য কাঠামো,logical data structure
লজিক্যাল ডায়াগ্রাম,logical diagram
যৌক্তিক অভিব্যক্তি,logical expression
লজিক্যাল ফ্লো চার্ট (ফ্লো চার্ট),logical flow chart (flow chart)
যৌক্তিক IF,logical IF
যৌক্তিক অপারেশন,logical operation
লজিক্যাল অপারেটর,logical operator
যৌক্তিক সম্পর্ক,logical relation
যৌক্তিক স্কিম,logical scheme
যৌক্তিক প্রতীক,logical symbol
লজিক্যাল টাইপ,logical type
যৌক্তিক মান,logical value
যৌক্তিক পরিবর্তনশীল,logical variable
এগিয়ে তাকান বহন,look ahead carry
