Malayalam,Punjabi
കാലാവസ്ഥാ പാരാമീറ്റർ,ਜਲਵਾਯੂ
ക്ലൈമാക്സ് കമ്മ്യൂണിറ്റി,ਸਿਖਰ ਤੇ ਕਮਿ Community ਨਿਟੀ
കയറുന്നവന്,ਚੜਾਈ
കയറ്റം,ਚੜ੍ਹਨਾ
ക്ലിനിക്കൽ കാലയളവ്,ਕਲੀਨਿਕਲ ਅਵਧੀ
ക്ലിറ്റലാർ,ਕਲਿਟੇਲਰ
ധാരണയല്,ਕਲਾਈਟਲਮ
ക്ലിറ്റോറിയ,ਕਲਾਕਾਰ
ക്ലിറ്റോറിസ്,ਕਲਿਟਰਿਸ
വലോക്ക,ਕਲੋਕਾ
ക്ലോണൽ തവള,ਕਲੋਨਲ ਡੱਡੂ
ക്ലോണൽ പ്രചരണം,ਕਲੋਨਲ ਪ੍ਰਸਾਰ
ക്ലോണൽ തിരഞ്ഞെടുക്കൽ,ਕਲੋਨਲ ਚੋਣ
ക്ലോൺ,ਕਲੋਨ
ക്ലോണിംഗ്,ਕਲੋਨਿੰਗ
അടുത്ത വിവാഹം,ਵਿਆਹ ਨੂੰ ਬੰਦ ਕਰੋ
അടച്ച സിസ്റ്റം,ਬੰਦ ਸਿਸਟਮ
ക്ലോസ്ട്രിഡിയം,ਕਲੋਸਟ੍ਰਿਡਿਅਮ
ക്ലോസ്ട്രിഡിയം ബ്യൂട്ടലിസിയം,ਕਲੋਸਟ੍ਰਿਡਿਅਮ ਬੋਟਲਿ iiialium ਜ਼ੀਅਮ
കട്ട്ട്ട് ബസ്റ്റർ,ਕਲੋਟ ਬੁਸਟਰ
രക്തത്തിന്റെ കട്ടപിടിക്കുന്നത്,ਖੂਨ ਦੀ ਜੰਮਣਾ
ക്ലോവർ ബീൻ,ਕਲੋਵਰ ਬੀਨ
ക്ലോവർ-ഇല മോഡൽ,ਕਲੋਵਰ-ਪੱਤਾ ਮਾਡਲ
കോമാളി മത്സ്യം,ਕਲੋਨ ਫਿਸ਼
സിനിദാരിയൻമാർ,ਸੀਨੀਡੀਆਕਾਰ
Cnidoblatst,Cnidblast
കൂടെതാരം,ਸਹਿਣਸ਼ੀਲਤਾ
നാടൻ ക്രമീകരണ നോബ്,ਮੋਟੇ ਐਡਜਸਟਮੈਂਟ ਨੋਬ
നാടൻ മണൽ,ਮੋਟੇ ਰੇਤ
തീരദേശ ചരട്,ਤੱਟਵਰਤੀ ਡੀਸ
തീരദേശ ചെമ്മൻ കൾച്ചർ ഫാം,ਤੱਟਵਰਤੀ ਪ੍ਰਤ ਸਭਿਆਚਾਰ ਫਾਰਮ
കോബാൾട്ട്,ਕੋਬਾਲਟ
കൊക്കെയ്ൻ,ਕੋਕੀਨ
കോസിഡിയോസിസ്,ਕੋਕਸੀਡੀਓਸਿਸ
കോക്കണ,COCCUS
കോകെസിക്സ്,ਕੋਸੈਕੈਕਸ
കോക്ലിയ,ਕੋਚਲਿਆ
കോക്ലിയ,ਕੋਚਲਿਆ
കീടകോശം,ਕੋਕੂਨ
കോഡ് ചെയ്ത ജനിതക പ്രോഗ്രാം,ਕੋਡ ਜੈਨੇਟਿਕ ਪ੍ਰੋਗਰਾਮ
കോഡിൻ,ਕੋਡਾਈਨ
കോഡിംഗ്,ਕੋਡਿੰਗ
കോഡിംഗ്,ਕੋਡਿੰਗ
കോഡിംഗ്,ਕੋਡਿੰਗ
കോഡിംഗ് സ്ട്രാന്റ്,ਕੋਡਿੰਗ ਸਟ੍ਰੈਂਡ
കോഡിമിനൻസ്,ਕੋਡੋਮਾਈਨੈਂਸ
കോഡൺ,ਕੋਡੋਨ
കോളറേറ്റ്,ਕੋਇਰੇਟਰਰੇਟ
കോലെൻഡെറോൺ,ਕੋਲੇਨਟਰੋਨ
സീലിയാക് ഗാംഗ്ലിയൻ,ਸੇਲੀਆਕ ਗੈਂਗਲੀਅਨ
കോളമറ്റ്,ਕੋਲੀਮੈਟ
വസനാഥൻ,ਕੋਮਲ
കോലോമിക് എപിത്തീലിയം,ਕੋਨੇਮਿਕ ਐਪੀਥੀਲਿਅਮ
കോലോമിക് ദ്രാവകം,ਕੋਮਲ ਤਰਲ
കോലോമോ സാക്,Coelomo SAC
Coinocytic,ਕੋਨੋਵਿਟਿਕ
Coenopodiayeae,ਕੋਨੋਪੋਡੀਆਸੈ
Coenzyme,ਸਿੱਕੇ
സഹ-പരിണാമം,ਸਹਿ-ਵਿਕਾਸ
കോ-വംശനാശം,ਸਹਿ-ਵਿਗਾੜ
സഹ-ഘടകം,ਸਹਿ-ਕਾਰਕ
ഏകീകരണം,ਏਕਤਾ
ഏകീകൃത ശക്തി,ਸਹਿਣਸ਼ੀਲਤਾ
കോഹെസിയ സിദ്ധാന്തം,ਸਹਿਯੋਗੀ ਸਿਧਾਂਤ
കോഹെഷൻ-ടെൻഷൻ-ട്രാൻസ്പിറേഷൻ,ਏਕਤਾ-ਤਣਾਅ-ਪਾਰਦਰਸ਼ੀ
കൂഓട്ട്,ਕੋਹੋਰਟ
സർപ്പികളായി അല്ലെങ്കിൽ ഹെയ്ലിലായി,ਰਾਇਕੁਲਰ ਜਾਂ ਹੈਲੀਕਲੀ
കോയിഡ് ചെയ്തു,ਕੋਇਲਡ
കോത്തീസ്,ਕੋਇਟਸ
COITUS ഇന്ററമ്പസ് (പിൻവലിക്കൽ),CITUs ਇੰਟਰਫੋਟਸ (ਕ withdrawal ਵਾਉਣ)
കോൾചിക്കൈൻ,ਕੋਲਚਿਨ
കോൾകികം ശരത്നം,ਕੋਲਚਿਕਮ ਆਟੋਮੈਨੇਲ
കഠിനഹൃദയനായ,ਠੰਡੇ ਲਹੂ ਨਾਲ
തണുത്ത മരുഭൂമി,ਠੰਡੇ ਮਾਰੂਥਲ
തണുത്ത റിസപ്റ്റർ,ਕੋਲਡ ਰੀਸੈਪਟਰ
കോൾഫോപ്റ്റർ,ਕੋਲੀਓਪਲੇਨ
കൊലിപ്റ്റൈൽ,ਕੋਲੀਓਪੈਟਾਈਲ
കൊലോഹിസ,ਕੋਲੀੋਰਹਿਜ਼ਾ
കൊളാസ്,ਕੋਲੇਸ
കൊളാജൻ,ਕੋਲੇਜਨ
കൊളാജൻ ഫൈബർ,ਕੋਲੇਜਨ ਫਾਈਬਰ
കുപ്പായക്കഴുത്ത്,ਕਾਲਰ
കൊളാറ്ററൽ ഗ്രന്ഥി,ਜਮਾਂਦਰੂ ਗਲੈਂਡ
സ്ക്യൂബുൾ ശേഖരിക്കുന്നു,ਤੁਲੇ ਨੂੰ ਇਕੱਠਾ ਕਰਨਾ
നാളം ശേഖരിക്കുന്നു,ਡੈਕਟ ਨੂੰ ਇਕੱਠਾ ਕਰਨਾ
കൊളീറ്റോട്രിചിം,ਕੁਲੋਟ੍ਰਿਚਮ
കോളിബ്ലാസ്റ്റ് സെൽ,ਕੋਲੋਬਲਾਸਟ ਸੈੱਲ
കൊളോയിഡ്,ਕੋਲੋਇਡ
കൊളീരിക്കൽ,ਕੋਲੋਇਡਲ
കൊളോസാസിയ,ਕੋਲੋਕੈਸੀਆ
കോളമില്ല,ਕੋਲਨ
കൊളോണിയൽ ഫോം,ਬਸਤੀਵਾਦੀ ਰੂਪ
കൊളോണിയൽ നസ്റ്റോക്ക്,ਬਸਤੀਵਾਦੀ ਨੋਂਕੋਕ
കോളനിവൽക്കരണം,ਬਸਤੀਕਰਨ
കോളനി,ਕਲੋਨੀ
കൊളസ്ട്രം,ਕੋਲੋਸਟ੍ਰਮ
വർണ്ണ അന്ധത,ਰੰਗ ਅੰਨ੍ਹੇਪਣ
നിര ക്രോമാറ്റോഗ്രാഫി,ਕਾਲਮ ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ
ബെർട്ടിനിയുടെ നിര,ਬਰਟਿਨੀ ਦਾ ਕਾਲਮ
നിര എപിത്തീലിയം,ਕਾਲਮਨਰ ਐਪੀਥੀਲਿਅਮ
കോം പ്ലേറ്റ്,ਕੰਘੀ ਪਲੇਟ
സംയോജിത രോഗപ്രതിരോധ സിൻഡ്രോം,ਸੰਯੁਕਤ ਇਮਿ .ਨ ਦੀ ਘਾਟ ਸਿੰਡਰੋਮ
സംയോജിത ഭാരം,ਸੰਯੁਕਤ ਭਾਰ
കോം-ജെബി,ਕੰਘੇ-ਜੈਲੀ
ജ്വലിക്കുക,ਜਲਣ
ജ്വലന പ്രക്രിയ,ਜਲਣ ਪ੍ਰਕਿਰਿਆ
അര്ധവിരാമചിഹ്നം,ਕਾਮੇ
ആമേനസം,ਰਿਮੈਂਸੀਵਾਦ
കമ്മീഷൻ പാത്രം,ਕਾਮੀਸਚਰਲ ਭਾਂਡੇ
പൊതു പൂർവ്വികൻ,ਆਮ ਪੂਰਵਜ
സാധാരണ കരോട്ടിഡ് ധമനി,ਆਮ ਕੈਰੋਟਿਡ ਆਰਟਰੀ
സാധാരണ ഇന്ത്യൻ ടോഡ്,ਆਮ ਭਾਰਤੀ ਮੋੜ
കമ്മ്യൂണിറ്റി വൈവിധ്യം,ਕਮਿ Community ਨਿਟੀ ਵਿਭਿੰਨਤਾ
കമ്മ്യൂണിറ്റി ഇടപെടൽ,ਕਮਿ Community ਨਿਟੀ ਗੱਲਬਾਤ
തൊഴില്മുതൽ,ਸੰਕੁਚਨ
കൺവീൻ സെൽ,ਸਾਥੀ ਸੈੱਲ
താരതമ്യ അനാട്ടമി,ਤੁਲਨਾਤਮਕ ਸਰੀਰ ਵਿਗਿਆਨ
താരതമ്യ രചനയുടെ രചന,ਤੁਲਨਾਤਮਕ ਰੂਪ ਵਿਗਿਆਨ
അനുയോജ്യത,ਅਨੁਕੂਲਤਾ
അനുയോജ്യത,ਅਨੁਕੂਲਤਾ
നഷ്ടപരിഹാര പുനരുജ്ജീവിപ്പിക്കൽ,ਮੁਆਵਜ਼ਾ
യോഗ്യതയുള്ള സെൽ,ਸਮਰੱਥ ਸੈੱਲ
യോഗ്യതയുള്ള ഹോസ്റ്റ്,ਸਮਰੱਥ ਹੋਸਟ
മത്സരം,ਮੁਕਾਬਲਾ
മത്സര തടസ്സം,ਮੁਕਾਬਲੇਬਾਜ਼ੀ ਰੋਕਥਾਮ
മത്സര ഇൻഹിബിറ്റർ,ਮੁਕਾਬਲੇ ਵਾਲੇ ਇਨਿਹਿਬਟਰ
പരസ്പരവാതം,ਪੂਰਕਤਾ
പരസ്പര പൂരക ഫിൽട്ടർ,ਪੂਰਕ ਫਿਲਟਰ
പൂരക ജീൻ,ਪੂਰਕ ਜੀਨ
പൂരക ജോഡി,ਪੂਰਕ ਜੋੜੀ
ദഹനനാളത്തെ പൂർത്തിയാക്കുക,ਪੂਰਾ ਪਾਚਨ ਟ੍ਰੈਕਟ
ലിങ്കേജ് പൂർത്തിയാക്കുക,ਪੂਰਾ ਲਿੰਕ
ഓക്സിഡേഷൻ പൂർത്തിയാക്കുക,ਮੁਕੰਮਲ ਆਕਸੀਕਰਨ
കോംപ്ലമായ,ਗੁੰਝਲਦਾਰ
കോംപ്ലമായ,ਗੁੰਝਲਦਾਰ
കോംപ്ലമായ,ਗੁੰਝਲਦਾਰ
സങ്കീർണ്ണ ടിഷ്യു,ਗੁੰਝਲਦਾਰ ਟਿਸ਼ੂ
സംയോജിത,ਕੰਪੋਜ਼ਿਟ
കോമ്പൗണ്ട് കോറിഎംബി,ਮਿਸ਼ਰਿਤ ਕੋਰੀਬ
കോമ്പൗണ്ട് എപിത്തീലിയം,ਮਿਸ਼ਰਿਤ ਐਪੀਥੀਹਾਈਲ
കമ്പൻ കണ്ണുകൾ,ਮਿਸ਼ਰਿਤ ਅੱਖਾਂ
കോമ്പൗണ്ട് അംബൽ,ਮਿਸ਼ਰਿਤ ਅੰਬੈਲ
നിർബന്ധിത പ്രവർത്തനം,ਮਜਬੂਰੀ ਕਾਰਵਾਈ
കമ്പ്യൂട്ടേഷണൽ ബയോളജി,ਕੰਪਿ ut ਟੇਸ਼ਨਲ ਜੀਵ-ਵਿਗਿਆਨ
കണക്കാക്കിയ ടോമോഗ്രഫി,ਕੰਪਿ ut ਟਿਡ ਟੋਮੋਗ੍ਰਾਫੀ
കമ്പ്യൂട്ടര് സ്ക്രീന്,ਕੰਪਿ Computer ਟਰ ਸਕਰੀਨ
ഏകാന്തമായ മൂത്രം,ਮਕੁਰਾਂ ਦਾ ਕੇਂਦਰਿਤ
ഏകാഗത,ਧਿਆਨ ਟਿਕਾਉਣਾ
ഏകാഗ്രത ഗ്രേഡിയന്റ്,ਇਕਾਗਰਤਾ ਗਰੇਡੀਐਂਟ
കല്പന,ਸੰਕਲਪ
കട്ടിയാക്കല്,ਸੰਘਣੇਪਣ
കട്ടിയാക്കല്,ਸੰਘਣੇਪਣ
കണ്ടൻസേഷൻ ഡെക്കൻസേഷൻ സൈക്കിൾ,ਸੰਘਣੇਤਾ ਵਿਧੀ ਚੱਕਰ
ബാഷ്പീകരിച്ച അവസ്ഥ,ਸੰਘਣੀ ਰਾਜ
കണ്ടൻസർ ലെൻസ്,ਕੰਡੈਂਸਰ ਲੈਂਜ਼
സോപാധികമായ,ਸ਼ਰਤ
സോപാധികമായ,ਸ਼ਰਤ
നാഡി പ്രേരണയുടെ ചാലകം,ਨਸ ਪ੍ਰਭਾਵ ਦਾ ਸੰਚਾਲਨ
ജലത്തിന്റെ ചാലകം,ਪਾਣੀ ਦੀ ਸੰਚਾਲਨ
പാലകങ്ങൾ ഇലക്ട്രോലൈറ്റ് ജെൽ,ਕੰਡਕੈਕਟਿਵ ਇਲੈਕਟ੍ਰੋਲਾਈਟ ਜੈੱਲ
കോൺ,ਕੋਨ
അനുരൂപമാക്കുക,ਅਨੁਕੂਲ
കീറെക്കല്,ਪ੍ਰੇਸ਼ਾਨ
അശഹരമായ,ਜਮਾਂਦਰੂ
കോണിക്കൽ റൂട്ട്,ਕੌਨਲ ਰੂਟ
കോണാകൃതി,ਕੋਨਿਕਲ
സിയ,ਕਨਾਇਡੀਆ
കോണിഫർ,ਕੋਨੀਫੋਰ
കോണിഫീറിയ,ਕਨਫੈਸੀ
കോനിഫീരോപ്സിഡ,ਕੋਨਿਫਰੋਫਿਡਾ
കഞ്ചാവ് വാസ്കുലർ ബണ്ടിൽ,ਭਾਂਤ ਭਾਂਤ ਭੰਗ
സംയോജിതമായി,ਕੀਤਾ
സംയോജനം,ਸੰਜੋਗ
കൺജക്റ്റിവ,ਕੰਨਜੰਵਾਵਾ
കൺജക്റ്റീവ് ടിഷ്യു,ਸੰਜੋਗ ਟਿਸ਼ੂ
കണക്റ്റീവ് ടിഷ്യു,ਕਨੈਕਟਿਵ ਟਿਸ਼ੂ
കോണലിന്റെ പരീക്ഷണം,ਕੁਨੈਲ ਦਾ ਤਜਰਬਾ
കൺസർവേഷൻ ഫോറസ്റ്റ്,ਸੰਭਾਲ ਜੰਗਲਾਤ
യാഥാസ്ഥിതിക കൃഷി,ਕੰਜ਼ਰਵੇਸ਼ਨਲ ਟਿਲੇਜ
സ്ഥിരാങ്കം,ਸਥਿਰਤਾ
ഘടകമായ,ਸੰਵਿਧਾਨ
ഘടനാപരമായ എൻസൈം,ਗਠਿਤ ਪਾਚਕ
ഉപഭോക്താവ്,ਖਪਤਕਾਰ
ബന്ധപ്പെടാനുള്ള തടസ്സം,ਸੰਪਰਕ ਰੋਕ
പകർച്ചവ്യാധി,ਛੂਤ ਵਾਲੀ ਬਿਮਾਰੀ
മലിനമാക്കുക,ਦੂਸ਼ਿਤ
മലിനമാക്കല്,ਗੰਦਗੀ
സമകാലിക ബയോളജി,ਸਮਕਾਲੀ ਜੀਵ ਵਿਗਿਆਨ
ഭൂഖണ്ഡം,ਮਹਾਂਦੀਪ
കോണ്ടൂർ ഉഴുന്നു,ਸਮਤਲ
കരാർ,ਇਕਰਾਰਨਾਮਾ
കരാറൽ ഫൈബർ,ਇਕਰਾਰਨਾਮੇ ਦੇ ਫਾਈਬਰ
ചുരുക്കമില്ലാത്ത പ്രോട്ടീൻ,ਇਕਰਾਰਨਾਮੇ ਦੇ ਪ੍ਰੋਟੀਨ
ചുരുങ്ങിയ പ്രതികരണം,ਇਕਰਾਰਨਾਮੇ ਦਾ ਜਵਾਬ
ചുരുക്കമില്ലാത്ത വാക്യം,ਇਕਰਾਰਨਾਮੇ ਦੀ ਖਾਲੀ ਥਾਂ
ദൃശ്യതീവ്രത ഏജന്റ്,ਕੰਟਰਸਸਟ ਏਜੰਟ
ദൃശ്യതീവ്രത ഏജന്റ്,ਕੰਟਰਸਸਟ ਏਜੰਟ
ദൃശ്യതീവ്രത ഏജന്റ്,ਕੰਟਰਸਸਟ ਏਜੰਟ
വ്യത്യാസപ്പെടുന്ന സ്വഭാവം,ਵਿਪਰੀਤ ਗੁਣ
അപകേന്ദ്ര ബലം,ਸੈਂਟਰਿਫੁਗਲ ਫੋਰਸ
നിയന്ത്രണ ഘടകം,ਕੰਟਰੋਲ ਕਾਰਕ
നിയന്ത്രിത പരീക്ഷണം,ਨਿਯੰਤਰਿਤ ਪ੍ਰਯੋਗ
കറസുള്ള,ਕੋਨਸ
കോണസ് ആർട്ട്റ്ററിയോസസ്,ਕੌਨਸ ਆਰਟਰੀਓਸਸ
പരമ്പരാഗത കൃഷി,ਰਵਾਇਤੀ ਖੇਤ
സംയോജിപ്പോടെ,ਸੰਨਿਆਸ
സംയോജിക്കുന്നു,ਪਰਿਵਰਤਨ
സംയോജിത (പരിണാമം),ਪਰਿਵਰਤਨ (ਵਿਕਾਸ)
കോൺവെൾവേലസ്,ਕਨਵੋਲਵੂਲਸੀ
ചുരുങ്ങിയ ട്യൂളർ,ਪੱਕਾ ਟਿ ule ਬਲੇ
സമനയം,ਤਾਲਮੇਲ
കോപോളിമർ,ਕੋਪੋਲਮਰ
ചെന്വ്,ਤਾਂਬਾ
കൊപ്പിളിറ്റിന്റെ,ਕੋਪਰੂਲੀਟ
കോപ്രോഫിലസ്,ਕਾਪੀਰੋਫਿਲਸ
കോപ്പുലേറ്റ്,ਕਾੱਪੀ
കോപ്പുലേഷൻ,ਕਾੱਪੀ
കോപ്പുലേഷൻ,ਕਾੱਪੀ
കോപ്പുലേറ്ററി പാഡ്,ਕਪੂਲਟਰੀ ਪੈਡ
കോറൽ റീഫ് കമ്മ്യൂണിറ്റി,ਕੋਰਲ ਰੀਫ ਕਮਿ Community ਨਿਟੀ
പവിഴം,ਕੋਰਲ
കോരൻ,ਕੋਰਡੇਟ
കോർ ഏരിയ,ਕੋਰ ਖੇਤਰ
കോർ സോൺ,ਕੋਰ ਜ਼ੋਨ
കോർബെർസർ,ਕੋਰਪ੍ਰੈਸਰ
കൊറിഫോസ്ഫിൻ,ਕੋਰਿਪੋਸਫਾਈਨ
അടപ്പ്,ਦਰੱਖਤ ਦਾ ਸੱਕ
കോർക്ക് കാംബിയം,ਕਾਰ੍ਕ ਕੰਬਿਅਮ
കോർക്ക് സ്ക്രൂ,ਕਾਰ੍ਕ ਪੇਚ
വലം,ਕੋਰਮ
ധാന്യം ബോറർ,ਮੱਕੀ ਦਾ ਬੋਰਡ
കൊറിയ,ਕੌਰਨੀਆ
കോർണിജെൻ സെൽ,ਕੋਰਨੇਗੇਨ ਸੈੱਲ
കോർണിയൽ ലെൻസ്,ਕੋਰਨੇਲ ਲੈਂਜ਼
കൊറോള്ള,ਕੋਰੋਲਾ
കൊറോണ,ਕੋਰੋਨਾ
കൊറോണ നുഴഞ്ഞുകയറുന്ന എൻസൈമിനെ,ਕੋਨਾ ਪ੍ਰਵੇਸ਼ ਕਰਨ ਵਾਲੇ ਪਾਚਕ
കൊറോണ റേഡിയേറ്റ,ਕੋਰੋਨਾ ਰੇਡੀਏਟਾ
കൊറോണറിയേ,ਕੋਰੋਨਰੀਆ
കൊറോണറി ആർട്ടറി,ਕੋਰੋਨਰੀ ਆਰਟਰੀ
കൊറോണറി ആർട്ടറി ബൈപാസ്,ਕੋਰੋਨਰੀ ਆਰਟਰੀ ਬਾਈਪਾਸ
കൊറോണറി ആർട്ടറി രോഗം,ਕੋਰੋਨਰੀ ਆਰਟਰੀ ਦੀ ਬਿਮਾਰੀ
കൊറോണറി സുൽക്കസ്,ਕੋਰੋਨਰੀ ਸਲੈਕਸ
കോർപ്പറേസ് കാമോസ (പെനിസിന്റെ),ਕਾਰਪੋਰਾ ਕਾਵਰਨੋਸਾ (ਲਿੰਗ ਦਾ)
കോർപ്പറ ക്വാഡ്രിഗീന,ਕਾਰਪੋਰਾ ਚਾਵਡ੍ਰਿਗਮਿਨਾ
സൈനികോഹിര്ണം,ਕਾਰਪਸ
കോർപ്പസ് ആൽബികാൻസ്,ਕਾਰਪਸ ਐਲਬਿਕਸ
കോർപ്പസ്ലോസം,ਕਾਰਪਸ ਕਾਲੋਸਮ
കോർപ്പസ് ടു,ਕਾਰਪਸ ਲਯੂਟਮ
കോർപ്പസ് സ്പോഞ്ചിയോമൊമാൻ,ਕਾਰਪੋਸੀਓਸਮ
കോർപ്പസ് സ്ട്രൈയം,ਕਾਰਪਸ ਸਟ੍ਰੇਟਮ
കോയിര്ഡ്,ਕੋਰੋਡ
Cuortex,ਕੋਰਟੇਕਸ
കോർട്ടിക്കൽ നെമ്മന്വി,ਕੋਰਟੀਕਲ ਨੇਫਰਨ
കോർട്ടികോസ്റ്റെറോൺ,ਕੋਰਟੀਕੋਸਟੀਟਰੋਨ
കോർട്ടികോട്രോഫിക്ക്,ਕੋਰਟੀਕੋਫਿਕ
കോർട്ടിസോൾ,ਕੋਰਟੀਸੋਲ
കോർട്ടിസോൺ,ਕੋਰਟੀਸੋਨ
കൊഗ്രാസ്,ਕੋਰਵੋਸ
Corymb,ਕੋਰੀਮ
കോസ്മിക് ഉത്ഭവം,ਬ੍ਰਹਿਮੰਡ ਮੂਲ
കോസ്മിക് റേ,ਬ੍ਰਹਿਮੰਡੀ ਰੇ
കോസ്മിഡ്,ਕੋਸ਼ਨ
കോസ്മോസോൺ സിദ്ധാന്തം,ਕੋਸਮੋਜ਼ੋਆਨ ਸਿਧਾਂਤ
കോട്ടൺ ബോൾവർം,ਕਪਾਹ ਦਾ ਬੋਲਾ ਕੀੜਾ
കൗല്സിംഗ്,ਕਾਉਂਸਲਿੰਗ
ക er ണ്ടർ-നിലവിലെ സിസ്റ്റം,ਵਿਰੋਧੀ ਪ੍ਰਣਾਲੀ
കസിൻ വിവാഹം,ਚਚੇਰਾ ਭਰਾ ਵਿਆਹ
കോവാലന്റ് ബോണ്ട്,ਸਹਿਕਾਰਤਾ
മൂടി,ਕਵਰ
ഉൾക്കൊള്ളുന്ന പതിപ്പിലിയം,ਐਪੀਥੀਲੀਅਮ ਨੂੰ covering ੱਕਣਾ
കൂപ്പരുടെ ഗ്രന്ഥി,ਕਾਉਪਰ ਦੀ ਗਲੈਂਡ
കോക്സ,ਕੋਕਸ਼ਾ
കോക്സ,ਕੋਕਸ਼ਾ
കോക്സൽ അസ്ഥി,ਕੋਕਸਾਲ ਹੱਡੀ
കോക്സൽ പ്രക്രിയ,ਕੋਕਸਾਲ ਪ੍ਰਕਿਰਿਆ
പിളര്പ്പ്,ਕਰੈਕ
ക്രാക്കർ സ്ഫോടനം,ਕਰੈਕਰ ਬਲੇਸਟਿੰਗ
തലയോട്ടി അസ്ഥി,ਕਰੈਨਿਅਲ ਹੱਡੀ
വാടകയ്ക്കെടുക്കൽ,ਕ੍ਰੇਨੀਅਲ ਮੈਨਿੰਜ
ക്രാനിയൽ നാഡി,ਕਰੈਨਿਅਲ ਨਰਵ
ക്രാനോസേക്രൽ ഒഴുക്ക്,ਕ੍ਰੇਨੀਆੋਸਕਲ ਆਉਟਫਲੋ
ക്രാനോണ്ട്,ਕ੍ਰੈਨਿਅਮ
ക്രാസ്യുലാസിയൻ ആസിഡ് മെറ്റബോളിസം,ਕ੍ਰਾਸੁਲਾਸਾਨ ਐਸਿਡ ਮੈਟਾਬੋਲਿਜ਼ਮ
ക്രെഫിഷ്,ਕਰੇਫਿਸ਼
സൃഷ്ടിപരമായ,ਕਰੀਏਟੀਨਾਈਨ
ജന്തു,ਜੀਵ
അരന്തം,ਕਰੀਪਰ
അപര്യാപ്തത,ਕਾਨਾ
അപര്യാപ്തത,ਕਾਨਾ
ക്രോറ്റേഷ്യസ് കാലയളവ്,ਕ੍ਰਿਸਟਸੀਅਸ ਪੀਰੀਅਡ
ക്രാറ്റിനിസം,ਕ੍ਰਿਟੀਨੀਵਾਦ
ക്രി-ഡു-ചാറ്റ് സിൻഡ്രോം,ਕ੍ਰਿਪਾ-ਡੂ-ਚੈਟ ਸਿੰਡਰੋਮ
ക്രിസ്റ്റ,ਕਰਸਟੇ
ഗുരുതരമായ ലിങ്ക് സ്പീഷീസ്,ਨਾਜ਼ੁਕ ਲਿੰਕ ਸਪੀਸੀਜ਼
ഗുരുതരമായ പ്രക്രിയ,ਨਾਜ਼ੁਕ ਪ੍ਰਕਿਰਿਆ
വിമർശനാത്മകമായി വംശനാശഭീഷണി നേരിടുന്ന ജീവിവർഗ്ഗങ്ങൾ,ਆਲੋਚਨਾਤਮਕ ਤੌਰ 'ਤੇ ਖ਼ਤਰੇ ਵਾਲੀਆਂ ਕਿਸਮਾਂ
വിള,ਫਸਲ
ക്രോപ്പ് എഞ്ചിനീയറിംഗ്,ਫਸਲੀ ਇੰਜੀਨੀਅਰਿੰਗ
ക്രോപ്ലാൻഡ്,ਕ੍ਰੌਲੈਂਡ
കുരിശ്,ਕਰਾਸ
സങ്കരയിന പ്രജനനം,ਕਰਾਸ ਪ੍ਰਜਨਨ
ക്രോസ്-ബ്രിഡ്ജ്,ਕਰਾਸ-ਬ੍ਰਿਜ
ക്രോസ് ലിങ്കുചെയ്തു,ਕਰਾਸ ਨਾਲ ਜੁੜਿਆ
ക്രോസ് പോളിനേറ്റഡ്,ਪਰਾਗ ਲਗਾਇਆ
ക്രോസ് പരാഗണം,ਕਰਾਸ ਪਰਾਗਿਤਣ
കടക്കുന്നു,ਪਾਰ ਕਰ ਰਿਹਾ ਹੈ
ക്രോട്ടാലാരിയ,ਕਰਾਟਾਲੀਆ
ക്രോട്ടൺ,ਕਰੌਟਨ
കിൽ ഗ്രാം ട്യൂമർ,ਤਾਜ ਗੈਲ ਟਿ or ਮਰ
കിരീടം ഒട്ടിക്കൽ,ਤਾਜ ਗ੍ਰੈਫਟਿੰਗ
ക്രൂശോ,ਕਰੂਸੀਫਾਰਮ
ക്രൂഡ് ജനന നിരക്ക്,ਕੱਚੇ ਜਨਮ ਦੀ ਦਰ
ക്രൂഡ് ഡെത്ത് നിരക്ക്,ਕੱਚੀ ਮੌਤ ਦਰ
ക്രസ്റ്റേഷ്യൻ,ਕ੍ਰਾਸਟੀਸੀਅਨ
ക്രേ സി,ਰੋਵੋ IA C
കരയുക iia b,ਰੋਵੋ IIA ਬੀ
ക്രയോപ്രക്ഷൻ,ਕ੍ਰੋਪੀਰੇਸੇਸ਼ਨ
ക്രയോസർജറി,ਕ੍ਰੋਸਰਚਰੀ
ക്രപ്റ്റിക്,ਕ੍ਰਿਪਟਿਕ
ക്രിപ്റ്റിക് രൂപം,ਕ੍ਰਿਪਟਿਕ ਦਿੱਖ
ക്രിപ്റ്റിക് നിറം,ਕ੍ਰਿਪਟਿਕ ਰੰਗ
ക്രാപ്റ്റിലായി - നിറമുള്ള,Crypy ੰਗ ਨਾਲ - ਰੰਗੀਨ
ക്രിപ്റ്റോഗാമി,ਕ੍ਰਿਪਟੂਗਾਮਾ
ക്രിപ്റ്റോഗാമിയ,ਕ੍ਰਿਪਟੌਗੀਆ
ലീബർകുൻ ക്രൈപ്റ്റുകൾ,ਲੀਬਰਕੁਆਨ ਦੇ ਕ੍ਰਿਪਟਸ
സ്ഫടികം,ਕ੍ਰਿਸਟਲ
