Punjabi,Telugu
ਰੰਗ ਧਾਰਨਾ,రంగు అవగాహన
ਰੰਗ ਤਸਵੀਰ ਸਕਰੀਨ,కలర్ పిక్చర్ స్క్రీన్
ਰੰਗ ਸਪੇਸ,రంగు స్థలం
ਰੰਗ ਉਪ-ਸਮੂਹ,రంగు సబ్‌కారియర్
ਰੰਗ ਦਾ ਤਾਪਮਾਨ,రంగు ఉష్ణోగ్రత
ਰੰਗ ਸੰਚਾਰ,రంగు ప్రసారం
ਰੰਗ ਟਿ .ਬ,కలర్ ట్యూబ్
ਰੰਗਤ,రంగు
ਰੰਗਹੀਣ,రంగులేని
ਸੁਮੇਲ,కలయిక
ਕੰਫਾਈਨਰ,కాంబినర్
ਸੰਚਾਲਨ ਦੀ ਪ੍ਰਕਿਰਿਆ,కలయిక ప్రక్రియ
ਜਲਣ,దహన
ਕਮਾਂਡ,కమాండ్
ਸ਼ੁਰੂ,ప్రారంభం
ਵਪਾਰਕ ਪ੍ਰਸਾਰਣ,వాణిజ్య ప్రసారం
ਵਪਾਰਕ ਟੈਲੀਵਿਜ਼ਨ,వాణిజ్య టెలివిజన్
ਆਮ ਕੁਲੈਕਟਰ ਸਰਕਟ,సాధారణ కలెక్టర్ సర్క్యూట్
ਸੰਚਾਰ,కమ్యూనికేషన్
ਸੰਚਾਰ ਸੈਟੇਲਾਈਟ,కమ్యూనికేషన్ ఉపగ్రహం
ਕਮਿ Community ਨਿਟੀ ਰੇਡੀਓ ਕੇਂਦਰ,కమ్యూనిటీ రేడియో సెంటర్
ਕਮਿ Community ਨਿਟੀ ਰੇਡੀਓ ਸਟੇਸ਼ਨ,కమ్యూనిటీ రేడియో స్టేషన్
ਕੌਮਪੈਕਟ ਡਿਸਕ (ਸੀਡੀ),కాంపాక్ట్ డిస్క్ (సిడి)
ਕੌਮਪੈਕਟ ਡਿਸਕ ਪਲੇਅਰ,కాంపాక్ట్ డిస్క్ ప్లేయర్
ਰਚਨਾ,కంపాండర్
ਰਚਨਾ,కంపాండింగ్
ਅਨੁਕੂਲਤਾ,అనుకూలత
ਅਨੁਕੂਲ,అనుకూలంగా
ਕੰਪਾਈਲਰ,కంపైలర్
ਪੂਰਕ,పరిపూరకరమైనది
ਪੂਰਕ ਟ੍ਰਾਂਸਟੋਰ,కాంప్లిమెంటరీ ట్రాన్సిస్టర్
ਗੁੰਝਲਦਾਰ ਵੇਵ,సంక్లిష్ట తరంగం
ਭਾਗ,భాగం
ਕੰਪੋਜ਼ਿਟ,మిశ్రమ
ਮਿਸ਼ਰਿਤ ਸਰਕਟ,మిశ్రమ సర్క్యూట్
ਮਿਸ਼ਰਿਤ ਡਿਜੀਟਲ,మిశ్రమ డిజిటల్
ਕੰਪੋਜ਼ਿਟ ਰੇਡੀਓ ਬਾਰੰਬਾਰਤਾ ਸੰਕੇਤ,మిశ్రమ రేడియో ఫ్రీక్వెన్సీ సిగ్నల్
ਕੰਪੋਜ਼ਿਟ ਸਿਗਨਲ,మిశ్రమ సిగ్నల్
ਕੰਪੋਜ਼ਿਟ ਵੀਡੀਓ,మిశ్రమ వీడియో
ਕੰਪੋਜ਼ਿਟ ਵੀਡੀਓ ਸਿਗਨਲ,మిశ్రమ వీడియో సిగ్నల్
ਰਚਨਾ,కూర్పు
ਸੰਕੁਚਿਤ ਡੇਟਾ,కంప్రెస్డ్ డేటా
ਸੰਕੁਚਿਤ ਡਿਜੀਟਾਈਜ਼ਡ ਵੀਡੀਓ,కంప్రెస్డ్ డిజిటలైజ్డ్ వీడియో
ਸੰਕੁਚਿਤ ਵੀਡੀਓ,కంప్రెస్డ్ వీడియో
ਸੰਕੁਚਨ,కుదింపు
ਕੰਪਰੈੱਸ ਆਰਟੀਫੈਕਟ,కంప్రెషన్ ఆర్టిఫ్యాక్ట్
ਕੰਪਰੈੱਸ ਖ਼ਤਰੇ,కుదింపు ప్రమాదం
ਸੰਕੁਚਨ ਤਕਨੀਕ,కంప్రెషన్ టెక్నిక్
ਕੰਪ੍ਰੈਸਰ,కంప్రెసర్
ਗਣਨਾ,కంప్యూట్
ਕੰਪਿ computer ਟਰ,కంప్యూటర్
ਕੰਪਿ computer ਟਰ ਅਧਾਰਤ ਮਲਟੀਮੀਡੀਆ,కంప్యూటర్ ఆధారిత మల్టీమీడియా
ਕੰਪਿ computer ਟਰ ਪ੍ਰੋਗਰਾਮਿੰਗ,కంప్యూటర్ ప్రోగ్రామింగ్
ਕੰਪਿ computer ਟਰ ਤਕਨਾਲੋਜੀ,"కంప్యూటర్ సాంకేతిక పరిజ్ఞానం, కంప్యూటర్ విజ్ఞానం, ధీయంత్ర పరిజ్ఞానం, ధీయంత్ర విజ్ఞానం"
ਕਨਸੈਵ ਲੈਂਜ਼,పుటాకార లెన్స్
ਮਾਹੌਲ,పుటాకార అద్దం
ਛੁਪਾਓ,దాచడం
ਕੇਂਦਰਿਤ,సాంద్రీకృత
ਧਿਆਨ ਟਿਕਾਉਣਾ,ఏకాగ్రత
ਦਿਮਾਗੀ ਲੈਂਜ਼,కేంద్రీకృత లెన్స్
ਕੰਡੈਂਸਰ ਮਾਈਕ੍ਰੋਫੋਨ,కండెన్సర్ మైక్రోఫోన్
ਸੰਤੁਲਨ ਦੀ ਸਥਿਤੀ,సమతుల్యత యొక్క పరిస్థితి
ਸੰਚਾਲਨ,ప్రసరణ
ਚਾਲਾਂ ਦਾ ਮੌਜੂਦਾ,ప్రసరణ ప్రస్తుత
ਚਾਲਕਤਾ,వాహకత
ਕੰਡਕਟਰ,కండక్టర్
ਕੌਨਫਿਗਰੇਸ਼ਨ,ఆకృతీకరణ
ਕੁਨੈਕਸ਼ਨ,కనెక్షన్
ਕਨੈਕਟੀਵਿਟੀ,కనెక్టివిటీ
ਕੁਨੈਕਟਰ,కనెక్టర్
ਇਕਸਾਰਤਾ,స్థిరత్వం
ਨਿਰੰਤਰ,స్థిరంగా
ਕੰਸੋਲ,కన్సోల్
ਨਿਰੰਤਰ,స్థిరాంకం
ਨਿਰੰਤਰ ਐਪਲੀਟਿ .ਡ,స్థిరమైన వ్యాప్తి
ਮਾਈਕ੍ਰੋਫੋਨ ਨਾਲ ਸੰਪਰਕ ਕਰੋ,మైక్రోఫోన్‌ను సంప్రదించండి
ਕੰਟੇਨਰ ਫਾਰਮੈਟ,కంటైనర్ ఫార్మాట్
ਗੰਦਗੀ,కాలుష్యం
ਸਮੱਗਰੀ,విషయము
ਸੰਖੇਪ,పరస్పర
ਨਿਰੰਤਰਤਾ,కొనసాగింపు
ਨਿਰੰਤਰਤਾ ਬੂਥ,కొనసాగింపు బూత్
ਨਿਰੰਤਰਤਾ ਨੋਬ,కొనసాగింపు నాబ్
ਨਿਰੰਤਰ,నిరంతర
ਨਿਰੰਤਰ ਚਾਪ,నిరంతర ఆర్క్
ਨਿਰੰਤਰ ਵੇਵ,నిరంతర వేవ్
ਕੋਠੇ ਦੀ ਲਾਈਨ,ఆకృతి రేఖ
ਕੁੱਲ ਯੋਜਨਾ,ఆకృతి ప్రణాళిక
ਇਕਰਾਰਨਾਮਾ,ఒప్పందం
ਸੁੰਗੜਨ,సంకోచం
ਇਸ ਦੇ ਉਲਟ ਅਨੁਪਾਤ,కాంట్రాస్ట్ రేషియో
ਕੰਟਰੋਲ ਸਰਕਟ,కంట్రోల్ సర్క్యూట్
ਇਲੈਕਟ੍ਰੋਡ ਕੰਟਰੋਲ ਕਰੋ,కంట్రోల్ ఎలక్ట్రోడ్
ਕੰਟਰੋਲ ਉਪਕਰਣ,నియంత్రణ పరికరాలు
ਕੰਟਰੋਲ ਗਰਿੱਡ,కంట్రోల్ గ్రిడ్
ਕੰਟਰੋਲ ਲਾਈਨ,నియంత్రణ రేఖ
ਕਨ੍ਟ੍ਰੋਲ ਪੈਨਲ,నియంత్రణ ప్యానెల్
ਕੰਟਰੋਲ ਰੂਮ,నియంత్రణ గది
ਕੰਟਰੋਲ ਟੇਬਲ,నియంత్రణ పట్టిక
ਕੰਟਰੋਲ ਟਾਵਰ,కంట్రోల్ టవర్
ਕੰਟਰੋਲਰ,నియంత్రిక
ਪਰਿਵਰਤਨ,కన్వర్జెన్స్
ਕੰਵਰਜੈਂਟ ਲੈਂਜ਼,కన్వర్జెంట్ లెన్స్
ਕਨਵਰਟਰ,కన్వర్టర్
ਕਨਵੈਕਸ ਲੈਂਜ਼,కుంభాకార లెన్స్
ਕਨਵੋਲਕ,కన్విల్యూషన్
ਕਨਵੀਸ਼ਨ ਕੋਡਡ,కన్వల్యూషన్ కోడెడ్
ਪੱਕਾ ਇੰਟਰਲੇਵ,కన్వల్యూషనల్ ఇంటర్‌లీవ్
ਪੱਕਾ ਇੰਟਰਲੇਵਿੰਗ,కన్వల్యూషనల్ ఇంటర్‌లీవింగ్
ਕੂਕੀ,కుకీ
ਕੂਕੀਅਰ,కుకీయర్
ਕੋਪ੍ਰੋਸੈਸਰ,కోప్రాసెసర్
ਰੱਸੀ,త్రాడు
ਕੋਰੋਨਾ,కరోనా
ਕੋਰੋਨਾ ਡਿਸਚਾਰਜ,కరోనా ఉత్సర్గ
ਇਕ ਦੂਸਰੇ ਨਾਲ ਸੰਬੰਧ,సహసంబంధం
ਕੋਸਾਈਨ ਭਾਗ,కొసైన్ భాగం
ਕੋਸਾਈਨ ਵੇਵ,కొసైన్ వేవ్
ਬ੍ਰਹਿਮੰਡੀ ਸ਼ੋਰ,విశ్వ శబ్దం
ਕਾ counter ਂਟਰ,కౌంటర్
ਕਾਉਂਟਰ ਕਲਾਕਵਾਈਸ,కౌంటర్ సవ్యదిశలో
ਕਪਲਰ,కప్లర్
ਜੋੜੀ,కలపడం
ਕਪਲਿੰਗ ਕੰਡੇਲੈਨਜ਼ਰ,కప్లింగ్ కండెన్సర్
ਜੋੜਣ ਵਾਲਾ ਨੈਟਵਰਕ,కలపడం నెట్‌వర్క్
ਜੋੜਣ ਦਾ ਵਿਰੋਧ,కలపడం నిరోధకత
ਸਹਿਕਾਰਤਾ,సమయోజనీయ బంధం
ਕਵਰੇਜ,కవరేజ్
ਕਰੈਸ਼,క్రాష్
ਆਲੋਚਨਾਤਮਕ ਬੈਂਡ,క్రిటికల్ బ్యాండ్
ਗੰਭੀਰ ਸਥਿਤੀ,క్లిష్ట పరిస్థితి
ਨਾਜ਼ੁਕ,క్లిష్టమైన కలపడం
ਨਾਜ਼ੁਕ ਬਾਰੰਬਾਰਤਾ,క్లిష్టమైన ఫ్రీక్వెన్సీ
ਆਲੋਚਨਾਤਮਕ ਪੈਰਾਮੀਟਰ,క్లిష్టమైన పరామితి
ਮਗਰਮੱਛ ਕਲਿੱਪ,క్రోకోడైల్ క్లిప్
ਕਰਾਸ ਫੇਡਿੰਗ,క్రాస్ ఫేడింగ్
ਕਰਾਸ ਮੈਨੂਲੇਸ਼ਨ,క్రాస్ మాడ్యులేషన్
ਕਰਾਸ ਟਾਕ,క్రాస్ టాక్
ਕਰਾਸਫੈਡ,క్రాస్ఫేడ్
ਕ੍ਰਿਪਟੋਗ੍ਰਾਫੀ,క్రిప్టోగ్రఫీ
ਕ੍ਰਿਸਟਲ,క్రిస్టల్
ਕ੍ਰਿਸਟਲ ਫਿਲਟਰ,క్రిస్టల్ ఫిల్టర్
Cue,క్యూ
ਕਿ ue ਦੇ ਨਿਸ਼ਾਨ,క్యూ మార్కులు
ਕਯੂਅਰ ਡਿਵਾਈਸ,క్యూయింగ్ పరికరం
ਮੌਜੂਦਾ ਡਰੇਨ,ప్రస్తుత కాలువ
ਮੌਜੂਦਾ ਮੀਟਰ,ప్రస్తుత మీటర్
ਮੌਜੂਦਾ ਟਰਾਂਸਫਾਰਮਰ,ప్రస్తుత ట్రాన్స్ఫార్మర్
ਕਰਸਰ,కర్సర్
ਕਰਵ,వక్రరేఖ
ਬਾਰੰਬਾਰਤਾ ਨੂੰ ਕੱਟੋ,ఫ్రీక్వెన్సీని కత్తిరించండి
ਕਟਰ,కట్టర్
ਸਾਈਬਰ ਕੈਫੇ,సైబర్ కేఫ్
ਸਾਈਬਰ ਸੁਰੱਖਿਆ,సైబర్ భద్రతా
ਸਾਈਬਰ ਸਪੇਸ,సైబర్ స్థలం
ਚੱਕਰ,చక్రం
ਚੱਕਰਵਾਤ,చక్రీయ
D.C. ਭਾਗ,డి.సి. భాగం
D.C. ਪਲੇਟ ਪਾਵਰ,డి.సి. ప్లేట్ శక్తి
D.C. ਬਹਾਲੀ,డి.సి. పునరుద్ధరణ
ਡੈਂਪਰ ਡਾਈਵਰ,డంపర్ డయోడ్
ਗਿੱਲੇ,డంపింగ్
ਹਨੇਰ,చీకటి
ਡਾਟਾ,సమాచారం
ਡਾਟਾ ਪ੍ਰਸਾਰਣ,డేటా ప్రసారం
ਡਾਟਾ ਸੰਕੁਚਨ,డేటా కుదింపు
ਡਾਟਾ ਡ੍ਰਿਲਿੰਗ,డేటా డ్రిల్లింగ్
ਡਾਟਾ ਇਨਕ੍ਰਿਪਸ਼ਨ,డేటా గుప్తీకరణ
ਡਾਟਾ ਫਾਈਲ,సమాచార దస్తా
ਡਾਟਾ ਹੈਂਡਲਿੰਗ,డేటా నిర్వహణ
ਡਾਟਾ ਮਾਈਨਿੰਗ,డేటా మైనింగ్
ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ,డేటా ప్రాసెసింగ్
ਡਾਟਾ ਪ੍ਰੋਸੈਸਰ,డేటా ప్రాసెసర్
ਡਾਟਾ ਘਟੀਆ ਸਿਸਟਮ,డేటా తగ్గించిన బిట్ సిస్టమ్
ਡਾਟਾ ਸੇਵਾ,డేటా సేవ
ਡਾਟਾ ਸ਼ੀਟ,సమాచార పట్టిక
ਡਾਟਾ ਸਟੋਰੇਜ,డేటా నిల్వ
ਡਾਟਾ ਸਟ੍ਰੀਮ,డేటా స్ట్రీమ్
ਡਾਟਾ ਤਬਦੀਲੀ,డేటా పరివర్తన
ਡਾਟਾ ਸੰਚਾਰ,డేటా ప్రసారం
ਡਾਟਾਬੇਸ,డేటాబేస్
ਡੈਟਾਕਾਸਟਿੰਗ,డేటాకాస్టింగ్
ਡਾਟਾਗ੍ਰਾਮ,డేటాగ్రామ్
ਡੀ ਬੀ ਮੀਟਰ,DB మీటర్
ਮਰੇ ਹਵਾ,చనిపోయిన గాలి
ਮਰੇ ਸ਼ੌਰਟ ਸਰਕਟ,డెడ్ షార్ట్ సర్క్యూట్
ਮਰੇ ਹੋਏ ਸਥਾਨ,డెడ్ స్పాట్
ਡੈੱਡਲਾਕ,డెడ్లాక్
ਡੀਬੱਗ ਪ੍ਰੋਗਰਾਮ,డీబగ్ ప్రోగ్రామ్
ਡੀਬੱਗਿੰਗ,డీబగ్గింగ్
ਆਵਾਜ਼ ਦਾ ਵਿਗਾੜ,ధ్వని క్షయం
ਡੈਸੀਬੈਲ (ਡੀ ਬੀ),డిసిబెల్
ਦਸ਼ਮਲਵ,దశాంశం
ਦਸ਼ਮਲਵ ਕੋਡ,దశాంశ కోడ్
ਦਸ਼ਮਲਵ ਅੰਕ,దశాంశ అంకె
ਸਮਝਦਾਰੀ,డెసిఫరింగ్
ਡੀਕੋਡਰ,డీకోడర్
ਡੀਕੋਡਿੰਗ,డీకోడింగ్
ਡਿਜੀਟਲ ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਵਿੱਚ ਡੀਕੋਡਿੰਗ,డిజిటల్ ట్రాన్స్మిషన్లో డీకోడింగ్
ਕੰਪੋਪ੍ਰੈਸ਼ਨ,డికంప్రెషన్
ਬਰਖਾਸਤ ਕਰਨਾ,డికప్లింగ్
ਸਰਕਟ ਨੂੰ ਘਟਾਉਣਾ,డికప్లింగ్ సర్క్యూట్
ਨੈੱਟਵਰਕ ਨੂੰ ਘਟਾਓ,డికప్లింగ్ నెట్‌వర్క్
ਡਿਕ੍ਰਿਪਸ਼ਨ,డిక్రిప్షన్
ਸਮਰਪਿਤ ਲਾਈਨ,అంకితమైన పంక్తి
ਡੀ-ਏਮਬਿੰਗ,డి-ఎంబెడింగ్
ਡੀ-ਜ਼ੋਰ,డి-ఎంఫాసిస్
ਮੂਲ,డిఫాల్ట్
ਗੁਣਵੱਤਾ ਵਿੱਚ ਨੁਕਸ,నాణ్యతలో లోపం
ਨੁਕਸਦਾਰ,లోపభూయిష్ట
ਨੁਕਸ ਇਕਾਈ,లోపభూయిష్ట యూనిట్
ਪਰਿਭਾਸ਼ਾ,నిర్వచనం
ਘਟੀ,విక్షేపం
ਵਿਗਾੜਨਾ,వైకల్యం
ਡੀਫ੍ਰੇਸ਼ਨੇਸ਼ਨ,డీఫ్రాగ్మెంటేషన్
ਡੀ-ਮੈਨਿੰਗ ਕੋਇਲ,డి-గాస్సింగ్ కాయిల్
ਡਿਗਰੀ,డిగ్రీ
ਡੀ-ਇੰਟਰਲੇਵਰ,డి-ఇంటర్‌లీవర్
ਦੇਰੀ ਲਾਈਨ,ఆలస్యం లైన్
ਦੇਰੀ ਦਾ ਸਮਾਂ,సమయం ఆలస్యం
ਫਰੇਮ ਮੈਮੋਰੀ ਦੇਰੀ ਨਾਲ,ఫ్రేమ్ మెమరీ ఆలస్యం
ਦੇਰੀ ਸਕੈਨਿੰਗ,ఆలస్యం స్కానింగ్
ਦੇਰੀ ਨਾਲ ਸਿੰਕ੍ਰੋਨਾਈਜ਼ੇਸ਼ਨ ਸਿਗਨਲ,ఆలస్యం సమకాలీకరణ సిగ్నల్
ਡਿਲਿਵਰੀ,డెలివరీ
ਡਿਲਿਵਰੀ ਸਿਸਟਮ,బట్వాడా వ్యవస్థ
ਮੁਆਵਜ਼ਾ,డెమోడ్యులేషన్
ਡੈਮੋੂਲੇਟਰ ਕਾਰਡ,డెమోడ్యులేటర్ కార్డ్
ਡੈਮਟਲਿਪਰ,డెమల్టిప్లెక్సర్
ਫੀਲਡ ਦੀ ਡੂੰਘਾਈ,ఫీల్డ్ యొక్క లోతు
ਉਤਰਦਾ,అవరోహణ
ਡਿਜ਼ਾਇਨ ਨਿਰਧਾਰਨ,డిజైన్ స్పెసిఫికేషన్
ਡੈਸਕਟਾਪ,డెస్క్‌టాప్
ਡਿਟੈਕਟਰ ਆਉਟਪੁੱਟ,డిటెక్టర్ అవుట్పుట్
ਭਟਕਣਾ,విచలనం
ਜੰਤਰ,పరికరం
ਡਿਵਾਈਸ ਡਰਾਈਵਰ,పరికర డ్రైవర్
ਨਿਦਾਨ,విశ్లేషణ
ਚਿੱਤਰ,రేఖాచిత్రం
ਵਾਰਤਾਲਾਪ ਟਰੈਕ,డైలాగ్ ట్రాక్
ਡੁਬਨੇਲ ਮੋਡ,వ్యాసమైన మోడ్
ਡਾਇਮੰਡ ਸਟਾਈਲਸ,డైమండ్ స్టైలస్
ਡਾਇਆਫ੍ਰਾਮ,ఉదరవితానం
ਡੁਫਰਾਗਮੇਟਿਕ ਜਜ਼ਬ,డయాఫ్రాగ్మాటిక్ అబ్జార్బర్
ਡਿਚੋਟਿਕ ਸੁਣਨਾ,డైకోటిక్ లిజనింగ్
ਡਾਈਡੈਕਟਿਕ,విద్యుద్వాహక
ਡਾਈਡੈਕਟ੍ਰਿਕ ਟੁੱਟਣਾ,విద్యుద్వాహక విచ్ఛిన్నం- డౌన్
ਡਾਈਡੈਕਟ੍ਰਿਕ ਨੁਕਸਾਨ,విద్యుద్వాహక నష్టం
ਅੰਤਰ ਦੀ ਬਾਰੰਬਾਰਤਾ,తేడా ఫ్రీక్వెన్సీ
ਅੰਤਰ ਬਾਰੰਬਾਰਤਾ ਵਿਗਾੜ (ਡੀਐਫਡੀ),తేడా ఫ్రీక్వెన్సీ వక్రీకరణ (DFD)
ਅੰਤਰ ਟੋਨ,తేడా టోన్
ਵੱਖਰਾ ਐਂਪਲੀਫਾਇਰ,అవకలన యాంప్లిఫైయర్
ਵੱਖਰਾ,విక్షేపం
ਵੱਖਰੇ ਲਾਭਕਾਰ,డిఫ్యూజర్
ਅੰਕ,అంకె
ਡਿਜੀਟਲ,డిజిటల్
ਡਿਜੀਟਲ ਆਰਟੀਫੈਕਟ,డిజిటల్ ఆర్టిఫ్యాక్ట్
ਡਿਜੀਟਲ ਆਡੀਓ,డిజిటల్ ఆడియో
ਡਿਜੀਟਲ ਆਡੀਓ ਫਿਲਟਰ,డిజిటల్ ఆడియో ఫిల్టర్
ਡਿਜੀਟਲ ਆਡੀਓ ਵਰਕ ਸਟੇਸ਼ਨ,డిజిటల్ ఆడియో వర్క్ స్టేషన్
ਡਿਜ਼ੀਟਲ ਕੈਮਰਾ,డిజిటల్ కెమెరా
ਡਿਜੀਟਲ ਕੰਪਿਟਰ,డిజిటల్ కంప్యూటర్
ਡਿਜੀਟਲ ਡਾਟਾ,డిజిటల్ డేటా
ਡਿਜੀਟਲ ਸੰਪਾਦਨ,డిజిటల్ ఎడిటింగ్
ਡਿਜੀਟਲ ਐਕਸਟਰ,డిజిటల్ ఎక్సైటర్
ਡਿਜੀਟਲ ਫਿਲਟਰ,డిజిటల్ ఫిల్టర్
ਡਿਜੀਟਲ ਫਰੇਮ ਸਮਕਾਲੀਨ,డిజిటల్ ఫ్రేమ్ సింక్రొనైజర్
ਡਿਜੀਟਲ ਵਿਰਾਸਤ,డిజిటల్ వారసత్వం
ਡਿਜੀਟਲ ਚਿੱਤਰ,డిజిటల్ చిత్రం
ਡਿਜੀਟਲ ਲਾਇਬ੍ਰੇਰੀ,డిజిటల్ లైబ్రరీ
ਡਿਜੀਟਲ ਮੀਟਰ,డిజిటల్ మీటర్
ਡਿਜੀਟਲ ਮੈਨੂਲੇਸ਼ਨ,డిజిటల్ మాడ్యులేషన్
ਡਿਜੀਟਲ ਮਲਟੀਪਲੈਕਸ,డిజిటల్ మల్టీప్లెక్స్
ਡਿਜੀਟਲ ਨੈਟਵਰਕ,డిజిటల్ నెట్‌వర్క్
ਡਿਜੀਟਲ ਆਉਟਪੁੱਟ,డిజిటల్ అవుట్పుట్
ਡਿਜੀਟਲ ਪਲੇਅਬੈਕ,డిజిటల్ ప్లేబ్యాక్
ਡਿਜੀਟਲ ਰੇਡੀਓ ਮੰਡਲਲ (ਡਰੱਮ),డిజిటల్ రేడియో మొండియాల్ (DRM)
ਡਿਜੀਟਲ ਰਿਕਾਰਡਿੰਗ,డిజిటల్ రికార్డింగ్
ਡਿਜੀਟਲ ਇਨਕਲਾਬ,డిజిటల్ విప్లవం
ਡਿਜੀਟਲ ਸਿਗਨਲ,డిజిటల్ సిగ్నల్
ਡਿਜੀਟਲ ਸਿਗਨਲ ਪ੍ਰੋਸੈਸਿੰਗ (ਡੀਐਸਪੀ),డిజిటల్ సిగ్నల్ ప్రాసెసింగ్ (DSP)
ਡਿਜੀਟਲ ਦਸਤਖਤ,డిజిటల్ సంతకం
ਡਿਜੀਟਲ ਟੈਕਨੋਲੋਜੀ,డిజిటల్ టెక్నాలజీ
ਐਨਾਲਾਗ ਪਰਿਵਰਤਕ ਲਈ ਡਿਜੀਟਲ,డిజిటల్ టు అనలాగ్ కన్వర్టర్
ਡਿਜੀਟਲ ਵੀਡੀਓ,డిజిటల్ వీడియో
ਡਿਜੀਟਲ ਵੋਲਟਮੀਟਰ,డిజిటల్ వోల్టమీటర్
ਡਿਜੀਟਲਾਈਜ਼ੇਸ਼ਨ,డిజిటలైజేషన్
ਡਿਜੀਟਾਈਜ਼ੇਸ਼ਨ,డిజిటలైజేషన్
ਡਿਜੀਟਾਈਜ਼ਡ ਵੀਡੀਓ,డిజిటలైజ్డ్ వీడియో
ਡਿਡੀਕਿਜ਼ਰ,డిజిటైజర్
ਮੱਧਮ,మసక
ਮਾਪ,పరిమాణం
ਮੱਧਮ,మసకబారిన
Dieode,డయోడ్
ਡੁਬੋ,ముంచు
ਡੀਪਲੈਕਸਰ,డిప్లెక్సర్
ਡਿਪੋਲ ਐਂਟੀਨਾ,డైపోల్ యాంటెన్నా
ਸਿੱਧਾ ਪ੍ਰਸਾਰਣ,ప్రత్యక్ష ప్రసారం
ਸਿੱਧੇ ਮੌਜੂਦਾ (ਡੀ ਸੀ),ప్రత్యక్ష కరెంట్
ਸਿੱਧੀ ਪਿਕ ਅਪ,ప్రత్యక్ష పికప్
ਸਿੱਧਾ ਪੜ੍ਹਨ ਦਾ ਸਾਧਨ,ప్రత్యక్ష పఠన పరికరం
ਸਿੱਧੀ ਰਿਕਾਰਡਿੰਗ,ప్రత్యక్ష రికార్డింగ్
ਦਿਸ਼ਾਵੀ ਐਂਟੀਨਾ,డైరెక్షనల్ యాంటెన్నా
ਦਿਸ਼ਾ ਨਿਰਦੇਸ਼ਕ,డైరెక్షనల్ కప్లర్
ਦਿਸ਼ਾਵੀ ਮਾਈਕ੍ਰੋਫੋਨ,డైరెక్షనల్ మైక్రోఫోన్
ਡਾਇਰੈਕਟਿਟੀ,డైరెక్టివిటీ
ਡਾਇਰੈਕਟਰੀ,డైరెక్టరీ
ਅਯੋਗ,డిసేబుల్
ਡਿਸਕ ਐਂਟੀਨਾ,డిస్క్ యాంటెన్నా
ਅਸਾਤ ਸਟੋਰੇਜ,డిస్క్ ఆధారిత నిల్వ
ਵੱਖਰਾ,వివిక్త
ਡਿਸਕ,డిస్క్
ਡਿਸਕ ਡਰਾਈਵ,డిస్క్ డ్రైవ్
ਡਿਸਕ ਕੋਟਾ,డిస్క్ కోటా
ਡਿਸਕੀਟ,డిస్కెట్
ਉਜਾੜਾ,తొలగుట
ਫੈਲਾਅ,చెదరగొట్టడం
ਉਜਾੜਾ,స్థానభ్రంశం
ਡਿਸਪਲੇਅ,ప్రదర్శన
ਡਿਸਪਲੇਅ ਯੂਨਿਟ (ਕਨਸੋਲ),ప్రదర్శన యూనిట్ (కన్సోల్)
ਵਿਗਾੜ,వెదజల్లడం
ਅਸੰਗਤ,వైరుధ్యం
ਸ਼ੁਧ ਪਾਣੀ,పరిశుద్ధమైన నీరు
ਭਟਕਣਾ,వక్రీకరణ
ਵੰਡ,పంపిణీ
ਡਿਸਟਰੀਬਿ .ਸ਼ਨ ਐਂਪਲੀਫਾਇਰ,పంపిణీ యాంప్లిఫైయర్
ਵੰਡ,విభజన
ਵਿਭਾਜਨ,విభజన
ਦਸਤਾਵੇਜ਼,పత్రం
ਡੌਲਬੀ ਡਿਜੀਟਲ,డాల్బీ డిజిటల్
ਡੋਮੇਨ,డొమైన్
ਡੋਮੇਨ ਕੰਟਰੋਲਰ,డొమైన్ కంట్రోలర్
ਡੋਪਲਰ ਪ੍ਰਭਾਵ,డాప్లర్ ప్రభావం
ਡਬਲ ਪੋਲ (ਡਿਪੋਲ),ద్వారం)
ਡਬਲ ਪੋਲ ਸਿੰਗਲ ਥ੍ਰੋ ਸਵਿਚ,డబుల్ పోల్ సింగిల్ త్రో స్విచ్
ਡਬਲ ਸਾਈਡ ਡਿਸਕ,డబుల్ సైడెడ్ డిస్క్
ਡਬਲਟ,డబుల్
ਡਾ down ਨ ਲਹਿਰ,డౌన్ రాబోయే వేవ్
ਥੱਲੇ ਧਾਰਾ,డౌన్ స్ట్రీమ్
ਡਾ ng ਨਲਿੰਕ,డౌన్‌లింక్
ਡਾਉਨਲੋਡ ਕਰੋ,డౌన్‌లోడ్
ਡਾਉਨਲੋਡ ਕਰਨਾ,డౌన్‌లోడ్
ਡਰਾਇੰਗ,డ్రాయింగ్
ਡ੍ਰਿਲਿੰਗ ਬਿੱਟ,డ్రిల్లింగ్ బిట్
ਡ੍ਰਿਲਿੰਗ ਮਸ਼ੀਨ,డ్రిల్లింగ్ మెషిన్
ਚਲਾਉਣਾ,డ్రైవ్
ਡਰੱਮ,డ్రమ్
ਸੁੱਕੇ ਬੱਲਬ ਦਾ ਤਾਪਮਾਨ,పొడి బల్బ్ ఉష్ణోగ్రత
ਡਰਾਈ ਸੈੱਲ,పొడి సెల్
